4.8959e-05+0.00026527i,0.0007531+0.00029365i,0.0012661-0.0016616i,0.00032025-0.0025453i,-0.00098519-0.0011758i,-0.0015356+0.00035719i,-0.00082552+0.001485i,0.00013222+0.0017782i,0.0007166+0.00086682i,0.00084792-0.0001044i,0.0005007+7.763e-05i,-5.7324e-05+0.00076927i,3.9986e-05+0.00069091i,-8.7086e-05+0.00053741i,-0.00067639+0.00034958i,-0.0010793+0.00012997i,-0.00093049-6.4812e-05i,-0.00046141-2.3962e-05i,0.00024308-3.7937e-05i,0.00018521+0.00012864i,0.00021816+0.00035384i,0.00040761+0.00024691i,3.7831e-05+0.00034475i
4.4481e-05-0.00049191i,0.00030729-0.00026722i,0.00060824+0.00037752i,-8.685e-05+0.00057777i,-0.00088996+0.00024118i,-0.001217+0.00077176i,-0.0011972+0.00075764i,-0.00050021+0.00014268i,2.1805e-06-2.6759e-05i,0.00023513-0.00016117i,-5.0786e-05-2.8728e-05i,0.00037219+0.00028017i,0.00090072+0.00096037i,0.00044197+0.00036966i,-9.0279e-06-0.00080469i,-0.0005664-0.00019511i,-0.0007251+3.9116e-05i,-0.00065112-0.00072805i,-0.00014121-0.00074104i,0.00044423-0.00021763i,0.00040695-0.0004125i,0.0003319-0.00098609i,0.00041152-0.00089182i
-0.0014006-0.00023495i,-0.0005474-0.0003444i,0.0005044+0.0002014i,0.0013833+0.0011205i,0.0013715+0.0012213i,0.00078472+0.00086532i,0.00046486+0.00076632i,-0.00011969+0.00049347i,-0.0004499+0.00023773i,0.00053985-0.00016069i,0.00084945-0.00060435i,0.00048241-0.00038726i,0.00024041+4.2921e-05i,0.00021455-0.00062008i,0.00037977-0.0010194i,0.00010832-0.00024968i,-0.00087814+9.9485e-05i,-0.0016788-0.00032493i,-0.00098844-0.00026034i,0.00028662+0.00012862i,0.00060553+0.00012087i,0.00031171-1.1566e-05i,-6.1771e-05-0.00045039i
-0.00036342+0.0011957i,-0.0008716+0.00092953i,-0.00097692+0.0006136i,-0.0011228+0.00018091i,-0.00037298+0.00079558i,-0.00032881+0.001305i,-0.0011596+0.0010548i,-0.0015183+0.00096469i,-0.0010531+0.00078703i,-0.00088042+0.0001959i,-0.0011794-0.00080738i,-0.00059352-0.0011203i,0.0003459-0.00041146i,0.00036555-0.00016276i,-3.869e-05-0.0002773i,-0.00056923-0.00022407i,-0.00054454-0.00043573i,-0.00018134-0.00060458i,-0.00029992-0.00030821i,-0.00060567-0.00036337i,-0.00072431-0.0005391i,-0.00059111-0.00025579i,-0.00058955+0.0001757i
0.00048916+0.00045189i,0.0010311+0.00077972i,0.0010586+0.00035823i,0.0007153-0.00084527i,0.00088468-0.00068401i,3.3816e-05+0.00040899i,-0.00023707+0.00083765i,-0.00034018+0.00096455i,-0.00047571+0.00087856i,3.4915e-05+0.00073106i,0.00013171+0.00044926i,6.7425e-05+0.00015069i,-0.00013029+0.00054578i,0.00029659+0.00051016i,-2.8776e-05-0.00015891i,-0.0010752+3.7941e-05i,-0.00088457+0.00069412i,-0.00039532-0.00074127i,0.00060314-0.0011945i,0.0010931-0.0002993i,0.0007076-0.00018109i,0.00088343+0.00022874i,0.00073793+0.00043791i
0.00049276+0.00031771i,0.00037555+0.00018987i,-0.00011255-0.00026135i,0.00032449+0.00016543i,0.00089797+0.00072594i,2.663e-05+0.0015953i,-0.00048536+0.001811i,0.00019172+0.0018367i,0.00047093+0.0016067i,0.00012474+0.00062775i,-0.00023432+0.00028339i,1.5982e-05+0.00017126i,0.00058118-7.6309e-05i,0.00069678+3.7809e-05i,0.00072105-0.00053292i,0.00089257-0.0010966i,-7.8048e-05-0.00062945i,-0.00072074-0.00065731i,-0.00051795-0.00047752i,-0.00071402+0.00023272i,-0.00049698+0.00056459i,-0.00071756+0.00030436i,-0.00085826+3.5955e-06i
-0.00052086+0.0018634i,-4.1822e-05+0.0012181i,0.0004702+0.00084383i,0.00013414+0.00062174i,-0.00051138+0.00092689i,-0.00061236+0.0014137i,-4.1072e-05+0.0012963i,0.00010936+0.0011036i,-0.00051778+0.0011561i,-0.00052663+0.00097629i,0.00033072+0.00013701i,0.000232-0.00067052i,-0.00038752-0.00041101i,-0.00032401-4.3297e-05i,-0.00011931-0.00062071i,-0.00049153-0.0008416i,-0.00057874-0.00055179i,-0.00079822-0.0007216i,-0.0009479-0.0010139i,-1.2455e-05-0.00087402i,0.00040687-0.00064598i,0.00026425-0.00041082i,-6.0865e-05-0.00024336i
0.00027734-1.0357e-05i,-0.0001251+0.00011806i,-0.00011343-0.0004295i,1.1553e-05-0.0012187i,-0.0004033-0.00015356i,-0.00033665+0.00082034i,0.00014298+0.00050127i,0.00025531-0.00021867i,5.6391e-05-0.00017391i,-9.8343e-05+0.00026491i,0.00011789-0.00011656i,-0.00015384-0.00058506i,-7.9532e-05-0.00060476i,0.00032807-0.00074912i,0.00056291-0.00078463i,0.00064519-0.00096301i,0.00086045-0.001236i,-0.00011759-0.00086253i,-0.00051583-0.00010824i,-0.00018028+0.00068348i,0.00025591+0.00052395i,0.00021552-0.00022882i,-0.00047016+0.00012091i
-0.00024201+0.00032727i,0.00015901+1.4259e-05i,0.00016822-0.00021017i,0.0002361+0.00079504i,-0.0005868+0.0016041i,-0.00070912+0.0015049i,7.5683e-05+0.00089584i,0.00027144-0.00055531i,-0.00028783-0.00047806i,-0.0011779-0.00019037i,-0.0008805-4.6384e-05i,-9.4325e-05-0.0002858i,0.00014495-0.00067098i,-0.00018409-0.00018188i,-0.00069305-0.00042444i,-0.00052898-0.00056005i,4.1033e-05-5.8656e-05i,7.1294e-05+0.0002271i,0.000147-0.00038086i,0.00044507-0.00064416i,2.8747e-06-0.00029542i,-0.00026419-0.00082108i,-0.00030889-0.00074581i
-0.00098785+0.00051769i,-0.0013174+0.00069724i,-0.0012506+0.00033742i,-0.00096611-8.6706e-05i,-0.00065134+0.00016015i,-3.8843e-05+0.0011802i,-1.9087e-05+0.001598i,-0.00024661+0.0016611i,0.00051568+0.00070717i,0.0011458-0.0001684i,0.00087832+0.00016606i,0.00045547+0.00027131i,-0.00016071-0.00024841i,-0.00034924-0.00086581i,-0.00053027-0.0012461i,-0.0007111-0.00045723i,-0.00090841-0.00027146i,-0.0013738-0.00053585i,-0.0017373+0.00012496i,-0.0010464+0.00054305i,-0.00028028+0.00025123i,0.00011637-0.00061291i,-0.0003749-0.00083344i
0.00073317-0.0016435i,0.0010154-0.0015082i,0.00091309-0.0011375i,1.3982e-07+0.00013145i,-0.001364+0.0012515i,-0.0019365+0.0013748i,-0.00093302+0.0014267i,4.3077e-05+0.0012569i,-9.6182e-05+0.0012783i,-7.7145e-05+0.0011483i,-0.00018728+0.00068365i,1.196e-05+0.00057984i,0.00061976+0.00012829i,0.00065911+0.00013835i,-0.00034808+0.00030835i,-0.00076488-0.00015994i,-0.00027468-0.0011957i,-6.7258e-05-0.0012337i,-0.00089335-0.00014823i,-0.0019913+0.00086814i,-0.0015592+0.0010734i,-0.00017944+0.00064852i,0.00035478+0.00045625i
-0.00035932+0.00040725i,0.00024405+0.0014448i,0.00015643+0.0012373i,0.00059534+0.00084107i,0.0011482+0.0003057i,0.00064243+0.00039932i,-4.1296e-05+0.00043166i,4.1646e-05+0.00064003i,0.00042835+0.00063416i,0.00083033+0.00063907i,0.00079049+0.00060448i,-5.7554e-05+0.00042881i,-0.0002628+2.592e-05i,-8.3513e-05-0.00065838i,-0.00029127-0.00041556i,-0.00071564-3.1284e-05i,-0.00054234+4.923e-05i,-0.00043578-0.00030415i,7.6664e-05-0.00027358i,0.00051922+0.0006187i,2.9162e-05+0.00094405i,-0.00070871+0.00068939i,-0.00061979+0.00040767i
-0.00020101-0.001666i,-0.00017834-0.0013329i,-0.0016779-0.0012071i,-0.001803-0.00017391i,-0.00072962+0.0015334i,-8.7654e-05+0.0017463i,0.00016242+0.0013429i,0.00041574+4.2702e-05i,-0.00036787-2.767e-05i,-0.00046697+0.00076942i,0.00026183+0.00063713i,-0.00036276+0.00050915i,-0.0011952+1.629e-05i,-0.0011184+0.00012579i,-0.00045609+3.0091e-05i,9.4938e-05-0.0005176i,0.00014287-0.00096916i,-0.00029688-0.00071636i,-0.00080671-7.6252e-05i,-0.00077319-0.00013014i,-0.0004461-0.0006844i,-0.00037789-0.00132i,0.00016421-0.0015524i
0.00037472+0.00074456i,0.00030947+0.0012379i,0.00071393+0.00014096i,0.00054061-0.00050278i,-0.00048528+0.00018667i,-0.0014028+0.0011075i,-0.0018031+0.00096579i,-0.00095093+0.000504i,-0.00030018+0.00051743i,-0.00011055+0.000751i,-0.00032141+0.0011152i,-0.00030109+0.00071214i,0.0004102+0.00019652i,0.00068968-0.00014906i,-6.266e-05-0.00041146i,-8.374e-05-0.00076194i,-0.00021766-0.00028215i,-0.00082389+4.6425e-05i,-0.00087844+8.2891e-05i,-0.00095019-0.00019491i,-0.00067481+3.6903e-05i,-0.00036223+0.00066129i,-0.00041808+0.00042242i
-0.0014737-0.00046889i,-0.00023797+0.00034324i,0.00045397+0.001101i,0.00041168+0.001508i,0.00028116+0.001909i,0.00035805+0.0018589i,0.00015004+0.0020918i,-0.00033404+0.0020079i,-0.00068754+0.001233i,-0.0010856+0.00083657i,-0.00041556+0.00063232i,-0.00015309-6.9405e-05i,-0.00053608-0.00094919i,-0.00048632-0.0010147i,4.3403e-05-0.00073024i,-0.00011694-0.0012966i,-0.00058915-0.0012388i,-0.00028296-0.0009401i,-9.3798e-05-0.00023721i,-0.00069765+0.0001569i,-0.0003615-0.00035664i,-4.8418e-06-0.00070491i,-0.00028376-0.00065555i
0.00041552+0.0013932i,0.00086541+0.0011119i,0.00087539-0.00077343i,-0.00039888-0.0021448i,-0.001372-0.0018799i,-0.002164-0.00012907i,-0.0018684+0.0014754i,-0.00085693+0.0016204i,-1.5598e-05+0.0012488i,0.0011024+0.00071163i,0.0015626+0.00071945i,0.00086436+0.0011973i,3.6734e-05+0.0012328i,-0.00053356+0.00014605i,-0.00058563-0.00058794i,-0.00022693-0.001033i,0.00027375-0.0011573i,2.6702e-05-0.00053241i,-5.6412e-05+0.00025228i,-0.00023493+0.00045449i,-0.00049991+0.0003846i,-0.0001678+0.00085461i,4.2721e-05+0.00090533i
0.00032308-0.0010702i,0.00052935-0.001622i,0.00017844-0.0011744i,0.00066432-0.00035078i,0.00053211+0.00086058i,8.0608e-05+0.0019213i,-0.00069379+0.0017311i,-0.0005684+0.0011328i,-0.00043568+0.0011656i,-0.00060609+0.00059991i,-0.00017102+2.5395e-05i,0.00013246-0.00057288i,0.00045898-0.00013434i,0.00057281+0.00051542i,0.00088939-0.00026224i,0.0011297-0.00087451i,0.00047452-0.0006148i,0.00013344+0.00013139i,0.00028012+0.00017489i,-0.00012558-0.00066898i,-0.00042229-0.00047354i,-0.00034245+0.00058832i,3.2631e-05+0.00030122i
0.0016252+0.00016135i,0.0023164+0.00065614i,0.0020599+0.00026372i,-0.00021149+1.7897e-05i,-0.0022988+0.00045639i,-0.0020311+0.00096652i,-0.00081778+0.0018197i,-0.0006137+0.0019506i,-0.00043433+0.0015527i,0.00050188+0.0013898i,0.00036557+0.0012066i,-0.00046201+0.00047542i,-0.00055306-1.5879e-05i,-0.00030617-0.00011979i,-0.00020572-0.00096307i,-0.00017427-0.0018944i,0.00027523-0.0014996i,0.00019059-0.00073834i,4.9364e-05-0.00064946i,-2.187e-05-0.00044886i,-0.00046605+0.00047808i,-0.00014689+0.000351i,-3.0919e-05-0.00028003i
-0.00015024+0.0001266i,-0.00099344+0.00011462i,-0.000545-6.6055e-05i,-0.00050967-0.00040935i,-0.001242+2.0975e-05i,-0.001006-2.5872e-05i,-0.00021254-9.4902e-05i,-0.00032022-8.0918e-05i,-0.00063546+0.00045474i,-0.0010558+0.00085986i,-0.00066435+0.0004686i,-0.00021418+0.00039448i,-0.00031458+3.9784e-05i,0.00019719-0.00056576i,0.00043763-0.00052139i,0.00028237+0.0003486i,-0.00017172+0.00081719i,-0.00019224+7.3593e-05i,0.00036278-0.00013205i,0.0010668-7.6953e-05i,0.00094495-1.4394e-05i,0.00038031+0.00057996i,0.00013874+0.00053223i
9.9504e-05-0.0005286i,0.0010307-0.00068412i,0.00046884-0.00091172i,-0.00029011-0.00035516i,-0.0004499+0.0006864i,-0.0001462+0.00083024i,-0.00014489+0.00097847i,-3.5935e-05+0.0012405i,-0.00020177+0.00085855i,-0.00012102+0.00087371i,0.0005114+0.00077893i,0.00082777-0.0005819i,-0.00015931-0.0010481i,-0.00061505-0.00028722i,0.00045664-0.00071003i,0.00047259-0.0010046i,-3.4326e-05-0.00072473i,-6.4052e-05-0.0005282i,-0.00036959-0.00029578i,-2.599e-05+4.8956e-05i,0.0006932+9.8485e-05i,0.00030629-0.00025159i,7.234e-05-0.00064211i
-0.00029949-0.00016354i,-0.00046845-0.00032947i,9.6629e-05+0.0011554i,0.0013212+0.0014622i,0.0018269+0.0011147i,0.00063208+0.00097103i,-0.00050052+0.0011564i,-0.00029013+0.00054847i,-0.00063375-0.00014853i,-0.00066294+0.0002291i,-0.00030971+4.3419e-05i,-0.00058714-0.00026917i,-0.00049169-0.00055359i,-0.00056708-0.00016955i,-0.00096921+0.00037621i,-0.00050917+0.00011979i,-0.00011391-0.00028754i,-1.5141e-05-0.00021205i,-0.00047874+0.00071079i,-0.00099098+0.0005232i,-0.00070063-0.00033345i,6.66e-05-0.00042468i,0.00055686-8.5134e-05i
0.0016474-0.00049366i,0.0011423-0.00071582i,-0.00075534-0.0010603i,-0.001306-0.00026722i,-0.00063906+8.239e-05i,-0.00036524+0.00021665i,-0.00018875+0.00043934i,-0.00020591+0.0011355i,-0.00051297+0.0013452i,0.00012125+0.000364i,0.00067702-0.00043561i,0.00023034-0.0012883i,-5.0428e-05-0.0012875i,-8.8249e-05-0.0010403i,-0.00013966-0.00042737i,-0.00031019+0.00048222i,-0.00048432+0.00020312i,-0.0006176+8.9323e-06i,-4.8242e-05-0.00026763i,0.00024863-0.00029683i,0.00028415-3.5293e-05i,-0.00027548-0.00044997i,-0.00065418-0.00055783i
0.00075356+0.00097245i,0.00027306-0.00033864i,0.00048206-0.000681i,0.0010089-0.00020302i,0.00089855+0.00071061i,-0.00041706+0.0013059i,-0.0012791+0.00102i,-0.0012957+0.0008798i,-0.0016557+0.00056613i,-0.00075174-4.5515e-05i,-0.00011767-0.0004859i,-0.00033342-0.00044924i,-9.9593e-05+0.00059403i,-0.00012925+0.00069058i,0.00023442+0.00064343i,0.00030565+0.00078624i,-0.00010307+0.0012007i,-7.7527e-05+0.000936i,6.0895e-05-0.00030951i,-0.00018687-0.00038379i,-3.4423e-05+0.00020949i,-9.7571e-05-2.0264e-05i,-9.6786e-05-0.00029902i
0.00029022+0.0025699i,0.00087912+0.0024234i,0.0013068+0.0020466i,0.001774+0.0018103i,0.00099738+0.00064463i,-8.146e-05+0.00071985i,0.00029238+0.0013i,0.0012901+0.001061i,0.0012095+0.00073079i,0.00076435+0.00051556i,0.0012216+0.00069057i,0.0012777+0.00065058i,0.00040556+0.00032735i,-0.00054574-0.0003654i,-0.00059604-0.00069973i,-0.0005544-0.00086183i,-7.8343e-05-0.00025025i,0.00022061+0.0002322i,-0.00011995+0.0004802i,0.00037571+0.00092351i,0.00091376+0.00083146i,0.00090174+0.00064307i,0.00068459+0.00045778i
0.00017528+0.0020427i,-0.00076149+0.0010516i,-0.00096951+0.00054519i,-0.001088-0.0003431i,-0.00074542-0.00053525i,0.00016804+0.00069617i,0.00020276+0.0012445i,-0.00010904+0.0014919i,0.00018063+0.001457i,0.0004631+0.0010327i,0.00063878+7.05e-05i,0.0010028-0.00090373i,0.0011215-0.00096993i,0.00099646-0.00085678i,0.00046653-0.00024987i,0.00013264+0.00010599i,0.00040461-0.00012434i,0.00056955+0.00067429i,-0.00012479+0.0014184i,0.00013782+0.0013402i,0.00087271+0.0004044i,0.0010238+6.3579e-05i,0.00061637+0.00060576i
-0.00058776+0.00076135i,-0.00031091+0.00069995i,-0.00025201+0.0002158i,-0.00032261-0.00053284i,0.00063342-0.00087636i,0.0015095-8.7012e-05i,0.0010142+0.00067581i,0.00024932+0.0012165i,-0.00023817+0.0010151i,-0.00015826+0.00085313i,-0.00024348+0.00096247i,-0.00044926+0.00024327i,-1.9332e-05+0.0001001i,0.00016005-0.00099242i,-0.00045723-0.0015234i,-0.0015424-0.00062999i,-0.0013071-0.00081004i,-0.00053101-0.00071842i,0.00028398-0.00065676i,0.0005209-0.00072579i,0.00018252-0.00052759i,0.00023479-0.00041633i,-0.00021561-0.00033793i
0.0014207-0.00034309i,0.0010605-0.0011448i,0.00096324-0.0011049i,0.00035984-8.2522e-05i,0.0001227+0.00091964i,-4.5745e-05+0.0017385i,-0.00016061+0.0015032i,-0.00077799+0.00063989i,-0.0012508+0.00056584i,-0.00083464+0.0011446i,-0.00046324+0.00078988i,-7.7479e-05-0.00025609i,0.00024196-4.5169e-05i,0.00021025-0.00030609i,-0.00014312-0.0014028i,-0.00043291-0.00069509i,-0.00050103+0.00028965i,-0.00067376-0.00057846i,-0.00051832-0.0011961i,9.7402e-07-0.00010048i,-4.9174e-05+0.00032519i,-0.00023895-0.00037043i,-0.001026-0.00041893i
-0.0014213+0.00052035i,-0.0002817+0.00030163i,0.00025957+0.0010365i,0.00035338+0.0014342i,8.1463e-05+0.0010959i,0.00033372+0.00051744i,0.00010286+8.2349e-05i,-0.00082391+0.00053219i,-0.00084644+0.0016043i,-0.00041784+0.0012789i,-0.00022192-3.7988e-05i,-0.00026334-0.00061252i,-0.0002927-0.00086666i,-0.00040954-0.00095948i,-0.0006452-0.001005i,-0.00029694-0.0007113i,-0.00048351-0.00035976i,-0.00071376-0.00041202i,-0.00057113+2.3761e-05i,-0.00081734-7.5134e-05i,-0.00067365-0.00014326i,0.00030219-3.7087e-05i,0.00081788+0.00023891i
-0.00075665+0.00076461i,-0.00085153-0.00021635i,0.00041698-0.00048183i,0.0011089-0.00011365i,0.0008884+0.00038852i,0.00016283+0.00060617i,-9.53e-05+0.00052083i,0.00075977+0.0013235i,0.00044002+0.0015998i,0.00028594+0.0010262i,0.00075412+0.00040915i,0.00013182+2.289e-05i,-0.00051628-0.0001721i,-0.00045303-0.00035804i,6.8744e-05-0.00050745i,0.00030642-0.0002562i,5.2708e-05+0.00032963i,0.00029001+3.5394e-05i,-7.4768e-05-0.00047693i,-0.00045436-9.1104e-05i,-0.00041221-7.1477e-05i,-0.00017998-0.00057019i,0.00028066+4.1064e-05i
-0.00042141+0.00064412i,-0.0012266+0.00073015i,-0.00096101+0.00062611i,-0.00030639+0.00019777i,0.00043805-5.801e-05i,0.00013566+0.00018638i,-0.00031993+0.0010816i,-3.1732e-05+0.00092169i,4.4704e-05+0.00067355i,0.00012593+0.00022325i,0.00044208-0.0003579i,0.00047449-0.00011127i,0.00034151+0.00033223i,-0.00024329-7.5822e-05i,-0.00068426-0.00016408i,-0.00056197+0.0008629i,-0.00055283+0.00095403i,-0.00075089+0.00030569i,-0.00069054+0.00034854i,-8.1655e-05+0.00057917i,4.2025e-05-4.2943e-05i,-0.00020698-0.00024098i,-6.5271e-05-0.0001521i
0.00083837-7.4436e-05i,0.00092164-0.0013562i,7.0882e-05-0.00066622i,-0.0003609+0.00062659i,-0.00049968+0.00045816i,-0.0004177+0.0010051i,-0.0003662+0.0011693i,8.2808e-05+0.00049054i,-0.0004738+0.00066052i,-0.00045566+0.00090497i,0.0004295+0.00041583i,0.00053744-0.0002834i,5.7558e-05-0.00021683i,-1.5639e-05+0.00022251i,0.00018554+0.00012726i,-0.00016353-0.00046537i,-0.00038672-0.00076289i,-0.00073891-0.0013676i,-0.00051321-0.0018359i,0.00022139-0.00088814i,0.00044418-2.411e-05i,0.00010778+0.00017998i,-0.00034531+0.00050382i
0.0016265+0.0027674i,0.0018622+0.0017706i,0.0024991-0.00041637i,0.0018064-0.0010122i,-7.7397e-05-0.00064232i,-0.0013981+0.00060802i,-0.0012218+0.0015163i,-0.00054651+0.0020637i,-0.00062866+0.0021918i,-0.0011875+0.0015809i,-0.0012424+0.00063541i,-0.00059833+3.4446e-06i,0.00043054-6.7226e-05i,0.00046355+0.00050983i,0.00018234+0.001337i,-0.00032529+0.0012538i,-0.00068571+0.00077944i,-0.00048454-6.2936e-05i,4.9698e-05-0.00034173i,0.00050409+0.00052934i,0.00042654+0.00040684i,0.00021259-0.00049283i,0.00023909-0.00076445i
5.6792e-05+0.00054755i,-0.00028202+0.00052858i,0.00037726+0.0015294i,0.00096629+0.0012425i,0.00087288+0.00041632i,0.0002292+0.00068498i,-0.00033003+0.00088054i,-0.00073449+0.00087086i,-0.00010419+0.0010314i,0.0002971+0.00077387i,-3.2383e-05+0.00017821i,-0.00049849+5.2564e-06i,-0.00041717+0.0003062i,0.0001924+0.00059174i,-0.00017156+0.0006556i,-0.00040183-0.0005193i,0.00028195-0.0013293i,3.9332e-05-0.0011035i,-0.00034441-0.00094374i,-6.2366e-05-0.00039475i,-0.00014623-0.0002769i,-0.00057155-0.00082163i,-0.00021235-0.0012849i
0.00013901+0.0010231i,-0.00097466+0.0008186i,-0.001219+0.0010707i,-0.0015633+0.00096656i,-0.0018926+0.00047206i,-0.0014335+0.00082888i,-0.00046394+0.00093239i,-6.9054e-05+0.0011402i,-0.00047358+0.0015536i,-0.00030957+0.00098629i,4.1955e-05+0.00021215i,-0.00040598-0.00015935i,-0.0004696-0.00031741i,-0.00015264+0.00038268i,-0.00011547+0.00052327i,-3.1771e-05-0.00022512i,-0.0010372-0.00043623i,-0.0011891-0.00020967i,-0.00020551-0.00025637i,-0.00018995+0.00012166i,4.0044e-05+0.00077221i,-0.00037576+0.0010793i,-0.00077451+0.00070098i
-0.00091896-0.00088576i,0.0005672-0.00070891i,0.00098935-8.2122e-06i,0.0011575+0.00066667i,0.0010572+0.0016163i,0.00036301+0.0024858i,-0.00039024+0.0019812i,-0.00088319+0.00088764i,-0.00067731+0.00068772i,-0.00013551+0.0011693i,-0.00040966+0.00021351i,-0.00047082-0.0004808i,0.00017974-1.9116e-05i,0.0007374-0.00010143i,-0.00023496-0.00030905i,-0.00062817-0.00012416i,-0.00034829-0.00026105i,-0.00032914-0.00026277i,0.00042823-0.00011616i,0.0010744+0.00030686i,0.00090118+0.00042552i,0.00034781-0.00018608i,-3.5324e-05-0.00017416i
0.00047769+3.8707e-05i,0.00011871+0.00020656i,-0.00030933+0.00094758i,-0.00066754+0.0015389i,-0.00078953+0.0018159i,-0.0007742+0.0016544i,-6.83e-05+0.0011998i,0.00021123+0.00071965i,-0.0007232+0.00062996i,-0.001418+0.00037926i,-0.00060181+0.00019351i,0.0002585+0.00055867i,-6.5742e-05+0.00045313i,-4.4775e-05-0.00033609i,3.0252e-05-0.0003279i,-0.00039489+0.00036273i,-0.00027535-0.00013249i,-0.00030712-0.00057843i,-0.0001092-4.5724e-05i,-0.00029312-0.00018159i,-0.00073552-0.00024526i,-0.0004502-0.00037106i,0.00015387-0.00062673i
0.00021418+0.00095946i,-0.00051111+0.00051159i,-0.0011354-0.00010155i,-0.0014315+0.00044826i,-0.0010714+0.0012135i,-0.0010555+0.0013139i,-0.0011599+0.0001246i,-0.00048218-5.2418e-06i,-0.00028351+0.00033961i,-0.0002055-0.00046431i,-3.7588e-06-0.00037983i,-0.00046577-0.00020699i,-0.00033-0.00054274i,-5.3077e-05-0.00020727i,-0.00030189-0.00012567i,-0.00046349-0.00014072i,-0.00063788+0.0004565i,-0.00067922+0.00089295i,-0.00019346+0.00017496i,0.0004717-0.00018006i,0.00026464-0.00054696i,0.00010453-0.00082586i,0.00026599-0.00044082i
-0.00059754-0.00026099i,5.1707e-05-0.00061883i,0.00030581+0.00011282i,0.00023144+0.0010954i,0.00045218+0.0019886i,0.00037134+0.0018555i,0.0003187+0.0010947i,-0.0004215+0.00072921i,-0.0014207+0.00080711i,-0.0011979+0.00082604i,-0.00035483+1.0175e-05i,-7.3693e-05-0.00015391i,-4.1854e-05+0.00050802i,-8.1087e-05-0.00041283i,-0.00028672-0.0010561i,-0.00067692+9.8427e-05i,-0.0007383+0.00022515i,-0.00055519-0.00048638i,-0.00074025-0.0013602i,-0.00056843-0.0010083i,-0.00016575+0.00020927i,-0.00015617+0.00058403i,-0.00052251-0.00015798i
0.00039949+0.0010392i,0.00066218+0.0010976i,0.0002514+0.0008497i,-0.00095253+0.00055234i,-0.0016155+9.7769e-06i,-0.00070451+0.00015382i,-0.00012409+0.00070683i,-0.00010687+0.0006696i,-0.0004051+0.00041975i,-0.00038146+0.00069062i,-0.0004398+0.00030585i,-0.00032742-6.9854e-05i,0.00044481+0.00022345i,0.00070701-0.00061972i,0.0001571-0.0008007i,-0.00064551-0.0003766i,-0.00054007-0.00044056i,0.00043719-0.00022509i,0.0005797-7.7652e-06i,0.00036699+1.7332e-05i,0.00041197+4.4685e-05i,0.00023818+0.00019547i,-0.00024098+1.5954e-05i
0.00096455+0.0008411i,0.00074783+0.0012678i,0.00051206+0.00091493i,0.000531-0.00066804i,0.00076369-0.0002081i,0.00013884+0.00083355i,-0.0011247+0.00053764i,-0.0013296-2.2683e-05i,-0.00077802+0.00026693i,-2.1404e-05+0.00052309i,0.00069326+0.00019193i,0.00081556-0.00011398i,0.00025654+9.0584e-05i,0.00031686+6.3873e-05i,0.00077133+0.00023353i,0.00066578+0.00043471i,-0.00013987+0.00029566i,-0.0002942+0.00073711i,8.9157e-06+0.00050449i,0.00011714-1.9924e-05i,9.3247e-05-4.8904e-05i,0.00013398-0.0001916i,0.00024971-0.00036486i
0.00075635+0.0013387i,0.0013308+0.0017397i,0.0022729+0.00076549i,0.0015958-0.00072907i,0.0010798-0.00057181i,0.00031727+0.00031567i,-0.0005168+0.0012931i,-0.0001795+0.0015901i,-4.4587e-05+0.00082948i,-0.00061001+8.2257e-05i,-0.00087696-0.00027386i,-0.0012784+0.0003746i,-0.00098627+0.001036i,9.406e-05+0.00032759i,0.00054229-0.00043605i,0.00039817-0.00010211i,-8.973e-06-0.00037631i,-4.4461e-05-0.0013476i,0.00053188-0.0010308i,-0.00012193+0.00070505i,-0.00040248+0.00099241i,8.0712e-05+0.00025277i,0.00034363+1.43e-05i
0.00096715+0.0010093i,0.001154+0.00085414i,0.0010458-5.5923e-05i,0.00048434-0.0008374i,-0.00054752-0.00047328i,-0.001688+0.00091788i,-0.0017225+0.0011763i,-0.0011024+0.00088743i,-0.00056147+0.00092555i,0.00014053+0.00012477i,0.00033586-6.2632e-05i,-9.6895e-06+0.00015099i,1.7332e-05+0.00037813i,0.00036738+0.00037811i,0.0006421+0.00067045i,0.00014581+0.00091875i,-0.00048644+0.00043205i,-3.5658e-05+0.00017809i,0.00041915+0.00040374i,0.00030551+0.00061803i,0.00021926+0.0011387i,-1.7378e-05+0.0010325i,0.00073458-0.00010184i
-8.9814e-06+0.00016672i,6.9264e-05-5.5444e-05i,-0.00046943-0.00091621i,-0.0018819-0.0006242i,-0.0021234+0.00057811i,-0.0010571+0.0018595i,-0.00049514+0.0013049i,-0.00081333+0.00068769i,-0.001184+0.00036468i,-0.00075375-0.00023918i,-0.00056088-0.00013425i,-0.0011716-0.00020092i,-0.0008683+0.00026255i,0.00025116+0.00038601i,0.00055397-0.00034897i,0.00033338-0.00045859i,-0.00019295-0.00036908i,-0.00073848+0.00026791i,-0.00025156+0.00076454i,0.00031229+2.1812e-05i,3.3398e-05-0.00038321i,7.5159e-05-0.00015907i,0.00014382+0.00020266i
