-2.1995e-05+0.00069047i,-0.00055004-2.303e-05i,-0.0012947+0.00038898i,-0.0010083+0.00098196i,-0.0014839+0.0013167i,-0.0017847+0.001614i,-0.00050232+0.0012255i,0.00073271+0.00061227i,0.00064028+0.00096057i,0.00081682+0.00048536i,0.00066956-0.00078609i,0.00039323-0.0009512i,0.00041134-0.00012578i,0.00026997-4.0714e-05i,0.00072717-0.00052046i,0.00066846+0.00029772i,0.00053301+0.0012737i,0.00048373+0.00072577i,-0.00088216-0.00044201i,-0.0014281-0.00061483i,-0.00087605+0.00036807i,-0.00066055+0.00056398i,-0.0002555+0.0005964i
-0.0014349-0.00079471i,-0.0015613-0.00024359i,-0.00181-0.00045442i,-0.0011428-0.0001335i,-0.00075114+0.00052509i,1.1163e-05+0.00060594i,0.0008513+0.00070198i,0.0003123+0.00025909i,-0.00078892-0.00030389i,-0.00063797-0.00013694i,5.4975e-05+0.00042286i,-0.00020546+6.7079e-05i,-0.00095167-0.00092568i,0.00014195-0.00088531i,0.00083976-0.00039608i,0.00066889-0.00040451i,0.00084843-5.8803e-05i,0.00066274+0.00037231i,0.00046855+0.00060051i,-0.00022022+0.00081736i,-0.00056448-5.3703e-05i,-0.00040221-0.00066168i,-0.00057124-0.00015794i
-0.00041147-0.0001391i,0.00022771-0.00019931i,0.00033067+0.0003491i,0.00054889+0.00048756i,0.00018933+0.00059447i,-0.00074687-0.00016666i,-0.001027-0.00055555i,-0.00065871-0.00040472i,-0.00046132-0.00012711i,-0.00072069-6.1155e-05i,-0.00072526-0.00072744i,-0.0001653-0.00053797i,-0.00014731+0.00037863i,0.00012912+0.00046263i,-2.2964e-07-0.00015542i,-0.00011334-0.00093118i,-9.3972e-05-0.0009551i,-0.00037552-0.00011432i,-0.00034448-0.00015152i,0.00029785-0.00046854i,0.00055112-4.4547e-05i,0.00068033+5.5034e-05i,0.00045112-9.9105e-05i
-0.0015476+0.0011106i,-0.00075266+0.001276i,-3.2244e-05+0.0023992i,0.00012569+0.002342i,0.00052537+0.0012404i,0.0012066+0.00040835i,0.00074334+0.00055816i,-0.00032125+0.00069388i,-0.00074677+0.00054986i,-0.00012538+0.00011901i,0.00078508-0.00061107i,0.0010425-0.001175i,0.00011378-0.0008718i,-0.00059827-0.00076921i,-0.00021098-0.0013465i,4.3169e-05-0.0013055i,-0.00019097-0.0011458i,-0.00054337-0.0010404i,-0.00054761+7.4848e-05i,-0.0005765+0.0010346i,-0.00062922+0.00076985i,7.1019e-05+0.00026989i,0.0004288-0.0004073i
0.001138-0.00025802i,-0.00061168-0.00066265i,-0.0011006-0.0011391i,-0.0014444-0.00077682i,-0.0017725-0.00033173i,-0.00087516+5.2757e-05i,8.9378e-06-0.00021968i,5.963e-05-0.00013323i,-0.0007408-0.00022195i,-0.00093892-0.00041909i,-0.00083735-0.00018467i,-0.00092238+0.00028374i,-0.0006807+0.00078156i,-0.00059112+0.0012177i,-0.00048051+0.00071974i,-0.00020945+0.00018608i,-0.00022696+0.00012846i,-0.00010142-0.00033751i,0.00018515-0.00082885i,0.00017647-0.00081213i,-0.00053451-0.00057905i,-0.00085128-9.7289e-05i,-0.00051246+0.00067683i
-0.0024869-0.00015635i,-0.0023992+0.00048208i,-0.0024999+0.00174i,-0.0026035+0.0023931i,-0.0008143+0.0021774i,0.00040859+0.0018821i,0.00013632+0.0017083i,-0.00026915+0.00053014i,-0.00052185-0.00072069i,-0.00023054-0.0002717i,0.00014459+0.00037884i,0.00038344+0.00020821i,0.00031205+0.00050117i,0.00028427-0.00032032i,0.00087183-0.0010816i,0.00097878-0.00052285i,0.00044732-0.00020314i,0.00030896-0.0004055i,0.000684+7.644e-05i,0.00079256+0.00051142i,0.0010817+0.00071719i,0.00034168+0.000615i,1.635e-05+0.00025548i
0.00070474+0.00040743i,-0.00024852-0.00025298i,0.0004721-0.00056262i,0.00061828+0.00014134i,-0.00016822+0.00012028i,-0.00069923-7.8928e-05i,-0.00047073+0.00033919i,7.8928e-05+0.00042232i,-0.00013923+0.00025615i,-0.00044479-0.00015569i,-0.00013152-0.00016386i,-0.00011093-0.00017719i,-0.00052271-0.00034301i,-0.00057007-0.00089167i,-7.0424e-06-0.00062027i,1.1459e-05-5.122e-05i,-0.0004615-0.00010643i,-0.0001636+9.2816e-05i,0.00071413-0.00014401i,0.00044295-0.00024337i,-0.00031264-9.9949e-06i,-0.00066852+8.281e-05i,-0.00082502-8.7876e-06i
0.00040373+0.0014015i,0.002376+0.00021625i,0.0030812-0.00051064i,0.0023103-0.0013398i,0.0011763-0.0018403i,-0.00016744-0.0014765i,-0.00068823-0.00056154i,-0.00046131-0.0007942i,-0.00064921-0.00074551i,-0.00027657-0.00015584i,0.00080919-0.00057763i,0.00067884-0.00072441i,-0.00022703-0.00018514i,-2.1348e-05-0.00017737i,0.00027101-0.00085065i,-0.00021459-0.00094453i,-0.0004403-0.00077326i,-0.00067714-7.6115e-05i,-0.00040293+0.00049197i,-0.00026487+0.00054132i,-8.8053e-05-0.00031163i,6.165e-05-0.0013896i,0.00015236-0.0013836i
-0.0024547-0.0010586i,-0.0025133-0.00034384i,-0.0026712+0.00075618i,-0.002567+0.001048i,-0.0011872+0.0012983i,5.6113e-05+0.00055021i,0.0004617-0.00041078i,-6.9009e-05-0.00082005i,-0.00056203-0.00011542i,0.00010808+0.00085038i,0.00084752+0.0006518i,0.0011198-7.7449e-05i,0.0010049-0.00050683i,0.00024561-0.00045697i,-0.00090012-0.00060148i,-0.0014752-0.00075484i,-0.0012989-7.7249e-05i,-0.0015423+1.9131e-05i,-0.0017809-0.00030326i,-0.00089107-6.6028e-05i,-0.00010089-0.00051932i,-0.00024574-0.00038484i,-0.00044075-5.5176e-05i
0.0011488-0.001118i,0.0012632-0.0016458i,0.0018947-0.00049325i,0.0017805+0.0005513i,0.00083602+0.00078328i,0.00036817+0.0012379i,0.00071801+0.0015791i,0.0014946+0.000914i,0.0014952+0.00074433i,6.979e-05+0.00091447i,-0.00030657+0.00084064i,0.00017792+0.00036679i,-0.0003019+0.00022906i,-0.00089068+6.5378e-05i,-0.00039332-0.00041926i,-6.9925e-06-0.00069702i,9.5254e-05-0.00067137i,0.00035215-9.2699e-05i,0.00063664+0.00050062i,0.00050299+0.00017179i,4.7187e-05-0.00066971i,-0.00012775+0.0002136i,-4.2716e-05+0.00076874i
5.1124e-05-0.00068698i,4.1612e-05-5.4322e-05i,0.00031825+0.0013892i,-0.00013099+0.0007854i,-0.00066629-0.00045328i,-0.00056794+0.0002521i,-8.3501e-05+0.00041023i,0.00036065-0.00046616i,-0.00086012-0.00037578i,-0.0015486-0.0001175i,-0.00043705-0.00010623i,0.00031413-0.00039414i,9.5332e-05+3.4333e-05i,0.0001974+0.00056272i,0.00018011+0.00079332i,-5.891e-05+0.0010743i,0.00042703+0.00054506i,0.00088361-0.00028757i,-9.5197e-05-0.00072467i,-0.0011408-0.00063159i,-0.0010317-3.9745e-05i,-0.00062396-4.0987e-05i,-0.00035063-0.00029096i
0.00034449-6.4124e-05i,0.00055682+0.00014342i,-0.00030933+5.8188e-05i,-0.00025958-0.00029644i,-0.00046135-0.00081008i,-0.000379-0.00032792i,0.00012726-2.0324e-05i,-0.000444+3.3218e-05i,-0.00077811+0.00030143i,-0.00041141+0.00048448i,-0.00012227+0.00050977i,9.3799e-05+0.00047291i,-2.7958e-06-0.00018097i,-0.00022909-0.00010498i,-0.00049747+0.00042819i,-0.00031184+0.00034154i,0.00045707+0.00059243i,0.00077603+0.00039012i,0.00027682-0.0001018i,-4.0647e-06+0.00031062i,0.00045713+0.00052921i,0.0006112+0.00041695i,0.00049347+0.00017413i
0.00080551+0.0015924i,0.00081386+0.00080817i,0.00051431+0.00016752i,5.2468e-05-0.00010362i,0.00042544-0.00016381i,0.00084568-0.00012742i,0.00065321+0.0002145i,-0.00028569+0.00023337i,-0.0010295-1.3634e-05i,-0.00057967+0.00034615i,-6.9252e-05+0.00051926i,-0.00062527+0.00010794i,-0.00056624-0.00036942i,4.5915e-05+1.9954e-06i,3.3371e-05+0.00049294i,-0.00010539+0.00055595i,-0.00021692+0.00039274i,-2.4349e-05+0.00059735i,2.4079e-06+0.00067246i,9.2262e-05+1.9455e-05i,3.1637e-05+2.6121e-05i,0.0002516+0.00058009i,0.00056804+0.00022162i
0.0019979-0.0008414i,0.00047943-0.00098518i,0.0002902-0.0014609i,-0.00042175-0.00052664i,-0.00048492+0.00044777i,-0.0004045+0.00040614i,-0.00027823+0.00076126i,0.00027051+0.0010806i,0.00046625+0.00064758i,0.00024344+0.00011632i,0.00011499+0.00040341i,0.00041716+0.0012701i,0.00027922+0.0018509i,0.00018659+0.0021184i,0.00026143+0.0015293i,1.483e-05+0.00076317i,0.00041572+0.0003438i,0.00095404-0.00017982i,0.0010465-0.00044299i,0.00059154-0.00049724i,7.8535e-05-0.00046109i,0.00052426-4.9054e-06i,0.00046483+0.00010069i
-0.00019223+0.001742i,-0.00065312+0.00080464i,0.00048583+0.00044578i,0.00066477-0.00040903i,0.00047762-0.00081074i,0.00033215+0.00023835i,-0.00014414+0.0010255i,-0.00070152+0.00039153i,-0.0010962-0.00077006i,-0.00023819-0.00087599i,0.00062091+3.97e-07i,0.00021453+0.00014707i,-0.00037997+0.00051598i,-0.0010522+0.0010508i,-0.0013608+0.0002742i,-0.00084762-0.00024646i,-0.00060016-0.00068902i,0.00021904-0.0007142i,0.00091964-0.00013824i,0.00059899+0.00051875i,0.00049005+0.00085176i,0.00047351+0.00044312i,0.00026875-4.5283e-05i
-0.00035534-0.0003719i,0.00021296+0.00014423i,0.00015396+0.00040269i,-0.00037942+0.00043974i,-0.00015597+0.00061744i,0.00025857+0.0013163i,0.00049149+0.0011882i,-8.3697e-05-0.00042361i,-0.00051915-0.00059323i,-0.00071168+0.0001004i,-0.00057416+0.00036248i,-0.00036317+0.00018815i,-0.00012544+0.00014868i,0.0010542-0.00021947i,0.0010279+0.00014714i,0.0001923-5.4293e-05i,-0.00024894-0.00077542i,-0.00049291-0.000728i,-0.00018136-0.0012985i,-0.00026062-0.00072772i,-0.00073818+5.6628e-05i,-0.00079099+0.00023506i,-0.00094214+0.0010176i
2.798e-05+0.00081774i,-2.3249e-05+0.00050827i,-5.5507e-05-0.00016784i,-0.00025959+0.00019105i,0.00039109+0.00056377i,0.00039223+0.00040581i,6.6097e-05+2.8467e-05i,3.6588e-05-0.00021583i,-0.00033987-0.0001581i,-0.00048327+0.00053524i,-0.00054184+0.0013917i,-0.00021413+0.0010855i,-0.00063802-0.00012451i,-0.0016256-0.0012736i,-0.0012602-0.00092135i,-0.00063395-9.6923e-05i,0.00012673+4.7423e-05i,0.00050772-0.00040049i,0.00092459-0.00062322i,0.0011486-0.00019212i,0.00033315+0.00010394i,0.00013283+0.00080829i,0.00064561+0.0014687i
0.00082909+0.001252i,0.0009728+0.00030494i,0.0010238-0.00023847i,0.00020251-0.00033596i,-0.00026347-0.00059583i,0.0004294-0.00085387i,0.00087528-0.0004815i,0.0009987-0.00017663i,0.00029869+7.2518e-05i,-9.0966e-05-0.00019145i,0.00041962-0.00045285i,1.9997e-05-0.00064857i,-0.00071414-0.00094108i,-0.00057646-0.00055991i,-0.00030667-4.0212e-05i,0.00028507-0.00043315i,0.00078915-0.00057009i,0.00038503-0.00060163i,-4.1962e-05-0.00063566i,-0.00037254-0.00074535i,0.00017692-0.0005706i,0.001093+0.00046235i,0.00046901+0.00092513i
-0.00097215+0.00096689i,-0.0011794+0.00076239i,-0.00033978+0.0017138i,0.00018617+0.002081i,0.00049982+0.0011927i,0.00043888+0.00099315i,6.7679e-05+5.2785e-05i,-0.00053161-0.00066937i,-0.00066726-0.00049871i,-0.00068637-0.00034482i,-0.00046711-0.00019733i,-0.00070933+0.00014838i,-0.0012717+0.00061501i,-0.00064006+0.00058856i,-0.00024711-0.00044517i,4.6701e-06-0.00092291i,0.00028075-0.00036347i,-3.18e-05+0.00051209i,-0.00053084+0.0009512i,-0.00045265+0.00093806i,-0.00017603+0.0012236i,-0.00020587+0.0011403i,-0.00040467+0.00088388i
0.00066839-0.0012364i,0.000204-0.00082029i,-0.00044275-0.0011963i,-0.00074994-0.0013111i,-0.0004732-0.00019862i,0.0010289+0.00061051i,0.0014989-0.00015277i,0.0012288-0.00095492i,0.00035719-0.00059383i,-4.4036e-05-0.00031163i,-0.0002198+2.7562e-05i,-0.00057949+0.00027236i,-0.00016961-0.00032833i,0.00044924-0.00057164i,0.00086838+2.1322e-05i,0.0011236+0.00089975i,4.533e-05+0.0013033i,-0.0010536+0.0013637i,-0.00054435+0.00098263i,-3.231e-05+5.583e-05i,-0.00044098-0.00069004i,-0.00032163-0.00052933i,-4.5341e-05+0.00040402i
-0.00028704-0.00049428i,-0.00014508+0.00025133i,-0.0005098+0.0012935i,-0.00020793+0.0016207i,0.000434+0.0014063i,0.0003992+0.00059396i,0.00061994+0.0001939i,0.0005804+0.00063021i,-0.0001709+0.00026267i,-0.00071727-0.00028011i,-0.00069861-1.2441e-05i,-0.00033854+0.00016028i,-0.00021359-0.00011103i,0.00047151-0.00056847i,0.00036235-0.00094259i,0.00029507-0.0011696i,0.00029748-0.0006669i,-0.00018775-2.213e-05i,-0.00056367-6.6902e-05i,-3.2689e-05-0.00027052i,0.00033242+9.5189e-05i,0.00013385+0.00015914i,0.00017079-0.00073751i
0.00024253+0.0011904i,-0.00013228+0.0016767i,-0.00054424-0.00034023i,0.00033323-0.0015849i,0.00056194-0.00034432i,0.00028762+0.00016816i,0.0004552+0.00017436i,0.00026782+0.00068507i,0.0001781-5.2343e-05i,0.00023958-0.000793i,0.00045331-0.0007104i,-4.6218e-05-0.00041074i,-0.00051484-1.736e-05i,-0.00074473+0.0006227i,-0.0006242+0.00055201i,0.00013796-0.00034305i,0.00033393-0.00071753i,0.00025882-0.00068236i,-0.00011506-0.00068798i,-0.00057258-5.9625e-06i,-0.00024232+0.00039804i,0.0002291+0.00026865i,0.00031012+0.00015704i
0.001011+0.00062i,0.00087619+0.00092904i,-0.00032976+0.00032144i,-0.001764+0.00077681i,-0.001783+0.00010858i,0.00017989-0.00068944i,0.00083289-0.00017965i,6.1406e-05+0.00015074i,0.00077929+0.00039647i,0.00041689+0.00012793i,-0.00092446-0.00014556i,-0.00119+0.00024797i,-0.00074261+0.00079803i,-0.00033718+0.00034655i,-8.2632e-05+0.00033197i,0.00083733+0.00074895i,0.0009075+0.00039371i,0.0004979+0.00024786i,0.00053015-7.8313e-05i,0.00064122-0.00098811i,0.00068551-0.0007896i,0.00043333-0.00029161i,0.00060641-0.00026866i
0.0002268-0.0010038i,-0.00055274-0.00031619i,-0.00048825+0.00043368i,-8.4704e-05+0.0010748i,0.0005706+0.00087541i,0.001294+0.00091069i,0.0011544+0.00069643i,0.00082092-0.00017249i,0.00058218+9.317e-05i,-3.9757e-05+0.0003856i,-0.00020396-0.00020161i,-0.00024242-0.0011832i,-0.00070176-0.00067681i,-0.00098645-0.00031612i,-0.00076106-0.0008446i,0.00011985-0.00043574i,0.00086386-7.8597e-05i,0.00076305+1.4974e-06i,0.00036577+7.0326e-05i,1.471e-05+0.00020368i,-0.00025235+0.00020499i,0.00014971+0.00012289i,0.00045844-0.00027879i
-0.0014359+0.00075072i,-0.00082975+0.0011992i,-0.00042413+0.00044197i,-0.00056196-0.00076492i,-0.00019915-0.00082639i,0.00013367-3.316e-05i,-1.1387e-07+0.00091258i,-0.00051466+0.00047853i,-0.00051827-0.00012456i,-0.00031578+0.00025202i,-0.00036027+0.00018977i,-7.205e-05-0.0002764i,0.00097993-0.00053504i,0.00087325-0.00046724i,2.4404e-05-0.00065072i,-7.3148e-05-0.00044208i,0.00028382+5.7762e-05i,0.00013676+0.00049984i,-0.00028075+0.00058276i,-0.00010165+6.0706e-05i,0.00048385+0.00056323i,0.00091271+0.00084211i,0.00087147+0.00090328i
-0.0012384+0.001673i,-8.0968e-05+0.0017757i,0.0011353+0.0026768i,0.0012054+0.0019924i,0.001222+0.0007414i,0.00069345-2.8673e-05i,0.00035406+0.00021056i,6.0312e-05+3.5709e-05i,-0.0013014+7.7103e-05i,-0.0016021+0.00017203i,-0.00084644-0.00068201i,3.7301e-05-0.001153i,0.00057906-0.0011518i,0.00066149-0.0011871i,0.00052133-0.00069928i,0.00029484-0.00034444i,0.0002199-0.0007995i,0.00046805-0.0013833i,0.00033715-0.0013167i,-1.3584e-05-0.001171i,-7.1724e-05-0.0001822i,0.00016413+0.00020598i,0.00030121+0.00019115i
0.0015022+0.0012646i,0.001903-0.00046623i,0.0014945-0.0019295i,0.00065468-0.0012731i,0.00042598-0.00035572i,0.00031726+0.00041391i,0.00030023+0.00079979i,-1.7701e-05+0.00021726i,-0.00014429-0.00047851i,0.00036066-0.00074137i,0.00039137-0.00062955i,-0.00022984+0.00014546i,-0.00068858-4.8433e-05i,-0.00050886-0.00035902i,0.00021794+0.00030888i,0.00013841+0.00036142i,-0.00082632-0.00011305i,-0.0010851-9.2704e-05i,-0.00077356-0.00032311i,-0.00050746-0.00050842i,-0.00026811-0.00055839i,0.00020239-0.00028007i,0.00017833-1.8421e-05i
0.0005677-0.00022041i,-0.0001847-0.00024994i,-1.1678e-05-0.0011066i,-0.0003561-0.00061202i,-0.00095986-0.0001006i,-0.00097074-1.0259e-05i,-0.00030094-0.00038664i,3.0755e-05-0.00025953i,-0.00012447+9.7117e-05i,-0.0001737+0.0004368i,-0.00012624+0.00057035i,-0.00030999+0.00064903i,0.00024004+0.0007521i,0.00011089+0.00027695i,7.3213e-05-6.2409e-05i,0.00073195-5.2255e-05i,0.00053655-3.9742e-05i,0.00016355+0.00010801i,-0.00040872+0.00039477i,7.7087e-05+0.00070642i,0.00098053+0.00047025i,0.00072489+7.3133e-05i,0.00023671+0.00026611i
-0.0028096+0.0018638i,-0.0018868+0.0016897i,0.00031709+0.0012066i,0.0015933+0.0011154i,0.0020125+0.00070094i,0.0017563-0.00051285i,0.00083735-0.0012749i,0.00030716-0.0015263i,0.00014529-0.0010372i,0.00038684-3.6335e-07i,0.000143+0.00029312i,-0.00042909-2.5187e-05i,8.887e-06-0.00045501i,0.0001824-0.00090222i,-2.0998e-05-0.00023339i,0.00028549+0.00057771i,0.00074712+0.00095579i,0.00046199+0.00068175i,0.00033149+0.00014675i,0.00049924-1.0776e-05i,0.00011318-2.3572e-05i,-0.000286-0.00024146i,-0.00018822-9.0591e-05i
0.00057385+0.00078517i,0.00022596+0.00052058i,8.7575e-05-0.00072629i,0.00045141-0.00064012i,-0.00015579-5.0526e-05i,-0.00093182+0.00020844i,0.00061398+0.00090167i,0.0010235+0.0012905i,0.00031328+0.00028133i,-0.0005724-0.00051146i,-0.0010056-0.00091838i,-0.00045781-0.00078141i,-0.00038424+0.00018276i,-0.00060919+0.00019999i,-0.00095121+4.3766e-05i,-0.0010083+0.00038648i,-0.00014221+0.00017153i,0.00028538-0.00010434i,-7.472e-05-7.8175e-05i,0.00011642-0.00021143i,0.0010356-0.00070048i,0.00048977-0.00030684i,-9.8465e-05+0.00023484i
0.0019292-0.0016756i,0.0015313-0.0011718i,0.00016983-0.00028916i,-0.0010585+0.00011749i,-0.00053737+0.00072314i,0.00012356+0.0010772i,-0.00020616+0.00093518i,-0.00039889+0.00071736i,-0.00053226-1.8571e-05i,-0.00045799-0.00057206i,-0.00035131-0.00017677i,3.9245e-07-1.5805e-05i,0.00025409+7.8897e-05i,0.00022499+0.00054636i,0.00037269+0.00023583i,0.00042598+9.3567e-05i,0.0002172-0.00035436i,-3.8111e-05-0.00063743i,-0.00019527-0.00015314i,-8.6344e-05+0.00019878i,0.00026947+0.00029647i,0.00056207+0.00023016i,1.918e-05+9.8456e-05i
0.0017447+0.00099211i,0.00064493-0.00032553i,-5.8027e-05-0.0012221i,-0.00067143-0.00093556i,-0.0011686-0.00016161i,-0.00072498+0.00023647i,-0.00050343+0.0008185i,-0.00074945+0.0004186i,-0.00091987+0.0001561i,-0.00066453+0.00023486i,0.00024157+0.00011025i,0.00010122+0.00011928i,0.00022933+0.00018613i,-6.0375e-06+0.00024005i,-0.00071914+0.00059703i,-0.00016829+0.00038961i,-0.00020892+0.00059089i,-0.00061201+0.00098744i,-0.00024197+0.00080372i,-5.3702e-05+0.00050523i,-0.000446+0.00049351i,-0.00050215-5.0446e-05i,-0.00014421-3.0686e-05i
0.0015068+0.00057982i,0.00016381-0.00038425i,-0.00041862-0.0008184i,-0.00023198+0.00034987i,-0.00039076+0.0018803i,-0.0002269+0.002631i,0.00050033+0.0017179i,0.00022201+0.00093658i,-0.00033169+0.0001494i,-0.00060504+8.7816e-05i,-0.0012892+0.00061097i,-0.0015153+0.0007156i,-0.0010551+0.00038581i,-0.00037476+0.00049738i,0.00034003+0.00066739i,0.00032618+3.3778e-05i,0.00018005-6.3399e-05i,-0.00013417+0.00013879i,-0.00054047+0.00024368i,-0.00029453+0.00024759i,-5.1713e-05+0.00024071i,-3.5819e-05+0.00027438i,0.00030818+3.8326e-05i
-0.0021325+7.0712e-05i,-0.0021673+0.00058341i,-0.001563+0.0015403i,-0.0011104+0.0024301i,0.0003034+0.0011689i,0.00070729-2.4331e-05i,0.00043069-0.00016583i,0.00052077-0.00059226i,0.00048691-7.0353e-05i,0.00056442+0.00084928i,0.00074048+0.00068594i,0.0006472+0.00088828i,0.00026412+0.00036095i,0.00016254-0.0014039i,0.00054001-0.0020403i,0.00084742-0.0020132i,0.00067243-0.0012311i,0.00043936-0.00019528i,0.00053958-0.00017258i,0.00038718-0.0004853i,-0.00058729-0.00027756i,-0.00036875-8.2632e-05i,0.00067662+1.2119e-05i
-0.0018491-0.00048116i,-0.0029975-0.0014972i,-0.0028025-0.0009613i,-0.0020848+0.00023332i,-0.0014381-4.0509e-05i,-0.00070775-4.2671e-05i,0.00024735+0.0002126i,0.0003392-0.00066984i,4.7982e-05-0.0006129i,-0.00061358-0.00024256i,-0.0011449-0.00010553i,-0.00055251-0.00029697i,-1.6295e-05+0.00068065i,7.2831e-05+0.0013026i,0.00053872-4.8058e-05i,0.00092773-0.00026261i,0.00058903+0.00027926i,0.00026497+0.00015015i,0.00011997-0.00041986i,-0.00038339-0.00036823i,-0.00062663+3.9755e-05i,-0.00078155+0.00010366i,-0.00086169+6.9504e-05i
0.0024855+0.00044635i,0.0028696-0.00057101i,0.0021338-0.0010285i,0.00027437-1.2285e-05i,0.00031961+0.00059152i,0.0012613+0.00051746i,6.0782e-06+0.00079324i,-0.0014376+0.00095564i,-0.0010267-5.1915e-05i,-0.00037053-0.0010712i,-0.00021655-0.0015293i,-0.00029611-0.0016399i,-0.00059919-0.0015569i,-0.00063458-0.0012967i,-0.00051813-0.00099449i,6.6648e-05-0.00064465i,0.00042488-0.00016862i,0.00033778-0.00027771i,0.00084965-0.00094103i,0.000646-0.0010752i,0.00038518-0.00094115i,0.00039718-0.00024418i,-0.000191+0.00011752i
-0.002094-0.0018342i,-0.0017863+0.00021965i,-0.0019723+0.0013801i,-0.0015442+0.0016768i,-0.0012596+0.0025431i,-0.00059907+0.0021859i,0.00078255+0.00086728i,0.00062113-6.732e-05i,-3.8705e-05-0.00025085i,-0.00052187-0.00012702i,-0.00064993-5.4822e-07i,0.00030634+5.3436e-05i,0.0017005+0.00015221i,0.0021877+0.00029208i,0.0011372+6.5318e-05i,0.00056807+0.00020031i,0.00098971+0.00054368i,0.00053737+0.00053599i,0.00013204+0.00023618i,0.0003373-0.00021291i,0.00024759+0.00048558i,-7.8646e-05+0.00023455i,-0.00020866-0.00051441i
-0.00032006-0.0016044i,0.00013144-0.0013286i,7.9756e-05-0.00031356i,-0.00023535+0.0012627i,-0.00021988+0.0019146i,-1.8363e-05+0.0018977i,0.00086207+0.0016116i,0.0010638+0.00092428i,0.00048241-0.00033465i,3.1121e-05-0.00016871i,-0.00043683+0.0007247i,-0.00077478+0.00066194i,-0.0012564+0.00030846i,-0.0003976-0.00068399i,0.0015679-0.00066918i,0.0015509+1.0922e-05i,0.00043117-0.00025153i,0.00027259-0.00057057i,0.00045883-0.00022821i,0.00038018+0.00054119i,-0.00017517+0.00047222i,-0.00031397+0.00042976i,-0.00042182+0.00062792i
-0.00092413+0.00021537i,-0.0015836+0.0010881i,-0.0022209+0.00077681i,-0.0015034+0.0011619i,-0.00041358+0.0018131i,0.00087806+0.0013022i,0.00075255+0.00022835i,-0.0001937-0.00049727i,-0.00041578-0.00010744i,0.00019159+0.00019463i,0.00098247+6.8668e-05i,0.00088623-9.2639e-05i,0.00073074-0.0003614i,0.00083855-0.00063141i,0.0006085-0.00042333i,0.00039994+8.5156e-05i,-6.6103e-05+0.0001387i,-0.00038322-0.00028566i,-0.00066728-0.00029221i,-0.00058175+0.00023885i,-0.00075517+0.00034957i,-0.00041793+4.4162e-05i,0.00026497-0.00032861i
0.0004141+0.001497i,0.00029973+0.001386i,0.00042762+0.0005994i,-0.00014905-0.00024951i,-0.0011151-0.0002086i,-0.001162-0.00047184i,-0.00054629-0.00028727i,-0.00021179+0.00011211i,-9.2047e-05+0.00010244i,-5.4121e-05+1.5619e-05i,-0.00030265-0.00055847i,-0.0004509-0.00025966i,-0.00047258+0.00044086i,-0.0008401+0.00041202i,-0.0005965+0.00034124i,-9.7068e-06+0.00048488i,-0.00036108+3.7665e-06i,-0.00045016-7.6305e-05i,-0.00022002+0.00038822i,-0.0005247+0.00042696i,-0.00061092+0.00057126i,-0.0005038-4.733e-05i,-0.00030631-0.00065943i
-0.00065536+0.001194i,0.0005435+0.0011996i,0.0012169+0.0013029i,0.00071374+0.00039104i,0.0011577+4.3016e-06i,0.0015391+0.0003071i,0.00083679+0.00032533i,-0.00016984+5.1729e-05i,-0.0004+0.0001989i,3.3898e-05-7.2147e-05i,-2.0331e-05-0.00057955i,3.9562e-05-6.4683e-05i,-2.6433e-05+0.00019428i,-0.00016714-9.7596e-05i,-0.00010673-2.0118e-05i,-0.00021744+0.00037817i,-0.00050749+0.00038459i,-0.00060246+0.0001301i,-0.0002882+0.00013037i,-0.00045114+0.00021024i,-0.00058131+0.00078054i,-0.00059155+0.00076471i,0.00020479-0.00016009i
-0.00067291-0.00083669i,-0.00085863-0.00117i,-3.0135e-05-0.0015753i,-0.00099472-0.0011438i,-0.0018669-0.00024772i,-0.00052314+0.00036281i,0.00080517+0.0007265i,0.00080194+0.0001906i,0.00027715-0.00077826i,0.00022455-0.00052086i,0.00031528-0.00015182i,0.00014439-5.1267e-05i,8.072e-05+0.00068098i,-2.8378e-05+0.0010114i,-0.00036799+0.00013994i,-0.00097131-0.00059354i,-0.0008297-0.0002288i,-0.0003084+0.00056032i,-0.00057675+0.00084746i,-0.0015182+0.00035705i,-0.00092377-0.00047088i,0.00038873-0.00070026i,0.00032953-0.00045112i
-0.00039765+0.0023055i,0.00029678+0.00077248i,0.0020025+0.00031341i,0.0022312-0.0007569i,0.0019599-0.0012816i,0.0011429-0.00091952i,-0.00032081-0.00047278i,-0.00098975-0.00010296i,-0.0010298+0.00017084i,-0.00043574-0.00011085i,-0.0005691-0.00042169i,-0.00090491-0.00058632i,-0.00059512-0.00073175i,-0.00087097-0.00086701i,-0.00065399-0.0010162i,0.00011233-0.00060359i,-2.9746e-05+0.00017783i,-0.00029229+0.00049894i,-2.1501e-05-2.2672e-05i,0.00014406-0.00047694i,0.00093293-0.00045358i,0.0013517-0.00075775i,0.00078799-0.0011305i
