-0.0014418+0.00021747i,-0.00099048+0.00055i,-0.0010592-3.5732e-05i,-0.00057592-0.0008784i,-0.00091047-0.00037897i,-0.00068737+0.00035224i,4.7578e-05+0.00025391i,-0.0001045-0.00029737i,-0.00040773-7.7299e-05i,-0.00033818+0.00053286i,0.0001372+0.00013787i,0.00019393-0.00048316i,6.5876e-05-0.00097549i,0.00013025-0.0011555i,5.7711e-05-0.00042275i,2.258e-05+0.00044417i,0.0001173+6.7538e-05i,-4.7525e-05-0.00060463i,0.00035133-7.5051e-05i,0.000539+0.00028854i,0.00045678+0.00024426i,0.00029123-0.00034472i,-0.00034785-0.00049679i
0.0011327-0.00090952i,-0.00029448-0.0012777i,-0.00065159-0.0023701i,-0.00072743-0.0026731i,-0.0014727-0.0021021i,-0.0011608-0.00065969i,-0.00082885+0.00063589i,-0.0010547+8.7461e-05i,-0.0012027-0.00057283i,-0.0013986-0.00046136i,-0.0014386+5.5204e-05i,-0.00092211+0.00065856i,-0.00011513+0.00067759i,0.0005226+0.00010323i,0.00086958-0.00019667i,0.00046613-0.00010009i,0.00013819+3.6389e-05i,-0.00056132+9.6433e-05i,-0.0013881-0.00049333i,-0.00101-0.00068055i,-0.0007542+0.00046637i,-0.00047927+0.00081523i,2.4042e-05+0.00076973i
-0.00060047-0.00063993i,-0.00085822-0.00038103i,-0.0010993+0.000995i,-0.0010704+0.0015019i,-0.00029391+0.00057595i,0.00014299-0.00068785i,1.304e-05-0.00098529i,-0.00055049-0.00089661i,-0.0008758-0.00039051i,-0.00081946-0.0002455i,-0.00083667+0.00041432i,-0.00033318+0.00093052i,0.00074148+0.00052425i,0.0012448+0.00052187i,0.00076794+0.00049373i,-0.00014153+0.0003847i,-0.00073327-0.00039384i,-0.00030195-0.0010925i,0.00012892-0.00073026i,-6.8913e-05+0.00016553i,5.4295e-05+9.3312e-05i,0.000136+0.00020498i,-0.00052+0.00077569i
-0.0012238-0.0015305i,-0.0015197-0.0020704i,-0.00073923-0.0019578i,-0.00020186-0.00085768i,6.2647e-05+0.00053319i,0.00042063+0.00051178i,0.00018662+0.0002065i,-0.00056178+0.00016931i,-0.0014739+0.00019116i,-0.0014727+0.00046152i,-0.0013725+0.00098292i,-0.00087741+0.0015155i,-8.2834e-05+0.00084113i,3.7277e-05-0.00024269i,0.00028671-0.00060889i,0.0002547-0.00070826i,-0.00055976-0.0004224i,-0.0011088+0.00024222i,-0.00087292+0.0002747i,2.1342e-05-0.00026189i,4.0576e-05-0.00099993i,-3.3021e-05-0.0010076i,0.00031104-0.0005287i
5.0071e-05+0.0010196i,0.00030485+0.00052298i,0.00079081-0.00088815i,0.00021324-0.0011246i,-0.00010305-0.00096018i,0.00052265-7.3746e-05i,0.00062218+0.00034101i,0.00044097-0.00045493i,-0.00020075-0.00068218i,-0.0011561-0.00089639i,-0.0013177-3.6612e-05i,-0.0004409+0.00078907i,0.00055994+0.00092129i,0.00089489+0.0010563i,0.000613+0.0008426i,0.00032331+0.00043341i,0.00023853+0.00042605i,0.00068134+0.00050347i,0.00065347+0.00048904i,-9.3058e-05+0.00081516i,-0.00012192+0.0011486i,0.00027493+0.00094484i,0.00059741+0.00088637i
0.00020021-0.00083815i,9.5985e-05-0.00029794i,-0.00013245+0.00043208i,-0.00085961+0.00097397i,-0.00066043+0.00075196i,0.00079584+0.00066206i,0.0016193-0.00019261i,0.0010971-0.00042398i,0.00014451+0.00043055i,-0.00023631+0.00033406i,-0.00022669-0.0004205i,-0.00054063-0.00032665i,-0.0014934+0.00053489i,-0.0014845+0.00080099i,-0.00087535-3.5763e-05i,-0.00072245-0.00092835i,-0.00071628-0.00020588i,-0.0005983+0.00088323i,-0.00073397+0.00097107i,-0.0012598+0.00066191i,-0.0011114-0.00020096i,-0.00042697-0.0012461i,-0.00048551-0.0012349i
-0.0009884-8.5102e-05i,-0.0014893-0.00038427i,-0.0024505-0.00083875i,-0.0028427-0.0012504i,-0.0023151-0.0008157i,-0.0015423-0.00036437i,-0.00086497-0.00013175i,-0.0011301-0.00032153i,-0.0015097-0.00095574i,-0.0017008-0.00084265i,-0.0011081+0.00034481i,-0.00040122+0.0006161i,-0.00035513+0.00041385i,0.00023877+0.00031037i,0.00090111+6.5958e-05i,0.0002938+0.00015789i,0.000458+0.00025871i,0.00050637+0.00032576i,-0.00049516+0.0011401i,-0.0010634+0.0014782i,-0.00074648+0.0010252i,0.00027774+0.00041821i,0.00024193+0.00028584i
-0.0013258+0.00028291i,-0.00044321-0.00017075i,0.00052256+0.0010611i,0.0016104+0.0016827i,0.0016354+0.00068999i,0.0010389-0.00013449i,0.00053136-6.5395e-05i,0.00078623-0.00036384i,0.0013147-0.00016926i,0.00053275+0.00034859i,-0.00080247+0.00042317i,-0.0013674+0.00047173i,-0.0012744+0.00030962i,-0.00083816+6.4316e-05i,6.8093e-05+0.00024084i,0.0012247+0.001352i,0.0011419+0.0013044i,0.00015513+0.00035296i,-0.00036227+0.00032345i,-0.00046502+0.00048824i,-0.00035431+0.00056831i,-0.00012849+0.00065777i,-0.00037283+0.00028526i
0.00063705+0.00052424i,-0.00045291+1.2593e-05i,-0.00084301-0.00084358i,-0.0010957-0.0019557i,-0.00062056-0.0017308i,-0.00047343+3.0157e-05i,2.0024e-05+0.00044028i,-0.00016198+0.00025109i,-0.00093909+6.5441e-05i,-0.0011085-0.00012868i,-0.0013489+0.00011381i,-0.0011684+0.0014125i,-0.00063268+0.0023964i,-0.00055456+0.0015219i,1.3352e-05+0.0009626i,0.00043065+0.00028945i,0.00014424-0.00086813i,-0.00035567-0.0010063i,-0.00062852-0.00090269i,-0.00085655-0.0011021i,-0.00082473-0.00072423i,-0.00070905+0.00022252i,0.00057946+0.00032942i
0.0009522+0.00086794i,0.0014445+0.00061203i,0.0020548+5.4329e-05i,0.00082362-0.00023632i,-0.00015872-0.00036344i,-0.00026706+4.4956e-05i,-0.00061373+0.00089207i,-0.0011862+0.00024824i,-0.0016265-0.00042695i,-0.0014066-0.00017659i,-0.0012946+0.00030113i,-0.000942+0.00077717i,-0.00039079+0.00070525i,-0.00027653+0.00027958i,-0.00052159-0.00010658i,-0.00032901-0.00021065i,-0.00040227+0.00033368i,-0.00089976+0.00031027i,-0.0013238-0.00027323i,-0.00099227+4.5869e-05i,-0.000717+0.00050548i,-0.00047849+0.00047264i,-1.7329e-05+9.2279e-05i
-0.00057919+0.00013154i,-0.0011747-0.00073682i,-0.0012107-0.00027549i,-6.6569e-05+0.00012085i,-6.0952e-05+0.00047481i,-0.00081451+0.00015192i,8.8462e-05-0.00076009i,0.00036639-0.00056048i,-0.00039677-0.00043895i,-0.00097615-0.00047828i,-0.001122+7.248e-05i,-0.0011379+0.00052887i,-0.00064702+0.0006314i,0.0003812+0.0009196i,0.00079822+0.00076615i,0.00067634-0.00069673i,0.00036067-0.0023451i,0.00032374-0.0013809i,3.4707e-05-4.4362e-05i,-0.0001991+0.00029044i,-0.00029042+0.00098666i,-0.00030358+0.0011808i,0.00045602+0.00017251i
4.5275e-05+3.9492e-08i,0.00095313-0.00038618i,0.00026237-0.00022551i,-0.00035329-0.0001673i,0.0001776-0.00023864i,8.7106e-05-0.0008276i,-0.00083623-0.00063566i,-0.0011473-0.0003618i,-0.0013431-0.00028247i,-0.00075898+0.00055433i,-0.00017032+0.0011353i,-0.00064596+0.00093095i,-0.00077888+0.00035573i,-0.00050703+0.00065248i,-0.00011544+0.00089119i,-0.00013765+0.00032229i,-6.5166e-05+0.00047268i,0.00039531+0.00089298i,-0.00022344+0.00069192i,-0.0011555+5.0823e-05i,-0.00094413-8.5855e-05i,-9.2807e-05+1.7014e-05i,-0.00029601+0.00017495i
0.00088261-0.0004019i,0.00039232-0.0012515i,-3.8486e-05-0.001877i,-0.00066826-0.0016504i,-0.00076278-0.00053409i,-2.8134e-05+4.6943e-05i,0.00096428+0.00041059i,0.00080185+0.0006361i,-0.00050591+0.00015663i,-0.0007949+0.00011291i,-0.00024541+0.00018746i,2.9974e-05+0.0001779i,-0.00010798+0.00055913i,-0.00030139+0.0012057i,-0.0005357+0.00066807i,-0.0003027+4.0764e-05i,-0.00039274-7.4795e-05i,-8.6796e-05-0.00062908i,-0.00013771-0.00071417i,-0.0009946+0.00043576i,-0.00094752+0.00067911i,-0.00014505+0.00023682i,0.0003386-8.6294e-05i
-0.00041448-0.00024419i,0.00011739+0.00055591i,-0.0001021+0.00046846i,-0.00013029+0.00040015i,-0.00083306+0.00025892i,-0.00020437+0.00037968i,0.0007771+0.00012549i,0.00036481-0.00025233i,-0.00056399-0.00052406i,-0.0011994-0.00016934i,-0.0007106-0.00013715i,5.4e-05-1.8437e-05i,0.00060806+0.00054525i,0.00054677+0.00081627i,-1.7641e-05+0.00082193i,-0.00063718+0.00027384i,5.9041e-05-0.00029612i,0.00089356-5.4721e-05i,-4.977e-05-0.00013927i,-0.00033738-0.00019895i,0.00021241+6.0547e-05i,0.00058854+0.00011384i,0.00051281-0.00060533i
-0.0012094+0.00092834i,-0.0018296+0.00044091i,-0.00055903+0.0010308i,0.00043146+0.00068713i,0.00076888-0.0008708i,0.00042006-0.0012722i,0.00019886-0.0010083i,0.00014342+0.00012469i,-0.00044151+0.00083118i,-0.0013004+0.00062307i,-0.0010897+0.00068532i,-0.00070071+9.3563e-05i,-0.0006762+1.0827e-05i,-0.00050868+0.00053048i,-0.00034827+0.00039498i,-0.00080003+0.0003069i,-0.0010775-0.00010648i,-0.00093938+0.00057471i,-0.00066227+0.0012804i,0.00013058+0.000485i,0.00034129+0.00053108i,-0.0001169+0.00042148i,-0.00097281-0.00012875i
0.00058514+0.00048775i,0.00056082-0.00026578i,0.00059509-0.0012782i,-0.00010888-0.0021822i,-0.00067674-0.0024282i,0.00026167-0.00159i,0.0015654-0.0013044i,0.00066176-0.0005053i,-0.00084191-0.00017584i,-0.0009555-0.00054552i,-0.00090646-0.00073746i,-0.00051041+8.1916e-05i,-2.8547e-05+0.0010137i,-6.4013e-05+0.00083135i,-0.00021616+0.0007846i,-0.00014925+0.00011143i,0.00030288-0.00030598i,0.00062071+3.5071e-05i,0.0006266-8.5259e-05i,0.00036781-0.00024065i,-0.00023227+0.00021313i,-0.0010537+0.00053574i,-0.00052534+0.00018819i
0.00040982+0.00022072i,-0.00011689+0.00078457i,0.00038091+0.00072021i,0.0012636+2.4256e-05i,0.001392-0.00072259i,0.0014759-0.00011926i,0.001049+0.00019204i,-3.7741e-05-0.00048881i,-0.0010994-0.00085311i,-0.0010305+1.1091e-05i,-0.00014065+0.00090354i,5.7598e-05+0.0013082i,-9.6864e-05+0.0010605i,-0.00063517+3.9104e-05i,-0.00013008-1.9732e-05i,0.00082286+0.00010596i,0.00040871-0.00040759i,-0.00047595-0.00060285i,-0.00085836-3.4972e-05i,-0.0010482+8.3778e-05i,-0.00020752-1.6426e-05i,0.00016036+0.00030444i,-0.00023641+0.00037402i
0.0007616+0.0014777i,-0.00025338+0.0014939i,0.00028518+0.00096667i,0.00068808-0.00051821i,-0.00035996-0.0012077i,-0.0011938-0.00038265i,-0.0008055+0.00053531i,-0.00062844+3.7557e-05i,-0.0008249-0.00054835i,-0.00091764-0.00011049i,-0.0010187-0.00035705i,-0.00093105-0.00059775i,-0.00032914+0.00067388i,-0.00017856+0.0013528i,-0.00021575+0.0012863i,-0.0004301+0.00071694i,-0.00042247-0.00085028i,-8.0746e-05-0.0015018i,-0.00063515-0.00064391i,-0.00077063+0.00078021i,-0.00037593+0.00088734i,-0.0002453-0.00019274i,0.00013296+1.0453e-05i
-4.9874e-05+0.0007762i,-0.0011818-0.00024531i,-0.0022984-0.0016661i,-0.0016729-0.0012799i,0.0001403-0.00024551i,0.00086298-1.8799e-05i,7.4684e-05-0.00013261i,3.6402e-05-0.00063008i,0.00019505-0.00083954i,9.4735e-05-0.00024532i,-0.00036163-0.00015708i,-0.00068908-0.00035494i,-0.00058231-0.00045958i,0.00011146-4.9697e-05i,0.00049146+0.00058686i,-8.5035e-05+0.00060991i,-0.00077511-0.00011861i,-0.0006746-0.0013069i,-0.00062632-0.0015431i,-0.00073344-0.00070084i,-0.00022893-0.00044913i,0.00080757-0.00051199i,0.00074796+0.00066758i
0.00047495+0.0006201i,0.00054474+0.00048405i,0.00035236+0.00041765i,-0.00034463+0.00066992i,-0.00041077-5.4569e-05i,6.6513e-05-0.00087589i,-0.0002839-0.00096449i,-0.00088821-0.00071924i,-0.0012722+5.896e-06i,-0.0014195+0.00030906i,-0.00054231-0.00036532i,0.00014847-0.00022427i,3.1927e-05+1.1983e-05i,2.566e-05+0.00059233i,4.3153e-05+0.00070317i,-6.9806e-05+0.00052081i,-0.00053767+0.0010933i,-0.0010512+0.00098788i,-0.0010632+0.0002557i,-0.00039678+0.00035991i,-0.00017396+0.00056621i,-0.00067186+3.5955e-05i,-0.00043281-0.00012997i
-2.0025e-05+0.00033879i,0.00045091-4.9241e-05i,0.00060651+1.6186e-05i,-6.5488e-05+0.00018637i,-0.00057951+0.00071695i,-0.0001347+0.00045295i,-0.00033263+1.8887e-05i,-0.0012+0.00012645i,-0.0014639+0.00041723i,-0.0018593+0.0002457i,-0.0020533+3.9229e-06i,-0.0016091+2.5608e-05i,-0.0016149+0.00031947i,-0.001065+0.00047547i,8.089e-05-4.8843e-05i,0.0005707-0.00060441i,0.00012456+3.777e-05i,-0.00055436+0.00079895i,-0.00050899+0.0006672i,0.00028936+9.031e-05i,-9.1448e-05+0.00022279i,-0.0007059+0.00089376i,-0.00024626+0.00063479i
1.2827e-05-5.986e-05i,8.3994e-05+7.0809e-06i,0.00017668+0.0011244i,0.00074918+0.00097907i,0.001087-0.00018581i,0.00054425-0.00067042i,0.0003936-0.00076382i,0.00072597-0.0010198i,0.00075628-0.00078302i,0.00048013-0.00040809i,9.6461e-05+0.00027149i,-0.0005688+0.00017894i,-7.9254e-05-5.6234e-05i,0.0011832+0.00055585i,0.0016358+0.00054219i,0.00091945+0.00019427i,0.00014185+0.00025601i,0.00036463-0.00017122i,0.00030738-0.00045469i,0.00020698+0.00038984i,0.0001488+0.0005961i,0.0002845+0.00027091i,0.00054916+0.00057085i
-0.00014631+0.00018948i,-0.00029315+0.00011111i,-0.0013442-0.00029694i,-0.0017257-0.00013985i,-0.00060856+0.00053285i,0.0013859+0.00085128i,0.0017851+0.00084318i,0.00072912+0.00049998i,-0.00063187-0.00098025i,-0.0011557-0.0010462i,-0.00062295+0.00047195i,-0.00069354+0.0010723i,-0.00048892+0.00078231i,-0.00013505+0.00052601i,5.6302e-05+0.00013062i,-4.4665e-05+3.8048e-06i,-0.00089438+0.00020554i,-0.00062235+0.00016371i,-0.00014376-0.00021772i,-0.00037897-0.00040199i,-0.00029258+4.3561e-05i,0.00010472+0.00074593i,0.00010735+0.00097618i
0.00073663+0.0012279i,0.0015137+0.0011476i,0.0024792+0.0015483i,0.0024819+0.00047326i,0.0010073-0.00091047i,3.8543e-05-0.00083809i,1.3867e-05+0.00041465i,-0.00036639+0.00079624i,-0.00028451+0.00059882i,0.00013699+0.00049222i,-0.00016447+0.00022577i,-0.00051146+3.2104e-05i,-0.00032971+0.00083607i,-8.9158e-05+0.0010736i,-0.00022716+0.00053614i,0.00036879+0.00027839i,0.00093261+9.7938e-05i,0.0011493+0.00059902i,0.00089001+0.00071794i,0.00013693+0.00024539i,0.00012032+7.4493e-05i,-0.00022003+0.00020636i,-0.00059892-0.00042813i
-0.001927+0.001668i,-0.0012887+0.0012713i,-0.0010135+0.0018229i,0.00035609+0.0017285i,0.0016371+0.00030974i,0.0023411-0.0010873i,0.002085-0.0015015i,0.00064527-0.0012117i,-0.00080032-0.00014583i,-0.00093839+0.00077316i,-0.00088881+0.00087699i,-0.0013346+0.00054841i,-0.0009236-0.00020223i,-0.00074672-0.00040798i,-0.00081001+0.00013105i,-0.0003154-0.0002707i,-0.00038374-0.0008456i,-0.00025292-0.00052552i,-0.0001587-0.00036912i,-0.00057682+0.00041429i,-0.00084965+0.00056521i,-0.00048634-0.00037894i,8.3289e-05-0.00065645i
-0.00040015-0.00030192i,0.0012551-0.00026386i,0.00034561+0.00030852i,-0.0013381+0.0011794i,-0.0015004+0.001209i,-0.00072445+0.00087617i,-0.00018527-2.5656e-05i,0.00037878-0.00088938i,-0.00043996-0.00055668i,-0.00080513+0.00055463i,-0.00043443+0.00093793i,-0.0002023-2.4177e-05i,-2.6295e-05+0.00026412i,-0.00060121+0.0010521i,-0.00043095+0.00098683i,-0.00010548+0.00050549i,-0.00026972-0.00010599i,-0.00037424-0.00025956i,-0.00039766-4.3473e-05i,-4.6436e-05-4.2721e-05i,0.00044523+0.00052513i,0.00014266+0.00079581i,-0.00033523+0.00029224i
0.0009944+0.0019302i,0.00079429+0.00039201i,0.00052785-0.0010159i,0.00030632-0.0014551i,3.874e-05-0.0010817i,-0.001039+0.00022441i,-0.0010748+0.00064338i,-0.00047983+0.00034286i,-0.00089753-0.00027591i,-0.0010657-0.00056429i,-0.00097463-0.00030479i,-0.00074767+4.2127e-05i,-0.00048472+0.00046883i,0.00022995+0.00070636i,0.00099762+0.00064311i,0.00061408+0.00065208i,0.0003488+0.00037419i,0.00076999+5.7096e-05i,0.00067508-0.00038104i,-0.00047279-0.00041837i,-0.00066125+0.00041835i,-0.00057041+0.00081196i,-0.00086203+0.00061043i
0.0011219+0.00033573i,-0.00053633+0.0015495i,-0.0013409+0.0013413i,-0.00096414+0.00040488i,-0.0013898-0.00012996i,-0.0015077+0.00030707i,-0.0006328+0.00081007i,3.7061e-06-4.5234e-05i,-0.00061504-0.00051349i,-0.00075127-3.5016e-05i,-0.00031624+8.4038e-05i,-0.0001663-7.5377e-05i,-0.00016724+0.00056039i,-0.00018523+0.00033632i,-0.00019935+0.00060216i,1.9415e-06+0.001167i,-0.00028745+0.00066869i,-0.001024+0.00034968i,-0.00062322+0.00036739i,-0.00020287+0.00033886i,-0.000251+2.5742e-05i,-0.00042038+0.00014831i,-0.00021803+0.00047501i
-0.00025239-0.0010722i,-0.00011128-0.0017492i,0.00042007-0.0012645i,-4.4508e-05-0.0012081i,-0.00042362-0.0015267i,-0.00020085-0.0013467i,-0.00019881-0.0014729i,-4.3717e-05-0.0010633i,-0.00044463+6.4439e-05i,-0.00047505+0.00058978i,0.00010413+0.00053586i,3.9634e-05+0.00043742i,0.00032394-0.00024637i,0.00050431+8.0777e-05i,0.00047337+0.00056578i,0.00034757-9.8719e-05i,0.00030199-0.00047168i,-0.00025775-9.6624e-05i,-0.00091356+0.00037369i,-0.00089802+0.00023637i,-0.00085449+0.00024952i,-0.00054998+2.8354e-05i,0.00039467+0.00023358i
-0.00015687-0.0011507i,-0.00035429-0.0007706i,-0.00064744+0.00052252i,-0.00023905+0.0008626i,0.00051094+0.0005383i,0.00075845+0.00012872i,0.00047851-0.00038595i,-0.00011876-0.00052098i,-0.00088233-0.00040884i,-0.0019074-7.3858e-05i,-0.001275+0.00025246i,0.00052732+0.00052987i,0.0010383+0.00077207i,0.00065405-3.2816e-05i,-0.00019179-0.00072345i,-0.00032181-0.00047669i,0.00028792+6.2024e-05i,0.00028313-0.00037021i,0.00025717-0.00051491i,-6.007e-05+0.00019695i,-0.0006804+0.00017885i,-1.4289e-06+0.00041923i,0.00092107+7.7946e-05i
0.0017224+0.0011801i,0.002631+0.00034277i,0.0028639-0.00028631i,0.00092787-0.0001176i,-0.00032087-0.00022363i,-0.00062693-0.00088597i,-0.00089676-0.00033655i,-0.0012487+0.00041982i,-0.001155+0.0006361i,-0.00038391+0.00034829i,-5.4577e-05+0.00042452i,-0.00023809+0.001111i,-0.00036525+0.0018473i,-0.00024287+0.0016473i,-0.00045794+0.0011437i,-0.0011377+0.00043088i,-0.00055389+3.4781e-06i,0.0006952-0.00047107i,0.00046678-0.00095984i,-0.00018207-0.00099025i,0.00058103-0.00081404i,0.00084226+8.5616e-05i,0.00037519+0.00028652i
-0.0016496+0.0011443i,-0.0014765+0.0019366i,-0.0019918+0.0023004i,-0.0013176+0.0024153i,-1.8801e-05+0.0018323i,0.00031942+8.5305e-05i,0.00037068-0.000295i,-0.00033009+0.00033979i,-0.001278+0.00038059i,-0.0012805-2.7009e-05i,-0.0009788-0.00036389i,-0.00031654-0.00010895i,0.00022412-0.00012551i,0.00011084-0.00027433i,0.00012717+0.00010384i,0.00014559+0.00020901i,3.1243e-05+0.00015897i,0.00013938+0.00024291i,0.00039085+0.00015151i,0.00032165+0.00043987i,-0.00019596+0.000984i,-0.00050895+0.00064381i,-0.00023146+0.0003437i
0.00029413+0.00073188i,0.00086581-0.00081174i,0.00038565-0.0013493i,-0.00053663-0.0010283i,-0.00046658-0.0012274i,-8.0069e-05-0.00083233i,7.6594e-05+7.061e-05i,-9.0249e-05+0.00037911i,-0.00025896-0.00012095i,-0.00058938-0.00082904i,-0.00081585-0.00076399i,-0.00056667-0.00012499i,-0.00030458+0.0007891i,-7.2557e-05+0.00095465i,0.00015128-0.00013564i,-6.5216e-05-0.00038093i,-0.00019889+0.00056268i,-0.00022336+0.00063836i,5.095e-05-0.00035252i,0.00043807-0.00029829i,0.00049267+0.00013721i,0.00060794+0.00041536i,0.00045474+0.00050115i
0.0001273+0.00035189i,0.00065428+0.00014725i,0.00096677+0.0002716i,0.00086876-0.0002048i,0.00022487-0.0015446i,0.0003152-0.0013881i,0.00062835-0.00068812i,0.00030579-0.00081143i,-0.00043622-0.00074421i,-0.00093713+0.00035152i,-0.001039+0.00076577i,-0.0017585+0.0010136i,-0.0014874+0.00086588i,-0.00028306-0.0003722i,0.00086671-0.00032813i,0.00034027+1.196e-05i,-0.00057263-0.00040957i,-0.0010125-0.00057261i,-0.0012948+5.1645e-05i,-0.0012005+0.00042897i,-0.00099263+0.00041855i,-0.0003933+0.00018543i,-0.00022023-3.1303e-06i
0.0016248+0.00090292i,0.0014084+0.0018312i,0.0008083+0.0023273i,0.00065977+0.0014483i,0.0012566+0.00057081i,0.00073607+9.7529e-05i,7.0077e-05+0.00027609i,-0.00081718+0.00042379i,-0.0014229+1.7706e-07i,-0.001137-0.00025457i,-0.0009031-0.00066386i,-0.001019-0.00015256i,-0.00093868+0.00045236i,-0.00068134+0.0004639i,-0.00034753+0.0013932i,-0.00033923+0.0012387i,-0.00043216+3.5383e-06i,0.00086205-0.00025787i,0.00096487+0.0004382i,0.00052894+0.00065624i,0.0011284-0.0001293i,0.00097039-0.00027825i,-0.00016237-0.00015023i
-0.0013872+0.00073925i,-0.00078143+0.0014026i,-0.00010685+0.0017379i,0.00013106-0.00022464i,-9.6429e-05-0.001229i,0.00076867-0.0010001i,0.0013641-0.00058657i,0.00020902+0.00038052i,-0.00060133+0.00036961i,-0.00026196+0.00036904i,-0.00049846-2.8558e-05i,-0.00031491-0.00015777i,0.0003485+0.00076374i,0.00011714+0.00071072i,-0.00038643+6.1753e-05i,-0.00054221+0.0004478i,-0.00023037+0.00043959i,-0.00014139-0.00036555i,-0.00054682-0.00036731i,-0.00085423+0.00013475i,-0.00070167+0.00055503i,-0.00053825+0.0003595i,-0.00097422-0.0002567i
-0.0006843+0.00034242i,0.00020143+3.0941e-06i,-0.0010777+0.00012194i,-0.00099012+0.0012324i,-5.7929e-05+0.0020686i,-0.00011512+0.00088568i,0.00035453-0.001047i,-0.00031055-0.0012025i,-0.0021772-0.00025255i,-0.0026681+0.00037435i,-0.0015102+0.00087921i,-7.3606e-05+0.00079309i,-0.00012511+0.00025168i,-0.00099633-0.00035521i,-0.001115-0.00025174i,-0.00067432+5.7388e-05i,-0.00023804-0.00056008i,-0.00030652-0.001063i,-0.00037898-0.0010298i,-0.0005373-0.00063846i,0.00027828+5.8439e-05i,0.00099928+8.6738e-05i,0.00047911-3.7376e-05i
-0.0018593-0.00016698i,-0.0018535+0.00090957i,-0.0019884+0.0025928i,-0.0012435+0.0022188i,0.00044285+0.0014204i,0.0011681+0.001201i,0.00043922+0.00076204i,-0.00029588-0.00040241i,-0.0010782-0.00055068i,-0.001227+0.00011264i,-0.000521+0.00072364i,0.00010061+0.00076389i,-5.2831e-05-0.0002913i,-0.00067744-0.00083231i,-0.00066752-0.00048681i,-0.00033644-0.00019307i,0.00011912-0.0004587i,0.00027001-0.0007535i,-0.00023909-0.00021435i,-5.1091e-05+0.00050318i,0.00042516+0.00047248i,0.00039008+0.00033368i,0.00072588-0.00029269i
-0.00012857-0.0003159i,0.00080197-0.00044681i,0.00016135-0.00051897i,-0.00024423-0.00067043i,-0.00066065-0.00025632i,-0.0002357+0.00023585i,0.00036177+0.00027259i,-0.00013163+9.1311e-05i,-0.00067066-0.00033944i,-0.00084242-0.00040138i,-0.00078546+0.00065831i,-0.00059354+0.0015745i,0.00017499+0.0012119i,0.00068475-0.00048141i,0.00019766-0.00053017i,0.00030136+0.00017234i,0.00016044+0.00016873i,-0.00033287+0.00017178i,1.2794e-05-0.00021546i,0.00035534-3.2593e-05i,-0.00010779+0.00021685i,-0.00062112-0.00028188i,-0.00070554-0.00060192i
0.0014814+0.00059151i,0.0012237-0.00051988i,0.00075703-0.00055281i,0.0011549-0.00079499i,0.0011649-0.00098294i,-0.00072059-1.3568e-05i,-0.0014498+0.00069742i,-0.00070663+0.0010631i,-0.000621+0.0011241i,-0.0008962+0.00038163i,-0.0010298+0.00018669i,-0.00071638+0.0002211i,-0.00025797+0.00051114i,-0.00042498+0.00021681i,-0.00054065-0.00063085i,0.00010328-0.00024822i,0.00046091+1.6357e-07i,0.00020553-0.00034938i,-1.4306e-05-0.00076174i,0.000216-0.00067466i,0.00033309+0.00018216i,0.00019537-0.00016765i,-0.00031711-0.00040628i
-0.00070606+0.00042873i,-0.0002909+0.0012782i,-8.3165e-07+0.00098088i,-6.6435e-05-8.2898e-05i,-0.00055796-0.00084732i,-0.00028828-0.0010156i,-0.00013743-0.00023792i,-0.00012967-0.00016173i,-0.001003-0.00026998i,-0.0019483+9.3351e-05i,-0.0019598+9.7778e-05i,-0.00048208-7.0455e-05i,0.00043156+0.00013001i,0.00026789-2.4825e-05i,-7.2636e-06-0.00078322i,-8.1917e-05-0.00028298i,0.00048488+0.00075608i,0.0012136+0.000622i,0.0011429+6.48e-05i,0.00020592-1.0529e-05i,-0.00060627+0.00044931i,-0.00079116+4.6561e-05i,-0.00052103+0.00028847i
-0.0010777-0.00027686i,-0.00084816-0.00078597i,-0.0017672+0.00050869i,-0.0013951+0.0017029i,0.00050664+0.0021022i,0.0015697+0.0017736i,0.0014542+0.00064685i,-0.00018394-4.4686e-05i,-0.0010477+0.00015397i,-0.0010923+0.00051566i,-0.00080153+0.0010484i,0.00015524+0.00057501i,0.00016169-0.00040437i,-0.00037828-7.3547e-05i,-0.00039685+0.000143i,-0.00037335-0.00054367i,-0.00021405-0.00084904i,0.00015188-0.00028798i,0.00014731+0.00040985i,-0.00042577+0.00013234i,-0.00032734-0.00041929i,0.00023757-0.00012345i,0.00020798+0.00011852i
0.00074411+0.0008608i,0.0016919+0.00079748i,0.0023104-0.00014211i,0.0015425-0.0014093i,0.00085969-0.0011343i,0.00070666-0.00052372i,0.0005403-0.00014464i,0.00044975+0.00034796i,-0.00052206+0.0005633i,-0.0016519+0.00012913i,-0.0011544-0.00017i,-0.00069079-0.00047972i,0.00025085-0.00082524i,0.0013126-0.00044214i,0.00092616-0.00023479i,0.00019501-0.00065275i,0.00017045-0.00040452i,0.00069755+0.00032784i,0.00050081+0.00016183i,0.00026357-0.00042902i,0.00014904-0.0001102i,-0.00044484-1.1445e-05i,-0.00066588-0.00039126i
