-0.0032627+0.00024933i,-0.0030308+0.0020611i,-0.0033708+0.0034606i,-0.0025498+0.0032164i,-0.0012583+0.0022792i,-0.00066304+0.0013556i,-0.00010948+0.001164i,0.00029954+0.0022364i,3.2766e-05+0.0026652i,-0.00015053+0.0014748i,0.00024473-0.00063506i,0.00092902-0.0017117i,0.00048078-0.001962i,0.00017681-0.0018817i,0.00022271-0.00088018i,-0.0002935-1.2819e-05i,-0.00084915+6.4214e-05i,-0.00101-0.00042992i,-0.00017477-8.892e-05i,4.3163e-05+0.00039697i,-0.00056602+0.00046028i,-0.00079068+6.4173e-05i,-0.00050561-0.00071272i
0.0011371+0.0002282i,0.0008769-0.002015i,0.00098241-0.0029668i,0.00037508-0.0029282i,-0.00034695-0.0023547i,-0.0015096-0.00077761i,-0.00092814-0.00059506i,0.00038688-0.00098971i,0.00089163-0.00058146i,0.00084481+0.00027494i,1.7761e-05+0.00067875i,-0.0010224+8.9074e-05i,-0.0011551-0.0001328i,-0.00053782+0.00067064i,-2.48e-06+0.00088329i,-0.00030093+0.00063557i,-0.00034133+0.00027939i,0.0012087+6.4873e-06i,0.0018743+0.00039353i,0.0011207-0.00042724i,0.00085412-0.0012301i,0.0008107-0.00098866i,0.00079018-0.00046166i
-3.5398e-05-9.436e-05i,0.00018978+0.0002277i,-0.00010723-0.00070645i,-0.00083205-0.00088247i,-0.0016024-0.00072743i,-0.0010047-0.0014239i,-0.00018549-0.0004824i,0.00038975-4.9946e-05i,0.00080546-0.000584i,0.00096667-0.00014706i,0.0008378-0.00036854i,-0.00044901-0.00043412i,-0.0015045-0.00060534i,-0.0014331-0.0013806i,-0.0010296-0.00089894i,-0.00034185-0.00055383i,-8.6553e-05-0.00087947i,-4.3465e-05-0.00074188i,-0.00018613-0.00079233i,-0.00040162-0.0013639i,0.00014719-0.0012805i,0.00067699-0.0004334i,0.0009993-0.00015827i
-0.0015485-0.00038689i,-0.0023348+0.00022472i,-0.0025454+0.00065856i,-0.0029086+0.00056404i,-0.002758+0.000935i,-0.0020823+0.0017644i,-0.0013084+0.0018395i,0.00017397+0.0011776i,0.00088416+0.00063515i,0.00014636+0.00031868i,0.00053853-0.00013991i,0.0012628-4.4662e-05i,0.0014682-0.00018225i,0.0012382-0.00035352i,0.00015866-0.00062133i,-0.00056567-0.00058021i,-0.00015699+1.5693e-05i,-8.6012e-05-0.00039266i,-0.00022004-0.00059381i,-0.0003177-3.5115e-05i,5.6954e-05-0.0002162i,0.00061292-4.3427e-05i,4.8529e-05-0.00028869i
-0.0004225+0.0030026i,0.00139+0.0026006i,0.00266+0.0016164i,0.0031644-0.0010882i,0.0021515-0.0018152i,-0.00029141-0.00084941i,-0.00091422-8.3842e-05i,0.00027724+0.00012084i,0.0011675+4.505e-05i,0.00071111+0.00062549i,0.0005286+0.0013792i,0.0010458+0.0020535i,0.00098742+0.0019442i,0.00014939+0.001031i,-0.00066367-0.00035769i,-0.00058136-0.00051616i,-0.00027088+0.00015735i,0.00026965-7.0785e-05i,0.0001885-0.00021368i,-0.00039515-0.00082708i,-0.00069331-0.001824i,0.00014266-0.0020666i,0.0004968-0.0015662i
2.9139e-05-0.0012523i,-0.00042005-0.0010905i,-0.0029875-0.0018332i,-0.0041254-0.0010047i,-0.0031592+0.00032866i,-0.00076541+0.0017631i,0.00054341+0.0025199i,0.0003897+0.0019057i,0.0001591+0.00010351i,-0.00085902-0.0010914i,-0.0013222-0.00027619i,-0.00064+0.00049882i,0.00021389+9.3262e-05i,0.00056095-0.00079484i,0.00024578-0.00088385i,0.00054878-0.0010214i,0.00089875-0.00096888i,0.00042462-0.00065465i,-7.6343e-05-0.00075002i,-0.00017472-0.00049485i,-0.00038655-0.00011331i,-0.00031272+0.00042817i,0.0001875+0.00069862i
-0.0021992-0.00017482i,-0.0021117+0.0012121i,-0.0016267+0.0028353i,-0.00091617+0.0028702i,-0.00064722+0.00064145i,0.00024632-0.00030847i,0.0014812+8.1728e-05i,0.0011929-8.1603e-05i,0.00070209+5.6677e-05i,6.71e-05+0.00011876i,-0.0002874-1.1793e-05i,4.0554e-05-0.00015032i,0.00056765+0.00020186i,0.00097527+0.00053299i,-0.000174+0.00014974i,-0.001083+0.00035721i,-0.00072566+0.00078743i,-0.00023343+6.6505e-05i,0.00028584-0.00020687i,0.00042587+0.00011969i,0.00033772-0.00041846i,0.00012684-0.00084826i,-0.00035649-0.00098386i
-0.0010781-0.00015619i,0.00035653-0.00057047i,0.00083423-0.00066043i,0.0005657-0.0012087i,6.9669e-05-0.0016985i,-0.0010474-0.00043921i,-0.0013628+0.00040361i,-0.00035609-7.0994e-06i,0.0003018+0.00029963i,0.00057597+0.00080704i,0.00043842+0.00065069i,-0.00041398+0.00013844i,-0.0011674-0.0010583i,-0.0011843-0.0018422i,-0.00054477-0.0013352i,-0.0002146-0.00091057i,-0.00069224-0.00041841i,-0.00041501-8.3106e-05i,0.00055172-0.0006309i,0.00058622-0.00046569i,0.00024773+2.3816e-05i,0.00054918+7.0634e-05i,0.00089582+0.00041427i
-0.00081688+0.00078006i,-0.00093528+0.0018439i,-0.00077917+0.0012667i,-0.00089568+0.0006539i,-0.00020852+0.00072562i,0.00013007+0.0011175i,-4.4173e-05+0.001308i,0.00097091+0.0007626i,0.0015984+0.00014744i,0.00059834-0.00016956i,-0.0003226-0.00052137i,-0.00031258-0.0013696i,-0.00026112-0.0015943i,-0.00045593-0.0018414i,-0.00018569-0.0015585i,0.00017543-0.0006752i,-2.2525e-05-0.00034375i,4.061e-05-0.00023874i,-5.9094e-05-0.00039086i,1.5997e-05-0.00068588i,0.00034908-0.00071335i,0.00030484-0.00067234i,-0.00019866-0.0005934i
3.2503e-05-0.0031216i,-0.0014308-0.0022307i,-0.0029458-0.002162i,-0.0027888-0.001829i,-0.0022453-0.00041067i,-0.0014912+0.00096056i,4.9682e-05+0.0022203i,0.0010602+0.0018039i,0.00061409-0.00025677i,0.0001743-0.0012794i,0.00034116-0.00089201i,0.00076734+0.00010148i,0.0012558+0.00051697i,0.0011832-0.0003446i,0.00017601-0.0013808i,-0.00063281-0.00091171i,-0.00055248-0.00055734i,-0.00048678-0.00046216i,-0.00050567-0.00024204i,0.00035202-0.00062968i,0.001322-0.00030832i,0.0010231+0.00014826i,0.00026244+0.00011002i
0.0010281+0.00032722i,0.0011441+0.00027282i,0.0016883-0.0013117i,0.0027063-0.0024287i,0.0019836-0.0023847i,0.00028743-0.0020206i,-0.00058999-0.00074189i,0.00014294-4.2479e-05i,0.00096181-0.00027984i,0.0012441-5.2379e-05i,0.00080331+0.0012731i,2.7829e-05+0.0018044i,-4.5278e-05+0.00088329i,-3.5874e-05+0.00019051i,-6.2929e-05+3.7279e-05i,0.00081439+0.00060172i,0.0013433+0.00087899i,0.00040519+0.00052778i,-0.0005247-0.00028834i,0.00016218-0.00080125i,0.00015454-0.00031636i,-0.00040393-0.00095771i,-0.00016583-0.0015866i
0.00070466-0.00047583i,1.7529e-05+5.1693e-06i,-0.0007536-4.6005e-05i,-0.00077458-0.00014234i,-0.0010781-0.00085938i,-0.00057516-7.9426e-05i,0.00016038+0.00079975i,0.00036313+0.00052729i,0.00030381+6.3136e-05i,0.00033538+3.1721e-05i,-5.3403e-05-0.0005506i,-0.00011323-0.0012799i,0.00029183-0.001058i,0.00022505+6.8869e-05i,-0.00018956+0.00071512i,0.00030117+0.00034796i,0.00053738-0.00053685i,0.00046192-0.0012332i,0.00065617-0.00065859i,0.00036785-8.8505e-05i,0.00022909-4.1069e-05i,0.00017738-0.00022491i,-0.00032641-0.00061029i
0.00030072+0.00072258i,-0.00080678+0.0014551i,-0.0011502+0.0012963i,-0.0004312+0.00032862i,-0.00055483-0.00069927i,-0.0014258-0.00087727i,-0.00067305-5.7063e-05i,0.00062772+0.00026394i,0.00090839+3.1914e-05i,0.00077147+0.00023337i,0.00034901+0.00044914i,-0.00037409-0.00027524i,-0.0014303-0.00090404i,-0.0016506-0.00091087i,-0.0014574-0.0012576i,-0.00098756-0.0011551i,-0.00036687-0.00064365i,-0.00020728-0.00023401i,0.00016855-0.00027273i,-3.4843e-07-0.00072916i,-0.00068898-0.0012878i,-0.0006938-0.0012574i,-0.000495-0.00062221i
0.0022722-0.0020427i,0.0021352-0.0028675i,0.0012826-0.004238i,0.00016748-0.0044344i,-0.00021102-0.0032011i,-0.00044984-0.0014234i,0.00029181+0.00060395i,0.0012075+0.00083458i,0.00096877-0.00038232i,0.00052917-0.00066359i,0.00046101-0.00034092i,-8.7684e-05-0.00050894i,-0.00046628-0.00075332i,0.00020389-0.00040753i,0.0010089+9.1478e-05i,0.00084718-0.00028215i,0.00054678-0.00030414i,0.00036536+0.00011951i,2.7033e-05+0.00058517i,0.0001215+0.00070563i,0.00014675-0.00019638i,0.00010021-0.00085578i,3.1699e-05+2.6419e-05i
0.0012362-0.00026194i,0.0001194+0.00034996i,-0.00058244-0.00010234i,-0.0012097-0.0015033i,-0.00060889-0.0012163i,0.00034439-0.00025243i,0.0013494+0.00047511i,0.0015545+0.0011914i,0.00060144+0.00063282i,0.00043455-0.00055489i,0.0014113-0.0010526i,0.0017475-0.00097418i,0.00080948-0.00071142i,-1.869e-05+0.00023826i,0.00024802+0.00082802i,0.00045122+0.000739i,-0.00044377+0.00060655i,-0.00068443+0.0002053i,-0.00013503-8.4847e-05i,-4.575e-05-9.1566e-05i,-4.7445e-05+0.00033761i,-0.00021148+0.0001487i,-0.00021636-0.00040731i
0.00056623+0.00038771i,-8.5852e-05-0.0011947i,-0.00083304-0.0016508i,0.00055448-0.0010941i,0.0015616-0.0009022i,0.0013378-0.0011891i,0.001692-0.00011091i,0.0017836+0.0014519i,0.0013145+0.001157i,0.0012221+0.00025946i,0.0011515+0.00075076i,0.00070875+0.0012179i,-0.00030637+0.0010795i,-0.00057026+0.0011495i,-0.00030573+0.00031977i,-0.00061952-0.00059234i,-0.00024625-0.0011953i,-0.00072712-0.0016472i,-0.0010337-0.0014274i,-0.00023789-0.00078469i,0.00023004-3.1772e-05i,0.00026973-0.00021315i,0.0007457-0.00064364i
0.00039238-0.00047622i,0.00093636-0.001994i,0.00094348-0.0023665i,0.0010046-0.0022346i,0.00070821-0.0022716i,-0.00019134-0.0018817i,-0.00037584-0.00055883i,6.9924e-05+0.00049077i,0.00015986+0.00088294i,-0.00028524+0.0013679i,-0.00059456+0.0013592i,-0.00044313+0.00069843i,-0.00039865+0.00022536i,-0.00055989-0.00026188i,-9.3803e-05-0.0005178i,0.00010114-0.00056911i,-0.00035105-0.00046266i,1.8814e-05-0.00010624i,0.00099227+3.2037e-05i,0.00085477-0.00023852i,-0.00022559+0.00012029i,-0.00073286-0.00055228i,-0.00090625-0.00085256i
-9.939e-05+0.0022728i,0.00075111+0.0033503i,0.0010882+0.0034978i,0.00074753+0.0013076i,0.0010153-0.0010672i,0.0010167-0.0014085i,0.00024176-0.00052858i,0.0002295-0.00054862i,0.00093439-0.00045971i,0.0008051+0.00032601i,-0.00020077+0.00012369i,-0.00054069-0.00048748i,-0.0002474-0.0013113i,-0.00040551-0.0011454i,2.4429e-05-0.00021451i,0.00048701+0.00010899i,0.00041257-0.00012635i,0.00046685-0.00030881i,0.00012561-3.6737e-05i,-0.00036213+0.0005628i,-0.00040535+0.00062788i,-0.00034137-0.00029149i,-0.00032134-0.00031381i
-9.8626e-05+0.0006704i,0.00029338+0.000885i,0.00031451-5.1697e-05i,-0.00029395-0.00075738i,-0.00064795-0.00052282i,-0.00065365+0.00016153i,-0.00070121+0.0011858i,0.0003357+0.00064538i,0.0012979-0.00098577i,0.00097304-0.000638i,0.0004288+0.0013855i,-0.00010583+0.0018875i,-0.0010081+0.00016784i,-0.0005616-0.0018493i,0.00014478-0.0015302i,-0.00051638-0.00045047i,-0.0010287-0.00024451i,-0.0007995-0.00057537i,-0.00015826-0.00060896i,0.00028738-0.00050234i,0.00044102-0.0010937i,0.00061188-0.0014616i,-0.0001359-0.00086493i
-0.00081502-0.0015326i,-0.00098856-0.0016017i,-0.0021238-0.0016801i,-0.0022495-0.001481i,-0.0013312-0.00057111i,-0.0007848+0.00083484i,-0.00036537+0.0015835i,0.00018479+0.00075843i,0.00037388-0.00022084i,8.0588e-05-0.00058886i,-0.00083815-0.00078172i,-0.00070888-0.00076687i,3.4781e-05-0.00090235i,0.00033973-0.00047347i,0.00016607-0.00037729i,-0.00053348-0.00032447i,-0.00065318+3.9385e-05i,-0.00086039+8.0301e-05i,-0.0012802-0.00012032i,-0.0010873-0.00046065i,-0.0007928-0.00040014i,-0.00060671-0.00040022i,-0.00036357-7.2244e-05i
0.0016778-0.0014734i,0.0018517-0.00037131i,0.001556-0.00046061i,0.0013455-0.0013551i,0.00057433-0.0020433i,0.00016124-0.001438i,0.0008267-0.00020084i,0.0014461+4.7904e-05i,0.00098948-0.00060575i,0.00017611-0.0010187i,8.9742e-05-0.00070746i,0.00064187-0.00024929i,0.00056828-0.00053773i,-0.00012063-0.0005006i,-0.00029577-0.00026657i,-8.9682e-05-0.0011051i,0.00010856-0.0012516i,5.0688e-06+0.00017501i,7.3307e-06+0.00042736i,0.00031324-0.00045024i,0.00042269-0.00073344i,0.00042501-0.00032947i,8.5595e-05+0.00035912i
0.00038979-0.00048511i,-0.00014003-0.00017826i,-0.00072748-0.00033186i,-0.0014828-0.0011364i,-0.0020833-0.0017925i,-0.0014834-0.0011604i,-0.00095351-8.3244e-05i,0.00020088+0.00069641i,0.00091493+0.0006566i,0.00069969-0.00013238i,8.2438e-05+0.00010092i,-0.00069363+0.0001743i,-0.00017279+0.00011852i,0.00042047+0.00035743i,-0.00016968+0.00042828i,-0.00063307-0.00027175i,0.00044754-0.0013504i,0.0010587-0.0012787i,-5.8558e-05-0.00041605i,-0.00019376+0.00018506i,-9.5336e-05+0.0007039i,-0.00024817+0.00060258i,0.00089283-0.00020248i
0.00043274+0.0001657i,-3.4757e-05-0.00063141i,0.00095395-0.0011141i,0.0012029-0.001131i,0.00022423-0.0014692i,-0.0011531-0.00074253i,-0.0012921+0.0013301i,-0.00064436+0.0015584i,0.00019231+0.00044015i,0.00010256+0.00015251i,-0.00031524+8.177e-05i,-0.00027851-0.00027779i,-0.00060749-0.00044494i,-0.00049556-0.00077359i,-0.00054053-0.0008208i,-0.0011356-3.4699e-05i,-0.0011904+0.00047807i,-0.0013392+0.0005026i,-0.00053062+0.00029235i,0.00042966-0.00012255i,0.00054346-0.00044784i,0.0002347-0.00025477i,0.00028261+0.00036411i
-0.00060395-0.00069115i,0.00032213-8.1764e-05i,0.00060637+0.00095564i,0.00053906+0.00087845i,0.00022089+7.122e-05i,-0.00013121+0.00055344i,-0.00010799+0.00082594i,0.00062451+0.00034305i,0.00066086+7.8775e-05i,0.00023127+0.00026521i,-0.00026301+0.00074i,-0.00034073+0.00065669i,-0.00062961-0.00033899i,-0.0012136-0.00050178i,-0.0011907-0.00079409i,-0.00054103-0.0013495i,9.6263e-05-0.00064365i,0.00013946+0.0001736i,0.00025043-0.00049876i,-2.869e-05-0.00056161i,4.1875e-05-0.00019147i,0.00037947-0.00071583i,0.00024168-0.00042704i
-0.0016089+0.0019962i,-0.0011037+0.0029408i,-0.00068802+0.003439i,-9.6731e-05+0.0033043i,0.00040465+0.0026884i,0.00016326+0.0014409i,0.00045862+0.00033297i,0.0009297-6.4785e-05i,0.0013191-0.00050311i,0.00097605-0.00039262i,-0.00011054+1.9438e-05i,-0.00065545+0.00015454i,-0.00055891-0.00036129i,-8.8656e-05-0.0011232i,-0.00012072-0.0001779i,-0.00027254+0.00050021i,0.00013117-0.00065885i,0.00016929-0.0011376i,-0.00054097-0.00079938i,-0.0004942-0.00036161i,-0.00011051-0.00014203i,0.00037074-0.00055708i,0.00094653+0.00031945i
0.00041358+0.00040844i,-0.00068308-0.00035604i,-0.0013366-0.00094272i,-0.0010701-0.0014598i,-0.00043189-0.0018694i,8.9221e-05-0.0015116i,0.0003434-0.00023555i,0.00063602+0.00017448i,0.00069239-0.00027582i,0.00035816-0.00071179i,0.00044271-0.00046297i,0.00024951+0.00024692i,-3.606e-05+0.00015175i,7.4113e-05-0.00029159i,1.7717e-05-0.00014103i,-0.00047764-0.00074153i,-0.00088406-0.00085957i,-0.00080301-0.00016813i,-0.00051122-0.00027133i,-0.00052019-0.0011644i,-0.0007693-0.0011896i,-0.00053759-0.00056303i,-0.00073374-0.00016859i
0.0021399-0.00041139i,0.0024146-0.00096008i,0.0022375-0.0010753i,0.0010127-0.0015969i,-0.0007319-0.0021896i,-0.0022024-0.0012204i,-0.0020585+8.744e-05i,-0.00054903+0.00025438i,0.0013395-0.00055591i,0.0019887-0.0011446i,0.0010699-0.00085344i,0.00072029-5.8572e-05i,0.00046729+0.00014718i,0.00058433+0.00028992i,-0.00034651+0.00030464i,-0.00099559+7.1275e-05i,-0.00052889+0.00039223i,-0.00096441+0.00021399i,-0.00094194-0.00012874i,0.00025434+0.00018216i,0.00050287+0.00040296i,0.00044564-0.00016789i,0.00097034-0.0007061i
0.00027729-0.0026306i,-0.00048294-0.0022943i,-0.0014256-0.0033301i,-0.0015999-0.0026388i,-0.0016335+0.00027044i,-0.0019056+0.0020775i,-0.0016457+0.0018081i,-0.00087994+0.00071312i,-0.00030025-0.00017666i,-0.00032606-0.00027369i,-0.00015614+0.00029607i,0.00085344+0.0001898i,0.0010748+8.4538e-05i,0.00042576-0.00065149i,0.00063217-0.0016922i,0.0010233-0.00088683i,0.00060774+1.1476e-05i,0.00020569+0.00019241i,0.00021599+6.848e-05i,0.00027858-0.00052816i,0.00023385-0.00041994i,5.3442e-05+0.0002727i,0.00020743+3.8379e-05i
-0.00081423+0.0021588i,-0.0013403+0.0027799i,-0.00019363+0.0031543i,0.0022177+0.0018708i,0.0020561+0.0011286i,0.00067195+0.0011832i,0.00090323+0.00081481i,0.00095875+0.00046862i,0.00062373+0.00017876i,0.00096575-0.00012632i,0.0006589+0.00070173i,-0.00055869+0.00085191i,-0.00095896+0.00022276i,-0.00086609+0.00018463i,-0.00092253+0.00019104i,-0.00089588+0.000223i,-0.00049704-0.00021229i,-0.00030857-0.00018526i,-6.1432e-05-0.00022029i,0.00020927-0.00054504i,-0.00033131-0.00024285i,-0.00072168+0.00036029i,-0.00042297+0.00063175i
-0.00046841+0.0011396i,0.00060772-8.8953e-05i,0.00069316-0.0014124i,-5.1281e-05-0.0021654i,-0.00049552-0.002098i,-0.0004453-0.0013679i,1.8296e-05-0.00065225i,0.00083167-0.00031857i,0.0010795+0.00015624i,-4.7156e-05+0.00057296i,-0.00064789+0.00063777i,-0.00081192+0.00063974i,-0.00070449+0.00056945i,-0.00053051+0.00020091i,-0.00034637+0.00015286i,-0.00013855-0.00015701i,-0.0006044-0.00056409i,-0.00032371-0.00024744i,0.00045284+0.0002476i,0.00042006-0.00029028i,-3.4713e-05-0.0011245i,-2.7052e-05-0.0015236i,0.00025708-0.0013807i
0.0016234+0.0006951i,0.00066306+0.00018038i,0.00058891-5.2131e-05i,0.00079536-0.00094536i,4.3996e-05-0.0018804i,-0.0013381-0.0012803i,-0.0012107-2.8352e-05i,0.00010189+0.00026438i,0.0012965+0.00031861i,0.0010532-8.2239e-05i,0.00031304-0.0005755i,-0.00057844-0.00041437i,-0.00080812+6.8101e-05i,-0.00036849+0.0010572i,-0.00025302+0.0012492i,4.772e-05+0.00031781i,0.00055795-0.00041421i,0.00045457-0.00038371i,-4.5348e-05+0.00023056i,-0.00044011+0.00092145i,-0.00058943+0.00098771i,-0.00023217+0.0015528i,-5.3642e-05+0.0011821i
0.001499+0.00065156i,0.0013892+0.00045505i,0.0027097-0.0017081i,0.0027341-0.0028653i,0.00067003-0.0024167i,-0.00070863-0.0014952i,-0.00029395+0.00010419i,0.00075355+0.00016274i,0.0015663-0.00080977i,0.0015773-0.0012923i,0.00080921-0.00081194i,0.00014053-0.0004452i,-0.00030561-0.00011188i,-0.00037347+0.00028443i,-0.00040276-3.3474e-05i,-0.0003175-2.729e-05i,0.00033339+9.4069e-05i,0.00036739-0.00016933i,0.00032767-0.00060388i,0.00041427-0.0012523i,0.00065694-0.0012939i,0.00086918-0.00051659i,0.00018812+3.3999e-05i
-0.00047752+0.0016044i,0.00086324+0.00077254i,0.00025068+0.00069011i,0.00028909-3.063e-06i,0.00071567-0.00030253i,-0.0004052+0.00016843i,-0.000728+0.000503i,0.00014659-0.00012631i,0.00068948+2.3443e-05i,0.00074566+0.00011287i,0.0004387-0.00045863i,-0.00013162+0.00036656i,-0.00065413+0.00070647i,-0.00087058+0.00063243i,-0.00088632+0.00073201i,-0.0011778+2.5137e-05i,-0.001171-0.00039469i,-0.00089758-0.00037994i,-0.00082104-0.00039194i,-0.00078843-0.00073985i,-0.00080599-0.00099274i,-0.00048155-0.00058461i,5.1648e-06+6.6566e-05i
-0.00098784+0.00066157i,-0.001162+0.00079657i,-0.00096811+0.00051939i,-0.0011118+0.00097597i,-0.00017271+0.0013305i,0.00045002+0.00032542i,0.00057276-0.00018356i,0.00060203-0.0002069i,0.00022159+4.9062e-05i,-0.00015102-9.3236e-05i,-0.00046537+0.0001568i,-0.0010468+0.00055897i,-0.001271+0.000596i,-0.00064818+0.00056964i,7.0255e-05-0.00015919i,7.8765e-05-0.00097484i,-0.0006315-0.00075981i,-0.0010176-5.9119e-05i,-0.00080357+2.443e-05i,-0.00030645+3.0786e-05i,-0.00011163-0.00021684i,0.0001237-0.00046887i,0.00054192-0.00045682i
0.00042177-0.00041951i,0.0013548-0.00010633i,0.0014201-0.00025487i,0.00070522-0.0008273i,0.00028643-0.0011267i,0.00051416-0.00080242i,0.00022817+0.00010675i,-0.00015393+0.00071121i,-2.1355e-05+0.00025032i,-0.00030645+0.00030693i,-0.00083444+0.00098456i,-0.00058193+0.00090875i,-0.00044527-0.00030411i,5.6803e-05-0.0007994i,0.00038455-0.00068571i,0.00018935-0.000676i,-0.00013154-0.00034012i,-0.00012205-0.00092882i,0.0002945-0.001826i,0.0007951-0.0011526i,0.00077949-0.00036867i,0.0004024-0.00045608i,-0.00013597-0.0001014i
-0.0009084-0.0023613i,-0.00066913-0.0027955i,-0.00087503-0.0023176i,-0.0016932-0.001893i,-0.0019004-0.00090907i,-0.0020295+0.00066528i,-0.0011426+0.00078884i,0.00012205+9.0643e-05i,0.00035209-0.00022698i,-6.0437e-05+0.00023575i,-0.00041585+0.00028149i,-0.00028065+0.00037868i,-6.1155e-05+0.00025819i,0.00016298-0.00016603i,1.9589e-05+3.1076e-05i,-0.0002925+0.00049398i,-0.00024663+2.9524e-06i,5.8405e-05-0.00061946i,0.00065204-0.00042597i,0.0012622-0.00035196i,0.00089036-0.00045465i,0.00073449-0.00074943i,0.0003611-0.00048317i
0.00059556-0.00088472i,0.0002509-0.0011366i,-0.00044127-0.0012835i,-0.00048925-0.0010424i,-2.5699e-05-0.00068836i,-9.5722e-05-0.00047136i,-0.00032154-7.3573e-05i,-0.00014109-0.00049628i,0.00010281-0.0014047i,0.00028135-0.00081867i,0.00086694+0.0002581i,0.0012782+0.00025903i,0.00085274+0.00038457i,0.00017116+0.00070868i,-0.00041174+0.00098066i,-0.0010124+0.00079751i,-0.00043796+0.0005322i,0.00057494+0.00025456i,0.00018224-0.00052995i,0.00024967-0.00053982i,0.00076822-0.00031459i,0.00062992-0.00075002i,0.00021058-0.0008359i
-0.0013519+0.00025348i,-0.0016457+0.0014143i,-0.0022386+0.0020175i,-0.0018923+0.0017482i,-0.00086399+0.00072405i,0.00070226-4.9129e-05i,0.00097758-0.00048067i,0.00049632-0.00066371i,0.00071097-0.0010019i,0.00085874-0.00060518i,0.00050107+0.00029338i,0.00048139+0.00023226i,0.00095908+0.00014322i,0.0011698-0.00031935i,0.0010181-0.00025533i,0.00028154-0.00038549i,-0.00046884-0.00063582i,-0.00047896-0.00046422i,0.00023493-0.00047273i,0.0010698-0.00040799i,0.0011264-5.3176e-06i,0.0010975+0.00012135i,0.001437-0.000179i
-0.00085179+0.0013465i,-0.0014403+0.00050488i,-0.0013191-0.0011629i,-0.0006059-0.0018783i,-7.9461e-05-0.0012224i,-0.00037062-0.00066405i,-0.00025944+9.0708e-05i,0.00043263+1.5937e-05i,0.00040053-0.0011473i,0.00023238-0.00072836i,8.8187e-05-0.00010528i,8.6269e-05+0.0003414i,-0.00064317+0.00089176i,-0.0011106+0.00071562i,-0.0006599+0.00076017i,-0.00059471+0.0013141i,-0.00091642+0.00089225i,-0.00072881-4.1614e-05i,-0.00041444-0.0002084i,-0.00058893-0.00038627i,-0.00042466-0.00090119i,-1.9549e-05-0.00053249i,0.00017715-0.00018803i
0.0013151+0.0014816i,0.0021008+0.0010418i,0.0021709+0.00027515i,0.0016518-0.00046913i,0.0011551-0.0009339i,0.0005269-0.00073131i,0.0004082+0.00015313i,0.00092914+0.0012571i,0.0012089+0.00078591i,0.0011996+0.00071383i,0.00056721+0.0011124i,0.00020537-0.00024491i,0.00053382-0.00087588i,0.00055024-0.0001873i,-0.00018155-0.00029496i,-0.00039013-0.001006i,0.00032822-0.00058947i,4.2223e-05+0.0011482i,-0.00076926+0.0012192i,-0.00056374+0.00017288i,6.1662e-05+0.00017876i,0.00049901+0.00064252i,1.5669e-05+0.00018333i
0.0017278-0.0017536i,0.00038388-0.0011324i,9.7236e-05-0.0016734i,-0.0010867-0.0029499i,-0.0022192-0.003301i,-0.0017007-0.0013466i,-0.00031609+0.00052132i,0.00071964+0.00033786i,0.00051342-0.00082152i,0.00058113-0.0012248i,0.00026294-0.00026187i,1.6456e-05+0.00055761i,-5.5218e-05+0.0010711i,9.7837e-05+0.0012258i,0.00083496+6.4251e-05i,0.00082595-0.00037794i,8.0797e-05-0.00031903i,-1.5369e-05-0.00025346i,-0.00016078-0.00026921i,4.2406e-05-0.000782i,-0.00033105-0.00080477i,-0.00049008-0.00092575i,0.00054542-0.00041617i
-0.001177-0.0012451i,-0.002031-0.0010848i,-0.0025262-0.00052536i,-0.0021271+0.00026071i,-0.0012989-8.7432e-06i,-0.00026656-0.00019799i,0.0002571-0.00039842i,0.00027232-0.00051188i,0.00018137-0.00084831i,-0.0001277-0.0005477i,-0.00022669+0.00036111i,-0.00045787+0.0012192i,-0.00092206+0.0011516i,-0.0004541-0.00042374i,-0.0005741-0.00066605i,-0.00043392-0.00013988i,0.00049089+0.00026648i,0.00075836+1.0841e-05i,0.00095985-2.5707e-05i,0.00051547+0.00053205i,0.0011278+0.00035395i,0.0016431-0.00011575i,0.00097604-0.00035746i
-0.00061661-0.0002992i,-0.0011589-0.00031774i,-0.00039407-4.7159e-05i,-0.0006349+0.00057679i,-0.00087397+0.00016997i,-0.00054385-0.0008999i,-0.00065267-0.00083071i,-0.00052963+0.0006378i,0.0002351+0.0013881i,-0.00051712+0.00079404i,-0.0010093+7.2051e-05i,-0.00019636-3.6044e-05i,0.00028124+7.7655e-05i,0.00023159-4.3626e-05i,0.00044281-0.00069944i,-0.00017623-0.0010888i,-0.00052004-0.00055583i,0.00054002+5.8143e-05i,0.00026153-0.00032572i,-0.00037362-0.00093573i,-0.00021288-0.00065226i,-0.00017891-0.00055977i,0.00034751-0.00060597i
0.00099293+0.00091457i,0.0015549+0.00048898i,0.0012908-0.00074179i,-0.00028655-0.0015044i,-0.001414-0.0014777i,-0.0018742-0.00072406i,-0.0014193+0.0004873i,-2.3109e-06+0.00054759i,0.0011697-0.00035654i,0.0010969-0.00041558i,0.00056473+0.00028676i,0.00060692+0.00022873i,0.00079333-0.00034799i,0.0004294-0.00076852i,-3.9303e-05-0.00097458i,-0.00017958-0.00088048i,-0.00037171-2.4403e-05i,-0.00076856-0.00024599i,-0.00097076-0.00037631i,-0.00075884+0.00040041i,-0.00031946+0.00027142i,0.0001662+0.00053191i,0.00073953+0.00087814i
