1.8501e-05-0.0010171i,-0.00059494-0.00070937i,-0.00076329+0.0010237i,-0.00053613+0.0013272i,-0.00024738+0.0017339i,-0.00039909+0.0016072i,-0.00038283+0.00077131i,0.00048884+0.0013331i,0.0013519+0.0011238i,0.0016933-0.00017154i,0.0010582-0.00077827i,-0.00021973-0.00072194i,-5.3654e-05-0.00037622i,0.00033724+0.00046238i,-0.00021884+0.00082714i,-0.00030905+0.00038246i,-0.00035194-0.00022426i,-0.00062974-0.00037307i,0.00039374-0.00012349i,0.00090368+0.00014126i,-0.00016605+0.00025146i,-0.0004283-0.00012235i,-0.00018744+1.0758e-05i
4.4244e-05-0.00068256i,-0.00053501-0.00038139i,-0.0013837+0.001868i,-0.0017663+0.0036841i,-0.0011247+0.0037073i,0.00064246+0.0037689i,0.0013207+0.0024i,0.0014624+0.00065316i,0.0011123+9.5247e-05i,0.00034963-0.0001996i,0.00052532-0.00117i,0.001374-0.0014838i,0.0014887+0.00017211i,0.00036521+0.0012918i,-0.00036845+0.00098934i,0.00042545+0.0012658i,0.00069083+0.0010978i,1.4095e-05+0.00057511i,-0.00017025+0.00078451i,0.00047008+0.00090589i,0.00086084+7.2564e-05i,0.0006581-4.4918e-05i,0.00071419+0.00070944i
0.00022203-0.0012138i,0.0014127-0.0017707i,0.0018577-0.0039518i,0.0011688-0.0046408i,0.00081347-0.0013957i,0.0010146+0.0018823i,0.00075055+0.0016777i,0.00046141+0.00088532i,9.4949e-05+0.0010069i,-0.00017222+0.00044312i,7.9364e-05-0.00080716i,0.00018403-0.0016389i,-0.00016626-0.0010213i,-0.00054868-9.9994e-05i,-0.00077219+0.00027821i,-0.00095245+0.00050194i,-0.00051974+0.00021389i,0.00047482+0.00049257i,0.00075214+0.00038955i,0.00043768+2.3945e-05i,0.00027368+0.00033478i,-4.6408e-05+0.00056439i,-0.00041134-2.6353e-05i
0.0038821+0.00084754i,0.0030787+0.00072921i,0.00134+0.00020573i,0.00011146+0.00012781i,-2.7586e-05+0.0012017i,0.0004641+0.002346i,0.00067304+0.0023312i,0.00078043+0.0013589i,0.0003928+0.0004215i,-1.7715e-05-0.00040212i,0.00024993-0.00074123i,-3.8789e-06-0.00025011i,-0.00083736+0.00046457i,-0.0015323+0.00093488i,-0.00094301+0.00090493i,0.00048469+0.00067235i,0.0012002-0.00020684i,0.0013052-1.0683e-06i,0.00082987+0.0012412i,0.00052895+0.0012047i,0.0010339+0.00019859i,0.00061021-0.0004732i,-0.00012404-0.00049512i
0.0012496-0.0020066i,0.00042121-0.0031728i,-0.00018649-0.0029616i,-2.6776e-05-0.0018597i,0.00032068-0.00050543i,0.00033451+0.00098914i,0.00035044+0.0011791i,2.95e-05+0.00039176i,-6.9128e-06-0.00021672i,0.00028146-0.00036188i,-0.00010488-0.00026743i,-0.00020999+0.00029702i,-4.9647e-05+0.00058219i,-0.00017874+0.00010762i,-0.00021692-0.00048655i,0.00021585-0.00033376i,0.00037078+0.00010234i,0.00042165-3.7464e-05i,0.00058736-0.00016746i,0.00079625-0.00024246i,0.00077723-4.4501e-05i,-0.00025644-0.00068795i,-0.00083884-0.00092984i
0.0028848+0.0012407i,0.0026734+0.00060811i,0.0027185-4.7646e-05i,0.00079486-0.00032236i,-0.0010671-0.00074205i,-0.0010595+0.00080718i,-0.00069883+0.0024061i,-0.000384+0.0016227i,-0.00078234+0.00029603i,-0.001169-0.00077969i,-0.00065108-0.00092043i,-0.00098126-0.0012959i,-0.00094698-0.0013934i,-0.0007744+0.00067843i,-0.00089538+0.0016589i,0.0001658+0.00073771i,0.0013292+0.00032315i,0.0011768+0.00056093i,0.0004031-0.00051378i,2.9415e-05-0.0019158i,0.00029556-0.0016048i,0.00079241-0.00056727i,4.5232e-05+0.00061243i
-0.00076669-0.0013375i,-0.00044595-0.0012378i,-9.1378e-06+0.00039985i,0.00071214+0.0014159i,0.0013329+0.002029i,0.0011508+0.0019771i,0.00051269+0.00066263i,7.052e-05-0.00036809i,0.00025428-0.00026617i,0.00086967-5.0644e-05i,0.00063111-0.00067136i,0.00014201-0.0018103i,0.00036113-0.0010478i,0.00030917-0.00052119i,-0.00041777-0.00099262i,-0.00087147-0.0006411i,-6.4481e-05-0.00015879i,0.00076275+0.00015685i,-0.00016536+0.00013239i,-0.0012401-0.00022611i,-0.001071-0.0002684i,-0.00040649-0.00045958i,8.6084e-05-0.00052128i
0.00046395+0.0018561i,0.00021671+0.0020969i,0.00066153+0.00097174i,0.00048029+4.0139e-05i,0.00036574-0.00082978i,0.00033454-0.00039224i,0.0005785+0.00058497i,9.9451e-05+0.0010612i,-0.00052472+0.00066846i,0.00028675-8.1604e-05i,0.00083464-0.00046939i,0.0002206-0.0005638i,-0.0004753-0.00086624i,-0.00017262-0.00067275i,7.5567e-05+0.00010428i,0.00010849-0.00019968i,-0.00011912+0.00015255i,-0.00020099+0.0011488i,7.6567e-05+0.0011619i,0.00043423+0.00092137i,0.00047218+0.0007143i,-0.00069097+0.00042572i,-0.0011494-0.00022079i
0.0015557-0.00087053i,0.0022396-0.00070734i,0.0027166-0.0007948i,0.0018206-0.0006581i,0.0012793+0.0010505i,0.0012693+0.0023537i,0.00062905+0.0021238i,0.00040875+0.001871i,0.00037845+0.0018677i,-0.00028263+0.0011059i,-4.4405e-05+0.00041046i,0.00021073+0.00020291i,2.5722e-05+0.00059052i,0.00041702+0.00049584i,-0.00037964+0.00035839i,-0.0010868+5.815e-05i,-0.00025253+3.325e-05i,0.00016728+0.00049699i,0.00072223-1.3148e-05i,0.001011-0.00054107i,0.00049291+3.2338e-05i,0.00012201+0.00040388i,-0.00017716-1.3378e-05i
-0.0012146-0.00085306i,-0.0017859-0.00086228i,-0.0028021-0.00039014i,-0.0020862+0.00012984i,1.4965e-05+0.00068118i,0.0017821+0.00035274i,0.0014892-0.00073294i,8.6435e-06-0.0018296i,-0.00059823-0.0012338i,-0.00014055-1.6385e-05i,-0.0005141+0.00067983i,-0.00056091-7.5263e-05i,1.6587e-05-0.00082418i,0.0001454-0.00014004i,0.00032734+5.2087e-05i,-0.00012213-0.00061057i,-0.00034304-0.0014204i,-4.2002e-05-0.00061925i,-0.00032892+0.00050906i,-0.00036581+0.00041037i,0.00041847+0.00037417i,0.00051426+0.00065764i,0.00011699+0.00089838i
0.0012871+0.0014248i,0.0018491+0.00049698i,0.00082251+0.00058213i,0.00034828+0.00085356i,0.00070279+0.00078394i,0.00012269+0.0015102i,-0.00032852+0.0017713i,0.00050367+0.00071458i,0.0011651+3.4123e-05i,7.7611e-05-0.00040303i,-0.00060794-0.0011228i,-0.00063613-0.0013635i,-0.0010643-0.00068428i,-0.00095229-2.0595e-05i,-0.0006929+0.00032941i,-0.0004557+0.0002013i,0.00062518+5.1002e-06i,0.00032649+0.00019527i,-0.00095581-6.6053e-05i,-0.00085426-0.00023289i,6.6426e-06-5.4207e-05i,0.00056368-0.00029525i,0.00064787+1.1995e-05i
0.00017402-0.0004243i,-0.00036902-0.00053635i,0.00071778-0.0012042i,0.00082016-0.00082943i,-2.1966e-05+0.00052118i,0.00056724+0.0011421i,0.00077954+0.0016526i,0.00074062+0.001255i,0.0004745+0.00015201i,6.2285e-05-0.00082142i,0.0001782-0.0014361i,0.0002187-0.00088454i,0.00040449-0.00020039i,0.00040061+0.00065553i,-7.149e-06+0.0013035i,1.8366e-05+0.0012239i,0.00013265+0.00060637i,-0.00018061+1.4496e-06i,-0.00026676+0.00018257i,-7.8063e-05+3.5362e-05i,-0.00023195-7.313e-05i,0.00016024+0.00012972i,0.00033096+0.0001218i
-0.0011929+0.0018044i,5.6079e-05+0.0018832i,0.00098895+0.0013825i,0.00035853+0.001646i,0.00015664+0.0020052i,-3.8712e-05+0.0014325i,0.00016991+0.00053745i,0.00085077+0.00034307i,0.0005971-0.00052314i,-0.00025031-0.0010777i,-8.1593e-05-0.00076529i,0.00027446-0.00033231i,0.00033509-0.00028876i,4.654e-05-0.00026883i,-0.00050535-0.00039591i,-0.0007042-0.00070852i,-0.00047735-0.00042949i,-0.00011778-6.2026e-05i,-0.00029421-0.00015721i,5.9659e-05-0.00069203i,0.00019428+3.4534e-05i,0.00026999+0.00081816i,0.00051405+0.00040424i
0.0020048+0.0012952i,0.0021933+6.8339e-05i,0.0019563-0.00040397i,0.002722-7.9521e-05i,0.0022798+0.00084484i,0.00099429+0.0010002i,0.00065754+0.00014952i,0.00059693-0.00091809i,0.00032843-0.0009066i,0.00031988-0.00019514i,-0.00057041-0.00070265i,-0.0011931-0.0014476i,-0.0004871-0.00050077i,-0.00066599+0.00080438i,-0.00089927+0.00056356i,-0.00071882+0.00033785i,-0.00049712+0.0002097i,-0.00015697-0.00047471i,0.00014348-0.00023347i,0.00077815+0.00042152i,0.00094433+0.00096618i,0.00061591+0.00068808i,-4.1273e-05-3.3202e-05i
-0.0021004+0.0017406i,-0.0019814+0.0020148i,-0.00089844+0.0020313i,-0.00069046+0.0012302i,-0.00024774+0.00082679i,-0.00024682+0.00087764i,-0.00073503+0.00083883i,-0.00085994+0.00066456i,-0.00026537+0.00060474i,0.00016129+0.00016493i,0.00034972-0.0012416i,0.00060645-0.0013179i,0.00017941-0.00039482i,-0.00017225-4.1981e-05i,-0.00085127-0.00031403i,-0.0014036-7.4451e-05i,-0.00030719+0.00025987i,0.00094211+0.00017371i,0.00088228+0.0001556i,5.4882e-06+2.8241e-05i,0.00044281+4.5441e-05i,0.00085464+0.00043014i,0.00062665-0.00015354i
-0.00046516-0.0008116i,0.0006285-0.00083509i,0.0019835-4.1758e-05i,0.0015774+0.00050479i,0.00082289+0.00088792i,0.0013225+0.0019159i,0.00028887+0.0018061i,-0.001015+0.00051251i,-0.00053599-0.00037704i,-0.00020846-0.00069951i,0.00012405-0.00097053i,0.0005181-0.0012572i,0.00028558-0.00073906i,-4.1997e-05+0.00094442i,-0.0005554+0.001375i,-0.0010491-0.00014621i,-0.00055861-0.00084252i,-0.00011973-0.00053796i,0.00046212+1.4746e-05i,0.00080429+7.6573e-05i,0.00041825-0.00031027i,-0.00028915-0.00060346i,-9.2869e-05-0.00073235i
0.00025081+0.0023372i,0.00080702+0.0013579i,0.0021627+0.0019858i,0.0022356+0.0021428i,0.00073074+0.00098962i,0.00041975+0.00081546i,0.00069251+0.0012455i,0.00025158+0.0012836i,-0.00036157+0.00021417i,-8.8038e-05-0.00071183i,0.0010353-0.0013403i,0.001189-0.0015888i,-0.000367-0.00023456i,-0.0017912+0.00023067i,-0.001783-6.9216e-05i,-0.0013297-0.00036006i,-5.7934e-05+0.00032798i,-6.6251e-05+0.0010276i,-0.00075009+0.00046142i,-0.00034076+0.00037502i,-0.000141+0.00027134i,0.00065164+0.00046443i,0.0010962+3.3506e-05i
0.0018785-0.00025772i,0.00022782-0.00055224i,0.00062442-4.3897e-05i,0.00036156+0.00023225i,-0.00054482+0.00014141i,-0.00016932+0.0012322i,0.00063687+0.0016193i,0.0011169+5.3561e-05i,0.0011492-0.00056931i,0.0010848-0.00020961i,0.00059868+0.00056564i,-8.4832e-05+0.00076849i,9.1809e-05+0.00032573i,-0.00013107+0.00029506i,-0.00050231-0.00010858i,6.8459e-05+3.5474e-05i,0.0010646-4.6017e-05i,0.0011745-0.00027713i,0.00048547-0.00084931i,0.00077317-0.001215i,0.00091318-0.0012159i,-0.00042234-0.00036626i,-0.00057612+5.7592e-05i
0.0010542-0.001534i,0.0019803-0.0024239i,0.0012344-0.0023127i,0.00021113-0.0011016i,0.00036923+0.00041713i,0.00071022+0.0011646i,-5.6012e-05+0.0011131i,-0.00078261+0.00012739i,-0.0002832-0.00060331i,0.00067998+7.5177e-06i,0.00069654-0.0001646i,0.00014981-0.00054899i,0.00022243-0.00055027i,0.000601-0.00032663i,0.00043727-5.0616e-05i,7.7955e-05+0.00014187i,0.00020942+0.00021579i,0.00033336+0.00022691i,0.00023164+0.00021477i,0.00017035+0.00026111i,9.7842e-05-8.3336e-05i,-4.967e-05-0.00080904i,-0.00021053-0.0010942i
-0.0014543+0.00068265i,-0.0010321+0.0013602i,-1.6209e-05+0.0020198i,0.00043516+0.0020024i,0.0008785+0.0016592i,0.00094863+0.0018611i,0.00072513+0.0018255i,-8.6077e-07+0.00068429i,-0.00042232-0.00061602i,0.00027854-0.00095838i,0.00087226-0.00095728i,0.00046444-0.00084515i,-0.00019049-0.00026712i,-0.00031646+0.000338i,-0.00038139+0.00077115i,-0.00019944+0.00030252i,-0.00010429+0.00032726i,-5.1409e-05+0.00044689i,0.0001899+0.00036745i,-0.00014868+0.00017312i,-0.00020123-0.00055091i,0.00047429-0.00052971i,0.00076981-7.4761e-05i
0.0020545+0.00011801i,0.0023404-0.0011633i,0.0018436-0.0012524i,0.00062901-0.00063429i,0.00036308-0.00020137i,0.00066527+0.00084967i,0.00035173+0.0012364i,0.00029415+0.00043638i,0.00034969+0.00035135i,0.00071809+0.00057628i,0.00048817+0.0001917i,-0.00073483-0.00024716i,-0.0010511-0.00049365i,-0.00034002-0.0007228i,0.00014857-0.00025775i,0.00025801+0.00082616i,0.00019982+0.00056536i,0.00023037-0.00037922i,0.00011594-0.00049116i,-0.00037453-0.00013031i,-0.00085009+6.1589e-05i,-0.00080789+0.00040583i,-0.00057506+0.00054988i
-0.0011147+0.00054189i,-0.002485+0.00020034i,-0.002317+0.00078132i,-0.0022541+0.002296i,-0.00086857+0.002724i,0.0013241+0.0017584i,0.0010859+0.0011592i,0.00012711+0.00060158i,-8.6466e-05+0.00027128i,-0.00018444+0.00042342i,-0.00017314+0.00034728i,-0.00021615+9.6467e-05i,-0.00028381-0.000351i,0.0005929+0.00014959i,0.0011515+0.00066348i,0.0009165+0.00026247i,-6.8011e-05+0.00028363i,-0.00031344+0.00034278i,0.00028261-8.9441e-05i,0.00056066-0.00022743i,0.00060329-0.00031914i,0.00072195-0.00020767i,0.00027464-0.0002147i
-0.00024397-0.00012316i,0.0010534+0.00062885i,0.0008545+0.00082581i,-0.00020234+0.0011125i,0.00055794+0.00034247i,0.00092167+0.00097955i,0.00043918+0.0016769i,-0.00032713+0.00052952i,-0.00049779+0.00048939i,-0.0005758+0.00079359i,-0.00057095-0.00012512i,0.00039728-0.00081969i,0.0014424-0.00066755i,0.001754-0.00018913i,0.00073386+0.0004746i,-0.00043815+0.00053227i,-0.00036563-0.00019114i,-8.5893e-05-0.00059199i,2.7731e-05-0.0004106i,-7.1444e-05-0.00087761i,-0.00042055-0.001348i,-0.00039788-0.0012998i,-6.305e-05-0.00035872i
-0.0013927-0.00011283i,-0.0018027-0.00020367i,-0.0015416-0.00072405i,0.00047445-0.0012342i,0.0011568-0.00037883i,0.0010446+0.00068628i,0.0010865+0.00066876i,-0.00029295+0.00050382i,-0.00035712+0.00056229i,0.00077101+0.00045593i,0.00096246-0.00030617i,0.00016432-0.00077991i,-0.00020627-0.001124i,0.00071795-0.00082798i,0.00089393-0.00031651i,0.0007404+0.00015882i,0.00093266+0.00045468i,0.00022181-0.00016214i,0.00035243-9.4682e-05i,0.00042528+0.0012827i,-2.7589e-05+0.0017308i,0.00034027+0.0011167i,0.00066624+0.0008838i
0.0011251+0.00023632i,0.00065675+0.0013958i,0.00084381+0.0020261i,0.00058946+0.001066i,0.00053279+0.00027019i,0.00045504+0.0011054i,-0.00027498+0.0013204i,2.9056e-05+0.001184i,0.00063706+0.00031815i,0.0010977-0.00018694i,0.0006258+5.2982e-05i,-0.00079733-0.00096067i,-0.0010849-0.001535i,-8.2599e-05-0.00058075i,0.00031531-6.2607e-05i,0.00022699-0.00024437i,0.00026077-0.0004279i,0.00015354-0.00057354i,-0.00036942-0.00041222i,-0.0011516-0.00019306i,-0.00071997-0.00031146i,-0.00018463-0.00029806i,-0.00068973-0.00010873i
0.00062105+3.9737e-05i,0.00097492+0.00061706i,0.0015296+0.00072569i,0.0010312+0.00015731i,0.00039589+0.00053412i,-5.7409e-05+0.0013851i,-0.000425+0.0013415i,-0.0002725+0.00089002i,-0.00027698+0.00074878i,0.00038228+0.0007169i,0.00082136+0.0004024i,0.00046816+0.00011756i,0.00016565+0.00024852i,-0.0001387+0.00070164i,-7.8367e-05+0.00072789i,0.00018193+0.00044171i,-0.00010195+0.00012247i,-0.00021787+5.6725e-05i,0.00023015+0.00030921i,0.00011324-0.00016232i,-0.00023022+0.00023075i,6.8108e-06+0.00037647i,0.00027713-0.00042821i
0.00041628+0.0010125i,-0.00067031+0.00082716i,-0.00084299+0.00052419i,0.00090466+0.00049946i,0.001931+0.00082629i,0.0010273+0.0014902i,0.00077144+0.0017493i,0.00055965+0.0011589i,-5.657e-05+0.00058555i,0.00051814+0.0011369i,0.00073661+0.00079186i,0.00065477-0.00016488i,0.00043087+0.00031834i,-0.00017952+0.00099391i,-0.00038483+0.00075782i,0.00017105+0.00082358i,0.0010878+0.0010271i,0.0011394+0.00049884i,0.00067235+0.00042943i,0.0001798+0.00030877i,-0.00028825+0.0001635i,-0.00067357+0.00085503i,-0.0012454+2.1755e-05i
0.0013235-0.00054617i,0.0013812-0.0016681i,5.2962e-05-0.0022947i,-0.00064447-0.0010593i,0.00013501+3.9896e-05i,0.00023328+0.00077173i,-0.00018153+0.00073943i,-3.2847e-05+0.00046235i,0.00063522+0.00065107i,0.00061708-5.3247e-05i,0.00050111-0.00050364i,-0.00051876-0.00044973i,-0.0010729-0.00077375i,-0.0010092-0.0005284i,-0.00053508+9.2213e-05i,0.00016908+0.00053694i,0.00064979-0.00027769i,0.00075915-0.00042486i,0.00052459+0.00052551i,1.7209e-05+0.000605i,-0.00042173-3.6723e-06i,-0.00044312-0.00078889i,0.00013949-0.00060499i
0.002886+0.0023942i,0.0039259+0.0016065i,0.003901+0.0011985i,0.001943+0.00095761i,0.00092284+0.00076222i,0.0011664+0.0015734i,0.00012541+0.0019888i,-0.00040587+0.0011933i,0.00044142+0.00048954i,0.00051502+0.00055234i,-0.00047162+0.00030452i,-0.000924-0.00034215i,-0.00069994-0.001119i,-0.0010097-0.00086459i,-0.0011373-7.5462e-05i,-0.00086518-0.00011306i,-0.00030937-0.0001901i,0.00032062+3.9944e-05i,0.00025727-0.00024607i,0.00010932-0.00047569i,0.00031999+9.9138e-05i,0.00049839+0.00028691i,0.00014564+0.00027266i
-9.8123e-05+8.9586e-05i,-0.00067162+0.0016476i,-0.00046715+0.0024632i,0.00065959+0.0015993i,0.00048151+0.00084587i,5.5123e-06+0.0014422i,0.00052525+0.0011851i,0.00015152+0.00048134i,0.0001779+3.2301e-08i,0.00086089-0.00069931i,-0.00017289-0.0005638i,-0.00084889+5.1579e-05i,-0.00028363+0.00059662i,-0.00031227+0.0011473i,-1.6978e-05+0.0014391i,0.00017192+0.0012636i,0.00066887+0.00038102i,0.0010388+0.0004398i,0.00040081+0.00058219i,-0.00041633-0.00071564i,-0.00015337-0.0010046i,0.00016872-2.2072e-06i,-0.00024537+0.00010946i
0.00027935-0.0010178i,-0.00024486-0.0019226i,-0.00067691-0.0019541i,-6.7985e-05-0.00094698i,0.0010304+0.00059532i,0.00072092+0.0015727i,-0.00037042+0.0018169i,0.00020447+0.0013913i,0.00060027+0.00067957i,-8.187e-05-1.897e-05i,-0.00025115-0.00055868i,9.2139e-05-0.00076389i,1.0956e-05-0.00039851i,-0.00028997-0.0002967i,-5.8658e-05-0.00025496i,0.00029395+0.00047502i,2.2997e-05+0.0010845i,0.00020778+0.0011108i,0.00049937+0.0011435i,-4.8763e-06-0.00020298i,-0.0003603-0.00092701i,-6.1754e-05-0.00060451i,-4.7079e-06-0.00067665i
0.0017102+0.00093331i,0.0020432+0.0021388i,0.0016138+0.0021099i,0.0013905+0.0013633i,0.0020229+0.0016072i,0.0012454+0.0023357i,0.00014681+0.002236i,7.5228e-05+0.00072426i,-0.00018214-0.00022213i,3.5151e-06-0.00055396i,0.00043704-0.00095545i,0.00025992-0.00041127i,0.00037411+0.00032587i,0.00027255-0.00012955i,-0.00026224-0.0012019i,7.754e-05-0.00053417i,0.00071995-9.2657e-05i,0.00082511-0.00018692i,-5.0943e-05+0.00014777i,-0.00034712+0.00061597i,7.9616e-05+0.00082486i,6.648e-05+0.00034144i,-0.00028329+0.00038151i
-0.00033237+0.00014568i,-0.00055324-0.00022489i,-0.00013861-0.00086467i,0.00029918-0.00075195i,-0.0001197+4.0583e-05i,3.8744e-05+0.00041603i,6.7728e-05+0.00028089i,-0.00090751+0.00057784i,-0.0010567+0.00048965i,-0.00025581+0.00012477i,0.00033603-0.00052465i,0.00010933-0.0012674i,-0.00099191-0.00097198i,-0.0010281+0.00058829i,-0.00022504+0.0014482i,1.3175e-05+0.000479i,-0.00013793+6.8914e-05i,-0.00027722+9.0115e-05i,-7.8862e-05-0.00020317i,0.00027516+3.0398e-05i,-0.00010552-0.00041876i,-0.00014119-0.00036604i,0.00013226+0.00030868i
0.0017627+0.0016158i,0.0020419+0.0016178i,0.00097991+0.0022777i,0.0012282+0.0022829i,0.00066244+0.0015488i,-0.00046473+0.0010393i,-1.2841e-05+0.0015728i,0.0002357+0.00099206i,0.00053862-0.00017546i,0.0004462-0.00042353i,6.5917e-05-0.00052528i,0.0006229-0.00068454i,0.0003031-0.0002138i,-0.00054337+3.4128e-05i,-0.00069348+0.00014728i,-0.00081757+0.0003957i,-0.00063878+0.00043232i,0.00021663+0.00020274i,0.00088077+0.00041167i,0.0011876+0.00046129i,0.00057166-2.0735e-05i,-0.0004461-0.0001336i,-0.00042367-0.00027808i
-0.0012731-0.0018969i,-0.00012245-0.0020187i,0.00047135-0.0016556i,0.00079025-0.0004337i,0.0014008+8.9452e-05i,0.0016156+0.00042077i,0.00085528+0.00076828i,0.00013276+0.00021967i,-0.00046138+0.00012663i,-0.00057178-0.00017982i,-0.0001017-0.00063249i,0.00033593-0.00043761i,0.00060144-0.00037372i,0.0013264-0.00056728i,0.0010765-0.00034691i,-0.00020071-6.8174e-05i,-0.00027498+0.00018906i,-0.00010646+8.3672e-05i,3.8961e-05+0.00026594i,-0.00039636+0.00028261i,-0.00081552-9.2238e-06i,-0.00013934+0.00067038i,0.00038046-0.00021912i
-0.00057439+0.0040366i,-0.00041403+0.0045203i,0.00085055+0.0052543i,0.0010846+0.0036452i,0.00032938+0.0010764i,0.00029725-0.00013944i,-1.7456e-05+0.00022666i,-0.00073709+0.0012039i,-0.00021445+0.0013131i,0.0006339+0.00045868i,0.00040359-0.00084512i,0.00058365-0.0011352i,0.00052857-0.0008441i,6.0114e-06-0.00095089i,-0.00078525-0.00069744i,-0.00049888-0.00022594i,0.0004038-0.00046917i,0.00038603-0.00054772i,-0.0003298-0.0001817i,-0.00058054-1.1307e-05i,-0.00073949+0.00027543i,-0.0011203+0.00029148i,-0.00066626+0.00030356i
-0.0011352+0.0011658i,-0.00040446+0.0012151i,0.0011035+0.0009693i,0.00198+0.0012429i,0.0025353+0.0010289i,0.0018779+0.00099832i,0.00066287+0.0013977i,0.00042843+0.00014431i,0.0007927-0.0008713i,0.00073121-0.0012519i,3.6557e-05-0.0012633i,0.0003772-0.0011369i,0.00052226-0.0011624i,0.00062332-0.00053998i,0.00098224-0.00011467i,0.00045269-0.00037823i,-0.00028056-0.00080744i,-0.00078663-0.00084975i,-0.0012668-0.00018037i,-0.0011025+0.0003946i,-9.5058e-05+0.00039989i,-0.00012916+0.0001404i,-0.00055479-3.0849e-05i
-0.0001617-0.00051265i,-0.00065885-0.00045342i,-0.00061178+0.00016897i,-0.00088642+8.5883e-05i,-0.00087664+0.00032074i,0.00016498+0.0004785i,0.00052686+7.8301e-05i,0.00015911-8.4423e-05i,-0.00010058+0.0003728i,-0.00012943+0.00043385i,0.00021827-2.6048e-05i,0.00047515+0.0004089i,0.00054547+0.00084294i,7.081e-05+0.00048885i,-0.00013812-7.5534e-05i,-0.00032869-0.00057531i,-0.00058581-0.0007701i,-0.00031477-0.00049044i,0.00037796-0.00036241i,0.00049639-0.00039407i,0.00052743-0.0002144i,0.00091403-0.00060125i,0.0011898-0.00011688i
5.6765e-05-0.00090747i,-0.0008059-0.00043279i,0.00017883-0.00027077i,0.0008181+0.0006371i,0.00051839+0.0012125i,0.00079296+0.0018766i,0.00084587+0.002065i,0.00010717+0.00073691i,-0.00010784+0.00013526i,0.00043849-0.00012854i,0.00050979-0.00025301i,0.00016287-0.00036101i,-0.00031561-0.00046146i,-0.00029418-5.1502e-05i,-0.00074623+0.00057121i,-0.001141+0.00050972i,-0.0013312-6.1306e-05i,-0.0013913-0.00020174i,-0.00065112-4.9557e-05i,-0.00035546+0.00053567i,0.00011678+0.000711i,0.00017093+0.00030735i,0.00027721-0.00028018i
-0.00095716-0.0018271i,-0.00099919-0.0015652i,-0.0018849-0.002445i,-0.0018478-0.0017183i,-2.3516e-05+0.00083722i,0.0013137+0.0021314i,0.0013318+0.0016288i,0.00071791+0.00041066i,0.00024987-0.00012653i,1.2852e-05-0.00030103i,-7.4854e-06-0.00065512i,0.00047272-0.00050004i,0.00095464-0.00043734i,0.0012433+5.8203e-05i,0.00078947+0.0011691i,0.0007056+0.0013537i,0.00040325+0.0010499i,-0.00035737+0.0010401i,9.5376e-05+0.0005108i,0.00041894-0.00043842i,-9.6369e-05-0.00043502i,-0.00084929-0.00022035i,-0.00049763+0.0002028i
-9.5746e-05+0.0027455i,0.00075629+0.0012504i,0.0020487+0.00042704i,0.0028771+0.0013076i,0.0014978+0.0016759i,0.00035592+0.00067533i,0.00018911+0.0003124i,0.00018946+0.00057041i,0.00010921+0.0002581i,0.00044914+8.972e-05i,0.00044397-8.4691e-05i,0.00020726-0.00046677i,-0.00089013-0.00089217i,-0.0010625-0.0011691i,-0.00033221-0.00075761i,-0.00015943-0.00025749i,-0.00058194-0.00033961i,-0.0012113-0.00026523i,-0.0013693+0.00015964i,-0.00034256+0.00034692i,0.0011852+0.00030649i,0.0012984-0.00035593i,0.00092829-0.00043954i
0.002194-7.6552e-05i,0.0013354-0.00034931i,0.00030563-0.0012543i,0.00048013-0.00075951i,0.00013181+0.00041327i,1.6932e-05+0.0011199i,0.00053493+0.0011682i,0.00067522+0.0007846i,0.00016074+0.00017998i,-0.00040875-0.00059574i,-0.00049287-0.00079956i,-0.00022123-0.00046211i,-0.00015899+0.00057982i,-0.00034355+0.0011876i,-0.00024456+0.00088832i,-9.2405e-05+0.00028454i,0.00023652+6.2199e-05i,0.00032386+0.00053942i,-0.00027099+0.001124i,-0.00034075+0.0012424i,-0.00045412+0.0010487i,-0.00078075+0.00033852i,-0.00027157-0.00031572i
-0.00015796-0.0012282i,-0.0016151-0.0013627i,-0.0025378-0.0013674i,-0.0016129-1.9872e-05i,-0.00011407+0.0013438i,0.00038549+0.0012854i,0.00032914+0.00043313i,6.5332e-05-0.00046772i,-0.00041534-0.00033278i,8.2016e-05+0.00020303i,0.00047452+4.9771e-05i,0.00079792-0.00064483i,0.0011833-0.00042223i,0.00095607+0.00034345i,-0.00023215+0.0007308i,-0.00073213+0.00073748i,-0.00031654+0.00020704i,-1.4493e-05-0.0005957i,0.00071066-0.00070208i,0.00091505+0.00033328i,-0.00038175+0.0010863i,-0.0018367+0.00056684i,-0.0015542+0.00019717i
0.0014547+0.00024094i,0.0023586+0.0011135i,0.0019175+0.0016513i,0.0016546+0.0012245i,0.0021397+0.00094769i,0.0024407+0.00091243i,0.0022599+0.00056509i,0.0016446+0.00043454i,0.0005129+0.0015567i,-0.00019857+0.001873i,-3.9644e-05+0.00078501i,0.00022451+0.00044369i,0.00028998+0.00028191i,0.00017249+1.8144e-05i,0.00075849+0.00037116i,0.00087568+0.00053712i,0.00030548+0.00016219i,-0.00013033+5.2875e-05i,-0.00041784-0.00013206i,-0.00015247+0.00022451i,-3.4865e-05+0.00049847i,0.00034428-0.00022841i,0.00043033+0.00020587i
