-7.3284e-05-0.0003496i,0.00027399-0.00076315i,-0.00032464-0.0020356i,-0.0015562-0.0024651i,-0.0016403-0.0007323i,-0.0019669+0.0012411i,-0.00183+0.00074363i,-0.00055022+0.0010754i,0.00017287+0.0021502i,0.00081558+0.0011249i,0.0007264+3.2406e-05i,0.00017886-0.00029515i,5.0809e-05-0.00023123i,-0.00031531-1.0997e-05i,0.00033995-0.00015113i,0.0010377-0.00014904i,0.0007416+0.00048613i,0.00062316+0.00051033i,0.00097757+0.00011492i,0.0014938+0.00026652i,0.0014009+0.00013474i,0.00050953-3.4294e-05i,1.0505e-05-0.00036164i
-0.00093318-0.00062985i,-0.0014268-0.00075506i,-0.0014075-0.00095549i,-0.0012142-0.00074845i,-0.00046926+0.00017635i,-0.00023598+0.00078676i,-0.00018838+0.00075809i,-9.9876e-05+0.0012793i,-9.2025e-05+0.0017628i,5.9225e-05+0.00095345i,0.0002781+0.00017524i,0.00099792+0.00044815i,0.001026+0.00051217i,0.00080142+0.00028866i,0.00063088+0.00086099i,0.00030919+0.00067627i,0.00063794+0.0001602i,0.00096103+0.00021007i,0.00075819+0.0005715i,0.000328+8.9486e-05i,0.00086653+0.00021761i,0.0011905+0.0004331i,0.00076373-0.00034889i
-0.00048291-0.0010654i,-0.0016345-0.00040512i,-0.0015694-5.5019e-05i,-0.00072506-0.00052105i,0.00034126+1.8429e-05i,0.00038989+0.0002791i,-0.0013142+0.00053041i,-0.0020996+0.0013536i,-0.0012062+0.0012053i,0.00032048+0.00023813i,0.0007515-0.00027394i,0.000146+0.00034195i,-0.00010186+0.0010797i,-0.00043094+0.0012338i,2.2056e-05+0.00072917i,0.00039888+0.00046581i,9.5416e-05+0.00069101i,0.00015479+0.00077912i,-0.00040226+0.0011369i,-0.00077328+0.0012443i,-0.00051012+0.00032005i,-0.0007351+0.00012848i,-0.00096448+5.7902e-05i
-0.0013083-0.0012023i,-0.00083216-0.0013473i,-0.00043686-0.0017655i,-0.00023873-0.00079735i,-0.00081135-9.3109e-05i,-0.00055251-0.00058565i,-0.00022087-0.00046964i,-0.00099766+0.00044829i,-0.0008658+0.00034422i,-0.00026058+3.4571e-05i,0.00048033-0.00032579i,0.00087209+0.00030948i,0.00066372+0.00084254i,0.00025364+0.00056712i,-0.00033525+0.00041684i,-0.00037765+0.00086067i,4.7479e-05+0.0014309i,0.00016+0.0014424i,0.00053044+0.00018204i,0.0010046-0.00034037i,0.00042504-0.00054749i,0.00070671-0.0010694i,0.0010047-0.00055131i
-0.0015175-0.00063018i,-0.0020481-0.0011614i,-0.0021157-0.00021501i,-0.0010968+0.00069724i,0.00023396+0.00036364i,0.00095644-0.00068807i,0.000649-0.00097765i,0.00036264+0.00042799i,-9.9299e-05+0.0010525i,0.00040799+0.00063703i,0.00103+0.00024963i,0.00038812+0.00038316i,-0.00032738+0.00089518i,-0.00076833+0.0006996i,-0.00068057+0.00028349i,0.00027356+0.00062544i,0.0010157+0.0011485i,0.0003104+0.00078957i,0.00039277+0.00026266i,0.00088673+0.00072616i,0.00032727+0.00084267i,0.00015019+0.00044227i,0.00065908-0.00014148i
-0.00051489-0.00018159i,-0.0015908-0.00030697i,-0.0018543+0.00011498i,-0.00098915+4.5684e-05i,-0.00066423+0.00029625i,0.0002512+0.00021156i,0.00022487+0.00081443i,-0.00067659+0.0011146i,0.00014171+0.0012178i,0.0010768+0.0015093i,0.00078685+0.0010453i,0.00034165+0.00063294i,0.00024568+0.00056735i,-3.0031e-05+0.00044772i,0.00010043+0.0005184i,0.00068777+5.1811e-05i,0.00083989-0.00022899i,0.00094132+0.00016052i,0.00096674-9.9291e-05i,0.00088137-0.00074053i,0.00053226-0.00035292i,-0.00035561+0.00041068i,-0.00094792+0.0007627i
-0.0014046+8.7432e-05i,-0.0024582-0.00026804i,-0.0016826-5.671e-05i,-0.00049141-0.00066373i,0.00066792-0.0011114i,0.0010701-0.00097388i,0.00037136-0.00037144i,0.00034148+0.00023774i,0.00048704+0.00095845i,0.00086411+0.0014806i,0.00087492+0.0010097i,0.00034575+0.00053546i,0.00014376+0.00011839i,-9.9885e-05-0.00023015i,-0.00045473+9.9378e-05i,-3.3513e-05+0.0011838i,-0.0001601+0.0014311i,0.00010836+0.0005301i,0.00017329+0.00010975i,-0.00029064-2.1226e-05i,-0.00016415-0.00040165i,-0.0001141-0.00055537i,-4.2548e-05-0.00044705i
-0.00053782-0.0011446i,-0.00069224-0.00039576i,-0.0021962-6.6627e-05i,-0.0026463+0.00024227i,-0.001165+0.00040605i,-3.7004e-05+0.00061105i,0.00013705+0.00041765i,-0.00028361+0.00061718i,-0.00080403+0.00083504i,-0.00043143+0.00061072i,0.00037886+0.00014393i,0.00075282-0.00024082i,0.00083014-0.00036024i,0.0012205+3.7815e-05i,0.00090103+0.00038948i,0.00046726+7.0844e-05i,0.00027661-0.0005343i,-9.582e-05-0.00085956i,1.0768e-05-0.00094121i,0.00017068-0.001112i,0.00052556-0.0010121i,0.00084326-0.00066258i,0.00059842-0.00018844i
-0.00024967+0.00010811i,-0.0013151-0.00093902i,-0.0021563-0.0022774i,-0.0017722-0.0020721i,-0.0010097-0.00082073i,-0.0010232-0.00013186i,-0.00149+0.00035095i,-0.001295+0.00061142i,-0.00089922+0.00057928i,0.00010573+0.00016058i,-6.8384e-06-0.00034552i,-0.00096466-0.0002122i,-0.00074891+7.4563e-06i,-6.7587e-05-0.00023815i,0.0004663+0.00039296i,0.00052873+0.00055898i,0.00040743+0.0002972i,0.00023972+2.1361e-05i,0.00041331-0.00019027i,0.0009939+3.0408e-05i,0.00094076+0.00016335i,0.00085557-0.00082374i,0.00048432-0.0010824i
-0.00093179-0.00052845i,-0.00026672-0.00039958i,0.00065455-0.00075998i,0.00098858-0.00016597i,0.0010091+0.00028254i,0.00044721-5.5923e-05i,-0.00010577+0.00020243i,-0.00083765+0.00033463i,-0.00032944+0.00057545i,0.00065112+0.00069935i,0.0012399+0.00067777i,0.0015199+0.00076298i,0.0007681+0.00058412i,0.00011359+0.00050936i,9.551e-05+0.00085248i,0.0001428+0.00018798i,0.00025418-0.00025852i,0.00032265-4.6394e-05i,-0.0002612+9.4348e-05i,0.00017486-0.00015472i,0.0011123-0.00084538i,0.00025594-0.00075256i,-0.00024796-0.00096784i
-5.5355e-05-0.0006219i,0.00076185-0.00076004i,0.00023261-0.00011351i,-0.00053482+0.0010346i,-0.00087459+0.0018316i,-0.0007752+0.00073406i,-0.00096297-0.00024938i,-0.00089556-9.5067e-05i,0.0001843+0.00069264i,0.00077994+0.00077221i,0.0005881+0.0003288i,0.00060788-0.00045656i,0.00044606-0.00057651i,0.00022943+2.5668e-05i,0.00043711+0.00073841i,-1.6536e-05+0.00074034i,-9.8801e-05-0.0006895i,0.00037023-0.00074925i,0.00052548+0.00013611i,0.0002176+0.00017948i,7.251e-05-0.00031782i,0.00049411-0.00070192i,0.00039693-0.00099127i
-0.0022938-0.00044421i,-0.0016356+0.00060014i,-0.0014241+0.00098477i,-0.0002093+0.0012764i,0.0004108+0.0015448i,-0.0002092+0.001211i,2.9166e-05-2.9868e-05i,0.0003097-0.00036989i,-0.00028032+1.2147e-05i,-0.00028434+0.00029894i,-0.0004203+0.00059301i,-0.00028573+0.00012032i,-0.00040332-0.00065374i,-0.0004168-0.00033827i,-0.00055964-8.7946e-05i,6.9603e-05+0.00030797i,0.0010798+0.00098754i,0.0014473+0.00080506i,0.0010204-4.017e-05i,0.00053654-0.00032292i,0.00040811-0.00022601i,-0.00019126-0.0014068i,-0.00040552-0.0018427i
-0.0012316-0.00029614i,-0.0029268-0.0010777i,-0.0026487-0.00060635i,-0.00084935+0.00022159i,0.00079952-5.181e-06i,0.0011355+0.00058313i,0.00034533+0.00047802i,-5.9313e-06+0.00011341i,0.00012454+0.0007083i,0.00049492+0.00076567i,0.0011314+0.00045557i,0.001319+7.5036e-05i,0.001104+0.0003847i,0.00064176+0.00082327i,0.00055911+0.00068438i,0.00082664+0.0008053i,0.00043262+0.0012002i,-5.1389e-06+0.00030254i,1.4776e-05-0.00012518i,0.00018915+7.6674e-05i,0.00032229-0.00020367i,0.0005738+0.00015895i,0.00015271+0.00079805i
-0.0022799-0.0018299i,-0.0027305-0.0017483i,-0.0014105-0.0015159i,-0.00069431-0.00037816i,-0.00020412+0.00077045i,0.00024347+0.00052342i,-0.00023043-0.00024294i,-0.00088511+0.00024617i,-0.00050089+0.00053391i,8.5654e-05-0.00020806i,6.9377e-05-0.00017659i,0.00024243+3.3094e-06i,0.0002084-0.00061765i,3.0058e-05-0.00084868i,-0.00019059-0.00033858i,-2.1495e-05+0.00030639i,0.00062154+0.00024335i,0.0009807+0.00037403i,0.00043921+0.00060575i,-0.00078552+0.00019441i,-0.00068311-8.0093e-05i,-5.6651e-07-0.00058251i,-0.00050853-0.00010032i
-0.00039752-0.00079324i,-0.0010246-0.0013491i,-0.00074758-0.00087097i,-0.00048416-0.00035105i,0.00034106+0.00012247i,0.00072259-7.9094e-05i,-0.00044121-0.0011855i,-0.00085902-0.0010067i,3.58e-05+6.6271e-05i,0.0010969+0.00053917i,0.00084483+0.00028165i,3.6074e-06-0.00071308i,-4.5698e-05-0.00048035i,0.00014403+0.00058899i,-0.00012603+0.00073524i,-0.00026953+0.00069923i,-0.00014113+0.00083911i,-2.2777e-05+0.001129i,0.00017634+0.0002921i,0.0010546-0.0008391i,0.0011479-0.0010263i,0.00062783-0.00024828i,0.0003234+0.00043167i
-0.00079273+4.0648e-05i,-0.0011667+0.00014817i,-0.00055569+0.00012363i,0.00044158+9.7523e-05i,0.00060191-0.000301i,0.00049576+0.00039584i,0.00042126+0.0014733i,0.00018612+0.0014931i,-0.00086178+0.0014338i,-0.00081071+0.0014166i,0.0001228+0.00049704i,0.00020897-0.00019307i,9.5571e-06-0.0001054i,0.00024047+0.00038979i,0.00059651+0.0008095i,0.00026983+0.00044402i,-0.00028194+0.00055831i,-5.7234e-05+0.00097701i,3.4244e-05+0.0007945i,-0.0004311+0.00029934i,-0.00042227-0.00018665i,-0.00023412-0.00015146i,4.4929e-05-0.00030061i
-0.0016563-0.00083354i,-0.0024531-0.0016169i,-0.00092513-0.0018535i,0.00010174-0.001366i,-0.00041191-0.0015054i,-0.0012215-0.0012426i,-0.001408-0.0005734i,-0.00084647+0.00018829i,-0.0005587+0.0013336i,9.8911e-05+0.00039314i,0.00071157-0.00066798i,0.00050695-0.00059376i,-0.00016638-0.00028869i,-0.00066753+0.00025668i,-0.0005942+0.00069092i,-0.00012704+0.00020539i,-0.00014196+0.00052337i,-0.00049946+0.0015156i,-0.00054193+0.0014254i,-0.00029748+0.00051986i,0.00026454+2.4199e-06i,0.00085986-8.5415e-05i,0.00096597-0.00018072i
-0.00048435+0.0013113i,-0.0016577+0.00093741i,-0.0011762+8.0937e-05i,7.7624e-05-0.0011635i,0.00095416-0.001839i,9.2567e-05-0.0016818i,-0.00091349-0.00023109i,-0.00084009+0.0012519i,-1.9885e-05+0.001408i,0.00050567+0.00074715i,0.00023952+0.0007061i,0.00055539+0.00038851i,0.00098154+0.0001572i,0.0013313+0.00065759i,0.0009928+0.00066971i,0.00042666+0.00010134i,2.6709e-05-0.00043109i,0.00024019+0.00023304i,0.0007014+0.00041779i,0.00031677-0.00044446i,5.9308e-05-0.00017583i,-4.8147e-05+0.00012086i,-0.0003899-9.6162e-05i
-0.0012422-0.0015781i,-0.0019772-0.0024238i,-0.0011874-0.0013788i,-0.00053492-0.00022179i,-0.00047441-0.0003927i,6.4959e-05-0.00042904i,0.00050891+0.00025388i,-0.00018513+0.00044985i,-0.00030997+0.00035417i,0.0001869+0.00012504i,0.00078342+0.00032833i,0.00027279-3.6068e-05i,0.00016148+3.6867e-05i,0.00027401+0.00042494i,0.00018031+0.00072721i,0.00027795+0.0008291i,-0.00027159+0.00067789i,-0.00064191+0.00035317i,-0.00052957+0.00045643i,-0.00065196+0.0005727i,-0.00079313+0.00040415i,-0.00027544-4.6551e-05i,0.00019649-0.00033402i
-0.00033328-0.0011347i,-0.0014684-0.0017305i,-0.00097167-0.0014709i,-0.0011344-0.00118i,-0.0014473-0.00097012i,-0.00089136-0.00058008i,-0.001092-6.3976e-06i,-0.0006329+0.00043426i,0.00042771+0.0010926i,0.00067927+0.0010301i,0.00045128-0.00029104i,0.00041826-0.00050508i,0.00060449+0.00019288i,0.00020228+0.00028957i,-0.00042751+7.3048e-05i,-0.00014818+8.3684e-05i,0.00041985+0.00010526i,0.00027216+0.00043162i,0.00036373+0.00032523i,0.0011374+0.00012459i,0.00047099+2.0426e-05i,-0.0002854-0.00035355i,-0.0005358+8.9751e-05i
-0.00027459+0.00062223i,0.00015319-0.0003997i,0.0012025-0.00017515i,0.00042282-0.00082335i,0.00011652-0.0013017i,-0.00012552-0.0012293i,-0.0010818-0.00060487i,-0.001213-5.2663e-05i,-0.00020707+0.0005203i,0.00038679+0.00075903i,0.00031362+0.00024404i,0.000354+0.00029248i,0.00045569+0.00030965i,0.00029726+1.5399e-06i,0.00035873+0.00019552i,0.00024279+0.000178i,0.00048385+0.00062575i,0.0011261+0.00065247i,0.0010572+0.00059081i,0.00072469+0.00045786i,9.5514e-05+0.00022622i,0.0003466+0.00020374i,0.00040299-0.00017538i
-8.5345e-05-0.0011813i,0.00016738-0.00061693i,-0.00059979-0.00051314i,-0.0008349-0.00029655i,-3.0859e-05+1.5925e-05i,0.0003072+0.00039939i,-3.415e-05+0.00023982i,4.9372e-05+0.00018312i,0.00038751+0.0010778i,8.6763e-05+0.0016902i,-0.00023995+0.00033247i,0.00041042-0.00078441i,0.00031414-0.00048362i,-0.00038787-0.0001789i,-0.00063404+0.00017806i,-0.00045754+5.4529e-05i,-0.00031759-0.00025672i,-1.0776e-05+0.00013521i,0.00023997+0.00092567i,-0.00014863+0.00059128i,-0.00071442-0.00011908i,-0.0010519-0.00061784i,-0.00045339-0.00064358i
-0.0014975+0.0001376i,-0.0015813+7.4526e-05i,-0.0014246-0.00017378i,-0.00071521+0.00097662i,0.00052115+0.001334i,0.0012058+0.0003164i,-0.0001041-0.00061777i,-0.0010443-0.00044725i,-0.00075195+0.00011672i,-0.00058022-0.00044939i,0.00021882-0.00026722i,0.00057091+5.5092e-06i,0.000692-0.00055496i,0.00070508+0.00012168i,0.00035932+0.00070783i,0.00055084+0.0005458i,0.0003457+0.00069901i,-0.00010514-8.2542e-05i,2.5002e-05+8.5928e-05i,0.00054115+0.001339i,0.00022627+0.0014701i,-0.00022915+0.00067987i,0.00054348-0.00021388i
-0.0005313-0.0016756i,-0.00058771-0.0015589i,-0.0014644-0.0012466i,-0.0012987-0.00054747i,-0.00041334-6.1845e-05i,-7.4618e-05+0.00054596i,-0.00021138+0.00081437i,-0.00019419+0.00058165i,0.00073881+0.00075059i,0.0011432+0.00014888i,0.0007179-0.000375i,0.0005266-0.00026746i,0.00037559-0.00010805i,0.0013103+0.00025867i,0.0015516+0.00061666i,0.00041486+0.0013002i,-0.00054083+0.0016549i,-0.00063932+0.0012186i,0.00013803+5.5109e-05i,0.00047349+0.00010434i,0.00023301+0.00041314i,-0.00010608-0.00030923i,-0.00026081-0.00061017i
0.0021227-0.0029713i,0.0013242-0.0025226i,-7.0712e-05-0.002292i,-0.00073259-0.00056843i,-0.00054205+0.0011081i,-0.00020698+0.0012384i,0.00011899+0.0004661i,-0.00043575+0.00074799i,-0.00098554+0.00077981i,-0.00088434+0.00027511i,-0.00059369-1.0142e-05i,0.00026522-0.00025651i,0.00026233-0.00052869i,-5.8692e-05-2.9878e-05i,5.3147e-05+0.00041391i,0.001097+0.00048696i,0.00068747+0.00064383i,-3.5956e-05+0.00036955i,0.00010663+0.00030017i,-7.7749e-05+0.000452i,0.00017471+0.0011158i,0.00020319+0.0012802i,9.7041e-05+0.0010549i
-0.00065819-0.0011868i,-0.00091678-0.0023399i,-0.0010641-0.0016117i,-0.00082244-0.00052348i,-0.00061372+0.00049252i,-0.00042808+0.00067672i,-0.0004351-0.0003852i,-0.0002334-0.00058396i,0.00021095+0.00077958i,0.00025497+0.00088953i,0.00015616+0.00031217i,0.00045965+0.00068744i,0.0007314+0.00058631i,7.5954e-05-0.0001347i,-0.0010265-0.00021482i,-0.00074483+0.0003687i,-0.00013428+0.00063666i,0.0002276+0.00012207i,0.0010826-0.00039664i,0.00077931-0.00011007i,-0.00057538+0.00010817i,-0.00064075-0.0002965i,-2.4507e-05-0.00069169i
-0.0028111-0.00067121i,-0.0028272-0.0011154i,-0.0028777-0.0005077i,-0.0014849-0.0003448i,-0.00031831-0.00042794i,-0.00032194-0.00082126i,-0.0005929-0.0010844i,-0.00011477-0.0004073i,-6.9752e-05+0.00033961i,-8.16e-05+0.00027248i,0.0004163-0.00036221i,0.00054915-0.0011065i,0.00034085-0.00070862i,0.00015168-0.00040534i,-0.00037047-0.00064153i,-0.00058934+0.00020538i,-0.00056151+0.00090293i,-0.00049553+0.00065978i,-1.8211e-05+0.00076452i,0.00079428+0.00044728i,0.00012003-0.00020897i,-0.0010009+0.00045142i,-0.00052825+0.0007306i
-0.0017993-0.001259i,-0.0024874-0.0011352i,-0.0022116+0.00029609i,-0.0018622+0.0001697i,-0.0010293+9.3701e-05i,-0.00037234+0.00019075i,-0.00082528-0.00074095i,-0.00091494-0.00022228i,-0.00039032+0.00073237i,0.00042477+0.00079977i,0.00087313+0.00061803i,0.00062782+9.3545e-05i,0.00015856-0.00037842i,0.0003881-0.00035102i,0.00073718-0.00040597i,-1.6269e-06-0.00024013i,-0.00015309+9.6246e-05i,0.00062937+0.00017548i,0.00095681+4.6668e-05i,0.0005357-0.00020422i,0.00030892-0.00031487i,-0.0002003-0.00027687i,-0.00036084-0.00013202i
-0.00096653-8.6314e-05i,-0.00060967+0.00018752i,-0.0012271+0.00069415i,-0.00075952+0.00091601i,0.00056144+0.00045636i,0.00052094+0.00014821i,-0.00033306+0.00021831i,-0.0010032+5.0094e-05i,-0.0011134+0.00033185i,0.00033252+0.00028961i,0.0015037+0.00020515i,0.00092948+6.6861e-05i,0.00063811+0.00010039i,0.000815+0.000374i,0.00090133+0.0013661i,0.00074917+0.0013009i,0.0012812+0.00015167i,0.00099264-0.00022904i,-6.4088e-05-0.00044372i,-0.00042762-0.00049089i,-0.00054333-0.00034109i,-0.00022508-0.00030287i,0.00013904-0.00043497i
-0.00076078-0.0015428i,-0.0017483-0.0011036i,-0.002176-0.0001827i,-0.0013563-0.00045917i,-0.0010832-0.00057395i,-0.00078729+3.8107e-05i,-0.00026953+0.00025776i,-0.00063259+0.00054367i,-0.00040296+0.0012251i,0.00037375+0.0007186i,0.00079855-0.00026819i,0.00076978-3.2426e-05i,0.00029018-0.00026562i,-4.7657e-05-0.0002059i,-0.00010584+0.0004194i,0.00024776+0.0011645i,0.00051124+0.0015498i,0.00041198+0.001538i,6.9461e-06+0.0011456i,0.00011971-0.00019172i,0.00039832-0.00039051i,0.00035043-6.0003e-06i,0.00051035-0.00016579i
-0.00043748-0.0011236i,-0.0011743-0.0015493i,-0.00062402-0.00079314i,2.6451e-05+0.00066094i,-0.00021674+0.0012445i,-0.00055949+0.00015063i,-0.00047283-0.00076429i,-0.00038733-0.00036695i,-0.0005632+0.00032646i,3.5791e-05+0.00033244i,0.00042984+5.7919e-05i,-0.00017828-0.00014122i,-0.00021698-0.00029007i,-8.5286e-05-0.00073132i,0.00013746-0.00059854i,0.00073381-0.00018067i,0.00047499-3.0158e-05i,-0.00075713+0.00014711i,-0.0007696+0.00073073i,0.00012089+0.00039245i,0.00054662+5.8098e-06i,0.00075503+9.9943e-05i,0.00037731-0.00029616i
0.00020249+0.0012117i,-0.0015042+0.0015994i,-0.0016195+0.00088143i,-0.00085323-0.00020041i,6.5345e-05-0.0008027i,0.00027672-0.0017028i,-5.0911e-05-0.0010726i,-0.00084712+0.00082742i,-0.00081209+0.001765i,0.0003524+0.0015153i,0.00073517+0.00078058i,0.00070154+0.0002317i,0.00015077+0.00025016i,1.6296e-05+0.00076092i,0.00095932+0.0011306i,0.0010227+0.00076299i,0.00021589+0.00056897i,-0.00011304+0.00082842i,-0.00026964+0.00089109i,-0.00082223+0.00049932i,-0.00085718+0.00068335i,-0.00056414+0.0013103i,6.239e-05+0.0010611i
-0.00081573-0.001708i,-0.00029287-0.0016121i,-0.00069673-0.0014331i,-0.00097787-0.0010419i,-0.00049889-0.00036612i,-8.3975e-05+0.0001594i,-0.00012662+0.00070978i,-0.00049714+0.0010826i,-0.00048891+0.00070123i,-0.00035904+3.6038e-05i,-0.00011005-5.9691e-05i,-5.1091e-06-9.029e-05i,-4.036e-05+0.00021275i,-0.00012636+0.00061168i,-0.00026055+0.00013945i,0.00053889-9.6795e-05i,0.00047509+0.00035675i,-0.00011959+0.00071716i,-5.1674e-05+0.00043023i,0.00028484+0.00061951i,-2.211e-05+0.00084847i,-0.00095014+0.00052038i,-0.00063166+0.00026955i
-0.0015628-0.0014092i,-0.0014512-0.0012571i,-0.001441-0.0015074i,-0.00068104-0.00067011i,0.00044666+0.00088574i,0.0011308+0.0012707i,0.00031194+0.0011809i,-0.00094444+0.0011319i,-0.0010093+0.00053142i,-0.00013047-0.00015187i,0.0012132-0.00016143i,0.0016766+0.00046747i,0.00057898+0.00062104i,-0.00022433+0.00014964i,-4.8298e-05+0.00077902i,0.00034371+0.0012525i,0.00015488+0.00099401i,-0.00035027+0.00092716i,-0.00018104+0.00075857i,0.00031789+0.00057974i,-0.00019056+0.00032475i,-0.00075827+0.00075708i,-0.00053429+0.0012163i
-0.00049739-0.00096544i,-0.00055253-0.00096922i,-0.00010484+0.00042701i,5.692e-05+0.0013339i,5.6085e-05+0.0013056i,-3.3498e-05+0.0014295i,0.00012802+0.00058172i,0.00033371+0.00020361i,0.000128+0.0011916i,7.6685e-05+0.0011871i,0.00019222+0.00064587i,0.00054696+0.00076082i,0.00095349+0.00076608i,0.0012646+0.00085159i,0.0011653+0.00046862i,0.0012559+0.0001547i,0.0015917+0.00024258i,0.00047507+0.00035121i,-0.00024503+0.00019477i,0.00049182+1.6191e-05i,0.00059259-0.00049271i,-0.0004121-0.00075023i,-0.00058198-0.00029002i
-0.0017826-0.0012547i,-0.0027128-0.0012656i,-0.0030249-0.0010882i,-0.001606-0.00095634i,0.00039499-0.00087993i,0.00078265-0.0012197i,0.00022988-0.0010854i,-0.00086068-0.00038742i,-0.0011265+0.0010492i,-0.00036631+0.001599i,0.00017574+0.00040268i,0.00036278-0.00061949i,0.000258-0.0010164i,0.00010965-0.00097952i,-0.00020501-0.00011928i,-0.00011492+0.00054095i,-0.00037797+0.0003719i,-0.00064242+0.00044658i,-0.00018291+0.00095136i,0.00012076+0.00070792i,0.00027159+8.5875e-06i,0.00019523-0.00023504i,0.00017641-0.00030527i
-0.0017972+0.00028949i,-0.0016687-0.00045498i,-0.0010749+0.00070101i,0.00033893+0.0011704i,0.00099671+0.00059014i,0.00099243-0.00016269i,0.00027884-0.00090559i,-0.00027241-2.4755e-05i,-0.00013275+0.001291i,0.00023457+0.00084921i,0.00047642-0.00053406i,0.00047054-0.0011942i,0.00076812-0.00023109i,0.0010454+0.00093119i,0.00019103+0.00078579i,-0.00013989+0.00050024i,5.5574e-05+0.00064244i,1.3206e-05+0.0010483i,0.00018955+0.00055097i,-9.3392e-05-0.00069083i,-0.00076202-0.0011212i,-0.00061117-0.00085145i,0.00073012-0.00018448i
-0.001419-0.0001134i,-0.0011939-0.00078374i,-0.0010833-0.0013651i,-0.00039178-0.0012588i,0.00033264-0.00029269i,0.0001882-0.00020191i,-0.00038107-0.00053726i,-0.0010376-0.00021479i,-0.00068089+0.00066409i,0.0008183+0.0001187i,0.0020824-0.00042588i,0.0014075+0.00046484i,0.00025247+0.0012417i,0.00021724+0.0012859i,-0.00016994+0.00037491i,-0.00021863-2.0176e-05i,0.0005205+0.0003517i,0.00078382+0.00072839i,3.033e-05+0.00025752i,-0.00044444-1.9203e-05i,-0.00013826-0.00029713i,0.00066213-0.00043439i,0.0011536-1.5424e-05i
-0.0016896-0.00034433i,-0.0021247-0.0015692i,-0.0013471-0.0011806i,-0.00016261+0.00010684i,0.00014798+0.00029641i,0.0010581-0.00050163i,0.00071114-5.8923e-05i,-0.00052443+0.00057652i,-8.4317e-05+0.0010562i,0.0005765+0.001397i,0.00021882+0.0007389i,4.2628e-05+9.6238e-05i,4.6106e-05+0.000276i,-0.00012498+0.00077816i,1.3585e-05+0.00091721i,-0.00027019+0.0015171i,-0.00044608+0.0013693i,0.00049346+0.00046657i,0.0010834+0.00011724i,0.00083432+0.00059649i,0.00056298+0.00039822i,6.1322e-05-0.00037342i,-1.584e-05-0.00079517i
-0.0021283+0.00025918i,-0.0034348+0.00012453i,-0.0022825+0.00080585i,-0.00084425+0.0013304i,0.00050639+0.0014551i,0.00092434+0.00058796i,0.00072396+9.287e-05i,-0.00031775+0.00077705i,-0.00034252+0.00094738i,0.00083685+0.00033281i,0.00096626-0.00045707i,0.00042578+0.00012144i,-0.00066834+0.00069632i,-0.00067914+0.00056341i,6.3741e-05+0.00048067i,0.00012656+0.00046728i,3.6385e-05+0.00048894i,-0.00050547+0.00055951i,-0.00092224+0.00025223i,-0.00052756-0.00050673i,4.9723e-05-0.00056078i,0.00060119-0.00061167i,0.00081148-0.00090785i
-0.00040565-0.00086506i,-0.0010766-0.0012294i,-0.00095794-0.0013041i,-0.0016942-0.00099249i,-0.001632-0.00074557i,-0.0010303-0.00015564i,-0.0012143+0.00049991i,-0.0013917+7.1809e-05i,-0.00036759-0.00069324i,0.0005067-0.00078265i,0.00095114-0.0004382i,0.0010166+0.00011906i,0.00047797+0.0003417i,0.00032657+1.9787e-05i,0.00077172+0.00027545i,0.00043015+0.00093952i,-0.00033958+0.0006145i,-0.00035833+0.00048422i,-0.00053068+0.0011192i,-0.00078937+0.0005973i,-0.00051718-0.00017104i,-0.0003227-0.00011657i,-0.00012361+0.00038923i
-0.00022803-0.001714i,-0.0013281-0.0013061i,-0.0021176-0.0020796i,-0.001425-0.0011896i,-0.00089366-0.00051368i,-0.00029107-0.00052474i,-0.00025898-0.00086934i,-0.00094489-0.00098802i,-0.00059129-0.0003016i,-0.00031964+0.00036021i,-0.00046162-9.4626e-05i,-0.00048562-0.00049881i,-0.00062299-0.00029678i,-0.00064621-0.00039175i,-0.00036477-0.00054044i,-0.00034073+0.000202i,-0.0001091+0.00083992i,-0.00029914+0.00044001i,0.00034963-8.793e-05i,0.0011674-0.00016237i,0.0010337+0.00016503i,0.0006542+0.00023025i,-0.00024043-0.00033717i
-0.0010399-0.00083823i,-0.00051496-0.0013356i,-3.7756e-06-0.0010368i,9.4799e-05-0.00030108i,0.0002332-0.00021699i,-0.00036686-0.00014739i,-0.0013705+0.00052725i,-0.0014406+0.00098855i,-0.0010959+0.0011837i,-0.00050391+0.0010053i,0.00032776+0.00034346i,0.00056637+3.0915e-06i,0.00037227+9.5399e-05i,0.00044696-0.000101i,0.00045086-0.00044854i,0.00042124+4.8866e-05i,0.00041828+0.00055712i,-1.0524e-05+0.00057825i,-6.4653e-05+0.00041579i,0.00046709+0.00036023i,0.0011242+8.4119e-06i,0.00069284-0.00050241i,-0.00010447-8.1343e-05i
