-0.0029471+0.002019i,-0.00094887+0.0028323i,-0.00018174+0.0028875i,-8.2551e-05+0.0016702i,-0.00059151+0.0012807i,-0.00069471+0.00023433i,-0.00011046-0.00059181i,0.00073444-5.8522e-05i,0.00094273+2.5317e-05i,0.0006804-0.00059849i,0.0012399-0.00040375i,0.00094517-0.0004035i,0.000119-0.00067946i,-1.7354e-05-0.00077049i,-0.0002127-0.00057483i,-0.00073641+7.1075e-05i,-0.00098397+0.00015901i,-0.00067411-0.00035701i,-0.00057194-0.00075798i,-0.00065169-0.00065794i,-0.00054002+0.00057909i,-0.00090309+0.00061071i,-0.00036186-0.00035206i
0.00073245+0.00079175i,0.00076006+0.001296i,-0.00030228+0.0013007i,-0.002147+0.00019705i,-0.002699-0.00022618i,-0.00231-4.2419e-05i,-0.0028793+0.00016975i,-0.002548+0.0001815i,-0.0014377+0.00011337i,-0.00033691+0.00024631i,0.00044159+0.00042654i,0.00033492+7.0321e-05i,0.00033099-9.3649e-05i,8.4814e-06+0.00022607i,-0.00066415+0.00042491i,-0.00070192+0.00049711i,-0.00022153-0.00017172i,7.7071e-05-0.00031856i,0.00025794-8.0307e-06i,0.00074638+0.00032889i,0.00092671+9.3548e-05i,0.0010282-0.00040134i,0.0005895-0.00028806i
-0.00034895+0.0033149i,0.00025192+0.0043499i,0.0016346+0.003938i,0.0028709+0.0020075i,0.0021963+0.00060855i,0.00063589-0.00041816i,-0.0005993-0.00016446i,-0.00089013+0.00038351i,-7.3618e-05-0.00027622i,0.00038355-0.00064963i,-1.6443e-05-0.001096i,-0.00039562-0.0017289i,-4.0635e-05-0.0015847i,-0.00016278-0.00098007i,-0.00076535-0.00034043i,-0.00094294-1.9734e-05i,-0.0007703-3.2607e-05i,-0.00051963+0.00019653i,-0.0003776-2.1571e-05i,-0.00015817-0.00023321i,0.00075883+0.00027149i,0.00080521+0.00047136i,0.00041019+0.00015894i
-0.00064478-0.00040186i,-0.00068568-0.00079968i,-0.00030781-0.0019031i,-5.7896e-05-0.0022478i,-0.00028027-0.002269i,-0.0010428-0.0026619i,-0.0013202-0.0021582i,-0.00028788-0.00099923i,0.00030089-0.00081617i,2.0243e-05-0.0012897i,-0.00029463-0.00064003i,-0.00016648-0.00015527i,-0.00077732-0.00026537i,-0.0010968+3.2323e-06i,-0.00053941+6.398e-06i,8.8659e-06-0.0004743i,0.00029257-0.00035842i,-4.2687e-05+7.7148e-05i,-0.00059004+0.00035081i,-0.00022909+0.00051955i,0.0005971+0.00026081i,0.00052097-0.0003395i,-0.00015842-0.00012748i
-0.00086362+0.0003949i,-0.0009838-5.9215e-05i,-0.00087974+0.00065217i,-0.0013133+0.0021314i,-0.0008927+0.0026808i,-0.00064812+0.00095014i,-0.0013295-0.00039349i,-0.0013213-0.00022789i,-0.00057861-0.00030506i,0.00053752-0.00024359i,0.0010269-2.2913e-05i,0.0006602+0.00044761i,0.00093134-0.0001466i,0.00082067-0.0012746i,-0.0004944-0.00070794i,-0.00073002-0.00024571i,0.00051173-0.0003856i,0.00090801-6.8227e-05i,2.9135e-05+0.00033906i,-0.0001425+0.0001037i,7.6936e-05-1.2727e-06i,0.00062238+0.00029344i,0.00051279-2.7711e-05i
0.0039177-0.0015785i,0.004421-0.002902i,0.0038769-0.0036393i,0.0014007-0.0028127i,1.1684e-05-0.0016461i,-0.00026631-0.00058565i,-0.00081327+0.00070093i,-0.00039955+0.0014682i,0.0005333+0.001449i,0.00015608+0.00093944i,-0.00078613+0.00025265i,-0.00025908-2.6906e-05i,0.00013646+0.00057088i,-0.00097857+0.0010986i,-0.0012631+0.0011969i,-0.00083213+0.00090684i,-0.00071486+0.0012283i,4.7736e-05+0.001677i,0.0009478+0.00093522i,0.00093737+0.00033254i,3.592e-05-0.00037718i,-0.0005556-0.00066121i,-0.00071629-0.00030563i
-0.00011555+0.0022472i,0.00040318+0.0027798i,0.0015868+0.0020777i,0.0014026-5.8808e-05i,0.00044132-0.001399i,0.00033489-0.0015576i,-0.00011975-0.0013344i,-0.00082766-0.00079922i,-0.00028694-0.00066658i,0.0010419-0.00028186i,0.00067459+0.00058326i,-0.00018812+0.00044094i,-0.00024924-0.00014562i,0.000511-0.0004951i,0.00068964-0.0008033i,0.00018737-9.4673e-05i,-0.00015692+0.00045598i,-0.00031939+2.4564e-06i,-2.2735e-05+0.00031845i,0.00049213+0.000868i,0.00063085+0.00022954i,0.0011488-0.00042218i,0.0011925+0.00015185i
-0.00079591+0.003154i,0.00049821+0.0036411i,0.0013044+0.0036466i,0.0018067+0.002685i,0.0006275+0.0011882i,-0.00035783+0.00015941i,-0.00084177+0.0006636i,-0.0012511+0.001067i,3.7211e-05+0.00042741i,0.0012746-0.00061439i,0.00042953-0.00043212i,-0.0006306-0.00027748i,-0.00079905-0.00059705i,-0.0016462-0.00045409i,-0.0014557+9.5928e-05i,-0.00062195-6.6176e-06i,0.00030295-0.00052695i,0.00014617+0.0002136i,-0.00011731+0.00013161i,0.00038982+0.00019416i,-7.8363e-05+0.0013041i,-0.00035121+0.0014907i,-0.0003315+0.00089173i
-0.00016643+0.00068223i,-0.00082963+0.00011015i,-0.00025181-0.0004595i,-9.0111e-05-0.00054272i,-0.00079867-0.00046419i,-0.0016658-0.0012517i,-0.00066997-0.0013529i,0.0012598-0.00022058i,0.0016558+0.00041471i,0.00094163+0.0010669i,0.00018721+0.00086937i,0.00025955+0.00010804i,4.453e-05+4.0645e-05i,-0.00087901-0.00026818i,-0.0011301-8.3579e-05i,-0.00055456+0.00065145i,-0.00062018+0.0013402i,-0.00065944+0.0011316i,-0.0003942+0.000654i,-0.00011811+0.00052536i,1.6973e-05+0.00096413i,2.8376e-05+0.0009093i,0.00055883+0.00028258i
-0.0012489-0.00083764i,-0.0014897-0.00096304i,-0.0014839-0.00068219i,-0.0016181-0.00041421i,-0.00082147-0.00083273i,1.6806e-05-0.00092231i,-9.6239e-05-0.00026543i,-0.00054415+0.0004151i,-0.00031151+0.00020596i,0.00010313-0.00020984i,-0.00029018-0.0007854i,-0.00019468-0.00065251i,-0.00014414+9.5337e-05i,-0.00052422-0.00011967i,-0.00048664+4.3253e-05i,-0.00028986+0.00093879i,0.00021662+0.0013277i,-9.6444e-05+0.00076433i,-0.00094533+0.00062707i,-0.00037828+0.0006368i,2.4411e-05+0.00017885i,-0.00061798+0.00010472i,-0.0010114+0.00012954i
-0.00067203+0.0011312i,0.00035421+0.00071109i,0.0025985+0.00021073i,0.0025255-0.00044802i,0.0007698-0.0012431i,-0.00092173-0.0011678i,-0.0022538-0.00023684i,-0.0016858+0.00042508i,-9.1202e-05+0.00092195i,7.7652e-05+0.00044097i,0.00011842-0.00082716i,0.00036016-0.00071862i,0.00028284-0.00026754i,0.00019717-0.0001681i,-0.00019129-0.00024201i,-0.0006721-0.00075373i,-0.00070858-0.00028226i,-0.00058358+0.00057905i,-0.00042195+0.00010679i,-7.9957e-05-0.00068809i,0.00028888-0.00050763i,0.00030235+0.00044843i,9.1379e-05+0.00041693i
0.0025031+0.00038812i,0.0027534-9.1688e-05i,0.0024183-0.00048687i,0.0013102-0.0003231i,0.00025854+0.0008944i,-0.00059916+0.0011796i,-0.00075038-4.4675e-05i,-0.00015188-3.1977e-05i,0.0010444+0.00030216i,0.0016414+3.7056e-05i,0.00040217+0.00013255i,-0.00089148+0.00044782i,-0.0012493-0.0001673i,-0.00082975-0.0007795i,-0.00047489-0.00055816i,-0.00024251-5.3556e-05i,-0.00014577-0.00010964i,-0.00035054-0.00050182i,-0.00056106+0.00040925i,3.2015e-05+0.0016893i,7.8968e-05+0.0012304i,0.00014735+0.00021097i,0.00012634+0.00019916i
0.00079642-0.0012902i,0.0003766-0.00043117i,-0.00042347+0.00036218i,-0.0016995+0.00021669i,-0.0029967+0.0004597i,-0.0030785+0.0009467i,-0.0022809+0.0005833i,-0.00069394+0.00050754i,0.00051891+0.000324i,0.00040493-0.00050965i,5.4347e-06-0.00030058i,0.00014115+0.0001302i,0.00073496-6.652e-05i,0.00018803-0.00087652i,-0.00019616-0.0013191i,0.00036788-3.871e-05i,0.00064441+0.000879i,-0.00016221+0.00027252i,-0.00043755+0.00013372i,-0.00028768-0.00016823i,0.00065228-0.00095919i,0.00057186-0.00074816i,-7.1833e-05-0.00058941i
0.0018307+0.0017456i,0.0012076+0.0019452i,0.0012285+0.0012362i,0.00094407-0.00061051i,-0.00023408-0.0010872i,-0.0019641-0.00066392i,-0.0026429-0.00050063i,-0.0018994-4.5345e-05i,-0.0012216+0.00052705i,-0.00071213+0.00057395i,-5.9192e-05+0.00039121i,0.00028555+0.00038336i,0.00012469+0.00045952i,-0.00050891+0.00023365i,-0.00092082+0.0001339i,-0.00074841+3.5424e-05i,-0.00033693+0.00032764i,-0.0005764+0.00015094i,-0.00033066+5.0328e-06i,0.00026593+0.00046502i,9.0415e-05-6.9216e-05i,-0.00018357-0.00030229i,0.00012714-0.00024092i
-0.0012209-0.00048243i,-0.00066191-0.00034408i,-0.0010412+0.00028218i,-0.0011243+0.0004733i,-0.0012278+0.00057651i,-0.0011466-0.00010143i,-0.00087758-0.00039004i,-0.00084907+0.00023283i,-0.00042932+0.00050793i,-0.00028461-5.9937e-05i,-0.0004967-0.00028541i,0.00015223+0.00044679i,0.00098869+0.0008466i,0.00093985-0.00012451i,0.00079341-0.00066861i,0.0013022+0.00021621i,0.00089458+0.00072522i,-0.00049137+0.00061258i,-0.00066986+1.9927e-05i,-0.00031541-7.7869e-05i,-0.00015978+5.6457e-06i,0.00041803-4.0486e-05i,0.00042517+0.00050226i
0.00039972-0.0012987i,0.00065775-0.0019924i,0.00041727-0.001459i,9.2795e-05-0.00036384i,-0.0001638+0.00014575i,-0.00093623-0.00031151i,-0.0013478-0.00082946i,-0.00046609-0.00091901i,3.3406e-05-0.00078051i,-0.00046912-0.00067852i,-0.00022434-0.00019474i,0.00015995+0.00051558i,-0.00012544+0.00061018i,-0.00081151+0.0010243i,-0.00079808+0.00097326i,1.8195e-05+0.00098244i,-0.00017015+0.0014834i,-0.00040008+0.00054867i,9.6536e-06-0.00031251i,0.00038455-8.7485e-05i,0.00064305+0.00027124i,0.00042905+0.00062826i,-9.2798e-05+0.00079869i
0.0010954-0.00091799i,0.0015042-1.0644e-05i,0.0004596-0.0005817i,-0.00077725-0.0019429i,-0.0016255-0.0017711i,-0.001564-0.0009404i,-0.0007899-0.00013717i,-0.0009401-5.7359e-05i,-0.00094248+0.00011409i,-0.000723+0.00011031i,-3.7073e-05+2.9318e-05i,-8.9574e-06+0.00038305i,-0.00022388+0.00068758i,0.00017568+0.0012011i,0.00046414+0.0010456i,0.00059434+0.00043227i,0.0010849-0.00051559i,0.00080739-0.00081651i,-0.00028488-0.00046709i,-4.8077e-05-0.00066935i,0.00035175-0.00066285i,-3.8641e-05-0.00045499i,-0.00041817+0.00043975i
0.00077896+0.0012525i,0.0017129+0.0015276i,0.0029511+0.0014992i,0.0024922+0.00054531i,0.00030304-0.00058545i,0.00027592-0.00088646i,0.00079403-0.00022983i,7.669e-05-0.00027619i,6.8124e-05-0.00074145i,0.00037101-0.0011104i,0.00030901-0.00084595i,0.00068454+0.0003932i,0.00062213+0.0010375i,-0.00020442+0.00080996i,-0.00061581+0.0010029i,-0.00046215+0.0008708i,0.00023349-9.758e-05i,0.00020174-3.8591e-05i,-0.00031676+0.00055145i,-0.00021066+0.00085872i,-0.00037774+0.000959i,-0.00068531+0.00072677i,-0.00059558+0.00035062i
-0.00056877+0.0015436i,-0.00017299+0.0019795i,0.0011085+0.0020215i,0.0014299+0.0010072i,0.00056354-0.00028644i,-0.0003242-0.0013663i,-0.00069704-0.0014221i,-0.00097789-0.00067778i,-0.00035553-0.00025455i,0.00014566-0.0002894i,0.00014517-0.00046929i,0.00073762-0.00031828i,5.2621e-05-2.8575e-06i,-0.00062103+0.00021259i,-0.00083126+0.00038388i,-0.0011465+0.00061665i,-0.00094791+0.00013225i,0.00013833-0.00024601i,0.00037396+0.00042083i,5.6627e-06+0.00091945i,-0.00050631+0.0010596i,-0.000866+0.0009861i,-0.00032581+0.0007028i
-0.0007667+0.0006223i,-0.0024014+0.00088572i,-0.0030699+0.0017961i,-0.0024075+0.0023284i,-0.001361+0.0012898i,-0.00065222+0.00038569i,-0.00082389+0.00046293i,-0.001051+0.00011563i,-0.00070263-0.00052292i,0.00020326-0.00078723i,0.00092583-0.00037535i,0.00059672-0.00011785i,-4.6583e-05-5.957e-05i,-0.00040358-0.00078376i,-0.0008815-0.0009922i,-0.00044433+8.2083e-06i,0.00021352+0.00077868i,0.00028399+0.00076506i,0.00012765+0.00064187i,0.00034616+0.0012659i,0.00051585+0.0014963i,0.00048557+0.0010894i,0.000663+0.00073139i
-0.0012515+0.0014921i,-0.00028153+0.00036415i,0.0006347+0.00016132i,0.00097073-0.00086119i,0.0015442-0.0014342i,0.0014194-0.0014164i,0.00026919-0.0015112i,-0.00053383-0.0011107i,-0.00018896-0.00077713i,0.00087962-0.00062994i,0.0015504+0.00018933i,0.0015419+0.00016903i,0.0011584-0.00028698i,0.00037694-0.00047494i,0.00027444-0.00049341i,0.00052541-2.7428e-05i,-0.00022936+0.00045236i,-0.00070693+0.00035165i,-7.2318e-05+0.00036961i,0.00041779+7.0067e-05i,-7.5306e-05-0.00018428i,8.2843e-05+0.00052127i,0.00055552+0.00024819i
0.00061493-0.001257i,0.0017251-0.00055345i,0.0024199-0.00028989i,0.00099437+0.00059335i,-0.0010369+0.00087475i,-0.0017381-5.1404e-05i,-0.0017732-0.00048172i,-0.0010565-0.00066201i,0.00072839-0.001097i,0.0006155-0.00070218i,-0.00052283+0.00029331i,-0.00032069+0.00088287i,-0.0002447+0.00061421i,-0.0009597+0.00017089i,-0.00054768+0.00059782i,0.00032902+0.00076377i,0.00011217+0.00069628i,-0.00011687+0.00081147i,0.00064972+0.00046411i,0.001699+0.00031635i,0.0012586+6.3124e-05i,0.00032947-7.1007e-05i,-0.00023297-0.00026561i
-0.00053494+0.0012811i,-9.3676e-05+0.0030556i,0.00071095+0.0027834i,0.00019654+0.001852i,-0.00042542+0.0014678i,-5.2953e-05-0.0003i,0.00095567-0.0014026i,0.0012501-7.2565e-05i,0.00011057+0.00016911i,-0.00018261-0.00068382i,0.00062177+5.0449e-05i,0.0006428+0.00081351i,0.0005614+0.00052318i,0.00064756+0.00038028i,0.00015983+0.00011627i,-0.00080032-0.00056511i,-0.00080396-0.00025427i,-0.00029212+0.0004644i,-0.00069837-0.00038818i,-0.0011864-0.0011371i,-0.0012408-0.00047197i,-0.001391+0.0005915i,-0.00080466+0.00063505i
-0.00084799-0.0022582i,-0.002868-0.0013373i,-0.0028103-0.0013081i,-0.0021669-0.00032468i,-0.0027485+0.00071043i,-0.0027142+0.00031839i,-0.0016245-0.00036385i,-0.0010222-0.00047478i,4.2929e-05-0.00030333i,0.00049407-0.00015665i,0.00017524+0.00033715i,3.2104e-05+0.00012903i,-1.0691e-05-9.8269e-05i,-0.00036925+4.4659e-05i,-0.00011781+0.00055683i,0.00017161+0.0012719i,-0.00032839+0.0022226i,-7.5054e-05+0.0018712i,0.00086525+0.00082073i,0.00092501+4.3815e-05i,-3.0866e-05-0.00049125i,-0.00080572-0.00023304i,-0.00030318+0.00044091i
-0.0023412-0.00078452i,-0.001965-0.00058761i,-0.0013204+0.00040432i,-0.00021721+0.0012922i,0.00054543+0.00099895i,0.00084885+0.00029451i,0.00061419-0.00013874i,-0.00015027-0.00071446i,-0.00013156-0.00097386i,0.00055734+9.1945e-05i,0.00074685+0.00095538i,0.0005451+0.00043962i,0.00032157-0.00024234i,-0.00020633-0.0010426i,-0.00044416-0.0013319i,-0.00030361-0.0002348i,0.00045213+0.00048436i,0.00077791+9.8824e-05i,0.00042499+0.00016621i,0.00022954+0.00053546i,0.0003417+0.0010855i,0.00056903+0.0011973i,0.00014612+0.00075353i
0.00068076-4.9005e-05i,0.001052-0.00057145i,0.00053306-0.00034115i,-0.00025423-0.00030741i,-0.00062737-4.1796e-05i,-6.3789e-05+0.00031053i,-7.1542e-05-8.9931e-05i,-0.00032517-0.00030498i,-0.00012827+0.00028177i,0.00011242+0.0013638i,-7.0802e-05+0.0014452i,-0.00020863+0.00056407i,-6.6859e-05+0.00033492i,0.0003044-0.00027007i,0.00022581-0.00032828i,-0.00037177+9.0997e-05i,-0.00045588+0.00016734i,-0.0002837+4.7481e-05i,-3.9905e-05-0.00063256i,0.00060204-0.00053232i,0.00052076-0.00062955i,-0.00025715-0.0011949i,-0.00047387-0.00046852i
-0.00018113-0.00019018i,0.00099195+0.00093473i,0.00045535+0.0019057i,-0.0012476+0.0021384i,-0.00084829+0.0022882i,-0.00075927+0.0014729i,-0.0011849+0.00034192i,-0.00083109-0.00016193i,-0.00086801-0.00011616i,-0.0014153+0.00035097i,-0.00091798+0.00064852i,5.518e-05+0.00043171i,0.00045419-0.00011949i,0.00062221-0.00071997i,0.00087677-0.00066932i,0.00097695-0.00034425i,0.00095841+0.00041193i,0.00053894+0.00081036i,6.5251e-05+0.00020548i,-3.2098e-05-0.00056118i,-0.00063446-0.00051377i,-0.00020644-0.00063605i,0.00071238-0.00055552i
-0.00074178+0.0031135i,-0.00074811+0.0038469i,0.00018425+0.0025669i,0.00057781+0.0006446i,-4.033e-05-0.00091971i,-0.00051973-0.0013244i,-0.0011563-0.0007073i,-0.0012322-0.00080927i,-0.00020342-0.00056036i,0.00035193-0.00043463i,0.00023571-0.0011408i,0.0001113-0.0010463i,-1.866e-05-0.00045053i,-0.00028165-0.00095537i,-0.00028574-0.0009402i,5.4141e-05+0.00018539i,0.0001349+0.00068445i,-0.00064546+0.00040956i,-0.00065879+0.00022756i,-0.0002596+0.00028514i,-0.00052732+0.00022594i,-0.00020204+0.00014815i,0.00045561-0.00013576i
-1.4299e-05-0.00025595i,-0.00096352+0.00037024i,-0.0017218+0.00068311i,-0.0013171+0.00044521i,-0.0010321+1.2012e-05i,-0.00029038-0.00040457i,-0.00018914-0.00029861i,-0.00057476-0.00038169i,0.0002942-0.00085737i,0.00077903-0.0007935i,0.00047451-0.00018595i,0.00056834+0.00051595i,0.00077221+0.0010665i,0.00027676+0.00089389i,-6.6481e-05+0.0010546i,-4.2688e-05+0.00098749i,-0.00020533-1.7997e-06i,-1.6651e-05-0.00062628i,0.00067958-0.00039137i,0.00025843+0.00022277i,-0.00075192+0.00010384i,-0.00052529-0.00046369i,0.00016995-0.00047439i
-0.0005423-0.0023544i,3.2861e-05-0.0010787i,0.00013732-7.768e-05i,0.00039038+0.0003568i,0.00024224+0.00017131i,0.00016889-0.00099653i,-0.00032654-0.00081746i,-0.00016111+0.00071465i,0.00028002+0.0008957i,-0.00027323+0.00058476i,-0.00074888-0.00012643i,-0.00024846-0.00052199i,0.00011556-4.8982e-05i,0.00031668+0.00018107i,0.00066419+0.00047418i,-0.00038088+0.00080158i,-0.00095742+0.00055787i,-0.00055052+0.0003519i,0.00019296+8.1066e-05i,0.00069174-0.00047991i,0.00016536-0.00050791i,-0.00010634-0.00062012i,0.00012769-0.00027173i
0.0012607-0.000312i,0.0027866-0.0018001i,0.0029442-0.0028917i,0.001428-0.002324i,-0.00032699-0.0015276i,-0.0010192+3.5924e-05i,-0.0011332+0.0010146i,-0.00099295+0.0010399i,-0.00039109+0.00016179i,3.674e-05-0.00023449i,0.00021337+1.7223e-06i,0.00082352+0.00017501i,0.00056456+0.00051206i,0.00044901+0.00029515i,0.00027404-0.00013092i,0.00039951-0.00033596i,0.00064003-0.00022608i,-2.6296e-05-0.0002098i,-7.3698e-05+0.00044211i,-0.00012791+0.001298i,-0.00039155+0.00078339i,-0.00035521+0.00028896i,1.6793e-05+0.0010803i
-0.00059409+0.0013208i,-0.00030842+0.0026862i,-0.00021183+0.0037022i,-0.00018357+0.0034852i,-6.5976e-05+0.0013959i,-0.00045408-0.000581i,-0.00011951-0.0015439i,0.00057811-0.0012836i,0.00056847-0.00050414i,0.00061157-0.00027574i,0.00032143-0.00045315i,-3.2532e-05-0.0007502i,0.00013855-0.00054816i,0.00024614+0.00051893i,-0.00013216+0.00054651i,-0.0006911-7.1059e-05i,0.00020973+0.00032665i,0.00083839+0.00062293i,0.00037917+0.00060117i,-0.0003776+0.00057245i,-0.0010973+0.00046679i,-0.00097007+0.00042827i,-0.00059872-1.5751e-05i
-0.0011725+0.0014321i,0.00019619+0.0015911i,0.00034837+0.0015136i,0.00085192+0.0010549i,0.0016311+0.0009082i,0.0010854+0.00019794i,0.00033271-0.00022287i,-0.00049563-3.8547e-05i,-0.00097581-0.00057187i,-9.3656e-05-0.00035278i,0.00038583+2.6313e-05i,5.8608e-05-0.00044154i,0.0008258-0.00048985i,0.0013022-0.00042078i,0.0010653-0.00047097i,0.00019413-1.6137e-05i,-0.00061159-0.00016276i,-9.9048e-05-0.0010182i,0.00017196-0.0012406i,9.5602e-05-0.00066364i,0.00042479-0.0001236i,0.00024104+0.00060054i,3.2147e-05+0.00057435i
-0.0020932+0.00024231i,-0.0024073+0.001162i,-0.0027908+0.0015778i,-0.0018998+0.0019094i,-0.00023164+0.0024161i,0.00051478+0.0010589i,-3.8136e-05-0.00011761i,-0.00016639-0.0004311i,0.00016719-0.00090411i,0.00011073-0.0010041i,-1.2809e-05-0.00057061i,9.9247e-05+0.00047979i,8.229e-05+0.00063951i,0.00056265-8.7109e-05i,0.00061027-0.00040843i,-0.00020853-0.00037086i,1.9219e-05-0.00027419i,1.1126e-05-0.00069694i,-0.00076747-0.0010607i,-0.00091792-0.00077724i,-0.00028457-0.00024039i,0.00022136+0.00036049i,0.00010304+0.00056129i
0.00041131+0.0011272i,0.00090617+0.00077019i,0.0021923-0.00041205i,0.0020055-0.0010288i,-0.00013548-0.00047233i,-0.001027+0.00019164i,-0.0014016+0.00019608i,-0.0019264+3.1562e-05i,-0.0010428-9.554e-05i,6.7457e-06-0.00010574i,-0.0002904-0.00060946i,-0.00022571-4.5999e-05i,0.00022711+0.00084394i,-0.00071782+0.00056905i,-0.001092+9.7676e-05i,-0.00023148-3.2524e-05i,-0.00013635+6.8656e-05i,-0.00028753-0.00012999i,-0.00060265-0.00033405i,-0.00062589-0.00037214i,0.00018788-8.3192e-05i,0.00010576+0.00020534i,-0.0001595+0.00034581i
-0.0021988-0.00036452i,-0.0027032-0.00071449i,-0.0033416+0.00041097i,-0.0019377+0.0008611i,-0.00083354+0.00028993i,-0.0009898+0.0002389i,-0.0012273+0.00075671i,-0.00096725+0.00060294i,-0.00024809+0.00030556i,8.0001e-05-0.00023223i,0.00011208-0.00063544i,2.5573e-05-2.4173e-05i,0.00040941+0.0003843i,0.0006211+0.0006367i,-1.2732e-05+0.00045251i,-0.0003741+0.00019555i,-8.2143e-05-0.00042109i,0.0002325-7.3726e-05i,-6.1129e-05+0.000468i,-0.00024966+0.00046495i,-0.00037209+0.00074724i,0.00023356+0.00086995i,0.00068609+0.00065624i
0.0010092+0.00098036i,0.0014901+0.0016381i,0.0023628+0.0011826i,0.001987+0.00016007i,0.00065747-0.00013574i,-0.00073815-0.00083596i,-0.0015561-0.00059655i,-0.0014389+0.00036169i,-0.00017774+0.00016021i,0.00070699+8.3009e-05i,0.00036713+0.00042398i,-5.3255e-05+0.00025856i,0.00021258+0.00025487i,-2.3383e-05+0.0011234i,-0.0005486+0.0015475i,-0.0008065+0.00072083i,-0.0008369-0.00025131i,-0.00018871-0.0002035i,-0.00023237+0.00066678i,-0.00061745+2.3939e-05i,-4.3585e-05-0.00038422i,-0.0007427-0.00028965i,-0.00085105-0.00011755i
0.0002308-0.0011904i,8.8732e-05-0.00062793i,-0.00060207-0.00046685i,-0.00086535-0.0007798i,-0.00040642+0.0003951i,-0.00041615+0.0010959i,-0.00041834+0.00010446i,0.00018186-0.00062327i,0.00034816-0.00013752i,-8.0298e-05-0.00010584i,-0.00025378-0.00025216i,-0.00016903-0.00047393i,-0.0002886-0.0011934i,-4.0423e-05-0.00078247i,2.9003e-06+0.00015666i,0.00039795+0.00031739i,0.0004998+0.0010124i,-0.00055401+0.0011838i,-0.0010729+0.00010267i,-0.00080881-0.00022631i,-0.00051098-0.00020014i,-0.00023814-0.00027128i,1.0486e-05-0.00055185i
0.0011331-0.0010023i,0.0013402+0.00060863i,0.00073345+0.001465i,-0.00088342+0.0013281i,-0.0019251+0.0011057i,-0.0010909+0.00038014i,-0.00023644+0.0002562i,-0.00038136+0.00047349i,-0.001063-0.00015786i,-0.0011255-0.00013099i,-0.00041766-0.00030819i,0.00018539-0.00011688i,0.00067325+0.00064356i,0.00095393+0.00086205i,0.00085722+0.00074807i,0.00057017+0.0010826i,-0.00058295+0.0011548i,-0.00069193+0.001641i,-0.00041632+0.0012627i,-0.00094127-0.0002025i,-0.00053498-0.00099402i,0.00016976-0.00038953i,0.00049994+0.00026644i
0.00038379-0.00034494i,-0.001024-0.0012496i,-0.0013476-0.0014482i,-0.00061264-0.00047294i,-0.00044217+2.346e-05i,-0.00069553-0.00013085i,-0.00027238-0.00016832i,0.00038322+0.0004934i,0.00042437-3.6621e-05i,-0.00014177-0.00082916i,-0.00059304-0.00041943i,-0.00056507+0.00012017i,-0.00014234+0.00021273i,0.00073943+0.00025863i,0.00070519+0.00064563i,-0.00031124+0.00046959i,-0.00073227-0.00033594i,-0.00047803-0.00050861i,-0.00034301+2.7316e-05i,-0.00025174+0.00015356i,-0.00074338+0.00037527i,-0.00073694+0.00039455i,0.00011142+0.00035163i
0.0016333+0.001806i,0.0015994+0.0017132i,0.0023093+0.0014288i,0.0021065+4.7691e-05i,0.001124-0.00041468i,-0.0010586-0.00024376i,-0.0027408-0.00020127i,-0.0016728+0.00019293i,-3.2154e-05-2.7468e-05i,0.0010384-0.00046782i,0.0011722-0.00031444i,-0.00029203+0.00047089i,-0.00085244+0.00042612i,-0.00072692-0.00028107i,-0.0011116-0.00045417i,-0.00084748+0.00067179i,-0.00044875+0.0020392i,-0.00027836+0.0011622i,0.00014609-0.00014717i,-0.00097244-0.00027009i,-0.0010984+0.00012416i,0.00019504+0.00034639i,-1.1775e-05+3.3005e-06i
-0.0013741-0.0011823i,-0.0015887-0.00027955i,-0.001736+0.00015685i,-0.0010391+0.00093539i,0.00034282+0.0015467i,0.00038731+0.00085558i,-0.00028112-0.00026314i,-0.0002674-0.00043917i,-5.7528e-05-2.8943e-05i,-0.00035994+0.00031424i,-0.00041062-4.7853e-05i,0.0009306-0.00011544i,0.0015526+0.00087757i,0.00048424+0.0014243i,-0.00014977+0.001183i,-0.00016305+0.00050087i,-3.6288e-05-6.0819e-05i,-0.00030086+0.00027135i,-0.00064699+0.00034101i,-0.00033724-0.00056098i,-9.4419e-05-0.00090783i,-0.00025119-0.00020157i,-0.00096037+0.00034632i
-0.00050976-0.0017048i,0.000125-0.0018124i,0.00027127-0.000585i,-0.00010888+0.00037048i,0.00018173+0.0001383i,0.00081812-0.00024548i,-0.00018816-0.00097353i,-0.00025878-0.0014546i,0.00059069-0.0008355i,0.00053779-0.00096529i,3.7495e-05-0.00066156i,-0.00045053+0.00056585i,-0.00041532+0.00097481i,0.00022655+0.00035054i,0.00043709+0.00047226i,-0.00018968+0.00090389i,-2.9917e-06+0.00054885i,0.00066345+0.00059061i,0.00099039+0.0010182i,0.00089212+0.00098807i,-0.00016427+0.00090312i,-0.00097065+0.0004914i,-0.00038946-7.5848e-05i
