-0.0021652+6.3467e-05i,-0.0014759+0.00012119i,-0.0030269+5.3401e-05i,-0.0040656+0.00038295i,-0.0028497+0.0010257i,-0.0021438+0.00098322i,-0.001986+0.00057861i,-0.00059219+0.00088026i,0.001351+0.0011899i,0.0017598+0.00036797i,0.0014104-0.00056975i,0.00082908-0.00096999i,0.00032939-0.00078245i,-0.0004252-0.00058184i,-0.00098224-0.00037965i,-0.00079122-0.00063796i,-0.00071644-0.0011977i,-0.00070031-0.00073765i,-0.00027867-0.00048223i,3.0454e-06-0.00072103i,0.00025668+0.00019432i,0.00015511+0.0010813i,-0.00041257+0.001098i
0.0014904-0.0010868i,0.0029638-0.0032253i,0.0046866-0.004603i,0.0038255-0.0034459i,0.0023555-0.0019558i,0.0011666-0.0013455i,-0.00040627-0.00094514i,-0.00085731-0.00091251i,-0.00053811-2.4417e-05i,-0.00053632+0.00024358i,-0.00043751-0.00025598i,-0.00021393-0.00024438i,9.6377e-06-2.5956e-05i,-8.0897e-05-0.00020167i,-0.00049476-0.00036281i,-0.00025064-0.0005716i,0.00021083-0.00094712i,0.00013348-0.0010769i,0.00012904-0.00043403i,0.0004267+0.00029166i,-8.5101e-05+0.00018363i,-0.0003932-4.851e-05i,0.00059496+0.00037303i
-3.0561e-05-0.00047095i,-0.00040151-0.0025211i,-0.001438-0.0051748i,-0.0024639-0.0053654i,-0.0021215-0.0033944i,-0.0011104-0.0013498i,-0.00074441-0.0010194i,-0.00060381-0.0010143i,0.00023954-0.0004334i,0.00057669-0.00016843i,0.00051356-0.00019979i,0.00068323-0.00049086i,0.00071919-0.00023919i,0.00067127+0.00017169i,8.9446e-05-0.00040318i,-0.00053261-0.00045114i,-0.00071664-0.00039543i,-0.00066254-0.00062846i,-1.5271e-05+5.2513e-06i,-4.5114e-05+0.00054541i,-0.00042704+0.00020411i,-0.00027416-0.00055615i,-0.00016796-0.00079415i
0.0023337+0.00062478i,0.00081067+0.00072897i,-0.0021983+0.0001503i,-0.0040077-0.0004948i,-0.0040046-0.00093303i,-0.0026219-0.00098022i,-0.0014962-0.00015038i,-0.0010492+0.00047995i,-3.3035e-05+0.00059049i,0.00054483+0.00028201i,0.0010084+1.6049e-05i,0.0011673-3.0833e-05i,0.00064184-0.00026491i,-0.00010337-0.00057614i,-0.0010616-0.0013755i,-0.00047444-0.0011688i,3.5544e-05-0.00041588i,-0.00027124-0.00053893i,-0.00053927-0.00052853i,-9.7995e-05-0.00065999i,0.00046398+0.00011154i,-0.00014615+0.00093067i,-0.0004945+0.00059643i
-0.0011404-0.00084515i,-0.00039302+0.00068229i,-0.00012554+0.0033462i,0.00020248+0.0053605i,4.1587e-05+0.0042816i,-0.00018638+0.0029643i,-0.00019757+0.0017908i,0.00058651+0.001167i,0.00068026+0.00091262i,-3.5653e-05+0.00059639i,2.7545e-05+0.00093583i,0.0006809+0.0012094i,0.0002705+0.00089197i,-0.00042589+0.00029594i,-0.00040818+0.00060946i,-0.00060608+0.00083602i,-0.00076441+0.00091889i,-0.00066806+0.001635i,-0.00061538+0.0017243i,0.00037648+0.00071659i,0.0012852+8.758e-05i,0.00074294+0.00049058i,-0.00054236+0.00084629i
0.0038685+0.00065394i,0.0050229-0.0016606i,0.0063258-0.0036069i,0.0053651-0.0034511i,0.0031501-0.0026306i,0.0012751-0.0017829i,-0.00011941-0.00064131i,-4.8432e-05+0.00025808i,0.00039645+0.00052153i,0.00041116-0.0003041i,0.00028612-0.00093226i,3.4107e-05-0.00084662i,-0.00044901-0.00042149i,0.00013519+0.00015848i,0.00087013+0.00033731i,0.00064442+0.00076181i,-6.2298e-05+0.00081455i,-0.00016043-0.00035847i,-0.00052009-0.00053179i,-0.00069923-0.00041443i,0.0001441-0.0009096i,0.00043101-0.00054429i,7.5491e-05+0.0003387i
-0.00038787-0.0019889i,-0.00057508-0.0043578i,-0.00016174-0.0060339i,-0.0003258-0.0054716i,-0.00099425-0.0039851i,-0.00013249-0.0018859i,0.00026682-0.00033322i,-0.00046542-0.00018698i,-0.00076348-0.0002521i,-0.0010658-0.00017309i,-0.00059922-0.00035236i,0.00036971-0.00033328i,0.00064581-2.5352e-05i,0.0005187-0.00034094i,-8.672e-05-0.00020645i,-0.00055563+0.0005104i,-0.00073493+0.00063087i,-0.00042634+0.00031016i,0.00056586+9.7952e-05i,0.00065085+0.00015252i,0.00019972-0.0001677i,-0.00017627-0.00040664i,-0.00029671+0.00061897i
-0.0014483+0.00017286i,-0.0034822-0.0002273i,-0.0047746-0.00085649i,-0.0034391-0.001345i,-0.0015782-0.0010577i,-0.00036022-0.001917i,-0.00036901-0.0018955i,-0.00076371-0.00011373i,-0.00012926+0.00089742i,0.000356+0.00093579i,-2.7781e-05+0.00060604i,-0.00085487+0.00064848i,-0.0015074+7.7917e-05i,-0.00037059-0.00058655i,0.00060347-0.00089132i,0.00029126-0.00084903i,0.00012205-0.00042442i,-0.00022193+0.00026691i,-0.00045256+0.00026708i,-0.00055453+0.0001151i,-0.00025441+0.00011857i,0.00019415+0.00011511i,5.0661e-05+0.00035127i
0.0015458+0.0024907i,0.0010162+0.0025307i,-0.00081545+0.0036425i,-0.0026868+0.0044446i,-0.002898+0.0029255i,-0.0021076+0.0017147i,-0.0018612+0.0012977i,-0.0010307+0.00097345i,0.00017659+0.00040473i,0.00054499+4.7674e-05i,6.7281e-05+3.4235e-05i,-0.00052383-0.00025444i,-0.00060434+0.000173i,-0.0010578+0.00014736i,-0.0013541-0.00057525i,-0.0012167-0.0002599i,-0.00049726+0.00044576i,0.0001426+0.00050551i,0.00090849+0.00029255i,0.00062517+0.0004167i,-0.00055135+0.00054229i,-0.00061186+0.00049537i,0.00014627+0.00059865i
0.0032183-0.0013638i,0.0045304-0.0010486i,0.0054046-3.3595e-05i,0.004224+0.0021409i,0.0020028+0.0031823i,0.00030339+0.0022624i,0.00040878+0.0018849i,0.00065494+0.0019219i,-0.0005121+0.00092901i,-0.00099711-0.00023661i,0.0003035-0.00081168i,0.00066166-0.00074989i,0.00029126-0.000678i,-0.0001194-0.0005595i,-0.00092999-0.00024002i,-0.0011532-3.7356e-05i,-0.00032791-0.00036282i,0.00050703-0.00036902i,0.00014069-0.00072529i,-0.00040874-0.00085589i,-0.00026739-0.00019325i,0.00012351+0.00020391i,0.00036276-0.00038584i
-0.00056201-0.0015587i,0.00078038-0.0028799i,0.0019378-0.004252i,0.0028909-0.0039024i,0.0029365-0.0023459i,0.002192-0.0011554i,0.00099342-0.00035315i,0.00039774+8.0919e-05i,0.00017066+0.00017766i,-5.4814e-05+0.00034777i,0.00016572-0.00016248i,0.00012154-0.00094291i,-0.00042757-0.000882i,-0.00022375-0.00060519i,0.00040853-0.000594i,-9.9649e-05-0.00051596i,-0.00074076+0.00012882i,-0.0005667+0.00040104i,-0.00038063+0.00016045i,-0.00020764+0.00017337i,0.00024814+3.7096e-05i,-2.0206e-05-0.00074048i,-0.00015624-0.00066115i
-0.0026204-0.00093413i,-0.0033011-0.0018441i,-0.0037435-0.0035945i,-0.0033215-0.0045101i,-0.0016434-0.002688i,0.0003685-0.00083889i,0.00023161-0.00051576i,-0.00053173-0.0010465i,-0.00058506-0.00075844i,-0.0001385-0.00059973i,3.978e-05-0.0011125i,-0.00064619-0.0014654i,-0.00061826-0.0011117i,-8.6355e-05-0.00048959i,-0.00068604-0.00023817i,-0.00034672-6.1981e-05i,0.00030702-6.2807e-05i,0.00024015-0.00049853i,0.00032283-0.00070299i,-8.7694e-05-0.00018105i,-0.00045582+0.00044797i,-0.00037564+0.0007578i,-0.00076645+0.00076843i
-0.0011919-0.00066588i,-0.0016607+0.00073057i,-0.0038144+0.0028906i,-0.0047375+0.0035503i,-0.0037214+0.0023571i,-0.0029645+0.00046351i,-0.0024977-0.00049808i,-0.0017853-0.0002663i,-0.0010843+9.5713e-05i,-0.00068198+0.00072999i,-0.00034006+0.00083565i,-0.00031155+0.00045166i,-0.00017729+0.00053114i,0.00033264+0.00038113i,-0.00012852-0.00040743i,-0.00032541-0.00085011i,-0.00027258-0.00014256i,-0.00065969+0.00056609i,-0.00090872+0.00099096i,-0.00088962+0.0005162i,-0.00059962-7.595e-05i,-0.00081767-6.4626e-05i,-0.00060247-0.00019445i
0.0017779-0.0016818i,0.0017215+0.00049339i,0.0011474+0.0026272i,-0.0006761+0.0041406i,-0.0017533+0.0031268i,-0.0021358+0.0016871i,-0.0017433+0.00044099i,-0.00080079-0.00010763i,-0.00079887+0.00014427i,-0.00064366-0.00015318i,0.00026471-0.00019623i,0.0007422-0.00030531i,0.0015943-0.00054143i,0.0015916-0.00028317i,0.00072514+0.00026313i,0.00016766+0.00044441i,-4.6126e-05+0.00042082i,-0.00020519+0.00038139i,-0.00045868+0.00093064i,-0.0004126+0.0012747i,-1.3896e-05+0.00018987i,-0.00025246-0.00029213i,-0.00076603-1.562e-05i
0.0039719-0.001284i,0.0050313-0.0028608i,0.0067844-0.0038576i,0.0059763-0.0032253i,0.0031542-0.00099118i,0.00088841+0.0010039i,-0.00089884+0.0014385i,-0.00056196+0.00082115i,0.00099743+0.00052712i,0.00062265+0.00031375i,0.00023225+0.00025344i,-0.00045636-0.0001123i,-0.0014936-0.0009012i,-0.0011123-0.00066607i,-0.00022309-0.00028794i,0.00019298+0.0001648i,-0.00059369-0.00012028i,-0.0014574-0.00047571i,-0.00089987-1.4053e-05i,-0.0007155-0.00021061i,-0.00066315-0.00065119i,9.6775e-05-0.00059267i,0.00036243-0.00012998i
-0.00025259-0.0017922i,-0.00035322-0.005054i,-0.00073813-0.007457i,-0.00092289-0.0076128i,0.00032141-0.0047133i,0.0014605-0.00091097i,0.00071823+0.00031649i,-0.00029557+0.00027162i,-0.00054336+0.00022593i,-0.00079669+7.9928e-05i,-0.00044522-0.00063884i,0.0004234-0.0013475i,0.00062666-0.00080632i,0.0003724-0.00069208i,0.00055509-0.0012389i,0.00025599-0.00043925i,-0.00019948+0.00027063i,-0.00040022-0.00029155i,-0.00069083-0.00072125i,-0.00074559-0.00065038i,-0.00094484-0.00037222i,-0.00093898-0.00030502i,-0.0010965-2.5163e-05i
-0.0009524+0.0024661i,-0.0022892+0.0022247i,-0.0052969+0.0017878i,-0.0062499+0.00065997i,-0.0033066-0.0013844i,-0.00060743-0.0027008i,-0.00056337-0.0028106i,-0.00063668-0.0013112i,8.7049e-05+0.00071482i,0.00020804+0.00053469i,7.1341e-06-7.9301e-05i,0.00016824-0.00032872i,0.00043812-0.00060674i,0.00088528+4.5337e-05i,0.00081724+0.00015191i,0.00024958-9.9239e-05i,-8.2422e-05+0.00017017i,-0.00064998+6.8973e-05i,-0.00079618-0.00037736i,-8.9679e-05-0.00022843i,0.00023254+0.00047977i,-0.00061047+0.00052105i,-0.0010435+0.00022835i
0.0033626-0.00024389i,0.0029251+0.00118i,0.00023411+0.0023242i,-0.0025935+0.0018518i,-0.0034352+0.00064693i,-0.0028964-0.00046482i,-0.0016998-0.00091931i,-0.00067229-0.0002284i,0.00018546+0.00047576i,0.00034804-9.2284e-05i,-0.0002838-0.00034283i,-0.00075155-0.00022984i,9.3976e-05+7.3121e-05i,0.00012782+0.00053389i,-0.00069051+4.5831e-05i,-0.0011205-0.00057171i,-0.0013935-0.00043992i,-0.00097459+0.0002441i,-0.00067306+0.00036731i,0.00018323+0.00013303i,0.0011105+8.295e-05i,0.0011415+0.00021939i,0.0010904+6.8103e-05i
0.0031762+0.00051613i,0.0047799-0.00027628i,0.0068229-0.00038592i,0.0064163+7.4108e-05i,0.0035446+0.00024582i,0.00051328+0.00074127i,-0.0014191+0.0016671i,-0.0014748+0.0013743i,-0.0002758+0.00017306i,0.00017743+0.00024999i,0.00050319+0.00028773i,0.0012073-0.00043422i,0.0012889-0.00074082i,0.00062026-0.00046186i,8.3479e-05-0.00035855i,-7.053e-06-0.00047125i,0.00017407-6.6342e-05i,0.0001011+0.00020816i,-0.00088951+0.00025393i,-0.0010275-5.6684e-05i,-0.00053981-0.00016725i,-0.000157-7.1997e-05i,-0.00037007-0.00032685i
0.00081249-0.00098277i,0.0030223-0.0040695i,0.0039951-0.0060323i,0.003194-0.0057715i,0.0021022-0.0026768i,0.0017755+0.00031859i,0.0013537+0.00088808i,0.00063956+0.00089239i,0.0007686+0.0006401i,0.001199-0.00012881i,0.001374-0.0001188i,0.0011177-0.00035843i,0.00056772-0.00090434i,-3.8873e-05-0.001236i,0.00060845-0.0012518i,0.00065841-0.00068584i,6.8479e-05-0.00010788i,-0.00058625+0.0001457i,-0.00071685+2.8951e-05i,-3.9979e-06-0.00012407i,0.0002641-0.00013152i,0.00018848-0.00016525i,-0.00070863+3.1713e-05i
0.00063102-0.00078507i,-0.00081809-0.0020698i,-0.0039403-0.0040206i,-0.0051711-0.0050384i,-0.0026893-0.0032404i,-0.00021497-0.00092824i,0.00025822+0.00021514i,0.00029429+0.00098971i,0.00080157+0.0011087i,0.00073394-0.00018291i,9.4143e-05-0.0016831i,-8.3733e-05-0.001475i,-0.00035353-0.00041657i,-0.00076625-9.138e-05i,-0.00076026-0.00054794i,-0.00068545-0.00079867i,-0.00072718-0.00031803i,-0.00058322+0.00034988i,-0.00044531+0.00043242i,-0.00019759+0.00025882i,-5.8385e-05+2.4291e-05i,-0.0002947-0.0001946i,-0.00021465-0.00053799i
-0.00019913-0.00017013i,-0.0013328+0.0012706i,-0.0037714+0.0030577i,-0.0050173+0.0034545i,-0.0038468+0.0025384i,-0.0017759+0.0012921i,-0.00051347+0.00032158i,0.0001168+9.4935e-05i,-2.9092e-06+0.00032333i,-0.00068022-6.6348e-05i,-0.001191-0.00030628i,-0.0015749+1.1981e-05i,-0.0008621+0.00010214i,5.3024e-05+0.0001478i,-0.00019773-0.00011369i,-0.00036549-0.00029181i,-0.00059955-0.00019997i,-0.0010233+0.00017837i,-0.00080295+0.0005211i,-0.0002456+0.00070552i,-0.00021313+0.00069386i,-0.00018514+6.2222e-05i,0.0004138-0.00061685i
-0.00025145+0.0018013i,0.0026113+0.0022393i,0.0048815+0.0042483i,0.0048311+0.0041517i,0.0026816+0.0019596i,7.6278e-05-0.00011591i,-0.00094306-0.0010111i,-0.00084339-0.0013768i,-0.001142-0.0011698i,-0.00076681-0.00031074i,6.9631e-05-6.7566e-06i,-0.00012643+0.00022723i,-0.00029647+0.00056324i,0.00018008+0.00015146i,0.00019015-0.00055161i,-0.00061091-0.00058777i,-0.00084948-3.3411e-05i,-0.00066385+0.0001404i,0.00015206+0.00037824i,0.00021877+0.00070825i,-0.00014139+0.00023034i,-9.5085e-05-0.00033821i,-0.00031205+0.00012642i
0.0023612-0.0033719i,0.0035971-0.0052854i,0.0057841-0.0063088i,0.0051735-0.0053907i,0.0019055-0.0026225i,2.5966e-05+0.00050911i,-0.00061638+0.0013391i,-0.00060231+0.0004509i,-0.00034399-0.00043991i,-0.00036145-6.0224e-05i,0.00025627+8.0379e-05i,-0.00016848-0.00027595i,-0.0010501+0.00022925i,-0.00046052+9.3005e-05i,-9.7661e-05-3.8543e-05i,-0.00060268-0.00044117i,-0.00090071-0.00042216i,-0.00087768-5.3298e-05i,-4.6003e-06-6.7962e-05i,0.00012429+0.00052708i,-0.00030156+0.00031261i,0.00020934+0.0002011i,-4.906e-05+0.0008825i
0.00082678-0.0022132i,-0.00038204-0.0049587i,-0.0024215-0.0074304i,-0.0028581-0.006575i,-0.0017254-0.0032312i,-0.00083204-0.00034915i,-0.00035564+0.00040239i,-0.00073588+0.00082881i,-0.0005279+0.00057361i,0.00017305-0.00058569i,1.608e-06-0.00094198i,0.00021919-0.0010259i,0.00026845-0.0010559i,-0.00010548-0.00079182i,-0.00022457-0.00040286i,-0.00032292-0.00018805i,-0.00074693-0.00067922i,-0.00089542-0.00053821i,-0.00043777-0.0003426i,0.00042468+0.00010792i,0.00063229-0.00015612i,3.1339e-05-0.00089114i,6.2713e-05-0.00024178i
-0.0020475+0.00020011i,-0.0049875+0.00074796i,-0.007664+0.001306i,-0.0076796+0.001662i,-0.0045466+0.0025679i,-0.0018314+0.0024937i,-0.00098269+0.0011092i,-0.00062691-9.2123e-05i,-0.00050771-0.00080621i,-0.00035679-0.0004848i,1.5797e-05-0.00016685i,0.00045064-0.00078863i,0.00049956-0.0010504i,0.0004078-0.00079902i,-0.00021319-0.00023624i,-0.00063541+0.00030125i,-0.00023019+0.00024057i,-0.00011877+0.00017773i,-0.00090711+0.00080004i,-0.00063999+0.0011155i,3.4934e-05+0.00031445i,0.00017777-0.00039144i,-0.00014928-0.0007546i
0.00096865+0.0014459i,0.0024643+0.0036351i,0.0036239+0.006074i,0.0038049+0.0060611i,0.003306+0.0033115i,0.0021129+0.00077161i,0.00063384-0.00035735i,0.00034385-0.00026137i,0.00053232+0.00012078i,-0.00015362-0.00021724i,-0.00076702-0.00011894i,-0.00041336-0.00013557i,0.000517-0.00073204i,0.00062168-0.00091516i,0.00035028-0.00042132i,-0.00027416-0.00011261i,-0.00043567+7.7489e-05i,-0.0002072+0.00076584i,-0.00034352+0.0004867i,-0.00023904-0.00035343i,0.00029021-0.00049911i,0.00070745-0.0005009i,0.00064346-0.00011467i
0.0036232-0.0029679i,0.0051189-0.003938i,0.0071057-0.00318i,0.0064032-0.0020482i,0.0038135-0.0018449i,0.0016549-0.001481i,0.000265-0.00046106i,-0.0010627-0.00016867i,-0.0011014-0.00025412i,-0.00055006+0.00012777i,-0.00013267+0.000417i,-0.00032434+6.7149e-05i,-0.00020322-0.0008186i,0.00045967-0.0012153i,0.00025193-0.00078665i,0.00029978-0.00031553i,0.00038417+0.00018018i,0.00040171+0.00018942i,0.00026071+4.8718e-05i,-0.00036922-0.00011563i,-0.00031831+0.00021103i,-1.8842e-05+0.00051749i,4.504e-05+0.00031155i
0.00060859-0.0025243i,0.0010007-0.0052584i,-0.00021756-0.0080791i,-0.0013035-0.0080308i,-0.0015191-0.005377i,-0.00079749-0.0031797i,-0.00064321-0.00085179i,-0.00087626+0.00072358i,-0.00027314+0.00097992i,0.00082761+9.6456e-05i,0.00057188-0.00075712i,-0.00015465-0.00052739i,-0.00029046+4.9668e-05i,-0.00037497+0.00015996i,-0.00046429+0.00038824i,-9.5669e-05+3.0257e-05i,-0.00023988-0.00012834i,-3.8082e-05+0.00020611i,0.00014552+9.4036e-05i,-0.00028054+0.00035935i,-0.00018821+0.0004287i,-0.00018633+0.00011057i,-6.7829e-05+0.00054497i
-0.00073752+7.7259e-05i,-0.003801-0.0008567i,-0.0057765-0.0027261i,-0.0069923-0.0031917i,-0.0058988-0.0017875i,-0.0038146-0.0012022i,-0.0017526-0.00025275i,-0.00040816+0.00040033i,0.00021959+0.0002462i,0.00045492-0.00015925i,0.00047626-0.0011772i,0.00033322-0.00089313i,-0.00026487-0.00083411i,-0.00031996-0.0013346i,-0.00044703-0.00056117i,-0.00096172-0.00025792i,-0.00083971-0.00013912i,-0.00042672-5.5978e-06i,-0.00048413-0.00020877i,-0.0010947-0.00014561i,-0.00093239-7.9574e-05i,-0.00038736+2.1341e-05i,-0.0002114+0.00048174i
0.0020745+0.0029116i,0.0015457+0.0027812i,0.00077851+0.0043504i,-0.00086814+0.005278i,-0.0024122+0.0035796i,-0.0026358+0.0017325i,-0.0018846+0.0014216i,-0.00072032+0.001049i,0.00070528+0.00010054i,0.00075737-0.00060998i,5.9423e-05-0.00089876i,-0.00040789-4.1281e-05i,-0.00037947+0.00097131i,0.00011717+0.0003257i,8.333e-05-0.00046704i,-0.00053338-7.9406e-05i,-0.00074202-0.00053562i,-0.00010379-0.00077587i,0.00010141-0.00021205i,0.00018215+7.518e-05i,0.00062882+0.00018182i,0.00048135+0.00041537i,-3.7141e-05+0.00072464i
0.00088905-0.00017688i,0.004458-0.00085731i,0.0064189+0.00065456i,0.0056674+0.0021267i,0.0042386+0.00076626i,0.0029713+0.00018248i,0.001023+0.00098575i,-0.00068148+0.00047013i,-0.00057068-0.00023404i,-0.00023322-0.00026932i,-6.3736e-05+0.000209i,-0.00027812+8.7941e-05i,-0.00044203-0.00051081i,-0.00047063+0.0002126i,-0.00054081+0.0008448i,-0.00050092+0.00072316i,-0.00044841+0.00019131i,-0.00017867+4.355e-05i,-1.539e-05+0.00017629i,-0.00010826+9.2321e-05i,-0.00043067+0.00031877i,-0.00078898+0.00089519i,-0.0007487+0.00062597i
0.0036455-0.00043423i,0.0062308-0.0033457i,0.0068716-0.0065517i,0.0056181-0.0073794i,0.0034282-0.004694i,0.001587-0.0017109i,-0.00036176-0.00074232i,-0.0011886-0.00057026i,-0.00088106-4.4312e-05i,-0.00057547+0.00051349i,-0.00040026+0.0008099i,-0.00038149+0.00050364i,-0.00032287+0.00052904i,-8.2377e-06+0.00063733i,-0.00011234-0.00015826i,0.00012919-0.00047553i,-6.4995e-05+6.1255e-05i,-0.00080398+0.00022952i,-0.00044262+0.00018255i,0.00053606+0.00041764i,0.0007914-0.0001256i,0.00043234-0.0005228i,9.3402e-05+0.0001776i
-0.0028282-0.0015469i,-0.0051646-0.0030989i,-0.0075461-0.0057436i,-0.0073872-0.0062855i,-0.0046425-0.0040835i,-0.0015832-0.0027254i,-0.00057922-0.0016419i,-0.0012573-0.00024314i,-0.0011062+0.00040732i,-0.00039424+0.00050505i,-0.00085845-0.00026593i,-0.00075892-0.00054967i,-0.00026038-0.00043927i,-0.00015503-3.292e-05i,-0.00038438+0.00044969i,-0.00083403-0.00046326i,-0.00047184-0.0010053i,0.00018241-0.00045787i,-0.00013485+0.00010643i,6.9501e-05+0.00012811i,0.00099027-1.7946e-06i,0.0011285-4.4109e-05i,0.00063718-0.00016941i
-0.0010531-0.00055335i,-0.0027554+0.0017714i,-0.0048149+0.003432i,-0.0058247+0.0044604i,-0.0050486+0.00357i,-0.0035759+0.0016425i,-0.0026261+0.0015598i,-0.0013619+0.0015891i,-4.0559e-05+0.00049637i,-0.00018873-0.00012509i,-0.00056914-0.00036852i,-0.00026316+0.0004301i,-4.6451e-05+0.00048934i,0.00013106-0.00021129i,-0.00050081-0.0001123i,-0.00061554+0.00068086i,-0.00024019+0.00049987i,-0.00024799-0.0001363i,-0.00032675-0.00041863i,-6.3292e-06-0.00054841i,5.5014e-06-0.00038871i,0.00085694-0.00032504i,0.0011872-0.00068553i
0.0020014+0.0004528i,0.003201+0.0021014i,0.003165+0.0057912i,0.0024844+0.0069239i,0.00090005+0.0051475i,-0.00099292+0.0033575i,-0.0012911+0.0017948i,-0.00044517+0.00049068i,-0.00038257-0.00026284i,-0.00044416-0.00031438i,2.9139e-05-9.9891e-05i,0.00010028-0.00033225i,0.00032441-0.00051571i,-3.4519e-05-0.00076748i,-0.00048737-0.00069035i,-0.00037201-0.00050299i,-0.00053866-0.001056i,-5.8335e-05-0.00036935i,0.00046169+2.9437e-07i,1.1353e-06-0.00016503i,-0.00037329-0.00033394i,-0.00026436+6.5264e-05i,0.00019942+0.00090374i
0.0015152+0.00024195i,0.0060807-0.0017708i,0.009489-0.004185i,0.0092691-0.0038836i,0.0069169-0.00072279i,0.0040825+0.0013448i,0.0011265+0.0014626i,-0.0007783+0.00044775i,-0.0017309-7.2907e-05i,-0.0013474+0.00046146i,-2.9079e-05+5.5039e-05i,-0.00037004-0.0005665i,-0.00049568-0.00082364i,-8.0418e-05-0.0002642i,-4.9225e-05+0.00039441i,0.00017735+0.00014745i,-0.00028115+3.1628e-05i,-0.001062+1.5697e-05i,-0.00058697-0.00036976i,0.00016317-0.00059869i,-0.00048895-1.9281e-05i,-0.00072043+4.7138e-05i,-0.0002646+0.00039642i
-0.0017518-0.0018929i,-0.0027284-0.0039028i,-0.0036314-0.0065832i,-0.0028976-0.0068931i,0.0002087-0.0041197i,0.0021691-0.0017986i,0.0015767-0.0015033i,-0.00060552-0.00095532i,-0.0012419-0.00030305i,0.00049313-0.00059391i,0.000721-0.0006618i,-0.00012153-0.00031013i,-0.00040625-0.00060484i,-0.00020957-0.00047402i,0.00018694-0.00050004i,0.00023433-0.00078704i,-0.00053893-0.00076507i,-0.00035668+0.00027767i,0.00011724+0.00094621i,-1.6478e-05+0.00053416i,6.7035e-05+0.00048596i,-7.4231e-05+0.00071744i,-0.00054629+0.00076634i
0.0007797-0.0023189i,-0.0029306-0.0011542i,-0.0063019-0.0016825i,-0.0074121-0.001808i,-0.0055594-0.0011897i,-0.0027546-0.0014504i,-0.00089754-0.0014335i,-0.00066381-0.00070098i,-0.00026105-0.00017772i,-6.7986e-05-0.00014158i,-0.00038906-0.00041844i,-0.00021116-6.6804e-06i,0.0001584-2.8246e-05i,0.00018926+6.983e-07i,0.00018384+0.00065726i,0.00026111+0.0005996i,-9.3169e-07+0.00043132i,-0.00037254+0.00078714i,-0.00033111+0.00047385i,-0.00021753+0.00037963i,-0.00072913+0.00076534i,-0.00084891+0.00068412i,-0.00046276-0.00020623i
1.7203e-05+0.0012283i,0.0011459+0.003731i,0.00017734+0.0072229i,-0.00075592+0.0081424i,-0.0010989+0.0053055i,-0.0018483+0.0022845i,-0.0015723+0.0013112i,-0.00027302+0.0010051i,0.00036942+0.00043874i,-0.00012188+0.00030293i,-0.00059115+0.00025016i,-0.00056517+0.00024894i,0.00024229+0.00052242i,0.00083025-0.00037381i,0.0001233-0.00070576i,-0.00028575+0.00019621i,1.7555e-05+8.418e-05i,0.00047951-0.00039761i,0.00038904-0.00038218i,0.00010698+0.00032535i,-5.499e-05+0.00030246i,-0.00032196-0.0009542i,-0.00012068-0.00046195i
0.00050883-0.0003026i,0.0034686-0.0001879i,0.0069134+0.0013057i,0.0067942+0.0024792i,0.0033199+0.0027672i,-0.0004191+0.0022867i,-0.0016915+0.0011084i,-0.00088128-0.00030746i,-0.00061594-0.00070848i,-0.00094639-0.00051224i,-0.00028816-2.7077e-05i,0.00025873+0.00061698i,0.00040212+0.00050811i,0.00047698-0.00017583i,0.00020075-0.00029392i,-0.00016471+0.00040987i,-0.00041477+0.00033534i,0.00012867-0.00047812i,0.00076002-0.00066607i,0.00025835-2.0459e-05i,0.0002099+0.00047105i,0.00084314+0.00078154i,0.00081132+0.00082577i
0.0024031-0.000868i,0.0033923-0.0041169i,0.0040549-0.0075192i,0.0033635-0.0084256i,0.0022183-0.0056499i,0.0013607-0.0010721i,7.3995e-05+0.0012449i,-0.00035243+0.00093931i,-2.6803e-05+0.00057549i,0.0002452+0.00034642i,0.00076201+0.00015415i,0.00034776-0.00018238i,-4.9568e-05-0.00050005i,7.1764e-05-0.00011754i,9.7868e-05-0.00048809i,-0.00011279-0.0009027i,-0.00028652-0.0006668i,5.3479e-05-0.00067021i,-5.8969e-05-0.0008136i,-0.00033891-0.00062562i,-0.00063917+0.00031378i,-0.0001241+0.00034134i,0.00039635+0.00022338i
-0.00042927-0.0023501i,-0.0034722-0.0046889i,-0.0064593-0.0068149i,-0.0079488-0.0059329i,-0.0059921-0.0034858i,-0.0020657-0.0011103i,-0.00079712-0.00018572i,-0.00092349-0.00016569i,-0.00029146+0.00083049i,-0.00034104+0.00062967i,-0.00069358-0.0002673i,-0.00096807-0.00012369i,-0.00053436-0.0003442i,0.00014949-0.00080855i,0.00044096+8.0263e-05i,0.00020015-0.00014741i,-2.7723e-06-0.0011964i,-0.00014273-0.00046653i,0.00011215+0.00039993i,0.00024781+0.00025892i,0.00015541+1.9089e-06i,-8.7988e-05+0.0002282i,-8.5583e-05+0.00032401i
