-0.0024609+0.0018924i,0.00043396+0.00033523i,0.0014356-0.0019298i,0.00026669-0.0028407i,-0.001015-0.0016595i,-0.0015926+0.0004367i,-0.0014076+0.0012064i,-0.00045249+0.00082501i,-2.6994e-05+0.00056227i,-0.00030665+0.00061272i,0.00013956+0.00027649i,0.00045142-0.00093464i,-9.38e-05-0.0010621i,0.0001447-0.00059074i,0.00025252-0.00090428i,0.00031329-0.0007169i,0.00074315-0.00023167i,0.00025761-0.0003852i,-0.00062403-0.00032246i,-0.00040283-0.0001574i,0.00026244-0.00022027i,0.00041299-0.00032835i,0.00063208-0.00013275i
-0.00014446+0.00041455i,0.002488-0.00056678i,0.0035803-0.00025644i,0.0036235-0.00018437i,0.0032059-0.00025634i,0.0022677+0.00035682i,0.0021176+0.00099704i,0.0015941+0.00050077i,0.00076583-0.00037984i,0.00046737-0.00073299i,0.00023815-7.6511e-05i,-0.00061586+0.00032259i,-0.0010764+8.4654e-05i,-0.00014051-0.00032132i,0.00041868-0.00098923i,8.0903e-05-0.00075434i,-0.00068381-0.00021723i,-0.00089288-9.0152e-05i,-0.00075113-5.7436e-05i,-0.00055844-0.00013265i,-0.00095274-0.00088559i,-0.0010312-0.001272i,-0.000329-0.00056714i
0.001296+0.0014129i,0.0013673+0.0016424i,-8.4581e-05+0.0019993i,-0.0011238+0.0022822i,-0.00055871+0.002781i,0.00038366+0.0032007i,0.00080818+0.0027406i,0.00046388+0.0015716i,0.00070143-3.023e-05i,0.00073608-0.00066853i,-6.4526e-05+0.00027052i,2.107e-05+0.00056304i,0.00027944-0.00052202i,0.00015938-0.001177i,-0.00012879-0.00098188i,-0.00032478-0.00066175i,-0.00090855-0.00095853i,-0.00082396-0.00078473i,-0.00042477-0.00013802i,-9.6056e-05-0.00039653i,0.00036241-0.0004684i,-0.00022322+0.00027658i,-0.00053289+0.00069589i
-0.001549+0.0030257i,-0.0019649+0.0022211i,-0.0038778+0.0017088i,-0.0058466+0.0014748i,-0.0053488+0.00068639i,-0.0031138+0.00075752i,-0.0014063+0.0014279i,-0.00020874+0.0013394i,-0.00014337+0.00077076i,4.8218e-05+0.0007288i,0.00067267+0.0013623i,0.00061062+0.00057736i,0.00035082+1.9863e-05i,0.00027575+0.00011424i,-2.6086e-05-0.00013769i,-0.00034647-0.00051271i,-0.00079078-0.00042115i,-0.00091127+0.00011663i,5.4348e-05+0.00027163i,0.00063783-0.00019288i,0.00073552-7.4207e-05i,0.00032301+0.00033165i,-7.3829e-05+0.00055559i
-0.0022439+9.1784e-05i,-0.0047639-0.0018512i,-0.0049184-0.0046299i,-0.0055794-0.0060911i,-0.0067355-0.005322i,-0.0052921-0.0027485i,-0.0023756-0.0011195i,-0.0016104-0.00047426i,-0.0013036-0.00029488i,-0.0008104-0.00060709i,-0.0011515-0.00030656i,-0.0011235+0.00036809i,-0.00038516+0.00051619i,-0.00019106+0.00029111i,-5.7933e-05-0.00022909i,-0.00032256-0.00062352i,-0.0012267-0.00017622i,-0.0011259+0.00024627i,3.2757e-05+9.9232e-05i,0.00047539-6.6342e-05i,0.00018217-0.00012326i,-0.00041809-0.00010529i,-0.00043513+0.00028748i
0.0022923-0.0015154i,0.0022303-0.0043221i,0.0014045-0.0072233i,0.00010651-0.008041i,-0.00057657-0.0061993i,-0.00071182-0.0034039i,-0.00055551-0.0011089i,0.00031765+0.00022248i,0.00095338+0.00046569i,0.000135+0.0003482i,-0.0011688+0.00032657i,-0.00089034-5.9994e-05i,-6.8801e-05-0.00034415i,0.00042331-0.00032439i,0.00097895+0.00013901i,0.00031628+0.00065051i,9.1347e-06+0.00016864i,0.00019937-0.00045058i,0.00018623+0.00014338i,0.0001469+0.00070998i,1.3097e-05+0.00026109i,0.00061718+0.00017573i,0.0012081+0.00097302i
0.00038784-0.00061866i,0.0027319-0.001405i,0.003307-0.0018348i,0.0031244-0.0009909i,0.0019275-2.4751e-05i,0.0015002+1.7703e-05i,0.0021385+0.00031253i,0.0015775+0.001079i,9.2164e-05+0.0011207i,-0.00036817+8.5721e-05i,6.9132e-05+2.7716e-05i,-2.0461e-05+0.00032447i,-0.00034811+0.00017297i,-0.00087777+0.00015345i,-0.00022158+0.0003035i,0.00044473+0.00027508i,-0.00016605+0.00018341i,-0.00053531+0.00016237i,-0.00030921+9.5739e-05i,-0.00029084+0.00052873i,-0.00087311+0.00065176i,-0.0010359+0.00025123i,8.8484e-05-0.00010279i
-0.0020806+0.0013594i,-0.0013452+0.0030902i,-0.00093892+0.002642i,-0.0010712+0.0018467i,-0.0007792+0.0018737i,0.00027044+0.0018909i,0.00059192+0.0022196i,0.0001519+0.0015766i,-1.8659e-05+0.00020703i,-0.00054187-0.00027446i,-0.00011641-0.00032627i,0.00046359+0.00042381i,0.0003225+0.00062113i,0.00014298+2.0014e-05i,0.0002328-0.00023653i,0.0004079-0.00061854i,0.00040084-0.0010898i,0.00068673-0.00055461i,0.00062096-0.00039101i,0.00077678-0.0002835i,-0.00010671+0.00017002i,-0.00082596+0.00029377i,-0.0005887+8.8637e-05i
0.0021265+0.0016059i,0.00082148+0.00062358i,-0.0014339+0.0003558i,-0.0042933+0.00022354i,-0.0047529+0.0013499i,-0.0028226+0.0020297i,-0.0014327+0.001591i,-0.00047331+0.001276i,0.00016314+0.00072266i,-8.5928e-05-3.9999e-05i,0.00034927-0.00076661i,0.00075206-0.001432i,0.00075638-0.00092919i,0.00023765-0.00046824i,0.00012112-0.00090611i,0.00029084-0.0005981i,0.00061052-0.00028262i,0.00084503+2.2133e-05i,0.00043416+0.00068578i,-0.00010191+0.00063536i,-0.00020094-0.00025102i,-0.0001654-0.00029645i,-0.00032417+5.4603e-05i
0.00044806+0.00055855i,-0.0011914-0.003192i,-0.0026783-0.0053836i,-0.0043681-0.00576i,-0.0051803-0.0048463i,-0.0049218-0.003088i,-0.0032246-0.001454i,-0.00089352-7.5721e-05i,0.00036731+0.0005665i,0.00059742+0.00034087i,6.3857e-05+0.00065775i,-0.00036174+0.0009645i,-7.0576e-05+0.00048949i,-4.1501e-05+0.00032679i,-4.7293e-05+0.00075705i,4.5209e-05+0.0008628i,0.00012466+0.00013201i,-0.00047726-0.0004604i,-0.00028203+0.00035156i,0.00055176+0.00055679i,0.0010615-1.1491e-05i,0.0010127-0.00042678i,0.00086691-0.00083842i
0.0002311+0.0027642i,0.0012463+0.00030754i,0.00075396-0.0035125i,-0.00011839-0.0058992i,-0.0012237-0.0053414i,-0.0023792-0.0031063i,-0.0011066-0.00098392i,0.0011845-0.00036065i,0.0021811+7.0142e-05i,0.0010304+0.00044623i,-0.00026492-8.6079e-05i,-0.00028446+8.6954e-05i,0.00024314+7.2927e-05i,0.00060113-0.00042371i,0.00024723-0.00032877i,-0.00018523+0.00026558i,-8.2929e-05+0.00058945i,-8.0697e-05+0.00019003i,-0.00020956+0.00022442i,9.4465e-05+0.00019336i,0.00015169-0.00058522i,-2.7955e-05-0.00024643i,0.00023256+0.00021399i
-0.00071947+0.00012284i,0.0018616+0.00029705i,0.0034209-0.0014765i,0.0027469-0.0033786i,0.0019104-0.0034427i,0.0013432-0.0024458i,0.0015763-0.0010286i,0.00067682-3.0413e-05i,-0.00043988+5.9734e-05i,-0.00045416-0.000345i,8.6196e-06+2.733e-05i,0.00031335+0.00030998i,0.00022982+1.5542e-05i,1.9424e-05-0.00035402i,0.00020428-0.00015589i,0.00085418+0.00011605i,0.00033806-0.00040784i,0.00019511+5.7062e-05i,0.00055013+0.00054857i,-0.00029598+0.00044787i,-0.00045388+0.0005978i,0.0003209+0.00095281i,0.00035083+0.00037634i
0.0015047+0.0023202i,0.001865+0.0024749i,0.0014243+0.0010744i,0.0013083+1.1249e-05i,0.0012266+0.00048607i,0.0010238+0.0011377i,0.00069076+0.0018755i,-0.00016718+0.0021043i,-0.00070419+0.00092232i,-0.00022622+0.00010164i,0.00029538+5.815e-06i,0.000119-7.2546e-05i,0.00059432-1.3687e-05i,0.00079383+0.00062181i,0.00015684+0.00025424i,-0.00025536-0.00024747i,-0.00032943-7.3723e-05i,-2.5944e-07+0.0001519i,8.213e-05+0.0010809i,0.00026254+0.00068919i,0.00030104-0.00035506i,-0.00031247-4.4535e-05i,0.00013605+0.00080846i
0.001384-0.00034009i,-0.00041681-0.0013361i,-0.0024483-0.0011717i,-0.0036014+0.00017806i,-0.0040939+0.0018822i,-0.0039706+0.0019088i,-0.003415+0.0010227i,-0.0020898+0.0005998i,-0.0004128+0.0002647i,3.0153e-05-0.00043779i,-0.00041217-0.00088404i,-0.0013169-0.00028481i,-0.0012917+0.00058929i,-0.00042897+0.00073996i,-0.00042621+0.00047444i,-0.00051565+0.00058453i,-0.00053757+0.00089886i,-0.001036+0.00067045i,-0.0007092+0.00055036i,-0.00014707+0.00039973i,0.00024784+0.00051956i,0.00019011+0.00070331i,3.3637e-05+0.00029606i
0.0024546+0.0031116i,0.0021186+0.00013841i,0.00019277-0.0028798i,-0.0030764-0.0044557i,-0.0038764-0.0038048i,-0.0028689-0.0023328i,-0.0013435-0.0017213i,0.0003503-0.0011982i,0.00071603-0.00060197i,0.00086374-0.00020017i,0.00073311+0.00011188i,4.8596e-05+2.1549e-05i,-0.00045772+2.7134e-05i,-0.00031691-0.00060239i,6.4046e-07-0.0010744i,-0.0004516-0.00080414i,-0.00083714-0.00116i,-0.00074072-0.0008345i,-9.0522e-05-0.00027347i,0.00021218-0.00024754i,-0.0001575-0.00014228i,8.6175e-05-9.9424e-05i,0.00042346+1.0645e-05i
0.0010507+0.0019036i,0.0024383-0.00047623i,0.00036971-0.0040881i,-0.0023548-0.0070575i,-0.003244-0.0056954i,-0.0026326-0.0025745i,-0.0010259-0.00031753i,0.00058206+0.00035429i,0.001155+1.9119e-05i,0.0005882+0.00023399i,0.00036597+0.00051583i,0.00056794+0.00065068i,0.00019915+0.00074709i,0.00011545+0.0002167i,0.00080397+0.00012044i,0.00052542-0.00040188i,-0.00023771-0.00061268i,-0.0014572-0.00011496i,-0.0011079-0.00093199i,0.00010016-0.0013075i,0.00026514-0.00068877i,9.917e-05-0.00057307i,3.8061e-05-0.00051224i
0.00071713+0.00028953i,0.00081907-6.224e-06i,0.0011806-0.0027629i,0.0010044-0.0050536i,0.0011589-0.0046368i,0.0012391-0.0025105i,0.00084281+0.00057i,0.0010127+0.0020202i,0.00073256+0.001015i,0.00026703+0.00022064i,6.4221e-05+0.00039616i,0.00013315+0.00062121i,-0.00022073+0.00064499i,-0.00042906+0.00057077i,3.3988e-05+0.00032811i,-8.242e-05-0.00014326i,1.3734e-05-0.0010286i,0.00025433-0.0010864i,-0.00029748-3.0752e-05i,-0.00065209+0.0002763i,-3.2858e-05+0.00010357i,0.0007756-0.00012601i,0.0010763-0.00075005i
0.0015144-0.00029538i,0.00085975-0.00074688i,0.0019386-0.0018156i,0.0024097-0.0021225i,0.0011242-0.0012826i,0.00016497-0.00026868i,-0.00038297+0.0010498i,-0.00087358+0.0015231i,-0.00057129+0.00057279i,0.00055742-0.00027386i,0.00065319-0.0001009i,0.000399-0.0007708i,0.0004084-0.0010988i,7.1777e-05-0.00050547i,0.00071754-1.4978e-05i,0.00048387+0.00029978i,-0.00030808-0.00082696i,-0.00020661-0.001849i,-0.00044221-0.0015397i,-0.00023838-0.00062462i,0.0004363+0.00029537i,0.00075425+0.00027386i,0.00090194-9.5057e-07i
0.0034376+0.00082839i,0.0043881+0.00050109i,0.0024711-0.00074362i,0.00043514-0.0015022i,-0.00076003-0.0012732i,-0.001301-0.00066761i,-0.0017203+0.00056363i,-0.0022756+0.00078025i,-0.0015241+0.00060893i,-0.00034582+0.00076858i,0.00046864+0.00085051i,-0.00033073+0.00071524i,-0.001654+0.000238i,-0.0017555+0.00037409i,-0.0008631-7.4743e-05i,0.00014881-0.00019906i,0.00019378-5.5606e-05i,0.00013722-0.00063573i,0.00029276-0.00023593i,-0.00039528+0.00026008i,-0.00056652-0.00015684i,-3.2811e-05-1.5459e-05i,0.00089551+0.0001018i
5.7886e-05+3.0262e-06i,-0.00047529-0.0010846i,-0.0016833-0.0014977i,-0.0033542-0.0010849i,-0.0044048-0.00091832i,-0.0036748-0.00065318i,-0.0018788-0.00027583i,-0.00063633-0.00014234i,4.503e-05-0.00010935i,0.0003731-1.4948e-05i,5.6489e-05-0.00040114i,4.4782e-05-0.00041365i,-0.00042683-0.00048916i,-0.00058987-0.00049871i,-0.00025599-0.0001461i,-5.3151e-05+6.3313e-05i,-0.0003717-0.0002197i,-0.00074856-0.0011337i,-0.00065914-0.00065903i,-0.00073626+0.00020708i,-2.203e-05+0.00063411i,0.0002248+0.0005995i,-0.00034261+0.00016038i
-0.0023363-0.0012915i,-0.0019497-0.0011314i,-0.0028376-0.0021268i,-0.004355-0.0026294i,-0.0041461-0.0018545i,-0.0023265-0.00038499i,-9.9114e-05+0.00049415i,0.00068653+0.00011428i,0.00016719-0.00038352i,0.0003207-0.00066282i,7.1195e-05-5.4673e-05i,-0.00010563+0.00064633i,0.00052547+0.00049128i,0.00064485-5.5101e-05i,0.00034756+0.00038627i,-8.2068e-08+0.00065998i,-9.0336e-06-0.00045198i,-0.00048371-0.00084835i,-0.00045053-0.0004863i,0.00021089-9.4837e-05i,0.0001325-0.00010888i,-8.3265e-06-0.00035415i,0.00057819-7.5965e-05i
-0.0014898-0.0011706i,-0.0018054-0.001043i,-0.0019582-0.0025433i,-0.0022415-0.003763i,-0.0025052-0.002782i,-0.0016648-0.0004875i,-0.00019182+0.00093263i,0.00051207+0.0014953i,0.0002055+0.0018363i,-0.00039176+0.00063308i,-7.2025e-05-0.00066891i,0.00029902-0.00058166i,0.00031927-0.00015329i,0.00073661+0.00063768i,0.00062824+0.00081853i,0.00025672-0.0001385i,0.000382-0.00037957i,0.00026286+0.00033452i,0.00027681+0.00061808i,0.00012809+0.00059136i,-0.00011961+0.00072562i,-5.0324e-05+3.463e-05i,0.00030518-0.00097332i
0.0017894+0.0013032i,0.001148+0.00017619i,0.0011014-0.0014813i,0.0012609-0.0035686i,0.00015316-0.0037998i,-0.00082084-0.0020433i,-0.0012585+0.00059234i,-0.0011111+0.0017565i,4.3413e-05+0.0021491i,0.00032879+0.0015804i,-0.00018297-0.00027447i,-0.00020535-0.00081107i,-0.0001023+1.4949e-05i,0.0003549+0.00053193i,0.00024815+0.00011829i,-0.00064302-0.00015444i,-0.0013344-5.4614e-05i,-0.00071632-2.8869e-05i,0.00049669+0.00065678i,0.00081187+0.00085097i,0.00061575+0.0013121i,-9.2152e-05+0.001647i,0.00020046+0.00028826i
0.0019303+0.0019572i,0.0024761+3.1087e-05i,0.0024163-0.0013943i,0.0018723-0.0019019i,0.0015189-0.00064626i,0.00091873-9.2342e-05i,-0.00014301-2.4807e-05i,-0.00045394+0.00076662i,-0.00056485+0.00031909i,-0.00016635-0.0005662i,0.00028168-0.00022423i,0.00024131+0.00013334i,-4.2163e-05-0.00037715i,-0.00011541-0.00056467i,-0.00068223-0.00039932i,-0.001267-0.00046581i,-0.00095177-0.000422i,-0.0005793-0.00053528i,9.1665e-05-0.00024797i,0.00065158+0.00052619i,0.00013097+0.00055513i,-0.00033285+0.00022372i,-0.00069041-0.00011479i
-0.0018476+0.0028483i,-0.00037507+0.0023565i,0.00017756+0.0011191i,-0.00020375+0.0015914i,-0.0009165+0.0017127i,-0.0003833+0.0010241i,0.00072346+0.00086744i,0.00083193+0.00038034i,0.00054915-0.0002638i,0.00038601+0.00037128i,-0.0002179+0.00033483i,-0.00069194-0.00084092i,-0.00042048-0.0010311i,-0.00022785-7.2693e-05i,-0.00054229-7.3411e-06i,-7.9964e-05-0.0002839i,0.00017386-0.00017986i,0.00012229+0.000184i,-8.8561e-05+0.00051578i,-0.00035966+0.00031465i,-2.9819e-05-0.00014901i,0.0013787-0.00051434i,0.0010562-0.00010219i
0.00043744-0.0008117i,0.00060507-0.0017206i,-0.00032511-0.0032619i,-0.0024097-0.0030667i,-0.0030693-0.0016611i,-0.0019547-0.00069978i,-0.00046733+0.00011033i,0.00045495+0.00090269i,0.00069072+0.00078953i,0.00055285+0.00026638i,0.00020752-0.00049525i,-0.0002345-0.00082116i,-8.6449e-05-0.00046621i,0.00048975-0.00046067i,0.00065778-0.00048839i,0.00055354+3.4851e-05i,0.00022806-0.00014917i,-0.00053328-0.00060034i,-0.00027176-0.00021323i,0.00039638-0.00017006i,0.00051056-0.00094964i,0.0010002-0.00072912i,0.00098581-0.00029593i
0.00084401+0.00099721i,0.00041201+0.00025927i,-0.0014292-0.0015989i,-0.0031507-0.0027222i,-0.0035903-0.0019635i,-0.002623-0.00044014i,-0.0016532+0.0010084i,-0.00052333+0.0017725i,0.00034492+0.0015163i,0.00023205+0.00073889i,-5.7069e-05-4.0377e-05i,-0.00055659-0.00045073i,-0.001253+0.00042589i,-0.00060221+0.00071618i,-0.00014659+0.00031516i,-0.00037193-7.6604e-05i,-0.00046461-0.00081948i,-0.00050698-0.0008945i,-5.9923e-05-0.000199i,5.8517e-05+0.00033251i,-9.4801e-05+0.00059904i,2.9804e-05+0.00070072i,-0.00053469+0.00029332i
-0.00057616-0.0002298i,6.2546e-05-0.0024179i,8.4647e-05-0.003503i,-0.00016579-0.0047108i,-0.00025901-0.0046769i,-0.00017644-0.0029312i,-0.00037981-0.0010803i,-0.00036578-0.00019505i,-0.0002287-0.00057807i,0.00019093-3.1807e-05i,0.00055987+0.000661i,0.00041523+0.00060148i,-0.00020574-0.00021163i,-7.0733e-05-0.00069312i,0.00067579+1.6417e-05i,0.0003937-5.1746e-05i,4.6193e-05-0.00045441i,-0.00036969-0.00021303i,-7.1757e-05+0.00022412i,0.00044834+0.00022468i,-6.7952e-06+8.7416e-05i,-0.00043976+0.0002927i,-0.00052821-1.9331e-05i
0.001593+0.0053219i,0.0029757+0.0043952i,0.0037807+0.00079395i,0.0031129-0.0022265i,0.0026096-0.0025443i,0.0021035-0.0012765i,0.00069214+0.00047194i,-0.00016268+0.00099172i,-0.00035654+0.00041334i,-0.00072158+0.00027638i,-0.00066706+0.00074582i,-0.00023589+0.00066868i,-0.00019642-0.00047033i,0.00014385-9.5164e-05i,0.00014892+0.0012057i,0.00025043+0.00072838i,0.00048728+5.2173e-05i,0.00017328-0.00013378i,-0.00035074+4.0398e-05i,-0.00018607+7.7127e-05i,0.00050478-1.4094e-05i,-0.00026278+5.5885e-05i,-0.00058265-0.00018663i
-0.00069297+0.00026219i,-0.001273-0.0011203i,-0.0018132-0.00057879i,-0.0013415+0.00058603i,-0.00053369+0.0013713i,-0.0003476+0.0014544i,7.4897e-05+0.00057861i,0.00099669+0.00032357i,0.0011249+0.00022819i,0.00033041-0.00016319i,-0.00028895-0.00040715i,-0.00086393+5.0038e-05i,-0.00036804+4.3495e-06i,0.00045986+5.8992e-05i,0.00070173+0.00022343i,0.00046254-0.00013606i,0.00038477-0.00036916i,0.00014947-0.00043123i,0.00029321-7.2198e-05i,0.00011969-8.6466e-05i,-0.00010614-0.00038182i,-0.00024294+1.3752e-06i,-0.00047314-0.00012379i
0.00098947+0.00044606i,0.00026406+0.00075666i,-0.001423-0.00014865i,-0.0028511-0.00058186i,-0.0032592+0.00045829i,-0.0031893+0.0012087i,-0.0021219+0.001289i,-0.00011097+0.0017053i,0.00099149+0.001838i,0.0013669+0.00075909i,0.00076819-0.00010019i,0.0004667+0.00021113i,0.00072534+0.00026403i,0.00033087+0.00014494i,7.4993e-05+0.00020886i,-0.00021012-0.00018906i,3.347e-05-0.00069684i,0.00057919-0.00053697i,0.00069502+2.1469e-05i,0.0010548+0.00057965i,0.00069995+0.00078908i,4.3843e-05+0.0010184i,0.00014429+0.0011369i
-0.00022086+0.00065659i,-0.0017872-0.00018056i,-0.0035744-0.0012255i,-0.0043353-0.0023424i,-0.004553-0.002183i,-0.003855-0.0013831i,-0.0021254-0.00040776i,-0.00067056+0.0011752i,5.9034e-05+0.0018847i,0.00060515+0.0004574i,0.00087783-0.00055763i,0.0003399-3.2781e-05i,-7.7142e-05-0.00045392i,0.00029161-0.00042527i,0.00073516-0.00032969i,0.00085126-6.1913e-05i,0.00013262+0.00072329i,-0.00020976+0.0010877i,0.00037528+0.00053771i,0.0007216-0.00064699i,0.00015487-0.00086545i,-8.4229e-06-9.4393e-05i,-0.00010171-3.9479e-05i
0.00096838+0.0020707i,0.0016307-0.0012662i,0.00042754-0.0045486i,-0.00085814-0.0067217i,-0.00064571-0.0066225i,-0.00048647-0.0051109i,-0.00046308-0.0029315i,-0.00014321-0.0004462i,0.00040212+0.00060309i,0.0014445+0.00022445i,0.00061634-9.5414e-05i,-0.0010445-0.00085068i,-0.00074742-0.00053893i,0.00040338+0.00041334i,0.00085137+0.00012923i,0.00036633-0.0002841i,1.5568e-05-0.00041821i,0.00073946+0.00016007i,0.0010072+0.00021362i,0.00039684+9.7088e-05i,-0.00025072+0.00038331i,-0.00030537+0.000357i,0.00018712+0.00070576i
-0.0015284+0.0016455i,-0.0014715+0.00075923i,-0.00083505-0.00047025i,0.00020241-0.0023861i,0.0011991-0.0036731i,0.001558-0.0022709i,0.00038771-0.00022009i,0.00011298+0.00022322i,7.7337e-07+0.00034337i,-4.2136e-05+0.00024623i,0.00057495+0.00041887i,0.00065615+0.00018839i,0.00011162-0.00016959i,0.00015251+6.1509e-05i,0.00052116+0.0003211i,0.00021711+0.0004598i,0.00032993+0.00030129i,-0.00016127-3.8534e-06i,-0.00052293-0.00015807i,-6.6954e-05+0.00018631i,-0.00033157+0.00095384i,-0.00056266+0.0013716i,-0.00034669+0.0008152i
0.001087-6.7922e-05i,0.00055067-0.00029815i,5.7964e-05-0.0010708i,0.00048597-0.0011821i,0.00053511-0.00012121i,4.0133e-05+0.00066623i,-7.4121e-05+0.0010446i,5.6596e-05+0.00034141i,2.9602e-06-4.5983e-05i,-0.00030783+7.708e-05i,-0.00018985-4.8907e-05i,-7.9519e-05+9.6538e-05i,0.00010743+0.00011189i,-0.00027337-0.0002379i,-0.00047094-0.00052229i,0.00031825-0.00031659i,0.00035028-0.00053642i,0.00015852-0.00089977i,0.00059849-0.00030454i,0.00087167+1.8357e-05i,0.00060562-0.00012227i,7.7807e-05-3.9173e-05i,-9.7743e-05-0.00012961i
0.00023339+0.00033094i,0.00061133+0.00035127i,0.00046591-0.0006914i,-0.0011237-0.00092146i,-0.0030649+0.0010114i,-0.0031572+0.0023371i,-0.0012448+0.0019835i,0.00010082+0.0012752i,8.4418e-06+0.00068041i,0.00017683+0.00018234i,-5.9288e-05-0.00021906i,-0.00045781-0.00044833i,-0.00014324-0.00030104i,-0.00011027+5.3562e-06i,-0.00010475-0.00023658i,7.4762e-05-0.00066017i,9.0903e-05-0.00049619i,0.00017391-0.00064959i,0.00012781-0.00084553i,0.00045336-0.00099207i,-0.0006356-0.00039919i,-0.00085949-0.00034263i,0.00020426-0.0010693i
0.0018431-0.00076551i,0.00019619-0.0014084i,-0.0022374-0.0030246i,-0.0048877-0.0035916i,-0.0066291-0.0024668i,-0.0050034-0.0011239i,-0.0021031+2.846e-06i,8.8539e-05+0.00046131i,0.00092985+1.7778e-05i,-0.00031162-2.1541e-05i,-0.0009427+0.00042637i,-0.00059756-0.00025887i,-0.00032039-0.00061455i,-0.00032217-0.00029784i,-0.00028391+0.00012352i,-4.4259e-05-0.00021472i,-7.5826e-05-0.00016544i,-0.00017904+0.00028986i,4.8997e-05+0.0010122i,0.00046214+0.0015723i,0.00025975+0.0010719i,-0.0001057+0.00012309i,0.00062649+0.00014299i
-0.0007183-0.00075537i,-0.00053413-0.001758i,-0.0016563-0.004605i,-0.0036781-0.0058745i,-0.0044719-0.0051812i,-0.0031598-0.0032962i,-0.0013528-0.0013779i,-0.00036262-0.00052436i,0.00018649-0.00016863i,0.00028643-0.00038022i,0.00019068-0.00041679i,0.00034384-0.0004753i,0.00031333-0.00035798i,0.00056501-0.00037526i,0.00074939-0.00040319i,0.00057222-0.00046447i,0.00066458-0.0002918i,0.0001112-0.00029446i,-0.00069042-0.00035318i,-0.00091293-0.00032167i,-0.00028653-0.00044107i,0.00042776-0.00010418i,0.0008739-0.00028638i
0.0014641+0.0016876i,0.0021238+0.00096753i,0.0023236-0.0015511i,0.0018302-0.0040672i,0.00093009-0.0040656i,0.00037233-0.0027019i,0.00045649-0.0016224i,0.00022642-0.00074091i,-0.00013597-0.00023987i,0.00017817+0.00036023i,0.00064794+0.00029924i,0.00070765+0.00025459i,0.00023072+0.00014623i,-0.00052073-0.00026294i,-0.00083619+0.00021471i,-0.00093923+0.00045756i,-0.00067689-0.00013452i,-0.0004542-0.00091334i,-0.00047181-0.0008508i,-0.00016276-0.00029743i,0.0002867+9.6396e-05i,5.9568e-05-4.271e-05i,-6.3588e-05-0.00039655i
0.0034961-0.0017357i,0.0018749-0.0026058i,0.0013688-0.0036824i,0.001941-0.0032757i,0.0012015-0.0011872i,-0.0002649+0.00041841i,-0.00069811+0.0010386i,0.00019217+0.0011437i,0.00068508+0.00049633i,0.00026159-0.0002831i,-0.00035175+0.00034927i,-0.00067675+0.00095549i,-0.00027528+0.00053196i,-0.00016796+0.00049942i,-0.00012838+0.00054508i,0.00057585+0.00013177i,0.00092487-0.00021068i,0.00074459-0.00082534i,0.00053179-0.0011165i,0.00035039-0.00040728i,0.00087007-0.00015431i,0.0005878-0.00065397i,-0.0002333-0.00048842i
0.00054127+0.00012594i,-0.00013023-0.00044181i,-0.000672-0.00027147i,-0.0022456+0.0011251i,-0.0031849+0.0017756i,-0.0022066+0.0014957i,-0.0012715+0.001082i,-0.00021417+0.00070956i,0.00072959+0.00057925i,0.0006945-0.00019307i,8.8048e-05+1.5249e-07i,-0.00027769+0.00076765i,0.00023881+0.00054306i,0.00031561-4.1435e-05i,-3.3745e-05-5.1515e-05i,0.0003407-0.00013422i,0.0001565-0.00076625i,-0.00045728-0.00084327i,-0.00055812-0.00033339i,-0.00047616-0.0002508i,-0.00028368-1.0665e-05i,-0.00038416+0.00016887i,-0.00034195-0.00032085i
0.00073782-0.0013468i,-0.001078-0.0016116i,-0.0020082-0.0030437i,-0.003334-0.0034844i,-0.0050756-0.0023711i,-0.0047076-0.0013944i,-0.0029942-0.00054709i,-0.0016738+0.00011341i,-0.00054407+0.00055793i,0.00020972+0.00056591i,0.00015431+0.00033177i,0.00015116-3.2757e-05i,0.00030189+0.00045216i,0.00039265+0.00096142i,0.00036074+0.0001213i,0.00026132-0.00064459i,6.9247e-05-0.00062888i,-6.2455e-06-1.7328e-05i,2.7987e-05-9.0397e-05i,0.00012266-0.00035619i,-0.00012364-9.6319e-05i,7.5287e-05-0.00035922i,0.00052073-0.00060168i
0.0020021+0.0015697i,0.0029523-0.0006526i,0.00197-0.0026105i,-0.00023094-0.004229i,-0.0018169-0.0046376i,-0.001842-0.0035465i,-0.00037236-0.0013928i,0.00063192+0.00063222i,0.00050019+0.00053063i,0.00024524-0.00027626i,0.00034535-0.00060019i,0.00070752-0.00055788i,0.00063256-0.00043783i,0.00048041-0.00026491i,-0.00018641+0.00039385i,-0.00099608+0.00067319i,-0.00073042+0.00044661i,0.00025735+0.00031949i,0.00057224+0.0008196i,0.00018792+0.00092606i,-0.00018651+0.00036124i,-0.00039177+0.00023519i,0.00026548+5.8068e-05i
