-0.0033149+2.3448e-05i,-0.002027-0.00037604i,-0.001503+0.00019525i,-0.00077268+0.0012502i,-0.0001421+0.0020797i,-3.086e-06+0.001011i,-0.0009093+0.00053347i,-0.00054752+0.00074519i,4.4906e-05+0.00074852i,0.00055473+6.9918e-05i,0.0014526+0.00041266i,0.0010223+0.00042911i,-0.00023728-6.9826e-05i,0.00016608-0.00084642i,0.0017724-0.0017797i,0.0016936-0.0010654i,0.0013183+2.6874e-05i,0.00083381+0.00064838i,-0.00011986+0.00066281i,-0.0005614-0.00016265i,-0.00040606-0.00017494i,0.00058929+0.0001858i,0.0011424+0.00066148i
0.00077434+0.0005932i,-0.00040028+0.00082838i,-0.00050744+0.00056054i,-0.00067098-0.00027165i,-0.00068242-0.0016658i,-0.0006192-0.0018155i,-0.00061675-0.0014284i,-0.00083375-0.001283i,-0.000747-0.0017818i,-0.00085338-0.0013664i,-0.00042922-0.00038647i,0.00038215-0.00011848i,4.2121e-05-0.00014017i,-0.00065055+0.00047226i,-0.0011553+0.00035816i,-0.0010666-2.6296e-05i,-0.00063056-2.4305e-06i,-0.00016151-0.00029033i,0.00010473+0.00014169i,0.00036484-9.9879e-05i,0.00022318-0.00051715i,0.00014792-0.00011379i,0.00077547-1.3926e-05i
0.0012628+0.00019068i,0.0015042-0.00074055i,0.0010209-0.001405i,0.00081931-0.0016002i,0.00027779-0.00067165i,-0.0012698-8.2426e-05i,-0.002336+0.00082966i,-0.0014941+0.00050534i,-9.8814e-05-0.0012196i,0.0007602-0.0011606i,0.00066409+0.00045342i,3.3679e-05+0.0010585i,-0.00011355+0.00068043i,-0.0008657+0.00012215i,-0.0013305-0.00070128i,-0.00040642-0.0007824i,0.00028018-0.00015066i,9.6725e-05+0.00016842i,0.00020877+0.00046763i,0.00023356+4.2013e-05i,-6.6603e-05-0.00048411i,-0.00015316+9.5122e-05i,-0.00063699+0.00077641i
7.2744e-05+0.00010424i,0.00026025+0.00010159i,0.0005504-0.00018342i,0.00082162-9.0218e-05i,0.00034311-2.1092e-06i,0.00012882+0.00026744i,0.00056172+5.2792e-05i,4.2571e-05-0.00077014i,0.00022214-0.0011668i,0.0013555-0.00085356i,0.0016202-0.000272i,0.00089572+7.5953e-05i,0.00059954-0.00020873i,0.00018906-0.00081152i,-0.00056598-0.0016368i,-0.00094311-0.0020025i,-0.0007545-0.001288i,-7.3192e-05-0.00043046i,0.00060233-1.5376e-06i,0.00058604+0.00025473i,0.00021479+0.0001711i,-2.3714e-06-0.0003728i,0.00037499-0.00048837i
0.0017877-6.8607e-05i,0.0010841-0.00013811i,0.0010317-0.00032946i,0.00069072+0.00059989i,-0.00019107+1.1294e-05i,-9.3731e-05-0.00058078i,0.00039094+0.00015757i,0.00039036-7.3692e-05i,0.00059698-0.00092411i,0.00047852-0.00067215i,0.00017479-0.00036618i,0.00028193-0.00020632i,0.00014817+0.00014527i,3.0657e-05+0.00038204i,0.00075859+0.00057425i,0.00075728+0.00033315i,0.00028358-5.4631e-06i,0.00083996+0.00024225i,0.00081921+0.00046039i,0.0008566+0.00056977i,0.00085578+0.00054771i,-0.0003957+0.00066882i,-0.00097138+0.00052533i
-0.0023204-0.00043398i,-0.002872+0.00066452i,-0.0032044+0.00051138i,-0.0027884-0.0011436i,-0.0027323-0.0011622i,-0.0025542-0.00073252i,-0.0016708-0.00075485i,-0.00084801-0.00093963i,-0.00067886-0.00066327i,-0.00084188+0.00029883i,-0.00076577+0.0010999i,-0.00016148+0.00041979i,-0.00032363-0.00010521i,-0.00038988-0.00029204i,-0.00033262-0.00050156i,-0.00051235+2.6344e-05i,8.8336e-05+0.00034981i,0.00041427+0.00018063i,-0.00022849+9.2973e-05i,-0.0008584+0.00011504i,-0.00062909+0.0005011i,0.00023523+0.00092292i,0.00048877+0.000543i
-0.00056696-0.0012294i,-0.00011249-0.002386i,-0.00025092-0.0015403i,-0.00042205-0.0011229i,-0.00028292-0.0014083i,-0.00095279-0.0011372i,-0.0013488+0.00010999i,-0.00026716+0.0002267i,0.00058141+0.00042573i,0.00016519+0.00033152i,-0.00040902-0.00024292i,-0.00072886+0.00049251i,-0.00037689+0.00087627i,-0.00076975+0.00042782i,-0.0017115-0.00018601i,-0.0015491-0.00015568i,-0.00050557-0.0002668i,0.00048301-0.00048467i,-0.00032181+4.5044e-05i,-0.0012222+0.0002045i,-0.0011298+0.00053618i,-0.00082276+0.00089487i,-0.00024133+0.00079061i
0.0024487+0.0020396i,0.00493+0.0013611i,0.0056977+0.00010574i,0.0050221-0.00090547i,0.0029276-0.001276i,-0.00018505-0.0015672i,-0.0019908-0.00091355i,-0.0029538-0.00012613i,-0.0017756+0.00022671i,3.2598e-05+0.00023638i,0.00051208-0.0010533i,0.00013471-0.0015866i,-0.00059233-0.001114i,-0.0013035-0.00096997i,-0.0016202-0.00018256i,-0.00089104+0.00085691i,-0.00061456+0.001067i,-0.0005815+0.0010148i,-0.00045919+0.00096809i,-0.00072899+0.00076101i,-0.00067017+0.00043066i,-0.00029555-0.0002331i,-0.00089716-0.00099179i
0.00092569+0.0015926i,0.0014909+0.0019899i,0.0014442+0.0012206i,-0.00019885-0.00068836i,-0.0010377-0.002141i,-0.00035933-0.0011896i,-0.00038806+0.0003121i,-0.00063839+0.00052437i,-0.00019722+0.0002081i,-0.00047705+0.00032157i,-0.00055604+0.00058081i,0.00025172+0.00034481i,0.00054744+0.00041645i,-0.00052091+0.00021761i,-0.0011143-0.0005727i,-0.00035169-0.001044i,0.00030198-0.00039587i,0.00033764+0.00033438i,-3.4622e-05+0.00047149i,-0.00044768+0.00019894i,-9.7098e-05+0.00016934i,0.00028845+0.00058056i,-0.0001006+0.0008764i
-0.0016611+0.00093663i,-0.0021579+0.0015022i,-0.0018634+0.0013887i,-0.0007573+3.7866e-05i,-0.00051893-0.00062175i,-0.0013384-0.00098459i,-0.0014791-0.0010875i,-0.00077003-0.00064373i,-0.00094161-0.00038088i,-0.00047758-0.00032087i,0.00076706-0.00055533i,0.00078978+5.7355e-05i,-0.00028787+0.00047212i,-0.00060652+0.00035367i,-0.00054947+0.00021178i,-0.00097652-0.00013159i,-0.00086946-0.00047892i,-0.000624-0.00064983i,-0.00021787-0.00063993i,0.00039173-0.00058917i,-1.0037e-06+0.00014069i,-8.8384e-05+0.00054448i,0.0003442+0.00013732i
-0.0016978-0.0014912i,-0.0025859-0.0019369i,-0.0035399-0.0012356i,-0.0028606+0.00025319i,-0.0014783+0.00056607i,-0.0011532-0.00028123i,-0.0014546-0.00080232i,-0.00093399-0.00088229i,-0.00087639-0.00045498i,-0.0009227+0.00024478i,-0.00099186+0.00041089i,-0.00061574+0.00042455i,0.00060114+5.5841e-05i,0.0012737-0.0011897i,0.0010836-0.0018125i,0.00030893-0.0015145i,-0.00045183-0.00080872i,-0.00065394-0.00014018i,-0.00054018-0.00028113i,-0.00084918-0.00038555i,-0.001282+3.5123e-05i,-0.00032782+1.1182e-05i,0.00014038-0.00053158i
0.00089119+0.00076696i,0.0037488+2.992e-05i,0.0053288-0.00068605i,0.003923+0.00037235i,0.00060477+0.00078244i,-0.00070573+0.00068888i,-0.00085994-0.00022924i,-0.00058824-0.0015016i,-0.00016562-0.00075657i,-0.00016983+0.00054556i,-0.00046993+0.00013644i,-0.00047942-0.0004161i,-0.00037254-0.00010875i,-0.0003624-0.00058065i,-0.00087687-0.0006088i,-0.0011386-0.00058117i,-0.00078523-0.00088253i,-0.00040234-0.00061126i,-0.00070584+1.1663e-07i,-0.00090535+0.0010902i,-0.00037858+0.0011439i,0.00018181+6.1943e-05i,-2.9077e-05-0.00060885i
0.0012412+0.0030251i,0.0013319+0.0027732i,0.0015872+0.0019186i,0.0016149-0.00031593i,0.00037696-0.0026467i,-0.0011685-0.0020908i,-0.00085683-0.0012463i,-3.867e-05-0.0015331i,0.00030195-0.0015593i,0.00087286-0.0012778i,0.0010833-0.00042927i,0.00030784+0.00035551i,-0.00014716+0.00046722i,-0.00052778-0.00023496i,-0.00077678-0.00079635i,-0.0006233+0.00015013i,-0.00071634+0.00024773i,-0.00096389+3.1102e-05i,-0.0012024+0.00031515i,-0.00026399+0.0009927i,0.00080277+0.00051209i,0.001007-0.0008885i,0.00053881-0.00046637i
0.0017711+0.00072713i,0.0016751-0.00056729i,0.0016978-0.0011939i,0.00063905-0.00047404i,-0.00027819-0.00069055i,-0.0013684-0.00060186i,-0.001277-0.00014474i,2.5274e-05-0.00022392i,6.6611e-05-3.1044e-06i,-0.00032719+7.9857e-05i,-0.000574-0.00034352i,-0.00023834-0.00018838i,-0.000358+0.00087105i,-0.0008865+0.0011823i,-0.00089038+0.00072042i,-0.0006396-0.00032136i,-0.00021476-0.0010863i,-0.00021316-5.1688e-05i,-0.00026288+0.00019925i,-3.305e-05-0.00051007i,7.2569e-05-0.000288i,0.00018322+0.00069769i,-0.00012891+0.00025613i
0.00069893-0.0022075i,9.3338e-05-0.0034191i,-0.00013042-0.0035913i,-0.0008938-0.0027779i,-0.0018199-0.0016194i,-0.0014495-0.00016378i,-0.00030056+0.00048943i,0.0004553+0.00076236i,0.00042916+1.3304e-05i,0.00027616-0.00061305i,0.00010425+0.0002276i,-0.00017465+0.0010222i,-0.00084199+0.0008341i,-0.001205+0.00088044i,-0.00099849+0.00080593i,-0.00076824-2.7418e-05i,6.1954e-05-0.00036904i,0.00051457-0.00064894i,-0.00011011+0.00050623i,-0.00034445+0.0013216i,0.00020039+0.000538i,0.00037016+0.00015173i,4.3528e-05+7.1474e-05i
-0.00040175-0.0019022i,-0.00047059-0.0016315i,-0.0017244-0.00094051i,-0.0023399-0.00024377i,-0.0015704+0.00024848i,-0.00039906+0.000763i,0.00068181+0.0005037i,0.00062254-0.00067321i,-5.5235e-05-0.0022006i,-0.00037811-0.0015784i,-0.00079801+0.00026106i,-0.0002686+0.00074662i,0.00052464+0.00043435i,0.00010096+0.00056718i,-0.00081102+0.0010296i,-0.00031482+0.00089805i,0.00069845+0.0003539i,0.00058697-0.00026302i,0.00028715-0.00029156i,0.00038833+8.9007e-05i,0.00025463+0.00015569i,0.00014685-1.5975e-05i,0.00055917+1.6623e-05i
-0.002208+0.00055934i,-0.00039325+0.0014741i,0.0011188+0.0019606i,0.0006917+0.002978i,-0.00071043+0.0023802i,-0.00081246+0.0015456i,-0.0010177+0.00089589i,-0.0011055+0.00096122i,-9.9158e-05+0.0017575i,0.00071602+0.00084633i,0.001241+5.4547e-05i,0.00092735+0.00096993i,7.9172e-05+0.001147i,0.00054446+0.00019635i,0.0012964-0.00058035i,0.0011603-0.00077016i,0.0010309-0.00014094i,0.0010486+0.00021176i,6.638e-05+4.7539e-05i,-0.00011296-0.00040461i,0.00047099-0.00041742i,0.00087405-0.0001647i,0.00094845+5.9054e-05i
-0.0008175+0.00011222i,-0.0017382+0.00076058i,-0.0024386+0.00055009i,-0.0021668+0.00055989i,-0.0014297+8.3786e-05i,-0.0010042-0.00092206i,-0.00056084-0.00082832i,-0.00010739-0.0003032i,0.00024506-0.00030396i,0.00065619+2.9358e-06i,0.00075076+0.00060663i,0.00028146+0.00059562i,-9.2269e-05-5.473e-05i,1.9211e-05-0.00041399i,-0.00056597-0.00050298i,-0.00048207-0.00021023i,0.00012143+2.2622e-05i,-5.5603e-05-0.0004613i,0.00021082-0.00020888i,0.00061557-0.00011884i,0.00054477-0.00026929i,0.00045675-0.00021464i,0.00033883+9.915e-05i
-0.0012208-0.00084759i,-0.00049164-0.0021118i,0.00060761-0.0026568i,0.0010987-0.0020257i,0.00081381-0.0014828i,0.00098098-0.0017192i,0.00077849-0.0014504i,-0.00017425-0.00083486i,-0.000833-6.9271e-05i,-0.00064677+3.6862e-05i,-3.0203e-05-0.00075269i,0.0001848-0.00087718i,-3.8195e-05-3.9445e-05i,8.1295e-05+2.7528e-06i,-0.00031293-0.0004591i,-0.00048817-0.00015362i,8.1285e-05-3.566e-05i,0.00024064+0.00059127i,0.000119+0.00085725i,0.00026444+0.00029597i,5.9172e-05-0.00048352i,0.00063329-0.00078149i,0.0010284-0.00073588i
0.0012619-0.0016015i,0.0012396-0.0011251i,0.0010961-0.00040113i,-0.00018905-0.00021266i,-0.0014291-0.00010376i,-0.0018146+0.00078305i,-0.0017818+0.00076012i,-0.0010608-0.00064243i,-0.00033597-0.0012388i,-0.0010651-0.00031641i,-0.0011425+0.00051969i,1.3419e-05+0.00068602i,-2.8631e-05+0.00062279i,-0.0002182+0.00065977i,0.00042949+0.00046905i,0.00015428+0.0003943i,-0.00077381+0.00013868i,-0.00040238-0.00027509i,0.00028406-0.00036687i,-0.00039008+4.0396e-06i,-0.0004924-4.8759e-05i,-0.00028124-0.00020831i,-0.00022072-0.00017148i
-0.00059147-0.0011894i,-0.00084624+0.00020409i,-0.0011115+0.0014779i,-0.0016782+0.0027411i,-0.0012751+0.0020092i,-0.00014799+0.00071136i,-3.3222e-05-0.00012058i,-0.00056434-0.0010708i,-0.00076372-0.00090914i,-0.00066233-0.00032418i,3.0524e-05+0.00034883i,0.00077537+0.00058157i,0.0006487+0.00040673i,3.1746e-06-8.7382e-05i,0.00026129-0.0010586i,0.00090801-0.0014747i,0.0011217-0.0011248i,0.00028114-0.00040972i,-4.202e-05+8.6859e-05i,9.309e-05+0.00024442i,0.0006963-9.6725e-05i,0.001115-0.00019285i,0.00032636+0.00026066i
-0.0016464-0.0013222i,-0.0030622-0.00099631i,-0.003433-0.00086624i,-0.0019803-0.00060012i,-0.00089793-0.0014352i,-0.00081597-0.0016247i,-0.00052172-0.00093046i,-0.0001319-0.0015249i,0.00016053-0.0014074i,0.00017076-0.00016665i,0.00019651+0.00036896i,-4.5277e-05+0.00050204i,-4.437e-05+0.00082817i,0.00025073+0.00082644i,-0.00025915+0.00084388i,-0.00066983+0.00092462i,0.0001553+0.00063638i,0.00071968+0.00059839i,6.4397e-05+7.9052e-05i,-0.00023728+3.0577e-05i,-3.8412e-05+0.00017782i,-4.715e-05-5.1177e-05i,-0.00064139+9.6019e-05i
0.0010354-0.0010562i,0.00046651-0.001994i,-0.00026954-0.0031367i,-0.0012014-0.0021037i,-0.0020633+3.8042e-05i,-0.0018151+0.0006778i,-0.00083181+0.00067978i,-0.0007312+0.00024016i,-0.0010154-0.00024283i,-0.00076502-0.00025845i,-0.00036546-0.00061331i,-0.00041444-0.00053893i,-0.00051768+0.00018771i,-0.00016664+0.0004086i,-0.00034993+0.0008683i,-0.00071608+0.00088159i,-0.00025683+0.00024384i,0.00014342+0.0002842i,0.00013561+0.00034701i,3.7273e-05+9.4821e-05i,-0.00032518+4.2144e-05i,-0.00018203+0.00024585i,0.00017334+0.00041421i
0.00025022+0.0004292i,0.0014141+0.0013881i,0.0031015+0.0020531i,0.0027783+0.0020993i,0.0015881+0.00088673i,0.0007848+0.00039098i,0.00029959+0.0005518i,0.00048752-1.9929e-05i,0.00026416-0.00053177i,-0.00021049-0.00096704i,-0.00076848-0.0017571i,-0.00093524-0.0013606i,-0.0012924-0.00090192i,-0.0010433-0.00092705i,-0.00079311-0.0003766i,-0.00046914-0.00037645i,0.00035609-0.00037564i,0.00068793+0.00046374i,4.4471e-05+0.00094368i,-0.00035979-3.4742e-05i,0.00018221-0.00083179i,0.00057948-0.0012266i,0.00040397-0.001407i
-0.0021545-0.0010481i,-0.0027379+0.00061i,-0.0027745+0.0029108i,-0.0024861+0.0020191i,-0.0017409+0.00014378i,-0.0015951-0.00068952i,-0.0011033-0.00056837i,0.0002756+1.4495e-05i,0.00098312-5.9914e-05i,0.00038804-0.00063093i,-1.0573e-05-0.0006082i,-6.788e-05-0.00015049i,0.00033586-0.00011123i,0.00085334+3.8955e-05i,0.0005326-9.6291e-06i,-0.00096955-0.00012445i,-0.0010211-0.0002261i,0.00033892-0.00033724i,0.00046208-0.00022257i,-0.00020019-0.00028111i,-0.00088142+0.00036118i,-0.0015232-2.8106e-05i,-0.00081767-0.0008163i
-0.00045755-0.001814i,-0.0021414-0.0014638i,-0.003113-0.0027065i,-0.0030268-0.0011074i,-0.0025823+0.00068265i,-0.0012492+0.0013035i,-0.00022217+0.0017899i,-5.0177e-05+0.00084085i,-0.00010272-0.00024773i,-0.00051606-0.0003814i,0.00026075+0.00010431i,0.0011692+0.0010594i,0.00079091+0.0011818i,0.00084902+0.00014812i,0.00092281+0.00012009i,0.0012873+0.00043419i,0.0012205+0.00049082i,0.00069514+0.00064333i,0.00066887+6.7057e-05i,0.00036518-0.00039551i,0.00035592-0.00049116i,0.00061726-0.00095362i,0.0005324-0.0010433i
-0.00052069-0.00056445i,0.00038703-0.0010683i,0.00086688-0.00073379i,0.0011445-0.0006926i,0.00079344-0.0014158i,-0.00055406-0.0014048i,-0.00070331-0.0012403i,0.00062167-0.0012703i,0.0011594-0.0006483i,0.00016665-0.00037244i,-0.00058491-0.001005i,0.00018464-0.00078594i,0.00072513+0.00027153i,-0.00012076+0.00015618i,-0.00025124-0.00025339i,0.00050369-0.00044804i,0.00070365-0.00013677i,0.00036288+0.00035689i,-0.00067309-0.00013147i,-0.001133-0.00069935i,-0.00056493-0.00054956i,0.00019811-2.2431e-05i,0.00034606+4.1667e-05i
0.00048752+0.00016804i,0.00036581-0.00023871i,0.00047178-0.0011154i,-0.00060811-0.00064771i,-0.0020312+0.00040593i,-0.0021143+0.00048706i,-0.0013836-6.9199e-05i,-0.00057157-5.6247e-05i,-0.00010172+9.0865e-05i,0.00023554+5.782e-05i,0.00047048+0.00061892i,7.682e-05+0.0014357i,-4.9748e-05+0.00082557i,0.00051812+0.00079256i,0.00054146+0.00080388i,-0.00047158+0.00012551i,-0.00043886-0.00019443i,0.00028281-0.00026927i,0.00038063+0.00011819i,-0.00030648+0.00013521i,-0.00068243-1.0741e-05i,0.00040493-0.0005183i,0.00072467-0.00083577i
0.00041905-0.00063605i,0.00085461+0.0017477i,0.00030983+0.0026978i,0.00071339+0.0015254i,0.0011372+0.0004237i,0.00038439-0.00030616i,-0.00040614-0.00033709i,-0.00057282-0.00058814i,0.00032189-0.00065498i,0.00071916+7.9502e-05i,0.00025781+0.00059231i,0.00031261+0.00053717i,0.00011421-2.9328e-05i,-0.00045675+0.00012053i,-0.00035533+0.00032623i,0.00036938-0.00011657i,0.00039149-0.00071154i,-0.00055385-0.0010612i,-0.0010029-0.00056132i,-0.00012242+0.00021042i,0.0011027+0.00068728i,0.00083766+0.0010613i,-0.00030123+0.00047851i
-0.0015122+0.00066585i,-0.0014126+0.00020576i,-0.0013803+6.2544e-05i,-0.00078792+6.3655e-05i,0.00025837-0.0010099i,-1.2341e-05-0.0024045i,-0.0011266-0.0014926i,-0.0015989-0.00048431i,-0.0012903+0.00025518i,-0.00047887+0.00050945i,-0.0010933+8.3877e-05i,-0.0011763-0.000174i,-0.00087898-0.00040707i,-0.0010016-0.0011649i,-0.0005276-0.0012942i,-1.5328e-05-0.00092956i,5.6689e-05-0.00093675i,-0.00015143-0.00085334i,6.6612e-08-0.0004241i,6.0827e-05+0.00013397i,-0.00049704+0.00010233i,-0.00090566+0.00020555i,-0.00063103+0.00023563i
-0.0013883+0.00075651i,6.1914e-06+0.00030024i,0.00080615+0.00090947i,0.00086155+0.00153i,0.00046923+0.0015914i,0.00025172-0.00024962i,-0.00066367-0.0013503i,-0.0013493-0.001046i,-0.0012427-0.00067529i,-0.00066282+0.00038595i,-0.00032737+0.0016466i,-0.00076935+0.0015012i,-0.00082617+0.00035731i,-0.00055557-0.00086592i,-0.00017698-0.00084711i,0.0003244-0.00051487i,0.0001438-0.00066122i,-0.00034246-0.00055814i,-0.00064439+7.6821e-05i,-0.00067172+0.00024763i,-0.00058036-0.0002281i,-0.0002155-0.0010945i,0.00038487-0.001382i
-0.00014287-0.0013319i,0.00066712-0.0004739i,0.00077089-0.00051151i,0.00049201-0.0011583i,0.00074693-0.0014174i,0.0012255-0.0018372i,0.00071414-0.0016929i,-0.00010886-0.0014409i,-0.00069625-0.0012155i,-0.0016194-0.00076999i,-0.0013959-0.00047452i,-0.00069387-0.00040624i,-0.00014891-0.00027022i,0.00037657+0.00029676i,0.00087804+0.0003573i,0.0014204-7.5836e-05i,0.00093754-0.00027517i,-8.6491e-05+0.00056315i,-6.9766e-05+0.000685i,0.00065199+0.00089996i,0.00014953+0.00059999i,-0.00055498+0.00019328i,-0.00044734+0.00090799i
-0.0017522+0.0013837i,-0.0015699+0.00092157i,-0.0011283+0.0013186i,-0.00075655+0.0015044i,-0.0007837+7.4831e-05i,-0.0016902-0.00075175i,-0.0017303-0.00089454i,-0.0008944-0.0013154i,-0.00041797-0.001236i,-0.00026325-0.00063229i,-0.00016211-0.00082112i,0.0002834-0.00075361i,0.00053614-0.0001094i,-2.2728e-05-0.00031701i,-0.0002204-0.00055742i,-0.00039366+0.00034635i,-0.0009304+0.00047216i,-0.0002917-0.0002275i,0.00030262-0.00025562i,0.00041197-0.00020753i,0.0007805+0.00020325i,0.00091168+0.0001375i,0.00060144+0.00012122i
-0.0014821+0.0001852i,-0.0012038+0.00013223i,-0.00085721+0.00070358i,0.0010848+0.0011014i,0.0026528+0.00090678i,0.0013053+1.5144e-05i,-0.00061868-0.00087283i,-0.00013821-0.00084052i,0.00092091-0.00041343i,0.0010795-7.6768e-05i,0.00048685-0.00042294i,6.6689e-05-0.0010903i,0.00031531-0.0011878i,0.00020549-0.0010249i,-0.00026131-0.0014057i,-0.0011351-0.0012763i,-0.0010877-0.00063851i,-0.00026228-0.00074627i,-0.00028164-0.0012771i,-4.2033e-05-0.00090969i,-4.4024e-07-0.0006545i,-0.00030278-0.00058052i,-0.00063892+1.3418e-05i
-0.0017644-0.0026048i,-0.0021043-0.0025259i,-0.0016873-0.0014718i,-0.0015188-0.00081896i,-0.0007297-0.0017825i,0.00081286-0.0017251i,0.00038444-0.00089959i,-0.00048753-0.0010466i,0.00032423-0.0010565i,0.0013884-0.00043674i,0.0015298-0.00032585i,0.00067582+0.0001153i,0.00044648+0.0011701i,0.00057635+0.0012319i,0.000671+0.00039288i,0.0003322+0.00017854i,-0.00051275-1.4645e-05i,-0.0007496-8.6515e-05i,-0.00092687-7.0853e-06i,-0.00066979+0.000218i,-0.00020518+0.00043464i,-0.00016604-0.00017353i,-1.8589e-05-0.00094236i
-0.0016751-0.0015277i,-0.00046141-0.00062605i,-0.00010621+0.0010795i,-0.0001353+0.0019198i,-0.00083505+0.0016185i,-0.0017991+0.0012555i,-0.0010259+0.00057044i,0.0002708-0.00072657i,0.00043044-0.0012176i,0.00015736-0.0003372i,1.7476e-05+8.9373e-05i,0.00038185-0.00061403i,0.0010583+0.00017319i,0.00055752+0.00089806i,-9.9461e-05+0.00021358i,-0.00045109-0.00057679i,-0.00088149-0.0009069i,-0.0011556+6.0885e-05i,-0.00050158+0.00051405i,1.9208e-06-0.00032121i,0.00044406-0.00076791i,0.0011456-0.00019813i,0.0014492+4.5834e-05i
-0.0022627+0.0013759i,-0.0028701+0.0021181i,-0.0034004+0.0021377i,-0.0013079+0.0021855i,0.00040031+0.0012017i,0.00039212-0.0003349i,-0.00019943-0.0005099i,-0.00054264+0.00028152i,-0.00091031+0.0010623i,-0.00070508+0.0018697i,0.000548+0.0018984i,0.001274+0.00067898i,0.00076575-0.00013529i,-0.00059843-0.00065144i,-0.001163-0.00088181i,-0.0011654-0.00059022i,-0.00042321-2.2845e-06i,6.6318e-05+0.00013617i,-0.00055663-0.00076713i,-0.0007392-0.0016919i,-0.00037829-0.0012113i,-0.00060287-0.00038743i,-0.0005072-0.00022578i
-0.00013033+0.00012251i,0.00061253-4.5011e-05i,0.0012482-0.0009823i,0.00061268-0.0016673i,-1.7625e-05-0.0010086i,-0.00033744-0.00039937i,-0.0005268-0.00023308i,-0.0014795-5.564e-05i,-0.0015949+7.6277e-06i,-0.00073168-0.00020652i,-0.00015425+0.00056193i,-0.000278+0.0010576i,-0.00026414+0.00092196i,-9.9264e-05+0.00094572i,-0.00094339+0.0011969i,-0.0006981+0.00089102i,0.00073783-0.00037902i,0.00097922-0.00081165i,6.6833e-05+1.2033e-05i,-0.00047002-0.00030931i,-0.00032458-0.0010031i,1.8819e-05-0.00082864i,7.0547e-05-0.00070049i
2.4947e-05-0.00026211i,-5.0504e-06-9.0762e-05i,0.00079184+0.0013116i,0.0021221+0.0012634i,0.0022267+0.00024977i,0.00065637-0.00068749i,-0.00049363-0.00067539i,-0.0014911-0.00049722i,-0.0018419-0.0012507i,-0.0011316-0.0010628i,-0.00097735-0.00031322i,-0.0010821-8.2559e-05i,-0.00046448-8.4792e-05i,0.00019875+0.00010093i,-4.2227e-05-0.00010017i,-0.00088413-0.00079879i,-0.00052114-0.00085885i,0.00014521-0.0001393i,0.00011902-0.00042713i,-0.00018492-0.00046705i,-0.00072372+0.00076103i,-0.00072986+0.0008933i,-0.00034784+0.00059887i
0.0020123-0.0012273i,0.0013394-0.0015285i,-0.00015276-0.0010382i,-0.0013285-0.0013565i,-0.00089047-0.0019009i,4.741e-05-0.0014562i,-2.9914e-05-0.0011642i,-0.00059811-0.001093i,-0.00088936-0.0010321i,-0.0014627-0.00066759i,-0.00099813-0.00025611i,-5.1836e-05-0.00067252i,0.00016328-0.00053356i,-0.00053468+0.00049422i,-0.001535+0.00072722i,-0.0013754-2.702e-05i,3.5142e-05-0.00030283i,0.0012718+0.00054197i,0.0010114+0.0011912i,0.00027972+0.00067862i,-0.00042664-0.0003594i,-3.7233e-05-0.00048193i,0.00051751-0.00031237i
0.0017282+0.00032786i,0.0006084+0.00024308i,-0.00050217-0.00085388i,-0.0017931-0.0010907i,-0.0024661-0.00029097i,-0.0031042-0.00017745i,-0.0024636-0.00052239i,-0.0011657-0.0009988i,-0.00074546-0.0010894i,-0.00028156-0.001101i,-0.00039881-0.00051632i,-0.0011013+1.0591e-05i,-0.000742-0.00040963i,0.00013418-0.00037272i,-1.0449e-05-0.00062705i,-8.5095e-05-0.0010899i,0.00024208-0.00054625i,0.00035743-2.554e-05i,0.00045881+0.00015326i,0.0006559-0.00012208i,0.00065962+0.00031928i,0.00027145+0.00019727i,-0.00030241-0.00057951i
-0.00058016-0.0013265i,-0.0011011-0.0015229i,-0.0012206-0.00075022i,-0.00022128-0.00014504i,0.00092716-0.00033036i,0.00056112-0.0012554i,-0.00035742-0.0018224i,-0.00020262-0.0017161i,8.6735e-05-0.0018578i,0.00040028-0.0017425i,0.0011729-0.0015018i,0.0010408-0.0012932i,0.00067464-0.00032367i,0.00074491+5.752e-05i,0.00011882-0.00031058i,-0.0012011-0.00027903i,-0.00069935+0.00024549i,9.4073e-06+0.00027246i,-3.525e-05+7.6497e-05i,0.00023891+0.00075243i,0.00041143+0.00090655i,0.00012337+0.00011664i,-0.00050903+0.00012115i
0.0014353-0.00022148i,0.0011417-0.00061488i,0.00053505-0.0010035i,0.00092454-0.0014846i,0.00082003-0.00092551i,-5.1191e-05-0.00022813i,-7.0903e-06+0.00032832i,0.00044615+0.00030838i,0.00043821-0.00046689i,0.00090265-8.4013e-05i,0.0012202+0.00077294i,0.00069244+0.00059589i,-0.00016133+0.00021069i,4.7555e-05-0.00023693i,0.00031132-0.00030133i,-0.00018514+0.00031575i,-1.5603e-05+0.0011801i,0.0002661+0.0010321i,-0.00015467+8.3547e-05i,-0.00077274-5.9927e-05i,-0.00080952+0.00017865i,-0.00016175-6.1523e-05i,3.5108e-05-0.00026217i
