-0.004832-0.00017859i,-0.0040294+0.00067612i,-0.004035+0.0029718i,-0.0037035+0.0034028i,-0.0019445+0.0041347i,-0.00042835+0.0038476i,2.1897e-05+0.0017936i,0.00042927+0.00028737i,0.001242+0.00043659i,0.0016256+0.00088988i,0.001002+0.00011627i,0.0011265-0.00051873i,0.0014065-0.0010805i,-0.00028104-0.0014891i,-0.0010317-0.0013242i,-0.00024349-0.001297i,-0.0002066-0.0011776i,-0.00030515-0.00068885i,-0.00028421-0.00045901i,2.6249e-05-0.00029591i,0.00035964-0.00021677i,8.1553e-05-0.00037408i,-0.00052902+7.2604e-06i
-0.00082137+0.0012366i,-7.5574e-05+0.001584i,3.4968e-05+0.0024802i,0.0004944+0.0027375i,0.00074449+0.0018161i,0.001172+0.00018483i,0.0012664-0.00050283i,0.00089055+1.6322e-06i,0.00060372+0.0003376i,-0.0005313+0.00010774i,-0.00085189-0.00050554i,-0.00013057-0.00032058i,-0.00026445+0.00041162i,-0.00053976-0.00014939i,-0.00049236-0.00078608i,-0.00018282-0.00048196i,0.00030392-0.00048045i,-2.4033e-05+5.4112e-05i,-0.00053018+0.00016158i,-0.00025915-0.00039665i,4.8986e-05-0.00052246i,0.00040975-0.00035367i,0.00050289-0.00011475i
-0.0017931+0.001126i,0.00035048+0.0017366i,0.0016006+0.0030841i,0.0018058+0.00341i,0.0020318+0.0024761i,0.001959+0.0010703i,0.0011628+0.00026327i,-0.0001095+0.00018613i,-0.00082415+0.00016738i,-0.0006588-1.9296e-05i,7.752e-05-0.000518i,0.00020534-0.00071666i,3.1753e-05-9.545e-05i,-0.00048473+0.00022592i,-0.00046548+3.2477e-05i,-0.00075448-0.00013919i,0.00010647-0.00020739i,0.0018198-0.00070382i,0.0013608-0.00070565i,0.00053728+0.00036533i,-0.00031693+0.00049746i,-0.0010518+2.701e-05i,2.7635e-05-0.00018335i
-0.0013672+0.001201i,-0.00017443+0.0014161i,0.00045373+0.0019689i,0.00025586+0.002422i,0.00051472+0.0018067i,0.00073969+0.00093643i,0.00073176+0.00058535i,0.00088709+1.0122e-05i,0.00084163-2.7942e-05i,0.00082373+0.00072639i,0.00086727+0.00096628i,0.00053087+0.00073175i,0.00034623+0.00078706i,-0.00031809+0.0013114i,-0.00032788+0.00112i,7.6097e-05+0.00019159i,0.0006738-0.0004702i,0.00063541-0.00036256i,-0.00024688-0.0002858i,-0.00012088-0.0004794i,0.0002913-0.0011347i,-0.00026228-0.00075452i,-0.00026483+0.0003015i
-0.0014148-0.00094469i,-0.0023361-0.00032531i,-0.0031766+0.00086456i,-0.0026253+0.0018539i,-0.0012717+0.0027021i,0.00065169+0.0031466i,0.00072484+0.0029299i,0.00059787+0.0019872i,0.00059106+0.0010201i,-6.8399e-05+0.0010752i,0.00011039+0.0012845i,0.00017709+0.0011055i,0.00053158+0.00055788i,0.00092761-6.4392e-05i,0.00050524-0.00034098i,0.00042722-0.0013308i,0.00080453-0.00090051i,0.00057924+0.00040574i,0.00026325+6.7896e-05i,-0.00012572-0.00032713i,-0.00037654+0.00025337i,-0.00010058-2.1439e-05i,-2.48e-05-0.0002155i
0.00040527+0.0010888i,-2.948e-05+0.001663i,-0.00016489+0.0025013i,-4.1327e-05+0.0030283i,0.00010468+0.0018635i,-0.00013697+0.00093821i,-0.00066958+0.0012396i,-0.00095999+0.0012206i,-0.00073436+0.00051215i,-0.00051704-0.00013471i,-0.00024163-0.00024395i,0.00031565+3.5038e-05i,0.0005724+0.0007668i,8.9799e-05+0.00043565i,-0.00026642-0.00031674i,0.00023253-2.9257e-06i,0.0011104+0.00012774i,0.001009-0.00038068i,0.0005935-0.00094674i,0.00013594-0.0011003i,0.00029263-0.00034954i,0.0001594-5.1816e-05i,-0.00028618-0.00044433i
0.0015863-0.001723i,0.00027691-0.001561i,1.0796e-05-0.00089233i,-0.00033622-0.00029967i,-0.00091066-0.00029659i,-9.0258e-06+0.00037088i,0.00029192+0.00093162i,0.00044771+0.00031807i,0.00024459-0.00062224i,-0.00054925-0.00047745i,-0.00046226-0.00028759i,0.00018802-0.00044189i,0.00022743+0.00029518i,-0.00076323+0.00088615i,-0.0012326+0.00017234i,-0.00077933-0.00014566i,-0.00061351+0.0001002i,0.00031661-0.00067148i,0.0012961-0.0010385i,0.001284-0.0012469i,0.0005248-0.0012436i,-0.00010706-0.00026085i,4.8631e-05+0.00023836i
0.00078157+0.00011837i,0.0013936+0.00051878i,0.0003195+0.00096112i,-0.00061967+0.00074797i,-0.00010939+0.0008625i,0.00034664+0.0011599i,-0.00079031+0.00060356i,-0.00090996+0.00014693i,0.00059584-0.00010356i,0.0014055-0.00016855i,0.0014314+0.00053722i,0.0013318+0.001068i,0.0010223+0.00081405i,-0.00054477+0.00071519i,-0.0008408+0.00026556i,-0.0001049-0.00031268i,0.00018328-0.00013569i,0.00012503+0.00014137i,-0.00074269+0.00053564i,-0.0013621+0.00099188i,-0.00012925+0.00090009i,0.00058854+0.00083975i,-0.00025643+0.00055515i
0.00062213-0.00043873i,0.00044176+0.00081768i,-0.00058274+0.001112i,-0.00048656+0.0014071i,-0.00031949+0.002059i,1.5871e-05+0.0017843i,-0.00010477+0.0014337i,-0.00037787+0.0011277i,0.00062347+0.00044563i,0.00085987-0.00020324i,0.00023465-0.00066686i,0.00013006-0.0010053i,0.00015653-0.0011745i,0.00042617-0.00067398i,0.00092902-0.00058896i,0.00042201-0.0012451i,-0.00073259-0.0012034i,-0.0011313-0.0011498i,-0.00061337-0.00080767i,-0.00026864-0.00067757i,0.0001425-0.00049887i,0.00046867+3.01e-05i,0.00047609+0.00032039i
2.7658e-06+0.0006437i,0.00015043+0.0013806i,0.00038033+0.0017872i,-0.00011711+0.0014757i,2.642e-05+0.00082738i,7.4176e-05+0.00031444i,-0.00067066+0.00036635i,-0.00062405+0.00065353i,3.5308e-05+0.00065247i,0.00041117+0.0012548i,0.00029023+0.001631i,0.00038919+0.0012696i,0.0005451+0.00065441i,0.00025596-4.4288e-05i,-0.00012935-4.3711e-05i,0.0002207+0.00037014i,0.00024826+0.00034592i,-0.00051866+0.00030667i,-0.00025965-0.00030161i,5.8086e-05-0.00052213i,0.0004454-0.00010347i,0.0002131+6.5306e-05i,-4.8628e-05+0.00020129i
-0.00030537+0.0026367i,0.00017242+0.0011646i,0.0011385+0.0013377i,0.00080904+0.0023282i,0.00074654+0.0016092i,0.0011068+0.00066917i,-6.2118e-05+4.7486e-05i,-0.00096304+0.00011016i,-0.00077491+0.00045121i,9.0136e-05-0.0003629i,0.00045915-0.00063202i,0.00015058-0.00025193i,0.00038954+0.00022095i,0.00050353+0.00018829i,5.8597e-05+8.3835e-05i,-0.00078817-0.00028626i,-0.0012642-0.00042313i,-0.00075048-0.00032369i,0.00044229-0.0004491i,0.00054991-4.1524e-06i,0.00015346+0.00034933i,0.00056671+0.00030805i,0.00084145+0.00066886i
-0.000432+0.00066304i,-0.00014544+0.0011696i,-0.00027808+0.001589i,-0.00013177+0.0023775i,0.0014512+0.0022611i,0.0025759+0.0024211i,0.0016372+0.0016966i,0.00035468+0.00047719i,0.0002283+0.00074528i,0.00044785+0.0011339i,-4.6635e-05+0.00089723i,-0.00032822+0.00072342i,-6.5718e-05+0.00016486i,-0.00015175-0.00032741i,-0.00028524-0.00028458i,0.00028632-0.00033996i,0.00059942-0.00047719i,0.00034679-0.00017912i,-0.00025191+0.00068667i,-0.0011276+0.00058542i,-0.00087754+0.00026588i,-0.00018176+0.00044399i,0.00030576+0.00056446i
-0.0005422+0.001379i,-0.00077367+0.0014691i,-0.00051591+0.0012163i,0.00060091+0.00096983i,0.00057025+0.0013971i,-0.00037867+0.0016024i,-0.00030729+0.00098092i,-0.00031036+0.00017761i,-0.00054719+9.3188e-06i,-0.0003657-0.00070407i,6.7244e-05-0.0014505i,0.00024239-0.001151i,-0.00061429-0.00056139i,-0.0009813-8.5302e-05i,-0.00071524-0.00034104i,-0.00056422-0.00053745i,-0.00066667-0.00050595i,0.0003665-9.3554e-05i,0.0017483-2.5665e-05i,0.0014241-0.00043273i,0.00082068+6.6491e-07i,0.00059837+0.00028394i,0.0004909-0.00027466i
0.0006605+0.0017614i,0.00032629+0.00051722i,0.00097242-2.6508e-05i,0.00096681-0.00061793i,1.1782e-05-0.00080944i,-0.00036175-0.00065845i,-0.00036953-0.00023712i,-2.8907e-05+0.00056818i,0.0012905+0.0010314i,0.0017264+0.001172i,0.0007042+0.00023724i,-0.00020439-0.0008037i,-0.00038724-1.229e-05i,6.242e-05+0.0010339i,0.00037936+0.00026256i,0.00042998+5.9744e-05i,0.00021466+0.00018866i,8.125e-05-5.0425e-05i,-7.5261e-06-0.00032057i,-0.00061348-0.00029956i,-0.00075767-0.00014881i,8.1179e-05+0.00046114i,0.00029175+0.0007281i
0.0002399-0.00029541i,0.0013549+0.00031903i,0.00091648+0.0013504i,-0.00048846+0.0028524i,-0.00058883+0.0027097i,-1.6843e-05+0.0017564i,0.0003021+0.0015405i,0.00084865+0.0014835i,0.00025748+0.0005997i,-0.00034169+2.1686e-05i,-0.00043837-4.3663e-06i,-0.00014298-0.00039576i,0.00052954-0.00073817i,0.00023539-4.1928e-06i,-0.00066325+0.00084856i,-0.00069077+0.00029639i,-0.00010975-0.00058625i,8.8054e-05-0.00093075i,-0.00017575-0.00088005i,4.1375e-06+0.00027645i,8.5393e-05+0.00032541i,-0.0001916-0.00032096i,-0.00026555+0.00011162i
0.0010104-0.00015747i,0.0015535+0.00059016i,0.0012881-4.8116e-05i,0.00045125-0.00060219i,-0.00019839-0.00040734i,-0.0011449+9.2654e-05i,-0.0012115+0.00030795i,-0.0010676+0.00025916i,-0.00049058+0.00052068i,-4.338e-05+0.0010558i,-0.00021156+0.00088474i,-0.00047626+0.00044333i,-0.00035333+0.00076915i,-0.00052812+0.00038997i,-0.0002605+0.00032979i,-0.00026996+0.00017257i,0.00035807-8.6844e-05i,0.00069752+0.00010532i,3.553e-05-0.00078427i,-0.00011912-0.00075129i,-0.00016591-0.00034895i,1.0025e-05-0.0005313i,0.00037268-0.00062362i
0.0025313+0.0016976i,0.0020055+0.00065664i,0.0019272+0.00053993i,0.00084122-0.00026075i,-0.00010127-0.00084544i,-0.00079623-0.00039777i,-0.00065036-4.1131e-05i,0.0008444+0.00014987i,0.00092772+0.00011685i,-0.00046134-0.00034441i,-0.00092182-0.00016349i,-0.00073726+0.00042233i,-0.0005132+0.00066683i,-0.00039017+0.00073574i,-9.317e-05+0.00051686i,-0.00036425+2.9399e-05i,-0.00054296-6.4398e-05i,8.8483e-06+0.0003923i,1.4753e-06+0.00022533i,-1.1641e-05-0.00040022i,-0.00031348-6.5425e-05i,-0.00074032+0.00028308i,-0.00028186+6.9321e-05i
-0.0013335+9.0039e-05i,-0.0020686-0.00012835i,-0.0021701-0.00016904i,-0.0013327+0.0010731i,-0.00073122+0.0023587i,-0.00049892+0.0022616i,-4.1788e-06+0.001624i,0.00032362+0.0013095i,0.00012853+0.0014434i,0.00026215+0.00084645i,0.00066513-0.00089513i,0.00042862-0.00053242i,0.00020406+0.0001911i,0.00041063-0.00062056i,0.00082416-0.0003822i,0.00064009+0.00030262i,0.00036285-0.0001365i,0.00032996-0.00019351i,2.3026e-05+0.00058253i,-0.00035878+0.00046788i,0.00011619-6.6359e-05i,0.00077311-0.00018077i,0.00078523-0.0001199i
0.0022955-0.00095177i,0.0026307-0.0015612i,0.0022063-0.0020009i,0.00018897-0.0013731i,-0.0013155-0.0011906i,-0.0015644-0.00019507i,-0.0010996+0.0006993i,-0.0001917-1.0788e-05i,0.00056853+0.00019819i,0.00022637+0.00073708i,-2.4994e-05+0.0010357i,0.00052221+0.0015231i,0.00054653+0.0010126i,0.00078442+0.00025063i,0.0007821+0.00015823i,0.00017656-0.00013631i,-0.0003795-0.0007553i,-1.596e-05-0.00075001i,0.00040736+1.0215e-05i,0.00030648+0.0007614i,-0.00027452+0.00073201i,-0.00057015+7.8429e-05i,-0.0007326+0.00017989i
0.00014619+0.0026554i,0.00024013+0.0025735i,0.001114+0.0027585i,0.0016002+0.00099034i,0.0015121-0.00056803i,0.00038225+0.00025927i,-0.00059718+0.0012256i,-0.00028852+0.0011371i,0.00020842+0.00097017i,0.00068603+0.00016549i,0.00066595-0.00030744i,-0.00051275+7.1089e-05i,-0.00094087+6.6948e-06i,-0.00043547+0.00055861i,0.00022245+0.001104i,-0.00033434+0.00012855i,-0.00029648-0.00044701i,0.0004086-0.00040496i,0.00017879-0.00014667i,-0.00029974-0.00044382i,-0.00017952-0.00064671i,0.0010223-0.00024873i,0.0012456-0.00020031i
-0.001158-7.9857e-05i,-0.001582-0.00027611i,-0.00098165+0.001203i,-0.00060715+0.001396i,-0.00083297+0.00012285i,-0.0014568-0.00029127i,-0.0021154+0.00033858i,-0.0011009+0.00047937i,0.00065341+0.00070338i,0.0011876+0.00070409i,0.0004847+0.00025441i,2.2904e-05-0.00020289i,-0.00017888+3.2029e-05i,-0.00052787-0.00011023i,1.4206e-05-0.00016674i,0.00048987+0.00043761i,-0.00050778+0.000428i,-0.0010197+0.00010825i,-2.662e-05-0.00012869i,0.00074944-0.00079876i,0.0014585-0.00058583i,0.001644-7.9409e-05i,0.0012525+0.0001852i
-2.2028e-05+0.00016158i,0.00035734-8.709e-05i,0.00097036+0.00011125i,0.00071593+0.0014234i,0.00044851+0.001968i,0.00061653+0.0015317i,0.00026803+0.0011824i,-0.00018148+0.0011123i,-0.00036633+0.0012229i,-0.00060435+0.0010904i,-0.00072934+6.5678e-05i,-0.00062259-6.8735e-05i,0.00025414+0.00064725i,-0.0001485+0.00042754i,-0.0012182-0.000131i,-0.00089262-0.00032988i,-0.00021149-0.0001667i,-0.00031397-0.00013884i,-0.00019983+7.3772e-05i,0.00055959+0.00056241i,0.0010031+0.00022558i,0.00068151+6.7655e-05i,0.00052021+0.00041852i
-0.00019226+0.0018446i,0.0017071+0.0029582i,0.0025257+0.0036499i,0.0022708+0.0027085i,0.001923+0.002214i,0.0006709+0.0019482i,0.00048384+0.00058707i,0.00086093-0.00060678i,0.00071446-0.00054009i,0.00059275-0.00017935i,0.00050236-0.00074108i,0.00015597-0.0004914i,-0.00068952+0.000295i,-0.0010829+0.00066868i,-0.00057332+0.00033039i,-7.2252e-05-7.3533e-05i,-0.00011563+0.00033607i,4.8457e-06+0.00043035i,0.00048361+0.00010828i,0.00090254-5.5029e-05i,0.0012123-0.00013104i,0.0016675-0.00012239i,0.0010384+0.00010688i
-0.00027498+0.00092811i,-0.0013459+0.00053502i,-0.0013811+0.0012571i,-0.00061815+0.0015578i,-0.00056279+0.00097682i,-0.00065892+0.00067729i,-7.283e-05+0.00032636i,0.00011128+0.00051016i,0.00038337+0.00042516i,0.00065967-0.00017258i,0.0004544-0.00041733i,0.0005125-0.00065791i,0.00069549-0.00051697i,0.00014685-0.00051779i,-6.7546e-05-0.000606i,0.00039411-0.00065976i,-9.4441e-05-0.00042911i,-0.00086254+0.00061166i,-0.00027018+0.00054482i,-0.0002059-0.00044482i,-0.00044569-0.00050309i,-0.00013872+0.00044098i,-0.00020087+0.00059987i
-0.0010449-0.00046895i,-4.6471e-05+9.7485e-05i,0.001253+0.0011953i,0.0019657+0.0027579i,0.0018802+0.0036379i,0.0019211+0.003405i,0.001259+0.0023393i,-0.00031057+0.0012829i,-0.00079301+0.00091735i,-0.00028989+0.00045606i,0.00055236+0.00041943i,0.00082861+0.00022994i,0.0012631-0.00032488i,0.0012664-0.00097407i,0.00014288-0.0013638i,-0.0006313-0.0015844i,-0.0002871-0.0014685i,-0.00076111-0.00050787i,-0.00057216-0.00011493i,9.8021e-05-0.00070958i,0.00023452-0.00092517i,0.00073981-0.0007987i,0.00074917-0.00036251i
-0.00062621-0.00028626i,-0.00049453+0.0011178i,-0.00077562+0.0027271i,-0.00059574+0.0024026i,-0.00058173+0.0017195i,-0.00066387+0.001945i,-0.00026033+0.0012152i,0.00012451+6.4757e-05i,0.0002126-9.4848e-05i,5.2409e-05-6.0977e-05i,-0.00024333+0.00013966i,-0.0006192+5.9882e-06i,-0.00087086-0.00021745i,-0.0010226-0.00020327i,-0.00099757-0.00017795i,-0.00039957+0.00032342i,0.00019216+0.00025102i,0.00017692-0.0005289i,-0.00041883-0.00084181i,0.00022741-0.00071413i,0.00089631-0.00039859i,0.0009046-0.0002669i,0.00094974-0.00037223i
0.00066128+0.00048626i,-0.00060272+0.00010622i,-0.00047122-0.00019833i,0.00013923-0.00098591i,-0.00039743-0.00085541i,-0.00027252+0.0001046i,0.00012591+0.00053838i,-0.00055947+0.00079389i,9.3155e-05+0.001405i,0.0012394+0.00063059i,0.00042226-0.00012663i,0.00012011-2.0801e-05i,-0.00023291+0.00022945i,-0.00092492+0.00051671i,-0.00073226+0.00049119i,-0.0003882-4.5705e-06i,9.9142e-05+0.0004495i,4.2268e-05+0.00060782i,-0.00017649-0.00025876i,0.00034517-0.00094207i,0.00061691-0.0017879i,-0.00015566-0.0013376i,-0.00079527-0.00050873i
0.00090893-0.001042i,0.0012915-0.0021104i,0.00077078-0.0018535i,0.00070729+0.0001281i,0.0007656+0.0020628i,0.00048806+0.0018442i,-0.00032045+0.0010826i,-0.00050019+0.00098779i,0.0001825+0.00087909i,0.00046687+0.00052625i,-0.00020001+0.00020173i,-0.00092055+0.00029291i,-0.00061399+1.3114e-05i,-0.00017217-0.00011508i,0.00061443+0.00018792i,0.0005363+0.00015665i,-9.7245e-05-0.00049352i,-0.00027809-0.00016209i,-0.00041112+0.00010724i,-0.00066163-0.0001607i,-0.0009023+3.6146e-05i,4.0452e-05-8.7551e-05i,0.00048422-0.00062121i
-0.0002884+0.0017894i,0.0004893+0.0027385i,-0.00015025+0.0030242i,-5.3277e-05+0.0025772i,-0.00023068+0.0017142i,-0.00013389+0.00071445i,-0.00022492-0.00037269i,-0.00060465-0.00068863i,-0.00012126+9.1815e-05i,0.00065799+0.00072478i,0.00091756+0.00039278i,0.00061989-3.7473e-05i,0.00013208-9.8162e-05i,-0.00040297-0.00036565i,-0.00025657-4.7587e-05i,-0.00040629+5.0928e-05i,-0.00075329-0.00037763i,-0.00044113-0.00039935i,-0.00029986-0.00042676i,-9.7483e-05+8.2396e-05i,-0.0001531-0.0001634i,-0.00058017-0.00070579i,-0.00062755-0.00036584i
0.0010611+0.00094856i,0.0017456+0.0008083i,0.0026549-0.00026069i,0.0030141-0.00033346i,0.0022158-6.6602e-05i,0.0010059-0.00029657i,0.00031102-0.00022761i,0.00063715+0.00044526i,0.00053748+0.0010053i,-0.00042691+0.00036098i,-0.00052328-0.0001428i,-8.0717e-05+3.4317e-05i,-6.2339e-06-5.2876e-06i,-0.00012719-0.00035566i,-0.00020581-0.00039736i,-0.00033894+7.3101e-05i,-0.00051089+0.00067713i,-0.0003666+0.00045426i,7.0905e-05-0.00067479i,0.00018286-0.00061214i,-0.00055393-0.00025507i,-0.00035113-0.00066125i,0.00064751-7.0998e-05i
-0.0012163+0.00017712i,-0.00093571+0.00041977i,-0.00078879+0.0019756i,0.00049213+0.0020121i,0.0010419+0.00083371i,0.00056381+0.00046491i,0.00037749+6.899e-05i,-0.00010029+0.00015953i,-0.00017133+0.00046167i,0.00043883-0.00016806i,0.00087937-0.00033418i,0.00083119-0.00065541i,0.00080324-0.0014681i,7.8213e-05-0.00094229i,-0.00092654-0.00014614i,-0.00087127+0.00021024i,-0.00041834+0.00088601i,0.00036668+0.00072331i,0.00040914+0.00056935i,0.00036725+0.00041896i,0.00064149+0.0002699i,0.00063342+5.1835e-06i,0.00029538+0.00048612i
0.0018992+0.0018879i,0.0026686+0.0016828i,0.0023668+0.0015834i,0.0014031+0.0018812i,0.00013082+0.0018772i,-5.3067e-05+0.0012197i,0.00034658+0.00064294i,0.00045073+0.0013143i,0.00064534+0.0017163i,0.00070831+0.00075557i,0.00062145+2.1182e-05i,3.2571e-05+0.00024566i,-0.00079661+0.00044027i,-0.0013861+0.00047709i,-0.0013968+9.1357e-05i,-0.00092649+6.6885e-05i,-0.0009552+6.084e-05i,-0.00030777-0.00035176i,0.00091412-0.00071035i,0.00020254-0.00074475i,0.00018643-0.00033735i,0.00084449+0.00010491i,0.00021114+0.00087506i
-0.0012789-0.00077829i,-0.0011177+0.00068998i,-0.0020652+0.0021098i,-0.0017862+0.0014807i,-0.00015408+0.00056513i,0.00040676+0.00068622i,7.1544e-05+0.001034i,0.00025032+0.00043438i,0.00074095+7.9129e-05i,0.00060507+0.001306i,-0.00029736+0.0011041i,-0.00073604-5.2667e-06i,4.8154e-05-0.00040284i,0.0011151-0.00054673i,0.0012611-0.00021914i,0.00017322+0.00054905i,-0.00043065+0.00035952i,-0.00043838-0.00045387i,-0.00031353-0.00070389i,-0.00016019-0.00056658i,-9.5249e-06-0.00018067i,0.00034094+0.00013363i,0.0002208+0.00032029i
3.8654e-05-0.00067274i,-0.0012372-0.00081377i,-0.0017608-0.00063998i,-0.001441+0.00012979i,-0.00054921+0.0009591i,-0.00051629+0.0012965i,-0.00048886+0.0015558i,-2.0665e-05+0.0014491i,0.00081149+0.0013712i,0.00090622+0.00080973i,0.00076687+9.8281e-05i,-2.5888e-05-3.3458e-05i,-0.00044704+0.00037371i,-9.0811e-05+0.00022792i,-0.00014863+9.3933e-05i,0.00023349+0.00037671i,0.00014354+0.00012082i,7.0943e-05-0.00054504i,0.000329+0.00018541i,0.0001495+0.00069173i,-0.00015528+0.00011188i,0.00036872+0.00046618i,0.00068906-5.1852e-05i
0.0011637-0.00020234i,0.0018317-0.00102i,0.0009628-0.00083312i,0.00033818+0.0005671i,7.089e-05+0.00072833i,2.7599e-05+0.0010536i,0.00027026+0.0014235i,0.00065817+0.0014046i,0.00078972+0.0010568i,0.00080481+0.00083227i,0.0013103+0.00095514i,0.001418+0.0006734i,0.001563+0.00045329i,0.0013441+0.00047984i,0.00068832+0.00051574i,0.00053785-0.00025013i,0.00057911-0.0003062i,0.00027867-0.00024992i,-5.3502e-06-0.0005991i,-0.00010918-0.00041605i,0.00011593-0.00036062i,0.00073283-0.0001934i,0.00065888-4.8364e-05i
-0.00049185+0.00081733i,-0.0011725+0.00080708i,-0.00096443+0.0011132i,-0.00049513+0.001537i,0.00010417+0.0014951i,0.00038103+0.00063294i,0.00066465+0.00034285i,-0.0003279+5.2397e-05i,-0.0010592+0.00027742i,-0.00058884+7.1374e-05i,-0.00024421-0.00039733i,0.00058762-0.00054836i,0.00044142-0.00013195i,-0.00034112+0.00050516i,-0.00045531+0.00019005i,-0.00025153-0.00025602i,-0.00026772-0.00041906i,-0.00089548-3.7003e-05i,-0.00090173+0.00041602i,8.5271e-06+0.00011424i,5.3147e-05-0.00013303i,-8.914e-05-0.00064686i,0.00018066-0.0010633i
-0.00038019+0.0018189i,0.0012271+0.001962i,0.0015962+0.0023487i,0.0015631+0.0028289i,0.001434+0.0020296i,1.3274e-05+0.00073261i,-0.00073227-7.2634e-05i,4.2391e-05-0.00019237i,0.00041096+0.00026475i,0.0001225+9.8242e-05i,-0.00021818-0.00034331i,0.00016558-0.00020556i,0.00020716-0.00023319i,-0.00017178-0.00016279i,-0.00015399-0.00014053i,0.00010254-0.00046199i,-9.2268e-05+0.0001059i,0.000159+0.0001482i,0.00029188-0.00062799i,0.00049043-0.00023723i,0.0011551+0.00021123i,0.00090294-0.00047497i,0.00060588-0.0009186i
-0.0015312-0.0010018i,-0.0021576-0.00092897i,-0.0022275-0.00036714i,-0.0015131+0.00083144i,-0.00097184+0.0016972i,-0.00019783+0.0013071i,0.00027477+0.00096533i,0.00010759+0.0010585i,-0.00020281+0.000927i,-0.00042041+0.00079588i,-0.00070038+0.0006161i,-0.00077919+0.0001407i,-0.00083558+7.5037e-05i,-0.00093109+5.4524e-05i,-0.00064073-0.00021463i,-0.00034312-0.00036093i,0.00035354-7.5531e-05i,0.0012564-6.4098e-05i,0.0011945-0.00037664i,0.00044123-0.00057301i,0.0005092-0.00032468i,0.0006267+8.0811e-05i,0.00018194+0.0001298i
0.00060548-0.0007904i,0.00047046-0.00027521i,0.00075252+0.0010502i,0.00032825+0.0012268i,-0.00017223+0.0007833i,-0.00063807+0.00032978i,-0.00039905+0.00068615i,0.0007872+0.00073902i,0.00068181+8.6473e-05i,-6.2875e-05-0.00093997i,0.00019384-0.00089735i,-0.00018903-3.5754e-05i,-0.00029742+0.00081143i,-0.00014622+0.0012579i,0.00021985+0.000813i,0.00049189+0.00051189i,-3.1838e-05+0.00040338i,-0.00026984+0.00011924i,-0.00020784+0.0001867i,-0.00014161+0.00017067i,0.00012323-0.00050684i,-3.1651e-05-0.00090382i,-0.00043463-0.00068457i
-0.0003519+0.00055557i,0.00072998+0.00060294i,0.00076126+0.00092358i,4.1668e-05+0.0011682i,0.00024561+0.00093434i,0.00049795+0.00091071i,-0.00047999+0.00055064i,-0.00075436+0.00075159i,-8.7106e-05+0.0012985i,5.5521e-05+0.00065358i,0.0004668+0.00044133i,0.00094541+0.00032211i,0.0005152-0.00081329i,0.00028432-0.0013311i,0.00035405-0.00065025i,0.00024296-0.00085386i,0.0001349-0.0015295i,0.0002817-0.00062749i,0.00087421+0.00021687i,0.0013495+0.00037833i,0.0008874+0.00056628i,0.00040708+0.00062942i,0.00023497+0.00035201i
0.0014927-0.00064536i,0.00089593-0.00055495i,-0.00015322+0.00011662i,-0.0013379+0.0012347i,-0.0019545+0.0012981i,-0.0018618+0.0012307i,-0.00062177+0.0014908i,0.00021131+0.00035266i,0.00073476-0.00062784i,0.0011232+3.7554e-05i,0.00075826-2.3951e-05i,0.00027485-0.00047101i,0.00019733+0.00040223i,0.00060868+0.00057055i,0.000826-5.5187e-05i,0.00040362-0.00062933i,0.00031497-0.00085199i,-0.00051651-0.0004287i,-0.00073856+1.5255e-05i,-6.587e-05-1.2947e-05i,2.0467e-05-3.2198e-05i,-0.00069457+0.0002253i,-0.0008921+0.00072274i
-0.0012451-0.0020045i,-0.001611-0.00097531i,-0.001999+0.00044852i,-0.001357+0.0019519i,-0.00092373+0.0019951i,-0.0010038+0.0016557i,-0.00060023+0.0010761i,-0.00074971+6.4042e-05i,-0.0014293-0.00037428i,-0.0011862+0.00010557i,-0.00047984+0.00063938i,-3.0549e-05+0.00051006i,0.00020582-0.00017991i,0.00098102-0.00069287i,0.0011825-0.00085926i,-0.00023671-0.00018491i,-0.0010213+0.00013119i,-0.00032769-0.00073935i,0.00052107-0.00044626i,0.00038291+0.0002608i,0.00030241+0.00072567i,0.0010013+0.00099619i,0.0012578+0.0008252i
1.345e-05+0.0010953i,2.9711e-06+0.00092639i,0.0006768+6.6494e-05i,-0.00030671+0.00022184i,-0.00067123+6.3364e-05i,-0.00010819-0.00029548i,-0.00047683+0.0006222i,-0.00018952+0.0010218i,0.00050479+0.00098946i,0.00041819+0.00074389i,0.00032932+6.7246e-05i,5.3055e-05-0.000343i,-0.00024068-0.00022846i,-0.001202+6.73e-05i,-0.0020385-0.0008202i,-0.00081089-0.0010092i,0.00056068-0.00060004i,0.00059737-0.00046158i,0.00046302-0.00023555i,0.00090341+0.00051969i,0.0008535+0.00071475i,0.00060334-7.35e-05i,4.7276e-05-9.89e-05i
0.0028019+0.00028471i,0.0039225+0.0013683i,0.0031833+0.00074057i,0.0016075-0.00099171i,0.00081199-0.00088397i,0.00044206+0.00030031i,0.00033491+0.00039782i,0.00039147+0.00052501i,0.000413+3.6174e-05i,0.00047605-0.00049146i,0.00066668-0.00041373i,-0.00011588-0.0001621i,-0.00074007+0.0001596i,-0.00041997+3.0128e-06i,-5.4042e-05+3.165e-05i,-0.00018186-0.0001592i,3.3971e-05-0.00036646i,0.00076624+1.406e-05i,0.00087006+0.00056973i,0.00053617+0.00093779i,0.0007249+0.00069792i,0.00041548+0.00048924i,0.00022103+0.00078376i
