-0.00095115+0.00056655i,-0.0023973-0.00049348i,-0.0022451-0.0011459i,-0.0020371-8.5606e-05i,-0.0015802+0.00099972i,-0.0018049+0.0025405i,-0.0011278+0.002547i,0.00056898+0.0015128i,0.0009494+0.00070479i,0.00044638+0.00024963i,0.0001859-0.00061744i,-0.00021401-0.0010353i,0.0005805-0.00043504i,0.0011534-0.00063388i,-0.00014224-0.00088454i,-0.00075731-5.8562e-05i,-0.00038011+4.0797e-05i,-0.00030628-0.000138i,-0.00015707+0.00017102i,0.00019789+0.0008825i,0.00029833+0.00086872i,3.9786e-05+0.0001374i,0.00011311+8.521e-05i
-0.0008776-0.003097i,0.00045992-0.0025919i,0.0023518-0.0013289i,0.003425-6.8448e-06i,0.0020854+0.00099159i,0.00072176+0.0018824i,0.0008019+0.0015217i,0.00050654+0.00047638i,0.00057707-0.00031096i,0.00066818+0.00020873i,0.00068738+0.0003653i,-0.00011945+0.00021764i,-0.00089247+0.00072584i,-0.00072328+0.00069439i,-0.00057827+8.9669e-05i,-0.00034487-0.00027497i,-0.00034403-0.00059788i,0.00015343-0.00032457i,0.00031778+3.0077e-05i,0.00021736+0.00024824i,0.00035049-2.3688e-05i,0.0001462-0.00050164i,-0.00036602-0.0002572i
0.0017509-0.0015784i,0.00027659-0.0012484i,-0.0005757-0.00079465i,-0.00096286+0.00023483i,-0.0014607+0.00079737i,-0.0016964+0.0013016i,-0.00071095+0.0017883i,-0.00018106+0.00096342i,4.9576e-05-0.00045632i,0.00070159-0.00041888i,0.00065699-0.00027243i,0.00032756-0.00042641i,9.7108e-05+0.00073711i,-0.00013526+0.0014049i,-4.8446e-05+0.0012421i,0.00025698+0.0010104i,0.00066561+0.00036043i,0.00089179+1.7262e-05i,0.00035518-4.332e-05i,-0.00017038+5.3246e-05i,0.00047546-0.00014966i,0.00076721-0.00041622i,-0.00020334-3.8035e-05i
-0.0031005-0.0033618i,-0.0028808-0.0029113i,-0.0021407-0.0014049i,-0.0012536-0.00058413i,0.00018677+0.00020095i,0.00055675+0.0012455i,0.00055333+0.0012527i,0.00067106-0.00021791i,0.00069914-0.00073553i,0.0012692-0.00020028i,0.00097911-0.00015667i,2.1718e-05-0.00027619i,3.929e-05+5.7458e-06i,0.00079926+0.00012929i,0.0011159-0.00045812i,0.00092362-0.00069659i,0.0001572-0.00050856i,-0.00096119-0.00039105i,-0.00070893-0.0004161i,-0.00037653-0.00025052i,-0.00037756-0.00027395i,-0.00022455-0.00052901i,-0.00016075-0.00069387i
0.0014839-0.00097844i,0.0011351-0.0014415i,0.00034728-0.0013489i,0.00032674-0.00015071i,0.00075641+0.0013777i,0.00052696+0.0019774i,0.0005789+0.001498i,0.00023346+0.0012374i,-0.00075362+0.00078058i,-3.1502e-05+0.00017737i,0.0011353+1.5852e-06i,0.00084476-0.00032315i,-0.00019394-5.8624e-05i,7.2837e-05+0.00049755i,0.00077492+0.00043676i,0.00056562+0.00023304i,-2.4725e-05+8.4918e-05i,-0.000345+0.00016597i,-0.00047863-0.00026149i,-0.00051807-0.0010407i,8.407e-05-0.00029922i,0.00015901+0.00041083i,0.00018557+0.00054634i
0.00039078+0.0011844i,0.0011721+0.0011092i,0.0023522+0.00028361i,0.0018958-0.00043743i,0.00072802+3.4418e-05i,-5.7507e-05+0.0016399i,-0.00031737+0.0019366i,0.00060385+0.00041228i,0.0011843-0.00027774i,0.0013904-0.00034404i,0.0013725-0.00048491i,0.0010319-0.00026644i,0.00048568-0.00015465i,-0.00044453-0.00069932i,-0.0010418-0.00015391i,-0.0010008+0.00080489i,-0.00045422+0.00028989i,0.00031666-9.2487e-05i,0.00039973+0.00056055i,-0.00015715+0.00058472i,-0.00031331+0.00048667i,-0.00019625+0.00059068i,-1.9612e-05+4.979e-05i
-0.0012443+0.0015646i,0.00043303+0.0016298i,0.0016233+0.002507i,0.0016141+0.0022523i,0.0013023+0.0014693i,0.00049955+0.0011611i,-0.00021463+0.00071299i,-5.8971e-05+0.0010529i,0.00017848+0.0014864i,0.00070752+0.00056717i,0.0014558+0.00039373i,0.0015355+0.00043107i,6.9777e-05-0.0006327i,-0.0017527-0.0010409i,-0.0014029-0.00065325i,-0.00057181-0.00061626i,-0.00063317-2.8288e-05i,-0.00051791+0.0011054i,-0.00036474+0.00033882i,-0.00047412-0.00059781i,-0.00045145+0.00019147i,0.00058729-5.8168e-05i,0.0011008-0.0010297i
-0.00051973-0.0002432i,-0.0011209-0.001291i,-0.00056087-0.0015693i,-0.0011937-0.00088957i,-0.00104-0.00040262i,-0.00069678-1.9662e-05i,-0.00049563+0.0012912i,0.00018911+0.001118i,0.00021107-0.00024977i,0.00042969-0.00030069i,0.0011043+0.00030035i,0.00031162+0.00065632i,-0.00057881+0.00050634i,-0.00058591+0.00030335i,-0.00098035-9.881e-05i,-0.00027869-0.00025007i,0.00026177+3.1517e-05i,-7.9195e-05+0.00037189i,-0.00066598+1.053e-05i,-0.00035141-0.00054145i,0.00010667-0.00026316i,-0.00014211-0.00033235i,-0.00040465-1.1127e-05i
-0.0020228-0.001325i,-0.0011038-0.00057785i,0.0011502-0.00066657i,0.0019518-0.0012154i,0.0011497-0.0005889i,0.00097794+0.00131i,5.8237e-05+0.0016122i,-5.3289e-05+0.00094208i,0.00097363+0.0010189i,0.0011078+0.0013885i,6.2202e-05+0.00054558i,-0.00063436-0.00016317i,-0.00062309-0.00062934i,-0.00066763-0.00058i,-0.00063867-0.00041581i,-0.00038279-0.00053872i,-0.00019015-0.00022986i,-3.4782e-05+0.00060119i,0.00010169+0.0006429i,6.6333e-05+0.00025123i,-0.00014408-0.00013378i,-0.0004771-0.00063353i,-0.00067642-0.0007186i
-0.00027-0.0022532i,-0.0011937-0.0032045i,-0.0010856-0.0026367i,-0.00073928-0.0014677i,-0.00071879-3.9578e-05i,-0.00043856+0.0010492i,-0.00053543+0.00079471i,-0.00049797+0.00063372i,-0.00017651+0.00075112i,0.00021388+0.00031159i,0.0010168-0.00030888i,0.00064818-0.00040336i,-0.00012735+0.00035006i,-2.6006e-05+0.00069335i,0.00014291+0.001005i,-0.00060479+0.00071601i,-0.00087741+0.0007133i,-0.00043764+0.00050583i,-0.00020886+0.00024451i,8.7302e-05+0.00050162i,0.00037826+0.00020027i,0.00015541-0.00023786i,0.00024444-0.00035174i
-0.0011701-0.0013904i,-0.001716-0.0014257i,-0.0011123+4.8713e-05i,0.00014428+0.00044783i,0.0010107+0.00024049i,0.00094458+0.0012437i,0.000827+0.0014252i,0.0003042+0.00037048i,-0.0002498+1.2481e-05i,0.0002398+0.001073i,-0.00023731+0.00090081i,-0.0009017-8.7387e-05i,-0.000136-0.00014001i,0.00034178+0.00032186i,-0.00024839+0.00052317i,1.7079e-05+0.00026651i,0.0004451-0.0001685i,0.00061887-0.00015653i,0.0006601-6.2637e-05i,0.00058593-0.00061239i,0.00032707-0.00075579i,0.00018437-0.00017308i,0.00042015+0.00063883i
-2.5672e-05-0.00050819i,0.00022128-0.00083895i,0.00040789+0.00055848i,0.00090365+0.00046837i,0.0013177-0.00046948i,0.0008498+0.00019104i,0.0010457+0.00081212i,0.0018908+0.00085183i,0.0015376+0.0012022i,0.00095051+0.0013354i,0.00081794+0.0011408i,0.00063411+0.00044498i,3.3884e-06-0.00014042i,0.00015217-0.00019524i,0.0010978-0.00024829i,0.00035065+0.0001307i,-0.00027217+0.00034477i,0.00012422+0.00049883i,0.00023558+0.00050279i,-0.00039333+0.00034063i,-0.00036382+0.00051606i,0.00093008+0.00066991i,0.0016593+0.00038049i
-0.00084509-0.0020121i,-0.00092942-0.00071838i,-0.0014034+0.00076502i,-0.0003516+0.001092i,0.00060933+0.0019119i,0.00043062+0.0027877i,0.00064284+0.0022742i,0.0011773+0.00080639i,0.0006-1.8541e-05i,-0.00024208-7.3625e-05i,-0.00038315+1.24e-05i,0.00013844+0.00019495i,0.00082064+0.00031875i,0.0012649-5.7809e-05i,0.0011608+1.7446e-05i,0.00075822+0.00063313i,0.00014336+0.00063306i,-0.00059093+6.6678e-05i,-0.00031544+0.00013295i,0.00062517+0.00037245i,0.00046199-8.964e-05i,-0.00024309-0.00068443i,7.1977e-05-0.00079179i
-0.0024129+0.0011028i,-0.0022845+0.001136i,-0.0012282+0.00010897i,-0.00050436-0.00032344i,-9.006e-05+7.3517e-05i,0.00033017+0.0010656i,7.0097e-05+0.0016635i,-0.00015207+0.0010298i,-0.00048217+0.00048449i,-0.00059356+0.00026971i,-7.2218e-05+9.2912e-05i,0.00029693-2.4363e-05i,0.0006465-0.00014963i,0.00044144+0.00069851i,-0.00069415+0.00085076i,-0.00072533+0.00056555i,-0.00025427+0.00067875i,-0.00089782+0.00017363i,-0.00091698-0.00065673i,-0.00032939+9.317e-05i,0.00017943+0.0010082i,0.0004268+0.0010209i,-0.00038835+0.00065984i
-0.00086755-0.0019541i,-0.00079163-0.0023778i,0.0013215-0.0036805i,0.0017319-0.0034694i,-2.8925e-05-0.0010376i,-0.0011053+0.0011212i,-0.00037095+0.0018669i,0.00069311+0.0016603i,0.00084066+0.00084542i,0.00021973-0.0001929i,-0.00081842-0.00058364i,-0.0010725+3.7737e-05i,-0.0010442+0.00052925i,-0.0011695+0.0008891i,-0.00051128+0.00096479i,0.00023877+0.00042004i,-8.8448e-05+0.00031726i,-0.00029241+0.00019516i,0.00053292-0.0001271i,0.0009773-0.00064182i,0.00067261-0.00027781i,5.3828e-05+0.00054878i,5.1221e-05+0.00023313i
0.00097424+0.00010053i,0.0015568-0.00033678i,0.0012927+3.8719e-05i,0.0011226+0.00092988i,0.0011381+0.0011039i,0.0012903+0.0011014i,0.0015923+0.0011108i,0.0017623+0.0011234i,0.00079889+0.0005487i,0.00026021-0.00028393i,0.00044776+0.00020487i,-0.00012804+0.00091553i,-0.00042244+0.0006682i,0.00070556+0.00045664i,0.0011433+5.0468e-05i,0.00080284+0.00042512i,0.00091782+0.00067886i,0.00011577+0.00031286i,-0.0011235+7.2235e-05i,-0.00070935-0.00014604i,-0.00054744-0.00031893i,-0.00075968-5.1333e-06i,4.0963e-05+2.1721e-05i
-0.0023279+0.0025013i,-0.0024433+0.0032901i,-0.0010955+0.0023973i,-0.00053629+0.0013491i,0.00032163+6.1099e-05i,0.00046509+0.00029133i,-0.0005662+0.0011048i,-0.00040621+0.00087219i,0.00021626+0.00079662i,0.00044236+0.00063158i,0.00036663-0.00030397i,0.00070253-0.0012652i,0.00088335-0.00065725i,0.00049981-0.00022997i,0.00031365-0.00032488i,4.5181e-05-4.1805e-05i,-8.2087e-05+0.00028549i,-0.00013734+0.00059333i,-0.00024489+0.00045242i,-0.00053671-0.00019643i,-0.00062869-0.00072571i,-0.00042975-0.00065497i,-8.1166e-05-0.00068111i
-0.0041543-0.0028731i,-0.0037674-0.002714i,-0.00078948-0.00085827i,0.0012597-6.162e-05i,0.00096165+0.00079297i,0.0001985+0.0014319i,0.00039259+0.0018282i,0.00055793+0.001083i,0.00025875+0.00052281i,-0.00053537+0.00071333i,-0.00045008+0.00033769i,3.628e-05-0.00041887i,5.6436e-05-0.00089046i,-0.00012072-0.0009657i,-0.0008049-0.00034103i,-0.00099012-3.7636e-06i,-0.00057727-8.1169e-05i,-0.00049704-0.0002432i,-0.0010039-0.00092735i,-0.00059477-0.00052717i,-0.00024439+0.00040007i,-0.00053278+0.00011294i,-0.00021753-0.00020026i
0.0012963-0.0041926i,0.0030228-0.0051378i,0.0029574-0.0037609i,0.001334-0.0016612i,0.0013207+0.00050912i,0.001726+0.0010084i,0.00092347+0.00089011i,7.7609e-05+0.00078443i,0.00064467+0.00038586i,0.00097913+9.5525e-05i,0.00016844-0.0002617i,-8.735e-05-0.00042381i,2.0063e-05+0.00060621i,0.0001723+0.0013488i,-0.00020056+0.00093086i,-0.00099137+0.00047298i,-0.0014103-0.00055589i,-0.0012748-0.001301i,-0.00093201-0.001237i,-0.00056637-0.0015668i,-0.00042324-0.0011966i,-0.00052297-0.00043977i,-0.0001525-0.00011651i
-0.0016933+0.00026385i,-0.0014729+0.0035986i,0.00014457+0.0051237i,0.0011811+0.0043766i,-0.00036033+0.0033428i,-0.0010567+0.0020384i,-0.00013149+0.0020743i,0.00061735+0.0018956i,3.1419e-05+0.0005837i,-1.6589e-05-8.2029e-06i,0.00049991-0.00027771i,0.00023525-0.00058971i,0.00039637+6.5122e-05i,0.00040953+0.0010389i,-0.00021647+0.00066078i,-5.368e-05-0.00039911i,0.00022087-0.00025112i,0.00047782+0.00025352i,0.00034455+0.00023223i,-0.0005213+0.00010841i,-0.00080796-0.00037775i,-0.00023381-0.0010369i,0.00014895-0.00072718i
-0.0035153-0.0032887i,-0.0044569-0.0037976i,-0.0043458-0.0034648i,-0.0028941-0.0021866i,-0.0012085-0.0012696i,0.00011258-0.00027i,0.00061709+0.0013179i,0.00079854+0.0018175i,0.00032884+0.0011081i,5.8462e-05+0.00094906i,0.00059341+0.00090365i,0.00042234+4.5223e-05i,-0.00031706-0.00072542i,-0.00065862-0.00077876i,-0.00098478+0.00010021i,-0.0005115+0.00073823i,-0.00032212+0.0005368i,-0.00064986-0.00031901i,0.00033174-0.00093167i,0.0011013-0.00062833i,0.00057927-0.00041488i,-3.2676e-05-0.00015552i,0.00032211+0.00069727i
0.0019039-0.00078069i,0.0030945-0.00065768i,0.0046866+0.0001455i,0.0041799-0.00010463i,0.0018503-0.00031592i,0.00080427+0.00019343i,0.00089635+0.00015119i,9.5088e-05+0.00036576i,0.0001311+0.00064393i,0.00076372+0.00089852i,0.00084829+0.0007957i,6.6479e-05+0.00014896i,-0.0013856-0.00014496i,-0.0011979-0.00022824i,-0.00037792-3.967e-05i,-5.7483e-05+5.0219e-05i,-0.00032736-0.00051061i,-0.0010561-0.00023131i,-0.00019014+0.00020987i,0.00072662-8.4937e-05i,0.00077624-6.7271e-05i,0.00067579+7.2089e-05i,0.00029012+0.00041508i
-0.00035252+0.00073877i,-0.00084393+0.0008652i,-0.00020146+0.0012269i,0.00037721+0.00016228i,9.3694e-05-0.00013259i,-0.00079085+0.0014573i,-0.00045207+0.0027267i,0.00048382+0.0022933i,0.00097675+0.00084797i,0.00093025+0.00030364i,7.7969e-05+2.8195e-05i,-9.1663e-05-0.00052403i,-9.0618e-05-0.00036092i,-0.00057122+0.00035687i,-0.00087502+0.00040007i,-0.00021501+0.00023271i,-8.1962e-05+0.0002669i,-0.00041418+0.00057765i,0.00018915+0.00065033i,0.00087841-7.6327e-05i,0.00091813-0.00028686i,0.00049533+5.5375e-05i,-0.00032303+0.00018193i
0.0013187-0.0029778i,-0.0001888-0.003738i,-0.0012755-0.0024987i,-0.00073764-0.00011511i,-0.00042457+0.00091158i,-0.00096323+0.00069601i,-0.0012224+0.00065939i,-0.00088124-8.075e-05i,-0.00033558+6.7058e-05i,-7.0408e-06+0.00083836i,0.0002456-0.00017955i,-0.0002658-0.0010193i,-0.00042309-0.00021974i,-0.00029427+0.00058815i,0.00015534+0.00049192i,0.00077695+0.00037316i,0.00062898+0.00070005i,0.00081837+0.00021258i,0.00066138-0.00047797i,-0.00031362-0.00076582i,-0.00020631-0.00069324i,0.00045294-0.00033064i,0.00069813-0.00023026i
0.00061349+0.00065403i,0.00055534+0.0012397i,0.00095532+0.00096496i,0.0010088+0.0011341i,-9.8432e-05+0.0016732i,0.00011123+0.0022896i,0.00023041+0.0024131i,4.1686e-05+0.0013699i,0.00025254+0.00040543i,0.00045925+9.9819e-05i,0.00057473+0.00039614i,-4.7697e-05+0.00065036i,-0.00077753+0.00053185i,-0.00065384+0.00078216i,0.00016611+0.0006456i,0.00024644+6.4853e-05i,-8.659e-05-0.00020915i,-0.00047883-0.00052486i,-0.00056238-0.00083766i,0.00043109-0.00028374i,0.0010023+0.00064248i,0.00037161+0.00070583i,-0.00049439+0.00017784i
-0.00059085-0.0035533i,-0.0023051-0.004812i,-0.0024129-0.0044283i,-0.0010432-0.0028011i,-0.00033538-0.0010927i,-7.3186e-05+0.00087322i,0.0014385+0.0021549i,0.0017106+0.0021181i,0.00044637+0.0011606i,0.00018233+0.00053022i,0.00069805-0.00016651i,0.00020772-0.00025605i,-0.00030464+0.00061121i,-0.00036527+0.00094974i,-0.00077955+0.00046125i,-0.00022781-0.00049414i,-0.00016249-0.00077032i,-0.00077584-0.00042931i,-0.00052887-0.00066356i,0.00062498-0.0006999i,0.0010975-0.00034947i,0.00079744-7.1755e-05i,0.00098166-0.00022428i
0.00049183+0.00025697i,0.00081389+0.00067254i,0.00077175+0.0010137i,0.0014577+0.0010439i,0.0016687+0.0018187i,0.0011135+0.0026478i,0.00085772+0.0022529i,0.0011837+0.0014738i,0.00060381+0.0007202i,0.00037999+0.0007459i,0.00020966+0.00091581i,0.00019966+3.617e-05i,0.00042695-0.00024816i,5.7536e-05+0.00013902i,3.1124e-05-0.00011028i,3.9115e-05-0.00033868i,-0.00030218+0.00028464i,-0.00093591+0.00053762i,-0.00099736+0.00043647i,-0.00048676-0.00046904i,-0.00019219-0.0011175i,1.0461e-05-0.00078199i,0.00023831+0.00016256i
-0.0017725+0.00091408i,-0.0014423+0.00076621i,0.0017742+0.0009604i,0.0029318+9.1095e-05i,0.0017357-0.00087683i,0.00013409-0.00030865i,7.8581e-05+0.00044631i,0.00073864+0.0010234i,6.6209e-05+0.0012011i,-0.00038106+0.00032407i,0.00038967+9.0189e-05i,0.00073664+0.00014188i,-0.00017711-0.00019015i,-0.00087582-0.00069054i,-0.00058097-0.00072365i,-7.4962e-05-0.00028198i,-0.00027844-0.00021445i,-0.00078254-7.7639e-05i,-0.00097938-2.204e-05i,-0.0005646-0.00057664i,2.1178e-06-0.00065401i,0.00015511-0.00027276i,0.00014116-0.00036856i
0.00068275-0.00086501i,0.0010578+0.0016733i,9.5873e-05+0.0032792i,-0.00052981+0.0032086i,0.00028602+0.0022742i,0.00058135+0.001482i,0.00043695+0.0014799i,0.00070102+0.0014352i,0.00084902+0.00077584i,0.00070369-0.00018425i,0.00072044-0.0012086i,0.00010305-0.00099672i,-0.00022816-0.00032536i,-0.00054526+0.00039236i,-0.0010559+0.00089036i,-0.00010112+0.00068402i,0.0009141-3.6716e-05i,0.00042134-0.00090277i,9.4601e-05-0.00081161i,-0.00027677-0.0002766i,-0.00073377-0.00029256i,-0.00086353-0.00032977i,-0.00078218+0.00014427i
-0.0020487+0.0033817i,-0.0016438+0.0022462i,0.0012532+0.00019809i,0.0019444-0.00094982i,0.00085961-0.00050933i,-0.0004043+0.00067874i,-0.00088069+0.0013835i,-0.00085372+0.0011163i,-0.00044319+0.0010709i,0.00056302+0.00081847i,0.00076267-0.00079892i,2.4214e-05-0.0012537i,-0.00039294-0.0014949i,-0.00081031-0.0012586i,-0.0011016-0.00042668i,-0.0009206-2.9193e-06i,-0.00044989+0.00059214i,-0.00081521+0.00030452i,-0.0010824-0.00076426i,-0.00029556-0.00082325i,-2.5619e-05-0.00042106i,-5.6109e-06+0.0003054i,0.00069714+0.00057157i
0.007271+0.0011304i,0.0087305-0.0027527i,0.00924-0.0065543i,0.0046465-0.0074804i,-0.00012387-0.0070243i,-0.003883-0.0037918i,-0.0033512+0.00079477i,-0.00054065+0.0019075i,0.0013757+0.00056433i,0.0010857-0.00099528i,-0.00011024-0.0013029i,-0.0010441-0.00042294i,-0.0024458+0.00030151i,-0.0038938+0.0011185i,-0.0040292+0.001831i,-0.0021078+0.0018305i,-0.0005424+0.00073989i,-0.00040749+0.00077878i,0.00014494+0.0018093i,0.001149+0.0019094i,0.0016102+0.0010405i,0.0011757-9.1948e-05i,0.00030697-0.00075176i
-0.007483-0.0034801i,-0.0078794-2.4614e-05i,-0.0071546+0.0039779i,-0.0029262+0.0050403i,0.00041102+0.0057581i,0.0022209+0.0047324i,0.0023965+0.0021407i,0.0013674+0.00034399i,-8.0282e-05-0.00027296i,-0.00041791+0.0010842i,0.00065405+0.0016177i,0.0013188+0.00068138i,0.0021724-0.00053593i,0.0030861-0.00080354i,0.003378-0.00032929i,0.0021074+0.00057269i,0.00045696+0.0007487i,-0.00068637-0.00047489i,-0.00043826-0.0011468i,-0.001283-0.00052611i,-0.0028855+0.00047133i,-0.0023999+0.0013247i,-0.00073206+0.0014342i
-0.0051782-0.0048747i,-0.0055942-0.0030931i,-0.0052937+0.00032494i,-0.0030488+0.0017057i,-0.0013754+0.002064i,-0.00050785+0.0021498i,-0.0002678+0.0010493i,-0.0005941-9.7228e-05i,-0.00039655-0.0001303i,-9.8338e-05+0.00051417i,0.00056366+0.00075199i,0.00099055+0.0010508i,0.00082825+0.0011581i,0.0015806+0.0005998i,0.0023204-0.00034268i,0.0013281-0.00084969i,0.00023888-0.00058699i,-9.6595e-05-0.00042793i,0.00023621-0.0011126i,0.00013331-0.0014814i,-0.0006129-0.00022589i,-0.00034851+0.00035852i,0.00045105+0.00025325i
-0.00038554-0.004014i,-0.0021467-0.0038179i,-0.0029942-0.0019145i,-0.001811+0.00026363i,-0.00023122+0.001346i,-0.00015844+0.0018418i,-0.00054407+0.0017341i,-0.00039878+0.0010931i,-0.00039127+0.00057128i,-0.0001334+0.00057135i,0.00080948+0.00077995i,0.0015278+0.00016698i,0.0010585-0.00067225i,0.00015614-0.00021941i,-0.00013489+0.00041077i,-0.00029104+0.00026887i,-0.0010845-0.00070987i,-0.001195-0.0015825i,-0.00041414-0.0009708i,-0.00044531-0.00017378i,-0.00088548-0.00029399i,-0.00049346-0.00020996i,0.00017117+5.7593e-05i
-0.00087056-0.00056222i,-0.00094372-0.00052429i,-0.00053508-1.919e-05i,-0.00039547+0.00010238i,-8.1957e-05+0.001022i,0.0017076+0.0022931i,0.0017491+0.0023934i,0.00028149+0.0011849i,-0.00012012+0.00085686i,0.00079306+0.00072543i,0.0011297+5.7862e-05i,-0.00053011-0.00041297i,-0.0012457-0.00066216i,-0.00016852-0.0010928i,0.00016539-0.0004635i,-0.00012464-6.1902e-05i,-0.00084733-0.00014169i,-0.00092437+0.00034106i,-0.00053608-0.00054234i,2.0878e-05-0.00084963i,0.00083615-0.0003383i,0.00044173-0.00013564i,-0.00048127+0.00011652i
0.00057399-0.0035816i,-0.0014912-0.0030029i,-0.0017635-0.001459i,-0.00065462-0.00108i,-0.00031607-0.0016354i,-0.00098665-0.00071459i,-0.0017198+0.00087685i,-0.001148+0.00097024i,8.9276e-05+0.00037146i,0.00088651+0.00029972i,0.0010546-0.00018528i,0.00076566-0.00016985i,0.00057822+0.00068221i,0.00036017+0.0010948i,3.6831e-05+0.00081648i,-0.00040067+0.00032319i,-0.00065577+1.548e-05i,-0.00059511-0.00018301i,-0.00053904-0.00066761i,-0.00041283-0.00046196i,-0.00029334+6.7798e-05i,-0.00034798-0.00014256i,-0.00038149-0.00036618i
-0.0012479-0.00060307i,-0.0007282-0.00081579i,0.00031281-0.00066408i,0.0010549+4.0146e-05i,0.00046181+0.0013436i,-0.00018774+0.0024564i,0.00021846+0.0029975i,0.00067087+0.0018208i,0.00027475+0.00088451i,0.000381+0.00099029i,0.00081298+0.00085331i,0.00090612+0.0003415i,0.00059132+0.00020962i,-0.00036976+0.00020889i,-0.00088565+5.2511e-05i,-0.00091765+8.0183e-05i,-0.0007251+7.8011e-06i,-0.00058886-0.00013534i,-0.00024386+1.2344e-05i,-0.00030262+5.2256e-05i,-0.00074244+6.7231e-05i,-0.00052521-0.00014841i,-0.00051422-0.0004708i
-0.0024956-0.001399i,-0.0029135-0.0009915i,-0.0027987+0.00095088i,-0.0019531+0.0014846i,-0.00066903+0.0015888i,-8.1022e-06+0.0012875i,0.00044968+0.00095361i,0.0011108+0.0010219i,0.0017243+0.0011739i,0.0014695+0.0011602i,0.00078695+0.00028206i,0.00057555-4.2988e-05i,0.00025507+0.00056481i,-0.00020458+0.00039845i,8.0168e-05-0.0006098i,0.00053822-0.00065787i,0.00023889-0.00062498i,-0.000243-0.00069432i,-0.00065155-0.00067803i,-0.00023557-0.00035636i,-4.0814e-05-9.8427e-05i,8.6968e-05-0.00074712i,0.00057334-0.0010433i
-0.0033577-0.00028991i,-0.0022036-0.00075619i,-0.0014005+0.00044194i,5.127e-05+0.0013639i,0.00053172+0.0011826i,0.00069734+0.001265i,0.00070534+0.0020062i,0.00037174+0.0012506i,0.00079115-0.00012037i,0.0012709-5.9228e-05i,0.0012911+0.00024536i,0.00062955-4.0987e-05i,0.00021865-0.00061424i,6.4723e-06-0.000421i,0.00023437-0.00017788i,1.3427e-05-0.00012187i,-2.6656e-05-0.00045503i,0.00058299-0.00045292i,0.00086521-9.6065e-05i,0.00082795-0.00069966i,0.00068622-0.00082422i,9.0068e-05-0.00029861i,-0.0003838-0.00039198i
-0.00054247+0.00015673i,0.00022104-0.00039991i,0.00063854-0.00022436i,5.9089e-05+0.0010562i,-0.00084617+0.0024376i,-0.00061114+0.0029351i,-0.0002898+0.002746i,-0.00071809+0.0018567i,-0.0010501+0.00057384i,-0.00065462-1.2666e-05i,0.0004372-0.00057673i,0.00054853-0.0002917i,0.00015113+0.00044874i,-0.00045117+0.00032355i,-0.00031182-0.00018916i,0.00040741-0.00021642i,0.00042318-7.6248e-05i,-1.7611e-05+0.00013909i,-0.00049563+0.00042744i,-0.00091797+0.00021793i,-0.00042618-1.7644e-05i,1.2699e-05+0.00028406i,5.6861e-05+0.00035144i
-0.0015558-3.1515e-05i,-0.0015849+0.0001019i,-0.0011361+0.00099728i,-0.00026677+0.00091943i,0.00011357-0.00012264i,4.4048e-05-0.00021842i,-0.00058993+0.00070255i,-0.00086594+0.0013271i,-0.0012116+0.00049569i,-0.00031925-0.000485i,0.00079424-0.00095717i,0.0010381-0.00088523i,0.00024513-0.00037861i,9.0083e-05+0.00034748i,0.00064105+0.00067138i,0.00050783+0.00042605i,9.3269e-05+0.0006576i,6.3647e-06+0.00048815i,0.00024341-0.00034148i,7.2418e-05-0.00047339i,-2.6917e-05+0.00021012i,0.00030302-0.00035127i,0.00064884-0.00026419i
-0.0012869-0.0030804i,-0.002762-0.0024625i,-0.0023644-0.0017877i,-0.0014377-0.00099845i,-0.0012028-0.00012996i,-0.00064106+0.0009649i,0.00012655+0.0013817i,0.00063106+0.00062503i,0.00076037-0.00010213i,0.00062168+4.822e-06i,0.0005613+0.00011058i,-0.00018798+0.0006572i,-0.001151+0.0011487i,-0.00093234+0.0010351i,-0.00038373+0.00085019i,-0.00099746+0.0008431i,-0.0010704+0.00016325i,-0.00019816-0.0010016i,-0.00046163-0.00087065i,-0.00044854-0.00051261i,-0.00065116-0.00055335i,-0.00070865+0.00014805i,-0.00010371+0.00085995i
-1.7538e-05-0.0052969i,-0.0015144-0.0051824i,-0.0015093-0.0046129i,-0.00030472-0.0020839i,8.9211e-05+0.0003731i,0.00013718+0.001929i,0.00053491+0.0019028i,0.00066551+0.0010973i,-1.3846e-05+0.00032328i,-0.0003999+5.2815e-05i,-0.00088763+0.00013617i,-0.00079697-0.00050858i,-0.00037238-4.5202e-05i,-0.00060224+0.0015542i,-0.00036406+0.0019404i,0.00017885+0.00090577i,-0.0006214+0.00028863i,-0.0010116-8.5595e-05i,-0.00065287-0.00041404i,-0.00041717-0.00075692i,-0.00052515-0.0010173i,-0.00043943-0.00050509i,-0.00042895-0.00017865i
