-0.0073025+0.00074502i,-0.0056511+0.0032361i,-0.003878+0.0066756i,-0.0011147+0.0081948i,0.0010645+0.0066682i,0.0022087+0.0039771i,0.0013053+0.0010751i,-0.00056128+0.00019587i,-0.0012481+0.0012524i,0.00018956+0.0018517i,0.0016237+0.0013687i,0.0015743+0.00015371i,0.00073571-0.0011833i,0.00034536-0.0012304i,4.057e-05-0.00026101i,-0.0003805+0.00024707i,-0.0003841+0.00047132i,-0.00023571+0.00036255i,0.00046303-0.00034085i,0.00074122-0.00090071i,0.00034891-0.00085207i,0.00061691-0.00066225i,0.00095893-0.00046625i
0.0005095+0.00018967i,-0.00047169-0.0010424i,0.00063789-9.6765e-05i,0.0028111+0.00041824i,0.001629+9.1051e-05i,0.00023893-0.00049375i,-9.1892e-05-0.0010335i,-0.00036842-0.00029876i,-0.00028112+8.7773e-05i,0.00056831-0.00029778i,0.00082064-0.00062317i,-0.00011989-0.00030603i,0.00023184+0.0004486i,0.0010713+0.0011131i,1.7512e-05+0.0011962i,-0.00091218+0.00052073i,-0.00061277+0.0014134i,-0.00092961+0.0025322i,-0.00063662+0.0019291i,0.00036985+0.0014623i,0.001137+0.0010271i,0.0016968+0.00047336i,0.0020318+0.00074489i
-0.00027698+0.00045156i,-0.0011029+0.00053349i,-0.00013959-0.00019977i,0.00093284-0.0010601i,0.00080127+2.5504e-05i,0.0008381-0.00028425i,0.00075643-0.00058853i,-0.00047987+0.00059585i,-0.0014558+0.00059085i,-0.0017046-0.00033689i,-0.00089088-0.0011043i,2.3152e-05-0.00107i,-0.00014639-0.00024644i,-0.00031855+5.4868e-06i,-0.00034282-0.00041897i,-0.00073794-0.0013053i,-0.0011064-0.0019292i,-0.0010931-0.002195i,-0.0013989-0.002086i,-0.0014869-0.00064004i,-0.00046831+0.00035957i,-0.00060461+5.0853e-05i,-0.0010937+5.3578e-05i
4.7506e-05+0.00069683i,0.00070285+0.0015527i,0.00092832+0.0012125i,0.00032693+0.00080033i,0.0011698+0.0008482i,0.0011987+0.00021052i,0.00017833-0.00048434i,-0.00020101-0.0008619i,-2.4692e-05-0.00042259i,0.00072452-0.0007288i,0.00082735-0.00056639i,0.0010841-4.4742e-05i,0.0011869+2.1593e-05i,0.00026214-0.00018317i,0.00013097-0.00058446i,0.00096309-0.00046406i,0.0016705-0.00058699i,0.0010787-0.0003664i,0.00050987+0.00046069i,0.00076396+7.1406e-05i,0.00089064-0.00027794i,0.00035217+8.2214e-05i,-0.0002468+9.1468e-06i
1.513e-05-0.0015994i,0.0009065-0.00076321i,0.00013763+0.00026503i,-0.0012684+0.0017197i,-6.181e-05+0.0016498i,0.00066327+0.0011796i,-0.00020005+0.00027795i,-0.00030806-0.00070682i,4.4826e-05-0.0011452i,-0.00031778-0.001132i,-0.00093467-0.00054102i,-0.00040307+0.0012943i,0.0010544+0.0029873i,0.001009+0.0027768i,0.00079686+0.0020987i,0.00066269+0.0014626i,1.7204e-05+0.0013751i,-0.0014158+0.0015741i,-0.0017432+0.0011168i,-0.00061163+0.0007208i,0.00042324+0.00062105i,0.0012028+0.00051396i,0.0016213+0.00061055i
0.0008386+0.0011197i,0.0016894-0.0015052i,0.00068302-0.0014052i,0.00026166+0.00012086i,0.00047737-0.0015792i,-4.0792e-05-0.0024936i,-0.00059675-0.0010697i,-0.00055663-3.1828e-05i,-0.00021459+0.00022056i,-0.00014478-0.00019454i,-0.00045633-4.6485e-05i,-0.0010405+0.00044898i,-0.0005816+0.00062446i,-0.00036995+0.0015892i,-0.00078111+0.0011629i,-0.00028583-4.9162e-05i,-0.00053477-0.00066335i,-0.0012938-0.0011767i,-0.0012761-0.0014113i,-0.0010915-0.00056179i,-0.00080399+0.00032831i,-0.00011246+0.00045342i,-0.00035294-2.3604e-05i
-0.00030039+7.7877e-05i,-0.00018816-0.0014554i,-0.0001749-0.0012122i,0.0010484-0.00078524i,0.00076539-0.0015389i,6.5897e-05-0.0012888i,-0.00051524-0.0010279i,-0.00058121-0.00083366i,4.7389e-05-0.00034085i,0.00057482+0.0002081i,1.8353e-05-0.00055772i,-0.00063385-0.0018978i,-0.00101-0.0017233i,-0.0012257-0.00035511i,-0.00053884+0.00012978i,2.6441e-06+0.00033847i,0.00075209+0.0013827i,0.0015445+0.0020827i,0.0018393+0.0012543i,0.0016867+0.00061937i,0.0010925+0.00065243i,0.00034589+0.00063036i,-0.00032664+0.00063133i
-0.00083466+0.00039909i,-0.0019444+0.00011376i,-0.00053135+0.00067467i,0.0014226+0.0006177i,0.0012196+0.00089764i,0.0018452+0.00048513i,0.002107+0.00014352i,0.0013371+0.0001091i,0.00028921-0.00032528i,-0.00065168-0.00073658i,-0.00078048-0.00070078i,-7.1509e-05-0.00014247i,0.00088281+0.00026618i,0.0012347+0.00052257i,0.00032821+0.00014831i,1.2488e-05+0.00039964i,-7.2756e-05+0.0017026i,-0.00092345+0.0016823i,-0.0018052+0.0012302i,-0.0010278+0.0011634i,1.5374e-05+0.0011424i,0.0010916+0.0009627i,0.0019+0.00050454i
-0.00094328+0.0012735i,-1.9013e-05+0.0013543i,0.00055015+0.00096361i,0.00071968+0.00021091i,0.00090467+0.0012685i,0.00029992+5.2467e-05i,-9.3276e-05-0.0013165i,0.00031157-0.00070982i,0.00032261-0.0005546i,-0.00080375-0.00096843i,-0.0013271-0.00091215i,-0.00094868-0.0010811i,-0.00049847-0.00057687i,-0.000531+0.00030734i,-0.00054668+0.00021651i,-0.00020548-0.00094655i,-0.0005786-0.0013838i,-0.0012559-0.0011195i,-0.001268-0.0011841i,-0.00039699-0.00051415i,-0.00013588-6.1529e-05i,-0.00044738-2.1289e-05i,-0.00079989+0.00025703i
0.0010561-0.00041464i,0.0011596+0.00010085i,0.0005873-0.00026975i,-0.00037414-0.00010667i,6.2998e-05+5.9641e-05i,-0.00066964-0.00036418i,-0.0016249+1.3378e-05i,-0.00079008+0.00053365i,0.00017806+0.00034658i,0.00030433-0.00093038i,0.00033731-0.0014375i,6.174e-05-0.00076192i,0.00060796-0.00042658i,0.00058103-0.00037011i,-0.0004158+0.00013871i,-0.00013135+0.00040612i,0.00083494+0.00015035i,0.0014369+0.00014086i,0.00090712-4.8163e-05i,0.00010619-0.00033993i,0.00069691-0.00021611i,0.0015069+0.00013404i,0.00067595+0.00091383i
-0.00018329+0.00021539i,0.0017516+0.00012423i,0.0025891+3.397e-05i,0.0018356+8.0802e-05i,0.0013583-0.0015638i,0.00064593-0.0019523i,-0.0003841-0.0008548i,-0.00057662-0.00034883i,-0.00020717-0.00028239i,-0.00014278-0.00071046i,-0.00020617-0.0010252i,-0.00023647-0.00038073i,0.0004542+0.00011797i,0.00071405+0.00082568i,0.00027255+0.0012739i,0.00064718+0.0013121i,0.00072249+0.0012876i,-0.0001209+0.0007931i,-0.00055294+0.0006708i,0.0002849+0.00061499i,0.00091634+3.5847e-05i,0.00062607-0.00031119i,0.00024771-9.1022e-05i
-0.0011639+0.00048724i,-0.00097241+0.0013052i,-0.0011734+0.0038678i,0.00016025+0.0050104i,0.0013111+0.0026433i,0.0017865-7.4659e-06i,0.0013553-0.0016172i,-0.00014979-0.0020119i,-0.00011529-0.00064515i,-0.00030781+0.00051647i,-0.00074756+0.00086318i,-0.00060595+0.00045447i,-0.00064871-0.00036902i,-0.00097779-6.7541e-05i,-0.0010328+0.00065807i,-0.00073557+0.00071918i,-0.00076432+0.0005131i,-0.0014653-0.00046797i,-0.0012431-0.00058377i,-0.00072455-7.9982e-05i,-0.00013745+0.0001856i,-0.00035252+0.0010136i,-0.00069533+0.0009928i
-0.003708-0.0018182i,-0.0029134-0.0019464i,-0.0029723-0.00017318i,-0.0023527+0.0019156i,-0.00077293+0.0027569i,0.0010973+0.0029546i,0.00083767+0.0022392i,-0.0002283+0.00044249i,-0.00098416-0.00023925i,-0.0011213+3.3143e-05i,-0.00054948+7.1737e-05i,-0.00021716+5.9169e-06i,-2.6322e-05-0.00011009i,0.00068289-0.00041806i,0.000316-0.00067796i,-0.00081378-0.00047739i,-0.00057634-0.00041852i,0.00040648-4.2617e-05i,0.0015068+6.344e-05i,0.0014151+0.00011176i,0.00063941-6.083e-05i,0.0001175-0.00020461i,0.00021452+0.00013689i
-0.00030188+0.0021893i,0.00067993+0.00057716i,0.0018664-0.00088949i,0.0021289-0.0019917i,0.0015073-0.0014727i,0.00098412-0.0012427i,-0.00028158-0.0005597i,-0.00050985+0.00027578i,0.00024747+0.00088063i,-4.2385e-05+0.00056285i,-0.00094963-0.00053799i,-0.0015465-0.0010152i,-0.0012771-0.00057696i,-0.00055553+0.00050261i,-9.9601e-05+0.0011981i,0.00075349+0.0011667i,0.00092912+0.0015987i,-0.00015956+0.0018935i,-0.00095009+0.0015926i,0.00018258+0.00077199i,0.0014429+0.0003483i,0.0013761+0.00060509i,0.00074978+0.00097903i
0.00047257+0.00042334i,0.00012498+0.0014523i,0.00058585+0.00044329i,0.0015576-0.00059985i,0.0017194+0.00046247i,0.00026123-1.1217e-05i,-0.00010511-0.00083025i,0.00058413-0.00030132i,0.00049521-0.00053064i,-0.00065229-0.00021135i,-0.0011366-6.982e-05i,-0.00050538+0.00072145i,0.0001709+0.0012504i,0.00052119+0.00038118i,7.7329e-05-8.3576e-05i,-0.00074294-0.00089092i,-0.0011593-0.0011914i,-0.0010075-0.00079472i,-0.00092461+2.0783e-05i,-0.00055724+0.00080437i,-0.00066172+0.00053438i,-0.0014339+0.00028599i,-0.0013864+0.00035347i
0.001124-0.0010796i,0.00076156+1.4646e-05i,9.9338e-05-0.00040401i,-0.0013734-0.00030901i,-0.0018412-0.0009635i,-0.0012341-0.0010772i,-0.00016963-0.00025183i,0.00086298+6.035e-05i,0.00059358-0.00023933i,0.0001484-0.0010763i,0.00018195-0.00097911i,-8.1744e-05+0.00037261i,-0.0014306+0.0015558i,-0.0014818+0.0014863i,-0.00056233+0.00036521i,-0.00060428-0.00035086i,-0.00064823-0.0007184i,-0.00017759-0.00015213i,0.00025632+0.00040455i,0.00058586+0.00069377i,0.0013457+0.0012793i,0.0014778-2.1908e-05i,0.001134-0.0011588i
0.00094816+0.0005513i,0.0019702+0.00031281i,0.0016867+5.7654e-05i,0.00017627+4.8144e-05i,-0.00012047-0.00048495i,0.00013681-0.00081833i,-0.0002381-0.00012833i,-0.00012304-0.00034658i,0.0002089-0.0010068i,0.00030402-0.0014124i,0.00034643-0.00089503i,0.00012649-0.00063414i,0.00049171-1.9571e-05i,0.00090096+0.0011932i,0.00073451+0.0013566i,0.0008694+0.00077348i,0.00082478+0.00054032i,-0.00026371+0.00035315i,-0.0011269-0.00072151i,-0.00064615-0.0006685i,-4.9254e-05+0.00061248i,-0.0001336+0.00053526i,-0.00012612-0.00010515i
-0.00034651+0.00082921i,-2.1882e-05-0.00016105i,0.0015526-0.0012298i,0.0027499-0.0015102i,0.0016101-0.0014918i,0.00030818-0.0011849i,-2.033e-05-0.00062035i,-0.00075352-0.001083i,-0.0005027-0.0014258i,-0.00035527-0.00023034i,-0.00034999+5.867e-05i,-0.00033989+6.7402e-05i,-0.00026249+0.00025539i,-0.00093188+0.00054947i,-0.0013648+0.0010403i,-0.0020927+0.00095471i,-0.0021657+0.0010268i,-0.00043139+0.00046298i,-0.00024519+0.00026827i,-0.00070944+0.00023361i,-0.00032419+0.0003119i,4.187e-05+0.00141i,0.00062233+0.0011413i
0.00025452+8.0782e-05i,0.00018832-0.00022277i,0.00078904-0.0003845i,0.0012374-0.00010222i,0.00039789+0.00018655i,-1.3179e-05-0.00050585i,-0.00049997-0.00058231i,-0.00084262+0.00022243i,-0.00051413+0.0001355i,-0.00055922+0.00011804i,-0.0010053-0.00051585i,-0.00079514-0.0014234i,-0.0013232-0.0013359i,-0.0010127-0.00079312i,-0.0001884-0.00064255i,-2.9698e-05-0.0010318i,-0.00020948-0.0010226i,0.00024663-0.00069268i,0.0008476+0.0003288i,0.00021859+0.0011518i,0.00012293+0.00045381i,0.00083876-0.00055395i,0.00083961-0.00068969i
-0.0018765-0.00085191i,-0.0019366+0.00031451i,-0.00071756+0.0015931i,-0.00057487+0.00083852i,8.7791e-05-0.00042717i,0.0013752-0.00033863i,0.0016838-0.0007855i,0.00081176-0.00086017i,-7.1217e-05-0.00046481i,-0.00058314-0.00039795i,-0.00063827+0.00020561i,3.7296e-05+0.00068039i,0.00036819-0.00018282i,0.00092123-0.0006727i,0.001478-0.00090694i,0.00094578-0.0013357i,7.9701e-06-0.00078167i,2.0204e-06-0.00037967i,-2.1107e-05+0.0002078i,0.00041002+0.00033409i,0.00056739+0.00013692i,-0.00036792+0.00011824i,-0.00086474+0.00022176i
0.0004782-0.0013055i,0.00016621-0.00038122i,-0.0010637+0.0011874i,-0.0021956+0.0010968i,-0.0018733+0.00037138i,-0.0012467-0.00024983i,-0.00078249-0.00084232i,-0.00057358-0.0011434i,-0.0010616-0.001505i,-0.0012112-0.0016388i,-0.0004396-0.0009781i,0.00011263+0.00085438i,0.00078393+0.0019495i,0.0013768+0.0013665i,0.00059623+0.00078261i,-3.9548e-05+0.00025683i,-0.00031186-0.00011427i,-0.00063821-0.0006087i,-0.00032013-0.00093643i,8.2956e-05-0.0004124i,-0.00018216-0.00024049i,-0.00037561+1.2862e-06i,-0.00070455-0.00014671i
-0.00049637-0.0010338i,-0.00025832-0.0012122i,-0.00075333-0.00067331i,-0.00051027-9.9774e-05i,-0.00024423+0.0002034i,-0.00067029+0.00019468i,-0.00073337+0.00050293i,-0.00039301+0.00047501i,-0.00079827-0.0003496i,-0.0014088-0.00092165i,-0.0010783-0.00049817i,0.00012539+0.00093839i,6.0867e-05+0.0016722i,-0.00066722+0.00086225i,-0.00019996+3.5458e-05i,0.00046077+8.7289e-05i,7.5844e-05-0.00012389i,0.0002954-0.00030126i,0.00090666+0.00018822i,0.00064425-8.5296e-05i,0.00057846-0.00049624i,0.0012153-0.0003702i,0.0015931-0.00038861i
-0.0021488+0.0012852i,-0.00068265+0.0020046i,0.00039991+0.0014297i,0.00052917+0.0013703i,0.00055267+0.0013481i,0.00065795+0.00066954i,7.5938e-06+0.00070697i,-0.0005874+0.00063222i,-0.000269-0.00014743i,0.00030702-0.00054546i,6.3454e-05-0.00075162i,-0.00040487-0.0012314i,0.00050152-0.0011422i,0.00045497-0.00031569i,-8.1437e-05+0.0007733i,1.331e-05+0.0018327i,-0.00075517+0.0022397i,-0.0014024+0.0017334i,-0.0012604+0.00098144i,-0.00038193+0.0004878i,0.00061521+0.00019298i,0.0009444+0.00063156i,9.3538e-05+0.0010424i
0.0010802+0.001724i,0.0012008+0.0011525i,0.0017818+0.00078716i,0.0018128-0.00014338i,0.00073753-0.0011247i,0.00017454-0.0018741i,1.3604e-05-0.0020775i,0.00019977-0.00064626i,0.00079968+0.00027192i,0.00021388-0.00010087i,7.0607e-05-0.00012582i,0.00046612+0.00057179i,0.00029117+0.0010882i,-0.00046181+0.00072672i,-0.00092846-8.5537e-06i,-0.0005494-3.0194e-05i,-0.00098482+0.00043954i,-0.001586+0.00014035i,-0.0013215+0.00014115i,-0.0003887+0.00032364i,3.7128e-05+7.4327e-05i,-0.00081828-0.00068386i,-0.00048945-0.0016499i
-0.00069195+0.0016734i,-0.0013928+0.0014539i,-0.00046328+0.00094235i,0.0010782+0.00019699i,0.0018265+6.0314e-06i,0.00088424-0.00028656i,-0.00076141-0.00040826i,-0.0012655+0.00016071i,-0.00094799+0.00050909i,-0.00024032+9.2228e-06i,-0.00039771-0.00077818i,-0.00051047-0.00056768i,-0.00075799+4.5278e-05i,-0.0004445+0.00044469i,-5.1173e-05+0.00041021i,0.00018293-0.00051643i,0.0002475-0.00051352i,0.00062224+0.0001868i,0.00082172-0.00029854i,0.00084194-0.00023692i,0.0010585+0.00035158i,0.00095752+0.00015267i,0.00045313-0.00051509i
0.00066834+0.00010543i,-8.9256e-05-0.00039151i,-0.00042363-0.0005822i,-0.00054067-0.00069656i,9.1384e-06-0.0006019i,-0.00020614-0.0010913i,-3.1815e-05-0.00094959i,0.0001612-0.00025236i,-0.00071762+0.00089427i,-0.00064856+0.00082631i,1.7752e-06+0.00015002i,1.205e-05+0.00065567i,0.00011788+0.0014557i,0.00026826+0.0010317i,7.3867e-05+2.5491e-05i,0.00054629-0.00044071i,0.00034859+0.00037589i,-0.00094443+0.00088606i,-0.0014144+0.00054379i,-0.00061525+0.00046625i,-0.00010339+0.00054966i,-0.00047868+0.00044558i,-0.00062509+0.00021467i
0.00012917-0.0011062i,-2.8062e-05-0.00018574i,-0.00065831+0.00086823i,-0.0013932+0.00078237i,-0.0016541-0.00039305i,-0.0018576-0.00015774i,-0.0016604+0.00073762i,-0.00050733+0.00091374i,0.00058704+0.00038826i,0.00056884-0.00064404i,0.00038247-0.0014177i,0.0006072-0.00052386i,0.00050434+0.00068284i,0.00036336+0.00099483i,0.0004336+0.0010109i,0.0003069+0.00079521i,-0.00033302+0.00041461i,-0.00060404+0.00047616i,-0.00062955+0.00077363i,-0.00064436+0.00081465i,-0.00042501+0.00015415i,-0.00027461-2.2812e-05i,0.00016552+0.0004587i
0.00011772-0.0012673i,-0.0009703-0.00016705i,-0.0010866+0.00074142i,0.0005265+8.771e-05i,0.0015406+9.0872e-05i,0.0012536+0.00038909i,0.0017293+4.0124e-05i,0.0012135-0.00024952i,-0.00023058-0.00041573i,-0.00074633-0.00092842i,-0.00017898-0.0011927i,-0.00039358-0.00074502i,-0.00099912+3.1235e-05i,-0.00079178+0.00039395i,-0.0001162+0.00020065i,-0.00059989+7.7998e-05i,-0.00037361-0.00033438i,0.00026138-0.00052017i,3.6989e-05-3.1635e-05i,0.00031206+0.00069488i,0.0011087+0.00026176i,0.0012753-0.00079197i,0.0010616-0.00063295i
-0.0013622+0.0012822i,-0.00088085+0.0019437i,-0.00069458+0.0027826i,-0.00033244+0.0023742i,0.0001468+0.0005445i,0.00073985-0.0013254i,0.0012247-0.0020528i,0.0013112-0.0013283i,0.0015253-0.0010048i,0.0010956-0.00088699i,-0.00012941-0.00064893i,-0.00058985-0.00058329i,2.8953e-06-0.00029224i,5.3174e-05+2.0788e-05i,-0.00026114+0.00034278i,-0.00083654+0.00040155i,-0.0007539+8.9516e-05i,-0.00041223+0.00030606i,-0.0005333+0.00083581i,-0.0004392+0.00090435i,-0.00021383+0.00014714i,0.00018328-0.00089061i,0.00060039-0.00034308i
0.0012309-0.0014215i,0.00013942-0.0019629i,-0.00063724-0.0027137i,-6.6767e-05-0.003239i,0.00065348-0.0024094i,0.00045226-0.00084424i,-0.0002901-0.00033585i,-0.00013369-0.00039402i,0.00034571-0.0015818i,0.00039003-0.0023237i,-6.5195e-05-0.00094652i,-4.2416e-05-0.00021248i,0.00045499+0.00042274i,0.0002592+0.00095723i,-0.00024454+0.00051387i,-0.00051252+0.00038088i,-0.00038107+0.00023757i,6.5743e-05+8.0464e-05i,8.8606e-05-0.0003211i,0.00026538-0.00064509i,2.139e-05-0.00015339i,-0.00045474-0.00027036i,-0.00015423+3.7521e-05i
-0.0011117-0.0013023i,-0.0016373-0.0010993i,-0.0012909-0.0011461i,-3.9255e-05-0.00045209i,0.00016183+0.00056381i,-0.00024753+0.00058082i,-0.00020261+0.0001448i,0.00063932-0.00051899i,0.00044543-0.00099923i,-0.00032366-0.0010798i,-0.00055926-0.00096581i,-0.00064582-0.00023162i,-0.00048024+0.00025171i,0.00018706-0.00019686i,4.6802e-06-0.00053739i,-3.0775e-05-0.00065973i,0.00025853-0.00082388i,0.00014354-0.00049065i,-5.9249e-05+9.7286e-05i,0.00078545+0.00027775i,0.0016294+0.00021154i,0.0014655+8.1135e-05i,0.00079879+0.00026372i
0.0020848-0.00020994i,0.0013967-0.00077747i,0.0011155-0.00062276i,0.00079765-0.00072798i,-0.00066229-0.0013863i,-0.0017786-0.0017888i,0.00012169-0.0013758i,0.0019291-0.0010189i,0.001619-0.0011i,0.00074083-0.0007473i,8.6195e-05-0.00076099i,0.00022052-0.00066955i,0.00030711-9.165e-05i,0.00062763+0.00044009i,0.0010041+0.0014425i,0.00050495+0.00099993i,-6.3994e-05-0.00048938i,-0.00032636-0.00042878i,-0.00018143+0.00028753i,0.0001786+0.00075123i,0.00037863+0.00086873i,0.00034225+0.0008094i,8.4899e-05+0.0011663i
-0.0012182+0.0012985i,-3.763e-05+0.0011493i,0.00036689+0.00071501i,0.00023503+0.0011779i,0.00028817+0.0010014i,0.00081727+0.0002672i,0.0010157+0.00019984i,0.00052371+0.00033148i,0.0004096-0.00013878i,0.00030577-0.00074306i,0.00012697-0.00050764i,0.00069505+2.8568e-05i,0.0012918+0.00096903i,0.0010729+0.00083881i,0.00021901+0.00035562i,-7.8693e-05+0.00031729i,-0.00029782-3.0669e-05i,-5.6955e-05-0.00030107i,0.00013237+0.00023054i,0.00034334-0.00018626i,0.00086815-0.00064365i,6.7525e-05-0.00062824i,-0.00082809-0.00090014i
0.0003059+0.00029035i,-0.00049477+0.00035749i,-0.001324-7.8341e-05i,-0.00077328-0.0010829i,0.00027154-0.0016996i,0.00035449-0.002062i,7.9582e-05-0.0022261i,-0.00038927-0.0020589i,-0.00054023-0.0012484i,-0.00050524+5.1174e-05i,-0.0011306+0.00074903i,-0.0012774+0.00064047i,-0.0012833+0.00037237i,-0.0014775+0.00012279i,-0.00091978-0.00061956i,-0.00041842-0.0013299i,-0.00041034-0.0023574i,-0.00048844-0.0021835i,0.00013756-0.0006469i,0.00050408+0.0003365i,0.00032999-0.00019435i,0.00062017-0.00020876i,0.00049493+0.00039655i
-0.00024361-8.3266e-05i,0.00048124-0.00025682i,0.0016989+0.00013784i,0.0024337+0.0003772i,0.0018517+6.5402e-06i,0.00091426-0.00052508i,0.00012554-0.00066736i,-0.00040518-0.00055948i,-0.0004577-0.00066148i,-0.00046296-0.00055652i,-0.00040059-0.00021906i,-0.00063332+0.00069928i,-0.00035087+0.0010875i,5.4783e-05+0.0010172i,6.872e-05+0.00055591i,8.0675e-05+0.000272i,-0.00024279-5.0166e-05i,-0.00068914-0.00022216i,1.5608e-05+0.00054203i,0.00062928+0.00083052i,0.00047366-1.8606e-05i,-0.00010541-0.00079383i,-0.00078868-0.00046779i
0.00034526-7.1423e-05i,-0.00049567-1.8929e-05i,-0.00091716-6.9573e-05i,0.00056664-0.00062835i,0.001649-0.0010403i,0.0012577-0.00026229i,0.00030205+0.00042776i,0.00018728+0.00010656i,-0.00040791-0.00074119i,-0.0013327-0.0010215i,-0.0014143-0.00093696i,-0.00038334+0.00021903i,0.00076042+0.0018098i,0.00067528+0.0018454i,-0.0011328+0.0012518i,-0.0020533+0.00076531i,-0.00088721-0.00082689i,0.00034891-0.0013266i,-0.00017021-0.0010456i,-0.00037364-0.00028687i,0.00013088+0.00062218i,0.00026524+0.00049009i,0.00025104-0.00010709i
0.00078545-0.002898i,-0.0010943-0.0020578i,-0.0026451-0.00015633i,-0.0031284-7.2177e-05i,-0.0024919-0.00057722i,-0.001376+0.00011281i,-0.00043795+0.00026562i,-2.2488e-05-0.00029056i,6.8848e-05-0.00059531i,0.00011243-0.00082969i,-0.00081894-0.001045i,-0.0010096-0.00082013i,-0.00043203+0.0001576i,-0.00055807+0.00033146i,-0.00085589-0.00027263i,-0.00055182-0.00036196i,-0.00018619-0.00026855i,-0.00056045-0.00068112i,-0.00073566-0.001101i,-0.00073798-0.00040344i,-0.00019829+0.00053117i,0.00081528+0.00054662i,0.00035287+5.3604e-06i
0.00087933+0.0016325i,0.0017951+0.0017788i,0.0020623+0.0016047i,0.0015624+0.00048105i,0.0010515-0.0010617i,0.00080889-0.0018243i,0.00049079-0.001854i,5.5821e-05-0.0012774i,0.00044415-0.00048977i,0.00046661-1.535e-05i,9.0558e-05-0.00087917i,0.000139-0.0010764i,-0.00013714-0.0010261i,-3.022e-05-0.00043655i,0.00039652+0.00094237i,0.0007643+0.00054848i,0.0010315-0.00012222i,0.00053241+0.00049708i,-2.492e-05+0.0016048i,0.00011209+0.0011191i,0.0003693-0.00033692i,0.00025143-0.0007945i,-0.00015062-0.00038124i
-0.0014107+0.00063943i,-0.0016903+0.0017224i,-0.0011121+0.0021132i,-0.00015114+0.0014789i,0.00010488+0.0004186i,0.00036244-8.5285e-05i,5.9236e-05+0.00022182i,-0.00025788+0.00069557i,-3.1425e-05-9.3688e-05i,-0.00036919-0.00055531i,-0.00075672-0.00039895i,-0.000649-3.6676e-06i,-0.00047676+0.00055743i,0.00015262+0.00058321i,0.00085446+0.00026492i,0.00067201-7.8358e-05i,0.00075482-0.00030632i,0.00098578+5.6589e-05i,9.195e-05+0.00048459i,-0.00041355+0.00026586i,-0.0005919+0.00060923i,-0.00087346+6.3439e-05i,-0.00034176-0.00075878i
0.00058145+0.00029471i,0.00037847+0.00072217i,1.5097e-06+0.0012445i,0.00084402+0.0011131i,0.0013416+0.00019104i,0.0015028-0.0010272i,0.00094824-0.00082843i,0.00018823-0.00050928i,-0.00019829+5.3644e-05i,-0.0010108+0.00070309i,-0.001532-2.4047e-05i,-0.0012068-1.3146e-06i,-0.0010838+0.0007811i,-0.0013139+0.00050664i,-0.0010448-0.00045965i,-0.00023003-0.00052632i,0.00011362-0.00039538i,-0.00030477-0.00057013i,-0.00047527+4.7986e-05i,2.0626e-05+0.00031505i,1.4143e-05-0.00022645i,-0.00020642-0.00081366i,0.00028442-0.00074305i
0.0014091+0.00011817i,0.0012861-0.00038983i,0.0020878-0.0009181i,0.0021047-0.0014287i,0.00089516-0.0019829i,-0.00030438-0.0020204i,-0.00028445-0.0011965i,0.0003831-0.00075855i,0.00073854-0.00083803i,0.00074234-0.00093985i,0.00044094-0.00049305i,-7.6514e-05+8.0382e-05i,-0.00033258+0.00038906i,7.555e-06+0.0012334i,0.00062019+0.0016184i,0.0011899+0.0010008i,0.0010079+0.00057982i,0.00048171+0.00061578i,0.00080868+0.0003257i,0.0013496+0.00033925i,0.00092184+0.0010175i,0.00031833+0.0013158i,-2.3694e-05+0.00068781i
0.00031607+0.00057663i,0.0014711+0.00045094i,0.0012344+0.00018391i,0.00016577-4.0592e-05i,5.4171e-05+7.8515e-05i,0.00019682+0.00046246i,0.00032242-3.3087e-05i,0.00047309-0.00088409i,0.00012898-0.001081i,-0.00018084-0.00084946i,-1.9629e-05-0.00089766i,0.00013129-0.00099188i,4.3394e-05-0.00074957i,8.5933e-05+0.00018001i,0.00013751+0.00095864i,-0.00013831+0.00053963i,-0.00041732-0.00015718i,-0.00039675-0.00015661i,-0.00032116-4.6518e-05i,-0.00048362+6.4521e-05i,-4.7064e-05+0.00069588i,0.00028797+0.00014834i,0.00090587-0.00014084i
0.00093373+0.0017956i,0.00088081+0.00088218i,0.00088878-0.00017851i,0.00013779-0.00081863i,-0.0004154-0.0015913i,-0.00052061-0.0010153i,-0.00072535-0.0004964i,-0.0011189-0.00068603i,-0.00088416-0.00042415i,-0.0002817-0.00025543i,0.0003468-0.00050168i,0.00037035-0.00084291i,-0.00022545-4.2182e-06i,-0.00011514+0.00060977i,7.8391e-05+0.00017614i,0.00021321+0.00022603i,0.00030117+0.00039569i,-0.00044149+0.00070168i,-0.00060764+0.0004i,0.00015599+0.00031142i,0.00086583+0.0004619i,0.0011101+0.00040219i,0.0003535+0.0002773i
