5.7524e-05-3.7701e-05i,0.00061856-0.00040311i,-0.0010785-0.00093711i,-0.0023592-0.0010241i,-0.0021633-0.00011251i,-0.0026272+0.00062321i,-0.0018959+0.0014467i,0.00041657+0.0015122i,0.0022811+0.00076855i,0.0026186-0.00058428i,0.0015929-0.00069405i,0.00056635-0.00096461i,0.00073184-0.0011207i,0.00079711-0.0007789i,-1.2048e-05+6.5782e-05i,-0.00095939+0.00085784i,-0.0005789+0.00053664i,-0.00021312-0.00064285i,5.0849e-05-0.0012268i,0.00026506-0.00060897i,-0.00046663-5.9706e-05i,-0.00068451-3.8124e-05i,-0.00054319-0.00016663i
0.0019217+0.0017836i,0.0031251+0.0016617i,0.0035128+0.0013966i,0.0030048+0.00028378i,0.0021495-0.00049412i,0.00036631-0.00085853i,-6.858e-05-0.0010212i,0.00053016-0.0015619i,0.00032114-0.002338i,0.00037143-0.0020305i,0.00051699-0.0010696i,0.00045035-0.00042258i,0.00015393+0.0001251i,-5.1444e-05+0.00046481i,0.00033977+0.00056507i,0.00085218+0.00017626i,0.00057467-0.00014787i,-0.00023479-0.00022807i,-0.00041425+6.0606e-05i,-0.00030768+0.001209i,-1.95e-05+0.0011651i,0.00021852-1.6354e-05i,-8.6593e-05+4.2981e-06i
0.0013457-0.00053675i,0.0012733-0.00084285i,0.00057601-0.0015071i,-0.00055789-0.0008004i,-0.0014016-0.00010318i,-0.00078356-0.00017163i,0.00014268-0.00025388i,0.00068231-0.00029805i,0.0015821-0.00061969i,0.0023828-0.00047163i,0.0021667+0.00027228i,0.0012711+0.0006085i,0.00068966+0.00058749i,0.000256+0.0006909i,0.00016344+0.00088771i,4.0297e-06+0.00062402i,-0.00040482+0.00049907i,-0.00089788+0.00058671i,-0.00046036+0.00057109i,-0.00013023+0.00026147i,0.00021418-0.00017886i,-4.1834e-06-0.00068661i,0.00073157-0.0015724i
-0.0011499+0.00042842i,-0.00097203+0.0012137i,-0.00019226+0.0012071i,0.0007022+0.0011849i,0.00038135+0.0010176i,-0.000115+0.00086827i,3.9534e-05+0.00089433i,0.0005593+0.00098013i,0.00051268+0.0010123i,0.00020533+0.0011816i,-0.00020044+0.0013026i,-0.00089687+0.00078324i,-0.00065016+0.00099837i,-0.00019291+0.0015243i,-0.00037909+0.00084954i,-0.00052602+0.00053075i,-0.00045409+5.2011e-05i,-0.00037416-0.0006744i,-0.00059765-0.00058837i,-0.00023219-9.7969e-05i,5.2444e-05-0.00021038i,-2.2683e-05-0.0003462i,-0.00047263-0.00040697i
0.00096939+4.7939e-05i,0.00065893-0.00084525i,0.00079531-0.0018155i,0.00079988-0.0015278i,0.00040884-0.00097659i,-0.00062594-0.00028603i,-0.00099874+0.00030383i,-0.001049-0.00015136i,-0.00095312-0.00020714i,-0.0014162+0.00021929i,-0.0020535-9.2759e-05i,-0.0011576-0.00098751i,0.00084289-0.00081672i,0.0012122-5.3041e-05i,0.00094769+0.0004358i,0.0008144+0.00067471i,0.00024522-0.00010097i,0.00017149-0.00061207i,-5.859e-06+7.4894e-06i,-0.00031365+0.00052402i,0.0003488+0.00023197i,0.00089824+0.00070723i,-0.00042313+0.00090415i
-0.00094331-0.00064226i,0.00019393-0.00028317i,0.0016278+0.0002479i,0.0021128+0.00058346i,0.0011008+0.00045532i,-8.0675e-06+4.9093e-05i,-0.0012707-0.0003592i,-0.0011793-0.0010094i,-0.00023755-0.0017693i,8.4389e-05-0.0017073i,6.7533e-05-0.0012885i,0.0004902-0.0009194i,0.00061803-0.00072931i,-0.00042912-0.0011291i,-0.00029414-0.00098207i,0.00026645-4.0137e-05i,-3.0236e-05-0.00035605i,-2.2524e-05-0.00084796i,-0.00018451-0.00022782i,-0.00059118+6.5088e-05i,-8.339e-05+0.00020833i,3.1062e-05+0.00058158i,-0.00020293+6.0552e-05i
-0.0021905+0.00099044i,-0.001758+0.0032151i,-0.0014143+0.0047295i,-0.00062291+0.0043755i,-2.4205e-05+0.0029567i,0.00079846+0.00024736i,0.0008444-0.0023684i,0.00063654-0.002526i,0.00095965-0.0017196i,0.0014348-0.0012033i,0.001539-0.00083713i,0.0011076-0.00073799i,0.00079573-0.00028087i,0.00072+0.00016279i,0.00083095+0.00045971i,0.00028306+0.0010288i,-0.00014173+0.00089215i,0.00050137-0.00045925i,0.0011548-0.00020062i,0.00096311+0.00092887i,0.00034985+0.00086111i,-0.00013741-7.8747e-06i,-0.00031506+0.00019034i
-0.00086695+0.0013748i,-0.00019338+0.0012973i,-0.00011711+0.0020343i,0.00043588+0.0021648i,0.00055647+0.00082061i,-0.00022775-0.00041666i,-0.00031482-0.00062849i,0.0008595+0.00027923i,0.0017962+0.0012473i,0.0013233+0.0014785i,0.00036594+0.0021694i,0.00016796+0.0023233i,0.00041863+0.0013708i,-4.5172e-05+0.00072939i,-0.0009199+0.00025497i,-0.0010212-0.00024009i,-0.00061618-1.899e-05i,-0.00061099+4.4454e-05i,-1.2067e-05-0.00028871i,0.00038379+0.0001464i,-7.7958e-05+0.0001937i,-0.00062275+0.0002693i,8.3259e-05+0.00055242i
4.2001e-05-0.00077756i,-0.00022163+0.00022816i,0.00039149-0.00019527i,0.00064317-0.001214i,0.00046196-0.0011495i,0.00077576-0.00045636i,0.00075871+8.3642e-05i,1.1595e-05+0.0010826i,-0.00021085+0.0017551i,-0.0003293+0.0017689i,-0.00054594+0.0010414i,-0.00028741+0.00060378i,-0.00079717+0.0012955i,-0.0012873+0.0009697i,-0.0011881-4.3443e-05i,-0.0012772-0.00017897i,-0.0013758-0.00011828i,-0.0010695-0.00049203i,-0.00072991+0.00041023i,-4.8008e-05+0.0011048i,0.00025738+0.00025246i,0.00023426-0.00013656i,0.00022045-6.4807e-05i
0.0036453+0.00049074i,0.0041905-0.00051138i,0.0033476-0.0017197i,0.0013835-0.0032119i,-0.00017256-0.0038082i,-0.0013305-0.0016746i,-0.0015102+0.00033399i,-0.00054822+0.00041711i,0.00012505+0.00011987i,-0.00022641-0.00021216i,-0.00064236-0.0012269i,-0.0014032-0.0022042i,-0.0021888-0.00093566i,-0.0023809+0.00058215i,-0.0019402+0.00062958i,-0.00095282+0.00062213i,-0.00084041+0.00047538i,-0.00072851+3.332e-05i,-0.00013405-1.5958e-05i,-0.00015075+0.00028429i,-0.00043168+0.00035931i,-9.2989e-05+0.00026697i,-0.00036848+0.0002077i
0.00070332-0.00010087i,0.00054013+5.9578e-05i,0.00068334-0.00010046i,0.00011201+0.00026865i,-0.001109+0.00050701i,-0.0012648+0.00049237i,0.00015664-6.2881e-05i,0.0002913-8.8453e-05i,8.3328e-06-4.3934e-05i,0.00035015-0.00063921i,0.00066433-0.0011618i,0.0005493-0.001078i,-3.307e-05-0.00038682i,0.00019131+7.1715e-05i,0.00038603-0.0004289i,0.00020097-0.0010504i,0.00045699-0.00034315i,0.00026297+0.0005133i,0.00078864+0.00079893i,0.0013228+3.8066e-05i,0.0010655-0.00085556i,0.00031799-9.1853e-05i,-0.00027326+0.0006779i
0.00082909+0.0017099i,0.00050251+0.00036669i,0.00011364+0.00061284i,0.0014864+0.00044023i,0.0020871-0.00054716i,0.00060806-0.0013856i,0.00045338-0.00094281i,0.001182-0.00077574i,0.0021351-0.0011854i,0.0025808-0.0014687i,0.0026364-0.00061417i,0.0024189+0.0001183i,0.0018344-0.00029392i,0.00043311-0.00013848i,0.00041741+0.00074247i,0.0017187+0.0011353i,0.0016758+0.00067488i,0.00017324+0.00017773i,-0.000969+0.0005364i,-0.0012066+0.0010034i,-0.0014659+0.00047644i,-0.00098153-7.5125e-05i,0.00014091-0.00041074i
0.00050735+0.00023391i,0.0020635+2.0797e-05i,0.0026617-0.00053582i,0.0017176-0.001127i,0.00032492-0.00089967i,-0.00045445+0.00019578i,0.00032997+0.00016403i,0.0011154+0.00035928i,0.00097793+0.00092031i,0.00054427+0.0013172i,0.00014409+0.0014451i,8.962e-05+0.0020724i,0.00084561+0.0024215i,0.0011413+0.002131i,0.0001653+0.0014347i,-0.00063922+0.001052i,-0.00045599+0.0010224i,-2.1377e-05+0.0011195i,-0.00015353+0.0010722i,-0.00024266+0.00020579i,6.38e-05-0.00020102i,0.00032953-0.00021353i,0.00013873-0.0005354i
-0.00069382+2.0278e-05i,8.8429e-05+0.0013358i,0.0013511+0.0019086i,0.0019903+0.00012089i,0.0013534-0.0012667i,0.00048984-0.00076252i,0.00018762-0.00049717i,-0.00021729-0.00010859i,-0.00068017+0.00049321i,-0.0010573+0.00054403i,-0.0010676-6.9839e-05i,-0.0012767-6.107e-05i,-0.0010865+0.00051361i,-0.00044401+0.00051725i,-0.00049288+5.6866e-05i,-3.7433e-06-0.00032707i,0.00029802-0.00034526i,0.00026598+0.00018893i,0.00044453+0.0006018i,0.00029493+0.00042762i,-0.00024352-3.6186e-05i,-0.00076269-0.00079395i,-0.00043473-0.00041499i
-0.0012341-0.0014848i,-0.0019187-0.00058326i,-0.0028196+0.00032341i,-0.002717+0.0010074i,-0.0017064+0.0013428i,-0.00049762+0.00099142i,-0.00081904+0.00078222i,-0.0011227-5.2085e-05i,-0.0010484-0.0012477i,-0.0011246-0.0015794i,-0.00081922-0.0017454i,-0.00033668-0.0016462i,3.295e-06-0.0004552i,0.00018662+0.00061567i,0.00026074+3.9353e-05i,0.00011023-0.0013609i,7.1646e-05-0.0014236i,-2.7616e-05-0.00057663i,-0.00018381-7.8226e-05i,-0.00028556+0.00023658i,-0.00050719-0.00015787i,-0.00081358-0.00038296i,-0.00096809-0.00017645i
-0.00047104-0.00083471i,0.00098351+0.0001779i,0.0016862+0.00087475i,0.0026046+0.00084591i,0.0029507+0.00076534i,0.0013788+0.00017127i,-0.00017292-2.7781e-05i,-0.00018454-0.00025652i,0.00099575-0.0012185i,0.0015332-0.00094022i,0.0013066+0.00014926i,0.0010022-6.4974e-05i,0.00053194-0.00020176i,0.00098035-0.00053278i,0.001315-0.0006072i,0.00072017-0.00011775i,0.00025729+6.9269e-05i,0.00091456+0.00013394i,0.0010825-9.3913e-05i,9.7457e-05+0.00024664i,-0.00013811+0.00044471i,0.00024629+0.00027908i,-0.00012853+0.0002742i
0.00061057-0.00020482i,-5.3138e-05+0.00027792i,-0.00061472+0.00041133i,-0.00088093-0.0005467i,-0.00047772-0.0013775i,-7.4934e-05-0.00092875i,0.00066664-0.00077852i,0.0015041-0.00050736i,0.0015973+0.00018434i,0.0016514+0.0012472i,0.0014224+0.0018178i,0.0015417+0.0011128i,0.0015015+0.00058652i,0.0013785+0.00092035i,0.0011608+0.00092709i,0.00063131+0.00067522i,-9.4971e-05+0.00069524i,-0.00037024+0.001092i,7.5079e-05+0.00076647i,-0.00054193+0.00057617i,-0.0011954+0.00058607i,-0.00052839-0.00011908i,0.00023772-0.00067959i
-0.00016212+0.0013721i,0.00067185+0.0019249i,0.0016506+0.0016885i,0.0013108+0.0014088i,0.00064657+0.00090782i,0.00087313+0.00038112i,0.00071568+0.00025062i,0.00064926+0.00031414i,0.00099801+0.00091076i,0.00067318+0.0014674i,0.00011869+0.0011132i,0.00019077+0.00058531i,0.00066961+0.00094306i,0.00017132+0.00051867i,-0.00013435+1.4515e-05i,-0.00015679+0.00056099i,-0.00062433+0.00012456i,-0.00054635-0.0007658i,-0.00017923-0.00068671i,-0.00067066-0.00041827i,-0.00089318-0.00012748i,7.7671e-05+0.00065919i,0.00063688+0.0006272i
0.00089176-0.00058849i,0.00046827+1.4811e-05i,-0.00028218-0.00071154i,-0.0005301-0.0013317i,0.00050055-0.00097844i,0.00099246+0.00032037i,0.00042822+0.00044614i,0.00043789-0.0001997i,0.00010208+0.00020534i,-0.00095084-0.00022219i,-0.0011909-0.0013063i,-0.00064882-0.00079969i,-0.00032155+0.00022154i,0.00035968+0.00087086i,0.00032491+0.00067199i,-0.00072242+9.6205e-05i,-0.00064052+6.9714e-05i,-0.00017138+0.00052539i,-0.00036059+0.00015751i,-0.00036791-0.00058383i,-0.00037296-0.00011667i,-0.0010972+0.00029722i,-0.0015094+0.00016274i
0.00033178+0.00045887i,0.0011673+0.00027489i,0.0012997+0.00094044i,0.0017781+0.00060945i,0.0016607-0.00050458i,0.00052196-0.00061436i,0.00025966-0.00032205i,0.00033459-0.00015985i,0.00017038-0.00051203i,-5.8963e-05-0.00045747i,-3.2696e-05-0.00069971i,-0.00046484-0.0012308i,-0.00072713-0.0011869i,-0.00056165-0.0011617i,-0.00031164-0.00090659i,-0.00015046-0.00049768i,0.00023117-2.2204e-05i,0.00052836+4.8814e-05i,0.00029775+8.8028e-05i,-0.00026373+0.00078455i,-0.00053487+0.00081636i,-0.00068982+0.00042387i,-0.00063941+0.00074231i
-0.00083637+0.00037319i,-0.00098111-0.00037875i,-0.0005913+0.00015898i,0.00081744+0.00010547i,0.00080371+1.2197e-05i,0.00078118+3.8043e-05i,0.0012561-0.00041562i,0.00091293-0.00086833i,0.001152-0.0011232i,0.0014532-0.0015031i,0.0010375-0.001345i,0.00080843-0.00029738i,0.00028574-0.00049145i,2.1725e-05-0.0007954i,-4.7533e-05-0.00053168i,-0.00050533-0.00057607i,-0.00062739+6.4761e-05i,-0.00033766+0.0011255i,-0.00024802+0.00091192i,2.4186e-05+0.00014721i,0.00037027+7.6761e-05i,0.0012262-0.00034367i,0.0013606-0.00040848i
-0.00050416-0.0020346i,-0.00050489-0.00052144i,-0.0010664-9.0711e-05i,-0.0030457+7.4447e-06i,-0.0035057+0.0001763i,-0.0023448+0.00040544i,-0.0013761+0.00075719i,-0.00013673+0.0012342i,0.00065316+0.0014999i,0.00014006+0.0014214i,0.00041358+0.0019756i,0.0010845+0.0028065i,0.0015758+0.0020735i,0.0013075+0.00080327i,-0.00011047+0.00032699i,-0.00031305-0.00029155i,0.00022628-0.00079993i,8.2843e-05-0.00049868i,3.996e-05+0.00068713i,-0.00026299+0.0014934i,-8.757e-05+0.00093135i,0.00010577-0.00024684i,0.00018909-0.00069259i
-0.001034+0.001684i,-6.4347e-05+0.0025872i,0.00097202+0.0029597i,0.0013971+0.0026184i,0.0015398+0.0016385i,0.0014547+0.00094029i,0.00098183+0.00078617i,0.001154+0.0003028i,0.0015326+0.00072935i,0.00067887+0.0008205i,-0.00053448+0.00022653i,-0.0011779+0.00093465i,-0.00032205+0.00089877i,0.0001738+0.00020465i,2.9564e-05+0.00019907i,0.00060832-5.8464e-06i,0.0005962+0.00014479i,-0.00013493-9.6813e-05i,-2.3367e-05-0.00030892i,-0.00013505-0.00058077i,-0.0012352-0.00043113i,-0.0011483-0.00023448i,-0.00052081-0.00032197i
-6.1019e-05+0.0015672i,0.0013288+0.0010249i,0.0017481+0.00065623i,0.0020931+3.1983e-05i,0.002128-0.00028187i,0.00046516+0.00038046i,-2.1244e-05+0.00043286i,-6.1067e-05+0.00024242i,-0.0010054-0.00020255i,-0.0016679-0.0013576i,-0.0014305-0.001511i,-0.00087821-0.00044507i,-0.00020756+0.00042043i,-0.00011095+0.00059847i,5.502e-05+0.00021217i,0.00057456+0.00030636i,0.00031168-0.0003597i,-0.00043283-0.000988i,-0.00044122-0.00013735i,-5.7675e-07+0.00057557i,0.00016705+0.00015576i,0.00029186-0.00061863i,5.467e-05-0.00029112i
0.00031255-0.00077094i,0.00069056-0.00015266i,1.3985e-05-7.7514e-05i,0.00057244+6.1277e-05i,0.00033567+0.00034686i,-0.00056126-0.00015785i,-0.00069715-0.0007687i,-0.00027205-0.00038614i,0.00037079-0.00046799i,0.00010939-0.00069203i,-0.00063731-0.00071847i,-0.00080095-0.00099801i,-0.0011771-0.00067227i,-0.0011184+6.607e-05i,-0.00010834-3.2574e-05i,0.00050143-0.00020833i,0.00011439-0.00032622i,6.0052e-05-0.00055753i,0.00071659-0.00062719i,0.00062401-0.00045725i,-2.8054e-05-0.00051952i,-0.0001637-0.00053121i,3.6906e-05+0.00016689i
0.00016427-0.0011525i,-0.00081626-0.0014475i,-0.00042971-0.00099242i,-0.0011467-0.0010419i,-0.0015659-0.001167i,-0.00085771+0.00016391i,-0.00029204+0.00059675i,0.00082455-0.00018668i,0.0011711-0.00025595i,0.00087242+0.00030822i,0.00083353+0.00066854i,0.00068194+0.00055481i,0.00084123-0.00039586i,0.00014157-0.00094111i,-0.00031644-0.00030883i,-8.0346e-05+9.434e-05i,-0.00039252-0.00017392i,-0.001226-0.00049461i,-0.00089833-0.0003073i,0.00027193+0.0005203i,-2.9129e-06+0.00095621i,-0.00039546+0.00069007i,8.6256e-05+0.00054947i
6.7707e-05-0.0001984i,0.00068463+0.0009361i,0.0010355+0.0016687i,0.0020183+0.0011757i,0.0014803+0.00099234i,-0.00013971+0.00031031i,0.00023189+0.00054723i,0.0011219+0.00075189i,0.0012796+0.0010107i,0.0010231+0.001403i,0.00045565+0.00096612i,0.00051669+0.00077805i,0.00090295+0.001138i,0.00052108+0.0012877i,9.8675e-06+0.00056067i,0.00015799+0.00023193i,0.00020777+7.1042e-05i,-8.4314e-05+0.00012791i,-4.8485e-05-0.00054696i,2.2663e-05-0.0011208i,0.00016934-0.0009851i,5.2169e-05-0.001105i,0.00055646-0.00088709i
0.00040408-0.00034778i,0.00044443+0.00054331i,0.00083877+0.0018798i,0.00069961+0.001156i,0.00012789-0.00047164i,-0.00085712-0.00044301i,-0.00086258-0.00013511i,-0.00021602+0.00016349i,-0.00023702+0.0003758i,-0.00053639+0.00040679i,-0.0010836+0.00049082i,-0.0006732+0.00034834i,-0.0001672+0.00029873i,0.00017532-0.00014275i,0.0010438-0.00047556i,0.0009829+7.0556e-06i,-3.1943e-05+1.6363e-05i,1.6715e-05-0.0002881i,-0.00016779+0.00074772i,-0.00060888+0.0013172i,-0.00022446+0.00060444i,0.00026923-0.00020667i,0.00013108-0.00070197i
-0.0011019-0.00099606i,-0.0012241-0.00051572i,-0.0012011+0.00019693i,-9.3323e-05+0.00063995i,2.9332e-05+0.00062578i,-0.00054237+5.4568e-05i,-0.00010212-0.00046151i,-0.0003484-0.00072744i,0.0001377-0.00057892i,0.00035326-0.00024708i,-0.00030081-0.0006137i,-0.00022564-0.00058152i,-0.00014034+0.00034208i,0.00046527+0.00074193i,0.00081711+0.00095216i,-3.8267e-05+0.00024858i,-0.00015039-0.00038799i,-0.00031299-5.1589e-05i,-0.00086365-9.067e-05i,-0.00091307-0.00055468i,-0.00023564-0.00080708i,0.00014567-0.00072804i,-0.00037839-0.00033782i
-0.00017769+0.00051339i,-0.00011239+0.00083273i,0.0014525+0.0005496i,0.0018673+0.00025787i,0.00070463-0.00033696i,-0.00015301-0.0011632i,-6.0914e-05-0.00068884i,0.00066667+0.00012121i,0.00082036-0.00019597i,0.00076718-0.00070497i,0.00088092-0.00065661i,0.0006662-0.00048243i,-0.00012573+8.4856e-05i,-0.00010535+0.00012597i,1.6516e-05-0.00017648i,-0.00066997-0.0001627i,-0.00076558-0.00021923i,0.00017962+0.00042571i,0.000728+0.00023015i,6.9851e-05-0.00094223i,-0.00045109-0.0010012i,-0.00011103-0.00025473i,-2.4685e-05+0.00013736i
0.00010333-0.0016332i,7.1272e-05-0.00092492i,0.0002392+0.00063676i,7.5095e-06+0.0016914i,3.1696e-06+0.00098202i,0.00042104+0.00039413i,0.00050448+4.6685e-05i,0.00070051+2.1456e-05i,0.0007673+0.00022281i,0.00055194-0.00014877i,0.0007792-6.0245e-05i,0.00042041-3.4949e-05i,-0.0003288-0.00042162i,-0.00041079+3.6507e-06i,-0.00016608+0.00017879i,0.00025783+0.00014487i,-3.2747e-05+0.00074152i,-0.00030237+0.00067293i,-0.00032785+3.5287e-05i,-0.00024047+2.6961e-05i,-0.00099684+0.0004657i,-0.0016585+0.00084169i,-0.00093582+0.00060729i
-0.0011323+0.00024426i,-0.00067196+0.00011804i,0.00076176+0.00094814i,0.00058905+0.00080399i,-0.00049687-0.00025131i,-1.6373e-05-0.00088832i,0.00066848-0.00066559i,0.00049267-0.00014576i,0.00046704+0.00062805i,0.00026079+0.00087674i,-0.00012806+0.00092543i,-0.00047653+0.00053147i,-0.00053555+0.00036645i,-0.0004518-0.00039394i,-0.00011757-0.000917i,0.00037915+4.494e-05i,0.00088725+0.00040511i,0.00061827-7.6618e-05i,-0.00023796+0.00014007i,-0.00094749+0.00056733i,-0.00033103+0.00092551i,0.00011095+0.0007008i,0.00014963+0.00035354i
-0.0019169-0.00023245i,-0.0014936+0.0014561i,-0.00056724+0.0015981i,0.00027163+0.0011193i,0.00070896+0.00075125i,0.00036024+0.00020189i,1.0163e-05-2.9318e-05i,0.00051789+0.00078952i,0.0012111+0.00066866i,0.00048301-0.00086991i,-0.00065979-0.0013517i,-0.00036607-0.00050804i,0.00042782+0.00014467i,0.00051614+0.00025113i,0.0004712+0.0004533i,-0.00023953+0.00076745i,-0.00095132-0.00010065i,-0.00042759-0.00033377i,0.00038031+0.00060416i,0.00010158+0.0005527i,-0.00024079-1.7909e-05i,0.00010336-0.00044105i,-0.00015502-0.0005126i
-0.00011852+0.0019104i,0.0010585+0.0019758i,0.0022984+0.0021263i,0.003104+0.0011031i,0.0026768-0.00018273i,0.0010021-0.0010062i,0.00032834-0.00067155i,0.00072833-0.0002275i,0.001383-0.00022346i,0.0012227+2.4461e-05i,0.00082743-0.00047959i,8.0419e-05-0.0011332i,-0.0011131-0.0010337i,-0.0009336-0.00059682i,-0.00031831-2.2925e-05i,-0.00048802+0.00034444i,-0.0004864+0.00013285i,-0.00056549-0.00030414i,0.00016386-0.00064854i,0.0010932-0.00043426i,0.0010162+4.1966e-05i,0.00047862+0.00016935i,-5.7621e-05+3.978e-06i
-0.00051571+0.0020938i,0.00023212+0.0021411i,0.0015776+0.0025941i,0.00186+0.001628i,0.00094+0.00023396i,0.0004119-0.00096829i,0.00014935-0.00072012i,-9.3436e-05-0.00025633i,0.00060567-0.00014102i,0.0011211+0.00017831i,0.00085453+0.00042621i,0.00057233+0.0004352i,0.00029316-7.1519e-05i,-0.00016332-0.00087719i,-0.00059864-0.0013976i,-0.0010817-0.0016937i,-0.0011188-0.0013905i,-0.00015151+7.1962e-05i,9.654e-05+0.00090553i,-0.00044659+0.00046671i,-0.00037065-0.00017927i,0.00019826-0.0005245i,0.00041968-0.00044927i
-0.00067562+0.00083928i,0.0013706-2.6452e-05i,0.0015327-0.00036353i,0.00070215-4.0216e-05i,0.00091817+0.00027456i,0.0013523-0.00018094i,0.0007078-0.00016922i,0.00036922+0.00024201i,0.00046431+0.00061498i,0.00061729+0.0013726i,0.00082093+0.0013023i,0.00067664+0.0006551i,0.00034176-7.1755e-05i,-0.00067495-0.00073917i,-0.0011794-0.00061562i,-0.00077825+4.201e-05i,3.4434e-05+0.00029024i,0.0002455-1.1721e-05i,-0.00057053-5.3173e-05i,-0.0010432-0.00039767i,-0.00075427-0.00092994i,-0.00037861-0.00047948i,-0.00024885-0.0001849i
0.00014255-0.0015986i,-0.00052579-0.0014456i,-0.00066427-0.0012587i,-0.0011222-0.00077669i,-0.0025595-0.0010441i,-0.0023599-0.001039i,-0.00045203-0.00058725i,0.00079849-0.00055091i,0.00054286-0.00028783i,-0.0006283+0.00013226i,-0.00065391+0.00073461i,-0.00043693+0.00097623i,-0.00077292+0.00076983i,-0.0002426+0.0004964i,0.00018831+0.0011572i,-0.00049361+0.0005706i,-0.00032365-5.9349e-05i,0.00040093+0.00063466i,0.00021123+0.00075863i,7.5881e-05+0.00051092i,0.00026844+0.00052815i,-0.00014123+0.00078351i,-0.0002233+0.0013843i
-0.00022008+0.0010153i,0.00067006+0.0017978i,0.0011837+0.0018867i,0.00099381+0.0018246i,0.00048144+0.0014562i,0.00090828+0.00082491i,0.00073401+0.00028901i,8.5203e-05-7.1902e-05i,-0.00045035+0.00016265i,-0.00032962-0.00035686i,7.1167e-05-0.00077785i,-5.0312e-05-0.00074671i,-7.9408e-05-0.00066991i,-0.00020898+0.00011639i,-0.00049491+0.00081827i,-0.0010664+0.00075372i,-0.0011906+0.00039988i,-0.00017237+0.0005114i,0.000438+0.00068793i,0.0006602+0.00024468i,0.00036362-0.00041845i,0.00058292-0.00019543i,0.00029059-0.00017909i
0.0014847+0.0011073i,0.0002436+0.00075303i,-0.00065167+3.9331e-05i,-0.00075462-0.00091017i,-0.001274-0.0015554i,-0.0013844-0.0010347i,-0.00052653-0.00011359i,0.00080715+0.00032063i,0.0014782+2.963e-05i,0.0016515-0.00097235i,0.001125-0.0010809i,0.00020805-0.0012202i,-0.00017889-0.0011664i,-0.0010214-0.00043044i,-0.00091753+0.00019038i,0.00024763-0.00020866i,0.00034688-0.00042613i,-0.00034399+0.00027213i,-0.00058467+0.0006623i,-0.00048262+0.00062345i,-7.7184e-05+0.00061833i,0.00037829+0.0011535i,0.00061732+0.00087428i
0.00097853+0.00050875i,0.00218+0.00083638i,0.003228+0.00057808i,0.0022098-0.00026664i,0.00021309-0.0013038i,-0.00084108-0.0016347i,-6.5511e-06-0.0007083i,0.0011005-0.00053547i,0.0014497-0.00017584i,0.0017819+0.00028158i,0.00080618+0.00044148i,0.0001097+0.00024326i,0.00095649-0.00029558i,0.00087078-0.00023508i,0.00020304-0.00045329i,-8.4185e-05-0.0005993i,-0.00024923-0.00025508i,-0.00068238+4.1735e-05i,-0.00093397-0.00021074i,-2.536e-05-0.00039588i,0.00048215-0.00039581i,6.2918e-06+8.8904e-05i,-0.00030463+0.00051791i
0.00022213-0.0015263i,-0.00096819-0.00060554i,-0.0018458+0.00043989i,-0.00090064+0.00012952i,-0.0004836-0.0002131i,-8.6845e-06-0.0006541i,8.3712e-05-0.0010781i,-0.00029288-0.00094232i,9.8953e-05-0.00088868i,0.00019154-0.0006264i,4.9383e-05+0.00029536i,0.00051622-6.6727e-05i,0.00058764-0.00033327i,0.00054686+0.0007279i,0.00017036+0.00070344i,-0.00029865-0.00010877i,-0.00044846-0.00024i,-0.00063274-0.00073039i,-0.0009154-0.0008317i,-0.00061875-0.00019182i,-0.0005931+8.2956e-06i,-4.421e-05-0.00090388i,0.00040729-0.00093971i
-0.00058943-0.00071369i,-0.00065445-0.0007691i,-0.0013756-0.0006891i,-0.0018267-0.00060946i,-0.001533+0.000493i,-0.00034768+0.0014791i,0.00061092+0.00087929i,0.001173-0.00020583i,0.00030311-0.00066358i,-0.00034009-0.00064815i,-2.6977e-05-0.00023183i,0.00010328+0.00010162i,0.00030803+8.3501e-05i,0.00075338+0.00031087i,0.00070844+0.00016413i,-1.0668e-05-3.5022e-05i,-0.00050936-0.00031673i,-0.00057052-0.00081281i,-0.00046638-0.00015391i,-0.00010669-8.7118e-05i,0.00020908-0.00071377i,5.7565e-05-3.3e-05i,-0.00040791+0.00076872i
-0.0033123+0.0010564i,-0.0013696+0.0022548i,0.0013892+0.0034289i,0.0024817+0.0038469i,0.0016286+0.00289i,0.0014778+0.0016309i,0.0012471+0.00027268i,0.00076037-0.00047524i,0.00070973-0.00078903i,0.00095974-0.00017845i,0.00050966+0.0003508i,9.7979e-05-0.00053161i,0.00030606-0.00067313i,0.00033547-0.00062995i,-0.00019366-0.0010218i,-0.00043825-0.0010642i,-0.00052034-0.00039688i,2.3631e-05-0.00024285i,0.00047756-0.00043226i,0.00047817-0.00055981i,0.00074625-0.00067406i,0.00075619-0.00079378i,0.00039255-0.00041273i
0.0016492+0.00077384i,0.0013809+0.0003363i,0.0016259-0.0010508i,0.0015977-0.0029624i,0.00054078-0.0024798i,-0.00010642-0.0012997i,0.00055735-0.0011007i,0.0014155-0.00040514i,0.001207+0.00044964i,0.00076522-0.00010797i,0.00048716-0.00054787i,-0.00010244-0.00012949i,-0.00092005+0.00038883i,-0.0012882-0.00035797i,-0.0013426-0.0010712i,-0.00084277-0.00047799i,-7.566e-05+7.2616e-05i,0.0003553+0.0001327i,0.0004221-0.00020237i,0.00033596-0.00016057i,-0.00019428+0.00036628i,-0.00046137+0.00030325i,-0.00044336-0.00020328i
