-0.004359+4.6745e-05i,-0.0039238+0.0012238i,-0.0042292+0.0023013i,-0.002991+0.0021386i,-0.0014513+0.0015421i,-0.00098705+0.0017856i,0.00032276+0.0020445i,0.00063685+0.0022594i,0.00012458+0.0015525i,0.00080386+0.00067522i,0.00098152-0.00033843i,0.00011057-0.00081239i,-0.00043213-0.00082175i,-0.00060594-0.0013841i,-0.0006355-0.00075168i,-0.00041711-4.0264e-05i,-0.00029786+0.00014997i,-2.827e-05+0.0006837i,0.00031673+0.00059475i,0.00037914+0.00046855i,-9.8282e-05-0.00015686i,-0.00019777-0.00068175i,0.00069805+0.00035069i
0.0007477-0.00042261i,0.0015757-0.00052727i,0.0021803+0.00016611i,0.0012521-0.0001129i,0.00015568-0.0011398i,0.000892-0.00050668i,0.00095666+8.2492e-05i,-0.00027569-0.00045074i,-0.0007089-0.00036087i,-0.0014957-0.00036779i,-0.0024692-0.00076715i,-0.001958-0.00034432i,-0.00090955-0.00010794i,-0.00057324+7.6967e-05i,-0.00057588+0.00072665i,-0.00041916+0.0010542i,0.0004618+0.00078044i,0.0011567+0.00063297i,0.00087481+0.00012898i,0.00098168+0.00035516i,0.00039788+0.0012773i,-0.00067596+0.0005483i,-0.0005991+0.00019055i
0.00020055-0.00022402i,-0.00042755+0.00047758i,-0.0020602+0.00020989i,-0.0022033-0.00019952i,-0.00053139+0.00024299i,0.00095585+0.0014681i,0.001747+0.0012336i,0.0012717-0.00072763i,0.0001716-0.0015155i,-8.1541e-05-0.0015176i,0.00025371-0.00097891i,0.00064949-0.00056231i,0.00093505-0.00017781i,0.0006548+0.00022144i,-0.00017635+0.00024912i,-0.00045021+0.00024678i,-0.00015345+0.0001828i,0.0001241+0.00029291i,-3.8448e-05+0.00058541i,-0.00018123+0.00042147i,0.00042889+0.00021345i,0.00062673-0.00025008i,0.00053605-0.00031635i
0.00065817-0.00095882i,0.00058507-0.001156i,-0.00026868-0.0011258i,-0.0011399-0.00047044i,-0.0020937+0.00030817i,-0.0013028-7.4248e-06i,0.00041154-0.0009882i,0.0011929-0.0012593i,8.5101e-05-0.00046736i,-0.001142-0.00050255i,-0.00077849-0.00092433i,-0.00043251-0.00010822i,-8.644e-05+0.00055203i,0.00042221+0.00074895i,0.00037448+0.00065419i,0.00029466+0.00061066i,0.00071509+0.00084794i,0.0010972+0.00062777i,0.00072752+0.0010276i,0.00085313+0.00080096i,0.0011726+0.00032392i,0.00068712-2.2933e-05i,-0.00052352-0.00014177i
-0.001185-0.00048381i,-0.0020552+0.00049591i,-0.0012105+0.00061403i,-0.00043755+0.00058295i,5.1117e-05+0.00071946i,0.0014484+0.00075579i,0.0017716+0.00082503i,0.00096438+0.00026271i,-0.00024908-0.00068477i,-0.001181-0.00031244i,-0.0011802+0.00035416i,-0.00039212+0.00056874i,0.00016412+0.0010171i,0.00054811+0.00087496i,0.0010999+0.00057053i,0.00098963+0.00068842i,0.00041217+0.00027236i,0.00020832-0.00015268i,0.00069436+0.00041401i,0.00069918+0.00085485i,0.00040058+0.00031297i,3.0872e-05+2.0735e-05i,-0.00028731+7.6244e-05i
0.0026225+0.0025604i,0.0025784+0.0023863i,0.0020707+0.0017269i,0.0013342-0.00057218i,0.0013514-0.0019247i,0.00080682-0.0019623i,0.00075719-0.0011668i,0.00049871-0.00016007i,0.00029737+1.4707e-05i,2.8e-05-0.00019422i,-0.00089698+9.0898e-06i,-0.0023859+0.00020789i,-0.0019373+0.00011833i,-0.00065456+0.00033636i,-0.00076567+0.0015045i,-5.1264e-05+0.0015534i,0.00085633+0.00022353i,0.0007967+0.00026548i,0.00026806+0.00059471i,-0.00029133+0.00029559i,-0.00015917+3.2002e-05i,-0.0002918+0.00027002i,-8.3064e-05+0.00054663i
0.00010346+0.00034061i,-0.00040973+0.00066426i,-0.00046291+0.00063501i,-0.0013487-0.00056411i,-0.0015172-0.0010921i,-0.00086051+5.1131e-05i,-0.00019045+0.00088763i,0.00060916+0.00047998i,-0.00030005-0.000992i,-0.0017887-0.00087553i,-0.0014544+0.00011441i,-0.00065121+0.00081215i,-0.0010898+0.00053555i,-0.0012401+0.00040999i,-0.00051823+0.00055861i,0.00065185+0.00049414i,0.0011066+0.00079649i,0.00086141+8.7055e-05i,0.00092192-6.6616e-05i,0.001186+0.00080158i,0.0010077+0.00071985i,0.00056618-0.00037386i,6.466e-05-0.00071502i
-0.00096585+0.00054303i,0.00020667+4.8309e-05i,8.8167e-05-0.00072281i,0.00019679-0.0012382i,0.00064929-0.00089753i,0.0010993+0.00021891i,0.0013849+0.00018032i,0.0013023+0.00022464i,0.00067175+0.0004432i,4.1136e-06+0.00063457i,-0.00066176+0.00085585i,-0.00026776-4.5857e-05i,0.00039421-0.00054857i,-0.00089744-0.00014506i,-0.0013835+0.0002987i,-0.00035578+0.00080008i,0.00039829+0.0009739i,0.00031043+0.0012485i,-0.00051567+0.0014382i,-0.00041287+0.00063324i,0.00014779-5.4294e-05i,0.00055927+0.00027458i,0.00090505+0.00016042i
-0.00018718+0.0011269i,-0.00020281+0.00033439i,0.00012027-0.00034536i,0.00097782-0.00058553i,0.00091653-0.00035155i,0.00044915-0.00057483i,0.0014385-0.00023814i,0.0014706+0.00064905i,-0.00060168-0.00033488i,-0.0016171-0.0016943i,-0.00087438-0.0021842i,4.1585e-05-0.0020992i,-0.00011014-0.00085598i,-0.00036072+9.3675e-05i,9.8803e-05+0.00057026i,0.00041449+0.00096159i,0.00064347+0.00059014i,0.0014011+0.0007333i,0.0012717+0.00063502i,0.00040071+6.2116e-05i,5.6166e-05+0.0002596i,0.00017686+0.00036883i,0.0001832+0.00025138i
-0.00076143+0.00086087i,-0.0003819+0.0018014i,0.00043355+0.0032566i,-0.00052976+0.0031409i,-0.00058705+0.0014026i,0.0003513-0.00035582i,0.0008088-0.00043105i,0.00091979-0.00031057i,0.00055682-0.0006017i,-0.0004472-0.00062267i,-0.00062955-0.00064223i,-0.00013923-0.00055323i,-0.00036456-0.0001179i,-0.00095058+0.00046342i,-0.00051782+0.00075938i,-0.00042809+0.00070901i,-0.00055654+0.00037029i,0.00038424+0.00040473i,0.0011788+0.00041722i,0.0014697-0.00037801i,0.00074213-0.00061807i,-0.00016832-0.00086758i,-0.000328-0.0011473i
-0.00031177+0.00088846i,0.0002351+0.0010886i,0.00015931+0.0010141i,1.116e-05-2.4203e-06i,0.00051595-0.0010147i,0.0015378-0.00052329i,0.0020177+0.00073947i,0.0012269+0.00059078i,0.00065409-0.00039636i,-0.00013296-0.00034435i,-0.00088549-9.849e-05i,-0.00086085+0.00046809i,-0.00046704+0.0012758i,-0.00020659+0.00098967i,-0.00019521-3.8517e-05i,-1.8894e-05+0.00019996i,0.00030885+0.00051385i,0.00053832+0.0006069i,0.00036479+0.00078291i,9.9993e-05+0.00046452i,-0.00022266+0.00054741i,3.2977e-05+0.00010956i,-1.0687e-06-0.00046893i
0.00070514+0.00015085i,0.0011288-0.00085187i,0.0016966-0.0016729i,0.0014167-0.0024206i,0.0011985-0.0021067i,0.00066176-0.0015332i,0.00067412-0.0010511i,0.0015088-0.00053661i,0.00083082-0.0010756i,-0.0010459-0.0011887i,-0.0017697-0.00051299i,-0.0015076+0.00010002i,-0.0015527+0.00075416i,-0.00090873+0.00089431i,-0.00021727-5.2636e-05i,0.00073084-0.00077454i,0.00061518+0.00014221i,0.00032153+0.00026311i,0.00094825-0.00040859i,0.00098372-0.00065129i,0.00034167-7.8846e-05i,-7.6982e-05+0.00015348i,0.00045227-0.00035173i
0.0001082+0.0020683i,0.00067252+0.0019306i,0.0016997+0.0017761i,0.0017367+9.3599e-05i,0.00074831-0.0011926i,0.00016448-0.00039869i,-0.00020749+0.00017217i,-3.9783e-07-0.0013561i,5.4989e-05-0.0017842i,-0.00053899-0.0012383i,-0.0010274-0.0010471i,-0.0011429-0.00025887i,-0.0011718+0.00025117i,-0.0012736-6.4424e-05i,-0.0010109+0.00022916i,-8.485e-05+0.00016049i,0.00058428-0.00041394i,0.0001753-0.00018848i,-0.00038034+8.7796e-05i,0.0001585+0.00027631i,0.00084499-2.3198e-05i,0.00072484-0.00034928i,0.0007552-0.0010191i
-0.00089754+0.00027142i,-0.0006225+0.00055504i,-0.00098122+5.8125e-05i,-0.0013101-0.00089687i,-0.0010606-0.00045898i,-0.00076505-0.00040626i,-0.00010869-0.00011633i,-1.3948e-05-1.4278e-05i,-0.00021948-0.00026344i,-0.00079594-0.00036335i,-0.0011453-0.00058327i,-0.0014445-0.00048908i,-0.0012231-0.00042125i,-0.00086289-0.00041441i,-0.0010393-0.00026498i,-0.00092167-1.1448e-05i,-1.703e-05+0.00064789i,0.00042123+0.0011762i,0.00022807+0.00073487i,0.00010835+0.00015766i,-0.00017392+9.3539e-05i,-7.0941e-05+0.00023682i,0.00036305-0.00010277i
-0.0020282+0.00083018i,-0.00081898+0.00075793i,-0.00079573+0.0009245i,-0.00043127+0.0018459i,0.0003824+0.0018339i,0.0014478+0.00056761i,0.0021468-0.00057426i,0.0016387-0.00041606i,0.00037492+0.00075186i,-0.00038567+0.00078394i,-0.00055332-0.00017543i,-0.0002548-0.00038491i,-0.00040248-0.00057156i,-0.0007661-0.00067431i,-0.00018705-0.00036484i,-8.6837e-05-0.0007339i,-0.00056559-0.00021311i,-0.00054652+0.00042108i,0.00037949+3.9568e-05i,0.00059376-0.0001814i,0.00075319-4.3551e-05i,0.0011538+0.0002332i,0.00066748+0.00035637i
0.00050302+0.00014442i,0.00062869+0.00032038i,0.00080334-0.00031243i,0.00042031-0.00034406i,-9.6889e-05-0.00025998i,-0.00010012+0.00024105i,0.00058852+0.00079073i,0.0011695+0.00044407i,0.0010734-0.0005842i,0.00037908-0.00077499i,-0.00015615-0.00028643i,-0.00014867-0.00043051i,-0.00013551+0.00061865i,0.00043388+0.0011324i,0.00045524-0.00034358i,0.00022607-0.00053569i,0.00051944-7.1728e-05i,0.00072817-2.9921e-05i,0.00093775+0.0008518i,0.00064702+0.0015296i,-0.00048452+0.00076479i,-0.00044318-0.00040004i,0.0001564-0.00028135i
-0.00030746+0.001375i,-0.00033957+0.0007125i,-0.00033277+0.00019899i,0.00013489-0.0011308i,0.00050712-0.00088489i,-0.0003017+0.001886i,-2.3537e-05+0.0046123i,0.0024833+0.0065191i,0.0046578+0.0065845i,0.0057357+0.004633i,0.0059918+0.0017055i,0.0055624-0.00067808i,0.004184-0.0016537i,0.0016371-0.0021894i,-0.00017502-0.0015998i,-0.0007695-0.00071515i,-0.0006712-5.6708e-05i,-0.0001931+0.00031338i,-4.9177e-05+0.00072337i,0.00038984+0.00037377i,0.0010174-0.00070718i,0.0003247-0.00092964i,-0.00046376-0.00046328i
0.00088373+0.00019407i,0.00064199-0.00054787i,0.0011376-0.00078393i,0.00095849-0.00058822i,0.0010013-0.00053281i,0.0010564-0.00050488i,0.0011183-0.001001i,0.00014173-0.0017846i,-0.0012795-0.0021067i,-0.001826-0.0014205i,-0.0022516-0.00061703i,-0.0017485+4.4034e-05i,-0.00089718+0.0011299i,-0.00034442+0.0017677i,0.00026307+0.0013329i,0.0010391+0.0010405i,0.0011389+0.0013738i,0.00088557+0.00096958i,0.00087621+5.9334e-05i,0.00081932-0.00013824i,0.00041548+0.00032613i,-0.00030299+0.00039464i,-0.00061184+5.4685e-05i
-0.0008534-0.0014967i,-0.00077736-0.0012118i,-0.001646-0.00083636i,-0.0018163+0.00011597i,-0.0016232+0.00055559i,-0.00042835+4.8086e-05i,0.0010996-0.00035106i,0.0017155-0.00091159i,0.00070728-0.00089611i,-0.0013624+5.8713e-05i,-0.0016497+5.4665e-05i,-0.0010338-0.00071957i,-0.0011346-0.00074104i,-0.00070406-0.00017283i,-0.00027701+0.00063383i,-1.8572e-05+0.0009015i,0.00027859+0.00086521i,0.00061515+0.00092966i,0.0013316+0.00035536i,0.0014811-0.00013072i,0.00019563+0.00020588i,-0.00046606+0.00061422i,9.4996e-06+0.00082175i
-0.0020117-0.00018285i,-0.0026056+0.00027597i,-0.0020871+0.00041921i,-0.001291+0.00018996i,-0.00096631+0.00046366i,-0.00055481-0.00053945i,0.00030446-0.0011548i,0.0011322-0.00037986i,0.00078956-0.0001339i,-0.00031697-0.00030496i,-0.0009129-8.0888e-05i,-0.0002118+0.00054057i,-0.00013819+0.00080726i,-0.00087172+0.0004575i,-0.00010883+0.00047025i,0.00039426+0.00079295i,6.4053e-05+0.00030996i,0.00013482-3.1511e-05i,0.0004136-0.00046619i,0.00075846-0.0010778i,0.00066176-0.00036309i,0.0003385+0.00090308i,0.0007345+0.0010021i
0.0027452-0.00030531i,0.0027149-0.0013161i,0.002437-0.0015952i,0.0012222-0.00086709i,-3.7112e-05-0.00034471i,-3.3842e-05+0.00041002i,0.00095518+0.00033052i,0.00069628-0.00011776i,-0.00031278-0.00013209i,-0.00060364+0.00027894i,-0.00071754+0.00015867i,-0.00021307+0.00025273i,-3.7335e-05+0.00085509i,-0.00087625+0.0005183i,-0.00073955+0.00035463i,0.00040971+0.00031321i,0.00090994+0.00034666i,0.00051465+0.00050275i,0.0006334+0.00043124i,0.00092498-3.2392e-05i,0.0007666-0.00025615i,0.00085466+2.7733e-05i,0.00085708-0.00032824i
-0.00018944-0.0011832i,-0.00099801+1.8447e-05i,-0.0013823-0.0005252i,-0.001248-0.002352i,-0.00073656-0.0028156i,-2.76e-05-0.0011617i,0.00055329-0.00054495i,0.00072006-0.0010767i,-0.00036538-0.0014751i,-0.0017215-0.0015499i,-0.0020265-0.00094993i,-0.0014205-0.00019148i,-0.0010593+0.00037832i,-0.00070785+0.00083301i,9.7666e-05+0.00055184i,0.00048006+0.0002234i,0.00015484+0.00072016i,0.00027381+0.0012001i,0.0010583+0.00089991i,0.0013313-0.00027419i,0.00058495-0.00064557i,0.00045548-0.00028163i,0.00051498-0.00046184i
0.00086925-0.0004263i,0.0012519-0.0010405i,0.00078016-0.00088744i,-0.00027375-0.00080112i,0.00024362-0.00021837i,0.0006955+0.00086812i,0.00056629+0.00080974i,0.00046088-0.00043474i,-0.00041643-0.0011951i,-0.00084946-0.0010776i,-0.00045176-7.0822e-05i,-0.00068867+0.00058728i,-0.00059521+0.00052473i,-0.00046497+0.00084988i,-0.00031202+0.0013821i,0.00034214+0.0012212i,0.00065925+0.00063385i,0.0010117+0.00072051i,0.00071862+0.00065043i,0.00019505+0.00045647i,-0.00056516+0.00043617i,-0.0002433-0.00013215i,-5.2359e-05-4.1282e-05i
-0.0010029-0.00032998i,-0.00084723+0.00084311i,-0.0014004+0.00063077i,-0.0013335+0.00016789i,-0.00039039+0.00016957i,7.3082e-05-0.00011596i,0.00079718-0.0003232i,0.00092332-0.00013797i,-0.00028369-0.00042043i,-0.0013393-0.00075204i,-0.0018685-0.0009753i,-0.0015791-0.0007004i,-0.0012046-0.00035359i,-0.0009124+0.00013521i,-0.00030804+0.00052656i,0.00041368+0.00027436i,0.0011191+9.0552e-05i,0.0012142+9.7298e-05i,0.00095851+0.00049432i,0.00077445+0.00085186i,0.0012924+0.00010396i,0.0016457-0.00027894i,0.0012705+6.2933e-05i
4.0694e-05+0.00021335i,0.00038086-0.00011083i,-0.00015522-0.0014668i,-2.4555e-07-0.0030966i,-5.3808e-05-0.0026526i,-0.00054747-0.00075371i,-9.7547e-05+0.00016836i,0.00037521-0.00077415i,-0.00065276-0.0014641i,-0.0012717-0.0011763i,-0.0011153-0.00037254i,-0.0013668-0.00018518i,-0.0010124-0.00034987i,-0.0011218-0.0003007i,-0.001341-0.00032676i,-0.00061621-0.00031035i,0.00041348-0.00013932i,0.00036461+0.0004244i,0.00027593+0.00091508i,0.00060742+0.00035862i,0.00042397+0.000127i,0.00022971+9.9712e-05i,0.00035517-0.00078644i
-0.00066255-0.00050133i,-0.0018652-5.3009e-05i,-0.002305+0.00053601i,-0.0010134+0.0013566i,-0.00052298+0.00091085i,-0.00064329+0.00090345i,-0.000209+0.00099655i,0.00026607+1.2227e-05i,-0.00034321-0.00073865i,-0.00094983-0.001078i,-0.00074861-0.0010822i,-0.00080863-0.0003019i,-0.0010533-0.00018264i,-0.00055726-0.00088672i,-0.00010367-0.00023609i,0.00023038+0.0010298i,0.0011942+0.0010542i,0.0020909+0.00091974i,0.0017843+0.00097475i,0.00081725+0.00065245i,0.0001294-7.8864e-05i,-7.0476e-05-0.00060398i,-0.00036409-0.00040754i
-0.0011406+0.00046984i,-0.0006453+0.00027803i,-0.00043162+0.00091954i,-0.00054965+0.00079457i,-0.00029258-0.00022899i,0.0004473-0.00096557i,0.00087793-0.00093646i,0.0011348-0.00077612i,0.00050551-0.00056464i,-0.00047706-0.00023536i,-0.0011466-0.00029861i,-0.0012453-0.0010072i,-0.00090997-0.00044577i,-0.00022267+0.00055018i,-0.00017791+0.00044989i,-0.00025032-0.00025604i,0.0002432-0.00086684i,0.00023691-0.00022086i,-0.0008417+0.00050669i,-0.00072793+0.00019619i,0.00015106+0.00053712i,0.0012162+0.0010838i,0.0015404+0.00099847i
-0.0017293-0.0019698i,-0.0022402-0.0010558i,-0.0027271-0.00010177i,-0.0022662+0.00054502i,-0.0014878+0.00082276i,0.00012591+0.00070149i,0.0013692-0.000122i,0.0013687-0.0014611i,-0.00025443-0.0019747i,-0.0016032-0.0011458i,-0.0014231-0.00048794i,-0.00031743-0.00021447i,0.00018627+0.00061986i,0.00049747+0.0010032i,0.00094857+0.0009521i,0.00094927+0.00074156i,0.00053769+0.00035799i,0.00018509-0.00028639i,0.00046711-0.00069818i,0.00047737-0.00028237i,0.00017445-0.00038049i,0.00011685-0.0006372i,1.0292e-05-0.0007929i
0.0014302+0.00085867i,0.00080284-0.0006279i,0.00036468-0.0019794i,-0.00047922-0.0017908i,-0.00070625-0.0012729i,0.00058158-0.00014283i,0.00095552+0.00024494i,0.00069346+0.00019502i,-4.6017e-06-0.0003101i,-0.00074304-0.00073054i,-0.00096052+3.5859e-05i,-0.0010784-0.00017453i,-0.00068644-0.00027632i,0.00060001+0.00052332i,0.000603+0.0010467i,2.2409e-05+0.00038975i,0.00046177-0.00023802i,0.0012527-0.00010591i,0.0011717-0.00061899i,0.00078611-2.7072e-05i,0.00087559+0.00067546i,0.00035654+0.00062922i,-0.00054078+0.00088735i
-0.00094871-0.00048859i,-0.0016275+0.00047413i,-0.0021198+0.00011191i,-0.0015502-0.00021916i,-0.00089809-0.00054754i,-0.00026513-0.00015226i,0.00069644+3.0512e-05i,0.00045294-0.00062191i,-0.0007203-0.00094482i,-0.00080598-0.00083517i,-0.00083716-0.00021072i,-0.001359-0.00039804i,-0.0011218-0.00060092i,-0.0012684-3.5561e-05i,-0.00058711+5.1455e-06i,0.00055015+0.00021955i,0.00038392+0.0005633i,0.00084302-8.7259e-05i,0.0013256-0.00059767i,0.001624-0.00077962i,0.0015721-0.00057385i,0.00074522-0.00035125i,0.00050423-0.00033231i
-0.00046778-0.001374i,-0.0010483-0.0012972i,-0.0016893-0.0018994i,-0.0017205-0.0012453i,-0.0013676-0.00028496i,-0.00048857+0.00047564i,0.00062545+0.00077735i,0.0011052+0.00050899i,0.00014551-7.5448e-05i,-0.00029521-9.6829e-05i,-6.2774e-05+0.00011242i,-0.00059055-0.00026126i,-0.00082344-0.00035607i,-0.00024919-0.00029393i,0.00038502+7.9363e-05i,0.00062614+0.00052846i,0.0010672+0.00054167i,0.0011639+0.00095125i,0.00082647+0.0013904i,0.00040038+0.00067288i,-0.00014706+0.00012423i,-0.00038081+9.8062e-05i,-0.00013514-0.00046807i
-0.00086411+0.001233i,-0.00034531+0.0005307i,-0.00075153+0.00026605i,-0.00013133+0.00036428i,0.00021253-3.0783e-05i,-5.4521e-05-0.0010972i,0.00050261-0.0012153i,0.00070402-0.00062408i,-0.00034026-0.00059599i,-0.0008973-0.00067636i,-0.0007009-0.00022235i,-0.00098517+0.0002843i,-0.00081666+0.00072497i,-0.00098114+0.00080827i,-0.00056358+0.00032105i,0.00050294+0.00045943i,0.00062504+0.00048522i,0.0011278+4.9011e-05i,0.0014274-0.0001034i,0.0008012-2.3679e-05i,0.00021117+0.000144i,0.00025151-7.617e-05i,0.00042347-0.00024754i
0.0025301+0.0010941i,0.0029824+0.00027497i,0.0028396-0.00043169i,0.0017838-0.00094646i,0.00073321-0.00047656i,-0.0010937+0.00039458i,-0.00092656+0.0004424i,0.00049189+0.00050868i,0.00055094+0.0003669i,-0.00037567-0.00091113i,-0.00066612-0.0014067i,-0.00049867-0.0012046i,-0.00025083-0.00072865i,-0.00021471+0.00047915i,-0.00030144+0.0010936i,-0.00043203+0.00080749i,-0.00011309+0.00013757i,0.00056443-0.0004629i,0.0005072-0.00050671i,-4.7364e-05+0.00045229i,-0.00034439+0.00053219i,-0.00014165-0.00058785i,0.00026006-0.0014072i
-0.0014156+0.00065753i,-0.0013968+0.00074318i,-0.0010716+0.00043343i,-0.00017832-0.0011314i,-3.0649e-05-0.0017034i,-0.00057516-0.0013255i,-0.00026484-0.00048679i,0.00013463-2.4801e-05i,-0.00039098+7.3665e-05i,-0.00082632-0.00013277i,-0.00093503-0.00060655i,-0.00050967-0.00091395i,0.0005255+2.256e-05i,0.0008998+0.00081839i,0.00021056+0.00038776i,-3.6938e-05-0.00017894i,0.00010953+0.00053716i,-1.485e-05+0.0012977i,0.00059972+0.00033407i,0.0011753-3.9154e-05i,0.00053732+1.2705e-05i,4.6821e-05+9.5884e-05i,-5.9728e-05+0.00033193i
0.00060208-0.00034463i,-0.00035191-0.0024255i,-0.00026138-0.0024489i,0.00047198-0.001105i,0.00027869-0.00024531i,0.00082189+0.00043223i,0.00099529+0.00017997i,0.00087475-0.0011278i,0.00074365-0.0021859i,2.0869e-05-0.0015472i,-0.00025357-0.00035517i,-0.00081408+0.00029726i,-0.00088579+0.0015193i,0.00012122+0.0018864i,0.00050321+0.0010485i,-0.00014315+0.00065214i,-0.0010743+0.00055678i,-0.001013+0.0010817i,-0.00052034+0.0010134i,-0.00055323+8.3123e-05i,0.00036876-0.00042432i,0.00047959-0.00035679i,-4.5585e-05+7.08e-06i
-0.0013904-0.00065797i,-0.00091407-0.00017976i,-0.0014293+0.00022971i,-0.0025092+0.00049798i,-0.001339+0.00019372i,0.00093582-0.00029455i,0.0018839-0.00091171i,0.00076837-0.0013271i,-0.00073544-0.0013213i,-0.0012285-0.00069i,-0.0012896-0.00031716i,-0.0010249-0.00012939i,-6.5343e-06-0.00038185i,0.00050063+5.7849e-05i,-0.00083655+0.00050757i,-0.0010955-0.00021391i,0.00059094-0.00011032i,0.0013603+0.0012571i,0.00075612+0.001488i,-0.00026935+0.00032228i,-0.00039339-0.00017387i,-0.00024667-0.00024221i,-0.00021831-0.0010201i
0.00091791+0.00095424i,0.001566+0.0010785i,0.0026368+0.00093533i,0.00242+0.0003472i,0.0012202-0.00035532i,0.00031797-0.00068661i,0.00017355-0.00057623i,0.001461-0.00012182i,0.0014379-5.8296e-05i,-0.00033123-0.00038456i,-0.0011566-0.00029906i,-0.0011596-9.0574e-05i,-0.0012423+0.00019158i,-0.00097545+0.0007174i,-0.00069012+0.0010588i,-0.00016756+0.0015376i,-0.00029327+0.0015657i,-3.1559e-05+0.00059281i,0.00054895+0.00015893i,0.00072332+0.00047408i,0.00038824+0.0005551i,-0.00015228+0.00062466i,-0.00082095+0.00027279i
0.0010933-0.00025546i,0.00019686-0.00071364i,-0.00011675-0.00122i,0.00044011-0.00076602i,6.8504e-05-0.00043946i,0.00027926-0.00070361i,0.0013739-0.00036544i,0.001185+0.00019678i,0.0005711-0.00040373i,0.00024922-0.00090801i,-6.2976e-05-0.00029374i,-0.00098058+0.00056018i,-0.00094369+0.00096559i,-0.00070375+0.00062818i,-0.00096568-0.00016762i,-0.00050578-5.0081e-05i,-0.00010877+0.00039531i,-0.0001223+0.00067929i,-6.586e-05+0.00084213i,0.00019206+0.00084532i,-0.00018857+0.00023412i,-0.00043289-0.0001142i,-0.00085664+3.0164e-05i
-0.00068961+0.00076312i,-0.00019233+0.00094641i,-0.0001575-0.00017091i,-0.0010288-0.00096743i,-0.0014858-0.00096944i,0.00038287+0.00027708i,0.0014195+0.00070825i,0.00054536+0.00031687i,-0.00086108-0.00041144i,-0.0013731-0.00087603i,-0.00087194-0.0009361i,-0.00052194-0.0002459i,-0.00017373+0.00031851i,0.00014716+7.7535e-05i,0.00015886+0.0003239i,9.378e-05-0.00065058i,-0.00026138-0.00088359i,-0.00048151+0.00032581i,0.00043705+0.00054002i,0.001235+0.00034927i,0.00041479+0.001184i,-0.000751+0.001296i,-0.0010391+0.0010123i
-0.00042839-0.00014506i,-0.00031818-0.00031085i,9.0628e-05-0.00022783i,0.00018818+0.00020362i,0.00014349+0.00047863i,0.0008925+0.00019974i,0.0012006-0.00022787i,7.9969e-05-0.00058391i,-0.00082708-0.00061859i,-0.0013991-0.0011162i,-0.0012887-0.00091143i,-0.00078123-0.00037294i,-0.00049794-0.00028745i,0.00032404+0.00042503i,0.0010433+0.00033096i,0.0013166-0.00032295i,0.001399-0.00029526i,0.0011403+0.0001759i,0.00094655+0.00035127i,0.00083202-0.00060684i,0.00062409-0.00068891i,0.00056194+0.00048509i,0.00022228+0.00037054i
-0.0010565-0.00065462i,-0.00076429+0.00092486i,-0.00067434+0.0024389i,-0.00040342+0.0016114i,0.00019139+0.00044176i,0.00091453-1.73e-05i,0.00019905-0.00091621i,-0.00073022-0.00084291i,-0.0010423-0.0005301i,-0.00097106-3.2748e-07i,-0.00029427-0.00038891i,-6.0665e-05-0.00049978i,-0.00072618+0.00082881i,-0.00099375+0.0015097i,-0.000432+0.0013732i,-1.2368e-05+0.00063398i,0.00067602+0.00023839i,0.0012016+0.00029554i,0.00081467+0.00010761i,0.00048125+0.00029393i,0.00081825+2.601e-05i,0.00087741-0.00055757i,0.00030606-0.00064117i
-0.00036934+0.00031816i,-0.00080467+0.00027644i,-0.00086763+0.0006439i,-0.00049624+0.00016007i,0.00069641-0.0011858i,0.00083547-0.0013738i,0.00061926-0.00060976i,0.00028292-0.00055248i,-0.0001499-0.00082786i,-0.00033732-0.0012256i,-0.00033105-0.0011442i,-0.00053904-0.00092232i,-0.0016029-0.00089156i,-0.0012187-0.00072073i,5.5521e-06-5.4932e-05i,6.7498e-05+0.00093504i,-0.0002601+0.0011464i,0.00021158+0.0010689i,0.00052894+0.00075784i,0.00081986-4.2266e-05i,0.0010694-0.0004938i,0.00064618-0.00029408i,-0.00013899+0.000182i
-0.00030789+0.001135i,-0.0009542+0.00037038i,-0.00028729+0.00010983i,0.00095293+0.0001233i,0.0011612+0.00042663i,0.0014999-0.00071807i,0.0011971-0.0013719i,0.00084513-0.00092731i,0.00053277-0.00058163i,-0.0001065-3.7591e-05i,-0.00047776-9.3764e-05i,-0.00080029-0.00015955i,-0.00147+0.00018676i,-0.0013063+2.8962e-05i,-0.00034254+0.00016969i,-0.00011298+0.00046759i,0.00081583+0.00059438i,0.0012069+0.00061156i,0.0011426-0.00019573i,0.001541-0.00072437i,0.0014402-0.0011384i,0.0012969-0.0011291i,0.00068441-0.00084794i
-0.00010478-7.5957e-05i,-3.1848e-05-0.00064257i,0.0011933-0.00050139i,0.001227-0.000687i,0.00014305-0.0012827i,-0.00044441-0.0014599i,-0.00050112-0.0014762i,0.0002485-0.00065206i,0.00045198-0.000289i,2.5533e-05-6.0491e-05i,-0.00049118+0.0001894i,-0.0013322-7.0653e-05i,-0.0011767-0.00011023i,-0.00071799+0.00060848i,-0.00040869+0.0012444i,-0.00021937+0.0001594i,0.00016737-0.00059842i,0.00074845+0.00036801i,0.00085407+0.00093092i,0.00033283+0.00044456i,-3.7473e-05+0.00025106i,0.00012449+0.0005619i,0.00027984+0.00027642i
