0.0053475-0.00086947i,0.0030585-0.0028425i,0.00042964-0.0060565i,-0.0011727-0.0059391i,-0.0015774-0.0040161i,-0.0013696-0.00061396i,0.00034776+0.0014822i,0.0016691+0.0012497i,0.0014986-1.8032e-05i,0.0010791-0.0013164i,0.00072932-0.0007673i,-0.00043608+0.00059862i,-0.00091125+0.0012346i,-0.00045703+0.0019624i,-0.0014794+0.0020203i,-0.0023428+0.0010993i,-0.0012706+0.00063023i,-0.00014698+0.00024693i,-2.9067e-05+0.00035931i,-0.00046061+0.0008892i,0.0001316+0.00034087i,0.00049014-0.00097739i,-0.00043383-0.00089812i
0.00060369-0.0010307i,0.00027686-0.0014819i,0.00037246-0.0013297i,0.00082366+0.00035007i,0.0011976+0.0013748i,0.0015421+0.00081322i,0.0018218-0.00023606i,0.00084198-0.00049066i,0.00010397+0.0001197i,-9.57e-05+0.00057515i,-0.00051795-8.8256e-05i,0.00029437-0.00019294i,0.00063812+0.00015394i,-5.3215e-05+0.00034723i,-0.00061383+0.00020874i,-0.00010414+2.3282e-05i,0.00022685+1.9803e-05i,0.00027731-0.00022841i,-6.0944e-06-0.00034442i,-0.00053015-0.00012341i,-0.00016581+0.00012299i,9.6009e-06+0.00095568i,-9.1438e-05+0.00076667i
0.00012271-0.00073676i,-0.00040408-0.00011389i,-0.0011625+0.00031008i,-0.00098321+0.00023262i,0.00056148-0.00010597i,0.0016199+0.00041762i,0.001372+0.00077475i,0.001033+0.00056198i,0.00097238+0.00059958i,0.00058141+0.0003859i,0.000186-0.0004774i,-6.1714e-05-0.00011201i,-4.6401e-05+0.00013966i,0.00040893-0.00030259i,0.0001501-0.00060396i,0.0005466-0.00016633i,0.0013452-0.0001231i,0.00056434-0.00029331i,0.00065214-1.6001e-05i,0.0012442+0.00024899i,-0.00023169+0.00026912i,-0.0010898-0.00024098i,-0.00025328-0.00028696i
-0.00084516+0.00052672i,0.00031031+0.0008655i,-0.00021346+0.00053933i,0.00015174+0.00025056i,0.00065693+0.00053194i,0.0008715+0.00023028i,0.0012963+8.024e-05i,0.00073743+0.00033032i,0.00030218+0.00070956i,0.00031041+0.00039539i,0.00079125-0.00051411i,0.000797-0.00035687i,0.00028619+0.00010351i,-3.3213e-05-0.00023348i,4.0716e-05-0.00061434i,-2.4776e-05-6.1732e-05i,0.0001805+0.00072441i,0.00043084+0.00097305i,0.00032088+0.00022644i,0.00048795-0.00020853i,0.00084856-0.00025368i,0.00073691-0.00019014i,0.00030137+6.6007e-05i
-0.0001063-0.00063663i,0.00054478-0.00088378i,0.0006184-0.0013534i,-0.00015028-0.0012181i,0.00085363-0.0010227i,0.00277-0.00078609i,0.0028274-0.00080427i,0.001964-0.00088284i,0.00096896-0.0012032i,3.5749e-05-0.0012638i,-3.9015e-05-0.00089947i,-0.0001805-0.0008579i,-0.00030431-0.00074704i,-0.00099993-0.00032473i,-0.0011622+0.00024077i,-0.0003459+0.00056256i,0.00017549+0.0002105i,-0.00053974-0.00011497i,-0.0017493-0.00023043i,-0.0010817-0.00080451i,-0.00034316-0.00010525i,-0.00025622+0.00078161i,0.00052856+0.00041807i
0.0013957-0.0020276i,0.00061632-0.0019645i,0.00011639-0.0014826i,0.00019488-0.0011784i,0.00080922-0.0009968i,0.00088772-0.00035885i,0.0015729-0.00021135i,0.0015972-0.0005239i,0.00057279-0.00088631i,5.899e-05-0.00034946i,-0.00061317+1.8624e-05i,-0.0010988-0.00064864i,-0.00071959-0.0009118i,0.00024469-0.0010192i,0.00035691-0.00029806i,-0.00019684+0.00058471i,-0.00027364+0.00066943i,-0.00040176+0.00016222i,-0.00077776-9.7666e-05i,-0.00053139+6.3446e-05i,-0.00041645-0.000472i,-0.00038991-0.00063004i,3.2902e-05+0.00011135i
0.00026062+0.00070566i,0.00085406+0.0014097i,0.00055353+0.0016873i,0.0005502+0.00061384i,0.0012348-6.1203e-05i,0.0018298-0.00029501i,0.0015105+0.00027982i,0.00048636+0.00019402i,0.00044363-0.00074207i,0.00054886-0.00033217i,1.2761e-05-0.00050281i,-0.00039286-0.0010067i,-0.0008228-1.3612e-05i,-0.00069645+0.00031733i,-0.00052974-0.00035941i,-0.000619-0.00076202i,6.73e-05-0.0010838i,0.00064041-0.0010178i,0.00014314-0.00066794i,-0.00067554-5.8006e-05i,-0.00012704+0.00039i,0.00070889+0.0007135i,0.00049533+0.00041732i
-0.00050167-0.00028991i,-0.00037684+0.00039243i,-0.00043987+0.00050618i,-0.00023636-0.00070566i,5.5672e-06-0.00064241i,0.0011003+0.00013936i,0.0012124+0.00023475i,0.00047757-0.00077793i,-0.0001494-0.00063003i,-0.00070909-3.2537e-05i,-0.00070722-0.00089447i,-1.932e-05-0.0014553i,0.00031733-0.0013966i,-0.00021923-0.00074768i,-0.00051795-0.00062689i,0.00030853-0.00060601i,0.0007101+2.3449e-05i,0.00019826+0.00076625i,-0.00044841+2.1779e-05i,-0.00024305-0.00054446i,0.00043695-0.00020688i,0.00013586+0.00055384i,-0.00064327+0.00091429i
0.00094157+0.00041983i,0.0024464-0.0004825i,0.0026832-0.0013658i,0.0012493-0.0017372i,-0.00014877-0.001435i,0.00041413-0.00075288i,0.0014111-8.4826e-06i,0.0016061+7.8187e-06i,0.0014774-0.00018905i,0.00083758-0.00066399i,-0.00058102-0.00076346i,-0.0008732+0.00054234i,-0.00060189+0.0010629i,-0.00073848+0.0003252i,-0.00099171+4.6044e-05i,-0.0007817+0.00041981i,-0.00018927+0.00020868i,-0.00046629-0.00051126i,-0.00099813-0.00027909i,-0.00039686+0.00023071i,5.1203e-05+6.0711e-05i,-0.00028219+5.9227e-05i,-0.00033779+0.00041027i
-0.00090727+0.00078921i,-0.0011589+0.0022345i,-0.0012506+0.0027934i,-0.00025734+0.0024303i,0.001116+0.0011928i,0.0018554+2.9438e-05i,0.0024185-0.00015139i,0.0013944+0.00027691i,-0.00037393+0.00041619i,-0.00085582-0.00024199i,-0.0012589-0.00075471i,-0.00093406-0.00089832i,0.00013367-0.00027224i,0.0014405+0.00066211i,0.0011291-1.7391e-05i,-0.00013719-0.00024674i,-0.00037015+0.00059218i,-0.00010199+0.00051379i,-0.00012256-0.00051176i,3.6786e-05-0.0010401i,0.00058502-0.00049033i,0.00028695+0.00056725i,-0.00044545+0.0011753i
0.0001384-0.001977i,-0.00011544-0.0038257i,-0.00091911-0.0032284i,-0.00096411-0.0019666i,-0.00054647-0.0014992i,-7.1119e-05-0.00097724i,0.00068517-1.4042e-05i,0.00076654+0.0002311i,0.00064897+9.0695e-05i,0.00063296+0.00026405i,3.9129e-05+0.00052951i,-0.00044597+0.00012629i,0.00016028+5.2441e-05i,-9.7943e-05+0.00041862i,-0.00071075+0.00025011i,-0.00082329+0.00065783i,-0.00058022+0.00079162i,-0.00024425+0.00038315i,-0.00038425+0.00035812i,-0.00030385+0.00046307i,4.1025e-05+0.00078104i,7.4981e-05+6.2935e-05i,-0.0002304-0.00011791i
0.0015574+7.0938e-05i,0.0009332-0.00083589i,0.00087231-0.0008482i,0.00024949-0.0011555i,0.0003401-0.00071713i,0.0011241+0.00028813i,0.0013026+0.00038632i,0.0010917+0.00026503i,0.0006479+0.00044802i,0.00018873-0.00018035i,-0.00027164-0.00075015i,-0.00066845-0.00054954i,-0.00078549-2.42e-05i,-0.00082037+0.0004192i,-0.00070949+0.00048927i,-0.00045901+0.00054075i,-0.00044057+0.00047824i,0.00010669+0.00025331i,0.00066324-9.5876e-05i,-0.00013511-0.0003802i,-0.00043188-0.0008895i,0.00018669-0.0006987i,-0.00012945-8.7498e-05i
-0.00089798-0.0013735i,-0.00075341-0.0016796i,-0.00048217-0.00071502i,3.8301e-05+0.00016578i,0.00034373+0.00044854i,0.0013281+0.00091247i,0.0015968+7.5529e-05i,0.00099884-0.00034617i,0.00070091-4.9497e-05i,0.00031734-0.00035503i,0.00054853-0.00074774i,0.00081176-0.00032711i,0.00010956+0.00076152i,-0.00037161+0.0013334i,-5.1347e-05+0.00082133i,0.00021445+0.00060217i,-0.00010872+0.0011269i,-0.00028628+0.0006384i,0.00045127-0.00040895i,4.0939e-05-0.0002538i,-0.00043346+0.00023753i,0.00028078+8.7096e-05i,0.00020471-2.7622e-05i
0.0031335-0.0014204i,0.002011-0.0007377i,-0.0005994-0.001418i,-0.0019579-0.0014511i,-0.0023749-0.00020966i,-0.00086949+0.0016708i,0.00090585+0.0020529i,0.00098285+0.00099082i,0.00030093+1.303e-05i,5.2626e-06-0.00077084i,-0.0003205-0.00054851i,-0.00047995-1.9848e-05i,-6.1809e-05+0.00060043i,-0.00029336+0.0010613i,-0.00070061+0.00077302i,-0.00053341+0.00018722i,0.00011049-0.00018009i,0.00082072+1.3192e-05i,0.0013384+0.00023234i,0.0011045-0.00015424i,0.0002489-0.00064428i,-0.000372-0.0005584i,-0.00056345-0.00039729i
-0.0015008-0.00038163i,-0.0018099-0.0018111i,-0.0012685-0.00036785i,-0.00044273+0.00043699i,0.00047498+0.00055064i,0.0016594+0.00025486i,0.0018837-0.0010055i,0.00046411-0.001425i,-0.00092794-0.00047285i,-0.0003807+0.00030266i,0.0004906-0.00040486i,0.00089997-0.001503i,0.00078122-0.0013246i,-4.5036e-05-0.00024649i,-0.00053032+0.00013466i,-0.00084381-0.00074127i,-0.00031408-0.00095448i,0.00067484-0.00074094i,-8.5566e-05+0.00017607i,-0.0003893+0.00131i,0.00046539+0.0002793i,0.00054543-0.00082857i,-0.00042713-0.00032469i
-1.2051e-05-0.0018593i,0.00040129-0.0016325i,-0.00010438-0.0013122i,-5.002e-05-0.00063984i,0.00044348-0.0002994i,0.00079787-0.00041013i,0.0012925-0.00035053i,0.001033-0.00039488i,-8.5128e-05+6.0483e-05i,-0.00065159+0.00047703i,-0.00039042-4.8188e-05i,-0.00017631-0.00059861i,0.00029895-0.00055311i,0.00058769+0.00035914i,0.00071131+0.0012485i,0.00069709+0.00064625i,0.00066913+0.00035076i,0.00015045+1.6399e-05i,-6.5178e-05-0.00013943i,-0.0002786+0.00088321i,-0.00064894+0.0012513i,-0.00037819+0.00078867i,-0.00020046+0.00051148i
0.00065665-0.00023227i,0.00044173-0.00027457i,0.00028238+0.00035109i,0.00058298+0.00047355i,0.0013445+0.00019322i,0.0026747-2.3782e-05i,0.0023964+0.00049893i,0.001352+0.00085241i,0.0011797+0.00071525i,0.00037326+0.00071345i,-0.00094737+0.00048073i,-0.0011879+0.00029367i,-0.00090107+0.0010397i,-0.00081217+0.0014396i,-9.2391e-05+0.00060897i,0.00051082-0.00045951i,0.00057738-0.00078814i,0.00056269-0.00013701i,0.00064658+0.00046647i,0.00088722+0.00083778i,0.00036556+0.00044896i,0.00031486+0.0002878i,0.00013272+6.533e-05i
0.0011061-0.001364i,0.00067324-0.00089057i,3.6243e-05-0.00040533i,-0.00018294-0.0011906i,-0.00033737-0.0017797i,-0.00051308-0.0011002i,0.00051915-0.00035563i,0.0014426+0.00023192i,0.0008836+6.6045e-05i,0.00067809-0.0011521i,0.00045437-0.0015926i,-0.00053395-0.00099348i,-0.0011664-0.00022864i,-0.0013032+0.00043383i,-0.001459+0.0008645i,-0.0012539+0.00075769i,-0.0014959+0.00057371i,-0.0016811-2.515e-05i,-0.0002498-0.00045453i,0.0011958-0.00050129i,0.0010804-0.0004728i,0.00034801-0.00072772i,0.00045902-0.00028843i
0.0010879-0.0015751i,0.00040659-0.0013927i,-0.001263-0.00095329i,-0.0014349-2.2913e-05i,0.00038377+0.00056732i,0.0020564+0.0013971i,0.0018428+0.0010828i,0.00079157+3.1899e-05i,-1.8252e-05-0.00012687i,-0.00015909+0.00015664i,-0.00011959-3.5294e-05i,0.00011288+4.014e-05i,0.00071952-0.00043585i,0.00062465-0.00026889i,-0.00027307+0.00019669i,-0.00046101-0.00029915i,6.1928e-05-0.00039862i,-0.00017817+0.00042024i,-0.00051173+0.00071253i,-0.00033185-0.00014959i,0.00010406-0.00016401i,0.0004833-0.00043865i,0.00086821-0.0003085i
0.0010561-0.001386i,-2.9665e-05-0.0018393i,-0.00016636-0.0014511i,0.00038988-0.00074847i,0.00086969-0.00045841i,0.0014027+0.00027509i,0.0015093+0.00076175i,0.0011646+6.1257e-05i,0.00056251-0.00030584i,-0.00010479-0.00042682i,-0.00051706-0.00057536i,-0.00047998-0.00020702i,-0.0010742+8.8551e-05i,-0.0010985+0.00040126i,-0.00066957+0.00083388i,-0.00058023+0.00024048i,0.00016463-0.00018416i,0.00025424+0.00071305i,-7.2882e-06+0.0010017i,-4.124e-05-0.00030035i,-0.00061441-0.00096298i,-0.00068305-0.00044994i,8.16e-06+0.00021254i
0.00025979+0.00038281i,0.001169+0.00069145i,0.00073886-0.00016692i,4.5529e-05-0.00033033i,0.00023767-0.00023665i,0.0010726-3.5491e-05i,0.0020007-0.00026398i,0.0021905-0.00014319i,0.0010506+0.00081097i,0.00030081+0.0004044i,7.4877e-05-0.00086598i,-0.00028437-0.0007837i,-0.00038941-0.00041765i,-2.976e-05+5.6118e-05i,-9.4402e-05+0.00048348i,-0.000168+0.00026682i,-0.00027211+0.00042424i,-0.00015007+0.00027605i,0.00041174+3.8926e-05i,0.00038571+0.00070661i,0.00019356+0.00071589i,0.00018921+0.00048516i,0.00033198+0.00079901i
7.9375e-05-3.275e-05i,5.3504e-05-0.0001549i,-0.00086755-0.00054812i,-0.00083651-0.001188i,8.1313e-05-0.00061608i,0.00088862+0.0008782i,0.0015904+0.0015827i,0.0012986+0.00056425i,-7.7857e-05-0.00099016i,-0.0010163-0.00093134i,-0.00036851-0.00043155i,-0.0001295-0.00014138i,-0.00035592-0.00017055i,-0.00048644-0.00029729i,-0.00026078+6.4086e-05i,-7.0777e-05+0.00075639i,-0.00012123+0.00050117i,4.248e-05+0.0004198i,-0.00013+0.00015495i,0.00021554-0.00082583i,0.0004983-0.0015848i,-0.00011951-0.001106i,-0.00050431-0.00036331i
0.0037982-0.00039966i,0.0029997+0.00023714i,0.0013267-0.00011546i,0.00021995-0.0014644i,-0.00011127-0.0014307i,-0.00049627-0.00036803i,-0.00086697+0.00034255i,-0.00069982+0.0005544i,0.00032515+0.00017432i,0.0001968-0.00022888i,-0.00071826-0.00042632i,-0.00059679-0.00064344i,-0.0017017+0.00016396i,-0.001555+0.00091967i,-0.00048307+0.0010287i,-0.00066243+0.0010407i,-0.00024964+0.00064116i,0.0002773+0.00018965i,0.00089068+0.00083898i,0.0010396+0.00173i,0.00068083+0.0010092i,0.0004845+0.00015257i,-0.00021001+9.991e-05i
-0.00033239+0.00015885i,-0.0008751+0.0011966i,-0.0012325+0.0026509i,0.00043433+0.0017625i,0.0016928+0.0005648i,0.0013569-4.4956e-05i,0.00059077+5.8838e-05i,0.00040298+0.00062633i,0.00076044+0.00082566i,0.00094777+0.00065679i,0.0008389+9.9455e-05i,0.0006624-0.00049252i,0.00063558-0.0011342i,0.00016118-0.0001364i,-0.0004289+0.00036683i,-0.00067824-0.00046394i,-6.5503e-05-0.00019952i,0.00078999+0.00022816i,-8.8719e-05+0.00034123i,-0.00052232+0.00051578i,9.4281e-05+0.00065029i,-0.0003068+0.00014686i,-0.00049717-0.00078999i
9.5909e-05-0.00039209i,0.00017879-7.0839e-05i,0.00015044-7.9781e-05i,4.8281e-05+0.00019239i,0.0006891+0.00049267i,0.0021513+0.00088854i,0.0026072+0.0016006i,0.0019341+0.0004717i,0.00084951-0.0010838i,0.00075056-0.00011282i,0.00073663+0.000882i,-0.00023791+0.00082384i,-8.5655e-06+0.00033212i,0.00026192+0.00043858i,-8.7075e-05+0.00024515i,0.00015203+0.0003048i,0.0003576+0.0003696i,-1.6034e-05-0.00026841i,9.2658e-05-0.00029906i,0.00024827+0.00020697i,-0.00033417+0.00068848i,-0.00069911+0.00095493i,-0.00060391+0.00080705i
-0.0012521+0.0010757i,-0.0014572+0.00057593i,-0.00021859+0.0010801i,0.0006612+0.0018417i,0.0008845+0.00030382i,0.0017643-0.0010182i,0.0020214-0.0012329i,0.0005609-0.00056651i,-0.00016993+6.1796e-05i,0.00032445-5.0906e-05i,0.00070062-0.00083583i,0.00052072-0.00047838i,-3.2292e-06-0.00026273i,-0.00023645-0.001363i,-0.00049385-0.0015068i,-0.00085743-0.00016402i,-0.00083636+1.3291e-05i,-0.00099413-0.00042122i,-0.0014505-0.00034451i,-0.00082241-0.000216i,0.00080707+0.00019003i,0.0014994+0.00056108i,0.0006405+0.00047748i
-0.0036095+0.0012483i,-0.0021722+0.00037966i,-0.00044947+0.00018548i,-0.00050082+0.00051057i,-0.00022048-0.00040569i,0.0012199-0.00097389i,0.0021899-0.0009545i,0.0017069-0.00071293i,0.00068442-0.00018973i,0.00029618+0.00015253i,0.00045626-0.00023769i,-5.2864e-05-0.00033293i,-0.00067023+0.00019604i,-0.00080885+9.2402e-05i,-0.00037533-0.00055823i,-1.0267e-05-0.00079874i,-0.0003862-0.00033322i,-0.00042388+3.3952e-05i,-0.00046517+2.1331e-05i,-0.0007736-0.00047134i,-0.00042214-0.00066331i,0.00019915-0.00036732i,0.00056326+4.2919e-05i
0.00082629+0.0012188i,0.0015488+0.001119i,0.0014605+0.00030613i,0.00078986+0.00044979i,0.0006155+0.0013606i,0.0013253+0.00081034i,0.001781+0.00083941i,0.0012676+0.0010671i,-0.00044618+0.00091936i,-0.0014583+0.00068238i,-0.0012389+1.3587e-05i,-0.00033364-0.00053874i,-9.0481e-05-0.00045838i,-0.00034605+0.00092565i,-0.00021987+0.0011625i,-9.2957e-05-0.00012215i,-6.3667e-05-0.00057859i,0.00028229-0.00094754i,0.0010406-0.00065916i,0.00082713-0.00028347i,0.00024454-0.00052315i,0.00072887-0.00045281i,0.0010658+0.00015604i
-0.001862-0.00097131i,-0.0018191-0.001867i,-0.0017366-0.0024244i,-0.0016699-0.00094549i,-0.00071263+0.00051664i,0.00096328-0.00010646i,0.002086-0.0006777i,0.0018915-6.1997e-05i,0.00032823-0.00014555i,-0.00044996-0.00027069i,-0.00017574-0.00027567i,0.00016833+7.8668e-05i,0.00069116+0.00037223i,8.8718e-05-0.00054304i,-0.00071409-0.00028796i,-7.707e-05+0.00024021i,0.0005927-0.00038294i,-0.0002604-0.00022961i,-0.0012195-0.00019566i,-0.00097129-6.8844e-05i,-0.00082292+0.00021936i,-0.0010935+0.00027884i,-0.00040739+0.00055168i
0.0015575-0.00014564i,0.00071808-0.0005077i,-0.00013086-0.00098069i,-0.00060618-4.2842e-05i,-9.8204e-05+0.0010377i,0.00069983+0.0018152i,0.00097941+0.001798i,0.00053344+0.00064248i,0.00050392-0.00027216i,0.0011258-0.001037i,0.00058587-0.0013325i,-0.00010296-0.00058131i,0.00060223+0.00023824i,0.00092516+0.00037475i,-9.2709e-05-0.00025474i,-0.00073536-0.00041135i,-0.0001346-5.2975e-05i,0.00046984+0.00014164i,0.00029107+0.00070921i,0.00028408+0.00029895i,0.00014076-0.00018666i,0.00031079-4.4184e-05i,0.00055017-0.00017423i
-0.00048522+0.00056032i,-0.00025628+0.0011067i,0.0002484+0.00084227i,0.0005655+0.00087921i,0.0011609+0.0015635i,0.0020912+0.0013539i,0.0020628+0.00030069i,0.0010781+0.00014369i,0.00031824+0.00048749i,-0.00038406+0.0004146i,-0.00036754+0.00032308i,0.00012056+0.00061007i,0.00021678+0.00024298i,1.7472e-06-0.00040442i,-0.00064689+0.0003927i,-0.00042456+0.0013638i,0.00066983+0.00055298i,0.0010876-6.4921e-05i,0.00063652-2.443e-05i,-0.00024616-4.0884e-05i,-0.00042398-7.9757e-05i,-0.00021269+0.00027182i,-0.00037757+0.0011633i
0.001339-0.00012196i,0.00069117-0.00085117i,-0.00010272-0.0010557i,0.00012321-0.0010721i,0.0003506-0.0010378i,0.00014807-2.7833e-05i,0.00073073+0.0005134i,0.00064114-4.719e-05i,0.00031369-0.00039873i,0.00043219+0.00086459i,-3.5463e-05+0.0013579i,-0.00045118+0.00057264i,-0.0005265+0.00018464i,-0.001326-2.336e-05i,-0.0021373-0.00049136i,-0.0013382-5.0767e-05i,0.00029399+0.00056284i,0.00056226+0.00030408i,-0.00013503-0.00038943i,-0.00046502-0.00057614i,-0.00028676+0.00012984i,1.7476e-06+0.00017496i,-0.00037596-5.2566e-05i
-6.6412e-05-0.00013702i,-0.00081921-0.00088131i,-0.0008413-0.0016058i,-0.00059017-0.0012533i,-0.00015147+0.00032311i,0.0002842+4.9941e-05i,0.00054745-0.00037848i,-0.00019626+0.00021972i,-0.00026145-0.00052576i,0.00011645-0.0010063i,-0.00046261-0.00095221i,-0.00088161-0.00067969i,-0.00064604-0.00028174i,-0.00060793-0.00011989i,-0.00040034-0.0005988i,0.00035519-0.00095598i,0.00082258-0.0004994i,0.00036864+0.00039786i,0.00055423+0.00082094i,0.0010225+0.00064216i,0.00083049+0.00027129i,0.00090611+0.00077609i,0.00069028+0.00073464i
8.0754e-05-0.0012492i,0.00025664-0.0017166i,0.00020079-0.0012441i,0.00019689-0.00064364i,0.0010063-0.0001877i,0.0021211+0.00051684i,0.0021606+0.00079643i,0.00068111+0.00027942i,-0.00046672-0.00017524i,-0.00018897-7.8484e-05i,0.00028645-0.00017055i,0.00023526+0.00010569i,0.00023051+0.00020973i,0.00026874+0.00050067i,-0.0002427+0.00030899i,-0.0005926+0.00020073i,-0.00032579+0.00069044i,-7.3678e-05+0.00038218i,0.00015914+1.5713e-06i,0.00016365-0.00014458i,0.00013538-0.00055907i,2.9515e-05-0.0010304i,0.00016961-0.00084649i
0.0010072-0.00019225i,0.0018575+0.00060435i,0.0020692+0.00047387i,0.0011574+0.00065536i,0.00091577+0.00041308i,0.0017501-7.035e-05i,0.0020098+1.5415e-05i,0.0011677+2.091e-05i,0.00053321-0.00016932i,0.00020269-7.5448e-05i,-0.00025089-0.00016394i,-0.00078211-1.0824e-05i,-0.00059554+0.00097624i,-0.00032218+0.00089432i,-0.00027474+0.00015499i,-0.00030404-0.00024904i,-0.00010255-0.00023147i,-0.00016701+0.00011794i,-0.00020843-5.0754e-05i,-0.00077985-0.00016364i,-0.00096797-0.00080068i,-7.863e-05-0.0013082i,-0.00012212-0.00063594i
0.0010193-0.0014863i,0.00031297-0.00093855i,-0.00057713-0.0012494i,-0.0013312-0.0011984i,-0.00082433+0.00015597i,0.0005426+0.0013025i,0.0012729+0.00087943i,0.0011523-7.2812e-05i,0.001041-0.00070603i,0.00014938-0.0012964i,-0.0015786-0.0010274i,-0.0014506+0.00028302i,-0.00065842+0.00089465i,-0.00040397+0.00052178i,0.00017413+0.00080045i,0.00036389+0.00052284i,0.00032682-0.00039495i,0.00058718-0.00044659i,0.00091181+0.00036545i,0.00060349+0.00027403i,-0.00068906-0.0002042i,-0.0013371-0.0001334i,-0.0012745+0.00027519i
-0.0014086+0.00090325i,-0.0020366+0.00050923i,-0.0011304+0.00072372i,-9.8921e-05+0.0011516i,2.8628e-05+0.00030482i,0.00067829-2.9579e-05i,0.0011709+0.0001794i,0.00024699+0.0001223i,-0.00032886-9.6076e-05i,-0.00036547-9.5141e-05i,-1.0552e-05-0.00041667i,0.00028639-0.00027638i,0.00032867-2.3952e-05i,0.00051454+3.9491e-05i,6.2058e-05+0.00029599i,-0.00023817+0.00061883i,0.00014095+0.00066641i,0.00054346+0.00012458i,2.0004e-05-0.00025157i,-0.00041451-0.00027298i,-0.00042232-0.0001809i,-0.00024309-0.00026829i,0.00017665-2.4895e-05i
-0.0031086-0.0025994i,-0.001723-0.0021493i,-0.0017211-0.0004532i,-0.0015409+0.00073968i,0.00015024+0.0013489i,0.0016412+0.0018337i,0.0024071+0.00068719i,0.0015454-0.00043018i,-5.1051e-05-0.00069245i,-0.00075792-0.00024727i,-0.00035525-0.00073239i,0.00032103-0.0011143i,0.00026617-0.00020647i,0.00045736+0.00031211i,0.00050073+0.00086378i,-1.5705e-05-4.1508e-05i,-0.00023495-0.00067329i,0.00029016-0.00020159i,0.00087606-0.00024238i,0.00022214-4.6663e-05i,-0.00040153+0.00049734i,-0.00033028+0.00068935i,-0.000485+4.5388e-05i
0.0022959-4.9616e-05i,0.0030177+0.00018683i,0.0020497-0.00059992i,-0.00022387-0.00088456i,-0.00029104-0.00065153i,7.3378e-05-0.00016405i,0.00065134+3.0903e-05i,0.0013366-0.00027648i,0.00056776-0.00051382i,-0.00018813-0.00018706i,-0.00014856+0.00018744i,-0.00055954-0.00025793i,-0.00088604-4.5996e-05i,-0.0014134+0.0012908i,-0.0012829+0.0013831i,-0.0001375+0.00013636i,-8.6832e-06+5.9066e-05i,-0.00038655+0.00060318i,-0.00017751+0.00038277i,-0.00016996+0.00020744i,-0.00025413-0.00043425i,-0.00038385-0.0011332i,-0.00063628-0.00077654i
-0.0016168-0.001986i,-0.002248-0.001447i,-0.0023884-3.5525e-05i,-0.002213+4.8958e-05i,-0.00094179+0.00036176i,0.0011844+0.0018177i,0.0017428+0.0015823i,0.00077164+0.00032514i,-0.00017391-0.00017802i,-0.00013898-0.00029522i,0.00030504-0.0006677i,1.3805e-05-0.00024804i,0.00020848+0.00044947i,0.00055009+0.00063393i,0.00062173+0.0013284i,0.00015209+0.0013517i,-0.00054577+0.00085385i,-1.76e-05+0.00031757i,0.00054804-0.00016957i,0.00030643-5.4827e-05i,0.00040842-0.00018794i,0.0003723-0.00029426i,0.00011855-0.00013588i
0.00051722-0.00012821i,0.00021634+0.00032782i,0.00027895+0.00065871i,0.0014316+0.00076028i,0.0019359+0.00076613i,0.0012807+0.0013074i,0.0013116+0.0015833i,0.0013109+0.00065728i,0.0012851-0.0003974i,0.0014286-0.00051431i,0.00045407-0.00011304i,0.00020415+2.5396e-05i,0.00076442+0.00017332i,0.00073143+0.00049054i,-0.00038754-8.1546e-05i,-0.00083008-0.00052194i,-0.00015492+8.6213e-05i,0.00028725+0.00075495i,0.00045321+0.00041919i,0.00088108+0.00049062i,0.00093509+0.00053693i,0.00046596+0.0006335i,0.00013664+0.00082974i
-0.0011995+0.00052947i,-0.00087562+0.00021118i,-0.0013474+0.00088851i,-0.00073107+0.0013607i,7.9731e-05+0.0012655i,0.00081549+0.00071067i,0.001502+0.0004091i,0.0010243+0.00011305i,0.00049463-0.00021012i,0.00016303+0.00038619i,-7.2025e-05+0.00046551i,0.00010142-0.00066741i,0.00022762-0.0011915i,0.00010548-0.000344i,0.00054309+0.00042507i,0.0001363+0.00042518i,0.00022359+3.0244e-05i,0.00066587-0.00056121i,0.00055217-0.00064454i,6.2311e-05-0.00029504i,-0.00072475-2.2296e-05i,-0.00091193-0.000139i,-3.1971e-05+9.1987e-05i
0.00039637-0.0028627i,-0.00052801-0.0024691i,-0.0010971-0.0020068i,-0.0001097-0.0022855i,-0.00018869-0.0011584i,-9.16e-05+0.00051689i,0.0011673+0.00046814i,0.0015984-0.00041956i,0.00042959-0.00089628i,-0.00050093-0.0012291i,0.00016203-0.0015761i,0.00045179-0.00078333i,-0.00027495+0.00030852i,-0.00042787+0.00054702i,0.00024789+0.0010041i,0.00085832+0.000859i,0.0008182+0.00026845i,4.7801e-05+0.000197i,-0.00010871+0.00030387i,-0.00024259+0.00026214i,-0.00010328+0.00064839i,6.5455e-05+0.00090593i,-0.00016893+0.0010334i
-0.00036696-0.0014642i,-0.0010095-0.0021438i,-0.00073309-0.00091501i,0.00053044+9.6079e-05i,0.00105+0.00052428i,0.0013275+4.4056e-05i,0.0021807-0.0002461i,0.0018032-0.00036629i,0.00077472-0.0004641i,0.00040842-0.00049105i,0.00087604-0.00060928i,0.00067398-0.00070588i,0.00010593-0.00052039i,7.3486e-05-8.3516e-05i,-0.000109-0.00013917i,-5.4645e-05+0.0004151i,0.00057276+0.0006767i,0.0011055-0.00022076i,0.00077177-0.00047797i,0.00026852-3.8544e-06i,5.1002e-05+0.00031713i,-2.1238e-06+0.00074138i,-0.00041084+0.00098476i
