-0.0029855+6.8396e-06i,-0.0031439+0.0015191i,-0.0024217+0.002538i,-0.0018536+0.0024939i,-0.0016014+0.0029378i,-0.00053929+0.0032339i,-0.0011042+0.003065i,-0.00097677+0.0030869i,0.00075108+0.002378i,0.0018818+0.0011013i,0.0023668+8.4745e-05i,0.0016676-0.00026233i,0.0010376-0.00067438i,-2.2112e-05-0.0012706i,-0.001283-0.00083098i,-0.00053152-0.0003521i,-0.00038156+4.6834e-05i,-0.00033383-3.5717e-05i,0.00082336-0.0003809i,0.00060159-1.4721e-05i,0.00011296+0.00024258i,0.00029593-2.6063e-05i,-0.00010796-0.0004041i
-0.0020598+0.00063056i,-0.0034017+0.0019057i,-0.0029163+0.0026122i,-0.00050191+0.0024136i,0.00064339+0.0015898i,0.00071342+0.0010599i,0.00090956+0.0011837i,0.00076951+0.00070615i,0.00029199-0.00042552i,0.00061217-0.0018458i,0.0019791-0.0033267i,0.00232-0.0043066i,0.0013629-0.0032975i,-0.00055125-0.0016174i,-0.0015177-0.00058469i,-0.00091292+6.4594e-05i,-0.00099129+0.00036298i,-0.00093824+0.00023703i,-0.00080376-3.7896e-05i,-0.00014792-2.1911e-05i,0.00077703+0.00019043i,0.00095802+0.00013138i,0.0003806-4.9895e-05i
0.0019766+0.00034183i,0.0032739-0.0027096i,0.0050496-0.0044478i,0.0036845-0.003735i,5.2436e-05-0.0033996i,-0.0024106-0.0015783i,-0.0015948+0.00057072i,0.00064664+0.00090864i,0.0016405+0.00063591i,0.0022281-0.0002653i,0.0033104-0.00078135i,0.003128-0.00094477i,0.0013965-0.0010861i,-0.00019309-0.00069506i,-0.0012008-0.000348i,-0.0016753+0.00043221i,-0.0017374+0.00044779i,-0.0010631+0.00035288i,-0.00023569+0.00079245i,-0.00024024+0.00048974i,-0.00043185+4.2096e-05i,-0.00038183-0.00021164i,-0.00049355-0.00080936i
0.0011911+0.001267i,0.0013776+0.0020099i,8.7321e-05+0.0016605i,-0.00092843-0.00039823i,-0.00099658-0.0018123i,-0.00092932-0.0011259i,-0.00081267+0.00071355i,-0.00035035+0.0012239i,0.00086792+0.00063888i,0.0013+0.00020614i,0.0014796+0.00010538i,0.0019519+0.0003247i,0.0011798-4.9879e-05i,-0.00036659-0.00091936i,-0.001105-0.0017509i,-0.0010442-0.0013053i,-0.00012085-0.00034424i,0.00036424-0.00044318i,-0.00014561-0.0004546i,-0.00022466-0.00023186i,-0.00046132-0.00032765i,-0.00028012-0.00016142i,0.00023366+0.00044663i
0.0010156-0.0002279i,0.0013786+0.00040413i,0.0011783+0.00040222i,0.00065183+0.00040357i,0.00032877-6.849e-05i,0.00029648-0.00062132i,0.00020445+0.00052856i,0.00036027+0.0013183i,0.0003874+0.00057966i,-0.00014224-0.00073416i,-0.00029733-0.00082242i,-3.8203e-05-0.00037519i,0.00035022-0.00091211i,4.6997e-05-0.0012538i,2.8848e-05-0.0019241i,-0.00030075-0.0021012i,-0.00051831-0.0017212i,-0.00015528-0.00098331i,-0.00012743+0.0003342i,-0.00027248-0.00019949i,-0.00042119-0.00047866i,-0.00057646-0.00052669i,-0.00069544-0.00096459i
-0.0014256-0.0019636i,-0.0024925-0.0024388i,-0.0031904-0.0024362i,-0.0025931-0.0016609i,-0.0013864-0.00021981i,-0.00082959+0.0013859i,-0.00015822+0.0014827i,0.00096535+0.00060826i,0.0010279-8.5558e-05i,0.00038126-0.00081829i,0.00053659-0.001087i,0.00059593-0.0010964i,0.00020292-0.00013291i,-0.00011859+6.5107e-05i,-0.00030259-0.00064104i,-0.00040316-0.00026159i,-0.00025412+5.7346e-05i,-0.0014914+0.00030845i,-0.0020412+0.00030811i,-0.0007135-0.00028755i,9.7805e-05-9.5247e-05i,-3.3871e-05-0.00014267i,0.00025896-0.00051626i
0.001222-0.00065215i,0.0015587-0.0018401i,0.00058417-0.002273i,2.3286e-05-0.0024632i,-0.0001074-0.00092585i,-0.00043568+0.00086521i,-0.00020553+0.0021188i,0.00026066+0.0020119i,0.00065123+1.7366e-05i,0.00063291-0.0012992i,0.0002195-0.0016826i,0.00016108-0.0014022i,-0.00056897-0.0012415i,-7.3974e-05-0.00099976i,0.001416-0.00043533i,0.00083332-0.00024181i,-0.0001653-0.00058788i,-4.7336e-05-0.00063835i,4.4902e-05-0.00015831i,-8.7191e-05-6.403e-05i,0.00013044-0.00046283i,0.00017707-0.00037622i,0.0004058-9.1915e-05i
0.00060686+0.00051096i,0.000389+0.0006582i,0.0005987+0.0005229i,0.0004368-0.0010785i,-0.00027125-0.0015015i,-0.00047009-0.00035448i,0.00036085+0.0011637i,0.0010312+0.0019414i,0.0014906+0.0010403i,0.0012303-0.00052534i,0.0018702-0.0015732i,0.0025646-0.0021096i,0.0021833-0.0021002i,0.0007701-0.0016528i,-0.00054075-0.00044295i,-0.0011256+0.00066617i,-0.00096158+0.00083086i,-0.0014669+0.00056527i,-0.0018233+0.0006738i,-0.00040473+0.00059235i,0.00069652+0.00011659i,0.00066069-0.00017789i,0.00067195+0.00012367i
-0.00013998+0.00061327i,0.00089639+5.3721e-05i,0.00052447+0.00027423i,-7.74e-05+0.00013611i,-3.4109e-05-0.000235i,-0.0003793-0.00022287i,-0.00051422+0.00038263i,0.00012963+0.0012661i,0.0017814+0.0011653i,0.0028164+0.00076779i,0.0028321+0.00038793i,0.0020762-0.00027016i,0.0009745-0.00059031i,-0.00021506-0.00096752i,-0.0014394-0.00092454i,-0.0021573-0.00094018i,-0.0017122-0.0012551i,-0.0006117-0.00085884i,3.4008e-05-0.00015266i,0.0005286+0.00012795i,0.00013571-7.9875e-05i,-0.00021518-0.00081363i,0.00054696-0.00050844i
0.00016565-0.00098757i,0.00025469-0.00081393i,0.00080121-0.00030417i,0.00031087+0.00025424i,-0.00089047+0.00023104i,-0.0012629+0.00079254i,-0.00020231+0.0021796i,0.00057745+0.0020722i,0.00086385+0.0011804i,0.00067802+0.00080172i,0.00092585+0.00087538i,0.0013876+0.00082995i,0.0011255+9.007e-06i,-0.00013886-0.0011424i,-0.0015078-0.0018839i,-0.0016716-0.0018418i,-0.00091316-0.0014716i,-0.00092568-0.0010997i,-0.001339-0.00043127i,-0.00026014-0.0002203i,0.00082113-0.00082603i,0.00051748-0.0011937i,0.00017211-0.00037718i
-9.0254e-06-4.5686e-05i,0.00098827+0.00037694i,0.0013337-0.00026734i,0.00064809-0.00050541i,-0.00029553-0.0011726i,0.00024302-0.0013333i,0.00084164-0.00014331i,0.001022+0.00020066i,0.0011011-0.00049259i,8.9598e-05-0.001129i,-0.00057297-0.00071801i,0.00020205+0.00022583i,0.001484-3.3047e-05i,0.0011716-0.0011741i,-0.00025509-0.0015087i,-0.0012188-0.0011649i,-0.0011934-0.00049325i,-0.00071658+0.00057706i,-0.00077313+0.0010586i,-0.00052138+0.00035631i,0.00045772-0.00023525i,0.00098088-0.00063252i,0.00067142-0.00078921i
0.00090607+0.0016367i,0.00040471+0.00077577i,0.0014538+3.1921e-05i,0.0018264-8.2758e-05i,0.00093222-0.00025992i,0.00057834-0.00047214i,-0.00026664+4.809e-05i,-0.00086674+0.00076939i,0.00013671+0.00086716i,0.00096607-0.0002139i,0.0004086-0.0013869i,-0.00012374-0.0014649i,0.00016301-0.00091846i,0.00044658+0.00010141i,0.00065937-7.3718e-05i,0.0011068-0.00076593i,0.00088067-0.00047712i,0.00022306+6.7673e-07i,0.00018888+0.000332i,0.00057761+0.00071849i,0.00091618+0.00053541i,0.00036619-0.00015501i,-9.8017e-05-0.00036449i
0.0008176+0.0011336i,8.3946e-06-0.0004602i,0.00062817-0.0012795i,0.00021289-0.00054087i,-0.00091859+0.00072062i,-0.0010605+0.0015754i,-0.00048912+0.0012711i,0.00048308+0.00064842i,0.00099455-3.1924e-05i,0.0011002-0.0012198i,0.0014261-0.0025698i,0.0012434-0.0031377i,0.00051855-0.0028633i,0.00048934-0.0012265i,-6.5819e-05+0.00059582i,-0.00070741+0.0010723i,-0.00077989+0.00037597i,-0.00086407+0.00014285i,-0.00067214-3.5149e-05i,-0.0007859+3.0976e-05i,-0.00077464+0.00068054i,0.00015911+0.0010406i,0.000236+0.00036752i
0.00059834-0.00041167i,0.00013073-0.0003386i,0.00060814+0.00097538i,0.0013488+0.00077178i,0.0010528+0.00024489i,0.00093661+0.00083872i,0.00044269+0.0016911i,0.00038288+0.0013011i,0.00056655+4.9107e-05i,0.00078079-0.0010604i,0.0014345-0.0016309i,0.0022465-0.0022052i,0.0019615-0.0021856i,0.00019067-0.0012124i,-0.0011599+3.6588e-05i,-0.001651+6.0639e-05i,-0.0011429+0.00027289i,-0.00010333+0.0008654i,0.00012865+0.0001726i,0.00049669+0.00024367i,0.00073069+0.00050101i,0.00067277-0.00014994i,0.00052622-0.00052969i
-0.002135+0.0015205i,-0.0011975+0.00157i,-0.0011423+0.0010996i,-0.0013367+0.00076024i,-0.0003292+0.00049999i,0.00023725+0.00012691i,-0.0001367+7.4412e-05i,0.00073044+0.00083063i,0.0019653+0.0011056i,0.0025465+0.00047256i,0.0032511+0.00055233i,0.0026623+0.0002746i,0.00058782-0.00068172i,-0.0013879-0.00073317i,-0.001779-0.0013215i,-0.0014305-0.0014563i,-0.0011685-0.00062008i,-0.00055254-0.00053986i,-0.00022798-0.00077428i,-0.00046698-0.00076126i,-0.00059317-0.00090066i,2.0142e-06-0.00046443i,2.891e-05+0.00040664i
0.00067082-1.6831e-06i,0.0012757-0.0010514i,0.002073-0.0015762i,0.0020336-0.0025937i,0.0002522-0.0025783i,-0.0015502-0.00057032i,-0.00080489+0.00039722i,0.00045307-0.00017157i,0.00073565-0.00054744i,0.00099562-0.00029694i,0.0014115-0.00010387i,0.0017697-0.00022171i,0.0015645-0.0011014i,0.00044156-0.0017029i,-0.00060516-0.0019403i,-0.0014941-0.0022049i,-0.0017045-0.0018207i,-0.0015834-0.00097957i,-0.0014392+0.00020625i,-0.00082232+0.0004964i,-0.00027043+0.0001613i,0.00031172+0.00024992i,0.0012331+0.00025239i
0.00022681-0.0027608i,-0.00020043-0.0015186i,-0.0013899-0.00028846i,-0.0023093+0.00050672i,-0.0016799+0.0011641i,-0.0012518+0.0023917i,-0.0005542+0.0024767i,0.00045762+0.0017775i,0.00068724+0.00025086i,0.00014646-0.00015689i,-0.00056932+0.00053933i,-0.00016197+0.00037761i,0.00032397-0.0008818i,0.00022475-0.0010459i,-0.0002456-0.00058666i,-9.5021e-05-0.0011392i,-0.00015793-0.0016247i,-0.00067708-0.00078224i,-0.00078435+0.00035113i,-0.00012763+0.00026782i,0.00016909-0.00031479i,-0.00010965-0.00070958i,-0.00028833-0.00068606i
-0.0015898-0.00049158i,-0.0022591+0.00065127i,-0.0020389+0.0020588i,-0.00031416+0.0022905i,0.00064107+0.0015558i,8.2069e-05+0.0013249i,-0.00061437+0.0014694i,0.00016502+0.00097028i,0.00060038+0.00066204i,0.00093525+9.9597e-05i,0.00062824-0.00080576i,-8.8608e-05-0.0012901i,-5.4213e-05-0.0012736i,0.00031797-0.0010489i,0.00050985-0.00098139i,0.00059603-0.00054302i,0.00076038-0.00026779i,0.0007491+6.7402e-05i,0.00026193+0.00030638i,-0.0002735+0.00027591i,-0.00027396+0.00015446i,-0.00027634-0.00019473i,-0.00054293-7.3852e-05i
0.0021062+0.0016732i,0.0028857+0.00021625i,0.0039652+0.00030256i,0.0033659-0.00036788i,0.0016798-0.0019633i,-0.00047181-0.0016082i,-0.0013307-0.00039896i,-0.00051927+0.0006851i,0.00044829+0.00043541i,0.00097341-0.00096662i,0.0009252-0.0020257i,0.0012169-0.0020979i,0.0010508-0.0011896i,-0.00028705-0.00033697i,-0.00049431+0.00054764i,-0.00033219+0.00093688i,-0.0003674+0.00047266i,-1.8737e-05+4.1704e-05i,0.00037678+0.00038428i,-0.00014503+0.00077994i,-0.00092971+0.00042581i,-0.0011645+9.408e-05i,-0.00056049+6.6338e-05i
-0.00018633-0.0013168i,-0.00086164-0.0016286i,-0.0010601-0.0019205i,-0.0018826-0.0017703i,-0.002679-0.00094012i,-0.0014949+0.00023855i,-5.8103e-05+0.00087474i,-1.0809e-05+0.001135i,-0.00016159+0.00032105i,0.00064828-0.00047959i,0.0017772-0.0011455i,0.001725-0.001826i,0.0016577-0.0012824i,0.0017059+0.00013108i,0.00063066+0.00074551i,-0.00032574+0.00020155i,-4.267e-05-3.897e-05i,0.00040268+0.00024896i,0.00048551+0.00010469i,0.00010752+0.00011624i,-0.00029449+7.2381e-05i,-0.00057849+8.7832e-05i,-0.00049742+0.00039579i
-0.00037846+0.0030561i,0.00098402+0.004459i,0.002046+0.0045837i,0.0025177+0.0025056i,0.0022042+0.00072225i,0.001131+8.7181e-05i,8.4067e-05+0.0001723i,0.00048864+0.00064653i,0.0014885+0.00043685i,0.0025146-0.00013595i,0.0026122-0.00036685i,0.0019942-2.1364e-05i,0.00090876+0.00036113i,-0.00056168+5.9299e-05i,-0.0018151-0.00014647i,-0.0018408+9.1234e-05i,-0.00092958-0.00024639i,-0.00094103-0.00049778i,-0.0012175-0.00053322i,-0.00030832-0.00021157i,-0.00023947-0.00048797i,-0.00040573-0.0012318i,-0.00019956-0.00063286i
0.00022848+0.00018234i,-4.7711e-05-7.9989e-05i,-0.00055571-0.00075062i,-0.00057171-0.0009973i,-0.00061015-0.0010284i,-0.00077137+1.47e-05i,-0.0009349+0.0010896i,2.039e-05+0.0010433i,0.0011272+0.00081895i,0.0010688+0.00019236i,0.00057903-0.00082636i,0.00024026-0.0012998i,-0.00058874-0.0010552i,-0.00076857-0.0014701i,-0.00044674-0.0016854i,-0.00082439-0.00090947i,-0.001154-0.00025287i,-0.0013884+1.2736e-05i,-0.00061651+0.00081002i,-9.4573e-05+0.0013346i,-0.00030845+0.00050924i,0.0003246-0.00087387i,0.00071358-0.00096108i
0.00046619-0.00086396i,0.0010619-0.0010566i,0.0014281-0.0015668i,0.0010722-0.00056411i,0.00054356+0.00089548i,0.00078619+0.0014781i,0.00048607+0.0019524i,0.00055341+0.0013232i,0.00066456-1.4171e-05i,0.00054355-0.00072762i,0.00056367-0.00076842i,0.00042619-0.00073925i,-0.00072476-0.0013626i,-0.0010978-0.0013773i,-0.00064689-0.0010072i,-0.00041143-0.00085567i,0.00025075-0.0010625i,0.00037816-0.00077467i,9.8578e-06-0.00010526i,9.6316e-05+0.00053207i,0.00026907+0.00072272i,-0.00030668+0.00064406i,-0.00058159+6.8986e-05i
-0.00023816-0.00089922i,-9.6923e-05-0.0013862i,0.00062951-0.00051359i,0.00058473-0.00010177i,-5.2734e-05+0.00048189i,-0.0010115+0.0011998i,-0.00055865+0.0012104i,0.00044742+0.0010469i,0.0012385+0.00046326i,0.001571-0.0004022i,0.00085738-0.0008192i,-9.4329e-06-0.000791i,3.3151e-05-0.00037689i,0.00015026-0.00024669i,-0.00024937-0.00048088i,-0.00023312-0.00032247i,-0.00042815+0.00018287i,-0.00067703+4.1284e-05i,-0.00043405+3.3923e-05i,-0.0007428+0.00013027i,-0.0007884-0.00024471i,-0.00022567-0.00055008i,0.00031187-0.00022521i
0.00028298+0.0015992i,0.00097039+0.0034784i,0.00075895+0.002993i,0.00011691+0.0004361i,-0.00038703-0.00036487i,-0.00064484+0.00081795i,-0.00094633+0.0014943i,-0.00024632+0.00044449i,0.00074396-0.00027731i,0.0012979-0.00063104i,0.001549-0.0015152i,0.0013409-0.002354i,0.00028206-0.0023157i,-0.00027175-0.0019489i,1.9378e-05-0.001055i,1.2733e-05+5.2759e-05i,-0.00020374-0.00013258i,-0.00071564-0.00075583i,-0.00078742-0.00038946i,6.3403e-05+0.00027958i,0.00016561+0.00014133i,-9.0825e-05-0.00047948i,0.00025222-0.00060368i
0.0026946-0.00086939i,0.0019376-0.0034445i,0.00098111-0.0043857i,0.00032192-0.0031567i,-0.00036108-0.0021574i,-0.00096657-0.00055623i,-0.0013928+0.0012735i,-0.0013393+0.0014749i,-0.00033499+0.00027236i,0.00056099-0.00066721i,0.0010369-0.00078277i,0.0015661-0.00071308i,0.0011647-0.00081389i,-5.55e-05-0.00060493i,-0.0011442-0.00025927i,-0.0009247-0.00022719i,-1.9794e-05-0.00050626i,0.00014741-0.00065228i,0.00028252-0.00038475i,-8.281e-05+9.6476e-05i,7.8885e-05+0.00015394i,0.00041128-0.00048541i,-6.6002e-05-0.00036132i
-0.00062379+0.0011543i,0.00034454+0.0010146i,0.0010944+0.00085208i,0.001537+0.00010908i,0.0015852-0.00020421i,0.00084712-0.00039356i,0.0010623+0.00022406i,0.0012751+0.0019444i,0.00060576+0.0025741i,0.00089431+0.00057179i,0.0021807-0.00064222i,0.0024858-0.0001769i,0.00091224-0.00075452i,-0.00043156-0.0015947i,-0.00055024-0.0012795i,-0.0002564-0.0013463i,0.00012657-0.0017047i,-0.00041594-0.00078015i,-0.00098058+0.00094544i,-0.00016936+0.0013328i,0.00033953+0.00087046i,-4.8221e-05+0.00024632i,-0.0011599-0.00022743i
-0.00013887+0.00094837i,0.0011875+0.0016133i,0.0012264+0.0017776i,0.0010321+0.0016444i,0.0011126+0.0010678i,0.00076003+0.00076433i,0.00015908+0.00062099i,0.00023784+0.0005332i,0.00060316+0.00078702i,0.0010184+0.00044052i,0.00085857-2.6594e-06i,0.0010077-0.00091854i,0.00037232-0.0020175i,-0.00089378-0.0016904i,-0.0014072-0.00095967i,-0.00090195-0.00096786i,-0.00012583-0.00084432i,-2.0494e-05-0.00058584i,-0.00053096+0.00012468i,-0.00078329+0.00033498i,-0.00048744-1.1293e-05i,-0.00030262-0.00037226i,-0.00049889-0.00090019i
0.00017935+0.0010655i,0.00033741+0.00090804i,-0.00048144-0.00090552i,-0.0013525-0.0019025i,-0.0012728-0.0016914i,-0.0011649-0.00063578i,-4.5457e-06+0.00075012i,0.00086626+0.0015528i,0.00055421+0.00023898i,0.0008117-0.0010522i,0.00054594-0.0010595i,0.00024937-0.00037343i,0.00017463-0.00021255i,-4.1287e-05-0.00083455i,-0.00037435-0.00031684i,-0.00061453+0.00067705i,-0.00050717-6.5037e-05i,-0.00072802-0.00063078i,-0.0012948-0.00038285i,-0.0014144-0.0007976i,-0.0007564-0.00062431i,-0.00017608-0.00075195i,-2.0532e-05-0.00094136i
-0.00079065+0.00095664i,0.00015723+0.00083151i,0.00086644+0.00011284i,0.0011476+0.00026696i,5.7996e-05+0.00084096i,-0.00037865+0.0010907i,0.00055622+0.0014721i,0.00094252+0.0011992i,0.0010799+0.00071925i,0.0010603+0.00067611i,0.00082387+0.00048022i,0.0005512-0.0011136i,-0.00018872-0.0016524i,-0.00043473-0.0010432i,2.5579e-05-0.0009131i,0.00025635+6.6053e-05i,-0.00023555+0.00069581i,-0.0010489-9.2421e-05i,-0.0011089-0.00031231i,-0.00011837-0.00023401i,0.00023721-0.00045929i,-0.00013072-0.00018164i,-0.00020193+0.00033598i
-2.9089e-05-0.00087769i,0.0010505-0.00036273i,0.00016211+0.00069871i,-0.00080081+0.00052388i,-0.00054723+0.00027586i,-0.0012893+0.00048725i,-0.001134+0.0010036i,1.2241e-05+0.0018192i,0.00059637+0.0011434i,0.00071411-0.00061193i,0.00069186-0.0015448i,0.00075781-0.001555i,0.00087542-0.0015858i,0.00027826-0.0017955i,-2.0341e-05-0.00089133i,0.00032495+0.00016797i,-0.00035106+6.0204e-05i,-0.0010886-0.00011719i,-0.00059193-1.9659e-05i,-9.8841e-05+2.3545e-05i,-9.7596e-05-0.00042139i,-8.7216e-05-0.0012951i,0.0002401-0.00052096i
0.0021931-0.00025285i,0.0017763-0.00088073i,0.0019287-0.0017569i,0.00066877-0.0028969i,-0.0017247-0.0033535i,-0.0018306-0.0018147i,-0.0008067-0.00048106i,-0.00033782-0.00046149i,0.0001339-0.0016941i,0.0002961-0.0026673i,0.00085246-0.0022133i,0.00075768-0.0012611i,0.00020328-0.00031164i,-0.00028838+0.00033311i,-0.00050569-0.0002962i,0.00036453-0.00080989i,0.0006609-0.0002733i,-0.00039607+0.00027026i,-0.0010083+0.00035649i,-0.0002033+2.3925e-05i,0.00052216-0.00072123i,3.1115e-05-0.00070974i,-0.00032906-0.00042914i
-0.0016052-0.00051573i,-0.0037365-0.00092572i,-0.0046361-0.0012266i,-0.0037048+0.00014103i,-0.0028921+0.0018558i,-0.0023241+0.0026811i,-0.0016485+0.0025832i,-2.7587e-05+0.0018458i,0.00085838+0.00073926i,0.0011245+0.00026493i,0.0013123+0.00065274i,0.0013552+0.00035908i,0.00096357-0.00064196i,-0.00035219-0.0012308i,-0.0010042-0.0011233i,-0.0013127-0.00057452i,-0.0011325-0.00011351i,-0.00083376+0.00014925i,-0.00090647+0.00032656i,-0.00027893-5.52e-06i,0.00017437-0.00015121i,0.00042958-0.00015437i,0.00039035+6.1309e-05i
0.00055854+0.00097157i,0.0018592+0.0012775i,0.0022603+0.0020521i,0.0012485+2.9895e-05i,0.00079478-0.0018806i,0.00052654-0.00056052i,0.00013363+0.00015759i,7.1792e-05-0.00021862i,0.000732-0.001321i,0.0011253-0.0012817i,0.00025134-0.00018325i,-0.00028934+0.0003363i,-0.00019753-0.00033511i,-0.00026013-0.0004624i,-0.00047986-0.0008663i,-0.00054802-0.0013692i,-0.00077365-0.00084549i,-0.000596-0.00043236i,4.0841e-05-0.00038682i,-0.00049544+0.00023592i,-0.00051413+0.00018999i,8.8815e-05-0.00012704i,-3.9368e-06+0.00031109i
0.0030322-0.00014188i,0.0020583+0.0011364i,0.00067955-0.001112i,-0.00017014-0.0024053i,-0.00084391-0.0011868i,-0.0012257+2.6081e-06i,-0.0010348+0.00040986i,-0.00039833+0.00076476i,-1.6685e-05+0.0001312i,0.00040296-0.00080387i,8.1893e-05-0.0013845i,-0.00039946-0.0017299i,0.00017787-0.0016886i,0.00092368-0.0010175i,0.00039566-0.0002704i,-0.00025605+2.0136e-05i,-0.00074994-0.00034946i,-0.00079089-0.00035473i,-0.00034038+0.00075898i,-0.00044757+0.00062337i,-0.00050973+0.00012817i,-0.00047717+1.7981e-05i,-8.1901e-05-0.00054459i
-0.0007869+0.00015189i,-0.0019846-0.00051168i,-0.002266-0.0012833i,-0.0014197-0.00047769i,-0.00074896+0.00032404i,-0.0010045+0.00044679i,-0.00065206+0.00052447i,-0.00019199+0.00021125i,0.00011468-1.7792e-05i,0.0003466-0.00020129i,0.00030997-0.00037274i,0.00043436-0.00089176i,0.00047844-0.00097707i,-0.00014302-0.00063221i,0.00019239-0.00067549i,0.0012114-5.1076e-05i,0.00059475+7.4138e-05i,-0.00057642-0.00034626i,-0.0005952-0.00014745i,-4.6533e-05-0.00020408i,0.00048205-0.0002057i,0.00026278-5.6333e-05i,0.00027199-0.00039317i
-0.0014173-0.00082521i,-0.0011585-0.00049279i,-0.00053342-0.00017307i,-0.00012671+0.00075033i,-0.00066254+0.0012984i,-0.0004599+0.0013173i,5.4159e-05+0.0016617i,-4.0588e-05+0.00074804i,0.00024447-0.00083439i,-0.00025499-0.00071542i,0.00018966-0.00084693i,0.0014878-0.0012575i,0.00066669-0.0016177i,-0.00066279-0.0021037i,-0.00085453-0.0014285i,-0.00059477-0.00025961i,-0.00099198-0.00013277i,-0.00079424+5.6268e-06i,-0.0002348-0.00033858i,-0.00038874-0.00091436i,-0.001135-0.00034215i,-0.0012192+0.00057884i,-7.5055e-05+0.00077809i
0.00013871+0.0019635i,0.0013502+0.002982i,0.0022143+0.0029589i,0.0019759+0.0018647i,0.0015761+0.00030043i,0.0011099+9.3e-05i,0.00026768+0.00099617i,-0.00043611+0.0011969i,-0.00027352+0.0010662i,-6.1945e-05+0.00047998i,0.00040715-0.00056689i,0.0010609-0.0010241i,0.00053274-0.00146i,-0.00042717-0.0018758i,-0.00086463-0.00077542i,-0.00064099+0.00010199i,-0.00086204-0.00016791i,-0.0011591-0.00069135i,-0.00087023-0.0010059i,2.7192e-05-0.00074899i,0.00017837-0.00038702i,-0.00015144-0.00025926i,6.122e-05-0.00025307i
-0.0024526+0.00032003i,-0.0023965+0.0024068i,-0.0020911+0.0020996i,-0.00095366+0.0011528i,-0.00064232+0.00086925i,-0.00081208+0.00082833i,-0.000574+0.00085391i,-0.00023439+0.00051752i,-0.00031656+3.2819e-05i,5.3122e-05+8.5191e-05i,0.0013982-1.7897e-05i,0.0021662-0.00044896i,0.0013722-0.00049203i,0.00024348-0.00071313i,-0.00043726-0.001186i,-0.00067215-0.0013583i,-0.00067361-0.0011738i,-0.00073103-0.00081002i,-0.00029217+0.00035675i,0.00018937+0.0012748i,-0.00015757+0.00080509i,-0.00026852+0.00018775i,9.1708e-05+0.00038173i
-0.0021981-0.00050205i,-0.0011868-0.0013638i,-0.00056647-0.00042516i,-0.00088213+0.00075281i,-0.000697+0.0001548i,-0.00016529+0.00066796i,-2.9336e-05+0.0015217i,0.00029719+0.0012268i,0.0014321+0.00051921i,0.0024222+4.1815e-05i,0.0019075-0.0005173i,0.0010508-0.00041322i,0.0011978-0.00012842i,0.00063358+7.4411e-05i,-0.00022191-0.00024779i,-0.00055899-0.00053269i,-0.00051831-0.00047263i,-0.00033597-0.00079594i,-0.00044388-0.0004369i,0.00034224+0.00018235i,-5.1904e-05-0.00010793i,-0.00097001-0.00051609i,-5.6724e-05-0.00057633i
0.00070786+0.00014731i,0.00062234+0.00012376i,0.0013393+0.00026216i,0.0026524-0.00047158i,0.0025211-0.00023279i,0.00014112+6.0108e-05i,-0.00062678+0.00030081i,0.00077315+0.00047666i,0.0016604+0.00055677i,0.0010966-0.00049279i,0.00082211-0.0013225i,0.00035851-0.0011817i,0.00039091-0.0012175i,0.00025414-0.001197i,-0.00018058-0.00037599i,0.000104-7.6508e-06i,0.00039646-0.00050373i,0.000414-0.00081795i,0.00014767-0.00051464i,-0.00038002-0.00050924i,-0.00029775-0.00011564i,-0.00010175+0.00075905i,-0.00027055+0.00065109i
-0.00071199+0.0015062i,-0.00053298+0.00081558i,0.0001133-0.00010647i,0.00051941-0.0004729i,-0.00035157-0.00046972i,-0.00083878+0.00012343i,-0.00040243+0.0016919i,-7.7371e-05+0.0019114i,0.00079109+0.00066493i,0.0018772-0.00017129i,0.0017687-0.00031461i,0.00069545-0.0014214i,0.00022212-0.0017217i,0.00034299-0.00096633i,0.00019757-0.00070187i,0.00017403-0.00062981i,-0.00011291-0.00037817i,-0.00071298+0.00021491i,-0.00013947+0.00012942i,0.00092437-0.00026837i,0.00018104-0.00035857i,-0.00038711-0.00018619i,0.00022213+1.3686e-06i
-0.0017023+0.0027989i,-0.00080278+0.0032245i,0.0005678+0.0034569i,0.001266+0.0026473i,0.00072169+0.000845i,-9.5851e-05+0.00026406i,-0.00021952+0.00084329i,0.00011516+0.0011011i,0.00049906+0.00065191i,0.0014181-0.00057252i,0.001793-0.0011149i,0.0007804-0.0012721i,0.00060109-0.0016873i,0.00018638-0.0012384i,-0.00046416-0.00049619i,-0.0010717+0.00024341i,-0.0014343+0.00086963i,-0.0012008+0.00019412i,-0.001565-0.00021348i,-0.0011564-0.00035516i,0.00015496-0.00099532i,0.00048713-0.0011196i,0.00011742-0.00064672i
0.0018426+0.001461i,0.0026776+0.00056918i,0.0024782-0.00056537i,0.0023152-0.0021627i,0.0014666-0.0027176i,-6.1599e-05-0.00091633i,-0.00071924+0.00030278i,-0.00035242+0.00042452i,0.0014129-0.00018636i,0.0027205-0.0010925i,0.0024543-0.0016898i,0.00188-0.0014441i,0.0011819-0.0010517i,4.1566e-05-0.00086417i,-0.00088294-0.00055759i,-0.00089853-0.00028991i,-0.0010645-0.00040674i,-0.0010488-0.00054623i,-0.00029158+0.00039618i,0.00032783+0.00068846i,0.00054475-4.3726e-06i,0.00022503+6.6153e-05i,-0.0003448+6.9727e-05i
