-0.0047507-0.00055508i,-0.002901-0.0001321i,-0.0028663+0.0011309i,-0.0016046+0.0013205i,-0.00090654+0.0018024i,0.00036185+0.001409i,0.0018185+0.00079642i,0.0018033+0.00088604i,0.0016364+0.00092796i,0.0017365+0.00028776i,0.0015883-0.00017317i,0.0014525-0.00064519i,0.00019876-0.00092307i,-0.00048335-0.00043511i,-0.0004142+5.3336e-05i,-0.00025026-8.5449e-05i,0.00027385-0.00034089i,0.00041681-0.00036371i,0.00032861-0.0002864i,-0.00030205+0.00017696i,-0.00071245-0.00061808i,-5.3243e-05-0.0010762i,0.00073607-0.00040737i
-0.00065952+0.0011355i,-3.6405e-05+0.0015429i,0.0013877+0.0011134i,0.0010506+0.0012757i,-0.00040381+0.00097654i,-0.00011388-0.0001289i,0.00097451-0.00037673i,0.00068325-0.00056016i,0.00054405-0.00071589i,0.00054682-0.0010655i,0.0001947-0.001142i,-0.00050955-0.00028605i,-0.0011007-4.2845e-05i,-0.00069842-0.00036913i,-0.00045987-0.00035113i,-0.0012152-0.00015349i,-0.0011112+8.0558e-06i,0.00029573-0.00014831i,0.0013247-4.565e-05i,0.0011298+0.00069202i,0.00026904+0.0009737i,0.00028094+0.00061032i,0.00077858+0.00079933i
-0.0031396+0.00096595i,-0.0033414+0.0017436i,-0.002843+0.0024601i,-0.0011943+0.0020989i,0.00062307+0.0010379i,0.00031971+0.00012199i,-0.00092712-7.1201e-05i,-0.0013533+0.00029585i,-0.00096124+0.00095937i,0.00026529-0.00010774i,0.000415-0.00094881i,-0.00017173-0.00035613i,-0.00015645+0.00024909i,3.8323e-05+0.00090033i,-6.0175e-05+0.00090257i,-0.00048662+3.9332e-05i,-0.00039611-0.00040766i,-0.00059313-2.8163e-05i,-0.000458-0.00061109i,-2.2519e-05-0.00081885i,0.00024129-0.00015317i,0.00027206+0.00048236i,-0.00049092+0.00064452i
-0.0018443-0.00081918i,-4.0062e-05+0.00043979i,0.0010048+0.0010301i,0.001895+0.0012093i,0.0021817+0.0017727i,0.00096475+0.0012872i,-0.00037235+0.00064276i,-0.00043577+0.00058056i,0.00028698+0.00031994i,0.00057161-0.000283i,0.00058484-0.00070957i,0.00070895-0.00072312i,0.00084983-0.00062456i,0.00075686-0.00065452i,0.0011345-0.00030332i,0.00089782-0.00086309i,0.00069874-0.0011671i,0.0010804-0.00015514i,0.00067933+9.3655e-05i,-0.00012171-2.6647e-05i,-0.00025795-6.69e-05i,-4.9391e-05-0.00026379i,-0.00021751-0.0004162i
-0.0021431-0.0003203i,-0.0017436+9.9092e-05i,-0.0012594+0.0021487i,-0.00075671+0.0021062i,-5.8808e-05+0.00071258i,5.4619e-05+0.0003644i,-0.00057516+0.00014588i,-0.00087443-0.00021274i,-0.0011928+0.00021148i,-0.0012841+9.3537e-05i,-0.00022965-0.00015634i,0.00050014-0.00050783i,0.00045622-0.00057249i,-4.0296e-05+0.00029876i,0.00029652+0.0003666i,0.0010384-0.00057559i,0.00078274-0.00048299i,-2.1501e-05-0.00026271i,-0.00088681-0.0005534i,-0.0013835-0.00020076i,-0.00054781-7.8453e-05i,0.00039203-3.8109e-05i,0.00031694-0.00048053i
-0.0016204+0.0037892i,-0.00022185+0.003881i,0.0014196+0.0036434i,0.00071443+0.002376i,-0.00013195+0.0008405i,-0.00013405+0.00046688i,-0.00019345+0.0010096i,-0.00047253+0.0011346i,-0.00027415+0.00058189i,0.00032359-9.2414e-05i,4.4366e-05-0.00064659i,-0.00037695-0.00042341i,2.9193e-05-0.00032691i,0.00015075-0.00057927i,-0.00020082+5.228e-05i,-0.00026774+0.00013907i,4.9879e-05-0.00017371i,0.00041898-0.00025174i,0.00031273-0.00024917i,0.0003998-0.00039353i,0.0010482-0.00078177i,0.0012368-0.00074607i,0.00031228-0.001243i
-0.005218-0.00021651i,-0.0053605+0.00076888i,-0.0040826+0.0036462i,-0.0010473+0.0043135i,0.0014266+0.002502i,0.0017972-0.00024576i,0.00057024-0.0018338i,-1.586e-05-0.0018467i,1.9483e-05-0.0013643i,0.00026043-0.00076467i,0.00018327+0.00036273i,-7.4098e-07+0.00087242i,-0.00021254+0.00010484i,0.00029991-0.00089601i,0.00092617-0.00089812i,0.00072931-0.00077659i,-0.00039634-0.0007867i,-0.0002043-0.00045514i,0.00059817-0.00012938i,0.0007958-0.00059179i,0.00099868-0.0012924i,0.00052512-0.00074919i,0.00012328+0.00016571i
-0.0086362+0.005357i,-0.0071117+0.0037594i,-0.0023685+0.0062177i,0.002589+0.0069811i,0.004248+0.0055555i,0.0029663+0.0028128i,-0.0011175+0.0021327i,-0.0026417+0.0020838i,-0.00086585+0.0020047i,0.0015402+0.001405i,0.002457-5.6121e-05i,0.0016993-0.0017262i,0.0006939-0.0025226i,0.00096872-0.0012987i,0.0017664+8.4956e-05i,0.0013442+3.7877e-05i,0.00039861-0.00082419i,0.00047967-0.0005885i,0.0012117-0.00095332i,0.00088137-0.0011151i,0.00026102-0.00043288i,0.00011186-0.00078202i,-2.0049e-05-0.0010828i
0.0085591-0.0044865i,0.006072-0.0036795i,0.0028125-0.0066393i,-0.0015255-0.005924i,-0.0049659-0.0040371i,-0.0045437-0.0015531i,-0.0010186-0.00059903i,-2.2234e-05-0.0022639i,-0.00019507-0.0030417i,-0.0010409-0.002614i,-0.0023311-0.00093659i,-0.0025544+0.0010466i,-0.0018695+0.001332i,-0.00079388+0.00036565i,-0.00091187-0.00085653i,-0.001127-0.0010531i,-0.00046083-1.3893e-05i,-3.9189e-05+0.00029695i,-0.00034167+3.1079e-05i,-0.00067277+0.00061862i,-0.00040372+0.00071438i,-0.00068389+0.00044112i,-0.00034023+0.00086924i
0.0030453+0.00022015i,0.0026473+4.819e-05i,0.0010671-0.0022666i,-0.0015363-0.0033072i,-0.0028855-0.002022i,-0.0021001+9.2751e-05i,-0.00045497+0.00035549i,-0.00026673-0.0001343i,-0.00069514-0.00037504i,-0.00065564-0.00055989i,-0.0010996-0.00031534i,-0.0014477+0.00020897i,-0.0012963+0.00048139i,-0.0014432+0.00026014i,-0.00088601-0.00024898i,0.00014852-0.00043568i,0.00025265-0.00010539i,-0.00075531+0.00021354i,-0.0016478+0.0001392i,-0.0016179-1.1158e-05i,-0.00047196-0.00050757i,-0.00011251-0.00054392i,-0.0012325+5.5695e-05i
-0.00046008-0.0017019i,-0.00064925-0.0014103i,-0.00097917-0.0014774i,-0.0020948-1.3991e-05i,-0.0037114+0.00087079i,-0.0037759+0.0010984i,-0.0024028+0.00064757i,-0.0011942+0.00027037i,-0.0002801-0.00079758i,-0.00014941-0.0018889i,-0.00019586-0.0014827i,-0.00060821-0.00035173i,-0.0010194-3.909e-05i,-0.00094662-0.00072898i,-0.0011511-0.001009i,-0.00077836-0.00054497i,-0.00046434-0.00054171i,-0.00073847-0.00031005i,-0.00057196+0.00053886i,-0.00046191+0.0006533i,-0.00053127+0.00024253i,-7.2357e-05+0.00037742i,0.0002618+0.00036995i
0.00087171-0.00074779i,-0.00013818-0.0013691i,-0.0022098-0.0024849i,-0.0039738-0.0013491i,-0.0034599+0.00040491i,-0.0026514+0.0010389i,-0.0017456+0.00048043i,-0.00058153-0.0002324i,0.00013686-0.00078301i,-0.00027032-0.0013593i,-0.0010908-0.001378i,-0.0017838-0.00049636i,-0.0018604+0.0001509i,-0.00091376+0.00058274i,-0.00052511+0.0012713i,-0.00060939+0.00081465i,-0.00011948+0.00035292i,5.3424e-07+0.00042436i,-0.00029619+0.00029281i,-0.00010603+0.00017887i,2.0287e-05+0.00042819i,5.2026e-05+0.00098729i,0.0001142+0.00074932i
0.0020629-0.0030311i,0.0017988-0.0022524i,0.00033161-0.0019049i,-0.0006274-0.00098469i,-0.00086116-0.00028604i,-0.0004578+0.00063288i,-0.00053366+0.00046538i,-0.00067377+7.8937e-05i,-0.00077058+0.00035673i,-0.0012755+0.00037667i,-0.0012936+0.00036038i,-0.00077057+3.3974e-05i,-0.00045774-0.00040007i,-0.00063019+0.00067595i,-0.00054166+0.0018498i,8.5702e-05+0.0013138i,-9.0312e-05-2.228e-05i,-0.0005518+0.00020454i,-6.8139e-05+0.0008939i,0.00021822+0.00015036i,6.9265e-05-0.00027308i,-0.0001095+0.00071828i,5.2916e-05+0.0013032i
0.0022419+0.00065443i,0.0024705+0.0015872i,0.00037808-0.0010885i,-0.0013715-0.0026455i,-0.0021458-0.000921i,-0.0017703+0.00081205i,-0.00075165+0.0010596i,-0.0012293+0.00033087i,-0.0010227-0.00064194i,-0.00078717-0.0017933i,-0.0013914-0.0018072i,-0.0012425-0.00069334i,-0.00037296-0.00042825i,-6.7551e-05-0.0011933i,-0.00021578-0.00083906i,-0.00044964+0.00024648i,0.00026722+0.00086716i,0.0010156+0.00091912i,0.0009683+0.00045973i,0.0013455-8.5594e-05i,0.00087362-0.00059872i,0.00019908-0.00014353i,0.00028575+0.00024044i
0.00041803-0.0007217i,0.00033877-0.00015649i,-0.00051182+0.001142i,-0.00081383+0.0023687i,-0.00090535+0.0018403i,-0.0011965+0.0010594i,-0.00060953+0.0013495i,0.00022452+0.0011989i,-6.2858e-05-6.4805e-05i,-0.00046655-0.00044073i,-0.00085304+0.00027348i,-0.00034833+0.00027389i,0.00019939+0.00014835i,-0.00013937+0.00088671i,-0.00030718+0.00051673i,-0.00029909-0.00079356i,-0.00068307-0.00036448i,-0.00085234-7.3981e-05i,-0.00029163-0.00095036i,0.00022239-0.00078848i,-0.00041817+0.0002232i,-0.001349+0.00042931i,-0.0003301+0.00011029i
-0.0027862-0.00074978i,-0.0019204-0.00081118i,-0.0022255+0.00016143i,-0.002161+0.00074086i,-0.00079103+0.0010556i,-0.000386+0.0011056i,-0.0012121+0.0011609i,-0.0010522+0.00035356i,-0.00029978+9.4019e-05i,-0.00030047+0.00083986i,-0.00026834+0.0005744i,7.8577e-05-0.00027472i,-0.00027423+0.00021055i,-0.00020029+0.0006799i,0.00031945+0.00031179i,6.4705e-05+0.00037641i,5.4463e-05+0.0004787i,-0.00034349+0.00066964i,-0.00015506+0.00015589i,-1.026e-05-0.00041294i,-0.00046696-0.00020291i,-0.00055977-1.4745e-05i,-0.00038342-0.00012062i
0.0025575+0.00046127i,0.0033713-0.00027283i,0.0035344-0.00064276i,0.0016041-0.00072828i,0.00041421-0.00070906i,-0.00046644-0.0005658i,-0.00029148-6.6847e-05i,0.00042277+0.0004579i,0.0010147-0.00019396i,0.0010732-0.0010942i,-0.00040249-0.000582i,-0.0019746-0.00013571i,-0.0015061-0.00070895i,-0.00073504-0.0011831i,-0.0002427-0.0004536i,-0.00060131+0.00058535i,-0.0006319+0.00055757i,0.00026698+9.0877e-05i,0.00097689+8.2697e-05i,0.00075125+0.00064576i,-0.00039981+0.00053828i,-0.00079125+0.00018817i,-0.00039404-0.000472i
-0.00035037+0.0013679i,-0.00055932+0.00074892i,-0.001586-0.00082158i,-0.0022786-0.00086458i,-0.0017799+0.00019162i,-0.00087792+0.00065152i,-0.00029623-0.00048005i,-0.00014309-0.0014837i,-0.00040487-0.0013478i,-0.00098098-0.00045186i,-0.0014777+1.9089e-05i,-0.001022-0.00016973i,-0.00041587-0.00042544i,-0.00050681-0.00028664i,-0.00084118-1.3746e-05i,-0.00062387-0.00032883i,0.00032435-0.0003059i,0.0012683-0.00023024i,0.00087965+0.00040899i,-0.00053805+0.00075024i,-0.00095074+0.00046834i,-0.0008479+0.00016324i,-0.00087988-2.625e-05i
0.0015541+0.00016709i,0.00084746+0.001045i,0.00071455+0.00058947i,0.0010663-0.00020326i,8.5087e-05-0.00074749i,-0.0013398-0.0015672i,-0.00080957-0.0021468i,-0.00029153-0.001266i,-0.00028968-8.3027e-05i,1.9274e-05-0.00032546i,-0.00032385-0.00034494i,-0.00049527-0.00032516i,3.2424e-05-0.00061516i,0.00023115-4.6525e-05i,-0.00032748-0.00028993i,-0.0005326-0.00037201i,-1.3618e-05+0.00015907i,0.00025178-9.723e-05i,0.00048005+0.00028244i,0.00048551+0.00072111i,0.00013792+0.00023686i,-0.00041279+0.00055858i,0.00017749+0.00057986i
0.00051076-0.00025058i,0.00015747-0.00065382i,0.00056503-0.0021359i,0.00022779-0.0024644i,-0.00031288-0.0012404i,-0.00052378-0.00025831i,-0.00092492+5.4785e-05i,-0.00085955+9.1596e-05i,-0.00027129-0.00020034i,0.00036102-0.0006889i,9.426e-05-0.00091008i,-0.00025258-0.00025141i,-0.00049713+0.00010189i,-4.6814e-05-3.5092e-06i,0.00015337+0.00018472i,-0.00016477+0.00017283i,0.00050595-3.3278e-05i,0.0010681+0.00033932i,-1.7229e-05+0.00062051i,-0.00074719+0.00028073i,-0.00026418-0.00050569i,1.3957e-05-0.0008044i,0.00068219-8.0279e-05i
0.0011711+0.00097819i,0.0015613+0.0015793i,0.0011997+0.0021904i,0.0003582+0.0024044i,-0.00058876+0.0020393i,-0.0007195+0.0012107i,4.716e-05+0.00041776i,0.00033672-0.0004234i,-0.00011706-0.0010773i,-6.6929e-05-0.0011811i,-0.00024565-0.0013216i,-0.0007629-0.00078722i,-0.00046555-0.00013442i,0.00014712+0.00031902i,5.1722e-05+0.00023544i,9.9713e-05-0.00054619i,-3.6267e-05-0.00049502i,-0.00010931+0.00012367i,-0.00014908+0.00032483i,0.00026249+0.00082611i,0.0013812+0.00064959i,0.0013692-0.00035896i,0.00081485-0.0008335i
0.00084875-0.0010443i,6.3839e-05-0.0012367i,-0.0014727-0.0022216i,-0.002239-0.0022372i,-0.0018253-0.00063164i,-0.0017022+0.0005937i,-0.0014195+0.00060138i,-0.00075244+0.00010686i,-0.00031571-0.00040606i,-9.8345e-05-0.00028343i,2.4294e-05-5.7792e-05i,-0.00032012-0.0010323i,-0.00075166-0.0011193i,0.00017043-0.0001693i,0.00033111+0.00037307i,-0.00065686+0.00042798i,-0.00064473+0.00019503i,-0.00019238-0.00011947i,-7.1265e-05-5.3702e-05i,-0.00026538+0.00025874i,0.00015451-5.5159e-05i,0.00060978-0.00038817i,0.00025837-4.9756e-05i
-0.0010953-2.755e-05i,-0.0016442+0.0013916i,-0.00052801+0.0018761i,0.00072284+0.0016877i,0.00079265+0.0010603i,0.00067066+0.0008605i,0.0010225-2.7353e-05i,0.00057984-0.0002987i,-0.00073508-0.0002605i,-0.00052379-0.00055282i,4.9151e-05-0.00061738i,8.14e-05-0.00059093i,0.00046316-0.00050415i,0.00079743-0.00036885i,0.0008025-0.00083961i,0.00016169-0.00072976i,-0.00066257-0.00027107i,-0.00024948-8.6138e-06i,0.00046387+0.00058972i,0.00017096+0.0007688i,-0.00045037+0.0004121i,-0.00057231-0.00019254i,-0.00033714-0.0010264i
-0.0025456-0.0014458i,-0.0030936-0.001413i,-0.0030743-0.00067695i,-0.0021969+0.0010385i,-0.0012079+0.0015948i,-0.00018865+0.00076858i,-0.0003704+0.00029086i,-0.00032249+0.00062025i,-0.00024844+0.00062621i,-0.00079086-1.4117e-06i,-0.0010848-0.00051741i,-0.0010196-0.00068818i,-0.00061773-0.00053316i,-7.5594e-05+0.00011683i,0.00020691+8.892e-05i,0.00060184-0.00083866i,0.00069418-0.001142i,8.9657e-05-0.0005109i,-0.00016868-0.00013604i,0.00046817-0.00023108i,0.00089449+4.5351e-05i,0.0005954+0.00025827i,0.00011388-0.0003132i
0.0026502+0.0010571i,0.0032861+0.0016636i,0.0022742+0.0016904i,0.00055735+0.0023724i,-0.00036622+0.0021059i,-0.0007066+0.00086751i,-0.00056663+0.00070147i,-0.00046991+0.001264i,-7.0471e-05+0.0010932i,0.00064674+3.9795e-05i,0.00072282-0.00028358i,9.9573e-05-1.0606e-06i,-0.00026538-0.00049037i,8.509e-06-0.00067965i,-0.00091672+0.00011273i,-0.0017771+5.9042e-05i,-0.00035882-0.00054834i,0.00013774-0.00070492i,3.1915e-05-0.00028487i,-0.00045043-0.00014047i,-0.00073984-3.4816e-05i,-0.00040355-4.3631e-05i,-0.00015465-0.00075931i
0.0016523+0.00010882i,0.00074514-0.0015654i,-0.00042445-0.0032971i,0.00013861-0.0026873i,0.00079886-0.0011813i,-0.0002445-0.00063895i,-0.0010415-0.00059294i,-0.00042214-0.00020519i,-0.00015617+0.00017064i,-0.00075785+4.6884e-05i,-0.00030706-0.00024676i,0.00054675-0.00044804i,0.00069114-0.00039724i,0.00083466-0.00061893i,0.00087286-0.00066271i,-0.00019834-0.00021275i,-0.001156+0.00014008i,-0.00086541+0.00060553i,-0.00091589+0.0010987i,-0.00040881+0.0010597i,0.00070427-6.4004e-05i,0.0003188-0.00034471i,-0.00044791+0.00020614i
-0.00011099-0.0002403i,-0.00095979+0.00011581i,-0.0022333+0.00048709i,-0.0022743+0.0014279i,-0.0017143+0.0014011i,-0.0015711+0.00081991i,-0.0018718+0.00044983i,-0.0010241+0.00011396i,0.00018822-2.4104e-05i,0.00030877+6.7181e-05i,-0.00038054-0.00024477i,-0.0011536-0.00089255i,-0.00053966-0.0010131i,5.4725e-05-0.00011571i,-4.1598e-05+0.00042622i,0.00058916-0.00035719i,0.00090508-0.00043847i,0.00070643-0.00033568i,0.00067482-0.00043082i,-6.8333e-05-0.0001082i,-0.00025818-1.9613e-05i,0.00077462-0.00013865i,0.00089042+0.00061279i
0.00045301-0.0012307i,0.00039009-0.0027043i,6.6327e-05-0.0043288i,-0.00060058-0.0038523i,-0.00069885-0.0016341i,-0.0002898+6.0902e-05i,-0.00076189+1.4358e-07i,-0.00079334-0.00032333i,0.00039496+3.9978e-05i,0.00048927-0.00022197i,-0.00025757-0.00058508i,-0.0003866-0.0002399i,-0.00046951-2.2523e-05i,-0.00014342-0.00075053i,2.0369e-05-0.0005877i,-0.00031624+2.9769e-05i,0.0003283-0.00011406i,0.0009547-3.2917e-06i,-0.0001197+0.00026146i,-0.0007986+0.00034002i,-0.00046089+0.0005842i,-0.00049013+0.00027236i,-0.00012433+0.00040054i
0.0011576+0.0002197i,0.00094498+0.0011862i,0.00085304+0.0016625i,0.0010457+0.0017298i,0.00044566+0.0012194i,-9.9567e-05+0.00054494i,5.4389e-05+0.00035076i,-0.00049012+0.00050036i,-0.0010708+0.00027432i,-0.00066492+3.6576e-05i,-0.00032201+0.00028862i,5.9521e-06+0.00074252i,0.00079485+0.00013942i,0.00076788-8.6348e-06i,0.00026932+0.00047711i,-0.00033254+0.00071595i,-0.00046864-0.00014674i,0.00013609-0.00034001i,-4.3956e-06-8.2696e-05i,-3.3949e-05-0.00013251i,-1.3368e-05+0.00014916i,-0.00044205+0.00040386i,-0.00058842+0.00053222i
-0.00043502-6.5045e-05i,-0.00074423+0.00080574i,-0.00084103+3.7213e-05i,-0.00048814+0.00042996i,-0.0010557+0.00090382i,-0.0011986-0.00029999i,-0.00080601-0.00078925i,-0.00063138-0.00028255i,0.00049427-0.00024021i,0.0011618-0.00040322i,-2.9286e-05+0.00011628i,-0.00039556+0.00043943i,0.00030243-0.00072635i,0.00044199-0.0007295i,-8.2175e-05+0.00047942i,-0.0010779+0.00078582i,-0.0014269+6.0471e-05i,-0.00055249-0.00065802i,-0.00057995-0.00047618i,-0.00080182-0.00022163i,-1.5406e-05-0.00075352i,0.00024948-0.00062007i,-0.00048356-0.00093094i
-7.1333e-05-6.7697e-05i,-0.00092368-4.8284e-06i,-0.00098666+0.00043625i,-0.00023764+0.0016898i,-0.00033667+0.0018786i,-0.00043802+0.00012622i,-0.00034547-0.00070173i,0.00056969-0.00056903i,0.0011319-0.00028616i,2.5082e-05-0.00051936i,-0.00063619-0.00095156i,-0.0007647-0.001142i,-0.00016151-0.00048972i,0.00021847+0.00013908i,-3.0257e-05+5.4053e-05i,-0.0001393+0.00037915i,-0.00064157+0.00076207i,-0.00077403+0.00033254i,-0.00031689-0.00023735i,-0.00041991+0.00012977i,-0.00020211+1.771e-05i,3.4672e-05+0.00018915i,-0.00041665+0.00051185i
-0.0003633-0.00088846i,0.00045079-0.0022626i,-0.00028275-0.0014563i,-0.00028419+7.5658e-05i,0.00022389+0.00086158i,0.00050989+0.00042171i,2.8394e-05-0.00021093i,-0.00029401+0.00013133i,0.00045991+0.00033426i,0.0011174-0.00052354i,0.00064492-0.00083213i,0.00012729-0.00066168i,8.7241e-05+0.00031832i,0.00034288+0.0010272i,0.00024973+0.00077946i,-3.3324e-05+0.00088379i,0.00022335+0.0010706i,0.00027405+0.00047593i,-0.00049864-0.00030239i,-0.00073259-0.00049452i,0.00013681+9.7813e-05i,-0.00029157+0.00066842i,-0.00087747+0.00051533i
0.00015548-0.00033025i,0.0004321-0.00011376i,-0.00098459+0.00034625i,-0.0019514+0.0016417i,-0.001326+0.0015619i,-0.00024858+0.00054131i,-1.8345e-05-3.1945e-05i,-0.00013564+0.00020323i,0.00020342+0.00080643i,0.00037619+0.00035312i,0.00017037-0.00043353i,-0.00035599-0.00051795i,-2.1413e-05+4.4642e-05i,0.00031369+0.00087506i,0.00051685+0.00067205i,0.00059014+0.00018823i,0.00026011+3.8856e-05i,-0.0001022+0.00069816i,-0.00049144+0.00098295i,-0.00054952+0.00018482i,-0.00075676+4.963e-05i,-0.0007832+0.00059983i,-0.00014006+0.00057952i
3.3224e-05+0.0019877i,-0.00061098+0.0022343i,0.00038924+0.0016104i,2.1498e-05+0.00033513i,-0.00070318-0.00102i,-0.00043606-0.00059503i,0.00015997-0.00027711i,0.00026024+0.00029853i,0.00049064+0.00052815i,0.00024491-0.00051697i,0.00015043-0.00099311i,0.00013393-0.00024547i,-0.00010669-0.00024689i,-0.00045239-0.00046724i,-0.00024518-0.00040684i,-0.00041387-0.00045334i,-0.00044702+1.6936e-05i,0.00025377+0.00040405i,-0.00029552+0.00081493i,-0.001199+0.00041015i,-0.00050342+0.00011094i,0.00055343-0.00010513i,0.00089872-0.0005356i
-1.8301e-05-0.0005298i,-0.00062655-0.0014611i,-0.0011312-0.0019723i,-0.00066853-0.00097041i,-0.00052062+0.00037747i,-0.0010585+0.00045932i,-0.0013358-0.00017666i,-0.00052105-0.0005657i,-0.00028775-0.0012467i,-0.00074541-0.0014623i,-0.00049348-0.00068629i,-0.00020596+0.00016274i,1.9098e-05+0.00064839i,-7.3476e-06+0.00092794i,-0.00047105+0.0008959i,-0.00063324+0.00030427i,0.00025641+0.00013006i,0.00042591+0.00038468i,-5.9292e-05+0.00053722i,-0.00061898+0.00039724i,-0.00096067+0.00056155i,-0.00046782+0.00066044i,4.3122e-05+0.00011428i
0.00032705-0.00095248i,0.00022495-0.0003136i,-0.0001706+0.00038188i,-0.00095822+0.00072647i,-0.00062179+0.00057918i,-0.00011731+0.00062786i,-0.00011009+0.00071493i,8.0896e-05+9.9415e-05i,-0.00018787-0.00072707i,-0.0002821-0.00095645i,6.4847e-05-0.00096133i,0.00027563-0.00051934i,-0.00017567+0.00047545i,-0.00072305+0.00066734i,-0.00078432-0.00022397i,-0.00072113-0.00025792i,-0.00044376+0.0003972i,0.00032313+0.00036561i,0.00011752+9.8144e-05i,-8.1212e-05+0.00027964i,6.0993e-05-3.9155e-05i,0.00018012-0.00015849i,0.00016754+0.00014865i
0.00071756+0.00038887i,0.0020391-0.0013996i,0.001994-0.0017242i,0.00017584-0.0014639i,-0.0008778-0.00049197i,-0.00061533-9.1246e-05i,-0.00031344-0.00037698i,0.00022567-0.00044285i,1.6878e-06-0.00034873i,-0.00025908+0.00030574i,-0.00040369+0.00047547i,-0.0010263+5.397e-05i,-0.00093085-0.00030984i,-0.0001854-0.00052273i,0.00067779-0.00056856i,0.00089079-0.0002342i,0.00049528+0.00035792i,0.00023528-7.1056e-05i,-5.6651e-05-0.00059688i,-0.00054295-0.0007867i,-0.00033868-0.00055162i,6.4299e-05-0.00046527i,0.00046016-0.00020072i
-0.00064533+0.0012047i,-0.00064384+0.0025408i,-0.00080983+0.0027096i,-0.00075665+0.0022485i,-0.00053941+0.0010331i,-0.0002809+0.0011725i,-0.00047409+0.0016949i,-0.00079619+0.00082503i,-0.00012415-0.0001188i,0.00083396-0.00090575i,0.00095077-0.00078642i,0.00039486-0.00069882i,0.00057403-4.9299e-05i,0.00062838+0.00065819i,0.00018309+0.00053012i,0.00019116+0.00041233i,0.00075313+0.00052663i,0.0014423+7.8281e-05i,0.00045757-0.00045702i,0.00012963-0.0002285i,0.00071241+0.00021254i,0.00057894+5.18e-05i,0.00022268+0.00029854i
0.0015267-0.00010025i,0.0016748-0.00054277i,0.0015679-0.0006597i,0.00082048-0.00090777i,-0.00040614-0.00067648i,-0.00091535-0.00050977i,-0.00030813-0.00028604i,0.00043903+4.3188e-05i,0.00043397+0.00017575i,7.0467e-05-0.00092049i,-0.00032129-0.00095641i,-0.00047697-0.00020789i,-0.00031923+0.00023094i,-0.00031827+0.00022672i,-0.00023506-0.00064448i,-0.00034274-0.00071744i,-0.00021919-0.00059352i,-0.00016006-0.00093001i,-0.00031241-0.00087192i,9.5826e-05-0.00063218i,0.00026412-0.00012072i,-0.00021912-0.00025932i,-0.00014003-0.0004392i
0.0044423+0.00058679i,0.002238-0.0013815i,0.0010565-0.0033387i,0.00054453-0.0025762i,0.00018555-0.0017141i,9.6987e-05-0.0014173i,0.00051866-0.00068918i,0.00046451-0.00053442i,0.00028056-0.0015023i,-0.00073124-0.0020642i,-0.0018401-0.0016242i,-0.0015238-0.0012458i,-0.000743-0.00056923i,-0.00048316+0.00065893i,-0.00076069+0.00010976i,-0.0011064-0.00067511i,-0.00047441-5.0459e-05i,-0.00050447+0.00052793i,-0.00069581-6.7412e-06i,-0.00019348-0.00028449i,0.00016658+0.0001033i,0.00022737-0.00016876i,0.00033846-0.00048695i
-0.001001+0.0007065i,0.00037522+0.00048947i,0.00093325+1.9626e-05i,0.00034581-0.00038129i,-0.00045357+0.00013889i,-0.0010473+0.0005633i,-0.0017423-0.00040209i,-0.0022471-0.00016448i,-0.0019266+0.00075138i,-0.0015046+0.00034103i,-0.0012618-0.00062244i,-0.0007205-0.00051457i,-7.806e-05-0.0006485i,0.0007036-0.00057352i,0.00028159-4.7983e-05i,-0.00042773+5.8661e-06i,0.00022733+3.0969e-05i,0.00076372+0.00035457i,1.9526e-07+0.00065425i,-0.00019781+0.00059526i,0.00018489+0.00064597i,0.00030475+0.0006063i,9.1662e-05-5.6103e-06i
0.00079681-0.00023881i,0.00022441-0.0001208i,0.00075742+7.9769e-05i,0.00039721+0.00042296i,-0.00098586+0.0010349i,-0.0010014+0.00095554i,-0.00068403+0.00024335i,-0.00063421+0.00025865i,-0.00056845-1.0813e-05i,-0.00076538-0.00084002i,-0.00064434-0.00069794i,-0.00035948+0.00017424i,-0.00082073+0.00050332i,-0.0010147-0.00022838i,-0.00069238-0.00015124i,8.3096e-05+0.00023797i,0.00031576+0.00037288i,0.00038543+0.00041259i,0.00045049-0.0002608i,7.155e-05-0.00066024i,-0.00018342-0.00045847i,-0.00055871-0.00029374i,-0.00051608-0.00027287i
-0.0015118+0.001339i,-0.0016235+0.0011718i,-0.002016+0.0006549i,-0.0020855+0.00019463i,-0.00086277+0.00061592i,0.00011938+0.00026236i,0.00036274+0.00063753i,8.8668e-05+0.00083053i,-0.00024033+0.00066775i,0.00019223+0.00094281i,0.00035056+0.0012515i,-0.00016786+0.00072017i,-0.00011382-0.00010781i,0.00013025-0.00010349i,0.00068199-0.000163i,0.00060128-0.0005435i,0.00027885-0.00069902i,-8.792e-05-0.00044118i,0.00011631-0.00042413i,0.00023747-0.00053773i,-1.6836e-05-0.00039921i,0.00032007+0.00018944i,0.00055045+0.0002494i
