-0.00027181-0.0028781i,-0.0010589-0.0028905i,-0.0021333-0.0018843i,-0.00080254-0.00022276i,0.00026838+0.0017676i,0.00015593+0.0037284i,0.0008375+0.0034169i,0.0012281+0.0019046i,0.0010415+0.0004834i,0.0012827-0.0011065i,0.0011558-0.0011063i,0.00017678-0.00044776i,-0.00028042-0.00059338i,0.00025825-0.00040274i,-2.2606e-05+2.9466e-05i,-2.7804e-05+0.00028528i,0.00019247+8.3282e-05i,-9.844e-07-0.00048562i,-0.00058342-0.00034096i,-0.00060228-0.00045573i,0.0002206-0.00087457i,-4.6873e-05-0.00038666i,0.00020599+8.8175e-05i
-0.0051847-0.00088554i,-0.0060436-0.0017767i,-0.0037683-0.0008678i,-0.00018206+0.00082398i,0.0021662+0.00094506i,0.0027337-7.9213e-05i,0.00189-0.00050723i,0.00058655+0.00041948i,0.00036025+0.00081742i,-0.00010354+0.00097389i,-0.00087641+0.0015124i,-0.0006182+0.00074222i,0.00019052-0.00012177i,0.00090166-0.00043749i,0.00083142-0.0007658i,-0.00021229-0.00046463i,-0.00037504-8.702e-05i,0.00047987-0.00010632i,-2.8491e-05+0.00011277i,-0.00096249-0.00086194i,-0.00016845-0.0015279i,0.0014276-0.00086032i,0.0015153-0.00074951i
0.00056898-0.0044359i,-0.00013478-0.0045353i,-0.00037535-0.0038076i,0.0014148-0.0023957i,0.0027361-0.0017751i,0.0030577-0.00080541i,0.0027306-0.00079952i,0.001287-0.00058863i,-0.00053414+0.00032085i,-0.00094459+8.4188e-05i,-0.00063024-8.7941e-05i,-0.00026293+5.5048e-05i,-0.00015603+0.00045911i,-0.00052541+0.00023176i,5.1955e-05-8.1566e-06i,0.0010148+0.00037058i,0.00028116+0.00035057i,-0.00038883+0.00019723i,-0.00021277-0.00011856i,5.6406e-05-0.00084276i,0.00080136-0.0002897i,0.0013024+0.00057356i,0.00078282+7.5829e-05i
0.00086988-7.101e-05i,0.0004803-9.4887e-05i,-0.00044793+0.00056229i,2.0476e-06+0.0012987i,2.0372e-06+0.0017438i,-0.00050536+0.0018353i,6.4532e-05+0.001345i,0.00081354+0.00087161i,0.00077194+0.0002235i,0.00049025-0.00049196i,-0.00070939-0.00067439i,-0.0014263-0.00027663i,-0.00053476-0.00035953i,-0.00057763-0.00066238i,-0.0010246-0.0010315i,-0.0007292-0.00073054i,-0.0008039-0.0002634i,-0.0009624+6.5979e-05i,-0.0015791+9.6017e-05i,-0.0015032-2.9341e-05i,-2.9391e-07-0.00053606i,0.00037101-0.00089712i,0.00043629+6.4839e-05i
-0.0037472-0.0038218i,-0.0024821-0.0029052i,-0.00053736-0.001413i,0.00098274-0.0018526i,0.0022791-0.0023493i,0.0025869-0.0016111i,0.0019803-0.0020321i,0.00033617-0.0017736i,-0.00036007-0.00068902i,5.8e-05-0.0002343i,-0.00049761-0.00015112i,-0.00096842-0.00047263i,-0.00032237-0.00047948i,0.00055175+0.00015907i,0.00030161-0.00010069i,-8.554e-05-0.00012056i,0.0002075+3.8355e-05i,-0.00020833-0.00022391i,-0.00074489-0.0011992i,-0.00039256-0.00090001i,-0.00022381+0.00018901i,1.3696e-05+0.00032398i,0.00038063-0.00022244i
-0.0012927-0.001987i,0.00013602-0.00013452i,0.0022457+0.002398i,0.0031631+0.0025133i,0.0029518+0.0017304i,0.0035459+0.0011134i,0.0028973+0.00076789i,0.0012113+0.0005469i,0.00015139+0.00014258i,3.5768e-05-0.00029917i,-7.544e-05-0.0004362i,9.6431e-05+0.00010879i,0.00022815+0.00027839i,0.00027514-0.00046677i,0.00052655-0.00072606i,0.00040993-0.00023085i,0.00065898+0.00055579i,0.00017401+0.00093995i,8.4041e-05+0.00019561i,-0.00018327-0.00033023i,-0.00093522-0.00047612i,-0.0010628-0.00020289i,-0.00063623-0.00022639i
0.00015495+0.0028911i,-0.00071518+0.00322i,-0.00058869+0.0033865i,0.00054506+0.0010915i,0.0012108-0.0011869i,0.0017801-0.0019071i,0.0012258-0.0017036i,0.00017953-0.00043511i,-0.0003708+0.00031596i,-0.00034648+3.9905e-06i,-5.3858e-05-0.00012626i,5.492e-05+0.00029167i,-0.00024268-0.00011692i,-0.00038773-0.0011834i,3.7146e-05-0.0014853i,0.00043785-0.001192i,0.0008082-7.9071e-05i,0.00061993+0.0005006i,0.00016045+0.00021423i,-0.00016406+0.00013785i,-0.00050327+0.00010081i,-0.00054244-0.0001855i,-0.00015503-0.00018249i
-0.0021428-0.0026366i,-0.0034966-0.0013959i,-0.0029685+0.0002644i,0.00017823+0.0017812i,0.0017467+0.0012123i,0.0015635-0.0012411i,0.0013494-0.0019128i,0.00074927-0.00040402i,0.00069291+7.0906e-05i,0.0013775-0.00062923i,0.0011235-0.00045668i,0.00016302-0.00018684i,-0.00070728-0.00048051i,-0.00054665-0.00062464i,0.00030234-0.00049502i,0.00027079-0.00036929i,-0.00019927-0.00012648i,-0.00060106-5.6981e-05i,-0.0014454-0.00034405i,-0.001401-0.00056386i,-0.00066802-0.00029932i,-0.00064378+0.00019253i,-0.00047475-0.00063251i
0.00017176+0.0017501i,0.00030206-1.3244e-05i,0.0021803-0.0017528i,0.0029367-0.0028079i,0.002723-0.0026549i,0.0025167-0.0015626i,0.0012613-0.0014048i,0.00028583-0.0012092i,-1.1525e-05-0.00018369i,0.00026712+8.2966e-06i,0.0010741-0.00029135i,0.00094637-0.00069384i,-0.00062382-0.0017948i,-0.0016385-0.0012698i,-0.0014171-0.00048499i,-0.0012295-0.00073244i,-0.0007555-0.00030464i,-0.0011234-7.5797e-05i,-0.0013735-3.8683e-05i,-0.0006599+0.00043742i,-0.0001179+0.00015916i,-0.00046069+0.00016817i,-0.00055559-0.00012121i
-0.00089575+0.00071816i,-0.00057411-0.00031212i,0.00056142+3.8597e-05i,0.00061268+0.00014097i,0.00069318-0.00075858i,0.0010116-0.0011025i,0.00040986-0.00054441i,-0.00023793-0.0002166i,-0.0001487-0.00029892i,-0.0003827-9.8605e-05i,0.0001435+0.00018946i,0.00071375-0.0005222i,0.00014755-0.0010971i,-0.00061962-0.00077609i,-0.00058056-0.00044823i,-0.00040409-0.00048894i,-0.00039323-0.00046469i,-0.00017471-0.00017734i,0.00078782-0.00048563i,0.00096041-0.00079222i,0.00018941-0.00033185i,0.00019857-0.00015314i,2.3429e-05-8.173e-05i
-0.0001162-0.003166i,0.0017502-0.002712i,0.0016296-0.0024935i,0.00090778-0.0022697i,0.0013436-0.0014845i,0.002275-0.00063464i,0.0021282-0.001065i,0.00039098-0.0013874i,-0.00054451-0.00014342i,6.308e-05+0.0004571i,0.00065741-1.8096e-05i,0.00089899-6.3527e-05i,0.000803+0.00038778i,0.0004415+0.0005104i,0.00028685+0.00035996i,0.00064896-0.0001445i,0.00063831-0.00030262i,0.00033242+0.00019113i,0.00016892+8.3017e-05i,-0.00041168-0.00046769i,-0.00020534-5.4139e-05i,0.00048838-0.00029224i,0.0011114-0.00087638i
-0.0019247-0.0022419i,-0.0031032-0.0020179i,-0.0018629-0.00024821i,0.00026296+0.0011206i,0.00077569+0.001463i,0.0005168+0.00031846i,0.00048431-0.00089395i,0.00020643-0.00050681i,-0.00021728+0.00025149i,-0.0003379+0.00017228i,-9.0653e-05-0.00011834i,0.00063271-0.00017322i,0.00089873-0.00085163i,0.000787-0.0012515i,0.00057477-0.00076614i,9.8509e-05-0.0010622i,0.00033459-0.00068469i,0.00069243+0.00041548i,0.00045819+0.00011906i,-0.00040673-0.00067144i,-0.00040147-0.00093884i,0.00061481-0.0010473i,0.0010062-0.00048745i
0.0012857+0.00036258i,0.00069119+0.001198i,0.00039118+0.00072991i,0.00031138-0.00069992i,0.00020369-0.00090244i,0.0003728+0.00020021i,0.00077762+0.00035834i,0.00096241+0.00031331i,0.00073133-0.00011393i,0.00064063-0.00070463i,0.0003007-0.00048626i,0.00012096-0.00013585i,0.00044613+0.00043221i,0.00023302+0.00044448i,-0.0003292+0.00024348i,1.332e-05+0.00035376i,0.00046245+0.00057401i,0.00033315+0.00069231i,1.474e-05+0.0004955i,4.5135e-05+0.00016679i,-0.00023441-0.00032494i,-0.00041409-0.00076743i,0.00052323-0.0010878i
-0.0020703-0.0034311i,-0.0032651-0.0037861i,-0.0026149-0.0022069i,-0.00063518-0.00080743i,0.00074116+0.0005514i,0.0017655+0.00093781i,0.0013533-5.5714e-05i,0.00043967+1.2065e-05i,0.00044857+0.00010144i,-6.5486e-05-0.00043102i,0.00029223-0.0008517i,0.00048748-0.00095038i,0.00017311-0.00051734i,0.00030385-0.00013931i,0.00012299+0.00019248i,0.00027943+0.00012037i,0.00070677-0.00048792i,0.00093094-0.00064887i,0.00060737-0.00013338i,-9.0366e-05+0.00031156i,-0.00046054+0.00017215i,-9.6577e-05-0.00028252i,-0.00014098-0.00054053i
0.00076852+0.00052876i,0.000809-0.00035892i,0.001399-0.00060311i,0.0017436-0.0012648i,0.0021863-0.00096028i,0.0029881+0.00047397i,0.003008+0.0009149i,0.00068689-0.00012337i,-0.0010223-0.0003709i,-0.0001558+0.00014078i,0.0011089-0.00082038i,0.0011084-0.0013557i,-1.1752e-05-0.00092279i,-0.00032093-0.00040597i,0.00022549-0.00036397i,0.00022666-0.001074i,0.00019623-0.001102i,-8.6705e-05-0.00091524i,-0.00054188-0.0013098i,-0.00028311-0.0011894i,0.00021647-0.00085548i,0.00092248-0.00031871i,0.0006946-2.0434e-05i
-0.0025629+0.001411i,-0.0019594+0.0027769i,-4.6675e-05+0.0029271i,0.00075222+0.0011404i,0.0004507+0.00010709i,6.2513e-05-7.2662e-05i,0.00016255+2.1521e-05i,0.00035695+0.00021017i,0.00021489+0.00034669i,0.00010103-0.0001754i,0.00036493-0.00053162i,8.2497e-05-0.00013049i,-0.00055517-0.00041684i,-0.00051714-0.0011793i,-0.00046879-0.0013201i,-0.00051427-0.0010274i,-0.00035829-0.00030967i,-0.00053225-0.00012771i,-0.0011375+5.9267e-05i,-0.0010389+0.00053894i,-0.00034636+0.00053159i,-8.7928e-06+0.0004847i,3.3921e-05+0.00054517i
-0.00057162-0.0034442i,0.00023356-0.0036407i,0.0016179-0.0012097i,0.003228-0.00039836i,0.0040666-0.0011368i,0.0038779-0.00075291i,0.0017721-0.00061602i,0.00032363-0.00057889i,0.000558-0.00061281i,0.0013208-0.001035i,0.0013257-0.00020497i,0.00070039+0.00076379i,0.00011593+0.00089006i,0.00066174+0.00071691i,0.00072857+0.00038656i,5.4483e-05-0.00014956i,6.0521e-07+9.8781e-05i,0.00013987+0.00029749i,-0.00023916-0.00018604i,-0.00064397-0.00028195i,-0.00064781-0.00055579i,0.00012802-0.00034029i,0.00027529+0.00022174i
0.001775-0.0031383i,0.00098176-0.00072686i,-0.0016088+1.7186e-05i,-0.0024617+0.00080296i,-0.0018594+0.0018273i,-9.2201e-05+0.0023863i,0.0013211+0.0020847i,0.0016703+0.00091424i,0.0015923+0.00067078i,0.00041+0.00052039i,-0.00065672+0.00017061i,-9.6053e-05-0.00036169i,0.00075156-2.4264e-05i,0.00039464+0.0011067i,-0.00046232+0.00099937i,-0.00071334+0.00061801i,-0.00069791-3.9985e-05i,-0.00067263-0.000448i,-0.0007006-0.0002437i,-0.00045841+0.00010789i,-0.00067549+0.00036089i,-0.0011522+0.00050889i,-0.00040219+2.2958e-06i
-0.0029802+0.0040631i,-0.0024792+0.0024261i,-0.00082667+6.3433e-05i,0.00036994-0.0011516i,0.0010824-0.0019115i,0.0012485-0.0021918i,0.0005382-0.001469i,-0.00025313-0.0007188i,0.00065741-0.00010356i,0.001805+5.1822e-05i,0.0016159-0.00054256i,0.0005391-0.001363i,-0.00097138-0.0012874i,-0.0017413-0.0010337i,-0.0011093-0.0012153i,-0.00072036-0.0015116i,-0.00045388-0.0010475i,0.00020839+0.00054023i,0.00027986+0.0014482i,-0.00017628+0.00099488i,-0.00027147+0.00048334i,0.00013675+5.7178e-05i,0.0010791-9.5119e-05i
-0.0016039-0.0015625i,-0.00078315-0.0023544i,0.0016323-0.0013364i,0.0024901-0.0011051i,0.0027819-0.0015567i,0.0031186-0.0019879i,0.0020962-0.0020529i,0.00066408-0.0012144i,0.00067962-0.00019434i,0.00059508-0.00035326i,0.00023592-0.0011983i,0.00055753-0.0011564i,0.0004186-0.00034263i,-0.00011086-0.00038109i,-7.5612e-05-0.0015309i,-6.3586e-05-0.0012741i,-9.3114e-06-0.0006345i,0.00010307-0.00020801i,0.00027658+0.00029283i,0.00075243+0.00070925i,0.00084838+0.00047371i,0.00041814-0.00022625i,-0.00025723+0.00011213i
0.0006647-0.00027043i,0.00033591+0.00031226i,0.00024322+0.0012763i,0.0010303+0.0015247i,0.0022209+0.0013823i,0.0027097+0.0014743i,0.0021658+0.001176i,0.0010986+0.00046604i,0.00067192-0.0004927i,0.00084766-0.00084227i,0.00059524+3.359e-05i,0.00038372+0.00038335i,0.00026386+0.00059731i,-0.00012747+0.00053444i,-0.00015275+5.6091e-05i,-8.0361e-05+0.00015194i,7.1513e-05+0.00043309i,0.00021419+0.00036127i,-7.1094e-05+0.00038216i,-0.00017617-7.2195e-05i,-0.00038461+0.00026267i,-0.00017154+0.00043232i,-6.2607e-05+0.0006394i
-0.0035806+0.00016074i,-0.0040637+0.0016061i,-0.0043565+0.0025155i,-0.0033685+0.0019715i,-0.0010128+0.0012148i,0.00018394+0.00074195i,0.00043785+0.00056805i,0.00083063-0.00022203i,0.0015268-0.00025332i,0.0014971-1.7792e-05i,0.00048776-0.00034367i,0.00038169-0.00014017i,0.00073805+7.8275e-05i,0.00078097-5.5756e-06i,6.473e-05-0.00022034i,-0.0010359-0.00081608i,-0.0011662-0.00086028i,-0.00085752-0.00010454i,-0.00072509+0.00011092i,-0.0013227-0.00024355i,-0.0013898+1.9115e-05i,-0.00027751+0.00020604i,0.00036808+0.0001369i
0.0022251+0.0001849i,0.0019127-0.00094472i,0.0018938-0.0010391i,0.0016955-0.0016023i,0.0025355-0.0023647i,0.0034954-0.0025705i,0.00215-0.0018068i,2.8004e-05-0.00088342i,8.3748e-06-4.0396e-05i,0.00099962+0.00012627i,0.001277-0.00038311i,0.00067171-7.7252e-06i,-0.00039736-1.4079e-05i,-0.0009953-0.0001181i,-0.00051142+0.00015159i,2.7896e-05-0.00011354i,0.0004906+0.00017894i,0.00020543+0.00047752i,-0.00081544+0.00053304i,-0.0013875+0.0007072i,-0.0006698+0.00071331i,-6.5755e-05+0.00032335i,0.00049277-0.00040208i
-0.002511+0.00035927i,-0.0014427+0.00075727i,4.3532e-05+0.0011342i,0.00055354+0.00088723i,0.00013112+0.00085933i,0.0010623+0.00096137i,0.0019908+1.7131e-05i,0.0021278-0.00055987i,0.0018696-0.00013966i,0.0014933-0.00025064i,0.00073404-0.00038605i,0.00035966-6.8047e-05i,0.0002601+3.704e-05i,9.0812e-05-0.00056453i,0.00040431-0.00062832i,-0.00026613+7.2345e-05i,-0.00092187+0.00028276i,-0.00091772+0.00021162i,-0.00068132+0.00031382i,-0.00059846+0.00037763i,-0.00063865+0.00023726i,-0.00042258+0.000243i,1.2364e-06+0.0004925i
-0.0056239-0.00066847i,-0.0055647+0.00017686i,-0.002314+0.0018769i,0.00083851+0.0016244i,0.0021117+9.0435e-05i,0.0020018-0.0014059i,0.001745-0.0015614i,0.001585-0.00092451i,0.0011381-2.8604e-05i,0.0016066-0.00021862i,0.0011257-0.00068026i,0.00016041-0.00041086i,-2.8246e-06-0.00099853i,-0.00061813-0.001071i,-0.0012798-0.00067981i,-0.00095683+0.00011482i,-0.0002314+0.00076182i,-0.00033928-0.00026579i,-0.00065988-0.0012348i,-0.00058831-0.00072303i,-8.5003e-05+3.1023e-05i,9.882e-05+0.00011676i,0.00035161-0.0001204i
-0.0015838-0.003607i,-0.0012682-0.0038171i,-0.0018176-0.0012542i,-0.0014422+0.00031555i,0.00021719+0.00029497i,0.0023526+2.6681e-05i,0.0020188-4.6162e-07i,0.00037716-0.00034658i,-0.00019675-0.00076953i,0.00015451-0.0004718i,0.00046474-0.00029747i,0.00018655-0.00036558i,0.00035802-0.00059777i,0.00051435-0.00078823i,0.00054275-0.00044362i,-2.6183e-05+0.00048869i,-0.00066384+0.00035208i,-0.00030583-0.00054926i,-0.00047133-0.00085334i,-0.00083117-0.00082834i,-0.00096864-0.0003537i,-0.00045971+0.00077638i,-0.00034872+0.00030935i
0.0012981-0.0019625i,0.001325-0.0023423i,0.0017127-0.0018776i,0.0024546-0.00081976i,0.0021342-0.00050296i,0.0012463-0.00036925i,0.00084007-0.00015984i,-0.00027936+0.00013673i,-0.00082802+0.00037328i,0.0001112+0.00014676i,0.00029072-5.7032e-05i,-0.00028297-0.00055961i,-0.00084019-0.00042271i,-0.00031628-0.00032005i,0.0006593-0.00049927i,7.8833e-05-0.00017046i,-0.0002177+0.000164i,-0.00050213+0.0008039i,-0.00042423+0.00056652i,0.00016513+0.00015294i,0.00026363+0.00039252i,0.00031472+8.7446e-05i,0.00017428-0.00028013i
-0.0017706+4.346e-05i,-0.0009956-0.00016682i,0.00041575+0.00019i,0.0015122+0.00024155i,0.0024408-2.6641e-06i,0.002313-0.00028603i,0.0018012-0.00040625i,0.0013434-0.00083378i,0.0012177-0.0011429i,0.0010165-0.00049442i,0.00026943+6.0864e-05i,-0.00053626-3.4747e-06i,-0.00036997-0.00020508i,0.00012692-0.00053516i,-0.00038255-0.00047747i,-0.00061024-0.0004681i,-0.00029459-0.0005812i,0.00067709-0.00012213i,0.00012641+0.00034084i,-0.0012876+0.00010184i,-0.0012019-4.1904e-05i,-0.00058728+0.00020119i,0.00010452+0.00084049i
0.0010532-0.0015876i,0.0010157-0.00016735i,0.0021581+0.0011351i,0.0023678+0.00081911i,0.0019393-1.5523e-05i,0.0016984+0.00011507i,0.0014387-0.00037622i,0.0012696+3.8121e-05i,0.00083168+0.00051816i,0.00026996+0.00051801i,0.00017467+0.00070374i,-0.00011782+0.000479i,-0.00023925+0.00076669i,1.18e-05+0.00055148i,0.00056377-0.00026042i,0.00075121-0.00024433i,0.00043649+0.0004658i,0.0001801+0.00039416i,3.0546e-05-0.00055815i,-0.00022854-0.00078348i,-0.00032539-7.6916e-05i,-0.00088791-0.00025i,-0.00053023-0.00064096i
0.00067997+0.00055967i,0.00019817-0.00025133i,0.0015598-0.00046735i,0.0015139-0.0012622i,0.0010986-0.0015919i,0.0011846-5.7822e-05i,0.00085392+0.00040639i,0.00046209+0.00026375i,9.9598e-05+0.0003466i,0.00081304-2.0448e-05i,0.00099174-0.00081i,-0.00045411-0.0010659i,-0.00085906-0.00038218i,-0.00068509+0.00029425i,-0.0012019-0.00029389i,-0.00025871-0.0002489i,-3.2319e-05+0.00051506i,-0.00061177+0.00013481i,-0.00023829+0.0002579i,0.00012303+4.2295e-05i,7.3257e-05-0.001115i,0.00028042-0.0007669i,0.0005733+3.3872e-05i
-0.0012187+0.0014738i,-0.0010612+0.00036275i,0.0018296-0.001608i,0.0039323-0.0022234i,0.0036459-0.0031527i,0.002877-0.0041726i,0.001563-0.0032751i,0.00010574-0.0019903i,-0.0003722-0.0007603i,0.00046369+6.875e-05i,0.00064834+0.00039925i,-0.00022655-0.00039495i,-0.00050688-0.00082405i,-8.6478e-06-0.00051485i,0.00015559-0.00037902i,-0.00016908+0.00026564i,-0.00096294+0.0007329i,-0.0015752+0.00055626i,-0.0009058+0.00041088i,-0.00030753-0.00023256i,2.7374e-05-0.00064656i,0.0011166-0.00027827i,0.0013149+0.00015175i
0.0013009-0.001631i,0.00055319-0.0013422i,0.0010154+0.00072395i,0.00057772+0.0015334i,0.00039612+0.00096694i,0.0019006+0.00093876i,0.0024956+5.4228e-05i,0.0012998-0.0010928i,0.00084231-0.00094654i,0.0014595-5.6491e-05i,0.00067618+0.00033897i,-0.00043778+0.0012006i,-0.00012593+0.0015848i,-7.8972e-05+0.0010051i,-0.00085412-0.00016843i,-0.00086996-0.00087351i,-0.00075435-0.00037456i,-0.0010733-0.00049559i,-0.00042114-0.00037479i,-0.00029305-0.00027561i,-0.00025245-0.00047601i,-9.1278e-05-0.00097388i,0.00013572-0.00018237i
-0.0015135+0.0004636i,-0.0024983-0.00040673i,-0.0025577-0.00085462i,-0.00086677-0.00066235i,0.00019426-0.00082219i,0.000385-0.0012389i,0.00094367-0.0010036i,0.00070168-0.00095125i,0.00070527-0.00071895i,0.00084671-0.00052589i,0.00080021+0.00015893i,0.00080907+0.00058815i,0.00017874+0.00039566i,-0.00025775+0.00025921i,0.00015066-0.00018875i,-0.00010125+0.00018665i,-0.00034314+5.1719e-05i,-0.00020568+0.00035701i,-0.0006231+0.00083788i,-0.00050522+0.00010553i,0.00012823+0.00013698i,0.00034841+0.0011361i,0.00036304+0.00094605i
7.1206e-05-0.0034525i,-0.0012679-0.0046908i,-0.0018129-0.005141i,-0.00106-0.0044838i,-4.9498e-06-0.002744i,0.0010086-0.0013714i,0.0010841-0.0014496i,0.0010733-0.0015722i,0.0010645-0.00092463i,0.00060772-0.00086585i,-6.1414e-05-0.00028542i,-0.0004736+0.00045025i,-0.0011403+0.0009046i,-0.0018381+0.0010551i,-0.0012112+0.00093881i,-0.00055103+0.00032736i,0.00036327-0.00026379i,0.0010818-0.00018704i,0.00036135-0.00013051i,1.6946e-05-0.00064095i,0.00086133-0.0005515i,0.0012286+2.2498e-05i,0.00065645-0.00029425i
0.0022224+8.1129e-05i,0.0044943-0.0010833i,0.0058364-0.0018512i,0.0044848-0.0023319i,0.0017229-0.0011907i,0.00032949+0.00086165i,0.00084821+0.0010445i,0.0007578+0.00019965i,-2.6185e-06-0.00045829i,0.00025428-0.00024131i,0.00020155+0.0005982i,-7.5785e-05+0.00097115i,-0.00025354+1.8719e-05i,-0.00090018-0.00052196i,-0.0013185+0.00053234i,-0.00074151+0.0007642i,-0.0006207+9.5693e-07i,-0.0010744-0.00036162i,-0.00069381-3.8985e-05i,0.00059518+9.0678e-05i,0.0012331-0.00033771i,0.00067747+8.7289e-05i,0.00039058+0.00020371i
-0.0019471+0.0005638i,-0.0024278+0.0017585i,-0.0006948+0.0019362i,0.00082753+0.00085527i,0.0010324-0.00027423i,0.0013156-0.00089039i,0.0018347-0.0011181i,0.0011955-0.00039279i,0.00062154+2.2468e-05i,0.0010359-0.00038921i,0.00072586-0.00025437i,0.00033417+0.00041722i,0.00066692+0.00029725i,0.0001194+0.0002425i,-0.0011138+0.00031303i,-0.0013053-3.4294e-05i,-0.00042108+0.00057372i,-0.00085054+0.00086801i,-0.0010741+0.00057309i,-0.00054244+0.00046302i,-0.00084467+0.00063515i,-0.0010698+0.00040373i,-0.00015396+0.00041513i
-0.0010748-0.00086448i,-0.0020373-0.00029181i,-0.0011137+0.00037948i,0.00071094+0.0010555i,0.0012994+3.4992e-06i,0.0015456-0.0019828i,0.0016446-0.0026468i,0.00087411-0.0018322i,0.00084208-0.0011612i,0.00098947-0.00058141i,0.00015215-0.00031039i,-0.00013367-0.00068967i,0.00048184-0.00018735i,0.00063249+0.00049365i,0.00018905+0.00012709i,-0.00040907-0.00045351i,-0.0007736-0.00032847i,-0.00043559+0.0002524i,-0.0004833-4.9454e-05i,-0.00061989-0.00089497i,-0.00081597-0.00076529i,-0.00082642-0.00038894i,-0.00058744-0.00033291i
-0.00016357-0.0033333i,-0.0014899-0.0022013i,-0.0018628-0.0013468i,-0.00062775-0.0012445i,0.0012379+0.00020729i,0.003104+0.0011834i,0.0028466+0.0009613i,0.0014196-3.7138e-05i,0.00099914-0.00018414i,0.00093395+0.00065293i,0.00077648+0.0010449i,0.00064729+0.0010249i,0.00033153+0.00048401i,0.00020272+0.00021587i,0.00094234+0.00018117i,0.00117+0.00040667i,0.00062178+0.00049188i,0.00081708+0.00061704i,0.00080964+0.00063743i,-0.00018308-6.043e-06i,-0.0006981-0.00085739i,2.3429e-05-0.00072361i,7.8659e-05+5.8969e-05i
7.3937e-05-0.00031259i,0.0015952-0.0016117i,0.0026062-0.0012235i,0.0017119-0.00077663i,0.0011192-0.00095764i,0.0013765-0.00091446i,0.00088933-0.00011086i,0.00075677+0.0003338i,0.0016664+0.00049506i,0.0013304-0.00026629i,3.1166e-05-0.0013056i,-0.00010178-0.00083224i,0.00023369-0.00096299i,0.00029999-0.0010831i,0.00019495+0.00030296i,-0.0007065+0.0011693i,-0.00017186+0.00017051i,0.00059222-0.0001318i,3.9603e-05+0.00033449i,0.00017575+0.00046186i,0.0004414+0.00019872i,0.00017188-0.00022968i,-0.00036074-0.00024403i
-0.0016912-0.0014781i,-0.002371-0.00086643i,-0.0023257+0.00079808i,-0.00084472+0.0012906i,0.00093047+0.00023291i,0.0013388-0.0009728i,0.00091721-0.001642i,0.00065571-0.0012212i,-8.6474e-05-0.00042211i,-0.00028693+0.00021555i,0.00031101-0.00022443i,0.00063133-0.00035529i,0.00055783+0.00071055i,0.00014945+0.0001725i,0.00019707-0.00057604i,0.000626-7.1211e-06i,0.00077507+0.00047283i,0.00025692+0.00041777i,-0.00020228+0.00014713i,-0.00038854-0.0002928i,-0.00039346-0.00013673i,9.7921e-06+0.00052254i,0.00062977+0.00062488i
0.0014428-0.0026959i,0.0013963-0.0033523i,0.0014121-0.0025058i,0.0017561-0.00093449i,0.0021163-0.00011635i,0.0020875-0.00010512i,0.0021223-0.00034196i,0.0013544-0.00013756i,-4.6298e-05+0.00053945i,-0.00080287+0.00094936i,-0.0010577+0.00051393i,-0.00031304-0.00018897i,-0.00023728+0.00021066i,-0.00044631+0.00050705i,-4.0644e-05-4.5887e-05i,0.00013012-0.00064963i,9.802e-05-0.00050013i,-0.0003124+0.00018679i,-0.00052922+0.00026605i,-0.00020854-0.00042894i,0.00026176-0.0006279i,0.0010701-0.00011899i,0.00080688+0.00047821i
-0.0020723-0.0034035i,-0.0029492-0.0033933i,-0.0018916-0.001638i,-0.00015494-0.0003989i,0.0013718-0.00030694i,0.0021843-0.00033079i,0.0017955-0.0011185i,0.00068084-0.0013599i,-0.00011953-0.0011i,-0.00083215-0.0011078i,-0.00094272-0.00055778i,-7.755e-06-0.00013424i,0.00041755-0.00045941i,0.00063039-0.00065723i,0.0007624-3.3918e-05i,0.00013653-3.8963e-05i,-0.00048493+0.00016065i,-0.00053712+5.6818e-05i,-0.00028825-0.00031647i,-3.1424e-05-0.00043489i,0.00052264-0.00066397i,0.00016899-0.00025104i,-0.00020769-0.00022774i
0.0013548-0.00043025i,0.0015525-1.3744e-05i,0.0010604+0.0013359i,0.00058596+0.0012919i,0.00034784+0.0007391i,0.0013558+0.00075673i,0.0017073+0.0003504i,0.0013045+9.5698e-05i,0.00091011+0.00031416i,0.00022299+0.00027163i,-0.00041462+8.8047e-05i,-0.00026832-0.00056134i,-1.9779e-05-0.00015086i,-0.00060824+0.0002875i,-0.00068151-0.00025237i,-0.00027177-0.00049325i,0.00018046-0.00026085i,0.00056743+0.00019741i,0.00066223+0.00029731i,0.00042045+0.00059783i,-4.5565e-05+0.00060493i,-0.0003934+0.00068262i,-0.00075969+0.00043561i
0.00057055-0.0022974i,-0.00034844-0.0014397i,-0.0010923-7.9067e-05i,-0.00035258+0.00012362i,0.0023172-0.00036833i,0.0030374-0.00099274i,0.0018488-0.00052369i,0.0010876-9.188e-06i,0.0010795+0.00062641i,0.001711+0.00072529i,0.0011755+0.00035973i,-0.00037229-0.00019704i,-0.00075276-0.00062716i,-0.00030422-0.00011747i,0.00026915+0.00018045i,-9.1901e-05+0.00011066i,-0.00066919+0.00028301i,-0.00056758+0.00077288i,-0.00021858+0.00026434i,-6.4034e-05-0.00027308i,0.00078025-6.3777e-06i,0.0013079-0.0001138i,0.00057567+0.00010343i
