0.0022693+0.00058499i,0.0014454-0.00023284i,0.0012897-0.0028097i,-0.00016577-0.003026i,-0.002552-0.0019339i,-0.0030978-0.00013788i,-0.0019274+0.00083086i,0.00021947+0.0014309i,0.0011626+0.00080394i,0.0003191-0.0010821i,0.00014014-0.0010664i,-6.2032e-05+0.00047453i,-0.00021208+0.0018321i,-6.7127e-05+0.0020304i,-0.0002293+0.0016112i,0.00020457+0.0010023i,0.00034188+0.00056815i,0.00032301-0.00012438i,0.00092783-0.00021973i,0.0013477+2.8802e-05i,0.0016845-0.00011756i,0.0012444+1.7459e-05i,0.00018751+0.00018646i
0.030309+0.031781i,0.041358+0.059214i,0.03142+0.08289i,0.00042974+0.096769i,-0.024817+0.083946i,-0.026264+0.040711i,-0.013114+0.0034074i,-0.003411-0.0051119i,-0.0013611+0.0030231i,0.00063385+0.012044i,0.0056129+0.011006i,0.0063981+0.0032367i,0.00085361+0.0016151i,-0.0019033+0.0055749i,0.0013801+0.0057417i,0.0056559+0.0015652i,0.0051273-0.001916i,0.00088115-0.0028189i,-0.00093192-0.001473i,-0.00054224-0.0013365i,0.00034499-0.0023458i,0.0010866-0.0031639i,0.0022599-0.0034819i
0.0032054+0.022617i,0.0081184+0.03011i,0.038172+0.014884i,0.096266-0.0092194i,0.14068-0.010475i,0.13645-0.0018874i,0.088051-0.0073595i,0.03422-0.0096514i,0.0083661-0.00053772i,0.0039372+0.0060591i,0.0044327+0.0057393i,0.0086122+0.0022699i,0.011024-0.0021246i,0.0075193-0.00094011i,0.004262+0.0046823i,0.0041401+0.0067164i,0.0036053+0.0043871i,0.00030728+0.0013491i,-0.0031701-0.00015179i,-0.0038447-0.0025677i,-0.0023774-0.0049343i,-0.00075501-0.004893i,0.00021225-0.0033711i
-0.031509+0.026894i,-0.06573+0.031803i,-0.092859+0.0060321i,-0.099501-0.040853i,-0.075971-0.073353i,-0.036188-0.06573i,-0.0082717-0.037356i,-0.0027496-0.017672i,-0.010008-0.0074313i,-0.016085-0.0011041i,-0.012592+0.0034845i,-0.0032123+0.0038659i,0.00063933+0.00054217i,-0.00084399+0.0015345i,0.0006628+0.0061016i,0.0036444+0.0082639i,0.0034156+0.0064677i,0.0011824+0.0017627i,-0.0011045-0.0012682i,-0.00084138-0.0020628i,0.0012067-0.0016006i,0.0024914+0.00042402i,0.0024316+0.0016035i
-0.044129+0.0052175i,-0.064088+0.022939i,-0.060449+0.061189i,-0.05146+0.11833i,-0.057505+0.16419i,-0.051718+0.1604i,-0.022797+0.10658i,-0.0055642+0.046315i,-0.0059247+0.013017i,-0.0067952+0.0032955i,-0.0051523+0.0030316i,-0.0014446+0.0064078i,9.3832e-05+0.007536i,-0.0032175+0.0067363i,-0.0053289+0.0076702i,-0.003989+0.0082782i,-0.0021466+0.0056813i,-0.0012854+0.00046163i,-0.0012724-0.0039293i,0.00097873-0.0041587i,0.0036349-0.0020376i,0.0036656-0.00053714i,0.0029737+0.0011516i
-0.022278-0.04471i,-0.022508-0.074033i,0.016268-0.080839i,0.080383-0.058725i,0.12105-0.022424i,0.10311+0.010511i,0.061533+0.022826i,0.036609+0.0089658i,0.017773-0.010133i,0.0039512-0.015898i,-0.00015966-0.0093018i,0.0020288+0.00093944i,0.007947+0.0041877i,0.0064947+0.0021547i,-0.0017527+0.0036166i,-0.0060229+0.0068274i,-0.005175+0.007122i,-0.0029669+0.0033319i,-0.0010104-0.0013901i,0.00043569-0.004079i,0.0010571-0.0031259i,-8.8622e-05-0.00043297i,-0.0015228+0.0013217i
-0.021169-0.054079i,-0.039538-0.090861i,-0.068364-0.10858i,-0.10772-0.11971i,-0.14427-0.13108i,-0.13692-0.11171i,-0.087558-0.065136i,-0.041573-0.03257i,-0.017804-0.019135i,-0.0073219-0.010773i,-0.0049207-0.0041625i,-0.0061305+0.002795i,-0.0046505+0.0042115i,-0.0030042-0.0034924i,-0.0028916-0.007935i,-0.0045143-0.0063387i,-0.0039093-0.0035757i,-6.3562e-05-0.00227i,0.0018239-0.0041507i,0.0011572-0.0035116i,0.00067057+0.00025935i,0.00079376+0.0031366i,0.00036916+0.0045325i
0.038781-0.02974i,0.054684-0.024817i,0.033936+0.022374i,-0.018326+0.094369i,-0.063332+0.13289i,-0.08526+0.11165i,-0.075656+0.067047i,-0.036481+0.038154i,-0.0027089+0.018903i,0.0097849+0.0062237i,0.0085865+0.0015852i,-0.0010214+0.0025509i,-0.0072107+0.008521i,-0.0063191+0.0084432i,-0.0065699+0.00047123i,-0.0084777-0.0050969i,-0.0075579-0.0055247i,-0.0036703-0.0037684i,0.0020335-0.0022426i,0.006052-0.00076193i,0.0058106+0.00099965i,0.002674+0.0011565i,-4.0593e-05-0.00024895i
0.063467-0.022604i,0.11505-0.036033i,0.1521-0.043762i,0.1747-0.056295i,0.17947-0.078615i,0.14491-0.080449i,0.084903-0.050421i,0.041688-0.022076i,0.023382-0.01217i,0.012693-0.0089167i,0.0038562-0.0077817i,-0.0030845-0.0072503i,-0.0017375-0.0027273i,0.0047515+0.00054497i,0.0053143-0.0010474i,0.0029223-0.0025163i,0.0011997-0.0013491i,0.0017731+0.00032246i,0.0051578-0.00032559i,0.0058026-0.0017755i,0.0022662-0.0011124i,-0.0016988-0.00048927i,-0.0041357-0.0012524i
0.038379+0.021892i,0.041873+0.024155i,0.0053118-0.016193i,-0.053908-0.088431i,-0.086035-0.14045i,-0.075388-0.14531i,-0.045512-0.10746i,-0.023726-0.053903i,-0.015836-0.015062i,-0.013042+0.0050534i,-0.0095189+0.0084261i,-0.0085633+0.00098066i,-0.010048-0.0030883i,-0.0041679-0.0036031i,0.0061095-0.0065815i,0.010215-0.0088875i,0.007648-0.007762i,0.0042778-0.0045743i,0.003878-0.00092059i,0.0033012+0.0022168i,0.0006515+0.0032877i,-0.0011131+0.0024552i,-0.0013801+0.0012814i
0.011591+0.071912i,0.0061621+0.13146i,-0.010911+0.16765i,-0.023319+0.17866i,-0.011493+0.17862i,0.016361+0.14666i,0.023015+0.082587i,0.008031+0.034385i,0.0024335+0.020583i,0.0057895+0.013687i,0.0052942+0.0026162i,0.0023435-0.0047269i,-0.0040086-0.0024288i,-0.0059328+0.0045755i,-0.00059611+0.0050715i,0.0030713+0.0013054i,0.0022933-0.00076279i,0.001185-0.00034347i,0.002565+0.0029257i,0.0043387+0.004215i,0.0041465+0.0026007i,0.0021199+0.0012761i,0.00098577-0.00089362i
-0.014075+0.041242i,-0.0038343+0.06606i,0.046618+0.064353i,0.12645+0.034984i,0.18251+0.0025102i,0.17615-0.016896i,0.1192-0.019267i,0.059412-0.012138i,0.022177-0.0132i,0.0017269-0.016597i,-0.0015396-0.013941i,0.0059242-0.011755i,0.0094685-0.0089031i,0.0083027-8.6412e-05i,0.007213+0.0089873i,0.0070821+0.011707i,0.0065375+0.0093183i,0.005555+0.005697i,0.0041635+0.0043079i,0.0029774+0.0028919i,0.00076627-0.00039538i,-0.0012977-0.0024096i,-0.00089278-0.0026611i
-0.088462+0.0064204i,-0.14415-0.011709i,-0.15261-0.047514i,-0.13067-0.079118i,-0.12887-0.074436i,-0.11878-0.028407i,-0.067434+0.0042539i,-0.026546-0.0012548i,-0.019341-0.0054752i,-0.014405+0.001709i,-0.0040747+0.003823i,0.0038916+0.0015016i,0.0049059-0.0028949i,0.0011341-0.0038135i,0.00065369+0.0010035i,0.0030861+0.0036347i,0.0034738+0.0016466i,0.0016109-0.00017296i,-0.00085642-0.00052011i,-0.0026623+0.0010524i,-0.0020456+0.0022017i,-0.00047577+0.0010503i,0.00057523+0.00088358i
-0.072178-0.018517i,-0.123-0.0080292i,-0.15047+0.03547i,-0.13773+0.10724i,-0.091696+0.17022i,-0.039968+0.17695i,-0.0065607+0.12334i,0.0041501+0.06242i,0.00965+0.026797i,0.016211+0.0075885i,0.015434+0.0017397i,0.0085196+0.0037448i,0.00081468+0.0047908i,-0.0057996+0.0064449i,-0.0092924+0.007018i,-0.0095292+0.0054602i,-0.0076873+0.003568i,-0.0056199+0.0015453i,-0.0038032+0.0023963i,-0.00021411+0.0055565i,0.0024211+0.0049621i,0.0029884+0.0021503i,0.0028797+0.0013436i
0.0074973-0.09671i,0.026226-0.1322i,0.060108-0.10526i,0.091473-0.052965i,0.089509-0.045324i,0.051637-0.059726i,0.01807-0.04044i,0.013713-0.01831i,0.012889-0.016074i,0.004687-0.011253i,0.0011318-4.2927e-05i,0.0044015+0.0077324i,0.011323+0.0076472i,0.011115+0.0049954i,0.002261+0.0047821i,-0.0035883+0.004897i,-0.0018001+0.0039415i,0.0025247+0.0014663i,0.0047475-0.00044092i,0.0034419-0.00035711i,0.0019541-0.00012573i,0.0019662+8.5172e-05i,0.00037893+0.00057141i
0.019081-0.088194i,0.027426-0.16417i,0.017629-0.20364i,-0.027862-0.19162i,-0.099197-0.14653i,-0.14534-0.087931i,-0.12416-0.036426i,-0.066948-0.0088338i,-0.028797+0.0025735i,-0.010802+0.013733i,-0.0022149+0.018445i,-0.0013892+0.01457i,-0.00068001+0.0065304i,-0.0017412-0.0028208i,-0.0046736-0.0079602i,-0.0038301-0.0087033i,-0.00035738-0.008114i,0.0016647-0.0057018i,0.00021748-0.0021191i,-0.0033215+0.0022407i,-0.0046491+0.0051679i,-0.0025608+0.0050525i,-0.0011508+0.0048896i
0.068577+0.0030188i,0.079011+0.013393i,0.028155+0.029624i,-0.030774+0.045836i,-0.030635+0.050837i,0.0062634+0.041313i,0.012893+0.024292i,0.0019633+0.013747i,0.0032582+0.0096432i,0.0041905+0.0040671i,-0.004914-0.0015127i,-0.015042-0.0013632i,-0.016921+0.0041428i,-0.011811+0.0056389i,-0.0051781+0.00011602i,-0.0018788-0.0047055i,-0.0007434-0.0042468i,0.0008872+0.0001547i,0.001191+0.0052046i,0.00022799+0.0063619i,0.00015326+0.0055389i,-0.00058502+0.0051554i,-0.0018816+0.0043437i
0.11456+0.029752i,0.19775+0.060637i,0.21444+0.077235i,0.17374+0.053892i,0.13453-0.014554i,0.094646-0.08591i,0.047728-0.094967i,0.014241-0.0512i,-0.0020601-0.019581i,-0.016252-0.0076248i,-0.021472-0.0009654i,-0.014428+0.00020882i,-0.0043507+0.0015141i,0.0044722+0.0012515i,0.0087631-0.0012949i,0.00937-0.0017405i,0.0080257+0.0010311i,0.0060993+0.0049329i,0.0034014+0.004759i,-0.0013945+0.0013672i,-0.0048892-0.000728i,-0.0048961-0.00022131i,-0.0052081-0.00036424i
-0.0045466+0.04649i,0.015143+0.051635i,0.046673+0.0033557i,0.052437-0.056534i,0.027155-0.059522i,-0.0014827-0.023111i,-0.010294-0.0067964i,-0.0073336-0.011472i,-0.0066852-0.0057747i,-0.00343+0.0039095i,0.002276-6.9982e-05i,0.0047239-0.0083457i,0.0034701-0.010674i,0.0019966-0.0087987i,0.0036512-0.0049937i,0.0062911-0.00033067i,0.0063421+0.0034941i,0.0033881+0.0060019i,-0.00098831+0.0050258i,-0.0053258+0.0019549i,-0.0075891-0.00017855i,-0.0068118-0.0020395i,-0.0057016-0.0015224i
-0.060096+0.11709i,-0.11647+0.18476i,-0.14051+0.17346i,-0.10707+0.10795i,-0.030711+0.073971i,0.047367+0.060673i,0.066513+0.030135i,0.03319+0.0019279i,0.0094734-0.011374i,0.0052805-0.025536i,0.0002855-0.033443i,-0.0060762-0.027613i,-0.010139-0.013747i,-0.0063018+0.00067823i,0.0015051+0.0085698i,0.0045247+0.0094515i,0.0023515+0.0083605i,-0.0021889+0.0076934i,-0.0064883+0.0061309i,-0.0072799+0.0024398i,-0.0051835-0.00076403i,-0.0031134-0.0022619i,-0.0011666-0.0034285i
-0.044339+0.02135i,-0.056952+0.071018i,-0.028685+0.1306i,0.01537+0.13988i,0.022762+0.094676i,0.0093061+0.04384i,0.0082512+0.015428i,0.010242+0.003737i,-0.0011189-0.0017683i,-0.011149-0.0021461i,-0.0058661-0.00048723i,0.0042337+0.00066937i,0.0088784+0.00097775i,0.0090873+0.0028366i,0.0081746+0.0057733i,0.0036097+0.0084012i,-0.0024124+0.0089121i,-0.0055854+0.0074318i,-0.0055597+0.0039715i,-0.0039216-0.0028055i,-0.00082225-0.0070433i,0.0022839-0.0060548i,0.0018861-0.0057945i
-0.10564-0.095969i,-0.1442-0.15992i,-0.10542-0.1557i,-0.028404-0.088973i,0.0012992-0.01197i,-0.01137+0.052822i,-0.005842+0.065048i,0.010356+0.033382i,0.016923+0.014666i,0.028193+0.015806i,0.037478+0.014461i,0.035574+0.0089568i,0.024861+0.002052i,0.0095857-0.0020909i,-0.0019844+0.00056223i,-0.0076433+0.0048048i,-0.0095549+0.0067039i,-0.0087574+0.0051233i,-0.0076943+0.00025794i,-0.004932-0.0042668i,-0.00046003-0.0060781i,0.0031087-0.006091i,0.0033893-0.0049731i
-0.059545-0.04411i,-0.1313-0.075814i,-0.18353-0.083427i,-0.16837-0.059465i,-0.10963-0.03984i,-0.057445-0.029647i,-0.026028-0.014954i,-0.011131-0.0096899i,-0.0017808-0.017663i,0.0042805-0.023031i,0.0037696-0.01815i,-0.0024189-0.0091171i,-0.0082421+0.00024684i,-0.0099236+0.0077438i,-0.0094863+0.00925i,-0.010064+0.0050916i,-0.01047+0.00011048i,-0.0097702-0.0029671i,-0.0067269-0.0044324i,-0.001354-0.0053815i,0.0022904-0.0045447i,0.0033353-0.0015741i,0.0040433+0.00081832i
0.10833-0.089609i,0.15261-0.097331i,0.11206-0.047458i,0.021777+0.017627i,-0.04563+0.040062i,-0.083875+0.021051i,-0.077612+0.015287i,-0.039416+0.020066i,-0.023124+0.018484i,-0.026773+0.025171i,-0.022529+0.032472i,-0.013531+0.028914i,-0.0050316+0.019747i,0.0014619+0.007267i,0.0016587-0.0035938i,-0.003031-0.0087893i,-0.0083661-0.0091928i,-0.0093664-0.0076966i,-0.0050192-0.0056834i,0.00066383-0.0037142i,0.0042348-9.6459e-06i,0.005931+0.0050216i,0.005989+0.0048277i
0.080864-0.10072i,0.13407-0.17516i,0.15998-0.19366i,0.13142-0.14381i,0.082585-0.073493i,0.055852-0.02485i,0.039331-0.0092431i,0.028395-0.010398i,0.023418-0.0039446i,0.018781+0.0097668i,0.012963+0.018404i,0.010519+0.016736i,0.0097064+0.007701i,0.0034457-0.00078078i,-0.0016914-0.0045471i,-0.0018189-0.0075407i,-0.001349-0.0091417i,-0.00057138-0.0069075i,0.0024811-0.00464i,0.0059476-0.0029159i,0.0073303-6.1438e-06i,0.0051488+0.0018358i,0.0012382+0.0027783i
0.030062+0.10717i,0.022153+0.11637i,-0.010348+0.051207i,-0.037011-0.034245i,-0.038676-0.092887i,-0.02584-0.12192i,-0.029892-0.10631i,-0.033887-0.058786i,-0.02576-0.036804i,-0.025467-0.039169i,-0.030164-0.034458i,-0.027371-0.023512i,-0.020161-0.012173i,-0.0087137-0.0032697i,0.0037774-0.0023452i,0.0083549-0.0070357i,0.0064394-0.0099484i,0.0025774-0.0089592i,0.0010693-0.005363i,0.001218-0.0021124i,-0.0010332+0.00031181i,-0.0052791+0.0029377i,-0.004067+0.0048843i
0.096688+0.11798i,0.15235+0.19492i,0.13762+0.20878i,0.070363+0.1496i,0.010877+0.083615i,-0.018128+0.05654i,-0.012292+0.049103i,0.0046569+0.04027i,0.0012559+0.027524i,-0.015509+0.014785i,-0.022252+0.003229i,-0.019584-0.00090312i,-0.011989+0.0016647i,-0.00012411-0.00010528i,0.0077804-0.0046165i,0.0099742-0.0053218i,0.0086182-0.0049837i,0.0041921-0.0044633i,0.0014144-0.0012226i,0.0003658+0.0025058i,-0.00073693+0.0044233i,-0.0016987+0.0054337i,-0.0014881+0.0041444i
-0.078382-0.016355i,-0.048807-0.013983i,0.027216-0.011113i,0.089177-0.016114i,0.12995-0.013887i,0.14874-0.0055962i,0.13013-0.016595i,0.084405-0.029842i,0.054292-0.025719i,0.046322-0.020581i,0.03627-0.020012i,0.025821-0.012707i,0.020266-0.0048372i,0.014295-0.0017108i,0.011829+0.0025095i,0.013251+0.0049299i,0.012665+0.0029641i,0.0087907-2.645e-05i,0.0036871-0.00080222i,0.0018692+0.00071786i,0.0027187+0.00028506i,0.0022895-0.0022545i,-0.0015496-0.0013571i
-0.17596+0.059427i,-0.27326+0.09301i,-0.24548+0.065131i,-0.13536+0.0054474i,-0.065545-0.027351i,-0.046183-0.040763i,-0.046041-0.036717i,-0.048948-0.020408i,-0.036264-0.0152i,-0.01478-0.0256i,-0.00084532-0.028752i,-0.00032234-0.02078i,-0.0039559-0.0082934i,0.0023408+0.0057289i,0.0098702+0.011932i,0.010301+0.010683i,0.0067223+0.0065311i,0.0022886+0.001919i,-0.0011096-0.00073538i,-0.0022315-0.0026417i,-0.0020822-0.0032362i,-0.0028964-0.002197i,-0.0026525+0.00065722i
0.020484-0.022059i,-0.0046961+0.0088184i,-0.029753+0.073664i,-0.019516+0.1162i,-0.0034678+0.1302i,-0.0026929+0.13441i,0.0050739+0.12354i,0.021538+0.095847i,0.022782+0.068093i,0.01911+0.050644i,0.020279+0.032937i,0.013492+0.014692i,0.0025803+0.007457i,-0.0024974+0.0077468i,-0.0043331+0.0095203i,-0.0050432+0.011738i,-0.0024771+0.011051i,0.00017488+0.0071678i,-0.00028183+0.0040169i,-0.0010636+0.0030586i,0.00050022+0.0040309i,0.0033884+0.0045484i,0.0035903+0.0020927i
0.010028-0.21768i,0.016654-0.30027i,0.029708-0.22704i,0.051285-0.089846i,0.067872-0.02916i,0.077847-0.016711i,0.075511-0.022395i,0.05331-0.04146i,0.034369-0.035764i,0.034514-0.0086976i,0.032842+0.0075102i,0.024536+0.0077358i,0.015061+0.0038822i,0.0035094+0.008243i,-0.0022102+0.014421i,-0.00058835+0.012676i,0.0021994+0.0071074i,0.0041343+0.00091235i,0.0043536-0.0026488i,0.0036555-0.00020475i,0.0046526+0.0029032i,0.0044822+0.002619i,-0.00046702+0.0017384i
-0.034324-0.0050886i,-0.067738-0.044999i,-0.10405-0.071577i,-0.12125-0.04404i,-0.12516-0.0047994i,-0.13499+0.010561i,-0.13249+0.011783i,-0.11106+0.014508i,-0.08444+0.011867i,-0.060192+0.0093741i,-0.039384+0.010814i,-0.022516+0.0090163i,-0.012265+0.0060883i,-0.0078594+0.0064861i,-0.0065673+0.0056354i,-0.0082312+0.0029795i,-0.007629+0.0013369i,-0.0053222-0.00048863i,-0.0035594-0.0013171i,-0.0011276+7.6486e-05i,-0.00060221+0.0019774i,-0.0030782+0.0042614i,-0.0043294+0.0067295i
0.1847+0.079681i,0.2407+0.11405i,0.16273+0.089188i,0.033047+0.061176i,-0.020639+0.078991i,-0.013827+0.094677i,0.010502+0.090609i,0.034586+0.069629i,0.029854+0.049218i,0.0035355+0.042285i,-0.0094168+0.034055i,-0.0074483+0.021169i,-0.0052501+0.0079679i,-0.010278-0.0023906i,-0.017182-0.0044959i,-0.016384+0.00016732i,-0.0097067+0.0050665i,-0.0024558+0.0061562i,0.00038319+0.0040415i,-0.0022694+0.0027167i,-0.0049953+0.0048301i,-0.0049986+0.0065927i,-0.004062+0.0039924i
0.08051-0.064048i,0.13105-0.089971i,0.13665-0.085684i,0.083198-0.080928i,0.025708-0.093756i,0.0068508-0.11253i,0.013191-0.11494i,0.016925-0.10344i,0.010212-0.084833i,2.1188e-05-0.056508i,-0.0041362-0.030602i,0.00060714-0.014821i,0.0053059-0.0087215i,0.0027728-0.0065882i,0.0006419-0.002943i,0.0017669-0.0018686i,0.0037458-0.0033992i,0.0055529-0.0044689i,0.0050617-0.0035569i,0.00163+0.00061236i,-0.00076041+0.0034116i,-0.0026473+0.00082544i,-0.0056876-0.001657i
-0.16576+0.12675i,-0.22033+0.16994i,-0.15866+0.12318i,-0.074763+0.018448i,-0.084864-0.036964i,-0.12403-0.018177i,-0.12713+0.015938i,-0.10146+0.027963i,-0.072024+0.016442i,-0.051544-0.0067146i,-0.036985-0.01893i,-0.024725-0.011568i,-0.011277-0.0003693i,0.0036148-0.00095745i,0.0090053-0.0089221i,0.0028749-0.01209i,-0.0034799-0.0078047i,-0.0034334-0.0018141i,-0.0010122-0.00041999i,-0.0003703-0.0016196i,-0.0012531-0.002203i,-0.0035478-0.0032151i,-0.0051221-0.0027605i
0.0119+0.13615i,0.019298+0.16855i,0.0083526+0.13322i,0.0094885+0.067562i,0.035899+0.013278i,0.059838-0.0050856i,0.067408+0.0086595i,0.073441+0.029585i,0.071979+0.02688i,0.050717+0.0073909i,0.02661-0.0036687i,0.012293-0.0028659i,0.0080582-0.00038526i,0.0067696-0.0040919i,0.0011185-0.0063934i,-0.0030974-0.0013293i,-0.0018871+0.0029673i,8.0545e-05+0.0050557i,-5.2602e-05+0.0050235i,-0.0024555+0.0017456i,-0.0047479-0.0014463i,-0.0036062-0.0039715i,-0.0015563-0.0071056i
-0.0083221-0.19457i,-0.0058877-0.24896i,0.00094706-0.18553i,0.026462-0.090762i,0.064669-0.08276i,0.058795-0.12507i,0.025413-0.13212i,0.0061302-0.10554i,0.0047061-0.075867i,0.015562-0.04867i,0.024767-0.028876i,0.020104-0.015946i,0.011439-0.0037065i,0.0098638+0.0069603i,0.013996+0.010469i,0.015756+0.0064615i,0.011774+0.00072785i,0.0065254-0.0021559i,0.0031067-0.00059058i,0.00080582+0.0020998i,0.0019626+0.0030375i,0.0061136+0.00050875i,0.005294-0.0025538i
-0.1677-0.069673i,-0.22963-0.059505i,-0.17113-0.028125i,-0.05425-0.011489i,0.0051588+0.0069887i,-0.0031838+0.035659i,-0.033774+0.052042i,-0.057547+0.05759i,-0.049327+0.056502i,-0.019606+0.038158i,-0.006034+0.01619i,-0.011003+0.008583i,-0.012195+0.015535i,-0.00078204+0.020454i,0.0083595+0.013356i,0.0056685+0.0042636i,-0.00050133+0.0017947i,-0.0035985+0.0031553i,-0.0020192+0.0029239i,0.0022035+0.0016331i,0.0050875+0.0007479i,0.0055038+0.0011095i,0.0036149+0.0016731i
0.12982+0.056316i,0.16769+0.061914i,0.13382+0.026768i,0.063238+0.013213i,0.037652+0.047628i,0.069295+0.043633i,0.081331+0.0069986i,0.063568-0.0011365i,0.049876+0.010945i,0.034202+0.021208i,0.019068+0.027004i,0.0096718+0.020392i,-0.0013524+0.0086982i,-0.010106+0.0064668i,-0.012668+0.0094596i,-0.010317+0.01051i,-0.0055263+0.0084957i,-0.0011831+0.0051369i,-9.4469e-05+0.0026712i,-0.003274+0.0016315i,-0.0062186+0.0035454i,-0.004017+0.0076399i,0.0017445+0.0052451i
0.20084-0.14413i,0.23232-0.24101i,0.15413-0.19803i,0.06413-0.05169i,0.032703+0.027112i,0.027929+0.014899i,0.013779-0.029155i,-0.0094153-0.062838i,-0.032364-0.056046i,-0.030106-0.020188i,-0.010656+0.00029419i,6.8816e-05-0.0043097i,-0.0024793-0.0087351i,-0.0078802+0.00038764i,-0.0049745+0.010572i,0.00094519+0.010031i,0.001413+0.0025521i,-0.001206-0.0024399i,-0.0029155-0.0021134i,-0.0033397+0.0016092i,-0.0035476+0.0064982i,-0.0025813+0.0098361i,0.00012247+0.0077542i
-0.10844+0.067345i,-0.12203+0.13909i,-0.070017+0.15961i,-0.011195+0.092479i,-0.0044703+0.036315i,-0.011281+0.060631i,0.005633+0.079719i,0.00075571+0.053158i,-0.016951+0.030565i,-0.021743+0.013125i,-0.027839-0.0032841i,-0.025988-0.0029757i,-0.014758+0.0025695i,-0.010115+0.00087247i,-0.0097346-0.0036365i,-0.0088156-0.0043446i,-0.0059757-0.0011296i,-0.0024993+0.0007771i,-0.00055988+0.00085501i,-0.00077439-0.00048546i,-0.0043777-0.0015939i,-0.0099734+0.0023104i,-0.010147+0.0086418i
0.0058007+0.23817i,0.069032+0.2961i,0.085971+0.19855i,0.0038909+0.061538i,-0.089033+0.019232i,-0.10218+0.023748i,-0.049603+0.0091376i,0.0084689-0.014076i,0.024498-0.03308i,0.0038983-0.029638i,-0.0083556-0.0081563i,-0.0019814+0.0030747i,0.00027534-0.0028145i,-0.0075213-0.0096708i,-0.014152-0.0077857i,-0.013246-0.0039479i,-0.0066212-0.0023766i,0.0009009-0.002103i,0.0033681-0.0028264i,-0.00096562-0.0028287i,-0.0088409-0.0033049i,-0.013703-0.0031183i,-0.010533-0.0027114i
0.0379-0.11239i,0.027211-0.16405i,-0.013385-0.14166i,-0.037001-0.047495i,-0.021174+0.024179i,-0.010325+0.026984i,-0.0071228+0.012539i,-0.00223-0.0077411i,-0.0087758-0.016832i,-0.0031117-0.0064098i,0.014542-0.0091501i,0.015721-0.016966i,0.011582-0.013524i,0.012503-0.011608i,0.013652-0.011451i,0.012126-0.010492i,0.005945-0.0083057i,0.0024312-0.0067965i,0.0013574-0.0077929i,2.8189e-05-0.006685i,-0.00069029-0.0074354i,-0.0021231-0.012213i,-0.0029212-0.012472i
-0.19274-0.081695i,-0.30418-0.00038829i,-0.24321+0.11931i,-0.052181+0.088713i,0.044512-0.048466i,0.027967-0.08991i,0.016771-0.03212i,0.030609+0.014825i,0.044516+0.016059i,0.045172-0.0084459i,0.023688-0.024538i,0.0017366-0.014979i,0.00091055-0.0010149i,0.0074455-0.0019814i,0.0072223-0.010653i,0.0052584-0.011644i,0.0043282-0.0037823i,0.0046819+0.0047863i,0.0054706+0.0074545i,0.0047539+0.0017677i,0.0041436-0.0067939i,0.00052201-0.011252i,-0.0067586-0.0053336i
-0.020224+0.067797i,5.0951e-05+0.092138i,0.013101+0.050005i,-0.022038-0.013322i,-0.087441-0.031753i,-0.12923-0.020191i,-0.1146-0.005702i,-0.057528-0.0022907i,-0.017107-0.013809i,-0.013394-0.0050001i,-0.003657+0.022467i,0.0093832+0.025637i,0.0034162+0.015645i,-0.00081944+0.014893i,0.0045606+0.014391i,0.0093404+0.008875i,0.0086521+0.0036051i,0.0091022+0.0045928i,0.013614+0.0060018i,0.011631+0.0018662i,0.0069752-0.0025311i,0.0077527-0.0062775i,0.0082687-0.0080723i
0.19515-0.14949i,0.1925-0.33391i,0.053059-0.36213i,-0.051767-0.15978i,0.0016104+0.016251i,0.076675+0.025184i,0.057621-0.0089767i,0.0093966+0.0028499i,-0.015029+0.035704i,-0.0081885+0.055831i,0.010399+0.042379i,0.0097837+0.013023i,0.0015144+0.0035129i,0.0048868+0.010356i,0.015191+0.01337i,0.018779+0.010032i,0.010937+0.0039695i,0.0011744+0.001309i,-0.0017962+0.0020206i,0.0029534+0.0011998i,0.011277-0.00025396i,0.018482-0.0051075i,0.017072-0.0125i
-0.018139-0.037569i,-0.061094+0.025942i,-0.073396+0.093146i,-0.015988+0.068398i,0.058547-0.0254i,0.080989-0.095701i,0.064903-0.093051i,0.042102-0.047805i,0.035542-0.016079i,0.023036-0.018563i,-0.0069506-0.018791i,-0.01539-0.0045524i,-0.0057598-0.00041051i,-0.006452-0.0013326i,-0.010377+0.0040963i,-0.0079303+0.010537i,-0.0044693+0.013604i,-0.0071301+0.015335i,-0.0081906+0.017099i,-0.0031391+0.013737i,0.00053453+0.0089309i,0.0022919+0.0098506i,-6.8017e-05+0.013166i
-0.043371+0.1993i,0.026325+0.25282i,0.10717+0.15441i,0.070319+0.0069998i,-0.055671-0.0034325i,-0.11176+0.069618i,-0.083817+0.075704i,-0.051167+0.024635i,-0.050741-0.018237i,-0.067091-0.013091i,-0.052281+0.019246i,-0.018547+0.02468i,-0.012068+0.01079i,-0.018604+0.0089601i,-0.017432+0.015181i,-0.01123+0.0164i,-0.0050384+0.011951i,-0.0018415+0.0089515i,0.00079919+0.008876i,0.0017927+0.0094099i,0.0017847+0.012092i,0.0036511+0.015804i,0.0056263+0.012612i
