-0.0025796-0.00017296i,-0.0036717-0.00104i,-0.0037641-0.00027829i,-0.0024832+0.00096298i,-0.0016316+0.0028854i,-0.0015799+0.0031599i,-0.0015957+0.0021903i,-0.00073693+0.0010205i,0.00057854+0.00027636i,0.00069746+0.00052137i,0.0015803+0.00041105i,0.0018127+7.8457e-05i,0.0010881+9.8867e-05i,0.00070581+0.00068379i,0.00010867+0.00066116i,-0.00028716+0.00031633i,-0.00048799+0.00016483i,-0.00031293-1.4375e-05i,-0.00013352-0.00018292i,-0.00074047+0.00046658i,-0.00075911+0.00093128i,-0.00057819+0.0004538i,-0.00051377-0.00031319i
-0.00020655-0.00051694i,-0.00024041-0.00062524i,-0.0010353-0.00054521i,-0.0018936+0.00020801i,-0.0024686+0.0012256i,-0.002414+0.001091i,-0.0019415+0.00029311i,-0.0010766-1.3268e-05i,-0.00079605+0.00022894i,-0.00057257+0.00037771i,0.00024512+0.0010502i,0.00055039+0.001265i,0.00020663+0.00045101i,-0.00034719-0.00013752i,-0.00084984-0.00052597i,-0.0011906-9.3683e-05i,-0.00064731-4.4186e-06i,0.0002024-0.00019699i,0.0001997-0.00011939i,0.00011425-0.00068534i,0.00022156-0.00036388i,0.0002968+0.00021105i,-2.1717e-05+0.00031274i
-0.0014555-0.0017436i,-0.0020187-0.00059953i,-0.0028511-0.00033392i,-0.0026291+9.723e-05i,-0.0021094+0.00096712i,-0.0019023+0.00078449i,-0.00085336-0.00038612i,0.00018324+0.00012638i,-6.8575e-05+0.00085447i,-3.9799e-05+0.00020351i,8.0827e-05+0.00038953i,-6.8483e-05+0.00094283i,0.0006288+0.00017119i,0.00076984-0.00075036i,-0.00024439-0.00057627i,-0.0010765-0.00017819i,-0.0015403-8.9898e-05i,-0.0012658+0.00035668i,-0.00018686+0.0009221i,-1.236e-05+0.00042017i,4.366e-05+0.00015888i,-5.0076e-05+0.00031489i,-0.000625-0.00082467i
-0.0010213+0.00037876i,-0.0012405-0.00035368i,-0.0011233+0.00067649i,-0.0010384+0.0011723i,-0.0013728+0.00034247i,-0.0013235-0.00062679i,-0.00085888-0.00018207i,-0.00021862+0.00053729i,0.00039115+0.00092256i,0.00062291+0.00073142i,0.00066369+1.6793e-05i,-0.00017456-0.00016817i,-0.00092673-0.00046777i,-0.00042969-0.00030793i,-0.00038179+0.00017314i,-0.00017759+0.0004526i,0.00017583+0.00060486i,-0.00053991+0.00047579i,-0.0004233-0.00063958i,7.673e-05-0.0013338i,0.00020574-0.0012799i,0.00082745-9.5181e-05i,0.00046978+0.00079766i
0.00019839-5.2979e-05i,0.00096404-0.00026316i,0.00093212+0.00029753i,-0.00096373+0.00096132i,-0.0016622+0.00078948i,-0.00090952-0.0001136i,-0.00047147-0.00073451i,-0.00021541-0.00030192i,-0.0002015-1.0108e-05i,0.00012123-0.00031571i,0.00035213+0.0003206i,-4.1543e-05+0.00083092i,-0.00070898+0.00095018i,-0.00046753+0.001569i,3.7782e-05+0.0013837i,-1.1785e-05+0.00040656i,-0.00013548-0.00033361i,-0.00036841-0.00059114i,8.6963e-05-0.00021692i,0.00050891+2.9371e-05i,1.2888e-05+3.1235e-05i,0.000217-0.00057509i,0.0011566-0.00070922i
0.00095084-0.00082637i,0.0007748+0.00046109i,0.00020606+0.00024515i,-0.0014065-0.00071296i,-0.0030116-0.0011003i,-0.0033829-0.00010124i,-0.0034403+0.00017972i,-0.0016662-0.0009545i,0.00021652-0.0010389i,0.0003364-0.00011808i,4.9097e-05+0.00066427i,0.00045123+0.00087452i,-9.6972e-06+0.00082952i,-0.00079836+0.00065887i,-0.00017964+0.0003274i,0.00026905+0.00013085i,-0.0004829+0.00010934i,-0.00055509-0.00028722i,0.0001359-0.0004214i,0.00024303-2.6508e-06i,-0.00010895+0.00050844i,-0.00021792+0.0013428i,0.00022543+0.00063261i
0.00028027-0.00056569i,5.2439e-05-0.0018376i,0.001692-0.0017036i,0.00035738-0.0010451i,-0.0021616-0.0015311i,-0.0023266-0.0016221i,-0.00077961-0.00096486i,-0.0003467-0.00045014i,-0.00080845-0.00014099i,-0.00065285+0.00051206i,-0.00042289+0.00084661i,-0.00025468+0.00082108i,0.00038675+0.0005547i,0.00058001+0.00013351i,-2.6269e-05+6.784e-05i,-0.00019391+0.0002181i,-0.00035878-0.00021712i,0.00022963-0.00018856i,0.00045477+0.00073243i,-9.8976e-05+0.00076088i,6.5916e-05+0.00054703i,0.001102+0.00055299i,0.0014664+0.00064991i
-0.00061515-0.00026656i,-0.00050604-0.00058953i,-0.0012272-0.00080918i,-0.0018018-7.9455e-05i,-0.0021147+0.0006347i,-0.0018427+0.0004973i,-0.0014341-0.00042594i,-0.00030149-0.00052004i,0.0007638-0.00014143i,0.00072483-0.00026406i,0.00059036+0.00014058i,0.00094332+0.00048304i,0.00094086+0.00038099i,0.00026959-0.00015241i,0.00065725-0.00028668i,0.00077978+6.7252e-05i,0.00016937-0.00012328i,-0.00029528-0.00056647i,-0.0010384-0.00059345i,-0.00057463-0.00033952i,3.6769e-05-3.2486e-05i,-0.00053661+0.00013496i,-0.00043055-0.00043316i
0.0016837-0.00053781i,0.0014464-0.0017196i,-0.00041567-0.0022495i,-0.0021844-0.0025029i,-0.0027034-0.0013514i,-0.0019873-6.6488e-05i,-0.00084781+0.00072571i,-0.00066613+0.00072439i,-0.00058705-0.00014924i,-0.00019623-0.00085441i,0.00028639-0.00088439i,0.00070002-4.7281e-05i,0.00035297-6.0342e-05i,-0.00058702-0.0001309i,-0.0011683-6.4476e-05i,-0.00071309-0.00052072i,-0.00028474-0.0002565i,-0.0004562-0.00023218i,-9.2634e-05-0.00070388i,0.00016697-0.00059768i,-0.00017206-1.0447e-06i,-0.00036358-0.00039409i,-0.00016946-0.00096123i
0.0024475+0.00054407i,0.002436-0.00095035i,0.0014917-0.00178i,-0.00057121-0.0016978i,-0.002038-0.00061375i,-0.0021181-7.0792e-05i,-0.0017707-0.00017194i,-0.001642+0.00065515i,-0.00096308+0.0011276i,0.00057805+0.00073835i,0.0012009+0.00092041i,0.00063562+0.00065805i,0.00051691+0.00024928i,0.00038408+0.00029576i,-0.00054429+0.00020468i,-0.001061+0.00022792i,-0.0012104+0.00091105i,-0.00090407+0.00085443i,-0.0001054+0.00033832i,-0.00026497-0.00016335i,0.00033192-0.00042091i,0.0012341+0.00043557i,0.0010984-9.2936e-05i
0.0018447+0.00060471i,0.0026422+0.00026554i,0.0013094+0.00017803i,-0.00090967-0.00096065i,-0.002335-0.0015598i,-0.0023674-0.0012335i,-0.0011637-0.00079488i,-6.2124e-05-0.00032545i,-0.00022736-0.00018619i,0.00020779-7.6934e-05i,0.00013661-0.00039915i,0.00033888-0.00049128i,0.0009204-8.813e-05i,0.0013664+0.0011341i,0.0010019+0.0014268i,0.00013398+0.00075082i,-5.0362e-05+0.00056003i,0.00010673+0.00071581i,5.138e-05+0.00030464i,0.00021046-0.00071881i,0.00022165-0.00055118i,-9.5031e-05+0.00018542i,3.877e-05+0.00037609i
0.0014237+0.0015657i,-0.00030098+0.0025033i,0.00015606+0.0014529i,-7.3154e-05-0.0010172i,-0.0012968-0.0017763i,-0.0019404-0.00014202i,-0.001439+0.00075514i,-0.0012146+0.00038916i,-0.0017391+0.0006278i,-0.0011845+0.00031118i,-0.00012388+5.309e-05i,-1.2733e-05+0.00028368i,0.00032614+0.00057362i,0.0006482+0.00050122i,0.00051056+0.00042011i,0.00028976+0.00023135i,-0.00061442+0.00043437i,-0.00081785+0.00043618i,8.7474e-05-0.00019822i,0.00027608-0.00012793i,0.00024995+0.00059761i,0.00028137+0.0007177i,7.7269e-05+0.00080808i
-0.00041784+0.00012746i,-9.1152e-05-0.00071112i,0.00026688-0.0014185i,-7.9004e-05-0.001282i,-0.0013478-0.00035891i,-0.0027528+0.00047137i,-0.0020385-0.00017129i,-0.00094982-0.00077659i,-0.00033882-0.00078133i,8.035e-05-0.00040588i,-5.4374e-05+0.00013863i,-0.00015096+0.00043611i,-7.5643e-05+0.000198i,-0.00018712-0.00061488i,-0.00014263-0.00071311i,-0.00057167+4.9137e-05i,-0.00072431-0.00012083i,-0.0002838-0.00035339i,-0.00011652-0.00024836i,0.00044549+6.1282e-05i,0.00049329+0.00010613i,0.00018214+1.8451e-05i,-5.5043e-05+0.00046799i
0.0014181-0.00073509i,0.0015145-0.0013635i,-6.0301e-06-0.0013646i,-0.0013249-0.0015583i,-0.0012664-0.0010621i,-0.00087631+0.00044171i,-0.0014034+2.3008e-05i,-0.0013004-0.00067528i,-0.00059702-0.00049474i,-0.00035966-0.00010841i,0.00011921+0.00034809i,0.00073021+0.00067725i,0.00063025+0.00027231i,-0.00044011+0.00012038i,-0.00038557+0.0007215i,0.00036897+0.00043254i,0.00019808-0.00019405i,0.00014008-0.00011088i,0.0001473+0.00024803i,-0.00029785+0.00043867i,-0.00076972+0.00069994i,-0.00064333+0.00050332i,-0.00055493+4.3166e-05i
0.00065293-0.0021116i,0.0012336-0.001186i,-7.8724e-05-0.0014532i,-0.0011448-0.0010037i,-0.0024066+0.00060829i,-0.0029186+0.0021283i,-0.0019246+0.0016911i,-0.0012378+0.00033269i,-0.0009206-0.00033596i,-0.00029956-0.00035843i,-0.00076604-0.00045845i,-0.0012706-0.00080603i,-0.00050402-0.00035336i,0.0006524+0.00020351i,0.0012823+0.00066024i,0.00049812+0.00087057i,-0.00067766+0.00065865i,-0.00073135-5.9431e-05i,-0.00042964-0.00043386i,-0.00054818-0.00012379i,2.7923e-05-0.00010244i,0.00061549+0.00055424i,0.00035481+0.00087189i
-0.0028052-0.00047701i,-0.0033037+0.00031594i,-0.0035845+0.00036224i,-0.0029847+0.0013976i,-0.0014663+0.0026274i,0.00021024+0.0014905i,-0.00049362+0.00022902i,-0.0011565-0.0001715i,-0.00046471+0.00030895i,7.4475e-05+0.00093027i,0.00044007+0.0010194i,0.00073227+0.00036727i,0.00040986+5.8661e-06i,-7.0473e-05-0.0001588i,8.2314e-05-0.00011051i,0.00034252-0.00046057i,0.00072996-0.00086604i,0.00056712-0.00073375i,-8.2353e-06-0.0003021i,9.0105e-05-6.4746e-05i,0.0001419-0.00020059i,0.00070252+0.00020695i,0.00075513+0.00027656i
-0.00027783-0.0014722i,-0.00041451-0.002339i,-0.0013059-0.0020751i,-0.0018949-0.0015958i,-0.0016029-0.0010927i,-0.0014608-0.00090923i,-0.0014675-0.0010051i,-0.0010763-0.00017176i,8.7948e-05+0.0005611i,0.00033547+0.00039454i,-0.00058989+1.0451e-05i,-0.00059687-0.00023214i,-0.00031064-0.00092829i,-0.00032249-0.0011736i,0.00030609-0.00029074i,7.9841e-05+0.00083881i,-0.00060862+0.00055261i,-0.00070382+2.9802e-05i,-0.00061352-6.0466e-05i,-0.00031496+0.00028336i,0.00010677+0.00058802i,0.00035404+2.7514e-05i,0.00041359-0.00066444i
-0.00039344+0.00065124i,5.6758e-05+0.0014117i,-0.00033694+0.0023801i,-0.00056234+0.002779i,-0.00046553+0.0021975i,-0.0007033+0.00095847i,-0.00060906+0.00051021i,-0.00034137+0.00012463i,-0.0002076-0.00020047i,8.172e-06-0.00016708i,0.00060446+4.4926e-05i,0.00070862+0.0002246i,0.00078623-0.00025108i,0.0010735-0.00097289i,0.0007753-0.0008499i,-3.2507e-05-0.0012321i,-1.8365e-05-0.0012057i,7.2966e-05-7.3533e-05i,-7.5331e-06+0.00010939i,0.00050043-6.4914e-05i,0.00054739-0.00032588i,0.00019173-0.0012531i,-0.00035327-0.0012058i
0.0015604+0.00010163i,0.0018776+0.00068463i,0.0010114-2.8106e-05i,0.00012656-0.0016515i,-0.0012724-0.001544i,-0.0034919+0.00017367i,-0.0025932+0.00090849i,-0.00031145+0.00065326i,-8.3335e-05+0.00085059i,-2.8397e-06+0.00067196i,-2.1756e-05-0.00057117i,-0.00070582-0.00093594i,-0.001108-0.00069018i,-0.00095687-0.0010216i,0.00018-0.00065977i,0.00086921+0.00037537i,0.00077852+0.00045484i,0.00042203-0.00059542i,0.00085667-0.00055567i,0.00065799+0.00021247i,6.5905e-05+0.00028577i,0.00041431+0.0001509i,0.00054692+0.00049809i
3.6108e-06-0.0017824i,-0.0002229-0.0012108i,-0.0013526-0.0010396i,-0.0024737-0.00050192i,-0.0025822+7.163e-05i,-0.0020202-1.0299e-05i,-0.0013505-0.00031688i,-0.00070081-0.00063279i,-0.00038052-0.0005785i,0.00037599+0.00054736i,0.00085489+0.00071992i,0.00024956+0.00011506i,0.00010804-0.00048048i,0.00022412-0.0010311i,-0.00026762-0.00069039i,0.0001611+0.00041539i,0.00039973+9.3046e-05i,-0.00013221-0.00048813i,0.00037156-0.0002265i,0.0010145+0.0002755i,0.0011481-6.7855e-05i,0.00038915-0.00058842i,-0.000352-0.00025536i
0.0019126-0.00094988i,0.0019358-0.001489i,0.0013994-0.0021578i,-5.0639e-05-0.001979i,-0.0017138-0.00097432i,-0.0020068+0.00015706i,-0.0015345+0.00030702i,-0.00091739+0.00015493i,-0.00016544+0.00066437i,0.0004812+0.0005879i,0.00061527-0.00041057i,0.0005858-0.00060493i,0.00043757-0.00014276i,1.577e-05+6.4824e-05i,0.00017403-0.00020065i,-4.7808e-05-0.00047411i,0.00025317-0.00037176i,0.00082656-0.00055031i,0.00040622-0.00023988i,-0.00036738-0.00030197i,-0.00073691-0.00059755i,-7.0132e-05-0.00021633i,0.00046779-0.00032669i
0.00046427+0.0012618i,0.00016604+0.0012508i,-0.00028054+0.00046306i,-0.00031994-0.00025227i,-0.0013682-8.4018e-05i,-0.0027809+0.00025473i,-0.0026999+8.0777e-05i,-0.0018436+6.9443e-05i,-0.0011898+0.0001881i,-0.00049039+0.00019934i,-0.00026871-0.00011979i,-0.00013876+0.00051981i,0.00032129+0.00098285i,0.00050385+0.00078427i,-7.9262e-05+0.00082674i,-0.00012827+0.0004014i,1.1343e-05+0.00012695i,0.00029479+0.00010834i,-1.6399e-05-0.00037821i,-0.00042391-0.00037359i,0.00051414+0.00030413i,0.00087286+0.00098863i,0.00033563+0.0011619i
-0.00035135-0.0011271i,-0.00039833-0.0023712i,-0.00084158-0.0021051i,-0.0013074-0.0010599i,-0.0020299+0.00019883i,-0.0021925+0.00082903i,-0.0017444+0.00031397i,-0.00062034+0.0006485i,0.0010197+0.0013779i,0.0013049+0.00072548i,-8.4359e-06-1.8243e-05i,-0.00047758-0.00054551i,-5.1143e-06-0.00099533i,-0.00010531-0.00050306i,-0.00072623+0.00044091i,-3.8227e-05+0.00034197i,0.0010153-0.00053959i,0.0016394-0.0003905i,0.0011145+0.00045344i,0.00043571-0.00010008i,0.00047796-0.00070019i,0.00071818-0.00046338i,0.00011988-0.00038729i
-0.0017404+0.0017543i,-0.00086873+0.0011082i,-0.00074432+0.0012231i,-0.0013411+0.00081684i,-0.0012829+0.0011872i,-0.0010925+0.00052705i,-0.0010256+0.00028128i,-0.00085132+0.00079109i,-0.00052187+0.00034662i,-0.00050559-0.00038849i,-0.00026673-0.00031706i,-0.00017774+0.00034452i,-0.00040143-8.1564e-05i,-0.00024041-0.00070874i,0.00026249-0.00026627i,0.0003031-0.00038471i,-0.00041845-0.00037453i,-0.00036252-0.00026699i,0.00023755-0.00041164i,0.00032664-0.00024132i,0.00024092-6.4221e-05i,-0.00021075-0.00015191i,2.2006e-05-0.00076806i
0.0010752+0.0003522i,0.0013084-0.00029501i,0.001688-0.00010018i,0.00020211+0.00025405i,-0.0024007+0.00028116i,-0.0033732+0.00011044i,-0.0025212-3.5774e-05i,-0.001629+4.0985e-05i,-0.00095267+0.00011381i,-2.5844e-05+0.00038406i,0.00023454+0.00051022i,6.6207e-07+0.00035757i,-7.3867e-05+0.0002645i,0.00039209+8.2638e-05i,0.0001128-0.0003657i,-0.0010762-0.0010576i,-0.0011734-0.0012156i,-0.00020763-0.00045498i,0.00061854+0.00015285i,0.00078893+0.00043506i,-0.00013793+0.00030059i,-0.0014785-0.00015926i,-0.0019491-0.00052541i
0.0015814-0.0021816i,0.00017331-0.0036402i,-0.00035637-0.0034531i,-0.0014771-0.0024214i,-0.0025838-0.0015333i,-0.0028429-4.132e-05i,-0.0018028+0.00092957i,-0.00065929+0.00099172i,-0.00038336+0.00064685i,-0.00018963-0.00015507i,0.00032637-0.000547i,0.00027474+0.00040522i,6.9573e-05+0.00047613i,-0.00011622+0.00014021i,-0.00022946+0.00044343i,-0.00016394+0.00052672i,-0.00039776+0.0010764i,-0.00077283+0.00086948i,-0.00066674-0.00015969i,-0.00020201-0.0004808i,0.00023661-0.00064738i,0.00046376-0.00068887i,-0.0006252-0.00024938i
0.00074677-0.00034388i,0.00022072-0.00078162i,-0.001366-0.0011287i,-0.0016931-0.00025854i,-0.0016456+0.00031822i,-0.0017134-0.00024345i,-0.0014733-1.9921e-05i,-0.00082823+0.00036741i,7.3127e-05+0.00026362i,0.0013007+0.0005998i,0.0010223+0.00022083i,-0.00018895-0.00045311i,-8.087e-05-0.00050991i,0.0007249-0.00019619i,0.00053559-0.00044727i,5.5359e-05-0.0015421i,0.00039258-0.0014366i,0.00094406-0.0007128i,0.00041676-0.00018206i,0.00020548+0.0006832i,0.00031364+0.00097825i,-3.0327e-05+0.0007391i,-0.00074519+6.9324e-06i
-0.00046898-0.00048672i,-0.00044184+0.00017813i,-0.0011115+0.00064829i,-0.001569+0.00048356i,-0.0015194+0.00082002i,-0.001551+0.00036228i,-0.0015564-0.00060655i,-0.0011454-0.00024966i,-0.00061512+0.00077653i,0.00017808+0.00096052i,0.00037482+0.00032304i,0.00053324-0.0001388i,0.00044814+0.00035483i,6.0017e-05+0.00046037i,0.00013065+0.00022114i,-1.7097e-05+0.00014978i,1.2892e-05-0.00034655i,0.00094475+0.00022119i,0.0017168+0.0010622i,0.00042115+0.0014097i,-0.00089676+0.0013709i,-0.0003806+0.00064556i,-0.00058434-2.4108e-05i
-0.0012115-0.0021295i,-0.0019666-0.0028332i,-0.0020021-0.002446i,-0.0017685-0.00051588i,-0.0022991+0.00078014i,-0.0025289+0.00057197i,-0.0020919+0.00034193i,-0.0012578+0.00030897i,-0.00067649-0.00019529i,-0.0011348-0.00016428i,-0.00085601+0.00010655i,-0.00033743+0.00059024i,-0.0006381+0.00080158i,-0.0012869+0.00062515i,-0.0010467+0.0005926i,-0.00016367+0.00011152i,-0.00012301-0.00047064i,-6.3576e-05+0.00038979i,-0.00054231+0.0013286i,-0.00079062+0.0011517i,-0.00054386+0.0009437i,-0.00018228+0.00028184i,0.0005701+0.00011731i
0.00060596+0.0018171i,0.0026869+0.0027189i,0.0035371+0.0024002i,0.0015851+0.00052245i,-0.00091714-0.0011854i,-0.0017962-0.0019482i,-0.0018067-0.00077562i,-0.001505+0.00066047i,-0.00059515+0.0010247i,0.00041551+0.00080919i,0.00052422+0.0004095i,-0.00049866+0.00038417i,-0.001187+0.00042605i,-0.0014525+0.00028387i,-0.0013359+0.0010366i,-0.0004303+0.0013122i,0.00023906+0.00063262i,-0.0005363-9.1472e-05i,-0.0003333-0.00032028i,0.0013784+0.00037517i,0.00082457+0.0003711i,-0.00022177+0.00023016i,-0.00077235+0.00071957i
0.00069477+0.00019809i,0.00081122+1.7679e-05i,-7.5471e-05-0.0013536i,-0.0011481-0.0021303i,-0.0020261-0.0017727i,-0.0028618-0.00082912i,-0.0019956-6.3576e-05i,-0.00038023-7.0588e-05i,0.00024351+0.0003952i,0.00035232+0.00023816i,0.00024069-0.00028643i,0.00023498-0.00051096i,-0.00011099-0.00066583i,-8.9285e-05-0.00067842i,-0.00023985-0.00072797i,-0.00038933-0.00018113i,0.00033519+0.00029673i,0.00061441-0.00010483i,-0.00069452-0.00014101i,-0.00098906-0.00027086i,-0.00016097-0.00049599i,0.00034918-0.00041258i,0.00021871-0.00020534i
0.00098819-0.0005534i,-0.00039988+0.00037004i,-0.0020254-9.8081e-05i,-0.0025264-0.00066584i,-0.002061+0.00023054i,-0.0012448+0.00077841i,-0.00082771+0.00074746i,-0.00053771-2.0167e-05i,0.00014101-0.00054311i,5.7257e-05-0.00044837i,-0.00030408-7.7035e-05i,-0.00010982-0.00040997i,0.00029717-0.00027125i,-0.00046867-9.2722e-05i,-0.0011146+6.7275e-05i,-0.0008048+0.00026133i,-0.00040099-0.00047639i,-0.00020168-0.00099331i,0.00043142-0.00088871i,0.00046411-9.2926e-05i,0.00018697-0.00023697i,-4.4808e-05-0.0001806i,-0.00030138-2.5738e-05i
-0.00016229-0.0015588i,-7.8359e-05-0.0012557i,0.001228-0.0014231i,0.00025604-0.00062165i,-0.0017021+3.0277e-05i,-0.0022212-0.00019157i,-0.0018816-0.00073451i,-0.0013365-0.00031399i,-0.00026433+0.00035501i,0.0005079+0.00049004i,-2.3237e-05+4.5515e-05i,-0.00049222+0.0002261i,-7.1339e-05+0.00041846i,0.00082709-5.0682e-05i,0.00083906-8.3785e-05i,-0.0001435+5.5263e-05i,-0.00065449+0.00063479i,-0.00036799+0.0012397i,4.2079e-05+0.0011098i,0.00013985+0.0008637i,-0.00037281+0.0003086i,-0.0004717-0.00061289i,-0.00023275-0.0007995i
-0.0010453+0.00070944i,-0.0020157+0.00048376i,-0.0016243+6.6845e-05i,-0.001342+0.00036221i,-0.0018335+0.00065632i,-0.0015689+0.00027614i,-0.00090151-0.00011732i,-0.00070928-0.00034005i,-0.00026836-0.00020161i,5.9366e-05-9.6047e-05i,4.1766e-05+0.00030566i,0.00013829+0.00064523i,0.000258+0.00040179i,0.00053883-7.54e-05i,0.00025879+3.5984e-05i,5.6071e-05+0.00063097i,2.3048e-05+0.00041937i,-0.00037518+0.00083851i,-0.00041119+0.0014387i,6.2344e-05+0.0012805i,0.00027976+0.00057523i,-0.00022698-5.9392e-05i,-0.00053631-0.00023168i
0.0018038+0.00022345i,0.0016397+0.00082068i,0.0004147+0.00096416i,-0.00059943+0.00038106i,-0.0014132+0.00015263i,-0.0015352+0.00093203i,-0.00058599+0.0014709i,-0.00028077+0.00087411i,-2.6505e-05+0.0007135i,0.00073364+0.00050622i,0.00060248-0.00064026i,-0.00016446-0.00011629i,-0.00052671+0.0013521i,-0.0010602+0.0011763i,-0.0015381+0.00066706i,-0.0011656+0.00082783i,-0.00075437+8.3987e-05i,-1.6638e-05-0.0006648i,0.00086693-0.00016265i,0.00048707+0.00049977i,5.3089e-05+0.0009405i,0.0003381-5.0381e-05i,0.00066874-0.00090291i
-0.0006896-0.0022321i,-0.00014813-0.001897i,8.995e-05-0.002489i,-0.00019847-0.0028728i,-0.0010178-0.0013928i,-0.0013649+0.00052896i,-0.0014225+0.00074733i,-0.0005032+0.00028798i,2.2516e-05-0.0001616i,-2.5186e-05+6.8716e-05i,-0.00021345+0.00018148i,-0.00015899+6.1318e-05i,0.00010315-0.00022535i,0.00013893-0.00066141i,0.00027662-0.00072245i,-0.00078892-0.00012089i,-0.0016953-0.00022015i,-0.0011253-0.00065032i,-0.00064912-0.00020779i,-0.00040233+0.00011565i,0.00018606+0.00031982i,0.00088685+0.00046475i,0.0007276+0.00013587i
0.00024767-0.00055841i,0.0014672-0.00073377i,0.00066108-0.00070726i,-0.0010173+0.00010673i,-0.0017978-0.000383i,-0.0016991-0.0011074i,-0.00083051-0.00046838i,2.8138e-05+0.00042619i,0.00056481+0.00035188i,0.00069253+0.00056368i,0.00039361+0.0008215i,0.00043637+0.00063144i,0.00074539+9.9974e-05i,0.0012671-7.1332e-05i,0.00090706+0.00025084i,0.00018884+0.00034928i,0.00012069-5.3243e-05i,0.00014218-0.00020436i,0.00013544-0.00072297i,-0.00016592-0.00041137i,-0.00010722+0.00064905i,0.00015215+0.00065929i,-0.00030795-0.00076066i
-0.0011146+0.00011077i,-0.0016177+0.00058317i,-0.00088173+0.00089224i,-0.00099835+0.00046746i,-0.0015277-0.0005463i,-0.0016925-0.00057357i,-0.0019592-0.00029407i,-0.0017104+0.00014281i,-0.00095484-8.1767e-06i,-0.0002782-0.0004141i,5.8787e-05-0.00080886i,0.0007381-0.0003598i,0.0013289+0.00030898i,0.0016371+0.00021014i,0.0014181+0.00022427i,0.00092355-0.00020337i,0.00054708-0.00070188i,0.00059121-0.00011991i,0.00073626+0.00022142i,0.00051149-0.00022603i,0.00079549-0.00021027i,0.00063885+0.00013539i,0.00019055-0.00029265i
0.001428+8.8396e-05i,0.0012952-0.0011049i,-6.7326e-05-0.0022458i,-0.0017063-0.002256i,-0.0021594-0.0011427i,-0.0021359+0.00075393i,-0.0014033+0.00064757i,-0.00095161-6.9247e-05i,-0.0014187+0.00058i,-0.0013889+0.00082909i,-0.00079435+0.00060228i,0.00040731+0.00062526i,0.0010249+0.00060833i,0.00049019+0.00035556i,-0.00052576-5.9523e-05i,-0.00053238+0.00020138i,-0.000395+0.00088718i,-0.00055322+0.0008664i,-0.00019563+0.00054448i,0.0003812+1.3539e-06i,0.00010035-0.00027164i,2.9112e-05-4.9626e-05i,-7.342e-06+0.00038296i
0.00093992-0.0002726i,0.00085845+0.0010505i,0.00074183+0.0019904i,2.9085e-05+0.0020752i,-0.0011036+0.00069476i,-0.0018285-0.00035208i,-0.0012489-0.00097751i,-0.0010267-0.0011223i,-0.00085503-0.00030355i,-0.0001312+0.00026367i,0.00028202-0.000347i,0.0009131-0.0012259i,0.0010566-0.00035652i,0.00020815+8.1108e-05i,-0.00041185-0.00037065i,-0.00033315-0.00067255i,6.5504e-05-0.0012172i,7.6692e-05-0.00075763i,-0.00041207+0.00021886i,-0.00033738+0.00077778i,-0.00070684+0.00035135i,-4.503e-05+1.2547e-05i,0.001069+0.00064165i
0.0025173+0.0001577i,0.0020689+0.00021331i,0.0016861-0.00081638i,4.2573e-05-0.0016482i,-0.0022759-0.0014481i,-0.0034948-0.0006786i,-0.0026798-0.00069049i,-0.0014004-0.00089819i,-0.00036201-0.00038513i,7.0115e-05+0.00023792i,4.5328e-05+3.4007e-05i,0.00032073-8.8008e-05i,0.00022186+7.3691e-05i,-0.00041813-0.00039536i,-0.00073966-0.00039437i,0.00010706-0.00075383i,0.0008422-0.00051546i,0.00026607-0.00044326i,4.5447e-05-0.00034206i,-0.00020335+0.00022362i,-0.00091876-0.00044658i,-0.0011166-0.0002961i,-0.00082322+0.00026352i
0.0005491-0.0012489i,4.1107e-05-0.0012771i,-0.0012321-0.00091044i,-0.0021224-0.0015956i,-0.0021019-0.001139i,-0.0024512-0.00034992i,-0.002219+1.7736e-05i,-0.0017007+0.00011764i,-0.0008205+6.3453e-05i,-0.00014375+0.00026897i,-0.00019765-4.8609e-05i,3.0925e-05+4.2378e-05i,0.0003753+0.00025933i,0.00045017+0.00045081i,0.00089352+0.0014268i,0.00078666+0.0011433i,0.00075581+0.00030312i,0.00069957+0.00036348i,-0.00010997+0.00050261i,-0.00010063+0.00046874i,-0.00011842+0.00058614i,-0.00011143-0.0003844i,-0.00024306-0.0010368i
-0.00049321+0.001715i,0.00016084+0.0003043i,-0.0011468-0.00016486i,-0.0019681-2.3261e-05i,-0.0015225+0.00057897i,-0.0010409+0.00071554i,-0.00034819-0.00029009i,-2.9508e-05-0.00047066i,-0.00045216-4.3131e-05i,-0.00019841-0.00030435i,0.00039299-0.00023799i,-0.00018831-9.4118e-05i,-0.00053063-0.00016789i,4.8623e-05-0.00045672i,3.3941e-05-0.0004209i,-0.00029781+0.00028691i,1.6253e-05+0.00048078i,-0.00015292-0.00035108i,0.0003401-0.00089402i,0.00057939-0.00090467i,-0.00022716-0.00012421i,-0.0002366+0.00065516i,0.00033386+0.00077056i
