-0.0045655-0.00016591i,-0.0037+0.0017098i,-0.0030589+0.0033607i,-0.0020613+0.0036072i,-0.00058373+0.0025528i,0.0001611+0.0015978i,-0.0007101+0.00071093i,-0.001556+0.0006802i,-0.001208+0.00061781i,-0.00051094+0.00019457i,0.00039191+0.00024792i,0.00070456+0.00054103i,0.00042253-0.00021341i,-0.0001924-0.0010647i,-0.0011087-0.00164i,-0.00089409-0.0012162i,-0.00020458-0.00027419i,0.00043186-2.9391e-06i,0.00064814+0.00069327i,0.00046788+0.00049937i,0.00053503-0.00037299i,-0.00010336-0.00070866i,-0.00025826-0.00099798i
0.00091744-0.00069783i,0.0023508-0.00092449i,0.0025111-0.001108i,0.001781-0.0012323i,0.00041914-0.0010184i,-0.0007655-0.0010583i,-0.0011831-0.00057087i,-0.0013189+0.00039465i,-0.00080388+0.0005653i,9.0468e-05-0.00020578i,0.00061581-0.00081785i,0.00027095-0.00075114i,-0.00052815-0.00048996i,-0.00037992-0.00061802i,0.00034675-0.000406i,-0.00027124+0.00041916i,-0.00096097+0.00076126i,-0.001034+0.00033764i,-0.00046947+0.00010331i,-0.00039245+0.00065984i,-0.00076023+0.00070471i,-0.00067133+0.00041252i,-0.00071574+2.9028e-05i
0.0018727-0.0003683i,0.0016828-0.00041267i,0.0012668-0.00081817i,-0.00030634-0.00078932i,-0.0013263+2.361e-05i,-0.00086063+0.00070769i,-0.00021375+0.00038756i,-0.000275-0.00045319i,-0.00084404-0.00092286i,-0.0010814-0.0012385i,-0.0006459-0.00096161i,-0.00062201-0.00019475i,-0.00022538+4.1186e-05i,-0.00046889-0.00047313i,-0.00051423-0.00081817i,-7.788e-05-0.00012866i,-0.00033603-0.00024336i,-0.00021785-0.0011708i,8.6643e-05-0.0011659i,-0.00026141-0.0003579i,2.223e-05+7.5082e-05i,0.00031046-3.4012e-06i,3.1328e-05+0.00013725i
-0.0012713+0.0017505i,-0.00043001+0.0030782i,0.00024757+0.0026506i,0.00083+0.0014608i,0.0011244+0.00024054i,0.00071186-0.000258i,5.8868e-05-0.00047733i,-0.0003751-0.00062569i,-0.00090202-0.0010016i,-0.0018216-0.0016272i,-0.00097386-0.0015217i,0.00089827-0.00081302i,0.00072278-0.00014352i,4.1776e-05+4.9804e-05i,-0.00026033+4.758e-05i,-0.00074842-0.00027742i,-0.001169-8.9774e-05i,-0.00032657+0.0011089i,0.00031728+0.0012358i,0.00015874+0.00045498i,-5.2995e-05+0.00030353i,-0.00062378-0.00010489i,-0.0012476-0.00040635i
-0.00094558+0.00032576i,-0.00055214+0.00029024i,-9.8056e-05+0.00025838i,0.00017259+0.00019669i,-0.00032388+8.4662e-05i,-2.0973e-05-0.00012553i,-0.0007198-0.00053754i,-0.0012422-0.0013853i,-0.0017262-0.0012549i,-0.002032-0.00040836i,-0.0010347-0.00012951i,-0.00058987+0.00033913i,-0.0011311+5.9996e-05i,-0.00098615-0.00010383i,-0.00079104+0.00028421i,-0.0012325+0.00035959i,-0.0013403-8.0668e-05i,-0.0008442-0.0002081i,-0.00060399+6.9978e-05i,-0.00049242+0.00052539i,-0.00088006+0.00093235i,-0.0011591+0.00043066i,-0.00034905+0.00031074i
0.00065887+0.00012582i,0.00086202-0.00035447i,0.0007921-1.5397e-05i,-4.8847e-05+0.00083659i,0.00013569+0.00090725i,0.00082706+0.00081681i,0.00056015+7.4782e-05i,-0.0003143-0.00050373i,-0.0010568-0.00068287i,-0.00092014-0.00029493i,-0.00037735+0.00054303i,-0.00039481+0.00031166i,-0.00040161+0.00066439i,-0.00014197+0.001439i,-0.00035191+0.00080993i,-0.0011744+0.00043486i,-0.0015259+0.00021739i,-0.0012729-0.00053528i,-0.00074603-0.00094092i,-0.00010515-0.00019715i,-0.00023806+5.6378e-05i,-0.00056398-0.00010107i,4.6614e-05+2.9254e-05i
-0.00062666+0.00077101i,0.00017857+0.0012457i,-6.9422e-06+0.00096612i,0.00022606+1.1492e-05i,0.00068779-0.00023707i,0.0011219-0.00030588i,0.00065406-0.00048464i,0.0003235-0.00030245i,2.9127e-05+0.00082558i,-0.00034324+0.0016987i,-0.00053373+0.0014552i,-0.0002782+0.00039866i,-0.00052511+9.908e-05i,-0.0005425+0.00066192i,-0.00058281+0.00067558i,-0.00072637-5.5533e-05i,-0.0002983-0.00052807i,3.5213e-05-0.00086018i,-0.00027227-0.00023824i,-0.00041072+0.00013274i,-0.00013669-0.0001635i,-0.00020953-4.9466e-05i,0.00013623-5.9545e-05i
-0.00010573+0.0012276i,-0.00082677+0.0010087i,-0.00061155+0.001479i,-0.00039961+0.0013549i,-1.7907e-05+0.00053698i,0.00071422+0.00072374i,0.00070278+0.00010371i,-0.0002423-0.00068311i,-0.00078641-5.7549e-05i,-0.00034426-0.00040801i,-1.7084e-05-0.00089964i,-0.00076441-0.00015913i,-0.0013793+3.381e-05i,-0.000556-0.00066718i,4.1957e-05-0.00038831i,-0.00015924+0.00029582i,2.5324e-06-0.0004858i,-4.1713e-05-0.00071549i,-0.00061242+6.4319e-05i,-0.0006245+0.00016161i,0.00010317-1.2066e-05i,0.00085393+0.00045648i,0.0011463+0.0002457i
-0.0010369-0.0021311i,-0.001256-0.0018066i,-0.00124-0.0014468i,0.00013457-0.00098752i,0.0006909-0.00035621i,-0.00020121+7.8417e-05i,-0.00022732+0.00029355i,0.00019941-7.3781e-06i,0.00017392-0.00069997i,-7.9383e-05-0.00057932i,-0.00039804-0.00035999i,-7.0943e-05+2.8669e-05i,0.00071945+7.4525e-05i,0.00043782+0.0004215i,7.1855e-05+0.00055154i,0.00020286+9.6744e-05i,6.0757e-05+0.0003391i,-0.0001503+0.00066593i,-0.0005672+0.0010089i,-0.00089123+0.0013569i,-0.00017924+0.0005085i,0.00012096+0.00012668i,-0.00023262-0.00012641i
0.00064617-0.00017317i,0.00029684-0.00041255i,0.00035187-0.00044972i,0.00016263-0.00014894i,0.00048501+0.00012084i,0.00023794+0.0005518i,0.00034538+0.00083129i,0.00049526+0.00098428i,0.0002264+0.00062376i,-0.00049498-0.00024381i,-0.001329-0.00089473i,-0.0013589-0.0013987i,-0.00079216-0.0007062i,0.00013668+0.00045916i,0.00049554+0.00030071i,0.00017831+0.00066523i,-0.00041229+0.00060631i,-0.0012605+0.00058915i,-0.0016836+0.0010454i,-0.0011484+0.00094563i,-9.3806e-05+0.00073807i,-6.2605e-05+0.0010019i,-4.8463e-06+0.00093909i
0.0013508-0.0030876i,0.00070902-0.00283i,0.00064823-0.0021459i,-0.00021116-0.0018879i,-0.0013431-0.00085557i,-0.0016849+4.272e-05i,-0.00106+0.00047485i,-8.7669e-05+0.00056064i,1.9394e-05+0.00039958i,0.00052452-0.00032224i,0.00013599-0.00099666i,-0.00055217-3.924e-05i,0.00025383+0.00069055i,0.00097645+0.00031273i,0.0009679-0.00067561i,0.00059333-0.00057611i,0.00058213+0.00048412i,-4.4158e-05+0.00065631i,-0.00065207+7.9886e-05i,-0.00077025+5.967e-05i,-0.00032494-0.00010636i,6.6505e-05-0.00015442i,-0.00026571+0.00055507i
0.0012568-0.00041364i,0.00010678-0.0017261i,-0.00055535-0.0018324i,-0.00070192-0.00079805i,-0.0010135+1.5292e-05i,-0.0012961+0.00085623i,-0.001117+0.0011686i,-0.00024528+0.00074283i,0.00032483+0.00035723i,0.00019502-0.0010543i,0.0006098-0.0013496i,0.0007131-0.00010755i,0.00032783-2.6628e-05i,-7.2845e-05-0.00015256i,-0.00024746-0.00029201i,4.6273e-05-0.00043547i,0.00079774+0.00041011i,0.00051857+0.00036169i,-0.00042975+0.00018775i,-0.00053728+0.00062595i,-0.00094034+0.00090645i,-0.00084885+0.00079604i,2.4033e-05+0.00057711i
0.00047724-0.0007305i,0.00027281-0.0013963i,-0.00054422-0.00063627i,-0.00035367-0.00048073i,0.00036804-0.000924i,0.00048629-0.00049577i,0.00023853+6.0642e-06i,-0.00081099+0.0001133i,-0.0013208-0.00017256i,-0.00096549-0.00024215i,-0.00076521-0.0004212i,-0.00064179-0.00034037i,-0.00053398-0.00015139i,-0.00025911-1.986e-05i,-0.00031847+0.0003645i,-0.00070504+0.00030753i,-0.00072245-8.5744e-05i,-0.00079179+0.00031303i,-0.0011645+0.00076772i,-0.00083775+0.0005991i,-0.00065956+0.00019396i,-0.00039192+0.00028808i,0.0001081+0.00070717i
-0.00072633+0.00033178i,-0.00033265+0.00055436i,-0.00012889+0.00019789i,0.0004767-0.00040903i,0.0013576-0.00080177i,0.001062-0.00025561i,-0.00012698-0.00017509i,-0.00068436-0.00070077i,-0.00074554-0.00022487i,-0.00046332+4.3046e-05i,4.5706e-05-0.0004015i,-0.00012726-0.00045657i,-0.0012196+0.0002223i,-0.001141-2.5839e-06i,-0.00079651-0.00091077i,-0.00060295-0.0011307i,-0.00076458-0.0009362i,-0.00079091-0.00041258i,-0.00020202+0.00046597i,-0.00053016+0.0012618i,-0.00092179+0.00077342i,-0.00068723+0.00036159i,-0.0004514+0.00087934i
-0.0003272+0.0015603i,0.00099278+0.0016762i,0.0017766+0.0009963i,0.0022774-0.00030138i,0.0015942-0.00073169i,0.0003196-0.00084872i,-0.00019893-0.00073929i,-0.00041724-0.00074742i,-0.00069465-0.00054196i,-7.1997e-05-0.00043522i,0.00098709-0.00035982i,0.00038699+0.00035658i,-0.00020066+0.00064766i,-0.00012448+0.00095375i,-0.00056618+0.0013318i,-0.00092331+0.00079644i,-0.00042329+0.00027652i,0.00020331+0.00061891i,0.00015218+0.00074911i,0.00042813+0.00046759i,-8.2431e-05+0.00010518i,-0.0011786-0.00021615i,-0.00093527+0.0001131i
7.8602e-05+8.2875e-05i,0.0013932-0.00064673i,0.0017693+0.00032296i,0.0013209+0.00087809i,0.00039075-7.7871e-05i,0.00034123-0.0003428i,-0.00030862+0.00024079i,-0.00056146-1.0724e-05i,-0.0006032-0.00059193i,-0.00035057-0.001001i,-0.00039696-0.00070879i,-0.000567-0.00028788i,-0.0008252-0.0003337i,-0.0012125-0.00032956i,-0.00083604+0.00011701i,-0.00010516+3.3274e-05i,-0.00017402-0.00060536i,-0.00055826-0.00060454i,-0.00022847-0.00017407i,-0.00089858-0.00011259i,-0.0016587-0.00016834i,-0.0011172-7.5065e-05i,-0.00050906-0.00012416i
0.00086458+0.002709i,0.00026974+0.0021502i,0.00024137+0.00082527i,0.00024309-0.00024843i,0.00069191-0.0010155i,0.00083354-0.001159i,-6.9787e-05-0.00065672i,-0.00074068-0.00052351i,-0.0010114-0.00079888i,-0.0011212-0.00083077i,-0.001149-0.00059276i,-0.00079596-0.0003013i,-0.00014462-0.00012429i,0.00028108-0.00025061i,0.00048272+2.8978e-05i,0.00045713+0.0010225i,0.00045392+0.0014898i,0.00023117+0.0011164i,1.1896e-06+0.00019653i,-0.00035352+0.00013146i,-0.00081856+0.00082395i,-0.0010661+0.00041424i,-0.0008275+1.5435e-05i
0.000401+0.0001599i,0.0011707-0.00072019i,0.001091-0.00010761i,0.00063453-0.00025892i,0.00072488-0.00034605i,0.00052679-0.00023496i,-0.00051914-0.0001996i,-0.0012725-0.00015245i,-0.0011426-0.00034331i,-4.5961e-05-0.0002344i,0.00018298-6.5618e-05i,-0.00018928-0.000413i,0.00021666-0.00082875i,-0.00013242-0.00050406i,-0.00087905-0.00027332i,-0.00060352-0.0009051i,0.0006599-0.00082287i,0.0012606+9.9686e-05i,0.00026717+0.00065111i,-0.0003039+0.00072534i,8.2388e-05+0.00039227i,0.00014112-0.00043954i,-1.9926e-05-0.00071411i
-0.00031363-0.002101i,-0.0015307-0.00018299i,-0.0027567+0.00040591i,-0.0015728-0.00031555i,-0.00076228+5.3744e-05i,-0.00057756+0.00042786i,0.00013278+0.00052564i,0.00038167+0.00012985i,0.00036338-0.00029235i,0.00022089-0.00062224i,-7.6735e-05-0.00065206i,2.6045e-05+2.9902e-05i,0.00048379+0.00032585i,0.00014131+0.0004953i,-0.00077469+0.0005677i,-0.00069451+9.5647e-05i,-0.00020281-0.00027487i,-0.00049392-0.00080637i,-0.00081084-0.00060174i,-0.0004451-0.0006805i,-8.244e-05-0.00028245i,-0.00024782+0.00051317i,0.00012093+0.00044212i
-0.00020934-0.0028427i,-0.001083-0.0022765i,-0.0012678-0.0025892i,-0.0015121-0.0017205i,-0.0019424-0.00029276i,-0.0011507+0.0012182i,-0.00081339+0.0007367i,-0.0011119-0.00024764i,-0.0010619-0.0007072i,-0.00086351-0.0013496i,-0.0001083-0.0011981i,0.00031391-0.00045475i,0.00032107-0.00011949i,-0.00018872-4.4803e-05i,-0.00054363+0.00023881i,-0.00054052+0.00011594i,-0.00029237+4.9062e-05i,-0.00043959+0.00098889i,-0.00070409+0.00092079i,-0.00078704-0.0004067i,-0.00042294-9.1169e-05i,-0.00040304+0.00063414i,-0.00051528+0.00015679i
-5.9671e-05+5.4501e-05i,-0.00020775-0.00010233i,-0.00032589-0.00017337i,-0.00075011-0.0003237i,-0.0012615-0.00077778i,-0.00056133-0.0002806i,-0.00017585+0.00044316i,-0.00020106+0.00010505i,-0.00034073-0.00016771i,-0.0010614-0.00022314i,-0.00046921-0.00087592i,0.00072478-0.00081828i,0.0010088-0.00086237i,0.00064796-0.00073757i,-0.00060415+6.007e-05i,-0.0012985+0.00062108i,-0.00051878+0.00057899i,-0.00054396+0.00033802i,-0.00032649+0.0003416i,5.1913e-05+0.00036929i,0.00026796+0.00063169i,0.00050103+0.00085629i,9.6408e-05+0.0010739i
0.00022158-0.00073149i,0.00057774-0.0010184i,-0.00037223-0.0006383i,-0.00030617-0.00010887i,-0.00010362+0.00043741i,-0.00027651+0.00096355i,-0.00029205+0.00058629i,-0.00023431+0.00095764i,-0.00040897+0.0006929i,-0.00032708-6.3655e-05i,-0.00062693-0.00065818i,-0.00012096-0.00097337i,0.00025146-0.00012704i,0.00077393+0.00033462i,0.00024716-0.00029897i,-0.00069826-0.00077941i,-0.00078663+0.00022179i,-0.00096815+0.00029333i,-0.00050128+0.00034215i,-0.00070194+0.0010915i,-0.00082625+0.0006644i,-0.00018435+0.00048375i,0.00045745+0.00013617i
0.00036316-0.00066841i,-9.0363e-05+5.2568e-05i,-0.00055295+0.00068846i,-0.00012677+0.00015056i,9.8767e-05+0.00049876i,0.00038328+0.0017555i,0.00084534+0.0015795i,0.00079706+0.00021605i,-0.00018773-0.00079589i,-0.0005193-0.0013234i,-0.00016093-0.00072083i,0.00013952+0.00064626i,0.00066741+0.001253i,0.0013747+0.00069127i,0.0013395+0.00017298i,0.00030179-8.5799e-05i,-0.00068896-0.00057329i,-0.00049832+0.00040323i,-0.00010909+0.0013195i,0.00031657+0.00072383i,5.3239e-05-1.8811e-07i,-0.0003289-0.00011437i,-0.00026487+0.00010119i
-0.0018928-0.00030485i,-0.00091773+0.0010323i,-0.00046846+0.0013125i,0.00029861+0.00094516i,0.0010286+0.00063903i,0.0017797+0.00031729i,0.0002282+7.0352e-05i,-0.0013287-0.00097563i,-0.0013946-0.0014386i,-0.00066557-0.00094268i,0.00032138-0.00028946i,0.00072214-0.00026019i,0.00080487-0.00040322i,0.0002026-0.00046208i,-0.00040964-0.00047128i,-0.00035754-0.00029832i,-0.000201+9.7236e-06i,4.3863e-05+0.00021769i,0.00055958+0.00012717i,0.00065724+6.323e-05i,0.0001749+0.00024348i,2.4229e-05+0.00036415i,0.00074775+0.00054505i
0.00088277+0.00024762i,0.0001243-0.0014317i,0.00028249-0.0015713i,0.00026476-0.00028698i,-0.00053764-0.00045911i,-0.0013942-0.00049507i,-0.00066538-2.4569e-05i,-0.00029748-9.9954e-05i,-0.00062837-0.00077542i,-0.00056166-0.0010744i,-0.00010479-0.00063563i,5.606e-05+6.9178e-05i,-0.00059328+0.00070965i,-0.00054882+0.00046214i,-0.00058946-0.00074544i,-0.0012606-0.00049926i,-0.0016415+0.00012579i,-0.0011434+0.00023209i,1.4517e-05+0.00073845i,0.00046781+0.00067696i,0.00010606-5.356e-05i,0.00024739-0.00040577i,0.00019711+0.00050741i
-0.00066947+0.0006627i,0.00052026+0.00032671i,0.0014839+0.0012191i,0.0016397+0.0013099i,0.0019125+0.00051536i,0.0014874-0.00048758i,-0.00020335-0.00086992i,-0.0015624-0.00039344i,-0.0018445+0.00031984i,-0.0010417+0.00052222i,0.00010047-0.00021737i,0.00019671-0.00048747i,-0.00043267-0.00028166i,-0.00032936+4.8516e-05i,-0.00038423+0.0005169i,-0.00042842-0.00033317i,-0.00028997-0.00065515i,-0.00014949+3.1867e-05i,-0.00017109-0.00013971i,6.1658e-05-0.00088833i,0.00019837-0.0011737i,-0.00013886+4.792e-05i,-0.00052972+0.0010082i
-0.0014977+0.00020237i,-0.001267+0.0013314i,-0.001074+0.0017461i,-0.00046853+0.0015386i,-0.00050158+0.0012554i,0.0003048+0.00039067i,0.00085954-0.00073504i,0.00065286-0.0008496i,1.0678e-05+0.00015924i,-0.0012502+0.0002785i,-0.0017721-0.00074112i,-0.0016424-0.0011519i,-0.00086523-0.00095534i,3.5976e-05-0.00038636i,-0.00062099+7.9062e-05i,-0.0013131-0.00013012i,-0.00035843-0.0002082i,0.00010062-0.0002249i,1.6153e-05+1.227e-05i,0.00013657+0.00050375i,0.0004286+0.00058131i,0.00013182+0.0001711i,0.00018428-0.00030081i
-0.00075829-0.0011563i,-0.0019347+0.0010808i,-0.0029009+0.0013322i,-0.0017084+0.0007236i,-0.00018564+0.00041216i,0.00014152-0.0004671i,-0.00027271-0.00077112i,-0.00029611-0.00051681i,-0.00070805-0.00062946i,-0.00052628-0.0010196i,-8.1821e-06-0.00085481i,0.00030777-0.00052083i,0.00094173+0.00027919i,5.2902e-05+0.00060816i,-0.0008421+0.00036209i,-0.00047757-5.2531e-05i,-0.00060621-0.00031927i,-0.0010807+1.3558e-05i,-0.0006694+0.00027593i,-0.00025082+0.00022799i,8.1139e-05+0.00050411i,0.00050371+0.00075246i,2.6231e-05+0.00064352i
0.00072844-0.0012643i,0.00031916-0.0027412i,0.00040663-0.0031981i,4.4148e-05-0.0024298i,-0.00057395-0.0016538i,-0.00023347-0.0013275i,-0.00014385-0.0012836i,-0.00091789-0.00045126i,-0.0010969-0.00021601i,-0.0012347-0.00080385i,-0.00059368-0.00095869i,0.00057445-0.00056432i,0.00064546+0.00010324i,0.00044179+0.0002836i,-2.954e-05-8.793e-06i,-0.00060788+0.00024082i,-0.00067222+0.00057339i,0.00023258+0.00047637i,0.00064207+0.00095361i,0.0002657+0.00088604i,0.00025359+0.00020721i,0.00022201+9.3102e-05i,-1.2878e-06+0.00030341i
-8.096e-05-0.0016606i,-6.4887e-05-1.0016e-05i,0.00025349+0.0010606i,-0.00014268+0.0012552i,-0.00010715+0.0010612i,0.00023431+0.00075944i,0.00047522+0.00039663i,-5.9254e-05+9.4049e-06i,-0.00063508+0.00010953i,-0.0010135+0.00031041i,-0.0011661+0.00011023i,-0.00053811+0.00018975i,-3.7559e-05+0.00031306i,8.9115e-05-1.0209e-05i,0.00034582-0.00020429i,0.00026596+0.00022217i,-0.00017798+0.00030342i,9.5673e-05+0.00018778i,0.00025095-6.6363e-05i,4.6164e-05-0.0002756i,-0.00014322-0.00017906i,-4.9951e-05+0.00026135i,5.1401e-05+0.00081318i
-0.0017035+0.0014337i,-0.00036352+0.0021112i,0.00068697+0.0019876i,0.0016701+0.00083409i,0.0028124+0.00014985i,0.0015206-0.0010114i,-0.00029308-0.0015522i,-0.0014497-0.00094241i,-0.0010531-0.00039286i,-5.9219e-05-0.0004397i,-0.00051772-0.0014086i,-0.0008949-0.0017829i,-0.00027927-0.0014358i,-0.00017267-0.0011677i,-0.00053791-0.00059274i,-0.00047779+0.00041651i,-0.00025195+0.00068518i,-0.00037011+0.00018359i,-0.00047283-0.00064313i,5.2047e-06-0.00012147i,0.00014491+0.0003446i,-0.00042827-0.00014521i,-0.00040009+4.6451e-05i
0.0002416+0.00018817i,-0.0003286+0.00016311i,-0.00062408+0.00029102i,-0.00066087+0.00085189i,-0.00013652+0.00033531i,0.00054488-0.0001031i,8.1249e-05+2.313e-06i,-0.00071662+0.00010878i,-0.0012896+0.0005208i,-0.001137+2.6994e-05i,-0.00042873-0.00030601i,-3.7297e-05+0.00025088i,-0.00015149+0.00025017i,-0.00059375-0.00076359i,-0.00035292-0.00088274i,-0.00042024+0.00044866i,-0.00052717+0.0006112i,-0.00030657+0.00010452i,-0.00069348+2.6211e-05i,-0.00074059-0.00028754i,-0.00037179-0.00068152i,-0.00016663-0.0004605i,-0.00017446+0.0003418i
6.7672e-05-0.0016724i,-0.0001858-0.0018945i,-0.0011778-0.0014478i,-0.0011634-0.00033808i,-0.00020385+0.00048712i,0.00040477+0.0006685i,0.00060111+0.00063582i,0.00021871+0.00040419i,5.2579e-05-0.00011082i,0.00051626-0.00015407i,0.0003166+0.00016007i,-0.00028355-3.3862e-05i,-9.3038e-05+0.00021889i,0.00025625+0.00057659i,0.00050078-0.00010064i,6.5576e-05-0.00051467i,-0.00088208+0.00017588i,-0.00081956+0.00010567i,0.00026062-0.00043484i,0.00045044+0.00042431i,-0.0003025+0.000674i,-0.00044973-0.0002253i,0.00032008-0.0006796i
-0.0013512+0.0017692i,-0.0020899+0.0019652i,-0.0016061+0.0030099i,-1.9202e-05+0.0028766i,0.0010385+0.0013344i,0.0012409-0.00060812i,1.7574e-05-0.0019449i,-0.0010002-0.0018808i,-0.00032189-0.00034179i,4.576e-05+0.00013784i,4.4592e-05-0.00037665i,0.00034759+0.00013682i,0.00027879+0.00065033i,-0.00041916+0.000448i,-0.00081028-0.00040833i,-0.00073896-5.2703e-05i,-0.00056277+0.00023631i,-0.00054518+0.00022882i,-0.00071524+0.00026396i,-0.0011407+8.8193e-05i,-0.00093265-3.9334e-05i,-0.00051545+0.00025576i,-0.00051419+0.00062005i
0.0001334-0.00051684i,-0.0018301-6.6333e-05i,-0.0018477-0.00088562i,-0.0013197-0.0010107i,-0.00085489-0.00060621i,-0.00075078+2.154e-05i,-0.00047736+0.00070141i,-0.00038069+0.00037224i,-0.00067968-0.00051718i,-0.00062555-0.00040807i,-0.00040314-0.00045114i,0.00013324-0.00069876i,0.00043216-0.00042987i,0.00018754+0.00013432i,0.00023738+0.00050062i,0.00060351+0.00030674i,0.00088819-0.00036944i,0.00063364-0.00037587i,6.2976e-05-0.00069476i,-0.0007743-0.0011595i,-0.0010091-0.00038094i,-0.00084466+0.00015635i,-0.00058537+0.00056433i
-0.0016811+0.00057072i,-0.00035561+0.00084243i,0.0007439+0.0014404i,0.0013895+0.0011572i,0.0013585+0.00055822i,0.0016541-0.0010149i,0.00099565-0.0012399i,-6.4789e-05-0.00031532i,-0.0004382-4.0783e-05i,-0.00025891+0.00045415i,0.00023823+0.00076031i,0.00019543+0.0003666i,0.00015915+8.3358e-05i,0.00025039-0.00017421i,-0.00062382-0.00083553i,-0.00081833-0.00077948i,-0.0010273-0.0005451i,-0.0019855-0.00049117i,-0.0010512-0.00012656i,-0.00022162+0.00053526i,-8.46e-05+0.00098722i,0.00044172+0.00025857i,0.00055872-0.00075251i
0.00015358+0.00053296i,0.0017381+0.00053286i,0.0017295+0.001573i,0.0013188+0.00076128i,0.0020018-0.00046065i,0.0016352-0.00050166i,-0.00017281-0.00034593i,-0.0013142-0.00046489i,-0.00086556-0.00021316i,-0.00065449-0.00023107i,-0.00090213-0.00071231i,-0.00089036-0.00075758i,-0.0013291-0.00058583i,-0.00060255-0.00046338i,0.00059981-0.00063116i,0.00067944-0.0001104i,0.00060411+0.00044796i,-0.00039338+0.00020244i,-0.0010141+5.815e-05i,-0.0004547+0.00030166i,2.8661e-05+0.00045398i,0.00050955+0.00049745i,0.00018349+0.00025814i
-0.0012257+0.0011871i,-0.00073821+0.00090258i,-0.0003409-8.1389e-05i,0.00076333-0.00015352i,0.00074452-0.00022846i,0.00054315-0.001518i,-0.00018513-0.0015867i,-0.0013412-0.00084739i,-0.00083634-0.00087499i,0.000143-0.00060251i,0.00022693+8.0631e-05i,4.4503e-05+5.788e-05i,-0.00043028+0.00017458i,-0.00081094+0.0001188i,-0.00086027-0.00033521i,-0.00064512+0.00011403i,3.4729e-05-1.4601e-05i,0.00082635-0.00057846i,0.0009553+0.00039601i,0.00035321+0.0011515i,0.00016955+0.00088967i,-0.00029344+0.0004426i,-0.00070575-0.00011678i
-0.0019965+0.00099408i,-0.0018104+0.00048235i,-0.0007435+0.0011762i,0.00019365+0.0024994i,0.00057023+0.0011989i,0.00038204-0.00015995i,-0.0003193-0.00015661i,-0.0013312+0.00022794i,-0.0013958+0.00080712i,-0.00080986+0.00012774i,-0.00056571-0.00096904i,-0.0010813-0.00019265i,-0.001075+0.00054817i,-0.00033549+1.3081e-05i,0.0002123-0.00059821i,0.00053383-0.00055333i,0.00050948-0.00028799i,8.352e-05-6.8373e-05i,-0.0001206+0.00032512i,-0.00010974-0.00016467i,-0.00042725-0.00033211i,-0.00012505+0.00038903i,0.00063453+0.00093705i
-0.0017266-0.00074694i,-0.0010259-0.00091091i,-7.3572e-05+0.00026965i,0.0010961+0.0014399i,0.0014381+0.0012667i,0.00082206-3.0374e-05i,-0.00077559-0.00050377i,-0.001733-0.00019698i,-0.0012612+3.8293e-05i,-0.00044113+0.00011142i,7.9893e-05+0.00048909i,9.8231e-05+0.00023562i,-9.4322e-05-0.00017815i,-0.00043462-0.00012946i,-0.0010699-0.00043087i,-0.0010891-0.00056922i,-0.00013553+4.5571e-05i,0.00011336+0.00097626i,-0.00014145+0.0012992i,-0.00040885+0.0004129i,-0.00089482+0.00022736i,-0.0010148+0.00030328i,-0.00086296+0.00024233i
0.00020951-0.0013211i,-0.00056986-0.00095163i,0.00038742-0.00077876i,5.7375e-05+5.5882e-05i,-0.0017338+4.88e-05i,-0.001554-0.000653i,-0.0012828-0.00027091i,-0.0012729-0.00012545i,-0.0011747-0.00056401i,-0.00072749-0.00027018i,-0.00082227+0.00012932i,-0.0014342+0.00022628i,-0.0011819+0.00012596i,-0.0010533+8.0458e-05i,-0.0005861-0.00047314i,0.00026739-0.0009663i,0.00050421-0.0009301i,0.00012368-0.0004253i,0.00022084+0.00024188i,0.0010465+0.00061978i,0.00084188+0.0010404i,0.0001406+0.0014457i,0.00069439+0.00098167i
-0.00034793+0.0006668i,0.00061063+0.0016459i,0.0013928+0.002493i,0.0015976+0.0019755i,0.0019099+0.00062639i,0.0014945-0.00061141i,0.00032093-0.0009198i,5.8231e-05-0.0009062i,0.00029824-0.0006057i,-0.00016291-0.00049097i,-0.0001262-0.00073424i,0.00015125-0.0009091i,8.8443e-06-0.00043685i,-0.00040575+0.00016165i,-0.00067052-0.00025322i,-0.00014076-0.00042194i,0.00030171+0.00045117i,0.00029572+6.2916e-05i,0.00032398-0.0003975i,0.00016725+0.00025622i,0.00027313+0.0001954i,8.5461e-05+0.00039832i,0.00041247+0.00029695i
-0.0019379+0.00057477i,-0.0019696+0.00010785i,-0.00083246-0.00023482i,-2.6352e-05-0.0003058i,0.00010133-0.00043221i,-0.00022337-6.5155e-05i,-0.00097073-0.00019455i,-0.00086347-0.00042411i,-0.0010004+0.00028865i,-0.00088639+0.00064021i,-0.00048165+0.00029302i,-0.0006284+0.0005565i,-0.00070904+0.00051525i,-0.00087502-0.00014047i,-0.0011797-1.7808e-05i,-0.0012221+0.00036165i,-0.00092993+0.00036456i,-0.0010205+6.6579e-05i,-0.00082071+0.00015671i,-3.4001e-05+0.0001928i,0.00067213-0.0004567i,0.00075746-0.00076061i,0.00065839+0.00014794i
