-0.0002043+0.0013338i,0.00093505+0.00022439i,0.00029768+0.00067043i,0.00028839+0.00099021i,0.00075853+0.00092014i,0.0014318+0.0013037i,0.001874+0.00086869i,0.00090601+0.00026596i,6.9971e-05+0.00017869i,0.00018809+0.00041112i,4.1635e-05+0.00020935i,6.408e-05-0.00095663i,0.00020455-0.0011763i,0.00031189-0.00047593i,0.00020349+9.0236e-05i,2.4946e-05+0.00075664i,0.00051839+0.00088848i,0.0013312-5.2937e-05i,0.0016051-0.00076699i,0.00093085-0.00036682i,-0.00016711+0.00020434i,-0.00014722-0.00020349i,0.00022273-8.9705e-05i
4.4999e-05-0.0024621i,7.458e-05-0.0017316i,-0.00088157-0.0017268i,-0.0012441-0.0012474i,-0.00097314+3.6389e-05i,3.6353e-05+0.0003758i,0.00095945+0.00060558i,0.0010635+0.00063764i,0.00032625+0.0012211i,3.2045e-05+0.00083977i,0.00025464-5.0435e-05i,0.00060072-0.00027428i,0.0012607-0.0003123i,0.001519+0.00018473i,0.0017721-9.2737e-05i,0.0018894-0.00057174i,0.0016487-0.0012962i,0.00075992-0.0012594i,-0.00038936-1.347e-05i,-0.00024461+0.00078356i,0.0004712+0.00034949i,3.0367e-05+0.00010935i,-0.0007447-0.00028531i
0.0011372-0.00083878i,0.0021802-0.0020374i,0.0036589-0.0023002i,0.0037233-0.0017705i,0.00209-0.0016021i,0.0003844-0.0011985i,0.00039776-0.00035554i,0.0006945-4.9069e-05i,6.1267e-05-0.00017468i,0.00013164-0.00062491i,6.721e-05-0.0009711i,-0.0005171-0.0010021i,3.5176e-05-0.00024916i,-0.00023713+0.00047388i,-0.00015019+0.00034972i,0.0011249+3.5897e-05i,0.00098944-0.00022779i,0.00031188-6.6854e-05i,-0.00042419+0.00037554i,-0.00083813+0.00048896i,-0.00094789+0.00080907i,-0.0011542+0.00098509i,-0.0010229+0.00053034i
-0.00066638-0.00043943i,-0.00085589-3.2692e-05i,0.00018171+0.0013178i,0.0014952+0.0020361i,0.0023335+0.0013647i,0.0021783+0.00087209i,0.0015833-8.588e-06i,0.001383-0.00026719i,0.0013995-9.1049e-05i,0.0012089-9.3499e-05i,0.0009994+0.00039753i,0.00021953+0.00082632i,-1.0373e-05+0.00062563i,-5.0359e-05+0.00054152i,-0.00024272+0.00071491i,0.00053625+3.1518e-05i,0.0013146-0.00089297i,0.0010458-0.00067704i,-0.0002597-0.00030206i,-0.00048115-0.00017367i,-0.00011494-0.00032215i,-0.00020131-9.1191e-05i,0.00033981+0.00013735i
0.00066373-0.00020964i,0.00016131-0.00033746i,-0.0012923-0.0007141i,-0.0015135-0.00092008i,-0.00018404-0.00017728i,-5.5438e-05+0.0006105i,0.00032112+0.00036591i,0.00045922-0.00035701i,0.00017557-0.0012632i,0.00053774-0.001686i,0.00011092-0.00029522i,-0.00074984+0.00036672i,-0.00040007-0.00047512i,0.00061418-0.00052004i,0.00093967+0.00034915i,0.00044646+0.0010875i,0.0003614+0.00073873i,0.00081123+0.00012122i,0.00038885+0.00016342i,0.00013117+0.00063134i,0.00035322+0.00058703i,0.00061966+0.00058034i,0.00071593+0.0012751i
-0.00047939+0.00023122i,-0.00095485-0.00066468i,-0.00052328-0.0017756i,-0.0010006-0.0014575i,8.7646e-06+2.6359e-05i,0.0014682+0.00057089i,0.0016156+0.00022812i,0.0013195+0.00035462i,0.00033898-0.00033584i,0.00046173-0.00082401i,0.001247-0.00095756i,0.0011578-0.00017365i,0.0011477+0.00022395i,0.00088951+0.00039012i,0.00076026+0.0011657i,0.0010913+0.00098411i,0.000685+9.1216e-05i,0.00086932-0.00084731i,0.0010117-0.00097988i,0.00042514-0.00017585i,-6.1969e-05+0.00023784i,0.00010374-9.0434e-05i,2.0127e-05+4.0901e-05i
0.00094409-0.0012904i,0.00079964-0.00026561i,0.000407+0.0012803i,0.00061842+0.0014168i,0.0009369+0.00024004i,0.0011383-0.00029986i,0.001135+0.0005627i,0.0011261+0.001251i,0.00087478+0.0014036i,0.0011249+0.00074834i,0.0012493+0.00038247i,0.00058825-0.00021482i,-0.00010107-0.00073194i,-0.00050877-0.00096979i,-0.00075226-0.0010328i,-0.00039079-0.00034065i,0.00077274+0.00013361i,0.00078219+0.00080912i,0.00042334+0.0012329i,0.00065475+0.00074931i,0.00080869+0.00043984i,0.00054118+0.00032622i,-0.00024647-0.00017948i
0.00090863-0.0024292i,0.00028192-0.0028684i,-0.00010652-0.0018701i,0.00013907-0.00089185i,0.00054218+0.00020138i,0.0011546-0.00028608i,0.0010199-0.00065016i,9.4056e-05+0.00077719i,-2.7766e-05+0.0017904i,-0.00021904+0.0018598i,-0.00057604+0.0013207i,-0.00028468+0.00092174i,0.00031035+0.00082641i,0.00092781+0.00032185i,0.0013047+0.00041275i,0.00084055+0.00046853i,0.00048897-3.9238e-05i,7.9499e-05-0.00053264i,-6.194e-05-0.0010819i,0.00083429-0.00069882i,0.0010143+0.00053966i,8.3402e-05+0.00042471i,-0.000139-0.00011428i
0.0021563-0.0013124i,0.0018971-0.0012475i,0.0017088-0.00089038i,0.001483+0.00015439i,0.000778+0.00038153i,0.00031021-0.00041268i,-3.4663e-05-0.00026653i,0.00016805+0.0004266i,1.6619e-05+0.0014932i,-0.00045576+0.0011407i,-0.00048537-6.735e-05i,-0.00031134-0.00071658i,0.00072282-0.0006076i,0.0014004-4.8612e-05i,0.0017557+0.00015251i,0.0012904+4.247e-05i,0.0010037-0.00062344i,0.00040659-0.00073448i,0.00013096+9.2553e-06i,0.00062756+0.00084085i,0.00034134+0.00056419i,0.00044877+1.2875e-05i,0.00071696+0.0001776i
-0.00050013-0.0010336i,-0.00070377-0.00020496i,-0.00074131-2.7681e-05i,-5.7675e-05+0.00020452i,0.00099537+0.00068959i,0.0021729+0.0010411i,0.0017527+0.00058985i,0.00033802+0.00053311i,-0.00043493+0.00067999i,-0.00089022+4.3587e-05i,-0.0009382-0.00025326i,-0.00039003+0.00058001i,-5.0886e-05+0.0013599i,-4.3324e-05+0.0013706i,0.00015882+0.00063352i,0.00040394-0.00018521i,0.0007046-0.00012868i,0.0014692+0.00036254i,0.0016565-0.00036073i,0.0011647-0.00078358i,4.4359e-05+0.00021718i,6.482e-05+0.00010944i,0.00099485-0.00063378i
0.0024213-0.0016289i,0.0017039-0.0012273i,-0.00017385-0.00018404i,0.00054938-0.00018025i,0.0021234-0.00077834i,0.0016152-0.00040234i,0.001033+0.00073838i,0.0010212+0.00098811i,0.00089107+0.00030343i,0.00057676-7.4626e-05i,-8.2016e-05+0.0003441i,-0.00063694+0.00010954i,4.1291e-05-0.00071311i,0.0012597-0.00051069i,0.00089565-8.0505e-05i,-8.6219e-06+0.00028903i,2.223e-05+0.00034108i,8.3875e-05+0.00015215i,0.00025619-2.9208e-05i,0.00069618-0.00037317i,0.00091657-0.00087237i,0.00022373-0.00016411i,-0.00018093+0.0010042i
-7.52e-05-0.00029443i,-0.00094434-0.00090405i,-0.0013579-0.0011969i,-0.0001365-0.001647i,0.00099024-0.0010655i,0.00098164+0.00016086i,0.00069969+0.0011792i,0.00084828+0.0013902i,0.0012368+0.00024312i,0.00068005-0.00043864i,-0.00028475-0.00024931i,-0.00098818+0.00020331i,-0.00097641+0.0014056i,-1.5541e-05+0.0014791i,5.1364e-05+0.0008102i,-0.0005347+0.00048772i,0.0001384-0.00034978i,0.00034242-0.00034434i,0.0003464-0.00011208i,0.00099131-0.00060987i,0.00077604-0.0010834i,-2.1709e-05-0.00093835i,0.00017867+6.3454e-06i
0.00055685+2.3387e-05i,0.0001971-0.00070322i,0.00099061-0.00027308i,0.0022153-0.00028549i,0.0026207+0.00017166i,0.0019286+0.00072358i,0.0010609-5.5433e-05i,0.00077346-1.3103e-05i,0.00086722+0.0010685i,0.0012152+0.0012334i,0.00078343-0.00021532i,0.00052004-0.0012306i,0.00031202-0.0006601i,5.2986e-05+0.00028505i,0.00084399-1.8586e-05i,0.00093715+0.0001418i,0.00047239+0.00044312i,0.00042922+0.00091841i,0.00050201+0.0017927i,0.00034247+0.0010305i,-0.00020094+0.00059083i,-0.00088261+0.00058033i,-0.00090527+0.00020966i
0.0012353-0.00049132i,0.0010419-0.0010321i,0.00046323-0.00087771i,0.00079331-0.00079824i,0.0013337-0.0012038i,0.001286-0.001555i,0.00081641-0.00091171i,0.0009327-0.00016886i,0.00082735-0.0001241i,0.00021749+0.00037731i,0.0001897+0.00069988i,0.00030776+0.0006598i,0.00040183+0.00031213i,0.00034035-0.00045992i,0.00032329-0.0010145i,0.00012104-0.00044771i,-0.0002862-0.00030585i,-0.00036957-0.00092244i,0.0001204-0.00031763i,0.00051202+0.00072065i,0.0001038+0.00079839i,7.6882e-05+0.00087346i,0.00027289+0.00095772i
0.00025953-0.0020665i,0.00020276-0.0021481i,-0.00023245-0.00062491i,-0.00032391+0.00072711i,0.00026808+0.00096611i,0.0012357+0.0017246i,0.0019943+0.0011802i,0.0014552-5.4477e-05i,0.00038054-0.0002126i,0.00073618-0.00030096i,0.0007362-0.00028297i,0.00071338+0.00025476i,0.0011081-0.00015705i,0.0009747-0.0006848i,0.00074681-0.0006512i,0.00082334-0.00028038i,0.0013618-0.00027082i,0.00046859-0.00038432i,-0.00048644-0.00091172i,0.00033471-0.0006501i,9.2117e-05+0.00010988i,0.0002592+8.9177e-06i,0.00058724-0.00040747i
0.00021324-0.0019045i,0.00015811-0.00074767i,0.00010252+0.00020988i,0.00083469+0.00062107i,0.0017719+0.0008785i,0.0025527+0.00093701i,0.0024603+0.00067558i,0.0016022+0.00021729i,0.00072021+0.00035394i,0.00056547+0.0009762i,0.00042782+0.0012833i,0.00032033+0.00087219i,0.0005774+0.00043575i,0.00053043-3.8443e-05i,0.00034524-1.0202e-05i,0.00064344-1.0514e-05i,0.0012916-0.00046128i,0.0015334+0.00012205i,0.0015448+0.00052767i,0.0012488+0.00086137i,0.001111+0.00078456i,0.00067912+0.00049188i,0.00010364+0.00048033i
-0.00012521-0.00055607i,0.00023995-0.0013429i,0.0003378+0.00041252i,0.00082483+0.0007851i,0.0020825-5.6667e-05i,0.0025609-0.00052069i,0.0019238-0.00082438i,0.0010357-0.00035913i,0.00054673+0.00011987i,0.00038748+9.0863e-05i,-0.00023765+9.8158e-05i,-0.00035652+0.00018384i,8.4791e-05-0.00013887i,0.0010161-0.00061094i,0.0012401-4.3116e-05i,0.0006505+0.0005659i,0.00024561-6.9248e-05i,-0.00039595-0.00053616i,-0.00066108-0.0005826i,-0.00016796-0.00029447i,0.00067082+0.00015056i,0.00098793+0.00062649i,0.00092944+0.00039497i
-0.00073807-0.0027055i,-0.00099593-0.0031507i,-0.00092884-0.0019631i,-0.00010085-0.00080745i,0.00081853-0.000309i,0.0012954+0.0001928i,0.0013331+3.584e-06i,0.00094491-0.00059545i,0.00032458-0.00061994i,-8.5335e-06+8.0086e-05i,0.00046004+0.00030734i,0.00042254+9.2315e-05i,0.00082259+0.00059143i,0.0010916+0.0007061i,0.00099038+0.00077564i,0.00098875+0.0010014i,0.00061879+0.00013742i,0.00076144-0.00056099i,0.0006857-5.6105e-05i,0.00025885+0.00036041i,0.00013586+3.1105e-05i,0.00028704-0.00092509i,-1.0175e-05-0.0015653i
-0.00098933-0.0018623i,-5.9927e-06-0.0021849i,0.00081177-0.0011355i,0.0014498-0.00045922i,0.0022349+0.00028775i,0.0018947+0.00059267i,0.0011434-0.00029075i,0.00090691-0.00012354i,0.0010199+0.00030061i,0.00068462-0.00046716i,-0.00011245-0.0012446i,-0.00060234-0.00058421i,-0.00072456+9.0846e-05i,-0.00047351-0.00016575i,0.00013855+0.00017964i,0.00018759+0.0010993i,0.0001591+0.00047806i,0.00039447-0.00061302i,0.00041089-0.00046835i,0.00080496-0.00021336i,0.0013-7.2928e-05i,-3.276e-05+0.00038651i,-0.00089671+0.001025i
0.0018197-0.00037689i,0.0019016-0.0012608i,0.0021194-0.0014203i,0.0029634-0.00085849i,0.002649-0.00029579i,0.0019284-0.00014897i,0.0016924+0.00015246i,0.0012183+0.00099494i,0.00038833+0.001301i,0.00068767+0.00090138i,0.0016274+6.9548e-05i,0.0015117-0.00023922i,0.0007795+0.00076893i,9.8976e-05+0.0011929i,-0.00063621+0.00092305i,-4.8984e-05+2.4383e-05i,0.00062534+0.000118i,0.00036471+0.00085019i,0.00052359+0.0010197i,0.0003721+0.0012442i,0.0002715+0.0011979i,0.00096662+0.00094937i,0.00079268+0.00060654i
0.00067372+0.00053342i,0.00063349+0.00024813i,0.00014745+0.00035721i,0.00018921+0.00055425i,0.0014335+0.00064133i,0.0014173+0.00045102i,0.00092389+0.00015403i,0.00097578+0.00052142i,0.0008171+0.00027916i,0.00027207-0.00053189i,0.0002536-0.00028869i,0.00015889-6.0419e-05i,-0.00017979-0.00036497i,0.00015454-0.0001056i,0.00067291-0.0002358i,0.00032461-0.00069365i,-0.00023315-0.00025993i,0.0001674+0.00045023i,0.00082258+0.0015617i,0.00070016+0.0011343i,0.00092112-0.00029286i,0.0011961+0.00013422i,0.00031143+0.00037807i
0.00017217-0.00011736i,-0.00024226+0.00013567i,0.00018596+0.00036551i,0.0012471+0.00012901i,0.0020005-0.00017673i,0.0017731+0.0001032i,0.0011843+0.00083423i,0.0009055+0.0012163i,0.00048454+0.0014575i,-0.00018072+0.00142i,-0.00055479+0.001412i,0.00020098+0.00089326i,0.00080133+0.00082566i,0.00055688+0.00091208i,0.00070975+0.00068351i,0.0007571+0.00077885i,0.00055048+0.00040474i,0.0007962+2.63e-05i,0.0012402+3.7187e-05i,0.00062718-0.00034673i,0.00020644-0.00020948i,0.00047702+0.00022262i,0.00074428+9.0843e-05i
0.0012235-0.0020603i,0.0011777-0.0024298i,0.00099278-0.0027535i,0.00087553-0.0013995i,0.00088501+0.00012561i,0.00040862+0.00074459i,0.00090804+0.0013074i,0.0011227+0.0014334i,0.0007413+0.0006126i,0.00060181+3.8926e-05i,6.2097e-05-0.00024032i,-0.00034652-0.00016702i,-0.0001403-0.00010388i,-0.00014588-0.00022827i,-8.428e-05-3.272e-05i,0.00015346+0.00031697i,0.00073798+0.0006021i,0.00029992+0.00064374i,-0.00021292-4.0781e-05i,0.00018778-1.8266e-05i,0.00041773-0.00036792i,0.00059143-0.0011133i,0.0004833-0.00066496i
0.00064477-0.001434i,-0.00044328-0.0020963i,-0.00034228-0.00035946i,0.0009534+0.00094293i,0.0016231+5.1198e-05i,0.0019254-0.00046548i,0.0014842+0.00031516i,0.00090989+0.00047403i,0.0010013-0.00018248i,0.0006975-0.00030449i,8.434e-05+0.00045801i,0.00026601+0.00040274i,0.00033579-0.00064382i,5.6262e-05-0.00055934i,0.0001118+0.00086989i,-0.00020961+0.00090528i,-0.00026129+0.00044069i,3.7419e-05+8.6855e-05i,0.00048232-0.00061404i,0.00043133-0.00031801i,-8.0689e-05+0.0001459i,0.00026107+0.00049812i,0.00083375+0.00097894i
0.00031837+0.00032465i,0.00074027-0.0001192i,0.0014915+6.6058e-05i,0.0025167-0.00058831i,0.0032742-0.00047291i,0.0021483+0.00010511i,0.00090703+0.00036909i,0.00018698+0.00074992i,0.00012522+0.00061575i,4.2003e-05+0.00034596i,3.131e-07+0.0003543i,-9.4486e-05+0.0011347i,-0.00079352+0.0012885i,-0.00049777+0.00051827i,0.00021009+0.00013739i,0.00091351-9.0601e-05i,0.0012899-4.9676e-05i,0.0004268+0.00023391i,0.00028972+0.00034858i,4.978e-05+0.00023867i,-0.00044809+0.00066074i,-6.8697e-05+0.00050584i,0.00020967+0.00018833i
0.0011516+6.8046e-05i,0.0017417+0.0012928i,0.00078568+0.00055289i,0.00067049-0.00070176i,0.0011909-0.00048423i,0.0011632-0.00010772i,0.0013931-0.00035128i,0.0012928+6.1769e-05i,0.00049352+0.00046548i,0.0001355+0.00049197i,-0.0003128+0.00085378i,-0.0013955+0.00032777i,-0.0014892+1.7734e-05i,-0.00042966+0.00026878i,0.00082858+0.00043094i,0.00044071+0.00028239i,0.00012025+0.00021167i,0.00032876+0.00028668i,-0.00012946+0.00026691i,-0.00050009+0.00068214i,-0.00099844+0.00066763i,-0.001457+0.00038862i,-0.001981+0.00017538i
-2.2305e-05-0.0022283i,-0.00071276-0.0020139i,-0.00018354-0.0018556i,0.0011545-0.0013416i,0.0016833-0.00092797i,0.001699-0.00085699i,0.00079484-0.00060014i,0.00018625-0.00017803i,0.00013307+0.00056681i,3.2197e-05+0.00087128i,0.0003295+0.00049611i,0.0005139+0.00048754i,0.00056461+0.00019286i,0.00025821+0.00039496i,0.00035187+0.001132i,0.00020274+0.0010621i,-6.3763e-05+0.00015427i,0.00019482-6.55e-05i,0.00017718-0.00019986i,-9.0539e-05-0.00053962i,-0.00022378-0.00049293i,-0.00015279-0.00032034i,-0.00075551+0.00037562i
0.0024333-7.764e-05i,0.0013659-9.3675e-05i,0.0011726+9.1152e-05i,0.001548+0.00058995i,0.0016658-0.00027842i,0.0011534-0.00019066i,0.00072122+0.00027831i,0.00042112-7.2481e-05i,0.00035391-0.00051109i,0.00078042-0.00030759i,0.00057887+0.00043685i,-9.3788e-06+0.00077344i,-0.00024736+0.0010441i,-0.00010326+0.00081511i,0.00027542+0.00046568i,0.00081624+0.00066399i,0.00042808+0.00050125i,-0.00050372-6.5711e-05i,-0.0012356-0.00043315i,-0.0013122-0.00077869i,2.7476e-05-0.00090009i,0.0010716-0.00059665i,0.00077644-0.00032241i
0.0010317-0.0021395i,0.00041711-0.0028354i,-0.00019009-0.0024265i,0.00025226-0.0014318i,0.00075779-0.00018615i,0.0005261+0.00027596i,0.00059435+0.00028029i,0.00098029+0.00029454i,0.001245+6.995e-05i,0.00054014+0.00028539i,-0.00064916+0.00012853i,-0.00011904-0.00076974i,0.0013251-0.00077465i,0.0015538-1.9269e-05i,0.00091227+0.00057467i,0.00041928+0.00032985i,0.00044606-5.9493e-05i,0.00050575+0.00013598i,0.00016821+1.6471e-05i,0.00040461+0.00025784i,0.00077376+0.00024122i,0.00049089-0.00028865i,6.1056e-05-0.00029777i
-9.6684e-05-0.0019529i,-7.7531e-06-0.0018308i,-0.00023798-0.00012168i,-0.00052181+0.00063697i,0.00073867+7.5351e-05i,0.0017959+9.5468e-06i,0.0010699+0.0003011i,0.00031321+0.00039471i,8.0135e-05+0.00061611i,-0.00044549+0.00091287i,-0.00027748+0.00024908i,4.042e-05-0.00072682i,-0.0002129-0.00076191i,-0.00037818-3.1997e-06i,-0.00046776+0.0011416i,1.0075e-05+0.00091714i,0.00040157+0.00026715i,4.155e-05+0.00063467i,0.00014213+0.0011646i,0.00010368+0.00093445i,-0.00014804+0.00029377i,-0.00072588-0.00016919i,-0.00063386-0.00030854i
0.0010955-0.00026843i,0.0013255+6.8577e-05i,0.002049-0.00030881i,0.0027893-0.0013379i,0.0025105-0.0017143i,0.0017091-0.00073656i,0.0015095+0.000244i,0.0011497+0.00023573i,0.00052962-0.00055046i,-6.7437e-05-8.7368e-05i,-0.00029732+0.00058438i,-0.00017184+0.00048206i,0.00028169+0.00062255i,0.0004449+0.00038116i,0.00085963+0.00015257i,0.00082357+0.00050441i,0.0010889+0.00041797i,0.0015357-0.00017852i,0.0011524-0.00023005i,0.00057662-0.00021027i,-0.00024992-0.00043216i,-0.00078255-0.0001434i,-3.0933e-05+0.00047333i
0.0010609-0.001155i,9.1661e-05-0.00076001i,-0.0011548-0.00039875i,-0.00058847+5.0838e-05i,-0.00024654+0.00075208i,0.0005922+0.001326i,0.001376+0.0015157i,0.00052008+0.00077674i,-0.00017763+0.00019602i,-0.00015796+0.00055941i,-0.00088644+1.7093e-05i,-0.00072598-0.00088545i,-7.4387e-05-0.0010087i,-5.6165e-05-0.00075635i,2.2229e-05-0.0006914i,0.00027543-0.00069821i,0.00040713-0.0003473i,0.00039487+0.00026698i,-0.00017629+0.00060559i,-0.00034922+0.00015656i,-0.00051928-0.000441i,-0.00056307-0.00029873i,-0.00064931+0.00014386i
-0.00018758-0.0011182i,0.00023752-0.0025456i,0.00053246-0.0017549i,0.0014554+0.00023137i,0.0018478+0.00064428i,0.0014509+0.00031094i,0.001022-0.00011991i,-1.5749e-05-0.00074564i,0.00012813-0.00011939i,0.0013831+0.00051112i,0.00070085+0.00073598i,0.00070205+0.0012475i,0.00099606+0.00090571i,0.00070515-7.792e-05i,3.0039e-05-0.00066203i,8.075e-05-0.00033945i,0.00030608+0.00087413i,-0.00015201+0.00048577i,0.00094003-0.00078074i,0.00075511-0.00036282i,-7.5739e-05+0.00035876i,9.9404e-05-4.5099e-05i,0.00012949-0.00038378i
0.00045291+0.00052585i,0.00023289-0.00018956i,0.0010914+0.00024254i,0.0020288+0.0007881i,0.0015153+6.6689e-06i,0.00047858-0.00050326i,9.8803e-05+2.2245e-05i,0.00057452+0.0011687i,0.00074226+0.00125i,1.8168e-05+0.00038617i,0.00028762-5.6778e-05i,0.0013865-2.8652e-05i,0.0014916-0.00029572i,0.0009236-0.00064018i,-0.00022981+0.00024778i,-0.00054911+0.00071204i,0.00014259+0.00035419i,0.00019406+0.00033267i,-0.00040221-0.00025496i,-0.00023746-0.00088701i,0.00044797-0.0007708i,0.00054226-0.00068534i,0.00038232-0.00067013i
-0.00041662-0.00039512i,0.00024582-0.0013839i,0.00019366-0.00077297i,0.0002223+0.00035683i,0.0010918+0.00041186i,0.0013097-0.00024332i,0.00067607-0.00093116i,0.0010127-0.00053688i,0.0012883+0.00042936i,0.00092812+0.0014746i,0.0011246+0.0017959i,0.0013087+0.00090781i,0.0013041+0.00011245i,0.0016291+0.00022423i,0.0009925+0.00052654i,0.0010755+0.00079401i,0.0013199+0.00044405i,0.00050096-0.00027862i,-0.00023652-0.00017959i,5.7284e-05+0.00059225i,0.00077605+0.00079106i,0.00045994+0.00015194i,-0.00026089-0.00039722i
-0.00023093-0.0011579i,-0.00012419-0.0012104i,-0.00031993-0.00050108i,-0.00054022-0.00010915i,0.00033776+0.00027313i,0.00027901+0.0014382i,0.00014847+0.001337i,0.0011992+0.00025917i,0.0010175+1.5059e-05i,0.00020696+0.00063628i,0.00040671+0.0011675i,0.0005479+0.0013626i,-0.0001607+0.00010226i,-0.0001067-0.000781i,0.00032819-0.0004949i,0.00024581-0.00036323i,0.00085391-0.00057662i,0.0012756-0.00066523i,0.00048841-0.00016427i,-0.00041559+0.00016583i,-0.00047693+0.00019607i,9.0425e-05+4.2463e-05i,0.00020895-0.00040914i
0.0018734-0.0010931i,0.0017449-0.0019847i,0.0016889-0.0020056i,0.0015775-0.0010326i,0.0011925-0.00053421i,0.00088694+7.9299e-05i,0.00077381+0.00050193i,0.00068058+0.00031398i,0.00016942-0.00027028i,-0.0002047-0.00049716i,-0.00014829-0.00047994i,-8.4663e-05-7.2014e-06i,0.00025291+0.0010168i,0.0013866+0.00072161i,0.0022521+3.873e-06i,0.0018863-0.00038005i,0.0012412-0.00056929i,0.00013272-0.00061935i,-0.00017836-0.00091441i,-8.0246e-05-0.00034307i,-0.00035762+0.00055156i,2.9998e-05+0.0011305i,0.00050212+0.00064241i
0.00011814+0.00014748i,0.0011552+5.476e-05i,0.0014411+0.00069427i,0.0013729+0.00039021i,0.0012828+0.00013644i,0.00092621-2.8618e-05i,0.00032072-0.00012346i,0.00022099+0.00038658i,0.00064292+0.0006776i,0.0004752+0.00061025i,0.00026648-5.4076e-05i,-2.0075e-05+0.00011564i,-0.00020089+0.00044316i,-0.00018474-3.4399e-05i,0.00028564+0.0001341i,0.00047236+0.00049083i,0.00010932+0.00027192i,-0.00021405+0.00059561i,-0.00021645+0.00074307i,0.00018866+0.00015616i,0.00048187-0.0003984i,9.9174e-05-0.00086724i,0.00014379-0.00048941i
-0.0004376+0.00010651i,-0.00017268+0.00019489i,0.0010555+0.00046289i,0.001564+0.00014542i,0.0017786-0.00089442i,0.0021822-0.001363i,0.0017628-0.00085231i,0.0015445-0.00031989i,0.0012115-0.00042674i,0.00060996-0.00052661i,0.000264+0.00014727i,-0.00049146+0.00035414i,-0.00057841+0.00080722i,-0.00024161+0.0011301i,0.00016082+0.00051294i,0.0006347+0.00078047i,0.00032362+0.0012079i,0.00066002+0.00082866i,0.0012794+0.00026657i,0.001312-0.00025494i,0.00042909-0.00067577i,-0.00086025-0.00093537i,-0.0012104-0.00029085i
-4.2506e-05+3.3787e-05i,3.7858e-05-0.00067315i,0.00068802+3.006e-05i,0.0022831+0.00098444i,0.0026314+0.00076852i,0.0015796+0.00042584i,0.0018195+0.00041829i,0.0022342+0.00080651i,0.001052+0.0011677i,1.1705e-05+0.0008687i,8.2003e-05+0.00073751i,2.6872e-05+0.00025842i,-0.00018034-0.00078822i,0.00033446-0.00049988i,0.00043472+0.00023922i,0.00051828+0.00063061i,0.00033052+0.00020027i,0.00024707-0.0004268i,0.00016759+0.00042446i,0.00013312+0.00092906i,-0.00028196+0.00014423i,-0.00069531-0.00043909i,-0.0001511-0.0011336i
-0.001173-0.0017846i,0.00042909-0.002451i,0.00025552-0.00095821i,0.00038133-0.00016582i,0.002389+0.00031191i,0.0029494+0.00091981i,0.0011959+0.00041545i,-0.00037957-0.00021506i,-0.00088515+0.00016296i,-0.00043785+8.1645e-05i,0.0004341+0.00019404i,0.00041629+0.00037065i,0.00035233+0.00058548i,0.00047322+0.00010328i,2.965e-05-0.00028887i,-0.00010159-3.0801e-05i,0.00074255-9.1662e-05i,0.00054252-0.00010174i,-0.00025456-5.1216e-05i,-0.00030304-0.00035333i,1.531e-05-0.00094658i,0.00079177-0.0010873i,0.0008702-0.0011147i
0.00042103-0.0011066i,0.00043017-0.00014044i,0.00050804+0.00062382i,0.0010631+0.0011423i,0.001049+0.0013811i,0.00018342+0.0010323i,0.00039054+0.00083004i,0.0012792-0.0002133i,0.0018294-1.3194e-05i,0.0016393+0.0011059i,0.00029029+0.00076645i,-0.0012498-0.00029886i,-0.0013843-0.0010323i,-0.0007085-0.00059133i,0.00010944+7.9411e-06i,0.00039758+0.00037555i,0.00092853+0.00020344i,0.0015961-0.00041297i,0.0010848-0.00029156i,0.00037612-6.5047e-05i,0.00022454-0.00054725i,0.00046994-0.00050912i,0.00069133-1.0333e-05i
7.8574e-06-0.0018787i,-0.0001396-0.00095594i,-0.0010927+0.00023051i,-0.00083302+0.0004975i,0.0008106+0.00023627i,0.0015363+0.0012107i,0.0011825+0.0012121i,0.0011328+0.00033065i,-2.8569e-05+0.00068053i,-0.0012572+0.0010186i,-0.00083799-7.2716e-05i,0.00040718-0.0005634i,0.00061833-0.00010665i,-0.0001666+7.4481e-05i,-0.00062239-0.00011145i,-0.00018647-0.00021715i,0.00061234+7.6445e-05i,0.0011878+0.00045351i,0.00056611+0.00051154i,0.0006315+0.00066404i,0.00095859+0.00086747i,0.00075236+0.00049523i,0.00076991+0.00030035i
-0.00041315-0.001227i,0.00019793-0.0019732i,0.0012032-0.0014641i,0.0014814-0.00017959i,0.0011854+0.00016527i,0.0017482-0.00034169i,0.0017299-0.00084946i,0.00089312-0.00082807i,0.00044082-0.0011717i,0.0003846-0.00087956i,0.00043895-0.00078814i,0.00067523-0.00054798i,0.0008162+0.00058792i,0.00046592+0.00069633i,0.00029021+0.00056214i,0.0005735+0.00048295i,0.0014689+6.6455e-05i,0.0015187-4.0486e-05i,0.0009798-0.00019377i,0.00037353+6.7308e-05i,3.544e-05-0.00029553i,-2.6393e-05-0.00041651i,-0.00023218+0.00015097i
