0.00080484+0.001025i,0.00036979-0.0002141i,-0.00077427-0.0011287i,-0.0018611-0.0013404i,-0.0022967-0.00050519i,-0.0016693+0.00095464i,-0.001115+0.001518i,-0.0011163+0.0016251i,-0.00073815+0.0017218i,0.00076995+0.0011475i,0.0018924+0.00042084i,0.00092441-0.00029773i,4.0849e-05-0.0010012i,0.00086324-0.00070076i,0.0015179-0.00043508i,0.00040922-0.00031216i,-0.00095168+0.00040128i,-0.00087944+0.00024975i,-0.00022631-0.00095002i,0.00053844-0.0013887i,0.00075608-0.0010193i,9.5117e-05-0.00034845i,0.00011025+0.00031757i
0.0048973+0.0035351i,0.002552+0.0021641i,-0.0020633-0.00054592i,-0.011067-0.0034883i,-0.012385-0.00048183i,0.0016129+0.01945i,0.016158+0.038166i,0.010499+0.032108i,-0.0032438+0.019847i,-0.0056479+0.010231i,-0.0037356+0.00057269i,-0.0041398-0.0034362i,-0.0025746-0.0029266i,0.00060854-0.0016373i,0.0017271+0.00016883i,0.0029045+0.00029303i,0.0041524-0.0012126i,0.003803-0.00062307i,0.0030103+0.00029814i,0.0029675-0.0015914i,0.0017896-0.004068i,0.00098584-0.003679i,0.00058624-0.00096728i
-0.0032347-0.0002446i,-0.0047607+0.0019758i,-0.010124+0.0064418i,-0.015258+0.013598i,-0.0065399+0.016902i,0.0216+0.0063254i,0.04005-0.0073383i,0.028185-0.0058203i,0.011574+0.00039716i,0.0048423-0.00015376i,8.9977e-05-0.0011562i,-0.0017277+0.0016142i,0.00084439+0.0034219i,0.0019815+0.0014697i,0.0021334-0.001241i,0.0028703-0.0034557i,0.002958-0.0047951i,0.0023994-0.0051785i,0.0028122-0.0042764i,0.0027044-0.003219i,0.00067318-0.0025101i,0.00030429-0.0013868i,0.0017134+0.00015946i
-0.0022264-0.0020536i,-0.0029245-0.00016986i,-0.0024995+0.0075147i,-0.0011132+0.017346i,0.00016056+0.01316i,0.0026352-0.016399i,0.0037048-0.041502i,0.0076663-0.032584i,0.0098675-0.010398i,0.0061224+0.00059845i,0.0026932+0.0042381i,0.002773+0.0065121i,0.0026871+0.0047461i,0.0011908-0.00013202i,0.00055818-0.0045839i,-0.00072549-0.0060951i,-0.0026157-0.0050519i,-0.0020602-0.0045978i,-0.00060789-0.0040265i,-0.00081784-0.0024274i,-0.0011128-0.0010204i,-0.00071498+0.00058875i,0.00046349+0.0015357i
-0.0026175+1.8665e-05i,0.00048063+0.00059244i,0.0062142+0.0058729i,0.014073+0.010525i,0.0090455+0.0031012i,-0.015901-0.0097715i,-0.036507-0.016448i,-0.034326-0.016153i,-0.017759-0.011436i,-0.0047169-0.0057954i,0.0022229-0.00037591i,0.0064633+0.0020819i,0.0055312+0.0011009i,0.001568+4.4954e-05i,-0.00059114-0.00069525i,-0.0017019-0.0011696i,-0.0032353-0.0014521i,-0.0044827-0.0023442i,-0.0044213-0.0026432i,-0.0024485-0.00053084i,-0.00012075+0.0027346i,0.0013383+0.0026019i,0.0011195+2.6981e-06i
0.0038113-2.927e-05i,0.0065955-0.001636i,0.012721-0.0076734i,0.017745-0.011422i,0.01047-0.0031221i,-0.014466+0.014563i,-0.033548+0.028082i,-0.027755+0.025776i,-0.012307+0.011785i,-0.0051281+0.0046227i,-0.0013371+0.0034988i,0.0011276+0.00059237i,3.3371e-05-0.00087011i,-0.0021593+0.00018247i,-0.0035272+0.0019997i,-0.0044749+0.0038721i,-0.0037131+0.0052713i,-0.0029648+0.0057603i,-0.0040995+0.0048005i,-0.0036105+0.0035442i,-0.00076429+0.0020785i,0.0011708+7.9374e-05i,0.0004254-0.0015207i
-0.00033166-0.00082853i,-0.00066731-0.0043462i,0.0012237-0.013617i,0.0028159-0.023074i,0.006163-0.015802i,0.012361+0.013362i,0.017254+0.042305i,0.013828+0.04215i,-0.0015181+0.020501i,-0.0097352+0.0060685i,-0.0072755+0.0010813i,-0.0050723-0.00055998i,-0.0020701+0.00039168i,0.0021376+0.0010836i,0.0031135+0.00095126i,0.0030434+0.0011207i,0.003745+0.001762i,0.0014475+0.0028583i,-0.0010259+0.0044838i,0.00090138+0.0040037i,0.0026955+0.0010275i,0.0011968-0.0013542i,-0.0010082-0.0017176i
0.0016695-0.0021554i,-0.00042918-0.0044547i,-0.0056237-0.0091799i,-0.012567-0.016289i,-0.0093676-0.019084i,0.018773-0.0086289i,0.048653-0.0032162i,0.044853-0.0095116i,0.02333-0.0068655i,0.0088814-0.00080118i,0.00094204-0.00070786i,-0.002429+0.00057204i,-0.00092233+0.0029767i,0.0012305+0.0023824i,0.0020256+0.0013416i,0.002846+0.00089111i,0.0041475+0.00084713i,0.0051036+0.0014859i,0.0051891+0.0027261i,0.0040193+0.00307i,0.0026941+0.0014796i,0.0016055+2.4874e-05i,0.0008713+0.00027938i
-0.00014773+0.0019571i,-0.0031404+0.003422i,-0.011725+0.0059938i,-0.023563+0.0062263i,-0.022699-0.0053772i,-0.0031319-0.033109i,0.01467-0.057174i,0.014448-0.045874i,0.007412-0.015703i,0.0026769-0.0010787i,0.00031711+0.0016375i,0.0012994+0.0036i,0.0031056+0.0024377i,0.0026711-0.0018881i,0.0015926-0.0050729i,0.00051781-0.0061954i,-0.0012489-0.0060469i,-0.0017739-0.0041397i,9.331e-05-0.0018489i,0.0017149-0.0012319i,0.00083624-0.0023724i,-0.001393-0.002035i,-0.0017519+4.2048e-05i
0.0020203-0.0018539i,0.0010764+0.0013217i,-0.00266+0.0075495i,-0.011082+0.0167i,-0.020497+0.01682i,-0.034756-0.0070073i,-0.050751-0.031111i,-0.045501-0.034618i,-0.022206-0.023177i,-0.0045498-0.0094233i,0.00092768-0.00011229i,0.0028377+0.0042818i,0.0018827+0.0044373i,-0.0010429+0.0025295i,-0.0024675+0.00069192i,-0.0025038-0.00024942i,-0.0020922-0.0024368i,-0.0006913-0.0047676i,0.0014295-0.0054389i,0.0014887-0.0036847i,0.00017954-0.0016021i,0.00028945+0.00011523i,0.00080111+0.00074631i
-0.00015351-0.00016625i,0.0034693+0.0026576i,0.0084731+0.010405i,0.012155+0.020111i,-0.0017712+0.024792i,-0.029821+0.027905i,-0.047975+0.030389i,-0.043498+0.028633i,-0.023533+0.020444i,-0.0087102+0.012388i,-0.0014959+0.0089991i,0.0014832+0.0054039i,0.00053597+0.0012204i,-0.00086644+0.00032106i,-0.0023485+0.0010749i,-0.0034535+0.0013821i,-0.0034517+0.001754i,-0.0032162+0.00093361i,-0.0027089-0.00070579i,-0.0029247-0.0012721i,-0.0032351-0.0011009i,-0.0026559-0.0004535i,-0.0015482-0.00060312i
0.0048922-0.0031726i,0.0091421-0.004003i,0.017586-0.0045065i,0.029469-0.0012523i,0.035886+0.011825i,0.026452+0.036969i,0.010626+0.059698i,-0.0020704+0.05638i,-0.009888+0.025462i,-0.010272+0.0025406i,-0.0064775-0.00088441i,-0.0030731-2.0044e-05i,-0.00040937+0.0025376i,0.0019476+0.0041404i,0.0028618+0.0040547i,0.0047275+0.0034802i,0.0059368+0.001717i,0.0030119-0.0007687i,-0.00079884-0.0016515i,-0.0014045+0.00019793i,-0.00027675+0.0022715i,-8.0601e-05+0.0022231i,-0.00096793+0.00029176i
-0.00042069-0.0040311i,0.0020312-0.0052149i,0.0038765-0.013556i,0.0088947-0.023638i,0.022352-0.021282i,0.035725-0.0037751i,0.049396+0.010316i,0.055443+0.0079385i,0.036407+0.0040147i,0.013629+0.0041685i,0.0037906+0.0016463i,0.001273-0.00051703i,0.0024852-0.00029597i,0.0039486-0.00066674i,0.0038572-0.0010328i,0.0030949-0.00042531i,0.0019276+0.0014011i,0.0019097+0.0041283i,0.001909+0.0051637i,0.0006494+0.0044889i,-0.00038018+0.0038612i,-0.0012586+0.0029974i,-0.0013923+0.0025203i
0.00093116-0.0046316i,-0.00093808-0.0090896i,-0.0042664-0.018963i,-0.0095021-0.035626i,-0.0077504-0.049331i,0.017681-0.051649i,0.040922-0.051914i,0.030175-0.042057i,0.0073036-0.019039i,-0.0029016-0.0046614i,-0.0043276-0.0027801i,-0.0023609-0.0023754i,0.001611-0.0020418i,0.0046142-0.0033308i,0.0045333-0.0060474i,0.0012173-0.0080617i,-0.0023584-0.0076814i,-0.0035321-0.0059161i,-0.0029318-0.0032071i,-0.0006134-9.0362e-05i,0.0014293+0.00078583i,0.00034701+0.001427i,-0.00061535+0.0020055i
0.0020437-0.0010517i,-0.00077289-0.0022936i,-0.011381-0.0047857i,-0.028194-0.0077281i,-0.040891-0.016316i,-0.043361-0.034473i,-0.041913-0.053517i,-0.032618-0.05073i,-0.010621-0.028407i,0.0031344-0.0097173i,0.0027127-0.001369i,0.00075725+0.0015317i,-0.00043734+0.0012193i,-0.0021064-0.00072539i,-0.0029562-0.0020487i,-0.0039049-0.00098559i,-0.004335+0.0016878i,-0.0024508+0.0021661i,0.0003394+0.0010846i,0.0011732-0.00013364i,0.00059441-0.0020515i,0.0010563-0.0027055i,0.0024709-0.0011607i
0.0024365-0.001153i,-0.0010922+0.0020319i,-0.010564+0.0073181i,-0.027017+0.015722i,-0.03932+0.015626i,-0.052293+0.007579i,-0.059103+0.012564i,-0.047325+0.022573i,-0.029823+0.02178i,-0.016262+0.014557i,-0.0072778+0.010577i,-0.0028052+0.0091659i,-0.0019347+0.0069164i,-0.0019419+0.0039898i,-0.002752+0.0019616i,-0.0040317+0.0017266i,-0.0044839+0.0010797i,-0.0054451-0.00026518i,-0.0051592-0.00064565i,-0.0030028-0.0014878i,-0.0019118-0.0017934i,-0.0021369-0.001139i,-0.0014071-0.001209i
-0.0032157-0.00081637i,-0.0020687+0.0041115i,0.00075814+0.016828i,0.0040777+0.036754i,0.00021279+0.058791i,-0.0046716+0.070421i,-0.0084648+0.067539i,-0.011763+0.046917i,-0.0072878+0.015975i,-0.00075806+0.00094176i,0.0023736+0.00088296i,0.0025742+0.0019529i,0.0011944+0.0032039i,0.00082728+0.0039951i,0.0023411+0.0053079i,0.0066485+0.0064295i,0.010064+0.0052237i,0.0094079+0.0025608i,0.0063245+0.0002069i,0.003463-0.00039616i,0.0022676-0.00055421i,0.0018323-0.0022544i,0.0012417-0.0036964i
0.00067871+0.0023134i,0.005245+0.0030413i,0.016502+0.0076797i,0.031455+0.012927i,0.03996+0.014775i,0.042+0.014749i,0.049065+0.01355i,0.051091+0.014313i,0.033715+0.012217i,0.011682+0.0067458i,0.0027649+0.0022358i,0.0038096-0.00069173i,0.0062499-0.0022675i,0.0048589-0.0023514i,0.0021366-0.00047392i,0.0019355+0.00014357i,0.0019431-0.00019863i,0.00077693+0.0019618i,-6.137e-05+0.005331i,0.00096376+0.0065011i,0.0005954+0.0057225i,-0.0018101+0.0048517i,-0.0032657+0.00414i
0.0033759-0.0018271i,0.0064514-0.0049376i,0.016477-0.010872i,0.03323-0.019238i,0.053488-0.026943i,0.057768-0.027466i,0.045457-0.028849i,0.024067-0.037673i,0.00050216-0.033172i,-0.0079036-0.019041i,-0.0057123-0.011861i,-0.0023207-0.0085002i,0.0014756-0.005536i,0.0029055-0.0040234i,0.0031502-0.0050135i,0.0032916-0.0081948i,0.0030898-0.0094901i,0.0028935-0.0077811i,0.0029282-0.0050509i,0.0023207-0.0017453i,0.0017749-0.00033728i,0.001547-0.0012577i,0.0013765-0.0014061i
0.0014678-0.0019036i,0.00018159-0.0059362i,0.0005612-0.018875i,-0.004886-0.039555i,-0.018701-0.052174i,-0.02624-0.058031i,-0.028296-0.061611i,-0.024266-0.048551i,-0.010589-0.019042i,-0.0018706+0.0018404i,-0.00085922+0.0040731i,-0.0001904+0.00094818i,-0.00098357-0.00066522i,-0.0020305-0.0016672i,-0.0030413-0.0035899i,-0.0064135-0.0045407i,-0.0096884-0.0029585i,-0.0076764-0.0014856i,-0.0022035-0.0016699i,0.0007365-0.0015736i,0.0012672+0.00018454i,0.00064509+0.002484i,-6.3326e-05+0.0028645i
-0.0025659-0.00025363i,-0.0057824-0.003736i,-0.01265-0.010911i,-0.024541-0.023287i,-0.033849-0.030568i,-0.034994-0.022579i,-0.04162+0.0019529i,-0.051187+0.028259i,-0.043431+0.030261i,-0.02466+0.017408i,-0.01156+0.011655i,-0.0049902+0.010088i,-0.0025466+0.0084091i,-0.0011301+0.006148i,-0.00083847+0.0020622i,-0.0030745-0.0010449i,-0.0050303-0.0019825i,-0.0068844-0.003624i,-0.0081978-0.0051666i,-0.0062487-0.0053485i,-0.0023018-0.0055987i,0.0005633-0.0048934i,0.0011257-0.0031079i
0.00083311+0.0043303i,-0.0013283+0.0040876i,-0.014262+0.0091379i,-0.03532+0.020074i,-0.050982+0.031477i,-0.053414+0.04764i,-0.035379+0.057925i,-0.0052713+0.043393i,0.014222+0.0198i,0.018249+0.0068679i,0.0147+0.0038482i,0.0082819+0.0032043i,0.0035805+0.0040868i,0.0028302+0.0049289i,0.0020373+0.0059267i,0.0016034+0.0092377i,0.0024058+0.011808i,0.00068149+0.010835i,-0.0019456+0.0080886i,-0.002594+0.0045i,-0.0025027+0.0024662i,-0.0014353+0.0022877i,0.00028942+0.00089941i
-0.0020096+0.0014526i,-0.0027533+0.0052392i,-0.007003+0.015468i,-0.010175+0.029212i,-0.0013941+0.037741i,0.023799+0.026581i,0.050348+0.013148i,0.055016+0.013212i,0.034916+0.012101i,0.012668+0.0051971i,0.0040428+0.00012939i,0.0026095-0.00044335i,0.0045455-0.00043528i,0.0056807-0.0021569i,0.0036927-0.0017033i,0.0029929-2.7984e-05i,0.002999-0.00012532i,0.0015286+0.0021912i,-0.00029202+0.0068708i,-0.0008872+0.0083325i,0.00077192+0.0048246i,0.0022951+0.00093806i,0.0011311+0.0005535i
-0.0021777+0.003903i,0.00063231+0.0077365i,0.010921+0.019026i,0.028758+0.036073i,0.040876+0.046742i,0.040232+0.029843i,0.028667-0.011971i,0.015374-0.046647i,0.0075263-0.050761i,0.0040834-0.034492i,0.00061078-0.020248i,-0.0014364-0.012867i,-0.00040378-0.010126i,1.8012e-06-0.008478i,0.0006404-0.0070712i,0.0039129-0.0065512i,0.0076822-0.0060035i,0.011194-0.0036202i,0.01169+0.00080193i,0.0079163+0.0043284i,0.0032389+0.0050827i,-0.0005062+0.0026018i,-0.0027088-0.0010388i
0.00092495-0.0022642i,0.0059858-0.0015275i,0.016311-0.0027483i,0.030632-0.011291i,0.032611-0.036351i,0.010906-0.058454i,-0.013002-0.058571i,-0.021031-0.038665i,-0.018505-0.0093315i,-0.014897+0.0071214i,-0.011695+0.0099363i,-0.0062603+0.0080184i,-0.0026756+0.0028398i,-0.0033048-0.0021119i,-0.004317-0.0059331i,-0.0052183-0.0097856i,-0.0047556-0.011919i,-0.0021104-0.010377i,0.0017025-0.0065418i,0.0055493-0.0030093i,0.00675-0.00039024i,0.0052117+0.00052067i,0.0028615+0.00091977i
-0.00021298-0.00093059i,0.00321-0.0030097i,0.010695-0.013858i,0.020036-0.027721i,0.023832-0.025907i,0.0091393-0.0060771i,-0.023607+0.020533i,-0.052012+0.032705i,-0.054305+0.021962i,-0.035759+0.010931i,-0.016339+0.0094027i,-0.0062673+0.010671i,-0.0031968+0.010556i,-0.0025038+0.007975i,-0.001734+0.0036205i,-0.0019777-0.0015601i,-0.0028829-0.0051467i,-0.0032107-0.0083663i,-0.00342-0.010324i,-0.0029499-0.0091613i,-0.0027104-0.0069141i,-0.003559-0.0047806i,-0.0028142-0.0034318i
0.0044264-0.0020903i,0.0021129-0.0072021i,-0.0053214-0.02136i,-0.026808-0.040188i,-0.054341-0.043842i,-0.061316-0.020126i,-0.035472+0.013852i,0.0037617+0.032416i,0.022304+0.029811i,0.019568+0.021309i,0.016079+0.01527i,0.013763+0.0085005i,0.0086531+0.0048099i,0.0050003+0.0063667i,0.0013934+0.0078256i,-0.0034823+0.0093314i,-0.0079472+0.011207i,-0.011732+0.0089995i,-0.011664+0.0041231i,-0.0062988-0.001051i,0.0001276-0.0043882i,0.0046782-0.0022242i,0.0062249+0.0020503i
0.0026185+0.0003993i,-0.00065302-0.0033857i,-0.0087831-0.007949i,-0.017822-0.010853i,-0.012051-0.0079619i,0.020426+0.0068179i,0.053419+0.014315i,0.048098+0.0065706i,0.022349+0.00053499i,0.0091121-0.0036121i,0.0058306-0.0084212i,0.0028803-0.0083892i,0.0032734-0.0038155i,0.0058739-0.000335i,0.005285+0.0022156i,0.0029286+0.0055656i,0.0016549+0.0081606i,-0.00086407+0.0093165i,-0.0045815+0.0096315i,-0.007392+0.006757i,-0.0093999+0.001937i,-0.0091198-0.0015815i,-0.00627-0.0024258i
0.0007581-0.0042239i,-0.0041963-0.001392i,-0.01944+0.0082942i,-0.03981+0.03197i,-0.047197+0.050395i,-0.035003+0.032479i,-0.014261-0.018521i,0.0067065-0.057655i,0.020405-0.056069i,0.020593-0.035408i,0.010892-0.023041i,5.786e-05-0.015516i,-0.0024957-0.0089122i,0.00073815-0.0062237i,0.004078-0.0046071i,0.0065121-0.0020248i,0.0072593+0.0018993i,0.006955+0.0064941i,0.005933+0.0090189i,0.0039084+0.0082321i,0.0031004+0.0060498i,0.0026144+0.0048543i,0.0010541+0.0044099i
0.002917+0.0047781i,0.0029919+0.0092554i,0.0065422+0.017964i,0.01804+0.023921i,0.03487+0.012523i,0.033051-0.021772i,0.0021668-0.037444i,-0.028404-0.01083i,-0.033718+0.015509i,-0.026484+0.013257i,-0.022575+0.0064655i,-0.015604+0.0079216i,-0.0069852+0.006354i,-0.0024513-0.00092402i,0.00019627-0.0081698i,0.0018646-0.012156i,0.0049633-0.012344i,0.0092074-0.010417i,0.0093396-0.004911i,0.0043302+0.0029248i,-0.0011215+0.0058563i,-0.0045438+0.0022777i,-0.0052855-0.00058435i
0.0056734+0.0039856i,0.0088468+0.0063954i,0.022239+0.01385i,0.034162+0.024766i,0.024008+0.033734i,-0.0067475+0.046222i,-0.04006+0.05626i,-0.055448+0.046869i,-0.043486+0.022556i,-0.025735+0.0060158i,-0.014309+0.0063115i,-0.0049673+0.01048i,-0.0015664+0.0088064i,-0.0026175+0.0033064i,-0.0034552-0.0018218i,-0.0023051-0.0048177i,-0.0003761-0.0079339i,0.00028071-0.011305i,0.00030464-0.010797i,0.0026727-0.005854i,0.0067517+0.00087411i,0.0075877+0.0052823i,0.0051077+0.0041144i
0.00096421+0.0020751i,0.0067314+0.00041237i,0.01796-0.0079248i,0.030044-0.030575i,0.027623-0.058686i,0.0090224-0.058758i,0.0087914-0.017273i,0.032733+0.027733i,0.033726+0.03779i,0.010576+0.030575i,0.0046988+0.026027i,0.012438+0.017456i,0.011434+0.0071027i,0.0031423+0.0020378i,-0.0035439+0.001906i,-0.0069603+0.0026267i,-0.0089006+0.0011013i,-0.0090983-0.001452i,-0.0066047-0.0022825i,-0.0024283-0.0024477i,0.0013876-0.0047852i,0.0033081-0.0065831i,0.0042723-0.004715i
-0.0038664-0.0033837i,-0.00057324-0.0058743i,0.0030736-0.014365i,0.0065156-0.020421i,0.015904-0.0053772i,0.032579+0.021246i,0.051159+0.021397i,0.047515-0.01377i,0.019687-0.036645i,0.0045765-0.026803i,0.0072427-0.015612i,0.0063944-0.01383i,0.0019132-0.0090296i,0.00020142-0.00089849i,-0.0015142+0.004885i,-0.0034351+0.007221i,-0.0060065+0.0088408i,-0.0089588+0.0087033i,-0.0080419+0.0052217i,-0.0032418+0.00095299i,0.0018647-0.00073998i,0.0035758+0.001341i,0.0022035+0.0027614i
-0.003896+0.0016039i,-0.0060019-0.0034898i,-0.013467-0.015953i,-0.035648-0.03446i,-0.063006-0.044097i,-0.058766-0.048286i,-0.025823-0.067291i,0.0041401-0.080741i,0.022149-0.059267i,0.02982-0.027041i,0.022524-0.015054i,0.0070742-0.014344i,-0.0013208-0.0094375i,-0.00038063-0.0031694i,0.0022409+0.00091439i,0.0023463+0.003989i,0.0020428+0.0063689i,0.0022996+0.0086044i,0.0024538+0.0084756i,0.00067842+0.0027372i,-0.0030922-0.0068923i,-0.0048441-0.011821i,-0.0032499-0.0091573i
0.00029854-0.0017347i,-0.0035192-0.0038259i,-0.013651-0.00062938i,-0.018954+0.012493i,-0.00062236+0.024007i,0.024263+0.016465i,0.0075732-0.00088135i,-0.041955+0.0049851i,-0.058453+0.01975i,-0.03561+0.013233i,-0.019266+0.00068585i,-0.016352+0.0037083i,-0.0090477+0.010814i,0.0016205+0.0087222i,0.0088896+0.0018503i,0.01052-0.0026826i,0.0089979-0.0017454i,0.0081629+0.00078221i,0.0069367+0.0013203i,0.0033955+0.0038151i,-0.001136+0.0080626i,-0.0050709+0.0086105i,-0.0080644+0.005258i
-0.0012777-0.0021636i,-0.0055168+0.0007604i,-0.018583+0.010375i,-0.037812+0.027696i,-0.053475+0.03933i,-0.070153+0.043122i,-0.079193+0.050968i,-0.060988+0.053537i,-0.028859+0.041201i,-0.0095343+0.021798i,-0.0029018+0.012699i,0.0024087+0.012913i,0.0057637+0.010416i,0.0062035+0.003754i,0.0062242-0.0038974i,0.0053909-0.0086513i,0.0044836-0.0096264i,0.0029946-0.010426i,0.00011164-0.0090193i,-0.0034801-0.0049276i,-0.0036004-0.003131i,7.4171e-05-0.0050444i,0.0028279-0.0053261i
-0.0017554+0.0021309i,-0.00014333+0.0068954i,0.010177+0.016724i,0.033221+0.0213i,0.056743+0.0080152i,0.064044-0.013737i,0.052153-0.00049232i,0.03776+0.045359i,0.02142+0.060651i,-0.0021185+0.041367i,-0.010101+0.027334i,0.0027853+0.018929i,0.010475+0.0059535i,0.0067763-0.0036388i,0.00079336-0.0057955i,-0.0033389-0.0058939i,-0.0034227-0.0061967i,-0.0038375-0.0049717i,-0.0049786-0.0018368i,-0.0020268+0.0037944i,0.0022325+0.010702i,0.0036179+0.014092i,0.0032596+0.011485i
0.00041753+0.0025345i,0.0049304+0.0046859i,0.013316+0.012362i,0.020656+0.020797i,0.01324+0.027527i,0.0037156+0.036685i,0.01674+0.023598i,0.036343-0.024619i,0.02877-0.058309i,0.0072421-0.044071i,0.0028-0.021913i,0.0043018-0.017647i,-0.0001746-0.016925i,-0.0052007-0.011718i,-0.008072-0.0060528i,-0.0086519-0.0023007i,-0.0090762-0.00060754i,-0.010423+0.0013149i,-0.0097134+0.0032205i,-0.0050313+0.00035799i,0.00073765-0.0054316i,0.0042825-0.0072596i,0.0060515-0.0048475i
-0.001256-0.002194i,0.0046332-0.0033713i,0.014775-0.012388i,0.025514-0.037587i,0.02692-0.072291i,0.010381-0.090466i,0.0038285-0.088036i,0.018497-0.077467i,0.026997-0.050797i,0.021295-0.019979i,0.01104-0.0068994i,0.0019332-0.0061241i,-0.0026973-0.0056748i,-0.0034616-0.0030987i,-0.0029929+0.00082622i,-0.0023363+0.0047897i,-0.000672+0.0068028i,0.0022513+0.0063517i,0.005459+0.0053796i,0.0059146+0.003708i,0.0019963+0.0015836i,-0.0045587+0.002175i,-0.0080167+0.0026i
0.00054365+4.5592e-05i,0.0015305-0.0035444i,0.00022331-0.014111i,-0.0084689-0.016786i,-0.014801+0.0091278i,-0.0059398+0.03584i,-0.0096873+0.031509i,-0.043754+0.013089i,-0.055049+0.0013188i,-0.025724-0.0061125i,-0.0086378-0.0092375i,-0.012314-0.002305i,-0.011903+0.0069333i,-0.0057135+0.0096493i,-0.00114+0.008176i,0.00054633+0.0058922i,0.0012666+0.0038841i,0.0026078+0.0031603i,0.003571+0.0026584i,0.003105-0.00051402i,0.0026132-0.0052634i,0.002234-0.0076766i,0.00037151-0.0072916i
-0.004024-0.00051471i,-0.006859-0.0063698i,-0.015299-0.017636i,-0.031927-0.033714i,-0.054414-0.043453i,-0.064923-0.030619i,-0.05649+0.0025763i,-0.029243+0.035903i,0.0012059+0.043735i,0.012791+0.030489i,0.012276+0.020394i,0.011499+0.016879i,0.01105+0.012182i,0.010952+0.0069325i,0.011614+0.0020933i,0.01029-0.0019816i,0.0070319-0.0038183i,0.0048447-0.0051257i,0.0034802-0.0050918i,0.00041329-0.0011121i,-0.0042653+0.0027181i,-0.0075629+0.0014049i,-0.0064564-0.0018395i
-0.0028955+0.0020054i,-0.0052056+0.0021352i,-0.012435+0.011988i,-0.012468+0.0348i,0.012705+0.050103i,0.05019+0.046203i,0.061749+0.036976i,0.031151+0.040603i,-0.0070769+0.046695i,-0.021013+0.035526i,-0.01514+0.020918i,-0.0023993+0.014449i,0.0070313+0.011083i,0.010162+0.0065986i,0.01056+0.00044393i,0.0088714-0.0043827i,0.0028164-0.0043728i,-0.0048059-0.0010676i,-0.0073058+0.00071591i,-0.0030269+0.0012505i,0.0055408+0.0022271i,0.013543+0.0028931i,0.014253+0.0035081i
-0.0048059+0.0035467i,-0.0075764+0.0083236i,-0.017267+0.016536i,-0.027165+0.02558i,-0.030358+0.03005i,-0.029664+0.017525i,-0.019245-0.0074934i,0.0053494-0.041222i,0.01399-0.056709i,0.0046408-0.034204i,0.005419-0.01129i,0.011386-0.0086383i,0.0087977-0.010449i,0.0035747-0.010388i,0.00047814-0.010937i,0.00069668-0.01087i,0.0021089-0.0096785i,-0.00053877-0.0066404i,-0.0052905-0.0014173i,-0.0065367+0.0031041i,-0.0066324+0.0045694i,-0.0074132+0.0039498i,-0.0056349+0.0030366i
0.0035358+0.0018319i,0.003913+0.0060534i,0.014663+0.014222i,0.039442+0.019138i,0.059217+0.0036299i,0.052321-0.036448i,0.021423-0.06634i,-0.0047387-0.047674i,-0.0096762-0.011926i,-0.006958+0.0012326i,-0.0070075+0.00055752i,-0.0053874-0.00091129i,-0.001494-0.002845i,-0.0016136-0.0048027i,-0.0056823-0.0049325i,-0.0078299-0.0016142i,-0.0044447+0.0034367i,0.00052985+0.0071449i,0.0032725+0.0071309i,0.006066+0.0028119i,0.009292-0.0012463i,0.0097384-0.00038852i,0.0069792+0.0033936i
-0.0017232-0.0032054i,0.00030503-0.0030532i,0.0049192-0.0039327i,0.0056802-0.010266i,-0.011562-0.016138i,-0.032715+0.0057203i,-0.036315+0.03461i,-0.034271+0.025046i,-0.025155-0.0030368i,-0.005402-0.016929i,0.0036688-0.018253i,-0.001003-0.014043i,-0.0052326-0.0089893i,-0.0088796-0.006599i,-0.013578-0.0045631i,-0.013966-0.0023329i,-0.0098134-0.0031449i,-0.0036411-0.0051078i,-0.0012016-0.0048771i,-0.0055872-0.0030508i,-0.012562-0.0015741i,-0.017814-0.0015024i,-0.016758-0.0031889i
0.0023499+0.00090702i,0.0092272-0.0023643i,0.021581-0.013649i,0.033614-0.032417i,0.03303-0.048548i,0.0053903-0.045197i,-0.013958-0.0064468i,0.012253+0.043427i,0.042967+0.05379i,0.036933+0.029868i,0.015185+0.014849i,0.0055197+0.011957i,0.003741+0.0068104i,0.0014943+0.0039257i,0.00041934+0.005428i,0.001012+0.0076141i,0.0005163+0.0059293i,0.00054364+0.0017101i,0.0031127-0.00036061i,0.0056431-0.0014704i,0.0073224-0.0030027i,0.0086699-0.0042565i,0.0075397-0.0038642i
0.0041116+8.1188e-05i,0.0036448-0.00041438i,-0.0035887-0.0047904i,-0.026799-0.0042821i,-0.044364+0.014879i,-0.011668+0.035648i,0.035715+0.029424i,0.028078+0.0019521i,-0.0089629-0.013628i,-0.022075-0.0091372i,-0.016351-0.0035032i,-0.012819-0.00010617i,-0.0094385+0.0065714i,-0.0022604+0.012518i,0.0054736+0.012937i,0.0087992+0.0080905i,0.0042085+0.0034939i,-0.0022235+0.0017819i,-0.0049078+0.0028902i,-0.0038437+0.004338i,-0.0020937+0.0026549i,-0.0015966-0.00016437i,0.0004711-0.0017396i
