-0.0053986+0.0011237i,-0.003724+0.0021566i,-0.0031412+0.0036898i,-0.0019276+0.0048016i,0.00072536+0.0041613i,0.002433+0.0026599i,0.0014305+0.0010306i,7.3538e-06+0.00071986i,0.000105+0.0012865i,0.001099+0.00066637i,0.0013005-0.00084742i,0.00047638-0.0018984i,0.00046064-0.0025544i,-0.00018886-0.0023058i,-0.0011886-0.0013332i,-0.00086377-0.00065249i,-0.0002778-0.00012848i,0.00025469+8.6792e-05i,0.00062842-0.00035095i,0.00046481-0.00089058i,0.00047553-0.0014528i,0.00071636-0.0010591i,0.0002778-2.3403e-05i
-0.00077004-0.00057957i,-0.0005288+0.00019829i,-2.8727e-07+0.00095527i,0.000905+0.0016831i,0.00080168+0.0013925i,0.00054769+0.00037325i,-0.00021586-0.00036491i,-0.00042839+7.6099e-05i,-5.7086e-05+6.3406e-05i,0.0007514-0.00064601i,0.0010451-0.0012989i,0.0005976-0.00077747i,0.00029646-1.3501e-05i,0.00079569+0.00013685i,0.00098043+0.0002116i,0.00060202+3.6938e-05i,0.00022922-0.00026764i,-0.00041338-0.00025108i,-0.00058237+0.00092052i,0.00049159+0.00091168i,0.0011198+0.00021698i,0.00031359+1.3029e-05i,1.4927e-05+5.5823e-06i
0.00070036-0.0017716i,-0.00080089-0.0013571i,-0.0017455-0.0018055i,-0.0013658-0.0020612i,-0.00077703-0.00076468i,4.7389e-05+0.00061947i,8.9027e-05-0.00041413i,-0.00085834-0.0010497i,-0.0007978-0.00043706i,-0.00078466+0.00022323i,-0.00095232-3.4612e-05i,-0.00029844-0.0011966i,0.00066097-0.0010927i,0.001192-0.00077851i,0.0013588-0.00069966i,0.0013172+0.00028987i,0.00070455+0.00072668i,-0.00038461+0.00021824i,-0.00034794-5.8162e-05i,0.00031006+1.7954e-06i,4.6837e-05-0.00022371i,-8.0178e-05-0.00081381i,0.00033215-0.00055425i
-0.00084248+0.00071662i,1.1933e-05+0.00078844i,-0.00049876+0.0021192i,0.00027772+0.0021324i,0.0023099+0.00099851i,0.0022342-0.00079189i,0.0018536-0.0014608i,0.00098513-0.0011209i,-0.00043807-0.0010093i,-0.001332-0.0015187i,-0.0014657-0.0018558i,-0.0018322-0.0014353i,-0.0012675-0.0011552i,-0.00020361-0.00098077i,-8.5454e-05+0.00020966i,8.2799e-05+0.0010197i,-8.265e-05+0.00060371i,-0.00024707+0.00011025i,-0.00046231-0.00019983i,-0.0001228-0.00036465i,2.6144e-05-0.00082394i,-6.5421e-05-0.0013578i,0.00019116-0.00099535i
-0.00015751+0.0012915i,-0.00021056+0.0011024i,3.4369e-05+0.001515i,0.0003912+0.00092535i,0.00030394+0.00033051i,0.00014963-0.0010771i,0.00042263-0.0012452i,0.00048983-0.00049468i,5.9821e-05-0.00099588i,-0.00059093-0.001143i,-0.0002597-0.00076452i,9.0171e-05-0.00086313i,9.4209e-05-0.0011045i,0.00043378-7.237e-05i,0.00030753+0.00053017i,-8.459e-05-0.00023554i,0.00010584-0.00071083i,0.00030768-0.00030934i,0.00052693+0.00063697i,0.00059107+0.00063652i,1.5827e-05+2.7779e-05i,-0.00029794+0.00013388i,-4.3913e-05+0.00052413i
-0.00069884+0.00031943i,0.0001188-0.001648i,0.00022587-0.0017866i,0.000437-0.0012833i,0.001405-0.0010238i,0.0013647-0.0013633i,0.00090953-0.0020979i,0.00023104-0.0017015i,-6.6564e-05-0.00087603i,-0.00030223-0.00060731i,-0.00025333+1.954e-05i,0.00022124+0.00017969i,0.00081349-1.4489e-05i,0.0014321+3.5246e-05i,0.00090443+0.0001035i,-1.2867e-05+0.00037615i,-0.0002316+0.00016552i,-9.0651e-05-0.00048613i,0.00016853-0.00076679i,7.6572e-05-0.00073161i,-4.8297e-05-0.00027189i,7.5712e-05-0.00017273i,0.00058609-6.0451e-05i
0.0015851-0.00086527i,0.00080932-0.0017463i,-0.00066095-0.0025467i,-0.0015743-0.0020858i,-0.0017052-0.00077083i,-0.0014304-0.0010315i,-0.00085339-0.00097785i,-0.00050942-0.00086945i,-7.4557e-05-0.00099408i,0.00073228-0.00073837i,0.00077278-0.00089154i,-0.00038846-0.00069896i,-0.00029047-0.00068111i,0.00062511-0.00078139i,0.00040814-0.00028928i,-0.00019085+0.00041529i,-0.00042285+0.00070278i,-0.00035198+0.00013064i,-0.00060258-0.00068251i,-0.00016803-0.00065058i,0.00012322-0.00027286i,0.00012428+0.0003234i,0.00047866+0.00041387i
-0.00017826+0.00070842i,0.0012061+0.00074731i,0.0020139+0.0016516i,0.0023348+0.0014173i,0.0021638+4.9407e-06i,0.001388-0.0014252i,0.00065149-0.0019553i,0.00017982-0.0014386i,-8.9481e-06-3.914e-05i,0.00023122+0.00030971i,0.0003242-0.0006043i,0.00033963-0.00090615i,-0.00016034-0.00093927i,-0.00078718-0.00069454i,-0.00038925-0.00048102i,-8.854e-05-0.00024304i,-0.00042136+0.00034295i,-0.0004883+0.00015809i,-5.7736e-05-4.2537e-05i,-0.00071628-2.6984e-05i,-0.00095046-0.0010204i,-0.00011492-0.0011903i,0.00033768-0.0004628i
0.0016248+0.00018277i,0.0015795-0.0021648i,0.0010459-0.0036672i,0.00026971-0.0028612i,-0.00036706-0.0017926i,-0.0013381-0.0012999i,-0.0014585-0.001899i,-0.00084563-0.0019097i,0.00016496-0.00069063i,0.00064761+0.0004864i,0.00051811+0.00034582i,0.00055267-6.7439e-05i,0.00043983+1.6373e-05i,0.00012777+0.00024176i,0.00019799+0.00039268i,0.00056986+0.00030289i,0.001183-0.0001829i,0.0013013+4.3063e-05i,0.001259+0.00011888i,0.0013661+0.00035108i,0.00056643+0.0010136i,0.00015112+0.0010352i,0.00066215+0.0011695i
0.00070896-0.00073418i,-0.00040617+5.5339e-06i,-0.0011959+0.00024598i,-0.00021452+0.000607i,0.00033253+0.00058776i,0.00012518+0.00025643i,-0.00043888-0.00030396i,-0.00050224-0.00068693i,-0.00034244-0.00052493i,2.4828e-05-0.00040611i,0.00032477-6.5356e-05i,-7.4811e-05-0.00065885i,-0.00017753-0.0014199i,-3.7714e-05-0.001508i,0.00063351-0.0008298i,9.0262e-05+0.00037121i,-3.3585e-05+0.00062836i,0.0009058+0.00070609i,0.00082778+0.00085065i,0.00058975+0.00048248i,0.00040556+0.00011105i,0.00016933-0.00039046i,-0.0004283-0.0003141i
-0.0028099+0.00084424i,-0.0015803+0.0021745i,-0.00083462+0.0041035i,0.00097331+0.0043924i,0.002402+0.0025857i,0.0020998-0.00014488i,0.00079982-0.0015413i,-0.00038685-0.0014783i,-0.00048781-0.00059146i,-0.00038209+6.4436e-05i,-6.0884e-05+0.00017861i,0.00049611-0.00068141i,0.00093363-0.0012972i,0.00043686-0.00035709i,0.00016115+0.00050368i,0.00020189+0.0010853i,0.00018868+0.0013362i,0.00059377+0.00053507i,0.00091951+0.00026917i,0.00052186+0.00042289i,0.00067528+9.0986e-05i,0.00082401-0.0001968i,-6.6848e-05-5.7261e-05i
-7.522e-05+6.8383e-05i,0.0006486-0.00068854i,0.00099644-0.0017762i,0.0011835-0.0016077i,0.0014183-0.0012175i,0.00084526-0.0014519i,0.00016375-0.0016379i,-0.00016581-0.0016012i,-0.00010341-0.00066821i,0.00023549+0.00015299i,1.3823e-05-0.00019675i,-0.00035134-0.00067918i,-0.00052713-0.00090049i,-0.00056104-0.00039111i,0.00042822+0.00023299i,0.00075704-7.4701e-05i,0.00060949-0.00039992i,0.0012132+3.4581e-05i,0.0015613+0.0004127i,0.0012964-7.7125e-05i,0.0004737-0.0004293i,-0.00035715-0.00050232i,-0.00058598-4.9087e-05i
-0.00070575-0.0006065i,-0.00093355+0.00067224i,-0.0019821+0.0017521i,-0.0025323+0.0022192i,-0.001837+0.0018672i,-9.3475e-05+0.0005175i,0.0005154-0.00064819i,-0.00028754-0.0010449i,-0.00079577-0.0012191i,-0.00039294-0.00072734i,0.00067395-0.00042226i,0.0014192-0.00080012i,0.0012173-0.00049543i,0.00057787-0.00092308i,0.00027291-0.00069587i,0.00029067+0.00018944i,0.00035815+5.6707e-06i,4.22e-05-0.00027708i,0.00021739+9.5337e-06i,0.00054455+1.8466e-05i,0.00026128+0.00023418i,-0.00014598+0.00072533i,0.00019128+0.00021592i
1.7001e-05+0.00018708i,-0.0010748+0.00093882i,-0.00065067+0.0018946i,0.00060494+0.00091197i,0.0013934-0.00055031i,0.00091062-0.0011321i,-0.00011727-0.00086205i,-0.00011113-0.00098188i,0.00021697-0.0015417i,0.00014089-0.00091323i,1.5377e-05-2.7507e-05i,-8.747e-05-0.00044776i,1.8131e-05-0.00068192i,0.00010589-0.00035314i,0.00040591+0.00025397i,0.0003143+0.00024601i,-0.00051776-0.00067154i,-7.844e-05-0.00020254i,0.0009065+0.00016293i,0.00062189-0.00040739i,1.648e-05-0.0006056i,0.00013067-0.00044542i,0.00059781-6.3204e-05i
0.00015624-0.0011718i,0.00012773-0.0021356i,6.7631e-05-0.0022583i,0.0002814-0.0010075i,0.00035977+0.00075313i,0.00037138+4.5803e-05i,0.00035765-0.0011935i,-0.00020952-0.00091371i,-0.00028127-0.0003584i,0.00044644+0.0005226i,0.00078071+0.00036949i,-0.00026813-0.00033915i,-0.00042459-0.00020232i,0.00031024-4.2248e-05i,-0.00031624-0.00035084i,-0.00039648-0.00040169i,-0.00059887+0.00047901i,-0.00038118+0.00040384i,0.00060221-0.00020696i,0.00028918-0.00024983i,-9.1543e-05-0.00028937i,-0.00037884+0.00018951i,-0.00072817+0.00035263i
-0.00016641-0.0013339i,0.00026553-0.00069596i,-8.648e-05-0.00025424i,0.00032704-0.00046506i,0.0018695-0.0010098i,0.0027776-0.00084459i,0.0010824-0.0016975i,4.947e-05-0.0027564i,0.00043547-0.0018046i,0.00056197-0.0011383i,0.00055475-0.0011732i,-4.9326e-05-0.00062943i,-0.00020589-0.00021223i,0.00067168-0.00029337i,0.00075925+0.00030974i,0.00021724+0.0007792i,-0.00016682-0.00022679i,-0.00048263-0.00071485i,-0.00078845-0.00054866i,-0.00048223-0.00050378i,0.00037033-0.00047029i,0.00029543+1.1634e-05i,0.00028845+0.00085039i
-0.0015321+5.2883e-05i,-0.0013047+0.00088986i,-0.00054432+0.0016353i,0.00024678+0.0013976i,0.0016787+4.0894e-05i,0.0015367-0.0011945i,0.00026778-0.0015558i,-0.00010184-0.0011775i,0.00033052-0.00037436i,0.00096388-0.00022577i,0.00082808-0.00031832i,-0.00022017+0.00034173i,-7.0515e-05+0.00020514i,0.00062739-0.00021231i,6.8578e-05-0.00047779i,0.00020499+0.00031269i,0.00080885+0.00065142i,0.00032939-0.00023384i,0.00023015-0.00037786i,0.00048678-0.00028463i,3.3538e-05+0.00047992i,0.00013932+0.0012037i,0.00017091+0.0013371i
-7.6373e-05+0.00084558i,0.00090294+0.00045115i,0.00066138+0.00026442i,-0.00037197+6.3965e-06i,0.00080956+0.0002458i,0.0020911-0.00039608i,0.00087087-0.0010024i,-0.00049843+6.0519e-08i,-0.00070785+0.0004619i,5.3861e-05+0.00016045i,0.00041207-0.00040127i,0.00020013-0.0010243i,0.00037168-0.00082906i,0.00057638-0.00038899i,0.0005359+6.253e-05i,0.00038775+0.00046321i,-9.1157e-05+0.00035856i,-0.00049274+0.00065893i,6.4531e-05+0.0011178i,0.00030605+0.0010193i,0.00046373+0.00021297i,0.00030006-0.00031535i,-7.6928e-05+5.4136e-05i
-0.00013676+0.00036479i,-0.00043241+0.0013423i,-0.00024349+0.0017601i,0.00064992+0.0010547i,0.0017834+0.00045152i,0.0016445-3.5678e-05i,0.0013912-0.0010231i,0.00087856-0.0018064i,0.00026116-0.0018718i,0.00053199-0.0019466i,0.00028277-0.0013144i,-0.0001797-0.00052166i,-0.00046707-0.00061699i,-0.00072235-0.00075164i,-0.00050951-0.00071992i,0.00055297-0.00013321i,0.00087053+0.00039895i,0.00029318+0.00040727i,0.0004743+0.00030564i,0.00076778+0.00042955i,0.0006088+0.0009355i,0.00050075+0.00073253i,0.00016555+0.00042127i
-0.00082219+0.0010025i,-2.0917e-05+0.0010495i,0.0010696+0.0012302i,0.0015768+0.00031785i,0.0014555-0.00093349i,0.00099812-0.0018812i,-0.00010626-0.0021879i,-0.00072646-0.0018796i,-0.0005741-0.0013804i,-0.00019616-0.0011136i,-0.00047779-0.0014951i,-0.00042984-0.00099959i,0.00066184+0.00011035i,0.00097395+0.00029697i,0.00059817+0.0001623i,0.00038807+0.00011332i,0.00071567-0.00016249i,0.0007957+0.00012183i,0.00017049+0.00028962i,-0.00035926-0.00053376i,-0.00018861-0.00058211i,0.00024931-8.0944e-05i,6.6722e-05+0.0001404i
0.00071884-0.0023514i,-8.3909e-05-0.00362i,-0.001444-0.0046671i,-0.0024266-0.0034502i,-0.0021573-0.0019359i,-0.0013315-0.00076407i,-0.000603-0.00058263i,0.00016502-0.0012511i,0.00097884-0.0011504i,-0.0001507-0.001304i,-0.0010122-0.001016i,-9.4998e-05-0.00043048i,0.00046487-0.00014447i,-5.5944e-07-0.00047134i,-0.00055209-0.0007193i,-0.00045812-6.6841e-05i,0.00042926-9.9497e-05i,0.00088426-0.00064766i,0.0011066-0.00037972i,0.00080646-0.00054977i,0.00020229-0.00091946i,-0.00011997+0.00031069i,-0.00024696+0.00045027i
0.0018558-0.00020554i,0.0023391-0.00026363i,0.0033928+0.0001452i,0.0027546+0.00042959i,0.0012424+0.00034646i,0.00052724-0.00065121i,0.0012451-0.0011518i,0.0007346-0.00063628i,4.0322e-06+5.0286e-06i,0.00032123+0.00019456i,-0.00064068-0.0001393i,-0.0010733-0.00040942i,-0.00054615-0.00038667i,-0.00025015-0.00022845i,-8.2156e-05-0.00016251i,5.8897e-05-3.5969e-05i,0.00028782-0.00035976i,0.00026173-0.00052256i,-4.0851e-05+3.4979e-05i,0.00020734+0.0003523i,0.00040295+0.00022501i,0.00034018-0.0001833i,0.00037774-0.00045547i
-0.00063209+0.00042686i,0.00045674-0.0001876i,0.001736-0.00062923i,0.0023419-0.0008779i,0.0022334-0.0014361i,0.0013494-0.001776i,0.00051624-0.0022038i,0.00026028-0.0018236i,0.00021843-0.00041888i,0.00088942-2.184e-05i,0.0007334+8.942e-05i,-0.00021876+3.039e-05i,-0.00057365-0.00018048i,-0.00039492+6.8427e-05i,-0.00021157+0.00028707i,0.00023939-0.000139i,0.00088578-0.00026323i,0.0011873-0.00042378i,0.0001276+0.00012895i,-0.0006501+0.00078499i,2.9439e-05+0.00023277i,1.9767e-05-0.00041416i,-3.8386e-05-0.00087897i
0.00098447+0.00095006i,0.001585+0.00094279i,0.001997+0.00080041i,0.00083427-0.00024025i,0.00017273-0.0018512i,0.0001756-0.0020553i,-0.00044653-0.0019335i,-0.00090931-0.0016171i,-3.8342e-06-0.0010755i,0.0007905-0.0013365i,-0.00046922-0.0014127i,-0.0010772-0.00094897i,0.00010537-5.1717e-05i,0.0011885+0.00023916i,0.00066038-0.00072782i,-0.00046248-0.0013132i,-0.00030295-6.9213e-05i,0.00052896+0.00071607i,0.00056826+0.00088602i,0.00034174+0.00091909i,0.00082544+0.00041017i,0.00080179-0.00017703i,0.00016249-0.00025469i
-0.0011878+0.001829i,-0.00041114+0.0020595i,-7.9082e-05+0.0032386i,0.00056969+0.0039909i,0.0014296+0.0033335i,0.0018059+0.0012951i,0.00082836-0.00089201i,-0.00042101-0.00062934i,-0.00046123+0.00040568i,-5.1459e-05+0.00023098i,4.3567e-05-0.00021272i,-0.00012023-0.0001991i,-0.00025493-0.00042133i,-3.0961e-05-0.00036004i,-0.00024472-0.00018131i,-0.00033677-8.9708e-05i,-0.00016971+0.00012341i,2.0113e-05+0.0003077i,0.00081222+0.00090743i,0.0006816+0.00098538i,-0.00024997+0.0010796i,-0.00036581+0.00065358i,0.00022943-0.00019241i
-0.001717+0.00079905i,-0.0024494+0.00091994i,-0.0022962+0.0010571i,-0.0011212+0.00047321i,0.00071575-0.00016536i,0.00039219-0.00045851i,-0.00012132-0.00063526i,0.00080387-0.00072415i,0.0012417-0.00022827i,0.0012892+0.00033118i,0.00018163-0.00058021i,-0.00026083-0.0015412i,0.00036492-0.0010439i,0.00018511-0.0005532i,-0.00046555-0.00016888i,-0.00047107+0.00031554i,-0.00040831-2.2513e-05i,-0.00087344-0.00039947i,-0.00067515-6.0766e-05i,0.00045576-0.00034923i,0.00084012-0.00071733i,0.00024289-5.3866e-05i,0.0005485+0.00014922i
-0.00052657-0.00048622i,-0.00057682-0.00086078i,-0.00053956-0.0010094i,-0.00023684-0.0012862i,0.00069002-0.0013177i,0.00090495-0.00091233i,-8.2721e-05-0.00029829i,-0.00091992-0.00074141i,-0.00089376-0.00086204i,-0.00043043-0.00067681i,-0.00046955-0.00059247i,-0.00045975-0.00041675i,-0.00038839-0.00062322i,-0.00040184-0.00072846i,-0.00019009+9.4207e-06i,9.7652e-05+0.00020406i,0.00063151-0.00045444i,0.00094434-0.00067341i,0.0005614-0.00016269i,0.0005144+0.00089488i,0.0010768+0.0010676i,0.00082729+0.00064058i,0.00023316+0.00019429i
-0.00015968+0.00047397i,0.00030473+0.00097976i,0.00024011+0.0014585i,-0.00032417+0.0022457i,-0.0017223+0.0014597i,-0.0020935-0.00013533i,-0.0017898-0.0011289i,-0.00089048-0.0011988i,0.00021691-0.00038942i,0.00017731+0.00031729i,-0.00040835+0.00059809i,-0.00044595-0.00018353i,1.1903e-05-0.00088767i,0.00032246-0.001077i,2.9568e-05-0.0013184i,8.7881e-05-0.00075962i,0.00013144+0.00029114i,-5.2185e-05+0.00033522i,0.00065644+0.00055941i,0.00098482+0.0011044i,0.00036537+0.0013902i,-0.00038251+0.00052848i,0.00033942-0.00053027i
0.00022035+0.00024768i,-0.00042991-0.00066237i,0.0010856-0.0011607i,0.0011167-0.00052519i,0.00091655-0.00034336i,0.0013002-0.0013497i,0.00062958-0.0020027i,-0.00069243-0.0011153i,-0.00086952+0.00052882i,-0.00021086+0.00056619i,-0.00016463-0.00026638i,-0.00031846-0.00065021i,0.00040857-0.00098007i,0.00081981-0.00081766i,9.4841e-05-6.8913e-05i,-0.00026551-0.00027926i,-1.6798e-05-0.00021135i,0.00026244+2.4804e-05i,-7.5756e-05+0.00015712i,-0.00083939-5.2516e-07i,-0.0010609-0.00011679i,-0.00053041+0.00018736i,7.3961e-05+0.00078626i
0.00071121-0.00088325i,0.00070607-0.00047183i,0.00080839-3.4275e-05i,0.00064353+0.00019112i,-0.00025724-0.00067771i,-0.0002878-0.0013375i,-0.00030367-0.00093225i,-0.0012116-0.00095948i,-0.0012025-0.00062351i,-0.0002894+0.0006076i,0.00054093+0.0011571i,0.00089073+0.00061124i,0.00084903-0.00026812i,0.0010817-0.00058767i,0.001013-0.00033391i,0.00019784-2.7967e-05i,-0.00048303+0.00020643i,-0.00075961+0.00051266i,-0.00088557+0.00022405i,-0.00026354-0.00088959i,-0.00037561-0.0010511i,-0.00065927-0.00024469i,-9.2699e-05+0.00057897i
0.0009924-0.00095458i,0.00080923-0.0007453i,0.00060993-0.00026145i,-0.00084345+7.5335e-05i,-0.00083424-4.4174e-05i,-0.00035358-0.00025183i,-0.00074505-8.4594e-05i,-0.00080295+0.00098347i,-0.00043679+0.0015256i,0.00023121+0.0011397i,0.00037023+0.00088496i,-0.00016269+0.00091204i,-0.00018426+0.00060036i,0.00089332-0.00029282i,0.0011522-0.0011625i,0.001052-0.0013798i,0.00069691-0.0011374i,-0.00058083-0.00082126i,-0.0013444-0.00014153i,-0.0010798-1.4253e-05i,-0.00060669-4.4597e-05i,-0.00043801+0.00086216i,-0.00064099+0.00097373i
-0.0023568+0.0011499i,-0.0032318+0.0015113i,-0.0036792+0.0035008i,-0.0016845+0.0045845i,0.00077624+0.0024097i,0.00026341+0.00027886i,-0.0020148+0.00090052i,-0.0027225+0.0044559i,-0.00087757+0.0076895i,0.0022658+0.0070329i,0.004158+0.0040159i,0.0047316+0.0014781i,0.0045686-0.00056137i,0.0036977-0.0025637i,0.0021339-0.0024098i,0.00034279-0.00088294i,-0.00039122+0.00021776i,-0.00067017+0.00087118i,-0.0012969+0.00064568i,-0.0010352+0.00013379i,-0.00046154+0.00013653i,-0.00087117+0.0001864i,-0.0010913-0.00012174i
-0.00081664-6.9491e-05i,0.0012268-0.00077156i,0.0025922-0.00043541i,0.0026929+1.0647e-05i,0.0022447-0.00056845i,0.0021754-0.0022518i,0.0023329-0.0035931i,0.001531-0.002979i,0.00099386-0.0018802i,-0.00015517-0.0016688i,-0.0013872-0.0010515i,-0.0017531-0.00057808i,-0.001743-0.0010306i,-0.0014529-0.00047862i,-0.0012814+0.00061171i,-0.00027672+0.0007709i,0.00019056+0.00070513i,0.00020212+0.0011473i,0.00035066+0.00037826i,-3.0448e-05+3.7643e-05i,4.6845e-05+9.6283e-05i,0.0002022-0.00025344i,0.00016584-0.00055635i
0.0014769+0.00011657i,0.0016344-0.00085543i,0.0013606-0.0011111i,-0.00058786-0.00079573i,-0.0016905-0.00061263i,-0.0010895-0.00024332i,-0.0011351-2.4218e-05i,-0.00056607-0.00080079i,0.00011043-0.0015503i,0.00015346-0.0011622i,-0.00041623-0.00020364i,-0.00086883+0.00015497i,-0.00010975-0.00046958i,0.00030779-0.00085808i,0.0007462-0.00057424i,0.001211-0.00012706i,0.00072499+0.00027794i,8.313e-05+7.9296e-05i,-0.00049502-0.00018359i,-0.00059501+0.0001663i,-0.00023765+0.0010047i,0.0004507+0.00075693i,0.00065184+0.00032141i
-0.00037777-0.0018629i,-0.00070046-0.0013931i,-0.0021944+0.00048534i,-0.0020528+0.001374i,-0.00052726+0.0014039i,0.00058249+0.00015961i,0.00071531-0.0014627i,0.00047632-0.0020682i,0.00026307-0.0018456i,0.00022027-0.00069447i,-0.000374-0.00019943i,-0.00057054-0.00059631i,-0.00030038-0.00047886i,-0.00022486+0.00022927i,-9.1095e-05+0.00074825i,3.7325e-05+0.00034662i,0.00026812-0.00026054i,0.00016842-0.00037672i,0.00023223+0.00012214i,-6.4151e-05+3.948e-05i,-0.00027059+0.00039894i,-0.00064185+0.00034692i,-0.00094925-0.00014827i
-0.00014847+9.7245e-05i,0.00051347+0.00022438i,0.0017353+4.2045e-05i,0.0023143+0.00012438i,0.001985-0.00027676i,0.0013842-0.00060859i,0.00092177-0.0011756i,0.0005792-0.0012007i,0.00024027-0.0011655i,7.7105e-05-0.00099459i,-0.00063533-0.00072557i,-0.0010843-0.00047451i,-0.001151+7.1929e-05i,-0.0011009+0.00078117i,-0.00021707+0.00068053i,0.00068898+0.00033697i,0.00081992+0.00017565i,0.00017274+4.6289e-05i,-0.00051672+0.00035433i,-0.00099727+0.0003851i,-0.0007479-7.1565e-05i,-3.4442e-05+0.00037747i,-0.00028345+0.00032056i
0.0017053+0.00013876i,0.0020496-0.00044891i,0.0022888-0.0027772i,0.0015058-0.003424i,0.00016773-0.0027102i,3.4519e-05-0.0023116i,0.00037164-0.0019939i,0.00021162-0.0017733i,-0.00024897-0.00097462i,-0.00067077-0.00070314i,-0.0010383-0.0010672i,-0.0011433-0.00073158i,-0.0006511-0.00017872i,0.00038296+6.5796e-05i,0.00060283-0.00020071i,7.6329e-05-0.00030944i,0.00024302-0.0002037i,0.00070982-0.00063829i,0.00085832-0.0010611i,0.00038745-0.0012544i,-0.00037159-0.00067218i,-0.00058258+4.1304e-05i,-0.00038777+1.3948e-05i
0.001626+0.0019806i,0.00083983+0.0022665i,0.0003359+0.0016364i,0.0010503+0.0014136i,0.0013533+0.00050696i,0.00094713-0.0015818i,0.00025624-0.001511i,6.632e-05-0.00077126i,-0.00027237-0.0011171i,-0.00011958-0.0011154i,8.6939e-05-0.00092243i,-0.00054302-0.00068126i,-0.00037599-0.00054826i,0.00086892-8.5158e-05i,0.0012626+0.00021361i,7.6299e-05-0.00030649i,-0.00023521-0.00027169i,0.00043414+0.00079819i,0.00027676+0.00065309i,-0.00037183-0.00036843i,-0.00044575-0.00010324i,-0.00061228+7.7051e-06i,-0.00042762+0.00015972i
-0.00016404+0.00058021i,0.00077187-0.00030475i,0.0010922-0.00097172i,0.00099525-0.0004062i,0.00099647-0.00031317i,0.0015287-0.0012029i,0.0013565-0.0023541i,0.00078498-0.0021209i,0.00012217-0.0013657i,-0.00039495-0.00080117i,-0.00022153-0.0012411i,0.00052075-0.00099744i,0.0005827-8.8261e-05i,7.1453e-05-0.00062498i,3.4938e-05-0.00058283i,0.00010501+5.1379e-05i,0.00025467+0.00035521i,0.00029414+0.0010238i,0.00024213+0.0010592i,0.0003298-0.00015011i,0.00033221-0.00013225i,0.00052358+8.8205e-06i,0.00045401-0.00067273i
-0.0012924+5.8231e-05i,-0.0016421+0.00076032i,-0.0021725+0.00056955i,-0.0013444+7.4206e-05i,0.00032724+0.00048417i,0.00068919+0.00055409i,0.00029306-1.1864e-05i,-0.00013525-0.00016014i,-2.2118e-05-0.0003415i,-2.0809e-05-0.0014008i,-8.1982e-05-0.0012971i,-0.00024993-0.00030859i,0.00013298+0.00045094i,0.0003564+0.00043165i,0.00026955-0.00011067i,-0.00011075-3.6122e-05i,-0.00066716+6.3323e-05i,-0.0010951-0.00028935i,-0.0005708-0.0010351i,0.00060403-0.00044988i,0.0011052+0.00083253i,0.00059291+0.0010053i,2.417e-05+1.2419e-05i
-0.0015989-0.0018705i,-0.0028618-0.00085485i,-0.0025732-9.8894e-05i,-0.0013362+0.00089091i,-0.00082206+0.00092477i,0.00061223+6.3939e-05i,0.0018693-0.00094432i,0.0012453-0.0015337i,0.00018677-0.00098602i,-0.00018983-0.00053408i,8.2235e-05-0.00079157i,0.00037927-0.0010416i,0.00093627-0.00068132i,0.00096527-0.0012203i,0.00026313-0.0010487i,-2.5234e-05+0.00071264i,0.00020314+0.0014781i,1.3673e-05+0.0010906i,-0.00038971-0.000131i,-0.00012203-0.00039187i,0.00011646-0.00022031i,-0.00018893+8.5483e-06i,-0.00065376+5.9465e-05i
0.00021139-0.00069931i,0.00010885-0.0015982i,-0.0003117-0.0012817i,-0.00012459-0.00043159i,0.00043517-0.00073978i,0.00058573-0.0014227i,0.00049024-0.0023582i,0.00064312-0.0024343i,0.00093433-0.0016771i,0.00082058-0.0010495i,0.00046651-0.00068848i,0.00055982-0.0004341i,0.0004177-0.00030027i,4.0132e-05-0.000668i,-0.00017179-0.00018029i,-0.00052656+0.00025746i,-0.00054762+0.00038462i,-0.00050909+0.00043425i,-0.00062083+0.00022853i,-0.00042828+0.00038604i,-0.00055117+6.1119e-05i,-0.00017237-0.00050837i,0.00041375-0.00025623i
0.00076623+0.0011378i,0.00083514+0.0001816i,0.0014498-0.00093596i,0.00085471-2.6719e-05i,0.00033669+0.00075643i,0.00068793-0.00059171i,-1.1385e-05-0.0010944i,-0.00053852-0.00097022i,-0.00026918-0.0011361i,0.00017084-0.0013096i,-2.713e-05-0.0011205i,-5.3746e-05+0.00013338i,0.00023937+0.0001577i,0.00064743-0.00088048i,0.0004084-0.00069363i,-0.00046037-0.00025443i,-8.135e-06-0.0002866i,0.0006962-0.00043514i,0.0004494-0.0006159i,0.00014076-0.00058988i,0.00017084-4.5918e-05i,-3.2071e-05+0.00069964i,-0.00042156+0.00057737i
0.00087436+0.0014235i,0.0013803+0.00069241i,0.0026583+0.0013499i,0.0031363+0.00036729i,0.0032847-0.0019374i,0.0023999-0.0033337i,0.00027083-0.0031206i,-0.00063282-0.0016483i,-0.00045592-0.00020244i,4.2512e-05+0.00065665i,0.00041937+0.00071233i,0.00013233+0.00024127i,0.00012004+0.00041509i,0.00021876-0.00010253i,0.00047453-0.00019119i,9.6229e-05+0.00082381i,-0.00055208+0.0013345i,-0.00039552+0.0012898i,-0.0006504+0.0011705i,-0.0013074+0.00055718i,-0.0012471-0.00012669i,-0.00049172-0.00083175i,-0.0002636-0.0013503i
