-0.001954+0.0017859i,-0.0031859+0.0024146i,-0.0032862+0.0028141i,-0.0022847+0.0013951i,-0.0021847+0.001093i,-0.0022251+0.0015992i,-0.0012397+0.0015872i,0.00016276+0.001504i,0.00073512+0.00072103i,0.00085895-0.00010661i,0.00091816-0.00018253i,0.00030794+0.00030508i,0.00066565+5.9944e-05i,0.0010062-7.7662e-06i,-0.00017171+0.00022163i,-0.00072176+0.00027865i,-0.00022817-0.00010134i,0.00022304-0.00058418i,0.00045403+0.00027895i,0.00038977+0.00059244i,0.0005978-0.00016712i,0.00043276+4.791e-05i,-0.00034568+0.00026551i
0.0025421+0.0019315i,0.0025842+0.001835i,0.0015398+0.0009271i,-0.00045333-3.0769e-05i,-0.0017694+0.00013694i,-0.0015867+9.487e-05i,-0.0010434-0.00068385i,-0.000471-0.00037802i,-0.00021149+0.00025245i,0.00029267-6.7507e-05i,0.0008897+0.00010919i,0.00080068+0.00053274i,-2.5242e-05+0.00043715i,-0.00044573+0.00054124i,-0.00015556+0.00042743i,0.00059527-0.00011419i,0.00065405-0.00028048i,0.00019126+0.00018102i,8.7342e-05+0.00073062i,0.00013858+0.00098506i,-0.00012021+0.00063593i,0.00018498-0.00031696i,0.00045448-0.0007475i
6.9634e-05-0.00018559i,0.00010773+0.00030653i,-0.00018121+0.00086537i,-0.0011311+0.0007706i,-0.0018628-0.00019953i,-0.0013763-0.00059092i,-0.00081169+9.4732e-05i,-0.00066932+0.00054358i,-7.3206e-05+0.0001653i,0.00050928-0.00010868i,0.00017177+0.0005705i,-0.00046926+0.00044283i,-0.00020855+0.00046552i,0.00059989+0.0015014i,0.00029207+0.0012076i,5.706e-05+0.00011498i,-4.712e-05+0.00022726i,0.00036721-0.00011426i,0.0010237-0.00038744i,0.00078539+0.0001134i,0.00046207+0.00023333i,-0.00029363-0.00078434i,-0.00044326-0.00074584i
0.0016888+0.00034676i,0.0010765-0.0008396i,0.00080815-0.0016278i,-0.0013249-0.00068893i,-0.002796+0.00035076i,-0.0015289+0.00075305i,-0.00063834+2.8191e-05i,-0.00053141-0.00031503i,-0.00067211+7.3467e-05i,-0.0012007+7.4209e-05i,-0.0013893-5.4514e-05i,-0.00098267+0.00019626i,-0.00020522+0.00031991i,0.00036835+0.0010916i,0.00061489+0.0018917i,0.00073013+0.0012611i,0.00036488+0.00020556i,-3.4871e-05-0.00013739i,0.0004033-0.0001488i,0.00029368+0.00012621i,0.00015549+0.00076458i,-0.00011387+0.00054792i,-0.00066837+0.00029799i
0.00018003+0.00049255i,-0.0002042+0.0015262i,-0.00035103+0.001321i,-0.0012783+0.00038241i,-0.0015048+0.00032103i,-9.9761e-05+0.00025917i,0.00013293+0.00021918i,-4.2447e-05+0.00011212i,0.00019038+0.00014586i,-6.8455e-05+0.00024818i,0.00042313+0.00061955i,0.00072687+0.00062012i,0.00068589-0.00052341i,0.00045701-5.31e-05i,0.000201+0.00048696i,0.00068007+8.894e-05i,0.00019313-1.9254e-05i,-0.00040523+0.00027811i,-4.9916e-06+0.00012282i,0.00033084-0.00056446i,3.1651e-05-0.00067449i,-0.0004563-0.00058068i,-0.00025032-0.00074654i
0.0019115-0.0015018i,0.00057436-0.0034584i,0.00041428-0.0040329i,6.4177e-05-0.002677i,-0.00089165-0.0015365i,-0.0012136-0.00082726i,-0.00077048-0.00019488i,-0.00036201-0.00015315i,0.00023337+0.00021849i,-2.5947e-05-1.362e-05i,-0.00053649-0.0005983i,-0.00044723+0.00034697i,-0.0004793+0.00064688i,-0.00066512+1.9987e-06i,-0.00079948-0.00014482i,-0.00027332+7.9618e-05i,0.0004822+9.1719e-06i,0.00023086-0.00037003i,-1.9193e-05+9.6455e-05i,0.00034592+0.00066719i,0.00062511+0.00083988i,2.9501e-05+0.00055537i,-0.00043541-0.0001864i
0.0035541+3.0502e-05i,0.004082+0.0001691i,0.002371+0.00099676i,0.00048634+0.0013444i,-0.00055458+0.0011976i,-0.00051277+0.00045668i,-0.00011516-0.00033982i,0.00048093+3.82e-05i,0.00066256+0.00035554i,-0.00011088-0.00022225i,-0.00083662-0.00031611i,-0.00099783-0.00022235i,-0.00038978-0.00023015i,0.00017681+8.5149e-05i,-0.00026719+7.9166e-05i,0.00011102+0.00013105i,0.00094209+0.00036822i,-7.2451e-05+0.00020085i,-0.001129+0.00034413i,-0.00088456+0.00022509i,0.0002919-0.00021204i,0.0011458-0.00034868i,0.00043082-0.0010573i
0.0028704+0.0019546i,0.0027708+0.0025054i,-7.5271e-05+0.00080872i,-0.0020976-2.0804e-05i,-0.0018789+0.00019403i,-0.00067587-6.2236e-05i,3.8165e-05-0.0010674i,0.00077828-0.0015516i,0.00068248-0.00090572i,-3.6703e-05-0.0004188i,-0.0002651+0.00030513i,-6.8794e-05+0.00067819i,0.00024522+0.00033328i,0.0005018+0.00020954i,0.00050726+0.00059791i,0.0001404+0.00057706i,-0.00015909+0.00041025i,-0.00036856+7.1438e-05i,-0.00039905+2.9067e-05i,-0.0004541+0.00025867i,-0.00041002-0.00022538i,-0.00039289-0.00091379i,-0.0003202-0.00039907i
0.00041277-0.00060823i,4.6433e-05-0.00021051i,-0.00082871-0.00045863i,-0.0016556-0.00071808i,-0.0021169-0.0001989i,-0.00094951+0.00028794i,9.2336e-05-0.00010715i,0.00038561-2.4595e-05i,0.0001244+0.00062936i,0.00022679+9.9728e-05i,-0.00026208-0.00018089i,-0.00096986+0.00085493i,-0.0011056+0.00082704i,-0.00092031+0.00068182i,-0.000109+0.0014082i,0.00036557+0.0014405i,-0.00028199+0.00033997i,-0.0012656-0.00059277i,-0.0010164-0.00013312i,0.00012722+0.00018102i,0.00077475-0.00033424i,0.00046335-0.00029283i,-5.9765e-05-0.00043192i
0.0019465+0.0017128i,0.0017624+0.00068309i,0.0010066-0.0016646i,-0.00039439-0.0016649i,-0.0011626-5.6788e-05i,-0.0010967+0.00082888i,-0.00088071+0.0007453i,-0.00057748+0.00034946i,0.00041607-0.00015614i,0.00056522-0.00034743i,0.00010521+2.8706e-05i,-0.0001744+0.0012227i,-0.00073224+0.0014214i,-0.00092733+0.00093957i,-0.0006284+0.0011662i,-0.00016326+0.00016372i,-0.00048705-0.00067677i,-0.00065292-0.00023794i,-0.00079253+0.00039893i,-0.00078981+0.00045897i,-0.00051065+0.00053598i,-0.000288-0.00030638i,-0.00047791-0.00056014i
0.0016024-0.00051822i,0.0020254+2.2904e-05i,0.00054149-0.00066933i,-0.00064823-0.0012682i,-0.0013996-0.0001165i,-0.0016079+0.00023245i,-0.0015243-0.00039866i,-0.00054473-0.0010976i,0.00050057-0.00078843i,0.00075205+1.934e-05i,0.00076099-0.0003895i,0.00052622-0.00041018i,0.00081359-0.00015541i,0.0003349+0.00025767i,-0.00068313+0.00042862i,-0.00037005+0.00011304i,0.00020818+0.00056422i,1.0733e-05+0.0012652i,-0.0001757+0.0011962i,-0.00027368+0.00010517i,-0.00029253-0.00060745i,-0.00024199-0.0002939i,-2.8072e-05+0.00033336i
0.00095076+9.2843e-05i,0.00036257-0.00068631i,-0.00026245-0.0013485i,-0.00085304-0.0010921i,-0.0011331-0.0014015i,-0.0013408-0.0015131i,-0.0012918-0.001121i,-0.00050756-0.00010082i,3.5386e-05+0.00022731i,0.00012025+0.00028178i,-0.000196+0.0004807i,1.3488e-05+0.00043624i,0.00038502+0.00052135i,2.8689e-05+0.00012547i,-0.00049084+7.0157e-05i,-0.00043394+0.00017128i,0.00012594+0.00021587i,0.00058667+0.00030484i,0.00071957+0.00034441i,0.00053387+0.00036649i,0.00039657-0.00019291i,-0.00021596-0.00027611i,-0.00077188+0.00050144i
-6.0484e-05+0.00059805i,-0.00021241+0.00070126i,-0.001256+0.00075189i,-0.0017102+0.00087749i,-0.0013743+0.00072008i,-0.0003662+0.00029622i,0.00069479-0.0002727i,0.0012472+1.2068e-05i,0.0007697-0.00045189i,0.00061253-0.00029523i,0.0004588+0.00094243i,0.00063793+0.0010957i,0.0014384+0.00021535i,0.0014342+0.0007911i,0.00083351+0.00098494i,0.00042408+0.00031964i,0.00062829+0.0003259i,0.00049297+0.00077846i,0.00040393+0.00078896i,0.00046391+0.00022241i,-0.00034432-9.7612e-05i,-0.0006406-0.00025392i,-0.00068731+0.00010382i
-0.0019191-0.0016941i,-0.0040157-0.0012593i,-0.0051378-0.00094544i,-0.0035892-0.00016254i,-0.0017069+0.00080012i,-0.00042534+0.0013073i,-0.00017952+0.00068142i,-0.00064063-0.00018782i,-0.000917-0.00042751i,-0.00076612+0.00014831i,-0.00015395+0.0013147i,0.00027343+0.00090497i,0.00065481+8.8367e-05i,0.0014428+5.7133e-05i,0.0018552-5.121e-05i,0.001369+0.0002289i,0.00016261+0.00077065i,-0.00077759+0.00048687i,-0.00030677+0.00032163i,0.00041129-5.838e-05i,8.1832e-05-0.00091103i,-0.00018541-0.00082342i,0.00023235-0.00024344i
0.001977+0.00019043i,0.0018278-0.00044574i,0.00060743+0.00096955i,-4.099e-05+0.0017423i,0.00020437+0.0014171i,0.00037905+0.00019464i,0.0001202-0.00075129i,0.00014756-0.00078376i,0.00086605-0.00089481i,0.00062019-0.00053309i,0.00060019+8.9571e-05i,0.00073814+1.0104e-05i,-0.00020667-0.00067377i,-0.0008795-0.0017643i,-0.00023359-0.0018009i,0.00027608-0.00087137i,0.00021021-6.9861e-05i,-0.00023532+0.00030663i,-0.00055007+0.00014227i,-0.00039239-0.00021444i,-3.0007e-05-0.00014555i,0.00034559-0.0003079i,0.0005308-0.00010267i
-0.00085639+0.0027575i,-0.00064672+0.0036641i,-0.001831+0.0041429i,-0.0023146+0.0031563i,-0.0015654+0.0019438i,-0.0012452+0.00084007i,-0.00052577+2.6744e-05i,0.00039454-0.00013613i,0.00017542-0.00013392i,0.00018287-0.00044092i,0.0010657-0.00089328i,0.0015487-0.0010386i,0.000554-0.0010175i,0.00016098-0.0012587i,0.0012616-0.0013185i,0.00093457-0.00043166i,-0.0006238+0.00019669i,-0.0011468+0.00013449i,-0.00056457-9.7629e-05i,-0.00059347-0.00028656i,-0.00093518-0.00019164i,-0.00058874-0.000364i,-0.00051155-0.00053121i
-0.00031336-0.00024913i,-0.0015634-0.0007103i,-0.0026329-0.0012752i,-0.0024334-0.0013322i,-0.001637-0.0010589i,-0.0002947-0.0012402i,0.00025536-0.0015134i,-0.00024246-0.0017431i,-0.00022187-0.001815i,0.00015512-0.0011556i,0.00036842-0.0004073i,8.6223e-05+0.00010095i,-0.00010894+0.00022753i,3.3397e-05+0.0004284i,0.00048605+0.00071986i,0.00093321+0.0004763i,0.00056191+0.00015817i,0.00016263+5.0362e-05i,-8.9852e-05+0.00019643i,-0.00064251+0.00039271i,-0.0013265+0.00043743i,-0.0012733+0.00018837i,-0.00076206+0.00039833i
0.0013226+0.0024708i,0.0029809+0.0026872i,0.0031444+0.0010554i,0.0014582-0.00063486i,0.00017334+0.00047735i,0.00021101+0.0014428i,-0.0001268+0.00062521i,-0.00017139+3.4237e-05i,0.00068171+4.4037e-05i,0.0011877-0.00033668i,0.00091053-0.00085635i,0.00039066-0.001409i,0.00011462-0.00075078i,3.3809e-05-0.00018195i,0.00037306-0.00028648i,0.00022847+0.00032959i,6.8067e-05+0.0012404i,0.00023392+0.0010314i,0.00026485+0.00024187i,-9.3644e-06+0.00073099i,-0.00021019+0.00087752i,2.0594e-05-3.7955e-05i,-0.00048175-0.00084556i
-0.0029414+0.0027456i,-0.0033874+0.0029849i,-0.0034869+0.0030743i,-0.0027897+0.002086i,-0.0015369+0.00039696i,-0.00022839-0.0013626i,9.1883e-05-0.0016045i,-8.7078e-05-0.0011507i,0.00021685-0.00096055i,0.00073263+0.00020097i,0.00038373+0.00052067i,-0.00025961+2.5868e-05i,-1.3781e-05-0.0002171i,0.00063074-0.0012083i,0.0012707-0.0006523i,0.0012375+0.00053678i,0.00070173+0.0002095i,0.00065388+1.8603e-05i,1.8436e-05+0.00034312i,0.000137+0.00054223i,0.0008465+0.00051072i,0.00053556+3.038e-05i,0.00013224+0.00039881i
-0.010876+6.942e-05i,-0.010568+0.004631i,-0.0082016+0.0093921i,-0.002349+0.0088882i,0.0035541+0.006021i,0.0058532+0.0010435i,0.0031923-0.001641i,2.3328e-05-0.0016455i,-0.00079485+0.00019995i,0.00071453+0.0016084i,0.0025283+0.00047252i,0.0016708-0.0011047i,0.00097845-0.0022507i,0.0022069-0.0032865i,0.0025222-0.0038724i,0.0011921-0.0022825i,-7.3446e-05-0.00027024i,-0.0010585+0.00017683i,-0.0021844-2.887e-05i,-0.0025706-0.00013244i,-0.001886+0.00039995i,-0.00097589+0.00052411i,-0.00020729+0.00027646i
0.0074953-0.0018401i,0.0077137-0.0058414i,0.0066147-0.0075062i,0.0015602-0.0057203i,-0.0030327-0.0034182i,-0.0044129-0.00086581i,-0.0026088-0.00024205i,-0.00059396-0.00029828i,-0.00040075-0.00089012i,-0.00093141-0.0015298i,-0.0015106-0.00090015i,-0.0016327-0.00022534i,-0.0015714+0.000681i,-0.0015643+0.0023277i,-0.0022861+0.0028509i,-0.0019189+0.0017301i,-0.00043935+0.00071447i,0.00026334+0.00073836i,0.00059043+0.0010836i,0.0010787+0.00077275i,0.001327+0.00036077i,0.00059266+0.00018165i,6.742e-05-0.00016483i
0.0039439+0.0026974i,0.0045428+0.00081848i,0.0028218-0.00097424i,0.00042202-0.00077954i,-0.0011337-0.00062146i,-0.0015028-0.00032633i,-0.0008834-6.4281e-05i,-9.6611e-05+0.00019453i,0.00055191-0.00014863i,-0.00020511-0.00057924i,-0.0010412-0.00066976i,-0.0009032-0.00010687i,-0.00015529+0.00036571i,-8.2632e-05+0.0011497i,-4.0265e-05+0.00103i,0.00037798+8.0818e-05i,-0.00028952-0.0010381i,-0.00057057-0.001567i,2.4637e-05-0.00088935i,-6.0605e-05-0.000478i,-0.0003777-0.00042565i,-0.00019182+8.7023e-05i,-0.0003112+0.00015915i
0.0037127+8.0088e-05i,0.0019369-0.00089626i,-0.00057814-0.0022357i,-0.0020136-0.001406i,-0.0023712-9.0493e-05i,-0.0019011-0.00049994i,-0.00080739-0.0011011i,-0.00036277-0.00022128i,-0.00016058-0.00036174i,2.3432e-05-0.0011922i,-4.3848e-06-0.00048772i,-0.00013782+6.2266e-05i,-0.00041493+0.00020305i,-0.00015039+0.0011526i,2.5156e-05+0.0014525i,0.00029661+0.00067671i,0.00025108-0.00029834i,-0.00035484+5.2101e-05i,-0.00018583+0.00068508i,-6.9144e-06+0.00069558i,-0.00025466-0.00035034i,-0.00040192-0.0009515i,-0.000487-0.0007291i
0.0024587+0.0024537i,0.0035065+0.0027726i,0.0032487+0.0010997i,0.0012796+0.00029441i,-0.0011781+0.00010965i,-0.0019307+0.00024741i,-0.00065739+0.00019745i,-8.5806e-06+0.00015432i,0.00024101+0.00035342i,0.00028243+0.00021169i,-0.00032746+0.00027925i,-0.00090423+0.00082801i,-0.00080747+0.00077955i,-0.00081872+0.00055836i,-0.00050996+0.0011006i,-4.0527e-05+0.00068623i,1.7124e-05+0.00029475i,6.483e-05+6.0758e-05i,0.00033991+8.1214e-05i,0.00076626+2.7504e-05i,0.00069684-1.0465e-05i,0.00045314+4.8018e-05i,0.00015009-0.00046132i
-1.5946e-05-0.00018981i,-0.00078462-0.001091i,-0.0023324-0.0020695i,-0.0022271-0.0015246i,-0.001687-2.0712e-05i,-0.001208+0.00030449i,0.00019145+0.00011331i,0.00079228-8.593e-05i,0.00031564-0.00046185i,-0.00055209-0.00039033i,-0.00020815+6.5957e-05i,0.00037939+0.00086775i,-0.00016056+0.00074686i,-0.00081825+0.00058234i,-0.001068+0.00080695i,-0.00092934+0.00028441i,-0.00073591+3.7265e-05i,-0.00034072+0.00024924i,-0.00019842+0.00071635i,-5.0528e-05+0.00054212i,0.00081082-0.00028562i,0.0014078+4.1387e-05i,0.0011852+0.00029843i
0.001045+0.0010939i,0.0021186+0.001938i,-3.2871e-05+0.00077086i,-0.0020778+0.00025273i,-0.0017741-0.00022059i,-0.00089286-0.0008512i,-0.00066505-0.0006961i,-0.00048348-0.00014i,-0.00038722-0.00068215i,-0.00041112-0.00078727i,-0.00051544+7.1376e-05i,-2.9117e-05+3.8045e-05i,0.00067394-0.00043098i,0.00064446-0.00019754i,0.00037838+0.00031362i,0.0002094+0.00042531i,0.00015222+0.00059402i,-0.00011015+0.00091158i,-7.4323e-05+0.001147i,0.00035199+2.4295e-05i,0.00057318-0.0008282i,0.00070942+0.00010353i,0.00030662-4.0284e-05i
0.00039003+0.0018182i,0.0017183+0.00054869i,0.0024309-0.00032237i,0.0011694-0.00080482i,-0.00017903-0.00064506i,-0.00047497+0.00027257i,-0.0012987+0.00012407i,-0.002009-0.00063193i,-0.0014539-0.00055433i,-0.00085133-0.00021587i,-0.00075279+0.00025416i,-0.00067502+0.00058391i,-2.513e-05+0.0010698i,0.0004954+0.00074028i,0.0012844+6.4612e-05i,0.0014134-0.00025242i,0.00051681+0.00035256i,0.00060379+0.00091734i,0.00020917+2.6471e-05i,-0.00085861-0.00090949i,-0.00057947-0.0010183i,-9.6667e-05-0.0012377i,2.5115e-05-0.0013823i
0.00027141+0.00076926i,0.00012517+0.00049803i,-4.9557e-05+0.00036409i,-9.6304e-05-1.4372e-05i,-0.0004155-0.00028271i,-0.00060587+0.00053984i,-4.4802e-05+0.0011203i,0.00041194+0.00064545i,0.00029021+9.7542e-05i,0.00046361-0.00082857i,8.3291e-05-0.001062i,-0.0011431-0.00043044i,-0.0018466+0.0006135i,-0.00080178+0.0015886i,-0.00045413+0.00068131i,-0.00028417-0.00033857i,-2.4755e-05-0.00040041i,-0.00042925-4.2849e-05i,-0.00052258+0.0010587i,-5.0962e-05+0.0013659i,0.00059375+0.00049042i,0.00060789-0.00018845i,0.00038204-3.8807e-05i
0.0023555+0.00082863i,0.0025788-0.00032935i,0.0020269-0.0014138i,0.00036784-0.0019843i,-0.0015347-0.001654i,-0.0015019-0.0016836i,-0.00058053-0.0012157i,0.00011718+4.3004e-05i,0.00051833+0.00031356i,0.00029954-0.00026204i,0.00033021-0.00033149i,0.00025928-0.00017522i,-0.00052381+5.8061e-05i,-0.0005324+0.00087057i,-0.000174+0.0012701i,-0.00031355+0.00079797i,0.00012302+0.00042247i,6.6525e-05+0.00013756i,-0.00018175+0.00011604i,0.00081741+3.353e-05i,0.00098243-0.00044114i,0.00024083-0.0006887i,6.4605e-05-0.00062872i
0.0047738+0.00079972i,0.0041379-0.00056481i,0.0029568-7.4239e-05i,0.00095538+0.00014925i,-0.00077368-7.4738e-05i,-0.0012191+0.00020109i,-0.0010405+0.00034587i,-0.00058841+0.00031966i,-7.5496e-05+2.5093e-05i,0.0001816-0.00022816i,8.2242e-05-0.00050618i,-0.00065687-0.00042357i,-0.0004809+0.00035315i,0.00010209+0.000122i,-8.3279e-05-0.00035136i,-0.0002647+0.00017618i,-0.00074774+0.0004391i,-0.00078522+0.00018479i,-0.00040329-0.00017591i,-0.00038423-0.00077874i,-0.00032555-0.0011292i,-0.00093982-0.00072792i,-0.0007787-0.00017693i
0.00071917+0.0021644i,0.0010605+0.0026785i,0.00038614+0.0009822i,-0.000709+5.3547e-05i,-0.001346-0.00080241i,-0.0015653-0.0012475i,-0.0014245-0.0012452i,-0.00062542-0.0011591i,-0.00051504-0.00072016i,-0.0009673-0.00061335i,-0.00062025-0.00023635i,0.00016027+0.00018841i,0.00070361+0.0002717i,0.0012188+0.00058573i,0.0011914+0.0010053i,0.00040195+0.0012684i,0.00030231+0.00055127i,-7.8142e-05+0.00024724i,-0.00022605+0.00041635i,-0.00024+0.00020667i,-0.00052291+0.00034892i,-0.00090929+0.00018708i,-0.00093378-0.0004029i
-0.00096117+0.0024358i,-0.0015389+0.0010052i,-0.0017259+0.0002278i,-0.00099977+0.00016403i,-0.00094942-9.0467e-05i,-0.0010405+0.00029532i,-0.00047235-0.00023159i,0.000482-0.00050905i,0.0011935-0.00021872i,0.0011889-0.00012198i,0.0001938+0.00014869i,-0.00047319+1.9088e-05i,0.00011532-0.00031015i,0.00062235+4.1102e-07i,0.00086259+0.000208i,0.00055387+0.00052367i,5.1896e-05+0.00069919i,7.9521e-05+0.00039136i,-0.00024654-0.00035853i,-0.00062855-0.0002377i,-0.00092899+0.00073601i,-0.00026582+0.00060314i,0.00048553-0.00039375i
0.0020055+0.0013565i,0.0027386-0.0005858i,0.0012015-0.0012698i,0.00031676-0.0009323i,0.00031718-0.00036399i,-0.00056878+5.2147e-05i,-0.0010734-0.00034986i,-0.0004977-0.00093167i,3.678e-05-0.00063661i,-0.00011064-3.5248e-05i,-0.0006331+0.00017811i,-0.00023925-0.00027626i,0.00010416-0.00022444i,-0.00040142-0.00018194i,-8.7178e-05-0.00025877i,6.5673e-05+2.8688e-06i,-0.0011367-0.00050163i,-0.0008952-0.00075846i,-0.00028201+0.00083447i,-0.00018156+0.001315i,0.00025913+0.00070491i,-0.00010711+0.00079163i,-0.00039051+0.00056176i
-0.00011885+0.0016137i,0.0013516+0.0019094i,0.0024858+0.00064485i,0.0013433-0.00030674i,0.00032385-0.00057559i,7.3388e-05-0.00076867i,-0.00076615-0.0010531i,-0.00086817-0.00094754i,-0.00026574-0.00016491i,-0.00016039+0.00045731i,-0.00011481+0.00019181i,4.1151e-05-4.2051e-05i,9.8401e-06-0.00037708i,-0.00051966-0.00023538i,-0.0011043+0.00060064i,-0.0014449+0.00043266i,-0.0012489-0.00014403i,-0.00082536+0.00022243i,-0.00033984+0.00079549i,0.00056306+0.00097202i,0.0014448+0.00016458i,0.00079846-0.00013172i,0.00031873+0.00010546i
0.00074478+0.00033296i,-0.00015366+0.00041145i,-0.0019672+0.0003115i,-0.0023222+0.00034113i,-0.0020406+0.00035134i,-0.0011628+0.00035932i,7.0907e-05+0.00032349i,0.00067658+0.00023699i,0.00032768-0.00071629i,-0.00038679-0.00070732i,-0.00058191-0.00013087i,-0.0001464-0.0001484i,6.907e-05+0.00061166i,-0.00055085+0.00047873i,-0.0005859-0.00031361i,-2.7666e-05-0.00025997i,0.00033496-0.00030148i,0.00037631+0.00012239i,-6.7294e-05+0.00061159i,9.2916e-05+0.0007103i,0.00045747+0.00069789i,0.00012044+0.00048516i,-6.4144e-05+1.616e-05i
0.00014404-0.00064761i,0.00092562-0.0017792i,-0.00053876-0.0030981i,-0.0019812-0.0023058i,-0.0016674-0.00043905i,-0.0005719-0.00027088i,0.00032072-0.00040625i,0.00054037+0.00071506i,0.00057484+0.00029927i,-6.0328e-05-0.00021641i,-0.0010039-0.00039188i,-0.00046524-0.00029465i,0.00022646+0.00086387i,3.5331e-05+0.00099323i,0.00021113-2.8287e-05i,0.00046623-4.4449e-05i,0.0009846+0.00077682i,0.00051935+0.00081811i,-8.0292e-05+0.00062692i,0.00023779+0.00039774i,0.00061751+2.791e-06i,9.2599e-05-0.00022593i,-0.00060281-0.00019703i
0.0010396-0.00028409i,0.0013925-0.0010315i,0.00047464+0.00030903i,-0.00023186+0.0020802i,-0.00040165+0.0019288i,-0.00045908+0.00038963i,0.00019697-0.00014842i,0.00075554-5.7993e-05i,0.00023602+0.00011486i,-8.3624e-05-0.00060393i,-0.00029807-0.0012096i,-0.00062485-0.00051631i,-0.00060916+7.3306e-05i,-0.0003033-2.3338e-05i,-5.6525e-05-0.00056992i,-5.0625e-05-4.1724e-05i,-0.00022883+0.00015501i,-0.00050577-0.0010751i,-0.00025159-0.0012806i,-0.00021373-0.00028737i,-0.00074333-1.4546e-05i,-0.00085381-0.00043171i,-7.6236e-05-0.0002789i
0.0033699+0.0029959i,0.002819+0.0017179i,0.001345-0.00088001i,-0.00029537-0.0005055i,-0.0013833+3.7718e-05i,-0.0018887+0.00010708i,-0.0011155+0.00016407i,0.0002883+0.00022086i,0.00095974+0.00038278i,0.0014646+0.00032136i,0.0010731+0.00014641i,0.00024857-0.00031385i,-0.00030014-0.00073582i,0.00052937-0.00023019i,0.00038786+0.00062241i,-0.00049227+0.00066615i,-0.00018375+0.00039359i,-0.00017206+0.00021557i,-0.00073115+0.00050624i,-0.0008006+0.00074004i,-5.1102e-05+0.00018488i,0.0006661-0.00049963i,0.00051621-0.0012104i
0.0010139+0.0023058i,0.0011621+0.0014441i,0.00077897-7.2368e-05i,-0.00035508-0.00056062i,-0.00095967-0.00057186i,-0.0015439-0.00090099i,-0.001814-0.0003712i,-0.0014148+0.00027173i,-0.00064346+4.8525e-05i,7.3149e-05-0.00074117i,8.9617e-05-0.00077523i,-7.8671e-05-0.00011019i,-0.00048498+0.00037687i,-0.00094103+0.00031004i,-0.00053963-1.9536e-05i,-0.00050122-0.00039843i,-6.3733e-05-1.4901e-05i,0.00077105+0.00045473i,0.00085943+0.00056968i,4.6869e-05+0.00047857i,-0.00034031+0.00046819i,0.00010637+0.00032014i,-0.00041086+0.00026093i
-0.001003-0.00080707i,-0.0015992-0.0010195i,-0.0028648-0.0010846i,-0.0031737+0.0002068i,-0.0026328+0.0015552i,-0.0013355+0.00034837i,-0.00018869-0.00066956i,9.8261e-05-0.00037389i,0.00064373-0.00059352i,0.00038975-0.00052637i,-0.00011867-0.0006567i,0.0003372-0.00060418i,0.0014231-0.00021977i,0.0019149-0.00041154i,0.0013995-0.00018983i,0.00010324-6.5189e-05i,-0.0011266-0.00033118i,-0.0011419-0.00055071i,-0.00066336-0.00055286i,-0.00042287-0.00057148i,-0.00043641-0.0010996i,-0.00061197-0.0005513i,-0.00061791+0.00044901i
-0.00024821-0.0017712i,4.7078e-05-0.0019634i,0.00016039-0.001727i,-0.00098383-0.0013549i,-0.0019632-0.0015098i,-0.0017677-0.0012434i,-0.00051887-0.00031361i,0.00040653-0.00082011i,0.00027443-0.0010464i,0.00067881+2.6009e-05i,0.00046517+0.00018837i,-0.00059191-8.1349e-05i,-0.00077458+4.9729e-05i,-0.00066953-0.00035236i,-0.0010912-0.00066091i,-0.00064796-0.00054678i,0.00012089+0.0001431i,0.00026552+0.0004908i,-0.00076455+0.0004865i,-0.0012215+0.00017383i,-0.00022393+0.00039166i,-0.00018358+0.00092091i,-0.00010272+0.00068787i
0.00095397+9.5998e-05i,0.0022254-0.00062481i,0.0020739-0.00035927i,0.00075365-0.00028743i,0.00017779-0.0012703i,-9.2836e-05-0.0010155i,-0.0004071-5.4853e-05i,5.747e-05-0.00019641i,0.00012633+0.00027286i,-0.00049359+0.0010215i,-0.0012632+0.000774i,-0.00080697-0.00024712i,0.00058396-0.00074678i,0.00098962-0.00040361i,0.00073085-0.00025392i,-2.9764e-05-0.00013487i,0.00010626-2.341e-06i,0.00028144+0.00043583i,-0.00032814+0.00096298i,-0.00035519+0.00083879i,-0.00011527+0.00092924i,0.00036662+0.00067158i,0.00080274+0.00023479i
0.0028974+0.0014973i,0.0026975+0.00038742i,0.00062453-0.00072444i,-0.0018221-0.00030607i,-0.0016626+5.9829e-05i,0.00025413-6.7634e-05i,0.00090603-0.00060415i,0.00069804-0.00098931i,0.00034878-0.00086163i,-3.6506e-05-0.00070415i,5.5335e-05-0.00090098i,0.000111-0.0009i,3.4035e-05-0.00034971i,0.00012551+0.00028054i,0.0003054+0.00031865i,0.00056679+0.00011808i,-0.00061183-0.00024921i,-0.0011799-0.00038543i,-0.00045165+0.00035913i,-0.00012719+0.00075141i,-0.00027641+0.00044863i,7.5197e-05-0.00028188i,0.00036329-0.0005461i
