-0.0014667+0.00087205i,-0.00041361+0.00059858i,-5.4546e-05+0.0016496i,-6.1263e-05+0.0029729i,-0.0013266+0.0025275i,-0.0021224+0.001566i,-0.0017496+0.0017693i,-0.0011907+0.002498i,0.00072499+0.0019674i,0.0023645+0.0011551i,0.0020708+0.00055554i,0.0012056-0.00030423i,0.0001713-0.00072i,-0.00074632-0.0013484i,-0.00081121-0.0015595i,-0.0006768-0.00043058i,-0.00095527+0.00042492i,-0.00034766+0.00021378i,-2.8802e-05+8.509e-05i,-0.00015042-0.00037735i,0.00018381-0.00034519i,-0.00045041+0.00040306i,-0.00080416+0.00098809i
0.00095947-0.0020642i,-0.00012142-0.0025222i,-0.0017932-0.0018822i,-0.0024455+0.0010568i,-0.0022039+0.0023444i,-0.0018233+0.0011794i,-0.001496+0.00032442i,-0.00014935-0.00049792i,0.0013416-0.0017289i,0.0022685-0.0017258i,0.0023206-0.00079836i,0.00094018-0.00080356i,-0.00098205-0.0012745i,-0.0018665-0.00081558i,-0.0011254-8.5256e-05i,-0.00036441+0.00054307i,0.00045995+0.00024819i,0.0016296-0.0014952i,0.0018677-0.0023518i,0.0015197-0.0023727i,0.001105-0.0017596i,-0.00021177-0.00013046i,-0.00077307+0.00066407i
0.00031231+0.0018695i,0.00025056+0.0025943i,0.00015698+0.0022838i,0.0001146+0.00049905i,0.00048046-0.0014538i,0.0010132-0.0012666i,0.00095978-0.00028501i,0.0012333-0.00050817i,0.0017445-0.00050775i,0.0018107+0.0003305i,0.0015555+0.00090798i,0.0015766+0.00036159i,0.00076556-0.0017397i,0.00020828-0.0030481i,-0.00020773-0.0017979i,-0.0014104+0.00022187i,-0.002196+0.0010129i,-0.0024261+0.00015155i,-0.0030828-0.00066817i,-0.0029643-0.00052826i,-0.0013141-0.00024626i,-2.5863e-06-0.000633i,3.738e-05-0.0011256i
-0.0026926+1.4205e-05i,-0.0035139+0.00016163i,-0.0034759+0.00037588i,-0.0031207+0.00044006i,-0.0025428+0.00022417i,-0.0010138+0.00058815i,0.00056969+0.00063822i,0.0012963-4.4785e-05i,0.0012372-0.00050483i,0.0008574-0.0016216i,-0.00046857-0.0022302i,-0.00089718-0.0013074i,0.00061196-0.00025994i,0.0026312+0.00014822i,0.0036135+0.00073286i,0.0029214+0.00085612i,0.0018611+0.00050586i,0.0021868+0.0011798i,0.0021955+0.0020065i,0.0018658+0.0020508i,0.0014183+0.00061932i,0.00044251-0.00085579i,-6.7835e-05-0.00050497i
0.0006193-0.0012694i,0.0012331-0.0012521i,0.0012751-0.00069031i,-3.583e-05+0.00096377i,-0.00049779+0.001644i,-0.00011083+0.00083499i,0.0006225+0.00012733i,0.0021097-3.6001e-05i,0.0030919-0.00048076i,0.0034274-0.00082005i,0.0023692-0.0011588i,0.0014077-0.001134i,-0.00050485-0.00025771i,-0.0032747+4.9154e-05i,-0.00382-6.7797e-05i,-0.0025072-0.00020525i,-0.00061798-0.00041216i,0.0011426-0.00068663i,0.0015359-0.00094128i,0.0014673-0.0018714i,0.0017695-0.0019215i,0.0013138-0.00086856i,0.00035709-0.00062033i
0.00045921+0.00039472i,0.001067+0.00022253i,0.00055799-1.1466e-05i,-4.3431e-05-0.00059403i,-0.00030454-0.00078015i,-0.00052806-0.0012964i,-0.00035351-0.0012493i,0.00062569+0.0002708i,0.0020101+0.0013513i,0.0021852+0.0013247i,0.0013253+0.00080492i,0.0015788+0.00033437i,0.0018164-0.0011116i,0.00087999-0.0030968i,0.00066019-0.0022267i,3.3581e-05-0.0011284i,-0.0008849-0.001411i,-0.0016535-0.00081997i,-0.0018372+1.22e-05i,-0.00092513+0.00057343i,-0.00055796+7.7121e-05i,-0.0008819+0.00021335i,-0.00087306+0.00058216i
0.00051753-0.00050406i,-0.00085495-0.00015288i,-0.0022306+0.00084276i,-0.0025583+0.0014201i,-0.0015484+0.00073754i,-0.001552+0.00097523i,-0.0020171+0.0014982i,-0.00060056+0.0011478i,0.00029593+0.00077119i,-0.00013295+0.00045027i,-0.0011975-0.00080923i,-0.00078697-0.0017514i,0.0010282-0.00030548i,0.0019265+0.0014888i,0.0015071+0.001298i,0.0016782+0.0001775i,0.0022516+0.00020762i,0.0020937+0.0005907i,0.0021621+0.00079583i,0.00229+0.00091689i,0.0014904+0.0010869i,0.001056+0.0010921i,0.0013308+0.00039111i
-0.00046439-0.0010343i,0.00039595-0.0017166i,0.00060335-0.0015479i,0.0013841-0.0021616i,0.0019646-0.0028419i,0.001125-0.0016875i,0.00017959-0.00013484i,0.00036906+0.00018909i,0.0012083-0.00040489i,0.0016015-0.0017198i,0.0021771-0.0024193i,0.0013584-0.0011321i,-0.0017451+0.00044245i,-0.0041723+0.00095347i,-0.0034108+0.0010013i,-0.0020391+0.00063974i,-0.0016992-0.0003305i,-0.0011942-0.0013062i,-0.00064042-0.0020866i,-0.0006258-0.0018139i,7.4935e-05-0.0013029i,0.00061228-0.00045614i,-2.7152e-05-0.00012938i
-0.00067726-0.00026356i,-0.0011403+0.0003204i,-0.0018397+0.00091888i,-0.0012269+0.00056722i,0.00034661-2.5793e-05i,0.0010559-0.0011745i,0.00058394-0.0014154i,0.00068089-0.0012924i,0.0012066-0.00070514i,0.0016179+0.00043624i,0.0021154-0.00030976i,0.0022576-0.0014294i,0.0021604-0.0025983i,0.0019495-0.0033575i,0.0025043-0.0028049i,0.0015796-0.0016513i,-5.7995e-05-0.00042529i,-0.00058019+1.2215e-05i,-0.0005865+0.00054748i,-0.00060232+0.0011226i,-0.00077367+0.00055205i,-0.00062494-5.9625e-05i,-0.00023819-0.00011358i
-0.00048368-0.00042422i,-0.0013014-0.00060687i,-0.0017578-0.00055257i,-0.0015293+0.00076835i,-0.0012111+0.0018646i,-0.0013446+0.0022722i,-5.5968e-05+0.0018488i,0.0013087+0.0015007i,0.0008826-0.00022145i,0.00039247-0.0018881i,-0.00038673-0.0015892i,-0.0007998-0.00053288i,-0.00047593+0.00079531i,8.7568e-05+0.0013797i,0.00068496+0.0010428i,0.00096993+0.00077397i,0.001176+0.00052177i,0.001605+4.4062e-05i,0.0015707-0.00040049i,0.0012422-0.00080632i,0.0010417-0.00021208i,0.00022883+0.00040672i,-0.00020534+0.00016052i
-0.00066186-0.00060647i,-0.0007058+0.00038828i,-0.0015654-3.1632e-05i,-0.0016051-0.00058186i,0.00017424-0.00058507i,0.0016706-0.00041125i,0.0020383-0.00025683i,0.0022784+0.0001522i,0.0027335-0.00041696i,0.002344-0.0012106i,0.0019498-0.00093722i,0.0016814-0.00096751i,0.00014203-0.00093645i,-0.0015799-0.00028745i,-0.0020583+0.00064083i,-0.0015263+0.0015865i,-0.0015618+0.0013842i,-0.0016875+4.8612e-05i,-0.0012631-0.00098669i,6.9771e-05-0.0015081i,0.0010668-0.0013741i,0.0010621-0.00036889i,0.00064896-0.00022733i
-0.0014009+0.0013138i,-0.0012362+1.1614e-05i,-0.001193+0.00061031i,-0.001272+0.0012267i,-0.0013733+0.00092273i,-0.00071743+0.0010324i,-0.00044653+0.001828i,-0.00078138+0.0021641i,0.00069276+0.0022099i,0.001832+0.0023268i,0.0019286+0.0015655i,0.0023371-0.00056532i,0.0021065-0.0024638i,0.0015838-0.0033103i,0.0011424-0.003621i,0.00087744-0.0029299i,0.00090503-0.0016767i,0.00056247-0.00055784i,0.00054017+0.00032104i,0.00015063+0.0011957i,-0.00025504+0.00098112i,-1.5089e-05+0.00047618i,-9.7433e-05+0.00098427i
0.00094673+6.5316e-05i,0.00080196+0.00032412i,0.00081802+0.00094028i,0.00047687+0.0015444i,0.00041666+0.0013401i,-0.0002239+0.00074725i,-0.00067143+0.00063763i,5.0825e-05+0.00064343i,-0.00041136-0.00019139i,-0.00098577-0.00029746i,-0.001691+0.00037022i,-0.002134+0.00059839i,-0.001381+0.0014936i,-0.00087134+0.0030698i,-0.0010059+0.0030289i,-0.00063949+0.0019083i,0.00058193+0.0010626i,0.001334+0.00092956i,0.0012386+0.00042353i,0.00056546-0.00059723i,9.166e-05-0.00033182i,0.00019093+0.00062986i,0.00036742+0.00052322i
0.0014869-0.00074691i,0.0014802-0.0014004i,0.00059203-0.0033761i,-0.0004123-0.0036345i,-0.0014867-0.0028602i,-0.0029404-0.002149i,-0.0023674-0.0014076i,-0.00048542-0.00061949i,0.0006433-0.00067516i,0.0010603-0.0020888i,0.0010848-0.002907i,5.14e-05-0.0025647i,-0.0016101-0.0016264i,-0.0022023-0.0008705i,-0.0017214-0.00067089i,-0.00055142+1.281e-06i,-0.00022559+0.00038748i,-0.0011443+0.0003431i,-0.0026325+8.337e-05i,-0.0025486-4.384e-05i,-0.0006676-0.00013476i,0.00045016-0.00028723i,0.0001662-0.00032223i
0.00067325+0.0013098i,0.00066881+0.00092986i,0.001299+0.00084087i,0.0020702+0.00088284i,0.0011518+0.00068967i,-0.0003921-8.4012e-05i,-0.00037395-8.267e-05i,0.00086335+0.00054308i,0.0017297+0.00018541i,0.0014609-0.00034523i,0.0010571-0.00026509i,0.0011925-0.00032843i,0.00119-0.001876i,0.0015984-0.0034148i,0.0014519-0.0033741i,0.0014322-0.0022165i,0.002126-0.0014819i,0.0026286+3.6248e-05i,0.0022433+0.0018189i,0.0017652+0.0016276i,0.001238+0.00026243i,1.7625e-05-0.00054311i,0.00013713-0.00056028i
-0.00013173-0.00098519i,-0.0016641-0.0018391i,-0.0028133-0.0020339i,-0.0020787-0.0009172i,-0.00099609-0.00043748i,-0.0010484-0.00043607i,-0.00090052-0.00018121i,0.0002561+0.0007323i,0.00070967+0.00052539i,-0.00025913-0.00070938i,-0.0014915-0.0010066i,-0.0015505-9.2864e-05i,-0.00083172+0.001372i,-0.0005331+0.0027185i,-0.00056404+0.0029381i,0.00019492+0.0023188i,0.00070971+0.0010595i,0.00078403-1.6158e-05i,0.0007842-0.00096082i,0.00065281-0.0012638i,6.847e-05-0.00089097i,-8.9953e-05-0.00070445i,3.2676e-05-0.00018055i
-0.0014103+0.00010096i,-0.00064762+0.00076422i,-1.2523e-05+0.00090679i,-0.00030486+0.0010725i,-0.00043285+0.0014167i,0.00012711+0.0010285i,0.00054942+0.0004019i,0.0015063-0.0003079i,0.0020442-0.0012432i,0.0025318-0.0021769i,0.0025558-0.0029483i,0.0019694-0.002741i,0.00072227-0.0023563i,-0.00078026-0.0022979i,-0.00091954-0.0017581i,-0.00054123-0.00074843i,-0.0012945-0.00020296i,-0.0016211-0.00041218i,-0.001747-0.00064131i,-0.0022064-0.00042356i,-0.0012702-0.0001184i,4.623e-05-0.00017828i,0.00058328-0.00075221i
-0.00067557-0.0011566i,-0.00092088-0.00043103i,-0.0013504-0.00049915i,-0.0012256+0.00073928i,-0.0010909+0.0016107i,0.00016814+0.0018167i,0.00086994+0.0018872i,0.0010552+0.0015144i,0.0017221+0.00081044i,0.0023382+0.00060444i,0.0027035+0.00094574i,0.0018715+0.00032211i,0.0011237-0.00059247i,0.0016181-0.0020424i,0.000502-0.0030873i,-0.00046104-0.0027402i,0.00040486-0.0016004i,0.0011193-0.00012724i,0.0010755+0.0010909i,0.00096437+0.0012034i,0.00066906+0.00035122i,0.00023524-0.00038527i,0.00033335-0.00045188i
0.00053821-0.00060998i,-2.1319e-05-0.00063392i,-0.0011567-0.0011983i,-0.0015049-0.0015222i,-0.0012266-0.0010264i,-0.0011708-0.00050045i,-0.00054408-0.00010468i,0.0013408+0.00063118i,0.0021306+0.00050711i,0.00054045-0.00079254i,-0.0010048-0.0010632i,-0.0012729+0.00012478i,-0.0016133+0.0015065i,-0.0019652+0.0021027i,-0.0010336+0.0029966i,-0.00041436+0.0041471i,-0.00038417+0.0035181i,-0.00080324+0.0012681i,-0.00080808-0.00098388i,0.00029503-0.0020136i,0.00056453-0.0014354i,0.00047146-0.00053242i,0.0010098+0.00017745i
0.00037947-0.00050001i,-0.0007249-0.0011772i,-0.0012396-0.00081234i,-0.0014019+0.00030288i,-0.0016974+0.00050364i,-0.001018+0.00040915i,-0.00062707+0.00025811i,-0.00051224-0.00015936i,8.0781e-05-0.00055473i,0.0010233-0.0013206i,0.0020799-0.0022264i,0.0014511-0.0026755i,-0.00038028-0.0025689i,-0.00071027-0.0030394i,-0.00075592-0.00348i,-0.0010149-0.0030358i,-0.0015579-0.0017066i,-0.001837-0.00089555i,-0.0014469-0.00045221i,-0.00051993-0.00031361i,-9.3594e-05-0.0002614i,8.8944e-05+6.1477e-05i,0.00045098+0.00021484i
-0.00040699+0.001567i,-0.00024224+0.0022504i,-0.00020018+0.0019176i,5.1078e-05+9.5109e-05i,-3.9123e-05-0.00089209i,-0.00012911-0.00051003i,0.0010317-0.00016601i,0.0020225-1.1784e-05i,0.0026562+0.00013318i,0.0019444+4.2084e-05i,0.0011233+0.00027987i,0.00123+0.00053403i,0.00096502-0.00047807i,-8.826e-05-0.00058439i,-0.00093073+0.00017387i,-0.00074005+5.9016e-05i,0.00010104+1.9241e-06i,0.00087762-0.00029534i,0.0011138+0.00026898i,0.00049901+0.00042354i,2.3433e-05-0.00061761i,9.2808e-05-0.0012313i,0.00041607-0.00082345i
-0.0013866-0.0012853i,-0.0023407-0.0026121i,-0.0037527-0.0022813i,-0.0036176-0.00067925i,-0.0026299-0.00017065i,-0.0017479-0.00042964i,-0.00031511-0.00010802i,0.0011625+0.00051513i,0.0012959+0.00050707i,0.00072075-5.5831e-05i,0.00051605-0.00035604i,-0.00047716-2.0598e-05i,-0.00064381+0.00037694i,0.00033817+0.0011283i,0.00043847+0.0023308i,0.00063218+0.0028172i,0.00070586+0.0017914i,0.00025198+0.00061039i,-0.00050042-0.00037235i,-0.0014407-0.0010518i,-0.0012094-0.00054577i,-0.00026899-0.00039656i,0.00049767-0.00062064i
0.0021984-0.0017452i,0.0017163-0.0022325i,0.0011784-0.003022i,0.00074396-0.0024529i,-0.00035605-0.00068703i,-0.0010032+0.00036721i,-9.9409e-05+0.0011626i,0.00099452+0.00060843i,0.00094033-0.00039253i,0.0011053-0.0015342i,0.0011715-0.0027306i,0.00077215-0.0027754i,0.00019534-0.0023492i,-0.00069963-0.0028136i,-0.00087299-0.0024479i,-0.00058246-0.0017017i,-0.00037699-0.00096703i,-0.00040953-0.00017043i,-0.00035641+0.00074873i,-0.00049889+0.0010236i,-0.00034012+0.00033733i,-0.0008413-0.00012537i,-0.0012428+3.1165e-05i
-0.00042756+0.0011604i,0.0006749+0.0012615i,0.0010913+0.00086539i,0.00099946-0.00033862i,0.00012686-0.0011543i,-0.00089813-0.00063106i,-0.00035944+0.00013096i,0.00072595+0.00024996i,0.0015844+0.00019546i,0.0021866+0.00053093i,0.0018512+0.00074767i,0.00096938+0.00059297i,0.00049979-9.8255e-05i,0.0010122-0.00033061i,0.001742-0.00016624i,0.0015205+0.00031483i,0.0009422+0.00011907i,0.0012373+8.2347e-05i,0.0017434+0.00026073i,0.0014982+0.00021623i,0.0010783+0.00038624i,0.00057209+0.00035971i,-7.5757e-05-0.00014456i
-0.0016512-0.00064727i,-0.003404-0.00076776i,-0.0042037+0.00015811i,-0.0037196+0.00080733i,-0.0028361+0.0008008i,-0.0021988+0.00062452i,-0.00097762+9.1774e-05i,0.00044491-0.00024425i,0.00037032-0.00096531i,0.00010506-0.00074022i,-0.00032382+0.00012509i,-0.00091037-0.00013481i,-0.00062096-0.00019741i,-0.00047173+9.6664e-05i,0.00028872+0.00049877i,0.00096197+0.0009889i,0.00095837+0.0014012i,-0.00030377+0.0010673i,-0.0015822-0.00038836i,-0.00095192-0.0011033i,-0.00010299-0.0010539i,0.00036782-0.0004482i,0.00054208+0.00017614i
0.00079262-0.002142i,0.00035728-0.0028842i,0.00030473-0.0027903i,-0.00014123-0.0021964i,-0.0004453-0.0014925i,-0.00060871-2.7949e-05i,-0.0004036+0.001241i,0.00017568+0.00096867i,0.0010018-0.00085581i,0.0012086-0.0028688i,0.00089653-0.0035758i,0.0012263-0.0027947i,0.00032526-0.0025611i,-0.00086276-0.0027959i,-0.00136-0.0029585i,-0.00076412-0.0025026i,7.3934e-05-0.0017514i,-0.00018945-0.00078988i,-9.9674e-05+0.00027666i,0.00029431+0.00080786i,0.00017472+0.00026817i,0.00033658-6.3448e-05i,-2.3215e-05+0.0003383i
-0.00024734+0.00077524i,0.00014481+0.0016171i,0.00031617+0.0031542i,0.00049887+0.0035786i,0.0015404+0.0021747i,0.0015159-1.0345e-05i,0.00092439-0.00097362i,0.00087975-0.00031405i,0.0010303+0.00025918i,0.0020256+8.9284e-05i,0.0022983-5.4869e-05i,0.0015494-4.8916e-05i,0.0023751-5.0297e-06i,0.0022648+0.00016161i,0.0011257+0.00033165i,0.0012805+0.0011982i,0.0014477+0.0013899i,0.00077683+0.000675i,0.00027405+0.00075292i,0.00059469+0.00049644i,0.00010753-0.00067756i,-0.00037762-0.0009831i,0.00039395-0.00012162i
-9.0721e-05-0.0001732i,-0.00019492-0.001408i,-0.00027259-0.0023044i,-0.00076698-0.0025043i,-0.0022387-0.0012852i,-0.0027286-0.00076607i,-0.00090126+0.00012671i,0.00078091+0.00079772i,0.00095738+0.00017829i,-2.1104e-05-0.00059689i,-0.00086285-0.00052997i,-0.00048524+0.00016879i,-0.00028098+0.00080277i,-0.00088995+0.00084977i,-0.0010253+0.00088892i,9.0818e-05+0.0014856i,0.0001797+0.0010537i,-0.0010266-0.0001302i,-0.00093844-0.0004182i,-0.00025264-8.6497e-07i,0.00033475-0.0002663i,0.0001117-0.00064573i,-0.00016358-0.00042782i
0.0010137-0.00014164i,0.00088752-0.00021831i,0.0021201+0.00013207i,0.002207-0.00062321i,0.0013342-0.00091585i,0.00055195-0.00019114i,0.00031146+0.00065581i,0.00021157+0.00093229i,0.00038638+0.00040529i,0.0015404-0.0006522i,0.001417-0.0016651i,0.00079513-0.0019061i,0.00090524-0.0014084i,-0.00084058-0.00097719i,-0.0016226-0.00071776i,-0.0011154-0.00058703i,-0.00042034-0.00071883i,0.0003935-0.00064537i,0.0012734-0.00016812i,0.0014872+0.00026957i,0.00038582+5.0328e-06i,-5.6292e-05-0.00048014i,3.5103e-06-0.00074569i
-0.00052865+0.00016929i,-0.002261-0.0010381i,-0.0035584-0.0012044i,-0.0035244+0.00018256i,-0.0027854+0.0011869i,-0.0013888+0.00042474i,-0.00019728-0.00041891i,0.00069765-0.00048755i,0.00097951-0.00037103i,0.0012623-0.00020882i,0.0018077+0.0003137i,0.0016846+0.0008106i,0.0016138+0.00097442i,0.0025819+0.001145i,0.002943+0.0010448i,0.0022198+0.00048177i,0.0016836+4.66e-06i,0.0014155-0.00026321i,0.00013712-0.0001388i,-0.00065434-5.4409e-05i,-0.0011221+0.00053484i,-0.00098932-0.00021337i,0.00042134-0.00092934i
-0.0015523-0.0015503i,-0.0017895-0.0011757i,-0.001914-0.0005403i,-0.002125+0.00046006i,-0.0016149+0.00049318i,-0.00059911+0.00029892i,-0.00056292+0.0005009i,-0.00034699+0.00043553i,0.00088351+0.00023266i,0.0005144+0.00069401i,-8.8045e-05+0.00029039i,2.5435e-05-0.00065686i,-0.00064468-0.00029762i,-0.0011966+0.00025966i,-0.002077+0.00043338i,-0.0016155-5.0781e-05i,0.00030177-0.00020032i,0.00053074+0.00026715i,0.00065354+8.6233e-05i,0.00074788+1.3351e-05i,0.00053762+0.00020917i,0.00051691+0.00033181i,0.00054342-0.00026621i
0.0019701-0.0010235i,0.00084548-0.00049312i,-0.00029277-0.00062424i,-0.00087036-0.00050198i,-0.00083795-0.0003323i,-0.00045395-0.00029457i,0.00027092-0.00083113i,0.00099537-0.0013712i,0.001163-0.0015321i,0.00084122-0.00148i,0.0009229-0.0018956i,0.00077836-0.00216i,-0.00030817-0.0020146i,-0.0006246-0.0018398i,-0.00059225-0.0016234i,-0.00055821-0.0013897i,-0.00029531-0.0010916i,0.00016832-0.00080106i,0.00045662-0.0006864i,0.00049727-0.0005593i,0.00052998-0.00025699i,-0.00013574-0.00057233i,-0.00141-0.00038881i
-0.00033763+0.0018766i,0.00048581+0.0009126i,0.0022542+0.00096142i,0.0027799+0.00030366i,0.0026699-0.0011466i,0.0015973-0.0017984i,-0.00017351-0.001159i,-0.00059205-0.00038709i,0.00093644-0.00051156i,0.0027526-0.00018386i,0.0030557+0.00052615i,0.0019609+0.00095319i,0.0013244+0.0010485i,0.0016506+0.00072222i,0.0014628+0.00058065i,0.0017209+0.0008236i,0.0015957+0.00098248i,0.00041367+0.00089389i,-0.00014412+0.00062183i,0.0001443+0.00093561i,0.00052429+0.0010781i,0.00059453+0.00063624i,0.00041453+0.00013574i
-0.0004703-2.6068e-05i,-0.001129+0.00015455i,-0.0021881+0.00032223i,-0.0014335+0.0015323i,-0.00029392+0.0021169i,0.00075673+0.0019933i,0.00072001+0.0018894i,0.0009161+0.0017366i,0.0010773+0.0017543i,0.00076953+0.0011214i,0.00042122+0.00071971i,-0.00024015+0.00024509i,-0.00083953+0.00028572i,-0.0015827+0.00027323i,-0.0019901-2.5595e-05i,-0.001279-4.8332e-05i,-0.00019911-0.00063501i,2.2398e-05-0.00076936i,-4.5266e-05-0.00059281i,-0.00016996-5.2227e-05i,0.00036848+0.0005938i,0.0014946+0.00053105i,0.0013942+0.00027476i
0.00027896-0.00048214i,0.00052666-0.0014802i,0.0001241-0.0017113i,-0.00073736+0.00025733i,-0.0013333+0.0013791i,-0.000319+0.00030812i,0.00018154+0.00028539i,-1.2096e-05+0.00094322i,0.0010803+0.00047509i,0.0017273-0.00065595i,0.0021788-0.0017785i,0.0017131-0.00234i,0.00039936-0.0022198i,-8.4001e-05-0.0023543i,-0.00019873-0.001293i,-0.00076226-0.00036371i,-0.00096768-0.00038871i,-0.000513-0.0002017i,2.7152e-06-0.00068732i,0.0003877-0.00099654i,0.00040409+4.3509e-05i,0.00020701+0.00060582i,-3.8507e-05+0.000194i
0.0006739+0.0015691i,0.00033293+0.001361i,0.00038628+0.00097835i,0.00057274+0.00088443i,0.00089686-0.00037577i,0.00067869-0.0014631i,0.00023767-0.0010577i,0.00052437+0.00025263i,0.00092058+0.0010267i,0.0017647+0.00032761i,0.0021564-0.00025103i,0.0011814+0.00024901i,0.0005472+0.00039605i,0.0010963+0.00025948i,0.0015501+0.00021161i,0.0015067+0.00060975i,0.00021057+0.0011702i,-0.0008422+0.0010594i,-0.00015192+0.00026806i,0.00087292-0.00063604i,0.00069137-0.00016753i,0.00027426+0.0004173i,0.00028453+7.2263e-05i
-0.00042055+1.7162e-06i,-0.00096918-0.00043202i,-0.00093402-6.3667e-05i,-0.00051881+0.00090615i,-0.00062737+0.00074001i,-0.0011067+0.0001604i,-0.00087012+0.00057887i,-2.7224e-05+0.0011923i,0.00055837+6.595e-05i,0.0015833-0.0014995i,0.0013138-0.00073365i,-0.00062628-6.4979e-07i,-0.001512-0.00011445i,-0.0013848+0.0003185i,-0.00080665+0.00061585i,-0.00027477+0.0011564i,-0.0006732+0.00072262i,-0.00089984-0.00038197i,0.00031239-0.00051834i,0.001094-1.2302e-05i,0.00088658+0.00044965i,0.00051065+0.00078925i,0.0004665+0.00043846i
-0.0013946-0.0009929i,-0.0024324-0.0017649i,-0.0027326-0.0023649i,-0.0033087-0.001786i,-0.0032394-0.0010059i,-0.0016213-0.00024137i,-0.00085525-0.00060843i,-0.0002639-0.0005004i,0.001681-0.00059963i,0.0022326-0.00070232i,0.0017691-0.00039087i,0.0010637-0.00067645i,0.00083432-0.0014017i,0.0006543-0.0013593i,0.00047246-0.0017375i,0.00077228-0.0012577i,0.0003202-0.0010926i,1.9151e-05-0.0011414i,0.00070147-0.00047318i,0.00019205-0.00033472i,-0.0013142-0.00010346i,-0.0013851-0.00010493i,-0.00046221-0.00074475i
0.0010599-0.00057043i,0.0014137-0.00063898i,0.00051062-0.00021637i,0.00030176-0.00014056i,0.00072538+0.00012549i,0.00085868+0.00029043i,0.00082936+0.00021694i,0.0012573+0.0003731i,0.0020684+0.00019116i,0.0022312-0.00041602i,0.0014718-0.00041734i,0.0015367+0.00017395i,0.0015685+0.00023685i,0.00074122+0.00074073i,0.00092006+0.00079109i,0.0014664+0.00011228i,0.00092537+0.00017955i,5.5685e-05+0.00036767i,-0.00045321+0.00041042i,-8.6789e-05+0.00042497i,0.00062548+0.00063828i,0.0015783+0.00082373i,0.0021392+0.00026973i
-0.00033341+0.00019974i,-0.00028473+0.00014422i,-5.0703e-05-0.00074217i,-0.00055823-0.0011877i,-0.00055227-0.0016281i,-0.00023379-0.00090058i,-0.00047223+1.1722e-05i,-0.00012925+0.00035725i,0.00059824+0.00084386i,0.0013058+0.0012902i,0.001293+0.0012435i,0.00055879+0.00054199i,-0.000191+0.00028379i,-0.00081276+0.00029553i,-0.0013678+5.6314e-05i,-0.0016509-6.2374e-05i,-0.0010749-0.00046106i,-0.00062531-0.00043421i,-0.00076943-0.00027462i,-0.00028191-0.00050493i,-0.00013094-0.00048997i,-0.00042751-0.00048511i,-0.00024571-8.0731e-05i
3.5877e-05-0.0021085i,-0.00044585-0.0016098i,-0.00095898-0.0010723i,-0.00094813-0.00069874i,-6.6714e-05-0.00047727i,-0.00021067-0.00033532i,-0.00048413-0.00012965i,0.00044083+0.00018241i,0.0010698-9.2724e-05i,0.0016426-0.0012095i,0.0015799-0.0014496i,0.00081328-0.0011009i,0.00077858-0.0011657i,0.0011339-0.001278i,0.0012206-0.0014695i,0.0014673-0.00077279i,0.0012806-0.00059429i,0.00035582-0.001083i,-0.00036308-0.00057823i,-0.00058722+9.7275e-05i,-0.0014035+0.00042656i,-0.00056502+0.000288i,2.5196e-06+0.00025313i
0.00044177+0.00049647i,0.00029704-0.00021381i,0.0011333+5.0182e-05i,0.0013762+0.0007651i,0.0012286+0.00042229i,0.0016291-0.00064228i,0.00070676-2.4846e-05i,0.00042831+0.00041864i,0.0013707-0.00027286i,0.0014661-0.00092686i,0.00054279-0.00050107i,-0.00020042-0.00053881i,0.00063229-0.00068041i,0.00058004+0.00038943i,-0.00062517+0.00044305i,-0.00039363-0.00036836i,0.0006677-0.00022176i,0.00053021+0.00081905i,-0.00066529+0.00068285i,-0.00036359+0.00049072i,0.00088123+0.00039134i,0.00096614+2.3341e-05i,7.6467e-05-0.00035449i
-0.001686+0.00042617i,-0.0014414+0.00085794i,-0.00087149+0.001902i,-0.00037905+0.0019962i,0.00014153+0.0017469i,0.00092184+0.00022766i,0.00094331-0.0005538i,0.00063318-6.8722e-05i,0.00057055+0.00010674i,-3.5831e-05+0.00053658i,-0.00033964+7.3271e-05i,-0.00038233-0.0004475i,-0.00064415-0.00045389i,-0.0007923-0.00090417i,-0.00072858-0.00041406i,-0.00069757+0.00098841i,-0.00074658+0.00099672i,-0.00063783-0.0001903i,-8.9606e-05-0.0002473i,-0.00038346+0.00022078i,-0.00020698-0.00035326i,7.1743e-05-0.0004804i,0.00045018+0.00043993i
0.001245-0.0016755i,0.00062365-0.0016294i,-0.00080682-0.0019645i,-0.0018187-0.0013891i,-0.0014671-0.00033389i,-0.00098001+0.00078665i,-0.00025169+0.00096146i,0.00034017+0.00011574i,0.0014257-0.00087421i,0.0014234-0.0011167i,0.00050639-0.00068131i,0.00075331+8.3424e-06i,0.00086161-0.0002237i,0.00072626-0.00081553i,0.00017897-0.0010373i,0.00074356-0.0006768i,0.0010833+8.6787e-05i,0.00042935+0.00037734i,0.0003797+0.00039149i,0.00029175-0.00037525i,0.00035756-0.00053674i,1.4812e-06-9.3483e-06i,-1.6949e-05-0.00029144i
