-0.0042262+0.0007791i,-0.0033976+0.00050938i,-0.0042868+0.0015571i,-0.0033164+0.0014664i,-0.0017562+0.00098634i,-0.00099108+0.0020644i,-0.00089133+0.0024842i,8.1048e-05+0.0021466i,0.0015088+0.0017678i,0.0017529+0.0014218i,0.0012344+0.00091997i,0.00028632-0.00018033i,-0.00017675-0.00018862i,7.6064e-06-0.00020495i,0.00022982-2.2113e-05i,7.6009e-05+0.00055941i,7.7591e-05+0.00035121i,2.9215e-05-0.00086888i,0.00020099-0.00070772i,0.00030387+0.00061752i,-0.00035164+0.00038074i,-0.00015896-0.00033315i,0.0011825+0.00013545i
0.0016532-4.2385e-05i,0.000761-0.0011473i,0.0002479-0.0020429i,-0.00089737-0.00082272i,-0.001433-0.00057848i,-0.0011477-0.00032762i,-0.0014669+0.00018651i,-0.0012965+0.00047607i,-0.00047692+0.00098534i,0.00041282+0.00073703i,-6.6069e-05+0.00013128i,-0.00035823-0.00055805i,0.00041533-0.00075605i,0.00033225-0.00077521i,-0.00029988-0.00052976i,-0.00078759-7.723e-05i,-0.00082676-0.0001871i,-0.00073969-0.0001653i,-0.00064248+0.00025726i,-0.00039786+0.00028951i,-0.0001631-2.0722e-05i,-0.00021548-8.2685e-05i,-0.00036616-0.00031877i
-0.0010832+0.0013921i,-0.0012843+0.0014786i,-0.0013634+0.0013493i,-0.00038927+0.0011515i,-0.00030763+0.0006273i,-0.00088339-0.00019989i,-0.00082028-0.00059053i,-0.00050849-0.00033619i,0.00021255+0.00026972i,0.00058864+0.00030611i,0.00066725-0.00011268i,0.00074313+0.00010682i,0.00064504+0.00054647i,0.00051267+7.061e-05i,0.00055768-0.00106i,0.00053544-0.0011292i,0.00056162-0.0002787i,-0.00014058+0.00022642i,-0.00076699-0.00051482i,0.00029669-0.00094407i,0.00086598-0.00022807i,0.00015704+0.00021412i,-0.0003692-5.4806e-07i
-0.00062679-0.00052594i,-0.00064349-0.00093793i,-0.0011142-0.00033442i,-0.0014839+0.00018132i,-0.0012486+0.00025002i,-0.00069538+0.00049378i,-0.0009693+0.00079694i,-0.0011349+0.00099334i,-0.0010568+0.0011118i,-0.00076922+0.00062261i,-0.00066025-1.2966e-05i,-0.00038564+0.00051898i,-0.00013428+0.00037438i,0.00043161-0.00021521i,0.0002341-0.00040359i,2.4403e-07-0.00013693i,4.5918e-05+0.00067637i,-0.00037049+0.0011106i,9.1205e-05+0.0012283i,0.00053788+0.0014204i,-0.00048175+0.00058321i,-0.00098897-0.00013567i,0.00019878+0.00059264i
0.0014285-2.7854e-05i,0.0013929+0.00047722i,0.001291+0.0012263i,0.00071633-8.9369e-05i,0.00087129+0.00039719i,0.00071468+0.0019312i,-0.00061944+0.00089817i,-0.0013151-9.5248e-05i,-0.00094572+0.000567i,-0.00051565+0.00045063i,-0.00089869-0.00045392i,-0.0011139+3.1804e-06i,-0.00032617+0.00015885i,6.2366e-05-0.00027456i,0.0001809+8.1088e-05i,0.00036424+0.00055695i,-0.00041558-0.00030457i,-0.0011427-0.0009733i,-0.0009741-0.00069938i,-0.00027129-0.00030803i,0.00056359-5.468e-05i,0.00056003+0.0004185i,-0.00032724+0.00027123i
-0.0029553+0.0014852i,-0.003504+0.0017732i,-0.0031201+0.0028687i,-0.0014179+0.0027129i,-0.00014505+0.0018066i,-0.00055594+0.00087381i,-0.00097738+3.2277e-05i,-0.00017374-0.00033189i,0.00021056+8.8393e-05i,-7.8203e-05+0.00085848i,2.9334e-05+0.00090022i,0.00012486+0.00034629i,-6.7957e-05+0.00023974i,0.00045185+7.1068e-05i,0.00077993-0.00066809i,0.00026729-0.0011244i,-0.00024768-0.0014034i,-0.00056538-0.0011616i,-0.00059111-0.00046405i,-0.00064305-1.3843e-05i,-0.00025304+0.00069342i,0.00051099+0.0014358i,0.0010382+0.00086337i
0.0014561-0.0015336i,0.0014425-0.0018023i,0.00081302-0.0021276i,9.9754e-05-0.0018043i,-0.00059852-0.00078494i,-0.0013651-0.00026254i,-0.0014888+0.00031495i,-0.0010722+0.00067135i,-0.00043122+0.00031923i,-0.0002026-0.00030424i,-0.00042044-0.00018838i,-0.0004474+0.00040843i,-0.00033726+0.00059246i,-0.00027732+0.00055693i,-0.00011827+0.00032306i,-3.0579e-05+0.00050873i,1.9784e-05+0.00075142i,0.00037102+0.00043032i,2.3624e-05+0.00048429i,-0.00034585+0.00033227i,0.00023515-0.00018056i,0.00024088-0.00064002i,0.00026275-0.00062979i
-0.00054834+0.001256i,-0.00081741+0.0018775i,-0.0015389+0.0004321i,-0.0015608-0.00069483i,-0.00077259-0.00036862i,-0.00052341+0.0008414i,-0.00050457+0.0014018i,-4.9894e-06+0.0013994i,-0.00014678+0.0010481i,0.00021388-0.0004609i,0.00065689-0.0010502i,-0.00016467-4.5267e-05i,-0.00017488+3.9697e-05i,0.00035892-0.00067812i,-0.00016296-0.00065725i,-0.00072601-0.00073346i,-0.0013009-0.0007926i,-0.0009554-2.9998e-05i,-0.00036488+0.0010265i,-0.00011106+0.0005049i,0.00014019-7.9426e-05i,-0.00027412+7.9865e-05i,-0.0011015+0.00012022i
-0.00023175+0.00075891i,-0.00096134-0.00020627i,-0.0010241+0.00021146i,-0.00060123+0.0001091i,0.00033193-1.0624e-05i,0.0007526+0.00033251i,-0.00024541+0.00017815i,-0.00036144+0.00035929i,5.4891e-05+0.0011398i,-0.00013662+0.001529i,-0.00010808+0.00047649i,0.00019569-0.00029896i,0.00067206+2.1652e-05i,0.00046459-3.5038e-05i,0.00017662-0.00012305i,0.00045552+0.00024611i,0.00010406+0.00019113i,-0.00035253-4.145e-05i,-0.00019247+0.00025817i,0.0001416+0.00083418i,2.9559e-05+0.00089049i,-0.00036034+0.00014436i,-0.00015165-0.0003137i
0.0024884-0.00091042i,0.0028514-0.00052776i,0.0021218-0.00033509i,0.00063453+3.9892e-05i,-0.00092149+0.00090054i,-0.0016577+0.00099517i,-0.0008965+0.0006633i,-0.00011744+0.00040896i,0.00050702+0.00060024i,0.0010014+0.00065472i,0.00073027+0.00028695i,-0.00011208-0.00013314i,-0.00043292-6.0506e-05i,-0.00047721+0.00074325i,-0.00038375+0.00094675i,-0.00017497+0.00055242i,-0.0010405+0.00065904i,-0.0013457+0.00069172i,-0.00062963+0.00077724i,-0.00019167+0.00045369i,-0.0002734-0.00083103i,-0.00070669-0.00076659i,-0.00061946+0.00027343i
-0.00070526+0.0023177i,-0.00083164+0.0014223i,-0.00014761+0.0010914i,-0.00065398+0.0011252i,-0.00074423+0.00030331i,0.00014173-0.0001922i,0.00070019+0.00053849i,-0.00026232+0.0010438i,-0.00048271+0.00093063i,0.00013651-0.00014245i,0.00051256-0.00019463i,0.00085453+0.00056973i,0.0002098+0.00037086i,-0.00082278-0.00037407i,-0.00054683-0.001018i,-0.00039823-0.00075288i,-0.00073668-0.00017775i,-0.00023218-0.00048697i,-0.00019146-0.0010596i,-0.00022485-0.00010021i,0.00039084+0.00044254i,0.00047275-0.00031933i,0.00035477-0.0011935i
-0.001136+0.00089742i,-0.0012904+0.0009134i,-0.0010288+0.00069707i,-0.00020994-5.5526e-05i,2.6236e-05-0.00068i,0.00033596-0.00078834i,0.00090639-0.00014701i,0.00056637+0.00038496i,0.00030696+0.00052884i,6.9882e-05+0.00076252i,-0.00033481+0.00050112i,-0.00046445+0.00064147i,-0.00010632+0.00084379i,-0.00041117+0.00072547i,-0.00041604+0.00052963i,2.2084e-05-7.3179e-05i,-0.00016107-0.00025351i,5.3032e-05-0.00027068i,-0.00031691+0.00025281i,-0.0011717+0.00010955i,-0.00075202-0.00098184i,0.0002612-0.0012749i,0.00050285-0.00069748i
0.00016803-0.00070019i,-0.00012351-0.0012653i,0.00051662-0.001209i,0.0016052-0.0010306i,0.0017266-0.00028327i,0.00077926+0.00059647i,0.0004208+0.0014457i,0.00058784+0.0022012i,0.0010848+0.0013349i,0.00062697+2.9601e-05i,-0.00048196-8.2362e-05i,-0.0001303+6.0186e-05i,-5.7755e-06+0.00021053i,-0.00020472+0.00021146i,0.00016254-0.00025847i,0.00043709-0.00043656i,0.00045231-0.0002181i,-0.00057632-0.00042671i,-0.0012995-0.00062341i,-0.0011295-0.00034881i,-0.00076595-0.00043305i,-0.00020744-0.00069827i,8.2607e-06-0.00029334i
0.00068527-0.00059855i,0.00045388-0.0012281i,-0.00037723-0.001066i,-0.00049806+0.00045128i,-0.00069591+0.001004i,-0.00039789+0.00094778i,0.00057387+0.00063982i,0.0011445+0.00025974i,0.00056193+0.0003349i,-0.00026181+0.00051438i,-0.00011476+2.7297e-05i,0.00010529-0.00064655i,0.00033913-0.00071418i,0.000653-0.00037564i,-0.00025734+4.9813e-05i,-0.0013389-0.00011201i,-0.0011883-0.00022427i,-0.00020592+0.00024072i,0.00037953+0.00049991i,-3.1294e-05+0.00038775i,-0.00048625+0.00048754i,-0.00025311+0.000443i,0.0002714-0.00010619i
0.0011185-0.00049593i,0.00025607-0.00013623i,-0.0014153-0.0011306i,-0.0020507-0.0014474i,-0.0023786-0.0010394i,-0.0020997-0.0005748i,-0.0011393-0.00035518i,-0.00067757-0.00025157i,-0.0007512-0.00072358i,8.3625e-05-0.0013632i,0.00072507-0.00048603i,0.00070184+0.00044558i,0.00024755+0.00010276i,-0.00021012-0.00056491i,-0.00020587-0.000878i,-0.00032626-0.00090412i,-0.00078819-0.00078145i,-0.00064355-0.00026991i,-0.00015104+0.00027528i,-0.00016907+0.00035994i,-0.00025551-5.6045e-05i,-0.0002291-0.00024629i,-0.00062973+6.3792e-05i
0.00022886-0.0013521i,-0.00052784-0.0021814i,0.0002944-0.0021773i,-8.2376e-06-0.0013414i,-0.001106-0.00099079i,-0.0018024-0.00012733i,-0.0015848+0.00060338i,-0.00083805+0.00060303i,-8.3044e-05+0.00060147i,0.00021748-9.0366e-05i,3.0667e-05-0.00094645i,-0.00059822+1.5317e-05i,-0.00088919+0.00083764i,-0.00058947+0.00028413i,-0.00017588+0.00057245i,0.00027788+0.00056721i,5.1586e-05+1.3869e-05i,-0.00013536+0.00063679i,6.9664e-05+0.00099531i,-2.9524e-05+0.00094479i,0.00011837+0.00047601i,0.00032283-0.00021437i,0.00050199-0.00044314i
0.0012437+0.00092798i,0.00072678+0.0019088i,0.001107+0.0033i,0.0012805+0.0023073i,0.00083566+0.0011479i,-0.0003748+0.00067428i,-0.00061081+0.00027712i,-0.00012404+0.0008427i,0.0001697+0.00060306i,0.00082401-8.1816e-05i,0.00040138+0.00063889i,-0.00053047+0.0011496i,0.0002565+0.00073263i,0.00049184+0.00031372i,-0.00051834+0.000337i,-0.00060061+0.00063737i,-0.00012986+0.00043216i,0.00053614+0.00042282i,0.00098532+0.00079991i,0.00097895+0.0010376i,0.00048893+0.00060558i,-0.00013278+0.00031516i,-6.3095e-05+0.0005234i
-0.0010001-0.0023234i,-0.0023496-0.0028597i,-0.0034989-0.0035331i,-0.0027877-0.0012427i,-0.0012716+0.0016218i,-0.00029668+0.0019846i,-0.00023238+0.001249i,-0.00058039+0.00073627i,-0.00046898+0.00032189i,-0.00025481-0.0001858i,-5.8463e-05-5.6365e-05i,0.00035799+0.00027513i,0.00033603+0.00097513i,-0.00014254+0.00055854i,0.00038524-0.0011691i,8.9855e-05-0.00018215i,-0.0017168+0.0009201i,-0.0019904+0.00021023i,-0.001421+2.8897e-05i,-0.0013402+0.00035773i,-0.00061227+4.5518e-05i,-7.1748e-05-1.2248e-05i,-0.00027139+1.7436e-05i
0.0011988+0.0017357i,0.0020218+0.0015188i,0.0029855+0.00066572i,0.0028518+0.00017886i,0.001378-0.00069323i,9.3231e-05-0.0002069i,-0.00021159+0.00080932i,0.00025724+0.00085886i,0.00044409+0.00051513i,0.00029293+0.0003866i,-0.00018192-0.00012746i,-0.00016413-0.00040175i,0.00023034+0.00015136i,-9.6123e-05+0.00029372i,-0.00017916-0.00026328i,4.7677e-05-2.3275e-05i,9.799e-05+0.00071591i,0.00085623+0.00042004i,0.00047151+0.00020783i,-0.00067045+0.00014421i,-0.00038196-7.8189e-05i,-0.00031468-0.00013916i,0.00017427-0.00054228i
0.0016965+3.6237e-05i,0.00073779+0.0002393i,-0.00081877+0.00088486i,-0.0010503-0.00031814i,-0.0010547-0.0016905i,-0.0015424-0.00081343i,-0.0011066+0.00016806i,-0.00016534+0.00061133i,-0.00014182+0.0008933i,-0.00094663+1.7858e-05i,-0.0011812-0.00034827i,-0.0013732+7.0438e-05i,-0.00089186-0.00024936i,-0.00026102-0.00056241i,5.4804e-05-0.00107i,7.9628e-05-0.0014641i,0.00050826-0.00053956i,0.0012582+0.00014325i,0.00065002-9.251e-05i,-5.7909e-05+0.00031086i,0.00015029+0.00099455i,0.00013141+0.00086744i,6.2579e-05+0.00038065i
-0.0015726-0.00037605i,-0.0013628-0.0010149i,-0.0018318-0.00047853i,-0.0011134+5.7415e-05i,0.00030322+0.00025128i,0.00059361+0.00036487i,0.00024177+0.00015735i,-0.00017475-5.3971e-05i,-0.00028056-9.8034e-05i,0.00047375-0.00030389i,-0.00010844-0.00010265i,-6.9912e-05+0.00053052i,0.0011584+0.00043599i,0.0015751-0.0002772i,0.00037798-0.00032222i,-0.00091639-0.00015119i,-0.0011948-6.0636e-05i,-0.0011729-0.00022899i,-0.00069513-0.00051082i,0.00031213-6.2968e-05i,0.00097784+0.00035869i,0.00086774-0.00019272i,0.00056207-0.00011069i
9.2878e-05+5.5195e-05i,-0.00081313+0.00064843i,-0.00093959+0.00087963i,-0.00040761+0.00099716i,0.00036718+0.0011394i,0.0006044+0.0012607i,-0.0001324+0.00091483i,-0.00091746+0.00020503i,-0.00012601+0.00043631i,0.00087651+0.00070616i,0.00055027+0.00058493i,0.00028985-0.00011887i,0.00094269-0.00023029i,0.00066232+0.00058125i,0.00047179+8.0865e-05i,0.00046164-0.00080313i,-0.00032796-0.00069044i,-0.0008773-0.00054932i,-0.0011238+5.2342e-05i,3.7591e-05+0.00061481i,0.001354-0.00026301i,0.00097146-0.00070192i,0.00033742-0.00043627i
0.0010481+0.0022611i,0.00024763+0.002148i,0.00051883+0.0032465i,7.0284e-05+0.002968i,-0.0004153+0.0017067i,0.00023079+0.00098367i,-0.00028782+0.00082713i,-0.00073728+0.0013897i,-0.00056182+0.00095671i,-0.00039414-1.6288e-05i,-0.00089751-0.000441i,-0.0003709-0.00055506i,0.00039387+0.00033956i,4.5969e-05+0.00063561i,0.00013081-0.00047248i,0.00013908-0.00080962i,8.7719e-05+0.00013139i,-7.0396e-05+3.7823e-05i,-0.00045181-0.00064099i,6.345e-05-0.00016124i,0.00079463+0.0001568i,0.00070526+0.00010989i,0.00070132+0.00067054i
0.0026488+0.00017275i,0.0015143-0.0011931i,0.0018338+0.00054956i,0.00028335+0.00021058i,-0.00087461-0.001004i,-0.00076245-0.0012591i,-0.0010131-0.00056094i,-0.00099064+0.00074406i,-0.00056808+0.0010944i,8.439e-05+0.00057298i,4.7984e-05+7.697e-05i,-0.00031542+0.00030896i,0.00012967+0.00071044i,-0.0002973+6.3982e-05i,-0.00069652-0.00070706i,2.4227e-05-0.00032848i,8.5372e-05+0.00030263i,-0.00035451+5.1832e-05i,-0.00043088-0.0003854i,-9.5873e-05-0.00013627i,-1.093e-05+0.00068392i,-0.00018495+0.00072246i,0.0001079+0.00042175i
-4.8687e-05+0.0012973i,0.0009847+0.0024418i,0.0025116+0.00028611i,0.0026208-0.00037228i,0.0015391+0.00017978i,0.00055292+0.00031653i,0.0005708+0.00035732i,0.00077431-0.00013095i,0.00095391+2.7448e-06i,0.00090407+0.00021177i,0.00037818+0.00022173i,1.8539e-05-0.00031678i,0.00013056-0.0016105i,0.00058805-0.0018017i,0.00038695-0.00069968i,-0.00046319-0.00034143i,2.1251e-05-0.00042883i,0.00061004+7.5233e-05i,-4.3145e-05+0.0002446i,-2.7926e-05+0.00039124i,-0.00018137+0.00062185i,-0.0008053+0.00035162i,-0.00062911-0.00036611i
0.00073054+2.8252e-05i,-5.0497e-05+0.0015919i,-0.0010784+0.00081884i,-0.0010943+0.00029413i,-0.0011836+0.00050908i,-0.0015612-0.00019567i,-0.00048868-0.00060547i,0.00048458+4.0062e-06i,0.00045501+0.0010713i,-0.00034958+0.0011187i,-0.00048722-0.00017009i,-4.1405e-05-0.00057785i,0.00068834-0.00044646i,0.00076813-0.00090598i,0.0002797-0.00063154i,0.00013234-0.00076608i,-0.00037131-0.00039525i,-0.0005638+0.00075814i,-0.00019561+0.0015034i,-0.00021119+0.001342i,-0.00021844+0.00031982i,1.7273e-05-0.00056933i,7.339e-05-0.00073545i
-0.00019083-0.00043287i,-0.00076307-7.0552e-05i,-6.5982e-05-0.00018468i,-0.00011578-0.00014663i,-0.00042849+0.00013691i,0.00039459+0.001017i,0.00056033+0.00092949i,-0.00013129+0.00081637i,-0.00076406+0.00081269i,-0.0015767-2.1816e-05i,-0.0013556-0.00033399i,4.4074e-05+2.4404e-05i,0.00039517+0.00031599i,0.00068416+0.00042551i,0.0011045+0.00042028i,0.00084046+0.00058526i,5.6032e-06+0.00056875i,-0.00061854+0.0005837i,-0.0006214+0.00025327i,-0.00040728+3.4119e-05i,-0.00027655-0.00058304i,1.583e-05-0.00086482i,0.00030971+0.00043155i
0.00013989-0.0005985i,0.0012913-0.00096617i,-0.00045882-0.0011782i,-0.0015702-0.0010515i,-0.0013779-0.00032335i,-0.0011819+0.00043358i,-0.00096072+0.00030778i,-0.00016084+4.1603e-05i,0.00087173+0.00013307i,0.0011354+0.0003854i,0.00061659+0.00012461i,0.00024454-0.00037449i,-0.00024464-0.00039958i,5.9918e-05-0.0005306i,0.00049496-0.00078063i,1.2112e-05-0.00087612i,-0.00046082-0.00049271i,-0.0011887-0.00040145i,-0.0007733-0.00019034i,-2.425e-05+0.00075113i,-0.00027049+2.3303e-05i,-0.00055737-0.0007742i,-4.801e-05-0.00079659i
-0.0010155-0.00020347i,-0.00062289+7.0677e-05i,-0.00067088-3.9298e-05i,-0.00043056-0.00017838i,-0.00023764+0.00066687i,-0.00021732+0.0013149i,-0.00037224+0.0011698i,-0.00074549+0.0011852i,-0.00023086+0.0005775i,0.00042697+0.00067569i,3.4271e-05+0.00071223i,-0.00018481-0.00021384i,0.00040459-0.00010598i,0.0005229-0.00046606i,0.00018255-0.00079004i,0.0003769-0.00020524i,1.9341e-05+0.00020179i,-0.00049476-0.00034939i,-0.00053063-0.00020725i,-1.8982e-05-7.0138e-05i,0.0005485-0.00049419i,0.00041161-0.00014232i,0.00020579-0.00041028i
-0.0016385-0.00098624i,-0.0012996-0.00010738i,-0.0015818+0.00063968i,-0.0020546+0.000176i,-0.00071851-7.3984e-05i,0.00036958-0.0001927i,-0.00043824-0.0006113i,-0.00091828-0.00070006i,-0.0005273-0.00038432i,-2.1911e-05+0.0002204i,6.3092e-05+6.2372e-06i,-0.00057335-0.0005866i,-0.00072304-8.4631e-05i,-0.000359+0.00072512i,-0.00022633+0.00095712i,-0.00026284+0.00047358i,0.00010321+0.00051822i,0.00057367+0.00073391i,4.5854e-06+0.0011738i,-0.00082254+0.0012412i,-0.00071891+1.8348e-05i,-0.00036322-0.0010584i,0.00020755-0.00056239i
0.0019024-0.00098936i,0.0020712-0.0024696i,0.0032437-0.0026669i,0.0019374-0.00090094i,-0.00077178+7.6152e-05i,-0.00095255+0.00052643i,-0.00035461+0.00088372i,-0.00044972+0.00065207i,-0.00039215-0.00038917i,-0.00060977-0.00050246i,-0.0004088-2.4139e-05i,0.00043991-3.3337e-05i,0.00040915-3.5176e-05i,0.00022749+0.00019182i,0.00027071+0.00051778i,0.00014206-0.00016315i,-0.00033148-0.0010167i,-0.00021272-0.0010861i,8.0994e-05-0.00025915i,0.0001413+0.00066772i,-0.00020876+0.0005252i,-0.00078409-0.00014496i,-0.00071038-0.00042659i
-0.0010759-0.00041456i,-0.0017927+0.00043461i,-0.0019989+0.00085862i,-0.0012459+0.0010582i,-0.00096416+0.0012242i,-0.0015294+0.0011958i,-0.0017496+0.00071669i,-0.0014868+0.0010569i,-0.0012858+0.00073643i,-0.00039065-0.00026475i,-0.0004147-0.00022123i,-0.00084586-3.8791e-05i,-0.00049009+0.00024919i,-0.0004023+3.8218e-05i,0.00052518-0.00073334i,0.0008151-0.00042408i,-0.00017527+3.2551e-05i,-0.0007413-0.00028845i,-0.00048627+0.00011182i,0.00015068+0.00061747i,-0.00035451+0.00020492i,-0.00054385-9.8753e-05i,0.00035918+0.00026826i
-0.00024508+0.00089627i,-0.0010557+0.00014276i,-0.0013248-0.00022002i,-0.0012695-0.00073613i,-0.00035682-0.00067037i,-0.00064958-0.000699i,-0.001911-0.00064404i,-0.0015958-0.00043046i,-0.00050229-0.00015978i,-8.6941e-05+0.00015274i,-0.00061364+7.7996e-05i,-0.00026926+0.00056849i,-1.2871e-06+0.0014094i,-4.4721e-05+0.00081999i,0.00014647-0.00030002i,0.00045221-0.00056174i,0.00071159-3.3397e-05i,0.00052056+0.00093746i,-0.00022056+0.00054868i,-0.00039952-0.00032066i,-2.88e-05+0.00022488i,-0.00037825+0.0003996i,0.00020652+0.00027797i
0.0008599+0.0011247i,0.00081907+0.0011649i,0.00056875+0.0021748i,0.0002533+0.0021775i,0.00023847+0.0011615i,-0.00047567-1.5284e-05i,-0.0010739-0.00035534i,-0.00025018+0.00048814i,0.00093286+0.00086294i,0.00066335-0.0001171i,-0.00059893-0.00075897i,-0.00080814-0.00038451i,-0.00067407-0.0003215i,-0.000358-0.00086605i,2.0001e-05-0.00091665i,-0.00038565-0.0007939i,-0.00078167-0.00040953i,-0.00058136+0.00021137i,-0.0001384+9.4166e-05i,0.00070445+0.00026485i,0.0010679+0.00056315i,0.00046142+0.00043539i,9.7607e-05+0.00028994i
-0.0022349-5.8294e-05i,-0.0029466-0.00021844i,-0.0032026-0.00061893i,-0.0027404-7.3784e-05i,-0.0014863+0.00065865i,-0.00090202+0.0012348i,-0.00010571+0.0014975i,-0.00048338+0.0015889i,-0.00074794+0.00099025i,0.00032801+1.7444e-05i,0.00055401-0.00042836i,7.0585e-05+0.00015318i,-0.00023781+0.00026057i,-6.3177e-05+0.00027824i,-0.00038751+0.00042248i,-0.0011044+0.00072656i,-0.0012998+0.0016446i,-0.0019959+0.00098088i,-0.0020951-0.00027335i,-0.00077089+0.00061332i,-0.00049872+0.00070548i,-0.000672-2.6939e-05i,-0.00033786+0.00017971i
0.0017577+0.001241i,0.0026054+0.0017923i,0.0030371+0.00077406i,0.0020327-1.0075e-05i,0.00039037-3.9548e-05i,-0.00075248+0.00010568i,-0.00095704-0.00011839i,-0.001062+0.00064687i,-0.00060832+0.001835i,0.00047511+0.00069134i,0.00042503-0.00042195i,-0.00044699+0.00034874i,-0.00067652-0.00049951i,-0.00033932-0.0015156i,0.00033112-0.00071823i,0.00061202-0.00046835i,-0.0004415-0.0004231i,-0.0011927+0.00015772i,-0.000931+0.00060126i,-0.00030487+0.00078655i,-4.1826e-05-0.00028918i,0.00020845-0.00099164i,0.00019166-0.00028992i
-0.0018675-0.00059696i,-0.002582-0.00046202i,-0.0026028-0.0005771i,-0.0022104+0.00018866i,-0.0021865-4.2954e-06i,-0.0015882-0.0009921i,-0.00049822-0.00059124i,-0.00024286-8.9581e-05i,-0.00031064-0.00027883i,0.00018643-0.00028975i,5.8413e-05+0.00039559i,-0.00031963+0.00037125i,-7.5707e-05-0.00037452i,-0.00047949-0.00042228i,-0.00095489+6.2781e-05i,-0.0010019+0.00010089i,-0.00061379-0.00029054i,-5.8534e-05-3.9791e-05i,-0.00021645+0.00029964i,3.088e-05+0.00011773i,0.00073492-1.5768e-05i,0.0011053+7.3687e-05i,0.0011773+9.3733e-05i
0.00034344+0.0013897i,0.0014096+0.0013157i,0.0016659+0.001125i,0.0022349+0.001524i,0.0016524+0.0010667i,0.00016352+3.0497e-05i,-0.00043401+0.00063604i,-0.00023423+0.00108i,0.00041294+0.00068944i,-0.00013629+0.00017842i,-0.00068571+1.4551e-05i,0.00027623+0.0001834i,0.0011445+9.9811e-05i,0.0010049-0.00028953i,1.6062e-05-0.00069601i,-0.00048525-0.00022189i,-0.00052028+0.00067121i,-0.0010074+0.0013341i,-0.00090329+0.00048926i,0.00027714-0.00068837i,0.00083239-0.000629i,0.00055465+0.00023165i,-0.00011331+0.00055527i
-4.519e-05-0.0012812i,-4.8815e-05-0.0011751i,-0.00086046+0.0005269i,-0.0012328+0.00093976i,-0.00021093+0.0004454i,-0.0002269+0.0015238i,-0.00047121+0.001972i,0.00010927+0.0011642i,-0.00014694+0.00016709i,-0.00081769+6.0411e-05i,-0.00071737+0.00042757i,-0.00016882+0.00028505i,-0.00027919-0.00023205i,-0.00064152-0.00035782i,-0.00086082+4.1354e-05i,-0.0014004+3.3911e-05i,-0.0011261-0.00079619i,-0.00089341-0.00057399i,-0.00094656+0.00022951i,-0.00052402-4.4595e-05i,-5.2535e-05-0.0009676i,0.0003402-0.00098439i,0.00021872+0.00019958i
-8.2524e-05-0.00054066i,-0.0011997-0.00091803i,-0.0014215-0.00094184i,-0.001818-0.00022242i,-0.001584+0.00060409i,-0.00087707+0.00085857i,-0.0014338+0.0013484i,-0.0020343+0.0015293i,-0.00098829+0.0017445i,5.5188e-05+0.0011144i,0.00044688+0.00058037i,0.00035506+0.00049317i,0.0006146+0.00074351i,0.00062708+0.00019178i,0.00038412-0.00066695i,0.00023794-0.00051675i,0.00015998+0.00020288i,0.00010769+0.0003845i,0.00024267+0.00030679i,0.00071759+0.00058723i,0.00073425+0.00029934i,0.00049755-0.00050356i,-8.4734e-05-0.00081362i
3.9769e-05+0.00080949i,0.00019636+0.0011229i,0.00046193+0.00065959i,-2.5421e-05+0.00051744i,-9.8602e-05-4.0717e-06i,-0.00052806+0.00035587i,-0.00057573+0.00018957i,0.00028727-0.00015182i,0.00028654+0.00034881i,-6.1954e-05-0.0002103i,-0.00049133-0.0011503i,-0.0010659-0.00025916i,-0.00098184-0.00013782i,-0.00040579-0.0007792i,9.8535e-05-0.00052824i,-0.00084323-0.00029453i,-0.001098-0.00018404i,-0.00010228+0.00044208i,-0.00015445+0.0010619i,-0.00062638+0.00029937i,-0.00031486+0.00034284i,-0.000237+0.00073559i,-0.00041281+0.00085557i
-0.00057281+0.00098663i,-0.00043562+0.0010244i,-0.0017422+3.6397e-05i,-0.0018757-0.00084461i,-0.0010121-0.00076926i,-0.00021222-0.00023358i,0.00035429+0.00035232i,0.00042898+0.00084555i,0.0006755+0.00080185i,0.00061966-0.00017916i,0.001175-0.0010413i,0.0015815-0.00051695i,0.00052457-0.00071822i,-0.0001849-0.00089469i,0.00050441-0.00077354i,0.0005401-0.00090979i,-7.158e-05-0.00089541i,-9.2831e-05-0.00019669i,-4.099e-05+0.00034319i,-0.00018544+0.00043188i,-0.00062389+0.00017289i,-0.00055536+0.00075568i,-0.00043543+0.00062455i
-0.00056164+0.0017531i,0.00028932+0.0017379i,0.00032168+0.00063459i,-0.00069129+5.8138e-05i,-0.00030637-0.00019242i,0.00050912+0.00042444i,0.00029745+0.0010619i,-6.1611e-05+0.00091899i,-0.00075851+0.00055617i,-0.00059718+0.0003526i,-0.00024591+9.5146e-05i,-0.00044687-0.00040552i,-0.00036202-0.00015336i,-0.00017626-0.00084997i,0.00052395-0.0016705i,0.00042085-0.0013673i,0.00036161-0.00095414i,2.2152e-05-0.00032433i,-0.00053131+0.00051447i,-0.0004643+0.0011881i,0.00012652+0.001018i,9.005e-05+6.0019e-05i,0.00028603-0.00066094i
