0.0010756-0.00043524i,0.00060728-0.00020601i,-0.00087196+0.00053246i,-0.00075884+0.00089681i,0.00022592+0.00055176i,0.00017571+0.00035722i,0.00037371+0.0006903i,0.00023404+0.00072249i,-0.00024712+0.00044239i,0.00064769+0.00021168i,0.00045058-0.00090688i,-0.00079594-0.0016872i,-0.00084328-0.0013633i,-5.0717e-05-0.0011714i,1.5827e-06-0.00059943i,-0.00019209+0.00033213i,-0.00078617+0.0009749i,-0.00062725+0.00095744i,0.00051732+0.00051051i,2.8429e-05-0.00023252i,-0.00049291-0.00032431i,-0.00041126+0.00028875i,-0.00028547+0.0001955i
3.9343e-06+0.00022598i,-0.0010055+0.00073311i,-0.0021247+0.0011472i,-0.0018681+0.001816i,-0.00044693+0.0011068i,0.0012272-0.00047477i,0.0013258-0.00074841i,-9.9075e-06-0.00011752i,-0.0004869+0.00011928i,-0.00035021-0.00014677i,-0.00057039-9.421e-05i,-5.5383e-06+0.00035311i,0.00033504+0.00047741i,9.9129e-05+6.9777e-05i,0.00038134-0.00016026i,0.0008163-1.6304e-05i,0.00056129+0.00040869i,0.00015852+0.00056214i,5.2787e-05+6.7534e-05i,-1.8229e-05-0.00085401i,-1.9022e-05-0.0010174i,0.0002259-0.0011658i,0.0002093-0.00071878i
-0.0013358+0.00045077i,-0.00035832+0.00066324i,0.00083546+0.00019616i,0.0012709+0.00026668i,0.00095227+0.00068583i,3.6601e-05+7.0323e-05i,-0.00084646-0.0006644i,-0.00053627-0.00052556i,0.00029093-4.6692e-05i,0.0005883-0.00039313i,3.6691e-05-0.00069185i,-0.00046751-0.00022241i,3.3436e-05-0.00024369i,-0.00022985-0.00060114i,-0.00088186-0.00067158i,-0.00041489-0.00016152i,-0.00012171+0.00018791i,-1.6282e-05+0.00011562i,-0.00012161+0.00055943i,-0.00019911+0.00017615i,0.00038964-0.00013148i,0.00058538+0.00040876i,0.00034571+8.046e-05i
0.00093905-8.9958e-05i,0.0022593+0.0007727i,0.0021893+0.00071901i,0.00060817+0.00010402i,-9.0435e-05-0.00077963i,0.00062881-0.0011096i,0.0010294-0.00092293i,6.1616e-05-0.0008673i,-0.0005824-6.318e-05i,-0.00060336+0.00027375i,-0.00027838-0.00028627i,0.00023193-8.4785e-05i,0.0002045+0.000163i,-5.0366e-05-0.00080563i,0.00028766-0.0011118i,0.00035443-0.00024726i,-4.5878e-06+0.00055949i,0.00044864+0.00083035i,3.5923e-05+0.00030274i,-0.00067583+5.7262e-05i,-0.00036883+0.00061654i,4.5476e-05+0.00047101i,0.0005689-0.00012702i
-0.00075668-0.00022517i,4.6571e-05-0.0018697i,2.0777e-05-0.002265i,0.00018798-0.0012694i,0.0012152-0.0012079i,0.0016651-0.002223i,0.00086989-0.0017567i,9.3114e-06-0.00029967i,0.00043595+0.00018887i,0.00077237+0.00037212i,0.00023286+0.00048368i,-7.9243e-06+0.00076241i,0.00016126+0.00054804i,0.00046297+0.00068836i,0.00054443+0.00070888i,0.00059556+0.00012742i,0.00084295-0.0001998i,0.0005216-0.001078i,0.00015185-0.0010387i,-0.00023128-4.6618e-05i,-0.00077147+0.00014587i,-0.00075467+0.00019691i,-0.00041933-6.7789e-05i
0.0022925-0.0019015i,0.00092348-0.0016722i,6.4995e-05-0.0014695i,0.0002564-0.0009525i,0.00060149-0.00063556i,0.0010776-0.0012566i,0.00079308-0.0015974i,0.00014755-0.0012354i,0.00058352-0.00028088i,0.00098328+0.00015937i,-6.946e-05-7.9777e-05i,-0.0010313-0.00052589i,-0.0013551-0.00079394i,-0.00099698-8.4083e-05i,-8.4423e-05+0.00091809i,-7.02e-05+0.0012677i,-0.00090985+0.00017995i,-0.00090535-9.1211e-05i,0.00055502-2.0102e-05i,0.00091971-0.00057198i,8.9904e-06-0.00045482i,-0.00078691+0.00012618i,-0.00067548+0.00070386i
0.0020452+0.0018832i,0.0016946+0.0013115i,0.0012614+0.0013018i,0.0016282+0.00015882i,0.0012649-0.0016196i,3.0038e-06-0.0016177i,0.00029363-0.0012739i,0.00062149-0.00092481i,-0.00012182-0.00065683i,-0.00068582-0.00030732i,-0.0010059+0.00013133i,-0.0011685+0.00079591i,-0.00054159+0.0011205i,-4.6e-05+0.0010277i,0.00032235+0.00085737i,0.0012466+0.0012918i,0.0012884+0.0018811i,0.00054483+0.00085801i,0.0005664-0.00020597i,0.00076069+0.00042491i,0.00055904+0.00037676i,0.00034332-7.7503e-06i,0.00010267-0.00011336i
-0.00051201-0.0015803i,-0.00090549-0.0021368i,-0.00099626-0.0010127i,-0.0004563+4.1868e-05i,3.982e-05-0.00045818i,0.00033972-0.0015469i,-1.615e-05-0.001537i,-0.00050034-0.0007731i,-0.00050759-0.00032456i,-0.00040465-3.1815e-05i,0.0001511+0.00014754i,0.00060945+0.00040397i,4.2886e-05+0.00093547i,-0.00027804+0.00056999i,-0.0003072+0.00045582i,-0.00086262+0.00051706i,-5.0703e-05-0.00038446i,0.00036277-0.00022685i,9.8608e-05+0.00016838i,0.00029937-0.0002084i,0.00041801-0.00055213i,0.00047611-0.00059204i,0.00023237-0.00083923i
0.00019924-0.001572i,-0.0003052-0.00075196i,-0.00096908+0.00067135i,-0.00050646+0.00067329i,0.00094385-0.00057613i,0.0017582-0.0012366i,0.0014209-0.0010113i,0.00064045-0.00081706i,-0.00036457-0.00062921i,-0.00082852-0.00032583i,-0.00080755+0.00072005i,-0.00076022+0.0010586i,-0.00029346+0.00017995i,0.00033348-0.00042548i,0.00080012-0.00091042i,0.0011137-0.00072944i,0.00055369-0.00014341i,0.00010175+4.0153e-05i,6.7068e-05-0.00033263i,6.4713e-05-0.00094926i,0.00022531-0.0011613i,0.00051698-0.00048782i,0.00047883-0.00032808i
0.00032311+0.00049649i,0.0001105-0.00049047i,0.00027411-0.0011191i,0.00080155-0.00067726i,0.00094265+0.00036927i,0.0010153+6.8509e-05i,0.00083966-0.00075533i,-0.00053631-0.00087612i,-0.00099487-0.00019224i,-0.00045001+0.0003763i,-0.00019928-0.00010504i,-0.00036855-0.00092776i,9.3367e-05-0.0010647i,0.00065985-2.994e-05i,-0.00022258+0.0011963i,-0.00092074+0.0009579i,-5.329e-05+0.00037273i,0.00048669+8.2641e-05i,0.00011375+9.0237e-05i,-0.00048198+0.00034617i,-0.00042283-0.00011077i,-0.00043313-0.00043688i,-0.00051181+1.8423e-05i
-0.00045709-0.0027978i,-0.00022229-0.0019466i,-2.7466e-05-0.00068588i,0.0004967+0.00018551i,0.0009755+5.1537e-05i,0.0011465-0.0008055i,0.00064299-0.0013062i,-0.00023311-0.0015687i,-0.00068811-0.00083862i,-0.00043786+0.00036929i,6.4045e-05-4.2048e-05i,-0.00029148-0.000469i,-0.00021174-0.00041776i,-0.0001063+0.000226i,0.00036165+0.0010977i,0.00080617+0.0010685i,0.00017767+0.00039363i,-0.00035939+0.0004463i,-0.00011147+0.00045919i,-0.00014167+0.00026931i,-0.00036362+0.00069494i,5.3692e-05+0.00056366i,-0.00019881-0.00037058i
-0.00029427-0.0019755i,5.5674e-05-0.0015021i,-0.0012757-0.0014992i,-0.0016559-0.00067144i,-0.00053352+0.00058798i,0.0013993-5.9345e-05i,0.0013338-0.00097661i,0.00053343-0.00082554i,0.00060617-0.0011456i,0.00028896-0.00090771i,-0.00022855+0.00028288i,-0.00035356+0.0015173i,0.0003819+0.0014395i,0.0019092+0.00093938i,0.002111+0.0010659i,0.0010315+0.0013553i,-7.1565e-05+0.0012488i,-0.00016979+0.00093669i,0.00040054+0.00081241i,0.00056494+0.00076733i,-0.00037614+0.0011991i,-0.0011224+0.0011646i,-0.0013183+0.00062095i
0.0013409+2.8478e-05i,6.848e-07+0.00071827i,7.5547e-06+0.0011109i,-0.00017556+0.00093728i,-0.00040143-0.0003487i,-0.00026446-0.0014793i,0.00012923-0.001016i,0.00074272+0.00049321i,-0.00016183+0.00094221i,-0.00039029+0.00036997i,0.00012893+0.00017232i,-0.00020563+0.00042625i,-0.00018675+0.00053454i,2.2695e-05-1.2292e-05i,-0.00014269-7.3566e-05i,-0.0002126+0.00010784i,0.00019906-6.983e-06i,-0.00010483+0.00015138i,-0.0011364-0.00045757i,-0.00077338-0.0012516i,-0.00026439-0.00055668i,-0.00030553+0.00028149i,-0.00046605+0.00010356i
0.00022878-0.0013543i,-0.00061363-0.0015813i,-0.0022427-0.0012041i,-0.0021654-0.0012377i,-0.00061556-0.00020543i,0.00092635-0.00043276i,0.0012582-0.0012387i,0.00031845-0.0012693i,-0.0003708-0.00011599i,-0.00043825+0.0004123i,-0.00011346-0.00018539i,-5.6279e-05-0.00037389i,2.5407e-05-7.3417e-05i,0.00058239+0.00064456i,0.00086353+0.00041635i,0.0010923+0.00012107i,0.00083851+0.00037548i,0.0004704+0.00046338i,3.3504e-05+0.00051436i,-0.00043491+0.00020798i,-0.00081524-0.00010166i,-0.00098604-0.00031669i,-0.0007166-0.00033526i
0.00094258-0.001127i,0.00067379-0.0021486i,0.00010744-0.0021853i,0.00095888-0.00055147i,0.0015183+0.00010569i,0.00099251-0.00074419i,0.0009351-0.0012857i,0.00080294-0.0010176i,0.00069504-8.922e-05i,0.00070768+0.00080682i,0.0011613+0.00066436i,0.00080912-1.5619e-06i,-0.00032024-0.00069145i,-0.00037179-0.000908i,-0.00047126-0.0010969i,-0.00060571-0.00078486i,-0.00068666+0.00028003i,-0.00035003+0.00012161i,-0.00028849-0.00011223i,-0.00028898+0.00017164i,-0.00014488-3.8818e-06i,-0.00045795+0.00017673i,3.1775e-05+0.00053516i
-0.0013528+0.00057592i,-0.00067282+0.0002213i,-0.00071846+0.00021444i,-0.00041891-0.00031121i,-6.7997e-05-6.8545e-05i,-6.5096e-05+0.00033991i,0.00022753+4.4005e-05i,-0.00056421-0.00039077i,-0.0010965-0.00075918i,0.00053182-0.00018594i,0.00086812+0.00025053i,-8.5232e-05-8.4226e-05i,0.00029503-0.00018043i,0.00074368+0.00057463i,0.0001825+0.00081951i,-6.438e-05+0.00018104i,0.00065744-0.00050335i,0.00038988-0.00018988i,-0.00031336-9.4921e-05i,0.00029822-0.00092487i,0.0011685-0.00067643i,0.00049111-0.00038925i,-0.000743-0.0005128i
0.0010086-0.0014553i,0.0010252-0.0024436i,0.0014216-0.0017107i,0.0018831-0.0012599i,0.0015458-0.0015553i,0.0015997-0.00083436i,0.0010116-0.00018517i,0.00011824-0.00040924i,9.8754e-05-0.0006558i,7.3842e-05-0.00025734i,-5.7634e-05-0.00018535i,-0.00030705+0.00015391i,-0.00056062+0.0005309i,-0.00080666-0.00012396i,-0.0011981+0.00023636i,-0.00054734+0.00063387i,0.00023631+0.00019815i,0.00066655+0.00039245i,0.00024412+0.00058681i,-0.00032689+0.00054459i,-0.00045058+0.00031123i,-0.00057594-0.00048507i,-0.00039722-0.00071458i
0.0012725-0.00055584i,0.00081412-0.00086464i,-0.00078854+0.00010072i,-0.0021593+0.0002107i,-0.0015919-0.0012584i,-0.0006414-0.0016488i,-0.00064409-0.0010513i,-0.00028685-0.00079658i,-2.3878e-05-0.00054319i,-0.00018671-0.00028453i,-0.00023301-0.00023686i,-0.00014609+0.00037861i,0.00025697+0.00029283i,-8.2568e-05-0.00082375i,-0.00032434-0.0011841i,0.00016634-0.00067965i,0.0001636-0.00012034i,0.00023892+0.00050698i,0.00020637+0.00033593i,2.4532e-05-0.00054023i,-0.00025909-0.0010932i,0.00014854-0.00060499i,0.00051731+1.2886e-05i
0.00040121+0.0003939i,0.0004675-0.0008485i,0.00044328-0.0010019i,0.0011934+0.0002646i,0.0014667+0.00048532i,0.0013768-0.0004961i,0.001278-0.0011796i,0.00031878-0.0013502i,-0.00029725-0.00064464i,-3.4674e-05+0.00082671i,-0.00019508+0.00082681i,-0.0011948+7.8312e-05i,-0.00065515-0.00042739i,0.0011619-0.00090422i,0.0013374-0.0001292i,0.0011075+0.00036749i,0.00077592+0.00048969i,0.0002526+0.00057974i,0.00066225+0.00017636i,0.0006992-0.00025775i,0.00071129-0.00012837i,0.00048696+0.00015982i,-0.00036082+0.00026474i
-0.0013769-8.4632e-05i,0.0003368-0.00020393i,0.0022242-0.00012655i,0.0016579-0.00059769i,0.0012087-0.00133i,0.0018887-0.0021475i,0.0011672-0.0013363i,8.1695e-05-0.00049477i,0.00033477-0.00057835i,0.00061456-0.00028931i,0.00050561-3.9211e-05i,0.00036894-0.00056117i,0.00038585-0.00089585i,0.00054507-0.00015901i,-0.00022113+0.00023604i,-0.00095445+0.00027264i,-0.00055585+0.0002757i,-6.5397e-06+0.00031417i,-0.00094486-8.2611e-05i,-0.00098465-0.00055641i,-0.00010943+3.6327e-05i,-0.00060202+0.00032109i,-0.00034602-0.00018439i
0.00096952-0.0029376i,0.00036772-0.0033272i,0.0014082-0.0016144i,0.001458+0.00017265i,0.00044134+0.00029631i,0.00043804-0.00077668i,0.0013827-0.0014456i,0.00072566-0.00071074i,-0.00038802-0.00080032i,-0.00052479-0.0012808i,-0.00050693-0.00060601i,-7.3053e-05-0.00034398i,0.00047485-0.00032839i,0.00081737+3.7362e-05i,0.00095905+5.9479e-05i,0.00045064+0.00062829i,-0.00018277+0.00096304i,-2.8007e-05+0.00023488i,2.6101e-05-0.00056732i,-0.0001923-0.00047402i,-0.00059907-0.0001619i,-0.00048495-0.00055528i,-0.00052213-0.00066288i
0.00098649-0.00053599i,0.0014605+9.6692e-05i,0.00036625-0.00010288i,-0.00043887-0.00035796i,-0.00028946+0.00034329i,-9.5029e-05+0.001225i,-0.000275+0.00055306i,-0.00047832+1.2106e-05i,0.00019957+0.00021925i,0.0001178-0.00037075i,-0.00090331-0.0011885i,-0.00053979-0.0006458i,-0.00025985+7.8072e-05i,-0.00032709+0.00015255i,-0.00097165-1.5449e-05i,-0.00091536+0.00012827i,0.00021669+7.5696e-05i,0.00010146-0.00037093i,-0.00050175-0.00029995i,-0.00046515-1.807e-05i,-0.00054117+0.00013907i,-0.00027349+0.0007993i,-0.0002675+0.00023184i
-0.00029105-0.0019061i,-0.00068671-0.0012333i,-0.00010742+3.7546e-05i,0.00064827+0.00019843i,0.00025496-0.00041387i,-0.00064514-0.0012707i,-0.00063757-0.0019105i,0.00017299-0.0013024i,0.0010439-0.00024234i,0.00075534-0.00028755i,0.00044697-0.00074178i,0.00025938-0.00043835i,0.00052915+0.00036079i,0.00099398+0.0010442i,0.00044195+0.00070877i,3.7269e-05+0.00011454i,-4.7055e-05-1.3709e-06i,0.00051952+7.1625e-05i,0.0011287+0.00013079i,0.00085652-2.397e-05i,0.00013536-0.00046316i,-0.00036319-0.00058002i,-0.00050222-4.2562e-05i
-8.5778e-05+0.00060505i,-0.00065722-0.00080645i,-0.0015202-0.00059976i,-0.0012843+0.00048906i,-0.0009404-0.0002553i,-0.00066022-0.00091944i,2.4118e-05-0.0010184i,-2.1391e-05-0.0013621i,-0.00011156-0.00073096i,8.6757e-05+9.2739e-05i,-0.00030551-0.00040923i,-0.00078736-0.0011556i,-0.00090782-0.0012465i,0.00053561-0.00087494i,0.0014567-0.00031591i,0.0011645-0.00010154i,0.00042122-0.00035989i,0.00012873-0.00016512i,0.0001484-0.00036791i,-0.00057109-0.00034902i,-0.00098181-0.00013658i,-0.00074031+0.00021831i,-0.00064097-5.4047e-05i
0.00031786-0.00073338i,4.6464e-05-0.00066883i,-0.00061169-0.00075816i,0.00028616-0.00090842i,0.00096299-0.00038235i,0.0013135-0.0010926i,0.00093425-0.0018785i,-1.6301e-05-0.0010593i,0.00024473-0.0005588i,0.00080352-9.0875e-05i,0.0012387+6.2705e-05i,0.0010697-0.00023494i,0.00033392-0.00028728i,-0.00035922-0.00071178i,-0.0007861-0.0010153i,-0.00063188-0.0007311i,-3.5258e-05-0.00015842i,-8.2272e-05-0.00035705i,0.00028443-0.00024852i,0.00049767-0.00034421i,0.00015205-8.04e-05i,-0.0001418+0.00048648i,-0.0002798+7.3483e-05i
0.0011932-0.00015591i,0.00022586+0.00024525i,-0.0014813+0.00059379i,-0.0019753+0.000964i,-0.0009283+0.00067359i,0.00016717+0.00013385i,0.00027971-0.00018111i,0.0005074-0.00022329i,0.00011991+0.00027408i,-0.00019917+0.00029158i,-0.00011277+3.1681e-05i,-8.7817e-05-4.3935e-05i,0.00021372+0.00049758i,0.00055289+0.00033583i,0.00047032-0.00044093i,0.00026596-0.00019598i,-0.00053085+0.00018749i,-0.00089452-0.00017296i,-0.0001384+0.00019409i,0.00029686+0.00046896i,-0.0003539+0.00021674i,-0.00056279+9.4282e-05i,-0.00026447+0.00021658i
0.0014734+0.00054538i,0.0011966-0.00064021i,0.0011151-0.00063335i,0.0014541+0.0011356i,0.0021095+0.00095614i,0.0021621-0.00024772i,0.00061592-0.00068547i,-0.00023112-0.000456i,0.000564+0.00046692i,0.00068649+0.00063733i,-3.6178e-06-0.00041727i,7.1495e-05-0.00074379i,0.00068212+6.7305e-05i,5.1098e-06+7.1126e-05i,-0.00025238-0.00018674i,9.32e-05-4.1791e-05i,0.00011067+0.00062746i,3.1127e-05+0.00094813i,-0.00041989+0.00065212i,-0.00028601+0.00046746i,0.00026446+0.00059889i,0.00039011+0.0013822i,0.00083088+0.0010992i
-0.00095112+0.0021473i,-0.0013034+0.0020288i,-0.0019543+0.0013541i,-0.0011406+0.0013246i,-0.00028722+0.00078084i,0.0014026-0.00051949i,0.001278-0.00099775i,-0.00069252-0.00054289i,-0.00033986+0.00068045i,-0.00027674+0.00124i,4.3394e-05+0.00084624i,0.00041714-9.9167e-05i,-0.00010772-2.8103e-05i,0.00019624+0.0005323i,0.00031522+0.00042536i,0.00018511+0.00025449i,-0.00014583+0.00061334i,-0.00026381+0.0010042i,0.000127+0.00037819i,2.9002e-05+0.00022684i,-0.00041289+0.0002563i,-0.0007822+0.00022184i,-0.00071907+0.00037166i
-0.00070834-0.0013144i,0.00048698-0.0018305i,0.00095931-0.0014649i,0.00088586+0.00031879i,0.001034+0.00043724i,0.0013922-5.2403e-05i,0.00065808-0.00062282i,-0.00012113-0.00072187i,-0.00039484-0.00042565i,0.00032607-0.00043608i,0.00058268+0.00018029i,0.00039562+0.00017238i,0.00036624-0.00046233i,0.00089729-0.0014206i,0.0019401-0.0017554i,0.0014742-0.00061793i,0.00094949+0.00027154i,0.00019773-0.00013833i,-0.00075855-0.00053845i,-0.00053879-0.00088922i,-0.00037447-0.00097999i,-0.00030536-0.00032073i,-0.00017476+5.8585e-05i
-0.00037556-7.7393e-05i,-0.001388+0.00056438i,-0.0016772+2.819e-05i,-0.0020745+0.00032508i,-0.00010801+0.00046537i,0.0017638+3.5636e-05i,0.0013284-0.00098326i,0.00092628-0.0010515i,0.0010118-0.00073618i,0.0010864-0.00080196i,0.0010815-0.00017361i,0.0004636+0.0003166i,0.00042563+0.0003598i,0.0012939+0.000551i,0.0010102+0.0007391i,0.00018168+0.00023214i,-0.00041963-0.00021976i,-0.00043176+9.1125e-05i,-0.00049875+0.00035553i,-0.00065443+0.00032944i,-0.00049435+0.00024727i,-0.00039163-0.00027093i,-0.00011823-0.00094875i
-0.0005282-0.0011659i,-0.00033289-0.0001862i,0.00069803+8.3061e-06i,0.00017518-1.3383e-05i,-0.00047135-9.1156e-05i,-0.00078782-0.00024125i,-0.00012682-0.00016799i,0.00024537-0.00031706i,7.7898e-05+0.00031459i,0.00020028+0.00074137i,4.1148e-05+0.00052066i,-0.00021759+0.00028715i,-0.00011712-1.692e-05i,-7.9346e-05+0.00036163i,-0.00031945+0.00051155i,-0.00078275-1.7498e-05i,-0.00089388-0.00027701i,-0.00046274+0.0002635i,-0.00047865+0.00049656i,-0.00050103+9.139e-05i,-0.00024363-0.00021263i,2.841e-05-9.0933e-05i,0.00043708-0.00033918i
0.00065056+0.00024476i,0.00018612-0.0003119i,-3.7204e-05-0.00016616i,-0.0002736-0.00048283i,0.0005529-0.0011299i,0.00068359-0.0014742i,1.385e-05-0.0012018i,-0.00071216-0.00048478i,-0.00041742-0.00021718i,0.00054304-0.00040545i,0.00047236-0.00046754i,0.00015508+9.4899e-05i,0.00045243+0.0001713i,0.00038054-0.00082688i,0.00087342-0.00091939i,0.0012103-3.3671e-05i,0.0010751+0.00025832i,0.00074797+0.0001867i,-4.4465e-05+0.0002148i,-0.0002528+0.00030647i,-0.00011954-0.00010693i,-1.0442e-05+2.2235e-05i,0.00012588+0.00057303i
-0.00053691+0.0011287i,-0.00021877+0.0001848i,0.00061266-0.0001411i,0.0013333+0.00042778i,0.0016885-0.00043718i,0.0018714-0.00075517i,0.0013075+0.00010188i,-0.0004943+0.00045828i,-0.00091321+0.00094094i,7.6058e-05+0.00066597i,-0.00025869-4.9938e-05i,-0.00055218-0.00042202i,-0.0011404-8.2717e-05i,-0.00091599+0.00058627i,0.00050435+0.00022659i,0.00033756-0.00019224i,-0.00034609-0.00010577i,-0.00052137+0.00047563i,-4.4605e-05+0.0014606i,0.00026785+0.0015682i,-8.7952e-05+0.00058047i,0.00010303-0.00056817i,0.00039259-0.00080884i
-0.00010557-0.00057682i,0.00016652-0.00031913i,0.00070024+0.00070433i,0.0015433+0.00028293i,0.0015012-0.00051051i,0.00033278-0.0011656i,0.00027444-0.0021278i,0.00031709-0.0020372i,-0.00018652-0.0008031i,-0.00017214-6.8084e-05i,-0.00055204-0.00044355i,-0.00051434-0.0010784i,0.00035447-0.0011844i,0.0008333-0.0009786i,0.00094243-0.00038625i,0.00075256+0.00018326i,0.00058959-3.677e-06i,0.00027448+0.00017562i,-0.0002599+0.00096322i,-0.00010589+0.0011388i,6.4037e-05+0.0011371i,-7.0004e-05+0.00072852i,-8.6831e-05+3.7619e-05i
0.0039569-0.00097079i,0.0030517-0.0012673i,0.0012702-0.00056874i,0.0012878-0.00017314i,0.0018367-0.00010545i,0.0018704-0.00049914i,0.0012167-0.0012595i,-9.2546e-05-0.00058716i,8.8044e-05-0.00025731i,0.0008096-1.642e-05i,0.00038965+0.00031406i,-0.00018624+1.9757e-05i,0.00043254-9.9483e-06i,0.00029152+0.00041688i,-0.00017427+0.00084775i,0.00062564+0.00024266i,0.0014163-0.00033901i,0.0013689-0.00075357i,0.00097242-0.0010649i,0.00036614-0.00095507i,0.0002517-0.00080187i,0.00027963-0.00028441i,-0.00040223+0.00046239i
0.0006565-0.00076277i,-0.00025271-0.0014738i,-0.00024027-0.0014946i,0.00023436-0.00074899i,0.00044531-0.00033695i,0.0003623-0.0010458i,-4.6139e-05-0.0011174i,-0.00094017-0.00015796i,-0.00081834+0.00039383i,0.00066173-8.417e-05i,0.00056015-0.00059167i,-0.0007037-0.0004026i,-0.0012259-0.00017528i,-0.00038688-1.2802e-05i,0.00048541-0.00019665i,0.00050335+0.00044668i,0.00011957+0.0011192i,-0.00041151+0.00096228i,-0.00037685-0.00013961i,-0.00062797-0.00076854i,-0.00091202-0.00031867i,-0.00072888+0.00035244i,-7.8121e-05+0.00020621i
0.0014766-0.00044885i,0.0011761-0.0010353i,0.0015544-0.002264i,0.0015402-0.0015242i,0.00067309-0.00096111i,-0.00052294-0.0010752i,-4.2335e-06-0.00070406i,0.00079895-0.00044101i,0.00082588+0.00014671i,8.5227e-05+0.00074598i,-0.0014442+0.00041819i,-0.001791-0.00050485i,-0.00056827-0.00026931i,0.00058173+0.00080664i,-2.2625e-05+0.0013607i,-0.00044074+0.000943i,-0.00023105+0.00095708i,1.7851e-05+0.00068265i,0.00031785+0.00019083i,0.00029179+0.00054425i,0.00050711+0.00017809i,0.00062568-0.00037445i,0.00043097-0.00058734i
0.00073909-0.0016468i,-0.00022825-0.0018082i,-0.0013658-0.0011197i,-0.0014356+0.00055459i,-0.001029+0.00085325i,0.00068749-0.00084341i,0.0016835-0.0022728i,0.001184-0.0019478i,0.00046546-0.0011938i,-0.00037184+0.00010837i,-0.00037155+0.0010422i,-0.00052071+0.00011102i,-0.00069556-0.00067747i,0.00018943-0.00046174i,0.00083023-0.00032004i,0.00039845-0.00063155i,-0.00010268-0.00078057i,9.9344e-05-0.00026652i,0.00077387-0.0002972i,0.0011093-0.00027361i,0.00083791+2.8661e-05i,0.00052777+0.00011788i,0.00066406-0.00040154i
0.0014269-0.0017462i,0.0012244-0.0021492i,-0.00016058-0.0020472i,-0.00049124-0.00033407i,0.00038086+0.0011349i,0.0011636+0.00038798i,0.00093091-0.00085039i,0.00028446-0.0011409i,-0.00020828-0.00071806i,-0.00046753-3.2988e-05i,-5.6989e-05-8.8238e-05i,0.00048961-0.00018941i,0.00062393-5.125e-06i,0.00092366+0.00035143i,0.0012811+0.0010008i,0.00042736+0.00095183i,-0.00065578+0.00039874i,-0.0008322-0.00020193i,-0.00024849-0.00086821i,0.00016661-0.00054975i,0.00026-0.00020184i,0.00053295-8.5202e-05i,0.00047672+0.00039636i
-0.0024884-0.003198i,-0.0036609-0.0026728i,-0.0040984-0.00037563i,-0.0026727+0.00072577i,-0.0012158+0.00028878i,-0.00033215+0.00026711i,-0.00018519-6.7597e-05i,-0.0001689-0.00042542i,8.507e-05+0.00010415i,7.4076e-06+0.00048869i,0.00051896+0.00028756i,0.00063495-5.9536e-05i,0.00025512-6.1373e-05i,-0.00012805+0.00010283i,0.00073139+0.00049966i,0.0013196+0.0010291i,0.0005535+0.0010686i,9.6433e-05+0.00091819i,0.00024056+0.00028899i,0.0005614+0.00018219i,0.00046315-1.8953e-05i,-6.1795e-05-0.00037344i,-3.9577e-05+0.00028588i
0.0023373-0.0020045i,0.0023423-0.002155i,0.0018564-0.0018858i,0.0010459-0.0010433i,0.00050231-0.0008011i,-6.6231e-05-0.00066233i,-0.00049605-0.00030599i,-0.00081325-0.0005113i,-0.00025547-0.0012373i,0.00025833-0.0008962i,0.00012567+1.6509e-05i,-5.0135e-05-0.00025765i,-0.00031656-0.00051082i,-0.00023165-0.00025754i,0.00063941-5.0487e-05i,0.00062014-0.00069846i,0.00035522-0.0005492i,0.00017983+0.00070647i,0.00041303+0.000991i,0.00067534+0.00073863i,0.00041511+0.00032364i,0.00011498-0.0008404i,0.00069799-0.0013793i
0.00090753+0.0017353i,-2.7654e-06+0.0022357i,0.00053167+0.0012616i,0.0011629+5.6535e-05i,0.0012296-0.00023949i,0.001365-0.0011316i,0.0013778-0.0017768i,0.0013825-0.0008436i,0.00056172+0.00011111i,2.0721e-05+1.7036e-05i,0.00012486-0.00038848i,0.00037472-0.00039772i,0.00064192-0.0004858i,0.0013186-0.00034342i,0.0011616+0.00037947i,0.00018403+0.00055614i,0.00055003+0.00013655i,0.00034589-0.00033193i,-0.00032486-0.0009443i,-6.8531e-05-0.00062326i,-2.069e-05-0.00018321i,-7.2181e-05-8.5869e-05i,-3.8613e-05-0.00054194i
-5.1655e-05-0.0023597i,-0.00057453-0.0021862i,-0.00035383-0.0020686i,-0.00047029-0.0012888i,-0.00049918-0.00041985i,-4.6584e-05+0.00036621i,0.00022832+8.4845e-05i,1.3903e-05-0.00097769i,-0.00023367-0.0012741i,0.00018676-0.00058906i,5.5915e-05+0.0003505i,-0.00013205+0.00035256i,-0.00024442-0.00018104i,-0.00019308+8.8092e-05i,-0.00077824+0.00083542i,-0.00074953+0.00010619i,0.00020386-0.00085174i,-0.00025219-0.00039262i,-0.00037589+0.00055363i,0.00054087+0.00065251i,-0.00021925+0.00040638i,-0.00036765+7.4388e-06i,2.3329e-06+0.00037759i
