0.00011079+0.00076654i,0.00046751-0.00048142i,-0.001767-0.00025742i,-0.0031783+0.00095793i,-0.0023219+0.0012914i,-0.00060936+0.0012715i,0.00041274+0.0011783i,0.00085195+0.00043398i,0.0012207-0.00011426i,0.00059772-0.00048372i,-0.0001867-0.0010697i,9.7191e-05-0.0012161i,0.00012336-0.00069379i,0.00024896-0.00085501i,0.00043134-0.0010869i,0.00045469-0.00056353i,0.00072197-0.00030971i,0.00044951-0.00023848i,6.2378e-05+8.9704e-05i,0.00031435+0.00014146i,0.00023935-8.5555e-05i,0.00028277+8.5968e-05i,-2.2526e-05+8.7098e-05i
-2.1668e-05-0.00038231i,-0.00013693+4.7522e-05i,-0.00077095-0.00019705i,-0.0018755-4.6462e-06i,-0.0010501+0.00042317i,0.00031678+0.00028338i,0.00031855-0.00020812i,-0.00038037-0.00047795i,-0.00070135-0.00030924i,-0.001066+0.00013539i,-0.00099118+0.00035046i,-0.00024898+0.0001888i,-0.00029958+0.00050082i,-0.00066752+0.00070264i,-0.00050196+0.0004594i,3.3831e-05+0.00058782i,0.0008647+0.00067035i,0.00037694+5.1659e-05i,-0.00016254-0.00040761i,4.8714e-05-0.00011906i,0.00016804-0.00063642i,0.00032077-0.00079958i,0.00030732-9.7889e-06i
-3.9747e-05-0.0033077i,-0.0015956-0.0023155i,-0.003494-0.001324i,-0.0043672-0.00050795i,-0.0033069+0.00067896i,-0.0009419+0.00056802i,-0.00039666-0.00083274i,-0.00074653-0.0016812i,3.9479e-05-0.001157i,0.00053169+0.00012433i,0.00032986+0.0008156i,0.00018443+0.0010509i,-0.00020278+4.5651e-05i,-0.00057606-0.00064533i,-0.0002016-0.00022285i,0.00056966-9.9726e-05i,0.00093478-0.00019796i,0.0005853-0.00046523i,-0.0002782-9.2083e-05i,-0.0014387+0.00016421i,-0.0018043-0.00010095i,-0.00077336-0.00023873i,0.0002149+0.00051346i
5.8736e-06-0.00067493i,0.0004536+0.00017697i,0.0013918+1.3802e-05i,0.0014467-0.0002566i,0.00073503+0.00069439i,0.00052229+0.0016789i,0.00031514+0.00092488i,-5.4211e-05+2.0695e-06i,-0.00010893+0.00043089i,-0.00022146+0.00050255i,-0.00044112+4.8207e-05i,-0.00063073+0.00047162i,-0.0007273+0.00060402i,-0.00040442+0.00011006i,-0.00051004-0.00038216i,-0.00070871-0.00074257i,-4.2915e-05-0.00072709i,-3.8263e-05-0.00033149i,0.00019181+0.00027281i,0.0006511+0.0010178i,0.00029294+0.00069515i,-4.9037e-05-6.9973e-05i,-0.00033653+0.00017067i
0.00017985+0.0018709i,0.00023777+0.0011245i,0.00034816+0.0013041i,6.4815e-05+0.00054213i,-0.00070376-0.00054668i,-0.00036167-0.00046785i,0.00023388-0.00077542i,-0.00047825-0.00087169i,-0.00014169+0.0001853i,0.00053589+0.00056664i,1.9689e-05-0.00025395i,-0.00091653-0.00072838i,-0.00094696-0.00095091i,8.6298e-05-0.00022623i,0.00056817+6.0889e-06i,0.00014022-0.00010545i,0.00057566-0.00012814i,0.0012559-0.00077293i,0.00070301-0.0011421i,-3.6319e-05-0.00066122i,6.6082e-05+0.00047283i,0.00050162+0.00053802i,0.00082761+6.7364e-05i
0.003374+0.00084529i,0.0041254+3.4963e-05i,0.004719+7.4413e-05i,0.0032071+0.00060363i,0.0016055-0.00028005i,0.00016857-0.0007814i,-0.0008794-0.00021035i,-5.5153e-05-0.00060119i,0.00015208-0.00080591i,-0.00065275-0.00043901i,-0.00051479-0.00031393i,0.00036694+0.00014271i,1.1377e-05-2.7334e-05i,0.00012898-0.0002388i,-0.00026682+0.00051077i,-0.00039019+0.00055724i,-3.2237e-05-0.00010876i,-6.2955e-05-0.0011641i,0.00060902-0.0010497i,0.0002551+0.00021706i,-0.00043932+0.00062552i,8.7216e-05+0.00052886i,0.00070601+9.1903e-05i
-0.00077393+0.0010213i,-0.0011715+0.0016626i,-0.0012219+0.002225i,-0.0017151+0.0026047i,-0.00079885+0.0028294i,0.00034968+0.0019014i,0.00040169+0.0003456i,0.00054327+7.143e-05i,0.00020523-4.1136e-05i,-0.00040754-0.00010365i,-0.0003903+0.00016314i,-0.00010303+0.00063629i,0.00023179+0.00043426i,0.00043109-0.00060589i,0.00049167-0.00066379i,0.00023546-0.00044596i,4.4842e-05-0.0006659i,6.539e-05-0.00016937i,-0.00047143-0.00011854i,-0.00061585-0.00054943i,-0.00034271-0.00029102i,-8.3489e-05+7.5288e-05i,0.0005158+0.00034543i
0.00012872-0.003175i,-0.00020199-0.003736i,-0.001914-0.0033769i,-0.0025218-0.0020721i,-0.0017073-0.00092824i,-0.00032557-0.00041949i,0.00010004-0.00050557i,5.277e-05-0.00079042i,-0.0003592-0.0011453i,-0.00032085-0.00084191i,0.00044531+0.00028058i,0.0010942+0.0009892i,0.00061317+0.00073082i,0.00078973+0.0005748i,0.0014122+0.00034751i,0.00074216-1.887e-05i,-0.00041731-0.00036962i,-0.00075027-0.00087908i,0.0002759-0.00081587i,0.00061926-0.00034825i,-7.9548e-05+0.00010946i,9.9399e-05+0.00073416i,0.00036282+0.0010392i
-0.00045484-0.00058214i,-0.00060237+0.00018759i,-0.00017946+0.0016862i,-0.0010129+0.0020765i,-0.0011752+0.0011622i,0.00026406+0.00088611i,0.00096557+0.00084969i,0.00069041+0.00022164i,0.0004176-0.00042374i,0.00012387+6.1811e-05i,0.00045906+0.00099649i,0.00074266+0.0014423i,0.00083151+0.00044482i,0.00090316-0.00093106i,0.00032548-0.00071627i,-5.2435e-05+0.0002613i,4.7716e-05+0.00033581i,0.00022434-0.00053164i,0.00028362-0.0018014i,-0.00044293-0.0017081i,-0.0011493-0.00051014i,-0.0007613-0.00018052i,0.00065815-0.00018943i
-0.0017272+0.0012777i,-0.0017043+0.0009718i,-0.0010076+0.0020027i,-0.00045256+0.002098i,0.00037373+0.0019547i,0.00023301+0.0012283i,-0.00023058+8.3241e-05i,0.0005352-0.00033798i,0.00069978+0.00024384i,0.00026736+0.00057445i,0.00039686+0.00011006i,9.2085e-05-0.00031773i,-0.00024381-0.00011115i,-0.0003294-0.00030179i,-0.00033496-0.0003565i,-0.00043474+0.00012237i,-0.00032241+0.00048146i,-0.00030584+0.00024502i,-0.00011789-5.5259e-06i,-0.00030195+3.6921e-05i,-0.00082123-5.6485e-05i,-0.00052494-0.00030875i,0.00021543+0.00020503i
-0.00044268+0.0011048i,-0.00069125+0.00056181i,-0.00066684+0.00067798i,0.00048446+0.001863i,0.0013878+0.001352i,0.001082-0.0002661i,0.00037561-0.00047105i,0.00040848+1.4514e-05i,0.00012004+0.00063064i,-0.00011002+0.0010678i,0.00040115+0.00034719i,0.00069853-0.00046802i,0.00032864-8.3656e-05i,-0.0004532+2.1523e-05i,-0.00033981+0.00061197i,2.8794e-05+0.001225i,9.3426e-05+0.0006029i,-0.00043845+0.00025883i,-0.00057618-0.00019856i,-0.00011286-0.00071358i,-6.3909e-06-0.00062145i,3.9605e-05-2.7885e-05i,4.5742e-05+0.00066479i
0.0022116-0.0037187i,0.002096-0.0039036i,0.00056337-0.0036435i,-0.0023129-0.0027593i,-0.0040242-0.0016229i,-0.0032308-0.00014464i,-0.0017092-0.00011447i,-0.0005166-0.00067095i,-0.00016022+9.9239e-05i,-0.00058998+0.00059962i,-0.00029876+0.00075231i,-4.1847e-05+0.00078031i,0.0003806+0.00013112i,0.00062941+7.4506e-05i,0.00048824+0.00011757i,0.00044979+3.9315e-05i,0.0010848-0.0001726i,0.0012909+0.00031095i,0.00060417+0.00040853i,0.00059594-0.00028069i,0.00022839-1.0524e-05i,-0.00010287-0.00023955i,0.00012764-0.00038234i
0.0013207-0.00079466i,0.0011625-0.00041731i,0.0012188+0.00069407i,0.00017711+0.00099848i,-0.00058948+0.0012074i,-0.00037014+0.0016412i,0.00029851+0.00061199i,0.00050029-0.00031416i,-0.00014871-0.0005214i,-0.00061191-0.00033189i,-0.00044846+9.3904e-05i,-0.00013749+0.00049906i,-0.00033383+0.00024792i,-0.00048791+0.00013781i,-6.7551e-06+0.00074691i,-0.00031993+0.00018091i,-0.00099078-0.00030283i,-0.00037851-0.00037002i,0.00018632+0.00016696i,-0.00041467+0.00029527i,-0.00091751-0.00053638i,-0.00021108-0.00074643i,0.00069329+0.00022737i
0.0019267+0.0014898i,0.001376+0.0018157i,0.0022427+0.001771i,0.0030513+0.00044551i,0.002254-0.00099805i,0.00094708-0.0011647i,0.00010861-0.0012179i,0.0002853-0.0015706i,0.00072219-0.0011467i,3.7604e-05-0.00044676i,-0.00081682-0.0005757i,-0.00098042-0.00044416i,-0.0010364+0.00015286i,-0.0017118+0.000423i,-0.0016746-3.2742e-05i,-0.00070063+0.00022809i,-8.2562e-05+0.0013314i,0.00017807+0.0016415i,0.00021235+0.00086393i,-0.00032924-0.00053437i,0.00025517-0.0010979i,0.00057761-0.00063259i,-0.00033213+0.0003566i
-0.0015947+0.00021313i,-0.0013672+0.00061757i,-0.0010378+9.6099e-05i,-0.0011675+0.00023863i,-0.0013916+0.0011956i,-0.0009772+0.0011122i,5.1351e-05-0.00020163i,0.0005892-0.00050791i,0.0001852+0.00063124i,-0.00012248+0.00054181i,-0.00028695-0.00023422i,-0.00013985-0.00064147i,0.00012339-0.00065531i,0.00046035-0.00038104i,0.00029844-0.00030194i,0.00038204-0.00023137i,0.00061563-0.00040644i,0.00073836-0.0002678i,0.00049313-0.00049063i,0.0004259-0.0011402i,0.00025665-0.00099396i,0.00019524-0.0004954i,-0.00051315-0.00045744i
-0.00077864+0.0020792i,-0.00038202+0.00053932i,0.0012986+0.00087467i,0.0022337+0.0023737i,0.001388+0.0019207i,4.1904e-05+0.00041174i,0.00033053+2.8634e-05i,0.00038186-0.00021711i,2.3948e-05+0.00022836i,2.3072e-05+0.00065242i,-2.9342e-06-0.00010323i,0.00010263-0.00090549i,-0.00023287-0.001238i,-0.00055581-0.00065537i,-0.0001839+0.00077805i,0.0007123+0.0012724i,0.0010688+0.0010651i,0.0006453+0.0002855i,0.00041101-0.00033i,0.00023598-0.00027892i,0.00013499+6.3899e-05i,0.00011219+0.0003166i,0.00042355+8.2195e-05i
-0.00064447+0.001442i,-0.00066345+0.00149i,-0.00063074+0.0021295i,-2.4495e-05+0.0023242i,0.00067479+0.0017034i,0.0008369+0.0014928i,0.00020991+0.00050878i,-0.00023494-0.00067206i,-0.00023778-0.0010248i,-0.00030848+5.1131e-05i,-0.00038104+0.00059693i,-0.0004191+0.00032361i,-0.00011895+1.859e-06i,0.00055296+0.00019215i,0.00082761+0.00062459i,0.00053342+0.00048895i,1.5724e-05+0.00011213i,0.00040354+0.00033527i,0.00048821+0.00037589i,-0.00023314-0.00027996i,7.4412e-05-0.00067999i,0.00087487-0.00041755i,0.00091454-0.00021646i
8.9814e-05+0.0012043i,0.00027086+0.00022627i,-0.0010429-0.00014844i,-0.0012986-0.000486i,-0.00056165+0.00058333i,-0.00020083+0.001257i,-0.00060336+0.0005359i,-0.00027776-0.00054692i,0.00014371-0.0005848i,0.00037807+0.00091868i,0.00088772+0.0012743i,0.00080645-8.2744e-05i,0.00060854-0.0013414i,0.0005521-0.0011578i,-7.6838e-05-0.00049997i,9.3577e-05-0.00036105i,0.00084813-0.00055778i,0.000828-6.7742e-05i,0.00067401+0.00049947i,0.00050091+0.00044342i,-0.00033477+0.00020903i,0.00015866-0.0001183i,0.0012997+0.00010272i
-0.00036002-0.0011404i,-0.00073758-0.00082575i,-0.00055595+2.476e-05i,-0.0012956+0.00050772i,-0.0011189+0.0015763i,-0.00052478+0.0013738i,-0.00014144-0.00030475i,0.00027644-0.0014811i,0.00074306-0.0011553i,0.0010405+0.00012324i,0.00078137+0.00057879i,0.00047676+0.00042277i,7.362e-06+0.00057204i,-0.00021081+0.00047819i,-1.8897e-05+0.0001805i,-0.00031173+0.0001813i,-0.0004143-0.00042825i,0.00032011-0.00079944i,0.00051128-0.00031289i,0.00011771-0.00047561i,0.00028781-0.00078597i,0.00051841+0.00012083i,0.00031258+0.00087411i
-0.0021353-0.00062426i,-0.0016054+0.00021695i,-0.0024495+0.0020863i,-0.0012678+0.0028245i,0.00021291+0.0025485i,0.00079997+0.0014288i,0.0012508+0.0008126i,0.00094129+0.000538i,0.00028419+0.00043302i,3.8593e-05+0.00077272i,0.00028743+0.00042395i,0.00042601+4.328e-05i,0.00015341+0.00036768i,3.8877e-05+0.00055844i,0.00039177+0.00023375i,0.00026235-0.00015144i,-0.00011485-0.00037385i,0.00031186-0.00050072i,-7.3897e-05-0.00049089i,-0.00064565-0.00054285i,-0.00020205-0.00056708i,-0.00024657+6.4213e-05i,-0.000297-1.4391e-05i
0.0021656+8.38e-05i,0.0013495-0.00015179i,0.0010558-0.00043245i,0.00083395-0.00082473i,0.00027703-0.00022444i,-6.4874e-05-9.746e-05i,0.00039111-0.001184i,0.00026532-0.0016091i,5.6362e-05-0.0015526i,0.00078365-0.0010479i,0.00090098-0.0011815i,0.00041063-0.00049848i,-0.00029726+0.00071782i,0.00028533+0.0011764i,0.00034842+0.0010173i,0.00049706+0.00010205i,0.00081234+7.5647e-05i,0.00034061+0.00037062i,0.00077514-0.00061717i,0.00087514-0.00039285i,0.00038083+0.00045303i,0.00064924-0.00018271i,0.00090613-0.00020892i
0.0021864-0.00053333i,0.0015768-0.00012991i,0.0015674-0.00024655i,0.0012317-0.00051969i,0.00051712-0.00067955i,0.0010937-0.00042122i,0.001161-0.0010317i,0.00061755-0.0012765i,0.00077512-0.00072762i,0.00062892+0.00027917i,0.00021442+0.001441i,-0.00030707+0.0008189i,-0.00021527+5.0646e-05i,0.00058533+0.00014674i,0.0013466+0.00075504i,0.0013043+0.00094644i,0.00062005-0.00038798i,-0.00012418-0.00087541i,-0.00076138-0.00050261i,-5.9091e-05-0.00075006i,0.00019851-0.00027263i,0.00021084+0.00054986i,0.00038202+0.0006531i
-0.00062994-0.00073675i,-0.00063205-5.8813e-05i,3.0416e-07+0.00048486i,-0.00017304+0.0011475i,9.582e-05+0.0017732i,0.00098949+0.0013557i,0.0012874+0.00038459i,0.00095041-0.00055213i,0.00017927-0.00088352i,0.00015279-0.00050993i,0.00042663-0.00038994i,-0.00017698-0.00074358i,-0.00017203-0.00076365i,0.00022426-0.00044106i,-0.00018604+0.00028782i,5.942e-05+0.00058991i,0.00063904-0.00020719i,0.0009013-0.00089347i,0.00129-0.00051792i,0.00048984-0.00013566i,-0.00018231-0.00012676i,-0.00055871-0.00029668i,-0.0013862+0.00010073i
0.0001041-0.0023887i,-0.00037147-0.0015532i,-0.00043269-0.0018883i,-0.0015702-0.0011958i,-0.0013661+0.00058995i,-0.00085935+0.0011692i,-0.00030875+0.00011453i,0.00012818-0.00043726i,-0.00030651-0.00073866i,-0.00078569-0.00047277i,-0.00065789+0.00021131i,-0.00028559-0.00023339i,0.0004461-0.00032866i,2.6908e-05+0.00020771i,-0.00059699+0.00022301i,0.00021626-0.00076516i,0.0015567-0.0010768i,0.001081-0.00029389i,-0.00036767+0.00021205i,-0.0001879+0.00048955i,0.00016547+0.00023616i,-0.00014835+0.00022684i,0.00015002+0.00096837i
-0.0022149-0.00030083i,-0.0026401+0.00031791i,-0.0023402+0.0004227i,-0.0011958+0.00080174i,-0.0011248+0.00077742i,-0.00083616+0.00041428i,-0.0010207-0.0006239i,-0.0013558-0.00071812i,-0.00052722+5.2075e-05i,-0.00027779+0.00088673i,-0.00058592+0.00054755i,-0.00017597-0.00016021i,0.00031762+0.00017584i,0.00042056-0.00010126i,0.00018493-0.0006206i,-5.5593e-05-0.00056999i,-0.00035254-0.00014549i,-0.00051262+0.00037067i,-0.00020064+0.00068983i,-5.5336e-05+0.00029353i,-0.00037518-0.00024504i,-0.00059263-0.00054443i,-0.00030254-0.00026048i
-0.0015209+0.0014398i,-0.0010437+0.0019229i,-0.0014301+0.0016279i,-0.00094805+0.0021156i,-0.0001499+0.0019983i,5.016e-05+0.00052625i,0.00016361-0.00051311i,0.00018156-0.00074004i,-2.7317e-05-0.00043978i,-0.0001128+0.00022585i,0.00010794-0.00019415i,0.00063249-0.0010863i,0.00026292-0.0010711i,-0.00097972-0.00040028i,-0.00051613-0.00014841i,-0.00038092+0.00044312i,-0.0004963+0.0010675i,-0.00021187+0.00033452i,0.0002734+9.0693e-06i,0.00086035+0.00032919i,0.00073525+0.0001197i,0.00019012+8.3172e-05i,-0.00016406+0.00028078i
0.0015758+0.00031177i,0.00057965+0.0011141i,0.0008564+0.0010996i,0.00065979+0.00030651i,0.00034252-0.0005971i,0.0011027-0.000585i,0.0016978-9.802e-05i,0.00085377-0.00024456i,0.00027132-0.00085259i,2.6968e-05-0.00020081i,-0.00056434+0.00072789i,-0.00054379+0.00018115i,0.00041656-0.00048515i,0.001128-0.00018016i,0.00089187+0.00057663i,0.00018838+0.0012219i,-0.00031964+0.00069837i,-0.00055228+0.00010038i,-0.00078981+0.0001533i,-0.00055231-0.00033149i,0.00023651-0.00088983i,0.00079922-0.00055501i,0.0007431-0.00065855i
0.00086806+0.00030591i,0.00087043+0.00057683i,0.00080166+0.0004862i,0.0010048-0.00013152i,0.00093455-0.00012144i,-0.00019811-0.00038094i,0.00037748-0.00096652i,0.0010665-0.00071093i,0.00041405+2.9355e-05i,-0.000224+0.00092382i,-0.00028333+0.00098731i,0.00019996+0.00053473i,0.00063718+0.00085064i,-0.00018124+0.00047959i,-0.00046858+0.00011416i,0.00037699+0.0004772i,0.00091907+0.00093333i,0.00032423+0.00051166i,-0.00010145-0.00039433i,0.00061662+1.0969e-05i,0.0003657+0.00033397i,-0.00049987+0.0002553i,-0.00040627+0.00041752i
-0.0018542-0.00017474i,-0.0011392+0.00093315i,-0.00082304+0.002191i,-0.0016106+0.0032847i,-0.0010957+0.0027539i,0.00075965+0.0012764i,0.0016991+0.00064406i,0.0012987+5.2221e-05i,-2.3385e-05-0.00015839i,-7.4353e-05+0.00074504i,6.2768e-06+0.0010902i,-0.00046648+0.000246i,-8.4694e-05-0.00050845i,7.4823e-05-0.00075179i,-0.00047753-0.00055699i,-0.00027081-0.00027632i,3.9454e-05-3.9737e-05i,-8.0027e-05+0.00025996i,4.6993e-05-0.00021868i,-0.00027951-0.00023627i,-0.00050101+1.7526e-06i,-0.00047028+0.00054442i,-0.00047127+0.00063123i
4.6258e-05+0.00089521i,0.00056122+0.00074082i,0.00052387+0.00072902i,0.0011018+0.0012787i,0.0015495+0.0014535i,0.00091065+0.00046313i,0.00021102-0.00047075i,-0.00013599-0.001259i,-0.00068039-0.0012043i,-0.0010012-0.00032257i,-0.00049086-0.00023835i,-0.00026699-0.00055685i,0.00022179-0.00040841i,0.00059358-0.00011084i,-0.00017014+5.6917e-05i,-0.00091665+7.5906e-05i,-0.00040204-0.00017152i,0.0001156-0.0001963i,-0.00021421+0.00039765i,-0.00053286+0.00049297i,-0.00068088+0.0004268i,-0.00063326+0.00057973i,-0.00055519+0.00039768i
-0.0006239+0.00042582i,-0.0014646+0.001407i,-0.0021807+0.0035675i,-0.0023351+0.0039923i,-0.0012585+0.0025815i,-0.0009811+0.0013154i,-0.00086616+0.00011025i,-0.00052831-0.00061158i,-0.00032231+7.5432e-05i,0.00048189+0.00051053i,0.0007722+8.6146e-05i,0.00021108-0.00067683i,0.00010884-0.00052968i,-0.000141-0.00037796i,-0.00033794-0.00094608i,0.00022631-0.0011069i,-6.862e-06-4.884e-05i,-0.00059801+0.00036639i,0.00039009-0.00030619i,0.0010806+0.00023433i,0.00059023+0.0010121i,0.0004176+0.00085703i,0.00035364+0.00070516i
-0.0010697+0.00038106i,-0.00018309+0.0010347i,-0.00055663+0.0013477i,-0.0011501+0.0010014i,-0.00055287+0.00069201i,0.00029592+0.00030674i,0.00090363-0.00078307i,0.00076496-0.0015821i,0.00036869-0.00073502i,0.00037904+0.00076857i,0.00029433+0.00080828i,0.00024325+0.00080116i,-0.0001464+0.00034901i,-5.7832e-05-0.00071836i,-6.0031e-05-0.001022i,-7.7129e-05-0.00064377i,0.00026409-0.00021252i,8.2606e-05-0.00017657i,5.5165e-05+3.1261e-05i,0.00015939+0.00076558i,5.4257e-05+0.00090236i,-0.000375+0.00016251i,-0.00022091+6.0477e-05i
0.0012598-0.00081775i,0.00091977+0.00046932i,7.0626e-05+0.0012149i,-6.8663e-05+0.0011582i,-0.00030343+0.0018182i,0.00025599+0.0024658i,0.00055094+0.0013947i,-0.00017281-9.5646e-06i,-0.00021219-2.5263e-05i,-0.00050609+0.00096884i,-0.0007974+0.0014385i,-8.3913e-05+0.00086644i,0.00090217+0.00040081i,0.0013051+1.6328e-05i,0.00063463-0.00064747i,0.00032613-0.0007803i,0.00035156-0.00030891i,0.00018415-0.00075917i,-1.2131e-05-0.00075141i,-0.00019451+0.00026519i,-0.00071408+0.00063976i,-0.00072542+0.00091457i,5.1262e-05+0.00081925i
-0.0026352-0.00071813i,-0.0023692-0.00045723i,-0.0026642-0.00016336i,-0.0017705-4.7474e-06i,-0.00024573+0.00058297i,0.0012548+0.0002022i,0.00083685-0.00039514i,-0.00034732-0.00060266i,-0.00039408-0.00077673i,0.00010198-0.00074813i,0.00067299-0.0005471i,0.00057279-0.00094824i,0.00058611-0.00075477i,0.00088753-0.00084744i,0.00048172-0.0012414i,0.000325-0.00082149i,0.00062293-3.8565e-06i,8.2831e-05+0.00070372i,-0.00038056+0.00090434i,-6.9798e-05+0.00029345i,0.00018315+6.6681e-05i,-3.9235e-05+0.00019709i,-0.00020614+0.0003718i
0.0013461-0.0036469i,0.00097546-0.0034772i,-4.0483e-05-0.0034198i,-0.0014458-0.0015168i,-0.0025631+0.00024855i,-0.0017336+0.00083964i,-0.00066616+0.00012244i,0.00012039-0.00066963i,0.00032786-0.0011425i,-0.00031832-0.0015224i,-0.00056793-0.00057044i,-0.00018101+0.00034672i,9.7605e-06+0.0011473i,9.8581e-05+0.0012852i,0.00020948+0.0006396i,0.00074808+0.00061016i,0.00067257+2.6936e-06i,-0.00077307-0.0010122i,-0.00074378-0.0010503i,-0.00014447-0.0011087i,-0.00050421-0.0013314i,-0.00015469-0.00088824i,0.00041558+0.00021346i
0.00038591+0.0019953i,0.0001728+0.0021659i,0.00087442+0.0028832i,0.0017079+0.0029615i,0.0014803+0.0023087i,0.00067154+0.0016338i,9.5118e-05+0.00063098i,-0.00036084-6.5228e-05i,-0.00066314+0.00047992i,1.9925e-06+0.00066974i,0.00038795+0.00061032i,-0.00031338+0.00065186i,-0.00097884+0.0004374i,-0.0014455+0.00036287i,-0.0012822-8.7772e-05i,-0.00083019-7.0386e-05i,-0.00081268+0.00046974i,-0.00067041+0.00033634i,-1.0189e-05-1.1532e-05i,0.00034763+0.0008446i,-0.00017739+0.0012964i,-0.00014567+0.00092961i,-0.00013491+0.00036129i
0.00051054-0.00057664i,-0.00025916-0.00043766i,-0.00058902-8.4689e-05i,-0.0013999+8.6607e-05i,-0.0014491+0.00020985i,-0.00087389+0.00043512i,-0.00062628+0.00034592i,-0.00018589-0.00028196i,-2.7533e-05-0.0007552i,5.6402e-05-0.00090961i,-2.861e-05-0.00027736i,0.00026319+0.00065151i,0.00072287+0.00048555i,0.00040928-4.6918e-05i,-0.00027227-0.00046509i,-1.5017e-05-0.00091509i,0.00042646-0.00086906i,8.9292e-05-0.00067686i,-0.00044555-0.00045786i,-0.00033819-0.00026054i,-0.00061044+0.00023854i,-0.0011379+0.00038292i,-0.00093481-8.3238e-05i
0.0009868-0.001051i,0.00055461-0.00109i,-0.000353-0.0013893i,-0.0014172-0.0012684i,-0.0017875-0.00040768i,-0.001782-0.0001153i,-0.0011683-0.00038683i,-0.00022969-0.00045429i,6.2376e-05-0.00080926i,0.00037835-0.00062758i,0.00012126-0.00022821i,7.9294e-05+0.00014269i,0.00052759-3.5763e-05i,0.00071863-0.00075201i,0.0010744-0.00084253i,0.00044517-0.00021954i,-0.00084+0.00014649i,-0.00082462+1.6013e-05i,-0.00020775-0.00018117i,0.00011594+0.00034553i,0.00010015+0.0012575i,0.0001498+0.00041867i,0.00031241-0.00061067i
-0.00058067-0.0027921i,-0.00051609-0.0026944i,-0.00068675-0.0018653i,-0.0014234+0.00026579i,-0.0020884+0.0015448i,-0.00039321+0.0012376i,0.0012867+0.00077153i,0.0008798+8.9195e-05i,1.7526e-06-0.00024425i,0.00020006-0.00017915i,0.00098342+0.0002518i,0.0015573+0.00048823i,0.0012718+0.00067292i,0.00042888-0.00011157i,0.00089677-0.0008016i,0.0010563-0.00010241i,0.00022641+4.8315e-05i,-0.00042129+9.575e-06i,-0.0010449+0.00030528i,-0.00066552-0.000314i,0.00010016-0.00068694i,-0.00090322+5.9506e-07i,-0.0015949+8.3042e-05i
-0.00042841+0.0023353i,-8.2864e-08+0.0022524i,0.0017395+0.002095i,0.0026166+0.002039i,0.0022234+0.00092132i,0.0011315-0.0001596i,8.3394e-05-0.00080255i,0.00015739-0.00072239i,0.00025724+0.00026273i,0.00037168+0.00044445i,0.00026803-0.00015414i,-0.00039027-0.0002983i,-0.0011521+4.6509e-05i,-0.00081473+0.00033695i,-3.8505e-05+0.00083621i,-0.00010492+0.00077023i,-0.00023083+0.00039839i,0.00026198-3.3075e-06i,0.00028902-0.00030992i,0.00013243-0.00057207i,-8.6052e-05-0.0002239i,-0.00031637+6.53e-05i,-0.00079329+0.00035111i
-0.00067729+0.00098585i,-0.00073232+0.00052872i,-0.0012004+0.0011898i,-0.0012977+0.0013516i,-0.00082172+0.00056854i,-0.00054847+0.00055069i,-0.00026164+0.00019994i,-0.00023328-0.00026136i,-0.0004221-0.00030053i,-0.00040602+0.00031827i,-0.00022643+0.00053095i,-0.00032181+2.9774e-05i,5.9948e-05+0.00066163i,0.00045539+0.00053891i,0.00065395-0.00068602i,0.00080804-0.00040429i,6.4135e-05+0.00022891i,-0.00039832+0.00078547i,-0.00014599+0.00032604i,-5.0282e-05-0.00012464i,0.00029154+0.00018686i,0.00023998+0.00012992i,-0.0003003+4.0734e-05i
-2.8289e-05+0.00034976i,-0.0010007+0.0012419i,-0.0011438+0.00073437i,-0.0015145+0.0006436i,-0.0017092+0.0011653i,-0.0011249+0.00091028i,-0.0004768+0.00024979i,-1.0102e-05+0.00023735i,0.0006689-6.2198e-05i,0.00094754-4.112e-05i,0.00017217+0.00048435i,-0.00022344+0.00068312i,0.00032302-0.00040273i,0.00050929-0.00077384i,7.4658e-05+0.00070607i,-0.00014011+0.00087711i,0.00016412+0.00014745i,0.00046806+6.9621e-05i,-3.9801e-05+0.00064144i,-0.00064821+0.00058219i,3.8606e-05+0.00011414i,0.00054925-0.00030162i,-6.2679e-05-8.1317e-05i
0.0016828-6.642e-05i,0.0012631-0.00044515i,0.00014387-0.001611i,-0.00064295-0.0013339i,0.00035848+9.7518e-05i,0.00058141+0.00031982i,0.00097078+8.4088e-05i,0.00099712+0.00072445i,0.00081292+0.00068878i,0.00056667+0.00043167i,3.1722e-05+0.00067309i,-0.00048715+0.00076439i,-0.00079145+0.00073369i,-0.00023161+0.00030142i,-0.00020103-0.00058406i,-0.00064135-0.00039549i,-0.00011348-0.00032313i,0.000416-0.0011147i,0.00062938-0.0010829i,1.6425e-05-5.463e-05i,4.0461e-06+0.00044398i,0.00015772+1.5753e-05i,-0.00043124-0.00024008i
