0.0003612+4.9703e-05i,0.0017351-0.0010557i,0.0018287-0.0017093i,-5.3091e-05-0.0019816i,-0.0018415-0.0011635i,-0.0018839+0.00013164i,-0.00059817+0.0004542i,0.00051083+0.00075608i,0.00086384+0.00081158i,0.00050989-4.7539e-05i,0.00065923+0.00014502i,0.0012057+0.0010287i,0.0013453+0.00055458i,0.00085825-0.00041386i,0.00029172-0.00023612i,0.00017074+0.00038718i,0.00026837+0.00040507i,0.0002881-3.6571e-06i,4.7472e-05+7.8003e-05i,-0.00029891-0.0001609i,-0.00050321+0.00017253i,-0.0011278+0.00050962i,-0.0012288-0.00041749i
0.0018642-0.00064761i,0.0024832-0.0002586i,0.0018557-0.00090643i,0.00037016-0.0012561i,-0.0011353-0.0011396i,-0.00067107-0.00073198i,0.00052816-8.775e-05i,8.1687e-05+7.6382e-05i,-0.00047543+0.00041011i,-2.567e-05+0.00060297i,0.00072844+0.00048738i,0.00066104-0.00058461i,0.00098095-0.0012862i,0.0010029-0.0011986i,0.00018484-0.00087055i,-0.00021972-0.00065912i,-6.5062e-05-0.0011345i,-3.2134e-06-0.00065088i,-0.00028292-0.000291i,8.8135e-05-0.00017613i,0.00020965+0.00053805i,-0.00026043+0.00021266i,-0.00088377-0.00058748i
-0.0029415-0.0010219i,-0.0020213-0.00055194i,-0.002761+6.3021e-05i,-0.0029142+0.00090295i,-0.0011821+0.0012374i,0.00019422+0.00024544i,-0.00056364+0.00021456i,-0.0013384+0.00068244i,-0.0011611+0.00068355i,-0.00057187+0.00093777i,-0.00028389+0.00109i,0.00027054+0.00096296i,0.0014504+0.00071779i,0.0022645+0.00041487i,0.0024543+0.00031323i,0.0016785+0.00044823i,0.0013976+0.00068876i,0.0010154+0.0010226i,0.0005053+0.00068971i,-9.1493e-05+0.00028938i,-0.00051491+0.00038652i,-0.00059931+0.00017932i,-0.00052074+0.00042641i
-0.0029047+0.00061524i,-0.0022864-0.00084292i,-0.0020216-0.0001823i,-0.0011876+0.00023276i,-0.00014454-0.00030134i,0.0011989-0.00043408i,0.0013465-0.00044696i,0.0003193-0.00032793i,-0.00027247-0.00012291i,-0.00020599+9.1031e-05i,5.2486e-05-0.00020606i,0.00051771+0.00019355i,0.0012261+0.00072852i,0.0012677+0.00019385i,0.00067949-0.00045455i,0.0003369-0.0004705i,0.00037588-3.8897e-05i,0.0008198-0.00016507i,0.00075-0.00045126i,-0.00031304-0.00044443i,-0.00041458-0.00044319i,0.00037051-8.103e-05i,0.0004649+0.0001374i
0.0013683+0.0002918i,0.00052262+0.000121i,0.00068939-0.00037936i,0.00064293-0.0011141i,0.00078418-0.0015962i,0.00085956-0.0015918i,0.00050268-0.0016357i,8.6153e-05-0.00079544i,-0.00022747+0.00046034i,0.00017874+0.00025396i,0.00094656+7.818e-05i,0.0012539+9.6979e-05i,0.00095575-0.00059484i,0.00051355-0.00031795i,0.0002463-0.0002765i,0.0003254-0.00044855i,0.00019093-0.00011702i,-5.955e-05+4.1359e-05i,0.00047579-0.00018712i,0.00083247-7.2103e-06i,0.00027149+0.00047575i,-0.00026991+0.00072861i,-0.00024211+0.00045574i
-0.003446+0.0010497i,-0.0031521+0.00047071i,-0.0026404+0.0016677i,-0.0013013+0.002839i,-1.7287e-05+0.0032093i,0.00030669+0.0021174i,-4.0371e-05+0.00040962i,-0.0004326+4.3875e-05i,-0.00071541+9.697e-05i,-0.0011702+0.00053422i,-0.00061583+0.0013249i,0.00027252+0.0012345i,0.00066623-0.00023007i,0.00030621-0.00043601i,-0.00035732+0.00066788i,-0.00034115+0.00087475i,0.00022761+9.9907e-05i,0.00036681-0.00025948i,3.4347e-05+0.00026177i,-0.00045075-4.6126e-05i,-0.0008557-0.00049484i,-0.00068449-0.00043511i,-0.00020095-0.00044561i
-0.0029324-0.0010485i,-0.0018503-0.00036088i,-0.0021224+0.00055646i,-0.001691+0.00083067i,-7.4683e-06-0.00030384i,0.00034105-0.001835i,-0.00019265-0.001702i,-0.00041872-0.0007774i,-0.00017982-0.00037096i,0.0011647-0.00018547i,0.00045655-0.0001154i,-0.00077175+0.00038366i,-0.00037672+0.00046922i,0.00085322-0.00015093i,0.0010786-0.00054351i,0.00014409-0.00086842i,-0.00012004-0.00091675i,-6.1888e-05-0.00065597i,0.00033114-0.00082886i,0.00021436-0.00084234i,-0.00070949-0.00021954i,-0.00048693+0.0002916i,0.00081179+0.00081444i
0.0014255+0.001387i,0.0021312+0.00083033i,0.0024397-0.00081008i,0.00086834-0.0015831i,-8.9347e-05-0.0015942i,0.00053226-0.0010522i,0.00096831-0.00043501i,0.00091195+0.00029711i,9.6861e-06+0.000681i,-0.00027784+0.00029306i,2.7608e-05-0.00039091i,0.00015567+1.0332e-05i,0.00057282+0.00036372i,0.00038931+0.00020468i,-0.00032595-0.0004723i,4.1645e-05-0.00086715i,0.00055719-0.00044188i,0.00076635-0.00031321i,0.00074519-0.00012883i,-4.4124e-05+0.00018416i,-0.00076738-0.00022617i,-0.00067068-0.00062833i,3.1447e-05-0.0006234i
-0.00022424+0.00061525i,3.6913e-05+0.0016841i,0.00065392+0.0020011i,0.00083334+0.00081192i,0.00029417+0.00017042i,-0.0007544-0.00034931i,-0.0015022-0.00084555i,-0.00054703-0.00061108i,0.00022807-0.00058586i,0.00058217-0.00017677i,0.0010123+0.0006878i,0.0013393+0.00098148i,0.0010889+0.0014405i,0.00078734+0.0013901i,0.00080104+7.5643e-05i,0.0011594-0.00098852i,0.0010348-0.00090378i,-0.00026862-2.8636e-07i,-0.0010591+9.9573e-05i,-0.00094486+0.00013239i,-0.00079455-0.00010571i,0.00022765+0.00016089i,0.00094088+0.00046328i
0.00077407-0.0020783i,2.1001e-05-0.0019852i,0.0003479-0.0015653i,-0.00029493-0.0006611i,-0.0012052+0.00026522i,-0.00088836+0.00032806i,-0.00021886-0.00043078i,-7.179e-05-0.00019931i,-8.2069e-05+0.00092257i,-0.00015269+0.0015915i,-0.00081445+0.0014004i,5.8637e-05+0.00034218i,0.0012874-0.00030557i,0.0015788+0.00012413i,0.0014002+0.00067864i,0.00093473+0.00023785i,0.00034601+0.000349i,0.00024964+0.0013463i,0.00040111+0.00062227i,0.00040528-0.0001721i,0.00017393+0.00015796i,-0.00038052+0.00029809i,-0.0011446+2.7253e-05i
0.0016117+0.00062768i,0.0020462+0.000117i,0.0012707-0.00025127i,6.1234e-05-0.000196i,-0.00062086-0.00058935i,-0.00039564-0.00086046i,-0.00010545-0.00066866i,2.2024e-05-0.00044771i,-0.00066332-0.00021335i,-0.00062358-0.00019i,0.00035911+0.00021582i,0.00048378+0.00069855i,0.00018715+0.00011841i,-8.9605e-05-0.00022142i,8.7289e-05-0.00050768i,-0.00011524-4.0062e-05i,-0.00065394-0.00022884i,-0.00050436-0.00054951i,6.7817e-05-6.7429e-05i,6.6675e-06+0.00028838i,-0.00079562+6.7237e-05i,-0.00098672-0.00074512i,-0.0005775-0.0003507i
-8.603e-05+0.00093642i,0.00069964+0.0013516i,0.001954+0.0007834i,0.0022904-0.00077083i,0.0014748-0.0008638i,0.00059131-7.765e-05i,0.00066382+0.00050029i,9.1806e-05+0.00056286i,5.1614e-05-7.6688e-05i,0.00033412-0.00091999i,0.0010309-0.00067351i,0.0015089-0.00029478i,0.0012218-0.00077851i,0.00067904-0.0013694i,-0.00042713-0.0010889i,-0.00037797-0.00076637i,-0.00019084-0.00066191i,-0.00042232-0.00058095i,-0.00029487+3.7981e-05i,-0.00032603+0.00092614i,-0.00052405+0.00085728i,-0.00033536+0.00050994i,-0.00017594+0.00041164i
-0.0012574-0.00099558i,-0.00082762-0.001985i,-0.0012014-0.002187i,-0.0014482-0.0016859i,-0.00075881-0.0013208i,-0.000895-0.001411i,-0.0008553-0.0013142i,-0.00076536-0.00085953i,-0.00075322-0.0007089i,-0.00049521+6.135e-05i,0.00028053+0.00064684i,0.00061597+0.00047563i,0.0008447+0.00034567i,0.00089254-0.00071273i,-0.00014163-0.001127i,-0.00057735-0.0003825i,-0.00026655-0.00016902i,4.8997e-05-0.00033778i,0.00047425+0.00030631i,-0.00021817+0.0005522i,-0.00072643+0.00038311i,-0.00048977+3.8309e-06i,-0.00056703-0.00040938i
0.0012919+0.0010814i,0.0015974+0.0012825i,0.001222+0.0010955i,-0.00058509+0.0012284i,-0.0021007+0.00070619i,-0.0022953+1.2427e-05i,-0.0018021-0.00026291i,-0.0010168+4.4469e-05i,-5.7852e-05+0.00016035i,0.00025701-0.00017305i,0.00094221-0.00039372i,0.0016242-0.00016433i,0.0019175+0.00016821i,0.0017871-0.00031327i,0.0011293-1.7482e-05i,0.00045312+0.00057872i,0.0003466+0.00056055i,0.0001448+0.00022575i,-2.0177e-05-0.0001114i,0.00036495-0.00048547i,-0.00016426-0.000949i,-0.00069232-0.00034027i,-0.0005422+0.0002188i
0.0027951+0.0004807i,0.0034458+0.00080515i,0.0044775+6.0608e-05i,0.0031692-0.00084657i,0.0010763-0.0018093i,0.00032346-0.0019143i,0.00011514-0.0011228i,-0.00016987-0.00021171i,9.8016e-05+0.00049395i,0.00014368+0.00036555i,-0.00026212-0.00051584i,0.00014787-0.00107i,0.00031202-0.0010278i,-0.00027235-0.00047282i,-0.00021318-0.0004011i,1.3969e-05-8.2671e-05i,4.9161e-05+0.00057377i,0.00050122+0.00016218i,0.00083549-0.00054861i,0.0003401-0.00070932i,-0.00050265-0.0001373i,-0.00056426-0.00035912i,6.6018e-05-0.0010781i
0.00098943+0.001334i,0.00073952+0.002087i,0.0011694+0.0020568i,0.0012738+0.0011293i,0.0016113-0.00051604i,0.0012502-0.00054127i,0.00029976+0.00028618i,0.00027955+0.00014214i,0.00057226-8.6544e-05i,0.00053486+0.00049789i,0.00087965+0.0011106i,0.0015967+0.0011411i,0.0015727+0.00020418i,0.0010634-0.00059629i,0.0004766-0.00074358i,-0.00011018-0.00076171i,8.8856e-05-0.00012718i,0.0011889+0.00059015i,0.00048776+0.000465i,-0.00030923-1.34e-06i,-0.00023492+0.00018102i,-0.00041899+0.00053264i,-0.0006062+0.00041104i
-1.447e-05-0.0019824i,0.00093888-0.0019793i,0.00077282-0.0018749i,0.0002484-0.0017531i,-0.00018703-0.0010395i,-0.00048583-0.00038486i,-0.0002891-0.00013223i,-0.00037505-0.00013439i,0.00028703-0.00048434i,0.0008649-0.00030847i,0.00023132+0.00033429i,0.00028127+0.00079962i,0.00035708+0.0007819i,0.00016754+0.0004573i,0.00058395-4.0053e-05i,0.00072361+6.4233e-05i,7.8394e-05+0.00058606i,-0.00019801+0.00093773i,-0.00026397+0.00088833i,-0.00033775+0.00039045i,-0.0014532+0.00012712i,-0.0015683-9.9898e-05i,0.00024152-0.00046291i
-3.152e-05-0.0020669i,-0.00051678-0.0019139i,-0.0011495-0.0017889i,-0.0013056-0.0013899i,-0.0012657-0.00068608i,-0.00081836-0.0007039i,0.00017599-0.00054202i,2.5417e-05+0.00029637i,-0.00065703+0.00067041i,-0.00050809+0.00022079i,-0.00025778+9.7934e-05i,9.545e-07+0.00029699i,0.00028558+0.00027952i,0.00047135+0.00035782i,0.00045457+0.00047615i,0.00017694+0.0009834i,-0.00027887+0.00094534i,-4.4797e-06+0.0003039i,0.00036517+0.00022338i,-0.00043343+0.0005221i,-0.0013167+0.00011809i,-0.0012075-0.00029742i,-0.00045608+7.6205e-05i
-0.0022564-0.00067742i,-0.0020259-0.00078712i,-0.0011878+0.00020661i,-0.00021661+0.00046748i,-0.00040638+0.00025848i,-0.00077258-0.00045961i,-0.00064274-0.00089671i,-0.00082992-0.00036321i,-0.0010326+0.00046679i,-0.00040328+0.00079755i,5.8119e-05+0.00059028i,0.00072223+0.00034856i,0.0015142+0.000287i,0.0014275+0.00027188i,0.00064159-0.00052539i,0.00080658-0.0011432i,0.00078371-0.00062901i,9.6552e-05-0.00038531i,-0.00053935-0.00047439i,-0.0007662-3.6014e-05i,-0.00025157+0.00048041i,0.0004407+6.7506e-05i,0.00036649+7.8726e-05i
0.0017133+0.0012632i,0.0021562+0.0015418i,0.0014512+0.0015585i,0.0011925-0.0007033i,0.0017225-0.0017527i,0.0022552-0.0011356i,0.00093099-0.00030656i,2.7721e-05-2.5533e-06i,-2.2443e-06+0.0002733i,5.8764e-05-0.00060696i,0.00051625-0.00060103i,0.00071713+0.00025779i,0.00061625-0.00016341i,0.0010382-0.00030432i,0.00045129-0.00065641i,-0.00027778-0.0008212i,0.00027867+0.00040149i,5.5067e-05+0.0007659i,0.00010213+0.00050258i,0.00071267+0.00046178i,0.00025409+0.00052335i,-0.00050049+0.00010845i,-0.00034063-0.00012825i
-0.0011941+0.00091501i,-0.0018356+0.0011298i,-0.0025446+0.0012581i,-0.0016344+0.00036788i,-0.00023411-0.00048911i,0.00046199-0.00056068i,-0.00018673-0.00018444i,-0.00086319+0.00038751i,-0.00085014+2.8548e-05i,-3.666e-05+0.00032176i,0.00066682+0.0014695i,0.00051814+0.0012337i,0.0008453+0.00054166i,0.0017738+0.00026557i,0.0013321+1.0402e-05i,0.00018426+0.00029054i,-0.00075303+0.00036263i,-0.00089691-0.00012586i,-0.00045381-0.00033112i,-0.00025452+5.9531e-07i,-0.00049831+0.00016146i,-0.00058919-0.00012027i,6.6547e-05-0.0006503i
-0.00033264-0.0028478i,0.00043954-0.0024873i,-0.00013756-0.0014043i,-0.001147-0.00053227i,-0.001072+0.0003972i,3.2136e-05+0.00061992i,-0.00020254+0.0005281i,-0.0010685+0.0007391i,-0.0016924+0.00082598i,-0.0014294+0.00040558i,-0.00030341+0.00059155i,0.00064548+0.00072252i,0.0010614+0.00022256i,0.00060979-0.00029573i,-0.00033953-0.00064223i,-0.0012879-0.00018194i,-0.0018095+0.00020444i,-0.0014058+0.00034403i,-0.0004758+0.00036877i,-9.556e-05-6.829e-05i,-0.00040994-0.00013568i,-0.00068618+0.00027271i,-0.00045188+0.00042824i
4.9386e-05-0.0011755i,-0.00090381-0.0014431i,-0.0025167-0.0018446i,-0.0016777-0.0016205i,3.3808e-05-0.001103i,0.00037698-0.00059725i,-0.00015188-0.00053688i,-0.00042326-0.00091273i,-0.0011842-0.00045203i,-0.0014469+0.00042071i,-5.5134e-05+0.00018584i,0.0006047-0.00050467i,0.00024558-0.00086997i,-0.00022775-0.00041297i,-0.00053429+9.367e-05i,-0.0003935+0.00034064i,-0.00065524+0.0002833i,-0.00056491-0.00042158i,0.00014429-0.00050543i,0.00073562+2.212e-05i,0.00038131+3.9876e-05i,-0.00018283+0.00027874i,0.00017386+0.00030035i
0.00028039-0.00023877i,0.00023455-0.00060684i,0.00055562-0.0016198i,0.00030238-0.0015553i,0.00011256-0.0011923i,0.00019706-0.0011643i,-1.8977e-05-0.0010213i,-0.0005663-0.00071309i,-0.0006744-0.00058886i,-0.00040419+0.00016083i,5.6521e-05+0.00065152i,0.00074423+0.00069382i,0.00058838+0.00080324i,0.00015511+0.00011867i,0.0007+0.00030554i,0.00039899+0.00019016i,6.303e-05-0.00031071i,0.00041627-0.00010113i,0.00012933-0.00010979i,-0.0006646-0.0007329i,-0.00055245-0.0011997i,-0.00053897-0.00062316i,-0.00086241+2.8632e-05i
-0.0011786+0.0030374i,-0.0013197+0.0032946i,-0.00032931+0.0045188i,0.00065124+0.0031876i,0.0015065+0.00099303i,0.0010704-0.00056811i,-0.00011664-0.00068964i,-0.0001525+0.00012315i,0.00012557+0.00019603i,0.00027211-2.7831e-07i,4.3962e-05+0.00010228i,0.00031388+0.00045912i,0.00087054+0.0010299i,0.00054714+0.0010133i,-2.8976e-05+0.00067015i,0.00026497+0.00042107i,0.00074848+0.000538i,0.00072838+0.00065227i,0.00042453-0.00033298i,0.00015286-0.0014688i,-6.4721e-05-0.0011107i,-0.00068106-2.0221e-05i,-0.0011897+0.00027813i
-0.0011059-0.00094487i,-0.0014225-0.001198i,-0.0027594-0.0014177i,-0.0023859-0.00066692i,-0.0011825+0.00057614i,-0.0011458+0.00033367i,-0.00093385-0.00044966i,9.9094e-05-9.5753e-06i,0.00017134+6.6812e-05i,-0.00058682-4.6894e-05i,-0.00019474-0.00025645i,0.00065857-0.00045174i,0.00071208-0.00038499i,0.0013055+0.000473i,0.001074+0.00063439i,-9.1176e-05+0.00046779i,-0.00060779-0.00015024i,0.00014616-0.00076868i,0.0011983+0.00023727i,-2.3068e-05+0.00082415i,-0.00054261+0.00020046i,0.00037397-0.00010247i,5.8216e-05+0.00018198i
0.00035136-0.0013893i,0.00015765-0.0018844i,-0.00040045-0.0026842i,-0.00080524-0.0026063i,-3.126e-05-0.0015273i,0.00023872-0.00052523i,-0.00022444-0.00047301i,-0.00065972-0.00027958i,-5.9164e-05+0.00036847i,0.00051135+3.2261e-06i,0.00078101-0.00079787i,0.00075241-0.0011633i,0.00076395-0.001076i,0.0008827-0.00045606i,0.00039667-8.5833e-05i,-0.00029791+0.00025641i,-0.00010097+0.00071039i,-0.00034437+0.00088119i,-0.0011724-7.2285e-05i,-0.00078137-7.3958e-05i,-0.0001945+0.00018608i,0.00039149-0.00019894i,-0.00015709-0.0001058i
-0.00062751-0.00017318i,0.0003487-6.8484e-06i,0.00040509-0.00021049i,0.00073196-0.00018065i,0.00093926-0.00074782i,0.0011741-0.0013449i,0.00068727-0.00080788i,0.00015228-3.1333e-05i,7.169e-05-0.0001709i,0.00056565-0.00017112i,0.00079751+0.00010311i,0.00076897-2.1581e-05i,0.0012306+0.00016967i,0.0014129+0.00032163i,0.00093774+0.00066138i,0.00082248+0.0015041i,0.00045321+0.00091397i,-9.9274e-05-0.00047028i,-0.00088183-0.0010161i,-0.00093844-0.00085429i,-0.00046693-0.00024535i,-0.00015888-0.00053444i,-0.00030672-0.00056049i
-0.00070855-9.5467e-05i,-0.0013261+1.8433e-05i,-0.001763+0.00040997i,-0.001435-0.00049775i,-0.00063424-0.0010017i,-0.00031885-0.00088139i,-0.00031387-0.00058978i,0.00049439-5.2133e-05i,0.00024527+0.00017571i,-0.00050273+0.00011064i,-4.6746e-05+0.00041754i,0.00073755+0.001315i,0.00033603+0.0011742i,0.00038847+0.00078021i,0.0003765+0.00072332i,0.00067188+0.00024556i,0.0005881-0.00074457i,-0.00048119-0.00057626i,-0.00030158+0.00016178i,0.00026009+0.0001579i,-0.00023825-0.00025405i,-0.00092577-0.00023389i,-0.00055631+0.00056318i
-0.00067472-0.0030861i,-0.00050882-0.0030906i,-0.00020939-0.0027074i,0.00012839-0.0013393i,-6.3102e-06-0.00055286i,0.00067222-0.00018531i,0.00054942-0.00030331i,-0.00037305-0.0011412i,-0.00028328-0.0011818i,0.0002129-0.00011078i,0.00073799+0.00023083i,0.00054857+0.00057932i,-6.0858e-05+0.00065243i,-2.1393e-05+0.00036698i,0.00032644+0.00016075i,-0.00010866-0.0003289i,-0.00053645-0.00048074i,-0.00038527-0.00073933i,-0.00065509-0.00076033i,-0.00034326-0.00066269i,-0.00026458-0.00044765i,-0.00048106-0.00026279i,-0.00060267+0.00019418i
0.0015576-0.00040941i,0.00057634-0.00061617i,0.0006576-0.0004677i,0.00027856-0.00031161i,-0.00016857-0.00092783i,-0.00031138-0.00085657i,-0.000767+0.00014518i,-0.0013801-0.00023572i,-0.0010674-0.00049915i,-0.00049585+0.00045052i,-0.00043705+0.00062915i,-0.00028049+0.00065958i,0.00056359+0.0010631i,0.0006465+0.00055854i,0.00022643-2.0252e-05i,0.00036164+7.2961e-05i,0.00042475+0.00067136i,-0.00061161+0.00063038i,-0.0012294+0.00056907i,-0.00060649+0.00035172i,-0.00063209+0.00010912i,-0.0010598+0.00091295i,-0.00071042+0.0011281i
-0.00044251+0.00012814i,-0.00026075-4.7855e-05i,0.00023541-0.0002651i,-0.0009085-0.0014767i,-0.00089423-0.0024423i,-0.00036266-0.0017713i,-0.00039892-0.00083497i,-0.00037272-3.5818e-05i,-0.00010796+0.00062817i,2.2855e-05+0.0004696i,4.7177e-05-2.4128e-05i,0.00039689+9.2681e-05i,0.000218-0.00030749i,0.00043509-0.00089288i,0.001136-0.00066443i,0.00052149-0.00038903i,-0.00047188-0.00089857i,-0.00048095-0.00058607i,-0.00035262+0.00019132i,-0.00059703+0.00025597i,-0.00053403-1.4176e-05i,-0.00012014-0.00032187i,0.00030088-0.00055906i
-9.6638e-05-0.0021097i,-0.00044895-0.0027879i,0.00033093-0.0017665i,-9.5501e-05-0.00018985i,-0.00076895+6.3039e-05i,-0.0005942-0.00039547i,-0.00080428+0.00022865i,-0.0012292+0.00047385i,-0.00096773-0.00031811i,-0.00010425-0.0013254i,0.00075014-0.0010189i,0.00065646+0.00013437i,-0.00010343-0.00026646i,-0.00022963-0.0010616i,8.184e-05-0.00011112i,3.5972e-05+0.0013515i,0.00017645+0.0013338i,0.00028211+0.0011049i,-0.00079377+0.0010243i,-0.0010319+0.0007666i,-0.00025239+0.00051715i,0.00019172-0.00019932i,0.00015122+0.00015987i
0.0021336+0.00026106i,0.0014495+3.9807e-05i,0.001194-0.00067674i,0.0010486-0.001523i,0.00042369-0.0019968i,-0.00073706-0.0014229i,-0.00096936-0.00019086i,-6.3414e-05+0.00041115i,7.0643e-05+0.00060858i,-0.00052577+0.00023496i,-0.00024688-0.00064275i,0.00041267-0.00099758i,0.00098151-0.00098098i,0.00091755-0.00054966i,0.00096088-0.00042865i,0.00086997+1.2636e-05i,1.8168e-05+0.00021605i,-1.8942e-05+0.0001139i,-0.00028308+0.00023111i,-0.00030135-0.00033812i,-0.00016059-0.00051077i,-0.00077441-0.00014095i,-0.00055536-1.0731e-07i
1.1666e-05+0.00047997i,0.00020823+0.00016715i,0.00086909+0.00018814i,0.0004871-1.8811e-05i,6.0906e-05-0.0001706i,0.00066238+4.8836e-05i,0.00062954+0.00021161i,-0.00066233+0.00058147i,-0.0014219+0.00095188i,-0.00066651+0.00028616i,0.00019504+0.00012189i,0.00082916+0.00015017i,0.001058+1.8116e-05i,0.0011017-0.00068516i,0.00092545-0.00060588i,0.00050069-9.5722e-05i,6.6792e-05-0.00047583i,-9.884e-05-0.00049374i,-0.00042595-0.00026096i,-0.00066831-0.00088456i,-3.8237e-05-0.00086879i,-5.5775e-05-9.4289e-05i,-0.00043085+0.00017428i
0.0015734-0.001139i,0.0010532-0.0014458i,0.0015537-0.0013057i,0.0018883-0.0013077i,0.0015797-0.0011933i,0.00078704-0.00084794i,-2.9341e-05-0.00046866i,-1.4057e-06-0.0006377i,5.095e-05-0.00032639i,-0.00029695-0.00035607i,-0.00022767-0.00055765i,-0.00012199-0.0004515i,0.00076599-0.00091998i,0.0010904-0.00054727i,0.00065269+7.6171e-05i,0.00031968-0.00046001i,-0.00035673-0.00074907i,-0.00097121-0.00013934i,-0.00022353+0.00044925i,0.00060793+0.00046727i,0.00064555+0.00020935i,-0.00021949+4.5187e-05i,-0.0010517-0.00048501i
0.0021287-0.00047086i,0.0015096+6.8898e-05i,0.0011139+0.00087652i,0.0012161+0.00051185i,0.0011688-0.00066957i,0.00086438-0.00072495i,-0.00015292-9.9232e-05i,-0.00043505+0.0003263i,0.00011121+0.0008916i,0.00016824+0.0010502i,-7.3798e-05+0.00091996i,0.00018088-3.0601e-05i,0.00078583-0.00017298i,0.00036938+1.3367e-05i,-0.00058141-7.2398e-05i,-6.824e-05+0.00033765i,0.00041238+0.00067179i,0.0002027+3.8993e-05i,0.00087778-0.00034124i,0.0013611-9.4347e-05i,0.00044066-0.00023658i,-0.00020213-0.00111i,-4.0361e-05-0.0012606i
-0.0010923+0.0024642i,-0.00024917+0.0016669i,0.0015177+0.00083156i,0.001225-0.00070812i,-0.00016361-0.0013737i,-0.00055638-0.001015i,-0.00062913-0.00070199i,-0.0011364-0.00021373i,-0.0015578+1.6685e-05i,-0.0011178+0.00012973i,-0.00032562+0.00018713i,0.0012551-0.00040846i,0.0018733-0.00062534i,0.001296-0.0005488i,0.00055676-0.00032933i,-0.0004349+0.00045603i,-0.00079195+0.00013359i,-0.00063493+2.7139e-05i,0.0001432+0.00038307i,-0.00024591-2.1117e-05i,-0.0010264-0.00034369i,-0.00052401+5.5762e-05i,-0.00033382+0.0001326i
0.00084083+0.00014013i,0.0015971+0.00024538i,0.0011815+3.6608e-05i,0.0015315+6.8664e-05i,0.0022402-0.00023102i,0.0016902-9.7574e-05i,0.00063126-0.00053106i,-0.00050153-0.00038414i,-0.0011729+0.00041379i,0.0002244+0.00021502i,0.0012274+0.00028967i,0.00073469+0.00057671i,0.00086759+0.00075511i,0.0010904+0.00097323i,0.00034939+0.00095222i,-0.00075119+0.00058239i,-0.00055901+0.00028794i,-0.00031861-0.00017062i,-4.1422e-06-0.00050333i,0.00027389-0.00019436i,-0.00052258+0.0009099i,-0.00098421+0.0011518i,-0.00095167-1.2345e-05i
0.00071995+0.00098659i,0.0010094+0.00075213i,0.0013606+0.00036211i,0.00097998+0.00016723i,0.00064915+0.00051861i,0.00011743-0.0001528i,0.00018148-0.00031421i,0.00039186+0.00062724i,-0.0001114+0.00054889i,0.00023285-0.00011376i,0.0011485-0.00069145i,0.0013445-0.00043927i,0.0014339-0.00016411i,0.0010713-0.00057815i,0.00010485-0.00057839i,-0.00075767-0.00019362i,-0.0009981-0.00026276i,-0.0007547-0.00074135i,-0.00077296-0.00078997i,-0.00085133-0.00062452i,-0.0011136-0.00089097i,-0.0014047-0.00035874i,-0.00072489+0.00034589i
-0.00176+0.00077383i,-0.0017106+0.0011476i,-0.0019716+0.0017056i,-0.0005521+0.0010204i,0.0010748+0.00019488i,0.0014811+0.00031953i,0.00045121+0.00013784i,-0.00025635-0.00039851i,-0.00090394-0.00022024i,-0.00049413+2.0761e-05i,0.00043926+0.00076829i,0.00072029+0.0011203i,0.0013397+0.00042727i,0.0016743-0.00099488i,0.00086382-0.0014444i,0.00011442-0.0003392i,-0.00014594+4.1958e-05i,-0.00067406-0.00013992i,-0.0010706-0.00019463i,-0.00093488-0.00019885i,-0.00019662+0.00036367i,-0.00028959+0.00079972i,-0.00028543+0.00044405i
-0.00072393-0.0020567i,-0.0010523-0.0022033i,-0.00077747-0.0029462i,-0.00097267-0.0019225i,-0.0007838-0.0011571i,-0.00039984-0.00091089i,-0.00097829-0.0001575i,-0.0011282+0.00024229i,-0.0008457-0.00030557i,-7.1978e-05-0.00074403i,0.00085449-0.00051388i,0.00063846+3.9866e-05i,0.00038979+0.0004888i,0.00082237-0.00021167i,0.0010463-0.00074735i,0.00032109-0.0006766i,-8.0303e-05-0.00072634i,0.00078735-0.00032009i,0.00088228+0.00030455i,0.00079197-5.479e-05i,0.00059765-0.00089435i,-0.00072385-0.00092795i,-0.0012148-0.00055744i
0.00021315-0.00041956i,0.00067805+3.0778e-05i,0.00015729+0.00055704i,4.4113e-06+0.0007421i,0.00083247+0.001047i,0.00035342+0.001096i,-0.00027043+0.00077804i,0.00023241+0.00044826i,0.00050972+0.00030561i,0.00044345+0.00062298i,0.00045265+0.00044875i,0.00061676+0.00033745i,0.00062319-0.00013991i,0.00076602-0.00042861i,0.0006713-0.0005381i,-0.00016252-0.00056336i,-0.00063966-3.3633e-05i,-0.00054748-3.7036e-05i,-0.00039951-0.00054892i,-0.00025689-0.00046446i,-0.00061859-0.00022109i,-0.00062495-3.3857e-05i,-0.00014004+0.00039005i
