-0.00029196+0.00041752i,-0.00061634+3.1379e-05i,-0.0014895+0.00047592i,-0.0017974+0.00099591i,-0.00236+0.00055966i,-0.0020115+0.00077189i,-0.00047472+0.0010144i,0.00092231+0.00053304i,0.0013241+0.00021753i,0.0013164-0.00010665i,0.00031966+6.3948e-05i,-0.00015631-4.2778e-05i,-0.00014232-0.00038594i,-0.00016692-0.0004069i,0.00016478-0.00087393i,-0.00020277-0.00098857i,-5.2963e-05-0.00075468i,0.00029861-0.00082843i,-0.00016716-0.00014424i,0.00019973-8.7683e-05i,0.00083852+0.00039293i,0.00020946+0.00084819i,-0.00045453+0.00026246i
-9.5596e-05+0.00025136i,-0.00086243+0.0015776i,-0.0016889+0.0012706i,-0.0016434+0.00063827i,-0.0011575+0.0010998i,-0.0011104+0.0010412i,-0.00072503+0.00091747i,-2.8128e-06+0.00074623i,-0.00013105-0.00024475i,-0.00045933-0.0012009i,-0.00022757-0.00026662i,8.9354e-05+0.00078381i,0.00029617+0.00050654i,0.00047868+0.0003238i,8.2895e-05+0.00013555i,-0.00064858-0.00040894i,-0.00034325-0.00086471i,-0.00055025-0.00022121i,-0.00093693+0.00024353i,-0.00077663-0.00030366i,1.1924e-05+0.00019331i,0.00067158+0.00075312i,0.0010392+0.00034612i
-0.00089471+0.001252i,-0.00053105-0.00011042i,0.00022685+0.00024245i,0.00017286+0.0010797i,-0.00025789+0.0012287i,5.1072e-05+0.0010953i,0.00096349+0.0007353i,0.0012896-0.00053751i,0.00076562-0.0015979i,-0.00035408-0.0007675i,-0.00017066+2.9949e-05i,-0.00019633+0.00021977i,-0.00044334-0.00036867i,0.00049588-0.00073043i,0.0014229+0.00012926i,0.0013551+0.00049157i,0.001019+0.00078554i,0.0012474+0.0011437i,0.0014667+0.00066889i,0.0003597+0.00040736i,-0.00031462+0.0007329i,0.00015499+0.00083983i,0.00017779+0.00022199i
0.0011899-0.00045318i,0.00078596-0.00058435i,0.000602-6.4299e-05i,0.00051366+0.00015117i,0.00011716+0.00011329i,5.663e-05+0.00069874i,0.00016294+0.00084554i,0.00022334+1.0308e-06i,0.00068274-0.00064148i,0.00074219-0.00064836i,0.00052898-2.2762e-05i,-0.00012505+0.00035918i,-0.00075182+0.0001629i,-0.00030643-9.5554e-05i,0.0004225-0.00012011i,0.00046982-0.0005408i,0.00030926-0.0007401i,4.4932e-05-0.00078552i,-0.00079147-0.00070079i,-0.00019336-0.0006146i,0.00034267-0.00011452i,-0.00066833+9.31e-06i,-0.00050493+0.00012285i
-0.00032424+0.0010731i,-0.00035946+0.0006077i,0.00079682-0.00023468i,0.00072303-0.00028013i,0.000788-0.00029094i,0.00096622-5.9971e-05i,0.00078918+0.00013114i,0.00077549+0.00010624i,0.00064411-2.7889e-05i,0.00082542-0.00053132i,0.00086993-0.00052224i,0.00073642-0.00044583i,0.00071634-0.00031929i,0.00034725+0.00021036i,0.0011942+0.00030849i,0.0014266+0.00070324i,0.000184+0.00077361i,-0.0010013+7.0944e-05i,-0.0017353+0.000487i,-0.0011732+0.0013191i,-0.00021571+0.00099464i,0.00011693+0.00050475i,-0.00028783+0.00038421i
-0.0014238-0.00041973i,-0.00063542-0.00018133i,-0.0012165-0.0004711i,-0.00072739-0.00072993i,-0.00039259+0.00014715i,-0.00082259+0.0004576i,0.00053916+0.00014406i,0.0010017+9.0541e-06i,0.00062914-0.00050798i,0.00059771-0.00032498i,0.00011675+0.00023736i,-0.00051595-0.00016698i,-0.00035318-0.000825i,2.3542e-05-0.00023285i,0.00068603+0.00039666i,0.00039878-0.0001642i,0.00020972-0.0009049i,0.00012324-0.00081612i,-0.0013478-0.00042085i,-0.0019043+0.00043346i,-0.001928+0.0012039i,-0.0014619+0.00084003i,-0.00042502-0.00023498i
0.0020273+5.963e-05i,0.0018853-0.00027783i,0.0019984-0.0017471i,0.0017823-0.0012716i,0.00071569-0.00088554i,0.00020097-0.0008262i,0.0011241-0.0002038i,0.0015265-0.00044083i,0.00013687-0.00099552i,-0.00050497-0.0013292i,-0.0005577-0.00099973i,-0.00090924-0.00079837i,-0.00080461-0.00089988i,-0.00039087-0.00051212i,7.3982e-05+0.00015678i,0.00051447+0.00032584i,0.00035066-0.00027339i,7.3503e-06-0.00068278i,0.0001989-0.00027942i,-0.0002037+0.00064674i,-0.0001076+0.0011071i,0.0003133+0.00093452i,-6.6438e-05+2.975e-05i
-0.00020981+0.0012202i,0.00069221+0.00070906i,0.00098522+0.0026515i,0.00086598+0.0027175i,0.00077519+0.0010121i,-9.7746e-05-7.1397e-05i,-0.000676-0.00038898i,0.00041616-0.00013704i,0.00058128-0.00061625i,1.9078e-05-0.0011537i,-0.00022454-0.0010597i,1.4265e-06-0.00053302i,0.00041438-0.00055974i,0.0010287-0.0012114i,0.00071359-0.00037239i,9.3588e-05+0.00056129i,-0.00053161-0.00023229i,-0.0010118-0.0010922i,-0.00074609-0.0011804i,-0.00086167-0.00014789i,-0.00098394+0.00067232i,0.00013352+0.000684i,0.0013916+0.00098127i
0.00074928+0.0017809i,-0.00073288+0.0017281i,-0.00077263+0.0018265i,0.00020462+0.0014335i,0.00038953+0.00037239i,0.00025841-0.00059162i,0.00058937-0.00050339i,0.00039248-0.00041373i,0.00013433-0.00032483i,0.00080627-0.00013894i,0.00065523-0.00041338i,0.00011969-0.00056429i,-0.00026654-0.00097396i,-0.00020364-0.00067951i,-0.00013342-0.00058334i,-0.00015335-0.0011792i,0.00017811-0.0012158i,0.00013324-0.00096445i,-0.00052274-0.00095606i,-0.00059175-0.0011605i,-2.4336e-05-0.00061993i,0.00028808+0.00044904i,-0.00012818+0.00084782i
0.00080543-0.0015961i,5.6626e-05-0.00091629i,0.00051293-6.6492e-05i,0.0010848+0.00011724i,0.00019163+0.00030534i,-0.00012474+0.00073435i,0.0003612+0.00095306i,0.00051959-7.4034e-05i,2.3627e-05-0.00074728i,-0.00022959-0.0010798i,-0.00022505-0.0010299i,7.2234e-05-0.00058095i,0.00035373-0.0003502i,0.00027383-0.00011944i,0.00019929+0.00065522i,4.1547e-05+0.00050541i,-0.00018766-0.00034561i,-0.00021166+4.2583e-05i,-0.00056046+0.00030026i,-0.00097179-0.00025898i,-0.00030577+1.9843e-05i,0.00049748+0.00085997i,0.00030339+0.00087613i
-0.00016072+0.0027111i,0.00067519+0.0020742i,0.00030839+0.001959i,0.00018728+0.0013413i,0.00060852+0.00028913i,0.0011587-0.00020705i,0.0014097-0.00030698i,0.00040784-0.00036341i,0.0002194-0.00032553i,0.00044424+0.00023726i,0.00010216+0.00042147i,0.00054976+0.00027261i,0.00089005+0.000287i,0.00040796-0.00033705i,0.00034388-0.00088021i,-4.2931e-06-0.00033991i,-0.00064204+0.00046521i,-0.00080015+0.00021027i,-0.0014216+0.00021981i,-0.0015094+0.0010487i,-0.0010805+0.0010834i,-0.00041348+0.00013254i,0.00027988-0.00075219i
0.0019628-0.00072173i,0.0020025-0.00038678i,0.0018735-5.6639e-05i,0.0005026+0.00070234i,-0.00046417+0.00068243i,-0.00055975-0.00039167i,8.3539e-05-0.001167i,4.5834e-05-0.0014183i,-0.00052213-0.0020922i,-0.00035012-0.0017663i,-0.00035693-0.00095921i,-0.00019469-0.0014119i,0.0001157-0.0011918i,0.00011608-0.00030253i,-7.19e-05-0.00055343i,0.00021591-0.00056095i,-0.00021125+9.0469e-05i,-0.0010891-0.00022251i,-0.00094133-0.0003706i,-0.000641-6.8256e-05i,-0.00013021+0.00025904i,0.0004971+0.00037189i,0.00044805+0.00043434i
-4.6055e-05+0.00021114i,-7.1814e-05+3.8814e-05i,-0.00105-0.0011402i,-0.00030974-0.0011683i,0.00093569-0.00021696i,0.00064852+7.1152e-05i,0.0004787-0.00042837i,0.00046698-0.00057901i,0.00041188+0.00022303i,-0.00040921+0.0007061i,-0.0006532+0.00042964i,9.6624e-05-3.0219e-05i,-0.00036974-0.00010101i,-0.00056012-0.0001665i,-0.00012353-0.00031117i,0.00035891+9.0542e-05i,0.00076494+0.0003075i,9.1463e-06-0.00017371i,-0.00036232-5.7395e-05i,0.00035809+0.00060387i,4.336e-05+0.00067038i,-0.00070905+0.00026193i,4.4863e-05-0.00028909i
0.0011342-0.00012383i,0.0020717-0.00086828i,0.0026168-0.00028069i,0.0023071+0.00050112i,0.0013987+0.00099418i,-3.4798e-05+0.0010196i,-0.00041128+0.00056217i,0.00026047+0.00032061i,0.00055583-9.0665e-05i,0.00013948-0.00029864i,-0.00037544-0.00014732i,-0.00066456+0.00019874i,-0.00041918+0.00010775i,-0.00016491-0.00024058i,5.2779e-05-0.00031952i,0.00050652-0.00013661i,0.00055169+0.0003392i,2.7677e-05+0.00047385i,-0.00054813+0.0007585i,-0.00048982+0.00056136i,-0.00047416-4.9261e-05i,-0.00034676-0.00066779i,7.932e-05-0.00076427i
0.00063822+0.00088028i,0.00032009+0.00088507i,0.00011819+0.00058503i,0.00066389+0.00063862i,0.00031427+0.00090066i,0.00051495+0.0009268i,0.00017987+0.00041855i,-0.00025658-0.00025231i,-4.3454e-05-0.00057451i,0.00029162-0.00059442i,8.2069e-05-0.00039921i,-0.00061735-0.00013651i,-0.00039789-0.0001353i,0.00011761-0.00016055i,0.00022129-0.00064253i,0.0007124-0.00040539i,0.00053262+0.00039734i,-2.8567e-05+0.00023863i,-0.00051882+0.0001642i,-0.00059876-0.00046295i,0.00040098-0.00040536i,0.0012113+0.00010325i,0.00081482+0.0004061i
0.00074774-0.00028831i,0.00024394-0.00062059i,-0.0011662-0.00031813i,-0.0020424+0.00011168i,-0.0019321+0.00033552i,-0.00036191+0.00063309i,0.00077508+0.00066822i,0.00049837+0.00012706i,0.00014172-0.00026498i,7.0054e-05-7.6242e-05i,8.7081e-06-0.00076472i,0.00019255-0.0017854i,0.00047083-0.0013146i,0.0010973-5.1752e-05i,0.00091623+1.0832e-05i,-0.0001043-0.0005238i,-0.00044912+0.00028345i,-0.00016201-0.00016603i,0.0002291-0.0004527i,0.00027804+0.0001547i,-7.3508e-05+3.8517e-05i,-0.00049314+3.5188e-05i,-0.00043389+0.00010097i
0.0019896+0.001125i,0.0023569-6.3811e-05i,0.002382-0.0015307i,0.0012391-0.0021972i,6.1169e-05-0.0017212i,-0.00049782-0.00050748i,-0.00038453-0.00068885i,0.00034473-0.0014409i,0.0001116-0.0018908i,-9.6771e-05-0.0016076i,-0.00081058-0.0012068i,4.8663e-05-0.00075335i,0.00061866-2.3e-05i,-0.00023928-0.00010524i,-0.00057281-0.00068746i,-0.00025207-0.00076626i,-0.0002181-8.0563e-05i,-0.0002651+0.00031789i,-0.00015771+0.00030768i,-8.9784e-05+0.00039001i,0.00045636+9.6098e-05i,0.00051528-0.00051945i,0.00028925-0.00048404i
-0.0011694-0.00021728i,-8.6557e-05+0.00052657i,0.0012994+0.0011751i,0.0011076+0.0016271i,1e-05+0.00033778i,-0.00013921-0.0005429i,6.8009e-05-0.00015637i,9.0482e-05-0.00022529i,2.5922e-05-0.0002505i,-3.1179e-05+0.00010534i,-0.00042852+0.00039467i,9.1351e-06-0.00017155i,0.00012024-0.0013757i,-0.00023539-0.0012984i,0.00010897-0.00048086i,0.00057473-0.00035065i,0.00092578-0.00060471i,0.00047242-0.0007951i,-0.00060096-0.00017903i,-0.0010971+0.0013068i,-0.00089738+0.0020468i,1.4424e-05+0.0011377i,0.00075466-0.00041788i
-0.00015198-0.00021475i,-0.00088819-0.00073274i,-1.3955e-06+0.00022887i,0.0003386+0.00055427i,-4.5524e-05+0.00037899i,-0.00045669+0.00062252i,0.00021848+0.00022001i,0.00089242-2.3064e-05i,0.00035833+0.00019635i,1.4277e-05-0.00036255i,-0.00041232-0.00031978i,-0.00056257+0.00023096i,-8.4655e-05-0.00064062i,0.00026559-0.00079215i,0.00080536+6.0785e-05i,0.00057434-0.00018108i,-0.00027269-0.00067387i,-0.00076472-0.00090067i,-0.00041608-0.00097416i,4.2178e-05-8.0981e-05i,0.00045365+0.0011993i,0.00033577+0.001155i,-0.00024658+0.0001244i
0.00037162+0.0012555i,0.00067014+0.0009816i,0.00064814+0.00018287i,6.5896e-05-0.00045459i,-4.8059e-05-0.00026475i,-0.00020646-5.4299e-05i,0.00053722-7.1551e-06i,0.0016663-0.00063959i,0.0019135-0.0013811i,0.0012612-0.0015773i,-0.00021294-0.0018948i,-0.0013861-0.0020051i,-0.001472-0.00096674i,-0.0008865+4.8357e-05i,0.00022361-2.5182e-05i,0.00040167-0.00040792i,-0.00050843-0.0004926i,-0.00078689-0.00081391i,-0.00036348-0.00093423i,0.0001437-0.00045864i,0.00055768+0.00051166i,0.00057049+0.0015454i,4.4112e-05+0.00085189i
-0.00024494-0.00055475i,-0.00010376+0.00052313i,0.00039656+0.0012871i,0.00073548+0.00093873i,0.00053475+0.00042329i,0.00037599+0.00029565i,0.00045104+0.00036632i,0.0012316+7.4383e-05i,0.0010222-0.00013563i,-0.00028689-0.00048048i,-0.00049516-0.00037425i,0.00049816-8.7889e-05i,0.00053599-0.00021103i,-0.00038261-0.00039605i,6.2767e-06-0.00035824i,0.00054006-2.4065e-05i,-1.3444e-05-0.00026668i,-0.00028495-0.00053679i,-0.00044717-0.00054131i,-0.00083444-0.00040477i,-0.000649+0.00036877i,0.00057698+0.00089663i,0.00090748+0.00083228i
0.0011781+1.3674e-06i,0.0015314-5.2402e-05i,0.0018447+0.001016i,0.00099626+0.00089585i,-0.00030624+0.00040161i,-0.00070967+0.0002819i,-3.5588e-05-3.8331e-05i,0.00042407-0.00050273i,0.00015472-0.00075303i,-4.1237e-05-0.0010547i,-0.00056416-0.0014521i,-0.00061343-0.0010757i,-0.00052448-0.00079235i,-0.0012398-0.00098967i,-0.0012724-0.00083831i,-0.00072755-0.00098484i,-0.00041231-0.00086912i,-0.00021799-0.00099605i,-0.00022477-0.00067134i,-0.00075487+0.00084036i,-0.00065417+0.00094733i,-0.00028344+5.1971e-05i,-0.00038899+0.00049591i
0.0016583+0.00070432i,0.0019312+0.00015061i,0.00028517+0.00061615i,-0.00030688+0.00076583i,5.1644e-05+0.00046045i,-0.00012898+0.00056547i,0.00037218+0.00030264i,0.00062907-0.00050838i,-0.000358-0.0013999i,-0.00056154-0.0015916i,-2.0033e-05-0.00051702i,-0.00027202+0.0007937i,-0.00021971+0.00049424i,0.00024437+0.00022098i,0.00051725+0.00039237i,-0.00017334+0.00040153i,-0.00058755-5.8506e-05i,-0.00034894+7.3655e-05i,-0.00055833+0.00019021i,6.0208e-05-1.9437e-05i,0.00042542+0.00036197i,0.00059382+0.00040334i,0.00069642-0.00022341i
0.001452+0.0013866i,0.0028316-0.0019898i,0.0028598-0.00075562i,0.0021453-0.00049121i,0.00071724-0.00050465i,-4.5413e-05+9.0774e-05i,0.00012925+0.00025643i,0.0010235+0.00053663i,0.001794-3.2798e-06i,0.0017847-0.00032372i,0.0013365-0.00032036i,0.00024603-0.00091846i,0.00021548-0.00034646i,0.00025123-0.00024175i,-0.00089529-0.0010018i,-0.0016333-0.00084169i,-0.0012043-0.00010305i,-0.00011148+0.00032715i,-0.00011355-0.0002026i,-0.0013496-0.0011824i,-0.0011726-0.00094747i,-0.00029692+0.0004261i,-0.00016753+0.0004311i
0.00052783+0.00024399i,-8.2815e-05+0.001756i,0.0010077+0.0011987i,0.0011789+0.0008418i,0.00063558-0.00024498i,0.00069324-0.00072923i,0.00076597-0.00038099i,0.00015305-0.00037111i,-0.00024731-0.00066181i,-0.00033357-0.00072346i,-0.0003143-0.00044968i,0.00041218-0.00014965i,0.0010841-0.0003556i,0.00080458-0.0002398i,0.00070201+0.00081647i,0.00088+0.00041719i,0.00117-0.0010054i,0.00054279-0.0015516i,-0.00066846-0.0014194i,-0.00086086-0.00031479i,-0.00026396+0.0005635i,0.00025702-5.8796e-05i,0.00032119-0.0003148i
0.00055827+0.00041614i,0.00088092+0.0020728i,-0.00011194+0.0024162i,-0.00096161+0.0012074i,-0.0010494+1.1235e-05i,-0.00082755-0.0005664i,-8.981e-05-0.00054521i,0.00028478-0.001263i,-0.00045455-0.0018161i,-0.0006271-0.0014515i,-0.00055298-0.00067247i,-0.00049378+7.7247e-05i,0.00032553-0.00021981i,0.00068325-0.00036952i,0.00058797-0.00017902i,0.00041168-0.00025845i,0.00074631+1.1772e-05i,0.0005377+0.00011839i,0.00036766-0.00022163i,-0.00017589+0.00029091i,-0.00020978+0.00012207i,0.00029475+0.0002507i,-8.0042e-05+0.0002353i
-0.0017221+0.0001779i,-0.0010371+8.9067e-05i,-0.00017364-0.00068283i,-0.00027534+0.00012006i,0.00018058+0.0014471i,0.0008511+0.0014213i,0.0015063+0.00058404i,0.0016622-9.8161e-06i,0.00076475-0.00040306i,0.00021948-0.00076699i,0.00029525-0.0005703i,0.00013523-0.00014436i,-0.00019474-8.7117e-05i,-0.00050466+0.0003264i,-0.00059616+0.00025367i,-0.00048615-0.00019303i,-0.0010822-0.00067765i,-0.0013077-0.0011822i,-0.00057848-0.00054381i,-0.00010569+0.00043201i,-8.1631e-05+0.00050763i,-0.00051396+0.0001511i,9.9634e-05+0.00012822i
0.00049217-0.0011818i,0.00048496-0.0010256i,0.00038637-0.0024111i,0.00042553-0.0021876i,-0.00030567-0.00065418i,-0.00049948+0.00018641i,0.00077905-1.1437e-06i,0.0015378-0.00014434i,0.0013305-0.00055487i,0.00057567-0.00037348i,-0.00020583+0.0002894i,-0.00044192+0.00035586i,-0.00060343+0.00021716i,-0.00010791+0.00032555i,0.00066495+6.4679e-06i,0.00057845-0.00075183i,0.00016914-0.00079163i,-0.00030445-0.00055345i,0.0002238+0.00023496i,0.00073088+0.00069529i,0.00038327+0.00036898i,-8.5647e-05-0.00014226i,-0.00019416-0.00017841i
-0.0025502+0.0016373i,-0.0028878+0.0021931i,-0.0032862+0.0030284i,-0.0018021+0.0030398i,-0.0010128+0.0023822i,-0.00032052+0.001674i,0.00020949+0.0010599i,-0.00051695+0.00042028i,-0.0012357-8.0489e-05i,-0.0003559+0.00022747i,0.00082213+0.00026704i,0.00096857+0.00032179i,0.0004666+0.00051379i,0.00050349+0.00068958i,0.00036278+0.00083757i,0.00031255+0.00099098i,0.00020631+8.9153e-05i,-0.00041937-0.00039274i,-0.00051554+0.0001492i,-0.00023925+0.00015462i,-0.00029242+0.00053451i,-0.00025298+0.0013675i,0.00018155+0.0013475i
-0.001382-0.0019367i,-0.0017787-0.001535i,-0.0022011-0.0017644i,-0.0019434-0.0013196i,-0.00086965-0.00033089i,-2.6601e-05+0.00038385i,0.00056495-0.00023644i,0.00036043-0.00081739i,8.1215e-05-0.00017325i,0.00021963+0.00057415i,0.00012292+4.9168e-05i,-0.00033095-0.00030996i,-0.00072232-0.00010129i,-0.00023767-0.00075207i,8.175e-06-0.00086021i,2.1635e-05-0.000644i,0.00073321-0.00050916i,0.00061589-0.00018775i,0.00016276+5.9348e-05i,3.3825e-06+0.00046886i,-7.8435e-05+0.00050411i,-0.00055806+0.00072145i,-0.00056268+0.0015182i
0.001436+0.00016255i,0.00031692-0.00058966i,-8.7519e-05-0.0023428i,0.00050153-0.0018712i,0.00019692-0.00019836i,-0.00020103+0.00049742i,-0.00033374+0.00031922i,-9.8244e-05+3.8019e-05i,0.0003772+7.2635e-06i,0.00096445+0.00012549i,0.0005648+0.00018045i,0.00044786+0.00024215i,0.0011128-8.7116e-05i,0.0017145-0.00043079i,0.0020172+4.9648e-05i,0.00073672+0.00043215i,-0.00066916+4.0998e-05i,-0.00089516-0.00085091i,-0.00012065-0.00070904i,-0.00059777-5.9302e-05i,-0.0015033+0.00083994i,-0.00098073+0.00076128i,-0.0008401-0.0001705i
-0.00027979+0.0020512i,-0.0002073+0.0033437i,-0.00036013+0.0031344i,-5.4834e-05+0.0021117i,0.00027593+0.001151i,0.00030026-0.00015307i,0.00039308-0.0006739i,0.00037855-0.00078206i,0.00096034-0.0001668i,0.00094429+0.00090121i,0.00050452+0.00048003i,0.00080245-1.9641e-05i,0.00012492+0.00020662i,-0.00026446-8.6713e-07i,0.0001679-0.0002904i,0.00020818-0.00030668i,0.0007851-0.00011381i,0.00073741-0.00024943i,-0.0001492-0.00049323i,-0.00012355-0.0011168i,-0.00029574-0.00030203i,-0.00063285+0.0005474i,-0.0005835-3.9284e-05i
0.0005244+0.001039i,-0.00042046+0.00032034i,-0.0014986+0.0007746i,-0.0018545+0.00095386i,-0.0015861+0.00076293i,-0.0009642+0.00062071i,-0.00027746+0.00017007i,-7.4147e-06-0.00061877i,-6.5331e-05-0.0013499i,-0.00016123-0.0013239i,-1.8036e-05-0.00054846i,0.00028175-0.00034726i,-0.00021434-0.0005552i,-0.00039422-0.00043463i,-0.0004843-0.00035422i,-0.0006659-0.00014845i,0.00047524+0.00027515i,0.00050729+0.00065544i,-0.00032815+0.00039203i,-0.0003114+8.8927e-05i,-5.4146e-05+3.409e-05i,0.00013724-9.3471e-05i,0.00042517+4.4124e-05i
-0.00071301-7.4432e-05i,-0.00010263-0.0015884i,0.0012331-0.0016369i,0.00065685-0.00048673i,0.00019087+0.00051337i,0.00065735+0.00039394i,0.00082202-0.00062591i,0.0010909-0.00080616i,0.0004169-0.00092145i,-0.00064021-0.0012782i,-0.0002626-0.0010146i,0.00026643-0.00026666i,-6.3593e-05-0.00020117i,0.00019721-0.00047244i,0.00067947-0.00031524i,4.2274e-05-0.00044679i,-0.0004865-0.0001555i,0.00037444-7.1134e-07i,0.00047516-0.00030993i,-0.00019703-0.00042821i,-0.00014844-0.00046802i,0.00014555-0.00018836i,0.00063582+0.00035219i
-0.00030294-0.00031996i,2.2792e-05+0.0010708i,-0.00023982+0.0018107i,-0.0013062+0.0010618i,-0.0014646+0.00073202i,-0.00098283+0.0014672i,-0.00079712+0.0011609i,1.2747e-05+3.6767e-05i,0.00067995-0.00013003i,0.00077894+5.3176e-05i,0.00031254+0.00017969i,-0.00040576+0.00053198i,-0.00059755+0.00039426i,-0.00097882+0.00012875i,-0.00094001-3.4409e-05i,-0.00063211+0.00016378i,-0.00051181-0.00014889i,-0.00045035-0.0012765i,-0.00035693-0.0011145i,-0.00053912-9.1304e-05i,-0.00083208+0.00047686i,-0.00045852+0.00078676i,5.8443e-05+0.0011269i
-0.0010288-0.00074176i,-0.0021982-0.00045749i,-0.0030665-0.00085998i,-0.0019968+4.4033e-05i,-0.00097888+0.0010708i,-0.00022589+0.00087061i,0.0015863+3.0904e-06i,0.0016087-0.0005363i,0.0002205-0.00049389i,-0.0001291-0.00018596i,-0.00023642+2.5032e-05i,9.9708e-05-0.00011227i,0.00020275-0.00028012i,-0.00026955+4.0053e-05i,-0.00071079+0.00074175i,-0.00046248+0.00061169i,-4.0957e-06+0.00015072i,-0.00044809+0.00032753i,-0.0011026+0.00026517i,-0.001372+0.0004785i,-0.00097423+0.0012143i,6.8341e-05+0.00097513i,0.00041664-0.00028583i
0.00072947-0.0011556i,0.00094162-0.0018983i,0.00032772-0.0015521i,-0.0012319-0.00060432i,-0.0016013-0.000582i,-0.00076305+0.00010096i,0.00026034+0.0010553i,0.00074413+0.00065721i,0.00054821-0.00044055i,4.1813e-05-0.00054046i,-0.00061697-7.6887e-05i,-0.00085801-0.00022533i,-0.00062552-8.2456e-06i,7.2703e-05-3.8096e-05i,8.6865e-05+0.00010647i,0.0001434+0.00041157i,-0.00030854+5.899e-05i,-0.00043973+0.00010777i,0.0003432+0.0010431i,0.00033617+0.0012686i,0.00022981+0.00068465i,-0.00010194+0.00035075i,-8.8492e-05-6.221e-05i
-0.0020913+0.0010307i,-0.0017041+0.00085075i,-0.00028718+0.001719i,0.00062272+0.0019516i,0.00041262+0.0013018i,-5.4663e-05+0.00058947i,0.00073726-5.1138e-05i,0.00093399-1.9261e-05i,9.0964e-05+0.00048393i,0.00029756+7.8945e-05i,0.00089913-0.00094059i,0.00026804-0.0012567i,-0.00051201-0.00020366i,-0.00081481+0.0005396i,-0.00088384+0.00036654i,-0.00047362-7.2729e-05i,-0.00016504-0.00042233i,-0.00022143-0.00013853i,-0.00089543+0.00026538i,-0.0017602+0.00046564i,-0.0011657+0.00083728i,-0.00057288+0.001343i,-0.00029323+0.0013948i
-0.00013722+0.00074642i,0.00059893+0.00049279i,0.00075529+0.001621i,-0.00011804+0.0016631i,0.00020715+0.00065832i,0.00023392+0.00036526i,0.00011615+3.2792e-05i,3.3289e-05-0.0006003i,-0.00036738-5.4433e-05i,0.000294+0.00033783i,0.00015701+7.1221e-05i,-0.00046039+0.00022063i,-5.2177e-05-2.5627e-05i,0.00016746-0.00044059i,0.00015178-0.00078946i,6.7971e-05-0.00080407i,-0.00048601-0.00032521i,-0.00040629-0.00044351i,-0.00026959-0.0010843i,-0.00083746-0.00033372i,-0.00064041+0.00091704i,-0.00028081+0.00027669i,5.5125e-05-0.00047211i
-0.0011273+0.0011521i,-0.0014321+0.0015346i,-0.00086037+0.0023073i,0.0001693+0.0010728i,0.00043899-0.0003451i,0.0016156-0.00056662i,0.0014538+0.00015211i,0.0010669+0.00088667i,0.0013858+0.00017435i,0.0012678-0.00026669i,0.00031638-9.4883e-05i,0.00060503-0.00015358i,0.0013142-0.00066394i,0.00019909-0.0007916i,-0.00042102-0.00034961i,0.00028779-0.00083683i,0.00074252-0.00077691i,0.00053636-0.00052758i,-0.00012951-0.00048052i,-0.00073499-0.00021769i,-0.00072591-0.00024375i,-0.0005595-2.4037e-05i,-0.00031474+0.00033929i
0.00033254+0.0001133i,0.0011867-0.00031518i,0.0024846+0.0010917i,0.0017833+0.00073792i,-0.00048348-0.00024041i,-0.0012483-0.00054154i,-0.00095982-0.00061103i,-0.00014523-0.00054047i,0.00035024-1.9429e-05i,0.00029661+0.00053687i,0.00032528-0.00020551i,5.8801e-05-0.00064495i,0.00010317-0.00052331i,0.00013404-0.00045765i,-0.0004469-0.00034169i,-0.00034902-0.00052521i,-0.00015376-0.00082163i,-0.000961-0.00091441i,-0.0011989-0.00084774i,-0.00084032-0.00032092i,-0.0013704+3.6851e-05i,-0.0016454+0.00014741i,-0.00081262+0.00038406i
0.0012399+0.00059952i,0.0006628+0.0011477i,-0.00034466+0.00024118i,-0.0003479+0.00024149i,-0.00026433+4.8433e-05i,-0.00024059-0.00064031i,0.0006612-8.5731e-05i,0.00080562-0.00020787i,-5.8476e-05-0.00086243i,-0.00011499-0.00094966i,0.00010217-0.00034272i,-0.00091108-8.606e-06i,-0.00131-0.00026342i,-0.00062714-0.0004345i,4.145e-05+7.4317e-05i,0.00065411+0.00041718i,0.00041177+0.00043054i,-2.8721e-05-0.00038954i,-0.00028937-0.00055211i,-0.00054844+8.0223e-05i,-0.00047134-0.00011876i,-5.2635e-05-0.00021269i,3.2561e-05-0.00046706i
-0.0018253+0.00079169i,-0.002675-0.00044569i,-0.0021081-0.00069841i,-0.00085552-0.00044311i,-0.00036875-0.00022188i,-0.00011469+0.00061197i,0.00026568+0.0010854i,0.00018563+0.0010029i,0.0001842+0.00030337i,-0.00035818-0.00084491i,-0.00096626-0.0012402i,-0.00041286-0.000802i,-0.00042228-2.518e-05i,-0.00056768+0.00034699i,-8.4847e-05+0.0004107i,0.00026255-0.00036142i,0.00072793-0.0010195i,0.0011775-0.0011048i,0.00060324-0.00035344i,-0.00031215+0.000924i,-0.00034027+0.0013465i,-0.00037085+0.000712i,-0.0005668-0.00047696i
