-0.0014159-0.001413i,-0.00059352-0.0023187i,-0.0019463-0.0020589i,-0.0021628-0.00078168i,-0.0015109+0.0011144i,-0.00022091+0.0017408i,0.00040952+0.0011123i,0.00058912+0.00033694i,0.00062497+0.00071081i,0.00023502+0.0010798i,0.00055337+0.00058717i,0.00057872-0.00041669i,7.3296e-05-0.0010165i,-2.8975e-05-0.0012398i,0.00040909-0.00093369i,0.00051769-0.00017692i,0.00040481-0.00023499i,-0.00010651-0.00058013i,-0.00035325-0.00030338i,-0.00057584-0.00055819i,-0.00045933-0.00022689i,0.00017853+0.00054827i,0.00024958+0.00060503i
-0.00099516+0.0012894i,-0.0022405+0.00048599i,-0.00097827+0.00022497i,7.1849e-05-0.00046118i,0.00067245-0.0014806i,0.00073228-0.0014269i,0.00033896-0.0009363i,-7.1746e-05-0.00077165i,0.00016243-0.00061637i,-1.8999e-05-0.00028035i,-0.00094557-0.00046389i,-0.0015997-0.00045827i,-0.0014366-0.00033115i,-0.00012585-0.0008873i,0.00095839-0.0011964i,0.00084819-0.00066599i,0.00041403+2.4376e-05i,0.00018898-0.00030604i,-1.5213e-05-0.0010303i,-7.2351e-05-0.00076256i,0.0003531-0.0005379i,0.00097249-0.00063732i,0.00053708-0.00093826i
-0.0018229-0.0012971i,-0.0022904-0.0015187i,-0.0013091+0.00017284i,-0.001641+0.0016834i,-0.00093289+0.0015006i,0.00030858+0.00059318i,-9.6317e-05-0.00031096i,-0.0012957-0.00015381i,-0.0017863+0.00057679i,-0.0012523+0.00052049i,-0.0010407+0.0001095i,-0.0009711-0.00016305i,-0.0002595-0.00087172i,0.00061897-0.0014595i,0.0008476-0.0013305i,0.00039853-0.0011462i,2.5789e-05-0.00057112i,-0.00035413-0.00026458i,-0.00063041-0.00037035i,-0.00062573-0.00059775i,-0.00029832-0.00033099i,0.0003569-0.00015099i,0.00089241-9.2501e-05i
-0.00030597-0.00028084i,-0.0014588-0.00047465i,-0.0030233+0.00030238i,-0.0032775+0.00087821i,-0.0019438-0.00033498i,0.00020836-0.00069168i,0.0013068-0.00037122i,-0.00031337+0.0001831i,-0.001438+0.001058i,-0.00060227+0.0012704i,0.00018583+0.00077429i,0.00054141+0.00036281i,0.00069798+5.6331e-05i,0.001149-0.0001592i,0.0011438-0.00063835i,0.00040116-0.0013488i,-0.00066221-0.00095559i,-0.0010502-0.00027993i,-0.00054338-0.00039665i,-0.00013141-0.0011273i,-0.00041716-0.0015266i,-0.00077072-0.00076425i,-0.00022856-0.0003431i
-0.0011256+0.00063211i,-0.0020034+0.0018274i,-0.0027852+0.001875i,-0.0028538+0.0012581i,-0.0022474+0.00034462i,0.00017669-0.00026236i,0.00094789-0.00026033i,-0.00036921+0.00034322i,-0.0012058+0.00069424i,-0.00091522+0.0004026i,-3.5056e-05-0.0001988i,5.241e-05-0.00096356i,2.8033e-05-0.00086393i,0.00013178-0.00074382i,-0.00016535-0.00087622i,-0.00069613-0.00065968i,-0.00068586-0.0003931i,-0.00065831+8.9599e-05i,-0.00075143+0.00072635i,-0.00019867+0.00052974i,0.00052825+0.00027528i,0.00059528+8.2592e-05i,0.00083512-0.00010855i
-0.002338+1.4121e-05i,-0.0027582+7.9496e-05i,-0.0026749+0.00077058i,-0.0016813+0.0011097i,0.00010729+0.00076119i,0.0014316+0.00030297i,0.0013173+4.7027e-06i,-0.00041479+0.00017868i,-0.00054433+0.00025691i,0.00055666-1.1373e-05i,0.00051883-0.00053708i,0.00017413-0.00072259i,0.00023386-0.00026535i,0.00037944-0.00033868i,0.00036976-0.00069856i,-8.8072e-05-0.00018941i,-0.00077315-9.5097e-05i,-0.00071195-0.00015124i,-8.293e-05+0.00019218i,-0.0003734+0.00032767i,-0.000745+0.0005433i,-0.0001278+0.0010976i,0.00012605+0.001041i
-0.0014389-0.00031998i,-0.0025991+0.00026785i,-0.0021665+0.00087032i,-0.0014028+0.00036518i,-0.00021021-0.00034643i,-1.8273e-05-0.00050979i,-0.00034422-0.00061627i,-0.0011884-0.00046755i,-0.0014644+1.9716e-05i,-0.00089458+0.00042464i,-0.00038079+0.0003135i,0.00013914-0.0001036i,0.00012215-0.00033826i,0.00015321-0.00048256i,0.0004245-0.00045944i,0.00075569-0.00046907i,0.00034104-0.00029094i,-0.00091541+0.0004156i,-0.0016171+0.00026105i,-0.0013421-0.00027144i,-0.00017909+8.8465e-05i,0.00041247+0.00028773i,0.00025631-0.00054058i
-0.0012542-0.0030697i,-0.0025326-0.0022576i,-0.0031988-0.0016427i,-0.0032541-0.0017221i,-0.0018057-0.0011244i,0.00082373-0.00010547i,0.0011401-6.4941e-05i,-0.00026664-0.00015798i,-0.00094982+8.424e-05i,-0.0008578+0.00039886i,-0.00025139+0.00024484i,0.00046175+0.00012703i,0.0010148+6.0388e-06i,0.0011039-0.0006866i,0.00050372-0.00092204i,-0.00056416-0.0013788i,-0.00046134-0.0017263i,-0.00041934-0.00058125i,-0.00064099+0.00061897i,7.6497e-05+0.00091018i,9.5071e-05+0.00078381i,-7.0454e-05+0.0007444i,0.00057657+0.00096592i
0.00029753-0.0010368i,-0.0022705-0.00050716i,-0.0032209-6.9738e-05i,-0.0014018+0.00061199i,0.00064808+0.0005579i,0.0018079+0.00017127i,0.0013796+0.00035847i,-0.00032116+0.00055972i,-0.00071373+0.0010358i,0.00047477+0.00069577i,0.00096217-0.00018827i,0.00032774-0.0010434i,-3.1055e-05-0.00081686i,-0.0001271-0.00098422i,-0.00013259-0.0017571i,-0.00061783-0.0010327i,-0.00082905+7.7123e-05i,-0.00031028+0.00029264i,-0.00028459+0.00019231i,-0.00020965+2.9654e-05i,0.00032197+4.8095e-05i,0.00049268+3.0705e-05i,0.00067475-0.0003268i
-0.00085128-0.00095523i,-0.0014081-0.00032407i,-0.00077653-0.00046499i,-0.00047805-0.0016692i,5.8045e-05-0.0022057i,0.0003962-0.001017i,0.00010955+4.8103e-05i,-0.0002524+0.00047223i,-1.8569e-05-2.0848e-05i,0.00022069-0.00068271i,-0.00013083-0.0011036i,0.0001922-0.001114i,0.0009197-0.00031024i,0.0008064-0.00017008i,-0.00019526-0.0009039i,-0.00064613-0.00064529i,0.00030172-0.00032218i,0.00046943-0.00011214i,8.9378e-06+0.00036557i,0.0004016+0.00083286i,0.00013604+0.00070114i,-5.5711e-05-0.00068445i,0.00020872-0.00081102i
-0.0021116-0.00037894i,-0.003897+0.00047002i,-0.0041333+0.001412i,-0.0023842+0.0010596i,-0.00058476-0.00028177i,0.00073213+0.00068472i,0.0013769+0.0009696i,0.00037175+0.0002851i,-0.00095297+8.5537e-05i,-0.0017831-0.00028065i,-0.0017108-0.00024028i,-0.00071508+0.0002744i,-0.00051773+0.00022474i,-0.00054294-0.00034661i,-0.00046965-0.0010055i,-8.9411e-05-0.00074802i,-0.00047342-0.00042383i,-0.00080019-0.00056286i,-0.00054825-0.0011594i,9.1754e-05-0.0012331i,8.4973e-05-0.00069119i,-0.00041836-0.00032012i,-0.00042618-0.00028008i
0.00052002-0.00012469i,-0.00096665+0.00087149i,-0.00076687+0.001959i,0.00029349+0.0021468i,0.00094754+0.0013325i,0.00090996+0.00024883i,0.00085478-8.0697e-06i,-0.00041798+0.00055981i,-0.0014663+0.00085107i,-0.00050197+3.0867e-05i,0.00036794-0.00044678i,0.00021105-5.3332e-05i,0.00015745-0.0004712i,0.00066862-0.00039856i,0.0011606+0.00055981i,0.0013727+0.00033573i,0.0003238+8.5081e-06i,-0.00084251+0.0002371i,-0.001153+0.00034045i,-0.00055189-0.00032919i,-0.00088561-0.00072017i,-0.00090791-0.00099133i,0.0002266-0.0010109i
-2.2359e-05-0.0015795i,-0.00047438-0.00093249i,-0.001133-0.001045i,-0.0015158-0.0020394i,-0.00073759-0.0011396i,0.00073948+0.00065819i,0.00077393+0.0012125i,-0.00083925+0.00031591i,-0.0015214-5.9471e-05i,-0.0010975+5.5647e-05i,-0.00051963-0.00075705i,0.00033448+0.00022682i,0.00074811+0.00067517i,0.00071433-0.00046891i,0.00078028-0.001114i,0.0011844-0.0011791i,0.00063072-0.0010423i,-0.00015776-0.00048792i,-1.5662e-05-0.00016693i,-0.00011754-1.5068e-05i,-0.00033382+0.00021025i,-0.00023683-0.00038009i,-0.00055658-0.00113i
-0.0018724+0.0015681i,-0.0020957+0.0032848i,-0.002378+0.0030911i,-0.0019575+0.0023241i,-0.00038791+0.0014785i,0.0005827+0.0010022i,0.00044586+0.0010296i,-0.000176+0.0015145i,7.6567e-05+0.0015381i,0.00027006+0.00048851i,0.00047781-0.00023347i,0.00081788-0.00074535i,8.2985e-05-0.00088251i,-0.000617-0.0008798i,-0.00015755-0.00045807i,0.00011624-0.00017795i,-3.0219e-05-0.0004665i,-5.6996e-05-0.00043544i,-0.00070561-0.00044928i,-0.001329-0.00059396i,-0.0009459-0.0011388i,-0.00031459-0.00053718i,-0.00029125+2.2981e-05i
4.2655e-05-0.0024143i,-1.9514e-05-0.0025396i,0.00097224-0.0037656i,0.00018123-0.0036712i,-0.00050393-0.0027252i,-0.00072653+0.00010281i,0.0012332+0.0035802i,0.0041132+0.0036088i,0.0043516+0.00027642i,0.0034012-0.0028625i,0.0022868-0.004053i,0.00060564-0.0037498i,-8.178e-05-0.0025108i,-0.00029965-0.0015629i,-0.00059394-0.0010793i,-6.5219e-05-0.00049958i,0.00084853-0.00043366i,0.0013967-0.00089182i,0.00075334-0.00037818i,-0.00037651-0.00035629i,-0.00026302-0.00066526i,0.00040211-0.00023536i,-0.00029825+0.00021112i
-0.0016048+0.00064639i,-0.0027225-0.00031055i,-0.0024368-0.00039227i,-0.0012132+0.00040041i,0.00011061+0.00042323i,0.0011579-0.00037178i,0.00030839-0.0010767i,-0.0018166-0.0010166i,-0.0025704-0.00053953i,-0.0021972-0.00042902i,-0.001052-0.00011032i,-2.3359e-05+7.894e-05i,-0.00031671+0.0002259i,-0.00063141+0.0003455i,-0.0006895-0.00051188i,-0.00079458-0.0012693i,-0.00061415-0.0008653i,-0.00034093-0.00020601i,-0.00019896-0.00042638i,3.8608e-06-0.00010884i,0.00040231+0.00015505i,0.00097539-0.00033756i,0.0012135+4e-05i
-0.00013996-0.0012038i,-0.0018964-0.00060158i,-0.002612-0.00093274i,-0.0017022-0.0019613i,-0.0012937-0.0016871i,-0.0013276-0.00077145i,-0.00055138-0.00086189i,-0.00041568-0.00072242i,-0.0015649-0.00011929i,-0.0013706-0.00038618i,-0.00016876-0.00032569i,0.0002234+0.00070569i,0.00081667+0.0007566i,0.0011687-0.00014035i,0.0014692-0.00078674i,0.00069071-0.00080677i,-0.0004097-0.00086364i,-0.0002713-0.00059428i,-4.0561e-05+0.00047329i,2.7185e-05+0.0011149i,0.00018375+0.00070652i,0.0006519-4.1898e-05i,0.00085479+0.00015056i
-0.0014138-0.00057877i,-0.0015793-0.0012721i,-0.0005473-0.00031911i,0.00035312+0.00092115i,0.00027216+0.00099904i,9.2711e-05+0.00055508i,0.00014469+0.00025905i,-0.00065156-0.00010389i,-0.0018604-0.00023633i,-0.002189-0.00014592i,-0.0012398-0.00014502i,9.639e-06-4.217e-05i,0.00097545-9.0289e-05i,0.00086788-8.8945e-05i,-0.00020924-0.00025486i,-0.00065546-0.00028463i,3.6917e-05+0.00034732i,0.00041366+0.00045407i,0.00030021+9.3429e-05i,0.00028692-0.00025832i,-3.1256e-05-0.00086151i,-0.00037989-0.00089092i,-0.00019855+6.2288e-05i
-0.0011492-0.00091706i,-0.0016213-0.00035767i,-0.0016904+0.0017411i,-0.00059374+0.0015886i,0.00070111+0.00028976i,0.0007818-0.00041263i,0.00051585-0.000493i,-0.00014229-0.00012215i,-0.00053995+0.00048226i,-0.00033449+0.00033465i,4.4383e-05-0.00026378i,0.00018827-0.00074593i,-0.00056557-0.00045862i,-0.00020737-0.00014743i,0.00093437-0.00044176i,0.00063816-0.00095842i,-0.00022343-0.00071604i,-0.001037+0.0002527i,-0.0015338+0.00048446i,-0.00097001+0.00052995i,-9.5651e-05+0.0006033i,-9.5083e-06+0.00054548i,-6.7537e-05+0.0007242i
-0.0013649+0.00079239i,-0.0017285+0.00062786i,-0.0012444+0.0016881i,6.4292e-05+0.0020949i,0.00070726+0.0012746i,0.00027181+4.233e-05i,0.00037858-0.0004i,-0.00067222-2.6409e-05i,-0.0016697+0.00020214i,-0.0006321+2.858e-05i,0.00015089+0.00013876i,-0.00030615+0.0001812i,-0.00021689-0.00037556i,0.00076832-8.0099e-05i,0.00051953-0.00018704i,-0.00035419-0.00081322i,-0.00037414-0.00056516i,-0.00011968+7.6095e-05i,8.2259e-05-0.00018927i,-0.00010989-2.6495e-05i,-0.00039361+0.0008819i,-0.00020913+0.00038065i,0.00044865-0.00064164i
-0.0030008-7.825e-05i,-0.0041519+0.0004327i,-0.0050189+0.0013685i,-0.0047129+0.0021353i,-0.0025226+0.0025186i,-0.0001289+0.001639i,0.00047813+0.0008094i,-0.00033579+0.00023297i,-0.0010176+0.00036201i,-0.00089185+0.00095647i,-0.00043087+0.00065882i,-8.0127e-05+0.00024704i,-0.00010727-0.0001615i,0.00014491-0.00054065i,0.00051176-0.0010346i,-0.00051494-0.001022i,-0.00147+6.2681e-05i,-0.00083478+0.00055181i,-0.00020486-0.00016161i,2.8251e-07-0.0009435i,0.00030006-0.0010964i,0.00033232-0.0004703i,0.00018385+0.00012838i
-0.0012593-0.0019358i,-0.0027145-0.0012467i,-0.0031544-0.00066854i,-0.0021378-0.00035077i,-0.00024896-0.00081413i,0.0010588-0.00070761i,0.00051553-0.00085128i,-0.00029265-0.00075029i,-0.0009349+0.00047353i,-0.001249+0.00040738i,-0.0013825-0.00068857i,-0.00097804-0.00039542i,-0.0004272+0.00083446i,-0.00016221+0.00063919i,-0.00026989-0.00035722i,-0.001058-0.00053277i,-0.00092564-0.0006918i,0.00025994-0.00074268i,0.00117-0.00016572i,0.00065898+0.00072783i,0.00029296+0.00077157i,0.00041014+0.00083619i,-0.00025149+0.00086631i
0.00059081-0.00084892i,-0.00065332-0.0015247i,-0.0017741-0.0016311i,-0.00092454+0.00010319i,0.00030894+0.0014919i,0.00058276+0.001001i,0.00059444+0.00021865i,-0.00026736+8.4358e-05i,-0.00085763+0.00013203i,0.00015246+0.00012555i,2.7382e-06-0.00041914i,-0.00062159-0.00077364i,-0.00067411-0.0012184i,-0.00010914-0.00093928i,0.00059249-0.00099031i,-0.00016629-0.0016743i,-0.00043999-0.0010617i,-9.2264e-05+0.00015778i,0.0003598+0.00013969i,-0.00030847+0.00012862i,-0.0012214+7.6094e-05i,-0.00044554-2.0647e-05i,0.00053394-0.0001096i
-0.00073109-0.00094339i,-0.0010855-0.00042451i,-0.00038017-0.00029823i,0.00034475+0.00018778i,0.00041449+0.0013443i,0.0014526+0.00071068i,0.0015108-0.00032167i,-0.0003595-0.00032253i,-0.0014784-8.4907e-05i,-0.001289-0.00025395i,-0.0012479-0.00059684i,-0.0014101-0.000744i,-0.00037682-0.0014502i,0.001012-0.0013801i,0.0011891-0.001192i,0.0005355-0.0012338i,0.00015713+0.0001062i,0.00029631+0.00083245i,5.3751e-05+0.00026728i,-0.00035862-0.00017751i,-0.00065032-5.0608e-05i,-0.00078076-8.8989e-05i,-0.00040458-0.00037042i
-0.00074429-0.00080106i,-0.0025652-0.0012457i,-0.0013763-0.0013033i,-0.00016122-0.0019037i,-0.00021768-0.0014771i,-0.00046062-0.00023414i,-0.00023851+0.00030546i,-0.00079176+0.00032512i,-0.00097354+0.00082508i,-0.00044755+0.00072146i,-0.00025663+0.00027072i,0.00019983-7.3423e-05i,0.00068887-0.00046954i,0.0005502-0.00011296i,8.1613e-05-0.00040888i,-0.00037393-0.00069566i,-0.00085377-0.00029801i,-0.00068518-0.00027537i,-0.00031111-0.00014911i,-0.00055674+8.9467e-05i,-0.00051082-0.00014193i,0.00069688-0.00030494i,0.00089674+0.00013965i
-0.0019063-0.00071178i,-0.0025485+8.9204e-05i,-0.0037694+1.2747e-05i,-0.0037613-0.00075283i,-0.0017294-0.00063436i,0.00066436+0.00039937i,0.0014266-1.7995e-05i,0.00014171-0.00091325i,-0.00069631-0.00079678i,-0.00076631-0.00058228i,-0.0010829+3.3033e-05i,-0.00081393+0.00025483i,-0.00051189-0.00011329i,-5.6859e-05-0.00051947i,0.00016983-0.00074003i,-0.00034009-0.0004716i,-0.00042485-0.0003247i,-0.00011645-3.6018e-05i,0.00021612+3.9932e-05i,0.001193-9.6639e-06i,0.00092226+0.00055809i,-1.9686e-05+0.00072133i,0.00017416+1.2348e-05i
-0.0014113-0.00064438i,-0.0032434-9.048e-05i,-0.0029428+0.0013904i,-0.0026793+0.002225i,-0.0017221+0.0012511i,-0.00036323+0.00087078i,0.00034219+0.00095494i,7.4701e-05+0.00027922i,-0.00093745+3.6856e-05i,-0.0010519+0.00047651i,-0.00024641+0.00065927i,0.0005396+8.2932e-05i,0.001072-6.9916e-05i,0.0014489-0.00061493i,0.0013883-0.0007561i,0.00034453-0.00077487i,-0.00087807-0.00081373i,-0.00099183-0.0003861i,-0.00038526-9.2912e-05i,0.00011275-0.00049151i,0.00068627-0.0010919i,0.0005689-0.00084302i,3.5537e-05-0.00049462i
0.00015879-0.0029362i,-0.0014234-0.0024313i,-0.0034155-0.0015393i,-0.0043659-0.0017319i,-0.0033942-0.00016341i,-0.00080112+0.0015814i,0.0013027+0.0013661i,0.00056851+0.00085603i,-0.0004105+0.00060808i,-0.0005965+4.8759e-05i,-0.00067335-0.00049789i,0.00015875-0.00044846i,0.00105-0.0001715i,0.0014164-0.0003764i,0.0017323-0.00065436i,0.0016068-0.00085251i,0.00083671-0.00083828i,0.0004451-0.00040136i,0.0006298-0.00042607i,0.00022255-0.00048597i,-0.00061682-0.00091637i,-0.00033459-0.00084841i,0.00021881-0.00074553i
-0.0010628+0.002191i,-0.0017826+0.0013814i,-0.0013035+0.00092169i,-0.000767-1.3931e-05i,-0.00018011-0.001278i,0.00092586-0.0011246i,0.00066105-0.0002306i,-0.0011505+1.8112e-05i,-0.0018805+0.00076977i,-0.00026295+0.00078428i,0.00096889-0.00025107i,0.0006637-0.00053674i,0.00059214-0.00023447i,0.0010605-0.00033661i,0.0012867-0.00050427i,0.0014861-0.00074894i,0.00072336-0.00026221i,-0.00014355+0.0002546i,0.00012969+0.00018474i,-0.00026021+0.00061571i,-0.0012632+0.0007984i,-0.0014172+0.00049197i,-0.0010374+0.00076716i
-0.0019018+0.00066239i,-0.0042833+0.0012165i,-0.0036853+0.00092903i,-0.0023326+0.00070363i,-0.00098898+0.00054722i,0.00030064-0.00023385i,-0.00010513-0.00096358i,-0.0015691-0.00040652i,-0.0021526+0.00066915i,-0.0018725+0.00044496i,-0.00099858-0.00065998i,-0.00049656-0.00062142i,-0.0004186-0.00020931i,0.00021354-0.00023166i,0.00058587-0.00016966i,-0.00019607-0.00018314i,-0.00041009-3.9457e-05i,0.00018093+0.00087194i,-5.4943e-05+0.00081414i,-0.00032779+0.00015681i,0.0001366+0.00071202i,0.00053449+0.00086995i,0.00086217+0.00024463i
-0.0024747+0.00052567i,-0.0022628+0.00064987i,-0.0017772+0.00087255i,-0.0011586+0.0014939i,-0.00017221+0.0016763i,0.001274+0.00038597i,0.0012167-0.0010438i,-0.00059222-0.0011461i,-0.0018656+0.00022598i,-0.0012238+0.00030655i,-9.8273e-05-0.00067822i,0.00040486-0.000422i,0.00066417-3.8166e-05i,0.00057686-0.00041367i,0.00057606-0.00078072i,8.1087e-05-0.00056962i,-3.4382e-05+1.2444e-05i,0.00034054+0.00021405i,-1.8626e-05-0.00033386i,-0.00018132-0.00043659i,-0.00029194-0.00028976i,-0.00016599-0.00028742i,0.00024994-2.9324e-05i
0.0012604-0.0021136i,-0.00071184-0.0022622i,-0.0010106-0.0026621i,0.00013505-0.0032881i,0.00086936-0.0029761i,0.00066118-0.0020416i,3.8831e-05-0.0015609i,-0.0011385-0.0014325i,-0.0017884-0.00067958i,-0.0011264+0.00019247i,-0.00068885-0.00011423i,-0.00052659-0.00070449i,-7.4594e-05-0.00086614i,0.00049357-0.00042322i,0.00089256+0.00043017i,0.00081609-4.0993e-06i,0.00064887-0.00068026i,-6.9398e-05-6.844e-05i,-0.00075911+0.0009389i,-0.00050359+0.00096663i,-0.00031515+0.00022878i,-0.00057211-0.00024552i,-0.00011944-0.00053623i
0.0011745-0.00153i,-0.00034772-0.0031407i,-0.0014565-0.0029091i,-0.0016397-0.0021215i,-0.00052292-0.0012389i,0.00057844-0.00039805i,0.00031026-6.6372e-05i,-0.0018974-1.0383e-05i,-0.0029127-0.00085189i,-0.0016813-0.00065959i,-0.0010513+0.0002064i,-0.00039693+3.2628e-05i,0.00082032-0.00065549i,0.0013919-0.00036483i,0.0010489-0.00028309i,0.00048512-0.00051781i,0.00014796-0.00036498i,-0.00055094+0.00028662i,-0.00054289+0.00044523i,0.00037614+0.00038504i,0.00067102+0.00092737i,0.00049133+0.00015676i,0.00033277-0.00087482i
-0.0019945+0.00050306i,-0.0031534+0.0016122i,-0.0028397+0.0026478i,-0.0018094+0.002443i,-0.00023054+0.0019946i,0.0014425+0.0014016i,0.0010161+0.00011691i,-0.00068578-0.00086944i,-0.00123-0.00032825i,-0.0010297+0.0003147i,-0.00050707-5.6792e-05i,-0.0004488-0.00059534i,-0.00057673-0.00041232i,-7.7345e-05+0.00079444i,0.00019941+0.00051804i,0.00056767-0.0011677i,0.0010062-0.0014591i,0.00063356-0.00053189i,7.5179e-05-0.00037505i,-4.997e-05-0.00046985i,-0.00052519-9.1207e-05i,-0.00047812+0.00037831i,-0.00085445+0.00051i
-0.0021996-0.00031542i,-0.0035272+0.00074959i,-0.0044687+0.0011722i,-0.0043852+0.0010209i,-0.0020962+0.00063374i,-2.802e-06+0.00102i,0.00057453+0.0014257i,4.3868e-06+0.00051279i,-0.00065523+0.00038884i,-0.00056094+0.00082724i,9.9027e-05+0.00024285i,0.0005326-0.0005075i,0.00066707-0.00090171i,0.00021291-0.00026028i,-0.0013144-0.00054408i,-0.0019324-0.001012i,-0.0013657-0.0002977i,-0.00074483+0.00034247i,-0.00054567+0.00015069i,-0.0001203-0.0005622i,-0.00015073-0.0010505i,-6.8476e-05-0.00081862i,0.00012237+0.00018159i
-0.00022716-0.0020298i,-0.0019972-0.0012219i,-0.0037684+0.00020575i,-0.0036505+0.00069345i,-0.0018828+0.00060649i,0.00015503+0.00086054i,0.0006705+0.00079578i,-0.00044286+0.00049369i,-0.0018913+0.00016642i,-0.0024704+0.00019489i,-0.0010082+0.00036046i,0.00034624+5.4023e-05i,0.00032602-0.00088282i,0.001077-0.0008609i,0.00082048-0.00074966i,-0.0002214-0.0010728i,0.00031237-0.00019415i,0.00032274+0.00063963i,-0.00019913-0.00029104i,0.00030274-0.00093364i,0.00011911-0.0011035i,-0.00014689-0.0010594i,-5.0958e-07-0.00023734i
-0.000274+0.00017114i,-0.0016504+0.00074203i,-0.0026599+0.0015569i,-0.0013412+0.00041372i,0.00070415-2.4188e-05i,0.0011326-0.0001485i,0.00049779-0.00042918i,-0.00038855-7.1076e-05i,-0.001368-0.00085181i,-0.0016274-0.0014088i,-0.00039119-0.0012629i,0.00068929-0.0013594i,0.00041477-0.001199i,-7.1196e-05-0.00068577i,-8.4589e-05-0.00050341i,-0.00034794-0.0011523i,-0.0003961-0.0007568i,9.2914e-05-9.103e-05i,0.00051854+1.0277e-05i,2.2295e-05+0.00078121i,-0.00031536+0.0014356i,0.00019453+0.00083251i,-0.0001217-7.2637e-05i
-0.0006639-0.0023689i,-0.002069-0.0030183i,-0.0037283-0.00447i,-0.0037337-0.0043455i,-0.0015163-0.001204i,0.00059305+0.0015016i,0.0011833+0.0013634i,0.00013401+0.00035049i,-0.0011396+1.1193e-05i,-0.00064245-0.00022456i,2.4105e-05-0.00013732i,0.00030485-0.000228i,0.00072878+0.00011761i,0.00071514-0.00020453i,0.0011641-0.0013507i,0.0013878-0.001356i,0.001217-0.00088811i,0.000846-0.001031i,-0.00024443-0.00071988i,-0.00092316-0.00063173i,-0.00076602-0.0006044i,-0.00095875-0.00019701i,-0.0007476-6.0015e-05i
-0.00084667-0.00049025i,-0.0014635-0.00069583i,-0.0010889+9.0648e-05i,-0.00066036-5.5908e-05i,7.3825e-05-0.00085371i,0.00035404-0.00097016i,0.0001146-0.00097848i,-0.00092775-8.2322e-05i,-0.001819+0.00082798i,-0.00091145+0.0003787i,-9.5903e-05+0.00021061i,0.00053137+0.0001998i,0.0009062+0.00022156i,0.00092042+0.00054699i,0.0010367-1.3405e-05i,0.00056899-0.00096174i,0.00016088-0.0020804i,-8.6022e-05-0.0017373i,-6.1962e-05-0.00053422i,0.00028318-7.7922e-05i,1.9659e-05+0.00040627i,-0.0002274+0.0009042i,0.00031519+0.00088988i
-0.00074421-0.0022289i,-0.0026553-0.00095851i,-0.0028026+0.00050318i,-0.0017325-0.00039382i,-0.0010849-0.0011543i,-0.00013606+0.00033282i,3.4375e-05+0.0014606i,-0.00029062+0.00131i,-0.00093836+0.00072982i,-0.0016767-0.00010837i,-0.0012752-0.00042358i,-0.00034066-0.00043689i,0.00033128-0.0007346i,6.4138e-05-0.00024487i,-7.0566e-05-6.8099e-05i,-0.00013462-0.00042986i,-0.00050713-0.0004965i,-0.00039588-7.1128e-05i,-0.00022036-0.00030725i,-0.00039565+1.1334e-05i,-0.00054411+0.00072676i,-0.0007653+0.00037712i,-0.00063349-9.7069e-05i
0.0012935-0.00071414i,0.00044999-0.0011375i,0.00061669-0.0011909i,0.00057823-0.00048048i,0.00063014+0.0008653i,0.0012732+0.0010153i,0.0011994+5.7089e-05i,0.00043924-0.00047115i,-0.00023282+0.00021789i,0.00056745+0.00043995i,0.00071856-0.00033291i,-0.000172-0.00030066i,-0.00012486-0.00020127i,0.00051473-0.00051149i,0.00088811-0.00051474i,0.00042201-0.00026444i,-0.0002494-0.0002066i,-0.00021267+8.9087e-05i,0.00016501+0.00064167i,0.00013143+0.00033372i,0.00059444-0.00044575i,0.00075788-0.00027011i,-0.00026486+2.2549e-05i
0.00026039+0.0012717i,-0.0010739+0.0014743i,-0.0010659+0.00048674i,-0.00012735-0.0014179i,0.00089099-0.0027968i,0.00082165-0.0026173i,-0.00068903-0.0012642i,-0.0012635-0.00012701i,-0.0011884+2.1012e-05i,-0.0015227-0.00049511i,-0.0013388-0.00064739i,-0.00090869-0.00027472i,-0.00057837+0.00020636i,-0.0002142+0.00053063i,0.00018311+0.00081384i,-0.00033108+9.4967e-05i,-0.00064053-0.00076932i,-0.00016112-0.00013452i,-0.0002136+0.00061296i,-1.5617e-05+0.00026459i,-2.562e-05-7.3506e-05i,0.000302-0.00010948i,0.00074721+0.00011437i
-0.0011076-0.00059763i,-0.0028116+0.00072434i,-0.0034852+0.001185i,-0.0026973+0.00060575i,-0.0015746+0.00079257i,-0.00019631+0.0015857i,0.00032437+0.00083745i,-0.00059002-0.00056689i,-0.0015482-0.00034954i,-0.0014165+0.00028579i,-0.00074248+0.00047651i,0.00045071-0.00018552i,0.0014501-0.00068002i,0.00098774+3.9271e-05i,-1.3941e-05-0.00038953i,0.00033633-0.0012751i,0.00088881-0.0011532i,0.00081394-0.0007822i,0.00046341-0.00049535i,-3.78e-06+0.00017472i,-0.00030927+0.00035059i,9.2963e-05-0.0007089i,-4.3646e-05-0.0008093i
