-0.0023814+0.00099187i,-0.00059252-0.00060574i,-0.0016505-0.00010777i,-0.0027679+0.0015512i,-0.0025374+0.0029717i,-0.0025246+0.0027111i,-0.0019363+0.0016289i,-0.00068449+0.0018822i,0.0003323+0.0018285i,0.00042149+0.0011047i,0.00054377+0.00060309i,0.00086138-6.4879e-05i,0.0005701-0.00014885i,0.00024675-0.00056809i,3.8349e-05-0.00060502i,-0.00019142+0.00013313i,-0.00051716+0.0003091i,-0.00081243+0.00030274i,-0.00061005+0.00090555i,0.0001478+0.00050695i,0.00044674-0.00040205i,-5.6208e-05-0.00052316i,7.634e-05-0.00021454i
0.00010419+0.00066881i,9.4369e-05+0.00016119i,-0.00029497+0.00030571i,-0.00075864+0.00040793i,-0.00040233+6.7424e-05i,-5.8539e-05-1.1688e-05i,-0.00040338+0.00048097i,-0.00061671+0.00020628i,-0.00062872-0.0006079i,-0.0007688-0.00033422i,-0.00035986+0.00021836i,0.00073043-0.00041503i,0.00077411+4.5951e-05i,-0.00049649+0.00063611i,-0.00057966+0.00047429i,-0.00016163+0.00017524i,-0.00025518-0.00085261i,-0.00048255-0.00031123i,-0.00048416+0.0006451i,-0.00059252+0.00055112i,-3.9363e-05+0.0003484i,0.00062395+0.00029265i,0.00031015+0.00021734i
-0.0012501-0.00059209i,-0.0018238-0.00019265i,-0.0025131+0.0009861i,-0.0013286+0.0024595i,0.00025917+0.0027919i,0.00025942+0.0021951i,-0.00012402+0.0015524i,-0.00064642+0.0014752i,-0.00085838+0.0014473i,-0.00099417+0.0013975i,-0.00065757+0.00086859i,0.00052731+0.00058978i,0.0010352+0.0009585i,0.00077395+0.00046051i,0.00027129-0.00015461i,-0.0012298+3.2943e-05i,-0.0013896+0.00055541i,-0.00066638+0.00091041i,-0.00049585+0.00087182i,-0.00061794+0.00058323i,-0.00044836-0.00014742i,-4.9484e-05-0.00023496i,-0.00030438+0.00029464i
-0.001982-0.0024869i,-0.0021543-0.0030435i,-0.0021534-0.0014191i,-0.0013349+0.00059582i,-0.001022+0.00047897i,-0.00025002-0.00017985i,-0.0010091-0.00020294i,-0.0014225+0.00022087i,-0.00066666+0.0012135i,0.00016426+0.0015109i,0.0010958+0.00071953i,0.00153+0.00010671i,0.0017975-0.00047482i,0.0010636-0.00098096i,-6.9007e-05-0.00051119i,-0.00012464-0.00079118i,0.00016621-0.001426i,-0.00030276-0.00024943i,-0.00035155+0.00066811i,2.7923e-05+0.00047034i,0.0003565-3.283e-05i,0.00038513-0.00033681i,0.00053855-0.00047126i
-0.00061544-0.0010238i,0.00012439-3.0153e-05i,-0.0002307+0.00097774i,-0.00029269+0.00142i,0.0002714+0.0014682i,0.00056816+0.00070873i,-0.00075404-0.00065387i,-0.0019725-0.00081289i,-0.00088983-3.9062e-05i,7.5014e-05+0.00073303i,-9.8843e-05+0.00095792i,-1.7903e-05+0.00029379i,-0.00018298-0.0002764i,-0.00035604-0.00035806i,-0.0001821+3.434e-05i,0.00037305+0.00012594i,0.00082383-0.00018771i,0.00087679+0.00011994i,0.00070411+0.00040159i,0.00033961+0.00066885i,0.00071399+0.00047054i,0.00087028+0.00040967i,-0.00018277+0.00034023i
0.0011719+0.00028468i,0.0001158+0.00072916i,-0.00044911-2.8697e-05i,-0.0013847-0.0016282i,-0.0019112-0.0016236i,-0.0015482-0.00093819i,-0.0012119-0.00050491i,-0.00093736+7.4627e-05i,-0.0008668+0.00068089i,-0.00070193+0.00062752i,-0.00020566-0.00019019i,9.3506e-05-0.00027812i,-3.8591e-05+0.00020863i,-0.0002747+0.00077066i,-0.00034566+0.00072381i,-0.00052848+0.00026179i,-0.00098647+4.7883e-05i,-0.00083938-0.00010604i,-0.00073364-0.00026242i,-0.00066062-0.00024074i,-0.00062514-0.0006044i,-0.00092308-0.0004248i,-0.00039436-1.6849e-05i
0.0021579-0.00054302i,0.0016647-0.00061532i,0.0015259-0.0018471i,0.0005719-0.0023721i,-0.0010427-0.0022346i,-0.000828-0.0020447i,-4.229e-05-0.0012364i,-0.0002108-0.00047995i,6.8982e-05+3.4412e-05i,0.00050573+1.5908e-05i,-5.763e-05-0.00010866i,-0.0003773-0.00020103i,0.00066556-0.00016726i,0.00058501+0.00058694i,-0.00076183+0.00088435i,-0.00072313+0.00070484i,-0.000228+0.00081689i,-0.00079673+9.0734e-05i,-0.00095798+0.00014803i,-0.00070348+0.00050868i,0.00044297-0.00013359i,0.0014222-0.00071911i,0.00060835-0.00017772i
-0.0014355+0.00061554i,-0.0004171+0.00061083i,-0.00053601+0.0019483i,0.00029456+0.0027052i,0.0012815+0.0013399i,0.0010727+0.0008412i,0.00075635+0.0004796i,-0.0003077+3.7215e-05i,-0.00061858-4.1254e-05i,0.00036562-3.4168e-05i,0.0006403-0.00014239i,0.00083386-0.00079438i,0.00059037-0.00067667i,-0.00035763+1.6595e-05i,-0.00045236+0.00091766i,-0.00050041+0.00073493i,-0.00041462-0.0003098i,-0.00014385-0.0005614i,-0.00026898-0.00031046i,-4.2669e-05-0.00020964i,0.00026375+0.00022837i,-6.8779e-05+0.00089953i,3.5776e-05+0.00097513i
0.00094261-0.0020022i,0.00089637-0.0016901i,0.00069363-0.00095926i,0.00036452-0.0015467i,-0.00061515-0.0020325i,-0.0012078-0.00082027i,-0.001001-0.00028486i,-0.0010671-0.0013299i,-0.0006971-0.0010046i,6.025e-05-0.00015519i,0.00028623-0.00013928i,0.00052809-0.00086901i,0.0013618-0.0010135i,0.0010455-0.00012492i,-4.3823e-05-0.00013907i,-0.00051391-0.00045482i,-0.00056551-0.0005834i,-0.0011434-0.00061841i,-0.0016906-0.00041081i,-0.0013557+0.00028068i,-0.00051588+0.00061453i,-0.00027715+0.00047094i,-0.00063904+0.00071183i
-0.0019611+0.00062309i,-0.0015524+0.00030828i,-0.0018799+0.0014013i,-0.0024282+0.001964i,-0.0024986+0.00099408i,-0.0021553-0.00035423i,-0.0013912-0.00015283i,-0.0010713+0.00062868i,-0.00060478+0.0006825i,0.00030116+0.0004545i,0.00076118+0.0003784i,0.0010715-0.00019405i,0.0013092+0.00012025i,0.00026447+0.001004i,-0.00072676+0.0014631i,-0.00030229+0.00077958i,0.00063272+0.00047482i,0.00069262+0.00046143i,0.00050992+0.00010949i,-6.8793e-05-7.4217e-05i,-0.00058248-1.316e-06i,-0.00076383+0.00059919i,-0.0004287+0.00042322i
0.00074245-0.00027281i,0.00050493-0.0008279i,0.00085523-0.0010136i,0.0017115-0.00067046i,0.0011528-0.00069139i,-0.00010722-0.00053546i,-0.00016682+0.00047755i,-4.0631e-05+0.0012057i,-0.00034522+0.0013351i,-0.00017944+0.00091711i,8.7769e-05+0.00025817i,-8.3254e-05-0.00028124i,-0.00016065-0.00070719i,-0.00021477-0.00026744i,-0.00047045+0.00075237i,-0.00049244+0.00098239i,-0.00065308+0.0002682i,-0.00098492-0.0010019i,6.349e-05-0.0014329i,0.001138-0.00087654i,0.0005054-9.1244e-05i,-0.00023755+0.00027375i,-0.00099098+2.6732e-06i
0.00010012+0.0016324i,0.00025418+0.00047344i,0.0016978+0.0011726i,0.0019465+0.001722i,0.0019144+0.0013592i,0.00096695+0.00070916i,-0.0001239+0.00047864i,-0.00032676+0.00059529i,-0.00053098+0.00058993i,-0.00062538+0.00029694i,-0.00026292-0.0003867i,0.00039675-0.0010325i,0.0004441-0.0010557i,8.0583e-05-0.00044542i,0.00033142+0.00044911i,0.00054214+0.00042211i,0.00075694-7.7024e-05i,0.00062846-0.00037025i,-5.0587e-06-0.00075797i,-0.0011469-0.00095013i,-0.0014749-0.00044606i,-0.0007959-0.00020144i,-0.00023026+0.00034572i
-0.00016273-0.0011186i,-0.00035081-0.00040266i,-0.0013362-0.00042699i,-0.0012639-1.0693e-05i,-0.0017092+0.00072586i,-0.0018943+0.00080969i,-0.0010216-0.000252i,-0.00037522-0.00082412i,0.00010105-0.00081543i,0.00020466+8.5808e-05i,-9.0311e-05+0.0012003i,0.00041513+0.0010157i,0.0010413+0.0013033i,0.00052874+0.001421i,0.00042069+0.00070828i,0.00043432+7.0155e-05i,-0.0004733-6.0243e-05i,-0.00063196-7.3495e-05i,0.00018307-0.00014104i,9.2107e-05-6.3887e-05i,-0.00066333-0.00057764i,-0.00057378-0.0011164i,-0.0002406-0.001156i
-0.00098829+0.0013658i,-0.00044042+0.00070604i,-0.00087205+0.00067743i,-0.0012338+0.00046736i,-0.0012182+0.00088906i,-0.0013171+0.0013934i,-0.00091309+0.0013474i,-0.0006308+0.0010528i,-0.00034358+0.00087677i,8.058e-05+0.00083776i,0.00011006+0.0010429i,0.00011406+0.00099811i,-0.00020561+0.00010509i,-0.00027284-0.0007736i,0.0010561-0.00020336i,0.000856+0.00069441i,-0.00041234+0.0004263i,-0.0014435+0.00018898i,-0.0015538+0.00057616i,-0.00091503+0.0008785i,-0.00033367+0.00022218i,-0.00039603+0.00026663i,-0.00030185+0.00058133i
0.0021801-0.00057541i,0.0028759-0.00061127i,0.0036472-0.0016408i,0.0019878-0.0026283i,-7.7996e-06-0.0021253i,-0.00088822-0.0012287i,-0.0011162-0.0016226i,-0.00041504-0.001265i,0.00029366+0.00048302i,0.00052344+0.00087671i,0.00069547-0.00030667i,0.00045685-0.00066617i,0.00071484-0.00059081i,0.001192+0.00019088i,0.0013362+0.001114i,0.00083085+0.00063547i,0.00012257-0.00029673i,-0.00068691-0.00036044i,-0.0012154-0.00029213i,-0.00067348-0.00084657i,0.00016665-0.00084231i,-0.00017891-0.00044483i,-0.0002981-0.00013386i
0.00082187-0.00056718i,0.0016113-0.00031335i,0.0008524+6.6436e-05i,0.00019558+0.00020896i,-2.0498e-05+0.0006481i,0.0001011+0.0010362i,-0.00019874+0.00095885i,-0.0001812+0.00032387i,-3.2581e-05-0.00066017i,0.00027872-0.00041829i,0.00044157+0.0003538i,0.00063059+0.00014209i,0.00067633-0.0010681i,-0.00013238-0.0012984i,-0.00047233-0.00047541i,-0.00033723+0.00016091i,-0.00062551+0.00032667i,-0.00054726+0.00050606i,-0.00060868+0.00039667i,-0.00095597+0.00063871i,-9.3055e-05+0.00082988i,0.0010113+0.00014378i,0.0010427+2.173e-05i
-0.0022584-0.00094984i,-0.0023802-0.0014782i,-0.0028068-0.00014222i,-0.0019246+0.00069787i,-0.00010745+0.00063687i,0.00056142-0.0003474i,-0.000298-0.00013287i,-0.0012776+0.00053737i,-0.00083978+0.00099283i,0.00020355+0.0016335i,0.0012157+0.0013915i,0.0010106-0.00016552i,0.00023803-0.00062884i,-0.00016314-0.00063951i,-0.00091452-0.0005611i,-0.0007622+0.00042475i,-0.00031377+0.0012604i,-0.00041831+0.0017331i,-0.00033786+0.0013197i,-0.00023534+0.0009525i,-0.00081778+0.0007713i,-0.0012442+8.7934e-05i,-0.0011329+0.00012599i
-0.00054802+0.0011404i,-0.00021117+0.0021334i,0.00044138+0.0013275i,0.0002579+0.00033502i,0.00078274-0.00028202i,0.0017569-0.0010384i,0.0016627-0.0011026i,0.00032868-0.00083522i,-0.00089459-0.0004363i,-0.00026383+0.00021073i,0.00069775-7.8065e-06i,0.00063462-0.00010295i,0.00074654+3.4216e-06i,0.00056929+0.00011295i,-0.00041482+6.4064e-05i,-0.0011295-0.00049633i,-0.00085429-0.00083467i,-0.00042801-0.00029177i,-0.00037131+4.4551e-05i,0.00042617-4.6275e-05i,0.00075958-0.00051207i,0.00065766-0.0011359i,0.00060196-0.00063881i
-0.00055175+0.0011022i,0.00030515+0.0009663i,0.00035898+0.0013355i,0.00035565+0.00050264i,-9.318e-05+0.00030472i,-0.00086888+0.00040821i,-0.0006467+0.00044679i,-0.00052791+0.00019923i,-0.00061194-0.00045084i,-0.00019514-0.00010357i,0.00056432+0.00035919i,0.0011547-4.4957e-05i,0.00094156-0.00022279i,0.00035838+0.00022848i,-3.9504e-05+0.00026086i,-0.00017462+0.00024573i,6.9407e-05+0.00093589i,0.00040718+0.00051521i,0.00038483-4.2418e-05i,-0.00015706+0.00030469i,-0.0013076+0.00026746i,-0.001782-0.00026554i,-0.00062426+8.6629e-05i
-0.0016036-0.0018353i,-0.0011643-0.0010365i,-0.00019034-0.0006427i,-0.00032489+0.00043208i,-0.00025332+0.00072184i,0.00063398+9.0062e-05i,0.00060112-0.00041665i,0.00026122-0.00070816i,0.00035029-0.00039851i,0.00040832+0.00026795i,0.00093502+0.00088615i,0.0014599+0.00040422i,0.00084155-0.00085836i,-0.00032192-0.0013989i,-0.00026504-0.00063235i,3.5616e-05+1.3861e-05i,-3.0136e-05-0.00035301i,6.3222e-05-0.00047676i,-0.0008628+8.4058e-05i,-0.001263-0.00024184i,-0.00056589-0.0005023i,-0.00070429-0.00019512i,-0.0011088-0.0001487i
-0.0015991+0.0009628i,-0.0002614+0.00074373i,8.4431e-05+0.0011583i,-0.00032813+0.0020564i,-0.00044195+0.0021658i,4.3737e-05+0.0015652i,-0.00041551+0.0010487i,-0.0014619+0.00030808i,-0.001343+0.00011513i,-0.00029134+0.00086486i,0.00050238+0.00031266i,0.0002207-0.00057567i,6.2683e-05-0.0010934i,-0.0005307-0.00084549i,-0.00089382-3.9775e-05i,-7.8117e-05+0.0005619i,-0.00023055+0.00075225i,-0.0011658+0.0006028i,-0.0013589+0.00048184i,-0.00046099-0.0001901i,0.00044769-0.00029986i,0.00035291+0.00025903i,0.00059423+0.00038712i
-0.0021814+0.0022963i,-0.0012186+0.0030317i,-0.00011555+0.0044694i,2.2657e-05+0.003501i,0.00069426+0.00088373i,0.0012355-0.00040982i,0.00032808-0.00055038i,-0.00061286-0.00048668i,-0.00019668+0.00062067i,0.0010151+0.00014007i,0.0018795-0.00063679i,0.0013876-0.00082932i,0.00047614-0.00098823i,-0.00035309-0.00038654i,-0.0010117+0.00020555i,-0.00086268-6.6081e-05i,-0.00061568-0.00033353i,-0.0011203-3.1338e-05i,-0.0011875+0.00038463i,-0.0007947+0.00051322i,-0.0011665+0.00039379i,-0.00094879-0.00034133i,0.00055138-0.00073018i
0.00019154+0.00048995i,-0.00032403+0.00032559i,-0.0014659+0.00060681i,-0.0019205+0.00084352i,-0.00077126+0.0007729i,3.1953e-05+0.0010721i,-0.00040644+0.001052i,-0.00043703+0.00034068i,-0.00020378+0.00054443i,0.0004618+0.00027825i,0.00058356-0.00017782i,4.8942e-05-0.00011111i,-0.00022218-0.00045504i,-8.0212e-05-0.00048313i,-0.00037197-0.00017484i,-0.00081376-0.00022074i,-0.00075611-0.00078055i,-0.0010745-0.00070162i,-0.00052576-0.00038777i,0.0004052+0.00022499i,-5.3959e-05+0.0005597i,-0.00023619+0.00027568i,-0.00019112+3.3948e-05i
-0.0018598+0.0012837i,-0.0017107-0.00057484i,-0.0018787-0.00070579i,-0.0014793-0.00051052i,-0.00067906-0.00012504i,-0.0003403+0.00020828i,-0.00024849-0.00014222i,-6.8619e-05-0.00039205i,7.5939e-05-8.4747e-05i,0.00043639+0.0005209i,0.00058186+0.0012747i,5.4903e-06+0.00083696i,-0.00021598+0.00012604i,-5.7808e-05+7.1927e-05i,0.00016482+2.7151e-05i,-0.000356+0.00068838i,-0.00047745+0.0008969i,-0.00029769+0.00021965i,-0.00020431+0.00036309i,-0.00011888+0.00050984i,-1.195e-05-0.00014826i,0.0002071+0.00010559i,-0.00019919+0.00067492i
0.00026828+0.0023285i,3.2833e-05+0.001368i,0.00077695+0.0016884i,0.0018418+0.0011854i,0.002024+0.00042034i,0.0014381+0.00052446i,0.00021391+0.00040365i,-0.00027424+0.00060418i,-0.00018125+0.0010272i,-0.00026184-2.6416e-05i,0.00010448-0.00041829i,0.0002157-0.00047043i,-0.00055304-0.0002222i,-0.0013211+0.00017177i,-0.0015509-4.179e-05i,-0.0010607-9.2163e-05i,-0.00099613-0.0002971i,-0.0017311-0.00039016i,-0.001043-0.00026466i,0.00053594-0.00011315i,0.00020327-0.00051396i,-0.00072746-0.0010285i,-0.00025126-0.00028129i
0.00025473-0.0022391i,0.00061007-0.0028049i,-0.00070702-0.0033183i,-0.001473-0.0024489i,-0.0015371-0.00043974i,-0.0010918+0.00056465i,-0.00030907+3.8764e-05i,-0.00024831+0.00020537i,0.00014439+0.0011988i,-0.00015558+0.00098377i,0.00022709+0.00078706i,0.00075095+0.0010718i,0.00089869+0.00021367i,0.0012289-2.9552e-05i,0.00081819+0.00027619i,0.00043602-0.00017496i,0.00057473-0.00024616i,0.00023954-0.0002215i,-0.00060712-0.00049203i,-0.0011225-0.00021235i,-0.0010021-4.3532e-05i,-0.00080992-0.00020699i,-0.00056181-0.00039927i
-0.00033376+0.0011844i,-0.00012478+0.00067905i,-0.00074053+7.7642e-05i,-0.00080756-0.00010015i,-0.00033063+0.00057699i,0.00022031+0.00030729i,0.00070768-0.00051977i,0.00010102-0.00023974i,-0.00046952+0.00071419i,0.0010291+0.0007317i,0.0018671+0.00029435i,0.00058187+0.00021072i,-0.00051644-7.957e-05i,-0.00085773-0.00012771i,-0.00095329+0.00050035i,-0.00095999+7.0002e-05i,-0.00078417-0.00015321i,0.0002193-0.00035492i,-9.2261e-05-0.00043267i,-0.00022213-0.00018725i,-0.00020371+5.4886e-06i,-0.00025676+0.00029187i,-9.8298e-06+0.00065166i
-0.00053638+0.0021274i,-0.00024794+0.0014316i,-0.00028308+0.0012918i,7.7816e-05+0.0010236i,6.4629e-05+0.0010778i,-0.00017908+0.0012806i,-0.0009481+0.00043473i,-0.0015694+1.197e-06i,-0.00083908+0.00078031i,0.00025252+0.0008412i,0.00082066+0.00011979i,0.00073323-0.00034657i,0.00028056-0.00057401i,-0.00079057-0.00022511i,-0.0015307+0.00059721i,-0.0012074+0.001181i,-0.00075286+0.0007337i,-0.00082533-0.0001106i,-0.00057625-0.0010019i,-0.00047769-0.0010412i,-0.00043034-0.00077564i,-0.00080626-0.00073486i,-0.00076602-0.00016682i
-0.0023653+0.00020672i,-0.0016222+0.00039854i,-0.00058546+0.00087376i,0.0007184+0.0022569i,0.0003309+0.0031798i,-0.0005208+0.001861i,-0.00045747+3.9752e-05i,-0.0011314-0.00047205i,-0.00051344+7.1179e-05i,0.00075342+0.00032389i,0.0012289+0.00010728i,0.0012529+0.00025434i,0.00073801+0.00026712i,0.00051877+0.00028557i,-0.00056053-0.00052756i,-0.00073022-0.00073518i,0.00015269+1.9239e-05i,-5.769e-05+0.00028i,-0.0005708+0.00065849i,-0.00030642+0.00064128i,0.00031579-3.6712e-05i,0.00064382-6.0171e-05i,-0.00035072+0.00042436i
0.0011333+0.00075635i,0.0021088-0.00015022i,0.0023863-0.00080633i,0.0014028-0.00090531i,5.9421e-05-0.00024498i,-0.00074921-0.00050869i,-0.00071276-0.00091975i,-0.00069862-0.00057423i,-0.00067731-0.00019608i,-5.7682e-05-6.0949e-05i,0.00054805-0.00025502i,0.00095372-0.00044636i,0.0011176-5.4715e-06i,0.00081771-0.00023571i,0.00024601+0.00010682i,0.00057918+0.00045961i,0.00065462-0.00021119i,-0.00038271-0.00052716i,-0.00081844+0.00010762i,-0.00078185+0.00054944i,-0.0006341-6.1101e-05i,-0.00016562-0.00089716i,0.00013006-0.00074893i
-0.00095251+0.00054525i,-0.00060955+0.00054913i,-5.1033e-05-0.00012844i,0.00024089-0.00071432i,0.00046766-0.00020103i,0.00010993+0.00054504i,-0.00032178+0.00016077i,-0.00073874-0.00037946i,-0.00057229+0.00032615i,0.00034119+0.00077845i,0.00046724+0.0003663i,4.6013e-05+9.654e-05i,-0.00024745-0.00045567i,0.00020106-0.00055868i,-0.00054426-0.00071542i,-0.0013003-0.00090757i,-0.00063265-0.0001934i,-0.00011834+0.00037906i,-0.00030129+0.00036763i,-0.00032408+0.00042833i,-0.0002003+0.00043209i,-0.0002785+0.00040963i,0.00014354+0.00047715i
-0.000333+0.00054131i,-0.00047957+0.00074672i,-1.6103e-05-0.00038501i,-0.00090056-0.00085446i,-0.0012045-0.00087038i,-0.00085243-0.0012588i,-0.0013577-0.0010105i,-0.0013138+1.0521e-05i,-0.00015365+0.001159i,0.0011754+0.0015265i,0.00082332+0.0012377i,6.8206e-05-9.3061e-05i,0.0005302-0.0014135i,0.0010449-0.0012334i,0.0010632-0.00027606i,0.00091335+0.00024774i,0.00045504+0.00066978i,-9.2571e-05+0.00096348i,-0.00056338+0.00032825i,-0.00048671+0.00035601i,0.0001636+0.00074673i,-0.00020626+0.00054392i,-0.00051217+0.00071038i
0.00054012-0.0010382i,0.0013612-0.00051197i,0.0014125-0.0018916i,0.00054958-0.001577i,-0.0012056-4.531e-05i,-0.00084103+0.00020245i,0.00014585-2.3794e-05i,-0.00013846-9.686e-05i,-0.00079545+9.6353e-05i,-0.00040027+0.00012513i,0.00037015+0.0005482i,0.00067796+0.00076898i,0.00078299+0.00023532i,0.00029695+0.00047419i,-0.00043028+0.00035799i,-0.0007367-0.00066414i,-0.00042305-0.00077269i,-0.00036882-0.00096449i,-0.0001336-0.0010592i,0.00048429+8.9386e-05i,3.5798e-05-0.0002678i,0.00023876-0.00066594i,0.00084424-0.00020801i
-0.0022312+0.00043995i,-0.0038902+0.0012503i,-0.0039575+0.0016647i,-0.0015233+0.002383i,0.00030711+0.0025914i,0.00033554+0.0013213i,-0.00093293+0.0007893i,-0.00083+0.00065821i,-0.00059913+0.0008961i,-0.00037015+0.0011356i,0.00046423+0.00024631i,0.00052384-0.00036002i,0.00029579-0.0011039i,-8.612e-06-0.0015637i,0.00015965-0.0014599i,0.00050966-0.00055749i,0.00010042-0.00032382i,-0.00072321-0.00033239i,-0.00075014-0.00019783i,-0.00050607-0.0005735i,-0.00098316+0.00026181i,-0.0018926+0.0009404i,-0.0012451+0.0009496i
0.00062466-7.4232e-05i,0.0001819-0.0016319i,0.00051275-0.0028454i,0.0004108-0.0030761i,-0.00068796-0.00212i,-0.00052321-0.0010348i,-0.00015568-0.0011805i,-0.0011217-0.00072529i,-0.0007773+0.00037766i,-0.00020907+0.00033829i,-0.00019573+1.9518e-05i,3.0441e-05+0.00037302i,-9.5819e-05+0.00043678i,-0.00019361+3.4665e-05i,0.00010825+0.0003066i,7.8836e-05+0.00049919i,-0.00039724-0.0003753i,2.5581e-06-0.0003758i,0.00043841+0.00018948i,1.5744e-06+0.00066877i,5.2853e-06+0.0010195i,0.00035973+0.00084868i,0.00028906+0.00049092i
-0.00051763+0.0014976i,0.00024155+0.0020371i,0.00023916+0.0021507i,0.00037423+0.0013579i,0.00057916+0.00033646i,-1.827e-05+0.00066576i,-0.00061297+0.0010031i,-0.00057766+0.00022316i,-0.00046974+0.00047184i,-0.00096846+0.0010146i,-0.00049838+0.00036264i,0.00040511-0.00087943i,0.00024212-0.00089648i,-0.00051535-0.0001082i,-0.00096371+0.00027922i,-0.00068786+0.00056716i,0.00010347+0.00065312i,0.00024868+0.00036856i,-0.00032755+9.0958e-05i,-0.0009956+7.6931e-05i,-0.00062951+0.00028497i,-2.5481e-05+0.00033028i,-0.00082133+0.00059418i
-0.0004447+0.00081305i,-4.9266e-06+0.0007258i,0.00049493-0.00061653i,0.00091754-0.00038838i,0.00094263-0.00022142i,9.8779e-05-0.00094145i,-0.00049073-0.0012128i,-0.00042857-0.00040147i,2.7418e-06+0.00072856i,0.00048824+0.00091784i,0.0010774+0.00016871i,0.0011443+2.1774e-05i,0.00043083-0.00026816i,0.00026605+6.1348e-05i,0.00013757+0.00067092i,0.00028919+0.00052871i,0.00035335+0.00047791i,-0.00037085+0.00068979i,-0.0007342+0.00069135i,-0.00055951+0.00064581i,-0.00018828+0.00065668i,4.493e-05+0.00071584i,0.00012732+0.0005632i
0.0014985-0.0016148i,0.0017241-0.002242i,0.00124-0.0016419i,8.3699e-05-0.000826i,-5.5684e-05-0.00086652i,0.00020555-0.00051372i,-0.00069644-0.0005106i,-0.0010771-0.00061091i,-0.00083195+0.00037641i,0.00034491+0.00093207i,0.001466+0.00057052i,0.0014574+0.00013075i,0.00072901-0.00046379i,-0.00023945-0.00052892i,-0.00025778-0.00019031i,-3.8977e-05+0.00055917i,-0.00032648+0.00037415i,-0.00052585-0.00072731i,-0.00035766-0.00017586i,-0.00039447+0.00096935i,-0.00018039+0.00092424i,0.0004537+0.00081494i,-0.00035876+0.00066447i
0.001032+0.00077411i,0.00052039+0.0011963i,-0.00054331+0.00041054i,-0.0006945-0.00014961i,-0.00038284+0.00075021i,-0.00053794-0.00036266i,-0.0011092-0.0011739i,-0.001262-4.2258e-05i,-0.00083925+0.001157i,0.00018246+0.001485i,0.0010849+0.00067866i,0.00067284-0.00018161i,0.00015184-0.00061372i,0.00038662-0.00037427i,0.00048289+7.1331e-05i,6.7817e-05-0.0003362i,-0.00060086-0.0010877i,-0.00058276-0.00080681i,-0.00044886-0.00046784i,-0.00040781-0.00037945i,-0.00034953-8.1634e-05i,-0.00088143+0.00012789i,-0.00062796-0.00059834i
0.00048793+0.00084493i,-0.00057946-1.7646e-05i,0.00055326+0.00038133i,0.0016502+0.00070598i,0.0012868+0.00033369i,0.00074413-0.0010319i,-3.8543e-05-0.0010104i,-0.00062084+0.00032121i,-0.0007555+0.00071496i,5.2495e-05+0.000627i,0.00050588+7.1036e-05i,0.00036435-0.00068178i,-9.9168e-05-0.00090304i,-3.1016e-05-0.0004964i,0.00033122-0.00023113i,-0.00038777+1.9893e-05i,-0.00020661+0.00070575i,0.00069894+0.00029938i,0.00081448-0.00072991i,0.0010847-0.00044328i,0.0012216-1.9552e-05i,0.00084166+0.00020927i,0.00053498+0.00032746i
0.0012937+0.0008277i,0.00071485+0.00099962i,0.0006141-0.00086839i,0.00041341-0.0016761i,0.00099926-0.0010941i,-0.0003247-0.00031586i,-0.0021148-0.00027394i,-0.0020834-0.00046945i,-0.00079553-0.00042877i,0.00010972-5.0796e-05i,0.00046121+0.00029144i,0.0008696-0.0002948i,0.00093073-0.0011588i,0.00025058-0.00096541i,6.149e-05-0.00067976i,0.00029714-0.00040946i,-7.0589e-05-0.00012974i,-0.00045475-0.00078834i,-0.0004834+0.00016521i,-0.00089996+0.00091353i,-0.00080444+0.00082833i,-0.00067949+0.00065775i,-0.00063303-8.105e-06i
0.0022095+0.00087439i,0.00058425+0.00098521i,0.001277+0.00053251i,0.0013829-0.00040347i,-1.7221e-06-0.0011812i,-0.00074552-0.00063939i,-0.0007037+0.00016571i,-0.00086075-0.00010012i,-0.00052831+0.00032252i,0.00011774+0.0010582i,0.00074253+0.00076051i,0.00064824+0.00049396i,0.00043943+0.0002964i,-0.00020119+4.2993e-05i,-0.00098563-0.00042366i,-0.00091481-0.00017989i,-0.00026964-3.1024e-05i,-0.00097564-0.0008472i,-0.0012353-0.00045404i,-0.00078795-0.00022559i,-0.00064962-0.0005065i,-0.00012952-0.00040216i,-6.8945e-05+0.0001845i
0.00010181+0.0013084i,-0.00037484-0.00024642i,-0.00036619-0.00033057i,0.000777-0.00042169i,0.00092599-0.00067312i,0.00016148-0.00097059i,-0.00060085-0.00080507i,-0.00074744+6.8298e-05i,0.00015775+0.00045789i,0.00016134+1.7047e-05i,-2.5952e-05-0.00085432i,0.00049201-0.00086359i,0.00057844-0.00051914i,0.0009652-2.8326e-05i,0.0011544+0.00016265i,0.00032988-0.00019671i,-0.00093631-0.00087583i,-0.0013752-0.00093088i,-0.00083626-0.0004486i,5.3667e-05-0.00027484i,-0.0002894-0.0001847i,-0.00072036+2.1009e-05i,-0.00049362+0.00013701i
