-0.0026545+0.00037581i,-0.0021076-0.00067214i,-0.002728-0.00089494i,-0.0032763-0.00024087i,-0.0026271+0.00011717i,-0.0011973+0.00089839i,-0.00035317+0.0016162i,0.00018378+0.0012149i,0.00093868+0.00022405i,0.0009788-0.00020818i,0.00035458-0.0007116i,0.00029285-0.00052016i,0.00047072-2.3536e-05i,-2.7791e-05-0.00021235i,-0.00027632-0.00064011i,-0.00036323-0.00013569i,-6.4174e-05+1.4853e-05i,0.00076504+7.6008e-05i,0.001002+0.0004979i,0.00075057+0.00030109i,0.00058946+0.00053158i,9.9584e-05+0.00067434i,-0.00069544+0.00054549i
-0.0012267-0.00084764i,-0.0018879-0.0013493i,-0.0016305-0.00043518i,-0.00086491+0.0010133i,-0.00046292+0.0010534i,0.00032168+0.0003363i,0.0005303-0.0002938i,0.00077328-0.00078952i,0.0016063-0.001244i,0.001262-0.00072816i,0.00035173-0.00075338i,-0.00072957-0.0010254i,-0.0016881+0.00015816i,-0.0011578+0.00070581i,0.00015915+0.00015194i,0.0012484-0.00016901i,0.00071164-0.00070339i,-0.0005918-0.00057698i,-0.00035126+4.5549e-05i,0.00018449+0.00042492i,8.1104e-05+0.00086118i,0.00029298+0.0004304i,0.00037159-6.2337e-05i
0.00058488-0.0015253i,0.00045644-0.00051973i,0.00013282-0.00063434i,-0.00049034-0.0008016i,-0.00093416-0.00090378i,-0.00045315-0.001304i,0.00075272-0.0011268i,0.0007536-2.5604e-05i,7.0427e-05+0.00034242i,-0.00027538+0.00024327i,0.00010473-0.00038137i,-0.00049857-0.0015131i,-0.0019408-0.001958i,-0.0014566-0.0013223i,-0.00010269-0.00030271i,-0.00039038+0.00031258i,-0.000858+0.00039704i,-6.8813e-05+0.00042334i,-5.796e-05+0.00071634i,0.0003173+0.00083055i,0.00051658+0.00040238i,-4.8748e-05-4.1708e-06i,-0.00032942-0.00044528i
-0.00054494+0.0029817i,-0.0015709+0.002316i,-0.0004071+0.0011774i,0.00075898+0.0003426i,0.0013247+0.00029627i,0.0014554-0.00046167i,0.0010753-0.00077709i,0.00045052+2.7337e-07i,9.8535e-05+0.00037611i,4.8181e-06+0.00034231i,-0.00046934-0.00055947i,8.0942e-05-0.0017888i,3.0305e-05-0.0019277i,-0.0003716-0.0012968i,-0.00058939-0.00047495i,-0.00062243-1.8927e-06i,-0.00045966+4.3248e-05i,0.00010663-6.0945e-05i,0.00049025-0.00023929i,-0.00012842+1.8562e-05i,-0.00093282+0.00060321i,-0.00077024+0.00064146i,-0.00020869+0.00047321i
0.00058189+0.00099371i,2.7807e-06-0.00026791i,0.00031803-0.00158i,0.0003824-0.0012202i,-7.0528e-05-0.00052892i,-8.8497e-05-0.00017596i,-0.00035229-0.00011056i,-0.00096545-0.00023336i,0.0002716-0.00013992i,0.001035+0.00053402i,0.00037719+0.00062999i,0.00041499+0.00024914i,0.00036109-0.00042609i,0.00055028-0.00068164i,-4.4767e-05-0.00015689i,-0.00017484-9.4823e-05i,-4.0253e-05-0.00012093i,-0.00028178+0.0006694i,-0.0002275+0.0011568i,-0.00035502+0.00051531i,-0.00061755-0.00046818i,-0.00093912+0.00043846i,-0.00098775+0.0018731i
-2.636e-06-0.00042512i,0.00015489-0.00059696i,0.00041562-0.0014211i,-0.00032572-0.00077844i,-0.00017713+0.0001181i,0.00020836+0.00035578i,0.00048459+0.00048568i,0.00080071+0.00083696i,0.00035236+0.00067298i,-0.00054188+0.00063446i,-0.000691+0.00022673i,3.5212e-06+0.00056625i,0.00054195+0.0017086i,0.0007707+0.001933i,0.0010749+0.0010116i,0.0010772+0.00080343i,0.00081606+0.0012878i,0.00035899+0.00015023i,0.00018035-0.00070309i,7.0507e-05-0.00067974i,7.0661e-05-0.00041367i,-9.1847e-06-0.00029692i,-0.00051633+0.00034413i
5.2917e-05+0.0012819i,-0.00049291+0.0019807i,-0.00082227+0.0019197i,-0.00083922+0.0018365i,-0.00051329+0.0010547i,0.00060566+0.00058733i,0.00085178+0.00034152i,0.00044369+7.404e-05i,0.00015922+3.7977e-05i,0.00029413+8.4876e-05i,0.00030241+4.2857e-05i,0.00056064+0.0008447i,0.00048606+0.001844i,0.00064417+0.0011171i,0.00086983+0.00032548i,0.00095795+0.00066442i,0.0012664+0.001275i,0.00017041+0.00091055i,-0.00077094-0.00025725i,-0.00034141-0.00028716i,-0.00014777-0.00019162i,-0.00022227-0.00016031i,-3.226e-05+2.3071e-05i
-0.00064289-0.0021927i,4.4341e-05-0.0019267i,-0.00019838-0.0021738i,-0.00083263-0.0014297i,-0.00022509-0.00044317i,0.00044184-0.001154i,0.00074712-0.0020417i,0.00082279-0.0014026i,0.00034642-0.00081659i,-0.00036655-0.00026647i,-0.00075458+0.00057289i,-0.001002+0.00084051i,-0.0013738+0.00078441i,-0.0011085+0.00057836i,-0.00026968-7.252e-05i,-0.00028273+0.00033351i,0.00047473+0.00014378i,0.00125-0.00093024i,0.00083672-0.0012048i,-6.7592e-05-0.00017548i,-0.00056116+0.00017478i,0.00023388-5.1276e-05i,0.00086849+0.00044377i
0.0010926+0.0011414i,0.0014589+0.001351i,0.0025347+0.0018753i,0.0022158+0.0015591i,0.0012696+0.000622i,0.0010722-0.0001027i,0.00099627-0.00049778i,0.00028875-0.0003503i,6.1131e-05-0.00077799i,0.00041073-0.0012532i,-0.00015952-0.0010933i,-0.0012358-0.0013077i,-0.0022153-0.0013805i,-0.0019104-0.00069019i,-0.00091921-0.0006947i,-0.00058567-0.00024813i,-0.00043767+0.0005881i,-0.00031685+0.00078721i,-0.00016073+0.00056858i,0.0003031-6.3435e-05i,0.00059434+0.0002732i,0.00047736+0.00046216i,0.0011682+0.0009288i
0.0030756-0.0013638i,0.003153-0.001667i,0.0032336-0.0028694i,0.0019329-0.0025829i,0.00043242-0.0016241i,0.00028549-0.00066467i,0.00097565-0.00064316i,0.0012095-0.00059903i,0.0004632-0.00014291i,-0.00086777-0.00038156i,-0.0016671-0.00076517i,-0.0018349-0.0014158i,-0.0019515-0.0018072i,-0.0014571-0.00087474i,-0.0010314-0.0003131i,-0.0010977-0.00058293i,-0.0007932-0.00029671i,-9.5792e-05+1.9259e-05i,-7.2825e-06+0.00073226i,0.00059788+0.0012576i,0.00094906+0.00088978i,0.00020095+0.00014977i,4.4856e-05-0.00032082i
0.0014751+0.00036927i,0.0016064+0.0010342i,0.0010039+0.0016938i,0.00050761+0.0016229i,9.1241e-05+0.0012651i,-0.00033897+0.00070099i,-0.00046829+0.00010286i,0.00016727+6.9655e-05i,0.00039838-1.0242e-05i,-9.1324e-05-0.00074735i,-0.00025735-0.0012555i,0.00045127-0.0014676i,0.00033891-0.0014968i,-0.00046597-0.00081236i,-0.00027257-0.00015442i,0.0002115+0.00024802i,1.0032e-05+0.0011746i,-0.00052502+0.0014746i,-0.0004959+0.00091738i,-0.00019475+0.0010033i,4.6252e-05+0.00081494i,0.00011698+0.00030508i,-0.00012314+0.00026981i
-0.00035447-0.0015523i,-0.00065142-0.0025224i,-0.0015538-0.0011957i,-0.0012031+0.00040691i,-0.00048617+0.0001713i,-0.00029098-0.00055988i,0.00015576-0.00067539i,-9.6486e-05-0.00026516i,-0.00068395-0.00036346i,8.3137e-05-0.00033648i,0.00060808-0.00020626i,0.00039733-0.00044316i,0.0011639-0.00029799i,0.0016831-0.00029228i,0.00072691-0.0004105i,0.00065053-0.00024206i,0.00033236-0.00040359i,-0.00020029-0.00075699i,-0.0002253-0.00031113i,-0.00074032-0.00012359i,-0.00068137-3.2614e-06i,9.3325e-05+7.8845e-05i,8.9608e-05+0.0001842i
0.0031962-0.00019837i,0.0050294+0.0001019i,0.0043617-0.00097407i,0.0021025-0.00072976i,0.00074635-0.00069131i,0.00054667-0.0010913i,0.00061753-0.00045191i,0.0010689-0.00010219i,0.0018401-0.00045485i,0.0020505+0.00037877i,0.0015755+0.0013863i,0.0015245+0.0012873i,0.0013545+0.00054219i,0.00068366-0.00013577i,0.00086006-5.5052e-05i,0.0015017-0.00041624i,0.0011628-0.00077926i,-1.7802e-05-1.9642e-05i,-0.00039382+0.00066955i,-0.00052825+0.0003265i,-0.00059047-0.00017411i,-0.0010561+0.00015016i,-0.0012267+0.0011313i
-0.00065067-0.0022756i,-0.0012408-0.002048i,-0.00043952-0.0015512i,-0.00082069-0.00059315i,-0.0013229-0.00025605i,-0.00072356-0.00073461i,0.00034575-0.0013204i,0.0012014-0.0008962i,-5.8232e-05+0.00010649i,-0.0014395+0.00019197i,-0.00085549+0.00018539i,-7.7615e-05+0.00086029i,3.5512e-05+0.0016827i,-0.00023145+0.00087018i,-0.0004825-0.00040546i,0.00016447-0.00056472i,0.0006672-0.00070871i,0.00057806-0.00083375i,0.00090162-0.00064732i,0.00087791-0.0001232i,1.2729e-05+0.0002633i,-0.000442+0.00055364i,-0.00040189+0.0015449i
-0.0022684+0.0028523i,-0.0018441+0.0029272i,-0.0016917+0.0042039i,-0.0013228+0.0037334i,0.00018842+0.0020847i,0.0016806+0.00013344i,0.0011893-0.0011734i,0.00044756-0.00048834i,0.00053427+0.00041524i,0.00063039+0.00022819i,0.00029836+0.00023951i,-0.0004426+3.4555e-05i,-0.00082233-0.00035668i,8.6469e-05-0.00026853i,0.00089603+0.00017285i,0.00022882+0.00092965i,-0.00019757+0.00072244i,8.6131e-05-0.00028464i,-4.4325e-05-0.00078377i,-0.00043515+0.00031283i,-0.00039609+0.0010982i,0.0004833+0.00032676i,0.0006219+0.00016792i
-0.00042017-0.0014034i,-0.0010013-0.0013076i,-0.002198-0.0018052i,-0.0022829-0.0015793i,-0.0016219-0.00071353i,-0.00071619-0.00013545i,-0.00046515-0.00047412i,-0.00038646+0.00018818i,-0.0003173+0.0011714i,-0.00043469+0.00070584i,-0.0015045-9.2861e-05i,-0.0023343+0.00016991i,-0.0017037+0.00093117i,4.5477e-05+0.00082767i,0.001096+6.2602e-05i,0.00074159+0.0001594i,0.00090422+0.00084164i,0.001003+0.00043153i,0.00042657-0.00031824i,0.00058091-0.00027161i,0.0012212+0.00047719i,0.0010349+0.00069332i,0.00022771+8.8403e-05i
-0.0013267+0.0019763i,-0.00047314+0.0023455i,-0.00022494+0.0026813i,0.00036216+0.0019377i,0.0015032+0.0018162i,0.0021081+0.0010054i,0.0014017+0.0003093i,0.00041091+0.0003871i,3.9424e-05+0.00052365i,-6.4215e-06+0.00043474i,-1.7974e-05+0.00010062i,-0.00018182-0.00051277i,-0.00031848-0.00087316i,-3.3846e-05-0.00062362i,7.2304e-05-0.00025304i,-0.00040189+1.4e-07i,-0.00067171+0.00010022i,-0.00042666+7.9153e-05i,-2.9089e-05+0.0005008i,-0.00029575+0.00063842i,-0.00057506+0.00081112i,-0.00074892+0.0011849i,-0.00074966+0.0010656i
-0.00064461+0.0028938i,-0.00082907+0.0028075i,0.00022728+0.0028699i,0.0012117+0.0024372i,0.0012805+0.0013779i,0.00076753+0.00040826i,0.00069675-0.0007341i,0.00083422-0.0013505i,-8.9114e-05-0.00045327i,7.2619e-05+0.00067803i,0.00072765+0.00040651i,0.00025704+2.3085e-05i,0.00029729-0.00012327i,0.00063929-0.00016421i,0.00039008-1.9693e-05i,0.00018079-0.00020321i,0.00016388-0.00057337i,0.00042032-0.00059859i,0.00045082-0.00020964i,-0.00037548+0.00034626i,-0.00086498+0.00093273i,-0.00044224+0.0012754i,-0.00029239+0.0010283i
-0.00036102-0.0014226i,-0.00076984-0.00078182i,-0.0005613-0.0003417i,-0.0011903+0.00021351i,-0.0014494+0.0007342i,-0.0015331+0.00048257i,-0.00050619-0.00042185i,0.0004611-0.00022477i,0.00012824-9.0051e-05i,-0.00028863-0.00016728i,0.00035829-4.9385e-05i,0.00068632+0.00032005i,0.00037512+0.00026337i,0.00039113-4.8199e-05i,0.00070847+0.00070899i,0.00090927+0.00073603i,0.00080278+4.1685e-05i,0.00059877+0.00075899i,0.00032523+0.0013158i,-9.8961e-05+0.00060426i,-0.00023849+0.0001635i,0.00016145+6.1476e-05i,0.00043184+0.00058469i
0.0010462-0.0024653i,0.00088591-0.0029922i,0.0013709-0.0032415i,0.00013725-0.001787i,-0.0012465-0.00092112i,-0.00065338-8.5297e-05i,0.00048651+0.00073273i,0.00079544+0.00035962i,0.0010746-0.00059707i,0.0011078-0.0011363i,0.00074812-0.00041583i,0.00039136+0.0010144i,-0.00017594+0.0014745i,-6.8522e-05+0.0010505i,-0.00013855+0.00074595i,-0.00080417+0.0005556i,0.00030333+0.00028969i,0.00091023+0.00040154i,0.00053431+0.00015026i,0.00043187-0.00050476i,0.00010334-0.00070677i,5.0957e-05-0.00055501i,4.8683e-05-0.00020403i
0.00030227-0.00075086i,0.00067609-0.00067441i,0.00068985-0.0016859i,-0.0001535-0.0024293i,-0.00026304-0.0019853i,-6.2938e-05-0.00083619i,-9.189e-05-0.00016043i,-9.2453e-05-0.00043461i,-3.5171e-05-0.0010622i,6.5174e-06-0.00075112i,-0.00040808+0.00021784i,-0.00075553+0.00074149i,-0.00077123+0.00084469i,-2.0209e-05+0.00090959i,0.00065358+0.00044001i,0.0010606+0.00015404i,0.00094233+0.00025647i,0.00049439+9.1428e-05i,-0.00022547-0.00063718i,-0.00069859-0.0006671i,-0.00025633+0.00043248i,0.00011255+0.0012018i,-9.0862e-05+0.00048086i
3.2965e-05+0.0028993i,0.00065354+0.0030086i,0.0029385+0.0034489i,0.0038712+0.0023702i,0.0039406+0.0013616i,0.0036894+0.00088975i,0.001899+0.0010775i,0.00081065+0.00082618i,0.00086869+0.00062194i,9.5318e-05+0.00055691i,-0.0009542+0.00086081i,-0.0010918+0.0011446i,-0.00069312+0.00075812i,4.4879e-05+0.00036573i,0.000121+6.1622e-05i,-0.00037095+0.00034957i,-0.00053404+0.0004691i,-0.00018281-0.00038137i,0.00027637-0.00024194i,0.00086958+0.00016037i,0.0016109+8.4335e-05i,0.001571-0.00016676i,0.0010213-0.00030606i
-0.0020981+0.0019758i,-0.0027211+0.0012072i,-0.0023697+0.0020155i,-0.00090624+0.0025767i,3.202e-06+0.0013242i,0.00036945+0.00098712i,0.00068706+0.0011302i,0.00083601+0.00072974i,0.00074856+0.00056469i,0.00074332+0.0005708i,-2.3749e-05+0.00037774i,-0.00038811+0.00013383i,-0.00032026+0.00014905i,-7.1975e-05+0.00059387i,-0.0003085+0.00050383i,-0.00073844-0.00035864i,-0.00045043-0.00091853i,-1.3224e-05-0.00073062i,0.00062423-0.00039784i,0.00078717-0.0003807i,0.00041911-0.00049254i,0.00066878-0.00053796i,0.00045874-0.0003285i
0.0025531+0.00033284i,0.0021243-5.0451e-05i,0.001523-0.001157i,0.0013261-0.0017497i,0.00069223-0.0016051i,0.0010503-0.00092146i,0.0016186-0.00016491i,0.0011845+0.00079208i,9.5314e-05+0.00070203i,-0.00047645-0.00044621i,-0.00039497-0.00087053i,-0.00018418-0.0011567i,-0.00018159-0.0011036i,-0.00045795-1.0315e-05i,-0.00029751+0.00080744i,-0.00017997+0.0007307i,-0.00022982+0.00056865i,8.6506e-05+0.00064946i,0.00014017+0.0012652i,-0.00050792+0.00093044i,-0.00039457+0.00029264i,0.00019429-7.1511e-05i,-0.00012493-0.0001792i
0.0018569-0.00064409i,0.0039633-0.00010128i,0.0040159+0.00069758i,0.0034058-0.00021125i,0.0014431-0.0012592i,-0.00037091-0.0010985i,-0.00069256-0.00055654i,-0.00054301+6.5703e-05i,0.00019853+0.00021997i,0.0004408-0.00012151i,-0.00012581-0.00064664i,-0.00032416-0.00054933i,-0.0004649+6.4488e-05i,-0.00083645+0.00037731i,-0.00055033-0.00011204i,0.00017518-0.00052131i,0.00053603-0.00042465i,0.00039145+0.00023566i,0.00061251+0.00055015i,0.00086141+0.00047007i,0.00078556+0.00031977i,-0.00016021-8.6859e-05i,-0.0010494-6.2827e-05i
0.002726-0.00109i,0.0015081-0.0013007i,-8.9983e-05-0.0019061i,-0.00037623-0.0016666i,0.00050513-0.0012668i,0.00087629-0.0007983i,0.0012798+0.00019171i,0.00084217+0.0009624i,5.9853e-05+0.00092027i,0.00011111+0.00017517i,0.00030466-1.6172e-05i,0.00085215+0.00085477i,0.00066052+0.00061978i,0.00063231-0.00044573i,0.00016394-0.00071711i,-0.00064065+4.0408e-05i,-2.7674e-05+0.00059628i,0.00079586+0.00036427i,0.00092279+0.00020129i,0.00091531-8.0246e-05i,0.00092733-0.00019077i,0.00061081-5.9386e-05i,-0.00027862-0.000371i
0.00032637-0.0012027i,0.0004841-0.0017731i,-0.00064384-0.0012798i,-0.0014109-0.00085065i,-0.00042027+0.00032237i,0.00056166+0.00075482i,0.00027218-9.7692e-05i,0.00021289-0.00031498i,0.00031868-0.00051835i,-1.2133e-05-0.00037806i,-0.00082058-0.00021197i,-0.0010803+0.00020827i,-6.9487e-05+0.0010314i,0.00064422+0.0013374i,0.0003223+0.00095661i,3.934e-05+0.00025204i,0.00025459-0.00054645i,0.00085792-0.0010798i,0.0010441-0.00069535i,0.0014092+3.2046e-05i,0.0012246+0.00040012i,0.00031434+7.6818e-05i,0.00022508-7.1141e-05i
-0.0021759+0.0027913i,-0.0015621+0.0031479i,-0.00082084+0.0034816i,-0.00022045+0.0024308i,0.00027463+0.0009637i,0.001059+5.7496e-05i,0.0012201+8.2225e-05i,0.00081946+0.00019435i,0.00065525-0.00017539i,0.00045097-0.00049835i,-9.9702e-05-0.00047259i,-0.00053939+0.00050993i,-0.00083162+0.0005305i,-0.00088565-0.00040878i,-0.00027835-0.00075642i,-0.00011219-0.00014162i,-0.00098778-4.5916e-05i,-0.0011058+9.6816e-05i,-0.0006818+0.0003065i,-0.00056215-0.0002884i,-0.00028936-0.00027372i,-0.00037184+0.00023345i,-0.00028267+0.0006752i
-0.0016613-0.0017399i,-0.0013622-0.0019222i,-0.00095335-0.0013224i,-4.2373e-05-0.0013284i,0.00026208-0.00094396i,0.00012531+1.2729e-05i,0.00034327-0.00066245i,-4.7443e-05-0.0010341i,-0.00089831-0.00090141i,-0.00046064-0.00035299i,-0.00022326-0.00030665i,-0.00049266-0.0011916i,-0.00049749-0.00050924i,9.409e-05+0.00069402i,0.00041726+0.00080054i,0.00041138+0.00045429i,0.00056701+0.00038831i,0.00079776+0.00064857i,0.00082052+0.00097357i,0.00085107+0.001001i,0.0012595+0.0010645i,0.0011746+0.0011993i,0.00061013+0.0004396i
0.0012112+0.0011494i,0.0014618+0.0018247i,0.0011558+0.0023208i,0.0014135+0.0015949i,0.001551+0.0008299i,0.0014057-0.0003378i,0.0013079-0.00081257i,0.0005753-0.00065475i,-0.00025646-0.0002594i,-0.00037953-0.00022782i,-2.4878e-05-1.0992e-05i,-0.00022317-0.00056154i,-0.0010096-0.00098427i,-0.00057125-0.00010158i,0.00035726+0.00074422i,0.00050734+0.0010519i,0.0006666+0.00078742i,0.00069878+0.00052382i,0.00083297+0.00050516i,0.00049557+0.00065046i,-0.00013003+0.00051i,-0.00031994+0.00034246i,-0.00016321+0.00065973i
-0.0012784-0.00010265i,-0.0012236-0.00060729i,-0.0017218-0.0006686i,-0.0016475-7.8121e-05i,-0.00072781-0.00081449i,5.4964e-05-0.0013939i,0.00013505-0.0017801i,-0.00027358-0.0016691i,-0.00046633-0.00082166i,-0.00030233-0.00037121i,0.00022254-0.00025475i,0.00081602-0.00051365i,0.00043595-0.00091362i,-0.00012495-0.00036473i,-7.0433e-05+0.00011568i,0.00025182-0.00018301i,-0.00015747+0.00040506i,0.00032075+0.0013611i,0.0015813+0.00069794i,0.00088604+1.2555e-05i,7.2276e-05+0.00044064i,-0.00015403+0.00096556i,-0.00068644+0.00099178i
-0.0016397+0.0018953i,-0.0013513+0.0025712i,-5.8226e-05+0.0034192i,0.0011465+0.0033541i,0.001083+0.002755i,0.00086128+0.0017265i,0.00093112+0.00056362i,0.0011627+9.3877e-05i,0.0015214+0.00050842i,0.0011809+0.0015196i,2.4612e-06+0.00083222i,0.0004193+4.2058e-05i,0.0020741+0.00041346i,0.0019917+0.00018408i,0.00073663-0.00058273i,0.00068414-0.00044001i,0.0010864-0.00039351i,0.00079881-0.00049807i,0.00035837-0.00093241i,-0.00019104-0.0013047i,-0.00090284-0.00097146i,-0.00078459-3.7804e-05i,0.00015202+0.00079787i
0.00021855-0.00020038i,-0.0001034+0.00048336i,0.0011647-3.9797e-05i,0.00098741-0.00092447i,0.0003081-0.0017134i,0.0015932-0.0013595i,0.0014779-0.00094178i,0.00022509-0.00047059i,0.00036619+0.0010792i,0.00048675+0.0011913i,0.00058875-0.00031112i,0.0013684-0.00027626i,0.001754+0.00033983i,0.00055686-9.3527e-05i,-0.00041368-0.0001709i,-0.00012117-0.00031445i,0.00027625-0.00064906i,0.00049892-0.00065046i,0.00035746-0.00026621i,0.00038947+0.00036574i,0.00071105+0.00017563i,0.00054881+0.00054496i,-0.00056376+0.00086062i
0.00089211+0.00015405i,0.0012979+0.00065458i,0.0014965+0.001924i,0.0010281+0.0011758i,0.00087063+0.0001441i,0.00068059-0.00055406i,0.00064716-0.0010496i,0.00075521-0.000172i,3.0048e-05+0.00012754i,0.00014177+0.00014645i,0.00039349+0.00092087i,-0.00014288+0.0015527i,-0.000722+0.0012333i,-0.00029868+0.00066247i,-0.00017187+0.00017699i,-0.0002337+3.0856e-05i,3.1005e-05+0.00010188i,0.00030537-0.00024002i,0.0005123-0.00028355i,0.00036585-6.7474e-05i,-0.00031653+0.00032997i,-0.00057912-8.7978e-05i,0.00015836-0.00033968i
-3.8843e-05-0.00093635i,3.3853e-05-0.00075135i,0.00036708-0.0011368i,0.00072073-0.00047597i,0.00023517+0.00064801i,0.00019838+0.00018046i,0.0009759-0.0010815i,0.0011725-0.001647i,0.00056422-0.00076943i,-9.7072e-05-0.00047169i,-0.00031171-4.0152e-05i,-0.0012433+0.0004314i,-0.0011663+0.00031168i,-0.00036538+0.00024389i,-0.00012136+4.1094e-05i,-0.00011637+0.00054258i,-0.00020116+0.0006176i,0.00031333+0.00013035i,0.00055882+0.00015938i,0.00030703-0.00055313i,0.00010732-0.00049622i,0.00024993+0.00018071i,0.00033167+0.00093381i
0.0027576+0.0015312i,0.0023954+0.0023031i,0.0016687+0.0021236i,0.00088913+0.0013174i,0.00043077+0.00079187i,0.00066788+0.00031289i,0.00026049+0.00021754i,-0.00022965-0.00015579i,0.00065888-0.00029701i,0.00082885-0.00062299i,0.00011508-0.0011408i,-0.00055334-0.00034928i,-0.00036548+0.00051128i,0.00058214+0.00023802i,0.00068447-3.7199e-05i,-1.8813e-05-0.00044625i,-9.7177e-05-0.00045628i,0.00035471+1.1666e-05i,0.00064878+0.00015893i,0.00058568+8.9033e-05i,0.00050992-0.00011593i,0.00017332-0.00023873i,-0.00027307-0.00058644i
0.0022534-0.00055505i,0.0021738-0.00087012i,0.0020008+0.00053487i,0.00085967+0.00038155i,-0.00044609-0.00052961i,-0.00068355-0.0015467i,-7.6771e-05-0.0018486i,0.00068907-0.00067747i,0.0011269+0.00023366i,0.00034629+0.00017985i,-0.00018203+0.00018723i,-0.00030761-0.00058555i,0.0001841-0.0011891i,0.00099901-0.00045546i,0.00066417-0.00020493i,1.4216e-05-0.001064i,-0.0002568-0.0009434i,-0.00058068+0.00028305i,9.3661e-05+0.00064128i,0.00038996+0.00080618i,0.00015786+0.0004836i,0.00041312-0.00022434i,2.5249e-05+9.4151e-05i
-0.00036006+3.3877e-05i,0.00079835+0.00041944i,0.00071079+0.00079609i,0.0011518+0.00071643i,0.0022156+0.00072703i,0.0019487+0.00022105i,0.001605-0.00066853i,0.0011247-0.001238i,0.00030261-0.001205i,2.5281e-05-0.0010735i,0.00068435-0.0011315i,0.001358-0.0013159i,0.0015486-0.00085161i,0.00083197-0.00021183i,-5.0522e-05-7.5672e-05i,3.1048e-06+5.7209e-05i,-0.00021511+0.00029386i,-0.00011224+0.00022125i,0.00046466-0.00014554i,0.00092116-0.00074605i,0.0004806-0.00063565i,-5.3551e-05+0.00029273i,0.00026053+0.00083168i
-0.001779+0.0023819i,-0.0030825+0.00071142i,-0.0029048+0.0018389i,-0.00073725+0.0020388i,0.00084454+0.00053026i,0.0014007-0.00029244i,0.0010921-0.00032281i,0.00030768+0.00042611i,-2.0953e-05+0.00064127i,0.00070732+0.00047747i,0.0013304+0.00079718i,0.0011511+0.0010891i,0.00095843+0.00071249i,0.00034584+0.00039067i,-0.00044265+0.0004772i,2.6106e-05+0.00036414i,0.00043486-0.00011089i,0.00023661-6.2491e-05i,0.00016371+0.00015458i,0.00024311+0.00033383i,0.00073627+0.00061832i,0.00044855+0.00040259i,-0.00027936+0.00073454i
-0.00063469-0.0046829i,-0.0017899-0.0044641i,-0.0031201-0.004248i,-0.0034203-0.0026378i,-0.0027911-0.00071101i,-0.00093966+0.00041659i,1.329e-05+0.00051597i,-6.9291e-06+0.00094967i,-0.00052298+0.00085727i,-0.00046997+0.00056681i,-0.00010923+0.00029301i,6.1977e-05+0.00091992i,0.00030627+0.001285i,3.0017e-05+0.00073423i,0.00027445+0.00044009i,0.00043515+0.000674i,0.00028852+0.00010171i,-0.00024415-0.00063611i,-0.00065022+0.00017499i,-0.00057684+0.00032581i,-0.00091098-0.00056521i,-0.00043466-0.0013323i,0.00073173-0.00035581i
-0.00077311+0.0013873i,-0.0010296+0.0026893i,-0.0023161+0.0023458i,-0.0017024+0.0013711i,-0.0003178+0.00032611i,0.00041058-0.00068514i,-1.7554e-05-0.00079547i,-0.00080342-0.00048368i,-0.00084101+0.00015619i,-0.00017322+0.00067081i,0.00053204+0.00041426i,0.00080879-2.3926e-05i,0.00017513+0.00044967i,-0.00091268+0.00029457i,-0.00097238+0.00038523i,-0.00081103+0.00079694i,-0.000843+0.00018243i,-0.00069416-0.00053268i,-0.00064985-0.00010861i,-0.00054577+0.00072209i,-0.00022559+0.00073882i,-6.6641e-05+7.9979e-05i,-0.00025765-0.00028156i
-0.00084779+0.0024414i,-0.00088737+0.0015212i,0.00044125-0.0001696i,0.0017221-0.00085009i,0.0014906-0.00094886i,0.0006852-0.001405i,7.8793e-05-0.0012412i,0.00035788-0.00064065i,0.001007-0.00059992i,0.00034109-0.00035512i,-0.00058891-0.00024954i,-0.0010057-0.00046332i,-0.0011284+0.00028597i,-0.00039122+0.00066018i,-0.00019784+0.00013399i,3.6825e-05-0.00036091i,0.0011702-8.5926e-05i,0.0013457+0.0002643i,0.0010696-9.5353e-05i,0.0013646-0.00078145i,0.00050624-0.0010585i,0.00018324-0.00045847i,0.00087942-0.00010098i
0.0014691+0.00089045i,0.00075308+0.00072093i,0.00069222+0.0010175i,0.00086074+0.00067443i,0.00081519+7.67e-05i,0.0011003-5.2413e-05i,0.0014359-7.2291e-05i,0.0010824+0.00026876i,0.00025562-0.00019818i,0.00017734-0.00059787i,-0.00013579-0.00086917i,-0.0012353-0.0012065i,-0.0016618-0.0010531i,-0.0010264-2.5994e-05i,-0.00038309+0.00066678i,-0.00013738+0.00017456i,-7.7107e-05-8.8226e-05i,0.00013191+0.00085145i,0.00024385+0.00062525i,0.00056162-0.00034328i,0.00076343-4.372e-05i,-3.2999e-05+0.00066943i,-0.00033339+0.00060555i
-0.0004757-0.00074291i,-0.00043451-0.0011139i,-0.00096484-0.00054496i,-0.0023665+0.00051164i,-0.0016229+0.00088667i,-0.00042291+0.00074182i,-0.0002197+0.00022912i,0.00058001+0.00034619i,0.00075693+0.00014766i,0.0005887-0.00029878i,0.00069556-0.00041747i,3.7885e-05-0.00072529i,-0.00066662-0.00086296i,-0.00036825-0.00044051i,-7.0129e-05-0.00019205i,-0.00028697+0.00031232i,0.00024493+0.00062568i,2.4944e-05+0.0001406i,-0.00015856+9.0091e-06i,0.00025418+8.6993e-05i,4.5389e-05+3.1339e-05i,-0.00050744+6.8593e-05i,-0.00060146-0.00024125i
