-0.0015948+0.00058078i,-0.000138+0.00028556i,-0.00038327-0.0010268i,-8.4359e-05-0.0020727i,0.00042351-0.00082586i,0.00063159+0.0011138i,0.00030296+0.002244i,0.00066515+0.0025896i,0.0012796+0.0017119i,0.0011902+0.00014859i,0.00010831+7.6936e-05i,-0.00022783+0.0007902i,-0.000239+0.00081925i,-7.6116e-05-0.0002038i,0.00015886-0.00078239i,-0.00033367-0.00076656i,-0.00021106-0.00072509i,0.00044234-0.00040947i,0.0004537+0.00018724i,6.9026e-05-3.1634e-05i,-0.0002673-0.00021322i,-5.226e-06-0.00040932i,0.00043588-0.00080725i
0.00075309-0.0014831i,0.0012696-0.0021819i,0.00075712-0.0021136i,-0.00062567-0.0020774i,-0.0015363-0.0021783i,-0.0014161-0.0010593i,-0.00085265-0.00045597i,-7.4881e-05+3.1706e-05i,0.00010501+0.00015354i,-0.00034214-0.00057509i,-0.00081534-0.00053951i,-0.00098545+0.00043475i,-0.00089567+0.0008139i,0.00079287+0.00018465i,0.0017853-0.00031418i,0.0014816-0.0006072i,0.0011888-0.00073294i,0.00015874-0.0004662i,-2.3383e-05+0.00016487i,0.00060865+0.00012272i,0.00093752-5.4621e-05i,0.000973+0.00034251i,0.00032026+0.00068258i
0.00079659+0.0025759i,0.0019646+0.001429i,0.002783+0.0012058i,0.002233+0.00063888i,0.0012806-0.00029065i,0.00078083-0.00078934i,0.0007492+7.4769e-05i,0.00052367+0.00048386i,0.00083439-3.3043e-05i,4.9528e-05-0.00073228i,-0.00085988-0.0013443i,-0.0014455-0.00098288i,-0.0015719+0.00058974i,-0.0011741+0.00042273i,0.0001073+0.00010481i,0.00048805+0.00044688i,0.00021226-1.8025e-06i,0.0004426+3.6711e-05i,0.00073296+4.307e-05i,0.00054774-7.9679e-05i,4.36e-05-0.00056489i,-0.00035927-0.00036285i,-0.00037928-0.00058565i
8.7007e-05+0.0033538i,0.00061725+0.0025381i,0.0016258+0.0037098i,0.002279+0.0029056i,0.0027213+0.00069018i,0.0013438-0.00064689i,-0.0001522-0.00079195i,-7.6938e-05-0.00015193i,0.00016729-8.2033e-05i,-0.00015749-0.00028525i,-0.00014592-0.00024381i,-0.00056374+7.5164e-05i,-0.0011297+0.00049691i,-0.0010652+0.00076286i,-0.00083837+0.00019536i,-0.00027234-0.000152i,1.2094e-05+5.2313e-05i,6.0478e-05-0.00053412i,0.00025276-0.00014726i,0.00041544+0.00032141i,0.00092382-0.00032563i,0.0011489-0.00083138i,0.00038219-0.00077504i
-0.0001681+0.00086424i,-8.8219e-05+0.0011193i,0.0012458-0.00018364i,0.0013289-0.0011616i,0.00052182-0.00074226i,0.00031708-0.00016809i,-7.3062e-05+0.00079952i,0.0004663+0.0011303i,0.0010834+0.0010185i,0.00042325+0.00054145i,-0.0004015+0.00026134i,-0.00072864+0.0011249i,-0.00077187+0.00071861i,0.00014016+0.00025327i,0.00068332+9.3133e-05i,0.00021334-0.00025202i,0.00021849+4.7748e-05i,0.0010727+0.0002149i,0.0015101+0.00011015i,0.00071667-2.0626e-05i,2.4816e-05+0.00049943i,-0.00018684+0.00086225i,-0.00045311+0.00084479i
0.0013464+0.0020307i,0.001851+0.0016159i,0.0019901+0.00033256i,0.0019503-0.00018612i,0.0011115-0.00084341i,-2.5474e-05-0.001342i,-0.00023289-0.0010161i,-0.00029862-0.00089808i,-0.00052315-0.00043129i,-0.0003995+2.7371e-05i,-0.00027934-0.00013451i,-0.00026232-0.00010795i,5.8698e-05+0.00015205i,0.00035723+0.00041691i,0.00030228+0.00043164i,0.00031356-5.769e-05i,0.00034955-0.00022427i,-0.00012841-0.00035321i,-0.00033327-0.00027956i,-0.00012061-0.00093243i,-0.00010642-0.0012107i,-7.4349e-05+4.4773e-05i,-0.00018253+0.00068299i
0.0011257+0.002704i,0.001148+0.0022486i,0.0024363+0.0010233i,0.0031458-0.00054916i,0.0020492-0.00042792i,-5.4765e-05-0.00010357i,-3.1056e-05-0.00022913i,0.00098792-0.00018797i,0.0010577-0.00065071i,0.00045208-0.0013353i,-0.00028388-0.001271i,-0.0010385-0.00071231i,-0.0010035+0.00043828i,-0.00088276+0.0011872i,-0.0011002+0.00072311i,-0.0010752+0.00077071i,-0.00061621+0.00055511i,-0.00064303-0.00025078i,-0.00067678-0.00032377i,0.0004053-0.00046695i,0.00044912-0.00047851i,-0.00028945+5.7074e-06i,-0.0002384+0.00025408i
0.00051029+0.0018818i,0.00099143+0.0017353i,0.00078855+0.0014075i,9.2158e-05+0.00046946i,0.00050291-0.0013858i,0.00069765-0.0016276i,0.00013984-0.00036329i,0.00037845+0.00010905i,0.00036399-0.00038707i,-0.00026252-0.00090524i,-0.00059135-0.00011828i,-0.00050257+0.00050251i,-0.00060105-0.00025167i,0.00012286+0.00011019i,0.00055622+0.00094177i,0.00034887+0.00022959i,0.00067112-0.00052978i,0.0012252-0.0005659i,0.0016112+0.00013254i,0.00027504+0.00056419i,-0.00078919+5.4309e-05i,-0.00010134-0.00025154i,0.00016547+0.00010166i
0.00036029-0.00087441i,0.00051577-0.00048185i,0.00013743-0.00041409i,-0.00044554-0.00050927i,8.069e-05+0.00011264i,0.00071666+0.00032523i,0.0013117-0.0004113i,0.0011808+2.3359e-05i,0.00030151+0.00041582i,-0.00040102+0.00025194i,-0.00054771+0.00018712i,-0.00037275-2.9872e-05i,-0.00036095+0.0001499i,-0.0006107+0.00047028i,-0.00012891+0.00013082i,0.00052317-0.00042846i,0.00059662+0.00031641i,-0.00012139+0.0010117i,3.4518e-05+0.00070547i,0.0014569+0.00022221i,0.0014369+2.4323e-05i,0.00088473+0.00033728i,0.00027691+0.0014275i
0.0012385-0.00098672i,0.00074485-0.00022248i,-0.00016652-0.0010866i,-0.00022548-0.0011213i,6.5291e-05+0.0001767i,0.00041333+0.0008906i,0.00032313+0.0010992i,7.9602e-05+0.00066847i,0.00013286+8.2646e-05i,-6.2404e-05-0.00035758i,-0.00076235+0.0002895i,-0.0013103+0.00022263i,-0.0014204-0.00065781i,-0.0012303-0.00077596i,-0.00065523-0.00037261i,-0.00015358-0.00044994i,-0.00018668-0.00070881i,-0.00016108-0.00016735i,0.00016662+0.00016652i,0.00046294+0.00065823i,-9.5994e-05+0.0012711i,0.00016038+0.0014043i,0.00072347+0.0011302i
-0.00031413+0.00066341i,0.00029417+0.0014593i,-3.311e-05+0.0010589i,-0.00089377-1.0806e-05i,-0.0013018-0.0015201i,-0.001056-0.0018334i,-0.00056692-0.00085981i,-0.00040494-0.00041062i,-0.00062671-0.00084138i,-0.0011556-0.0013765i,-0.0016528-0.00059455i,-0.0014323+0.00023208i,-0.0010226+7.9986e-05i,-0.00017279-0.00014312i,8.6492e-05-0.00051465i,-0.00018789-0.00072424i,-0.00029824-0.00060145i,-6.2358e-05+0.00011432i,0.00067147+0.00058171i,0.00058549+0.00029471i,0.00049214+9.7294e-05i,0.00024874+7.2068e-05i,-0.00049091+0.00045261i
0.00038917+0.001487i,-0.00076374+0.0012987i,-0.00028715+0.00094641i,0.0010424+0.00067804i,0.00093348-0.0003457i,0.00044226+0.00040095i,0.0008001+0.0012058i,0.0014931+0.00075925i,0.0016263-0.00016163i,0.00085126-0.0010773i,-0.00060034-0.0001346i,-0.0017961+0.00033013i,-0.001807-7.5071e-05i,-0.00078421+0.00061591i,8.5885e-05+0.0010503i,0.00030297+0.00018058i,0.00027136-0.00034851i,-0.00059787-5.9898e-05i,-0.0010197-0.0002336i,-0.00021621+0.00024889i,-0.00016012+0.0012382i,-0.00051982+0.0015692i,-0.00069587+0.00094679i
-0.0017055+0.0018214i,-0.0018678+0.0019379i,-0.00063616+0.0015304i,0.0014986+0.0008473i,0.0018428+0.0011972i,0.0010609+0.0015676i,0.00090372+0.00035951i,0.00072283+0.00019283i,0.00026573+0.00027495i,7.0942e-05-2.7115e-05i,-9.8609e-05+2.6592e-05i,-0.0002889-0.00069196i,-0.00054731-0.0006824i,-0.0011906+0.00011723i,-0.00093067+0.00012647i,-0.00084487+0.00035117i,-0.00082807+0.00022466i,-0.00025786+0.00010011i,0.00013609+0.00074322i,0.00024614+0.00074956i,0.00037605+0.00055046i,0.00037775-3.4691e-05i,-0.00010453-0.0010463i
1.1858e-05-0.0033825i,-0.00027403-0.0024839i,-0.0010314-0.0023903i,-0.0013572-0.002855i,-0.00084771-0.0027408i,-0.00014535-0.00078995i,-0.00024245+0.00051748i,-0.00067+0.00021043i,-0.00046139+0.00029526i,0.00019735+0.00077858i,-0.00046043+0.00058232i,-0.00097214-8.2952e-05i,-0.00024503-0.00057314i,-4.3891e-05-0.00050827i,-0.00013009-0.00096338i,-0.00020811-0.00047104i,0.00037051+0.00094289i,0.00050644+0.00042032i,0.00012543-0.00083335i,0.00071485-0.00091908i,0.00084737-4.9506e-05i,0.00010113+0.00036652i,-0.00071799+0.00023372i
-0.00039501+0.0006552i,-0.00087821+0.00066963i,0.00020503+0.0013447i,0.0006132+0.00082046i,0.00089013+0.00017235i,0.00092899-0.00062383i,0.00066236-0.00082338i,0.00081496+0.00033623i,0.00050368+0.00060802i,2.5922e-05+0.00017632i,-4.1319e-05+0.00010846i,-0.00084028-0.00037266i,-0.0016722+0.00024546i,-0.001212+0.0012369i,-0.00022188+0.00070269i,-0.00033081+0.00013537i,-0.00075756+0.00051747i,-0.00028283+0.00039389i,0.00030486+0.00020001i,0.00028444+0.00024339i,0.00027824+0.00015281i,0.00046731-0.00018103i,0.00052517-0.00025609i
-0.0020526-0.0021769i,-0.0025996-0.0014263i,-0.0036802+2.5207e-05i,-0.0025601+0.001464i,-0.0011399+0.001883i,-0.00050189+0.00094307i,0.00024866+0.00063246i,0.00021574+0.0002902i,0.00014904-0.00039345i,-4.4327e-06-0.00028492i,-0.00043692+0.00033992i,-0.00048358+0.00040949i,0.00011891-0.00020658i,0.00036561-0.00044492i,0.00053112-0.00040059i,0.00051216+0.00027379i,1.7757e-05+0.00078418i,-0.00046038+6.7612e-05i,-0.00014826-0.00024235i,0.00042058+0.00010902i,0.00035105+0.00070703i,-0.00017549+0.0010321i,-0.00059331+0.00076147i
-0.0012901+0.00034473i,-0.0015378+0.00033237i,-0.00064216-9.8551e-05i,-0.00029579-0.00066364i,-0.00012846-0.0010645i,0.00030196-0.00095152i,0.00027109+5.0093e-05i,0.00071404+0.00015131i,0.00075189-0.0010062i,-0.00015938-0.0014859i,-0.0003462-0.00079338i,-0.00045652+1.5247e-05i,-0.0010402+0.00055024i,-0.00091376+0.00098624i,-0.00020437+0.0011002i,8.331e-05+0.0010014i,0.0004562+0.00090744i,0.00028688+0.00092629i,0.0003362+0.00047351i,0.00011613+0.00024792i,-0.00030797-0.00018782i,-0.0005653-0.00060368i,-0.00104-0.00068091i
-0.0013279-0.00088646i,-0.0007775-0.00067762i,3.6274e-05+0.00052467i,0.00044181+0.00059211i,0.00014781-0.0003887i,3.4467e-05-0.0001281i,0.00036471+0.00040804i,0.00055413+0.00066969i,0.00038121+0.00061169i,-0.00010757-0.00014875i,-0.00074051-0.00030237i,-0.001226+0.00056711i,-0.0011465+0.0010766i,-0.0006163+0.00014118i,2.4194e-05-0.00056273i,-0.00016168-0.00033709i,-1.4587e-05-0.00049485i,0.00033231-0.00046523i,0.00060174+3.4126e-05i,0.00083218-0.00065801i,0.00057862-0.00061757i,0.00066925-0.00014923i,-5.2585e-05-1.8485e-05i
-0.00044345-0.0022786i,-0.00032161-0.00027473i,0.00046712-0.00020772i,0.00084302-0.0004191i,0.00060748+0.0002356i,0.00025169+0.00041121i,-6.8323e-05-0.00022876i,0.00051214-0.00025862i,0.00044548-0.00032927i,-0.00052619-9.7594e-05i,-0.00075601-5.3004e-05i,-0.0002769+2.8339e-05i,-1.5603e-06+0.00059756i,0.00017637+0.00089011i,0.00035029+0.00027406i,0.00025811-0.0001002i,8.713e-05-0.0001967i,0.00019435+0.00018634i,0.0005806+0.00044173i,0.00031124-0.00041005i,-0.00022277-0.0010588i,-5.7865e-05-0.0010686i,-0.00036855-0.0005253i
-0.0021135+7.2124e-05i,-0.0020626-0.00057734i,-0.0022058+0.00070155i,-0.0013158+0.0011199i,0.00048233+0.001418i,0.0002095+0.00061312i,-0.00019569+7.1061e-05i,0.00029844+0.00089964i,-0.00032236+0.0015015i,-0.0016278+0.00082876i,-0.001319-0.0001772i,-0.00021698-0.00060355i,-0.0002387-0.0010031i,-0.00028533-0.001126i,0.00032796-0.00067467i,6.4198e-05-0.00055458i,-0.00040629-0.0005259i,0.00017979-0.0003717i,0.00099963-0.00064841i,0.0012407-0.00053033i,0.00041013+7.4526e-05i,0.00020081-0.00022261i,0.00048139-0.001201i
-0.00088139-0.00072834i,-0.0003527-0.00018833i,0.00018454+0.00092271i,0.00026273+0.00082041i,0.00023742-2.0524e-05i,0.00089693-0.00035409i,0.00088715-0.00014377i,0.0004504+0.00046142i,0.00063319+0.00048423i,0.00014829+9.9861e-05i,-0.00077089+0.00010271i,-0.0012204-0.00025794i,-0.0010452-0.0001952i,-0.00054984+0.00037299i,-5.0939e-05+0.00057561i,-0.00034062+0.00036767i,-0.0014016+1.7703e-05i,-0.0011868+2.989e-05i,0.00024481+0.00019424i,0.00080672-0.00037539i,-8.5653e-05-0.00046495i,-0.00072424-0.00048342i,-0.00037889-0.00042242i
-0.00010108+0.0018308i,0.00093802+0.0019624i,0.0020127+0.0019408i,0.0017014+0.00055641i,0.0014707-0.0016485i,0.00063057-0.0020571i,0.00017317-0.00080132i,0.00055015-0.0005364i,0.0006149-0.001146i,-0.00016624-0.0011863i,-0.00089599-0.00097946i,-0.0010868-0.0010839i,-0.0014398-0.00077727i,-0.0013374-0.00036696i,-0.0010137-0.00053505i,-0.00031702-0.00035516i,7.0052e-05+0.00013674i,0.00025236+0.00030231i,7.6654e-06+0.00042564i,5.1926e-05+0.00030023i,0.00017158-8.6507e-05i,0.00041172-0.00011472i,0.00033469+0.00035826i
-0.0007505+0.00069205i,-0.0010999+0.0011584i,-0.00064518+0.0015519i,0.00063923+0.0026327i,0.0012566+0.0017867i,0.00043931+3.1941e-05i,-0.00048903-0.00042914i,0.00033062+3.9593e-05i,0.0004787+0.00019195i,0.00017873-0.00012479i,0.0003535-0.0004374i,8.2717e-05-0.00013249i,-0.00068677-9.1238e-05i,-0.0008317-5.8951e-05i,-0.0005256+0.00024529i,-0.00062374-0.00074699i,1.7814e-05-0.0011428i,0.000347+0.00036724i,0.00036685+0.00098338i,0.00059575+0.00054214i,0.00097087+0.0004221i,0.0007559+0.00055977i,0.00055386+0.00055422i
-0.0007751-0.0012117i,-0.0011789-0.0018707i,-0.0013849-0.001782i,-0.0014819-0.0014629i,-0.0022028-0.0013016i,-0.0019317-0.0012484i,-0.00064171-0.00055168i,-0.00021932+0.00086456i,-0.00012571+0.0012235i,-0.00037189+0.00090671i,-0.00033614+0.00096416i,0.00044739+0.00059254i,0.00038468+0.00054796i,-0.00027704+0.00092641i,-4.7038e-05+0.00043957i,0.00029224+8.0445e-05i,0.00014272+0.00060614i,0.00038261+0.00070132i,0.00047403-8.7035e-05i,0.00067382-0.00062449i,0.001031-0.00057538i,0.00070975-0.00089782i,0.00030174-0.0012529i
0.0022938-0.00027157i,0.0025632-0.0017089i,0.0027802-0.0027369i,0.0014377-0.0014802i,0.00039787-0.00062304i,-0.0002172-0.00037656i,-0.0006908-1.5898e-05i,0.00029957-0.000117i,0.001218-0.00035761i,0.00056067-0.00052244i,-0.00094283-0.0007557i,-0.001347-0.0011579i,-0.0013932-0.00057869i,-0.0010235+0.00020458i,5.5675e-05+0.0010004i,-0.00026711+0.0015i,-0.00095174+0.00087922i,7.5989e-05+5.9845e-05i,0.00084824-0.00016966i,0.00053704-0.00049894i,0.00077331-0.00069991i,0.0012512-0.00029242i,0.0012767+0.0005309i
0.00077359-0.0014614i,0.00092255-0.0017231i,0.00026141-0.00073534i,0.00075465+7.8103e-05i,0.0021738-0.00046411i,0.0012964-0.00029405i,0.00035663+0.0001387i,0.00074153+4.6005e-05i,0.00067643+0.00027186i,-0.00071613+0.00019991i,-0.0013788+0.00011734i,-0.0017925+0.00049815i,-0.0017333-3.4265e-05i,-0.0014084+0.00011272i,-0.0007165-5.4697e-06i,-0.0007617-0.00089359i,-0.0011789-0.00058554i,7.8222e-05-3.563e-05i,0.0012516+3.84e-05i,0.0013171+0.00066947i,0.0002466+0.00048759i,0.00025748-0.00014752i,0.0011686+0.00064855i
-0.0012491-0.00096986i,3.9787e-05-0.00089535i,-0.00070071-0.00038482i,-0.0015721-0.000116i,-0.0013325-0.00029255i,-0.0005585-0.0012594i,-0.00040828-0.00092444i,-0.00033119+0.00023033i,0.00049629+0.00031213i,0.00020629-0.00036525i,-0.00047461-0.00053772i,-0.00013585-8.1769e-05i,-9.3061e-05+0.00021028i,0.00025651+0.00035224i,0.00043973+0.00046563i,0.00029276-1.4322e-05i,0.00033099-3.815e-05i,0.00021538+0.00051403i,4.6825e-05+0.00020099i,-0.00066443-0.00048396i,-0.00091589-0.00055837i,-0.00084894-2.7327e-05i,-0.0010995+0.00041589i
0.00044962+0.00026864i,-0.00014472+0.00041884i,-0.00073157+0.00025922i,-0.00014035-0.00114i,0.0012046-0.001935i,0.0010833-0.0019344i,0.00012979-0.0013793i,9.5188e-05-0.0011556i,8.2077e-05-0.0014673i,-5.1956e-05-0.0011096i,-0.00056327-0.00057292i,-0.0012816-0.00043145i,-0.0012808-0.00015574i,2.3995e-05+0.00077378i,0.00022321+0.0013671i,-0.00074067+0.0007132i,-0.00063466+0.00023176i,-0.00041728+0.00046992i,9.9966e-05+3.3494e-05i,0.0012413-0.0005881i,0.00137-0.00066391i,0.0010577-5.3267e-05i,0.00034145+0.00060563i
-0.00013807+0.00077083i,0.00086813+0.00043025i,0.00078319+0.00010472i,0.00040553+0.00013603i,0.00041662+5.1564e-07i,1.4229e-05-0.00087113i,-0.00090228-0.0007365i,-0.00043801+0.0003005i,8.5575e-05+0.00039336i,-0.00039606-0.00040078i,-0.0011529-0.0011844i,-0.0011921-0.0015271i,-0.0012353-0.00070034i,-0.0014925+0.00037123i,-0.001097+0.00040707i,-0.00086485+0.00021684i,-0.00099623+0.00017061i,-0.00030343+0.00012635i,0.00072193-0.00014157i,0.00083097-0.00020689i,0.000221+3.8915e-05i,-0.00040536+0.00021079i,-0.00064446-0.00039891i
0.0011984-0.00023045i,0.00060022+0.00028913i,0.00041137+0.00026323i,0.00078922+0.00042503i,0.0011419-0.00016018i,0.0005648-0.00038736i,5.0666e-05-0.00012788i,0.00051633+0.00011367i,0.00037737+0.00023788i,-9.8394e-05-0.00069315i,-0.00040528-0.00090321i,-0.00059102-0.00027362i,-0.00075549+0.00019088i,-0.0010341+0.00046837i,-0.00026956+3.1354e-05i,0.00056385-0.0011342i,0.00051815-0.00076909i,0.00061459+0.00022968i,0.00069812+6.1307e-05i,0.00085518-0.00021608i,0.00099287+0.0001369i,0.00099964+0.00020701i,0.000469-6.2569e-05i
-0.0010961-0.0001502i,-0.00088744-3.3118e-05i,-0.00017376+0.00080802i,0.000504+0.00039302i,0.00072821-0.00039618i,0.00078834+5.814e-05i,0.00046152+0.00026694i,0.00027951-4.8201e-05i,0.00024897-0.0001741i,-0.00028461-0.00096658i,-0.00038338-0.001547i,-4.4812e-05-0.0013142i,0.00022267-5.588e-05i,0.00032807+0.00078118i,0.00011526+0.00058281i,-0.00036417+0.00023033i,-0.00012037+1.7921e-05i,8.6364e-05+0.00037818i,0.00023499+0.0012507i,6.6118e-05+0.0014491i,-0.00022668+0.00087352i,-0.00024921-3.1852e-05i,-0.00013777-0.00042426i
0.001194-0.0014182i,0.00090257-0.00090406i,0.00034447-0.00095507i,-0.00027985-0.0016517i,-0.0010597-0.0014698i,-0.0018087-3.9118e-05i,-0.0010777+0.00070532i,0.00024736+0.00048989i,0.0010545-0.00022179i,0.00096597-0.00019228i,-0.00051163-9.3538e-05i,-0.0011794-4.1809e-05i,-0.00039309+0.00039725i,0.00041119+0.0001162i,0.00071309-0.0004054i,0.00067637-0.00080568i,0.00071714-0.00068953i,0.0011615+0.00063305i,0.0010794+0.0012876i,0.0009204-9.0343e-05i,0.0011203-0.0011406i,0.00080859-0.00090583i,0.00041306-0.00065492i
-0.00078732+0.00062978i,0.00054819+0.0004932i,0.00089364+0.0010364i,0.00072051+0.0011957i,0.00080029+0.00039452i,-0.00012514-0.00022724i,-8.1072e-05-0.00025974i,0.00070909+3.7965e-05i,0.00017651-0.00035992i,-0.00069908-0.00064196i,-0.0014136-0.00031919i,-0.0016431-0.00070753i,-0.0010304-0.00019828i,0.00024348+0.00061091i,0.00089843-0.00011201i,0.00028221-0.00085474i,-0.00028665+8.2502e-05i,2.9821e-05+0.0005602i,0.00057762+0.00014726i,0.00064328+0.00041826i,0.00021875+0.00022658i,0.00027496-0.00037384i,2.3837e-05-0.00041844i
-0.00050801-0.00051155i,0.00062659-4.4644e-05i,-0.00015506+6.4902e-05i,-0.00055657-0.00016791i,0.00058753+0.00043137i,0.00050915+0.00028392i,-0.00032722-0.00076703i,-6.0228e-05-0.00062081i,0.00052668-0.00020654i,0.00073698-0.00041237i,0.00024865-0.00029167i,-0.00083128-0.00054871i,-0.0015282-0.00051876i,-0.0012759+0.00044554i,-0.00022532+0.00052106i,0.00088839-0.00011825i,0.00094853-0.00026539i,0.00028436+0.00017362i,0.00044611+0.00043052i,0.0011976+0.00054778i,0.0014873+0.00029085i,0.0007102-0.00041941i,2.6253e-07-0.00093321i
0.0014566-0.0005157i,0.00090717-0.00075837i,-0.00021832-0.0027684i,2.3891e-05-0.0038318i,0.00022929-0.0020867i,-0.00035917-0.00072191i,0.00056153-0.00057642i,0.0013323-0.00025811i,0.00068976-0.00056412i,-0.00025897-0.00090101i,-0.0013106-0.00065195i,-0.0015348+0.00024469i,-0.0012477+0.00094048i,3.7897e-05+0.0011552i,0.0011837+0.0011746i,0.0011938+0.00093205i,0.0012965+0.00017482i,0.00095278+0.00010474i,-0.00018224+0.00030089i,-0.00053002+0.00027144i,7.2922e-05+0.00052567i,0.0007419+0.00031422i,0.00099691+0.00016367i
-0.0013349-7.4087e-05i,-0.001082-0.00018215i,-0.00089556+0.00010329i,-0.00076889+0.00010843i,-0.00044857-0.00049828i,-7.34e-06-0.00067495i,0.0004142-0.00013713i,0.00056074+0.00012828i,0.00010683-0.00031138i,-0.00016232-0.00023742i,-0.00016128-2.017e-05i,-0.00061579+0.00043616i,-0.00095436+0.00051012i,-0.00030458+0.00013682i,-0.00018396-0.00048021i,-0.00059228-0.00093764i,-0.00035233-0.00017077i,5.2849e-05+0.00014881i,0.00053067+0.00037032i,0.0010173+0.00081355i,0.00074558+0.00086856i,-0.00030834+0.00068878i,-0.00043071-0.00035395i
-0.0013717+0.0014409i,-0.0013199+0.0015871i,-0.00036009+0.0023383i,8.2794e-05+0.0025192i,0.00024015+0.00038425i,0.0010144-0.00023258i,0.0012695+0.00025043i,0.0013687+0.00014277i,0.001174-0.00037i,0.00060149-0.00059674i,0.00046388+0.00025837i,-4.015e-05+0.00022607i,-0.00065274+4.1596e-05i,-0.00053442+0.00012669i,-8.7411e-05-0.00012102i,-0.00046331+9.8717e-05i,-0.00071977-9.0331e-05i,-0.0001168+0.00020747i,0.00018009+0.00062574i,-7.5508e-06+0.00052129i,0.00032934+1.6827e-05i,0.00049386-0.00040385i,-7.9525e-06-0.00049509i
0.00055288-0.0021876i,0.00019589-0.0020566i,0.00045836-0.0025666i,-0.00016134-0.0024611i,-0.0010927-0.0017397i,-0.0015985-0.00084644i,-0.0014284-0.000145i,-0.0013883-0.00013638i,-0.00067003-0.0012658i,-0.00064442-0.0011312i,-0.0014917-0.00062806i,-0.0018561-0.00061067i,-0.00095204-0.00051587i,0.00021776-0.00011168i,0.00058586-0.00019362i,0.00042278-0.0003713i,0.00030809+0.00022037i,0.00025909+2.2444e-05i,7.4523e-05-0.0009455i,-4.6172e-05-0.00085823i,5.2202e-05-0.00013813i,0.00022475+0.0003441i,0.00015914+5.7179e-05i
0.00054704-0.00042695i,0.001325+0.00022885i,0.002778-0.00029268i,0.0022818-0.00069001i,0.00080945-0.0011613i,-0.00029418-0.0003521i,-0.0003829+0.00081488i,0.00063592-0.00031124i,0.00091216-0.00090424i,1.4761e-05-0.00099486i,-0.0014737-0.0011785i,-0.0015119-0.00082279i,-0.00051581-3.1395e-05i,9.1925e-06+0.00026731i,0.00042819+0.00014098i,0.00081949-4.8786e-05i,0.00044557+0.00013107i,0.00010161+0.00026283i,0.00045254-0.00038258i,0.00053187-0.00099771i,0.00028134-0.00085252i,1.7757e-05+0.0002201i,-0.00025238+0.00096977i
0.0015221+0.00054987i,0.0022393+0.00016978i,0.0019621+0.00058547i,0.0012788+0.00060074i,0.00074432+0.00051367i,-3.3182e-05+0.00032262i,-0.00053657+0.00027519i,-3.7667e-05+0.00045823i,-0.0001416-0.00028929i,6.6559e-05-0.0015499i,-0.00031514-0.0018292i,-0.00094478-0.001226i,-0.0011019-0.00020996i,-0.00083901+1.4796e-05i,-0.00010574+0.0005034i,-0.00024502+0.00084765i,-0.00040415+0.00078956i,-0.00029347+0.00027194i,0.00075254-0.000498i,0.0017121-0.00014967i,0.0010378+0.00011079i,0.00049264+0.00040417i,0.0005225+0.00052005i
0.0010968+0.0023838i,0.001087+0.001842i,0.0010801+0.00086774i,0.0011462-0.0010109i,0.0011708-0.0012874i,0.00069193-0.0013073i,0.00019587-0.0010775i,0.00092043-0.00032259i,0.001903+1.6282e-05i,0.0011772-0.00074853i,-0.00022736-0.0009992i,-0.0011089-0.00060189i,-0.0014272-0.00012066i,-0.0011347+0.0003173i,-0.00012798+0.00029445i,-6.0973e-05-0.00041486i,1.4499e-05-0.00058136i,0.00046396-0.00016358i,0.00071496-0.00019219i,0.00085728-2.9848e-05i,0.00074481-0.00023548i,0.0007133-0.00032838i,0.00036564+3.2835e-05i
0.0015249-0.00077383i,0.0019846-0.00049604i,0.0020593-6.3917e-05i,0.001712-0.0013723i,0.00086911-0.0024594i,-0.00040786-0.0019942i,-0.00065213-0.00072682i,-0.00021459-0.0004092i,0.00012811-0.00096382i,3.3262e-08-0.00051905i,-0.00069345+0.00064995i,-0.00087969+0.0010657i,-0.00078347+0.00077524i,-0.00047786+0.00088658i,0.00067041+0.00096534i,0.00090808+0.00066272i,-0.00014103+0.00044527i,-9.9185e-05+0.00012291i,0.00061998+0.00061821i,0.00099543+0.00097268i,0.00094696+0.00023594i,5.9044e-05-0.0005565i,-0.00046866-0.00079322i
-0.00019301-0.0015789i,-0.0013368-0.00029254i,-0.0011925+0.00059899i,-0.0014915+0.0011345i,-0.0017305+0.00075938i,-0.00060666+0.0012348i,-0.00031695+0.0020053i,-0.00032642+0.0015617i,8.2113e-05+0.00061962i,-0.00015464-0.00039036i,-0.0006953-0.0012207i,-0.0010094-0.00035775i,-0.00062246+0.00071189i,0.0009361+0.00017779i,0.0012661+0.00039138i,0.0010511+0.00079061i,0.00037944+0.00034527i,-0.00062121-0.00032167i,-0.00064764-0.00055748i,-0.00053321-0.00051693i,-0.00078027-0.00032947i,-0.00088542-0.00038807i,-0.00027391-4.6883e-05i
0.00047083+0.00037963i,0.00024947-0.00032834i,-0.00021859-0.00033474i,0.00015292-0.00048862i,0.00048565-0.00086614i,-0.00026148-0.0018032i,-0.00051724-0.0010899i,0.00019837-0.00012832i,0.00017058-0.00031549i,-0.00054744+9.7623e-05i,-0.00092736+5.4048e-06i,-0.00071107-0.00036352i,-0.00070502+0.0011957i,-0.00097996+0.0023319i,-0.00058381+0.0014501i,-0.00020311+0.00080816i,-0.00053776+0.00077244i,-0.00071017+0.0006761i,0.00086391+0.00013762i,0.0015159-0.0003129i,0.00055115-0.00014819i,0.00021944+0.00020737i,0.00035236-0.00034131i
