0.0002389-0.0002106i,0.00072717-0.00079255i,0.0014256-0.0011266i,0.0011428-0.00067995i,-0.00078511+0.00035698i,-0.0023259+0.0013272i,-0.0020986+0.0014453i,-0.00073301+0.0015893i,0.00097325+0.0012889i,0.0018498+0.00013292i,0.00090316-0.0011566i,0.00032257-0.00107i,0.00067407+0.00025394i,0.00024141+6.7857e-05i,-0.00015726-0.00092884i,-0.00058755-0.0013161i,0.00015274-0.00061151i,0.00096872+0.00019111i,9.5144e-05+0.00022566i,-0.00099203+0.00033232i,-0.0011322+3.7766e-06i,-0.00044066-1.3763e-05i,-0.00034552+8.2005e-05i
-0.1068+0.0038128i,-0.1578+0.014619i,-0.12861+0.019869i,-0.034011+0.029558i,0.029789+0.0635i,0.050518+0.094999i,0.069584+0.083629i,0.061972+0.055497i,0.035264+0.043625i,0.029179+0.029927i,0.027668+0.0090698i,0.018542-0.00028794i,0.011676-0.0005783i,0.0070761-0.0021884i,0.0025336-0.0047577i,0.00081684-0.0046081i,0.0014999-0.00011807i,0.0018757+0.0045544i,0.0015775+0.0072589i,0.00091462+0.0071354i,-0.00020382+0.004909i,-0.00071974+0.0021714i,-8.5469e-07-0.0012757i
0.045049-0.092565i,0.05612-0.14779i,0.036267-0.12693i,-0.0031893-0.045804i,-0.02554-0.010584i,-0.02113-0.040304i,-0.0075287-0.061939i,0.012619-0.05222i,0.024314-0.034541i,0.019786-0.023394i,0.013563-0.023384i,0.00832-0.026562i,0.0043462-0.023343i,0.0022715-0.01704i,-0.00017226-0.01295i,-0.0039698-0.012489i,-0.0069328-0.011198i,-0.0067258-0.0071768i,-0.0045799-0.0048676i,-0.0036746-0.0063108i,-0.0037254-0.0080567i,-0.0023741-0.0073921i,0.0021482-0.0040871i
0.063201+0.083776i,0.10612+0.12907i,0.0849+0.11529i,-0.004009+0.041359i,-0.082355-0.033689i,-0.11281-0.05179i,-0.11135-0.016506i,-0.082752+0.0065385i,-0.045835-0.0044014i,-0.027543-0.0085189i,-0.019351+0.0016493i,-0.010747+0.0049444i,-0.0055865+0.0020509i,-0.0043517+0.0030226i,-0.0035498+0.0077094i,-0.002886+0.010814i,-0.0034918+0.0074074i,-0.0056945-0.00059461i,-0.0069179-0.0058064i,-0.0060453-0.0049448i,-0.0041109-7.8845e-05i,-0.0011342+0.0042208i,0.0007406+0.0057066i
-0.10248+0.011119i,-0.16167+0.029556i,-0.13951+0.018603i,-0.045252-0.015151i,0.025991-0.012903i,0.045405+0.02254i,0.044766+0.035128i,0.030569+0.02337i,0.014811+0.010554i,0.009368-0.00017522i,0.0078098-0.003599i,0.0067047+0.0018897i,0.0036283+0.0057551i,0.001319+0.0037961i,0.0034436-0.001008i,0.0075702-0.0050467i,0.011917-0.0046926i,0.013496-0.00081895i,0.012571+0.0026908i,0.011726+0.0044803i,0.0099096+0.0035327i,0.0043987+0.0025322i,-0.00098987+0.0026519i
0.040894-0.098999i,0.051243-0.17277i,0.058903-0.17524i,0.080547-0.10538i,0.1121-0.057411i,0.11327-0.070996i,0.069533-0.098038i,0.024994-0.091342i,0.0033497-0.057517i,-0.0042721-0.028949i,-0.0070797-0.014627i,-0.0090355-0.0092305i,-0.0089562-0.0066932i,-0.0049614-0.0040838i,-0.0010605-0.0065071i,-0.0023111-0.011184i,-0.0023033-0.0092587i,0.0016555-0.0038562i,0.0044656-0.0012671i,0.0055809-0.0026969i,0.0059438-0.006872i,0.0051435-0.010606i,0.0034463-0.010394i
0.063796+0.079578i,0.12287+0.12793i,0.12014+0.13406i,0.045256+0.094429i,-0.023097+0.032092i,-0.045651-0.022871i,-0.048395-0.034174i,-0.045609-0.012872i,-0.035055+0.0065398i,-0.025168+0.019418i,-0.018309+0.026294i,-0.011837+0.023872i,-0.0044586+0.017692i,-0.00011913+0.014432i,8.5201e-05+0.015945i,-0.00083714+0.019585i,-0.0033719+0.018762i,-0.0076184+0.010932i,-0.011104+0.0036163i,-0.011081+0.0054953i,-0.0077102+0.0090876i,-0.0018654+0.0059273i,0.00057155-0.00014891i
-0.094355+0.023994i,-0.15961+0.062974i,-0.15735+0.086699i,-0.097156+0.086908i,-0.047934+0.10917i,-0.013038+0.14141i,0.027296+0.12938i,0.046393+0.091879i,0.041115+0.063473i,0.038804+0.036989i,0.036978+0.01264i,0.02924+0.00078693i,0.019576-0.0033233i,0.0099144-0.0066236i,0.0032623-0.0093296i,0.0032792-0.0095686i,0.0058372-0.0049999i,0.0046584+0.0021538i,0.0022803+0.0072752i,0.00022221+0.007932i,-0.0014353+0.0071137i,-0.002045+0.0076514i,-0.0025547+0.0080713i
0.025503-0.09458i,0.024756-0.17462i,0.012021-0.19198i,0.020494-0.12291i,0.050162-0.038385i,0.063131+0.0092126i,0.048879+0.015494i,0.027636+0.0010771i,0.016652-0.008153i,0.014395-0.014921i,0.0093241-0.024371i,0.0013682-0.028171i,-0.0032113-0.023317i,-0.0055332-0.018108i,-0.0081907-0.015779i,-0.013332-0.015817i,-0.016425-0.015388i,-0.013404-0.0098679i,-0.0061605-0.0052307i,6.0585e-05-0.0074816i,0.00010854-0.013016i,-0.0012554-0.0143i,0.0013093-0.010312i
0.063155+0.069016i,0.12648+0.10038i,0.13028+0.080651i,0.039438+0.0089902i,-0.071489-0.076742i,-0.12191-0.12433i,-0.11925-0.093065i,-0.09068-0.035859i,-0.060677-0.012932i,-0.047239-0.0035341i,-0.040413+0.0097504i,-0.02905+0.018716i,-0.014933+0.019432i,-0.0050839+0.018372i,-0.00093095+0.021217i,0.00093247+0.023471i,-0.00037368+0.018014i,-0.0029873+0.0064781i,-0.0035391-0.0023751i,-0.0017973-0.0031924i,-6.799e-06-0.00048062i,-0.00073967+0.0010798i,-0.0016843+0.00065002i
-0.082204+0.02631i,-0.13652+0.074389i,-0.13452+0.10649i,-0.086303+0.081613i,-0.060311+0.033587i,-0.068122+0.016447i,-0.058208+0.013986i,-0.023438+0.0095643i,0.0018873+0.0079231i,0.0077633+0.0097977i,0.010579+0.014184i,0.013936+0.016355i,0.011985+0.012607i,0.0099479+0.0040583i,0.011846-0.0050584i,0.015915-0.0093573i,0.020669-0.0069424i,0.02033-0.0020524i,0.014747+0.0017602i,0.010436+0.0036891i,0.01094+0.0060102i,0.011755+0.0097475i,0.0083404+0.012484i
0.012181-0.084625i,0.001069-0.15632i,0.00085665-0.17566i,0.068023-0.11791i,0.17521-0.034378i,0.21433+0.0040579i,0.15463-0.012813i,0.072068-0.038652i,0.028109-0.036408i,0.020468-0.021831i,0.019866-0.017829i,0.011582-0.019914i,0.0026436-0.017936i,0.00035077-0.012809i,-0.0013544-0.012531i,-0.006665-0.014409i,-0.0091051-0.01055i,-0.0061765-0.0041425i,-0.0028731-0.0012882i,-9.8513e-05-0.0016825i,0.0018699-0.0056047i,0.0032021-0.012139i,0.0037185-0.0149i
0.057597+0.050975i,0.1223+0.060711i,0.14282+0.039219i,0.089534+0.0088415i,0.025408-0.030441i,0.014484-0.076915i,0.02379-0.084809i,0.010878-0.046962i,-0.0055096-0.014029i,-0.013478-0.0040433i,-0.018138+0.00067499i,-0.014241+0.0044109i,-0.0049574+0.0068708i,-0.00067516+0.011983i,-0.00080194+0.019612i,-0.0030357+0.025203i,-0.006187+0.022491i,-0.0063942+0.011434i,-0.0063587+0.0008631i,-0.0083858-0.00081453i,-0.011746+0.0039415i,-0.013899+0.0067535i,-0.01196+0.0039484i
-0.074138+0.026706i,-0.11529+0.090364i,-0.12724+0.15128i,-0.14124+0.16371i,-0.17886+0.14348i,-0.18547+0.12167i,-0.11838+0.093414i,-0.028541+0.060182i,0.018438+0.034012i,0.023694+0.014981i,0.020124+0.0030684i,0.018091-0.00081672i,0.0126-0.0041497i,0.0042288-0.009885i,-0.0018205-0.014555i,-0.0016166-0.015694i,0.0021468-0.012371i,0.0042812-0.0060189i,0.0040268+0.00028127i,0.0030293+0.0035626i,0.0020739+0.0041454i,0.0022992+0.0062658i,0.0028822+0.0095932i
0.014247-0.067452i,-0.017533-0.1234i,-0.050336-0.13203i,-0.018705-0.084233i,0.064514-0.0094072i,0.10824+0.057251i,0.074827+0.074726i,0.021055+0.043925i,0.0030537+0.014416i,0.013594-0.00088244i,0.016763-0.014278i,0.0059847-0.021365i,-0.0054894-0.019305i,-0.010224-0.015207i,-0.012039-0.013661i,-0.016149-0.014189i,-0.018807-0.011223i,-0.016096-0.0031332i,-0.0081367+0.0029756i,-3.2132e-05+0.0010492i,0.0038572-0.0081238i,0.0030631-0.018195i,0.0011497-0.022076i
0.049273+0.035536i,0.1084+0.020181i,0.13648-0.052471i,0.11206-0.13301i,0.076713-0.17842i,0.05548-0.1885i,0.02711-0.14874i,-0.0079519-0.070502i,-0.030383-0.015353i,-0.039335+0.0044917i,-0.039203+0.01671i,-0.028424+0.023371i,-0.012926+0.021346i,-0.0013012+0.02006i,0.0080199+0.023796i,0.014447+0.02567i,0.013844+0.020005i,0.0082048+0.009306i,0.0022382+0.00042726i,0.0006517-0.0017626i,0.0014978+0.0034743i,0.00035076+0.010317i,-0.0007472+0.012052i
-0.055619+0.019623i,-0.074589+0.073559i,-0.050005+0.12568i,-0.043391+0.12213i,-0.10783+0.075066i,-0.1668+0.033826i,-0.13595+0.0072549i,-0.061329-0.013172i,-0.022222-0.011172i,-0.014609+0.0090196i,-0.0047429+0.021359i,0.0044139+0.020467i,0.0066958+0.011801i,0.00895-0.00082431i,0.012149-0.011472i,0.015893-0.016015i,0.018747-0.014021i,0.016337-0.0090716i,0.010341-0.0046502i,0.0046814-0.00084561i,0.0044334+0.0038892i,0.0099971+0.0092574i,0.014187+0.012495i
0.013664-0.051752i,-0.012584-0.076075i,-0.051884-0.037148i,-0.025897+0.051894i,0.061215+0.1184i,0.10491+0.13318i,0.068538+0.10803i,0.014724+0.058142i,-0.0028461+0.014891i,0.010996-0.003089i,0.021551-0.0131i,0.013494-0.019996i,0.0017355-0.014075i,-0.0043041-0.0057811i,-0.011778-0.0041387i,-0.020131-0.0026503i,-0.022204+0.00048603i,-0.016789+0.0030073i,-0.0089018+0.0042147i,-0.0033292+0.0038849i,-0.0041363-0.0028497i,-0.010561-0.01379i,-0.013682-0.018149i
0.031236+0.038163i,0.064257+0.024003i,0.071467-0.043863i,0.05113-0.10815i,0.055153-0.13152i,0.081315-0.13809i,0.074284-0.11306i,0.042609-0.051403i,0.020727-0.0086758i,0.0044232-0.0085783i,-0.010986-0.014187i,-0.012277-0.0084338i,-0.0023985+0.0010672i,0.004279+0.011674i,0.0047351+0.020035i,0.0016486+0.024057i,-0.0007153+0.020728i,-0.0011788+0.0094489i,-0.0024487+0.0015699i,-0.0039632+0.00046768i,-0.0043023+0.0034935i,-0.0047793+0.0092414i,-0.0048793+0.01102i
-0.041653+0.0034774i,-0.053165+0.023404i,-0.036047+0.037594i,-0.056081+0.0147i,-0.14012-0.019183i,-0.1844-0.031515i,-0.12895-0.044261i,-0.042207-0.049863i,0.0060891-0.034309i,0.012625-0.015563i,0.0073266-0.0039488i,0.0075136+0.0022276i,0.0078506-0.0017965i,0.0037269-0.012963i,-9.6053e-05-0.020837i,-0.00013701-0.023767i,0.0025932-0.02163i,0.0028713-0.013063i,0.001238-0.0036748i,0.0018476-0.00036254i,0.006116-0.0036282i,0.011846-0.0080411i,0.01296-0.0081027i
0.019807-0.032173i,0.0080144-0.036391i,-0.018151+0.0057633i,-0.00036764+0.068456i,0.059234+0.10175i,0.085721+0.10832i,0.061873+0.099643i,0.023466+0.061569i,0.0075179+0.024229i,0.019292+0.0091306i,0.026135-0.00034242i,0.015331-0.0066081i,0.0011553-0.0084132i,-0.010011-0.0092615i,-0.016711-0.0099421i,-0.020691-0.0082625i,-0.020682-0.0024455i,-0.013615+0.0027263i,-0.0040559+0.0011595i,0.0014662-0.0032067i,-0.00033198-0.0052912i,-0.0074668-0.0063358i,-0.011555-0.0090538i
0.017498+0.037699i,0.03173+0.030815i,0.048142-0.013626i,0.080667-0.055854i,0.13286-0.069226i,0.15966-0.069795i,0.12528-0.045508i,0.072653+0.0051148i,0.037529+0.02732i,0.011501+0.016134i,-0.0055688+0.009982i,-0.0065044+0.0093137i,-0.00042484+0.0071431i,0.007448+0.0085139i,0.015935+0.012284i,0.018851+0.015284i,0.014357+0.01318i,0.0078944+0.0031517i,0.0031605-0.0066275i,0.0015129-0.0057388i,0.0043172+0.0035188i,0.0087915+0.013178i,0.010011+0.019071i
-0.040141-0.010037i,-0.042919-0.0097587i,-0.024963-0.016227i,-0.039594-0.035863i,-0.10364-0.036943i,-0.15414-0.010506i,-0.13554-0.0052468i,-0.076585-0.02189i,-0.036741-0.016903i,-0.02248+0.0031406i,-0.01204+0.013936i,-0.0034618+0.013041i,0.00041926+0.0042285i,0.0043384-0.004252i,0.010603-0.0091091i,0.017365-0.01542i,0.020294-0.017267i,0.017745-0.0097174i,0.012552-0.00014571i,0.0072559+0.0028203i,0.0053844-0.0028217i,0.0061836-0.011316i,0.0063273-0.01358i
0.029405-0.028846i,0.023839-0.025138i,-0.0047678+0.020159i,-0.033214+0.085608i,-0.056866+0.11859i,-0.064522+0.094366i,-0.066116+0.053674i,-0.081239+0.027925i,-0.078683+0.020297i,-0.0419+0.018313i,-0.011041+0.0061746i,-0.0045871-0.0035251i,-0.0065578-0.00094432i,-0.010472+0.0041743i,-0.016918+0.0075011i,-0.02001+0.0093881i,-0.014398+0.00746i,-0.0052933+0.0061148i,-0.0016716+0.0070467i,-0.004057+0.0094148i,-0.0098531+0.010751i,-0.014411+0.0079903i,-0.014126+0.0031407i
0.0041674+0.046739i,0.0099805+0.060037i,0.0082794+0.051918i,0.015232+0.031948i,0.056955-0.017074i,0.085438-0.077606i,0.071116-0.084379i,0.053298-0.035599i,0.035115-0.0085066i,0.0047856-0.013196i,-0.014106-0.011062i,-0.008992-0.0039915i,0.0040471+0.0033631i,0.011567+0.010227i,0.011111+0.014061i,0.0036152+0.018562i,-0.0063473+0.019475i,-0.014612+0.010322i,-0.018021+0.00068562i,-0.015071+0.00048262i,-0.0055454+0.009403i,0.0061115+0.018742i,0.01174+0.020133i
-0.040653-0.02545i,-0.056902-0.040684i,-0.045648-0.074342i,-0.026897-0.13283i,-0.010996-0.1453i,0.013528-0.089201i,0.036062-0.056668i,0.044156-0.075468i,0.038095-0.074284i,0.027259-0.041148i,0.01794-0.018192i,0.0073219-0.01181i,-0.0017069-0.011762i,-0.0038107-0.014508i,-0.0034979-0.018137i,-0.002775-0.018555i,-0.0025134-0.011489i,-0.0026662+0.0013146i,-0.00071538+0.0074117i,0.0026425-0.00089619i,0.0019692-0.015496i,-0.0045493-0.026022i,-0.0097507-0.025682i
0.04346-0.021362i,0.057155-0.042334i,0.051286-0.048922i,0.046507-0.025103i,0.039609+0.013277i,0.022044+0.041322i,0.00063912+0.043611i,-0.026553+0.027738i,-0.026599+0.014953i,0.006641+0.0036104i,0.022954-0.0086504i,0.013929-0.014061i,-0.00026299-0.015446i,-0.015471-0.016877i,-0.027525-0.015717i,-0.030914-0.012466i,-0.022556-0.009845i,-0.005769-0.0084102i,0.0092854-0.008728i,0.012733-0.0087461i,0.0040814-0.0055464i,-0.0044996-0.00046786i,-0.00436-0.00087451i
-0.0023799+0.048003i,0.014085+0.085064i,0.047576+0.12689i,0.066493+0.16867i,0.041707+0.16197i,-0.0071744+0.093988i,-0.025113+0.050886i,0.013452+0.056493i,0.043497+0.041108i,0.024935+0.0074858i,0.0059377+0.00067771i,0.0056679+0.010757i,0.0090809+0.016374i,0.016526+0.015004i,0.023701+0.0092653i,0.020296+0.0078698i,0.0081603+0.0075203i,-0.0040557-0.00076559i,-0.0098145-0.005568i,-0.0043592+0.00028469i,0.009953+0.0047665i,0.021902+0.0046157i,0.024265+0.0072757i
-0.03258-0.024743i,-0.063494-0.019343i,-0.094276-0.00053505i,-0.10377-0.011487i,-0.072887-0.043899i,-0.027253-0.04537i,0.00095443-0.029973i,0.0074618-0.024045i,0.0065748-0.0099364i,0.0072693+0.0092109i,0.0049314+0.017764i,0.0017283+0.02155i,0.0054925+0.022262i,0.013897+0.018071i,0.023135+0.01078i,0.031509+0.00055507i,0.033109-0.0052484i,0.023978+0.00022203i,0.010777+0.0080844i,0.0027652+0.007146i,-0.00055716-0.0031477i,-0.0056163-0.012867i,-0.01133-0.010312i
0.044336-0.017153i,0.042192-0.063965i,0.0073386-0.14753i,-0.033451-0.20307i,-0.038577-0.17765i,0.00032506-0.12271i,0.0041995-0.075542i,-0.055745-0.012774i,-0.080652+0.05208i,-0.046042+0.066513i,-0.020376+0.038259i,-0.012572+0.0087904i,-0.0091343-0.0114i,-0.016296-0.016695i,-0.02436-0.0064199i,-0.0239+0.00016903i,-0.014374-0.0055695i,-0.00020691-0.014857i,0.0046423-0.019403i,-0.0029338-0.011673i,-0.01117+0.0058569i,-0.011131+0.017661i,-0.0075929+0.013889i
-0.01411+0.037173i,0.024651+0.06193i,0.095071+0.099179i,0.13144+0.14502i,0.088187+0.16024i,0.0056979+0.1352i,-0.029214+0.094751i,-0.0014728+0.056826i,0.013213+0.025938i,-0.0087147+0.010111i,-0.020155+0.0047986i,-0.011832-0.0011773i,-0.005385-0.0048311i,-0.00015454-0.0014863i,0.0026785+0.003162i,-0.0016948+0.010877i,-0.010358+0.019995i,-0.016966+0.01845i,-0.016421+0.0073466i,-0.010529-0.0005861i,-0.0025418-0.0017951i,0.004916-0.0021207i,0.0087867-0.0049201i
-0.019879-0.021369i,-0.047544+0.018141i,-0.064711+0.098605i,-0.040159+0.1405i,0.0080423+0.11265i,0.030718+0.066064i,0.039129+0.021681i,0.050722-0.043929i,0.041696-0.088703i,0.025557-0.071022i,0.022837-0.037828i,0.014928-0.019876i,0.0045668-0.0050497i,0.0028654-0.0012049i,0.0017763-0.0086022i,0.0029652-0.014006i,0.007207-0.0085i,0.0092629+0.0097978i,0.01117+0.023907i,0.013473+0.01799i,0.01094-0.00092398i,0.002524-0.015127i,-0.0028929-0.016585i
0.021535-0.0013542i,-0.0027552-0.062045i,-0.06949-0.1722i,-0.11623-0.26241i,-0.088529-0.28287i,-0.028188-0.25397i,-0.015252-0.19372i,-0.044954-0.10622i,-0.048182-0.040286i,-0.018651-0.02425i,0.0021793-0.021928i,0.007643-0.020334i,0.0029176-0.026123i,-0.0098987-0.029249i,-0.022739-0.026363i,-0.032418-0.021509i,-0.035555-0.021202i,-0.026649-0.023812i,-0.011016-0.018025i,-0.001368-0.0036061i,0.0033245+0.012723i,0.0089452+0.020951i,0.0109+0.016141i
-0.016158+0.017839i,0.032078+0.01748i,0.11187-0.0025423i,0.12378-0.009438i,0.041557+0.022074i,-0.033179+0.055108i,-0.045656+0.057945i,-0.019824+0.037897i,0.0032571+0.006589i,-0.0036731-0.016647i,-0.013968-0.01356i,-0.0089624+0.0024458i,-0.0011139+0.014989i,0.011518+0.021274i,0.026269+0.021636i,0.029507+0.023109i,0.021419+0.023734i,0.0060572+0.015224i,-0.009325+0.0045334i,-0.012565+0.0018279i,-0.0064205+0.0038317i,-0.0019158+0.0061512i,0.0016079+0.0090917i
-0.0052551-0.014749i,-0.015671+0.053095i,-0.012073+0.19984i,0.037444+0.30306i,0.086943+0.26946i,0.092796+0.18159i,0.081639+0.10348i,0.064605+0.02919i,0.04035-0.0070014i,0.030823-0.0026403i,0.025355-3.6873e-05i,0.011888+0.0040708i,0.010999+0.015901i,0.01979+0.020965i,0.023179+0.015548i,0.026878+0.0022069i,0.033516-0.0066398i,0.035815+0.00096151i,0.028157+0.0099537i,0.013546+0.0030167i,-0.0022663-0.010479i,-0.016399-0.014996i,-0.019094-0.0078398i
0.0057016+0.0084683i,-0.037458-0.039838i,-0.11761-0.13596i,-0.14858-0.20252i,-0.080858-0.20501i,-0.011734-0.19778i,-0.011612-0.15898i,-0.026693-0.045174i,-0.0099765+0.05966i,0.012699+0.0801i,0.014227+0.050671i,0.010157+0.015942i,0.0040037-0.012384i,-0.015061-0.023972i,-0.033625-0.016872i,-0.044208-0.0050536i,-0.046605+0.00038238i,-0.03491-0.005725i,-0.017537-0.0152i,-0.0068373-0.015616i,-0.0023246-0.011314i,0.00026659-0.0099059i,-0.0018817-0.009993i
-0.016371-0.0093862i,0.028954-0.046279i,0.10305-0.10924i,0.10847-0.14342i,0.031717-0.086365i,-0.019884+0.013935i,-0.01883+0.065981i,-0.00011617+0.06864i,0.014289+0.050411i,0.004317+0.03138i,-0.010425+0.02732i,-0.014116+0.024579i,-0.018427+0.0205i,-0.016548+0.020046i,-0.0022625+0.015922i,0.013028+0.015593i,0.017322+0.024332i,0.0087601+0.025118i,-0.00067235+0.012974i,-0.00053075+0.0041185i,0.0070617+0.00062533i,0.015569-0.0039578i,0.018938-0.0084567i
0.02952-0.0057518i,0.042666+0.079992i,0.05698+0.24403i,0.071851+0.3715i,0.065184+0.35007i,0.053236+0.23799i,0.057833+0.13337i,0.036244+0.040645i,-0.00070583-0.020485i,0.00033279-0.032687i,0.0098684-0.028187i,0.0017334-0.010797i,-0.00020279+0.006736i,0.0036382-0.0020995i,0.0034247-0.022618i,0.0041203-0.039409i,0.0059551-0.048144i,0.0064884-0.037812i,0.0074318-0.012509i,0.0075677+0.0073099i,0.004949+0.01284i,0.0035728+0.0118i,0.0034058+0.0077745i
-0.015531+0.019457i,-0.079419-0.0080318i,-0.18331-0.064946i,-0.24171-0.11816i,-0.20051-0.16605i,-0.13925-0.19204i,-0.12104-0.15882i,-0.10353-0.083805i,-0.071181-0.025688i,-0.043099-0.001776i,-0.01762+0.0045061i,0.0037296-0.0044326i,0.010771-0.022244i,0.0053187-0.030027i,-0.0052014-0.020107i,-0.021963-0.0047318i,-0.038913+0.00037271i,-0.039971-0.0054314i,-0.029695-0.010868i,-0.022954-0.0070151i,-0.018881+0.0034218i,-0.014955+0.0097063i,-0.014166+0.010015i
-0.014945-0.032653i,0.011652-0.10842i,0.04328-0.26423i,0.024001-0.41501i,-0.013524-0.38929i,-0.024962-0.21089i,-0.028536-0.080885i,-0.032138-0.055923i,-0.035101-0.049343i,-0.038378-0.02451i,-0.029316-0.0075616i,-0.016756-0.0088873i,-0.011712-0.001349i,0.0041024+0.024411i,0.025723+0.044418i,0.040432+0.050307i,0.052501+0.046646i,0.049128+0.034735i,0.030018+0.018885i,0.017314+0.0018243i,0.014183-0.013342i,0.011489-0.021306i,0.0089758-0.019483i
0.042089+0.01087i,0.088211+0.082973i,0.18688+0.21485i,0.30661+0.31364i,0.31961+0.28427i,0.22961+0.16873i,0.14752+0.055191i,0.085823-0.014565i,0.038274-0.028181i,0.024159-0.020916i,0.020644-0.025327i,0.010987-0.023672i,0.008021-0.012576i,0.0043318-0.0091517i,-0.011716-0.018495i,-0.024138-0.03017i,-0.021766-0.031132i,-0.010383-0.01894i,0.0070052-0.0025239i,0.020339+0.0025063i,0.020313-0.003715i,0.012832-0.0074485i,0.0060651-0.0055303i
-0.019845+0.025581i,-0.052765+0.045532i,-0.077839+0.12058i,-0.047945+0.24372i,0.015587+0.2645i,0.021427+0.1266i,-0.0037019+0.018785i,0.030229+0.022063i,0.073392+0.025924i,0.056469+0.0082834i,0.025216+0.010792i,0.02201+0.013765i,0.022961-0.0036691i,0.0065724-0.025398i,-0.012616-0.032041i,-0.028902-0.017859i,-0.044309+0.0060928i,-0.047333+0.017247i,-0.039796+0.012628i,-0.033193+0.012116i,-0.02693+0.020618i,-0.018367+0.027152i,-0.0085572+0.023758i
-0.015214-0.035788i,-0.037311-0.092345i,-0.12254-0.20151i,-0.24656-0.29432i,-0.26023-0.23881i,-0.12256-0.074307i,0.0036402+0.029625i,0.034662+0.03684i,0.035405+0.0058016i,0.025528-0.018351i,0.0040381-0.012195i,-0.0088841+0.0033781i,-0.012966+0.012193i,-0.0038047+0.021494i,0.024999+0.025235i,0.0545+0.015883i,0.064297-0.00068689i,0.050716-0.012905i,0.024089-0.013774i,0.0045623-0.0062398i,-0.00028257-0.00091746i,0.0014058-0.0030255i,0.0060517-0.0063302i
0.028161+0.029249i,0.039532+0.056545i,0.050163+0.065372i,0.020688+0.03267i,-0.063691-0.0033356i,-0.10471-0.0035041i,-0.080456+0.0046137i,-0.06956+0.015683i,-0.056976+0.037316i,-0.011594+0.026759i,0.0089338-0.004952i,-0.0030925-0.0096771i,-0.011268-0.00080063i,-0.017629-0.00058208i,-0.026475-0.0043203i,-0.032008-0.01201i,-0.031617-0.024566i,-0.02242-0.033283i,-0.0061231-0.029327i,0.0078399-0.021415i,0.011721-0.019663i,0.0070814-0.018844i,-0.00060683-0.010658i
-0.02092+0.0045435i,0.0050573+0.009268i,0.075572+0.055295i,0.14355+0.10737i,0.11093+0.059959i,-0.026814-0.037236i,-0.11882-0.054425i,-0.095446-0.013169i,-0.050462+0.023032i,-0.030772+0.047597i,-0.0099946+0.047327i,0.0059006+0.029901i,0.0095161+0.014002i,0.0064879+0.0069061i,-0.0028609+0.012569i,-0.010207+0.028493i,-0.0068139+0.044093i,0.0026087+0.044548i,0.0046734+0.027261i,-0.0026635+0.011044i,-0.005466+0.0068497i,-0.0020701+0.0050969i,-0.0021107+0.0040002i
0.008389-0.024197i,-0.011009-0.046401i,-0.059519-0.11856i,-0.064755-0.22898i,0.048561-0.25719i,0.18104-0.19353i,0.18278-0.12909i,0.078276-0.090686i,-0.0098506-0.056399i,-0.027622-0.017775i,-0.014981-0.0045809i,-0.012572-0.015757i,-0.0053088-0.013836i,0.018619-0.0020684i,0.037001+0.0016905i,0.044745-0.003496i,0.047494-0.0091173i,0.041899-0.0017039i,0.03222+0.011222i,0.025742+0.014066i,0.021453+0.0081965i,0.017394+0.00087921i,0.010778-0.0078903i
-0.0083615+0.033238i,-0.038378+0.0466i,-0.059718+0.053612i,-0.032962+0.082455i,0.020874+0.11402i,0.046461+0.097134i,0.021973+0.033634i,-0.015545-0.0011751i,-0.01678+0.01611i,0.0089332+0.02103i,0.01993+0.0013545i,0.015242-0.0093193i,0.0078312-0.0097115i,-0.0065658-0.018815i,-0.030234-0.036317i,-0.058141-0.040432i,-0.081071-0.02129i,-0.08409+0.00042132i,-0.060142+0.0097792i,-0.028539+0.0084631i,-0.0099531+0.0051252i,-0.0021571+0.0067823i,0.0018426+0.0057964i
0.0011843-0.027367i,0.079013-0.019568i,0.21772+0.080052i,0.27089+0.23092i,0.13123+0.28241i,-0.0659+0.21527i,-0.12612+0.13478i,-0.037763+0.061025i,0.038726-0.0065278i,0.029686-0.01228i,0.016384+0.027437i,0.025799+0.051372i,0.019135+0.043691i,-0.00040422+0.024608i,-0.009256+0.016141i,-0.0048035+0.021016i,0.0026809+0.021166i,0.00067977+0.0055645i,-0.014979-0.0087208i,-0.029513-0.0056429i,-0.033012+0.0018051i,-0.028326+0.0051917i,-0.012389+0.0074648i
0.032952+0.0050812i,0.00073889+0.021459i,-0.11283-0.028632i,-0.2025-0.16063i,-0.11672-0.25237i,0.067444-0.23281i,0.16918-0.16306i,0.13499-0.10501i,0.053361-0.080932i,-0.0014971-0.073438i,-0.029719-0.050902i,-0.036302-0.027613i,-0.02555-0.016799i,-0.0005947-0.0027338i,0.032741+0.0075799i,0.05607-0.0047171i,0.063504-0.032085i,0.058794-0.049779i,0.045604-0.043321i,0.03365-0.029698i,0.021809-0.025692i,0.0076266-0.022936i,-0.00085432-0.010477i
