0.0008624-0.00023659i,0.0014539-0.00076098i,-0.00038657-0.0010092i,-0.0011893-0.00047306i,-0.0014459+0.00021538i,-0.0012648-0.00045012i,0.00013126-0.0013569i,0.00061801-0.0012485i,0.00059683-0.00071018i,0.00089937-0.0010146i,0.00089829-0.0015719i,0.00050953-0.0015569i,-6.7656e-07-0.001043i,-0.00063121+3.9546e-05i,-0.00097076+0.00017954i,-0.00063127-0.00019275i,0.00015256-0.00029258i,0.00095654-0.00036543i,0.00064163-0.00029446i,6.1394e-05-0.00026973i,-9.2936e-05+1.9255e-05i,-0.00014283-0.0002731i,-0.00016376-0.00082004i
0.0014228-0.0022582i,0.0013799-0.0029418i,0.0001493-0.0026769i,-0.00013536-0.0022154i,-0.00023801-0.0022705i,-0.00034756-0.0020629i,-0.0010377-0.0019115i,-0.0011888-0.0019936i,-0.00074153-0.0019639i,-0.0011675-0.0015696i,-0.0004849-0.00094328i,0.00069955-0.00026215i,0.00084495-0.0006664i,-0.00025248-0.0003823i,-0.00082228+0.0002377i,-0.00070666+0.00011094i,-0.00064804+0.00035609i,0.00014253+0.00034728i,0.00020825+0.00064363i,-8.851e-07+0.00025662i,-0.00046572-0.00033881i,-1.3127e-05-3.7686e-06i,0.00019471+0.00038193i
0.00037992+0.0011212i,0.0017534+0.00094165i,0.0013138+0.00035021i,0.00092562-0.00098906i,1.7873e-05-0.001565i,0.00031507-0.0016494i,0.00077488-0.0017373i,0.00051531-0.00124i,8.9319e-05-0.00078406i,-0.0002699-0.00040013i,0.00014558-0.00035735i,9.5807e-05-0.00066216i,-0.00034439-0.00043202i,-0.00053568-0.00045866i,-0.00040658+0.00012854i,0.00031708+0.00068702i,0.00060464+0.00031785i,-7.5383e-05-0.00047153i,-0.00012446-0.00057101i,0.00038637+3.1772e-05i,1.7e-05-0.00020798i,-0.00064209-0.00039589i,-0.00020451-0.00067399i
-0.001463-0.00028913i,-0.00079247+0.00034909i,-0.00015753-0.00047144i,0.00029709-0.0014301i,0.0010604-0.0012885i,0.0010035-0.00038207i,0.0005915+4.344e-05i,-0.00061646-0.00071269i,-0.0011642-0.0012414i,-0.00054128-0.00030543i,4.9117e-06+0.00028154i,0.00030021-3.0631e-06i,0.00066811-0.00072279i,0.00022868-0.00040861i,-0.00035963+0.00036006i,-0.00037677+0.00046014i,-0.00076618+0.00043069i,-0.00069754-0.00018766i,0.00013381-0.00067862i,-0.00021749+0.00011277i,-0.0013852+0.00026592i,-0.00098262-0.00029194i,0.00014579-0.00038547i
-0.00067954-0.00041912i,-0.00085712-0.001127i,-0.00039436+0.0013492i,0.00079128+0.0021004i,0.0018044-2.0577e-05i,0.00096289-0.0005793i,-0.00078169-0.00066635i,-0.00041131-0.0007156i,0.00037038-0.00017798i,0.00040262+0.00049392i,0.00062493+0.00070716i,0.00094517-1.2747e-05i,0.0010694-1.0466e-05i,0.0006545+0.00046293i,7.1348e-05-9.516e-05i,0.00018472-0.00055431i,-0.00037516-0.00031318i,-0.00023241-2.7353e-05i,0.000186-0.00035063i,-0.00020878-0.00028101i,-0.00070431+0.00049435i,-0.00095525+0.00078788i,-0.00090018+0.00056348i
0.0014523+6.3437e-05i,0.0001793-0.00021185i,-0.00055594+0.00015062i,-0.00059617-0.00057706i,-0.00055794-0.0018925i,-0.00036727-0.0015659i,-0.00012702-0.0011458i,-1.2295e-05-0.0022885i,-0.00012949-0.0021042i,-8.0629e-05-0.00085405i,-0.00014897+0.00030469i,0.00017539+9.4767e-06i,0.0004202-0.000305i,-0.00039914-0.00068687i,-0.00087234-0.0010348i,-0.0005299+0.00019713i,0.00033924+0.00095265i,0.00094253+0.00048318i,0.00023084+0.00036601i,-0.00062869+0.00022874i,-0.00075727-0.00082873i,-0.00043422-0.00088962i,-0.00040662-5.1096e-05i
-0.00050315-0.00059072i,-0.0010339-0.00090627i,-0.001185-0.00052971i,-0.0001719-5.3304e-05i,0.00037218+3.4102e-05i,0.00069864-0.00071213i,0.0011216-0.0015833i,0.00056048-0.0012667i,-0.00044049-0.00028671i,-0.001179+0.00034322i,-0.00076969+7.5583e-05i,0.00052407-0.00062204i,0.00092314-0.00043661i,0.00060391-0.00032097i,0.00057535-0.00031243i,0.00059468-0.00039541i,0.00032531+2.7169e-05i,8.5157e-05+0.00090703i,0.0005727+0.0012509i,0.00065324+0.0011352i,-0.00019358+9.6452e-05i,-0.00045462-0.00018619i,-0.00063989-3.3196e-05i
0.00050589+0.001091i,0.0014206+0.00080147i,0.0016124+0.00086049i,0.0018741+0.00062468i,0.0021883-0.00058803i,0.0021134-0.0014782i,0.0014105-0.0019344i,0.00035279-0.0021587i,-0.00012988-0.0013396i,-0.00029332-0.0004995i,0.00048701+8.3952e-05i,0.0014407-0.00011817i,0.00064382-0.00049057i,-0.00071513+3.14e-05i,-0.00068334+0.00030107i,0.00040951+0.00043456i,0.0010837+0.00072714i,0.00059827+0.00095696i,-0.00018029+0.0009236i,0.00034676+0.0010621i,0.00071086+0.0012727i,-8.3996e-06-0.00014154i,-0.00068623-0.00038406i
-0.001537+0.0017476i,-0.0017504+0.0027037i,-0.0017509+0.0035552i,-0.00058689+0.0020339i,0.00017698+0.00059604i,-0.00027383-0.00066025i,-3.2184e-05-0.0011587i,0.00065978-0.0012493i,0.00056842-0.0010404i,0.00057589-0.00052569i,0.00099779+0.00087889i,0.00083572+0.0010543i,0.00050171+0.00017104i,-0.00030682+0.0003223i,-0.00043639+0.00076754i,-2.2637e-05+0.00056988i,-0.00029154+0.0003013i,-0.00037575+0.00015813i,-0.00033137-3.348e-05i,-0.00024116+0.00036828i,-3.1014e-06+0.0011053i,0.00048955+0.00059456i,0.00039839-0.00019027i
0.00075281+0.00044836i,0.0018862+0.00020291i,0.0023394+0.0006236i,0.0012351+0.00012155i,0.0011571-0.0011503i,0.0011949-0.0010141i,0.00055245-0.00090044i,0.00027845-0.001248i,1.081e-05-0.00068412i,0.00018628+0.00019039i,0.00077343+0.00033198i,0.00055992+8.8688e-05i,-0.00043589-3.5452e-05i,-0.00050519-0.0005522i,-0.00035003-0.00027114i,-0.00036248+0.00018059i,0.0002305+0.00026199i,0.00010629+0.00054926i,-0.00033969+0.00018869i,-0.0001069-0.00037342i,0.00017157-0.00023922i,7.2955e-05-0.00017607i,-0.00054843-0.00050568i
0.0010151-0.00046578i,0.00034245+4.0149e-05i,-0.00022633-0.00062127i,-0.00069137-0.0011651i,-0.00042189-0.00072104i,-0.00022388-0.00040971i,-0.00022838-0.00044218i,0.00022309-0.0013i,0.00041263-0.0016625i,0.00011286-0.00097158i,-7.4949e-05+9.2969e-05i,0.00011847-4.9118e-05i,0.00018895+2.5516e-05i,-0.0004395+0.00020548i,-0.0012414+0.00010172i,-0.0005342-3.0347e-06i,0.00038528-0.0001627i,0.0003086+4.2067e-05i,1.4608e-05-0.00032662i,-0.00012828-0.00057666i,0.00015007-0.00050752i,0.00016878-0.00097951i,-0.00046084-0.00093537i
-0.0027268-0.00053136i,-0.0029899-0.00081477i,-0.0027048-0.00056311i,-0.00087043-0.00016423i,0.0004907-1.067e-05i,0.00030232-0.00090401i,0.00022735-0.0017262i,3.1445e-05-0.0013993i,-0.00066724-0.00031771i,-0.00087636+0.00047566i,5.9367e-05+0.00098046i,0.00057845+0.00050102i,0.00024023+0.00020578i,0.0003961+0.00030273i,0.00061435+0.00081001i,0.00081416+0.0011878i,0.00045166+0.00059084i,0.00026184+0.0002667i,0.00051326-0.0002403i,0.00038984-0.00059429i,0.00011689+0.00014829i,-0.00016489+0.00065372i,0.0002173+0.00045829i
-0.00056622-0.001371i,-0.0002713-0.0012168i,-0.0001964-0.00038604i,0.00051445-0.00012905i,0.00081165-0.0008859i,0.00051124-0.0015063i,-0.00012287-0.00081957i,-0.00074317-0.00068961i,-0.00073595-0.00097721i,-3.6777e-05-0.00072762i,0.00030294-0.0002901i,0.00015327-0.00011711i,0.00060397-0.00073974i,0.00048546-0.00089048i,-0.00014523-0.00018365i,-0.00064614+0.00030704i,-0.0007898+0.00026705i,-0.0001526-0.00026769i,0.00055757-0.0010483i,0.00024961-0.0008021i,-0.00031632+0.00020353i,-0.00039359+0.00021392i,-0.00062453-0.00046121i
-0.00060676+0.0030178i,-0.00011584+0.0036485i,0.00045107+0.0033559i,0.0017019+0.0017685i,0.0023728+0.0010578i,0.0020815-0.00015826i,0.00059735-0.00053354i,-0.0011061+0.00024025i,-0.0012835-8.5783e-06i,-0.00086895+2.7036e-05i,8.2579e-05-3.9028e-05i,0.0017102-0.00025168i,0.0016057-7.592e-06i,-1.9959e-07+0.00015268i,-0.00048912+0.0001374i,0.00012198+0.00021693i,-7.7725e-05-3.5605e-07i,0.00021002-0.00062776i,0.00082121-0.00028527i,0.00063271+6.2187e-05i,0.0004439+0.00051442i,0.00016811+0.0012179i,-0.00053933+0.00094958i
0.00011289-0.00072498i,3.7085e-05+0.0001499i,0.00027133+0.0001528i,0.00030643-3.7059e-05i,6.4777e-05-0.00061265i,-0.00059175-0.0010684i,-0.00085694-0.001314i,-0.00022793-0.00063721i,-0.00068889-0.00047428i,-0.0010233-0.00083005i,1.0208e-06-0.00012375i,0.00027777+0.00063081i,-0.00078127+0.00055812i,-0.00075511+0.00043348i,-0.00015651-0.00015608i,-0.00019806-0.00075795i,-0.00010953-0.00098015i,-2.4826e-05-0.00084609i,8.5933e-05-0.00058364i,0.00033196-8.2623e-05i,0.00032612-2.2304e-05i,0.00086015+0.00017037i,0.0013432+0.0010348i
-0.00014825-0.00099649i,0.00024456-0.0013161i,0.00087859-0.0013681i,0.0009637-0.0010172i,0.00038292-0.0010269i,-3.9603e-05-0.0013614i,-0.00013701-0.0011104i,-0.00018021-0.0012217i,1.2156e-05-0.0012962i,-9.9596e-05-0.00055837i,3.3689e-05+0.00049071i,0.0007864+0.0011242i,0.00080166+0.0011701i,0.00040502+0.00056706i,-0.00013744+0.00018355i,-0.0002155+0.00036916i,0.00017383+0.00089353i,0.00022949+0.0015092i,0.0001392+0.0012616i,-6.3673e-05+0.00029978i,-0.00057757-0.000383i,-0.00083653-0.00019794i,-0.0004615+0.00012106i
-0.0014586+0.00079715i,-0.00055371+0.0015754i,0.00058494+0.0014996i,0.00076747+0.00065532i,0.0016251+0.00075811i,0.0022084-9.464e-05i,0.00073333-0.0014689i,-0.00066809-0.0016722i,-0.00056702-0.00082839i,0.00017671-0.00038938i,0.00076037-0.00036427i,0.00058289+0.00010399i,0.0001219-3.5352e-05i,8.9135e-05-0.00071225i,0.00034168-0.00053295i,0.00048903-7.0288e-05i,0.00034117-0.00023914i,0.0001778-0.00037955i,8.7494e-05-0.00039647i,0.00025195+0.00011745i,0.0011294+0.0007047i,0.0012495+0.0004015i,0.00051429-5.7844e-05i
-0.0017726+0.00079102i,-0.0021989+0.00065155i,-0.001397+0.0010384i,-2.4133e-05+0.00028618i,0.0013282-0.0012983i,0.0026218-0.0022719i,0.0019491-0.0023974i,0.00098526-0.0016445i,0.00013426-0.00087063i,-0.00064419-0.00041111i,-0.000334-0.00063579i,0.00046779-0.00031484i,0.0013307+0.00019502i,0.00058917-0.00027804i,-0.00014203+0.00022267i,0.00039609+0.00099331i,0.00086495+0.0010928i,0.00049333+0.001152i,-6.3969e-05+0.00015971i,-0.00037783-0.00027145i,-0.00072522+0.00021857i,-0.00044909+0.00032831i,-5.9346e-05+6.2109e-05i
0.00096322+0.00040136i,0.0019152-0.00024999i,0.0017579+0.00065721i,0.0010808+0.00070494i,0.00065448+8.2107e-06i,0.00041472-0.00062797i,0.00029475-0.00124i,-0.00031187-0.0010227i,-0.00079332-0.00054948i,-0.00014293+0.00018891i,0.00040321+0.00089558i,0.00074764+0.00041144i,0.00068137-0.00077467i,-0.0003342-0.00093257i,-0.00078527-0.00040831i,-0.0003465-0.00043599i,-0.00018874-0.00038059i,-0.00065175+6.2357e-05i,-0.00027493+6.4199e-07i,0.00020468+0.0002849i,-2.7741e-05+0.00090509i,-0.00034524+0.0004453i,-0.0006482+0.0002611i
0.0020756+0.002054i,0.00087473+0.0029888i,0.00054555+0.0029817i,5.1234e-05+0.001724i,-0.00099683-0.00034454i,-0.0011253-0.0014551i,-0.0010669-0.0019118i,-0.00077245-0.0015129i,-0.00023046-0.0011818i,0.00051208-0.0012685i,0.0015329-0.00092172i,0.0016598-0.00032534i,0.00044998+0.00026117i,-0.00075498+0.00040078i,-0.000849-0.00024507i,-0.00052958-0.00088048i,-0.00055806-0.0004343i,0.00010758-3.6127e-05i,0.0013839-0.00036515i,0.00054003-0.00042006i,-0.0010814-0.00048161i,-0.0013592-0.00037634i,-0.000803-5.8314e-05i
0.00035688-0.00082683i,0.0012155-0.0017604i,0.00038473-0.0017364i,0.00017234-0.00053238i,1.4648e-05+0.00055919i,-0.00059211+3.3364e-05i,-0.00034203-0.0011966i,0.00011893-0.0012185i,-0.00026226-0.00085277i,-0.00034661-0.00013149i,-0.00022031+0.00025168i,0.00055843-0.00078254i,0.0011205-0.00048314i,0.00032208+0.00038006i,-2.1952e-05+8.5491e-05i,-0.00019083+3.006e-05i,-0.00040448+0.00044757i,-0.00044764+0.00081898i,0.0002524+0.00054574i,0.00055941-0.00020631i,0.00018008-0.00071443i,7.5353e-05-0.00022955i,-3.1488e-05-0.00018563i
0.00010806-0.00049044i,0.00069697-0.0010886i,0.000866-0.000366i,0.0016182+0.00024134i,0.0021399-0.00042155i,0.0015906-0.0010051i,0.00045442-0.0013627i,-0.00011138-0.001779i,0.00016773-0.0016347i,0.00066665-8.1025e-05i,0.00054502+0.00030832i,0.00078833-0.00020116i,9.0688e-05-2.4887e-05i,-0.001245-0.000269i,-0.0010335-8.4521e-05i,2.0779e-05+0.00044594i,0.00058736+0.00035658i,0.00031334+0.00029034i,-3.1155e-05+5.3984e-05i,-0.00029497+0.00017677i,8.5431e-05+0.00043353i,-8.075e-05+0.00021993i,-0.00043406+0.00016075i
0.00054191+0.002664i,0.0015487+0.0016026i,0.00097075+0.0028241i,0.0014924+0.0021986i,0.0017818+0.00097675i,0.0012815+0.00010098i,0.00061594-0.00061994i,0.00011037-0.0014919i,6.0415e-05-0.0016752i,0.0003943-0.00082291i,0.00057152-0.00023558i,0.00015707-0.00035057i,0.00041521-0.00035085i,0.00030544-0.00036379i,0.00011127-0.00050168i,0.0003346-0.0007776i,0.00069249-8.5727e-05i,0.00066035+0.0013802i,0.00050176+0.0014825i,0.00069017+0.0002535i,0.00038062-0.00078524i,-0.00046879-0.00066575i,-0.00073038+0.00034712i
-0.0014302-0.0035299i,-0.0021769-0.0027768i,-0.0015526-0.0019565i,-0.00051605-0.0012246i,0.00053369-0.00093068i,0.00063389-0.0002448i,-0.00050637-0.00077473i,-0.0014668-0.001207i,-0.0016834-0.00012018i,-0.0014211+0.00055917i,-0.00094903+7.0233e-05i,-0.0011034-0.00075874i,-0.0014904-0.00055385i,-0.0013582-0.00032989i,-0.0010523+0.00033808i,-0.00056309+0.00086043i,0.00021677+0.000631i,0.000266+0.00089587i,-0.0001552+0.00055891i,0.00018924+0.00040933i,0.00098505+0.0009319i,0.00032666+0.00079232i,-0.00056046-9.5136e-05i
-0.00025707+0.0018148i,-0.00055466+0.0024412i,-6.5283e-05+0.0018051i,0.001034-1.7835e-05i,0.001984-0.0012995i,0.0011318-0.0014226i,-0.00077968-0.0012153i,-0.00095978-0.0019628i,0.00044023-0.0012653i,0.00060926-0.00030784i,0.00067948-0.0013972i,0.0012267-0.0013509i,0.0012627-5.0076e-05i,0.00089213+0.000949i,-0.00017493+0.0012139i,-0.00068538+0.0011208i,-0.0004977+0.00068451i,0.00034195-0.00053441i,0.00056768-0.00068817i,-0.00017237-7.9596e-05i,-3.6585e-05-6.8354e-05i,0.00090448+0.00016102i,0.0006308+0.00038598i
-0.0025458+0.00071502i,-0.0012664+0.00091333i,0.00022964+0.0016679i,0.00054609+0.00078158i,0.00095016+0.00015518i,0.0011838-0.00040945i,0.00050691-0.0011926i,6.1607e-06-0.00028838i,0.00058157+0.00015202i,0.0013854-0.00031896i,0.0012901+1.7056e-05i,0.0014541+0.0005328i,0.0014235+0.00010246i,0.00062589-0.00038675i,-0.00038288-0.00024564i,-0.00017404-0.00031933i,0.00054401-0.00024926i,0.00076886+0.00023511i,0.00047655+0.00092496i,-3.5252e-05+0.00084922i,0.00013313-3.5521e-05i,-0.00025141-0.00047668i,-0.00032405-0.00077071i
0.0022318+0.00047024i,0.0031053+0.00022931i,0.0029853-0.00046565i,0.001138-0.00060448i,0.00033022-0.00038639i,0.00048322-0.00071523i,0.00061042-0.001448i,-0.00044166-0.0010553i,-0.0013217-0.00083794i,-0.00092515-0.00077644i,-0.00023552-0.00013587i,0.00050403-2.165e-05i,0.00051105+3.6995e-05i,-0.00060199+0.00019249i,-0.0009593-0.00038795i,-0.0013313-0.00090553i,-0.0013337-0.00090039i,0.00018677-0.00034193i,0.00036484+8.9703e-06i,-5.8042e-05+5.8585e-05i,-0.00035112+0.00012965i,-6.7442e-05-0.00040223i,-4.0366e-05-0.00095262i
0.00067027+0.0016031i,0.00070638+0.001095i,0.0016401+0.00027413i,0.0014377-0.00080475i,0.00086662-0.0014014i,0.00032092-0.0019112i,-0.00019061-0.0017069i,-0.00068151-0.0015788i,-0.00019021-0.0014876i,0.0008204-0.0011155i,0.00095368-0.00066261i,0.00080416-0.00076416i,0.00049705-0.00090482i,0.00010616-0.00036605i,0.00030032-0.00053762i,6.8898e-05-0.0006359i,-0.0004078+0.00029157i,-0.00033622+0.00066325i,-0.00047896+0.00060646i,-0.00079527+0.00071487i,-0.00084133+0.00043135i,-0.00067394+0.00052082i,-0.00020836+0.00041399i
0.00065701+0.00040046i,-0.00030411-0.00015761i,0.00047439-0.00059849i,0.00077202-0.00066775i,0.00060792-0.0010577i,0.00038227-0.0015469i,0.00018758-0.0010299i,-0.00012888-0.001276i,-0.00035001-0.0019951i,0.00053824-0.0017311i,0.0011279-0.0009112i,0.0012193-0.0010738i,0.0011389-0.0017752i,0.00051416-0.0013167i,-1.2978e-05-0.00011082i,-0.00017407+5.6558e-05i,-0.0007301+9.7259e-05i,-0.00067758+0.0004852i,7.1722e-05+0.00078777i,0.00067905+0.00029746i,0.00082438-0.00062375i,-0.00040216-0.00094662i,-0.00028024-0.0004527i
-0.00040121+0.00054753i,-2.6072e-06-0.00049377i,0.0018546-0.00076491i,0.0025737-0.0007076i,0.0025231-0.0014721i,0.0017988-0.0024026i,0.00075532-0.002073i,-0.00023687-0.0014226i,-0.00063103-0.00085547i,-0.00030653-0.00029476i,-0.00011494-1.8436e-05i,5.3319e-05-0.00015664i,-0.00020171-0.00055135i,-0.00023596-0.00037301i,9.8048e-05+7.3366e-05i,0.00037542+9.4094e-05i,-0.00039802-0.00033553i,-0.0010749-0.0012018i,-0.00067507-0.000352i,0.0001489+0.00063854i,0.00016083+0.00011583i,-0.00055918-0.00038051i,-0.00049531-0.00062247i
-0.0020297+0.0010886i,-0.0029308+0.0023827i,-0.0025885+0.0024034i,-0.0011195+0.0017213i,-0.00031016+0.0006549i,-0.00043538+0.00080583i,-0.00053573-4.6741e-05i,-9.0396e-05-0.0012939i,0.00053841-0.00045211i,0.00015641+0.00015028i,0.00029226+0.00045045i,0.0009544+0.00069452i,0.00065976+0.00050106i,0.00013927+0.00020935i,-6.5265e-05-1.6514e-05i,1.0249e-05+0.00065474i,0.00019926+0.0012744i,0.00058824+0.00015896i,0.00049124-0.00060043i,-0.00012474-0.00062811i,-0.00055491-0.00064788i,-0.00015306-9.8578e-05i,3.0017e-05+0.00069761i
-0.00053924-0.0020493i,-0.0011434-0.0019448i,-0.00069099-0.0020073i,0.00062563-0.0018872i,0.00017188-0.0013348i,-2.4796e-05-0.00087618i,0.00011248-0.0012044i,-0.00066349-0.0012131i,-0.0010096-0.00099895i,-0.00048851-0.00085143i,-0.00023275-0.00068534i,3.5648e-06-0.001074i,0.00012576-0.00095724i,-5.0902e-05-0.00058829i,-0.00037895-0.00071283i,-0.00044861-0.00062349i,-0.00039448-0.00023411i,-0.00025707-6.0245e-05i,-0.00019693-6.1842e-05i,-0.00021707-0.00035989i,9.9306e-05-0.00089432i,0.00025696-0.00065417i,-3.1409e-07-0.00022592i
0.0010127+0.0011942i,0.0012865+0.00075323i,0.002169+0.00074091i,0.0024858+0.0007464i,0.0017747+0.00018859i,0.0013025-0.0005614i,0.00074176-0.0017347i,0.00063081-0.0020099i,0.00043056-0.0011036i,0.00015648-0.00075333i,0.0002491-0.00070721i,0.00016687-0.00046033i,0.00016373-4.8671e-05i,0.00061666-0.0002752i,0.0010529-0.0010936i,0.00049098-0.0010223i,-0.000237-0.0003925i,-0.00049662+0.00017354i,-0.00010081+0.00043935i,0.00028924+0.00049272i,0.0002551+0.00049348i,0.00039493-0.00016237i,1.0709e-05-0.00088503i
-0.0008555-0.0012728i,-0.0014118-0.00064499i,-0.0024506-0.00014207i,-0.001262-7.3114e-05i,0.0008815-0.00049151i,0.0019723-0.0010938i,0.0013107-0.0013523i,-0.00019497-0.0012604i,-0.00085982-0.00068364i,-0.00051804-0.00053411i,0.00033275+6.8151e-05i,0.00021973+0.00084847i,-0.00069061+0.00015597i,-0.0008473-0.00043097i,-0.00072168+6.9502e-05i,-0.0002993+0.00068953i,0.00046532+0.00044103i,0.00078154-0.00067882i,0.0008831-0.0011099i,0.00032746-0.00080486i,0.00027529-0.00050705i,0.00039604-2.9878e-05i,3.8785e-05+7.2715e-05i
0.00099919-0.0030282i,0.0012522-0.0032529i,0.00022448-0.0032749i,-0.00068451-0.0018925i,-0.0015165-0.00045782i,-0.0016361+0.00030227i,-0.00060922+0.00031036i,-8.251e-05-0.00061357i,-0.00075442-0.00085826i,-0.00084587-0.00045596i,-3.7423e-05-0.00027512i,3.718e-05-0.00039893i,-0.0010828+3.197e-05i,-0.0015839+7.597e-05i,-0.00081189-0.00013682i,-0.00065169-0.00010019i,-0.001041-6.1087e-05i,-0.00088451+4.1636e-05i,1.9752e-05-9.6982e-05i,0.00061669-0.00056207i,-9.4679e-06-0.00089498i,-0.00029507+0.00027938i,-8.3214e-05+0.00082591i
0.0012461-0.0019946i,0.0023582-0.0017237i,0.0027292-0.002705i,0.001434-0.0025606i,-0.00061674-0.0014209i,-0.00067681-0.00098261i,0.0004263-0.001137i,0.00023313-0.0013797i,-0.00019005-0.0012935i,0.00017228-0.00095946i,0.00064703-0.00097815i,0.0011355-0.00090786i,0.0011693-0.001096i,0.00055543-0.00046858i,-0.00022192+2.4164e-05i,-0.00073896-0.00017528i,-0.00054616+0.00034251i,-3.0405e-05+0.00072787i,0.0002146+0.0008903i,0.00045775+0.001122i,0.00096069+0.0010833i,0.00069136+0.00061378i,-0.00022768+0.00054958i
0.0014005-0.0029519i,0.0021077-0.0017576i,0.00046281-0.0011196i,-0.00012828-0.0010629i,-0.00068864-0.0022115i,-0.0012033-0.0028296i,5.5445e-05-0.0024395i,0.00043136-0.0019258i,-0.00047597-0.00089957i,-0.0007454+0.00010448i,0.00030815+0.00031124i,0.0012782-0.00029468i,0.00049191-0.00056552i,-0.00090461-5.6302e-06i,-0.0008818+0.00016128i,-0.00096768+0.00023719i,-0.0006177+0.00022033i,-1.1732e-05-0.00052422i,-1.5567e-05-0.00055404i,0.0005172+0.00042857i,0.0007364+0.00038785i,-8.2467e-05+0.00042965i,-0.00037566+0.00055478i
-0.00088839-0.00057081i,-0.00037832-0.0006566i,-8.7628e-05-0.00010326i,0.00010157-5.9202e-05i,0.00023956-0.00048316i,0.0015347-0.00086764i,0.0019873-0.0010355i,0.00043343-0.00064476i,-0.0008232-2.6485e-05i,-0.00074908+0.00016368i,0.00036669+0.00017883i,0.00070657-0.00014764i,0.00027604-0.0010715i,-0.00060539-0.0006355i,-0.0010538+0.00024178i,-3.4296e-05+8.3275e-05i,0.00031582+0.00018902i,-0.00024894+0.00065964i,-0.00036666+0.00045651i,0.00031668-0.00025375i,0.00045528-0.00022949i,0.00037362+0.0010384i,6.1238e-05+0.00092958i
-0.00067816-0.0013175i,-0.00050515-8.91e-05i,-0.00030133+0.0019092i,0.00019831+0.0019294i,0.00044071+0.00037432i,0.00036882-0.00066769i,0.00021365-0.00079621i,-0.00042072-0.0010568i,-0.0011875-0.0006527i,-0.00094925+0.00049257i,-0.00063798+0.00068892i,0.00011104+0.00030465i,0.00010601+2.3472e-05i,-0.00041711-7.229e-05i,-0.00044755-0.00037869i,-0.00086718-4.512e-05i,-0.00091145+0.00043186i,-3.0227e-05+0.00022801i,0.00026615-0.00045423i,0.0004288-0.0003815i,-2.1245e-05-6.8414e-05i,-0.0008207-0.00057905i,-0.00064691-0.00092953i
-0.0007328+0.0022937i,-0.0010226+0.001949i,-0.00087561+0.00055564i,0.00036599-0.00056685i,0.0011949-0.00015193i,0.0011506-0.00011848i,0.00089309-0.0007664i,0.00060026-0.00091954i,0.00034017-0.00046834i,6.2903e-05+0.00022011i,4.7085e-05+0.00019381i,0.00056027-0.00019721i,0.00065138+8.9352e-05i,0.00064478-6.0051e-05i,0.00026675-0.00016153i,0.00019312+9.3885e-05i,0.00058892+1.4986e-05i,0.00059634-0.00053273i,0.000872-0.00080868i,0.0012927-0.0008712i,0.00098902-0.00033097i,0.00046252-0.00014243i,0.0004397-0.00028672i
0.0003949-0.0013973i,0.0015878-0.0005553i,0.0014173-0.0010254i,0.00076501-0.00089364i,0.00019155-0.00042388i,9.2188e-05-0.00084948i,0.0003364-0.0015917i,-4.6275e-05-0.0018252i,-0.00026661-0.0014688i,6.6801e-05-0.00026547i,0.00025734+1.5922e-05i,0.00077649-0.00054271i,0.00056752-0.00072236i,-4.9424e-05-0.00011434i,0.00029933+0.0004549i,0.00031149-8.9617e-07i,-0.00048578+4.8895e-05i,-0.00098475+0.00016314i,-0.00070945+8.4423e-05i,8.9853e-05+5.2698e-05i,0.00033496+0.00014089i,0.00033573-0.00027535i,-0.00038879-0.0010687i
-0.0015935+0.0012913i,-0.0010142+0.0023581i,-0.00085819+0.0024858i,3.3981e-05+0.0011743i,0.0015105+0.00073056i,0.0015307+0.00021246i,0.0003754-0.0007108i,-0.00043151-0.0010599i,-0.0002023-0.0010263i,0.00077706-0.00041153i,0.0012906+0.00029885i,0.0010032+0.00020107i,0.00094606+0.00030836i,0.00098959+0.0005423i,0.00054506+0.00027554i,0.00024112-0.00016492i,0.00027106-0.00076251i,-0.00011317-0.00049389i,0.00032683+8.6933e-05i,0.00074575+0.00041969i,0.00062832+0.00038022i,0.00047326+3.6063e-05i,0.00071318+0.00025518i
0.00058823-0.00071096i,0.00097205+0.00021417i,0.00096755-0.00077039i,0.00057634-0.0018475i,0.0012696-0.0023159i,0.00080537-0.0017081i,-4.3435e-05-0.00072214i,7.7571e-05-0.00078996i,0.00012421-0.0013106i,-0.00018229-0.00036256i,1.5442e-05+0.00016524i,0.00042148-0.00011133i,0.00026092-0.00031158i,-0.00029389-0.00097806i,-0.00071554-0.0011122i,-0.00022148-0.00090924i,-0.0001641-0.00021496i,-0.0007055-0.00012875i,-0.00039508-0.00099315i,-0.00047294-0.001098i,-0.00056494-0.00055779i,-0.00089149-6.9554e-06i,-0.00092445+0.0002291i
0.00067878+0.0018972i,3.534e-05+0.0016192i,0.0013124+0.0021213i,0.0022027+0.0020078i,0.0018639+0.00021991i,0.0012832-0.0018884i,0.00071254-0.0019937i,-0.00014056-0.0010586i,-3.3017e-05-0.00069106i,0.00067049-0.00056361i,0.001514-0.00017892i,0.0020354-0.00012033i,0.0013144-0.0002184i,0.00040353-0.00064492i,0.00021178-0.00096167i,0.000106-0.0011635i,0.00020161-0.00080207i,0.00031082-5.7178e-05i,0.00011048-1.8802e-05i,8.5666e-05+2.2803e-05i,0.00011751+0.00022719i,-0.00014401+0.00053186i,-0.00062725+0.00013637i
