-0.000584+8.7232e-05i,-8.2641e-05-0.0018019i,-0.0019849-0.0017409i,-0.0025928-0.0011401i,-0.0022166-0.00024341i,-0.0021293+0.00083918i,-0.0017477+0.00090522i,-0.0011794+0.00071524i,-0.00024777+0.00069443i,0.00091679+0.00057119i,0.0010127-0.00024687i,0.00038112-0.00074198i,0.00010739-0.0012001i,-0.00014437-0.0014121i,-0.00021352-0.0010322i,-0.00013844-0.00037102i,-0.00058886+0.00022962i,-0.00017712-0.00019797i,0.00045825-0.00088534i,0.00027894-0.0014137i,8.4026e-05-0.00076495i,-0.00038561+0.00026871i,2.7419e-05+0.0003916i
0.0019929+8.4517e-05i,0.00088581+0.00026867i,0.000593-0.00079017i,0.00054054-0.0015815i,0.00082957-0.00061438i,0.00056157-0.00036139i,-0.00016174-0.00080819i,-0.00047703+0.00019902i,-0.00016085+0.0012594i,-0.00019103+0.0012146i,-0.00040075+0.00091969i,-3.8936e-05+0.00049464i,-0.00041868-0.0006327i,-0.0015967-0.00088361i,-0.0013017-0.00032625i,-0.00048034-0.00019461i,-0.00012214-1.3714e-06i,-0.00037651+0.0001056i,-0.00024925-7.6422e-05i,0.00028426-0.00029336i,0.00037335-0.00025306i,0.00025472-0.00023875i,0.00037085+0.00011524i
0.0028499-0.00094619i,0.001524-0.0014284i,0.0005049-0.001739i,-0.00071609-0.0010316i,-0.0014343-1.9971e-05i,-0.0018957+0.00043187i,-0.0020347+0.0010265i,-0.00078511+0.000715i,0.00017424-0.00033089i,-0.00018303+6.5198e-05i,-0.00042306+0.00053991i,-0.00039309+8.926e-05i,0.00020395+0.00026491i,0.0001232+0.00064881i,-0.00036736+0.0009307i,-0.00086252+0.00098755i,-0.0011347+0.0007489i,-0.00027651+0.00091734i,0.000702+0.00068123i,0.00080615+0.0005886i,0.00056793+0.00077831i,0.00029551+0.00035483i,0.00013746-3.5743e-05i
-0.00060957-0.00012383i,-0.0015395+0.0004114i,-0.0020043-9.5098e-05i,-0.0020168-0.00062529i,-0.0015177-0.00081668i,-0.0011054-0.0009618i,-0.0010375-0.00087233i,-0.0012174+0.00023036i,-0.0010502+0.00058264i,-0.00055708-0.00032164i,-0.0002599-0.0008879i,0.00017459-0.00064675i,0.00077995+0.00025957i,0.00069332+0.00053122i,-0.00015509+0.00027488i,-0.00076899+0.00016457i,-0.0011562+6.8073e-05i,-0.00060735-8.4367e-05i,0.00051398+2.9391e-06i,0.00085018+7.9615e-05i,0.0004428-7.8512e-06i,0.0003337-0.00053267i,0.00026726-0.00065747i
0.00074853-0.0008673i,-0.00026089-0.00037307i,-0.001616-8.5422e-05i,-0.0021955+0.00017383i,-0.0021323-7.4775e-05i,-0.0015587-0.00077042i,-0.0014676-0.00087956i,-0.00096054-0.00073363i,-0.00041823-0.00063343i,-0.00063162-0.00092599i,4.6449e-05-0.00082847i,0.00069651-0.00011564i,4.0701e-05-1.4766e-05i,-0.00041877+0.00064292i,-0.00060582+0.0010927i,-0.0013041+0.00021758i,-0.0014471+0.00015039i,-0.0004265+0.00021607i,8.295e-05-5.0746e-05i,0.00017787+9.0765e-05i,0.00039062+0.00036718i,0.00083653+0.00048719i,0.0011416-9.515e-05i
-0.00017318-0.0011442i,-0.00096829-0.0022616i,-0.00059566-0.0015822i,-1.1975e-05-0.0008897i,-3.7271e-05-0.0012351i,0.00067172-0.00055508i,-6.4809e-05+0.00058364i,-0.0018306+0.00092099i,-0.0018272+0.00064195i,-0.00040993-0.00073913i,0.00049547-0.00069871i,0.00054537+0.00029457i,-0.00013713+0.0003555i,2.4471e-05+0.00091233i,0.00015803+0.0011043i,-0.00014665-0.00018563i,0.00014686-0.0010881i,0.0003589-0.00060574i,1.8124e-05+7.628e-05i,-0.00045181+0.0006577i,-0.0002821+0.0010357i,-0.00030351+0.00086975i,3.0975e-05+0.00058577i
0.0014575+0.001432i,0.0008423-0.00010825i,0.0012707-0.0014004i,0.001098-0.0019437i,0.00017013-0.0017463i,-0.00177-0.00068489i,-0.0019786+0.00048246i,-0.00062368+0.0012678i,-9.0047e-05+0.0011753i,-0.0001657+0.00038842i,0.00071673-0.00017327i,0.0012803-0.00054149i,0.00081579-0.0001283i,-1.9043e-05+0.00030779i,-0.00068849+0.00022978i,-0.00021922+0.00021537i,0.00069537-0.00014185i,0.00045588+6.274e-05i,-0.0011769+0.00030493i,-0.0011403+0.00023077i,-0.00015991-0.00021205i,-5.2405e-05-0.00026127i,-5.5119e-05+0.0005311i
0.00054889+0.0010788i,-7.8587e-05+0.00079939i,-0.0008133+0.00079852i,-0.0008606+0.00039045i,-0.0013963-0.00035317i,-0.001535-0.0011136i,-0.0020791-0.0011122i,-0.0022468+7.0827e-05i,-0.0010148+0.00068359i,-0.00094568+0.00037253i,-0.0015324+0.00026897i,-0.0013104-8.6912e-05i,-0.00026376-0.00085248i,-0.00033191-0.00042021i,-0.0010031+0.00011698i,-0.00037952-0.00044157i,-0.00023354-0.00044952i,-0.00074833+0.00010147i,-0.0010018-2.6514e-05i,-0.0010884+0.00023338i,-0.00049776+0.00068232i,0.0003113+0.00058636i,0.0010061+0.00046065i
0.0018381+0.00056839i,0.0014406+0.0017639i,0.0011976+0.001673i,0.00077158+0.00057054i,-0.00019882-0.0012301i,-0.001109-0.0022779i,-0.0010007-0.001284i,-0.00087448-0.0004319i,-0.00057149-0.00040426i,-0.00048672-0.00034636i,-0.0010462+0.00011734i,-0.00061152+0.00035457i,1.6057e-05-0.00012579i,-0.00013904-0.00082974i,-0.00037105-0.00075141i,-0.00032938-0.00057621i,-0.00068104-0.00040154i,-0.00029484-7.1378e-05i,0.00039767+9.6045e-07i,-1.6987e-05+0.00043639i,-0.0004609+0.00052092i,-1.4284e-05-6.6504e-05i,4.9495e-05-0.00034162i
0.0014448-0.00018523i,0.00025465-0.0005607i,-0.00084875-0.0021358i,-0.00071703-0.0022318i,-0.0014901-0.00064083i,-0.001809+6.3192e-05i,-0.0010445-0.00023773i,-0.00072961-0.00031415i,0.00020066-8.3461e-05i,0.00023368-0.00034374i,-0.00085379-0.0003335i,-0.00053468+7.0768e-05i,-0.00040485-0.00019496i,-0.00066235-0.00025527i,-0.00036037+0.00019252i,-5.6932e-05+0.00058968i,-0.00036671+0.00066544i,-0.00063184+0.00028241i,5.6803e-05+0.00037985i,0.0013864+0.00020695i,0.0018472-0.00019991i,0.0010638-0.00030771i,-0.00033038-0.00028627i
0.0016143-0.0037465i,0.00071607-0.0054226i,-0.00057026-0.0041798i,-0.0011928-0.0026652i,-0.00033145-0.0013003i,-0.00093201-0.00042713i,-0.0015637+6.0509e-05i,-0.0012341+0.00099359i,-0.00034984+0.0011335i,0.0001989-6.6406e-05i,0.00023247-0.00039228i,-9.7819e-05-0.001056i,-5.8991e-05-0.0016762i,7.6322e-05-0.00028475i,-0.00023425+0.00068148i,-3.1049e-05+0.00070818i,0.00018943+0.0012432i,0.00027511+0.0013559i,0.00052943+0.00082506i,0.00069756-0.00014961i,0.00085488-0.00060905i,0.0007528+0.00012992i,-1.8315e-05+0.00012281i
0.0006214-8.9804e-05i,0.00015407-0.0011359i,0.0005406-0.0012562i,0.00066699-0.00054101i,-6.1082e-05+0.00037667i,-0.00078398+0.0006827i,-0.0005601+0.0006562i,-7.7693e-05+0.00064831i,-0.00029655+0.00042982i,-0.00028316-0.00023083i,3.2444e-07-0.00059331i,-2.2399e-05-0.00039951i,-6.9593e-05-2.4965e-05i,-0.00023929-6.5402e-05i,5.1249e-05-0.00035316i,0.00031327-0.00010387i,-3.778e-05-0.00044521i,0.0002829-0.0013938i,0.00055011-0.0010101i,-0.00010898+0.00031228i,-0.0008178+0.00062049i,4.696e-05+0.00010393i,0.0012297+1.5691e-05i
-0.0021359+0.00020276i,-0.0014215-0.0011896i,-0.0016342-0.00057178i,-0.0010943+0.0014886i,-3.5622e-05+0.00093036i,-0.00017824-0.00032656i,-0.00063233-0.00041111i,-0.00078555-0.00023886i,-0.00064007-7.9779e-05i,-0.00028035-0.00039586i,-0.00015155-0.0003438i,0.00017664+4.4657e-05i,0.0005133-0.00026946i,0.00068673-0.00018995i,0.00039361-0.00039224i,0.0002425-0.00069152i,-0.00014408-0.00043135i,-0.00028119-0.00059414i,0.00073027-0.00027983i,0.00083388+7.3987e-05i,-0.00010892+0.00013144i,-0.00013997+0.00041983i,9.6214e-05-0.00018815i
-0.0011106-0.001447i,-0.0018971-0.00038743i,-0.0012784+0.00067691i,-0.00014621+0.00065328i,-0.00043856+0.00088197i,-0.0011951+0.00040435i,-0.00084138+0.00012798i,-0.00086815+0.0012162i,-0.00099924+0.0014444i,-0.001023+0.00091166i,-0.00041414+0.00044026i,0.00051985+0.00039923i,-0.0001045+0.00032988i,-0.00067773-8.4008e-05i,-0.0003224-0.0006017i,0.00014617-0.00063034i,-1.6158e-05-0.00047405i,6.4144e-05-0.00067828i,-0.00033789-0.00068041i,-0.00068839-0.00040845i,-6.4484e-05-0.0006591i,0.0005531-0.00043643i,0.00062274+0.00036856i
0.00087119-0.0011145i,0.00092103-0.0011821i,0.00045924-0.0019695i,-0.000113-0.0013783i,-0.00035286-0.00012621i,-0.00048514-0.00029624i,-0.00085149-0.00021555i,-0.0014718+0.00023147i,-0.00097535-0.00011632i,-0.00060497-0.00021303i,-0.00029983-0.00012799i,0.00025768+6.731e-05i,-0.00045709+0.00070562i,-0.0013642+0.00098058i,-0.0011436+0.0012958i,-0.00033537+0.00091486i,-7.7148e-05-7.9762e-05i,-0.00040241-0.00022164i,-0.00050047+0.00020982i,9.788e-05+0.00053201i,0.00039435+0.00053473i,0.00045987+0.00013399i,0.00065027-0.00054867i
-0.0029079-8.0775e-05i,-0.0026373-0.0010015i,-0.0022638-0.0014248i,-0.0018414-0.0011202i,-0.0018441-0.00093324i,-0.0014551-8.4125e-05i,-0.00065351+0.00073198i,-0.00082913+0.00059054i,-0.0014582+0.00029305i,-0.00083013+0.00063102i,0.00015708+0.0011788i,0.00070163+0.0010109i,0.00099301+0.00017981i,0.00035027-0.00042009i,0.00035765-0.00045267i,0.00062078-0.00019795i,-0.00021603-0.00044881i,-0.0002988-0.00064802i,0.00010059+8.2802e-05i,7.0165e-05-0.00034502i,0.00033351-0.00064997i,0.00067732-0.00019101i,0.00058039-6.7889e-05i
-0.00076416-0.00056012i,-0.00071548+0.00076532i,-0.00078575+0.0032203i,-0.00065309+0.0028496i,0.00010654+0.0010613i,0.00021104+0.00057925i,-0.0010425+8.4515e-05i,-0.0017222-9.9301e-05i,-0.00079028+0.00043806i,-0.00030536+0.0001356i,-0.00036476-0.00012436i,-0.00039089+0.00033044i,-0.00028725+3.1777e-05i,-0.00022144-0.00029668i,-0.00044233-0.00037099i,-0.00053852-0.00066064i,-0.0002283-0.00068273i,0.0005711-0.00023705i,0.00021353-0.00037099i,-0.00016076-0.00070325i,-2.8395e-05-0.00034577i,0.00033018+0.0001775i,0.0010435+0.00058662i
0.0017721-0.0010114i,0.0020424-0.0015451i,0.00035982-0.0013097i,-0.0015151-0.00030698i,-0.0012192-0.00015675i,-0.00087726-0.0006873i,-0.0010261-0.00065562i,-0.00094434-0.00021724i,-0.0012802+0.00015634i,-0.0011927+0.00050585i,-0.00054904+0.00025847i,-0.00067107+0.00034588i,-0.00067417+0.00025613i,-6.984e-05+0.00018711i,0.00038343+0.00080793i,-0.00018063+0.00084323i,-0.0011003-0.00055794i,-0.00019195-0.00066026i,0.001058+4.666e-05i,0.0010202-0.00017256i,0.0005871-3.4341e-05i,-0.00012286+0.00067884i,-0.00048413+0.0010086i
-0.0013513-0.0020039i,-0.0028238-0.0028968i,-0.0034635-0.0016976i,-0.0021967-0.00053038i,-0.0014136-0.00072057i,-0.00088847-0.00067324i,-0.0007269-0.00046018i,-0.00040721-0.00011591i,2.3197e-05+0.00062944i,0.00027054+0.00056453i,0.00086993-0.00017758i,0.00056624+0.00035811i,-0.00038304+0.0012048i,-0.0010048+0.0011379i,-0.001184+0.00060097i,-0.00080717-0.00022942i,-0.0006138-0.00063117i,-0.00045131+0.0002167i,0.00038469+0.00051911i,0.00059783+0.00049301i,-0.00019876+0.00091415i,-0.00050844+0.00087048i,-0.00021318+0.00052204i
0.0003601-0.0011684i,-0.00036008-0.00023788i,-0.00080805-0.00040368i,-0.00085798-0.00042316i,-0.0012286+0.00026242i,-0.0016993+0.0004643i,-0.0016062+0.00022923i,-0.0016256+0.00051677i,-0.0014357+0.00058711i,-0.00088076+0.00021601i,-0.00051442+0.0003695i,0.00021415+9.5304e-05i,0.00083117-8.8223e-05i,0.00013011-0.00018804i,-0.00029002-0.00066083i,-0.00014978-0.00087438i,0.0001689-0.00056724i,0.00065686-7.3758e-05i,0.00012701+0.00036438i,-0.00029925+0.00053483i,3.3202e-05-5.3692e-05i,0.0007914-0.00055096i,0.0014561-0.00040155i
-0.0004998-0.002911i,-0.00076822-0.0039624i,-0.0018971-0.0034895i,-0.0022092-0.0014081i,-0.00083253+0.00031948i,0.00027497+0.00053845i,0.00024803+0.0010043i,-0.00027092+0.00083798i,-0.00084696+0.0003514i,-0.0010275-0.00010382i,-0.00012356-0.00015147i,0.00019268+0.00030406i,0.00037082+0.00098105i,0.00036159+0.0011345i,-0.00011705+0.00081238i,-0.00072572+0.0005074i,-0.0002858+0.00011603i,0.00099585+0.00043064i,0.001336+0.0010986i,0.00072715+0.00080724i,-0.00033848-2.8464e-05i,-0.0011579+7.7472e-05i,-0.0010711+0.00038235i
0.00149-0.001578i,0.0021521-0.0027803i,0.0026252-0.0015845i,0.0016991+0.00028088i,5.3787e-05-0.00020505i,-0.00089683-0.00061897i,-0.0015629-0.00031672i,-0.00096311-0.00094756i,-0.00012775-0.0012267i,-0.00037452-0.00022645i,-0.00012525+0.00045998i,0.00049598+0.00057162i,0.00024833+0.00053692i,-0.00048745+0.0003804i,-0.00057653+0.00079402i,5.2606e-05+0.00071156i,0.00016071+0.0002351i,-0.00042332+0.00049088i,-0.0011495+0.00056986i,-0.00054685+3.1823e-05i,0.00032194+0.00017614i,0.00018811+0.0004984i,0.00014646+0.0006362i
0.0008961+0.0019256i,0.00021057+0.0029232i,-0.00043516+0.0035833i,-0.00068377+0.0025313i,-0.00051577+0.00034829i,-0.0007663-0.00068783i,-0.001914-0.00028738i,-0.0014128+0.00031753i,5.7826e-05+0.00080488i,0.00093186+0.00053254i,0.00079353+0.00019152i,0.00043649+0.00018118i,0.00047993+0.00022184i,-0.00034673-0.00042798i,-0.0010512-0.00036419i,-0.00075082+0.00027989i,-0.00061171+1.9742e-05i,-1.9652e-05-0.00010489i,0.00044189+0.00010343i,-0.00020269-0.00031724i,-0.00040864-0.00064724i,-6.3545e-05-0.0006836i,0.00070175-0.00057086i
-0.0019545-0.001607i,-0.0021592-0.0030018i,-0.0022769-0.001908i,-0.0012445-0.00089457i,-4.9322e-05-0.00029844i,0.0002524+0.00022505i,-0.00084513+0.00047714i,-0.0017818+0.00051963i,-0.0011623+0.00040432i,-0.00012184+0.00029116i,0.0004075-0.00027943i,0.00046294-0.0010202i,0.0010628+0.00013755i,0.00028094+0.00094882i,-0.00011293+0.00010926i,0.00023219-9.9826e-05i,-5.4429e-06+0.00035188i,-0.00034795+0.00083927i,-0.00074858+0.00072789i,-0.00073849+0.00030962i,0.00017371+0.00026571i,0.00096542+0.00087996i,0.00028732+0.0011419i
-0.00018494-0.0014112i,-0.0017848-0.0020227i,-0.0025286-0.00083274i,-0.0017449-0.00032262i,-0.00091689+0.00014717i,-0.0010004+0.00027549i,-0.0013644-0.00020587i,-0.0010597-0.00046133i,-0.00048801+6.4488e-05i,0.00015848+0.00056171i,0.00074105+6.8387e-05i,9.6127e-05+6.706e-05i,-0.00025564+6.5887e-05i,0.00023366-0.00011811i,0.00066086-0.00030137i,0.0004285-0.00094552i,0.00021361-0.00049505i,-4.1249e-05+0.00057849i,-0.00058063+0.00047836i,-0.00056676+0.00034669i,-0.00033831+0.00064348i,-5.9464e-05+0.00026731i,0.00012282+0.00084035i
0.0009286-0.0020543i,-0.00017544-0.002589i,-0.0017098-0.0013603i,-0.001469-0.00037891i,0.00015962+0.00056038i,0.00065427+0.00064699i,-0.00056861+0.00011735i,-0.0020286-0.00020219i,-0.0025342+3.2257e-05i,-0.0019761+0.00087558i,-0.00064665+0.0011215i,0.00080542+0.00056275i,0.00039075-0.0001046i,1.292e-06-0.00040186i,0.00051279+0.00036577i,0.00010767+0.00039752i,-0.00018116-0.00016467i,0.00022636+0.00036756i,0.00059197+0.00078627i,-0.00023874+0.0006022i,-0.001256+0.00053259i,-0.0013681+0.00052906i,-0.0010464+0.00056405i
0.00039513+2.7961e-05i,-0.00021122-1.4251e-05i,-0.00082025+0.00033179i,-0.00066354+0.00099352i,-0.00015616+9.9734e-05i,-0.00089453-0.0010594i,-0.0016393-0.0010392i,-0.0012703-0.00048719i,-0.00078226-0.00038042i,7.5111e-05-0.0010439i,0.001022-0.00085661i,0.0008854-0.00018054i,0.00076918-0.00063266i,0.00025018-0.00074211i,-0.00060578-0.00047281i,-0.0010931-0.00019481i,-0.00056946+0.00015178i,0.00016592+0.00074482i,9.2947e-05+0.00092141i,0.00035917+0.00017223i,-0.00015151-1.3734e-05i,-0.0012907-0.00019431i,-0.00078636-0.00066978i
0.0010521+0.00015065i,0.0010364-0.00045487i,0.00022978-0.00056893i,0.00024508-0.00083767i,0.00063322-0.00065351i,-0.0006176-0.0014726i,-0.0016918-0.0014562i,-0.001638-0.00039902i,-0.00081335+0.00015528i,-0.00051894+0.00022652i,-0.00020402+0.00044282i,1.7249e-05+0.00032968i,-0.00053137-0.00032063i,-0.00037234-0.00047625i,-0.00068732-0.00012615i,-0.0012135-0.00020671i,-0.0010313-0.00044721i,-0.00060601+0.00012364i,-4.9987e-05+0.00095529i,-0.00013274+0.0009954i,-4.7823e-05+0.00088473i,0.00027122+0.00058667i,-4.6252e-05+0.00069282i
0.00054952-0.002838i,0.00011036-0.0028802i,-0.0010675-0.0017895i,-0.001643-9.8061e-05i,-0.0017574+0.00068359i,-0.0017141+0.00017043i,-0.0010616-0.00086234i,-0.00051586-0.00062136i,-0.00011287-0.00037742i,-0.00054728-0.00058158i,-0.00074335-0.00060424i,-0.00047321-0.00017486i,-0.0005386-0.00010999i,-0.00055697-0.0002372i,-0.00039598+6.9875e-05i,-0.0011172+0.000132i,-0.0011734+0.00016829i,-0.00033428+0.00017343i,-0.00029366-3.1771e-05i,-0.00040097-8.7671e-05i,-0.00021807-7.9317e-05i,0.00012643-9.8947e-06i,0.00025888+0.0009254i
0.0028031+0.00031661i,0.0021331-0.00079766i,0.00082871-0.001293i,-0.00051907-0.00074849i,-0.0005904-0.0008013i,-0.001125-0.0010421i,-0.0014406+0.00034014i,-0.00080819+0.00092465i,-0.00063225+0.00047801i,-0.0011361-0.00027807i,-0.0010097-0.00026059i,-0.00026277-0.00011141i,2.7499e-05-0.00042527i,-0.00059669-0.00025291i,-0.0014004+0.00038145i,-0.0014421+0.00075631i,-0.0010045+0.0001618i,-0.00046264-0.00073813i,-0.00029032-0.00013537i,-0.00034331+0.00011904i,-0.00024184-0.00054077i,-0.00049952-0.00017688i,-0.0007638+0.00039248i
-0.0006608+0.00033578i,-0.0010925-0.00030689i,-0.0010515-0.00092365i,-0.00014622-0.0014834i,0.00077164-0.0012918i,3.7431e-05-0.0011857i,-0.00089752-0.00086401i,-0.00053295+0.00029884i,7.2835e-05+0.00068821i,0.00023368-0.0003102i,-0.00011802-0.00081523i,-0.00015483-0.00012986i,-0.00081742+0.00017786i,-0.0014601-0.00016705i,-0.00058053-0.00048416i,-0.00059207-0.00039279i,-0.00048715+0.0002679i,0.00033873+0.00079541i,0.00021978+0.00070721i,-8.3272e-05+0.00058486i,0.00024259+0.00043555i,2.6963e-05+6.7469e-05i,0.00012143-0.0003941i
-0.00014445-0.0018803i,-0.00074952-0.0031647i,-0.0019515-0.0024864i,-0.0017572-8.7975e-05i,-0.00064332+0.00071855i,-0.0010252+0.0004101i,-0.0015567+0.00034296i,-0.00092473+0.00029494i,-0.00079152+0.00026344i,-0.00081358+0.00016824i,-0.00062335+0.0007315i,-0.00059938+0.0011972i,-0.00049359+0.0013746i,-0.0003283+0.00066822i,-0.00021884-0.00035862i,-9.4551e-05+0.000215i,-7.9168e-05+0.00080544i,0.00024832+0.00024452i,0.00099539+0.00018437i,0.0010035+0.00053325i,7.7932e-05+0.00047244i,0.00028299+0.00010343i,-3.0413e-05+1.7442e-05i
0.00069763-0.00023596i,-0.00021634-0.0014627i,-0.0010824-0.0010314i,-0.0011791-0.00028802i,-0.00035364-7.2515e-05i,6.8636e-05+0.00055667i,-0.00087113+9.4241e-05i,-0.0014241-0.00026367i,-0.001395+0.00015511i,-0.00050086+0.00043887i,0.00034787+0.00055297i,0.00048616-0.00058764i,0.00093852-0.0014906i,0.00077715-0.0012946i,0.00076327-0.00058651i,0.00043191+0.00036883i,-0.00050256+0.00027064i,-0.00044352-0.00069571i,0.00015633-0.0005105i,-0.00014189-0.00028478i,-0.00037016+0.00014155i,-0.00015524+0.00071809i,0.00021337+0.00050331i
0.0010851-0.0024936i,3.9343e-05-0.0023627i,-0.00055791-0.0014847i,-0.0010054-0.00050664i,-0.00078637-3.5818e-05i,-0.00012735-3.2107e-05i,-0.0001313+4.5421e-05i,-0.0004211-7.1201e-05i,1.3398e-05+0.00021074i,0.0008359-0.00014736i,0.00054614-0.00010311i,-0.00071926+2.1837e-05i,-0.00039667-0.00052382i,6.41e-05-0.00018609i,-0.00054124+0.00081525i,-2.8385e-05+0.00045249i,0.00062152-0.00066746i,0.00042377-0.00083192i,0.00016834-0.00073056i,8.2496e-05+0.00036099i,-7.6124e-05+0.0012299i,-0.00087122+0.00071512i,-0.00025269-5.3446e-05i
0.0015285-0.00085717i,-0.00067331-0.001952i,-0.002521-0.0020183i,-0.0024655-0.0015625i,-0.00094856-0.0015178i,-0.00088766-0.00080247i,-0.001556-0.00016835i,-0.0010868+3.5278e-05i,-0.00047992-0.00011214i,-0.00046661-0.00021343i,-0.00072684-0.00030168i,-0.00063553-0.00088339i,-0.00066052-0.00012831i,-0.00070941+0.00083272i,-3.7832e-05+0.00014379i,0.00041625-0.00065817i,0.0006599-4.5529e-05i,0.00038115+0.0010586i,0.00018691+0.00081808i,0.00081841+0.00023992i,0.00048091+0.00043219i,-0.00053969+0.00087473i,-0.00053687+0.00086003i
0.0017298-0.00042568i,0.00068319-0.0018439i,-0.00051226-0.0035196i,-0.00025916-0.0031946i,-0.0012985-0.001772i,-0.0013791-0.00084666i,-0.0010321-0.00059143i,-0.00095244-0.00010168i,-0.00014478+0.001076i,0.00015737+0.0014671i,-0.00044069+0.00019831i,-0.00016098-0.00024813i,3.1878e-06+0.00037901i,-0.00031836+0.00069283i,-0.00020544+0.00063457i,-0.00021651+0.0006431i,-0.00014266+0.00035861i,-0.00016458+0.00035216i,-0.00030381+0.00034665i,-0.00060873-1.4431e-06i,-0.00070081-0.00031914i,0.00019233-0.00016356i,-3.3819e-06+3.9718e-05i
0.00037502-0.00034284i,-0.00059348-0.002142i,-0.0005696-0.0024475i,-0.00060775-0.00097161i,1.7522e-05+0.00015525i,0.00019155-0.00010869i,-0.0012025-0.00078027i,-0.0014024-0.00034125i,-0.00074717+1.4617e-05i,-0.00042527+0.00041177i,-0.00058016+0.00069965i,-0.00037372+0.00049387i,-4.0035e-06+0.00075572i,-0.00065732+0.00036774i,-0.0005213-0.00034246i,-6.0976e-05-0.00041211i,-0.0003087-2.5266e-05i,-0.00021063+5.8365e-05i,0.00054532-6.0272e-05i,0.00064965-0.00020772i,0.00030422-0.00018047i,-0.00030515+7.2814e-05i,-0.00057549+0.00031422i
0.0019925-0.00034312i,0.0016851-0.0014865i,0.00095382-0.0017586i,0.00099884-0.0016328i,0.00051905-0.0013526i,-0.00049086-0.00057612i,-0.0013251-0.00020017i,-0.00073579-0.00085733i,0.00030791-0.00064297i,-3.3556e-05-0.00038227i,-0.001055-0.00037922i,-0.00070262-0.00023722i,-0.00021325+0.00056603i,-0.00072955+0.00064216i,-0.00039905-0.0005456i,0.0001729-0.000931i,5.978e-05-0.00032773i,-0.0009459+0.00063668i,-0.0021142+0.00037958i,-0.0012443+8.1247e-05i,-0.0001017+0.00038919i,-0.0001381+0.0005678i,-0.00040773+0.00081361i
0.0024975-0.00013103i,0.0027352-0.0009389i,0.003245-7.3945e-05i,0.0022118+1.3677e-05i,0.00026155-0.00068413i,-0.0014372-0.00068429i,-0.0027166-0.00032752i,-0.0024238+8.5375e-05i,-0.00070546+0.00067322i,0.00013361+0.00066015i,0.00059685-5.7976e-05i,0.00039656-0.00030455i,-0.00069515-0.00010993i,-0.00091776-0.00054651i,-0.0013842-0.0008034i,-0.0012988-7.357e-05i,-0.00081585+9.2362e-05i,-0.00088457+0.00031846i,-5.9262e-05+0.0007949i,0.00018646+0.0010435i,-0.00019106+0.00097484i,0.0001205+0.00027648i,0.0002671+0.00010693i
-7.4717e-05-0.0014891i,-0.0013732-0.00056434i,-0.0030877-0.00027564i,-0.0022932+0.00035207i,-0.00073145+0.00094806i,-0.0003774-6.7381e-06i,-0.00028657-0.00052682i,-0.00027954-6.1971e-05i,-0.00016241+0.00016118i,-5.9346e-05+0.00061106i,-0.00041154+0.00076589i,-0.00020011+0.00043225i,0.00026189-9.3351e-06i,0.00081045+0.00035304i,0.0011145+0.00067858i,0.0010301+0.00026314i,0.0004364+0.0002937i,0.00030417+0.00015963i,0.00019139-0.00018328i,0.00048022-0.00018221i,0.00061329+0.00045013i,0.00040407+0.00079803i,0.0003842-0.00019046i
-0.0014994+0.00010019i,-0.00093613+0.00036235i,-0.0012153-0.00016272i,-0.0010341+0.00026423i,-0.00018399+0.00065712i,-0.0003018-0.0005057i,-0.00043095-0.00095717i,-0.00041516-0.00029229i,-0.00019948+0.00060602i,0.00056021+0.00080493i,0.0011278+0.00069254i,0.00065393+0.00035854i,1.4704e-05+0.00029187i,0.00078926+0.00043341i,0.00070456+0.00028041i,-0.00024753-0.00047538i,-0.00068072-0.00092172i,-0.00031565-0.00049396i,8.0968e-05-0.00012628i,-7.3608e-05-2.1701e-05i,-0.00028786+0.00020257i,-0.00022994-0.00017431i,-0.00011114-0.0006747i
-0.00044352-0.0015707i,-0.0011503-0.0033265i,-0.00084101-0.0025225i,-0.00049564-0.00090308i,-0.0001956-0.00040575i,0.00032318-0.000686i,-0.00036465-0.0005696i,-0.0011766+0.00016629i,-0.00084744+0.0011018i,-0.00073465+0.0012534i,-0.00037808+0.00042495i,-5.3017e-05-2.0869e-05i,0.00042749+0.00037558i,0.00018475+0.0005242i,0.00011926-0.00052105i,4.8411e-05-0.00063318i,-0.00033238-0.00016716i,-0.00028953+0.00017323i,-0.00026156+0.00052002i,3.2742e-05+0.00028467i,-0.00020675+0.00010428i,-0.00018354-0.00017758i,0.00022641-0.00065706i
0.0011463+0.0013125i,0.00095182+0.00066327i,-5.1994e-05-0.00051215i,-0.00026072-0.00054067i,0.00033858-0.00026752i,0.00048455-0.00010933i,-0.00017571-0.00042745i,-0.001305-0.00021198i,-0.0017846+0.00043703i,-0.0010239+0.00017392i,-0.0004355+0.00048411i,0.00019627+0.00084318i,-0.00013041+0.00024359i,-0.00091339-0.00055113i,-0.00050048-0.00057849i,-0.00017476-0.00013424i,0.00023446-0.00017372i,0.00055003-0.00032589i,0.00024101-0.00028246i,8.5508e-05-0.00020205i,-0.00051223+0.00046758i,-5.1414e-05+0.00079984i,0.0010366+0.0007598i
