0.00035059-0.0005771i,0.0012341-0.0021122i,0.00062504-0.0043699i,-0.000835-0.0037004i,-0.0022367-0.0017367i,-0.0030589+0.001291i,-0.0016322+0.0024652i,-8.1035e-05+0.0017206i,0.00048413+0.0014362i,0.00056295+0.00088689i,0.00065604+5.4478e-05i,0.00046292-0.00021453i,-0.00054991+8.5383e-05i,-0.000942+5.4227e-05i,-0.00024902-0.00022114i,-0.00022142+0.00039823i,-0.00047033+0.00057708i,-0.00033984-0.00056349i,0.00013851-0.0005048i,-0.00018701+0.00072246i,-0.00063394+0.0009291i,-0.00048462+5.275e-05i,-0.00064084-0.00010307i
0.00081918+0.0020879i,-2.4334e-06+0.0028101i,-0.001003+0.0023147i,-0.00055562+0.00025024i,-0.0010047-0.00081823i,-0.001541+5.3588e-05i,-0.00052198+0.00073998i,0.00030974+0.00025768i,0.00077279+0.00028616i,0.00065558-3.3526e-07i,0.00011984-0.00063307i,-0.00036895-0.00057083i,-0.00027282-8.6269e-05i,-0.00086821+0.00065597i,-0.0010429+0.00027638i,3.4431e-05-0.00043531i,0.00059952-6.7887e-05i,0.00042832-5.9821e-05i,0.00013662-2.6796e-05i,-0.00014704+0.00053984i,-0.00063838+0.00058153i,-0.00021068-0.00032089i,0.00045651-0.00065599i
0.0015948-0.0031239i,0.001908-0.0040296i,0.0018613-0.0041644i,0.00062684-0.003424i,-0.0014712-0.00268i,-0.0020912-0.00068973i,-0.0010494+0.001176i,0.00028621+0.00071851i,0.00030611-0.00043533i,-0.00011842-2.2151e-05i,-0.00031441+0.0005667i,1.5066e-05-2.7601e-05i,-0.000239-0.0010456i,-0.00051891-0.00058096i,0.00049437-0.00011292i,0.0012835-0.00058989i,0.00065219-0.00068847i,8.7164e-05-0.00090912i,7.8149e-05-0.00095234i,0.00024581-0.00055268i,-0.00012672-9.1513e-05i,-0.00065739+0.00015608i,-0.00053547+0.0010235i
0.002387+0.00041085i,0.0016779+0.0009309i,-1.6863e-05+5.8623e-05i,-0.0012812-0.00076446i,-0.0028013-0.0010247i,-0.0030574-0.00090701i,-0.0011271-0.00027992i,0.00037125-0.00062714i,0.00028333-0.001323i,0.00032837-0.00050959i,3.3725e-05+0.0003288i,-0.00016641-2.2723e-05i,0.00076416-0.00048202i,0.00077164-0.00052905i,0.00033772-0.00048899i,0.00026698-0.00039029i,8.4723e-05-0.00011008i,9.2809e-05+0.00022565i,0.00052918+0.00012805i,0.00093082-0.00020049i,0.00028012-0.00030213i,-0.00035422-0.00042372i,-0.00074474-0.00010119i
-0.0020265-0.00018575i,-0.0016351-0.0012046i,-0.00050364-0.0011751i,0.00039581-0.00071468i,7.7845e-05-0.0010399i,6.0978e-05-0.0009635i,0.00045848-8.4819e-06i,0.0003552+0.00073159i,0.00012055+0.00017256i,-8.8579e-05-0.0010471i,0.00029847-0.0014407i,0.000142-0.00033581i,-3.3403e-05+0.00049803i,-3.5199e-05-0.00025479i,-0.0002454-0.00060731i,-0.00040603-0.00013062i,-0.0006925+7.0806e-06i,-0.0001866+0.00032328i,0.0004283+0.0010132i,-0.00010051+0.00054341i,-0.00068688-0.00022295i,-0.00033052-4.4252e-05i,0.00052446+0.00036631i
-0.00059029+0.0002752i,-0.0011793+0.001187i,-0.0013512+0.00097445i,-0.00037872+0.00096581i,-6.5464e-05+0.00051799i,0.00074549+0.00055023i,0.0015151+0.00056315i,0.00075319+0.0003447i,-0.00024521+0.00039186i,-1.5426e-05+0.00028011i,-0.00010979+0.00044824i,7.2222e-05+0.00071323i,0.00054508+0.00096565i,0.00022516+0.00090228i,-0.00053131-0.00040078i,-0.0010361-0.00066187i,-0.00035624+0.00038692i,0.00078893+0.00075167i,0.00051454+0.00070737i,-4.7112e-05+0.00015572i,-0.00020234-0.00065495i,-8.9211e-05-1.6369e-05i,-3.9896e-05+0.00061738i
-0.00086284+0.0011493i,-6.748e-05+0.00010059i,-9.195e-05-0.0014321i,-0.00069236-0.0020719i,-0.0012119-0.0015586i,-0.00020974-0.00028494i,0.001417+0.0011609i,0.001432+0.00082475i,0.0005815-0.00051914i,0.00033689-0.00099645i,0.00017681-0.0010081i,2.899e-05-0.00097384i,0.00027976-0.00076871i,0.00027411-9.5274e-05i,5.9984e-05+0.00042125i,-0.0005111-0.00043786i,-0.00095029-0.00083206i,-0.00040843-0.00057181i,0.00038539-0.00020116i,-0.00023605+0.00011318i,-0.00079637-0.00023855i,-0.00048001+0.00035012i,-4.1194e-05+0.0010976i
-1.644e-05+0.00044903i,0.00072605+0.00070232i,0.00078012+0.00092881i,0.00057351-5.27e-05i,-0.00042219-0.00068241i,-0.00091303-0.00050098i,-2.2919e-05-0.00023518i,0.00039621-0.00053857i,0.0002532-0.00095093i,0.0004144+0.00016251i,0.0007051+0.00081878i,0.00056692+0.00052189i,-0.00036722+0.0008878i,-0.00093792+0.00035951i,-0.00069115+2.9297e-05i,-0.00022271+0.00034675i,0.00042632-0.00014458i,0.0006971-0.00022465i,0.00047727+0.00031925i,-0.00038333+0.00025037i,-0.00032902+0.0010787i,0.00052586+0.0013928i,0.00049092+0.00016771i
-0.0013342-0.0004345i,-0.0010937-0.0010643i,-0.00076994-0.00072553i,-0.0012132-0.00069221i,-0.0013077-0.00026605i,-0.00061241+0.00025242i,-0.000244+0.0013439i,-0.00034231+0.0016365i,-0.00040378+0.00057698i,0.0003165+0.00062693i,0.00035604+0.00089281i,-2.3525e-06+0.00013298i,3.4176e-06+4.5445e-05i,-0.00053015+0.00029097i,0.00061414+8.5429e-05i,0.0018097+9.0296e-05i,0.0012886+0.0010613i,0.00064594+0.0017995i,0.00024035+0.00029227i,-0.00016657-0.00073736i,0.00053705-0.0003864i,0.00075755+0.0004924i,-0.00027198+0.00080108i
0.0014421-0.0004038i,0.0015486-0.0011086i,0.00054505-0.0027971i,-0.0013417-0.0036074i,-0.0022861-0.0034491i,-0.0010927-0.0019498i,0.00015866-0.00041556i,0.00043704+0.00016162i,0.00082461+9.0231e-05i,0.00075466-0.00022329i,-0.00028373+0.00042954i,-0.0016475+0.0012648i,-0.001335+0.00049353i,-0.00050123-0.0003103i,-0.00047076-5.7549e-05i,-0.00065094-5.6838e-05i,-0.00049355-0.00026445i,0.00030281-0.00035229i,3.676e-05-0.00044072i,-7.3755e-05-0.00045823i,0.00086383-0.00032879i,0.00094297-0.00053305i,0.0007581-0.00034625i
0.0011001+0.00097785i,0.0013614+8.8885e-05i,0.00036227-0.002035i,-0.00084192-0.0028973i,-0.0011427-0.0023828i,-0.00062901-0.0010203i,6.5693e-05-0.00073047i,0.0007588-0.0014134i,0.00039857-0.00091482i,-0.00038316-0.00010222i,-0.0003627+0.00041278i,-0.000478+0.00060091i,-0.00071123+0.00030053i,-0.00032479-0.00034137i,0.00047108-0.00023874i,0.0005371+1.8908e-05i,0.00060802+0.00011986i,0.00035351+0.00036819i,-0.00030182-0.00019136i,4.9319e-05-0.00060998i,5.2124e-05+0.00013396i,-7.9048e-05+0.00072904i,-0.00033362+0.0011247i
-0.0022129-0.0024556i,-0.0022683-0.0017786i,-0.0028055+0.0014752i,-0.002564+0.0015779i,-0.0014578+0.0002498i,-0.00097361-3.8858e-05i,-0.00047505-5.825e-05i,0.00015726+0.00030653i,5.2322e-05+0.00077676i,0.00021285+0.0010874i,0.0015686+0.00056815i,0.0017749-0.00018972i,0.00065846+3.6938e-05i,-0.00022201-2.9816e-05i,-0.00051952-0.00050824i,3.2188e-05-0.00036765i,0.00026664+0.00020495i,0.00014008+0.00028707i,0.000393-0.00024737i,0.00076924-0.00053125i,0.00020227-0.00077241i,0.0005149-0.00063508i,0.00028523+0.00019511i
-0.0011864+0.00056493i,-0.0016857-0.0011915i,-0.0013487-0.0010466i,-0.0011811-0.00033377i,-0.00148+0.00030718i,-0.0010284+0.00038193i,-0.00021229+0.00041204i,-5.2593e-05+0.00058758i,-0.00013782+0.00063725i,4.9988e-05+0.00013418i,0.00026104-0.00048675i,0.0010696-0.00025235i,0.00084634-0.00010821i,0.00011124-0.00051387i,0.00013864-0.00055016i,0.00025506-0.00029078i,0.00046111-0.00019898i,0.00069538-0.00014786i,0.00010706+5.332e-05i,-0.00037885+0.00050676i,-0.00030727+0.0012328i,4.3151e-05+0.001004i,0.00023572+0.00044088i
0.00012695+0.00066663i,-5.8087e-05-0.00067897i,-5.9242e-05-0.0022366i,-0.00043881-0.0017178i,-0.0011546-0.0011647i,-0.001019+8.1308e-05i,-8.985e-05+0.0012964i,0.00035397+0.0005174i,0.00019037+0.00039194i,0.00060409+0.00027801i,0.00058137-0.00059806i,-0.00015795-0.00071501i,0.00023686-0.00053898i,0.00061079-0.00077948i,-6.9281e-05-0.00076799i,-0.00073073-0.00016128i,-0.00019153-0.00019329i,0.00070082-0.00028904i,0.00081532-0.00035245i,0.00025987-0.0010033i,-4.5251e-05-0.0009478i,0.00032319-0.00052529i,0.00074359-0.00035059i
0.00090615+0.00028134i,0.0011131-0.00022078i,0.001432-0.001853i,1.5183e-05-0.0019988i,-0.0012039-0.0019887i,-0.00061972-0.0012016i,0.00057305+0.00027729i,0.0009436+0.00034682i,0.00098372+0.00031921i,0.00073174+0.00069757i,0.00054562-2.4876e-05i,0.00012964-0.00011924i,-1.925e-06+0.00045582i,-0.00043982+0.00083832i,-0.000131+0.00029616i,0.00076914-0.00055032i,0.00061583-0.00019826i,0.00065052-0.00033146i,0.00030579-0.00043538i,8.5168e-05-0.00025965i,-0.00023744+0.0003774i,-0.00096767+0.00041i,-0.00085292-0.000505i
-4.9775e-05-0.0017445i,-0.00024723-0.0023385i,-0.0002256-0.0023178i,-0.00084523-0.0021272i,-0.0013608-0.00035961i,-0.0014985+0.0011378i,-0.00079617+0.0012563i,0.00040584+0.00072572i,0.00053593+0.00038148i,-3.789e-05+0.00034863i,0.00030479+0.00028988i,0.00029471+7.5514e-06i,-0.00029794+3.4223e-05i,-0.0007366+0.00010584i,-0.00071087+8.0806e-05i,8.4646e-06-0.000364i,0.00093148-0.00016916i,0.0004466+0.00050433i,-0.00055389+5.2626e-05i,-0.0003595-0.00029546i,3.9928e-05-0.00024543i,0.00048096-0.00024329i,0.00042347+0.000171i
0.0026331+0.00060763i,0.0028033+0.00012387i,0.0023116-0.0022218i,0.00075258-0.0026632i,-0.0018799-0.0017197i,-0.0023743-0.00047209i,-0.001109+0.00052895i,-0.00068918+0.00042138i,-0.00081191+0.00015901i,-0.00091152-0.0003411i,-8.8062e-05-0.00024701i,-0.0001171+0.00033446i,-4.34e-05-0.00013094i,0.00034881+8.1111e-05i,0.00023218+0.00064876i,0.00065902+0.00024076i,0.00049751-0.00012257i,0.0003944-0.00024266i,0.00070278+0.00014329i,0.00038641+0.00044922i,0.00030695+0.00054852i,0.00049814+0.00061256i,0.00021025+0.00041389i
5.01e-05-0.00098296i,0.00039815-0.0011073i,0.0008585-0.00086265i,-0.00035251-0.00071131i,-0.0013742-1.3066e-05i,-0.00012555+0.00062801i,0.0012725+0.00084976i,0.0011435+0.00031195i,0.00063751-1.0905e-05i,0.00044564-0.00022948i,0.00069746-0.00032087i,0.00050636+0.00034121i,0.00041817+0.0002779i,0.00032689+1.1692e-05i,0.00070982-0.00038771i,0.0010753-0.00097941i,0.00078318-0.00059106i,0.00064813+0.00053001i,0.0008042+0.00042781i,0.00040537-0.00018613i,9.5966e-05-0.00025171i,0.00031226+0.00025609i,0.00027574+0.00083996i
-0.00011729+3.1774e-06i,-2.186e-05-0.00086971i,0.00039638-0.0017724i,0.00053932-0.0022307i,0.00011471-0.0021884i,-0.00043284-0.0017249i,-0.00038043-0.0007707i,-8.6917e-05-0.00024172i,-0.00011123-5.292e-05i,-0.00010006+0.00016127i,-0.00024851+0.00030555i,6.1666e-05+0.00030192i,-0.00027356+0.00010115i,-0.0011513+0.0001582i,-0.00066667+9.6251e-05i,0.00058843-5.9566e-05i,-0.0001061+0.00031374i,-0.0011235+0.00088788i,-8.0264e-05+0.00050381i,0.00083273-0.00042772i,0.00038177-0.00037621i,-4.6452e-05+0.00072041i,7.4937e-05+0.00040743i
-0.0014134+0.0015586i,-0.0008426+0.0019031i,-0.0011715+0.0010535i,-0.0015326+0.00051297i,-0.0017054+0.00053205i,-0.00090202+0.0004213i,-1.0628e-05-2.3673e-05i,0.00089678+0.00047359i,0.00097317+0.0010561i,0.00085663+0.0007876i,0.0006991+0.00011984i,0.00025677+6.2522e-05i,-0.00013027+0.00062618i,-0.0008736+0.00011773i,-0.0011721-0.0011886i,-0.0010012-0.00085719i,-0.00028904+3.3527e-05i,0.00077915+0.00016335i,-7.4889e-05+0.00047173i,-0.0012199+0.00078182i,-0.00040934+0.00097314i,0.00053434+0.00035448i,0.00077069-5.4696e-05i
0.00038531+0.0001342i,0.00017549-0.00047302i,2.0593e-05-0.00093983i,-0.00018894-0.00034673i,-0.00024663-0.00015575i,-5.5017e-05-2.1477e-05i,0.00027998+4.3142e-05i,-4.8186e-05+2.2369e-06i,-0.00034827-0.00010962i,-0.00037828+0.00015474i,-0.00042635+0.00042513i,-0.0010244+0.00061338i,-0.00082003+0.00056477i,-0.00036695-0.00022828i,-0.0004447-0.00058844i,-0.00012896-0.00032277i,0.00012308-0.0002767i,0.00023166+0.00026142i,-0.00017384+0.00074442i,5.6821e-05-0.00016769i,0.00032769-0.0003445i,0.00035576+0.00084642i,0.00015076+0.00099181i
0.00024886-0.0022516i,-0.00033131-0.0021243i,-0.00059822-0.0017858i,-0.00081814-0.0018902i,-0.00061974-0.0013676i,0.00022083-0.00013648i,-4.9508e-05+0.00032541i,-0.00026662+0.00023451i,0.00061542+0.00051222i,0.00013594+0.00065085i,-0.00067979-0.00050775i,-0.00054034-0.0010916i,-0.00026151+8.3602e-05i,-0.00071125+0.00045458i,-0.0010402-0.00063139i,-0.00078858-0.0010499i,-0.00025558-0.00022317i,-0.0001987+0.00075538i,-0.00042202-1.4936e-05i,-0.00061955-0.00082065i,-0.00062847-0.00037437i,-0.00029208+0.00015509i,-4.34e-05+0.00032552i
0.0012136-0.00022788i,0.0014162+0.00044034i,0.00033294+0.00080561i,-0.0009016-0.00051186i,-0.00073477-0.00089558i,-0.00011825+0.0003172i,-2.9863e-05+0.0010573i,0.00066137+0.00075085i,0.00092681+0.00019659i,0.00099385-0.00036081i,0.00035207-0.00016707i,-0.00064144+0.00073053i,-0.00064254+0.00073154i,-0.00033138-0.00012919i,-0.0003335-0.00077101i,-0.00045306-0.00050228i,1.869e-06-0.00047187i,0.0013633-0.00022336i,0.0013917+8.842e-05i,-5.6999e-05-0.00024977i,-0.00044349-0.00035539i,-0.00046098+7.5651e-05i,-0.00075759-0.00018978i
0.0026507+0.0010674i,0.0027245+0.00026892i,0.0030747-0.0021909i,0.0017195-0.0030031i,-0.0011651-0.0021795i,-0.0019483-0.00035333i,-0.00072267+0.0010891i,0.00042624+0.00097599i,0.0011662+5.0043e-06i,0.0004833-0.0003571i,-3.0396e-05-3.6633e-05i,2.4319e-05+0.00030281i,-0.00021527+0.00081748i,0.00016428+0.00094497i,0.00029769+0.00051078i,-0.00063581+0.00024184i,-0.001214+0.00038803i,-0.0011601-0.00032669i,-0.00031666-0.00083349i,0.00031797-0.0002134i,0.00060433+0.00027313i,0.0007404-0.00011772i,0.0012659+0.00033206i
-0.0010798-0.0012012i,-0.0001225-0.0018364i,-0.00029797-0.002053i,-0.0020012-0.0016546i,-0.0031106-0.001352i,-0.0022714-0.00065922i,-0.00058399+0.0001171i,-0.00039861-0.00018905i,-0.00085962-0.00023558i,-0.00048087-0.00021398i,-0.00035721-0.00095412i,-0.00071956-0.00014331i,-0.00057531+0.00059467i,-9.1442e-05+8.8963e-05i,-0.00036244-2.8949e-05i,-0.00072727-0.00024257i,-0.00031296-0.00049223i,-5.8587e-05-4.41e-05i,-0.00094615+0.00014436i,-0.00064949+0.0004943i,0.00045924+0.00039474i,0.000314+6.1641e-05i,0.00013385-0.00019758i
0.00071349-0.0018024i,-0.00035889-0.00084194i,-0.0016846-0.00071116i,-0.0020486-0.0013536i,-0.0016703-0.0012077i,-0.0014531-0.00047443i,-0.00024978+0.00041766i,0.00089344+0.00094874i,0.00085888+0.00047357i,0.00011943+0.00022004i,-0.00045834-8.6572e-05i,4.5779e-05+0.00024059i,0.00069112+0.00059115i,0.00040163+0.00048661i,6.1515e-05+0.00041749i,-0.00011813-3.1886e-05i,-2.0246e-05-0.00043063i,0.00080064-0.00076054i,0.00069479-0.00035244i,2.4224e-05-1.8245e-05i,-5.2486e-05+0.00016675i,-0.0002477+0.0004734i,-9.0226e-05+0.00034732i
-0.00043746+0.0016107i,0.0011861+0.002127i,0.0016898+0.002026i,0.0011743+0.00017596i,0.00043317-0.000947i,-0.00028484-0.0003025i,-0.00069455-0.00016676i,-0.0009223-0.0006199i,-0.00036475-0.00045635i,0.00033605-0.00013018i,-7.2058e-05-0.00019623i,-0.00096665-0.00097719i,-0.0014683-0.0012125i,-0.0014166-0.00096596i,-0.0011402-0.00016155i,-0.00095612+0.00021653i,0.00043702+0.00010763i,0.0016834+0.00016184i,0.0012746+0.00037363i,0.00087852+0.0001096i,0.00078149+0.00050308i,0.00025983+0.00096588i,2.2055e-05+0.00085531i
-0.0016079+0.0016347i,-0.002056-3.036e-05i,-0.0021527-0.0014515i,-0.0015854-0.0026618i,-0.0010827-0.0026026i,-0.0006716-0.0011225i,0.00014344-0.00028113i,0.00054312-8.7985e-05i,0.00069808+0.00015439i,0.00088471+0.00028146i,0.00035491-0.0002739i,-0.00046765-0.00029779i,-0.00046336-0.00029268i,3.0387e-06-0.00057867i,-0.00064308-0.00027311i,-0.0015741-0.00025196i,-0.0019738-0.00079017i,-0.00099711-0.0019043i,0.00018773-0.0015997i,-0.00030036-0.00038449i,-0.00071548-6.1459e-05i,-0.00058293+0.00037355i,-0.00050427+0.0010325i
-0.00049033-0.0011884i,-0.00037016-0.00032224i,-0.00074943+5.9984e-05i,-0.00091386-0.00024263i,-0.0014852-0.00028235i,-0.0015712-9.6789e-05i,-9.3358e-05-0.00017244i,0.0013997-0.00011837i,0.0013352+0.00044779i,0.00058813+0.00023632i,0.00071349-0.00051031i,0.00066602-0.00033908i,0.0002674-4.0366e-05i,-7.3463e-05+6.7394e-05i,-0.00054464+4.5594e-05i,-0.00049021-0.00019819i,-0.00086587+0.00054887i,-0.00048314+0.00053851i,0.00062561+0.00031796i,0.00054909-0.00012231i,-5.6492e-05-0.00093718i,-0.00027458-0.0007382i,-0.00013447-0.00023621i
0.0016549-0.0020947i,0.0016561-0.0024481i,-0.0003058-0.0019034i,-0.0010748-0.0014027i,-0.0010837-0.00047519i,-0.0012087-0.00048869i,-0.00015474-0.0012185i,0.00098599-0.00093568i,0.00061729-0.00042199i,-0.00063354-0.00020925i,-0.0005991-6.9945e-05i,0.00034649-0.00033108i,0.001437-0.00040642i,0.0015394+0.00031195i,0.0011203+0.00035339i,0.00097094-0.00059585i,0.00047382-0.00088162i,0.00043592-0.00028235i,0.00058154+0.00023898i,0.00047401+0.00045752i,0.00037548+0.00073264i,0.00019206+0.00052852i,0.00045545+0.00042632i
-0.001215+0.0010582i,-0.0012009+0.0008617i,-0.00096854+0.00033743i,-0.00089757-0.00068291i,-0.0010665-0.0010226i,-0.0015372-0.00080507i,-0.0010869+2.5328e-06i,0.00033825+0.00033493i,0.0013645+0.00018579i,0.0014365+2.7097e-05i,0.00070438-5.0812e-05i,-0.00040453+0.00020544i,-0.00079009-0.000184i,-0.00077885-0.0012493i,-0.00087657-0.0010775i,-0.00085594-0.0001018i,-0.00064901+4.038e-05i,-0.00053586-0.00033866i,-1.916e-06-0.00061764i,-6.1715e-05-0.00084293i,-0.00036826-0.0011271i,4.681e-05-0.0012072i,0.00040478-0.00020094i
-0.0012153+0.00038496i,-0.001736+0.00010447i,-0.0012209-0.0012477i,-0.00046724-0.0021362i,-0.00084377-0.0019759i,-0.0010478-0.0012809i,0.00053479-0.00011725i,0.0010084+0.00031444i,0.00031273+0.0003463i,0.00032385+0.00078958i,0.00053014+0.0008654i,0.0010033+0.00035405i,0.0010185+0.00037591i,0.00019791+0.00036021i,-7.0021e-05-0.00016278i,0.00051044-0.00043441i,0.00068644-0.00020962i,-0.00053972+0.00010412i,-0.0014738+5.2844e-05i,-0.0011019-1.4355e-05i,-0.00013083-0.00027975i,8.003e-06+7.6715e-05i,0.00020934+0.00060284i
-0.00074696+0.00083707i,-0.00074145+0.00070336i,0.00023704+0.0005606i,0.00043707-0.00038512i,0.00034033-0.0012914i,0.00077823-0.0008447i,0.00076759-0.00015217i,0.0010373-2.2189e-06i,0.00072242-0.00017452i,3.0874e-05-0.00032008i,0.0003271-0.00028796i,0.00065101-0.00050375i,-0.00017631-0.00039629i,-0.0008019-0.0001284i,7.0663e-05-0.00052233i,0.00049902-0.00010201i,0.000119+0.00072049i,0.00013206+0.0010093i,0.000334+0.00023049i,0.00079189-0.00037182i,0.0010509-0.0002414i,0.00090892-0.00039102i,0.00024312-0.00042393i
-0.00050894+0.00033492i,-0.00073306+0.00046717i,-0.00017629-0.00054117i,-0.0012915-0.0012277i,-0.0013878-0.0013531i,-0.00060655-0.0005606i,-0.00030703-0.00042013i,0.00057095-0.00095278i,0.00085274-0.0011031i,0.00033468-0.00055947i,0.00017867+0.00019504i,-0.00011359+0.00044466i,0.0003082+0.00012697i,0.0013003-0.00056425i,0.0008825-0.00061291i,-0.00034237-0.00037306i,-0.00089417-0.00028995i,-0.00074398-0.00063249i,-6.9918e-05-0.0009354i,0.00070937-0.00038029i,-1.9952e-05-1.7277e-05i,-0.00022271-9.5753e-05i,0.00027877+2.1996e-06i
-0.00057474+0.0002032i,-0.0010529-0.00026131i,-0.00091118-7.2739e-05i,-0.00090729-0.0005928i,-0.00092109-0.00077328i,-0.00031225-0.00015619i,0.0002051+8.1595e-05i,0.00061609+0.00068023i,0.00072233+0.0012044i,0.00057594+0.00086817i,6.229e-06+0.00047883i,-7.0786e-05+0.00027409i,0.00073956-0.00028595i,0.00074704-0.00050269i,0.00040069-0.00037288i,0.00052432-0.00069779i,0.00075111-0.00026875i,0.00068442+0.00015433i,-0.00033947+0.00011291i,-0.00072551+0.00045028i,0.00025569+0.00032295i,-0.00013226-0.00010689i,-0.00044819+0.00035621i
-0.0010751-0.0010143i,0.00082581-0.0011811i,0.0015371-0.0017817i,0.00018256-0.0022497i,-0.00064712-0.0019177i,-9.3705e-05-0.00074465i,0.00064806-0.00025864i,0.00092457-0.00010898i,0.00048805-0.0003062i,0.00019189-0.00095636i,0.00012891-0.00066537i,-0.00088713-0.00076264i,-0.0012492-0.00061613i,-0.00018856+0.00028215i,-0.00025852+0.00088058i,-0.0011391+0.00052527i,-0.0013519-6.1247e-05i,-0.0011928-0.00046031i,-0.0011975-0.00047978i,-0.00088898-0.00026047i,-0.00079886+0.00021973i,-0.00098245+0.00040997i,-0.00052665+0.00039444i
0.0021628-0.0011229i,0.0028538-0.0011201i,0.0010481-0.0012029i,-0.00053826-0.0015127i,-0.00091967-0.0016505i,-0.00078464-9.982e-06i,0.00012072+0.00061468i,0.00092832+0.00043226i,0.00076757+0.0008359i,0.00044005+0.00015137i,0.00028388-0.00058284i,0.00040403-0.00019808i,0.00088649+4.3386e-05i,0.00053682+0.00046319i,-0.00028002+0.00037834i,-0.00055597+9.3544e-05i,-0.00065454-0.00021395i,-0.00032718-0.0010223i,7.7333e-05-0.0013979i,0.00035192-0.00067873i,0.00092196+0.00011619i,0.00097987+0.00035425i,0.0003204-7.5996e-05i
-0.0015147+0.0029407i,-0.0016613+0.0019902i,-0.00088637+0.00064061i,-0.00013594-0.00027047i,-0.00053841-0.00016851i,-5.4527e-05-0.00035738i,0.00052264+0.00021367i,0.00056916+0.00041402i,0.00088298+8.1704e-05i,0.0011688-0.00014116i,0.0011416-0.00036473i,0.00057954-0.00010253i,-0.00013108+0.00017056i,-0.00030855-8.2024e-05i,-0.00060975-9.9076e-05i,-0.00048814+0.00013718i,0.00025511+0.00019372i,0.00059142+1.1977e-05i,0.00023998+0.00063819i,-0.00024489-8.2178e-05i,-0.00026957-0.00033373i,9.5848e-05+0.00023468i,0.00019972-0.0001779i
0.0006202-0.001489i,0.00060364-0.0028024i,-0.0002623-0.0020928i,-0.0019297-0.0012445i,-0.0022029-0.00050831i,-0.0011+0.00027257i,-4.3381e-05+0.00029837i,0.00017889+0.00068405i,-0.00014358+0.00077068i,0.00052814+0.00039322i,0.00089185+0.00011151i,0.00086081-0.00074922i,0.0005888-0.00050725i,0.00058085+0.00043761i,0.00050045+0.00012556i,0.00049731-5.5153e-05i,0.0002207-0.00056466i,0.00016194-0.0005322i,-8.3092e-05-0.00040087i,-0.00035402-0.00039773i,-0.00029653-0.00017855i,-0.00017158-0.00069287i,-0.000109-0.00046022i
0.00078195+5.6471e-05i,0.001905-0.00095439i,0.0011488-0.003763i,-0.00076059-0.0036994i,-0.0023119-0.0016385i,-0.0020853-0.00015422i,-0.0013539+0.00098135i,-0.0011697+0.0013604i,-0.0012662+0.00073575i,-0.0015627-8.0709e-05i,-0.0010629-8.1555e-05i,0.00012417+0.00061723i,0.00025711+0.00045916i,-0.00092052-0.00012417i,-0.0012624-2.7542e-05i,-0.00083453+0.00025514i,-0.00070499+0.00017962i,-0.00030735-0.00053254i,0.0002765-0.00092967i,0.0006945-0.00033359i,0.00081881-0.00024141i,-0.00017017-0.00045835i,-0.001185-0.00018049i
-0.0011363-0.0010146i,0.00028142-0.00036778i,0.00093473-5.8008e-05i,0.00033455+0.00025117i,-0.000106+0.00017153i,-0.00055686-0.00014124i,-0.0005168+0.00040224i,0.00036321+0.00063017i,0.00055564+0.00016015i,0.00017933+0.00030955i,3.0577e-05+0.000305i,0.00034536-0.00043597i,0.00014134-0.00027278i,8.0433e-05+0.00024681i,0.00026638-0.00051818i,0.0005381-0.00086369i,0.00046999-0.00059419i,-8.3447e-05+8.3601e-06i,-0.00041878+0.00031956i,-0.00069084-0.00026142i,-0.00080858+7.8468e-05i,-0.00021693+0.00069457i,-0.00037874+0.00090489i
0.0023079-0.00036805i,0.0019587+0.00041561i,0.0022151+0.00042116i,0.0013328-0.0010178i,-0.00049196-0.0019201i,-0.00074262-0.0012146i,7.0719e-05+0.00030048i,0.00024503+0.00070031i,0.00057309+0.00010585i,0.0006425-0.00076189i,0.00030457-0.00066605i,-0.00013207-0.00026557i,-0.00048548-8.3167e-05i,-4.8778e-06-0.00012155i,1.3127e-05+0.00010441i,0.00044347+0.0001973i,0.00071892-0.00040175i,1.1389e-05-9.6304e-06i,0.0001546+0.0004699i,0.00025835+0.00019459i,-0.00021167-0.00030509i,-0.00054188-8.7498e-05i,-0.00017637-0.00018022i
0.00093389+0.0005947i,0.0008826-0.00052575i,0.00081798-0.00092187i,-3.8918e-05-0.00036045i,-0.00092262-3.8924e-05i,-0.00099985-0.00022642i,0.00026202+0.00022163i,0.00055571-6.4896e-05i,-3.9762e-05-0.0007348i,0.00029042-0.00044909i,3.4224e-05-0.0003531i,-0.00021006-0.00046565i,2.3365e-05-0.00071313i,-8.758e-05-0.00017844i,-0.00056597+0.00064692i,-0.00011247+0.00071582i,0.00069812+0.00070075i,0.00030314+5.5059e-05i,0.00019849-0.00066129i,0.00053189-0.00046019i,4.4466e-05-0.00091151i,-8.6584e-05-0.001175i,0.00014267-0.00038459i
