-0.00073381+0.00075874i,5.4744e-06-0.00069627i,-0.00048881-0.00040435i,-0.000368+5.3757e-05i,-0.00027751+0.0011865i,-0.00051336+0.00075009i,-0.0012964-0.00025117i,-0.00088731+0.00043939i,0.00045891+0.0009142i,0.0012475+0.00067201i,0.00060015+0.00018739i,0.00043557-0.0012459i,0.00042592-0.0016063i,-0.00027241-0.00096135i,-2.508e-05+4.5571e-05i,0.00096462+0.0007075i,0.0012186+0.00019751i,0.00097773-0.00031653i,0.00073834-0.0003915i,0.0002099-2.8111e-05i,-0.00023308-0.00013336i,0.00014424-0.00040007i,0.0011887-9.1646e-05i
-0.00059388+0.00067374i,-0.001264+0.00071889i,-0.001741+0.0014699i,-0.0015776+0.0018573i,-0.0011926+0.0021613i,-0.0019134+0.0022189i,-0.0022277+0.0018486i,-0.00094008+0.0015378i,0.00022146+0.0012523i,0.00048139+0.00091978i,0.00050996-0.00010693i,0.00047902-0.0011998i,0.00065407-0.001262i,0.0003664-0.00083976i,-0.00035992-0.00024716i,-0.00085618+0.00017282i,-0.00025308-0.00013705i,0.00024113-0.00051229i,-0.00016778-0.00023246i,-0.00017468-5.1455e-05i,9.2122e-05+0.00010229i,0.00045371+5.6712e-05i,8.3188e-05-0.00050143i
-0.0005976+0.00059799i,0.00063166+0.00048692i,0.0012664+0.00073297i,0.0018211+0.00090268i,0.0011812+0.0012545i,-0.0005247+0.0010908i,-0.0016688+0.0008634i,-0.00075792+0.0011279i,0.00022145+0.0013401i,0.00015605+0.00071678i,0.00038918-0.00046573i,0.00041196-0.00063912i,0.00038568-0.00064224i,-0.0004742-0.0011701i,-0.0013153-0.00087919i,-0.0014493-0.00027507i,-0.0010851-0.00071652i,-0.00026757-0.00054306i,-5.6469e-06-0.00042244i,-0.00028865-0.00065146i,-0.00020058+0.00016993i,-0.00022899+0.00043428i,-0.00048543+0.00017757i
0.000904-0.00028212i,0.00041896-0.00027015i,-0.00037218-0.0009279i,-0.0014385-0.00063709i,-0.0023049+0.00033165i,-0.0021758+0.00047721i,-0.0011711+0.00050483i,-0.00031222+0.00090203i,-0.00018934+0.0008712i,0.00028216+0.00056888i,0.00011108+0.0009007i,-0.00060459+0.00075305i,-0.00025814+0.00019166i,2.9742e-05+0.00021444i,4.4995e-05+0.00030578i,2.0531e-05+0.00039935i,1.6979e-05-0.00017786i,-0.00015927-0.00063i,-5.5296e-05-0.00056271i,0.00042667-0.00024901i,3.038e-05+0.00077913i,-0.00024923+0.00074175i,0.00023242+7.5262e-06i
0.0015829+0.00050138i,0.0011088+0.00023289i,0.001474+0.00051735i,0.001262+3.0723e-05i,0.00033711-0.00028827i,-0.00098067-0.00024025i,-0.0016255+0.00069981i,-0.00018439+0.0012113i,0.0011362+0.00047138i,0.00060761+0.00016563i,0.00017601-0.00010687i,0.00011928-0.00078134i,-7.1376e-05-0.0010242i,-0.00026782-0.00034355i,-0.00082817-0.00017035i,-0.00038096-8.7025e-05i,-0.00020765-0.00032825i,-0.00055733-0.00055111i,-0.00054219-0.00015864i,-0.00013742+5.4156e-05i,0.00022207-9.6151e-05i,-2.8097e-07-7.352e-05i,-3.3855e-05+0.00053164i
0.0012816+0.0013836i,0.0010034+0.00078007i,0.001211-0.00028347i,0.00069752-0.00086158i,-0.0014776-0.00062416i,-0.0032989-7.7805e-05i,-0.0034161-0.00016377i,-0.0018294+0.00031674i,0.00017791+0.00032531i,0.0009155+0.00057725i,0.00076121+0.0007416i,0.00025093-0.00026639i,-0.00052534-0.00051041i,-0.0007661+0.00058745i,-0.00072059+0.00088613i,-0.00094058+0.00037668i,-0.00051307+0.00016364i,0.00068083-0.00034406i,0.00067406-0.0004508i,0.00025543+0.00011299i,0.00024139+0.00035505i,2.2901e-05-4.769e-05i,0.00028699-0.00011429i
-0.0018428+0.00024265i,-0.00030897+0.00062319i,0.0011867+0.0012336i,0.0013853+0.0013243i,0.0010132+0.0003434i,0.00017201-0.00010801i,-0.00090492+0.00072817i,-0.00094363+0.00062549i,0.00012235+0.00029838i,0.00074284+0.00071873i,0.00083735-0.00020691i,0.0012535-0.00024277i,0.0016838+0.00047365i,0.00038429-0.00029642i,-0.00039458-0.00098978i,0.00045882-0.00038252i,0.0011377-7.0129e-05i,0.00093879-0.00016763i,0.00024516-0.00026604i,-8.5859e-05-0.0004836i,-0.00039405-0.00046123i,-0.00061934-0.00018312i,-0.00042947+0.00011705i
6.0055e-06+5.0943e-05i,0.0011373+0.00030443i,0.0013004-0.00058145i,0.0010137-0.0010533i,0.00068161-2.1289e-05i,-0.00061819+0.0006947i,-0.0017767+0.0011089i,-0.00075164+0.0012668i,0.00085428+0.0011268i,0.00039478+0.00069808i,0.00038209+1.1504e-05i,0.00081487+5.747e-05i,0.00064808+0.00031184i,0.00026726-0.0002619i,0.00019283-0.00087058i,0.00036418-3.8875e-05i,0.0001349+0.00081249i,-0.00017725-6.5502e-05i,0.00028-0.00060203i,0.00091063+0.00034638i,0.0010724+0.00099401i,0.00038412+0.00037069i,-0.00024024-0.00014738i
-3.0832e-05+0.00034186i,-0.00045331-0.0010868i,-0.000575-0.00083323i,0.00046542-0.00027717i,0.00055605+0.00027042i,9.5167e-05+0.00089585i,-0.000547+0.00091655i,0.00013649+0.00077277i,0.0009769+0.00074887i,0.00062925+0.0016613i,0.00059506+0.001519i,0.00046277+0.0006327i,-0.00042853-6.0905e-05i,-0.00082908-4.8137e-05i,-0.00010918+0.00032013i,0.00048132+0.00016174i,0.0002958-0.00022265i,-0.00014973-0.0005113i,-0.00015613-0.0008842i,5.3817e-05-0.00095576i,-0.00016234-3.2665e-05i,-0.00042019+0.00075983i,-0.00022192+0.0009251i
-0.00084397+0.00064291i,-0.00072125+0.0013001i,0.00085121+0.0015725i,0.0020033+0.0013043i,0.00073324+0.00074131i,-0.0011641+0.00016035i,-0.0022774+0.00055451i,-0.0011373+0.00050562i,0.00061128+5.099e-05i,0.00075097+0.00010527i,0.00044657-0.00031344i,0.00088894-0.00092613i,0.00067561-0.0012751i,-0.00061741-0.00078065i,-0.00082168-0.0005346i,-0.00063127-0.00047647i,-0.0008855-0.00061878i,-0.00065092-0.00075087i,-0.00045143-0.00088643i,-0.00048797-0.00072547i,-0.00034395-0.00065938i,-4.1033e-05-0.00052678i,0.00023363-0.00036069i
0.00022277-0.00056232i,-0.00044398-0.0019612i,-0.0004011-0.0024683i,0.00067935-0.0016568i,0.0011556-0.0011045i,-0.00044906+3.1566e-05i,-0.0019594+0.0014217i,-0.0014013+0.0011977i,-8.8817e-05+0.00026525i,0.00048225+0.00057561i,0.0009006+0.0008674i,0.00091131+0.00052529i,0.0002514-0.00027555i,-0.0002732-0.00087772i,-0.00078106-0.00051568i,-0.0005666+0.00014374i,-0.00025721-0.00010016i,-0.0004655-0.00028689i,-0.00030021+6.8773e-05i,-0.00069022+0.0002838i,-0.00086602+0.00056191i,-7.5714e-05+0.00092558i,-8.2111e-05+0.00029158i
0.00033389-0.0012351i,0.0018284-0.00029414i,0.0018302+0.00068759i,0.0011547+0.001821i,0.00091834+0.0018143i,0.00048656+0.0010425i,3.1947e-05+0.0011208i,0.00051301+0.0010879i,0.0010669+0.00055827i,0.00053007+0.00046433i,0.00019321+0.00034823i,0.00034407-0.00083991i,0.00044602-0.00087173i,0.00043599-0.00046449i,0.00050105-0.00032483i,0.0001969+0.00042351i,5.2456e-05+0.00071149i,0.00029592+0.00053423i,-4.8769e-06+0.0001372i,-0.00035367+0.0001706i,0.00019455+0.00054415i,0.00016767+0.00064558i,0.00019907+0.00081534i
-0.0018275-0.0010972i,-0.00071346-0.00082515i,-0.00022867+0.00011901i,-7.649e-05+0.0020782i,-0.00071462+0.002755i,-0.0011884+0.0026909i,-0.00092848+0.0028622i,-0.00072531+0.0025744i,-0.00062163+0.0021478i,-0.00051813+0.0018545i,-9.3678e-05+0.0011841i,0.00048137-3.5953e-05i,0.00042277-0.0013061i,-7.0239e-05-0.001188i,-0.00014812-0.00061906i,-0.00012982-0.00043474i,-0.00073976-0.00038485i,-0.00043043-0.00034648i,0.00030274-0.00019007i,0.00019146-3.9379e-05i,-9.9296e-06-1.6779e-05i,-0.00019014-0.00046917i,0.00031932-0.00038181i
-0.0010175-0.00056079i,-0.00037784-0.0010943i,0.00085843-0.0006377i,0.0019416+4.8327e-05i,0.0013574-2.1709e-05i,-0.00025884-5.8904e-05i,-0.0011152+0.00032645i,0.00023423+0.00046493i,0.0012515+0.00055475i,0.0012476+0.00047291i,0.00066923+0.00053667i,-0.00015088+0.0005405i,3.1536e-05+0.00040756i,0.00013303+0.0001959i,-0.00038646+0.00013207i,-0.00078946-0.00059108i,-0.00063301-0.00093606i,-0.00047423-0.00012938i,-0.00046605+0.00064918i,0.0003186+0.00075475i,0.00060554+0.0004277i,-3.4654e-05+1.0262e-05i,0.00029193+0.00060986i
-7.6536e-05-0.00072958i,0.00010722-0.00048136i,-0.00069015-0.00021574i,-0.0009046+0.0014644i,-0.0013034+0.0029897i,-0.0015691+0.0029158i,-0.0016869+0.0023153i,-0.00073104+0.0013347i,0.00015546-0.00014883i,-0.00023323-0.00020402i,1.7404e-06+0.0010062i,0.00070126+0.0010789i,0.00024314+0.00027315i,-0.00060649-0.00014225i,-0.00088851-0.00046259i,-0.00089994-3.9526e-05i,-0.00026677+0.00014761i,0.00025043-0.00044166i,-0.00010343-0.00086362i,0.00016488-0.0010751i,8.0261e-05-0.00049765i,-0.00015285+0.0003868i,-0.00015606+0.00030631i
-0.00064566+0.0011008i,-7.752e-05+0.0010045i,0.00086494+0.0016625i,0.0023315+0.0013585i,0.0024997+0.00045758i,0.00017389-0.0002223i,-0.0012054-0.0001358i,-0.00062487+0.00062139i,0.00037837+0.001089i,0.00098484+0.00091013i,0.00047289+0.00041288i,0.00014767+0.00053522i,-6.1906e-05+0.00023723i,-7.4925e-05-0.00062236i,-0.00045952-0.00038185i,-0.00069946+0.00024799i,-0.00026132+0.00048395i,0.00010993+5.5496e-05i,0.00017198-0.00023761i,-0.00027598+0.00026284i,-0.00019815+0.00051718i,-0.00040896+0.00039505i,-0.00070717-2.2109e-05i
0.0012087-0.0013038i,0.00092592-0.00066027i,0.00019547-0.001159i,-0.0009936-0.00078896i,-0.0018542+0.00028131i,-0.0027003+0.0011499i,-0.0026343+0.00097702i,-0.0014793+0.00071815i,-0.00022829+0.00040258i,0.00081879+0.00020499i,0.00083806+0.00044331i,0.00041296-3.8362e-05i,-0.00014619-0.00046992i,-0.00090048-0.00078589i,-0.00091766-0.00068551i,-0.00074581-0.00067425i,-0.00032372-0.00070429i,1.0067e-05-0.00055797i,-0.00022699-0.0003654i,-1.5577e-05+0.00013747i,0.00030591+0.00025027i,9.0412e-05+0.00081339i,-0.00023091+0.0012441i
-0.0012488-0.00013232i,-0.00040069+0.00081686i,-0.00023273+0.0019681i,-8.5547e-05+0.0025089i,-0.00023097+0.002643i,-0.00036905+0.0017882i,0.00033079+0.00076804i,0.0002135+0.0012448i,0.00017793+0.0013575i,0.00078431+0.0011212i,0.0009777+0.00068996i,0.0010287+0.00030219i,0.00058807+0.00031189i,2.6865e-05+0.00071433i,-0.00056416+0.00074865i,-0.00089969+0.00045306i,-0.00038294+0.00028407i,-0.00059935-0.00026203i,-0.00093628-0.00080758i,-0.00044441-0.00072854i,-0.00023929-0.00042303i,-0.0001155-1.4575e-05i,0.00038594+0.00033476i
-0.00030108+0.00051298i,-0.00070224+4.4999e-05i,0.00028049-0.00073092i,0.00062628-0.00078792i,-0.00099215-0.00053461i,-0.0030377+9.0914e-06i,-0.0034841+0.00076476i,-0.0019757+0.00066296i,0.00045964-0.00018876i,0.0012055-0.00056484i,0.00044557-0.00039489i,-9.0322e-05-0.00050719i,-0.00085573-0.0001747i,-0.00092072+0.00067281i,-0.00057942+0.0005875i,-0.0010329-0.00063041i,-0.00073364-0.00060841i,-1.505e-06+0.00010179i,-0.00030251-0.00048435i,-0.00037719-0.00016571i,0.00033373+0.00018444i,0.00021954-0.00017465i,-0.00017164-0.00060829i
0.0002939+0.00041153i,0.00063162-0.00033737i,8.0299e-05-0.00050489i,-0.00036559+7.9333e-05i,-0.00073262+0.00047121i,-0.0010705+0.00038961i,-0.0018728+0.001168i,-0.0012229+0.0012669i,0.00016327+0.00087619i,0.00091967+0.00040905i,0.0010648+0.00015427i,0.00047339+0.0003105i,0.00090095-0.00021995i,0.00066904-0.00072944i,0.00023423-0.00068826i,-9.4741e-05-0.00049544i,-0.00062907-0.00054467i,-0.00073859-0.00084715i,-0.00051257-0.00062897i,-0.0007846-0.00030831i,-0.00083073+0.0001784i,-0.00042281+0.00045237i,2.9158e-06+0.00031265i
-0.00016496+0.0019101i,0.00048743+0.0010147i,0.0020895+0.00088655i,0.0029391+0.00085849i,0.002332-0.00024734i,-3.2258e-05-0.00018807i,-0.0014964-0.00013383i,-0.0011602-9.0405e-05i,0.00012401+0.00043301i,0.00082454+0.00039383i,0.0006151+0.00038518i,0.00061182-0.00012913i,0.00054895-0.00047819i,-3.0852e-05-0.0001941i,-0.0005512-0.00019866i,-6.4132e-05-0.00093543i,-0.00027205-0.00086038i,-0.00091879-0.00020564i,-0.0011062-0.00067102i,-0.0012346-0.00056562i,-0.0010641+0.00023828i,-6.9982e-05+0.00062115i,0.00027275+0.00061179i
0.00052144+0.00088446i,0.00012368+0.0012853i,-0.0008428+0.0007621i,-0.0019065-0.00083654i,-0.0023966-0.0011252i,-0.0024497-0.00019026i,-0.0016787+0.00069322i,-0.0002697+0.00083067i,0.0017592+0.0010804i,0.0019516+0.0011798i,0.00075339+0.00038625i,0.00043922-0.00032468i,0.00050895+1.676e-05i,0.00018054+0.00025166i,-0.00073752+0.00066345i,-0.00098359+0.00029257i,-0.00020042-9.573e-05i,0.00016092+0.0005988i,0.00036521+0.00035159i,0.00053151-0.00017919i,6.703e-05-0.00012735i,-0.00056489-1.2956e-05i,-0.00054793+7.2457e-05i
0.00054897+0.00087784i,0.0011108-0.0006597i,0.0015134-0.00055534i,0.0023002+0.00026238i,0.0012644-0.00010553i,-0.00049729+7.2213e-05i,-0.00067928+0.0012551i,0.00025076+0.001497i,0.0010135+0.0010814i,0.00085957+0.00047329i,-0.0001327-0.00010436i,-0.00048793-0.00082127i,-0.00029092-0.00044521i,8.5099e-05-4.185e-05i,0.00020796-0.00015363i,6.4255e-05+5.5374e-05i,0.00026138+0.00038579i,-0.00068804+6.6085e-05i,-0.001158-0.0003335i,-0.00028955+0.00011993i,0.00042517+0.00021235i,0.00051989-0.00023258i,0.00080303-7.6815e-05i
-0.0010321-8.4366e-05i,-9.706e-05-6.3188e-06i,0.00016606-0.00056944i,-8.1115e-05-0.00049293i,-0.0002832+0.00060391i,-0.0004732+0.0013265i,-0.0012697+0.0015784i,-0.0011967+0.0012462i,-0.00047161+0.00104i,-0.00013674+0.00083149i,6.546e-05+0.0010647i,-4.2997e-05+0.0010197i,-0.000263-0.00044343i,8.8032e-05-0.00066353i,-2.5147e-06+0.00015588i,-4.8186e-05-0.00027936i,0.00027007-0.00057237i,-0.00029432+0.00014827i,-0.00088019+0.00024597i,0.00020947-1.0437e-05i,0.00084512-0.00042612i,0.00044301-0.00079621i,0.00060486+0.0003727i
-0.00061275-0.00039301i,-0.0016955-0.00033364i,-0.0011245-8.0201e-05i,0.00028264+0.0010063i,9.8842e-05+0.0011243i,-0.0010333+0.00082436i,-0.0015235+0.00096528i,-0.00099283+0.00039841i,0.00024244-0.00014596i,0.00058546-0.0002063i,0.00057876-0.0001032i,-0.00022186-0.00027785i,-0.00076865-0.00071645i,-0.0002362-7.4169e-05i,0.0011563+0.00012106i,0.001815-8.8801e-05i,0.0007885+4.8855e-05i,0.00054467-0.00030927i,0.00055706-0.00043539i,8.0515e-05-0.0002855i,1.6067e-05-4.2606e-05i,5.544e-05+5.4519e-05i,0.00031357+0.00018369i
0.0017427-0.00059905i,0.0022255-0.00078579i,0.0015962-0.0014132i,0.00038219-0.0010901i,-0.00079952+0.00022279i,-0.0023008+0.0014559i,-0.0022497+0.0018949i,-0.00046087+0.0017864i,0.00055267+0.0013103i,0.00069177+0.00048668i,0.00014932+0.00024996i,-0.00024943+0.00025186i,3.3897e-05+0.00018105i,7.6653e-05+0.00012166i,0.0010059-0.0001396i,0.0013778-0.00013547i,0.00064723-0.00030489i,0.00038977-0.00051837i,0.00039273+4.8306e-05i,0.00042768-5.1675e-05i,0.00028778-0.00047629i,0.00025381-0.0004264i,0.00053502+0.00019032i
-0.0014951+0.000787i,-0.0017138-2.6167e-05i,-0.00054352+0.00046175i,0.00151+0.0010632i,0.0011693+0.0015128i,-0.0010834+0.0014499i,-0.0020316+0.0016646i,-0.0011784+0.0018272i,0.00029257+0.0011978i,0.00069283+0.00052207i,0.00042643+7.7829e-05i,0.00073713-0.00011283i,0.00049027-0.0004823i,0.00040588-6.9429e-05i,0.00028576+0.00067265i,0.00019195+0.00037447i,0.00035856-0.00013826i,2.7258e-05+1.7174e-05i,-0.00056623+0.00015213i,-0.00053618+0.00070486i,-0.00071109+0.00080218i,-0.0005224+0.0007264i,0.00058437+0.00064429i
-0.00045718-0.0012843i,-0.00039958-0.00050254i,-0.00038213-0.00054452i,-0.00074015-0.00038514i,-0.0016497+0.00043274i,-0.0020939+0.0012429i,-0.00097431+0.0014178i,-0.00022231+0.00092576i,0.00022569+0.00080962i,0.00019199+0.0011251i,0.00011155+0.00075363i,0.00068727+0.00026454i,0.00025979-0.00027558i,-0.00028116-0.00041126i,-0.00025717-6.5006e-05i,-0.00024244+9.6883e-05i,0.00027301-0.00050462i,0.00077455-0.000759i,5.7734e-05-0.00051373i,-0.00019111-0.00064075i,-9.701e-05-0.00074207i,-3.0392e-05+0.00017429i,-0.0001417+0.00080937i
-0.0017246-0.00032117i,0.00022076-0.00063725i,0.0010617+0.00081341i,0.0018245+0.0019786i,0.0029493+0.0020714i,0.0022079+0.00093244i,-0.00048271-2.3019e-05i,-0.0015533+0.00030142i,-0.0009339+0.00064618i,0.00033631+0.00063152i,0.0010253+0.00095581i,0.00041324-0.00018979i,-0.00018694-0.0016917i,-0.00030768-0.0014999i,-0.00024769-0.00011654i,-0.00042593+0.00066454i,-0.00078024+0.00038848i,-0.00043024+8.7151e-06i,-0.0002718+0.00016451i,9.9034e-05+0.00042571i,0.00061016+0.00081777i,0.00032186+0.0014467i,-0.00081371+0.0014696i
-2.3338e-05-7.4924e-05i,0.00086635+0.00049816i,0.0015297+0.00092831i,0.0017079+0.0014015i,0.000179+0.0012485i,-0.0011+0.00059578i,-0.0016391+0.0012517i,-0.0014951+0.0018967i,-0.00036004+0.00098219i,0.00010289+0.0006112i,0.00073092+0.001402i,0.001333+0.00059253i,0.00092517-0.00053004i,-4.8204e-05-0.00062875i,7.0675e-06-0.000462i,0.00044586-0.00066031i,0.0002751-0.00095252i,0.00054524-0.00058121i,0.00048343-0.00012085i,-0.00015526+0.00059862i,0.00020029+0.0010008i,0.00011457+0.00068376i,-5.3874e-05+0.00070939i
-0.0013598-0.0016034i,-0.00035413-0.0019326i,-0.0010091-0.00035198i,-0.00087661+0.0019773i,-0.0008355+0.0031691i,-0.0014859+0.0027607i,-0.0012969+0.0019558i,-0.0006452+0.0011095i,-0.00049211-0.00022519i,-8.9965e-05-0.00021217i,0.0003249+0.00014295i,0.00040816-4.8067e-05i,5.6186e-05-0.00012015i,-0.00049786+0.00013057i,-0.00082074-0.00065492i,-0.00059903-0.0012076i,-0.00048917-0.00059116i,-0.00020665+0.00034651i,0.00077148+0.00041548i,0.0010139-0.0001279i,0.0013814-0.00013237i,0.00073207+0.00019137i,1.0489e-05+0.00039024i
-0.00066114+0.0013104i,-0.00059616+0.0016899i,0.00079633+0.0028583i,0.0018172+0.0025329i,0.00073729+0.0015021i,-0.0017418+0.00031397i,-0.0024439+0.00091805i,-0.00070024+0.0014279i,0.0012245+0.00060594i,0.0017442-0.0001364i,0.0011137+0.00057931i,-0.00022428+0.00054031i,-0.0013614-0.0006442i,-0.0012249-0.0012528i,0.00021404-0.000653i,0.00019365+0.00039897i,-0.00043763+0.00033455i,-0.00058749-8.6463e-05i,-0.00015885-0.00036565i,8.1665e-05+4.2454e-05i,-0.00054306+0.0003215i,-4.8143e-06-2.7706e-05i,0.00094626+5.7663e-05i
0.0013082+0.00027699i,0.0006937+0.00027671i,0.00078579-0.00050417i,0.00031573+3.5509e-05i,-0.0020313+0.00055634i,-0.0040127+0.0015471i,-0.0041388+0.0021298i,-0.0025367+0.0016638i,0.0002619+0.00059155i,0.0012023-0.00069239i,0.00035636-0.00032401i,-8.2555e-05+0.00062743i,9.6315e-05-0.0001604i,0.00022335-0.0011036i,0.00041114-0.0010077i,0.00091963-9.2222e-05i,0.00054486+0.0008582i,-0.00067088+0.00065913i,-0.00083086+0.00012734i,-0.00051887+0.00032077i,-0.00054009+0.00077808i,-9.3035e-05+0.00016955i,0.00062602-0.00024834i
0.0010491+7.197e-05i,0.0008828-8.982e-05i,0.00042051+0.00023203i,-0.0001814+0.00047039i,-0.00025787+9.4418e-05i,-0.00070803+0.00075443i,-0.0018143+0.00085317i,-0.0013965+0.00094125i,-0.00012672+0.00085i,0.00044134+0.00019773i,0.00092575+0.00047054i,0.00098254+6.0199e-05i,0.00010165-0.00068618i,-0.00071019-0.00074075i,-0.00070435-0.00045616i,-0.00055307-0.00016973i,-0.0010345-0.00098208i,-0.00060527-0.0012876i,1.3995e-05+0.00018964i,-9.7683e-05+0.0010905i,-0.00022122+0.00089936i,-0.0003099+0.00012996i,-0.00028346-0.0001718i
0.00085799+0.00099841i,-0.00011566+0.0011327i,-0.00058821+0.00033859i,-0.00074575+0.00032151i,-0.0013925+0.00052622i,-0.0025489-8.8276e-05i,-0.0028314+0.0003477i,-0.00058308+0.00034711i,0.0014006+0.00039534i,0.00061098+0.00044641i,0.00029511-0.00018718i,0.00074299-0.00063654i,5.9771e-05-0.00035461i,-0.00022234+0.00023379i,0.00074203+0.00054282i,7.578e-05+0.0010118i,-0.0010794+0.00065628i,-0.00089965-0.00023807i,-0.00082232-5.4552e-05i,-0.0011932-0.00017382i,-0.0007066-0.00060439i,0.00026377-2.8428e-05i,0.00030387+0.00055723i
0.00022504-0.00035092i,0.00055179+0.00048226i,0.00075521+5.7684e-05i,0.00028246-5.4649e-05i,-0.00034033+0.00052481i,-0.0014421+0.00076656i,-0.001791+0.0013539i,-0.0001846+0.001531i,0.00040559+0.00057688i,9.8749e-05+0.0001187i,0.00052548-0.00010274i,0.00056168-0.00051456i,0.00020198-0.00026826i,-0.00019223-8.551e-05i,-0.00049359-2.3836e-05i,-0.00077958-0.00038601i,-0.00072599-9.5954e-05i,-0.00039443+0.00032267i,0.00017926+0.00065056i,0.00052168+0.00085178i,0.00025104+5.716e-05i,-0.00065067-0.00045806i,-0.00054238-0.00064421i
0.0013655-0.0018099i,0.0013597-0.0019061i,2.1368e-05-0.0031018i,-0.0004991-0.0023789i,-0.0012094-0.00035046i,-0.0018871+0.001899i,-0.0016326+0.0020015i,-0.0010515+0.001638i,-0.0001029+0.00070518i,0.00019836-0.00033686i,0.00011089-0.00012714i,0.00034938-0.00036882i,0.00037981-0.00028806i,0.0005308-0.00033448i,0.0005347-0.0010592i,0.00031093-0.0010514i,-0.00082649-0.00065516i,-0.0014547-0.00028831i,-0.00072012+2.3325e-05i,-0.00023675+0.00035514i,-0.00021056+0.00091487i,-0.0003007+0.00050874i,0.00023669-4.2163e-05i
0.00075053+0.00079923i,-1.4897e-05+2.3155e-05i,0.00038084-0.00052755i,5.0934e-05-0.0007473i,-0.0011243-0.0010258i,-0.0019313-0.00095085i,-0.0020894+9.0896e-06i,-0.001384+0.00036609i,0.00027796-0.00068642i,0.00084116-0.0013579i,0.00048036-0.00084463i,0.00069064-0.00062565i,0.00011066-0.00087338i,-0.00094035-0.00098482i,-0.00089974-0.00070569i,-0.00050435+0.00012996i,-9.0599e-05-8.6155e-05i,3.3856e-05-0.00081453i,-0.00014779-0.00084519i,-5.09e-05-0.00050736i,-0.00027788-0.00036903i,-0.00027037-0.00030546i,0.00042632+0.00019337i
-0.00021672+0.0014946i,-0.00011217+0.0015486i,0.0010903+0.0013379i,0.0012664-0.00018146i,0.00095623-0.0011541i,-0.00050987-0.00031418i,-0.0017019+0.0005868i,-0.00091365+0.00096227i,0.00029268+0.00084331i,0.00071906+0.00082385i,0.00048829+0.00061187i,-0.00017128+0.00020353i,-0.00070857+4.0185e-06i,-0.0009488-0.00010163i,-0.0011968-0.00053195i,-0.0013825-0.0013096i,-0.00065001-0.0010545i,0.00018918-0.00050968i,0.0005154-0.00061087i,0.00035366-0.00046314i,-0.00029464-0.00033725i,3.6544e-05-0.00061345i,0.00072495-0.00047424i
-0.00059222-0.0017219i,-0.00084665-0.0018758i,-0.0011471-0.0023726i,-0.00067597-0.0020817i,0.00027411-0.00075901i,-2.1697e-05+0.00066191i,-0.00080307+0.00090226i,-0.00030994+0.00014653i,0.00042236-0.0010494i,0.00036019-0.00017137i,9.1091e-05+0.00099896i,0.0003285+0.00037357i,0.00071303+0.00019729i,0.00078291+0.0002707i,0.00018489-5.5888e-05i,-0.00018486-0.0001797i,-0.00069276-7.6259e-05i,-0.0010084+1.2804e-05i,-3.8697e-05+0.00011794i,0.00093397+0.00023662i,0.00071024-9.0185e-06i,0.00055067-0.0001591i,0.00049964+1.6217e-05i
0.0018116-0.00055167i,0.0017107-0.00033149i,0.001712-0.00061757i,0.00084765-5.6079e-05i,-0.00055058+0.00026426i,-0.0024322+0.00071302i,-0.0027073+0.0013046i,-0.00067107+0.0011708i,0.00093552+0.00011741i,0.00077823-0.00037445i,0.00022345+0.00059014i,0.00014496+0.00044213i,0.0008524-0.00049418i,0.0006054-0.00048873i,-8.847e-05+0.00026881i,0.00024649+0.00043869i,0.00050406+0.00020233i,0.00053305+1.5975e-05i,0.00035665+7.9549e-05i,-0.0006979+0.00041155i,-0.00097063+0.00061538i,-0.00043544+0.00057344i,-0.00038286+0.00096189i
0.00015818+0.0017113i,0.0013389+0.0020457i,0.0029503+0.0030402i,0.0031826+0.0022731i,0.0016678+0.00071273i,-0.00027577+0.00042851i,-0.00074827+0.00061018i,0.00044267+0.00078656i,0.0011191+0.0011193i,0.0011513+0.00051929i,0.00068803-0.00025319i,-0.00035991-0.00043224i,-0.0011944-0.00016693i,-0.0011706-0.00048406i,-0.00051298-0.00037471i,-0.00054429+0.00040554i,-0.0012415+0.00083223i,-0.0017183-1.4316e-05i,-0.00082055-0.00051607i,-0.00017087-0.00019957i,0.00025804-0.00014494i,0.00052161+4.7214e-06i,2.4253e-05-0.00045632i
-0.00025356-0.00042762i,-0.00068908-0.00062768i,-0.00011999-0.00058327i,0.00051412+5.9241e-05i,0.00037935+4.2744e-05i,-0.000585+0.0010729i,-0.001309+0.00081722i,-0.0011045+7.9751e-05i,-0.0005653+0.00033206i,-0.00017337-5.2351e-05i,-0.00013726-0.0004909i,-0.00034761-0.00059112i,-0.00035854-0.0004192i,9.807e-05-3.135e-05i,0.00044747-0.00034068i,0.00028653-0.00075954i,0.00015443-0.00036049i,0.00026618+0.00015404i,0.00031663+8.4536e-05i,-0.00026697-0.00017111i,-0.00066527-0.0005258i,-0.00042035-0.00073454i,0.00014252-0.00029705i
