-0.0043827+0.00092128i,-0.0035805+0.00065346i,-0.0035127+0.001154i,-0.0024019+0.0020508i,-0.00089425+0.0028724i,0.00017019+0.0027246i,-0.00031594+0.0024156i,-0.0012258+0.0023925i,-0.0009772+0.0022798i,-0.00010623+0.0015609i,0.00076983-1.6263e-05i,0.0010028-0.0011027i,0.0004152-0.0010343i,-0.00017315-0.00092852i,-0.00056224-0.0004037i,-0.00095733+0.00060123i,-0.001364+0.00070555i,-0.00097688+0.00010247i,0.00011075+6.6713e-05i,0.00065064+0.00019652i,0.00029612-0.00014513i,-0.0002772-0.00026261i,-0.0001747+0.00011877i
7.0904e-05+0.00018649i,0.00012817-4.63e-05i,-0.00078964+0.00028602i,-0.0023582-0.00026187i,-0.0018356-0.0012068i,-0.00080336-0.00082945i,-0.00089001-0.00058498i,-0.0015215-0.00020716i,-0.0013822+9.8428e-05i,-0.0013489-9.8016e-05i,-0.0015372+7.3627e-05i,-0.0007221+0.00061624i,0.00057608+0.00078387i,0.00022199+0.00027989i,-0.0002428+9.465e-05i,0.00030777+0.00026647i,0.0008828+0.00047711i,0.00075319+0.00061434i,-0.00024286-0.0003397i,-3.6967e-05-0.00087464i,0.00028492-0.00038036i,0.0004804-0.00057495i,0.00054773-0.00052973i
0.00078306-0.0013764i,-0.00075147-0.0017666i,-0.0023755-0.0026752i,-0.0026799-0.0023779i,-0.0025323-0.00087102i,-0.0014972-0.00027692i,-0.00039821+0.00031402i,-0.00073009-1.8065e-05i,-0.00057903-0.0004405i,0.00017781+0.00028291i,-0.00013141+0.00048808i,-0.00041368+0.00020966i,-0.00027911-0.00028926i,3.7445e-05-0.00012072i,-0.00032368+0.0004605i,-0.00012518+0.00024535i,0.00041398-0.0001194i,-2.9451e-05+0.00057462i,-0.00031488+0.00088435i,7.2736e-05-0.00025315i,0.0001153-0.00095117i,-0.00074711-0.00043093i,-0.00071477-5.7152e-05i
0.00074427+0.00058976i,0.00064657-9.7091e-05i,0.0010166-0.00039022i,0.0022333-0.00061812i,0.0023433-0.00049253i,0.0010072-0.00034785i,0.00054195+0.00028394i,-0.00016316+0.00090892i,-0.00050967+0.00091611i,0.00017036+0.00087583i,0.00039898+0.00061838i,0.00033495+8.6977e-05i,0.00045551-0.00038592i,0.00014811-9.2777e-06i,1.8233e-05+0.00077906i,-2.7794e-05+0.0010801i,-1.3375e-05+0.00089029i,0.0002434+0.00031712i,-0.00040282-0.00036839i,-0.00017292-0.00090161i,0.00055898-0.00096246i,0.00063506-0.00031013i,-4.0925e-05+2.7518e-05i
-0.0011932-0.00021254i,-0.0011264+0.00094466i,-0.00086971+0.0012537i,-0.00013943+0.0015209i,0.00048023+0.0014762i,0.00091519+0.00066082i,0.00035105-0.0001207i,-0.00022229-0.00026241i,-0.00013656+9.6706e-05i,-0.00094931+0.00031859i,-0.00082283+3.1729e-05i,4.3967e-05-0.00036375i,0.0004008-0.00017572i,0.00035218-0.00020416i,-0.00032701+0.00041545i,-0.00019881+0.0010049i,0.00033623+0.00045568i,5.9566e-05-0.00031559i,6.5132e-05-0.00086261i,-0.00027831-0.0010472i,3.7048e-05-0.00064327i,0.0008224+9.4784e-05i,0.00025409-3.1568e-06i
-0.00099077-0.0005918i,-0.0012243-0.00063703i,-0.0015736+2.9263e-05i,-0.0014586+0.00089804i,-0.00014483+0.0019375i,0.00077082+0.0022197i,0.00020325+0.0014004i,-0.00062706+0.00048165i,-0.00044919+0.00030585i,-0.0010781+0.00080822i,-0.0012713+0.00062456i,-0.00033897+5.9367e-05i,-5.3876e-05-3.9554e-05i,-8.7822e-06-0.00064864i,0.00029535-0.00042388i,0.00061734+0.00054183i,0.0001775+0.00046702i,0.00011865+0.00043323i,0.00057074+0.00017904i,0.00016069+0.0001503i,-0.00071037+0.00049388i,-0.00010262+8.3853e-05i,0.00057291-0.00045231i
-0.0014485-0.0010837i,-0.00011795-0.00061625i,-0.00028856+2.8171e-06i,-0.0013867+0.0004577i,-0.001746+0.00070275i,-0.0004271+0.00023895i,0.00010853+0.00015993i,-0.00020829-0.00079531i,-0.00054387-0.0011761i,-0.00050321-0.00036758i,-0.00036683+9.3536e-05i,3.3896e-05+5.6694e-05i,0.00013161+1.2928e-05i,8.3397e-05-0.00038791i,-7.3981e-05-0.00047641i,0.00025851+3.0878e-05i,0.00063415+0.0014333i,-0.00030793+0.0014785i,-0.00097711+0.00047031i,-0.0002564+0.00074202i,0.00014928+0.0011415i,-0.00041943+0.00026782i,3.6474e-05-0.00061401i
-0.00067428+0.00024363i,-0.00030161+0.00040952i,0.00024576+0.00060417i,0.0011213+0.00036302i,0.0009894+0.00035152i,0.00055561-0.00034751i,-0.00025527-0.00023887i,-0.0010698+0.00047161i,-0.0006995-7.031e-05i,-0.00072839-0.00067169i,-0.00097221-0.00033026i,-0.00079627-0.00046555i,-0.00022412-0.0010786i,0.0003649-0.00017306i,0.00077457+0.00031475i,0.00091169-0.00032184i,0.00079722+7.9079e-05i,0.00043543+0.00049004i,-0.00021559+0.00049891i,-0.00033254+0.00045013i,-0.00035091-0.00020358i,-0.0002678-0.0007236i,0.00013127-0.00084278i
-0.0015085+3.2138e-05i,-0.001749-0.00032599i,-0.0014343+8.4665e-05i,0.0002591+0.0018556i,0.0010152+0.001976i,0.001284+0.00056976i,0.0011299-0.00019097i,-0.00025793-0.00044575i,-0.0013708-0.00051936i,-0.00090116+7.0481e-06i,-0.0003402+0.00074411i,0.00039829+0.00069433i,0.0011854-0.00011082i,0.0004103-0.00059353i,-0.0001135-0.00021378i,0.00025016+0.0002906i,0.00084136+9.3809e-05i,0.00099544-0.00012947i,-4.4077e-05-0.00013925i,-0.00047097-0.00024976i,0.00053705+0.00020536i,0.00083721+0.00054581i,0.00078137-4.9425e-05i
0.0028313+0.00084863i,0.0025338-0.0005039i,0.0013933-0.0012443i,0.00025918-0.00078973i,0.00022222+0.00025166i,0.00042268+0.00075276i,0.0001152+0.00035863i,-0.00067139+3.2353e-05i,-0.00085783-0.00043007i,3.7918e-05-0.0010993i,0.0011032-0.0010087i,0.0012367+0.00014022i,0.00046139+0.00020419i,0.00021692+0.00052175i,0.00010971+0.00096437i,-0.00032718+0.0001423i,-0.0004423-0.00017093i,-0.00013928+0.00016174i,0.00032649+0.00049318i,0.00068309+0.00034425i,0.00081598+1.101e-05i,0.00080651+0.00020648i,0.00017161-0.00014447i
-0.0010499-0.00076812i,-0.0011893+0.00018945i,-0.0019169+0.00059702i,-0.0020551+5.59e-05i,-0.0012334-0.00016042i,-0.0013481-0.00035973i,-0.0018882+0.00015511i,-0.002395+0.00048803i,-0.002016-0.00021078i,-0.00052972+0.00022662i,0.00019134+0.00068673i,0.0010518+8.6913e-05i,0.0009801+0.0001695i,4.7273e-05+0.00046097i,-2.6607e-05+0.00031896i,0.00028876+0.00026803i,0.00060613+0.00060951i,0.00040485+0.0009157i,0.00012515+0.00066024i,0.00048764+0.0002529i,0.00040422-0.00021042i,0.00024574-0.00045975i,0.00062323+0.00014823i
0.00027034+0.00022421i,0.00074598-0.001175i,0.00093891-0.0014048i,0.00073997-0.0005038i,0.00056506-0.00012367i,0.00011001-8.3149e-05i,0.00021696-0.00028992i,-0.00029594-0.00066553i,-0.00031385-0.0001708i,4.5339e-05+6.9413e-05i,-0.00034098-0.0006681i,-0.00051453-0.00085131i,-0.00058702+0.00015195i,-0.00046959+0.00067852i,9.8e-05-6.2476e-05i,0.00045123-0.00054688i,0.00056675-4.3768e-05i,0.00035099+0.00052365i,-0.00023903+8.6377e-05i,9.2216e-05-0.00088924i,0.00039848-0.00080484i,0.00036505-7.2679e-05i,0.00042613-0.00046702i
-0.00096777+0.0012071i,-0.001362+0.0013223i,-0.0006906+0.0016928i,0.00067631+0.0015746i,0.001183+0.0017009i,0.00090056+0.00079276i,-0.00021004+0.00039069i,-0.001209+0.00043866i,-0.001143-0.00033026i,-0.0006437-0.00059036i,-0.00046025-0.00023242i,-0.00043664-0.00047956i,-0.00061781-0.00088399i,-0.0005112-0.00043649i,8.9527e-05+1.2597e-05i,0.00045001+0.00068719i,0.00011874+0.00091267i,1.6178e-05+0.00021472i,-7.3667e-05-2.254e-05i,-0.00022079+4.4723e-05i,8.2575e-06-0.00052168i,-7.9414e-05-0.00065087i,3.2864e-05+0.00015812i
-0.00091668-0.00084938i,-0.0009323-0.0008905i,-0.0014771+0.00027814i,-0.0013381+0.0012961i,-0.00028131+0.0018702i,0.00023597+0.0018545i,0.00029892+0.0017611i,-0.00013346+0.00093058i,-0.00094453+0.00024104i,-0.001092-0.00066202i,-0.00053224-0.00062874i,-2.3919e-05+0.00051446i,-0.00017905-0.0001217i,0.00044748-0.00079913i,0.00069126-0.00033565i,-0.00016329-0.00015788i,-0.00048928-0.00021974i,0.00012093-0.00012855i,0.0004534+0.00040174i,-0.00019145-0.00029526i,-0.00038096-0.0012471i,-7.2456e-05-0.00018363i,0.00018293+0.00071209i
0.00090793+0.00073412i,0.00034306+0.00028877i,-0.0007739+0.00060774i,-0.0010356+0.001473i,-0.00036658+0.0015602i,-0.0001161+0.0009114i,-0.00055371-0.00021831i,-0.00078069-0.00090848i,-0.00063005-0.00050658i,-0.00069046-0.00021746i,-0.0010786-0.00034637i,-0.00029923-0.00053496i,9.4643e-05-0.0003964i,-0.0003485-0.00023845i,0.00039271-0.0004616i,0.0010426-0.00056269i,0.0014492-0.00042927i,0.0010625+0.00030589i,5.6646e-05+0.00060377i,-0.00069719+0.00031256i,-0.0012846+0.0001236i,-0.00092228+0.00051382i,-5.3691e-05+0.00015299i
-0.00031279-0.00062497i,0.00052699-0.00096153i,0.00022219-0.0009608i,-0.000537-0.00066357i,-0.00023274-0.00018594i,0.00071967+0.00030091i,0.00095428+0.0002431i,0.00028498+0.00049439i,-0.00034383+0.00030739i,-0.0003613+0.00022756i,0.00020024+0.00021932i,0.00094734-1.2063e-05i,0.00048376+0.00031135i,0.00030238+0.00061932i,4.5923e-05+0.00074481i,-0.000942+0.00063643i,-0.00097118+0.0010582i,-0.00016929+0.0012784i,-0.00021957+0.00019333i,-0.00097885-0.00032464i,-0.00097101-0.00038578i,-0.00048033+7.498e-05i,-0.00056611+0.00074351i
-0.00032068+0.00087085i,-0.0010009+0.00041966i,-0.00090696+0.00016072i,-0.00025812+0.0015736i,0.00036555+0.0022863i,0.001115+0.00098923i,0.00033229-7.9156e-05i,-0.0010122+0.00047193i,-0.0014403-0.00012935i,-0.0010584-0.0017841i,0.0001298-0.0016139i,0.0014228-0.00013465i,0.0016826+0.00065523i,0.00058602+0.00051729i,-0.00047683+0.00078023i,-0.00066787+0.001303i,-2.4351e-05+0.00089359i,0.00064236+0.00012664i,0.00089434-0.00066852i,0.00048868-0.00050597i,0.00012921+0.00037005i,-0.00023616+0.00039992i,-9.5376e-05-0.0005423i
-0.0012786-0.0010665i,-0.00059212-0.0009686i,-0.00042975-0.00074901i,-0.0011019-0.00078987i,-0.0024904-0.00078964i,-0.0017192+4.1934e-05i,-0.00092217+0.00040102i,-0.00090406-3.3992e-05i,-0.00092024-0.00050952i,-0.000912-0.00013815i,-0.00043157+0.00050347i,0.00034185+0.00062703i,0.00035855+0.00033408i,-0.00018774+0.00030273i,-0.00019631+0.00064516i,0.00032334+0.00034261i,0.00076073-0.0004913i,0.00072392-0.00058624i,0.00033553-0.00045821i,-0.00036973-0.0005577i,-8.4334e-05-0.00055608i,0.00048-0.00050877i,0.00042526-0.00073156i
-0.00013548+0.00059869i,5.537e-05+0.0011227i,0.0010136+0.0012752i,0.00073038+0.00048842i,0.00054842+0.00026774i,0.00012111+0.00033243i,-0.00067411-0.00037563i,-0.001005-9.5614e-05i,-0.0012967-1.1035e-05i,-0.00091016-0.0004886i,-0.00052595-0.00055737i,-0.00017194-0.00032961i,0.00048268+9.245e-05i,0.00024992+0.00094055i,-0.00057369+0.0013709i,-0.00041527+0.00044588i,3.2199e-05-0.00049003i,0.00065187-0.0001167i,0.0013455+0.00051366i,0.00073506+0.0004678i,-0.00020864+2.178e-05i,9.6788e-05-0.00014894i,0.00046736-4.4675e-05i
0.0020851+0.00053023i,0.0011451+6.9201e-05i,0.00060861-0.00068848i,0.00022287-0.0011802i,0.00025227-0.00053773i,-3.4522e-05-0.00015755i,-0.00018152-4.5529e-05i,-0.0008083+0.00031757i,-0.0011348+0.0003005i,-0.00016301-0.00061532i,-9.0749e-05-0.001324i,0.0001294-0.0010183i,0.0006993+0.0001628i,0.00042163+0.000831i,0.00030024+0.00062785i,0.00069628+0.00043984i,0.00071692+0.0002911i,0.00024465-0.00030908i,4.5556e-05-0.00078429i,-0.00029848-0.0013224i,-0.00020039-0.0016173i,0.00038719-0.0003095i,0.00070878+0.00077953i
0.0023805-0.0030873i,0.0016287-0.0033389i,0.00078892-0.0032102i,-0.00025033-0.0032i,-0.0010591-0.0028944i,-0.0016703-0.0017263i,-0.0017547-0.00099388i,-0.0017284-0.00062454i,-0.0012004-0.00026896i,-0.0012667-0.00015352i,-0.0011541-0.00066806i,0.00025028-0.00073536i,0.000839-0.0005987i,0.0011663-0.00051271i,0.0016536-0.00023707i,0.0012044-0.00062232i,0.00088815-0.0010856i,0.00092958-0.00084698i,0.0010571-0.00058893i,0.00086828-0.00064577i,0.00036291-0.00022999i,-3.9023e-05+6.6238e-05i,-0.00020451+0.00034412i
0.0033701+0.0025095i,0.0031258+0.0012705i,0.0033445-0.00019306i,0.0019354-0.0017078i,0.00084088-0.00051913i,-0.00042365+0.00060152i,-0.00084069+0.00037545i,-0.00076953+0.0004795i,-0.0011498+0.00034234i,-0.00081109-0.00025762i,-0.00046216+0.00020516i,-0.00030916+0.001153i,-0.00020267+0.0014195i,-0.00015902+0.0013391i,-1.2698e-05+0.00066296i,-0.00029668+0.00032042i,0.00023079+0.00033165i,1.68e-05+0.00093i,-0.00051312+0.00063536i,-0.00067813-0.00026461i,-0.00026345-0.0012729i,0.00145-0.00091125i,0.00118+0.00084954i
-0.0013273-0.0014288i,-0.00040596+9.3992e-05i,0.0002618+0.00094087i,-0.00036866+0.00054713i,-0.00066361+0.00027483i,6.0821e-05+0.00013166i,0.00034477+0.00034627i,-7.5185e-05+0.00039099i,-0.0005926-4.0377e-05i,-0.00090381-0.00054778i,-0.00015492-0.00047416i,0.00043361-0.00043762i,0.00012367-0.00052944i,-0.00057243+0.00012084i,-0.00022829+0.00074386i,0.00031637+0.00066985i,0.00018204+0.00047334i,-0.00049327-0.00035901i,-0.0013606-0.00048505i,-0.001275-0.00016424i,-0.00023919+6.1286e-05i,0.00043802+5.237e-05i,0.00090772+0.00020959i
0.00069026-0.00038374i,0.00077265+0.00018244i,5.8912e-05+0.00019254i,-0.00031449-0.00012577i,0.00022921+0.00038479i,-0.00023236+0.00092818i,-0.00070752+0.00042918i,-0.00096954-0.00043282i,-0.0012788-0.00089859i,-0.00063738-0.00045308i,-5.2966e-05+0.00065446i,-0.00013959+0.00073505i,0.00022216+0.00012262i,0.00041773+0.00034701i,-7.6816e-05+0.00050643i,-0.00020441+7.249e-05i,-0.00040586+7.84e-05i,-0.00044668+0.00034607i,0.00055789+5.9558e-05i,0.00065986-0.00019507i,7.9094e-05+0.00025096i,-0.00058616+0.00047086i,-0.0006516+0.00015037i
5.8102e-05+0.001432i,0.00026123+0.00040803i,0.00064573-0.0005432i,0.00021747-0.00069236i,8.9679e-05-0.0006031i,-0.00047649-0.0011815i,-0.00059857-0.00054389i,-0.00065145+0.00075965i,-0.00038717+0.0002997i,-0.0007669-0.00036312i,-0.0019372+0.00014904i,-0.0011635+0.00051987i,-0.00030219+0.000313i,-0.00040216-0.00025814i,0.00027455+0.00046334i,-2.0603e-06+0.0012839i,4.2036e-05+0.00041691i,0.00047368+0.00027751i,0.00035919-0.00012724i,0.00012753+7.2861e-05i,0.00020761+0.00091845i,0.00044688+0.00033535i,0.00044725-0.00058256i
-0.0011546+0.0018772i,0.00064924+0.0010905i,0.0022116+0.0009494i,0.0027017+0.0014346i,0.0024176+0.0015993i,0.001488+0.00017488i,-0.00014966-0.00066999i,-0.0012827-0.00010345i,-0.00090285-1.5867e-05i,-4.8184e-05-0.0004317i,0.00029324-0.00033331i,0.00036267+0.00030675i,0.00035004+0.00035421i,0.00054249+1.0589e-05i,0.0004887+0.00022179i,0.00020842-1.5661e-06i,0.0002268+0.00026754i,0.00091052+0.00078481i,0.0013746+0.00085366i,0.0011266+0.00071984i,0.00072151+0.00037177i,-9.0613e-05-7.993e-05i,-0.0004655-0.00028664i
0.0011248+0.00051829i,0.0013552-0.00018603i,0.00071455-0.00025265i,-0.00020714+7.6768e-05i,-0.00033602+8.9284e-05i,-0.00054548+0.00044163i,-0.0011717+0.00048509i,-0.0012271+0.00029613i,-0.001011+0.00051489i,-0.00067166-5.0225e-05i,-0.00022326-0.00034898i,0.00070332+9.9761e-05i,0.0010361+0.00052092i,0.00038559+0.0005819i,0.00060684-0.0002583i,0.00072584-0.00055009i,0.00010615+0.0004521i,-6.3403e-05+0.0010862i,0.00035424+0.0008516i,-0.00049951+0.00043416i,-0.0010966-3.5e-05i,-0.00041201-0.00019488i,0.00022917+0.00027573i
3.8468e-05+0.001197i,0.00069328+0.0011422i,-0.00020746+0.0023346i,-0.00073401+0.0025943i,-6.82e-05+0.002166i,0.00076857+0.0003853i,9.5669e-05-0.0011966i,-0.0011266-0.0010237i,-0.0017324-0.00048648i,-0.001632-0.00062526i,-0.0013705-0.00067772i,-0.00034454-0.00021071i,-0.00015683+0.00012955i,-0.00048054+0.00033976i,0.00037871+0.00054439i,0.00074002+0.0012215i,0.00054489+0.001423i,0.00039124+0.00025164i,0.00030033-6.2312e-05i,-0.00022689+6.3597e-05i,-0.00018882-0.00027858i,0.00016666-0.00031796i,0.00081543-0.00016832i
-0.0012337+0.0012335i,-3.3702e-05+0.0012589i,0.0014174+0.0023395i,0.0022114+0.0018793i,0.0025492+0.00021127i,0.0030128-0.00065625i,0.0013525-0.0006314i,-0.00095079-0.00044506i,-0.00082118-4.5653e-05i,0.0003117-4.3408e-05i,-0.0001894-7.5719e-05i,3.9869e-05-0.00088169i,0.00080258-0.0010538i,0.00054587+0.00018337i,0.00054834+0.0011343i,0.00044587+0.00073672i,0.00052548-0.00068101i,0.0008448-0.0010802i,0.00027313-0.00088808i,-0.00056707-0.00030889i,-0.00067286+0.00020157i,-0.00019382-0.00029273i,1.736e-05-0.00037931i
-0.0021322+0.0007717i,-0.0016821+0.0011579i,-0.00091726+0.0016983i,-0.0010864+0.0013344i,-0.00088157+0.00053201i,-0.00044817-7.867e-05i,-0.00058669-0.00045928i,-0.0011741-0.00058262i,-0.0014466+0.00025076i,-0.00072697+0.00039172i,-0.00045168-0.00010775i,-0.00019972-0.00031207i,0.00076891-0.00064137i,0.00054537-0.0005148i,-6.5805e-05-1.0993e-05i,-0.00036686+0.0006016i,-0.00016713+0.00031269i,0.00021272-0.00057508i,0.00044991-0.00070248i,0.00047544-0.0001642i,9.0892e-05-0.0007005i,-0.00017577-0.0012479i,0.00019917-0.00047544i
-0.00013129+9.1157e-05i,0.00015276+0.00018996i,0.00015928+0.00028954i,0.000164+0.00080334i,0.00035121+0.00142i,0.00024451+0.0011196i,-0.00035917+0.00047409i,-0.00017297+8.5077e-05i,-0.00020391-0.00030399i,-0.00039975-0.00027382i,-0.00058583-4.7882e-05i,-0.00020312+0.00021555i,0.00068254+0.00068556i,0.0011876+0.00071695i,0.0012968+0.00078484i,0.001523+0.0005786i,0.0012236+0.00021852i,0.00089246-0.00042447i,0.00021797-0.0010117i,-0.00046376-0.00070217i,0.00019234+0.0002698i,0.0009812+0.00012317i,0.00055504-2.55e-05i
-7.7035e-05+0.0014482i,0.0010562+0.0008111i,0.00074967+0.00089525i,0.00034309+0.0012731i,0.0004118+0.00081905i,-0.00033334+0.00071765i,-0.00085005+0.00065924i,-0.00045402+0.00047031i,0.00024583+0.00034925i,0.00093303+0.00046741i,6.7978e-05+0.001003i,-0.00073511+0.00055563i,-0.00070242-0.00076214i,6.3764e-05-0.0012609i,0.0011218-0.00048053i,0.0009138+0.00021447i,0.00051662+0.0008662i,0.0010242+0.00090419i,0.00051819+0.00012652i,-0.00012629-0.00034832i,-0.00031986-0.00061632i,0.00017452-0.00010987i,0.00019075+0.00043924i
0.00020324-0.0003675i,0.00070432-0.00082121i,0.00099477-0.0010087i,-0.000438-0.00037981i,-0.00033169+0.00096771i,0.00018372+0.0011352i,-0.00026184+0.0002025i,-0.00038851-0.00027995i,-0.0002973-0.00029856i,-0.00028779-0.0010832i,-0.0002909-0.0012347i,2.1795e-05-0.00035734i,2.2442e-05+2.7357e-05i,-0.00020153-0.0002241i,-0.00017021-0.00030437i,-0.00020008+0.00012052i,4.1355e-05+0.00018587i,0.00014646+0.00014382i,-0.00023417+0.00075846i,-0.00039626+0.001512i,-2.4909e-05+0.00087312i,-0.00024696+0.00021237i,-0.00042823+3.0029e-05i
-0.00089856+0.00044055i,-0.00015312+0.00089391i,0.00039896+0.00051937i,-3.3734e-05-0.00038891i,-0.00053482-0.00032814i,-0.00060702-7.6695e-05i,-0.0007488+0.00045599i,-0.00062717+0.00094988i,-0.00035986+0.00079296i,-0.00024146+0.00074214i,-0.00050877+0.00070147i,-0.00063769+0.00023926i,0.00024536-0.00012412i,0.0005547-0.00011988i,-4.6871e-05+0.00041996i,-0.00055393+0.0011355i,-0.00052565+0.00086232i,0.00033695+0.00016167i,0.00047795-9.1486e-05i,0.00023431+0.00010199i,0.00017707-0.00043349i,0.00045833-0.00048132i,0.00031588+6.6083e-06i
-0.0025711-0.00074027i,-0.0028807+0.00038842i,-0.0029374+0.0022746i,-0.0014646+0.0028194i,-0.00043751+0.0021745i,-0.00018595+0.001068i,-0.00057213+0.00037804i,-0.0016034-3.0668e-05i,-0.001514+0.0003793i,-0.00026811+0.00045338i,0.00028175+0.00020956i,0.00023724+0.00055763i,4.9204e-05+0.00065337i,-3.9117e-05+5.0589e-06i,0.00026347-0.00034474i,0.00018728-0.00049347i,-0.00043304-0.00013375i,4.2454e-05-7.2787e-05i,0.000762+0.00041452i,0.00051794+0.00023137i,0.00010498-0.0006426i,-0.00027753-0.00040934i,-0.00035821-0.00064015i
0.0010283+0.00018284i,0.00087624+0.00022059i,0.00029509+5.2041e-05i,0.00036635-0.00061869i,0.0015245-0.00021946i,0.0015266+0.0002129i,0.00072074+0.00040887i,7.7448e-05+0.0005013i,-2.259e-05-0.00034587i,-0.00023906-0.00032877i,-0.00053619+0.0005049i,8.1917e-05+0.00012613i,0.00046331-0.00045888i,-0.00011688+0.00054608i,0.0001868+0.0012285i,0.0009194+0.00079824i,0.00045284+0.00034423i,-7.9753e-05+0.00041045i,-0.00037008+0.00045726i,-2.4036e-05+0.00048045i,0.00012803+5.3354e-05i,-0.00052444+0.00044149i,-0.00031382+0.00050835i
-0.00081082+0.00078345i,-0.0012772+0.00064288i,-0.001408+0.00017366i,-0.0010289+5.5703e-05i,-0.00044746+0.00028052i,-0.00018954+0.00070679i,-0.0010869+5.1839e-05i,-0.001222-0.0014849i,-0.0006432-0.0016079i,-0.00037431-0.00092204i,-0.00044709+0.00041232i,-0.00062074+0.0011702i,-0.00091061+5.1219e-05i,-0.001152-0.00072371i,-0.00080928-0.00049328i,0.00055557-1.3576e-05i,0.001314+0.00035204i,0.00074915+0.00053793i,0.00024237-3.461e-05i,0.00040043-0.00085986i,0.00050112-0.00085329i,0.00045123-0.00073844i,0.00015867-0.00037557i
0.0014769-0.00050958i,0.0014461-0.0021412i,0.00060635-0.0021954i,5.4775e-05-0.0010344i,7.978e-05+0.00020408i,0.00040532+0.00070977i,0.00041284-3.2419e-05i,6.4583e-05-0.00049362i,-1.2091e-05-0.00035027i,-0.00045118-0.00029697i,-0.0014563-0.00053631i,-0.0012502-0.0005361i,-0.00019219-8.8317e-05i,0.00051745+1.1721e-05i,0.00049885+0.00018043i,0.00019677+0.00077689i,9.0934e-05+0.000364i,-0.00026166-6.8273e-05i,-0.00038234+7.2972e-06i,-0.00017692-0.00012167i,-0.00040248+6.5408e-05i,-3.5651e-05+0.00029666i,0.00071952-9.3431e-06i
0.0030906+0.0010952i,0.0030686+0.00037293i,0.002675+3.4498e-05i,0.001559-0.0013845i,0.0009245-0.0023418i,1.1686e-05-0.0020653i,-0.00097391-0.001462i,-0.0013557+0.00017089i,-0.0010439+0.0008219i,-0.00020692-0.00011077i,-0.00025146+0.00027163i,-0.00045125+0.00073116i,0.00061204+0.0009803i,0.00083065+0.0014152i,0.00066048+0.0014631i,0.0016601+0.00099801i,0.0015445+0.00011578i,0.00014574-0.00071926i,-5.3256e-05-0.0006562i,-0.00027637-0.0012757i,-0.0007095-0.0014766i,-0.0008953-0.00063021i,-0.00078128+0.00036868i
-0.00079494+0.00076788i,-0.00018779+0.00050278i,-0.00055943+0.0003204i,-0.00089818+0.0012903i,-0.00056619+0.0017277i,-2.7246e-05+0.0011403i,0.00019752+0.00048297i,-7.3308e-05-0.00024653i,-0.00032852-0.00015078i,-0.00078464+0.00047277i,-0.00054791-9.5691e-06i,0.00022602-0.00023154i,0.00058394+0.00017836i,0.00068759-0.00012736i,0.00041671+0.0001468i,-2.9565e-05+0.00036699i,0.00018388+0.00011552i,0.00029385-0.00066042i,0.00017686-0.00090877i,0.00031802-0.00011662i,0.00012819+0.00037429i,-0.00060296-1.3936e-05i,-0.00031647+0.00017282i
-0.00096645+0.00039587i,-0.00099395-0.0011796i,-0.00069762-0.0019672i,-0.00038665-0.0014616i,-0.0002297-0.00075525i,0.0004775-0.00071798i,0.00080336-0.0003547i,0.00035037+0.00059954i,-0.00031477+0.00025021i,-0.0012008-0.00044416i,-0.001755-0.000114i,-0.00060457-0.00027325i,0.00088185-0.00053446i,0.00051609-0.00024462i,-0.0007907+0.00014249i,-0.00060691+0.00089483i,0.00039635+0.0010381i,0.0011317+0.00055012i,0.0012936+0.00043003i,0.000493+0.0001717i,-0.0003294-0.00021591i,-0.00079955+0.00013174i,-0.00081039+0.00022131i
-0.00014736-0.0011068i,3.9739e-05-0.00071872i,-0.00052664-0.0018254i,-0.00080456-0.0010123i,-0.0013081+0.00024802i,-0.0018219+0.00074229i,-0.00090763+0.0011862i,-0.00071989+0.0013176i,-0.0012681+0.00096122i,-0.001821+0.00036518i,-0.0016721+0.00047329i,-0.00033703+0.00056925i,0.00077759+0.0002832i,0.00087505+0.00026938i,0.00041474+0.00045843i,0.00036173-0.00014774i,0.00019338-0.00062895i,9.4854e-05+5.3518e-05i,0.00040681+0.0001629i,0.00072341-0.00042422i,0.00065036-0.0010025i,0.00015676-0.00055848i,-0.0003197+0.00048743i
-0.00048077-0.0019413i,-0.0011123-0.00081945i,-0.0010227-0.00066375i,-0.00010798+8.3592e-05i,0.00036785+0.0010164i,0.0011699+0.0014829i,0.00071212+0.00097611i,0.00024887-0.00047172i,0.00047868-0.00035604i,-0.00034406+0.00045115i,-0.0010673+0.00053529i,-0.00074464+0.0009934i,-1.1662e-05+0.0014483i,0.00033503+0.00089702i,0.00023147+0.00037112i,-0.0004509+0.00031957i,-0.00010612-0.0001212i,0.0010158-0.00050726i,0.0011439-0.00027045i,0.00041618+0.00016022i,0.0004068-6.6444e-05i,0.00081382-0.00089193i,0.00079945-0.0015701i
