-0.001587+0.00095115i,-0.00046857+0.00017638i,-0.00010329+0.00011302i,0.0007936-7.6362e-05i,0.00042827+0.00062063i,-0.00057701+0.0014797i,-0.00023335+0.0018593i,0.0010659+0.0016916i,0.0017233+0.00069857i,0.0010815-0.00079508i,8.5016e-07-0.0010061i,-0.0010522-0.00043011i,-0.0015842+4.005e-05i,-0.0011615-0.00044191i,-0.00032208-0.0012089i,-1.339e-05-0.0010299i,0.00074293-0.00060497i,0.0013519+5.6926e-05i,0.00064624+0.0011163i,3.605e-05+0.0012952i,-0.00026671+0.00023031i,-0.00075697-0.00030483i,-0.00070256+7.7857e-05i
0.00037701+0.0022353i,0.0013682+0.0021968i,0.0020724+0.0016776i,0.001831+0.0007781i,0.00038958+0.00047598i,-0.00046963+0.00046193i,-0.00028913+0.00066234i,0.00047919+0.00050524i,0.0003324+0.00030293i,-0.00042208-0.00021218i,-0.00051988-0.00050535i,-0.00086716-0.00041792i,-0.0011675-0.00084493i,-0.00034761-0.00019897i,0.00055387+0.00048355i,6.1568e-05+0.0007283i,-0.00027135+0.00058278i,0.00038291+0.00058068i,0.0010262+0.00041517i,0.0011292-9.5406e-05i,0.0004259-0.00027054i,0.00015009-0.00059202i,-0.00039453-0.00043479i
-0.0015936+0.00082983i,-0.0004762+0.0011854i,0.00058113+0.0018561i,0.0010174+0.0010842i,0.00064949+0.00014166i,0.00059703-2.6045e-05i,0.00097611+0.00081118i,0.00091722+0.00089992i,0.00052523-0.00058833i,7.3623e-05-0.0011031i,-0.00019253-0.00073247i,-0.00023317-0.00045966i,-0.0011715+0.0001097i,-0.0013966+0.00081478i,-1.6625e-05+0.0014348i,0.00054246+0.00092457i,8.9055e-05-0.00022177i,-0.00055849-0.00051249i,-0.00021777-0.00027061i,0.00018099-0.00021146i,0.00028433-0.00044415i,0.00067464+0.00035207i,0.00051989+0.00072636i
0.0013405+3.8834e-05i,0.0013564-0.00072402i,0.00086292-0.00052353i,7.268e-05-0.00044925i,0.00027864-0.001141i,0.00074844-0.001042i,0.00097819-0.00031743i,0.00079936-0.00014814i,0.00049261-8.3938e-05i,-0.00064274+0.00061107i,-0.0013694+0.00080586i,-0.0012738+0.00029782i,-0.0012722-0.00042466i,-0.00051906+0.00011333i,0.00049096+0.00053232i,0.00079156-6.1225e-05i,-4.2783e-06+0.00034483i,-0.00010007+0.00011664i,0.00030705-0.00056446i,0.00023375-0.0004473i,0.00044653+6.3686e-05i,0.00057577+0.00052503i,0.00086816+0.00095142i
0.00093122+0.00038883i,0.00014079+0.0005433i,-7.4421e-05+0.0001252i,-0.00035191-0.00053503i,-0.00024522-0.00065043i,4.5599e-05-1.5022e-06i,0.000462+0.00023808i,0.00063385-0.00064213i,-0.00017568-0.0010767i,-0.00070351-0.0012097i,-0.00020877-0.0012132i,-0.00057287-0.0008278i,-0.00095893+0.00012439i,0.00019461+0.00076311i,0.0010325+0.00027031i,0.00031162-0.0001143i,0.0004825-0.00055556i,0.00074173-0.0013614i,0.00025181-0.00095603i,-0.00023971+0.00030107i,-0.00052228-2.4443e-05i,-0.00049662-0.00027733i,-0.00054237+0.00042285i
-0.0007417-0.00020417i,-0.0004731-0.0001317i,0.00033356-0.00073544i,0.0001758-0.00099737i,-0.0003286-0.00042381i,0.00049632+6.3355e-05i,0.00068823-0.00029456i,8.1304e-05-0.00061407i,-0.00042358-0.00054367i,-0.001017-0.00033933i,-0.0015519+0.00058786i,-0.0014841+0.0010802i,-0.00092308+0.00082235i,-0.00097451+0.00059923i,-0.0013994+0.0015054i,-0.0010891+0.0014663i,-0.00059071+0.00024786i,-0.00055681-0.00017459i,-0.00031626+0.00014523i,-0.00027207-5.745e-05i,-8.9233e-05-0.00029109i,7.6008e-05+0.00038215i,-0.00034955+0.00063321i
-0.0023317-0.0012233i,-0.0012949-0.0017457i,-0.0019041-0.00064066i,-0.002113+0.00025294i,-0.0011376+0.0005156i,-0.00020883-0.00042903i,-8.7959e-05-0.00079778i,-0.00010651-0.00054363i,-0.00016835-0.00055464i,-0.00081106-0.00058472i,-0.00080469-0.00039018i,-0.00073814-0.00017875i,-0.00049008+8.694e-05i,-6.3604e-05+0.00037388i,-0.00014149+0.0005738i,-0.00021726+0.00057401i,5.4777e-05+0.00051351i,0.00011948-0.00015327i,-0.00049865-0.0011655i,-0.00091791-0.0011908i,-0.00053296-0.00097551i,-0.0003309-0.0002601i,-0.00055768+0.00023934i
0.0013588+0.0013176i,0.0017345+0.0019661i,0.0026109+0.0029751i,0.0024215+0.0016793i,0.0016778-3.3537e-05i,0.00083408+0.00022996i,0.00041999+0.00068403i,0.00099113+0.00017547i,0.0011188-0.0010021i,-9.3604e-05-0.0018729i,-0.0014323-0.0015777i,-0.0015995-0.0007531i,-0.0010378+0.00027269i,-0.0008195+0.00059429i,-0.00049387+0.00056573i,0.00013412+0.00018458i,0.0003586+7.0317e-05i,0.00026081+3.7896e-05i,0.00017167-0.00027193i,7.7231e-05+0.00016644i,0.00042599+0.00084278i,0.00071457+0.00049727i,0.00025319+0.00020407i
0.00025597+0.00028197i,5.3469e-05-8.5116e-06i,0.00079216-0.00030174i,0.00061188-0.00094485i,-0.0001265-0.001886i,-0.00022498-0.0015784i,6.9757e-05-0.00058009i,-0.00014996+0.00017173i,-0.0007061-0.0001577i,-0.0011373-0.00081643i,-0.0012881-0.00036916i,-0.0016036+0.00013517i,-0.0011153+0.00024255i,-0.00055319+0.00029831i,-0.0001367+0.0011792i,0.00012135+0.00063463i,0.00044351-2.6246e-05i,0.00045968+0.00037053i,2.9319e-05+0.00060716i,-2.8152e-05+0.00092219i,0.00065194+0.00017532i,0.00051905+0.00022819i,7.6993e-05+0.0009986i
0.0011772-9.7015e-05i,0.00097822+0.00067712i,0.001527+0.00073434i,0.0011656-0.00099523i,0.00054661-0.0023073i,0.0010919-0.0018866i,0.0015398-0.00057632i,0.00095937-0.00069604i,0.00029808-0.00031405i,-0.00029427-0.00029756i,-0.00057783-0.00046397i,-0.00081926-0.00021063i,-0.0004926+5.019e-05i,-3.8627e-06+0.0006189i,-0.00037595+0.0012016i,-0.00033233+0.0011943i,1.2496e-05+0.00026701i,0.00053811-0.00024868i,0.00092739+6.5546e-05i,0.00026854+0.00011804i,-0.00028062-0.00010462i,-0.00041704+4.8558e-05i,0.00025355+0.00087431i
-0.00033971-0.0014086i,-0.00055269-0.002179i,-0.0020109-0.0020334i,-0.0021263-0.0012894i,-0.0009805-0.000283i,-0.00082431+0.00043608i,-0.00042251+0.00092491i,0.00013727+0.00053066i,-9.1736e-05-7.5001e-05i,-0.00085473-0.00028078i,-0.00069461-0.00020244i,-0.00018704+5.9299e-05i,-0.0001845+0.00047701i,-0.00024624+0.00047841i,0.00028692+0.00010248i,0.00041092+1.1784e-05i,8.3514e-05-0.00013723i,0.00018705-0.00023087i,-6.4853e-07-0.00031665i,-0.00022054-0.00062405i,-0.00033029-0.0005095i,-0.00061817-0.00028954i,-0.00059374-0.0001362i
-0.00050514-0.0003376i,-0.00017625+0.00089708i,-0.00026598+0.00086657i,-0.00048205+0.00081052i,5.5687e-05+0.00037104i,0.0007755-0.00081882i,0.000988-0.00093765i,0.0011566-0.00082716i,0.0011919-0.00039205i,0.000562-0.00040657i,-0.00073904-0.00045875i,-0.0011855+1.9549e-05i,-0.00043122+0.00012762i,-0.00022058-2.4075e-07i,-0.0005517-0.00018513i,-0.00018681-0.00013748i,-0.00013744+0.00021107i,-0.00065949-0.00011226i,-0.00029246-0.00037317i,0.00029034+7.3806e-05i,0.00059931+0.00072207i,0.0004734+0.00095705i,0.00027756+0.00075077i
-0.00099329-0.00014098i,-0.0012886+0.0001829i,-0.0013869+0.0013568i,-0.00057824+0.0012614i,0.0006142+0.00060201i,0.0017863+0.00036012i,0.0013874+2.9854e-05i,0.00037245-0.00015253i,0.00013383-6.533e-05i,-0.00028501-1.6986e-06i,-0.0008881-0.00022691i,-0.0003011-0.00056666i,-3.3205e-05-0.00037985i,4.6145e-05-3.4741e-05i,0.0010009-6.8443e-05i,0.0008558-0.0003205i,9.8062e-06-0.00053038i,-6.1701e-05-0.0005284i,-7.2924e-06-0.00047486i,0.00020608-0.00070898i,0.00053454-0.00038502i,0.0011673+0.00022739i,0.00072757+0.00047594i
-7.8057e-05-0.0019838i,-0.00080733-0.0011246i,-0.0015396-0.0015381i,-0.001802-0.0018063i,-0.0016288-0.00086804i,-0.00064153+0.00053817i,0.0005251+0.00074764i,0.00072747+0.00047842i,-1.3877e-05+0.00022761i,-0.00042334-0.00027884i,-0.00038611-0.00037258i,-0.00073921-0.00030422i,-0.0006146-0.00011537i,9.8043e-05+0.00022438i,0.00072082-0.00076399i,0.00055465-0.0014128i,0.00022908-0.00080296i,9.1146e-05+0.0002494i,6.05e-05+0.00033139i,-7.0717e-05-7.9664e-05i,1.6047e-05+0.00015018i,0.00026694-0.00045806i,0.00039841-0.00073894i
0.00062925-0.0014942i,0.00013739-0.00082329i,-2.1448e-05-0.0014108i,-0.00063032-0.001496i,-0.0019898-0.001378i,-0.00078715-0.001113i,0.00032931-0.0003224i,-0.00011795+9.1335e-05i,-0.00025995-0.00033712i,-0.00045401-8.5113e-05i,-0.0005059+0.00068944i,9.6918e-06+0.00015244i,0.00057323-0.00080275i,-3.6506e-05-0.0012095i,-0.0003488-0.00060467i,0.00021286-0.00023426i,0.00026434-0.0006645i,-0.00034126-0.00050564i,-0.00068287-0.00042023i,-0.0004557-0.0007916i,0.00042196-0.00074486i,0.00032006-0.00036959i,0.00013256-0.00044793i
-0.001127-0.0013802i,-0.00097095-0.0011479i,-0.0011109-0.00025816i,-0.00011608+0.0014959i,6.1989e-05+0.0018256i,-0.00064128+0.00051809i,-0.00011614-0.00014862i,0.0005635+0.00025288i,-0.00016434-0.000529i,-0.00076828-0.00075596i,-0.00063716+9.9239e-06i,-0.00042282+0.0006326i,-0.00016278+0.00093741i,0.00062696-0.00030941i,0.00087221-0.00040431i,0.00032237+0.0002805i,-0.00051824-0.0004845i,-0.00094698-0.0012724i,-0.0009551-0.0014375i,-0.00064115-0.000682i,-0.00025341+0.00030365i,-0.00018799+0.00052259i,-4.7806e-05-0.00026602i
-0.0018254+0.00065056i,-0.002009+0.0011869i,-0.0025233+0.00017047i,-0.0012307-0.00054024i,0.00017446-0.00038595i,0.0004725-0.0002898i,0.00028983-3.0234e-05i,0.00030632-0.00015217i,5.1072e-05+0.0002289i,-0.00037262+0.00037981i,-0.00027068-0.00024347i,-0.00037974-0.00044089i,0.00017559-0.00012955i,-0.00024078-0.00034944i,-0.00077662-0.00020313i,-0.00089646-0.00012503i,-0.00082329-0.00054376i,-0.00010695-0.00085624i,-0.00028259-0.00041511i,3.3369e-05-0.00035743i,0.00062468+6.772e-06i,0.00020995-0.00014323i,-0.00015659-0.0010243i
-0.0024643-0.0010671i,-0.001393+4.7226e-05i,-0.0021605+0.0012389i,-0.0021159+0.0019136i,-0.00047992+0.0028835i,0.00061133+0.0019239i,0.0012989+0.00035893i,0.0012004+7.9851e-05i,0.00060908-0.000307i,-0.00025369-0.00038002i,-0.00057236-0.00074388i,0.00031306-0.0011122i,0.00011898-0.00031397i,-0.00078174-0.00017541i,-0.00056523-0.00070969i,-0.00088368-0.00088036i,-0.0011714-0.00054483i,-0.0002541+8.5152e-05i,0.00042803-8.9689e-06i,0.00078302-0.00034511i,2.0235e-05-0.0002624i,-0.00093782-0.00019086i,-0.00095091+7.1005e-05i
-0.00042102-0.0012183i,5.9913e-05-0.0022052i,-0.00049734-0.0020467i,-0.0014346-0.00038952i,-0.0010731+0.00047426i,-0.0010531+0.00022713i,-0.00030791+0.00010053i,0.00051766+0.00053006i,0.00020919+0.00034195i,-0.00022908-0.00084409i,-0.00014272-0.00052634i,-0.00054773-8.9035e-05i,-0.00080934-0.0011455i,-0.00079314-0.0012462i,-0.00051536-0.00057531i,0.00014798-0.00048816i,0.00026738-0.00052248i,-0.00052727-0.00046899i,-0.00097102-0.00060734i,-0.0010508-0.00064411i,-0.00086972-0.00072343i,-0.0005313-0.00044797i,-0.00022385-0.00026088i
0.00061162-0.002286i,-8.4029e-05-0.0022533i,-0.0013113-0.0026964i,-0.0011885-0.002577i,-0.0010589-0.0013429i,-0.00084247-0.00015077i,2.9088e-05+7.7996e-05i,0.00043026+3.9069e-05i,-0.00036867-0.00046926i,-0.0011467-0.00051049i,-0.0010785-4.1922e-05i,-0.00078686-0.00036545i,-0.00077189-0.00080464i,-0.00028582-0.00039886i,-9.5744e-05+0.00024238i,3.3567e-05+0.00032859i,0.00059428-0.0001258i,0.00085135-0.0001644i,0.00063202+0.00038111i,0.00058695+0.00081978i,0.00067757+6.3902e-05i,0.00044519-0.0008986i,0.00020394-0.00083299i
0.0001888+0.0041847i,0.0005877+0.0026825i,0.0014497+0.001589i,0.0020194+0.00018521i,0.0020261-0.0012478i,0.0010899-0.0013908i,7.6461e-06+0.00027758i,0.00029817+0.0003173i,0.00047409-0.00082193i,-0.0003342-0.0009272i,-0.0011535-0.00056294i,-0.0019239-0.0005697i,-0.0025612-4.9743e-05i,-0.0017666+0.00045066i,-6.9729e-05+0.00041057i,-6.8071e-05+0.0006882i,-0.00031825+0.00052159i,0.00055716-7.0858e-05i,0.00056838-7.6591e-05i,-0.00026044+9.5327e-05i,-0.00041018+0.00024197i,0.0001024+0.0004637i,0.00023611-7.6137e-05i
-0.00060392-0.00012808i,0.00011424-0.00025579i,0.00077476+0.001245i,0.0010207+0.0010113i,0.0012896-0.00061205i,0.001048-0.0011548i,0.0010427-0.00094584i,0.0015225-0.0012854i,0.0011245-0.0017007i,-0.00024469-0.0011059i,-0.0009223-0.00035995i,-0.00099156-0.00075672i,-0.00031673-0.0015189i,5.264e-05-0.0013924i,-6.0786e-05-0.00055203i,-0.0010217-0.00064009i,-0.0019681-0.0010113i,-0.0011342-0.00075125i,-5.9785e-05-0.00017601i,9.762e-05+1.5958e-05i,6.3039e-05+0.00010076i,1.6236e-05+0.00017791i,-0.00048437+2.4192e-05i
0.00099209-0.001676i,-0.00023919-0.0021021i,-0.0016161-0.0015862i,-0.0017865-0.00022255i,-0.0024944+0.00026567i,-0.0022743+0.00028882i,-0.00087492+0.00053651i,-0.00011762+0.00067412i,-0.00068651-0.00055768i,-0.0016373-0.00074534i,-0.0019608-0.00042263i,-0.0013633-0.00016749i,-0.00027507+0.00023653i,0.00016642+0.00049595i,-8.7686e-05+0.00083259i,-0.00019421+0.00088168i,5.766e-05+0.0003179i,0.0005926-0.00059353i,0.0004247-0.0014159i,0.00032505-0.0016004i,3.6364e-05-0.00093387i,-0.00030467-0.0003028i,-0.00018035+0.00025005i
-0.00099789+0.00075827i,-0.00039263+0.0016788i,-0.00084322+0.0020124i,-0.00040445+0.0017267i,0.0007626+0.0012827i,0.0016023+0.001847i,0.0011343+0.0014592i,0.0002173+0.00056442i,-1.2617e-05+0.00023034i,-0.00040043-0.00029924i,-0.00059917-0.00024485i,-0.00027621-0.00043484i,4.2086e-05-0.00087914i,0.00026566-0.00011293i,0.00017223+0.00026519i,-8.0729e-05-0.00035743i,-2.2738e-05-0.00084151i,-0.00026764-0.00080531i,-0.0004351-0.00040686i,-0.00010291-0.00053782i,-0.0006809-0.00077941i,-0.00064121-0.00044618i,-0.0005102+3.6235e-05i
0.00032553+0.0014715i,0.0010514+0.00092493i,0.0012938-3.5671e-05i,0.0016091-0.0011283i,0.0017347-0.0017317i,0.00076646-0.00092979i,4.9145e-05-0.00017902i,0.00029583+2.0846e-05i,-0.00041884-5.8791e-05i,-0.0013085+0.0001405i,-0.0014227+0.00027621i,-0.0012212-0.00071332i,-0.00025369-0.001552i,0.00035123-0.00062002i,-0.0002323+0.0001191i,-0.00016236-2.8201e-06i,-0.00027142-0.00028778i,-0.00040275-0.00045725i,-8.7679e-05-0.00068957i,-0.00010391-0.00040601i,-4.2441e-05-0.0004354i,0.00038871-0.00038331i,0.0005327+0.00018098i
0.00056093-0.00061135i,0.00024325-0.00052077i,-5.7137e-05-0.00012274i,1.6871e-05-0.00085274i,-0.00061633-0.00047783i,-0.0006502+0.00041886i,-0.00028314-0.00024818i,0.00033743-0.00030945i,0.00015787-0.00031469i,-0.00095647-5.2937e-05i,-0.0010425+0.00045732i,-0.0015204+0.00054665i,-0.0011429+0.00042005i,0.00017139+0.00069158i,0.00018347+0.0012701i,0.00027085+0.00096412i,0.0010758+0.00030857i,0.0010674+0.00049826i,0.00040529+0.00030104i,0.00025681+0.00052741i,0.00030366+0.0010089i,-0.00054848+0.00055619i,-0.0012253+0.00016169i
0.00037544-0.0011613i,4.48e-05-0.00069676i,0.00027611-0.00072585i,0.00069313-0.00067427i,0.00044562-0.00085305i,0.00032974-0.00023898i,0.00027352+0.00066664i,0.00012045+0.00042969i,-0.00029774-8.8842e-05i,-0.0010724+0.0002307i,-0.0014834+6.4004e-05i,-0.00067172-5.6266e-05i,0.0003087+0.0001484i,-0.00011977+0.00035331i,-0.0004074+0.00041532i,-9.8051e-05+0.00015931i,-0.00053878-0.00030031i,-0.00082423-0.00065434i,-0.00052741-3.5366e-05i,-0.00042044+0.00053286i,-0.0006152+0.00089436i,-0.00049191-7.4069e-05i,-0.00011163-0.0010344i
0.0023+0.00037339i,0.002706-0.00098313i,0.0020166-0.0024403i,0.00073834-0.003044i,-0.00031537-0.0032358i,-0.00052099-0.0025172i,-0.00016157-0.00082871i,0.00013153-9.7798e-06i,-4.3476e-05-0.00020351i,-0.00061117-0.00013445i,-0.0016237-0.0004247i,-0.0016357-0.00014823i,-0.00068849+0.00053317i,-0.0002741+0.0010075i,1.7106e-05+0.00093347i,0.00066427+0.00099091i,0.00070304+0.00084159i,0.00049515-0.00023594i,-0.00041464-0.0013354i,-0.0012557-0.0013192i,-0.00026442-0.00083758i,0.00035119-0.0004969i,0.00015051-0.00038269i
-0.0018681-0.00060796i,-0.0010938+4.5126e-05i,-0.0010647+0.00041022i,-0.0007195+0.0017826i,0.00021217+0.002047i,0.0016448+0.00051389i,0.0019649-0.00012296i,0.0011048+0.00017155i,-8.6973e-05+0.00056747i,-0.0010181+0.00032269i,-0.0009024-0.00030646i,-0.00092901-0.00029979i,-0.00080221+6.2332e-05i,-0.00043681+0.00055694i,-0.00054866+0.00088062i,-0.00028693+0.00050212i,-0.00056874+0.00048259i,-0.00098137+0.00027751i,-0.00037785-0.00016276i,6.073e-05-0.00049877i,0.00061263-0.00083472i,0.00037151-6.7437e-05i,-0.00010738+0.00034056i
-0.0014677-0.0010811i,-0.0011022-0.00050865i,-0.00060179+0.00060819i,-0.00086978+0.00043761i,-0.0011406-0.00013703i,-0.00077699-5.9529e-05i,-0.00033609-7.9202e-05i,-0.00053447-0.00023652i,-0.00066314-0.00061572i,-0.00050128-0.00016512i,-0.00014252+0.00060919i,0.00023418+0.00058922i,-0.00019815-0.00022185i,-0.00034393-0.00053866i,0.00027976-0.00045992i,0.00042392-0.00091282i,0.00030318-0.00030321i,-0.00016183+7.3774e-05i,-0.00026871-0.00058868i,-0.00042808-0.00051184i,0.00015488-5.1933e-05i,0.00037027-0.00027305i,-9.1133e-05-0.00077848i
0.0015556-0.0036918i,0.0013705-0.0033304i,0.00078214-0.0032313i,0.00032929-0.0018774i,-0.00055902-0.00074998i,-0.00075018+3.8702e-05i,0.00082633+0.00087801i,0.0021859+0.00080135i,0.00076662+0.00041112i,-0.0011878-0.00039163i,-0.00090168-0.00034233i,-0.00036735+0.00018977i,-0.00021421+0.00076947i,0.00065683+0.001157i,0.0012036+0.00073729i,0.0012902+0.0001349i,0.0007847-0.00037095i,-0.00017491-0.00075327i,-0.00034271-0.00041984i,-0.00077762-0.00029186i,-0.00078126-0.00016646i,-0.00026913+1.0565e-05i,-0.00028218-0.00044251i
0.00071941+0.00075201i,0.0019985+0.00096147i,0.0016705-0.00012124i,0.0004839-0.0019405i,-0.0006117-0.0026433i,-0.00094501-0.0015794i,-0.00020723-0.00017646i,-0.00010733-0.00029852i,-0.00067117-0.0009442i,-0.00088594-0.0010385i,-0.0010649-0.000997i,-0.00085114-0.00022163i,-0.00047981+0.00080909i,-0.00044687+0.0011572i,-0.00042637+0.00063267i,0.00016291+0.00032216i,0.0011152+0.00039626i,0.00081036-0.0002009i,-4.5903e-05-0.0001769i,-0.00044904+0.00040768i,-0.00030853+0.00070407i,0.00056069+9.41e-05i,0.00029471-0.00037846i
0.0017793-0.00064191i,0.0016455-0.00046376i,0.0022404-0.0015226i,0.0025254-0.0021151i,0.0018025-0.0011241i,0.0014442+0.00016343i,0.0013073-0.00026133i,0.0014462-0.00085195i,0.00082785-0.0004793i,-0.00014592-0.00057167i,-0.0002054+2.0843e-05i,-0.00048814+0.00081751i,-0.0010664+0.00095803i,-0.00093119+0.00093508i,-0.0005853+0.00089228i,-0.00078567+0.00065526i,-0.00068953+0.00049935i,5.779e-05-6.8289e-05i,0.00073543-0.00044431i,-2.0012e-05-0.00036592i,-2.1788e-05-0.00028224i,0.00026662-0.00054117i,-0.00011733-0.00082288i
-0.0015195-0.00228i,-0.00082523-0.0018967i,-0.0013264-0.0009883i,-0.0018969+0.00060889i,-0.0016319+0.0016008i,-0.0010683+0.001012i,-0.00016113+0.00040252i,0.00055918+0.00077675i,0.00043321+0.00074621i,-2.1268e-05-0.00017607i,-0.00043658-0.00089892i,-0.00077237-0.0001717i,-0.00020179+0.00020913i,0.00032075+0.00011529i,0.00024017+1.3903e-05i,0.00036869-0.00043037i,7.1517e-05-0.00034686i,-0.00015316-0.00036141i,0.00012829-6.2044e-05i,0.00013845+0.00039802i,-0.00029139+0.00038295i,-0.00099883-5.1987e-05i,-0.00091453-0.0009859i
0.0016352-0.00023606i,0.0020921-0.00018945i,0.0023914-0.00080677i,0.0014863-0.0017489i,0.00036564-0.0015139i,0.00037749-0.00063544i,0.0013407-0.00030186i,0.00092558-0.00053338i,7.624e-05-0.0007577i,-0.00034304-0.00099224i,-0.00051944-0.00049168i,-0.00033222-0.00027096i,0.00068667+0.00010055i,0.0006371+0.00043063i,0.00042037+0.00023216i,0.00065945-0.00021515i,0.00011393-0.00077128i,0.00034569-0.00056298i,0.00073978-0.00031659i,0.00080801-0.00021974i,0.00055143-0.0003097i,0.00056378-0.00029453i,0.00061237-0.00060711i
-0.00030203-0.00042825i,-0.0010223-0.0011969i,-0.0017907-0.00091616i,-0.0015916-3.6414e-05i,-1.2236e-05-5.1495e-05i,0.00087828+0.00038161i,0.0014712+0.00049407i,0.0014873-0.00015614i,0.00027859-0.00033349i,-9.2586e-05+3.3474e-05i,4.7776e-05+6.8988e-05i,-0.00066176-8.4491e-05i,-0.00073802-0.00096529i,-0.00023872-0.0010276i,-0.00018287-0.00046033i,-0.00017802-0.00036647i,-0.00073772-0.00062232i,-0.0010135-0.0013128i,-0.0005914-0.0014821i,0.00020154-0.00088873i,0.00066805-0.00040292i,0.00062951+0.00041888i,0.00046644+0.00095385i
-0.00089085-0.001013i,-0.00031495-0.00049144i,-0.001355-0.00050685i,-0.0022321-0.00051965i,-0.0013309+0.00031122i,8.6406e-05+0.00060541i,0.00069139+0.00098535i,0.00054734+0.0012684i,0.00026244+0.00070522i,0.00027403-3.9543e-05i,-0.00015614-0.00053523i,-3.6601e-05-0.0011062i,-5.9273e-05-0.00087785i,-0.00011372-0.00031938i,0.00042324-0.00055358i,0.00033209-0.0011504i,-0.00045987-0.00036784i,-0.00073665+8.2454e-05i,-0.00076639-0.00022856i,-0.0007706+0.00050276i,-0.00044141+0.0011052i,0.00017623+0.00072623i,0.00063929+4.8976e-05i
0.00018395-0.00096086i,0.00025462-5.5454e-05i,0.00145-7.1494e-05i,0.002276+6.7532e-05i,0.0017397-1.5411e-05i,0.001838+0.00018593i,0.0015469-0.00022738i,0.0013093-0.00070891i,0.0011684-9.2296e-05i,0.00022658+1.2306e-05i,-0.00039404-0.00049609i,-0.00060996-0.00023749i,-0.00062238+9.0705e-05i,-0.00023286-0.00024314i,2.6543e-05-0.00044906i,1.891e-05+3.0508e-05i,-0.00017853-0.00047234i,-2.5728e-05-0.00063165i,-3.6966e-05-0.00045723i,7.6916e-06-0.00072293i,9.6626e-05-0.00048033i,-0.00015765-0.0001029i,-0.00042021-0.00016143i
0.0014142-0.00015878i,0.00096041-0.00034599i,1.0541e-05-0.001811i,-0.00040379-0.0024046i,-0.00079066-0.0020085i,-0.0014451-0.0012067i,-0.00043534-0.00047923i,0.00018288-0.00079564i,-0.00017176-0.0013108i,-0.00045101-0.0013925i,-0.00055917-0.0002954i,-0.00047285+0.0011099i,-0.00050951+0.0012187i,-0.00067582+0.00032056i,-0.0010502-0.00065252i,-0.00048005-0.00028954i,0.00060555+0.00053929i,-5.2854e-05+0.00036388i,-0.00095201-0.00028323i,-0.0008751-0.00045011i,-0.00071096+0.00032853i,-0.0010654+0.00043126i,-0.00075573-0.00025376i
-4.9147e-05+0.0018712i,0.0009395+0.0015873i,0.0022073+0.0020348i,0.0028402+0.0013276i,0.0028297+1.9522e-05i,0.0020235-0.00059685i,0.00091317-3.0116e-05i,0.00060899+0.00057194i,0.00082545-7.5374e-05i,0.00039673-0.00099267i,-4.2292e-05-0.00060864i,-0.00073226+2.7943e-05i,-0.0017529+0.00035494i,-0.0014455+0.00030027i,-0.00059156+0.00024787i,7.3583e-05-8.3308e-05i,0.00010648+9.0133e-05i,8.4051e-05+0.00023161i,0.00047378-0.0008014i,-6.14e-05-0.00086738i,-0.00035887-0.00029553i,4.9366e-05+6.7046e-05i,3.9631e-05-0.00013091i
-0.0018307+0.00058944i,-0.0011076+0.00085263i,-0.00047928+0.0021895i,0.00039976+0.0017935i,0.0014109+0.00015095i,0.0011357-0.00046818i,0.00064796-0.00023827i,0.00022673+7.7811e-06i,-0.00068884+7.2959e-05i,-0.00071191-0.00037537i,-0.00020945-0.00056426i,-0.00020994-0.00038833i,-0.00075401-0.00031799i,-0.0013605+0.00014159i,-0.0010232+0.00062209i,0.00018365+0.00034205i,-0.00020172+6.9181e-05i,-6.7214e-05+0.00075527i,0.00047656+0.0011274i,0.00049331+0.00086986i,0.00041749+0.0011176i,-0.00022652+0.00082454i,-0.00057125+3.6989e-05i
0.00058344-0.0017938i,0.00062682-0.003247i,-0.00029217-0.0043511i,-0.00010243-0.0034037i,0.00056103-0.0016249i,0.0010668-0.00027414i,0.0012027+0.0012532i,0.0013217+0.00093717i,0.0013214+4.0127e-05i,0.00042406-0.00043195i,-0.000153-0.00055339i,-3.0583e-05-5.6563e-05i,0.00050189+0.00038998i,0.00053093+0.00034517i,1.983e-05+0.00032788i,-3.1165e-05-5.6886e-05i,0.00024343-0.00098313i,0.00040826-0.0012392i,0.00027517-0.001135i,-0.00025514-0.00075698i,-0.00044863-9.1933e-05i,0.0001976+0.00043001i,0.00040256+6.1585e-05i
-0.00031068-5.0885e-05i,-0.00039129-0.0002525i,0.00095146+0.00036258i,0.0011859+0.00030488i,0.0006091+6.1655e-05i,0.00089634+3.9216e-05i,0.00051778-0.00039686i,-0.00031224-0.00051178i,-0.00048064-0.00088596i,-0.00080679-0.00053764i,-0.0010755+0.00025887i,-0.00073163+0.00047676i,-3.0799e-05+0.0002506i,0.00031149+0.00025215i,0.00066343+0.00014753i,0.00079819-0.0004363i,0.0004336-0.00065949i,9.6591e-05+0.00041043i,-8.8999e-05+0.00068718i,-0.00032063+0.00019224i,-0.00053907-0.00061058i,-0.00066713-0.0011972i,-0.00075103-0.00080471i
