-0.0017607+0.00059019i,-0.0001784-0.00077423i,0.0012421-0.0028261i,0.002626-0.004173i,0.0021698-0.0045852i,0.00027892-0.0025846i,-0.00029994+0.00025185i,0.00030155+0.00085986i,0.00046505+0.00018405i,0.00046947-0.0001776i,7.4172e-05-0.00068281i,-0.00060406-0.00085606i,-0.001085-0.0009199i,-0.0013808-0.00063096i,-0.0011318-0.00017495i,-0.00047815+0.00045945i,-9.8055e-05+0.00066051i,-0.00032784+8.38e-05i,0.00016893+7.0716e-05i,0.00056013+0.00046591i,0.00043384+0.00076326i,0.00060422+0.00015381i,0.00041848-0.00082936i
0.00015333+0.00016336i,0.00086741+0.00032723i,0.0025917+0.00010512i,0.0049151-0.0022181i,0.0039176-0.0029399i,0.00090443-0.0021193i,-0.00045851-0.0011446i,-0.00067165-0.00092363i,-0.00022833-0.00093382i,0.00022665-0.00035853i,0.00013433-0.00028843i,-0.00024459-0.0010004i,-0.00052266-0.00052325i,-0.0008635+0.0005496i,-0.0010784+0.0004152i,-0.00055967-8.0877e-05i,-0.0005433-0.00036603i,-0.00085872-0.00025327i,-0.00081085+0.00013066i,-0.00060452+2.9989e-05i,-0.00025754-0.00038991i,0.00010119-0.00041429i,0.00057679+0.0003596i
-0.0003548-0.00074013i,0.00034105-0.00068141i,0.0024311-0.00041307i,0.0042158-0.00097841i,0.003117-0.0019829i,0.00123-0.00097394i,0.00024369+0.0002875i,6.6373e-05-0.00017996i,0.00028945-0.00095306i,1.7957e-05-0.00078123i,-0.00026257-0.00026806i,0.00031995+0.00025629i,0.00098719+0.00089009i,0.00052335+0.00048661i,-0.00055712+0.00022799i,-0.00072053-7.6337e-05i,-0.00024189-0.00019442i,5.4362e-06-0.00019949i,-0.00022895-0.00027031i,0.00011865-0.00026298i,-0.00018871-0.00017121i,-0.00065557-0.00028427i,-0.00059816-0.00078797i
-0.00018039-0.00030958i,0.0012777-0.00067824i,0.0034107-0.00090373i,0.0049715-0.002114i,0.0033302-0.0025781i,0.0001711-0.0019385i,-0.00092781-0.00096978i,-0.00026511-0.00015252i,0.00015314+0.00020701i,0.00049116+0.00033954i,0.00042901+0.00012202i,-0.00023733+0.00010228i,-0.00044468+0.00024325i,-0.00040308+0.00028244i,-0.00021191+0.00014531i,-0.00020874+0.00066987i,-0.00046548+0.0010783i,-0.0010887+0.00089404i,-0.0010247+0.00098856i,-0.0004337+0.0011406i,-0.00019198+0.00031978i,-0.00032824-0.00049009i,-0.00048362-0.00053327i
0.0007621+0.00066286i,0.0010519-8.9941e-05i,0.0039837-0.001729i,0.0060558-0.0039357i,0.0046922-0.0045426i,0.0015274-0.0028598i,-0.00020599-0.0015857i,0.00034542-0.00088221i,0.00072321-0.00044681i,0.00024508+4.5468e-05i,-0.00040482+0.0002259i,-0.00045433+8.2185e-05i,-0.00060589+0.0001641i,-0.00082767+0.00061433i,-0.00069499+0.00097401i,-0.00062188+0.0010216i,-0.00081861+0.001406i,-0.00032167+0.0010421i,-0.00020219+3.0965e-05i,0.00013249-0.00010762i,0.00092184+0.0003762i,0.00066796+0.00034292i,0.00024583-1.4793e-05i
0.0018023+0.0014884i,0.0025409+0.0018896i,0.0040932+0.0014744i,0.0052355-0.0014414i,0.0040209-0.0036556i,0.00068036-0.0031086i,-0.0013666-0.0012479i,-0.0014446-0.00019057i,-0.00044097-0.00014846i,-3.2046e-05-0.00012406i,-0.00028903-0.00027455i,-0.00028552-0.00072715i,-0.00026225-0.00071277i,-2.186e-05+0.00015699i,-0.00012622+0.00087713i,-0.00061692+0.0007436i,-0.0010294+0.000172i,-0.0009066+0.00020121i,-0.00069773+0.00052739i,-0.00074776+0.00010696i,-0.00034093+0.00026316i,7.6056e-05+0.00039706i,-3.6533e-05-5.7894e-05i
0.0017435-0.00070599i,0.0018639-0.00022537i,0.0026646-0.00049714i,0.0042966-0.002511i,0.0032261-0.0039467i,0.00061741-0.0022416i,0.00022989+0.00025996i,0.00089197+0.00069355i,0.0013012-0.00034862i,0.0010873-0.0011869i,0.00056476-0.00097153i,0.00060393-0.00017374i,-0.00024814+0.00048069i,-0.0010426+0.00075434i,-0.00091831+0.00023978i,-0.00062736-0.00033274i,-0.00044805+0.00019296i,-0.00117+0.00036057i,-0.00092759-0.00040877i,-0.00025516+2.1665e-05i,-0.00014077+0.00083513i,-0.00016979+0.00020961i,0.00026241+0.00015499i
-0.0004362-0.00017787i,0.00081762+3.972e-05i,0.0026454-0.0002307i,0.0051812-0.0019066i,0.0045444-0.0027442i,0.0021961-0.0012632i,0.0012996+0.00054334i,0.00066025+0.00018004i,3.3858e-05-0.00058724i,-5.7488e-06-0.00073262i,0.00011714-0.00079531i,-0.0006968-0.00051183i,-0.00039096-0.00063421i,0.00057128-0.00062272i,-2.5792e-05+0.00030113i,-0.00038588+0.00053109i,2.9475e-05+0.00021257i,3.9454e-05+0.00056682i,3.329e-05+0.0011464i,-9.7033e-05+0.00051841i,-0.00046651-0.0010128i,-0.00079979-0.00095106i,-0.00089899-0.00035254i
0.00093471+8.6282e-06i,0.0013957-0.00025874i,0.0035135+0.00038084i,0.0053652+0.00013316i,0.0041912-0.00089321i,0.0017951-0.00079123i,-0.00026375-0.00026158i,-0.0012707-2.0921e-05i,-0.0010175-1.7854e-05i,0.00029594-0.00064174i,0.00066772-0.0010864i,-0.00018706-0.00085828i,-0.00043594-0.00046421i,-0.00059247-0.00034596i,-0.00053007-0.0010829i,0.00010342-0.00021671i,0.00016348+0.00041304i,-0.00078473-0.00021359i,-0.0010059+0.00027597i,-0.00055287+0.0009021i,0.00023327-4.2163e-05i,0.00075928-0.00047315i,-3.0109e-06-0.00010324i
0.0015824-0.0010844i,0.0032631-0.00090361i,0.0048702-0.00077167i,0.0054816-0.002486i,0.0038538-0.0028839i,0.0012758-0.0013882i,0.00019819-0.00042683i,-1.8646e-05-0.00033521i,7.7024e-05-0.0005667i,0.00066493-0.00047796i,0.00075658-0.00079138i,0.0010031-0.00083497i,0.00066681+2.7891e-05i,1.5037e-05+0.00056588i,-0.00032826+0.0014876i,-0.00056482+0.0018386i,-0.00094057+0.00093704i,-0.0012665+5.6679e-05i,-0.00056541-0.00035916i,-6.0295e-08+0.00024906i,-0.00039131+0.0011328i,-0.00056109+0.00030029i,0.00019112-0.00044086i
-0.0010127-0.00023745i,0.00029808-0.00049505i,0.0036518-0.00019465i,0.0050697-0.001121i,0.0041545-0.0022808i,0.0022825-0.0016374i,0.0009816-0.0005421i,0.00062825+0.00014779i,0.00060077-0.00058551i,0.00080803-0.00085918i,0.00049427-0.0006844i,-0.00014694-0.0010372i,-0.001235-0.00059136i,-0.0016931+0.00020582i,-0.0011617+0.00069863i,-0.0011589+0.00057615i,-0.001034-0.00037775i,0.0003232+0.0001098i,0.00046963+0.0013036i,-0.00023771+0.0013448i,0.00032776+0.00040166i,0.00088795-9.3979e-05i,0.0011104-0.00026398i
-0.0016756-0.00010786i,0.0014648-0.00071247i,0.0039749-0.0008206i,0.004722-0.00056873i,0.0038918-0.0007105i,0.0024603-0.0011442i,0.0019-0.0013239i,0.0011652-0.0011426i,0.00031971-0.00087169i,0.0010831-0.00061876i,0.0014008-0.00061184i,-0.0002106+5.0526e-05i,-0.00058462+6.3392e-05i,-7.3943e-05-0.00040782i,-0.00047925-0.00075402i,-0.00048518-0.00056269i,-0.00060359-0.00016569i,-0.00082266-1.7777e-05i,-0.00054722+0.0003304i,-0.0004006+9.8179e-06i,0.00018857-1.2519e-05i,0.00041476+0.00027271i,0.00046021-0.00044381i
0.00022917+0.0004211i,0.0020344+0.0013196i,0.0041242+0.0027265i,0.0052109+0.0016656i,0.0041712+0.00011239i,0.0025015-0.00036719i,0.000849+0.00032873i,-0.00028359-3.2322e-06i,-0.00025623-0.00035292i,-0.00040358+0.00022792i,-0.00047529-0.00043855i,-3.5537e-05-0.00061741i,-0.00045597-0.00037159i,-0.0010677-0.00047532i,-0.001106+0.00010972i,-0.00040546+0.00015347i,-0.00019795-0.00015116i,-0.0013543+0.00024624i,-0.00092268+0.00095938i,-0.00019461+0.0013825i,-0.00030859+0.00082255i,-0.00021231+9.4425e-05i,0.00045545-0.00044629i
5.5709e-05-0.00030451i,0.00066453+1.9153e-05i,0.0040728-0.0014031i,0.0060777-0.0034384i,0.0042088-0.0034216i,0.0011334-0.0019834i,-9.4732e-05-0.0018014i,3.945e-05-0.0016893i,0.00068304-0.00030761i,0.0013964+0.00031589i,0.00064411+0.00020315i,0.00014078-0.00015009i,-0.00010062-0.00028927i,-0.00058239+0.00028978i,-0.00069543+0.00088521i,-0.00021588+0.0017906i,8.7077e-05+0.0013504i,0.00017944+0.00092281i,-6.7863e-05+0.0013351i,-0.00079003+0.00082771i,-0.00099994+0.00024537i,-0.00031848+0.00021884i,0.00017199-0.00072615i
-0.00058465-4.0739e-05i,0.00025737-0.00056543i,0.0023687-0.0013107i,0.0038292-0.0035123i,0.0033037-0.0041772i,0.00084995-0.0021926i,-0.0014039-0.00048555i,-0.0015811-0.00034674i,-0.00048001-0.00017985i,0.00040764+0.00090971i,0.00031676+0.00085798i,0.00010867+0.00025425i,0.00022085+7.5824e-05i,-0.00016723-0.00014582i,-5.7906e-05+0.0003281i,0.00045235+0.00035149i,-0.00036339+0.00028699i,-0.00093656+0.00042284i,-0.00048429-0.00011759i,-0.00068701-0.00010288i,-0.00017169+4.6568e-05i,7.9841e-05-0.00024977i,-5.6214e-05-0.00055355i
0.0021842+0.00082405i,0.001871+0.0013281i,0.0043361+0.00088398i,0.0061771-0.00054956i,0.0038125-0.0016236i,-9.0318e-05-0.00080742i,-0.00099521+0.00048161i,-0.00022703+0.00054465i,0.00047233-0.00044578i,0.00045185-0.0011531i,0.00036164-0.00092154i,-8.5877e-06-0.00054427i,0.00046849-0.00035673i,0.0008575+0.00030352i,-5.9536e-05+0.0012062i,-0.00065297+0.00108i,3.7232e-05+0.00013337i,0.00072316-0.00062208i,0.00064889-7.9006e-05i,-0.00028609+0.00068663i,-0.00040227-9.8027e-05i,-7.5597e-05-0.0006643i,-0.00020954-0.00016973i
0.00085721-0.00084772i,0.0020337-0.00031405i,0.0037197-0.00091456i,0.0044542-0.0021707i,0.0032861-0.0029774i,0.00068176-0.001595i,-0.00042961-0.00033824i,5.4856e-05-0.00067277i,0.00048014-0.00078324i,0.00033996-0.00087259i,-3.6133e-05-0.00070774i,-0.00062222-0.00029779i,-0.00047925-0.00038492i,-9.2293e-05+8.9287e-05i,2.0094e-05+0.00011685i,4.9279e-05-0.00050083i,6.1987e-05-0.00028194i,-0.00032836+0.00042816i,-0.00057861+0.00089521i,-8.0718e-05+0.0013959i,1.5771e-07+0.0018286i,2.3467e-05+0.0015612i,5.1599e-05+0.00067083i
-0.0004424-0.00021749i,0.0016192+0.00059082i,0.0045409+3.0522e-05i,0.0060795-0.0020375i,0.0043597-0.0033563i,0.00092351-0.0019532i,-0.00049003-0.00023002i,-2.8235e-05+7.172e-05i,-0.00024153-0.00045748i,-0.00046931-0.00050539i,3.6541e-05+0.00013281i,-0.00020085+3.5973e-05i,-0.00054991+0.00076254i,-0.00022429+0.001357i,-0.00036849+0.0004534i,-0.0014495+0.00034263i,-0.0014767+0.00058733i,-0.00052535+0.00064095i,-0.00050834+0.00049069i,-0.00033966+1.43e-05i,-0.0001021-0.00056619i,0.00019938-0.0012823i,-9.6758e-05-0.00088591i
-0.00078832+0.00025167i,0.00057695+0.00018238i,0.0015248-0.0006928i,0.003063-0.0012234i,0.0032188-0.0013815i,0.0012141-0.00076752i,-0.00018836+8.8997e-05i,-0.00059+9.1379e-05i,7.4926e-06-0.00015882i,-7.2373e-05-0.00017397i,0.00015105-4.899e-06i,0.00020796+0.0002667i,-0.00054156-0.00013236i,-0.00049038-0.00066082i,-0.00017387-0.00051673i,-1.6626e-05-0.00038899i,-0.00018007+0.00017025i,-0.00069801+0.00068705i,-0.00050554+0.0010258i,-0.00014541+0.0008785i,0.0001225+0.00012892i,-6.0057e-05-0.00019706i,-0.00022386-0.00028676i
0.00061404+0.00027313i,0.00056482+0.00029836i,0.0033628+0.00013833i,0.0054595-0.00090856i,0.004493-0.0023533i,0.0016732-0.0018163i,0.00011362+2.4621e-05i,9.3468e-05+0.00083628i,0.000273+0.00085712i,0.00071669+0.00030379i,0.00060069-0.0004347i,-0.00031908-0.00067062i,-0.00010722-0.00057168i,-1.6004e-05-0.00011133i,-0.00053639+0.00017164i,-0.00062388-0.00022654i,-0.00057157+0.00030659i,-0.00030681+0.00098999i,-0.0002242+0.00037115i,-0.00042833+0.00063799i,0.00033+0.00083812i,0.0008612+0.00097192i,-0.00018992+0.0012938i
-2.1541e-05-0.0013209i,0.0018192-0.0014144i,0.0039226-0.00096912i,0.0055373-0.0017622i,0.0043765-0.0016472i,0.0021624-0.00079672i,0.0016303-0.00074552i,0.0012637-0.0011786i,-0.00011118-0.00047651i,-0.00097858+3.5467e-05i,-0.00049044-0.0004224i,-0.00010568+1.0842e-05i,0.00021347+5.4788e-05i,0.0003115-0.00030541i,-0.00011618-4.9243e-05i,-0.00043409+0.00032875i,-4.713e-05+0.00042933i,-0.00013228+0.00027433i,-0.000556-0.00024992i,-0.00044324-0.00018841i,-4.407e-05+1.9472e-05i,-0.00037029+0.00019798i,-0.00078524+5.8605e-05i
-0.00023256+0.0004342i,0.0018931+0.00025179i,0.0054043+0.00061293i,0.0064611-0.00019307i,0.0044471-0.001362i,0.0012262-0.0017135i,0.00041488-0.0011286i,0.00080358-0.00038183i,-0.00014972-0.00020548i,-0.00085121-0.00082363i,-0.0002043-0.0011896i,-0.00028808-0.0012577i,-0.00057547-0.00015409i,-0.0008734+0.0011268i,-0.0015186+0.00097383i,-0.0012112+0.00074236i,-0.00025802+0.00060817i,8.8526e-05+0.00055154i,0.00024505+0.00066824i,-0.0001082+0.00056235i,-0.00077745+0.00035082i,-1.4295e-06+0.00046295i,0.0010191+0.00064836i
0.0005484+0.00017128i,0.0017627+0.0002964i,0.0039223-0.00052098i,0.0053194-0.0015056i,0.0031731-0.0019513i,0.0006481-0.0014408i,8.2247e-05-2.9212e-05i,0.00036337+0.00064079i,0.00077417+0.00062317i,0.0011788+0.00012353i,0.0010676-0.0007703i,0.0001116-0.00040207i,-0.00083795+7.5597e-05i,-0.001737+0.00012537i,-0.0019013-6.9628e-05i,-0.00076901-0.00033741i,-0.00040941-0.00017641i,-0.001122+0.0002072i,-0.0013747+0.0003391i,-0.00072076+0.00033422i,-0.00037854+0.00030271i,-0.00060211-0.00020762i,2.3175e-05-0.00025906i
-0.00031613+0.00050507i,0.00063278+0.0012659i,0.0034865+0.00095336i,0.0066938-0.00029604i,0.0054734-0.0021664i,0.0020938-0.0023607i,0.0005283-0.00060794i,0.00027242-2.46e-05i,-4.7354e-05-0.00058012i,0.00013656-0.0012654i,0.00074515-0.000767i,0.00075085-0.00014158i,0.00074125-0.00027764i,0.00033198-0.00052866i,-0.00036535+0.00020164i,-9.015e-05+0.00029766i,0.00019024+0.0004253i,-0.00016317+0.00025747i,-0.00024859-0.00014933i,5.4287e-05+1.9294e-05i,-0.00085909+6.5349e-05i,-0.0010739+0.0001444i,-0.00028684-0.00010937i
0.001375-0.00039584i,0.0017108+0.00049617i,0.0033891+0.00073555i,0.0042818-0.00058078i,0.0026287-0.0015954i,0.00030741-0.0011067i,-8.2282e-05-0.00095821i,0.00035296-0.00074276i,-9.5922e-05+2.2797e-05i,-0.00071136+0.00088874i,-0.00092159+0.00058797i,-0.00081619-0.00016563i,-0.00026769-0.00013294i,-0.00053405-0.00032813i,-0.00074265-0.00033862i,-0.00037237+0.00053086i,-0.00051171+0.0008634i,6.5289e-05+0.00035592i,0.00078051+0.00060968i,0.00064236+0.001084i,-0.00010258+0.0015153i,0.00020167+0.0010521i,0.00092738+0.00014199i
-0.00011577+0.0018949i,0.00090301+0.0021632i,0.0037372+0.0023997i,0.0053305+0.00039419i,0.0041728-0.0022167i,0.0015468-0.0026916i,0.00047026-0.0009144i,0.00017843+0.00039222i,2.2633e-05+0.00013502i,0.00060466-0.00049312i,0.0010063-0.00089906i,0.00032688-0.001162i,7.7613e-05-0.00088186i,-0.00024821-9.3938e-05i,-0.00043565+0.00025095i,-0.00074246+0.00033777i,-0.0012377+0.00052427i,4.0814e-06+0.00069469i,0.00043552+0.00027767i,0.00018095-0.00050758i,0.00042187-3.998e-05i,0.00050032-0.00014657i,0.00079939-5.468e-05i
0.0008804+0.00038269i,0.0019376+0.0014069i,0.0027919+0.00071049i,0.0045006-0.0013269i,0.0039068-0.0027561i,0.0015096-0.00095827i,-0.00035941+0.0011503i,-0.00076476+0.0011087i,0.0002377+0.00075856i,0.00087063+0.00046515i,0.00083022-3.1967e-05i,0.00060646-2.1055e-05i,8.6026e-05+0.00080936i,-0.00031818+0.00090537i,-0.00057591+0.00041262i,-0.00068141+0.0002548i,-0.00019436+0.00087028i,-0.00057731+0.0010915i,-0.00034754-1.5872e-05i,0.00024569-0.00013256i,-0.0006986+0.00028432i,-0.0011994-0.00059666i,-0.00040722-0.00051427i
0.0014978-0.00034367i,0.0021345+1.4287e-05i,0.0034165-0.0010166i,0.0038903-0.0031359i,0.0029049-0.003841i,0.00084541-0.0020064i,-0.00056277-0.00063152i,-0.00026627-0.0010888i,0.00043309-0.0013599i,0.00038759-0.00083833i,1.0201e-05-0.00033629i,0.00022931+0.00025946i,9.0262e-05+0.00084669i,0.00013659+0.001214i,0.0004185+0.0012987i,-4.1335e-05+0.00075387i,-0.00069882+0.00042841i,-0.0011904+0.00078083i,-0.00076183+0.00095438i,0.0003371+0.00083127i,0.00015056+0.0004874i,-8.8634e-06+0.00016523i,0.00062364-0.00020132i
-0.00072837+0.00024668i,0.00095759+0.00068934i,0.0038703+0.00057408i,0.005428-0.00099898i,0.0036286-0.0016106i,0.0014784-8.5178e-05i,0.0004588+0.00045683i,-0.00053911-0.00026929i,-0.00052616-0.00052821i,0.00063275-0.00072917i,0.00079226-0.00076237i,0.00076326-0.00018892i,0.00052207-0.00010992i,-0.0003524-0.00010072i,-0.00096483-0.00023658i,-0.00082064-0.00061099i,-0.00082048+0.00044506i,-0.0010637+0.00061598i,-0.00066547+0.00033079i,-0.00016149+0.00060815i,9.0931e-05+0.00059204i,-0.0007831+0.00054261i,-0.0014441+0.00054454i
0.00033622+0.00011967i,0.0020441+0.0011397i,0.0053138-0.001063i,0.0061878-0.0025641i,0.0031535-0.0027363i,0.00040966-0.00098439i,0.00013748+0.00031257i,0.00045661-0.00021009i,0.00013663-0.00078254i,-0.00012225-0.0006992i,-0.00084585-0.00017613i,-0.0012535-2.1063e-05i,-0.00053901-9.5285e-05i,0.0005246+0.00020328i,0.00055347+0.00034197i,-0.00015742+0.00046494i,-0.00031058+0.00028603i,2.3814e-05+0.00031065i,-0.00060284+0.000628i,-0.00084312+0.00072553i,-0.00030327+0.00043406i,-0.00023182-0.00017068i,0.00025145-0.00049703i
0.00055002+0.00076293i,0.0013159+0.0011634i,0.0044106-0.0001211i,0.0069438-0.0014952i,0.0056934-0.0027389i,0.0027275-0.0012345i,0.00103+0.00027753i,0.00037931-0.00018138i,-4.5136e-05-0.00070007i,0.00042466-0.00055026i,0.00024545-0.00031842i,-0.00030663-0.00090587i,-0.00013644-0.001003i,0.00010417-0.00012494i,0.0004895-5.4638e-05i,0.00020496-1.2057e-05i,4.3994e-05+0.00060888i,-3.3271e-05+0.00069556i,-0.00088536+0.00085021i,-0.0013253+0.00065054i,-0.0004152+0.00010733i,0.00020083-0.0005812i,0.00076286-0.00076113i
-0.00068083+0.0006734i,0.00024748+0.00090916i,0.0036088+0.0006177i,0.0060105-0.0002411i,0.0040633-0.0019408i,0.00082205-0.0023114i,-0.00018911-0.0010207i,-0.0004805-0.00077792i,-0.0007702-0.0012008i,-0.00035872-0.00082422i,-0.00018552-0.00016635i,-0.0007188+0.0006246i,-0.0013437+0.0005981i,-0.0011659+0.0001282i,-0.00071994+0.00048871i,-0.00067668+0.0012383i,-0.00051918+0.0012532i,-3.808e-05+0.0010339i,-3.4225e-05+0.0010929i,-0.00060364+0.00060847i,-0.0012569-3.0056e-05i,-0.00032116+0.00027944i,0.00012117+0.00062267i
-0.00047428+0.00023724i,0.0019746+0.0013281i,0.0037396+0.0025i,0.0049435+0.0012989i,0.0041395-0.00098897i,0.0018717-0.00099331i,0.00056588-0.00017223i,-1.8917e-05-6.4664e-05i,0.00014978-0.00031639i,-3.3151e-06-0.00084536i,0.00027274-0.0008129i,0.00077373+0.00065164i,-0.00013385+0.001452i,-0.00083614+0.00088376i,-0.00072384+0.00071209i,-0.00047802+0.0006804i,-0.00037276+0.0011299i,-0.00024556+0.00095916i,-0.00023842+0.0002781i,-0.00031435+0.00081459i,-0.00017738+0.0011894i,0.00018394+0.0008695i,0.00070154+0.00039715i
0.00053357+0.0011643i,0.0019338+0.00052853i,0.0043925+9.1755e-05i,0.0068896-0.00073789i,0.0056787-0.0017739i,0.0015843-0.0023972i,0.00025312-0.0017975i,0.00074173-0.00085827i,-8.1028e-05-0.00037641i,-0.00081113+8.7804e-05i,-1.2326e-05-0.00011382i,0.00036516+0.00017832i,0.00019235+0.00028216i,2.1091e-05-0.00030533i,0.00032241-0.00019978i,0.00088467+0.00057457i,0.00029283+0.000214i,-0.00045743-0.00074698i,-0.00013323-0.00034732i,-0.00036521+0.00032986i,-0.00027955+0.00017509i,0.00025884-3.5937e-05i,7.8342e-05+0.00016086i
9.5977e-05-0.00069575i,0.0009693+6.8275e-05i,0.0032548+0.00028996i,0.00559-0.00042815i,0.0048877-0.00074618i,0.0026534-0.00015897i,0.0014587-0.00044954i,0.00056835-0.0011642i,0.00048766-0.0010844i,0.00064323-0.0001019i,-0.00011016+0.00015797i,-0.0010894-0.00051596i,-0.00098879-0.00042441i,-0.0008928-0.00027067i,-0.00078625-9.057e-05i,-0.00016594+0.00037191i,0.00016843+0.00021239i,6.5549e-05+0.00035962i,0.00025749+0.0002669i,-0.00012804-0.00023012i,-0.00013385-0.0010648i,0.00050761-0.0011059i,0.00058171-0.00053397i
0.0019423+0.000299i,0.0021241+0.0010452i,0.0046918-4.1339e-05i,0.006082-0.0023005i,0.003865-0.0033318i,0.001019-0.0018621i,-0.00036426+8.1325e-05i,-6.9046e-05+0.00089234i,4.2586e-05+0.00093742i,0.0002762+0.00012816i,0.00023586-0.00068912i,-0.00055216-0.00058193i,-0.00016415+5.6431e-05i,0.00047156+0.00077635i,0.00052156+0.00076073i,0.00079783+0.00049654i,0.00010657+0.0003636i,-0.00020707-6.1195e-05i,-0.00031211-0.00011655i,-0.00089788+0.00030533i,-0.00013581+0.00041759i,0.00043468+0.00081264i,8.8489e-05+0.00060985i
0.00015381+7.6886e-05i,0.00065745+0.00092863i,0.0033395+0.0014598i,0.0056509+1.5162e-05i,0.004399-0.0019312i,0.00055492-0.0017607i,-0.0010922-0.0010127i,-0.00068449-0.0011658i,-0.00062421-0.0006069i,-0.00024117-0.0005858i,-0.00010552-0.00067884i,-0.00077351-0.00043594i,-0.0003599-0.00031006i,3.8043e-05+6.8994e-05i,-0.00024312+0.00013279i,-0.00043521-0.00019289i,-6.4411e-05-5.8452e-05i,0.00077281+0.00053975i,0.0008051+0.00018578i,0.00014521-0.00068738i,-0.00047715-0.0007435i,-0.00061702-0.00086334i,-3.8316e-05-0.00095327i
0.00016418+0.0015309i,0.0012769+0.0014085i,0.0045262+0.00041625i,0.0065211-0.0018926i,0.0049271-0.0034447i,0.001317-0.0019137i,-0.00079952-0.00090985i,-0.0006218-0.00099757i,0.00020466-0.00061523i,0.00033236+4.9295e-05i,-0.000603-1.5342e-06i,-0.0011459-0.0001567i,-0.00053722+9.3904e-05i,-0.00062524+0.00064505i,-0.00095105+0.00091113i,-0.001392+0.0009532i,-0.00078344+0.00052496i,0.00019307+0.00010755i,-0.00024955-0.00024382i,0.00025528-0.00018277i,0.00053346+0.00035772i,5.2107e-05-0.0003559i,3.8465e-05-0.0004594i
0.00025864-0.00022988i,-2.7567e-05-0.0012015i,0.0012731-0.0014657i,0.0026923-0.0018883i,0.0033962-0.0019248i,0.002386-0.00060682i,0.00058137-0.00022906i,0.0001792-0.00080519i,0.00062928-0.00088088i,0.00092219-0.00090082i,0.0011503-0.00145i,0.00063643-0.001182i,-0.00030706-0.0002896i,-0.00077123-2.2458e-05i,-0.00076774+0.00064491i,-0.00040951+0.00063035i,-0.0003211+0.00036359i,-0.0011601+0.00044013i,-0.0010778-0.00018927i,-0.00069508-0.00031371i,-0.00068145-0.00031242i,-0.00054402-0.00039397i,0.00010375-0.00017904i
0.001166-0.0010848i,0.0018547-0.0011198i,0.0034233-0.0017079i,0.0049384-0.0028942i,0.0044194-0.0032583i,0.00094675-0.00096495i,-0.0011533+0.00028321i,-0.0009295-0.00027301i,-0.00018189-0.00070894i,0.00062657-0.00086432i,0.00068731-0.00056173i,0.00070169-9.9108e-05i,0.00044775+0.00019152i,0.00019884+0.00014715i,0.00050827+4.5587e-05i,0.00072656+0.00035794i,0.00022272+0.00038489i,-0.0005506+0.00030234i,-0.00039216+0.00069531i,-0.00051779+0.00045283i,-0.00072315-0.00032994i,-0.00044982-0.00045544i,0.00023477-0.00032634i
0.0018886-0.00043151i,0.0036257-0.00025579i,0.0044894-0.00068799i,0.005607-0.001893i,0.0046342-0.0021733i,0.002543-0.0012444i,0.0012342+0.00019239i,0.0003152+0.00014055i,-0.00014404-0.00033914i,-0.00040648-0.00015868i,-0.00023867-0.00024535i,7.6366e-05-0.00016665i,0.0002541-0.00020369i,-0.00014049-0.00042227i,-0.00059198-0.00010605i,-0.00057931+0.00016775i,-0.0005916+0.00069393i,-0.00020569+0.0010209i,-0.00029874+0.0012521i,-0.00062856+0.00096931i,-8.1656e-05+0.00068862i,0.00015813+0.00060358i,0.00020714+0.00030429i
-0.00011329+0.0012038i,0.00071557+0.0024291i,0.0034156+0.0020878i,0.0057753+0.00071417i,0.0045142-0.0013714i,0.0014676-0.0014567i,-0.00042823-0.00029601i,-0.00062633-0.00021676i,-0.00039232-2.098e-06i,1.4125e-05+0.00014694i,0.00030605+0.00019748i,-0.00040192-5.4089e-05i,-0.00089168-0.00069352i,-0.00072392-0.00090043i,-0.00033643-0.0004937i,-0.00018657+0.00051696i,-0.00052662+0.0010442i,-0.00082814+0.00095047i,1.3931e-05+0.00076968i,0.00021271+0.00027312i,-0.00073038+4.1363e-05i,-0.00041881+2.9635e-05i,0.00055808+0.0010391i
0.00083745+0.0020069i,0.0012435+0.0028303i,0.0039835+0.0019453i,0.0061347-0.00024285i,0.0042313-0.0019912i,0.00065878-0.001467i,-0.00041317+0.00044226i,-0.00077703+0.00050428i,-0.00017081+0.00037462i,0.0005326+2.6067e-05i,-0.00015-0.00075646i,-0.00020771-0.00090436i,5.2454e-05-0.00019262i,-4.3216e-05+0.00044044i,0.00012004+0.00074042i,-1.8543e-05+0.001166i,-1.638e-05+0.0010789i,7.5334e-05+0.00086165i,-0.00058344+0.0010558i,-0.00098425+0.0006808i,-0.00076373-0.00024149i,-0.00042849-2.2134e-06i,-0.00046551+0.00046995i
-0.0015156+0.00043484i,-3.1319e-05+0.00020409i,0.002896+0.00033584i,0.005508-0.00022364i,0.0045692-0.0013898i,0.00083108-0.0017545i,-0.00089138-0.0014077i,-0.0006767-0.00092007i,0.00011868-0.00058641i,0.00047571-0.0014536i,0.00045756-0.0011974i,0.00046444+2.2218e-05i,0.00017133+0.00025319i,-0.00033119+0.00047926i,-0.00023671+0.00073879i,-0.00042061+0.00085086i,-0.00089154+0.00064274i,-0.00086436+0.00055616i,-0.00051405+0.00052144i,-0.00025513+0.00054572i,-0.00012352+0.00032122i,-0.00024317-0.00076807i,-0.0002001-0.001116i
