0.00029116+0.00014099i,-0.00011679-0.00076526i,0.00054933-0.0024682i,-0.00017667-0.0025054i,-0.0011571-0.0011436i,-0.00097237+0.00037032i,8.9319e-05+0.0018948i,0.00045889+0.0023682i,0.00060135+0.0012352i,0.00085443-0.00040767i,0.0010164-0.00095562i,7.3841e-05-0.00071084i,-0.00068402-8.7909e-05i,0.00016916+0.00021672i,-0.00031295+0.00051473i,-0.001171+0.00063937i,-0.0012142+0.00016781i,-0.00091714-0.00067212i,-9.7125e-05-0.00059205i,-0.00016594+0.00092253i,-0.0012603+0.0012811i,-0.0018163+3.6834e-05i,-0.0011726-0.00043142i
-0.0010616+0.0021655i,0.0001544+0.0016808i,0.0014109+0.0014037i,0.0024248+0.0014693i,0.0030832+0.0017013i,0.0022818+0.00095748i,0.0013943-0.00017139i,0.00069519-0.00071051i,-6.2358e-05-0.00066472i,-0.00015725-1.8019e-05i,-0.00029705+0.00032361i,-0.0003393-0.00033693i,-0.00042702-0.0005034i,-0.0012865-0.00058283i,-0.0019034-0.0012983i,-0.001015-0.0011106i,-0.00021962+2.279e-05i,-0.00059661+0.00084751i,-0.00050662+3.2485e-05i,-0.00027745-0.00090973i,-7.0201e-05-0.00048993i,0.00016183+0.00033619i,0.0003762+1.5566e-05i
-0.0012915+0.00098677i,-5.2845e-05+0.0013715i,0.00083814+0.0012474i,0.0010454+0.00081154i,0.0021453+0.00061681i,0.0027403+8.2749e-05i,0.0020263-0.00029923i,0.00038442-0.00030101i,-0.00060977-0.00047183i,-0.00088779-7.8314e-05i,-0.00049001+0.0005846i,0.00050088+0.00091181i,0.00091862+0.0002985i,0.00016758-0.0008063i,-0.00058071-0.00071603i,-0.0002455-0.00018533i,0.00050846+0.00012236i,0.00078456+0.00013749i,0.00042996-0.00010184i,-0.00015105+0.00049391i,-0.00093155+0.0011241i,-0.000884+0.00096831i,-0.00024137+0.00032687i
-0.00082305-0.00020367i,-0.0014199+0.00026168i,-0.00050384+0.00022253i,0.00015477-0.00024715i,0.00066129+0.00033408i,0.0018184+0.00090341i,0.001947+0.00097642i,0.00061734+0.00086653i,-0.00055905-0.00038726i,-0.0011059-0.00096457i,-0.0007282-0.00030487i,-0.00065022+0.00026447i,-0.00056641-0.00023641i,0.00021283-0.00076999i,-1.6246e-05-0.00077445i,-0.00028117-0.00044535i,0.00033686+0.00033497i,0.00086908+0.00061386i,0.0010688+4.9519e-05i,0.00067833+5.6239e-05i,0.0001687+0.00059469i,0.00026486-0.00030362i,0.00028206-0.00083332i
-0.0019257-0.0011044i,-0.0024416-0.00045623i,-0.0010099+0.0012768i,0.00045531+0.0025008i,0.00149+0.0023999i,0.0016044+0.001434i,0.0010964-9.595e-05i,0.00053506-0.0006335i,-0.00025018-9.7035e-05i,-0.00071799+0.00035323i,-0.00096795+0.00063083i,-0.00061795+0.0010529i,0.00021683+0.0007483i,0.00064537+0.00021908i,-5.0893e-05-0.00021973i,-0.0010843-0.00057738i,-0.0010114-0.00034498i,-0.00090214-0.00012456i,-0.00079176-0.00085258i,-0.0001163-0.00083811i,0.00011434-0.00014903i,-0.00048601-0.00022154i,-0.00055089+0.00014929i
0.00016865+0.0024418i,0.0014192+0.0017863i,0.0023138+0.00026463i,0.0023614-0.00087186i,0.0015955-0.00043034i,0.0010094+0.00015894i,0.00016286+0.00049296i,-0.00060862+0.00035866i,5.1991e-05+8.8156e-05i,0.0007825-4.836e-05i,0.00031788+0.00046244i,2.696e-05+0.00073838i,8.9197e-05+0.00060592i,-5.8223e-05-4.5804e-05i,-4.0254e-05-0.00030159i,-0.00046377+0.00032699i,-0.00020552+0.00047459i,0.00032461+0.00083478i,0.00031216+0.0012807i,-4.9677e-05+0.0013079i,-0.00021983+0.0009358i,-0.00024929+2.0649e-05i,-0.00054047-0.00028647i
-0.00064873-0.00034419i,-0.00060576+0.00014714i,-0.0012136+0.001502i,-0.0006061+0.00269i,0.00030855+0.002547i,0.00037172+0.0015701i,0.0007871+0.00067879i,0.0011496+0.00073188i,0.0002348+0.00088136i,-0.00029008+0.00054323i,0.00044242+2.6449e-05i,0.00093211-0.00014i,0.00030067-1.9163e-06i,-8.1102e-05-0.00055302i,0.00058459-0.0012618i,0.0012292-0.0011888i,0.00029546-0.00049461i,-0.00067788-0.00025682i,-1.3722e-05+9.887e-05i,0.00039724+0.00016367i,-0.00014546-0.00014894i,0.00025812-7.8339e-05i,0.00057928+0.00047698i
0.00020869-0.0015927i,-0.00047702-0.0020615i,-0.00093771-0.0012869i,-0.0012664+0.00016179i,0.00018871+0.0014554i,0.0022748+0.0014986i,0.002612+0.00033433i,0.00071784-9.8699e-05i,-0.00099727+1.8234e-06i,-0.00058182-0.00038233i,-8.8878e-05+0.00015772i,-0.00050572+0.00070115i,8.0443e-05+0.00076543i,0.00095622+0.00067295i,0.00023406+0.00097588i,-0.00023151+0.0012124i,-0.00034794+0.00072675i,-0.00058749+0.00025566i,-0.00037361-8.3591e-06i,-0.00020694-0.0001718i,-0.00013478+5.1347e-05i,0.00018011+0.00016875i,0.00054692+0.00073561i
0.0007932+0.0002126i,0.0016394+0.00059839i,0.0020424+0.00063657i,0.0015399+0.00075926i,0.00057504+0.0017404i,0.00053028+0.0014192i,9.3879e-06+3.5051e-05i,-0.00045515+0.00023797i,0.00027287+0.00051822i,0.00050238-1.907e-05i,0.00093814+4.4646e-05i,0.0012662+0.00013698i,0.00083249+0.00028855i,1.7743e-05+0.00046031i,-0.00054214-8.6698e-05i,-0.00051872-0.00040463i,-0.00019761-0.00030883i,-4.6306e-05-0.00021253i,-0.00039083+0.00012893i,-0.0006292+6.7501e-05i,-0.00018658+0.00011659i,0.00017737+0.00070953i,0.00048631+0.00098459i
0.00055037-0.00082339i,6.4302e-05-0.0011098i,-0.00066163-0.00077291i,-0.0011935-0.00031428i,-0.00025944-4.9334e-05i,0.00024603+0.00015128i,0.00025858-0.00018709i,5.193e-06-0.00087804i,-0.00050078-0.000972i,-0.00076951+5.3375e-05i,-0.00078069+0.00019011i,-0.00016291-0.00019023i,-0.00025337+0.00032881i,-0.0007782+0.00064883i,-0.0011364-9.0764e-05i,-0.0011232-1.8808e-05i,-6.7954e-05+0.00054018i,0.00059056+0.00059204i,0.00070949-0.00028478i,0.00072248-0.0012403i,0.00081629-0.0007865i,0.00010425+0.00011393i,-0.0003263+0.00038377i
-0.0010653+0.00051382i,7.3355e-05+0.001106i,-5.0746e-05+0.0015886i,0.00011998+0.00082779i,0.00081087+0.00029809i,0.0010575+0.00066743i,0.0005083+3.3745e-05i,0.00027924-0.00056061i,8.0795e-05+6.049e-05i,-0.00069891-7.6098e-05i,-0.00068198-0.00050581i,-0.00017873-0.00034724i,-0.00032641-0.00031672i,-9.0116e-05-0.00014574i,0.00014664+0.0004554i,0.00010132-2.3991e-05i,-0.00041824-0.00077741i,-0.00087226-0.00045639i,-0.00036106+0.00020903i,0.00054006+0.00059514i,0.00072543+0.00025913i,2.9938e-05-0.00016137i,-0.00069065+8.4941e-05i
-0.00097432+0.00039147i,-0.001223+0.00025442i,-0.0013122+0.0012861i,-3.4302e-05+0.0016944i,0.0015539+0.0013284i,0.0016743+0.0006628i,0.00099989-0.0004505i,2.2111e-05-0.00052239i,-0.00073484+0.00057842i,-0.00053711+0.00081881i,-4.2332e-05+9.3508e-05i,0.0004728-0.00084223i,2.9826e-05-0.00099148i,-0.00046869-0.00056808i,-0.00029965-0.00024896i,0.00015598-3.2777e-05i,0.00053708-2.3368e-05i,0.00055743+0.00058614i,7.7629e-05+0.00086484i,-0.00034447+0.00097733i,-0.00041717+0.0016475i,-0.00044492+0.0018489i,-0.00073819+0.00060517i
0.0004486+0.0016725i,0.0017979+0.0025166i,0.002117+0.0019658i,0.0019312+0.0014004i,0.0021055+0.0016356i,0.0019919+0.00077158i,0.0012143+0.00023738i,4.7117e-05+0.0008618i,-0.00081867+0.0017166i,-0.00046029+0.002042i,0.00021358+0.0012374i,0.00034334+0.00062098i,-0.00037953+1.6139e-05i,-0.00085922-0.00069698i,-0.00048163-0.0012224i,0.00048928-0.00082227i,0.0009866-0.00024946i,0.0006943-0.00062257i,0.00033915-0.00056319i,0.00017881-0.00017926i,8.9661e-05-1.0265e-05i,2.9894e-05+0.00049423i,0.00018795+0.00019193i
-0.00030937+0.000562i,0.00024475+0.00021336i,0.00079134+0.00033691i,0.0012544+0.0011916i,0.00084367+0.00055739i,0.00093954-0.00050649i,0.0012564-0.0007013i,4.6475e-05-0.00042905i,-0.00061249-0.00013348i,0.00024312+0.00014507i,0.00061304-4.2568e-05i,0.00034033-0.0004207i,0.00021622-0.00033055i,-3.8354e-05+8.506e-05i,0.00061578+0.00026754i,0.0003056+0.00014812i,-0.00023461-0.00045366i,0.00040657-0.00038984i,0.00043635-0.00037394i,0.00013932-0.0003584i,-0.00027033+0.00039952i,-0.0007394+0.00055615i,-0.00077734-0.00067109i
-8.4175e-05+0.00070684i,0.00040017+0.0017516i,0.0018744+0.0016167i,0.0022721+0.00090136i,0.001488+0.0006394i,0.0018443+0.00084949i,0.0017755+0.00071979i,0.00060903+0.00076481i,0.0003197+0.0011468i,0.0006926+0.00060046i,8.026e-05+0.0002108i,-0.00024709+4.4461e-05i,-2.5218e-05-0.00061699i,0.00047699-0.00062821i,0.00055338+0.00011878i,4.8249e-05+0.00016772i,0.00065317-0.00058864i,0.0015756-0.00020817i,0.0012873+0.00063112i,0.00066215+0.0012718i,8.0909e-05+0.00083017i,-5.3851e-05-6.6308e-05i,-0.00048745-0.00016233i
-0.0019888+0.0010908i,-0.00054717-2.477e-05i,0.00035611-0.00056599i,0.001704-0.00042736i,0.0025009-5.8841e-05i,0.0017176-8.5403e-05i,0.00076035-0.00037682i,0.00026593-0.00061434i,0.00071139-0.00028002i,0.00050624+0.00022873i,-0.00066375+0.00039674i,-0.0010276+0.00056467i,-0.00045627+0.00049646i,-0.00074826+0.00029568i,-0.00090362+0.00025476i,-0.00018727+0.00057868i,0.00012249+0.00040165i,0.00021528-8.7218e-06i,0.00026123+3.2575e-05i,0.00030015-0.00023155i,0.00067402-0.00070364i,0.00056109-0.00089947i,-9.5488e-05-0.00073899i
-0.0011677-0.00091767i,-0.00069551-0.0011353i,-0.00020157-0.00063416i,0.0003021+0.0006561i,0.00043134+0.0010232i,0.00092201+0.0004752i,0.0011783-5.7633e-05i,-0.00012927+0.00030204i,-0.00052102+0.00087058i,-0.00045025+0.0014047i,-0.00051283+0.0005201i,-0.00062463-0.00038125i,-0.0013345-0.00081734i,-0.00090626-0.0010729i,-0.0005683-0.00037422i,-9.788e-05+0.00013906i,0.0002833-0.00034785i,-0.00078353-0.00081778i,-0.001591-0.00064024i,-0.00055126-0.00013535i,-0.00014394-5.1639e-05i,-0.00060267-0.00036495i,-0.00019554-0.00012166i
0.001047+0.00068295i,0.0014148+0.0017136i,0.0010159+0.0014898i,0.00050052+0.0010126i,0.001085+0.0010443i,0.001453+0.00042665i,0.00097729+0.00023425i,5.8353e-05+0.00058031i,-0.00085807+9.945e-05i,-0.000512-0.00075264i,7.2888e-05-0.00043291i,0.00023425+7.2264e-05i,0.00043012+0.00030214i,0.00020836+0.00062873i,-0.00030007+0.00041428i,-0.00044653-3.8488e-05i,-0.00013955+0.00049211i,0.00070407+0.00089518i,0.00063218+0.00093867i,0.0001091+0.00013988i,-0.00051544-0.00081395i,-0.00053244-0.00098517i,0.0002857-0.0010958i
-0.0017377+0.00092194i,-0.0014411+0.00099946i,-0.00087423+0.0013296i,0.000188+0.00092106i,0.0013586+0.00054673i,0.0018031+0.0005541i,0.00099173-0.00032454i,-0.00030147-0.0010108i,-0.00080228-5.9843e-05i,-0.00085428+0.00096136i,-0.0012132+0.0011245i,-0.0004434+0.00056092i,0.0006763-0.00027326i,0.00065004-0.0003488i,0.00030408+0.00031006i,0.00042722+0.00018324i,0.00072736-0.00065025i,1.0454e-05-0.00086067i,-0.001121-0.00068252i,-0.0010752-0.00062227i,-0.00051442+9.2689e-06i,-0.0005303+0.0010855i,-0.00061767+0.0010482i
-0.0021446+0.001102i,-0.00064592+0.0014411i,-0.00082716+0.001141i,0.0001115+0.0014267i,0.001996+0.002073i,0.0020292+0.0014064i,0.001268+0.0001787i,0.00071421-0.00045206i,-6.2431e-05-6.5958e-05i,-0.00031529+0.00072453i,-2.7328e-05+0.00085017i,5.6436e-05+0.00049442i,0.00010705-0.00022575i,3.4838e-05-0.0011775i,0.00010368-0.00092046i,0.00035202-4.5887e-05i,0.00031807+0.0007827i,-0.00011091+0.00083549i,-0.00072511-0.0001384i,-0.00049112-6.6821e-05i,-0.00019076+0.00072087i,-0.00029436+0.00037539i,-0.00040376-3.1633e-05i
-0.0017789+0.00076876i,-0.00071922+0.0010993i,-0.00058764+0.00020975i,0.0012641+0.0015146i,0.0028617+0.0021774i,0.0031449+0.0011578i,0.0024976-0.00024347i,0.00094203-0.00059761i,-0.00040961+0.00054692i,-0.0004907+0.0016091i,0.00022475+0.0014341i,0.001092+0.00022449i,0.001393-0.00038365i,0.00077601-0.00060001i,0.00049583-0.00065215i,0.0002603-0.00028598i,-0.00076281+0.00040006i,-0.00095238+0.00043641i,1.2529e-06-4.4474e-06i,0.00045194+9.0452e-05i,9.5208e-05+4.2113e-05i,-0.0001885+0.00028013i,-0.00024496+0.0010875i
-0.0012148+0.00078772i,7.5541e-05+0.0015298i,0.00083225+0.0021914i,0.0010596+0.0016001i,0.0015785+0.00094368i,0.001844+0.00069302i,0.001375-0.00011652i,9.5937e-05-0.00043118i,-0.0010419+0.000511i,-0.0006824+0.0010565i,-0.0004197+0.0012222i,-0.00043109+0.00034315i,-0.00084835-0.00037915i,-0.0016112-0.00077804i,-0.00083367-0.00062567i,-0.00036879-7.5612e-05i,-6.7569e-05+0.00027608i,7.7242e-05-0.00031575i,0.00020829-0.00043786i,0.00025472+3.7664e-05i,-0.00022485-0.00042686i,-0.00075962-0.00018689i,-0.00033178+8.6676e-05i
-0.0016721-0.0011251i,-0.0012851+5.1809e-05i,-0.0011446+0.00057511i,-0.00047638+0.00075022i,0.00011229+0.0014182i,0.0010025+0.0010799i,0.0016131-0.00026765i,0.0013007-0.00067923i,0.00031784-0.00031478i,-0.00062095-0.00011712i,-0.0012975+7.1721e-06i,-0.0011153+0.00066285i,-0.00076888+0.00066526i,-8.8005e-05+0.00013662i,0.00032806-3.0023e-05i,0.00020446+6.3845e-05i,-0.00023371-9.7819e-05i,-0.00023093-0.00087515i,0.00012164-0.0013272i,-0.00028309-0.00057053i,-0.0009142-0.00034526i,-0.00060066-0.00034435i,-0.00053508+0.00021327i
-0.0015307+0.00042058i,0.0001034+0.0020127i,0.0022865+0.0032238i,0.0034887+0.0025663i,0.0028269+0.0015245i,0.0024846+0.0007997i,0.0015207+0.00016317i,0.00076209+0.00041608i,0.00040961+0.00084755i,0.00062045+0.0010608i,0.00075302+0.00043681i,-0.00043644-0.00071328i,-0.0018584-0.00093258i,-0.0015921-0.0016486i,-0.00045591-0.0019105i,-0.00039065-0.0010323i,-1.1912e-06-0.00021482i,0.00040772+0.00019433i,0.001066+0.00029079i,0.0011998+0.00033623i,0.00033886+0.00037152i,-0.00038023+0.00054825i,-3.2176e-05+0.00047998i
0.00097476-0.00090245i,-0.00025324-0.0018308i,-0.00030741-0.0008176i,-0.00017833+0.00013401i,0.00060609+0.00016928i,0.00026227+0.00014945i,0.00017417+0.00042736i,0.00018893+0.00074935i,-0.00040904+0.00073621i,-0.00044096+0.00012209i,-5.4167e-05-0.00010182i,-0.00024897-9.2948e-05i,-0.00075957-3.2432e-05i,-0.00070403+0.00011935i,-0.00080279+0.00027251i,-0.00091368+0.00041248i,-0.00092641+0.00017409i,-0.00044606+0.00036054i,-0.0001563+0.00028726i,-0.00063623-0.00093906i,-0.00049-0.0015724i,6.7093e-06+5.6083e-05i,0.00026691+0.0013067i
0.00069081+0.0003558i,0.0017362+0.00094531i,0.0022866+0.0018122i,0.001767+0.00074025i,0.0018837-0.00040824i,0.0021777-0.00082061i,0.0015755-0.00060659i,0.0006318+0.00015985i,-0.00014774+0.00072024i,-0.00082967+0.00082605i,-0.0011655+0.0005637i,-0.0011938-0.00022209i,-0.00091964-0.00059725i,-0.00056443-7.4067e-05i,-0.000497-0.00039646i,-0.00026275-0.00040693i,0.00033281-0.00019889i,0.00031238-0.00022513i,-0.00030098-0.00039147i,-0.0002733-0.00027602i,0.00024889+0.00038357i,0.00018032+0.00095577i,-0.0002842+0.0014095i
-0.00015068-0.00024326i,0.00022567+2.1655e-06i,0.00048283-0.00020745i,2.9223e-05-5.9842e-07i,-9.6045e-05+0.00032816i,0.0008512+0.00089844i,0.0015401+0.00064288i,0.0010643+0.00033257i,0.00011583+3.094e-06i,-0.00018723-0.00026127i,7.0529e-05+7.685e-05i,0.00089342+0.00036967i,0.00088667+0.0010312i,-0.0004662+0.0009361i,-0.0010082+0.00066005i,-0.00047994+0.00069806i,1.693e-05-1.58e-05i,-6.247e-05-0.00048258i,2.7189e-05-0.00022203i,0.00062728+0.00028651i,0.00048276+0.00045133i,-0.00022801+9.902e-05i,-0.00034013-0.00063336i
0.00010192-0.00061123i,0.00016017+0.00059687i,-0.00045707+0.0002969i,-0.00089436+0.00025985i,-6.6304e-05+0.0015588i,0.0010012+0.0015064i,0.00053371+0.00077238i,-0.00047251+0.0010177i,0.00017093+0.00075713i,0.00089687-0.00026876i,0.00028509-0.0002997i,-0.00032918+0.00015498i,2.276e-05-1.2059e-05i,0.00012828-0.0001116i,0.00013764-0.0001899i,-0.00012079+0.00043965i,-0.00032134+0.00061121i,0.00015295+0.00027528i,0.00010464+0.00022806i,0.00026571+0.00050754i,0.00028813+9.4452e-05i,0.00047426-0.0002566i,0.00027166+3.2278e-05i
-0.00030606+0.0020168i,6.5191e-05+0.0026426i,0.0019217+0.0031486i,0.0022127+0.0017358i,0.0019647+0.00019387i,0.0018255+7.3874e-05i,0.0009985+0.00014266i,-0.00030156+0.00066275i,-0.00078381+0.00089682i,-0.00064463+0.0002372i,-0.00046206+0.00036339i,0.00016647+2.8342e-05i,3.1647e-05-0.0009275i,-0.00092323-0.00074608i,-0.0015002-0.00062514i,-0.001147+8.3547e-06i,-0.00097794+0.00044822i,-0.00080407+0.00038163i,-0.00018308+0.00042213i,0.00028143+0.00012478i,0.00015209+9.6625e-05i,-0.00012978+0.00054205i,-0.00020768+0.00040328i
-0.0015568-0.00075093i,-0.00078887-0.00082419i,-0.0010124-0.00059899i,-0.0010944+0.00059994i,-0.00051156+0.0023654i,0.00044114+0.0018115i,0.00089121+7.1262e-05i,-0.00020346-0.00073905i,-0.00067528-0.00094538i,-0.00050483-0.00037532i,-0.00085148+9.2258e-05i,-0.00019767+0.00018982i,0.00044149+0.00041597i,0.00093204-0.00016229i,0.0014625-0.00055488i,0.0010247-0.00029544i,2.4808e-05+3.204e-05i,-0.00050673+0.00020283i,-0.00025529-0.00031878i,-1.8624e-05-0.0010745i,-0.00057547-0.00038484i,-0.00038337+0.00074191i,0.00060197+0.00086958i
-0.0016635+0.0017938i,-0.0020275+0.0024554i,-0.00027814+0.0021894i,0.0019696+0.0011289i,0.0027788+0.0012177i,0.0021344+0.00058725i,0.0010424-0.00074711i,-3.6276e-05-0.00038879i,-0.00077813-0.00051374i,-0.0007988-8.6729e-07i,-0.00035775+0.00010557i,-6.2644e-05-0.0003795i,0.0003461-0.00014475i,-0.00016687-0.00087543i,-0.00067072-0.00089834i,-0.00061479-2.9593e-05i,-0.00069212+0.0002072i,-0.00055657-0.00052986i,-0.00049973-0.00076902i,-4.6956e-05+9.1463e-05i,0.00028018+0.0004755i,0.00041279-6.1127e-05i,-8.8715e-05-0.00050547i
-0.0016274+0.00027538i,-0.0017182+0.00037449i,-0.00029299+0.001472i,6.509e-05+0.0016437i,-0.00027849+0.00087763i,0.00074936+0.00039438i,0.0012108-2.283e-05i,0.00015992-0.0006726i,-0.00048154-0.00033828i,-0.00070074-4.7092e-05i,-0.00041259-8.5187e-05i,0.00031591-2.7807e-05i,0.00030545-0.00041958i,0.00027507-0.00095574i,-1.3115e-05-0.00050441i,-0.0007586+0.00031981i,-0.00092287-6.7114e-05i,-0.00035081-0.00092534i,-6.1314e-05-0.0013092i,-0.00012203-0.00055205i,-0.00033658+0.00027913i,-0.00074634+0.00021418i,-0.00019201-0.00016286i
-0.00081495+0.001819i,-0.00045871+0.0022698i,0.00016268+0.0025226i,0.00097592+0.0015594i,0.0019382+0.0010546i,0.0017137+0.0013525i,0.0012471+0.00078162i,0.00043308+9.1083e-05i,-0.00041324+0.00039703i,-0.0010383+0.00080745i,-0.0011227+0.00089212i,-0.00023558-0.00021105i,0.00069009-0.0014427i,0.0010725-0.0012427i,0.0002274-0.00061972i,0.0001924+4.9788e-08i,0.00072417+0.00021068i,0.00032947+5.7658e-06i,-0.00018263+2.9095e-05i,-0.00087633+0.00016631i,-0.001013-0.00027452i,-0.0002403-0.00079215i,0.00033728-0.00093311i
-0.00089046-0.00054296i,-0.0017318+0.00013018i,-0.0010286+0.00099094i,-0.00052839+0.0005965i,-0.00030617-0.00034554i,0.0012738-0.0010393i,0.0023017-0.0011802i,0.001076-0.00024974i,0.00032432+0.00033922i,0.00038084-4.0831e-05i,0.0001502+4.8779e-05i,-0.00027164+0.00072148i,-0.00036525+0.001325i,-1.4179e-05+0.0013778i,-0.00010496+0.00066143i,-0.00086235+0.00046615i,-0.00094979+0.00047031i,-0.00012112-0.00014944i,3.7812e-05-0.00041511i,-0.00034987-9.0931e-05i,-0.00043369+0.00040699i,-0.00023587+0.00049889i,6.8895e-05+0.00093077i
-0.00071204-0.00028419i,-0.00042658+0.00027686i,-0.0002042+0.00034598i,0.00047942+0.0013611i,-0.00046737+0.0014552i,-0.00017765+0.0003203i,0.0009269+0.00031731i,0.00056925-1.8383e-05i,-0.00016213-0.00041176i,-0.00047491+2.9325e-05i,-0.00031477+0.00080983i,-0.00014854+0.00098448i,0.00034624+0.00014726i,0.00031854-0.00012334i,-0.00016753+0.00069197i,-0.00035643+0.00097207i,-0.00026087+2.7482e-05i,0.00031589-0.00068276i,0.00053579-0.00052114i,0.00017675-0.00026263i,0.00057716-5.0808e-06i,0.00080056-0.00024697i,0.0013518-0.00078396i
0.00071614+0.00078298i,0.0017097+0.0011863i,0.0022612+0.0010856i,0.002082+0.0004424i,0.0020802-2.9957e-05i,0.0018083+0.00040279i,0.0011503+0.00032611i,0.00048961+0.00033633i,-0.00015489+0.00056078i,-0.00035888+0.00030542i,-0.00054378+0.00013296i,-0.00060617-6.5766e-05i,-1.9819e-05-6.2417e-05i,0.00057113-0.00012377i,-0.00011391-0.00053926i,-0.00083866-0.00047981i,-0.00099862-0.00036228i,-0.00086359-0.0004176i,-0.00015641+1.0483e-05i,0.00059078+5.8419e-05i,0.00025443-0.00026583i,-0.00022062-0.0003719i,0.00027729-0.00018731i
-0.00011255-0.00011747i,-0.00044047+0.00059796i,-0.00077771+0.0010667i,-0.00081335+0.0012571i,-0.0008696+0.0019504i,0.00027893+0.0015609i,0.0012035+0.00026344i,0.00054795-0.00085538i,-0.00036859-0.00038441i,-0.00037955+0.000342i,0.00016177+0.00077354i,0.00059117+0.00022392i,0.00049219-0.00055044i,-0.00012459-0.00039041i,-0.00092903+0.0003809i,-0.00028272+0.00031436i,0.00041055-0.00016324i,0.00012526-0.00011355i,0.00038525-0.0006878i,0.00082506-0.00085291i,0.00064075-0.00051959i,0.00050639-1.8677e-05i,4.7612e-05+0.001272i
0.0011152-0.00083381i,-0.00024984-0.0012572i,-0.00063324-0.00071557i,-6.943e-05+0.00028664i,0.00066607+0.00087116i,0.001201+0.00082098i,0.0012012+0.00020161i,0.00087298-0.00043363i,0.00019837-0.00026694i,-2.5619e-05-0.00015476i,0.00011471-0.00035818i,-0.0002834+0.0004929i,-0.00063598+0.0016839i,-0.00027501+0.00071137i,-0.00016725+0.00027819i,-0.00021931+8.9845e-05i,-0.00045852-0.00034936i,-0.00043146+0.00011454i,0.00022194+0.00047341i,0.00018833+0.00036666i,-0.00030559+0.00022097i,-0.00062755+0.00039348i,-0.00059192-8.3854e-05i
0.00011883+0.00026719i,0.0011797+0.00066243i,0.0018799+0.0005586i,0.00082681+0.00017559i,0.00033039-0.001019i,0.00091812-0.0015329i,0.00063543-0.0011917i,0.00021901-0.00027383i,0.00016541+0.00029404i,0.00052681+0.00070907i,0.00013007+0.00054899i,-0.00029565-0.00016703i,0.00031054-0.00019676i,0.00021622-0.0001922i,-0.00044474-0.0007305i,-0.00058179-0.00046855i,-0.00060121-0.00058694i,-0.00052847-0.00079885i,-9.7176e-05-0.00043455i,0.00026558-0.00029541i,-8.2285e-05+6.148e-05i,-0.00055387-0.00037284i,-0.0005636-0.00098495i
-0.00060011+0.0014382i,-0.00047411+0.0014584i,-0.00022617+0.0022646i,0.0015702+0.0027917i,0.0023982+0.0019149i,0.00099662+0.00062068i,-0.00010111-0.00013745i,-0.00020313-0.00023366i,-7.3933e-05+0.00017583i,2.1398e-05+8.7533e-06i,9.8003e-05-9.8537e-05i,0.00020279+0.00015622i,-9.4059e-05-6.7606e-05i,6.7332e-05-0.00070708i,-7.5978e-05-0.0010353i,-0.000205-0.00080597i,-0.00021594-0.00047632i,0.00024857-6.0215e-05i,0.0001952+7.2564e-05i,-0.00060055-1.2297e-05i,-0.00032128+0.00029654i,-2.4304e-05+0.00067034i,-0.00010565+0.00065244i
-0.0021057+0.0006513i,-0.00085993+0.002007i,0.00028101+0.0020257i,0.0014613+0.0016425i,0.0024165+0.0019117i,0.0026216+0.0014301i,0.002185+0.00016443i,0.00078192-0.00012842i,-0.00043523+0.00018539i,-0.00049001+7.0244e-05i,9.6481e-05+0.00056054i,0.00059636+0.00062511i,0.00045315+0.0001895i,0.00026162-0.00024057i,0.00099548-0.00047822i,0.00060863-0.00017628i,-0.00017585-2.1798e-05i,-0.00074015-1.1719e-05i,-0.00093346+4.9458e-05i,-0.00098669+0.00027796i,-0.00029172+0.0004215i,0.00070605+0.00048297i,0.00083459+0.00016382i
-8.7742e-05+0.0026639i,-0.00014471+0.0027611i,0.0017955+0.0018347i,0.0025922+0.00093099i,0.0020698+0.0007264i,0.0016975+0.00014936i,0.0016935+2.1408e-06i,0.00054787+0.00085251i,-0.00051598+0.0014666i,-0.00012094+0.00095477i,0.00081769+0.00022789i,0.00080506+1.2864e-05i,-0.00040244+0.00015593i,-0.0011566-0.00051072i,-0.00099315-0.0008378i,-0.00038293+0.00013374i,0.00016573+0.00041093i,0.00051013+0.00010762i,-0.00018092+0.00018387i,-0.0006738+0.00021791i,-0.00023731-1.2084e-05i,0.00011177-2.6128e-05i,0.00091475+0.00055601i
-0.0017381-0.0006704i,-0.0027564-2.4314e-05i,-0.0026246-4.2774e-05i,-0.00072386-5.6424e-05i,0.00068252+0.0005768i,0.0012748+0.00063471i,0.00028646-0.00052364i,-0.00059424-0.0012225i,-0.0001557-0.00036796i,0.00044085+0.00030363i,0.00042345+0.00035186i,0.00015313-0.0003006i,8.9406e-05-0.0012575i,0.00015435-0.00092733i,0.00016208-0.00054674i,-0.00038495-0.00035698i,-0.0004758-0.00021106i,-0.00041043-0.00041044i,-0.00068328-0.00072615i,-0.00051999-0.0010049i,-0.00045539-0.00054468i,-0.00037174-3.3899e-05i,0.00021145+0.00018236i
