-0.0037507+2.829e-05i,-0.0014182-0.0029056i,-0.0017335-0.0013655i,-0.00087533+0.0015792i,-0.00011614+0.0031822i,0.00058034+0.0017902i,0.0010082+0.00071712i,0.0001447+0.000578i,-0.00070601+0.00043637i,0.00013172+1.4666e-05i,0.00075273-0.00044271i,0.00045763-0.00031371i,0.0002354+0.000154i,2.9507e-05+0.00027397i,-0.00079629-5.4746e-05i,-0.0013089-8.1566e-05i,-0.00038783-8.1686e-05i,0.00059286-0.00030296i,0.0010039-9.9332e-05i,0.0011763+0.00017845i,0.0010794-0.00062039i,0.00076882-0.0006056i,-0.00022677+1.9813e-05i
0.0021027-0.0002746i,0.0016006+0.0010648i,0.001181-0.00079037i,0.00030895-0.0024743i,-0.0011549-0.0015532i,-0.0018911+0.00083898i,-0.0014705+0.0017276i,-0.00090795+0.00099715i,-0.00076798-0.00023123i,-0.00062935-0.0004306i,-0.00022174+0.00063791i,-0.000113+0.0010129i,0.00050703+0.0010334i,0.0011769+0.0010106i,0.00087794+0.00057304i,0.00033783-0.000177i,-0.00021668-0.00075039i,-0.00098006-0.00012817i,-0.00069874-0.00013759i,-0.00013439-0.00052918i,1.3974e-05-0.00028932i,-0.00014917+0.00021322i,9.6798e-05+0.00027834i
-6.9854e-05-0.0026954i,-0.00016271-0.0035087i,-0.00043998-0.0036761i,-0.00089387-0.0028314i,-0.0012355-0.0010976i,-7.5388e-05+0.00096781i,0.00069944+0.0009403i,8.2579e-05-0.00021767i,-0.00021798-4.7618e-05i,1.534e-05+0.00015225i,-9.9055e-05+0.00057505i,-0.00012781+0.001208i,-3.3196e-05+0.00033507i,0.00037257-0.00055473i,0.00048701+0.00020375i,-4.2153e-05-5.7701e-05i,0.00089734-0.00053383i,0.001221+0.00050284i,0.00024252+0.0010657i,-0.00015543+0.00040287i,-4.4709e-05+9.7357e-05i,8.9721e-05-0.00028867i,-0.00031864-0.0004852i
0.00048311+0.001041i,0.00073633+0.00070814i,0.00092355+2.9216e-05i,0.0017403-0.00038087i,0.0017868-0.00020771i,0.00086066+0.00025663i,-5.4209e-05+0.0010948i,-0.0010866+0.00050228i,-0.0016599-0.00047471i,-0.001224-0.00021179i,-0.0010235+0.000918i,-0.00086665+0.0014749i,5.4607e-05+0.0011633i,0.00050519+0.00093625i,0.00047685+0.00067601i,0.001138+0.00028305i,0.0016422-6.5217e-05i,0.00064792-0.00043651i,-0.00040587-0.00016222i,-0.00031925-0.00017342i,0.0002272-0.0005562i,0.0012955-0.00025488i,0.00055397-1.9704e-05i
0.0015004-0.00035655i,0.0015147-0.00064115i,0.0019321-0.0024693i,0.0015083-0.003206i,-0.00027883-0.00072652i,-0.00088083+0.00052521i,5.47e-05+0.0001206i,-0.00020977-0.00020876i,-0.00036194-0.0006081i,-0.00054067-0.00068663i,-0.0019785-0.00017192i,-0.0021292+0.0002757i,-0.00077965+0.00024323i,-0.00011873+0.00062345i,0.0001497+0.00076176i,0.00064883+7.4316e-05i,0.00027076+5.9999e-06i,0.00036862+0.0008743i,0.00065118+0.00061211i,0.00031892-0.0006241i,-0.00016314-0.0010632i,-0.00020628-0.00073922i,-0.00012232-0.00055471i
-0.0013821+0.00189i,-0.0005315+0.0001821i,0.0011274+0.00062384i,0.0021801+0.0013075i,0.0016052+0.0013981i,0.0011076+0.0014586i,0.0011013+0.0014065i,0.00017929+0.0012736i,-0.00034709+0.0011824i,-0.00014002+0.00068152i,0.00048843+0.00039283i,0.00097061+0.00070218i,0.00083707+0.00087515i,0.00038803+0.0007416i,-0.00032087+0.0011548i,-0.00048629+0.0012294i,0.00063281+8.9021e-05i,0.00089108-0.0012096i,0.00081534-0.00052357i,0.00016757+0.00027631i,0.00023407-0.00028542i,0.00084077-0.00015436i,-9.2601e-06+0.00017456i
-0.0018608-2.3122e-05i,-0.0015686+0.00054242i,-0.00058032+0.00089915i,-0.00016436+0.00073176i,0.00076954+0.0009127i,0.0016544+0.0013244i,0.0009034+0.0012392i,-2.9931e-05+0.00073409i,-0.00090254-0.00016443i,-0.0013476-0.0012317i,-0.0016987-0.001763i,-0.001371-0.0011962i,-0.00067351-0.00014292i,-0.0010013-6.6727e-06i,-0.0010835+2.0353e-05i,-0.00029631-0.00043145i,0.00053419-0.00083747i,0.0010483-0.00092265i,0.00010512-0.00093623i,-0.00079181-0.00076475i,-0.00040338-0.00030168i,0.00032512+0.00043713i,0.00072012+0.00051463i
0.001439-0.0013191i,0.0011112-0.0014377i,-8.6195e-05-0.0023869i,-0.002063-0.0018969i,-0.003808+5.946e-06i,-0.0035526+0.0017344i,-0.0017817+0.0019052i,-0.0006619+0.0012059i,-0.00044202+0.00046026i,-0.00098549-0.00030043i,-0.0013997-0.0005361i,-0.00050046-2.7324e-05i,0.00019159+0.00012171i,0.00095916+0.0004858i,0.00090724+0.00034362i,0.00033546-0.00048624i,0.00017445-0.00068514i,3.8796e-06-0.00050637i,5.8913e-05-0.00060676i,-0.00065513-0.00060396i,-0.0012907-0.0004188i,-0.00078627+0.00037561i,-0.00016396+0.0010204i
0.00010331+0.001616i,0.00094983+0.00087472i,0.0017141-0.00099194i,0.0018689-0.0017337i,0.00094649+3.0475e-05i,8.3144e-05+0.0018727i,0.00061553+0.0023203i,0.00098782+0.0018474i,0.00059998+0.00060634i,0.00026467-0.00072971i,0.00014563-0.0016758i,-0.00039775-0.001449i,-0.00044877-0.0012596i,-0.00046889-0.00044347i,-0.00067907+5.9416e-05i,-2.1889e-05+1.8674e-05i,0.00068061+0.00063792i,0.0003984+0.00073867i,0.00079347+0.00074275i,0.00074888+0.00040413i,0.00037575-9.1776e-05i,0.00069225+0.00023259i,0.0009118+0.00027717i
-0.00052021-9.2143e-05i,0.0010726-0.00098922i,0.0020511-0.0016226i,0.00025307-0.0032089i,-0.0010621-0.0030389i,-0.00078136-0.0012729i,-0.00083265-0.00049318i,-0.0011025+0.00036525i,-0.00080067+0.00090949i,-5.5369e-05-2.3786e-05i,0.00039954-0.00042921i,2.0474e-05-0.00053738i,-0.00026205-0.0013403i,-0.00032047-0.00094562i,0.00020535-1.6225e-05i,0.00024172+0.00010818i,-5.7734e-05-0.00022832i,-0.00025198-0.00061788i,-0.00073163-0.00054975i,-0.0005734-0.00066268i,0.00014298-0.0008249i,0.00065859-0.0006543i,-0.00011555-0.00054438i
-0.00024884+0.0013066i,-0.00024657+0.0005973i,0.00031493+0.00098117i,0.0011567+0.0007213i,0.001299+0.00075422i,0.0013921+0.0012805i,0.001049+0.0016908i,-0.00064166+0.0015893i,-0.0010778+0.00037456i,-2.8624e-05-0.00040934i,0.00065133-0.00037539i,0.00079812-0.0002668i,0.00045474-0.0005503i,0.00069133-0.00033844i,0.00031319+0.00043074i,-0.0006074+0.000331i,-0.00070343-1.5566e-05i,-0.00057516-0.00044943i,3.1936e-05-0.00030299i,0.00075216+0.00018215i,0.00067643-0.00019816i,0.00065074-0.00036628i,0.00083987+0.00051432i
-0.00068292-0.00085417i,0.0008188-0.0008146i,0.0018275-0.00040293i,0.0023812+0.00058675i,0.0017296+0.0017168i,0.00053392+0.002837i,0.00047538+0.0012062i,0.0007069-0.00036372i,0.00043115+6.5794e-05i,0.00030819+0.00021188i,0.00030033-0.00024616i,0.00076463-0.00052237i,0.0010592+4.0155e-05i,0.0006433+0.00044271i,-0.00029544+0.00040722i,-0.00066191+1.8581e-05i,-0.00013751-0.00038123i,0.00012419-0.00027781i,0.00011101-0.00026219i,0.00013353+0.00011547i,0.00026412+0.00011122i,0.00049637-0.0001881i,-2.464e-05-0.00041343i
9.6012e-05-0.000368i,-0.00017731-0.00022967i,0.0008193-0.00063849i,0.0010654-0.0012936i,-0.00063342-0.0011754i,-0.0011313-0.00057466i,-0.0011715+0.00054737i,-0.0015507+0.00065283i,-0.00062657+3.8489e-05i,0.00018869-0.00094423i,-0.00018025-0.00050682i,-0.00016065+0.00045086i,0.00068385+0.00091983i,0.00041695+0.00066935i,-0.0003295-0.00054953i,0.00021489-0.00030401i,0.00019405+0.00047416i,-0.00036578+0.00024373i,0.00031208+0.00035611i,0.00067033+0.00021228i,-0.00091-0.0004193i,-0.0016228-0.0003541i,-0.0011684+0.00021252i
-0.00027635+2.4885e-05i,8.2677e-05+0.0010343i,0.0010038+0.0013265i,-0.00031603+0.0016446i,-0.0013493+0.0017744i,-0.0009457+0.0022041i,-0.00012471+0.0018955i,0.00032305+0.00088017i,-9.557e-05+0.00032484i,-0.00057702+1.885e-05i,5.2626e-05+7.6545e-05i,0.00036541+0.00038875i,0.00073847-0.00012532i,0.00050403-0.00011133i,4.3118e-05-0.00054071i,-9.5163e-05-0.00052569i,-0.00081272-8.0693e-05i,-0.00076964+0.00024653i,0.00020783+0.00047572i,0.00075412+0.0007406i,0.00034376+0.001147i,6.0886e-05+0.00043733i,-0.00015662-0.0006705i
-0.00059637-0.0028846i,-0.00035255-0.0026989i,-0.0004751-0.0014902i,-0.00098386-0.0011421i,-0.0013875-0.00017928i,-0.00020212+0.0020902i,0.00042556+0.002086i,-0.00021355+0.0011812i,-0.00064954+0.0008571i,-0.0010056+0.00060542i,-0.00095373+0.00034772i,2.489e-05-0.00018435i,0.0015817-0.00034296i,0.0019393-0.00013854i,0.0013307+7.5306e-05i,0.00028197+0.00013732i,-0.00010337-0.00012978i,0.00089712-0.00022498i,0.0014671-0.0002865i,0.0010397-0.00026324i,0.00091362+0.00022429i,0.00093592+0.0012614i,0.00025897+0.00142i
0.00031622+0.0015981i,-0.00065567+0.00011681i,-5.4556e-05-0.0014879i,0.00031376-0.002714i,0.00053088-0.0023002i,-0.00015018-0.00029336i,-0.0010072+0.0012383i,-0.00042781+0.0016451i,0.00024096+0.00064693i,0.00035827-0.0001272i,-0.00011623+0.0003473i,-0.00097537+0.0013423i,-0.0010609+0.00061897i,-0.0001388-0.0005228i,0.00095303+0.00054956i,0.00097184+0.00092812i,0.00029644-0.00034652i,2.999e-06-0.0013296i,0.00016134-0.00094726i,4.317e-05-4.8748e-05i,2.463e-05+0.00044859i,-0.00014718+7.6629e-06i,-9.2891e-05-0.0007701i
0.0011109+0.0012697i,0.0014138+0.0012261i,0.0007312+0.0002325i,0.00016961-0.0016279i,-0.00051248-0.0021254i,-0.0009671-0.00049165i,-0.00082662+0.00068667i,-0.0012912+0.00013337i,-0.0013347-0.00013773i,-0.000597+0.00020188i,-0.00047125+0.00064901i,-0.00033362+0.00099877i,0.00047174+0.00104i,0.00099176+0.00036i,0.00094952-0.00077484i,0.00031136-0.0011982i,8.5834e-05-0.00082001i,0.00031893-0.00023434i,0.00077141+0.00014593i,5.4388e-05+0.00029093i,-0.00085844-0.00015902i,0.00016358-0.00057265i,0.0016002+1.8247e-05i
-0.0011921+3.2065e-05i,0.00050655-0.00019653i,0.0019141-0.00047133i,0.0030496-0.0013891i,0.0032023-0.00074238i,0.0023704+0.00047292i,0.0014482+0.00051089i,0.00065389+0.00014509i,8.6613e-06+0.00030021i,0.00017499-0.00035479i,0.00012426-0.00083854i,-0.00034449+0.00030026i,-0.00016385+0.00078859i,0.00018553+0.00041973i,0.00046551+0.00072047i,-0.00031+0.00073029i,-0.00068689+0.00052751i,-0.00049393+0.00016005i,3.9887e-07-0.00084523i,0.00037977-0.00060831i,-0.00070405+0.00026062i,-0.00097925+0.00015236i,-0.00033215-0.00026862i
7.0883e-05-0.00015296i,0.00071035-0.001425i,0.0013346-0.0010368i,0.0011316+0.00024182i,0.0006737+0.00047706i,0.0014739+0.00038821i,0.0013271+0.00043345i,0.00052319+0.00048i,-0.00034313+0.00038624i,-0.00030423-0.00021109i,0.00065441-0.00030707i,0.001144+0.00029838i,0.0013103+0.00064615i,0.0010201+0.00032257i,0.00071752+0.00057042i,0.00041334+8.6531e-06i,0.0002774-0.00097286i,0.00013965-0.0011293i,0.00039485-0.00063677i,0.00094106-3.0956e-05i,0.0010922-3.019e-05i,3.2502e-05+0.00040765i,-0.0010579+0.00024794i
0.00022981+0.00038005i,0.001244+0.0010284i,0.0014846+0.00087957i,0.00074079+0.00051568i,-0.0001465+0.00093248i,-0.00034281+0.0011899i,-0.00010055+0.00031751i,-0.00037298-9.028e-05i,-0.00018638+0.0005209i,-9.3592e-06+0.00074672i,-0.00036695+0.0005417i,-0.00016328+0.0011178i,-0.00057112+0.0017889i,-0.00052674+0.0019843i,-0.00061717+0.0011978i,-0.00014272+0.00050517i,0.0012351+0.00077056i,0.0012942+0.00041545i,0.00056794-0.00028803i,-0.00044244-0.00075601i,-0.00060129-4.9126e-05i,-0.00071176+0.00028826i,-0.0012509-0.00035876i
-0.0003708-0.0005959i,6.2331e-05-0.00037673i,-0.00063212-0.00094478i,-0.000237-0.00037251i,0.00058497+0.00096123i,0.00048453+0.0015129i,0.00064605+0.0012863i,0.0010005+0.00070378i,0.00026125+0.00048685i,-0.00076992+0.00013477i,-0.00045391-2.3327e-05i,-0.00022397+4.123e-05i,-0.00038832-0.00019983i,0.00040604+0.00012453i,0.0003375+0.00050461i,-0.00036918+0.0001625i,0.00020914-0.00044423i,0.00056615-8.8315e-06i,0.00039379+0.00010084i,0.00071495+4.8507e-05i,0.00094003+0.00037859i,0.0013087+0.00054313i,0.0005784+0.00035127i
0.0012266-0.0026245i,0.0010879-0.0018412i,0.00036809-0.0019319i,-0.0014322-0.0023188i,-0.0028296-0.0011947i,-0.0016953+0.00080347i,2.5104e-05+0.0011578i,0.00084677+0.00041407i,0.00072502-0.00022839i,-0.00022191+2.2606e-05i,-0.00019936+0.0005586i,0.00032642+0.00062092i,-0.00038188+0.00035387i,3.2985e-05-0.00011299i,0.00079782+3.7514e-05i,0.00016201+0.00033137i,-0.00041542-0.00025671i,-0.00014542-0.0004723i,-0.00015408-0.00057891i,4.9767e-05-0.00067425i,-0.00013834-0.00039527i,9.0858e-06-0.00058476i,0.00060816-0.00074273i
0.00066873-0.00016544i,0.00058935-0.00084336i,0.00070361-0.0022608i,0.00039087-0.0025318i,-0.00038761-0.0013042i,-0.00058904+0.00066037i,-2.4211e-05+0.00079146i,0.0001678+0.00047921i,-0.00015459+3.75e-05i,-0.00027122-0.0005616i,0.00041664-0.00024436i,0.0010949+0.00021333i,0.00057936+0.00052366i,2.8905e-05+0.00060798i,0.00012166+6.3673e-05i,-0.00018398+2.2223e-05i,-0.00045415-1.3321e-05i,-0.0001191-9.6805e-06i,9.3905e-05+0.00017033i,-0.00048156-0.00018293i,-0.00083648-0.00017007i,-0.00085783-0.00010321i,-0.00068898+0.0004858i
0.0014046-0.0017123i,0.0016689-0.0019418i,0.0014208-0.0031932i,0.00111-0.0024021i,-0.0002118+0.00011731i,-0.00012606+0.00087206i,0.0011926+0.0003687i,0.0012643-0.00035753i,0.00035517-8.3487e-05i,-0.00012516+0.00085275i,2.6976e-05+0.00092965i,0.00051223+0.0012779i,0.00058065+0.0014867i,0.00046353+0.00070611i,0.00018388+0.00040361i,7.9498e-05+7.5363e-05i,0.00034973-0.00080711i,0.000456-0.00067453i,0.00076528+0.00040018i,0.00077201+0.00019471i,0.00033019-0.00037519i,-6.0987e-05-0.0010369i,-0.00047179-0.001669i
-0.00032172+0.001165i,-0.00022936+0.00077281i,-6.4543e-05+0.0002712i,-3.0008e-05-4.4898e-05i,-0.00022525+0.00020106i,-0.00098013+0.00075431i,-0.00061072+0.00087902i,-0.00049519+6.9711e-05i,-0.00032709+9.8824e-05i,0.00096675+0.00024716i,0.0012442+7.7137e-05i,0.00061845-0.00023483i,3.9482e-05-0.00061921i,-4.2508e-05-0.00046153i,0.00018706-0.00026292i,0.00031686+0.00045664i,0.0010396+0.00056624i,0.00077498+0.00032636i,0.00020265+0.00040225i,0.00043456+0.00022695i,0.00072227+4.0291e-05i,0.00062232+0.00029735i,-9.4164e-05+0.00050148i
9.8003e-05+0.0018846i,-0.00054217+0.0013204i,-0.00020905+0.0003626i,0.001349-0.00060478i,0.0019495-0.00035859i,0.00056208+0.00072097i,-0.00069752+0.00029161i,-0.00078988+0.00046859i,-0.00022537+0.0010036i,0.00031141+0.00084617i,4.8243e-05+0.00085805i,5.431e-05+0.00089881i,7.9193e-05+0.0003773i,-0.00031991-0.00041289i,-0.00014155-0.00044291i,-0.00010176+1.9111e-05i,-0.00054646+0.00020276i,0.00031499-0.00064295i,0.00073239-0.0011234i,-0.00024557-0.0010694i,-0.00016851-0.00078144i,3.626e-05-0.00029836i,-0.00071881-9.3945e-05i
-9.2929e-06-0.0012778i,0.00028207-0.00023506i,0.0003778+0.0010995i,0.00043927+0.0011788i,-0.00033485+0.00093487i,-0.00087637+0.0011166i,-5.6961e-06+0.001601i,0.00045558+0.00096472i,0.00058175-0.00010298i,0.0010196+6.7507e-05i,0.00062801+0.00033335i,4.9757e-05+0.00045121i,0.00023978+0.00022557i,0.00022508+0.00034945i,0.00027504+0.0008355i,0.00062983+0.00064833i,0.0008586+0.00047284i,0.00098838+0.00019896i,0.00058404-0.0003223i,-0.00070501-0.00010413i,-0.001193+0.00015258i,-2.6251e-05-4.0404e-06i,0.00039769-0.0010438i
0.00026889-0.0019417i,0.0010954-0.003026i,0.00080947-0.0033886i,-0.0003276-0.0021051i,-0.0010916+0.00021679i,0.00025862+0.0025627i,0.00086393+0.002224i,-0.00024864+0.00055535i,-0.0003415+0.00063029i,-0.00039467+0.0013244i,-0.00072695+0.00070616i,-0.00049475-0.00050752i,0.00049822-0.00098957i,0.00069121-0.00028158i,-0.00040073+0.00035011i,-0.00055225-0.00018186i,0.00038678-7.7203e-05i,0.0011469-0.00044016i,0.00090733-0.0012218i,0.00065392-0.00070674i,0.0010317-0.00053896i,0.00074575-0.00088843i,6.0759e-06-0.0010923i
0.0012897+0.0015581i,-0.00022001+0.00047598i,0.00045109+8.6593e-05i,-0.00013669-0.00037522i,-0.0012578-0.00049559i,-0.0017231-6.0265e-06i,-0.0015577-6.9799e-05i,-0.0010208+0.00018481i,-6.3138e-05-0.00010685i,0.00061629-0.00078757i,0.00011497-0.0013175i,-3.2925e-05-0.0010838i,0.00051535-0.00044823i,0.00017207-0.00013207i,-0.00025886+8.1269e-05i,-0.00028443-7.8692e-05i,0.00042938-0.00035789i,0.00085916+0.0001083i,0.00028872+0.00011605i,0.0002285-0.00024543i,0.00011417-0.00013381i,-4.8324e-05+1.1163e-05i,0.00045926+0.00038446i
-9.7272e-05+0.0018426i,-0.00067446+0.0010722i,0.00019909-0.00046509i,0.0012956-0.0013481i,0.00067914-0.0013432i,-0.00059821-0.00039635i,-9.4253e-05+0.00076834i,4.8915e-06+0.001016i,-0.00061012+9.8849e-05i,-0.00049044-0.00077311i,-1.1673e-05-0.00035932i,6.9797e-06-0.00022979i,0.00029372-0.00074637i,0.00022421-0.0001941i,0.00040178+0.00083515i,0.0010965+0.00045395i,0.00042976+1.9283e-05i,-0.00037129-0.00024897i,-0.00063845-0.00023699i,-0.00031499-0.0003347i,0.00058602-0.00034053i,0.0009733-8.9022e-05i,0.00045293-0.00024565i
0.00066724+0.00021219i,0.0010723-7.6759e-05i,0.0015792-0.00011007i,0.0017636-0.00055956i,0.0024953-0.00051574i,0.0019594+0.00088183i,0.00066666+0.0013595i,0.00017539+0.00067012i,4.1546e-06+0.00088458i,0.00031884+0.00046076i,0.00057624+0.00016304i,0.00089836+0.0006574i,0.00080997+0.00015542i,0.00014106-0.00035383i,0.00012629-0.0004927i,-0.00027314-0.00035373i,-0.0005042-0.00021006i,-4.2749e-05-0.00011122i,0.00036427+0.00013331i,0.0004852-0.00032126i,0.00053968-0.00082052i,0.00046263-0.0011764i,-0.0001975-0.00049981i
0.0010396-0.00065956i,0.00049798-0.00050148i,0.00023964-0.001006i,0.00037583-0.0016196i,0.00062457-0.0008362i,0.00051201+0.00015174i,0.0004759+0.00060594i,0.00058862+0.00077148i,0.00082439-0.00010336i,0.00042948-0.00013962i,-0.00078719-0.00018915i,-0.00058586-0.00076581i,-5.5635e-05+5.8533e-05i,8.6269e-05+0.0017539i,-5.0902e-05+0.0013267i,-0.00014091-0.00034317i,1.0969e-05-0.00013411i,-0.00021726+0.00068958i,0.00045918+7.9109e-05i,0.00023525-0.00076716i,-0.0001036-0.0010846i,0.00041565-0.0011397i,0.00024838-0.00085643i
0.00017802-0.0006837i,0.00096686-0.00061113i,0.0014804-0.0011185i,0.00075838-0.00087191i,3.9977e-06+0.00059569i,7.86e-05+0.0020992i,0.0003526+0.0020905i,0.00050864+0.0013438i,7.7037e-06+0.00066502i,-7.7963e-06-0.00010376i,3.3041e-06+8.3532e-05i,-0.000452+0.00020046i,-0.00011623+0.00072072i,0.00025402+0.0011334i,-3.0904e-05+0.0011694i,0.00028526+0.00057994i,0.0005802-0.00025875i,0.00074763-7.2517e-05i,0.00056726+4.738e-05i,0.00061362-0.00062117i,0.00026683-0.00083229i,7.1938e-05-0.0010536i,0.00013832-0.0013594i
-1.1444e-05-0.00094037i,0.0012132-0.0016484i,0.00036786-0.0011272i,-0.00034014-0.00026175i,-0.0010726+0.0013386i,-0.00073554+0.0022413i,-2.9332e-05+0.0015561i,-0.00017939+0.00095488i,0.00048107+0.0004699i,0.0010517-0.00039891i,0.00094781-0.00023728i,0.00070854+0.0010621i,0.001454+0.0017779i,0.0015907+0.00095991i,0.0010073+0.00063935i,0.0010828+0.00066383i,0.00072827+0.00050555i,0.00023973+0.00082403i,-9.1532e-06+0.0011172i,-0.00015532+0.00013969i,0.00023459-0.00084129i,0.00062136-0.00049493i,0.0008597-0.00033948i
-0.00027361-0.0010515i,-3.428e-05-0.00037757i,-0.00014706+8.5749e-05i,-0.00052088+0.00072614i,-0.00098786+0.0014787i,-0.00027324+0.00079935i,-0.00014292-0.00019562i,-0.00012387-0.00022325i,0.00054201-0.00084852i,0.00035591-0.00087693i,-4.8364e-05-0.00040825i,0.00076424+0.00023497i,0.0013619+0.001091i,0.00063372+0.00057624i,2.6263e-06-0.00038047i,-0.00058195-0.00027669i,-0.00090794-0.00056552i,-0.00024944-0.001003i,0.00043266-0.00077179i,0.00059298-0.00011332i,0.00091296+0.00019239i,0.00078111-0.00020672i,3.5179e-07-0.00017961i
0.00057929-0.001505i,0.00064805-0.00085627i,0.00020325-0.00034529i,-0.0012177-0.0014295i,-0.0014433-0.0017089i,-0.00092887+0.00034744i,-0.00094451+0.0011662i,-0.0012145+0.00077372i,-0.00070729-0.00030043i,-0.00085775-0.00047245i,-0.0014553-0.00041096i,-0.0012015-0.00076985i,-0.00086272-0.00019024i,-8.6617e-05+0.00024962i,0.00036512-0.00012982i,-0.00049551-0.00025166i,9.0386e-05-0.00066079i,0.00074542-0.00099823i,0.000451-0.00036084i,4.3906e-05-7.8201e-05i,-0.00028762-0.00031413i,-0.00012436-0.0004848i,0.00014798+3.2255e-07i
-0.00061323-0.00092623i,0.00014088-0.00061885i,-0.00017021-0.0019409i,-0.00053869-0.0026709i,-0.00010325-0.0016643i,0.00038942+1.3272e-05i,-0.00031806+0.00068931i,-0.00025657+7.6612e-05i,0.00026728+0.00035868i,0.00049859+0.00018484i,0.00044528-0.00017142i,0.00053454+0.00051413i,0.00030801+0.00045822i,-9.7786e-05-5.2284e-05i,-0.00022508-0.00015684i,-6.8412e-05-0.00031782i,7.5928e-05-0.00036872i,0.0005154-2.4435e-05i,0.0012998+0.00021844i,0.00087354-0.00031523i,-0.00015561-0.0010983i,-0.00059714-0.00096949i,-0.00025829-0.00015361i
-0.00010271-0.00096651i,-6.2129e-05-0.0023306i,0.0014072-0.0024996i,0.0018039-0.0016982i,0.0010509-0.0001684i,0.00044834+0.00077687i,0.00021631+0.00051718i,-0.00026698+0.00042927i,-1.1063e-05+5.038e-05i,0.00054794-0.00030194i,-0.00013402-0.00039986i,-0.00069433-0.0006969i,-0.00027031-0.00013403i,0.00061814+0.00040214i,0.00073318+0.00020312i,0.00085621+0.0005095i,0.00045128+0.00047374i,-0.00011049-0.00060075i,0.00027593-0.00072157i,-0.00031107-0.00011542i,-2.72e-05-0.00055744i,0.00060729-0.00098708i,0.00040129-0.00080074i
7.8555e-05-0.00018125i,7.8149e-05+8.8258e-05i,-0.00047461+0.00037673i,-0.00011984-4.8626e-05i,0.0002939+0.00061119i,-0.00027038+0.00065273i,-0.00039848+0.00019578i,-0.00044294+0.00055057i,-0.00033547+0.0010302i,-0.00045279-0.00013215i,-0.00068841-0.00053739i,-0.00067736+0.00038133i,-0.00060894+2.3648e-06i,-0.00033884-0.00032098i,-0.00010695-0.00025107i,-0.00011197-0.00053624i,-0.00026076-0.0012647i,3.5678e-05-0.0010775i,0.0012946+0.0002213i,0.00062535+0.00058671i,-0.00052823-0.00036461i,-0.00017458-0.00082113i,0.00012263-0.0011625i
-0.00014623+6.2684e-06i,-0.00081874+0.001108i,0.00022744+0.0014316i,0.0010991+0.0018734i,0.00063668+0.0024034i,-0.00034879+0.0021754i,-0.00050198+0.00065998i,-0.0003336-0.00044706i,-0.00034985+0.0001293i,-0.00064723+0.00041709i,-0.0008383-6.4122e-05i,-1.433e-05-0.0003595i,0.00041766-0.00059896i,-0.00022181-0.00038202i,-2.7902e-05+7.374e-05i,0.00052439+0.00037204i,0.00022989-0.00023851i,0.00018746-0.00039152i,0.00072679-0.00041951i,0.0006853-0.00030586i,0.0005812-0.00024083i,0.00024295-0.00026715i,-0.00024896-0.00040303i
-0.00035611+3.6563e-05i,-0.00056242-0.0012522i,-5.9118e-05-0.0021607i,0.00080829-0.0014606i,0.00011488-0.00083871i,-0.00031969-6.5087e-05i,-0.00084424+0.0012752i,-0.00079496+0.00076522i,-9.8422e-05-0.00023236i,-3.475e-05-0.00066855i,-6.0671e-05-0.00046964i,-0.00022583+0.00015436i,-0.00074434+0.00022096i,-0.00063851-0.00023478i,0.00029218-0.00045215i,0.00029019+3.3842e-06i,-0.00020316+0.0002114i,3.3286e-05+0.0001638i,0.00011566+0.00036871i,0.00015993+0.00038499i,-1.936e-05+0.00069168i,-0.00026726+0.00052429i,-0.00065367+0.00015307i
-0.00044157-0.0006142i,0.00024833-0.0011775i,0.00072574-0.000463i,0.00024726+0.00023171i,-0.00015389+0.00089679i,-0.00014527+0.00089213i,0.00044041+0.00073028i,0.00018608+0.00095682i,-0.00027255+0.00099908i,-3.3162e-05+0.00055612i,0.00071169-0.00061452i,0.0016566-0.00084754i,0.0015955-0.00036953i,0.0010149+0.00036378i,0.00034137+0.0011559i,-6.2528e-05+0.00044139i,-0.00014755-0.00052222i,0.00013083-0.00097293i,0.00074443-0.0010522i,0.00095648-0.0005039i,0.00035675-9.5106e-05i,-0.0011428+2.4537e-05i,-0.0013341-0.00065776i
0.00073292+0.00018854i,0.0004106+0.00051917i,0.00088414-2.2263e-05i,-6.4167e-05-0.0011765i,-0.00089529-0.0017673i,-0.0011014-0.00050798i,-0.00019576+0.00051772i,0.00049312+0.00033961i,0.00073285+0.00032295i,0.00041131+0.00026826i,-0.00024479+0.00034013i,-0.00038485+0.00039044i,0.00058586+0.00050902i,0.0011116+0.00074289i,0.000645+0.00036891i,0.00066453+0.0001247i,0.00043036+0.00019135i,3.0452e-05+0.0006035i,-3.6726e-05+0.00037489i,0.00012648-0.00038812i,0.00057094-0.0005791i,0.00072043-0.00017697i,-6.5742e-05+1.4038e-05i
-0.00017476+0.0006353i,-5.8657e-05+0.00066213i,0.0010715-6.1237e-05i,0.0014977-0.00069154i,0.0010206-0.00023761i,0.00042585+0.00041928i,0.00060667+0.00065642i,0.00060698+0.00071991i,0.00035715+0.00056441i,0.00076477+0.00029745i,0.00014089+2.2053e-05i,-5.6121e-05+0.00023074i,0.00079199+0.00080176i,0.0010512+0.00063425i,0.00083557+0.00048952i,0.00040006+0.00019026i,0.00021259+0.00047492i,0.00076202+0.0013754i,0.00084314+0.00074119i,-0.00017149+0.00060143i,-0.0014097+0.00054541i,-0.0011053+9.4338e-05i,-0.00056632-0.00031125i
