-0.00091284+0.00055157i,-1.7949e-05-9.2672e-05i,-0.0010238-0.00023928i,-0.0018311+0.0006809i,-0.0025506+0.002016i,-0.0022717+0.0017257i,-0.0017555+0.00083183i,-0.00082638+0.0011048i,0.0002086+0.001131i,0.00083146-0.00011452i,0.00076606-0.0012243i,0.00025742-0.0015774i,0.00016247-0.00062384i,0.00042116+0.00057885i,0.00026429+0.00078968i,-0.00010835+0.000298i,-0.00091351+3.2951e-05i,-0.0009885+0.00055215i,-0.00063774+0.00063785i,-0.00057583-0.00037448i,-0.00049553-0.00077519i,-0.00010165-0.00019743i,0.0004165+0.00061386i
-0.0035406+0.00073527i,-0.0027878+0.001052i,-0.0014666+0.0013945i,-0.001774+0.0010576i,-0.0021095+0.0010351i,-0.0013479+0.00091537i,-0.00069012+0.0012223i,-0.000175+0.0012212i,0.0010535+0.0010257i,0.00092762+0.00085642i,-1.4133e-05+0.00053588i,-6.0067e-05+0.00021239i,-4.2689e-05-0.00010018i,6.1345e-05-9.8351e-05i,-0.00016491+0.00016473i,-0.00051963+0.00046047i,-0.00038737+0.00067231i,0.0003662+0.00036018i,0.00082759-0.00028829i,0.00075518-0.00079661i,0.00042868+0.00016251i,-1.3396e-05+0.0008132i,-0.00016489+0.00017719i
-0.0025915-0.0031939i,-0.0020004-0.0019009i,-0.0016156+0.00020595i,-0.00091845+0.0010094i,0.0001701+0.00072077i,0.0009716+0.00018073i,-0.00012074+0.00061447i,-0.00079357+0.0019904i,-0.00055584+0.0021246i,-0.00028619+0.00074586i,0.00032108-0.00012381i,0.00077446-0.00052211i,0.0010317-0.00010991i,0.00083237+0.00066413i,0.00030659+0.00047453i,0.00034098-0.00041504i,4.0924e-05-0.00014942i,-0.00013344+4.0065e-05i,-0.00024626+0.00033295i,-0.00067601+0.00096142i,-0.00085556+0.001059i,-0.00053789+0.00067085i,0.00013712+0.00051131i
0.0010453-0.005739i,-0.00068009-0.0050736i,-0.0015105-0.0033077i,-0.0014665-0.0016898i,-0.00035338+7.7348e-05i,0.0004796+0.0016265i,-8.1922e-05+0.0018261i,-0.00051248+0.00097925i,-0.00020622+0.00036693i,0.00051225-0.00016504i,0.00039509-0.00058227i,9.6667e-05-0.00015921i,2.6154e-05+8.7944e-05i,0.00061057-0.00023503i,0.0005848+4.7684e-05i,-0.00035927+0.00033134i,-0.00030361+0.00018818i,0.00041377-0.00080141i,0.00070896-0.0011571i,0.00060172+0.00024412i,0.00030386+0.00085702i,0.0005546+0.00029837i,4.5988e-05-6.7484e-05i
0.0019979+0.00080283i,0.00097597+0.00054022i,-0.00092494+0.00040236i,-0.00091702+4.6058e-05i,-0.00011423+0.00086071i,-0.00051448+0.0013768i,-0.0010955+0.00077252i,-0.00087763+0.00027264i,-0.00028005-0.00061032i,5.8637e-05-0.00087056i,0.00034166-0.00047154i,0.00064349+0.00029083i,0.00011973+0.00047509i,-0.00057475-0.00039935i,-0.00076462-5.5663e-05i,-0.00071138+0.00014569i,5.3952e-05-0.00034811i,0.00044601+0.00011263i,-0.00038096+0.00020354i,-0.00028222-3.7032e-06i,7.2677e-05+0.00028904i,0.00022444+0.00054642i,0.00075165+0.0005187i
0.0015829+0.0052853i,0.0012095+0.0050349i,0.00080078+0.0031974i,0.00085912+0.0010519i,0.00074175-0.00029817i,0.0001286-0.00058191i,-0.00080766-0.00073034i,-0.00075274-0.00066733i,0.00010858-0.00040379i,0.00052947-0.00054193i,0.00081432-5.5751e-05i,0.0010563+0.00056258i,0.0011371+0.00025523i,0.00077443-0.00067657i,0.00025457-0.0012098i,-0.00068743-0.00047182i,-0.001228-0.00013642i,-0.0005524-0.00063451i,-1.2127e-05-0.00037408i,-3.9001e-05+0.00054073i,0.00014343+0.0010635i,-0.00020434+0.00078267i,-0.00058057-0.00028309i
-0.0016198+0.0020251i,-0.0019433+0.0015835i,-0.00077148+0.0020745i,-0.00063484+0.0012812i,-0.00098153-5.2462e-05i,-0.00088307+6.4613e-06i,-0.0010825+0.00033927i,-0.0011061+0.00080156i,0.00010883+0.00095824i,0.00083298+0.00067376i,-0.00015162+0.00021914i,-0.00048773-5.0737e-05i,0.00051511+0.00022348i,0.0011066+0.00081294i,0.00057284+0.00081041i,0.00017329+0.00010032i,0.00036672+0.00070572i,0.00033615+0.0012993i,0.00014189+0.0010867i,-8.8948e-06-0.00014197i,0.00033596-0.00057083i,0.00096709-0.00019837i,0.00066412-0.00012855i
-0.0039658-0.0025134i,-0.0025385-0.0013795i,-0.0014185+4.053e-05i,-0.00074989+0.00083316i,0.00067501+0.0010554i,0.0011087+0.00083195i,3.0388e-05+0.00047844i,-0.00084804+0.00079926i,-0.0002366+0.0012933i,-0.00026359+0.001807i,-0.00046807+0.0014015i,0.00023582+0.00032575i,0.00064394+0.00084057i,0.00017576+0.0021501i,-0.00097547+0.0017376i,-0.00050433+0.00067572i,0.00048989+0.00093587i,0.00016251+0.00059318i,7.2605e-05-0.00047456i,0.00042982-0.0007254i,0.00059382-0.0004598i,0.00084165-0.00025518i,0.0011594-0.00035898i
-0.0017685-0.0027145i,-0.0020881-0.0010406i,-0.0031134+0.00083447i,-0.0034164+0.0023947i,-0.0014231+0.0024381i,0.00017359+0.0017309i,0.00069545+0.00085916i,0.00066064+0.00042663i,-0.00030741+0.00062169i,-0.00059847+0.00053419i,-0.00046959+0.00028472i,-0.00010221+0.000331i,0.00013687+0.00085483i,-0.00033179+0.00025577i,-0.00060965-1.6301e-05i,-8.4991e-05-0.00018547i,0.00045281-0.00042054i,1.8672e-05-0.00038718i,-0.00017031-0.00032806i,-5.8302e-05+0.00059041i,-0.00099422+0.00096876i,-0.00074851+0.00021402i,-0.00030334+0.00038058i
0.0058058+0.001624i,0.0040438+0.00077349i,0.002586-0.00050085i,0.0018044-0.0011381i,0.00044049-0.00031192i,-0.0015588+0.00032486i,-0.0023355+0.00062423i,-0.0019489+0.0012113i,-0.00041394+0.00061041i,8.8675e-05-0.00032337i,-0.0004038+2.3005e-05i,-0.00048031-0.00036082i,-0.00027745-0.00063095i,-6.9764e-05-0.00025872i,-0.00048011+0.00028735i,-0.00073908+0.00024808i,-0.00055058-0.00049897i,-0.00045967-0.00036502i,-8.3978e-05+9.1087e-05i,0.00036838+0.00026713i,0.00081045-6.7257e-05i,0.00068921-0.00012421i,0.00074048-0.00043678i
0.0028185+7.1538e-05i,0.0017238-0.0014712i,0.0006859-0.0023405i,-0.00055651-0.0018739i,-0.0017859-0.0013632i,-0.001569-0.0010652i,-0.00028231-0.00064318i,0.00033821+0.0005869i,0.00090963+0.001018i,0.0011896+0.00067263i,0.00021384+0.00047908i,-0.00037629+0.00040112i,-0.00045277+0.00038978i,-0.00035353+5.6371e-05i,-0.00015403+0.0003876i,-0.00025723+0.0005302i,-0.00075503+0.0003359i,-0.00053222+0.0003193i,-0.00019423+0.00013225i,2.3225e-06+0.00011176i,0.00084109+0.00050592i,0.00072433+0.00062755i,8.5065e-05-0.00026476i
-0.0036246+0.003793i,-0.0018995+0.0032886i,-0.00031799+0.0025208i,-0.00010843+0.0024111i,0.00060287+0.0021049i,0.0014414+0.0013681i,0.0010449+0.00024564i,-0.00051599-0.00017304i,-0.0011842+0.00054745i,-0.00032277+0.0016019i,0.00068634+0.0018352i,0.00065924+0.0010819i,9.6943e-05+0.00067723i,0.00041326+0.0014845i,0.00062057+0.0007139i,0.00024083-0.00043567i,0.00017152+2.9029e-05i,0.00064266+0.00026616i,0.00012057+3.1723e-05i,-0.00062832+1.1737e-05i,7.8266e-05-0.00019672i,0.00019744-0.00064696i,-7.7764e-05-0.00066831i
-0.0033226-0.0013833i,-0.0022218-0.0013978i,-0.0021052-0.00097604i,-0.0023737+0.00077048i,-0.0020622+0.0019397i,-0.00072412+0.0016501i,0.0001552+0.0010345i,0.00048612+0.00066314i,0.00028129+0.00047844i,-0.00061047+0.00087225i,-0.00083833+0.0014519i,-0.00021739+0.001235i,-0.00035128+0.00045735i,-0.0007729+0.00071376i,-0.00020759+0.0006541i,0.00016184-0.00023282i,0.00010169+0.00023931i,0.00066142+0.00094235i,0.001065+0.001303i,0.00089362+0.0010655i,0.00040725+0.00038907i,-0.0002149+0.00014181i,-0.00023185+4.9555e-05i
2.4573e-05-0.00045817i,0.00033028+0.00031099i,-8.135e-05+0.0017016i,-2.6446e-05+0.0018362i,0.0004516+0.001809i,0.00018467+0.001316i,-0.00088965+0.00064438i,-0.0013612+0.00061931i,-0.00065501+0.00061034i,7.5175e-05+0.00028444i,-0.00019146-1.9738e-05i,-0.00011272+0.00029531i,0.00013368+0.00088799i,6.7517e-05+0.00038945i,0.00062796-0.00012596i,0.00045625-0.00017169i,-0.00062398-1.4633e-07i,-0.00026338+0.00029176i,0.00051007+7.9879e-05i,0.00060917-8.6149e-05i,0.00041989-6.3216e-05i,0.0003026+9.5786e-05i,0.00011444-6.4713e-05i
0.003776-0.0002516i,0.0023045-0.0011012i,0.0010257-0.0019308i,-0.0007136-0.0017807i,-0.0019435-0.0016473i,-0.0022788-0.0007664i,-0.0022275+0.00054281i,-0.0018917+0.001506i,-0.00048527+0.0012964i,0.00054194-0.00051958i,0.00023282-0.0012704i,-2.9652e-05-0.00079941i,-0.00073387+9.9021e-06i,-0.0011071+0.00048421i,-0.00092788+0.00024757i,-0.001273-0.000131i,-0.00087167-0.00067055i,-0.00021326-0.00060958i,4.2182e-05+0.00036619i,-0.00034113+0.0009893i,-0.00017667+0.00092949i,0.00030835+0.0005528i,-9.873e-05-0.00016277i
0.00094591-0.0013447i,0.00033261-0.0019793i,-0.002041-0.0025141i,-0.0031932-0.0011563i,-0.0028753+0.00053301i,-0.0012928+0.0012928i,-3.9446e-05+0.00090352i,-0.00024938-0.00021208i,-0.00015049-0.00036143i,0.00080444+0.00061916i,0.0012688+0.0011349i,0.0011449+0.00040882i,0.0011426-0.00058883i,0.00086849-0.0010225i,0.00023551-0.00032802i,-0.00013545+0.00050874i,-0.00011677+0.00024785i,0.00081688-0.00013795i,0.00058302+0.00028388i,-0.00010711+0.0004469i,-0.00043107+8.5322e-05i,-0.00096238+0.00075745i,-0.0013064+0.00086343i
-0.0012812+0.0020376i,-0.00098036+0.0012655i,0.00036405+0.00062135i,0.00050054+0.0010204i,0.00046175+0.0010171i,0.00095861+2.5555e-05i,0.00059971-0.00010701i,0.00047723+0.00091308i,0.00020049+0.0012248i,-0.00033096+0.00052244i,0.00034969-0.000112i,0.00094708+0.00022181i,0.00047448+0.00062337i,-0.00010232+9.2583e-05i,0.00015297-0.00027559i,0.00029857-0.00011762i,-0.00023328-5.5497e-05i,-0.00012072-0.00020274i,0.00031567-9.1342e-05i,0.00017836-0.00031844i,8.0634e-05-0.00075384i,0.00026047-0.00059007i,0.00030986-5.858e-05i
-0.00223-0.0013591i,-0.0009689-0.00065521i,-0.0017065-0.00014358i,-0.0024612+0.00025726i,-0.0014583+0.001176i,-0.00019639+0.0016101i,0.0003023+0.0013525i,0.00026357+0.0011746i,-0.00027894+0.0010037i,-0.00073218+0.00055871i,-0.00036081-0.00026957i,-6.5843e-06-8.5824e-05i,0.00062373+0.00135i,4.1262e-05+0.0013349i,-0.0010915-8.1442e-05i,-0.0010547-0.00035269i,-0.00064344+0.00035793i,-1.6978e-05+0.00054537i,0.00048543+0.00059374i,0.00057153+0.00041644i,-6.9521e-05-0.00017247i,-0.00021717-0.00075171i,-0.00034437-0.0011216i
-0.0022535-0.0019962i,-0.0021726-0.00064798i,-0.0019254-5.1188e-05i,-0.001055+0.00071998i,-0.00035293+0.0025925i,0.00041718+0.0026925i,0.00059878+0.0017582i,0.00028351+0.001588i,0.00025757+0.0010179i,0.00046786+0.00016466i,0.00047787+1.0021e-05i,0.00076644+0.00080256i,0.0006164+0.0010509i,0.00067962+0.00081662i,0.00077064+0.00041606i,0.00043386-0.00042384i,0.00054639-0.00078385i,0.00073634-0.00012257i,0.00034361+0.0011144i,-0.00024433+0.00074198i,-0.00042819+0.00042168i,-0.00022631+0.00049521i,-0.00015554+5.3253e-05i
-0.00025909-0.00055395i,-0.00013477-0.001591i,-4.0807e-05-0.0008637i,-0.0012885+0.00066687i,-0.0016956+0.0014106i,-0.00064657+0.0016485i,-0.0003405+0.00071837i,-0.00025813-9.5561e-05i,-0.00023668+0.00011039i,-0.00059757-0.00016486i,-0.00041046-0.00026678i,-0.00022996-0.00026179i,-0.00039829-0.00069683i,-0.00033391-0.00044502i,-0.00034052-0.00033465i,-0.00063487-0.00042444i,-0.00085887-0.00026704i,-7.4154e-06+0.00051875i,0.00070638+0.0011456i,0.0013065+0.00060673i,0.0010133-0.00021185i,0.00048373-0.00076455i,0.00018813-0.00069395i
0.0041025-0.00012602i,0.0033254-0.00036018i,0.0011049-0.00081753i,-0.00025901-0.0012181i,-0.00018148-0.00083874i,-0.00052662+0.00030662i,-0.00079892-7.3803e-05i,-0.00022303-0.0012568i,0.0002931-0.00054542i,0.00044724+0.00065536i,0.00068278+0.0012059i,0.00023366+0.00062164i,0.00022477-0.00061847i,0.00045703-0.0011022i,-2.1995e-05-0.00056766i,-0.00057718-0.00019743i,-0.00067923+7.4666e-05i,-0.00052017+0.00030198i,-0.00065372+0.00074993i,-0.00061112+0.00066499i,-0.00034435-9.6973e-05i,-0.0005294-0.00051118i,-0.00041948+1.4088e-05i
-0.00089506+0.0023079i,-0.00085807+0.00081544i,-0.000186+0.00012839i,-0.00069282+0.00029905i,-0.00076789-0.00072377i,-0.00063743-0.00095601i,-0.000873-0.00058881i,-0.00051577-0.0003099i,-0.00023376-0.00020224i,0.00048188-0.00062276i,0.00073705-0.00031705i,0.00010185+8.6593e-06i,-0.00021781+0.00012818i,-0.00027728+7.1507e-05i,0.00010364+0.00028628i,0.00034698-0.00024186i,0.00057501-0.00067971i,0.00045516-0.00050996i,7.1125e-05-0.00027326i,-0.00010222-0.00026739i,0.00049735-0.00030149i,0.0010798-0.00050672i,0.00054261-0.00029871i
-0.00060907-0.00079302i,-4.9185e-05-0.001136i,-0.00051623-0.00088003i,-0.0006987-6.7763e-05i,-0.00038835+0.00014039i,-0.00036139+0.00057773i,-0.00013504+0.0016842i,-0.00012038+0.0020048i,8.2992e-05+0.0011559i,0.00020639+0.0008776i,0.00041221+0.00094176i,0.00077838+0.0005489i,0.0012639+0.00070884i,0.0012081+0.00097778i,0.00033846+0.0010804i,0.00011363+0.00046801i,0.00010408+1.4006e-05i,-0.00026751-0.00032533i,4.6402e-05-0.00031722i,0.00021798+0.00043814i,2.0096e-05+0.00056895i,-0.00010276+9.0718e-05i,0.00049073-0.0001078i
-3.1536e-05-0.0025921i,-0.00041847-0.0017786i,-0.0018735-0.0022749i,-0.0024046-0.0015599i,-0.0017484+0.00022049i,-0.00038088+0.0011482i,7.2209e-05+0.0019184i,-7.6029e-05+0.0022077i,0.000848+0.0015173i,0.00015697+0.00065982i,-0.0011275+0.00064543i,-0.00073816+0.0010485i,-0.00029449+0.00098412i,3.2077e-05+0.00038352i,0.00014686+4.4524e-05i,-0.00040261+0.00063281i,-0.0002957+0.00088732i,-1.7787e-05-2.0149e-05i,0.00015663-0.00010069i,-4.2726e-05-0.00038127i,-0.00059758-0.0012061i,-0.00046019-0.00033927i,0.00016559-0.0001337i
0.00093027-0.0025588i,0.0002132-0.0027262i,-0.001328-0.0015809i,-0.00042649-0.0003473i,0.00081336+0.0009542i,-0.00072523+0.0015819i,-0.0019545+0.0017215i,-0.0011548+0.0015171i,-0.00079613+0.00082391i,-0.0012227-0.00066442i,-0.00026255-0.001076i,0.0013122-0.0010375i,0.0012343-0.00092625i,0.00049624-0.00026057i,0.00053867+0.00049647i,0.0006877+0.00091802i,0.00040864+0.00056536i,-0.00044757-0.00018308i,-0.0013293-0.00041882i,-0.00052149+0.00010983i,0.00070945-0.0001978i,0.00014897-0.00066727i,-0.00021897-0.0005702i
0.0020362+0.0012096i,0.002407+0.0016735i,0.00065386-0.00027373i,-0.00085101-0.00087718i,-0.00062724+0.00024502i,0.00022655+0.0011755i,-7.468e-05+0.0011936i,-0.00060128+0.00031652i,-0.00026543+0.00026256i,-0.00036161+0.00072719i,-4.7376e-05+0.00057874i,0.00020208+0.00077593i,-8.4723e-05+0.00068493i,-0.00032362+3.6887e-05i,0.00013711-0.00039194i,0.00027984-0.00023496i,-0.00033828-0.00021225i,-0.00043881+0.00014756i,-0.00032706+0.00080293i,-0.00037945+0.00060786i,-6.3084e-05+0.00051697i,0.00010891-6.2948e-05i,-0.00036257-0.00024105i
-0.0003981+0.0005796i,7.049e-05+0.00033907i,-9.2976e-05+0.0003748i,-0.00036986+0.00050263i,-0.00085678+0.00095753i,-0.0010462-0.00014327i,-0.00085868-0.00041973i,-0.00013695+0.00057268i,0.00045874+0.00052897i,0.00044437+0.00023707i,0.00047588+0.00042772i,-0.00011126+0.00031926i,1.0372e-05-0.00028802i,-6.7279e-05-0.0005804i,-0.00030107-0.00045588i,0.00050523+0.00018697i,0.00040611+0.0005413i,0.00024806+0.00025068i,0.00010044+0.00022328i,0.00025347-0.00020872i,0.00057263-0.00026697i,0.00046134-0.0001419i,-0.00036954-0.00068799i
-0.0014702+0.0016804i,-0.00029996+0.0021703i,-2.7772e-05+0.0030635i,0.00023514+0.0028012i,0.00051753+0.00094326i,0.00031822-0.00060882i,-0.00077136-0.0011589i,-0.00069069-9.5555e-05i,0.00064229+0.0014684i,0.00078327+0.0012733i,0.0008849+0.00044372i,0.0012825-0.00069994i,0.0012552-0.0012956i,0.0004023-0.00056775i,-7.1325e-05+0.00023347i,-2.3084e-06+0.00058339i,-4.5248e-05+0.00068635i,0.00037105+0.00056795i,0.00055681-0.00036013i,0.00045833-0.0012057i,2.9888e-05-0.00065449i,-0.000615-0.00012122i,-0.00070048+8.4659e-05i
-0.0023778-0.0027869i,-0.0027991-0.0024012i,-0.0018669-0.0012474i,-0.0015427+9.9634e-05i,-0.0018743+4.4797e-05i,-0.00091618-0.00028089i,0.0001952+0.00039615i,0.00023906+0.0012128i,-0.00026665+0.0012565i,-0.00080291+0.00074559i,-0.0011587+0.00072209i,-0.00076554+0.0009793i,-0.00024219+0.00053598i,-0.00048219-6.5736e-05i,-0.00051696-0.00020594i,-0.00010132-0.0001188i,0.0005449-0.00067625i,0.00022774-0.00046064i,-0.00026935-0.00022077i,0.00040667+0.000215i,0.00091668+0.00043974i,0.00065165-0.00018651i,0.00035404-3.1083e-05i
-0.0022893-0.0017399i,-0.00076901-0.00020367i,-0.0017483+0.001675i,-0.0019441+0.0023608i,-0.00015034+0.0025847i,0.001015+0.0024471i,0.0006783+0.0012047i,-0.00032219+4.9634e-05i,-0.0011932-0.00023287i,-0.0009665+4.3644e-05i,-0.00051851-0.00032367i,-0.00041203-0.00073042i,-0.00023054-0.00039039i,-0.00017135-0.00036052i,0.00020532-0.0003744i,0.00041242-0.00011129i,7.2749e-06+9.9855e-05i,5.254e-05-7.0786e-05i,-0.00028342-0.00062203i,-6.5039e-05+6.307e-05i,0.00045203+0.0010471i,0.00033334+0.00048576i,0.00038698-0.00056138i
-0.00096755+3.7084e-05i,-0.0015275+0.0024847i,-0.0014165+0.0027787i,-0.0016548+0.0028646i,-0.0017431+0.0027016i,-0.00098736+0.0015341i,-0.00078271+0.00076962i,-0.00060199+0.00071963i,0.00017672+0.00043491i,0.00035543+0.0001993i,0.00051048+0.00016918i,0.0007116-0.00021077i,0.00060376-6.512e-05i,0.0011706+0.00052348i,0.00080847+2.903e-05i,-2.6475e-05-0.00045903i,-0.00045674-0.00069971i,-0.00046605-0.00084328i,-0.001083-0.00029402i,-0.0014566+0.00073092i,-0.0011465+0.001709i,-0.00083712+0.0016139i,-0.00096458+0.00094592i
0.0033371-0.0015167i,0.0020058-0.0035817i,0.0013714-0.0050002i,0.00024311-0.0046028i,-0.0014368-0.0028015i,-0.0021821-0.00089447i,-0.0021437+0.00075389i,-0.0017205+0.0018354i,-0.0001612+0.0015202i,0.00093973-7.3626e-05i,0.00012496-0.00084633i,-0.00046651-0.00021418i,-9.5906e-06+0.00028994i,0.00018028-0.00059515i,0.00044498-0.0011749i,0.00076564-0.00049498i,0.00048467-0.00022263i,0.00062199+2.9698e-05i,0.00088768+4.6059e-05i,0.00035717-0.00046621i,-0.00017711-0.00094988i,-0.0002561-0.00046872i,-5.951e-05+5.192e-05i
0.0003564+0.0033655i,0.0018753+0.0023085i,0.0023483+0.00095159i,0.0024854+0.00058742i,0.0015802+0.00046847i,0.00058564-0.0004351i,-7.7714e-05-0.00025829i,-0.00080339+0.00011964i,-0.00043493+0.00059605i,0.00075024+0.001215i,0.00097172+0.00083757i,0.00073185+5.6751e-05i,0.00011143-0.00036319i,-0.00079209+0.00035364i,-0.00080333+0.00038573i,-1.0254e-06+0.00013863i,0.0011329+0.00019941i,0.0006436-0.00018412i,-0.00018353-0.00017572i,0.00022364-0.00033263i,0.00082475-8.872e-05i,0.0007945-1.4711e-05i,0.001102+0.00016308i
-0.0018112-0.0026151i,-0.0020554-0.0015417i,-0.001543-0.00056712i,-0.0013286-0.00025536i,-0.00013742-9.6779e-05i,0.00078697+0.00049098i,0.00045656+0.0013025i,0.00012807+0.0015166i,-6.6758e-05+0.00069425i,-0.00055308+0.00044749i,-0.00071985+0.00080888i,0.00019779+0.00064157i,0.0011295-6.2841e-05i,0.00065551-4.4857e-05i,-0.00059866+0.00041491i,-0.0010381+0.00028283i,-0.001081+0.00011056i,-0.00033408-0.0001914i,-1.6445e-05-0.00057638i,-7.8067e-05-0.00037176i,2.8059e-05-0.000386i,-0.00021808-0.00079699i,-0.000252-0.00021684i
-0.0010683+0.0013499i,0.00027169+0.0019196i,0.00025702+0.002557i,-0.00056877+0.0023999i,0.00033937+0.0023708i,0.0005269+0.0022851i,-0.00035392+0.0020483i,-0.00072912+0.0011895i,-0.00041998+6.8977e-05i,-0.00021437-0.00037358i,-0.00013855-0.00038327i,-0.00026635+2.7028e-05i,-0.00085415+0.00035567i,-0.0011178+0.00037792i,-0.00072924+0.0005544i,0.00012755+0.00093792i,0.00014134+0.00012153i,-0.00028241-0.00040512i,0.00049347-0.00052272i,0.00058779-0.00040992i,-0.00011556+0.00014879i,-0.00019164+0.0001373i,0.00012215+0.00034273i
-0.00074795+0.00020409i,-0.0012971+0.0010346i,-0.00090859+0.00025872i,-0.00015286-0.00056204i,-0.00026149-0.00025477i,-0.00079758+0.00080355i,-0.00054157+0.0014728i,-0.00023008+0.0013364i,-0.00041357+0.00075722i,-0.00036432-5.8356e-05i,-0.00022558-0.00063176i,-0.00033725-0.00042851i,2.089e-06-0.00063386i,0.0010035-0.0012195i,0.0010603-0.0012393i,0.00045151-0.00066249i,0.00062625-0.00010988i,0.00051082-0.00028131i,7.4652e-05-0.00036081i,-0.00027566-2.9571e-05i,-0.00052048-0.00012843i,-0.00013748-0.00058604i,0.00029644-0.00059882i
0.0011762-0.0011589i,0.00099648-0.0032001i,6.4841e-05-0.0034064i,-0.00054528-0.0013659i,-0.00070931+0.0002427i,-0.00012523+0.00027853i,0.00030634-0.00046181i,0.00052674-0.00066711i,0.00066378-0.00019561i,0.0010024-1.469e-06i,0.0013347-4.9327e-05i,0.0012084-0.00011187i,0.00076998+0.00043019i,0.00017343+0.00089948i,0.00028485+0.00056876i,0.00080383+0.00061559i,0.00049177+0.00060361i,0.00034038+0.0003158i,0.00045232+0.00025084i,-0.00026499+1.713e-05i,-0.00046804-0.00026078i,0.00015127-0.00084914i,0.00083568-0.00089474i
-0.0017528+0.0021593i,-0.0012632+0.0017262i,-0.00057656+0.0017358i,0.00051707+0.002307i,0.0011518+0.0026227i,0.00092324+0.0018524i,0.0010061+0.0011748i,0.00090205+0.00084572i,0.00060039+0.00058557i,0.00059497+0.00048006i,0.00074348+0.00067901i,2.1888e-06+0.00041907i,-0.00026191+0.0002726i,-0.00031679+0.00014103i,-0.00024709-0.00074443i,0.00022734-0.0005267i,-0.00021362+0.00033106i,-0.00074238+0.00046561i,-0.00029692+0.00016292i,1.97e-05-1.5659e-05i,0.00033253+0.00027516i,0.00039603+0.00055072i,-0.00068579+0.00017027i
0.0011427-0.0025551i,0.0011308-0.0034681i,0.0013435-0.0031216i,8.7637e-05-0.0021258i,-0.0014557-0.0019076i,-0.0012357-0.0012496i,-0.00050167+5.4637e-05i,-0.00041332+0.0010336i,-9.8506e-05+0.0014908i,0.00028932+0.000912i,5.1079e-06+0.00052603i,-0.0010177+0.00098284i,-0.0011905+0.0011847i,-0.00074756+0.00067839i,-0.00040124+0.00023038i,-0.00064765-0.00013732i,-0.00066571+5.2217e-05i,-0.00047376+4.8854e-05i,-6.6675e-05+0.00021961i,0.00028169+0.00037416i,0.00074235+0.00010986i,0.00075314-0.00037569i,0.00055281-0.0003879i
-0.00077311+0.0030224i,-8.2647e-05+0.0032657i,-0.00014929+0.0031964i,0.00060537+0.0034322i,0.0018555+0.0026022i,0.0011364+0.0010855i,-0.00021873+0.00079964i,-0.00066546+0.0010471i,-0.00055752+0.00073218i,-0.00074087+0.00051792i,-0.00064384+0.00032837i,0.0002753+6.1191e-05i,-8.7415e-05-0.00099964i,-0.00083808-0.0012486i,-0.00084442-0.00039721i,-0.00049898-0.00031085i,1.741e-05+0.00016488i,0.00082121+0.00076352i,0.00012456+0.00076393i,-0.0014738+0.00076548i,-0.00095063+0.00024316i,0.00050677-0.00053339i,0.00056566-0.0005338i
-0.0018341-0.00081643i,-0.002393-0.0013466i,-0.0026814-0.00085873i,-0.0020255+0.0012236i,-0.00076486+0.0022726i,-0.00038508+0.0015977i,-0.00045486+0.00070112i,-8.8744e-05+0.00043402i,0.00073515+0.00018467i,0.00092608-3.9782e-06i,0.00054721+3.3635e-05i,0.00078182+0.00024697i,0.00095129+0.00025466i,0.0010487-0.00029081i,0.00077478-1.2535e-05i,-6.2615e-05-0.00018032i,-0.00041696-0.00084052i,-0.00033555-0.00042121i,-0.00019236+3.9422e-05i,-0.00027589+0.00071515i,-0.00050888+0.00088395i,-6.6808e-05-0.00010723i,0.00022992+0.00019763i
0.00040486-0.00018478i,0.00055744-0.00071745i,3.7022e-05-0.0011741i,-0.0013783-0.00091651i,-0.0016254+0.0011309i,-0.00052017+0.0017581i,-1.2973e-05+0.00078697i,0.00021598+0.00021298i,0.00064342-0.00031835i,0.00061533-0.0008532i,0.00091009-0.00082993i,0.0015417-1.662e-05i,0.00064491+0.00054217i,-1.2596e-05+0.00059604i,0.00043265+0.00091446i,0.00030018+0.0014302i,-0.0001545+0.0011852i,-0.00095714+0.0011325i,-0.00060691-5.8784e-05i,0.00017609-0.00067229i,-0.00036426-3.0705e-05i,-0.00051149-0.0004884i,-0.00038967-0.00013352i
-0.0020558+0.0014907i,-0.0019863+0.0012576i,-0.0012407+0.00062722i,-0.00040545+0.00080535i,-0.00046151+0.00041628i,-0.00068296-0.00065513i,-0.00017208-0.00082817i,-2.4183e-05+0.00070134i,-0.00019069+0.001573i,0.00025899+0.00071223i,0.00036603-0.00012355i,-0.00034065-0.00018872i,-0.00080388+0.00034556i,-0.00065234+0.00025608i,-0.00025329+0.00056107i,-0.00054701+0.00049191i,-0.00083467+6.3798e-05i,-0.00015442+6.0873e-05i,8.9987e-05-0.00019147i,-9.3801e-05-0.0003581i,-7.3375e-06-0.00069601i,8.9587e-05-0.00085956i,-7.506e-06-0.00048329i
