-0.0026099+0.0011001i,-0.0011436-0.0013677i,-0.0025915-0.0021024i,-0.0022352-0.00035285i,-0.00023577+0.0019965i,0.0017627+0.0019378i,0.0015496+0.0010077i,0.00024668+0.00080581i,0.00083702+0.00086799i,0.0015106-6.7192e-05i,0.00065462-0.0011236i,-0.00029776-0.0011889i,-0.00071564-0.0010598i,-0.00057688-0.0011608i,2.508e-05-0.000339i,0.00030549+0.00046151i,0.00064998+0.00037057i,0.0001707-0.00044534i,-0.0004253-0.0012245i,-0.00023034-0.0010751i,0.00013878-0.00038922i,0.00036593+2.1834e-05i,0.00029931+0.00023725i
-0.00047507+0.00021602i,-2.5848e-05+0.00046756i,-0.00092827+0.0014699i,-0.0011826+0.002267i,0.00028081+0.0021108i,0.00013775+0.0011518i,-0.00065995+0.00051811i,-0.00063043-1.3533e-05i,-0.00094836-0.00026397i,-0.00094731-0.00053254i,-0.00073654-0.00024703i,-0.00086519+0.00020691i,-0.00097493-0.00031746i,-0.00038997-0.00055588i,-0.0004052+0.00010075i,-0.00071327+9.1683e-06i,-0.0005674-9.6939e-05i,-0.00086537-0.00018431i,-0.00023845-0.00095592i,0.00069299-0.00062348i,0.00095252+0.00015847i,0.00089467-0.00050481i,0.0010167-0.00084889i
-0.00064929-0.0023967i,0.00023931-0.0015293i,-0.0010132-0.00086368i,-0.0029058+0.00010319i,-0.0031681+0.0015255i,-0.0011274+0.0029906i,0.00022902+0.0017318i,-0.00019306+0.00062226i,-0.0011101+0.0012506i,-0.0010602+0.0013584i,-1.1139e-05+0.0010816i,9.0777e-05+0.00081165i,-0.00010914-0.00010501i,0.00066124-0.0012246i,0.00093764-0.0011308i,0.00078951-0.0001873i,0.00040468-0.00012176i,-4.0713e-06-0.00043766i,0.00033095-0.00042434i,0.0006451+0.00025045i,0.0007106+0.000166i,-0.00019869-0.00030107i,-0.00092537-0.00021964i
-0.00044087-0.0012368i,0.00018471-0.0012102i,-0.00036088-0.0014842i,-0.00048326-0.0009327i,-0.00038337+0.0010128i,-1.5552e-06+0.002117i,0.0004827+0.0015546i,0.000118+0.00063019i,-0.00023248+0.00040966i,-4.2281e-05+0.0004309i,0.00013684+0.00018707i,-0.00023823+0.00013961i,-0.00051813+0.00020428i,9.6993e-06+0.00045658i,-0.00029619+0.00016619i,-0.0003834+0.00013974i,0.00025659+0.00030961i,0.00031219+5.9451e-05i,0.00013254-0.00050172i,0.00030612-0.000711i,0.0010842-0.00020426i,0.00093474+0.00097492i,-4.0959e-05+0.0012124i
0.0012329+0.0010068i,0.0006601+0.00047357i,0.00018636-0.0014004i,-0.0006745-0.002602i,-0.0012555-0.0021081i,-0.0012734-0.0006646i,-0.00066283+0.00070108i,6.0272e-05+0.00028131i,-0.0002156+0.00033404i,-0.00020612+0.00053331i,-6.4707e-05+0.00020623i,-0.00059254+0.00077227i,-0.00041762+0.001209i,6.8857e-05+0.0010112i,0.00030073+0.00084269i,9.7227e-05+0.00075023i,0.000261+3.5186e-05i,0.00022823-3.3179e-05i,0.00046354+0.00033811i,0.0012557+0.00066098i,0.0002481+0.00065256i,-0.00075176-4.7729e-05i,-0.00040193-0.0014563i
-0.00010674+0.00054576i,0.0011018+0.0010505i,0.0012738+0.0009858i,-0.00045818+0.00054188i,-0.0011332+0.00016713i,-0.0006966+0.0010566i,-0.00012368+0.0018021i,-0.00021899+0.0013357i,0.00016637+0.0012632i,6.8006e-05+0.0010935i,-0.00086205+0.00035487i,-0.0011987-0.00031181i,-0.00071678-2.4025e-05i,-0.0004441+0.00037991i,-0.00044414+0.00085493i,-0.00048539+0.00074837i,-0.00068084+0.00022752i,-0.0012124+0.00026133i,-0.00054188+0.00061936i,0.0002812+0.00066689i,0.00038584+0.00018259i,3.2573e-05-0.00017757i,-6.6877e-06+0.00022078i
-0.00061416+0.0008016i,-0.0013724-7.4631e-06i,-0.00023612+0.00020132i,4.1797e-05+0.00035556i,2.4519e-05+0.00019877i,0.00082784+0.00099584i,0.00073656+0.00061438i,4.5355e-05+0.0006893i,-0.00025162+0.00084424i,-6.5207e-05+0.00037651i,0.0001562+9.9751e-05i,0.00018418+3.4506e-05i,-5.3983e-06-2.1952e-05i,4.1374e-05-0.00046322i,0.00025172-0.00013835i,7.273e-05+0.00019737i,0.00046069-0.00041151i,0.00021433-0.00068811i,-0.00011214-0.00020007i,-0.00051548+0.00034854i,-0.00058576+0.00037243i,-0.00020754-5.3837e-05i,7.2286e-05-0.00029409i
0.00038905+0.00050847i,-0.00033383-0.00024938i,-0.0010246+0.00012782i,-0.0018368+0.00034884i,-0.00097254+0.00059956i,0.00076649+0.00053883i,0.00075089+0.00095016i,0.0005631+0.0019302i,-2.6989e-05+0.0015009i,-0.0006765+0.00038788i,-0.00033349-0.00063967i,-0.00015033-0.00038238i,-0.00018686+0.00049999i,-1.6205e-05+0.00056263i,-0.00031621+0.0003967i,-0.00062664+0.00028794i,0.00032182+0.00041627i,0.00077386+0.00039266i,8.6342e-05+0.00047147i,-0.00019176+0.00046279i,-0.00045035-0.00069685i,-0.00055289-0.0015719i,-0.00044312-0.00081575i
0.0010249+0.0024915i,-0.00029141+0.0016863i,-0.00051794+0.001463i,0.00021692+0.00060065i,0.0012608+0.00061779i,0.00064207+0.00076252i,-0.00074183+0.00063477i,-0.00092922+0.00046684i,-0.00052717+0.00061238i,0.00025625+0.00053221i,0.00058743-0.00030388i,-0.00046168-0.00069793i,-0.001656+9.7193e-05i,-0.0024084+0.00042553i,-0.0022273+0.00023876i,-0.0010782+0.00077357i,-0.00047304+0.00091003i,-0.00036512+0.00046295i,-0.00069212-0.00015772i,-0.00038133-0.00067907i,-0.00025352-0.00047736i,-0.00031015-0.00057777i,0.00011129-0.00050494i
0.001135-3.0849e-05i,0.00025924-0.0012227i,0.00062654-0.0025133i,0.00080184-0.0026506i,7.1988e-06-0.0011362i,-0.00010409+0.0010801i,4.0912e-05+0.0020116i,-0.0004326+0.002001i,-0.00075537+0.0013178i,-0.0010225+0.00093114i,-0.00078975+0.00059652i,-0.00029839+0.00026219i,-0.00014255+0.00020501i,-0.00041596+0.00056028i,0.00012795+0.00024828i,0.0011215+0.00021195i,0.0010555+0.00094813i,0.00012616+0.0011188i,-0.00031929+0.00043157i,-0.00049194+0.00021983i,1.6033e-05+0.00035976i,0.00047536+8.9487e-05i,0.00042987-0.00024928i
-0.00066622+0.00078063i,-0.00033351+0.00032882i,-0.001125-0.00052274i,-0.0016837-0.0003473i,-0.0012994-0.00032513i,-0.00029791-0.00029038i,-0.00018929-0.00015532i,-0.00072846-9.174e-05i,-0.00090717-0.0002451i,-0.00052427+0.00013724i,0.00011857+0.00023799i,0.00010729-0.00045105i,-0.00058928+0.0001094i,-0.00093592+0.00034147i,-0.0004357-0.00011488i,6.1926e-06+1.5425e-05i,0.00043956+0.00019348i,0.0003951-0.00028707i,5.4114e-05-0.00052615i,-0.00011623-0.00022863i,9.2953e-05+8.4319e-06i,0.00069919-0.00054702i,0.0003015-0.0012856i
0.0011779-0.00035615i,0.0007344-0.00085568i,0.00062688-0.0017993i,0.00043567-0.0022334i,-0.00066388-0.0014718i,-0.0016569+0.00026734i,-0.0012045+0.00071569i,-0.00055475+0.00052093i,-0.00045359+4.782e-05i,6.7343e-05-0.00054769i,0.00014013-5.6762e-05i,-0.00069118+0.00030704i,-0.00041366-0.00011104i,-0.00014198-0.00052418i,-2.9809e-06-0.00047031i,0.0001558+3.6534e-05i,-0.00016916+0.00033437i,-0.00050112+0.00068671i,-0.00059985+0.00071699i,-0.00034777+0.00037988i,-0.00019138-4.2986e-05i,-8.9845e-05-0.00045668i,-0.00011286-6.3539e-05i
-0.00055009+0.0015044i,0.00033332+0.00084018i,0.00042793+0.0001917i,0.00086071+0.00054802i,0.0013804+0.0011328i,0.0017283+0.00066049i,0.00078115+0.00029822i,-0.00023998+0.00022258i,8.4369e-05+0.00076448i,0.00017443+0.0011999i,0.00047937+0.00051864i,0.00022609-0.00019575i,-0.00058521-0.00054249i,-0.000774-0.00026279i,-0.00043029+0.00037032i,-0.00046031+0.00022254i,-0.00018673-4.4489e-05i,-0.00034422-0.00026981i,-0.0001553-0.00077026i,9.8481e-05-0.00034918i,-0.00095282-0.0003816i,-0.0016103-0.00034741i,-0.00057354+0.00040882i
-0.0015531+2.4422e-05i,-0.0019267-0.00085901i,-0.00064686-0.0007044i,0.000597-0.00031964i,0.0019065-0.00030019i,0.0026201+0.00082596i,0.0012391+0.0011514i,-0.00040138+0.000227i,-0.00063605+0.00029604i,0.00029665+0.00087683i,0.0006218+0.00037365i,0.00016899-0.00056029i,-0.00012566-0.00043117i,-0.00084409-0.00030425i,-0.00065158+0.00019381i,-2.106e-05+0.00071999i,0.00016722+3.9615e-05i,0.00042766-0.00036448i,0.00039883-0.00012289i,-0.00029043-0.00013639i,-0.00059573-0.0005145i,-0.00046763-0.0010378i,6.776e-05-0.0011216i
0.00050441+0.00046229i,0.00083777+0.00072895i,0.00079949+0.00093792i,0.0008702+0.00079464i,0.0013072+0.00068042i,0.00094904+0.0011148i,-0.00043276+0.0014697i,-0.0012162+0.00096118i,-0.00091372+0.00033868i,4.8086e-05-6.2575e-05i,0.00042622+0.0001517i,0.00030939-0.00029339i,-6.162e-05-0.00096656i,-0.00081574-0.00054014i,-0.00066125+0.00031234i,-4.5379e-05+0.0016621i,-0.00020602+0.0014115i,-0.00042473-4.5687e-06i,-0.00047384-0.00068382i,-8.2316e-05-0.00081044i,0.00032901-0.00059923i,0.00057021-0.00048132i,0.0010841-0.00036033i
-0.00028566+0.00091021i,-0.00087169+0.00057226i,-0.0011566-0.00091321i,-0.00014641-0.0013317i,-0.00012137+0.00071306i,-0.00067891+0.0018155i,-0.00090168+0.00077285i,-0.0010352+0.00080048i,-0.00089797+0.001053i,-0.00053493+7.0555e-05i,-0.00039371-0.00033651i,-0.00036402+0.00034397i,-0.00010875+0.00045402i,0.00021372-0.00024428i,-0.00016374-0.0005693i,-0.00018617-0.00030805i,8.22e-05-0.00033666i,0.00067313-0.00051355i,0.0005903+0.00077997i,-0.00032085+0.0014277i,-0.0006996+0.00081436i,-0.000311+0.00041058i,0.00054747+0.00071528i
-0.00016736-0.0022867i,0.00032965-0.0024046i,-0.00042292-0.0020848i,-0.0015272-0.00084237i,-0.0018206+0.0011391i,-0.0005928+0.0028387i,-0.00020926+0.0021833i,-0.00028424+0.00084365i,-0.0002068+0.00044853i,-0.00086115+0.00077353i,2.5233e-05+0.00050151i,0.00040625+9.2366e-05i,-0.00058584+0.00039741i,-0.00041742+0.0001786i,-0.00011738-8.4101e-05i,-4.3982e-05-0.00042771i,-8.5514e-05-0.00090718i,-0.00079286-0.0010883i,-0.00094567-0.00064945i,-0.00047937-6.3342e-05i,0.00027061-0.00010184i,0.00036736-5.5603e-05i,0.00016472-0.00024851i
-0.00020476+0.00075167i,0.00037252+0.00075906i,0.00088701+0.001017i,0.0011447+0.00098119i,0.0011476+0.0011727i,0.00033662+0.0010094i,-0.00018748+0.00042212i,-0.00065742+0.00031878i,-0.0013504+0.00058858i,-0.00086378+0.00086613i,-9.4645e-05+0.00072078i,-0.00036494+0.00029863i,-0.00097201+0.0004279i,-0.00079459+0.00093906i,-0.00046192+0.0012422i,-0.00055755+0.0011839i,-0.00014665+0.0012222i,0.00060139+0.00089893i,0.00034005+0.00024116i,0.00055762+0.00035888i,0.00089898+0.00052059i,-6.2305e-05+0.00055925i,-0.00083283+0.00037986i
-0.00041372-0.00077431i,-0.0010077+4.6822e-05i,4.8313e-05-5.5696e-05i,0.00040168-0.00036161i,0.00044567+0.0012079i,0.0004599+0.0026867i,-0.00017999+0.0019698i,-0.0011397+0.00039446i,-0.0016029-4.0758e-05i,-0.0015506+0.00067337i,-0.0015126+0.00098327i,-0.00098794+0.00098983i,-0.00084681+0.00057833i,-0.00045854+0.00036456i,-3.7682e-05+0.0010736i,5.9311e-05+0.00075214i,0.00060966+0.0003196i,0.00042584+0.00053055i,0.0001926+0.0005656i,-2.704e-05+0.00030104i,-0.00031876+0.00029323i,-0.00071349+0.00014455i,-0.00088042-0.00015117i
0.00075495-0.0020052i,2.9779e-05-0.0020253i,-0.00080081-0.001458i,-0.0023412-0.00086987i,-0.0019036+0.00034641i,-0.00042544+0.0018772i,-0.00062537+0.0020121i,-0.0015327+0.00074735i,-0.0014841+0.00042525i,-0.00067034+0.00069644i,0.00011779-4.1389e-05i,3.0184e-05-0.00020136i,-0.00016994+0.00017516i,-0.0006246+0.00024411i,-0.00038472+0.00032982i,0.00084584-4.5928e-05i,0.00078659-4.4621e-05i,0.00022903+0.00082081i,0.00048917+0.00043337i,0.00068109-0.000523i,-0.0001244-0.00074635i,-0.00078351-0.00070118i,-4.0605e-05+2.9913e-05i
0.00025408+0.00092098i,-0.00017554+0.00106i,-0.00040447+0.0013099i,6.4839e-05+0.00058457i,-0.00015939+0.00027002i,-9.2491e-05+0.00049737i,-3.5839e-05+0.00038024i,-0.00045878-0.00021003i,-0.00074982-0.0011181i,1.6921e-05-0.00093826i,0.00087648+0.0001315i,0.00087692-1.5805e-05i,-0.00016848-0.00020537i,-0.0010505+9.9316e-05i,-0.00024671+0.00013698i,0.00079476+0.00027713i,0.00065528+4.4757e-05i,0.00051579+0.00029566i,0.00048864+0.00089053i,0.00048294+0.00015632i,-6.0046e-05-0.00031376i,-0.00080436+0.00013707i,0.00026807+0.00041866i
-0.0013045-0.00048559i,-0.001617+9.1973e-05i,-0.00075677+0.00046025i,-0.00012058+0.00059128i,-0.00028152+0.00056584i,-0.00032274+0.00057859i,0.00042397+0.00055136i,-0.00037243+0.00016941i,-0.0017651+0.00033606i,-0.00139+0.00063099i,-0.00076755+0.00025312i,-0.0010938-0.00026517i,-0.0010809-0.00058704i,-0.00073729-0.00048859i,-0.00033099-1.0209e-05i,0.00042556-0.00018276i,0.00046165-0.00022345i,0.00037079+8.7105e-05i,0.00026877-0.00034087i,-0.0002329-0.00039634i,0.00018573-6.0091e-05i,0.00063521-0.00026194i,-4.5655e-05-0.00050506i
-0.00052218-0.00094494i,-0.00014461-0.0016418i,-0.00023798-0.0012429i,0.00093129-0.00084445i,0.0014238+0.00011701i,0.00094212+0.0007151i,0.00031507+0.00091339i,-0.00063026+0.0011778i,-0.00062152+0.0016506i,-0.00074878+0.0013981i,-0.0014115-0.00015939i,-0.001395-0.00089337i,-0.0011549-0.00091023i,-0.00053348-0.00032306i,-0.00036932+0.00072971i,-0.00034735+0.00082236i,0.00029563+0.00029936i,0.00074787-7.6178e-05i,0.0010116-0.00020725i,0.00079934-0.00045057i,0.00056179-0.00065217i,0.00080325-0.0010508i,0.0010073-0.00076994i
-0.00095022-0.00027822i,-0.00073798+0.00073619i,-0.00094629+0.0014397i,-0.0014209+0.0018607i,-0.00090302+0.0010447i,-0.00023188+0.001113i,0.00045623+0.001679i,0.00024667+0.00077043i,-9.8025e-05+0.00069847i,0.00059499+0.00066821i,0.00076275+0.00020564i,0.00030995-0.00016393i,-9.8375e-05-0.00063628i,-6.4331e-05-0.00073395i,0.00012899-0.00060424i,-0.00079143-0.00011596i,-0.0014673-0.00050588i,-0.00080434-0.00073752i,-0.00041683-0.00095102i,-0.00065861-0.0011224i,-0.00079726-0.0010472i,-0.00051223-0.0010682i,5.2136e-05-0.00069555i
-0.00035549+0.00074319i,-6.4743e-05+0.00048269i,0.00095585+0.00062649i,0.0019856-0.00013186i,0.0016078-0.0008741i,0.00061596-0.00075815i,-0.00030894+0.00017637i,-0.00078451+0.00013803i,-0.00058433-0.00076409i,-1.2054e-05-0.001334i,-0.00060582-0.0012225i,-0.0010082-0.00039636i,-0.00018544+3.1648e-05i,0.00034513-1.2064e-05i,9.6559e-05+1.3629e-05i,-0.00019538+8.1332e-05i,-6.3441e-05+0.00031964i,-0.00012523+0.00035647i,-0.00052967+0.00080659i,-0.00031972+0.00038802i,0.00094946-0.00068384i,0.00086512-0.00051303i,0.00033003-0.0004379i
0.00099441-0.00078895i,0.00027063-0.001084i,-6.0734e-05-0.0027303i,-0.0010739-0.0034043i,-0.0017417-0.0011812i,-0.0010609+0.00056355i,-0.0012536+0.00076328i,-0.0014166+0.00014067i,-0.00092029+4.126e-05i,-0.00074493+0.00016337i,-0.00082758+0.00031813i,-0.00096223+0.00021861i,-0.0010978+0.00035586i,-0.0003474-6.223e-05i,0.00059292-0.0001133i,0.0005539+0.001126i,0.00018175+0.00083705i,0.00036142-0.00034539i,0.00057254-0.00096661i,0.00042933-0.00080093i,0.00014301-0.00055374i,-7.0589e-05-0.00014857i,7.5806e-05+0.00020052i
-0.0024432+0.0013655i,-0.0020367-8.6748e-05i,-0.0011321+0.0006743i,0.00065917+0.0028132i,0.0017659+0.0029001i,0.0018373+0.0011737i,-5.5706e-05-8.0759e-07i,-0.00092569-0.00041828i,-0.0006631+0.00058702i,-0.00084071+0.00040909i,-0.00043155-0.00062456i,-0.00065927-1.9829e-05i,-0.00050441+0.00041568i,-0.00065352+6.0384e-05i,-0.00047154-0.00033728i,-1.3906e-05+9.8893e-05i,0.0004872+0.00030576i,0.0011307+1.7051e-05i,0.0006753-0.0004098i,-0.00025517-0.0014412i,-6.8803e-05-0.0016194i,0.00041115-0.0015094i,0.00017647-0.00097678i
-0.00081031-0.0010636i,0.0003742-0.00073121i,0.00046257+0.00045757i,0.0010321+0.00075929i,0.002016+0.0014515i,0.0025165+0.0019016i,0.0010295+0.00088629i,-0.0010052-0.0004722i,-0.001848-9.6101e-05i,-0.00065774+0.00029151i,0.00032781-0.00061994i,-0.00017921-0.00075812i,-0.00030814-0.00040506i,0.00032341-0.00019436i,0.00047036+0.00065999i,0.000394+0.0011038i,0.00081751+0.0010373i,0.00013623+0.00048845i,-0.00045385-0.00069132i,0.00021272-0.00097682i,0.00059209-0.00021451i,-0.00036363+0.00065763i,-0.00067884+0.00046438i
0.00030176-0.00043935i,0.00087096-0.0010306i,0.00067455-0.001655i,0.00031145-0.0014017i,-0.00018066-0.00048766i,-0.00078294+0.00037528i,-0.00098305+0.00020402i,-0.00079995-0.000631i,-0.00032945+0.00019716i,-6.7256e-06+0.0012362i,0.00022603+0.0012855i,0.00043091+0.00099488i,0.00053155+0.00048407i,7.219e-05+0.00026895i,-0.00038641+0.00019829i,-4.1178e-05-0.00022686i,-0.00010918-0.00019926i,-0.0006099-0.00011047i,-0.00021512-0.00045593i,0.00066667+0.00015485i,0.00068183+0.00057412i,4.3309e-05-1.7206e-05i,9.7778e-05-0.00016918i
-0.0016986+0.00039128i,-0.0018136-0.00076278i,-0.00049497-0.00073101i,0.0003284+0.00047413i,0.00042518+0.0013476i,0.00065418+0.0020303i,0.00037612+0.0022414i,-0.0012206+0.0011759i,-0.0017446+0.00033272i,-0.00033773+4.155e-05i,0.00055623-0.00021835i,0.00016202-0.00089064i,0.00018231-0.00059454i,-0.00011168+0.00021155i,-0.0002137+0.00050946i,0.00048464+0.00062832i,0.00043533+0.00014539i,6.1192e-05+0.00040276i,9.1153e-05+0.00065i,-0.00060068+0.00017566i,-0.0010875-0.00040915i,0.00010837-0.00028368i,0.0010345+2.1648e-06i
-0.00020657-0.00063378i,-0.00027032+0.00081219i,-0.00097002+0.00086313i,-0.00081364-4.8166e-06i,0.00013715+0.0004776i,0.00064619+0.00050458i,0.0012767+0.00014124i,0.0012788-2.5761e-05i,0.00037766-0.00095712i,0.00019872-0.00080396i,0.00010077+0.00013092i,-0.00065298-0.00011493i,-0.0010056-0.00070443i,-0.00068872-0.00014749i,-0.00049619+0.0011309i,-0.00044795+0.00067791i,0.00017575+0.00015796i,0.00067253+0.00042706i,0.00064275-9.1937e-05i,0.00071831-0.00042884i,0.00041539-4.0101e-05i,-0.0005083+0.00030015i,-0.00073699-1.8055e-05i
-0.00065038-0.0013237i,4.7385e-05-0.0016515i,0.00067142-0.0015742i,0.00072905-0.00051597i,0.00076206+0.0010893i,0.0013343+0.0014611i,0.0010982+0.00092242i,0.00012061+0.00015853i,-0.00049189+4.5596e-06i,-0.00049806-5.5126e-05i,-0.00077598-0.00049337i,-0.00021196-6.6034e-05i,0.00066603+0.00071585i,0.00062105-8.8833e-05i,0.00066056-0.0011098i,0.00056809-0.00084054i,0.00037575+9.705e-05i,0.00028633-0.00015657i,-0.00020994-0.00052414i,-0.00062722-0.00052246i,-0.00098624-0.00076982i,-0.0014181-0.00092654i,-0.00056586-0.00057498i
-0.00092257+3.4005e-05i,-0.00079538-9.7149e-05i,-0.00051386+0.00047824i,-0.00031333+0.00068483i,0.00041587+0.00091671i,0.00093448+0.00092022i,0.00043029+8.8602e-05i,-3.7917e-05-0.00052442i,-9.5114e-05+0.00010715i,-6.0786e-06+0.00063179i,-0.00024575+4.642e-05i,-0.00021543-0.00051429i,-0.00023666-0.00030507i,-0.00036966+0.00032315i,-6.8308e-06+0.00063538i,0.00029197+0.00049029i,0.00024522+0.00056064i,-0.0002584-4.2582e-05i,-0.00080448-0.00062106i,-0.00057893-0.00064156i,-0.00062674-0.00045425i,-0.001008-1.3678e-05i,-0.00069421-0.00037248i
-0.00080085-0.0014028i,-0.00052566-0.00043295i,-0.0012301+0.0015035i,-0.0020787+0.0023889i,-0.0011533+0.0016176i,6.482e-05+0.0011567i,2.5766e-05+0.00024009i,-0.00014374-0.00054312i,5.4636e-05-0.00022328i,2.7212e-05-3.2602e-05i,5.0531e-05+4.1161e-05i,0.00036026-0.00020232i,0.00017048-0.00028036i,-0.00052007-0.00068897i,-0.00016678-0.00065351i,0.00041573-0.00036799i,0.00044244-0.00027474i,7.8768e-05+0.00044998i,0.00053639+0.00064685i,0.00047047+0.00029719i,-0.00044155-2.9427e-05i,-0.00060722-0.00060924i,-0.00077551-0.00063787i
0.00012364+6.8326e-06i,0.00074405-0.00069032i,0.0013408-0.00069895i,0.0017914+0.00058418i,0.0013259+0.0013283i,0.0018826+0.0010919i,0.0015568+0.00092624i,-9.4112e-06+0.00076291i,-0.00064554+0.00021954i,-0.00020941+0.00036652i,0.00032047+0.00052071i,-3.5387e-05+0.0005433i,-0.00020289+0.00071467i,-3.4252e-06+0.00055993i,-0.00015265+0.00051585i,-0.00064443+0.00024419i,0.00023049-0.0004648i,0.00076161-0.00017598i,-0.00050077-0.00014491i,-0.00024158-1.0953e-05i,0.00011204+0.00027048i,-9.6975e-05+0.00025687i,0.00015908+0.0005861i
-0.00046643-0.0010564i,0.00046039-0.00038444i,-0.00015118-0.00083212i,-0.0010922-0.00096071i,-0.00043632-4.1404e-05i,0.0004452+0.0012453i,0.0012259+0.001286i,0.00080371+0.00070948i,7.2052e-06-2.1185e-05i,-0.00077094-0.0014344i,-0.0011402-0.0017258i,-0.00056097-0.00087521i,0.00024954+0.00077674i,0.00098427+0.0011753i,0.00083878+0.00049663i,-7.8425e-05+0.00046917i,-0.00028649-0.00010938i,-0.00017093-0.00050947i,-0.00041514-0.0006349i,-0.00032385-0.00080567i,0.00021213-0.0007841i,0.00031482-0.00024072i,0.00012504+2.0321e-05i
0.00013257-0.00023334i,0.0016176-0.00055709i,0.001462-0.0002252i,0.00028566+0.00091058i,-0.00041962+0.0012961i,-3.6693e-07+0.0011288i,0.00047392+0.00093476i,0.00010902-4.3663e-05i,-0.00048229-0.00024235i,-0.0007654+0.00084643i,-0.00050304+0.0014925i,-0.00083182+0.0013463i,-0.00080249+0.0011228i,-4.5267e-05+0.00043235i,-0.00017281+0.00051175i,-8.7208e-05+0.00047191i,7.616e-05-0.00016764i,-0.00045719+0.00047562i,-0.00071263+0.00079599i,-0.00055743+5.9442e-05i,-0.00084327-0.00032771i,-0.00076024-0.00046299i,-0.00036014-0.0002439i
9.4321e-05+0.0016546i,-6.3635e-05+0.002207i,0.0013766+0.002477i,0.0028644+0.0011053i,0.0027138-0.0002862i,0.00083507-0.00035557i,-0.00075006+0.00013198i,-0.0012543-0.00018386i,-0.00098549-0.00035092i,-0.0003571-0.00047959i,-0.00063404-0.00050767i,-0.00086065-0.00012509i,-0.00047104-2.6162e-05i,-0.00053622-0.0002086i,-0.00076776+0.00033713i,-0.00031745+0.00081799i,8.4454e-05+0.0010528i,0.00028755+0.00099081i,0.00016667+0.00094776i,0.00044352+0.00044083i,0.00051557-2.4011e-05i,6.9946e-05-2.3533e-05i,-0.00013868+0.00020981i
0.00070137-0.0023046i,0.00082426-0.0027839i,0.00018045-0.0030952i,-0.00058327-0.0015285i,-0.00060501+0.0011075i,0.00096402+0.0025097i,0.0011794+0.0018055i,-0.0002485+0.00086029i,-0.00071788+0.00074903i,-0.0011604+0.00088142i,-0.0016203-1.7435e-05i,-0.00058292-0.00024711i,-0.00013981+0.00056784i,-0.00027282+0.00021445i,0.00023676-0.00054991i,0.00069647-0.0005005i,0.00045336+5.3755e-05i,-0.0006227+0.00022739i,-0.00057121+0.0005419i,4.3975e-05+0.00084807i,0.00069158+0.00047318i,0.00052814-0.00044545i,-0.00037152-0.00056612i
0.0003702+0.00081663i,0.00042404+0.00099372i,-0.0012093+0.0013154i,-0.0023655+0.0025867i,-0.0028384+0.0026735i,-0.0017613+0.00136i,-0.00017645+0.0010186i,0.00019873+0.0013271i,-0.00023384+0.00039448i,-0.00030579-0.00041196i,-0.00036451+0.00031832i,8.3758e-05+0.00077571i,0.00082801+0.00054843i,0.00052952+0.00060887i,0.00057066+0.00051061i,0.00059462+0.0012039i,0.00013367+0.0014169i,-9.5943e-06+0.00045145i,-2.0879e-05-0.0008175i,0.00010113-0.0012156i,0.00028398-0.00044294i,0.00053215+4.0877e-05i,0.00024165-0.00056479i
-0.00053532+0.00010762i,-0.00070326+0.00056458i,-0.00141+0.00088941i,-0.0013135+0.00092643i,-8.8145e-05+0.0019798i,0.0001809+0.0026717i,0.00076872+0.0023704i,0.00091947+0.00083011i,-0.00075785-3.8095e-05i,-0.00098967+0.0002281i,0.00019247+1.33e-05i,0.0006561-0.00044169i,0.00024022+0.0002885i,-0.00015679+0.00025272i,-0.00020604-0.00051556i,8.8176e-05-0.00098284i,0.00057402-0.00094528i,0.00071408-0.00056736i,0.00059795+0.00040592i,0.00061323+0.00069743i,0.00081001+0.00028812i,0.00093515+0.00028748i,0.0011522-0.00014962i
0.00048153-0.0004988i,0.001812-0.0010715i,0.0020349-0.0015146i,0.001174-0.00099651i,0.0016049-2.551e-05i,0.0015772+0.00036576i,0.0011903+0.00024638i,0.00066625+0.00025211i,-0.00042186+0.00089366i,-0.00078902+0.00058381i,-0.00094857-0.00029639i,-0.00074909-0.00016774i,0.00013143-8.9525e-06i,0.0004843+8.0707e-05i,0.00054924+0.00024112i,0.0010838+0.00059904i,0.00099321+0.00052055i,0.00039289+0.0003624i,-0.00065091+2.8856e-05i,-0.00079994-0.00077459i,-0.00049664-0.00064207i,-0.00039139+8.2554e-05i,0.00017114+0.00025844i
0.00072175-0.0010221i,0.00015289+0.00015733i,-0.0011885-0.00038846i,-0.0010749-0.00061427i,-0.00072858+0.00030024i,-0.00021142+0.0010775i,0.00043707+0.00064972i,-0.00042135-0.00061457i,-0.0014198-0.0014763i,-0.0015062-0.001176i,-0.0010247-0.00034217i,0.00021374+0.00060358i,0.00062912+0.00098985i,6.3853e-05+0.0003424i,0.00024854+8.192e-05i,0.0004861-2.0905e-05i,0.00078329-0.00036585i,0.0005188-0.00054254i,-0.00037051+0.00010328i,-0.00062146+0.00049305i,-0.00013594+0.00055186i,0.00016007+8.7065e-06i,0.00042433-0.00013579i
