-0.001223-0.00031605i,0.00029728-0.0013666i,0.00070859-0.00028537i,0.001096+0.0015366i,0.0011808+0.002714i,0.00090916+0.0022318i,0.0010709+0.0014324i,0.0008631+0.0012789i,0.00058865+0.0012709i,0.00060668+0.00079512i,0.00018154+0.00018045i,0.00072738-0.00021525i,0.00097333-0.00027548i,0.00053142+0.00016805i,0.0002828+0.00087474i,-6.5981e-05+0.0011715i,-9.0702e-05+0.0007094i,0.00011046-0.00013449i,0.00033064-0.00047223i,0.00049505-0.00039116i,-0.00034244-0.0004204i,-0.00074025-0.00098377i,0.00011595-0.0012392i
9.3077e-05-5.643e-05i,-0.00033526+0.0011688i,0.0017508+0.0014324i,0.0029831+0.00048296i,0.0019875-0.00031239i,0.00109-0.00065458i,0.00078898-0.00080982i,0.00058661-0.00026804i,-0.00027198+0.00080118i,-0.00053073+0.00092371i,0.00025003+0.00025729i,0.00081587+0.00022317i,0.00088113+0.00036732i,0.0001268-0.00010305i,-0.00061005-0.00073323i,-0.00035519-0.00060081i,-0.00014967-0.00011294i,0.00025536-0.00052552i,0.00046228-0.0014125i,0.000269-0.0010369i,0.00028347-7.1857e-05i,-0.00018968-0.00013281i,-0.00027994-0.00064937i
0.00034009-7.1189e-05i,0.0016665+0.00054884i,0.0027575+0.001369i,0.0037246+0.00056445i,0.0030702-0.0013316i,0.0012634-0.0021384i,0.00052029-0.0014337i,5.2459e-05+0.0001889i,6.5855e-05+0.00078667i,0.00026878+4.952e-05i,0.00010601+0.00016198i,-0.00042972+9.152e-05i,-0.00039595-0.00039557i,3.3706e-05-0.00023449i,0.00016713+0.00038725i,-0.00020407+0.00030265i,-0.00068602-0.00073004i,-0.00057599-0.001166i,-4.4564e-05-0.00036337i,0.00055212-0.00012954i,0.00010943-0.00033755i,-5.3832e-05-0.00035907i,8.0841e-05-0.00024044i
-1.6658e-05-0.0016943i,3.4705e-05-0.0007497i,0.00059665-0.00080924i,0.001338-0.0015076i,0.0013744-0.0012206i,0.0010559-0.00050139i,0.00064125+0.00022208i,0.00065656+0.0010362i,0.00099097+0.0018109i,0.00074798+0.0016628i,-0.00029825+0.0010097i,-0.00055867+0.00086593i,6.7267e-05+0.00079611i,0.00071676+0.00047592i,0.00061312-0.00015555i,-0.00015458-0.00086746i,-0.00024262-0.0010056i,-0.00026296-0.0012483i,-0.00038916-0.0010981i,0.00011541-0.00058346i,0.00097556-0.00055577i,0.0011081-0.00074844i,0.00049258-0.00087448i
-0.0010524-0.0018662i,0.00013902-0.0018816i,0.0016743-0.0011043i,0.0018528-6.4159e-05i,0.0018996-0.0008439i,0.0017726-0.0007088i,0.0015062+0.00039935i,0.0014438+0.00095657i,0.0010559+0.00060251i,0.0011336+0.00032691i,0.00036216+0.00022724i,-0.00030113+0.00051092i,-2.1953e-05+0.00093641i,0.00041918+0.00048938i,-0.00030206-0.00033314i,-0.00089646-0.0012989i,-0.00071104-0.0011751i,-0.00036977-0.00064582i,0.00047738-0.00066812i,0.00047634+2.6128e-05i,-0.00051385+0.00046862i,-0.00099266+0.00015731i,-0.00046088-4.4508e-05i
0.0014269+0.0011877i,0.0021297+0.00059126i,0.0028961-0.00040786i,0.002683-0.0021033i,0.0017817-0.0037379i,0.00051503-0.003478i,-0.00019307-0.0020904i,-0.00027999-0.0012787i,0.00046927-0.00063614i,0.0012571-5.8948e-05i,0.00072775-0.00044746i,-0.00022108-0.00038494i,-7.974e-05+0.00023492i,-3.7067e-05+0.00020174i,0.00011686+9.2167e-06i,0.00088216-5.4939e-05i,0.00064537-1.8124e-05i,0.00080845+3.9128e-05i,0.00069988+0.0003231i,-0.0002626-0.00027475i,-0.00055225-0.00097787i,0.00038012-0.0011197i,0.0012067-0.00060297i
0.0020894+2.1436e-05i,0.0019414-0.00057771i,0.0023686-0.0016554i,0.0032077-0.0023069i,0.0024361-0.0022106i,0.00041214-0.00087455i,-0.00068533+0.00069176i,-0.00019599+0.0011516i,0.0010138+0.00054961i,0.0018956+7.1218e-05i,0.0010574+0.00034121i,-0.00014869+0.00062942i,-0.00034605+0.00016234i,-4.7239e-05+9.9793e-05i,-4.7715e-06-0.00021917i,0.00026209-0.00059051i,0.00019443+0.00011481i,-1.4866e-05+2.5003e-05i,8.1733e-05-9.6197e-05i,-0.00023482-0.00014964i,5.3652e-07-0.00032563i,0.00025384-0.00011611i,0.00017338+0.00020591i
0.00073185-0.0022836i,0.0010127-0.0019824i,0.0012232-0.0011933i,0.0015029-0.0006286i,0.0015719-0.00046016i,0.0012273-0.00056496i,0.00083216-0.00059804i,0.0006628+0.00011687i,0.00078488+0.00035447i,0.00029331-0.00025734i,-0.00031167-0.00037924i,8.6723e-05+0.00013426i,0.00020475+0.00027852i,-0.00041721-0.00024779i,-0.0003436-0.00077655i,-0.00022673-0.00074642i,-0.00020497-0.00036194i,-0.00049341-0.00040756i,-0.00065406-0.000475i,6.5754e-06-0.00053889i,0.00029956-0.0011249i,-0.0003613-0.00098725i,-4.4718e-06+0.00030179i
-0.0011189-0.0001445i,-0.00069763+0.00044354i,0.00032653+0.0012255i,0.0022818+0.00069305i,0.0036696-0.00075639i,0.0027558-0.0017621i,0.0010582-0.0012721i,-6.5867e-05-0.00036727i,-0.00013141+0.00029315i,3.0017e-05+0.00056233i,0.00015178-0.00056046i,0.00024763-0.00098779i,0.00021978+0.0002701i,0.00033775+0.00090561i,0.00025725+0.00053054i,5.6149e-05-7.1642e-05i,0.00015872-0.00066202i,-8.3389e-05-0.00090622i,-0.00016985+0.00025974i,0.00033925+0.00089489i,0.0009146+0.00019212i,0.00025479+0.00016481i,-0.00020618+3.3792e-05i
-0.0009006-0.00031222i,-3.7715e-05-0.000355i,0.0022636-0.00016569i,0.0034583-0.00062056i,0.0024563-0.0012664i,0.0013284-0.00068057i,0.00071533+0.00026042i,0.00016678+0.00095053i,-0.0003389+0.0011811i,-0.00075454+0.0006223i,-0.00028831+0.00041126i,-0.00055182+0.00014803i,-0.00078061+1.9111e-06i,-4.8028e-05+0.00067453i,-0.00013587+0.00097825i,-0.00042373+0.00034692i,8.8726e-05-9.3963e-05i,0.00024708+0.00016278i,-0.00040492+0.00072522i,-0.00037688+0.00084105i,-0.00013479+0.0004273i,-0.00033722-0.00045232i,-0.00041848-0.00093885i
0.001559-0.0026692i,0.00047152-0.0019566i,-0.00058118-0.0019706i,-0.00089794-0.0016544i,-0.00058425-0.0011055i,9.3392e-05-0.00038664i,0.00045352+0.00054434i,0.00066234+0.00091175i,0.00042307+0.00040689i,-0.00028192-0.00010259i,-0.00048593-0.00025619i,-0.00063161+0.00046173i,0.00018815+0.0012359i,0.0010208+0.0010071i,0.00078722+0.00061693i,0.00046054+0.00024278i,0.00035579+0.00027414i,-0.00032539+0.00022635i,-0.00099145-5.8162e-05i,-0.0010788-0.0005056i,-0.00055502-0.00037455i,-0.00025304+0.0001046i,-0.00044995+0.0004113i
0.00025449-0.0023653i,0.0010445-0.0023713i,0.0012666-0.00098915i,0.0018825+0.00065327i,0.002233+0.00088428i,0.0015638-0.00012273i,0.00091913-1.4064e-05i,0.0014206+0.00080478i,0.0011872+0.00032977i,0.00010226-0.0001204i,0.00024053+0.00024923i,0.00083814+0.00036345i,0.00076259-0.00041391i,0.00074846-0.00052553i,0.00030583-0.00021327i,-2.2084e-05-0.00028125i,0.00025014-0.00039505i,0.00035352+6.2619e-05i,0.00011768+0.00065504i,-7.8208e-05+0.0010452i,1.0966e-05+0.00037713i,0.00043302-0.00026611i,0.00010439-0.0003576i
-0.00051156+0.00019129i,-5.5216e-05+0.0010745i,0.0020256+0.001408i,0.0036309+0.00079864i,0.0034383-0.00072996i,0.0013863-0.0017979i,-0.00011104-0.0011823i,-0.00038648-4.5353e-06i,-0.00088074+0.00093331i,-0.00092771+0.0013188i,-0.0003398+0.0010061i,0.00023532+0.00017933i,-0.00011423-0.00037909i,-0.0004767-0.00056658i,0.00012014-0.0011357i,0.00019554-0.0012284i,0.00061797-0.0003083i,0.00026912+0.00066362i,-0.00017269+0.0005378i,0.00030215+0.00033711i,0.00029083+0.00059207i,-0.00044393+0.00048679i,-0.00090751+0.00093251i
0.00040601-0.0016865i,0.00014196-0.0016183i,-0.00061889-0.0018449i,-0.0003811-0.0017907i,0.00046578-0.0013871i,0.00089951-0.00048086i,0.00045719+4.038e-05i,0.00062582-0.00039705i,0.00012648+4.6717e-06i,-0.00083119+0.00048492i,-0.0011785+0.00019419i,-0.0010168+0.00053884i,-5.5573e-05+0.0013361i,0.00079367+0.0012041i,0.00076448+0.0008558i,-6.0976e-05+0.00035049i,0.00022307+6.0111e-05i,0.00032894+0.00019387i,-0.00074635+0.00050651i,-0.00068685+0.00034583i,6.5838e-05-0.00025439i,4.3069e-05-0.00046631i,5.0121e-07-0.00067494i
0.0023807-0.00066102i,0.0038931-0.00034789i,0.0032924-0.00088184i,0.0023782-0.0017981i,0.0016872-0.0017612i,-6.2493e-05-0.0011753i,-0.0008589-0.00039043i,-5.3517e-05+0.00015655i,0.00037662+0.00063866i,-5.731e-05+0.00068516i,-0.00039513+0.00045685i,-0.0010499+0.00044703i,-0.001383+0.00030577i,-0.00061425+0.00017086i,-2.3868e-05-0.00028834i,9.291e-05-0.0011708i,0.00032182-0.001582i,0.00041827-0.0013649i,0.00034365-0.00060223i,-0.00020445-5.996e-06i,-0.00085808-0.00013739i,-0.00057728-0.00067078i,8.1267e-05-0.00043626i
-0.00084348+0.00094601i,-0.00079607+0.0011814i,-0.00037197+0.00099713i,0.0015922+0.00075019i,0.0026167+0.00030949i,0.001693-3.2012e-05i,0.00061892-0.00021826i,0.00047678+0.00010424i,0.00049044+0.00079241i,0.00049237+0.00066059i,0.000572-0.00018951i,0.00022556-0.0009132i,0.00018501-0.0010296i,-0.0004218-0.0003026i,-0.00045319-0.0003559i,0.00062-0.00046107i,0.00012388-7.6179e-05i,-0.00062228-0.00031882i,-0.00042351-0.00026593i,-4.5331e-05+0.00029632i,0.00035565+0.00069057i,-2.9298e-05+0.00088257i,-0.0004313-3.0106e-05i
5.0035e-05-0.0010134i,0.0011487+0.00069461i,0.0022676+0.0012424i,0.0030979+0.00066324i,0.0034591+2.0137e-05i,0.0027011-0.00091287i,0.0011486-0.0012134i,0.00026621-0.00083048i,0.00021535-0.00067526i,-0.00012134-0.00011906i,6.1166e-06-0.00019623i,0.00056245+0.00018272i,0.0001299+0.00076771i,-0.00048282+0.00028668i,-0.00047906-0.00020889i,-0.0003153-0.00055771i,-0.0002988-0.00059077i,-0.00033638-3.1055e-05i,-0.00028983+0.0001766i,-0.0005044-1.1158e-05i,-0.00041967-0.00043451i,-0.00059588-0.00054002i,-0.00074361-0.00025526i
-0.00077111-0.00017501i,-0.00076328+0.00013679i,0.0006924-0.00025369i,0.002418-0.00076118i,0.0018061-0.0014158i,0.00066297-0.0018039i,0.00037094-0.00076129i,0.00061354+0.0010114i,0.00036649+0.0018747i,-0.00069859+0.0015821i,-0.0012201+0.00061508i,-0.0007032+0.00046089i,-0.00011768+0.0014015i,0.0002465+0.0011632i,0.00073125+0.00045697i,0.00080258+0.00046934i,0.00054999+0.00016289i,-0.00059695-0.0002406i,-0.0012384+0.00015681i,-0.00048525+0.00063413i,8.303e-05+0.00046533i,-0.00025956-0.00071642i,-0.00048966-0.0013243i
-0.00040035-0.0004372i,0.00085406+0.00042535i,0.0014874+0.0010554i,0.0013198+8.3103e-06i,0.0019841-0.00070382i,0.0012135-0.00011343i,0.00020039+0.00044006i,-4.2072e-05+0.00064604i,-0.00069655+0.00044729i,-0.00068037-0.00047747i,-0.0003599-0.00039296i,-0.00036286+0.00058997i,0.00010924+0.0013071i,-0.00035465+0.0014162i,-0.00038574+0.00050127i,-5.7173e-05-0.00016152i,0.00038291-0.00064361i,0.00055248-0.00046881i,0.00071276+0.00011699i,0.0013313+0.00049931i,0.00078564+0.00048553i,-1.2102e-05+0.00063431i,0.00029142+0.00066731i
0.00022527-7.1142e-05i,-0.00026945+0.001336i,0.00087723+0.0016985i,0.0024321-9.6628e-05i,0.0031502-0.0012763i,0.0029143-0.0014716i,0.001326-0.00071i,0.00028764+1.7166e-06i,-1.8059e-06-0.00065991i,-0.00043365-0.00046946i,-0.0010835+0.0006613i,-0.0011047+0.00086284i,-0.00071013+0.00039863i,-0.00049791+0.00013615i,-0.00050341+0.00042658i,-0.00043415+0.00084233i,6.468e-05+0.00081366i,-0.00028028+0.00051351i,-0.00069542+0.0004384i,-0.00051255+0.00017009i,-3.2987e-05-0.00022289i,0.00035639-0.00023228i,-7.1904e-05-0.0005355i
-0.0010465-0.0015673i,0.00018249-0.00087633i,0.0016534-0.0007036i,0.0022999-0.00025023i,0.00236+0.00061733i,0.0017215+0.00069782i,0.0011246+9.1437e-05i,0.00071239+0.00038681i,0.00024538+0.0010797i,0.00010695+0.00056482i,-0.00042841-0.00029043i,-0.00030403-0.00068495i,0.00042533-0.00093863i,0.00023761-0.00063522i,0.00059959-0.00033177i,0.00089227-8.9075e-05i,0.0003671-0.00016662i,-6.5586e-05-2.7834e-05i,-0.0007003+0.00036394i,-0.0011084-0.00025194i,-0.00046686-0.00079327i,-0.00029859-0.0004108i,-0.00053709+5.2576e-05i
0.00015307-4.5995e-05i,-3.6097e-05+0.00074542i,0.00022883+0.0016003i,0.0011255+0.00093404i,0.0014047-0.00031018i,0.0013594-0.00074557i,0.0013467-0.00035024i,0.00097612-5.4947e-05i,0.00050717+0.00029034i,0.00060382+0.00039449i,0.00084502-0.00047126i,0.00040665-0.0012982i,-0.00025025-0.0006781i,0.00026742+5.3522e-05i,0.00049053-2.9025e-05i,-0.00030481-0.00041568i,-0.00037851-0.00048673i,0.00013518-0.00061472i,0.00042378-0.00042462i,0.00055219-0.00026447i,0.0002703-4.6289e-05i,0.00014584+0.00081796i,-5.435e-05+0.00081112i
0.0021469+0.00036426i,0.0015359+0.00051088i,0.0019334-0.00032601i,0.0024673-0.0012018i,0.0020853-0.0018254i,0.0011728-0.0010121i,-0.00035002+0.00054974i,-0.000741+0.00073603i,-3.1463e-05+0.00032841i,9.6506e-05-0.00018381i,0.00022123-0.00044866i,0.00031623-0.00049359i,3.8859e-05-0.0009027i,-0.00030343-0.00079023i,-0.00063375+0.00024221i,-0.00083749+8.6807e-05i,-0.00072664-0.00010725i,-0.00036251+3.9861e-06i,4.7862e-05+9.5487e-06i,0.00013871+0.00027327i,-0.00049971+0.00068109i,-0.00039938+0.00045369i,-7.7538e-05+8.5901e-06i
0.00018209-0.0012392i,3.0235e-05-0.00083364i,-0.00010726-0.00055078i,0.0017775-0.0003497i,0.0030131-0.00033122i,0.0019002-0.0009869i,0.00093695-0.0012926i,0.0005335-0.00063635i,-4.28e-05-0.00061363i,-4.1449e-05-0.00078387i,1.5456e-05-0.0006797i,-8.6305e-05-6.8869e-05i,0.00015711+0.00036541i,0.00037165-0.00010593i,0.001147-0.00060215i,0.0010477-0.0003524i,0.00034603-8.0764e-05i,-7.407e-05+0.0002035i,-0.00028074+0.00023622i,0.00039682+0.00018504i,0.0010133+0.00056881i,0.0010064+0.0003589i,0.00045207-0.00049834i
0.00077092-0.0021478i,0.0014916-0.0007472i,0.0022354+0.00030545i,0.0027517+0.00023843i,0.0015624-0.00043412i,0.0006205-0.0001409i,0.00029216+0.00023428i,1.7163e-05+0.00064631i,0.00051705+0.0013438i,0.00011225+0.0017756i,-0.0004127+0.00086139i,-0.00031761+8.5716e-05i,9.609e-05+0.00082069i,-0.00023851+0.00076085i,-0.00048392-0.00037871i,0.00049589-0.0011805i,0.00023375-0.0010341i,-0.0006758-0.00052024i,-0.00023728+0.00011664i,0.00034374+0.00033898i,-6.7338e-05+0.0002682i,-0.00062027+0.00020154i,-0.00055784+0.00036547i
-0.0034125-0.00028251i,-0.0026049-0.00012399i,-0.00107+0.00058252i,0.00029963+0.0013861i,0.00092657+0.00088121i,0.001286+0.00024374i,0.0016768-0.00026117i,0.0015163-0.00058506i,0.00027692-0.0003664i,-0.00030126-0.00023505i,0.00010593-0.00011395i,-0.00023543+0.00014055i,-0.0010445+2.5687e-05i,-0.00045682-0.00014136i,0.00037611+0.00037845i,0.00025249+0.00053917i,6.1985e-06+0.00076828i,9.6091e-06+0.0006999i,0.00016813+0.00044568i,-0.00016761+0.0007576i,-0.00042951+0.00057308i,-0.00092001+3.8672e-05i,-0.00097742-0.00053387i
-0.0010434-0.00020831i,-0.00098294+0.000304i,-0.00085638-9.2768e-06i,0.0004418+0.00058355i,0.0013056+0.00082111i,0.0009158+2.787e-05i,0.00052249-0.00055368i,-0.00026553+0.00034698i,-0.00028028+0.00062032i,0.00054189+0.00028471i,0.00013216+0.00034069i,4.704e-05+0.001407i,-0.00011819+0.0019176i,-6.5235e-05+0.0011498i,0.00042742+0.00046118i,0.00020748-0.00044861i,-0.00028805-0.00075304i,-0.00052783-0.00051556i,-0.00042143-0.0001063i,-0.00017436+0.00053281i,0.00028431-0.00022883i,0.00049296-0.0013444i,-0.00016104-0.00054223i
7.5803e-05-0.00016664i,0.00016987+0.00011474i,0.00074717-0.00023413i,0.0014764-0.00094196i,0.0019769-0.0014403i,0.0014234-0.001438i,0.00057831-0.0015094i,0.00020141-0.00045405i,-0.00026069+0.00057988i,-0.00042178+0.00088541i,-0.00036089+0.0010002i,-0.00046038+0.00055968i,-0.0003714+0.0005898i,7.6409e-05+0.00082952i,0.00051574+0.00018901i,-0.00045547-0.00076167i,-0.00084981-0.00083378i,0.00018934-0.00025144i,0.0008908+0.00017317i,0.0008756+0.00013239i,-0.00028539+0.00035348i,-0.00096462+0.00079643i,-0.00043906+0.00076877i
-0.0013047-0.0018164i,-0.0008643-0.0005179i,0.0010377+0.00015524i,0.0021287+5.6058e-05i,0.0021771-0.00016086i,0.00096666+1.268e-05i,-1.1347e-05-0.00019621i,-0.00013654-0.00014986i,-0.0005483+0.00044862i,-0.00082293+0.0005908i,-0.0002591-3.3847e-05i,0.00024946+0.00032312i,0.00056448+0.00053681i,0.0002717+0.00011848i,-0.0001575+0.00031722i,0.00017217+0.00013861i,0.0011983-0.00051318i,0.0015532+0.00044026i,0.00067271+0.0012094i,-0.00032043+0.00027591i,-0.00038117-0.00068927i,0.00010884-0.00044798i,-0.0003405-0.00051738i
0.00027351+0.0010797i,0.00068278+0.0010359i,0.0015731+0.001643i,0.0026832+0.00080685i,0.0019774-0.00049907i,0.001112-0.00048928i,0.00046485-0.00021187i,-0.00011484-0.00048464i,-0.00087796-0.00068232i,-0.0013343-0.0005662i,-0.00050208-0.00049167i,-0.00014794-2.1404e-05i,-0.00055239+0.0013832i,-0.00045209+0.0016177i,0.00073017+0.00063635i,0.00079496+0.00029191i,8.9023e-06+0.00067199i,-0.00015948+0.00082273i,3.5588e-05+0.0007905i,0.00020044+0.00058372i,0.00035925+0.00050876i,0.00039814+0.00082703i,4.9475e-05+0.00091361i
-9.6279e-05+3.5524e-05i,0.0008385+0.00033499i,0.0017985+0.00041315i,0.0032872+0.00023066i,0.0030896-0.00062806i,0.0020613-0.0010441i,0.00098057-0.00086097i,0.00020229+7.7473e-05i,0.00043666+0.00092372i,0.00058075+3.3261e-05i,0.00055847-0.00096852i,0.00071441-0.00045524i,0.00070924+0.00089815i,0.00020354+0.0014533i,0.00037245-4.2917e-05i,0.00065529-0.0010035i,0.00025646-0.0005738i,-4.0486e-05-0.0001444i,0.00025939+0.0002611i,0.00026865+0.00052158i,-8.3491e-05+0.0005985i,4.1491e-06+0.00085974i,-0.0001937+0.00021012i
0.0010349-0.00048112i,0.00034425-0.00071702i,0.0012484-0.00076432i,0.0018743-0.0011337i,0.002185-0.001773i,0.0014401-0.0019651i,3.3751e-05-0.0010806i,-9.4102e-05+0.00061039i,0.00043208+0.00089885i,0.00040941+0.00045732i,-0.00027006+0.00064239i,-0.00034579+0.00086212i,0.0002026+0.00064217i,0.00027719-3.6635e-05i,-0.00013692+0.00024747i,0.00011424+0.00061061i,-2.7588e-06+0.00029335i,-0.00056119-3.4079e-05i,-0.00040421-0.00028295i,-0.00049687-5.2713e-05i,-0.00084955+0.00054973i,-0.0014075+0.0010072i,-0.00090194+0.00020927i
-0.0013643-0.0019499i,-0.0012674-0.0010012i,-0.001476+0.0010576i,-0.00091244+0.0010909i,0.00036671+0.00028784i,0.0010386-5.571e-05i,0.00082236+0.00023171i,7.5095e-05+0.00083865i,8.0763e-05+0.00076978i,0.00019702+0.00066395i,-0.00033212+0.00034501i,0.00022446-3.5608e-05i,0.00054129+0.00033334i,-9.4173e-05+0.0003842i,-0.00024844+0.0001767i,-0.00087296+2.4271e-05i,-0.00063888-0.00067374i,0.00024797-0.00010741i,-0.0002117+0.00071394i,-0.0011316+0.00039468i,-0.0004295+0.00017111i,0.0004784+0.00042876i,9.8763e-05+0.00039466i
-0.002488-0.00073058i,-0.0019417+0.001539i,-0.001084+0.0023936i,0.0010197+0.0026363i,0.0022537+0.0018264i,0.002035+0.00056182i,0.00084528+4.1729e-05i,-3.6557e-05+0.00015758i,0.0001192+0.00023726i,0.0005342+0.00040275i,9.5127e-05+0.0008068i,0.00031975+0.00099361i,0.00028593+0.00066639i,-0.00031713+2.7922e-05i,-0.00051111+0.00022795i,-0.00065717+0.0004413i,-0.0006778+0.00011941i,8.8974e-06-0.00028085i,9.0419e-05+0.00037288i,-0.00061547+0.00085219i,-1.3245e-05+2.98e-05i,0.00027467-0.00087068i,-0.00023555-0.00061128i
0.00019686-0.001178i,0.0015108-0.00011862i,0.002563+0.0003101i,0.0021633-0.00022355i,0.0012898-0.00069962i,0.00020664-0.0011335i,9.7128e-05-0.00096353i,0.00064592+1.411e-05i,0.00089326+0.00069815i,0.00022624+0.00075447i,-8.9148e-05+0.00067137i,-0.00026232+0.00026218i,-2.3323e-05-0.00021722i,0.0001733+0.00014825i,-0.00026703+0.00038056i,-0.001129+0.00010918i,-0.0012173-0.00031445i,-0.0003648-0.0002072i,0.00037631+0.00030685i,0.00010717+0.00046078i,-0.00075283+0.00040409i,-0.0009459-0.0004586i,-0.0010374-0.0011225i
0.00092009+0.00021077i,0.00176+0.00044225i,0.0015526+0.0007105i,0.0018471+0.00066815i,0.0021919+0.00011777i,0.0018594+6.5352e-05i,0.0012806+0.00038441i,0.00043729+0.00041506i,5.2101e-06+2.5616e-05i,1.1153e-05-1.5342e-05i,-0.00035833+0.00049245i,-0.00027536+0.00066731i,0.00016426+0.00010971i,-0.00020853-0.00022592i,-0.00047789+0.00020239i,-0.00067029+0.00030847i,-0.0008569+0.00069075i,-0.00026834+0.0010014i,0.00045606+0.00027864i,0.0005739+6.2945e-05i,0.00045803+0.00055804i,0.00040464+0.000965i,0.00048713+0.00074967i
-0.00019673-0.0016791i,0.00056293-0.0014471i,0.0011487-0.00083504i,0.0018254+0.00027804i,0.0023807+7.5669e-05i,0.0015349-0.00034053i,0.00035551-0.00031711i,-0.0001928-0.00059838i,0.00034699-0.00014039i,0.0011888+0.00064977i,0.00073959+0.00047197i,-4.1472e-05+8.3739e-05i,0.00012489+0.00011211i,0.00081726+0.00027902i,0.00053629+0.00013502i,-0.00026872-0.00057983i,-0.00013417-0.000981i,-0.00014567-0.00024904i,-0.00012962+0.00010755i,0.0006852+2.8405e-05i,0.00064721+0.00027622i,-0.00018754+0.00019627i,-0.00068839+0.00012184i
0.0012525-0.0027086i,0.00073226-0.0010949i,-0.0003887-0.00013179i,0.00028821+0.00057441i,0.0010379+0.00078821i,0.0010114+0.0010429i,0.00085622+0.0012547i,0.00092546+0.00075801i,0.00070743+4.1023e-05i,-6.3657e-05-0.00013602i,-0.00059315+1.5239e-05i,-0.000253-0.00035579i,-0.00013566-0.00054742i,0.00027001-0.00062777i,0.00041775-0.00098627i,0.00032751-0.00066839i,0.00026755-0.0001909i,-0.00026148-0.00052551i,-0.00085348-0.00050987i,-0.00044766+0.00040688i,6.832e-05+0.00042795i,-0.00024277+4.1988e-05i,-0.00050605-0.00014753i
0.00053884-0.0012364i,0.00075559-1.8346e-06i,0.0019+0.00059657i,0.0032208+0.00056037i,0.0022876-0.00026485i,0.0013341-0.00072995i,0.0014843+0.00014708i,0.00085616+0.0011612i,8.0592e-05+0.00054639i,0.00045502-0.00020543i,0.00053912-0.00013254i,0.00049781-0.00010519i,0.0002376+0.00012006i,0.00046285+7.3054e-05i,0.00077465-1.0034e-06i,8.4568e-05-0.00014393i,-4.5742e-05-0.00013382i,0.00040137+0.00030833i,1.0161e-05+0.00029583i,2.3571e-05-0.00010726i,0.00014379-0.00026784i,-0.00018733+1.0361e-05i,0.00045033-0.00015355i
-0.00050906-0.0011872i,0.00016424-0.0016708i,0.0012438-0.0015265i,0.0023843-0.00094553i,0.0021863-0.0018052i,0.0010531-0.0017932i,0.00080639-0.00034015i,0.00086421+0.00083299i,0.00038536+0.0013172i,-0.0011521+0.00056149i,-0.0016762-0.00016577i,-0.0012394+0.00032507i,-0.00022523+0.00039757i,0.0010199+0.00044947i,0.00028099+0.00080967i,-0.00046081+0.00025738i,0.00016236-4.7439e-05i,0.000534-0.00024705i,0.001136-0.00041291i,0.0013848-0.00014877i,0.0012219-0.00013001i,0.0008213-0.0001226i,-0.00021557+0.00032188i
-0.00060833-0.000249i,-0.00069259-0.00023138i,0.00068493+9.522e-05i,0.0026842+0.00050775i,0.0031323-0.00023242i,0.0013662-0.00089028i,-5.75e-05-0.00086974i,-0.00017117-0.00045929i,0.00054811-0.0006597i,0.00045748-0.00086768i,-0.00011579-0.00051007i,6.1741e-05-3.1874e-05i,0.00034886+0.00027176i,0.00055869+0.00016406i,0.00022469-5.8114e-05i,-0.00011516-0.00058521i,-0.00023163-0.00042092i,-0.00053134+0.00019295i,-0.00073616+0.0002604i,-0.0010274-9.7164e-05i,-0.00087813-0.00072676i,-0.00021677-0.00068692i,-0.00041396+0.00053483i
0.00095969-0.001985i,0.00081159-0.0016803i,0.0014849-0.001269i,0.0025806-0.00096466i,0.0027591-0.0012482i,0.0015398-0.0015024i,0.00051028-0.0010056i,2.2407e-05-0.00015022i,-0.00035633-0.00038253i,-0.00043679-0.00063912i,-0.00058284-0.00028073i,0.0001975+0.0002835i,0.00056284+0.00063708i,0.00014279+0.00017869i,7.7307e-06-0.00010587i,-0.00026298-8.3976e-05i,-0.0007937-0.00036998i,-0.0004362-0.00012633i,0.00039335+0.00039786i,0.00022301+0.0005807i,-0.00026622+0.0011804i,-0.00025556+0.0010952i,-0.00033635+0.00011851i
0.00065959+0.00012497i,0.0010713+0.0001145i,0.0016766+0.0011954i,0.0031443+0.00075839i,0.0039826-0.001161i,0.0021138-0.0023036i,0.00067223-0.0012406i,0.00011043+0.00061835i,-0.0006988+0.00091643i,-0.0009623+0.00053105i,-0.000465-0.00011602i,-0.0004414-0.00010328i,-0.00039577+0.00028755i,0.00022373-2.806e-05i,-4.4134e-05-0.00010944i,-0.00069411-0.0002805i,-0.00041804-0.00061225i,0.00072382+2.8691e-07i,0.0011328+0.00041044i,-6.0168e-05+0.00091747i,-0.00011111+0.0010746i,0.00041909+0.00039356i,0.00059118+0.00014777i
-0.0021598-0.0023i,-0.0018209-0.000201i,-0.00050996+0.00034762i,0.00081363-0.00023566i,0.0014766-0.00079704i,0.0019924-0.00019046i,0.0017958+0.00029131i,0.0013534-0.00010791i,0.00062945+0.00019073i,2.8377e-06+9.6458e-05i,-0.00023407-0.00011317i,-0.00067934+0.0003797i,-0.00058437+0.0005102i,1.7545e-05-0.00039875i,0.00018498-0.00073677i,0.00032964-0.00026831i,0.00059654-0.00011652i,0.00057179+0.00058738i,4.1465e-05+0.00019784i,-0.00026981-0.00028388i,-0.00014841+0.00044408i,-0.0006702+0.00033077i,-0.0010014-0.00055705i
