-0.0020509-0.0013548i,-0.0014161-0.0018294i,-0.0032248-0.001044i,-0.003533-0.00051674i,-0.0023223+0.00088332i,-0.0017406+0.0027216i,-0.0018632+0.0027731i,-0.0013773+0.0020717i,-0.00014062+0.0022164i,0.00054134+0.0017764i,0.00060449+0.00017764i,0.00031107-0.00069284i,-0.00069778-0.00010099i,-0.0016346+0.00028939i,-0.0015935-0.0001762i,-0.0011252+3.5903e-05i,8.8215e-05+8.9518e-05i,0.0011414+0.00031326i,0.00066241+0.00067055i,0.00012643+0.00097452i,8.0636e-05+0.00057582i,0.00010706-0.0004673i,0.00041289+3.2911e-05i
0.0018729+0.00046469i,0.0025029-0.00092616i,0.0024839-0.0011854i,0.0017354-0.00023475i,0.00027653+9.7584e-05i,-0.00072843+1.7311e-05i,-0.001237+0.00035571i,-0.0012903-0.00013588i,-0.00066933-0.00068409i,0.00026223-0.00020563i,0.00073968+3.8979e-05i,-0.0004529+0.0002009i,-0.001025+0.00018443i,-0.00038672-0.0005562i,-5.6949e-05-0.00095505i,0.0004057-0.00053464i,0.00057577+0.00013175i,4.9495e-05+0.00039008i,0.00024894-0.00037035i,1.515e-05-0.00068081i,-0.00041528-2.4196e-05i,-0.00023422+0.00069968i,0.00010678+0.00063506i
-0.0005998-0.0017513i,-0.0010634-0.0011383i,-0.0019513-7.6933e-05i,-0.0012172+0.00027066i,-0.0008381+0.00012474i,-0.00081052+0.00069028i,-0.00061177+0.00073853i,-0.00047701+0.00080447i,-0.00040157+0.00083869i,-0.00028142-0.00024477i,-0.00061862-0.00090498i,-0.0017972-0.00067027i,-0.0014761-0.00051927i,-0.00086024-0.0006055i,-0.0003438-0.00077849i,0.00021756-0.00050041i,0.00021409-0.00055543i,0.00036746-0.00063661i,0.00048775-0.00045619i,0.0005365-0.00069073i,9.5491e-05-0.00041563i,-0.00018132-9.8031e-06i,0.00079128-0.00036079i
0.00024153+0.0012998i,0.00088032+0.0019188i,0.0015152+0.0016572i,0.00041703+0.00040099i,0.00057374+0.0004159i,0.00024729+0.0010598i,-0.00053657+0.001311i,-0.00047525+0.00040826i,5.9114e-05-0.00056595i,0.00027087-0.00097093i,-3.318e-05-0.0012131i,-0.00045672-0.0012913i,-0.00092393-0.00082814i,-0.00044061+0.00053784i,0.00077217+0.00073948i,0.0012544-0.00031905i,0.00050953-0.00021016i,0.00013498-0.00042658i,0.00046787-0.001051i,-0.00016796-0.00067101i,-0.00050515+2.698e-05i,2.339e-07+0.00050898i,0.00017277+0.00046744i
0.0019787-0.0025804i,0.00049063-0.003066i,-0.00012476-0.0026211i,-6.2327e-05-0.0015782i,-0.001092-0.00077721i,-0.00089327+0.00062908i,4.3001e-05+0.0017791i,0.00063496+0.0011008i,0.00067013-1.6658e-05i,-0.0003334-0.00016308i,-0.0015428-0.00033618i,-0.0019434-0.00067324i,-0.0018914-0.00018662i,-0.0011779+4.9632e-05i,-0.00060626-9.8452e-05i,-0.00077623-0.00030325i,-0.00023447+6.6266e-05i,0.00018814+0.00067396i,-0.0007129+0.00051535i,-0.0015673+2.3121e-05i,-0.00090869-0.00016269i,3.6001e-05-0.00047706i,0.00050622-0.00019323i
0.00020456+0.0012594i,0.00098161+0.0010862i,0.001016+0.0014476i,0.00069456+0.0010627i,0.00058755+0.00051512i,0.00090843+0.00047163i,0.00052358+0.00034927i,-0.00038416+0.00033855i,-0.00058771+0.00069198i,-0.00032251+0.00094487i,-0.00036873+0.00037351i,-0.00070082-0.00053264i,-0.00050199+3.841e-05i,6.8609e-05+0.00051905i,-0.00013287-0.000195i,-0.00058626-0.00020568i,-0.00035527+0.00035434i,0.00011603+0.00096458i,0.00052787+0.00074075i,0.0006545+0.00012393i,-0.00012276-0.00015826i,-0.0001762+0.00068358i,0.00055185+0.00038358i
-0.0011363-0.00020889i,-0.0014345+0.00011628i,-0.001496+0.00023614i,-0.0012967+0.00030817i,-0.0010206+0.00026168i,-0.00073601-0.00018965i,-0.00067147+0.0001533i,-0.00069418+0.00088911i,-0.00037241+0.00094789i,-0.00046911-0.00019631i,-0.00031748-0.0010418i,7.2489e-06-0.00093878i,0.0004952-0.00038824i,7.5351e-05+0.0002183i,-0.00027673-0.00036084i,0.00011235-0.00010429i,-5.9014e-05+0.00092253i,-0.00039856+0.00019862i,2.5773e-05+4.1414e-05i,0.00051115+0.00087522i,-0.00022068+0.0012023i,-0.00025754+0.00088895i,0.00048263+0.00065203i
-0.00046979-0.0016929i,8.627e-05-0.0016499i,0.00023661-0.00048915i,0.00039481+0.00042469i,-0.00031455+0.0012946i,-0.00087914+0.00179i,-0.00041013+0.0014798i,-0.00063927+0.00043377i,-0.00066743-0.00010436i,-0.00048213-9.0194e-05i,-0.00021368-0.0004783i,0.00039546-0.000754i,0.00029041-0.00086581i,0.00012198-0.00051676i,6.5005e-05-0.00013501i,0.00023759+0.00011832i,5.4303e-05+0.0011424i,-0.00085879+0.00078629i,-0.00094281+5.6051e-05i,2.2639e-06-0.00069006i,0.00045965-0.001175i,0.0008617-0.00074509i,0.00081109+0.00016363i
-0.0017916-0.0018091i,-0.0023321-0.0020837i,-0.0018539-0.0023157i,-0.0013535-0.001332i,-0.0019342+9.7406e-06i,-0.0021959+0.0011937i,-0.0011979+0.0012735i,-0.00019497-0.00027005i,-0.00019665-0.001544i,-0.00065542-0.001479i,-0.00026631-0.00082819i,-0.00030921-0.00012631i,-0.00073622-0.00012056i,-0.00067115-0.00051553i,-0.00018656+4.0266e-05i,0.00019806+0.00063775i,-7.21e-05-7.4884e-05i,-0.00060136-0.00014278i,-0.00040665+0.00047129i,-0.00013759+0.00044363i,-0.00039016+0.00029437i,-0.0003292+0.00062668i,0.00049208+0.00076349i
-0.00073229+9.8593e-05i,-4.6685e-05+0.00026964i,0.00068942+0.00083549i,0.00024351+0.0010366i,0.00036445+0.001117i,0.00025878+0.0010489i,-0.00049257+0.00055253i,-0.0003167+4.6904e-06i,0.00048223-0.0003111i,0.00059357-0.00050286i,0.00050967-0.00022489i,0.00024399-0.00040341i,-0.00028385-0.00076871i,-1.5019e-05-0.00037144i,0.00077272-3.4124e-05i,0.00074496-8.8498e-05i,0.00010442-2.3959e-05i,6.0853e-05+0.00010676i,0.00015273+0.00057799i,7.6991e-05+0.0006423i,-0.00012907+0.00047559i,-8.0582e-05+0.00049965i,0.00027288+0.00075468i
0.00027021-8.4653e-05i,-0.00018841+0.00023124i,-0.00043938-6.798e-06i,-0.0013126+5.4093e-05i,-0.0017147+0.0010646i,-0.0014062+0.0015606i,-0.0010818+0.00097665i,-0.0011227-6.6161e-05i,-0.00075516-0.00038013i,-0.00022327-0.00085007i,-0.00053426-0.0012988i,-0.0006598-0.00071527i,-0.00090759-0.00026765i,-0.00061575-0.00021142i,0.00022663-7.6065e-05i,0.00019057-5.0882e-05i,1.6284e-05-0.00014369i,0.00039056-0.00014137i,-0.00023951+5.0162e-05i,-0.0013798+0.00017038i,-0.00079675+0.00011436i,-0.00011337-3.7979e-05i,-0.00028242+9.9178e-05i
0.000646-0.00021085i,-8.912e-06-0.00014787i,0.00073895-0.0015216i,8.4211e-06-0.0012441i,-0.0013719+0.00048596i,-0.0009366+0.00097989i,-0.00029666+0.0010887i,4.893e-05+0.0007401i,0.00043162-0.00025969i,-0.00010845-0.0011077i,-0.00071378-0.0017043i,-0.00085907-0.0015363i,-0.0010662-0.001535i,-0.00056455-0.0014978i,0.0001487-0.00027981i,-7.1562e-05-0.00017262i,-0.00041829-0.0006441i,-0.00023246-0.00045578i,-0.00065626+0.00069845i,-0.001097+0.00068415i,-0.00069076+0.0001363i,-0.00050919-0.00013316i,-0.00078733-0.0001238i
0.0017361-0.0012239i,0.0015583-0.0012587i,-0.0001366-0.0026659i,-0.0011946-0.0029132i,-0.0024457-0.0014941i,-0.0031036+4.3967e-05i,-0.0016326+0.00040384i,-0.0006721+0.00042266i,-0.00025975+5.7475e-05i,0.00052739-0.00030847i,0.00073749-0.00056129i,0.0004544-0.0006543i,0.00027601-0.00068138i,0.00022293-0.00081471i,0.00038104-0.0005161i,-0.00020358-7.8844e-05i,-0.00018197+0.00050508i,0.00065825+0.00044946i,0.00053092+0.00013335i,0.0004167+6.72e-05i,0.0008541-0.0006024i,0.00027192-0.00078219i,3.8938e-05-0.00033283i
-7.7413e-05-0.00030862i,0.0011427-0.00058092i,0.0018878-0.00045753i,0.0011483+0.00040232i,-0.00045642+0.0017823i,-0.00036465+0.0021338i,0.00037873+0.0014846i,0.00014967+0.00074295i,-0.00044906+0.00060223i,-0.00028369+0.00010404i,0.00012691-0.0010384i,-0.00031011-0.0014766i,-0.00065259-0.00092222i,-0.0012582-0.00013366i,-0.0019654+3.6331e-05i,-0.001373-0.00061295i,-0.00036807-0.00053107i,-0.00021669+0.0003793i,-0.00032986+0.00023718i,-0.00022781-0.00025239i,8.0354e-05-0.00045951i,0.00024835-0.00043868i,0.0003763+3.4158e-05i
-0.001461+0.00062235i,-0.0017398+0.00039287i,-0.001436+0.0011453i,-0.0016115+0.0011548i,-0.0017861+0.0020712i,-0.0015885+0.0015383i,-0.00074918+0.00032844i,-0.00028975+0.00053493i,-0.00052068+0.00070441i,-0.00058179+0.00036785i,5.2996e-05+0.00029373i,0.0001098+0.0001088i,-0.00038461-0.00076193i,-0.0002044-0.00062148i,-0.00016017+0.00063949i,-0.00035063+0.00070035i,-6.5308e-05+0.0002706i,-0.00010048+0.00024345i,-0.00012733+0.00012239i,-0.00017341-0.00026467i,-0.00055366-0.00029914i,-0.00040369+0.00066004i,0.00055587+0.0013219i
0.003039-0.0013527i,0.0025211-0.0020366i,0.0027272-0.0020901i,0.00093093-0.0013184i,-0.00052889-0.0010929i,-0.00094069-0.00035978i,-0.000951+0.001036i,0.00023173+0.0007354i,0.00029513-0.00061876i,-0.00038216-0.00117i,-0.0005262-0.0016265i,-3.2893e-05-0.0018751i,-8.0241e-05-0.0013701i,-0.00055309-0.00083517i,-0.00073491+0.00050829i,-0.00064786+0.0012036i,-0.00067868+0.00067452i,-0.00087132+0.0005291i,-0.00071538+0.00048086i,-0.00038764+1.8133e-05i,-0.0003732+0.00019457i,-0.00061266+0.00066122i,-0.00047951+0.00074746i
-0.00093441-0.00026979i,-0.00017894+0.00022554i,0.00010161+0.0001998i,0.00037428-0.0001259i,-9.8515e-05-0.0001228i,-0.00094645+1.3459e-05i,-0.00079425+0.0003177i,-0.00054698+6.9738e-05i,3.5312e-05-9.1607e-05i,0.00011623-6.8659e-05i,-0.00061638-0.00059152i,-0.00059975-5.9135e-06i,9.0196e-05+0.00042794i,0.00011879+0.00015493i,-0.00023457-2.0842e-05i,-0.00043419+1.9352e-06i,0.00033028-9.6728e-05i,0.00080308-0.00026837i,0.00040403-0.00035947i,0.00028971-0.00049524i,2.0508e-06-0.00099071i,-2.507e-05-0.00077185i,0.00032795-0.00047447i
0.0019511+0.0002258i,0.0014639+0.00016663i,0.0027475+0.0011394i,0.0019997+0.00030307i,6.7891e-06-0.001078i,-0.0008622-0.00059792i,-0.001166+0.00018223i,-0.00076123-0.00054165i,-0.00054183-0.0013536i,2.9129e-05-0.0014305i,0.00022359-0.0012228i,-0.0002832-0.00086376i,-0.00061146-0.00082919i,-0.00078707-0.0014043i,-0.00040292-0.00095741i,-0.00032108+7.9019e-05i,-0.00049988+0.00016595i,-0.00028821-0.00012432i,-0.00046232+0.00046638i,-0.00035041+0.0010321i,9.5054e-05+0.0011892i,-0.00020498+0.00065625i,-0.00061037-0.00011427i
-0.0016563-0.0021617i,-0.0013869-0.0017431i,-0.0014332-0.0017161i,-0.0011315-0.0013149i,-0.00095165+0.00037806i,-0.00039283+0.00061121i,-7.0921e-05+0.00036068i,-0.00065689+0.00066877i,-0.00078048+0.0011669i,-0.00068906+0.00025564i,-0.00034577-0.0010109i,-0.00047653-0.0011158i,-0.00089411-0.00045027i,-0.00091726-9.9487e-05i,1.1093e-05-0.00045277i,0.00053953-0.00046947i,0.00055675-0.0004023i,0.00027262-0.0005043i,-5.8025e-05-0.0005395i,0.00030144-0.00042108i,0.00069466+1.4668e-05i,0.00013345+0.0009062i,-0.00029145+0.0014149i
0.0012704-0.0018537i,0.0019129-0.0019048i,0.0032284-0.0016455i,0.002161-0.00095982i,0.00030328-0.00045471i,-0.00033923-0.00028666i,-0.00028641-0.00025979i,-0.00055702-0.00047544i,-0.0012592-0.0010946i,-0.0013884-0.00099571i,-0.0011783-0.00058076i,-0.0010258-0.00047269i,-0.00083229-0.00023655i,-8.4599e-05+0.00028734i,6.0184e-05+0.00054663i,-0.00034622+0.00024076i,-0.00031836-1.4475e-05i,0.00042198-0.0003918i,0.00076763-0.00041998i,0.00022769+5.7348e-05i,1.0211e-05+0.00024133i,-8.4196e-05+0.00023615i,-0.00041657+0.00065877i
-0.00071092+0.00011172i,-0.0018259+0.00025729i,-0.002046+0.0010885i,-0.0016629+0.0016829i,-0.0017922+0.0020389i,-0.0016356+0.0020209i,-0.00066172+0.0011175i,8.4439e-05+0.00060342i,0.00017306+0.00082318i,-0.00013393+0.00026621i,-0.00020774-0.00071011i,-0.00016286-0.0012279i,0.00023366-0.0013699i,0.0006904-0.0010439i,0.00030949-0.00044678i,-0.00021056+0.00050353i,-0.00018643+0.001163i,-0.00031532+0.00093727i,-0.0010257+0.000313i,-0.0012897-0.00077539i,-6.6651e-05-0.00090114i,-0.00015069-0.00028236i,-0.00026434+0.00012426i
1.3808e-05+7.6461e-05i,-0.0002648+0.00011541i,0.00025226+0.0012869i,0.00045939+0.0007747i,0.0001254+0.00016147i,-0.00032856+0.00043563i,-0.00062801+0.00060205i,-0.00077426+0.00040375i,-0.00073761+6.9349e-05i,-4.1034e-05+0.00026709i,-0.0001129-8.793e-05i,-0.00020425-0.00076956i,0.00050147-0.00068674i,0.00067614-0.00048713i,0.00011382+3.5816e-06i,-0.00046419+0.00016776i,-0.00016758+0.00031506i,-0.00093973+0.0011574i,-0.0018866+0.00083068i,-0.00065002-0.00025627i,0.00064374-0.0011346i,0.00098472-0.00013774i,0.00052099+0.00094381i
0.0012617+0.0014341i,0.00097613+0.00071328i,0.0016947+0.00023514i,0.0015516+0.00071483i,0.00038367+0.00046689i,-0.0010439+0.00018791i,-0.0016855+5.7524e-05i,-0.00061275+0.00019705i,0.00035788+0.00010521i,9.6527e-05-0.00066143i,0.00028859-0.000954i,-0.00030997-0.0011693i,-0.00058109-0.0013118i,-0.00032186-0.0008488i,-0.00033261-0.00027247i,-0.00037436+0.00072907i,-0.00037904+0.0011429i,-7.7458e-05+0.00069674i,-0.00046647-6.5947e-05i,-0.0011982-0.00043749i,-0.00092975-2.3358e-05i,-5.3383e-05+2.133e-05i,0.00075762-0.00027358i
0.0011947-0.0019402i,-0.00030282-0.002092i,-0.00010421-0.0015924i,-0.00023325-0.0015478i,-0.00019792-0.0011941i,-0.00044363-0.00029064i,-0.0017659-0.00030727i,-0.0011552-0.001108i,-0.00018935-0.0013656i,-0.00065638-0.00061956i,-0.0011069-0.00044007i,-0.0010118-0.00051909i,-0.0006551-0.00062282i,0.00013782-0.00056739i,0.00029703-5.841e-06i,0.00030176+5.5213e-06i,-2.3071e-05-0.00012085i,-0.00036523-0.00062458i,-0.00018547-0.0014422i,0.00012096-0.0012061i,3.9249e-05-0.0006662i,6.8595e-06-0.00051363i,0.00026551-0.0003074i
0.003012-0.0020938i,0.0015032-0.0032087i,0.0044368-0.0023793i,0.002937-0.0016228i,-0.00036562-0.0015044i,-0.0015669-0.00098933i,-0.0011876-0.00044642i,-0.00042121-0.00016185i,-0.00023471+0.00048186i,-0.00022425+0.00042108i,-0.00063409-4.6023e-05i,-0.0011706+0.00027278i,-0.00049085+0.0004636i,9.5384e-05+0.00028827i,-0.00082266-1.9749e-05i,-0.0012301-0.00018191i,-0.00090651+0.00034865i,-0.00089034+0.00044126i,-0.001438+0.0007701i,-0.0014172+0.0007232i,-0.0008043-0.00055364i,-0.0013646-0.0010064i,-0.0007408-0.00032743i
-0.0010441-0.00033168i,0.00057259+0.00032057i,0.00033413+0.0002847i,0.00013917+0.00013897i,-0.00010813+0.00022974i,-0.00090682+0.00057368i,-0.00075684+7.2967e-05i,-0.00019685-0.00044839i,-0.00022171-0.0011028i,-0.00022969-0.0018107i,0.0002198-0.0017398i,0.00045915-0.0014495i,0.00042645-0.00049258i,0.00046435-3.6573e-05i,0.00038903+9.6049e-05i,-1.5824e-05-0.00014871i,-8.1377e-05-0.00013149i,0.0008176+0.00041946i,0.0017025+5.5587e-05i,0.0010647-4.3803e-05i,-3.0144e-05+0.00015173i,-0.00072841+0.0002757i,-0.00075188+0.00035964i
0.00057556+0.00083517i,0.0010699+0.00060939i,-0.00096822+0.0004174i,-0.0014059+0.00037488i,-0.0012018+0.00091758i,-0.00056837+0.00078042i,4.2237e-05+0.00034159i,0.00039536+0.00043989i,-0.00045373+0.00042881i,-0.00072244-0.00070243i,-0.00047292-0.0012414i,-0.00088564-0.0012637i,-0.00057891-0.000953i,-6.7067e-05-0.00012194i,0.00051228-0.00041295i,-0.00019666-0.00062183i,-0.00044313-0.00047198i,0.00017982-0.0004172i,-0.00011803+0.00017079i,-0.00047421+0.0002465i,-0.00010773+0.00028974i,0.00055414+0.00030623i,0.00044768-0.00048231i
-0.0014635-0.00013182i,-0.0012804-0.00067968i,-0.0018463-0.00015338i,-0.00066136+0.00052811i,0.00019481+0.0005833i,0.00018436+0.00088742i,0.00021371+0.0012093i,0.00063898+0.001243i,0.00072742+0.001311i,0.0004951+0.00059369i,0.00016849-0.00056681i,-0.00036333-0.00043042i,-0.00052218+0.00014183i,7.1299e-05+0.00075095i,0.00030375+0.0010974i,6.289e-05+0.00055685i,-0.00079353-0.00042312i,-0.00019246+0.00022819i,0.0005486+0.00077905i,0.00024174+0.00036973i,0.00034862+0.00067086i,0.00030697+0.0008633i,-4.9627e-05+0.00071484i
0.0001844+0.0017049i,0.0012477+0.0020344i,0.0011995+0.0020074i,0.00024268+0.00023284i,-0.00075379-0.00066207i,-0.00099242-0.00035743i,-0.00012187+2.5838e-05i,0.00016255+0.00039104i,-0.00042252+0.00033885i,-0.00011489-0.00022491i,0.00033259-0.00082977i,0.00027983-0.00097247i,0.00026042-0.00073905i,6.3743e-05-0.0005131i,0.00042236-0.00042617i,0.00066083+4.3193e-05i,0.00069152-0.00026632i,0.0014397-0.00084672i,0.0012435-0.00011801i,0.00030145+0.00063515i,-5.7167e-05+0.00016703i,0.00016799-0.00018068i,-0.00025932+0.00046874i
-0.00063495+0.00097876i,-0.0008781+0.0011736i,-0.00082357+0.0021534i,-0.00028927+0.0017906i,0.00042896+0.0006136i,0.00013867-0.00077025i,-1.3797e-05-0.00098218i,-2.2476e-05-9.7928e-05i,-0.00028454+0.00025391i,-0.00040562-0.00027915i,-0.00059988-0.0014856i,-0.0006749-0.0021187i,-0.00065971-0.0013367i,-0.00041079+0.00018192i,-0.00017457+0.00043188i,-0.00030926+0.00015305i,-0.00027285-0.00065976i,-0.00016612-0.0008741i,-0.00017281-0.00016226i,-0.00033761-0.00012051i,-0.0003357-0.00015449i,-0.00011481-0.0002181i,0.00025342-3.6609e-05i
-0.0020119-0.0013002i,-0.0020515-0.0012792i,-0.0027449-0.00099756i,-0.0027601-4.4521e-05i,-0.0016452+0.00056045i,-0.00062312+0.00025768i,0.00020227+0.00068415i,-0.00019641+0.0010454i,-0.00055002+0.00078973i,0.00021375+0.0003143i,-0.00031753-0.00061914i,-0.00056673-0.0012726i,5.2824e-05-0.0011507i,-3.4428e-05-0.00090296i,-0.00016478-0.00045847i,0.00043784-0.00018175i,0.0006416-0.00034655i,0.00047299+0.00021305i,0.00055003+0.0005499i,0.00025333+0.00068508i,0.00014014+0.0005369i,0.00012327-0.00022054i,0.00037399-0.00025709i
-0.00074974-0.00076451i,0.00015862-0.00043738i,-0.00058419-0.00032546i,-0.0012619-0.00068221i,-0.0011567-0.00012857i,-0.0012215+4.9142e-05i,-0.0011698-0.00020763i,-0.00079929+0.00032109i,-0.00037973+0.00054949i,0.00023234-9.2924e-06i,0.00088907-0.00043163i,0.00033393-0.00054303i,0.00012292-0.00056465i,9.2857e-05-0.00047065i,-0.00016146-0.00042031i,-2.5133e-05+0.0002173i,0.00078292+0.00013543i,0.0011998-0.00023305i,0.00055882-0.00028604i,-0.00015657-0.00027437i,-0.0002548-0.00046112i,-0.00015366-3.6046e-05i,0.00055818+0.00037474i
-8.1429e-05+0.0021581i,-9.8766e-05+0.0015119i,2.7666e-05+0.0014854i,0.00081083+0.0010648i,0.00082006+0.00091024i,0.00032714+0.00066776i,0.00050024-0.00023914i,7.6387e-05-0.00042346i,-0.00046041-0.00073772i,-7.4621e-05-0.00096321i,0.00043952-0.00068986i,0.00050062-0.00098218i,-0.00017459-0.00051066i,0.00029124+1.1906e-05i,0.00059962-0.0003595i,0.00011322-9.5233e-05i,5.2411e-05+0.00079492i,8.7133e-05+0.00076322i,-0.00037741+8.6338e-05i,0.00019452-0.00046114i,0.00097322-0.00028958i,0.00076553+4.8263e-05i,0.00046393-0.00013425i
-0.0016871+3.2079e-05i,-0.0002468+0.00052769i,-0.0009481+0.00019793i,-0.0012979-6.0352e-05i,-0.00084421+0.00078106i,-0.00091914+0.0013656i,-0.0014232+0.00038764i,-0.0011427+0.00032133i,-0.00038867+0.00071572i,-8.7215e-05+0.00044405i,-0.00037712+6.2782e-05i,-0.00047702-2.2619e-05i,-0.00050683+0.00019732i,-0.00079008-0.00013192i,0.0002927-0.00059792i,0.00096763-0.00041998i,0.00018831-0.00056204i,-0.00016859-0.00022885i,-0.00027862+0.00041159i,-0.00033512+0.00016285i,-0.00049784+6.4552e-05i,-0.00086401+0.00053303i,-0.00080213+0.00064152i
-0.0007296+0.0002201i,-0.00074086-0.00023711i,-0.0018387+0.00039354i,-0.0010165+0.00012781i,-0.00049439+0.00046991i,-0.00061921+0.0008566i,-0.00018612+0.00078959i,-5.8488e-05-0.00024556i,-0.0001667-0.001052i,-5.2688e-05-0.00037875i,-0.00021057-2.5284e-05i,-0.00065556-0.00033453i,-0.00089301-0.00051513i,-3.0173e-05-9.5e-05i,0.00084255+0.00013256i,0.00013208-0.00012267i,-0.00047563+0.00026565i,-0.00027197+0.00032957i,-0.00045572+0.00020603i,-1.5507e-05+0.0001306i,0.00052808-0.00034358i,0.00010078-4.3409e-05i,1.3797e-05-0.00015097i
0.0011113-0.0013722i,0.0020444-0.00099044i,0.00085404-0.00075722i,-0.00035696-0.0003323i,-0.0010265-0.00020647i,-0.0010874-2.4561e-05i,-0.00066277+5.2634e-05i,3.6229e-05-0.00037537i,0.00037833-0.00065021i,0.00031237-0.00037345i,0.0002925-0.00017152i,0.00028822-0.00072429i,-0.00039045-0.00033044i,-0.00043669+0.00079327i,-4.5332e-05+0.00086773i,-7.3557e-05-0.00021646i,0.0002035-0.0008391i,0.00041706-0.00022966i,0.00028578+0.00016894i,-0.00021249+9.924e-05i,-0.00062664-0.00031143i,-0.00022221-0.0006832i,0.00053006-0.00090779i
-0.0024273-0.0004496i,-0.0025468+0.00042141i,-0.0021795+0.0014986i,-0.0012843+0.0015485i,-0.00062179+0.0014008i,-0.00050636+0.0015037i,-0.0012105+0.00094883i,-0.0013241+0.00035069i,-0.00099881+0.0005415i,-0.00078981-0.00017902i,-0.00067466-0.00094437i,-0.00047082-0.00032099i,-0.00052601+0.00030548i,-0.00041019+0.00067526i,-6.0663e-05+0.00076232i,-0.00018769+0.00016261i,8.3429e-05+0.00019406i,0.0006344+0.00038183i,0.00044222+6.2359e-05i,-0.00033937-0.00017756i,-0.00012458-0.00015939i,0.00052025+0.00048238i,0.00044945+0.00055703i
1.9108e-05-0.0011635i,-0.00064917-0.0025278i,-0.00081034-0.0029788i,-0.0011944-0.0021527i,-0.0017947-0.0012681i,-0.0013661-0.00015942i,-0.00091828+1.5645e-05i,-0.001204+0.00036585i,-0.00074885+0.00010735i,-6.2143e-05-0.00078823i,0.00045137-0.001064i,0.00034258-0.00093694i,-0.00062359-0.00049109i,-0.00068667-0.0003074i,8.2193e-06-0.00013916i,0.00048404-0.00028215i,0.00023766-0.00048376i,-0.00025529-0.00045834i,-0.00062838-0.00017337i,-0.0011293+6.8893e-05i,-0.0011093-5.6539e-05i,2.1041e-05+0.00021049i,0.00043908+0.00070734i
-0.00016018+0.0011059i,0.0001681+0.0030248i,0.00045041+0.0030591i,-0.00047673+0.0020417i,-0.0018131+0.0021031i,-0.0018247+0.0021067i,-0.00096277+0.0010585i,-0.00037835+0.00032486i,0.00020832-0.00020794i,0.00063129-0.00016317i,-7.1849e-05+4.9005e-05i,-0.00038463+0.00021295i,-0.00036683-0.00014918i,-0.00071209-7.4747e-06i,-7.9339e-05+0.00010258i,0.00058467+0.00039035i,-0.00023624+0.00094737i,-0.0011797+0.00062284i,-0.0013595+9.0655e-05i,-0.00088843+0.00022278i,0.00017281+7.7705e-05i,0.00075349-0.00018893i,0.0003853-0.00032228i
0.001849-0.00086059i,0.001573-0.0010651i,0.0009247-0.0016352i,-0.00060361-0.002215i,-0.0012306-0.0014821i,-0.00097186-0.00025029i,-0.00042639-0.00046679i,0.00025096-0.0011585i,0.00024829-0.00098542i,0.00042275-0.0005245i,0.00036311-0.00025155i,-0.00053015-0.00027742i,-0.00036641-0.00070711i,-5.3853e-05-0.0007893i,3.077e-05-0.00045579i,4.5922e-05+0.0001791i,-0.00036149-0.00019621i,-0.00025711-0.0011477i,-0.0003774-0.00071554i,-0.0012844+0.0001743i,-0.00083125+0.00026941i,0.00046814+0.00025811i,0.00048341+0.0001939i
-0.00050176+0.0012118i,-0.00013087+0.001222i,0.00013981+0.00012753i,5.9711e-05-0.00024487i,-0.0010605-0.00018626i,-0.0012882-0.00040402i,-0.00068665+0.00012004i,-0.00025079+0.00095198i,-0.0003872+0.00053697i,-0.00046-0.00022368i,-0.00072341-0.00033627i,-0.00064496-0.00059232i,-0.00034503-0.0010477i,-0.00064812-0.0012428i,-0.0012585-0.0004971i,-0.0011098+0.00010695i,-0.00089061+0.0004641i,-0.00082392+0.00043209i,-0.00051985+0.00031492i,-0.00044175+0.00076349i,-0.00071303+0.00077332i,-0.00016901+0.00020452i,0.00031464-0.00036938i
-7.391e-06+0.0011521i,-0.00031129-0.0012922i,-0.00066347-0.0022536i,-0.00072455-0.0012832i,-0.00082874-0.00077837i,-0.00081122+0.00015745i,-0.0013282+0.00045256i,-0.0011045+0.00023146i,-0.00041483-0.00014273i,0.00058766-8.807e-05i,0.0010463-0.00020985i,0.00057711-0.00039374i,-0.0001085+0.00027537i,-0.00029079+0.00061246i,0.0002111+0.00056336i,0.00031633+0.00059582i,-0.00016848+0.00027495i,-0.00055155-0.00013308i,-0.00013144-0.00034129i,1.7893e-05-8.3391e-05i,-0.00062102+0.00021648i,-0.00079257+0.00028493i,-5.1458e-05+0.00062273i
0.0013385+0.00023175i,0.001573+0.0016295i,0.0010578+0.003235i,-0.0012728+0.0023701i,-0.0017791+0.0014346i,-0.00079592+0.00089912i,-0.00072881+0.00021123i,-0.00061276-0.00043881i,-0.00032893-0.00025314i,-0.0003859-0.00019572i,-0.00040091-0.00070746i,-0.00062646-0.0017293i,0.00021192-0.0019584i,0.00061211-0.0011738i,0.00046899-0.00024521i,6.5103e-05+0.00088204i,8.8679e-05+0.0002272i,0.00031331-0.00020108i,0.00015724+0.00065711i,0.00026679+0.00038742i,0.0001457-0.0003876i,-0.00021476+0.00034478i,9.0531e-05+0.00097848i
