-0.0018932+0.0010035i,-0.0018059+0.0014779i,-0.0032185+0.00027198i,-0.0025628-0.0010888i,-0.0012814-0.0009513i,-0.00058345+0.00016555i,-0.0005625+0.0001211i,-0.00020485-7.3402e-05i,0.00094547+0.0005002i,0.0016579+0.00069403i,0.00094941+0.00039539i,0.00038233+0.0010407i,0.00084582+0.001705i,0.0010887+0.0013998i,0.00048675+0.00086592i,-0.00018469+0.00049179i,-0.00024514+0.00044718i,0.00028293+0.00028323i,5.549e-05-0.00036137i,-0.00022773-0.0003511i,0.00016138-0.00034122i,0.00017007-0.00050824i,0.0005371-4.9759e-05i
0.00076737+0.0010766i,0.00097833+2.0497e-05i,0.0024116+0.0011949i,0.0010829+0.0012933i,-0.0017789+4.9502e-05i,-0.0032407-0.00094037i,-0.0028898-0.0011755i,-0.0012644-0.00040383i,-6.0236e-05+0.00044266i,0.0010723+0.00063504i,0.0018888+0.00093576i,0.0015125+0.00043868i,0.0019274-0.00077351i,0.001986-0.0013039i,0.0014965-0.00071603i,0.0016781-0.00060899i,0.00085378-0.0010547i,-8.1235e-05-0.0010548i,-0.00096942-0.00059157i,-0.0014477-0.00035859i,-0.00086753-0.00073325i,-0.00057915-0.00077695i,-0.00022632+2.1483e-06i
-0.00028119+0.00049702i,-7.2672e-05+0.0009133i,-1.3985e-05+0.0010209i,0.0003356-0.00041925i,0.00095974-0.0010085i,0.0006438-0.0013304i,-0.00031117-0.0013156i,-0.00049108-0.00017321i,-8.3716e-05+0.00070009i,0.0010907+0.0010795i,0.002135+0.002051i,0.0022301+0.0023691i,0.0015513+0.0015338i,0.0016168+0.00050896i,0.0014361-0.0006197i,0.00023161-0.0014871i,-0.00035704-0.0016828i,-6.1273e-05-0.0012264i,0.00020004-0.00027804i,0.00012769+0.0009353i,0.00040319+0.00097001i,0.00044539+0.00078422i,-0.00032694+0.00068613i
0.00080773+0.0012495i,0.00050726+0.00052255i,0.00055655+0.0012774i,0.00054492+0.001503i,-0.00066567+0.0010539i,-0.0021284+0.00090896i,-0.0025007+0.0013631i,-0.0017319+0.0017793i,-2.3026e-05+0.0013981i,0.0006497+0.00055442i,0.0015574+0.0002778i,0.0035022+0.00098635i,0.0045534+0.0004691i,0.0033478-0.00055276i,0.0010156-0.00073437i,0.000324-0.00012827i,0.00042957+0.00020016i,-0.00054741+0.00014529i,-0.0019908+0.00040255i,-0.0015273-8.0206e-06i,-0.00065879-0.0010322i,0.00018672-0.0010835i,0.00089181-0.00028022i
-9.0439e-05+0.00026192i,0.00016585+0.00020482i,0.00086526+0.0013858i,0.001915+0.00092807i,0.0017509-0.00088723i,0.00080835-0.0015128i,-0.00076179-0.00080479i,-0.0011997-0.00057105i,-0.00053276-0.0011781i,-5.6247e-05-0.00087068i,-0.00040743+0.00081494i,7.0436e-05+0.0023975i,0.00098418+0.0026772i,0.00065723+0.00091172i,-0.00088259+0.00020747i,-0.0018723+0.0010902i,-0.0011758+0.0010056i,-0.00017647-6.0794e-05i,0.00016834+8.9441e-05i,0.0011343+0.00078425i,0.0016258+0.0010459i,0.0012323+0.0006751i,0.00073432+0.00038441i
0.00032868-0.00027733i,-0.00044301+0.00034431i,-0.0016854+0.00085746i,-0.0032152+0.0017051i,-0.0037763+0.00078305i,-0.0037333-0.00074544i,-0.002657-0.00014073i,-0.00097368+0.00058726i,0.00034629-0.00065159i,0.00099848-0.0017232i,0.00069818-0.0012577i,0.00080098+0.00017091i,0.0022336+0.00092519i,0.0028981+0.00030153i,0.0017888+8.1583e-05i,0.0005181+0.00045499i,-6.8905e-05+0.0001513i,-0.00073439-0.00105i,-0.0016514-0.00148i,-0.0016349-0.0012563i,-0.00022645-0.0010964i,0.00040395-0.00072205i,0.0004649-0.00098801i
-0.0016487-0.0022758i,-0.00080997-0.0033478i,0.00036379-0.0034609i,0.00068228-0.0027999i,-0.00056011-0.001245i,-0.0014024-0.00013448i,-0.0013399+5.0859e-05i,-0.0012758+0.00019531i,-0.00079809+0.00039174i,-0.00036437+0.00028145i,-0.00048663+0.00075025i,-0.0010393+0.0013113i,-0.0017763+0.00091565i,-0.0019285+9.4382e-05i,-0.0020838-0.00032761i,-0.0014681-0.00040546i,-0.00080457+1.6207e-05i,-0.00042202+0.00058107i,0.00024392+0.00065653i,0.0010364+0.00082874i,0.0013656+0.0010545i,0.00020481+0.00054143i,0.00049826+0.00069802i
0.0026843-0.0002413i,0.0021057+0.0013024i,0.0010043+0.0013172i,0.00053991+0.00057264i,0.00066525+0.00081118i,-0.00023535+0.00082451i,-0.0016492+0.00069727i,-0.0022299+4.1231e-05i,-0.00056691-0.00050616i,0.0012794-0.00024892i,0.002224-0.00076754i,0.0023796-0.0013892i,0.001812-0.0011645i,0.0015878-0.00079712i,0.0014689-0.0010933i,0.00067353-0.0011034i,-0.00028155-0.0010155i,-0.00078014-0.0014873i,-0.0014121-0.0018099i,-0.00090597-0.0020321i,0.0003532-0.0018051i,0.00018049-0.0010034i,-0.00012066-0.00035197i
0.00032408+0.00179i,-0.00065497+0.0019845i,0.0016092+0.0019656i,0.0030966+0.0010582i,0.0022958-0.00025681i,0.00076-0.0001258i,5.5515e-06+5.8801e-06i,0.00011984+0.0002833i,0.00084442+0.0012071i,0.0017779+0.001423i,0.0024233+0.00045695i,0.0023444-0.0010479i,0.0015335-0.0018129i,0.00038453-0.0016637i,-0.00080505-0.0014351i,-0.00086296-0.0017178i,-0.00087819-0.001857i,-0.00066091-0.00063515i,0.00041933+0.00040701i,0.0012323+0.0014004i,0.0011208+0.0021442i,0.00054744+0.0013526i,0.00017443+0.00074388i
-0.0011706+0.0026694i,0.0001523+0.0031424i,-0.0014436+0.0038086i,-0.0015449+0.0023173i,-0.00090647+0.00025217i,-0.0010574-0.0016605i,-0.0015182-0.0024178i,-0.0009294-0.001232i,0.00049932-0.00038975i,0.0019813+0.00016727i,0.0029776+0.001002i,0.0041824+0.00067736i,0.004454-0.00038605i,0.0040228-0.00022339i,0.0031309+2.196e-05i,0.0010798-0.00030856i,-0.00052977-0.0001805i,-0.0016405-8.4612e-05i,-0.0021932-0.0009525i,-0.00083236-0.0016326i,0.00039705-0.0015345i,0.00031922-0.0003246i,0.00071046+0.0009489i
0.0025487+0.0013358i,0.0013848+0.0021099i,0.0030991+0.0014748i,0.003152+0.00026698i,0.0016422-0.00093168i,0.0003017-0.00079135i,-0.00036973+0.00042758i,-0.00010181+0.0009891i,0.00032884+0.0012935i,0.0011557+0.0012868i,0.0020152+0.0014708i,0.0024668+0.0015944i,0.0033406+0.0012649i,0.0027317+0.00019987i,0.00069147-0.00085776i,-0.00033795-0.00053558i,-0.00057767+0.00012401i,-0.00069487+0.00010085i,-0.0010122+0.00023651i,-0.00020775+0.0010815i,0.00066988+0.001025i,8.4112e-05+0.00034383i,0.00017132+8.063e-05i
-0.0027865+0.0030817i,-0.002672+0.002494i,-0.0024296+0.0012008i,-0.0011936-0.00025833i,-0.001561-0.00071635i,-0.0020699-0.0010336i,-0.0021086-0.0012574i,-0.0016231-0.0008865i,0.00040732+3.9571e-05i,0.0014204+0.00044797i,4.4194e-05+0.0012603i,-0.00032324+0.0028905i,0.0016713+0.003895i,0.0024192+0.0035822i,0.0013185+0.0024287i,0.00038863+0.0015978i,0.00078873+0.000767i,0.00055931+8.2021e-05i,-0.00077182-0.00073267i,-0.00048484-0.00040299i,0.00077073-0.00011668i,0.00097135-0.0010134i,0.00063696-0.00078762i
-0.0013109-0.00072795i,1.8998e-05-0.00012272i,0.00059768-0.0003901i,0.00062674-5.597e-05i,0.00010033+0.00030278i,-0.00015274+3.05e-05i,-0.00037899-0.00039459i,-0.00067218-0.00013027i,-0.00044293+0.00051793i,0.00054529+0.00085318i,1.9933e-05+0.00084277i,-0.0002236+0.00067492i,0.0002721+0.00064535i,-0.0005461-3.2308e-05i,-0.0010797-0.0010451i,-0.00087705-0.0017348i,-6.4544e-05-0.0013743i,0.00025679-0.00018556i,9.2532e-05+0.00052711i,-0.0005652+0.00088985i,-0.0012038+0.0010963i,-0.0010654+0.00093396i,-0.00070395+0.00058454i
0.00060566+0.00024878i,-0.00034231-0.00098159i,-0.001172-0.0021869i,-0.0014054-0.0020006i,-0.00086891-0.0012171i,-0.0010908-0.00068581i,-0.0013114+0.0001069i,-0.00062497+0.00071748i,0.00030855+0.00031263i,0.00081702-0.00028272i,0.0013008-0.00026877i,0.00053303+0.00062475i,-0.00032905+0.0018126i,-0.0002781+0.0021567i,-0.0010643+0.0014466i,-0.0011605+0.0012351i,-0.00040462+0.0010235i,-0.00021762-0.00028589i,9.1693e-05-0.0014098i,0.00042569-0.0010691i,0.00077689-0.0009028i,0.00033196-0.00095566i,7.5967e-05-0.00070343i
-5.4088e-05+0.00069555i,0.0006257+0.0015158i,0.0018818+0.0014072i,0.002063+0.00068832i,0.0014683+7.6915e-06i,0.00016302+0.00053314i,-0.0010155-4.3214e-05i,-0.00094284-0.00049036i,0.00029125-0.00066103i,0.0015393-0.0022064i,0.0018737-0.0031239i,0.0011459-0.0019546i,0.00029652-0.001513i,0.00040675-0.0030471i,2.0363e-05-0.0035302i,-0.0014883-0.0029257i,-0.0018627-0.0019351i,-0.001576-0.00076883i,-0.0016747-0.00031364i,-0.0010507+0.00016294i,0.00019715+0.0004903i,0.00049046+0.00061641i,0.00024212+0.0002402i
0.0020531+0.00013615i,0.0013537-0.00016288i,0.00060983+3.6171e-05i,-0.00013656-0.00019374i,-0.00069069-0.00071641i,-0.0022874-0.00057416i,-0.0031457+0.00064742i,-0.001118+0.0016673i,0.0016529+0.0013517i,0.0027643-0.00045272i,0.002972-0.0011762i,0.0032365-0.00074446i,0.0036301-0.00073054i,0.0025988-0.00044426i,9.0555e-05+0.00021324i,-0.0012003+4.3264e-05i,-0.0013208-0.000649i,-0.00091569-0.00092526i,-0.00022653-0.00085656i,0.00083791-0.00016719i,0.0010623+0.00025637i,0.00026988+4.1476e-06i,7.2714e-05-0.00021633i
0.0021047+0.00033583i,0.0025869+0.0006616i,0.0036857+0.00075856i,0.0023275+0.00051872i,6.4565e-05+4.3075e-05i,-0.00070751-0.0016213i,-0.0010915-0.0023256i,-0.00080468-0.001703i,-6.3977e-05-0.0014314i,0.00080344-0.0014032i,0.0014184+0.00030064i,0.0024174+0.0013617i,0.0033705-0.0004045i,0.0024762-0.0026265i,0.0012051-0.0026844i,0.00068831-0.0014927i,-0.00039677-0.0013871i,-0.0014193-0.00090852i,-0.0010766-2.8022e-05i,-0.00059943+0.00097918i,-0.00073584+0.00066931i,-0.00027834-0.00044943i,9.3636e-05-0.00050703i
-0.0015924-0.0022445i,-0.0013002-0.0022843i,-0.0038463-0.0016904i,-0.0042909-0.00027563i,-0.0026382+0.00043315i,-0.0025187+0.00027767i,-0.0027853+0.00027839i,-0.0015017+0.00071534i,-0.00014399+0.00020994i,0.00057393-0.00011428i,0.001379+0.0005527i,0.0018927+0.0016781i,0.0028668+0.002503i,0.0029134+0.0024907i,0.001346+0.0015595i,0.00031485+0.00076126i,2.13e-05+0.00035714i,7.0035e-05+0.00079105i,0.00034001+0.0008694i,0.00023106-0.00023038i,0.00026328-0.00083924i,0.0010218-0.00030866i,0.0015947-0.00017527i
-0.00034007+0.00092167i,-1.5316e-05+0.0012479i,0.00096619+0.0017322i,0.0014929+0.0014326i,0.00070412+0.0011917i,0.00060799+0.00051444i,-4.555e-05-5.1629e-05i,-0.0011789+0.00045386i,-0.0014701+0.0010545i,-0.00095301+0.0014255i,0.00012732+0.0019509i,0.0013807+0.0021816i,0.0019998+0.0023569i,0.0017134+0.0018987i,0.0013554+0.00028683i,0.0010413-0.00092477i,0.00049414-0.0013942i,0.0003802-0.001095i,0.00050424-0.00029236i,-6.9862e-05+0.00030431i,-0.00037698+0.00042585i,-7.9314e-05+0.00026473i,5.9622e-05+9.9941e-05i
-0.0021216+0.0006685i,-0.0032432+0.00013159i,-0.0039655+8.9442e-05i,-0.0029024+0.00072372i,-0.002255+3.8026e-05i,-0.0017877-0.0006722i,-0.0019882-0.00068518i,-0.0012116-0.00062154i,0.00063149-0.00070765i,0.00095458-5.8719e-05i,-0.00015624+0.00048173i,-0.0006102+0.0012379i,-0.00062865+0.0020795i,-0.0002878+0.0020411i,-0.00037214+0.0019585i,-0.00098156+0.0016672i,-0.00084948+0.0012999i,-0.0010116+0.00010098i,-0.00088637-0.0011963i,-0.00028735-0.00079982i,0.00051542-0.00024788i,0.0006324+0.00017971i,-3.5113e-05+0.00054884i
0.0020302-0.0007442i,0.0020505-0.00027214i,0.0021485+0.00064092i,0.0011954+0.0006633i,0.00026569+0.00050154i,-1.1335e-05+0.00049382i,-0.00038974+0.0010013i,-0.00074585+0.0011125i,5.8906e-05-0.00021853i,0.0006014-0.0014776i,0.00039988-0.0013558i,0.00022441-0.00026081i,0.00058265-0.00031841i,0.00081132-0.0011446i,0.00083153-0.00078844i,-0.00015909-0.0012315i,-0.0007101-0.0019962i,-0.00072906-0.0011019i,-0.0016155-0.00049151i,-0.00099163-0.00041653i,0.00014105+0.00011847i,0.00018148+0.00013438i,0.00022992-4.9851e-05i
0.00018922+0.00023154i,-0.0003775+0.0011093i,-0.00099861+0.0018376i,-0.00094283+0.0010156i,-0.00086948-0.00060898i,-0.0011872-0.0015273i,-0.0010282-0.001802i,-0.00078425-0.0011672i,-0.00014072-0.0004659i,0.00068687-0.00066087i,0.00087725-0.0013025i,0.00077504-0.0018039i,0.00068274-0.0018152i,-0.00058618-0.0014328i,-0.0019432-0.00040301i,-0.0022923+7.1699e-05i,-0.0016945+0.00019353i,-0.0010062+0.00055549i,-0.00015104+0.00028342i,0.00023584+3.2418e-05i,0.00038516-0.00043728i,0.00055284-0.0011364i,0.00063647-0.0007762i
-0.00048524-0.00086229i,0.00016047-0.0014319i,0.00056194+2.9222e-05i,0.00022443+0.00046286i,-0.00038035-0.00011228i,-0.00028465-0.00058962i,0.00022015-0.00085548i,0.00058399-0.0002961i,0.00071009+0.00030254i,0.0010906+0.00068093i,0.0021694+0.00024844i,0.0036828-0.0011885i,0.0038422-0.0024777i,0.0030483-0.0026223i,0.0024548-0.0019389i,0.0016667-0.0011178i,0.0005866-0.00081321i,-0.00053616-0.00094227i,-0.0014922-0.00054158i,-0.0014972+1.2656e-05i,-0.00040891+2.7333e-05i,0.0008288-0.00022855i,0.00091033-1.498e-05i
0.0045241-0.00081677i,0.0046688-0.00024695i,0.004298-0.00017549i,0.0022682-0.0015639i,0.00033624-0.0024227i,-0.0011309-0.0012602i,-0.0012996-0.00041773i,3.0991e-05+0.0002773i,0.00059528+0.00027761i,0.00017847-0.00052311i,0.0010908-7.4851e-05i,0.0024848+0.00054944i,0.0026714-0.00063789i,0.0014834-0.0014231i,0.00021405-0.0015521i,-8.4182e-05-0.0011402i,-0.0005804-0.0007406i,-0.00092954-0.0010106i,-3.9153e-05-0.00054856i,0.00044328+0.00013476i,0.0002387-0.00014989i,0.00035109-0.00041356i,0.00031088-0.00025293i
-0.00048458+0.00070155i,-0.0011768+0.0018867i,-0.0014248+0.0022303i,-0.0016185+0.0016695i,-0.0012474+0.0015122i,-0.0009706+0.00053849i,-0.0012131-0.00064685i,-0.00058823-0.00040146i,0.00043972-0.00070916i,0.00088653-0.00061608i,0.00085007+0.00070874i,0.0014023+0.0017641i,0.0024743+0.0017048i,0.0031914+0.00085628i,0.0028541+0.0012725i,0.0017644+0.001541i,0.0012002+0.00026743i,0.00072354-0.00063809i,2.2983e-05-0.00031743i,-0.00036928-0.0003605i,-0.0001057-0.00065361i,-2.6048e-06-0.00044076i,0.00011167-0.00013987i
0.00097606+0.00034377i,0.00011442-7.797e-05i,0.0010629+8.1203e-05i,0.0020942-0.00020903i,0.0011318-0.00063629i,-0.00045781-0.001321i,-0.0012359-0.00075468i,-0.00074185+0.0011226i,1.8527e-05+0.0013317i,0.00047515+0.00090338i,0.00052397+0.00146i,0.0012699+0.0024773i,0.0023372+0.0026393i,0.0021758+0.0012755i,0.00058945+0.00059229i,-0.00043749+0.00041447i,-0.00050042-0.00029229i,-0.00051464-0.00058933i,-0.00094027-0.00032721i,-0.00076948-0.00017143i,-0.00031387-8.5279e-05i,-0.00038948+0.00021041i,-0.00053061+0.00033344i
0.0021072-0.0020611i,0.0016975-0.0023424i,0.0023363-0.0023105i,0.0019317-0.0026576i,-0.00038093-0.0023475i,-0.0022756-0.00068372i,-0.0026069-0.00035108i,-0.0019527-0.00060241i,-0.0007667-0.00044935i,-0.00041141-0.00044155i,-0.0001802-0.0003525i,-0.00084962+0.00035377i,-0.00094131+0.00043867i,0.00010185-0.00011435i,0.00046845+0.00025963i,0.00026133+0.00072123i,-0.00051522+0.00074474i,-0.0010141+0.00031854i,-0.00046097-0.0004395i,-0.00016733-0.00078252i,-0.00014841-0.00042043i,1.3475e-05-0.00037808i,-0.00051476+1.5101e-05i
9.5667e-05+0.0023031i,-0.0011108+0.0029416i,-0.0015996+0.0023321i,-0.00013401+0.0012371i,0.0010094+0.00078872i,0.00051245+1.7329e-05i,-0.0012283+0.00040586i,-0.0016196+0.00061005i,-3.9566e-05-4.0151e-05i,0.00089529-0.00056054i,0.001267-0.00036447i,0.0011695-0.00022717i,0.00048336+0.00016163i,-0.00062963+0.00031505i,-0.0014093-5.653e-05i,-0.0011697+0.00022869i,-0.0017402+0.0010815i,-0.0021273+0.001145i,-0.0010503+0.00090926i,0.00025999+0.00079351i,0.00059537-5.6447e-05i,0.00052766-0.0009404i,0.0006645-0.00086528i
-0.0021402+0.00092174i,-0.0028378-0.00069055i,-0.0017965+0.00015773i,-0.00095814+5.8757e-05i,-0.00087582-0.00075997i,-0.00089385-0.00038593i,-0.0014667+0.00011767i,-0.0018941+0.00060267i,-0.0014809+0.00021408i,-0.00023785-0.00079129i,0.0011773-0.00084307i,0.0017916-0.0011902i,0.0013835-0.0018279i,0.00037271-0.002548i,-0.00047601-0.001842i,-0.00042992+2.4708e-05i,-0.00078871+0.00064433i,-0.0013065+0.00056845i,-0.001179-0.00032095i,-0.00049792-0.00069204i,-3.0158e-05-0.00042867i,4.178e-05-0.00010509i,-0.00020473+0.00039178i
0.0024345-0.00091686i,0.0016424-0.00080143i,0.0010039-0.00073366i,0.0004076-0.0010525i,-0.00015557-0.0005572i,-0.00046435-0.00040791i,-0.00028319-0.00077456i,0.00010207-0.00077615i,0.00052226-0.0012005i,0.0010634-0.0017263i,0.0014539-0.00077971i,0.0017199+0.00014704i,0.0018483-0.00060157i,0.0015969-0.0012792i,0.00085642-0.0014872i,-4.0628e-05-0.0017151i,-7.3221e-05-0.0015565i,-0.00017523-0.0014928i,-0.00026951-0.00091333i,0.00059921-3.8967e-05i,0.0011243-4.1767e-05i,0.00099301-0.0011144i,0.0011575-0.0015969i
-0.0017775+0.0018367i,-0.0018263+0.0013672i,-0.00079696+0.0014567i,0.00034418+0.0015216i,0.00023632+0.00059606i,-0.00017055-0.00057809i,-0.00050529-0.00044148i,-0.00017621+0.00051834i,0.00026249+0.00044211i,0.00083142-0.00056287i,0.0022118-0.00021527i,0.0035325+0.00040001i,0.0034254-0.00012806i,0.0024685-0.00096295i,0.0011232-0.0012501i,0.00035795-0.0004395i,0.00014761+0.00012044i,-0.0004541-8.3115e-05i,-0.000458+1.5043e-05i,-4.3319e-05+0.00048036i,0.00035595+0.00041842i,-0.00017342-0.00052688i,-0.00093648-0.00091792i
-0.0012093+0.00099773i,-0.0012775+0.0012318i,-0.0014024+0.0019806i,-0.0012318+0.0013222i,-0.00038174+0.00051023i,-0.00040606-0.00087162i,-0.0012728-0.001281i,-0.001039-0.0011754i,0.000179-0.00097879i,0.00097305-0.000256i,0.0021098+0.00077764i,0.0027249+0.0023009i,0.0025899+0.0026202i,0.0024778+0.0013927i,0.0020974+6.2688e-05i,0.0013813-0.00099746i,0.00074336-0.0015161i,-0.00041381-0.0018433i,-0.0010881-0.0015977i,-0.00024589-0.00063i,0.00048954-7.6044e-05i,0.00030714-0.00018417i,2.4819e-05-0.00028543i
-0.0017274+0.0019042i,-0.0015933+0.0021778i,-0.0017818+0.0024395i,-0.00081904+0.00084304i,2.8046e-05-0.00081955i,-8.0439e-05-0.0011781i,-0.00038577-0.0013075i,-3.4892e-06+0.0001517i,0.00050644+0.00087588i,0.00080703-6.9122e-05i,0.00084512+0.00056036i,0.0013887+0.0015144i,0.001617+0.0019837i,0.00063492+0.0021128i,0.00055676+0.0013704i,0.000555+0.00099896i,-0.00018775+0.0010538i,-0.00049398+0.00072831i,-0.00033295+2.1507e-05i,-3.3129e-05-7.6949e-05i,0.00055782-0.00010416i,0.0003396-0.00013971i,-0.00071956+0.00025279i
0.0023324+0.00061821i,0.00245+0.0015701i,0.0024647+0.0019346i,0.0020958+0.0020273i,0.00072602+0.0015253i,-0.0006783-7.6697e-05i,-0.00068484-0.00021709i,-0.00027596+0.00073782i,0.00056254+0.00045804i,0.0010915-5.4496e-06i,0.0013154+0.00079349i,0.00083079+0.0016942i,-8.8687e-05+0.0020087i,-0.00021459+0.0016439i,-0.00035126+0.00084453i,-0.00047635+0.00020812i,-2.6784e-05-3.46e-05i,-0.00036454-0.00015889i,-0.00059567-0.00030837i,-0.00016117-0.00038505i,-0.00074563-0.00020257i,-0.00093767+0.00014122i,-0.00045064+0.00069684i
-0.0010181+0.00068304i,-0.00067531+0.00029271i,-0.0012555+0.0010742i,-0.00090989+0.001127i,-0.00062854+8.6257e-05i,-0.00079932-0.00063024i,-0.00072861-0.00098177i,0.00010526-0.0013296i,0.0012461-0.0011825i,0.0013288-0.00088181i,0.00091026-0.0014759i,0.0012097-0.0018757i,0.0011727-0.0017156i,0.00049219-0.0011313i,0.00076844-0.00052247i,0.00075073+0.00027672i,-0.00078227+0.0007104i,-0.0013262+0.00049245i,-0.00049495+0.00065648i,0.00054991+0.00010742i,0.00074733-0.00085912i,0.00010772-0.0007498i,-0.00040078-0.00043938i
-0.00047832-0.0037923i,-0.00071312-0.0047442i,-0.00092366-0.0036727i,-0.0010733-0.0027155i,-0.0018129-0.0015389i,-0.0017312-0.00075102i,-0.001881-0.00021575i,-0.0016478+0.00032138i,-0.00014195+0.00049467i,0.00065619-0.00026518i,0.00057769-0.00018144i,0.00060304+0.00044895i,0.00056082-9.0148e-05i,-8.2343e-05-0.0011186i,-0.00012281-0.0011445i,0.00053595-0.00085996i,0.00014839-0.00095412i,-0.00055304-0.0010524i,-0.00092332-0.0007511i,-0.00085945-0.00078972i,-0.00026663-0.00076447i,0.00026489-0.00011356i,0.00047017+0.00049219i
-0.0010505-0.0010694i,-0.0012416-0.0011514i,-0.0019628-0.0015985i,-0.0016222-0.000772i,-0.00070728-0.00037184i,0.00012831-0.00099698i,9.4627e-05-0.0014988i,-0.00037553-0.0021122i,-0.00034807-0.0016236i,0.0004164-0.00069565i,0.0017502-0.00045269i,0.0030513-0.00026352i,0.0036278-0.00046622i,0.0028433-0.00036165i,0.0013289+9.1133e-05i,0.0003457-4.8174e-05i,-8.0612e-05-0.00068742i,-0.00056676-0.00074995i,-0.0010934-0.00096977i,-0.00047094-0.00062324i,8.7218e-05-0.00039708i,-1.3474e-05-0.0010185i,-0.0002518-0.0010832i
-0.0013921-0.0017955i,-0.0013361-0.0016127i,-0.0027288-0.0025539i,-0.0026256-0.00077601i,-0.0025239+0.0012888i,-0.0016514+0.00094651i,-0.00077416+0.00049552i,-0.00046859+0.00038218i,0.00046156+0.00043596i,0.0011581+0.00059412i,0.0015898+0.0010365i,0.0022871+0.0014558i,0.0023989+0.0011214i,0.00082109+8.4124e-05i,-0.0004164-0.00073539i,-0.00040615-0.0011481i,-0.00079339-0.0012479i,-0.00099493-0.00065555i,-0.00096957-0.00050439i,-0.00083999+0.00010269i,-0.00021401+0.001073i,0.0001517+0.00040394i,0.00040248-0.00028538i
0.0013173+0.00036415i,0.00050175+0.00046889i,0.00078004+0.00060728i,0.00050651+0.00082024i,0.00045225+0.0011116i,-0.00014868+0.00037159i,-0.001048-0.00031785i,-0.0008869+5.4869e-05i,-0.00022008+0.00011614i,-0.00030615+0.00028757i,0.00072628+0.0010021i,0.0022838+0.0023206i,0.0021583+0.0022891i,0.0016385+0.0012854i,0.0012367+0.00095474i,0.00073562+0.00025568i,-1.6068e-05-0.00028617i,-9.785e-05-0.00028215i,0.00035891-3.5535e-05i,0.00053839-0.00018423i,0.00082213-0.00098033i,0.00083298-0.0011371i,0.0001224-0.00093791i
-0.0043483-0.00072161i,-0.0035361-0.00031728i,-0.0041358-0.00040098i,-0.0030944-0.0002063i,-0.0011281-0.00012589i,-9.1904e-05-0.00037711i,0.00015934-0.0011412i,0.00029095-0.00036336i,0.00071698-5.3759e-05i,0.00089575-0.00017423i,0.00092944+0.00080194i,0.0014805+0.0013305i,0.001295+0.0015165i,-0.00030505+0.0014018i,-0.00066828+0.00078666i,-0.00010605+0.00068975i,-0.00029807+0.00047904i,0.00013323-0.00025881i,0.00069394-0.00033133i,-0.00035039-0.00030099i,-0.0010171-9.8128e-05i,-0.0004361+0.00013249i,-6.1674e-05+0.00036924i
-0.00069804-0.00070067i,-5.9815e-05-0.0010546i,-1.8369e-05-0.00067404i,-0.00041882+0.00026286i,-0.00067248-0.00020635i,-0.0014257-0.00048616i,-0.0013896+0.00047262i,-0.0010964+0.00073546i,-0.00031953+0.00080342i,0.00046601+0.00081428i,0.00034593+0.00099584i,0.00042002+0.00078011i,0.00052363+0.00065794i,0.00031602+0.00043543i,2.2029e-05+2.9446e-05i,-0.00036137+1.0746e-05i,-0.00074441+0.00012912i,-0.00099049+0.00048278i,-0.00080305-5.1117e-05i,-0.00056102-0.00041551i,4.0067e-05-0.00094589i,0.000688-0.0017386i,0.00023908-0.001152i
0.0011882+9.7566e-05i,0.00077164+0.00026903i,-0.00019684-0.00029719i,-0.0010345-0.00039721i,-0.0014718+0.00012094i,-0.0013778-0.00020968i,-0.0011555-0.0012188i,-0.00019602-0.001262i,0.0009095-0.00056008i,0.0009296-0.0011367i,8.8525e-05-0.001795i,5.7444e-06-0.0013594i,0.00055298-0.0013662i,0.00026975-0.0018697i,-0.00032647-0.0012191i,-0.00037475-0.00044095i,-0.00049691-0.0010204i,-0.00016586-0.0013337i,-1.3005e-05-0.00094874i,-0.00023302-0.00079826i,-0.00050719-0.00054095i,-0.00081436-0.0003915i,5.0931e-05-0.00039624i
-0.0014511-0.00077291i,-0.0011791-0.0012883i,-0.00052623-0.00054996i,-8.96e-06+0.00037091i,0.0003627-0.00030803i,-0.00029278-0.00070661i,-0.0019463+7.5267e-05i,-0.0011377+0.00050413i,0.00079872+0.00013577i,0.0012927-0.00048047i,0.0015207-0.0011893i,0.0019796-0.00047149i,0.0020885+0.00065924i,0.001528+0.00030203i,9.2109e-05+0.00037022i,-0.001105+0.00055975i,-0.0012941+0.00030752i,-0.000545-4.7173e-05i,-0.00048091-0.00052648i,-0.00029204-0.00081659i,0.00067568-0.0011074i,0.00076987-0.0010869i,-4.7788e-05-0.00065225i
0.0010267+0.0012746i,0.0016501+0.0020837i,0.00089195+0.0017012i,0.00037294+0.00085941i,0.00074551+0.0011713i,0.00047114+0.0014025i,0.00024952+0.00088547i,0.00059637-0.00050263i,0.00049771-0.00047982i,-6.3046e-05-9.6186e-05i,0.00012705+0.00027382i,0.0012901+0.00053859i,0.0018427-0.00034869i,0.0018285-0.0011188i,0.0011983-0.0014561i,0.00051227-0.0011276i,-0.00012535-0.00071916i,0.00011567-0.00044386i,4.9715e-05-0.00020502i,-0.00052447-0.00034075i,-0.00069197-0.00054358i,-0.00059401-0.0006695i,0.00015622-0.00026141i
