-4.012e-05+0.0018954i,0.001255+0.0018639i,0.00017293-0.00022654i,-0.00066514-0.0010898i,-0.0015966+0.00046097i,-0.0027912+0.00027645i,-0.0015745-0.00012202i,-3.3283e-05+0.00063103i,0.00039331+0.00040505i,0.00046143-0.00021144i,0.00055893-0.00031493i,0.00038114+0.00030913i,-4.4773e-05+0.00050049i,-0.00072651+0.0002724i,-0.0014128-1.3444e-05i,-0.00024508+0.00012139i,0.00037415+0.00073807i,-0.00063403+0.00046494i,-0.00073311-0.00076688i,0.00014501-0.0006368i,0.00065157+0.00020757i,0.00014147+0.00016922i,-0.00053537+2.3124e-05i
0.0017351+0.0017133i,0.0014905+0.00059707i,0.0017222-0.00086718i,0.00096643-0.0013127i,-0.00083693-0.001518i,-0.0020915-0.00162i,-0.0019515-0.0011475i,-0.0011539-2.1734e-05i,-0.00012826+0.00079049i,0.00015031+0.000921i,-0.00029303+0.0008938i,-0.00051172+0.00096228i,-0.00031135+0.00054714i,-0.00034252+0.00035631i,-0.00053324-0.00023506i,0.00017308-0.00063722i,0.00052629+9.5911e-05i,9.5529e-05+0.00083957i,-0.00059048+0.0011885i,-0.00092874+0.00015634i,-0.00036497-0.00055041i,-0.00033018-0.00066827i,-0.00036755+2.7792e-05i
0.00070711+0.001486i,0.001875+0.0013815i,0.0022801+0.00067793i,0.0011668+0.00030268i,-0.00036956+0.00085306i,-0.0014677+0.00099948i,-0.0020942+0.001522i,-0.0012053+0.00084436i,-0.00035712-0.00029219i,-0.00021037-0.00026491i,0.00021025+0.00025646i,0.00026974+0.00030952i,-0.00078871+5.6495e-05i,-0.0011208+8.9034e-05i,-0.0004942+0.00028382i,-2.5993e-05+0.00032841i,0.00027904+0.00021064i,0.00049367-0.00024492i,0.00023209-0.00060647i,-5.7295e-07-0.00019425i,0.00013418+0.00052486i,-0.00065208+0.00070025i,-0.0012626+0.00032574i
-0.00014658+0.00070768i,3.1334e-05-0.00022969i,0.0001779-0.00067776i,0.00018269+0.0010754i,-6.4015e-05+0.0015632i,-0.00068877+0.00068222i,-0.00105+5.3707e-05i,0.00012555+0.00029726i,0.0014188+0.00061301i,0.00067613+0.0013681i,-0.00031642+0.0011306i,-0.00051459+0.00035272i,-0.00031399+0.00011573i,-4.1906e-05+0.00033567i,0.00011579+0.0012595i,0.00053895+0.0012516i,0.00063049+0.0012634i,0.0003284+0.0006153i,5.1447e-05-0.00031753i,-0.00049526+4.0548e-05i,-0.0010238+0.0002846i,-0.0013892+0.00030666i,-0.00113+0.0011357i
0.0018591+0.00045902i,0.002555-0.00051975i,0.00060171-0.0010716i,-0.0014274-0.00075482i,-0.0016506+0.0010401i,-0.0015554+0.0011028i,-0.0016075-3.8662e-05i,2.0449e-05-8.448e-05i,0.00086559-0.00022234i,4.2413e-05-0.00047054i,-9.1982e-05+4.258e-05i,0.00041305+0.00060211i,-8.7574e-05+0.00058116i,-0.00063004+0.00072833i,0.00018851+0.0011256i,0.0010915+0.0010285i,0.0013915+0.0011547i,0.00073473+0.0012027i,0.00094369+0.00039084i,0.0011646-0.00016924i,1.9745e-05+0.0006187i,-0.0009127+0.00087843i,-0.00040247+0.00026142i
0.00083407+0.001664i,0.0034638+0.0021473i,0.0042928+0.0024526i,0.0031077+0.001661i,0.0011091+0.00063016i,-0.00033619+0.00043231i,-0.00061974+0.00028491i,0.00046452+0.00053347i,0.001343+0.00051356i,0.0011823+0.00027195i,3.5871e-07+0.00017491i,-0.00041712-0.00036008i,-0.00029115-0.00089167i,0.00014281-0.0012686i,0.00028285-0.00026051i,0.00072131+0.00045885i,0.0019028+0.00092906i,0.0015598+0.0011965i,0.00056707+0.00098511i,0.00090523+0.00031546i,0.0011344+0.00015832i,0.00020279-5.875e-05i,-0.00031815-0.00036039i
0.0011336+0.0022734i,0.0021925+9.1388e-05i,0.002068-0.00078339i,0.0014597-0.00072578i,0.00022295-0.0012459i,-0.0011472-0.001651i,-0.001297-0.0013019i,0.00045304-0.00047955i,0.0016111+0.0004897i,0.0015275+0.00069195i,0.0014182+0.00031848i,0.0013866+0.00076556i,0.0009699+0.0013173i,-0.00033078+0.0012442i,-0.00084063+0.0011836i,0.00097642+0.00127i,0.0020775+0.00090861i,0.0012333+0.00038824i,0.00034901-0.00050918i,0.00028974-0.00081382i,-3.8698e-05+0.000404i,-0.00053677+0.00070675i,-7.2594e-05+0.00055679i
0.0011665+0.00045232i,0.0023573-0.00049322i,0.002209+0.00030153i,0.00022055+0.0015454i,-0.0010768+0.0019871i,-0.0014515+0.0015831i,-0.00088412+0.00086291i,0.00014336-0.00022319i,0.0011152-0.00038228i,0.0012567+0.00081283i,0.00078863+0.00086767i,0.00020898+0.00034019i,0.00011883+0.00077474i,-0.0001709+0.00086945i,-0.00078866+0.0010521i,-0.00069097+0.0016938i,0.00030077+0.00042213i,0.00042349-0.00050949i,-0.00049912+5.2798e-05i,0.00023967+0.00022816i,0.0012393+0.00033442i,0.00076523+0.00042186i,0.00064925+0.00058958i
0.0015742+0.0027096i,0.0027359+0.0022171i,0.0028899+0.0012555i,0.0026334+0.0016368i,0.0020313+0.0013915i,-0.0004057+0.00022876i,-0.0015933-0.00073887i,-0.0003503-0.0011246i,0.00035304-0.00075904i,0.00082218-8.6967e-05i,0.0012924+0.00087696i,0.00080268+0.0014002i,0.00024058+0.00064951i,9.2781e-05+0.00024155i,0.00022689+0.00017958i,-0.00014746+5.0775e-05i,0.00041329+0.00044279i,0.0010401-0.00019114i,0.0010344-0.00067817i,0.00040373-0.0003499i,-0.00072775+0.00065158i,-0.00067163+0.0009395i,-0.00022602-0.00015255i
0.0016432+0.00054144i,0.0018462-0.0010277i,0.0013861-0.0014884i,-0.00015706-0.00010054i,-0.0021279+0.0013283i,-0.0034266+0.0020325i,-0.0025166+0.0018502i,0.00016791+0.0011205i,0.0014746+0.00038668i,0.001322+0.00049342i,0.00051918+0.0003947i,0.00075047+5.9683e-05i,0.001168+0.00012749i,0.0006923+0.00034527i,0.00011374+0.00058369i,0.00068901+0.0012775i,0.0016614+0.00095218i,0.00082954-1.5675e-05i,0.00014703-0.00030472i,0.00038224-0.00010322i,0.00024677-0.00030093i,-6.9943e-06-0.00087196i,-0.00039095-0.00033448i
0.0032331+0.0014998i,0.0039006+0.00078433i,0.0045191-0.00065759i,0.002274-0.0014375i,-0.0013837-0.0012542i,-0.0030628-0.00047296i,-0.0021656+0.0001639i,-0.00032408-0.00027336i,0.00094814-0.00032808i,0.0012651+8.0549e-06i,0.00048889+0.00033237i,-0.00048132+0.00040171i,-0.00085526+0.00027108i,9.0946e-05+0.0006854i,0.00080009+0.0015026i,0.00045123+0.00085597i,0.00022739-0.00016841i,0.00092923-0.00019685i,0.0013126-0.00016794i,0.00029012-1.2807e-05i,5.6858e-05+0.00013465i,3.7198e-05+0.00013214i,-0.00027956+0.00039094i
0.00054725+0.0013383i,0.0020616+0.0018881i,0.002432+0.0022146i,0.0025436+0.0017118i,0.0011967+0.0015035i,-0.00088437+0.001199i,-0.00075629+0.0008274i,0.00043777+0.00045448i,0.00097096-2.8026e-05i,0.00082018+0.00065117i,0.00019134+0.0022466i,0.00041618+0.0023802i,0.00049137+0.0013144i,-0.00023267+0.00047504i,-1.6653e-05+0.0011827i,0.00091547+0.0017168i,0.001484+0.00031544i,0.0010454+2.655e-06i,0.0009846+0.00044467i,0.0011894-0.00025018i,0.00066817-0.00024855i,0.00045934+0.00065277i,0.00061996+0.00055038i
0.00080182-0.00057678i,8.0351e-05-0.00030755i,-3.4963e-05-0.00039107i,-0.00088325+0.00028056i,-0.0025353+0.0013358i,-0.0028717+0.0012492i,-0.0023782-5.583e-05i,-0.0011016-0.00065475i,5.8713e-05+0.00018279i,-0.00011717+0.0011062i,-0.00036751+0.0013543i,-2.6209e-05+0.00079659i,0.0003091-0.00068777i,0.000611-0.0012945i,0.00090302+0.0001286i,0.00079145+0.00058934i,0.00017623+0.00054753i,0.00028356+0.00028617i,0.0012254-0.00038629i,0.00085759-0.00023631i,-9.857e-05+0.00069443i,-0.00041426+0.0017597i,-0.00023563+0.0010746i
0.0019527-0.00049722i,0.0028623-0.0012748i,0.0016437-0.0015853i,0.00044951-0.00051811i,-0.00050989+0.00060225i,-0.001078+0.00026343i,-0.00093046-0.00024955i,0.00012792+0.00054884i,0.001042+0.00033087i,0.0010055-0.00011709i,0.0012107+0.00027431i,0.000786+0.00042555i,0.00012548+0.00048226i,-0.00023989+0.00050332i,-0.00013813+0.00066016i,0.00042007+0.00074413i,0.0013741+0.00055361i,0.0015781+0.00054353i,0.00057562+0.00072365i,-0.00029901+0.00072151i,-0.00013358+0.00093124i,0.00031129+0.00069448i,0.00020364+0.00044733i
0.0032394+0.0011102i,0.0037129+0.00012782i,0.0032621-0.0014538i,0.00049681-0.0020945i,-0.0029805-0.0013308i,-0.0046088-9.4461e-05i,-0.0031759+0.001389i,-0.00058207+0.00097793i,0.00094487-0.00089267i,0.00067102-0.0015105i,0.00030564-0.00056547i,0.00082244+0.00013837i,0.00071193+0.00047808i,0.00024747+0.00061778i,0.00067526+0.00071157i,0.00071142+0.00061757i,0.0009503-0.00015146i,0.0011262-0.0008046i,0.00071503-0.0007623i,8.9317e-05+7.8088e-05i,-0.00031641+0.00057009i,-0.00011916+0.00026368i,-8.1506e-05+0.00033952i
0.0012538+0.00016077i,0.0017364+0.00036736i,-0.0001867-0.00047603i,-0.0014837-0.00022749i,-0.0015938+0.00096175i,-0.0012876+0.0011085i,-0.0003873+0.00089908i,0.0007908-0.00028626i,0.0010637-0.0010264i,0.00082643-0.00020727i,0.00096065+0.0001936i,0.0013488-2.1702e-05i,0.0013989-0.0002011i,0.00084883+4.9926e-05i,0.00051069+0.00025574i,0.001027+0.00044924i,0.0015194+0.00078813i,0.0012422+0.00036191i,0.00041343-0.00046741i,-0.00037449-0.00072887i,-0.00074149-0.00076658i,-0.00070484-0.0010051i,5.0191e-05-0.00079337i
0.002799+0.0016015i,0.0047962+0.0011384i,0.0050818-0.00060258i,0.0036942-0.001547i,0.0011355-0.0011991i,-0.0017171-0.00037081i,-0.0024794+0.00034504i,-0.00054962+4.2963e-05i,0.0014799-0.00063732i,0.0018337-0.00065815i,0.0010959+3.6908e-06i,0.0011896+0.00034713i,0.0015405-0.00010317i,0.0017379+0.00031686i,0.001207+0.001773i,0.00080092+0.0018925i,0.0013417+0.0011124i,0.001079+0.00063273i,0.00070383+0.00025251i,0.00042037+6.3457e-05i,-0.00024385-0.00023818i,-0.00037935-0.00022572i,-0.00066666+3.7686e-05i
-0.0011851+0.0009794i,-0.0010991+0.0012036i,0.00060466+0.0018726i,0.0011832+0.0027232i,0.00012199+0.0031912i,-0.00027455+0.0011673i,-0.00024087-0.00067839i,0.00044915-0.00018687i,0.0011375-0.00010915i,0.0015873-0.0006724i,0.0022374-0.00092803i,0.0011519-0.0016362i,-0.00050329-0.0020413i,-0.00098199-0.0015214i,-0.00059534-0.00040032i,-5.1257e-05+0.00057964i,0.00038957+0.0010482i,0.00080286+0.0002009i,0.00099981-0.00039773i,0.00056327-4.1947e-05i,1.0867e-05+3.8777e-05i,-8.1838e-05-0.00036388i,4.7178e-05+0.00034194i
-0.00059038+0.0002844i,0.00035755-0.00017865i,0.0002022-5.1772e-05i,-0.00062188+0.0021745i,-0.0015982+0.0035492i,-0.0023186+0.0025683i,-0.0023364+0.0013089i,-0.0005858+0.00060958i,0.0009437+0.00014719i,0.0012062-3.4328e-05i,0.0010895-0.00047472i,0.000722-0.0012723i,0.00017631-0.0014498i,0.00024804-0.00065462i,0.00041059+0.00070846i,0.00065544+0.00086262i,0.00085062+0.00052752i,0.001159+0.00053644i,0.00096426+0.00024655i,0.00069004+0.00038317i,0.00041081+0.00040807i,0.00016032+9.3466e-05i,0.00035451-7.746e-05i
0.0019202-0.00010977i,0.0018257+5.7466e-05i,0.0022063-0.0011683i,0.00084075-0.00094094i,-0.001477+0.00014467i,-0.0020748+0.00088732i,-0.00049336+0.00059551i,0.0011445-0.00031401i,0.0013864-0.00067073i,0.0010124+0.0001523i,0.00035472+0.00024466i,-0.00022019+3.5585e-07i,-0.00050333+0.00037701i,-0.00035126+0.00078737i,4.9261e-05+0.00076305i,0.00086924+0.0002099i,0.0018025-7.1492e-05i,0.0012885+5.1954e-05i,0.00032048-9.1081e-05i,-0.00016083+1.0646e-05i,-0.00025629-0.00016575i,0.00026411-0.00011964i,0.00086419+0.00049653i
0.00079715+0.0016125i,0.001959+0.0013281i,0.0017421+0.0011701i,0.00035691+0.0014445i,-0.0011185+0.0013457i,-0.0016483+0.00042531i,-0.0016517+0.00074779i,-0.00093881+0.00069682i,2.6063e-06+0.000895i,0.00044353+0.0015229i,0.0010261+0.0010101i,0.0005736+0.00042998i,-0.00086125+0.00035801i,-0.0014161+0.00015863i,-0.00058367-0.00020282i,0.00033655+0.00041666i,0.00042922+0.0011662i,0.00020894+0.00076547i,-2.0528e-05+0.0001555i,-4.8135e-05-0.00042192i,0.00016219-0.00077755i,0.00014735-0.00033151i,-4.1462e-05+0.00015798i
0.001479-0.0013979i,0.00087211-0.0020658i,-0.00076537-0.0030321i,-0.00052118-0.0024361i,-0.00038071-0.0010895i,-0.0018328-0.0010479i,-0.0015085-0.00062543i,-0.00028664+0.00019523i,-9.2631e-05+0.00048085i,0.00017535+0.00075797i,9.2417e-05+0.00054022i,-0.00067273-0.00075368i,-0.00090403-0.0006454i,-0.00053357+0.00031589i,0.00018352+0.00029737i,0.00027798+3.0651e-05i,-7.1818e-05-0.00012134i,0.00017598-0.00032026i,0.00026583-0.00072593i,2.9972e-05-0.0010119i,0.00012746-0.00030224i,0.00020107+1.7287e-05i,0.00071881+4.8163e-05i
-0.0011223+0.00041912i,0.00019836+0.00097285i,-0.00050764+0.0019033i,-0.00051978+0.0036924i,-0.00051039+0.0041537i,-0.001511+0.0028924i,-0.0020967+0.0011366i,-0.000408+0.00032757i,0.0012555-0.00014396i,0.00093113-0.00055064i,-0.00016748-0.00041601i,-0.00038247+0.00034959i,-6.2297e-05+0.001028i,-0.00033672+0.00071241i,-0.00085117+0.00023935i,-0.00065888+0.00054304i,-0.00012528+0.0003749i,-0.00045236-0.00075242i,-0.00071918-0.00017988i,-0.00049565+5.9898e-05i,0.00054687-5.5851e-05i,0.00052298+0.00052038i,0.00025074+0.00031714i
0.0016243-0.0015819i,0.0011181-0.0019689i,0.00073267-0.002984i,-3.6662e-05-0.0031823i,-0.0011943-0.0018397i,-0.0011813-0.0003453i,-0.00088879-0.00023111i,0.0001465-0.0007117i,0.00090119-0.0007324i,-0.00018813-6.0527e-05i,-0.001336+0.0010476i,-0.0012226+0.00094447i,-0.0003375-2.0258e-06i,0.00093646-0.00052899i,0.00026655-0.00051157i,-0.0011728-5.736e-05i,-0.00082539-0.00023966i,-0.00019234-0.0003593i,-9.9441e-06-0.00069355i,-9.5271e-06-0.00081939i,-0.00035126+0.00023619i,-0.00047278+0.00053859i,-0.00059583-7.8443e-05i
0.0014526+2.1683e-05i,0.0025716-0.0011547i,0.0021923-0.0007644i,0.0010026+0.00061937i,-0.0013659+0.0014903i,-0.0029404+0.0019233i,-0.0017621+0.0013605i,-2.2235e-05+0.00035807i,0.00032498-0.00061635i,7.048e-05-0.0010251i,-0.00010096-0.00022971i,-0.00030978+4.7728e-05i,-0.00057494-0.00034989i,-0.00061743-0.00025788i,-0.00010637+0.00024217i,0.00036955+0.0010028i,0.00060348+0.0010459i,0.00033597+0.00012602i,-5.4411e-05-0.0003068i,-0.00082155-0.00021756i,-0.00087198-0.00020361i,-0.00040044+2.1522e-05i,-0.00089523+0.00050875i
0.002238+0.00045458i,0.0022615-0.00075971i,0.0018089-0.0019502i,0.00027942-0.0020203i,-0.0006219-0.0010324i,-0.001633-0.00052713i,-0.0011142+2.3966e-05i,0.00069152-0.00011889i,0.00071684-0.00013584i,-0.00020777-0.00013664i,-0.00069118-0.00038722i,-0.0012733-3.1415e-05i,-0.00065442+0.00062248i,0.00012855+0.00054663i,8.5106e-05+0.00010544i,-0.00019366-0.0003339i,-3.2997e-05-0.00037334i,0.0005604+0.0003239i,0.00060598+6.2424e-05i,0.00021907-0.001105i,0.00022697-0.0010811i,-0.0002825-0.00012952i,-0.00027091+0.00010729i
0.001978+0.0011981i,0.0018668+0.0010389i,0.0021437+0.00016086i,0.0016164+0.00014406i,-0.00031556+0.00050006i,-0.0019667+0.00045666i,-0.0017677+0.00084026i,-0.00036629-3.0586e-05i,0.00032418-0.00080248i,0.0005002-6.5392e-05i,0.00016229+0.00056077i,-0.00059999+0.0007271i,-0.00060318+0.00083406i,0.00018099+0.0013375i,0.00043203+0.0014948i,0.0011054+0.00083203i,0.0014438+0.00038569i,0.0009205+0.00035392i,0.00032205+0.00034777i,0.00028485+0.00068059i,0.00048165+0.00077595i,0.00067895-0.0004301i,0.00069682-0.00089533i
0.00073818-0.00023455i,0.00086577-0.0012714i,0.0010465-0.00057296i,0.0011377+2.9372e-05i,0.00042468-0.0003797i,-0.00082245-0.00077816i,-0.0017078-0.00032108i,-0.00068897+0.00052638i,0.00069257+0.0005069i,0.0004366+0.00013847i,-0.00017534+0.00020856i,-0.0002161+0.00078337i,7.3581e-05+0.00088898i,-3.3461e-05+0.00074764i,-0.00036793+0.00044721i,-0.00042789+0.00030152i,-0.00026772+0.00022104i,9.5099e-05-0.00022818i,0.00015464-0.00033401i,-0.00071903+0.00012806i,-0.0011116+0.00015151i,-6.0117e-05+0.0001865i,0.00052147+0.00045101i
0.0021771-0.0017355i,0.003558-0.0029438i,0.0024146-0.0033367i,-0.00011777-0.0017719i,-0.0017945+0.00024442i,-0.0019992+0.00089024i,-0.0020437+0.0013146i,-0.00081021+0.0013464i,0.00062999+0.00085882i,0.00083724+0.0010048i,0.00038073+0.00079747i,-0.00015683-0.00017606i,-0.00079941-0.00034801i,-0.00057985+0.0004463i,-0.0006471+0.00094097i,-0.00064124+0.00058661i,0.00030674+0.00056224i,-4.8074e-05+0.00091425i,-0.00041479+0.00062582i,0.00021454+0.0004212i,0.00070881+0.00066458i,0.00033703+0.0010253i,0.00041567+0.001085i
0.0021819+0.0014745i,0.0030876+0.00059611i,0.0028451-0.00074104i,0.0019088-0.0023053i,0.00014606-0.0030471i,-0.0010765-0.0022232i,-0.0011889-0.00049089i,0.00010612+0.00034294i,0.0014925+0.00049891i,0.0015722-7.8549e-05i,0.00089081+0.00012272i,6.5603e-05+0.0010661i,-0.00041957+0.0010109i,-0.00022596+0.0013361i,0.00017272+0.0022314i,4.6936e-06+0.0015604i,0.00018886+2.7277e-05i,0.00058527-0.00062686i,2.0884e-05+0.00059964i,-0.00031852+0.0018985i,-0.0002517+0.0017458i,-9.527e-06+0.00056414i,0.00056273-4.3001e-05i
0.0021108-0.00046275i,0.0020119-0.00065967i,0.0018039-0.0015631i,-4.4355e-06-0.0016217i,-0.0019984-0.00077338i,-0.0026939-0.00024333i,-0.0018867+0.00029127i,-0.00046671+6.8159e-05i,0.00018847+0.0002748i,0.00074946+0.00088408i,0.00011722+0.00069026i,-0.00071009+0.00060878i,-0.00024834+0.00086125i,0.00014352+0.0008581i,-0.00018127+0.001451i,4.3283e-05+0.0013859i,0.00013722+0.0006016i,0.00011453-0.00011497i,0.00061961-0.00041588i,0.00052889-0.0006055i,0.00038449-0.00048308i,0.00040782-0.00031983i,-0.00029376-0.00016654i
0.0011442+0.0032797i,0.0017016+0.0018416i,0.0020511+0.0013684i,0.0014841+0.0015003i,0.00066771+0.0014042i,-0.00026456+0.0011354i,-0.00072017+0.001138i,0.00025456+0.0010555i,0.000639+0.00096821i,0.00066707+5.6896e-05i,0.0017915+1.1708e-08i,0.0014914+0.00077308i,0.00028818+0.00052247i,-0.00085528+0.00041721i,-0.0019126+0.00077748i,-0.0013438+0.00090328i,0.00053241+0.00029901i,0.00079917-0.00012425i,-1.0589e-05-0.00051376i,0.00010192-0.00091651i,-0.00011021-0.00043208i,-0.00062521+4.789e-05i,-0.0010469-0.00013085i
0.00086504+0.0012596i,0.00095129+0.00040331i,0.0014945+0.00068061i,0.00088267+0.0014301i,0.0001627+0.0015156i,0.00025215+0.00093858i,0.00017932+0.00046097i,0.00018462+0.00037753i,0.00057762+0.00073351i,0.00068206+0.001121i,-4.8703e-05+0.001167i,-0.00046365+0.0012362i,-0.0003335+0.0010708i,-0.0003639+0.00079555i,-0.00098543+0.00097757i,-0.00091751+0.00086099i,0.00067754+0.00061656i,0.0013575+6.6929e-05i,0.00051287-0.00013539i,0.00010148+0.00061719i,-0.0005893+0.00069628i,-0.00085041-0.00023604i,-0.0001038-0.00082227i
0.0010424+0.0013635i,0.0018922+0.0014265i,0.0022011+0.0017758i,0.00096179+0.0019708i,-0.00035076+0.0017563i,-0.0011627+0.00093027i,-0.00091098-0.00015597i,0.00025309-0.00040349i,0.0010813+0.00064596i,0.0017426+0.0016445i,0.0019581+0.0020315i,0.0013727+0.0010835i,4.1543e-05-0.00046223i,-0.0011299+6.2682e-05i,-0.0011563+0.0015683i,-0.00058267+0.00169i,0.00069165+0.0013721i,0.00093093+0.0016256i,0.00012129+0.00064006i,0.0001766-0.00050277i,7.5572e-05-0.00057562i,-0.00031117-0.00021106i,-4.4956e-05+0.0001253i
0.0021196+0.00013578i,0.0020899-0.00039666i,0.0013247-0.00047637i,0.0010537-0.0012864i,0.00066355-0.0015404i,-0.00062933-0.0016285i,-0.00065032-0.0010047i,0.0002139-0.00024658i,0.00057356-0.00046579i,0.00085645-0.00039836i,0.0010647+0.00013085i,0.00062121+0.00037699i,-0.00011589+0.00059429i,0.00013892+0.00077224i,6.387e-05+0.00079654i,0.00021379+0.00046729i,0.0009316-0.00010779i,0.00036974-0.00035639i,-0.00028163-0.00056706i,-0.00013772-0.00057847i,0.00014982-6.6925e-05i,0.00018255+6.1247e-05i,0.00042089-0.00019601i
0.0011018-0.00080402i,0.0025113-0.00080401i,0.0012449-0.00054147i,-0.001449+0.00081515i,-0.0034009+0.0018562i,-0.0035215+0.0015874i,-0.0023418+0.00035376i,-0.00060806+0.00016348i,0.00074783+0.00061473i,0.0016671+0.00043258i,0.0022242+0.00069402i,0.0018304+0.0017232i,0.00084192+0.0016664i,0.00013027+0.0010209i,-0.00024767+0.001212i,0.00046252+0.0014128i,0.0010471+0.00075056i,0.00096222+0.00031348i,0.00096326+2.5893e-05i,0.00077054-0.00075201i,0.00041507-0.00089304i,-0.00049935-0.00017386i,-0.00085758+0.00054799i
0.0011645-0.00012069i,0.0019881-0.00083076i,0.00080473-0.0010743i,0.00014256-0.00021099i,8.6646e-05+0.0012425i,-0.00020035+0.0016966i,-0.00036606+0.0007631i,7.27e-05-0.00013748i,0.00080571-0.0006652i,0.0014857-0.00055391i,0.0013471+0.00047719i,0.0015443+0.0011722i,0.00077772+0.00091335i,-6.4958e-05+0.00057029i,0.00040308+0.00056996i,0.00030617+0.0010824i,0.00055614+0.0013971i,0.0012514+0.0011304i,0.0010273+0.00089208i,2.2606e-05+0.00050367i,-0.00084317-0.00042968i,-0.00016552-0.00076059i,0.00086365-0.00059708i
-0.00031874-2.048e-05i,0.00093351+0.00074655i,6.1491e-05+0.0010841i,-0.0012391+0.0012835i,-0.0028076+0.00097123i,-0.0026824+0.00069955i,-0.0010547+0.00016023i,0.00084871-0.0003523i,0.0017737-9.6883e-05i,0.0014278+0.00024368i,0.0012437+0.00020054i,0.00091517+0.00036266i,0.00050106+0.0010835i,0.00046177+0.0012269i,0.00013743+0.0012526i,6.1241e-05+0.00094658i,0.00012154+0.0004784i,-8.1382e-05+0.00064195i,-0.0001856+1.672e-05i,-0.00011979-0.00080197i,0.00015658-0.00090553i,9.136e-05-0.00027857i,-0.00012991+0.00013138i
0.0016612+0.0012414i,0.0031937-2.9297e-05i,0.0029417-0.00053692i,0.0020522+0.00011451i,0.00040999+0.00034793i,-0.0014974-0.00055929i,-0.0011679-0.00048069i,-0.00017536-0.00018332i,0.00042671-0.00039306i,0.0011388-0.00039151i,0.00080851-0.00032215i,-0.00013697-0.00077739i,-6.3212e-06-0.00029594i,0.00020577+0.00076132i,0.00072533+0.0014608i,0.00098929+0.001611i,0.00088309+0.00038924i,0.000641-0.00071572i,0.00044505-0.00066074i,9.9835e-05-0.00016331i,-0.00083134-0.00032613i,-0.00089811-0.00037213i,-0.00050513-0.00042812i
0.00041236+0.0001257i,0.0017429+0.00040321i,0.0018803+0.00022539i,0.00039448+1.206e-05i,-0.0011077+0.0004485i,-0.0018261+0.00015796i,-0.0013588+0.00023351i,0.00019832+0.00041535i,0.00086476-2.4659e-05i,0.00077602-0.00075122i,0.00072936-0.00061622i,0.00028883-0.00019372i,0.0010927+0.00023517i,0.0015492+0.00091416i,0.0011252+0.0015117i,0.0011608+0.0018207i,0.001068+0.00122i,0.00061272+3.9575e-05i,-9.7885e-05-0.0003369i,-0.000495-0.00016934i,1.5372e-05-0.0005956i,0.00032654-0.001045i,7.5534e-05-0.0009611i
0.0017112+0.0024287i,0.0030626+0.0013376i,0.0033744-0.00056896i,0.0023474-0.0015843i,0.0013942-0.00094815i,-0.0001351-0.00054714i,-0.00062708-9.423e-05i,0.00058765+8.6417e-05i,0.0012963-0.0008347i,0.00097814-0.001264i,0.00041624-0.0010521i,0.00016146+1.0416e-05i,0.00039042+0.00081111i,0.0007778+0.00074404i,0.00035569+0.0011248i,0.00027034+0.0013465i,0.00070664+0.00099282i,0.0006877+0.00068728i,5.3871e-05+0.00031519i,0.00013428+2.8669e-05i,0.00027741-8.7633e-05i,0.00032905-0.00039964i,0.00064901-0.00046878i
0.0009853+0.0031243i,0.0027739+0.0027234i,0.0033666+0.0025179i,0.0024516+0.0010968i,0.0014008+0.00068627i,-0.00044163+0.00010753i,-0.0019998-0.00061153i,-0.00056723-0.00068805i,0.0014388-5.4985e-06i,0.001048+0.00030588i,0.00026779-0.00053457i,-0.0005531-0.0013087i,-0.00069958-0.0012973i,0.00020483-0.0010694i,1.7773e-05+0.00078452i,-0.00070663+0.001883i,-0.00021259+0.0013647i,0.00026946+0.00043566i,0.00012299-0.00040098i,-5.4963e-05-0.00048493i,0.00010401-0.00032092i,-0.00011971+0.0001035i,-0.00036193+0.0001791i
0.00090744+7.1372e-05i,0.0010561+0.00041579i,0.00067231+0.00035389i,0.0001746+0.00033312i,-0.00052203+0.00051455i,-0.0013755+0.00072272i,-0.0012478+4.7569e-05i,-0.000163-0.00060393i,0.0009976-9.7343e-05i,0.0014411+2.6427e-05i,0.00074815-0.00044014i,-7.9691e-05-0.00094563i,0.00051601-0.00084926i,0.00073812-0.00048499i,-0.00022687-0.00015381i,-0.00071633+0.00056674i,-0.00057102+0.0010224i,-0.00018827-0.00015728i,0.00030559-0.00053759i,0.00047985+0.00044828i,-1.8865e-06+0.00046787i,-0.00068391+0.00056471i,-0.00083029+4.3917e-05i
0.0012708-0.00015117i,0.0024629-0.0015107i,0.0019918-0.0019974i,0.00030222-0.00061008i,-0.00057296+0.00041151i,-0.002833+0.00015438i,-0.0028572-0.00058915i,-0.00014582-0.0010039i,0.00077385-0.00050854i,-7.067e-05+9.4941e-05i,-0.00024212+0.00055402i,8.9057e-05+0.00057429i,0.00042583+0.00060755i,0.00037753+0.00087146i,0.00040373+0.0007385i,0.00088867+0.00095365i,0.0011647+0.0010989i,0.00075302+0.00043606i,0.00094034-0.00019197i,0.00079045-0.00033525i,0.00055154-0.00045947i,0.00069345-0.00059841i,0.00021712+0.00024727i
