0.00099436-6.7164e-05i,0.0017712-0.00058573i,0.00076711-0.0017574i,-7.2256e-06-0.0025102i,-0.00084561-0.0015461i,-0.0020358-0.00023246i,-0.0020789+0.0009859i,-0.00067967+0.0013825i,0.00072563+0.00076851i,0.0014091+0.00070186i,0.00085377+0.00086024i,-0.0001647+0.00011944i,-0.00034077-0.0005866i,-0.00052633-0.0010727i,-0.00064018-0.0013851i,0.00013602-0.00045594i,0.00053219+6.1261e-05i,0.00031561-8.7351e-05i,2.476e-05+0.00076868i,0.00032596+0.00089813i,0.001157+0.00046052i,0.00077463-0.00018587i,0.00014033-0.0010649i
0.0018059+0.0022951i,0.0032058+0.0014598i,0.0035392+0.00066508i,0.0020011+0.00011797i,0.00089337-0.00040672i,0.00023473-0.00034189i,-0.00012888-0.00051338i,-0.00010239-0.0010056i,-0.000382-0.00078319i,4.7674e-05-0.0002477i,0.00037176+0.00014949i,-0.0004694+0.00041194i,-0.0010347+0.00020495i,-0.0010052+0.00017583i,-0.00095653+0.00049688i,-0.0002751+0.0011823i,-4.4405e-05+0.0014163i,-0.00011967+0.0010491i,0.00015354+0.0002807i,0.00079546-0.00047951i,0.00058301-0.00033856i,-0.00073421-0.00097726i,-0.00051158-0.0011144i
-0.0024778+0.0014868i,-0.0021603+0.0012056i,-0.00054927+0.0015876i,0.00052135+0.002188i,0.00062166+0.0010082i,0.00036245-0.00015017i,9.2323e-05-0.00019709i,7.1679e-05+0.00067819i,0.00034364+0.0012217i,0.00071148+0.00030393i,0.00038002-0.0002334i,-0.00060111+0.00025924i,-0.0016578+0.00068932i,-0.0017484+0.0001743i,-0.00079849-0.0007802i,-0.00044588-0.00018509i,-5.7187e-05+0.000197i,-0.00019537+8.848e-05i,-0.00022637-6.9378e-05i,0.00075983-0.00017051i,0.00064001-0.00018713i,-0.00025802+0.00053621i,-0.00010265+0.00015422i
-0.00047428-0.00069051i,-0.00074622+0.00030297i,-0.0012317+0.00048664i,-0.00054691+0.00043307i,0.00097875+0.00012445i,0.0014827+0.00041842i,0.0005819+0.00050805i,-0.0009585+0.00093545i,-0.0020826+0.00099713i,-0.0020742+0.00011544i,-0.0014107-0.00016227i,-0.00051591+4.6787e-05i,-0.0004127+0.00011216i,-0.0012402-0.0001833i,-0.0014462+2.1314e-05i,-0.0010097+0.0007848i,-0.00074888+0.00093959i,-0.00056371-0.00023513i,0.00043571-0.00086422i,0.00070474-9.4328e-05i,-0.00010058+0.00017057i,-0.00048903+0.00044802i,-0.00044846+0.000464i
-0.00076358+0.00061994i,-0.0014547+0.00066733i,-0.0010302+0.00028251i,-0.0012094-0.0002871i,-0.0017793-0.00020476i,-0.0011883+0.00031981i,0.0001676+0.00066537i,0.00022521+0.00059901i,0.00019205-0.00014914i,0.00065329-0.00085635i,-1.4045e-05-0.0005581i,-7.6097e-05-0.0004276i,0.00089582-0.0012143i,0.00056319-0.0018189i,0.00029908-0.0016451i,0.0004477-0.00084788i,0.00036314-0.00064543i,1.2167e-05-7.3254e-05i,-0.00057001+0.00038045i,-0.00096172+0.00038927i,-0.00076311+6.9214e-05i,-0.00019354-0.00018709i,-0.00030569-0.00062547i
-0.0010013+0.0020593i,0.00027872+0.0011847i,0.00020082+0.0010894i,-0.00023042+0.00088183i,0.00036523+0.00062187i,0.00012344+0.00054139i,-0.00081462+0.00057288i,-0.00099042+0.00044762i,-0.00067211-0.00032551i,3.8983e-05-0.00095641i,0.00054978-0.00056309i,0.00037653-0.00051468i,-5.3389e-05-0.00023785i,-0.00066285-0.00064345i,-0.00059822-0.00073624i,-0.0002245+0.00013339i,0.0002671+0.00066052i,0.00032894+0.00077124i,-0.0007907-3.7276e-06i,-0.0013568-0.00051633i,-0.00042295-0.0002894i,0.0007655+0.00073625i,0.00051398+0.00082287i
0.001354-0.00040962i,0.0004927-0.00075757i,-0.00049357-0.00032225i,-0.00023799-0.00044438i,-0.00012135-0.00084823i,0.00032773-0.00032451i,0.00042371+0.00041101i,0.00037992+0.00034268i,0.0010715+4.6351e-05i,0.0013467-0.000427i,0.0013174-0.0006504i,0.00069072-7.7356e-05i,-9.7029e-05+0.00026862i,-0.00041851+0.00042051i,-7.583e-05+0.00053393i,0.00029551+0.0011101i,-0.0002005+0.00067805i,-0.00090229-0.00027836i,-0.00021451-4.2803e-06i,7.9021e-05+0.00034381i,-6.9619e-05-0.00014723i,2.2366e-05-0.00053553i,-8.2964e-05-0.00028238i
-0.0011052-0.00037129i,-0.00055489-0.00057117i,-0.00010797-0.00035232i,-0.00015112-0.00039398i,0.00045332-0.00082766i,0.0011523-0.00059791i,-3.5566e-05+0.00037495i,-0.00055837+0.00057935i,0.00025339+0.00015128i,0.00030703+0.00015012i,-0.00053593+0.00051986i,-0.00077402+0.00061575i,-0.00079057+0.00039579i,-0.00051426+0.00037009i,-0.00026693+0.00040221i,-0.000424-0.00037727i,-4.9204e-05-0.0004061i,0.00082022+2.2499e-06i,0.00063722-0.00035635i,-0.00038217+6.1518e-05i,-0.00051144+0.00035476i,-0.00036262-0.00059155i,0.00024088-0.00066305i
0.00050852-0.00054338i,0.00021635-0.00057987i,-8.7678e-05-0.00020332i,-0.00020213+0.00010963i,-0.00082844-0.00020431i,-0.0010827+0.00029193i,-0.00046144+0.00098724i,6.8079e-05+0.00076077i,-0.00022925+2.5514e-05i,-0.00013013-0.00063591i,-0.00032308-0.0005338i,-0.00050053-0.00079193i,-0.00074582-0.00070364i,-0.00096327+9.3409e-05i,-0.00061583+0.00061301i,-0.00040493+1.2768e-05i,5.4236e-05-0.00049555i,-0.00020497-0.00034856i,-0.00096933-0.00031243i,-0.0010543-0.00082985i,-0.00067085-0.0011057i,-0.00079605-0.00099738i,-0.0010166-0.00071576i
-4.7776e-05+0.0018939i,0.00031951+0.002102i,0.0005523+0.0016108i,0.00066558+0.0016124i,-0.00043124+0.0013632i,-0.0013305+0.00084698i,-0.00095184+0.00064205i,-0.00051613+0.00043034i,-0.00063883+0.00015516i,-0.00050792+0.00012466i,-0.00048292+0.00079127i,-0.00034774+0.00072033i,-0.00011888-0.00018134i,4.6904e-05-0.00075094i,-1.0325e-06-0.00067159i,-0.00013994-6.6463e-06i,0.00027758+0.00040776i,0.00070156+0.00095761i,0.00037968+0.0008125i,-0.00017215+0.00022303i,-0.00012679-0.00026188i,0.00010141+3.4895e-05i,0.00013561+0.0010881i
-0.0032492+0.00023008i,-0.0023266+0.00027323i,-0.001497+0.00017479i,-0.001223+0.00047811i,-0.00012824+0.00076637i,0.0001684-0.00024446i,-0.00011118-0.0014846i,-5.171e-05-0.0011645i,0.00019651-0.00039458i,-9.4018e-05+0.00016254i,-0.00023214+0.00071355i,0.00016666+9.8937e-05i,-0.00025523-0.001459i,-0.00090486-0.0022502i,-0.0012231-0.001491i,-0.0015803-0.00039428i,-0.00072274+1.9597e-05i,-0.00049318+0.00026849i,-0.00058977-0.00019064i,6.7674e-05-0.00118i,5.3929e-05-0.00072001i,-0.00081591+0.00018954i,-0.00083003+0.00037696i
0.00050664+0.0007905i,0.0009856+0.00059663i,0.0031439+0.0011913i,0.0042736+0.0024154i,0.0033407+0.0023605i,0.0015443+0.00038547i,0.00015426-0.00083466i,-3.8157e-05-9.5786e-05i,0.00021348+0.00032966i,0.00057845-0.00030292i,0.0013775-0.00080314i,0.0012144-0.00057229i,0.00029939-0.00075342i,-0.00012111-0.0011475i,-0.00043968-0.00056394i,-0.00034934-0.00024382i,-0.0004957+7.0118e-05i,-0.00090533-3.3658e-05i,-0.0004701-0.00060642i,-0.00038769-1.1363e-05i,-0.00036625+0.00019666i,0.00035084-0.00030212i,0.00065384+0.0001172i
0.0014728+0.00016243i,0.00075851+0.00055762i,1.4056e-06+0.0005244i,-0.00058837+0.00027473i,-0.00073939-0.0001561i,-0.0010929-0.00016806i,-0.00080468+0.00018813i,-0.00032511+0.00055577i,6.4954e-05+0.00059931i,-0.00073768+0.00092042i,-0.0013183+0.0011117i,-0.00076148+0.00042688i,1.3841e-05-2.6337e-05i,0.00033042+0.00036939i,-0.00015309+0.00077163i,5.3964e-06+0.0012317i,-0.00021571+0.000672i,-0.00052369+9.4288e-05i,-0.00017033+0.00070388i,-2.0344e-05+0.00066717i,-0.00050111+0.00038769i,-0.00086202+0.00071849i,-0.00048212+0.00085176i
0.00062752+0.0011629i,0.00017244-6.391e-05i,4.4721e-05-0.00067339i,0.00067077-0.00062055i,8.8075e-05-0.00039269i,-0.0011548+0.00048593i,-0.0011236+0.00062232i,-0.0003275-0.00038541i,4.1215e-05-0.00016891i,0.00021294-8.0871e-06i,0.00025184-0.00047157i,3.9409e-05-0.00039591i,-0.00082383+0.00053813i,-0.0010166+0.0003271i,-0.00059905-0.0005364i,-0.00098645-0.00049322i,-0.00089286+0.00032055i,-0.00032644+0.00066923i,-0.00066476+0.00058787i,-0.0008623+0.00057741i,-0.00069843+0.00021954i,-8.9954e-05+0.0001562i,0.00065897-0.00028107i
0.0018171-0.00036817i,0.0011736-0.00093678i,0.0018934-0.0017087i,0.0019488-0.0018163i,0.00057206-0.0006835i,-0.00045177+0.00066892i,-0.00063763+0.001014i,-0.00049465+0.0013645i,-0.00074726+0.0014665i,-0.00093919+0.00063072i,-0.00084444-0.00032304i,-0.00042079-0.00058442i,-0.0006676-0.000201i,-0.00057546+0.00058918i,0.0001054+0.00040024i,-0.00024041+0.00014601i,-0.00092739-0.00039082i,-0.0012453-0.00046504i,-0.00098182-0.00012268i,-0.0002164+0.00017791i,3.8235e-05-0.0003732i,-0.00027097-0.00045185i,0.00016931-0.0001321i
-0.0015209-0.0017758i,-0.0018584+0.00022617i,-0.0025354+0.001099i,-0.00153+0.0011034i,-0.0007351+0.0013872i,4.5213e-05+0.0020486i,0.0010908+0.0013033i,0.00052223+0.00052703i,-0.00049983-0.00023825i,-0.00030172-0.0010553i,0.001331-0.0005733i,0.0017806-0.00065937i,0.0010458-0.0011301i,0.00054275-0.00074966i,-0.00057231-0.0013026i,-0.0013524-0.0024834i,-0.00049435-0.0019288i,0.00011006-0.00087265i,-3.7378e-06+6.6359e-05i,-0.0002523+0.00053808i,-0.00032219+0.00043022i,0.00014093-5.8667e-05i,0.00052012-0.00077011i
-0.00012809-0.00028357i,-0.0010928-0.00018541i,-0.0016165-0.00093135i,-0.00035031-0.0015647i,-0.00014723-0.00030824i,-0.0011071+0.001052i,-0.001286+0.00085305i,-0.00094563+0.0011102i,-0.00052056+0.0019311i,-0.00021039+0.0013914i,0.00038378+0.00027923i,0.00074403+0.0011432i,0.00026649+0.0010105i,-0.00044049-0.00019107i,-0.00078478+4.1833e-05i,-0.00021547+0.00042852i,-0.00012703+0.00059449i,-0.00048719+0.0012629i,-0.00031006+0.00055626i,-0.00012738-0.00045462i,-0.00065807-0.00065979i,-0.00089284-0.00049887i,-0.00024693-0.00021417i
-0.0021955+0.0022088i,-0.00042302+0.0012615i,-0.00054744+0.0015347i,-0.00070299+0.0018575i,7.024e-05+0.0012718i,0.00074619+6.9577e-05i,0.00038422-0.00077217i,-0.00035877-0.00098351i,-0.00060447-0.00066067i,9e-05-0.00015899i,0.00037856+0.00026982i,-7.3878e-05-0.00012862i,0.00033995-0.00085186i,0.00027294-0.00072289i,-0.00056995-0.00060117i,-0.00048649-0.00043136i,0.00012248-0.00038583i,0.00010557-0.00075381i,-0.00024803-0.00021956i,-0.00033678+0.00030168i,0.0002354+9.5136e-05i,0.0012132-4.3904e-05i,0.0011213+3.4935e-05i
-0.0017496-0.00041266i,-0.001335+0.00011319i,-0.00056974+0.0013214i,0.00091899+0.0027879i,0.0014924+0.0027374i,0.0011396+0.0014068i,3.6694e-05+0.00024087i,-0.00032996-0.00051892i,0.00048687-3.1216e-05i,0.0012915+0.00039024i,0.0013475-0.00021412i,0.00042073-0.00027391i,5.6568e-05+0.00026018i,0.00031281+8.1513e-05i,-8.0005e-06+4.2347e-05i,-0.00021359-5.7133e-05i,0.00012113-0.00017807i,-0.00012763+0.00025964i,-0.00095026+0.0003214i,-0.00045813+5.3079e-05i,0.00053527-9.7677e-05i,0.00052164-0.00010128i,0.0005902-9.4579e-06i
0.002205+0.0002926i,0.0020058+0.00026965i,0.0021865-0.00039485i,0.0018576-0.0016077i,0.00093887-0.0011992i,-9.644e-05+0.00032487i,-0.00031797+0.00085232i,0.00011102+0.00045198i,0.0002997+0.0002641i,0.000451-0.0010717i,0.00029769-0.0017415i,-5.5126e-05-0.0014151i,-0.00030684-0.00058613i,-0.00084806+0.00085113i,-0.00047284+0.00085199i,5.6743e-05+0.0002955i,-0.00075357+0.00092634i,-0.0012952+0.00093858i,-0.00019209-2.9929e-05i,0.00084492-0.0005187i,0.00091056+7.3493e-05i,4.796e-05+0.00044203i,-0.00030652+2.7703e-05i
-0.00038686+0.00026894i,-0.00093735+0.00018472i,-0.0014425-0.00047794i,-0.00096718-0.00033738i,-0.00067075+0.00035376i,3.3041e-05+7.0298e-05i,0.00063248-0.00033729i,-0.00012032-0.00023553i,2.9311e-05-0.00031549i,0.0011521-0.00037232i,0.0016031-0.0004481i,0.001787-0.00032911i,0.0010585+0.00040526i,7.8931e-05+0.00034407i,-0.00035507-0.0001587i,4.6019e-05-0.00064945i,-0.00013354-8.1872e-05i,-0.00013847+0.00037349i,0.0001295+3.369e-05i,-0.00017142+0.00020255i,-0.00043931+9.2837e-05i,8.5238e-05+5.7223e-05i,0.00052039+0.00021855i
-0.0014561+0.00069433i,-0.00050771+0.00045104i,0.00088019+0.0019969i,0.0013779+0.0025269i,0.0018834+0.0011232i,0.0020376-0.00011732i,0.00095524-0.00070281i,0.00045576-0.0005479i,-0.00022222+0.00022518i,-0.00043663-1.9588e-05i,8.8317e-05-0.00067571i,0.00029723-0.00034718i,-0.00059325-0.0002778i,-0.0014808-0.00029782i,-0.001265+0.00061588i,-0.00093288+0.00097235i,-0.00042959+0.0010272i,0.00081505+0.00017054i,0.00089597-0.00073145i,-0.00022646-0.00081628i,-0.00018233-0.00061295i,-3.378e-05-0.0010776i,0.00019327-0.0011498i
-0.0011844+0.0010214i,-0.0008908+0.0014163i,-0.00078588+0.0014869i,-0.0012838+0.0013707i,-0.0012582+0.00068829i,0.00019381-6.4409e-05i,0.0012082+0.00029626i,0.0013626+1.6249e-05i,0.00091131-0.00067063i,0.00052581+0.00012928i,-0.00035447+0.0012401i,-0.00061909+0.0011641i,0.00013629+0.00059635i,-1.6329e-05-0.00011525i,-0.00027954-0.00018521i,-0.00045035+0.00016516i,-0.00052466+0.00066522i,-0.0003629+0.00035271i,-3.9659e-05-0.00076322i,-4.748e-05-0.00063716i,-9.1131e-05-0.00039387i,0.0001563-0.00079044i,-3.0498e-05-0.00032658i
-0.0004452+0.0012079i,0.0010812+0.0014245i,0.0016768+0.0021963i,0.00167+0.0015943i,0.0017638+0.00044468i,0.0014951+0.00032235i,0.00036098+6.0034e-05i,-0.00068165+0.00022644i,-0.00073456+0.0010483i,-0.00056128+0.00091405i,-0.00036353-0.00038163i,0.00066763-0.00086677i,0.00082316+0.00034138i,-0.00015643+0.00084801i,-0.00040296+0.00047731i,-0.00055113+0.00015716i,9.26e-05+0.00071816i,0.00028203+0.00074895i,-0.00024633-0.0011467i,0.00016532-0.0011315i,0.00052431+3.8057e-05i,0.0002292+0.0001317i,-0.0001269+0.00014237i
0.00020957+0.0010362i,0.00061611+0.00059893i,0.0010384+0.00075475i,0.0017891+0.001423i,0.0021934+0.00061087i,0.0017584+0.00011887i,0.00072097+0.00025303i,-0.000371-0.00027594i,-0.0006045+0.00042232i,-0.00015039+0.00023548i,0.00055329-0.00079361i,-1.4595e-05-0.00014337i,-0.0010784-0.00022606i,-0.0011989-0.00052039i,-0.0012759-5.7285e-05i,-0.00068285+7.4438e-05i,-0.00016856+4.0423e-05i,0.00015809+7.9658e-05i,0.00053801-0.00032572i,0.00068059-0.00057509i,0.00025523+3.285e-06i,1.3867e-05-0.00022595i,0.0004261-0.00058161i
-0.00012854-0.00061861i,-0.00024865-0.00035452i,-0.0001082-0.00019445i,7.0338e-07-0.00033914i,-0.00019565-0.00015258i,-0.00066402+6.4757e-05i,-0.00040048-0.0001946i,-0.00013587-0.00025318i,0.00018846-0.00019115i,0.0011662-6.8486e-05i,0.0012659+0.00063561i,0.00034525+0.0010761i,-0.00043555+0.00062143i,-0.00069457+0.00015557i,-0.0003501+0.00023513i,0.00012754+0.00022162i,0.0003027-0.00023918i,-0.00032358+0.00030412i,-0.0012233+0.00052822i,-0.00099613-0.00017422i,-0.00063639-0.00075394i,-0.00030631-0.00083611i,0.00023199-0.0003259i
0.00070157-0.0011362i,0.0002534-0.00077708i,-5.5139e-07-0.00093803i,-0.00047425-0.0016712i,-0.00032706-0.00059705i,-0.00010225+0.00043389i,-0.00058403+0.00072653i,-0.00023511+0.00054463i,0.0003018+0.00015996i,0.00037689+0.00023374i,5.7034e-05+0.00052147i,-0.00011219-5.658e-05i,0.00040987-0.0007907i,0.00022803-0.0006769i,4.1067e-05-0.00012089i,0.00023611+0.00012509i,-0.00013888+0.00060522i,-0.00016587+0.0003537i,0.00010856+5.2692e-05i,0.00065076-0.00029015i,0.00060049-0.00035522i,-0.0004804-1.2343e-06i,-0.00064538+0.00020993i
-0.0006785+0.0018108i,0.00029371+0.0027699i,0.00047356+0.0032753i,7.0957e-05+0.0027827i,-0.00035385+0.0023902i,0.00011454+0.0017077i,0.0005646+0.00067897i,0.00055154+0.00037193i,0.00031949+7.7255e-05i,0.00015781+0.00038193i,0.00013287+0.0011241i,-0.00058624+0.0011828i,-0.000142+0.00052783i,0.00023944-0.000298i,-0.00079912-4.2933e-05i,-0.0006809+0.00098879i,-0.00021661+0.0012152i,-0.00010685+0.00064293i,0.00040313-0.00023136i,0.00048851-0.00046359i,-0.00036959-0.00021836i,-0.00039275-0.00045199i,-7.4795e-05-0.00074222i
-0.0006061+0.0013996i,-0.00078951-0.00028066i,0.00029664+1.2132e-05i,0.0011243+0.00053377i,0.0012038-0.00089917i,5.8497e-05-0.0010016i,-0.001108+0.0005531i,-0.0011592+0.00070091i,-0.00049745+0.00017746i,-0.00071859-0.00012508i,-0.0013192+0.00036189i,-0.0009006+0.00089544i,-0.0001303+0.00061666i,0.00026941+0.00014833i,-1.6807e-06+0.00015231i,-0.00057508-0.00028429i,-0.0010155-0.00041634i,-0.00096325-0.00019776i,-0.00060249+0.0003592i,-0.0007753+8.8033e-05i,-0.00054781-0.00096022i,0.00059019-0.00077806i,0.00049727+6.3081e-05i
0.0020102-1.891e-05i,0.0016039-0.00020707i,0.0011022-0.00012605i,0.0010659+0.00035956i,0.0011442+4.7413e-05i,0.00059285-0.00015609i,0.00029125-0.00022285i,4.1455e-05-0.00012025i,-1.4225e-05+0.00021559i,0.0004766-0.00015297i,0.0007475-0.00099186i,0.00071179-0.00060451i,-0.00044598-0.00055884i,-0.00066699-0.00071279i,0.00024664+0.00016705i,0.00084374+0.00056705i,0.00114+0.00039941i,0.0015636+0.00012925i,0.0015706-0.00020079i,7.0897e-05-0.00022279i,-0.00089437+6.9951e-05i,-0.00052432+0.00014279i,0.0001989-0.00032701i
0.00053583+0.0012969i,0.00027501+0.0009282i,0.0011035+0.00092463i,0.00086127+0.0012249i,0.0010599+0.0012891i,0.0008262+0.00071516i,-0.00025898+0.00021482i,-0.00037848-0.00062201i,-0.00019165-0.00078709i,-0.00029482-0.00049756i,-0.00035532-0.00074427i,9.7055e-05-0.0007061i,0.00033504-0.00023411i,0.00018599-0.00015465i,0.0001733-0.00061297i,0.00014872-0.00040031i,0.00041864-0.00017407i,0.00077323+0.00014547i,0.00014044+0.00025682i,-0.0003195+0.00013479i,-4.5072e-05+0.00030061i,-0.00025409+1.6263e-05i,-9.7199e-05-0.00026857i
-0.00066269-0.0018161i,-0.00042997-0.0020176i,-0.00097048-0.00043112i,-0.0011148+0.0007623i,-0.0010077+0.00085483i,-0.0001739+0.00122i,0.00039445+0.0014683i,-6.8097e-05+0.00095088i,-0.00026843+0.00056317i,0.00060832+7.253e-05i,0.0010371+5.0578e-05i,0.00033549+0.00059371i,0.00021062+0.00020626i,6.4015e-05-0.00067021i,-0.00052684-0.00043291i,-0.00077502-6.5955e-05i,-0.00028539+9.6834e-05i,-0.00031247+0.00067734i,-0.0008573+0.00085662i,-0.00064726+0.0001435i,-0.00015439+9.4777e-05i,-0.00013782+0.00038411i,-5.5129e-05-0.0003669i
0.00035532+0.00040183i,0.00073498+0.0016845i,0.0010832+0.0019036i,0.00081771+0.00091126i,0.00029381+0.00039316i,-7.498e-05+0.00022116i,-2.0449e-05+0.00036638i,-7.7212e-05+0.00050158i,4.0352e-05+0.00094305i,0.00055749+0.0013928i,0.00034944+0.00077629i,0.00038007-0.00048513i,0.00050153-0.0008673i,0.0004417-5.6427e-05i,0.00019345+0.00059614i,6.1456e-06-7.6386e-05i,-0.00063031-0.00034517i,-0.0011225-5.0495e-05i,-0.00063304+0.00017006i,-0.00057436+8.7063e-05i,-0.00051106+0.00013232i,0.00024231+0.00034996i,0.00057446+0.00015515i
-0.001211-0.0019922i,-0.0012737-0.0015343i,-0.0010943-0.0016829i,-0.0013755-0.00090765i,-0.0017424+0.00012942i,-0.00098005+0.00089495i,-0.00019673+0.00060963i,0.00036659+6.652e-05i,0.00064783+3.7143e-05i,0.00037279+0.00045574i,-0.00035601+0.00087118i,-0.00032155+0.00022475i,0.00083179-0.00044653i,0.00089833-0.0003025i,4.1249e-05-1.0218e-05i,-0.00050244+0.0002903i,-0.00030892-6.3243e-05i,-0.00013272-8.8703e-05i,-0.00072802+0.0002025i,-0.00049474-3.1324e-05i,0.00021483-0.00026937i,0.0010285-0.0004908i,0.0012347-1.6806e-05i
0.00050283-0.00032393i,-4.5014e-05-0.00013062i,0.00044415-0.00032064i,0.00047153-0.00042298i,0.00041007-0.00084234i,0.00065557-0.00057938i,0.00045958-0.00012827i,0.00028446+0.00034012i,-0.0001812+0.00055657i,-0.000263-0.00062712i,-0.00025266-0.0012143i,-0.00035529-0.00046545i,-0.00063787-0.00016945i,-0.00051533-5.6576e-05i,-0.00048435+0.00014375i,-0.00056297+0.00010707i,-0.00012821-1.4805e-05i,-0.0002817+0.00073095i,-0.00072898+0.00076135i,-0.0008341+0.00057895i,0.0001323+0.00054726i,0.00064646+9.0419e-05i,0.00037674+5.491e-05i
-0.00073126-0.00064296i,-0.00093685-0.00042611i,-0.00054092+0.00035028i,-0.00065417-8.2305e-05i,-0.0013032-0.00095359i,-0.0015833-0.0001078i,-0.0010482+0.0007257i,-0.0006198+0.00069522i,-0.00059283+0.00054546i,-0.00023602+0.00040245i,-0.00040158+0.00037956i,-0.00081311-6.0597e-05i,-0.00079397-0.00086984i,-0.00043903-0.001095i,8.0496e-05-0.0012028i,0.00028471-0.00093397i,3.209e-05-0.00036702i,0.00012495-0.0001427i,0.0004632+0.0005569i,0.00021447+0.00086939i,0.00013675+0.00026917i,-0.00017247-3.769e-05i,-0.00017615+9.6483e-05i
-0.0018482-0.0015802i,-0.0017766-0.0014812i,-0.0014523-0.00048055i,-0.0011163+0.00026485i,-0.00066796+0.00087058i,-0.00046847+0.00086997i,0.00039113-2.8455e-05i,0.000503-0.00040147i,-4.5463e-05-0.0006139i,0.00041044-0.00096015i,0.0009226-0.00076178i,0.0010634-0.00013989i,0.00064418-4.7371e-05i,-0.00017584+0.00022587i,-0.00063845+0.00056939i,-0.00026704-0.00060307i,8.074e-05-0.00085833i,0.00014218+0.00012271i,3.7763e-05+0.0007316i,-0.00047502+0.00044978i,-0.00049074-0.00073757i,-0.00060541-0.0011212i,-0.00037665-0.0010138i
-0.00015034-0.00073909i,0.00057076-9.2303e-06i,0.0017497+0.00064282i,0.0016422+0.00032256i,0.0013204+0.00020998i,0.0013012+0.00098574i,0.00095609+0.00083251i,0.00030849-0.00032543i,-2.443e-05-0.0010723i,0.00034196-0.00098419i,0.00038495-0.00026895i,-6.5962e-05+0.00021245i,-0.00027073+0.00033487i,-0.00012867+0.00065005i,0.00056637+0.00022834i,0.0012413+3.3397e-05i,0.00066426-0.00022796i,0.00016041-3.1102e-05i,-0.0001086-6.784e-07i,-0.00047716+0.00018919i,-0.00014691+0.00045641i,-0.00033312-0.00035458i,-0.0006243-0.00066564i
0.0003271+0.00011819i,-0.0011649+0.00092i,-0.0017706+0.00017276i,-0.0013614-0.00021961i,-0.0018751-0.00012872i,-0.0016006+0.00019524i,-0.0010911+0.0011524i,-0.001134+0.0011129i,-0.00035186-1.6879e-05i,0.00014122-0.0010143i,6.8898e-05-0.00048707i,0.00012557+0.0002317i,-5.6579e-05-0.00027857i,-0.00041011-0.00012231i,-0.00048172-0.00045702i,3.8958e-05-0.00094747i,0.00017222-0.00032729i,-0.00038313-5.216e-05i,-0.00025175+0.00030456i,0.00011496-6.2845e-05i,0.00096703-0.00058994i,0.00094698+8.6583e-05i,0.0003151+0.00071775i
0.0022328+0.002176i,0.0015106+0.0017887i,0.0019603+0.00086391i,0.0018771+0.0001657i,0.00076475+3.1221e-05i,-0.00058691+0.00062919i,-0.0010185+0.00040959i,-0.00073318+0.00037519i,7.7053e-05+0.00068951i,0.0014985+0.00086269i,0.0016128+0.00090035i,0.00050354+0.00060167i,-0.00088569+0.00037479i,-0.00166+0.0003708i,-0.0017639+0.00071825i,-0.0015431+0.0010834i,-0.0010133+0.0011295i,-0.00098123+0.0012839i,-0.0011568+0.0010436i,-0.00045419+0.00054761i,-3.3153e-05+0.00055899i,0.0001864-2.8361e-05i,7.7e-05-0.00046113i
7.7888e-05-0.00038666i,-0.00036296-0.00061287i,0.00017355-0.00050984i,0.00073333-0.00052386i,0.00070523+0.00012147i,0.00089915-9.9648e-05i,0.00087998-0.00076081i,0.00048377-0.00039931i,-9.3047e-05-0.00046457i,-0.00080363-0.00065465i,-0.00084555-0.00049702i,-0.000858-0.00038144i,-0.001479-0.00028472i,-0.00097314-0.00044398i,0.00012278-0.00014905i,1.4192e-05+1.1525e-05i,-0.00020618-0.00021274i,-0.00026116-0.00037659i,-0.00070671-0.00051912i,-0.0007705+4.6337e-05i,-0.00037983+6.8794e-05i,-0.00044953-0.00083416i,-0.00095261-0.00063416i
-0.00053921-0.0002918i,-0.0010313-0.00027081i,-0.00096134+8.3282e-05i,-0.0015454+0.0006348i,-0.0015296+0.0014495i,-0.00091269+0.0013229i,0.00022853+0.0005218i,0.00068765+0.0002729i,0.00058031-0.0001063i,0.00042978+1.4613e-05i,0.00027004-8.5104e-05i,-0.00013524-0.00084317i,-0.00019156-0.0012068i,0.00024275-0.00098555i,-0.00021384-0.00048378i,-0.00070814-0.00044284i,-0.00093449-0.0001556i,-0.0010051+0.00015707i,-0.0010408+1.7431e-05i,-0.00042985-6.3565e-05i,0.00055238-0.00027497i,0.00040671-0.00022611i,2.6538e-05-0.00047268i
0.0028358+0.0018199i,0.0020166+0.0012812i,0.0022554-0.00073708i,0.0023787-0.0022173i,0.0016043-0.0022382i,5.0773e-05-0.0013339i,-0.00041867-6.3629e-05i,0.0003879+0.00040679i,0.00090441-0.00025213i,0.00069136-0.001109i,0.0005451-0.0012415i,0.00011233-0.00020947i,-0.00048011+2.2391e-05i,-0.0010217+3.0981e-05i,-0.00088384+0.00059554i,-0.00065121+0.00030886i,-0.00086435+0.00012817i,-0.00083934+0.00020761i,-0.00015838+0.000201i,0.00014426+0.00051729i,-5.0552e-05+0.00051735i,-0.00034018+0.00045946i,2.8889e-05+0.0004967i
