-0.00026694-0.0011661i,-0.00035608-0.0025235i,-0.00093177-0.002521i,-0.0014559-0.00092434i,-0.0013389+0.00071032i,-0.0019846+0.0023056i,-0.0020887+0.0024255i,-0.00075366+0.0017006i,0.0008085+0.0010658i,0.0012788+0.00036555i,0.00012631-0.00039529i,-0.00013389-0.0011924i,0.00079977-0.0010919i,0.00088703-0.00042145i,0.00075883-0.00022183i,0.00083114+0.00012273i,0.00038257+0.00045432i,0.0008959+0.00044485i,0.0012423+0.00014023i,0.00038711-0.00040868i,0.00011228-0.00072932i,-0.000647-0.00077926i,-0.00065503-0.00061015i
0.00046666+0.00050553i,-0.00093568-0.00016067i,-0.00038702+0.00052021i,-0.0004268+0.0010968i,-0.00068518+0.00075016i,-0.00024127+0.00053855i,0.000182+0.00029263i,0.0002129-0.00011672i,-0.00027894-8.6397e-05i,-0.00074421-0.00014311i,-0.00063649+0.00015123i,-0.00021084+0.00061486i,-6.3442e-06+0.00032608i,0.00037475+0.00044762i,-0.00021072+0.0010001i,-0.00089897+0.0008418i,-0.00049991+5.8824e-05i,-0.00031552-2.5029e-05i,-0.00012781+0.0005058i,-0.00057935+0.00087777i,-0.00044735+0.0013942i,0.00019869+0.0006904i,-7.445e-05+0.00012215i
-0.0011777+0.00087618i,-3.8824e-05+0.0016891i,0.0011171+0.0026096i,0.0012751+0.0024605i,0.0012738+0.0019165i,0.0012505+0.00059182i,0.00092513+1.1007e-05i,0.00022073+7.97e-05i,3.4974e-05+5.7921e-05i,3.3458e-05+0.00017303i,-0.00019202+0.00046293i,-0.00029583+0.00049694i,-7.2881e-05-0.00030785i,-0.00031104-0.00076889i,-0.00054624-0.00068407i,-2.3941e-05+4.7738e-05i,-0.0002625+0.00038959i,-0.001039-0.00036066i,-0.00072943-0.00038973i,9.4944e-05+0.00025872i,0.00018547-0.00015647i,0.00037952-0.00061502i,0.0002267-0.00020809i
0.00076408-0.00065222i,0.00027712-0.00075048i,-0.00065117-0.0002496i,-0.0012713+0.0015124i,-0.00072448+0.0018716i,-0.00018263+0.0010953i,2.8311e-05+0.00010724i,0.00023938-0.00041165i,-1.983e-06+1.97e-05i,1.7203e-05+2.659e-05i,0.00015338+0.00026685i,-0.00055792+0.00012186i,-0.00072874+0.00017967i,-0.00058188+0.00067501i,-0.00033793+0.00015615i,0.00047699-0.00027871i,0.00064082-0.00016179i,-6.6211e-05-0.0001239i,-0.00062305+0.00068858i,-0.0008361+0.00082572i,-0.00032899+0.00046815i,-0.00082837+0.00017773i,-0.0008274-5.5536e-05i
0.0005324-0.00057556i,0.0002708-0.00017916i,-0.00052229+0.001115i,-0.00030132+0.0021605i,-4.6372e-07+0.0031863i,0.00028106+0.0031955i,0.00056928+0.0018122i,0.00053597+6.2958e-05i,-0.00034667-0.00059304i,-0.0010023-0.00012946i,-0.00029427+0.00067411i,-0.00012608+0.00101i,-0.00028769+0.00045918i,-0.00031096-0.00020421i,-0.00058665-0.00010781i,-0.00063079+0.00055402i,0.00025298+0.00023094i,0.00029289-0.00035643i,-0.00048248-0.00095513i,-0.00040455-0.00093877i,-0.00016883-0.0002074i,0.00012006-0.00025084i,3.4749e-05-0.00036335i
0.0001337-0.00076646i,0.00041871-0.00070097i,0.00045815-0.0014983i,-0.0006719-0.00044745i,-0.0014736+0.00087081i,-0.0010434+0.0013345i,7.6146e-05+0.001539i,0.00079363+0.00053585i,0.00084493-0.00054271i,0.00028613-0.00021327i,-0.00082925+7.8521e-06i,-0.00084702-0.0003575i,-0.00025561-0.0004379i,0.00029079+0.00043766i,0.00016131+0.0013965i,-0.00017644+0.0011083i,8.694e-05+0.0001768i,0.00040993-0.00020061i,-0.00017822+0.00017531i,-0.00057261+0.00034478i,3.9145e-06-0.00013255i,0.00055283-0.00029856i,0.00011714+0.00043765i
-0.0021953-0.0017342i,-0.0027788-0.0011213i,-0.0020293-0.0011792i,-0.001125-0.00014488i,-0.0011276+0.0016692i,-0.00033719+0.0017891i,-5.6171e-05+0.0005596i,-0.00046301-0.00038291i,-0.00031337-0.00023449i,0.00049691+0.00038823i,0.00060322+0.00011064i,0.00025749-0.00035663i,0.00041421-0.00064959i,0.00050109-0.00094742i,-0.00013833-0.00084071i,-0.00074086-0.0015736i,-0.00054583-0.0015229i,8.469e-05+5.5363e-06i,0.00040104+1.6478e-05i,0.00061836+0.00011772i,8.4519e-05+0.0005689i,0.00016199+0.00019551i,0.00044028+0.00019301i
0.0020482-0.00038224i,0.0015777-0.00059454i,0.00096404-0.0010767i,0.00025375-0.00058544i,-3.6627e-06+0.00023673i,0.00014028+0.001457i,1.7474e-05+0.0025814i,0.00029159+0.0015968i,0.00068148+0.00019905i,-0.00010003-0.0008987i,-0.00088365-0.00084858i,-0.0011598+0.00021243i,-0.00089856+0.00086632i,-0.00044716+0.00022066i,-0.00019836+3.9888e-05i,-0.00019858-0.00022821i,-0.00020603-0.0011485i,-0.0003226-0.0006578i,0.00016913+0.00026072i,0.00013717+0.00064531i,-7.2592e-05+2.7537e-05i,0.00025084-0.00041516i,0.00094676+8.185e-05i
0.0019328-6.1142e-05i,0.0028568-0.00095835i,0.0034667-0.0020322i,0.0015611-0.0016565i,-0.00043622-0.0001754i,-0.00070452+0.0002026i,-0.00035974+0.00049018i,-2.4565e-05+0.00050721i,-0.00045169-0.00014454i,-0.00065804-5.024e-05i,-4.1272e-05-0.00017562i,0.00028526-0.0006249i,9.2353e-05-0.00059503i,0.00027616-0.00016893i,0.00023437+0.00038986i,-0.00025213+0.00029341i,-0.00040923-0.00015828i,-0.00081276-0.00069168i,-0.00035837-0.00081722i,-2.2937e-05-0.00018016i,0.00046809+0.00023139i,0.00079085+0.00021628i,0.00018305+0.00053469i
-0.0013662+0.00013722i,-0.0019817+0.00074414i,-0.0010616+0.0010307i,-0.0007804+0.001004i,-0.00048302+0.001168i,7.6237e-05+0.0015111i,0.00068585+0.0010705i,0.0006689+0.00048169i,-0.00014696+0.00039058i,-0.00055687+0.00030257i,-0.00051846-0.00030191i,-0.00053263-0.00060745i,-5.112e-06-0.00076431i,0.00021156-0.0011427i,-9.6471e-05-0.00044344i,-0.00077339-0.000353i,-0.0011473-0.00039558i,-7.4647e-05-0.00041011i,0.00087983-0.00035911i,-0.00024614-0.0001809i,-0.00068501+3.0381e-05i,-7.8113e-05+0.0012195i,-0.00063508+0.0011254i
-0.0013348-0.00033433i,-0.0018447-0.00031236i,-0.0012724+0.0016747i,-0.00077989+0.0025288i,0.00049235+0.0023523i,0.0011954+0.0016013i,0.00091431+0.0003936i,0.00096269+0.00012162i,0.00072782-6.6489e-05i,0.00028046-0.00012192i,0.00062589-1.2642e-05i,0.00077101+0.00048508i,0.00055931+0.00023804i,0.00021072-0.00016565i,4.6211e-05-0.00058807i,-0.00046093-0.0010995i,-0.0012089-0.00062849i,-0.00062328+9.3016e-05i,0.00011485+0.00063343i,0.00054136+0.00074935i,0.00049441+0.00057152i,-0.00011461-0.00027946i,-0.0010705-0.0010266i
0.0029875-0.0001908i,0.0034297+7.1766e-06i,0.0026711-0.00069688i,0.0014079-0.0011701i,0.00016719-0.00059935i,-0.0013325+0.0010527i,-0.0015369+0.0014425i,-0.00070729+2.4087e-05i,-0.0005537-0.0013926i,-0.00085097-0.00081854i,-0.0007513+0.00046549i,-0.00021434+0.00096858i,1.8874e-05+0.0009243i,-0.00020035+0.00081315i,-7.1297e-05+0.00070958i,0.00066251+0.00050425i,0.00067777-8.7892e-05i,-0.00010583-0.00048362i,-0.00012425-0.00067365i,0.00027672-0.00096021i,0.00020338-0.00088951i,0.00029689-0.00037482i,0.00034126+0.00024828i
-0.00090294+0.00042554i,-0.0011798+0.00023148i,-0.00039167-0.00026913i,-0.00096425+0.0011926i,-0.0016146+0.0023578i,-0.0014781+0.0023945i,-0.00045779+0.00083379i,0.00011862-0.0003476i,-0.0003717-0.00030858i,-0.00088954-6.821e-05i,-0.0012862+0.00017491i,-0.00031272+6.6094e-05i,0.00026713-0.00027123i,9.7104e-05-0.00039336i,0.00045684+0.00014339i,0.0007389+0.00029787i,0.00079671+4.9104e-05i,0.00051345-1.2762e-05i,0.00012767+0.00056388i,0.00015793+0.0011314i,0.00073618+0.00079569i,0.00053846+0.00052434i,6.6947e-05+0.00077518i
-0.0024078+0.0011415i,-0.0030064+0.0013799i,-0.0025005+0.002429i,-4.8395e-05+0.00286i,0.0023266+0.0025041i,0.0020742+0.0016519i,0.00074566+0.00038514i,0.00019991-0.00028105i,6.5022e-05-9.8086e-05i,-0.00014226+0.00018138i,-0.00028909-2.9644e-05i,0.00035554-0.00036236i,0.001025-0.00058825i,0.00083683-0.00018211i,6.7366e-05+0.00021329i,-0.00068388+0.00029241i,-0.00064929+0.00064141i,6.93e-05+0.00046669i,1.0749e-05-0.00028098i,-0.00018485-0.00034885i,-0.00040063-0.00022833i,-0.00093965-0.0007033i,-0.00089792-0.00055609i
-0.00037079-0.0020909i,-6.4957e-05-0.0022501i,-0.00017017-0.0010355i,0.00062915+0.00081792i,0.0010751+0.0015811i,0.0010735+0.00086201i,0.0011349-1.0584e-05i,0.0012361-0.00044131i,0.0007098-0.00039778i,-0.00033008+0.00021489i,-0.00055575+0.00063055i,-0.00024812+0.00067741i,-0.00014463-0.00018585i,-0.00038301-0.00068897i,-0.0004526-0.00060041i,-0.00045812-0.00036193i,-0.00029648-0.00041846i,0.00022387+3.05e-05i,0.0002968+0.00029405i,-0.00023337+0.00028837i,-0.00068913+6.0139e-05i,-0.00055912-0.00014516i,-0.00042668-2.5479e-05i
-0.0021946+0.00028921i,-0.0021869+0.0013705i,-0.0019901+0.0024293i,-0.0002469+0.0020618i,0.0014687+0.001603i,0.001398+0.0011376i,0.00056306+0.00048219i,6.2353e-06+0.00071278i,-0.00064145+0.00042842i,-0.0012475-0.00019329i,-0.00087425-0.00043377i,-0.00012404-0.00026698i,0.00051975+2.9549e-05i,0.00029687+0.00026902i,-6.2738e-05-4.1856e-05i,-0.00060102-0.00026703i,-0.0012674+0.00025722i,-0.0011583+0.00036607i,-0.0013254+0.00026237i,-0.0014056+0.00032116i,-0.00098272-0.00047017i,-0.00039455-0.00057915i,4.9719e-05+0.0001676i
0.0006766+0.0022457i,0.00093699+0.0025757i,0.0012053+0.0026179i,0.00087621+0.0024331i,0.00020007+0.0026632i,-0.00043605+0.0017813i,-0.00072193+0.00072628i,-0.00029628+0.0003272i,-0.00031353-0.00019158i,-0.00082352-0.00082524i,-0.000513-0.00090997i,-0.00056069-0.00045949i,-0.00049612-0.0008093i,-0.00042347-0.00076896i,-0.00079579-1.8443e-05i,-0.00089739+0.0005804i,-0.00091372+0.00024505i,-0.0011913-0.00095496i,-0.0014344-0.00098781i,-0.0015176-5.5557e-05i,-0.00098691+0.00053904i,-0.00031091+0.0010322i,-5.6568e-05+0.0009071i
-0.0019472+0.0022756i,-0.0015227+0.0019766i,0.0015152+0.0031857i,0.003378+0.0029896i,0.0032163+0.0011066i,0.0017578+0.00010975i,0.00039562-1.3692e-05i,0.00026126-0.00031858i,0.00084778-0.00028136i,0.0012033+0.00031099i,0.00029851+0.00028653i,0.00014914-0.00044609i,0.00055086-0.00092926i,-5.8678e-05-0.00062057i,-0.00052871+0.00026699i,-0.00031915+0.00028919i,0.00058003-3.0889e-05i,0.00057869+0.0001807i,2.7214e-05+7.0528e-05i,-0.00047505+0.00010757i,-0.00033102-0.00023769i,0.00022332-0.00092797i,0.00030668-0.00075237i
0.00019507+0.00027672i,-4.7744e-05-0.00051469i,6.1765e-05-0.00050499i,0.00053926+0.00026149i,0.00013331+0.001538i,0.0002316+0.0016715i,0.00083573+0.00088339i,0.00056821+0.00011107i,0.00016704-0.00018438i,0.00041513-0.00024977i,0.00030038+3.582e-05i,0.00044131+0.00064878i,0.00081148+0.00074517i,0.00046221+4.0112e-05i,-0.00026852-0.00029891i,-0.00031013-0.00028319i,-0.00056958-3.836e-05i,-0.00053365+0.00059863i,-6.6066e-05+0.00047869i,0.00038005-0.0004358i,-7.2896e-05-0.00040688i,-0.00079427+0.00044465i,-0.0009177+0.00036306i
-0.0011176+0.000457i,-0.001404+0.00035812i,-0.0015875+0.0016569i,-0.0012991+0.003146i,-0.0003439+0.0031084i,-0.00034877+0.0024014i,-0.00022441+0.001278i,0.00044275+0.0001147i,-4.2605e-05-0.00041256i,-0.00024245-0.00010991i,-1.8363e-05+0.00060523i,4.7933e-05+0.00048138i,-9.2732e-05+4.2929e-05i,-5.5607e-05-4.4171e-05i,-0.0003703+0.00082515i,-0.00055696+0.0012139i,-0.00025632+0.00050268i,-0.00013039-2.123e-05i,-0.00043539-0.00024824i,-0.00090035-0.00015021i,-0.000863-0.00035334i,-0.00054939-0.00023019i,-0.00027866+4.3524e-05i
-0.0004224-1.7028e-05i,0.00061764+0.00044053i,0.0011039+0.0010409i,0.00079595+5.6758e-05i,0.00032706+0.00034296i,6.3997e-05+0.0010066i,0.00065852+0.00035186i,0.00030101+0.00032191i,-0.00035908+0.00086383i,-0.00028431+0.00054048i,5.4633e-05-8.5287e-06i,5.442e-05+0.00029313i,0.00021472+0.00082455i,-4.4502e-05+0.00077231i,-0.00019136+0.00073242i,0.00027197+0.00035352i,-2.4334e-05+0.00019745i,-0.00078573+6.438e-06i,-0.00048031-0.00031004i,0.00024039+1.442e-05i,0.00019127+0.00013064i,-0.00058486+0.00025594i,-0.00047464+0.00037328i
-0.0012823-0.0012683i,-0.0022928-0.00084985i,-0.0027184+0.00013969i,-0.0013186+0.0012843i,0.00015027+0.002694i,0.00027291+0.0026467i,-0.00028506+0.00082015i,-0.0010252-0.00033452i,-0.0010262-0.00059163i,-0.00021994-0.00048932i,0.00059091+1.4626e-05i,0.00073867-1.7061e-05i,0.00034352+0.00021478i,0.00021202+0.00040168i,0.00054338+0.00047648i,0.00070186+0.00091069i,0.00088916+0.00015925i,0.00087529-0.00097981i,0.00087931-0.00093367i,0.00088432-0.00068909i,0.00034394-8.1247e-05i,8.6325e-05-0.00012978i,-0.00026071-0.00077322i
-0.0010266+7.9244e-05i,-0.00047283+0.00091031i,-0.00062432+0.0024229i,-0.00095536+0.0028377i,-0.00030267+0.0026107i,0.00044+0.001799i,8.7823e-05+0.0010165i,4.8024e-05+0.00042867i,-0.00051332-0.00021606i,-0.0011603-0.00065348i,-0.0005691-0.00069668i,0.00013596-0.00054589i,0.00019578-0.00065952i,-0.0002505-0.00069293i,0.0001792-0.00047305i,0.00026691+0.0005292i,-0.00040228+0.0012374i,6.6608e-06+0.00134i,0.001493+0.00096051i,0.0015528+8.7441e-05i,0.00046707+6.3497e-05i,-0.00017408+0.00055862i,-0.00028147+0.00071787i
-0.00013535+1.1899e-05i,-0.00055755-0.0008292i,-0.00049043-0.00028376i,0.00056777+0.0011988i,0.0010566+0.0021905i,0.00048137+0.0012536i,0.0006197+0.0002574i,0.00065175+0.0003508i,0.00044166+0.0001057i,0.00086017-0.00017051i,0.0015654+0.00059191i,0.0011517+0.00036999i,0.00010193-0.00041827i,-0.00013274-0.00034563i,-3.6837e-05-0.00040156i,-0.00029995-0.00063186i,-0.00063534-0.00036672i,-0.00063026+0.00022332i,-0.00050669+0.00015474i,-0.00095591-0.00061523i,-0.00016377-0.00091096i,0.00047943-0.00026648i,-6.0556e-05-0.00028947i
5.465e-06-0.0018898i,-0.00040182-0.00068265i,-0.0017232-5.6407e-05i,-0.0014247+0.001743i,-0.00052364+0.0033639i,2.1753e-05+0.0021082i,0.00041401+0.00091334i,-0.00040896-3.8545e-05i,-0.00094764-0.00079351i,-0.00034661-0.00018509i,-0.00069952+0.0001448i,-0.0007574+0.00018526i,-0.00021316+0.00030059i,5.6011e-05+0.00048019i,-2.3003e-05-8.97e-05i,-0.000345-0.00035555i,-0.00015563-0.00022145i,0.00013843+9.863e-05i,0.00035382+0.00025255i,0.00070225+0.00026309i,0.00041429+0.00089061i,-0.00014796+0.00051795i,-0.00060995-0.00016379i
0.002169-0.00088365i,0.0013998-0.00065315i,-0.00021884-0.00042187i,-0.0004496+0.00068192i,-0.00010061+0.0020095i,0.00033828+0.0017864i,0.00056702+0.0008052i,0.00060843+0.00011269i,0.00081112+0.00025902i,0.00040053+0.0011751i,-0.00014254+0.0010787i,-0.00022379+0.00036029i,-4.833e-05+1.7331e-05i,-9.5242e-05-0.00046199i,-0.00027437-0.00034124i,-0.00042789+0.00049081i,-0.00041731+0.00032266i,7.4821e-05+0.00015545i,0.00022769+0.00085975i,-0.00031929+0.00070426i,-0.0010128+0.00054341i,-0.00045319+0.00045528i,-0.00038365-8.7118e-05i
-0.001452+0.00071965i,-0.00081436+0.0013676i,-0.0010637+0.0015631i,-0.00017369+0.0018975i,0.0013703+0.0014678i,0.0014821+0.00078529i,0.00099917+0.00067317i,0.0010427+0.00047801i,0.0010069-0.00023104i,0.00039087-7.8971e-05i,0.00020408+0.00028043i,0.00027023+0.00017147i,0.00043069-0.00045502i,0.00025131-0.00072616i,0.00026654-0.00028317i,0.00070107+2.214e-05i,0.00059485-0.00010773i,0.00020515+6.4437e-05i,-5.9433e-05+0.00043425i,-5.3439e-05+0.00051932i,0.00017665+0.00053922i,0.00028523+0.00051638i,6.645e-05+0.00012i
0.001296-0.00019055i,0.00056835-0.00072557i,0.00017694-0.0027671i,-7.6562e-05-0.0028095i,-0.0013252-0.00077995i,-0.0014407+0.00089278i,-0.00088328+0.0010006i,-0.00052937+0.00086812i,-0.0004164+0.00085482i,-0.00030873+8.0625e-05i,-0.00027641-0.00054347i,-0.00010326-0.00010199i,0.00010392+0.00043583i,-0.0001932+0.0014342i,-0.00044988+0.0016547i,-0.00072381+0.00071203i,-0.001059+0.00024167i,-0.00052122-8.0595e-05i,0.00040046-0.00059364i,0.00094708-0.00092751i,0.0011662-5.4246e-05i,0.00082454-5.7344e-05i,0.00055516-0.0002322i
-0.0013964-0.002348i,-0.0021612-0.0027954i,-0.0024498-0.0012483i,-0.0014536+0.00031977i,-8.6308e-05+0.0010758i,0.00025487+0.0013061i,0.00011181+0.00097132i,-0.00057885+0.0008651i,-0.00090009+0.0006936i,-0.00016876-6.5123e-05i,1.2077e-05-7.2692e-05i,-0.00022707+0.00044932i,-0.00026115+0.00039139i,0.00020218-0.0006235i,0.00066025-0.00092316i,0.00029529-0.0003704i,0.00050055+8.7588e-05i,0.00093889-2.611e-05i,0.00087277-0.00012464i,0.00053241+0.00015176i,0.00037161+0.0001593i,0.0003243-0.00031011i,-0.00021832+0.00014115i
0.0029268+0.0023275i,0.0030002+0.0027962i,0.0028437+0.0014975i,0.0018331+0.0013541i,0.0011112+0.0018931i,0.00062675+0.0016641i,0.00060117+0.00099789i,0.00043104+9.9864e-05i,0.00012543-0.0005002i,0.00038782-0.00048468i,0.00080492-0.00030832i,0.00090335-0.00055451i,0.00027166-0.00035217i,0.00017715+0.00025908i,0.00010965+0.0014191i,3.5953e-05+0.0011633i,-0.00017121+0.00012199i,-0.00030799-0.00018921i,-8.1694e-06+0.00058376i,0.00020734+0.00075941i,-0.00029203-2.0324e-05i,-0.00025546-0.00014686i,1.5439e-05-3.4789e-05i
-0.00063375-0.0016216i,-0.001859-0.0009131i,-0.00066963-0.0018374i,0.00053825-0.00089005i,0.00037349+0.0010522i,0.00032725+0.0018441i,-0.00011157+0.0010939i,-0.00061329+5.3005e-05i,-0.00027344-0.00062201i,0.00037503-0.00080717i,0.00065276-7.6754e-05i,-3.3649e-05+4.5265e-05i,-0.0012571-0.00032433i,-0.0010286+0.00020494i,0.00015045+0.00076176i,5.199e-05+0.00029747i,-0.0005286-0.00044179i,0.00015385-0.00051177i,0.00091441-0.00034774i,0.00015431-0.00031109i,0.0002117-0.00066842i,0.0011522-0.00075464i,0.00066171-5.5454e-05i
0.0011821-0.00071622i,-0.00058493+2.6665e-05i,-0.0019627-3.4638e-06i,-0.0015473+3.9043e-05i,-0.001055+0.0011963i,-0.00041079+0.0017066i,0.00027131+0.0014895i,-0.00017376+0.00078249i,-0.00033067+7.9445e-05i,-0.00044787+4.8009e-05i,-0.00057316+0.0004565i,-0.00016429+0.00061545i,-6.1722e-05-0.0002734i,-0.00026063-0.00069934i,-0.00039593-0.0003545i,-8.3886e-05-0.00034936i,0.00039886-0.00027094i,0.00034942-0.00027008i,0.00026793-0.00024845i,0.00064643-7.8185e-05i,0.00041746+0.00033073i,0.00040021-0.00032518i,0.00046709-0.00066029i
0.00046427-0.0014793i,0.00051182-0.0010163i,0.001306-0.00019929i,0.00079401+0.0016199i,0.00026171+0.0034001i,0.00072341+0.0027048i,0.0003561+0.0011164i,-0.00052297-0.00054837i,-0.00022427-0.00083886i,1.413e-05+0.00060819i,0.00022894+0.0012028i,0.00065404+0.00012289i,-0.00041339-0.00030659i,-0.0011074-0.00012132i,-0.00028223-0.00042045i,5.792e-05-0.00017932i,-0.00028016+0.00027885i,-0.00054213-4.1517e-05i,-0.00064479-0.00041856i,7.8511e-05-0.00067771i,0.00076197-0.00015465i,0.00085146+0.00048096i,0.00051232+0.00015101i
-0.0011861-0.00045433i,-0.00066094+0.00072404i,-0.00036264+0.0013138i,-0.00034094+0.0015572i,0.00040563+0.0011119i,0.00096876+0.00018815i,0.00033344+1.0682e-05i,0.00035913-0.00036083i,0.00147-0.0011143i,0.001435-0.00076331i,0.00070174+0.0001623i,0.0003587+6.8899e-05i,-0.00021922-2.2334e-05i,-0.00044826-2.8447e-05i,-3.2694e-05-0.00021726i,0.00033097-0.00026724i,0.00051394-0.00069157i,-9.6826e-05-0.00028262i,-0.00045372-0.00016167i,-0.00018474-0.00039622i,-0.00068679-0.00028649i,-0.00063055-0.00016909i,0.00014018-0.00040031i
-0.0017509+0.00038483i,-0.0028718+0.00049848i,-0.002562+0.0014059i,-0.0015201+0.0021587i,-0.00059902+0.0023813i,-0.00044543+0.0019842i,-0.00074998+0.0012434i,-0.0003114+0.00093259i,-4.3493e-05+0.00019984i,9.3813e-05-0.00070955i,0.00033084-0.0010046i,-0.00012209-0.0015015i,-7.9968e-05-0.00076143i,-0.000576+0.0008543i,-0.00075528+0.00090537i,0.000585+5.9863e-05i,0.00080119-9.1622e-05i,-4.7693e-05-0.00030129i,9.6526e-05-3.1076e-05i,0.00019082+0.0007334i,0.00013614+0.00041581i,-0.00044804-0.00018441i,-0.00073051-3.5567e-05i
-0.00085315-0.0011136i,-7.9406e-05-0.00098523i,0.00082605-0.001181i,0.0014111-0.00052443i,0.0012299+0.00030059i,0.00090619+0.00039926i,0.00095534+0.00062839i,0.00082618-5.9139e-05i,0.00022952-0.00060653i,-0.00014467+0.00020847i,-0.00031578+0.00050265i,-0.00028111+0.0002081i,-0.00011823-0.00046367i,0.00036643-0.00077163i,0.00041493+0.00021287i,-0.001009+0.0012145i,-0.0010441+0.00017614i,-0.00035381-0.00064331i,0.00021378+0.0008469i,0.00015162+0.0016688i,-0.00052489+0.0004282i,-0.00046648-0.00053389i,-0.00030831-0.00021005i
0.00022041-0.0003929i,0.0011354-0.00072044i,0.00071335+0.00021643i,0.00034466+0.0021948i,0.0010905+0.0029608i,0.0013066+0.0016213i,0.0005096+0.00022501i,-9.307e-05-0.00045944i,0.00019423-7.3976e-05i,0.00049168-1.9462e-05i,0.00059956-0.00059009i,0.00027024-0.00079487i,0.00026392-0.00087529i,-0.00022123-6.0573e-05i,-0.00064983+0.00099399i,-2.8756e-05+0.0011049i,3.0466e-05+0.0011604i,0.00023319+0.00067371i,-7.3736e-06+6.8113e-05i,-0.00011988-0.00040626i,0.00054115-0.00074218i,0.00084626-9.7951e-05i,0.00038446+0.00041753i
0.00072654+0.00058045i,0.00017514+0.0016618i,0.00057377+0.0015833i,0.00023767+0.00096748i,-0.0010971+0.0010317i,-0.0017934+0.0011522i,-0.0014811+0.00017119i,-0.00094129-0.00063837i,-0.00049117-0.00036244i,-0.00086977+0.00011735i,-0.0010806-0.00046693i,-0.00014562-0.0014766i,0.00064433-0.00069765i,0.0010008+0.00071691i,0.00082486+0.0005119i,9.1132e-05-0.00030948i,2.4546e-05-0.00062272i,0.00024817-0.00018073i,0.00030029+3.1374e-05i,0.00022706-0.00024128i,0.00018557+0.00015183i,-0.00033539+0.00046408i,-0.00098831-7.2602e-05i
-0.002014-0.0020124i,-0.0026626-0.00208i,-0.0031466+0.0004841i,-0.002106+0.0035906i,-0.00044166+0.0044209i,0.00039627+0.0038738i,0.00040801+0.0027174i,0.00024256+0.00066228i,-9.7895e-05-0.00018397i,0.00048822+0.00081539i,0.0010655+0.0013699i,0.0011099+0.00039454i,0.00087082-0.00039826i,0.00010474+1.4055e-05i,-0.00051098+0.00019319i,-0.00021166+0.0001862i,2.3437e-05+0.00034478i,-0.0002765+0.00021973i,-0.00041876-6.9575e-05i,0.00042135-0.00030167i,0.00067975+0.00035467i,-0.00022809+0.00023668i,-0.00034045-0.00048357i
0.0023094-2.892e-05i,0.0027522-0.00053003i,0.0018928-0.0013244i,0.0011689-0.0012014i,0.00051786+0.00020821i,0.00031468+0.0011463i,0.0002621+0.00060367i,-4.3134e-05-0.00035338i,-9.9572e-05-0.00045994i,-0.00029605-0.0005904i,-0.0002661-0.0008172i,1.4354e-05-3.7169e-05i,-0.00034292+0.0010122i,-0.00011694+0.0010233i,0.00050068+3.6877e-05i,0.00026481-0.00044536i,-0.00047037-0.00045873i,5.922e-05-0.00022855i,0.00043196+9.1901e-05i,-0.00023812+0.00020774i,-0.00073034-0.00021009i,-0.00012562-0.00088237i,0.00062232-0.00082429i
0.00032073+5.1311e-05i,-5.2197e-05+0.0010459i,-0.00076822+0.0014139i,-0.00116+0.0011902i,-0.00030963+0.0014478i,0.00010863+0.0019686i,-2.0488e-05+0.0011312i,-0.00030097+0.00019919i,-0.00010157-9.9983e-05i,-0.0001752+8.2398e-05i,-0.00026836+0.00058982i,-7.9413e-05+0.00014406i,-0.00014714+0.00041726i,-0.00040034+0.0011116i,-0.00049787+0.00060126i,-0.00025227+0.00010547i,-0.00011049-8.3424e-05i,-0.0005081+6.4036e-05i,-0.0010586+0.00021631i,-0.00051877+0.00013365i,0.00055987+0.00033762i,0.00015233+0.00016108i,-0.00040612-4.4356e-05i
-0.0013257+0.0016513i,-0.0016925+0.0012611i,-0.00084657+0.0010617i,-0.00014709+0.001335i,1.971e-06+0.0015949i,0.00044842+0.00093544i,0.00056432+0.00021398i,-0.00026169+3.3167e-05i,2.8839e-05+0.00018519i,0.00025932+0.00018566i,3.1601e-05-0.00053148i,-0.00015031-0.00058599i,-0.0011236-0.00021871i,-0.0015055-0.00025714i,-0.00077933-0.00035501i,1.061e-06-0.00045987i,0.00043739-0.00044879i,0.00077381-0.00026733i,0.00039486+0.00015265i,-0.00047668+0.00018569i,-0.00041656-0.00031018i,0.00055102+0.00014797i,0.0010937+0.00072417i
-4.5248e-05-0.0013574i,-0.00058493-0.0012221i,-0.0011397-0.0014677i,-0.00074894-0.0006091i,-0.00033354+0.00081837i,-0.00062588+0.0017294i,9.0936e-05+0.0010533i,0.00060984-2.1006e-05i,0.00045577-0.00049389i,-0.00040541-0.00035675i,-0.0013957-0.00032264i,-0.00054395-0.00016229i,6.0912e-05+0.0006303i,-0.00064552+0.00037196i,-0.00088936-0.00060517i,-0.00043945-0.0015929i,0.00027563-0.0013108i,0.00031641-0.00055041i,1.4761e-05-0.0003862i,0.00056576-0.000319i,0.00019616-0.00016532i,9.2118e-05+0.00027767i,0.00052396+0.00041338i
