-0.0091061-0.00030831i,-0.0087399+0.00040487i,-0.007846+0.003519i,-0.0043326+0.0044713i,0.00036293+0.0031251i,0.0017434+0.00071105i,0.00081766+2.8005e-05i,0.0011315+0.0011434i,0.0014983+0.0014054i,0.0021742+0.0008711i,0.0023379+0.00061881i,0.0018548-7.3044e-05i,0.001048-0.00075322i,0.00065773-0.00080644i,0.00025132-0.00071752i,-0.00046493-0.00060591i,-0.0001436+0.00016586i,0.00044826+0.00084038i,-4.9839e-05+0.0014523i,-0.0004995+0.0010728i,-0.00044758-0.00019481i,-0.00041261-0.00028903i,0.00020304+0.0007396i
0.0010492+0.0039909i,0.0013074+0.0050796i,0.0016446+0.0035894i,0.00070921+6.5384e-05i,-0.00082042-0.0015852i,-0.0013493-0.0010255i,-0.00087187-0.00095434i,3.784e-05-0.00034089i,0.00020651+0.00050448i,0.00031725+0.00043027i,3.4103e-05+0.00073566i,-0.00032484+0.00039535i,9.198e-05+0.00024189i,9.074e-05+0.00053934i,-0.00038693+0.00053469i,-8.8564e-05+0.0010931i,-2.2853e-06+0.0015899i,-0.00027733+0.0017287i,-0.00043968+0.00081918i,-0.00020437-7.2577e-05i,-0.00010758-3.86e-05i,-0.00011579-6.1457e-05i,0.000921-0.00023205i
-0.0030043-0.0037869i,-0.0032146-0.0027788i,-0.0039966-0.0012088i,-0.0036146-0.00037483i,-0.0032617-0.00018461i,-0.0020535+0.00044108i,-0.00028998+0.0013675i,0.00069389+0.0012226i,0.00048877+0.001018i,0.00030667+0.0011157i,0.00079908+0.00096029i,0.00076148+0.00061511i,0.00038701+0.00061246i,-0.00048452+0.00013587i,-0.00080117-5.8827e-05i,0.00027003-0.00032728i,0.0012009-0.00049236i,0.00075427+0.0006151i,-0.00020658+0.0011482i,0.00030271+0.0006506i,0.00061024+0.0008405i,0.00061818+0.00047756i,0.00084732+0.00055603i
0.001161-0.00087808i,0.0010516-0.0012597i,0.0014363-0.0020109i,0.00092291-0.0015672i,-0.00066493-0.0010121i,-0.00064663-9.8494e-05i,8.4834e-05+0.0007911i,0.00026268+0.00095306i,0.0006507+0.0009113i,0.00060002+0.0011598i,-3.26e-05+0.0014247i,-0.00027956+0.00079966i,-2.433e-05-6.9419e-06i,8.5308e-05+0.00034742i,0.00014545+0.00079888i,0.00028367-0.00024957i,0.00016909-0.0010404i,8.2106e-05-0.000769i,0.00030862-8.8918e-05i,0.00019201+4.4338e-05i,0.00081188-1.8644e-05i,0.0012123-0.00040209i,0.00083065+1.3991e-05i
0.0033829+0.0010334i,0.0036388+4.5686e-05i,0.0024048-0.0012889i,0.00038078-0.0026112i,-0.0012893-0.0033643i,-0.0016932-0.002287i,-0.00073864+2.5627e-05i,0.00019504+0.00040962i,0.00035467-0.00013156i,-0.00013386-0.00067347i,-0.00065676-0.0006483i,-0.0010221-8.2053e-05i,-0.00068405-0.00016191i,-0.00019154+0.00039521i,-0.00060901+0.00094229i,-0.001018+0.00035456i,-0.0009026-0.00023648i,0.00032246-0.00038948i,0.00071937+0.00031815i,0.00033636+0.00061754i,8.1029e-05+0.00031221i,-7.4597e-06+0.00041894i,-7.8691e-05+0.00055197i
-0.00061+0.0014339i,-0.00076369+0.0006257i,-0.00034992-0.00025942i,-0.0010046+3.997e-05i,-0.0019819+0.00066391i,-0.0018881+0.00035801i,-0.00128+0.00025688i,-0.00057831+0.00013769i,-0.0001385+0.00052173i,0.00026173+0.00089855i,0.00037919+0.00018472i,-0.0002972+0.00011039i,-0.00081257+0.00074434i,-0.00061305-0.00010953i,-0.00086295-0.00045509i,-0.00099915-0.00056281i,-0.00074177-0.00095651i,-0.00054052+5.3894e-05i,-0.00026016+0.00081698i,-0.00017837+0.00063332i,5.8911e-05+8.9669e-05i,0.00040743-0.00038991i,0.00040612-8.1316e-05i
-0.00041419-0.0013322i,-0.00057638-1.4249e-05i,8.2324e-05+0.0019508i,-0.00084535+0.0016946i,-0.0014512+0.00039269i,-0.00089858+0.0013472i,0.00017315+0.0016804i,0.00070978+0.0010248i,0.00074576+0.00085488i,-9.1958e-05+0.00078496i,-0.00065153+0.00058033i,-0.00025394+0.00028923i,-1.7944e-05+7.9806e-05i,-0.00021911-6.8977e-05i,-1.1236e-05+3.3611e-05i,0.00040568+6.8871e-05i,0.00046472+0.00062709i,0.00069114+0.0008654i,0.0010738+0.00046659i,0.001185-8.1582e-05i,0.0011202-2.3378e-05i,0.0011975+0.0010643i,0.00040648+0.0015485i
0.0028484-0.0024616i,0.0029146-0.0035072i,0.0014886-0.0034349i,-0.00020469-0.0021933i,-0.00021391-0.0004602i,-0.00084844-0.00051154i,-0.00060816-0.00099765i,0.00071566-8.8183e-06i,0.00050344+0.00044469i,0.00030878+6.6695e-05i,0.00061573+1.2919e-05i,0.00025005+0.00012363i,0.00011953-0.00011608i,0.00034903+4.8701e-05i,0.00067461+0.00036221i,0.00073311-0.00024896i,0.00042534-0.00061456i,-0.00059482-0.00027386i,-0.00082046-0.00026293i,0.00010838-0.00062181i,-9.5839e-05-0.00047109i,1.6032e-05-5.862e-05i,0.00047139+0.00013335i
0.0015387+0.0024452i,0.00096367+0.0018974i,-0.00018172-0.00059512i,-0.0016696-0.0025499i,-0.0028249-0.0023888i,-0.0026138-0.00053817i,-0.0010784+0.00054732i,-0.00019448+0.00062688i,-1.0799e-05+0.00035834i,6.895e-06+0.00059801i,-0.00047669+0.00092461i,-0.00060589+0.00016089i,-0.00036115-0.00072895i,5.4625e-05-0.0005458i,8.5956e-05-5.9522e-05i,-0.00034143-0.00025988i,-0.00015412-0.00079547i,-4.2252e-05-0.00049289i,-0.00014183-0.00018635i,-5.3048e-05+8.8793e-05i,7.175e-05+0.00029537i,0.00068326+0.0006068i,0.00052021+0.0004234i
-0.0014808-0.0012385i,-0.00087354-0.00077997i,1.9487e-06-0.00055107i,0.00030977-0.00058635i,-0.00096907-0.00015844i,-0.0014769+0.00081153i,-0.00046006+0.0010684i,0.00023182+0.000363i,0.0003306-9.8779e-05i,0.00048686-0.00047572i,0.00079782-0.00077142i,-7.003e-05-0.00058541i,-0.00087576-0.00019164i,8.2095e-05-1.6085e-05i,0.00044312+0.00036764i,-0.00020073+0.00019696i,-0.00010067-0.00016713i,0.00040634-0.00032276i,0.00022684-0.00048775i,-9.1989e-05-0.00054721i,0.00046841-0.00066786i,0.00089488-0.00043213i,0.00010961-0.00020303i
0.00076776-0.0020025i,0.0011061-0.0033236i,0.00025179-0.0022105i,-0.001165-0.00052181i,-0.0020828-0.00011484i,-0.0024265+0.00020271i,-0.0014189+0.00077118i,-0.00088352+0.00042156i,-0.0013702+0.00045726i,-0.0012506+0.00080638i,4.8283e-05+0.00087249i,0.00051723+0.00046605i,-0.00043452-0.00026764i,-0.00037863-0.00073318i,0.00042044-0.00068653i,0.00052544+0.00071476i,9.4172e-05+0.0011369i,-7.847e-05+0.00016831i,-0.00057327+8.2657e-05i,-0.0010249+0.00017182i,-0.00073581-0.00017403i,-0.00077536-0.00055403i,-0.00029532-0.00023071i
0.0032022-0.00089705i,0.0027707-0.00209i,0.0017777-0.0038883i,0.00061912-0.0040265i,-0.00070686-0.0036539i,-0.0017777-0.0023354i,-0.00079369-0.0011827i,-1.1173e-05-0.00095422i,-0.00016383-0.00078759i,-0.00038595-0.00046591i,-3.8934e-05-0.00011948i,7.9823e-05+0.00046683i,0.00027286+0.00049897i,9.7963e-05+2.0013e-05i,-0.00067782-0.00046428i,-0.00079571-0.00082075i,-0.00048432-0.00098875i,-9.1584e-05-0.00050716i,0.00076259-0.0004926i,0.00075991+0.00012397i,-3.1115e-05+0.00020425i,-9.9685e-05-0.0011784i,0.00035242-0.00085574i
0.0016953+0.00072529i,0.0014333+0.0013384i,0.00083799+0.0010305i,-0.00081914+0.0002741i,-0.0019101-0.00036343i,-0.0011647-0.00031474i,-0.00059351+8.057e-05i,-0.00055384+7.5781e-05i,5.8941e-05-0.0013196i,0.000526-0.0018543i,0.00031259-0.00087104i,-0.00073934-0.00058433i,-0.00089046-0.00049104i,-0.00032887-0.0003292i,0.00034971-0.00023721i,0.00041063+0.00050196i,0.00014655+0.00054816i,0.00014125-5.4502e-05i,0.00041904-0.00045396i,0.00078076-8.6322e-05i,0.00048275+0.00047889i,-5.8842e-05+0.00058925i,-0.00064868-0.00010117i
0.0012967-0.00089893i,0.00073617-0.0019977i,-7.2763e-05-0.0021097i,-0.00074443-0.0017745i,-0.0013801-0.00087566i,-0.002248+0.00013553i,-0.0019481+0.00025601i,-0.00029798+0.00051157i,0.00034824+0.0012753i,-0.00013299+0.00084876i,-0.00079582+0.00030166i,-0.0010956-0.00057309i,-0.00010301-0.001007i,0.00054001-0.00036283i,0.0004712-0.00057289i,0.00048865-0.00077322i,0.00058455-0.00012808i,0.00039373+0.00051803i,0.00022052+0.00015244i,0.00061118-0.0004322i,0.00092938-0.00018219i,0.00074538+0.00042918i,0.00031657+0.00025384i
0.0017454-0.0013379i,0.0020093-0.00097317i,0.0015343-0.001625i,-0.00024316-0.0018922i,-0.0024251-0.0014324i,-0.0025264-0.00058386i,-0.00083282+0.00045423i,3.3909e-05+0.00033315i,-0.00028253-0.00024363i,-0.00036444-0.00075248i,0.00011084-0.00076273i,-0.0001359-0.00046758i,-0.0006347+0.00015729i,-0.0012462+0.0008989i,-0.00086245+0.00072225i,0.00029178-0.000197i,0.00025378-0.00078054i,-6.8547e-05-0.00058729i,7.3214e-05-0.00045651i,-0.00046817-0.00076267i,-0.00070176-0.00083936i,-0.0002963-0.00043341i,3.4991e-05-0.0001075i
0.0042293+0.0029725i,0.0054947+0.0024003i,0.0040529+0.00085236i,0.0010308-0.00021805i,-0.00081523-0.00024904i,-0.00072477+0.00041398i,0.00011071+0.00056358i,0.00026999+0.00031005i,-0.00035269+0.00016193i,-0.00042015+0.00015493i,-0.0002158+0.00032863i,-0.0002361+0.00073913i,-0.00027422+0.000625i,-0.00028355-0.00056055i,-0.00022066-0.00086215i,-0.00054945-0.00075415i,-0.00070737-0.00072507i,-0.00064238-2.2234e-05i,-0.00012367+0.00013219i,0.00020823+2.279e-05i,-2.2733e-05+0.00049725i,0.00044597+0.00028811i,0.00014985+1.5881e-06i
-0.0023107+0.00121i,-0.0023658+0.0021469i,-0.001503+0.0017803i,-0.0014879-0.00023837i,-0.0017209-0.001457i,-0.00086425-0.0013367i,0.00042964-0.0003648i,0.00090194+7.8588e-06i,0.0003026-0.00043929i,-1.4376e-05+0.00033435i,0.00043144+0.00063716i,0.00054694+1.6137e-05i,0.00056338+0.0003519i,0.00025465+0.0011919i,-0.0010323+0.0015235i,-0.0011268+0.00073934i,-0.00051951+0.0001437i,-0.00034988+0.00031794i,2.3081e-05+0.00024856i,0.0006596-0.00043846i,-2.2481e-05+4.0015e-05i,-0.00083508+0.00057613i,-0.00018543+1.8742e-05i
-0.0019824-0.0010168i,-0.0024794+8.9096e-05i,-0.0019709-0.00030836i,-0.0016835-0.0017924i,-0.00094432-0.0014997i,-0.00092745-0.0014541i,-0.0012156-0.0011777i,-0.00066761-0.00064012i,-0.00029256-0.0006248i,-0.0007805-0.00028642i,-0.0011047+0.00078738i,-0.00055589+0.0016933i,-0.0002376+0.0011235i,-6.286e-05+2.2688e-05i,0.00034677-0.00068998i,0.00073967-0.00070586i,0.00058312-0.0011968i,0.00052143-0.001248i,0.00086486-0.00015421i,0.00031566-0.00019202i,-6.2575e-05-0.00033566i,0.00015922-0.00039887i,0.00045247-0.00047249i
0.0016126-0.0011217i,0.0014182-0.00094949i,0.0011162-0.0012543i,0.00034208-0.001627i,-0.0011084-0.0013906i,-0.0018847-0.00067293i,-0.0012406+6.6976e-05i,-0.0001164-0.00035905i,0.00058259-0.00078087i,-3.2349e-05-0.00047351i,-0.0001677+3.406e-06i,0.00025331+0.00013204i,0.00046437-6.5642e-05i,0.00090933-0.00057925i,0.00052264-0.00087875i,-9.8296e-05-0.00039527i,-0.00026524-0.00034528i,0.00015868-3.049e-05i,0.00011147-2.4796e-05i,0.00014902-0.00058414i,0.0007767-0.00031702i,0.00083975-0.00072737i,0.00064748-0.0010616i
0.00054723+0.00055329i,0.00083827-0.001058i,0.0017708-0.002341i,0.0017783-0.0017868i,-0.00071409-0.00098433i,-0.0016267-0.0004506i,-0.00056139-1.4225e-05i,0.00066358-0.00017013i,0.00079589-0.00022234i,0.00084373-0.00011254i,0.00058946+0.00012246i,0.00013334+0.00065658i,0.00021696+0.00015503i,0.00085461-0.00040628i,0.00027764-0.00029026i,-0.00033029-0.00082728i,-0.00030223-0.0013826i,-0.00057322-0.00047468i,-0.00045879+3.4445e-06i,-0.00016553-7.0357e-06i,-0.00059671+0.00051756i,-0.0010443-0.00020425i,-0.00011723-0.0014401i
-0.0024049+0.00034926i,-0.0020993+0.00075179i,-0.001003+0.00051432i,-0.0009256+5.8744e-05i,-0.00079824-0.00045757i,-0.00073289+0.0010108i,-0.00036726+0.002048i,-0.00019872+0.00062641i,-0.00075293+6.8831e-05i,-0.00034541+0.00044558i,-2.7025e-05+0.00061426i,-0.00023104+0.00068126i,0.00036314+0.00093557i,8.082e-05+0.00084952i,-0.0010178+0.00090013i,-0.0007554+0.00079375i,-9.6706e-05+0.00014052i,-9.5543e-05+0.00020904i,0.00025101+0.00046212i,0.00058864+0.00074682i,-1.9768e-06+0.00047866i,0.000224-0.00031209i,0.00090439-0.00056109i
0.0013827+0.002735i,0.0016522+0.0025619i,0.0015067+0.00011895i,-0.00046911-0.0013398i,-0.0021419-0.0012617i,-0.0022644-0.0007111i,-0.0011072-0.00050389i,-0.00012237-0.0009655i,0.00060523-0.0011085i,0.00048594-0.00025719i,0.00043827+0.00031478i,0.00071206+0.00071446i,0.00081032+0.00056755i,0.00051111-1.9308e-05i,-8.6493e-05-0.00036883i,6.7193e-05-0.00060066i,0.00068012+3.8712e-06i,0.00093041+0.00063106i,0.00070833+0.00037808i,0.00039013+0.00043306i,0.00028942-0.00014611i,0.00041958-0.00054998i,0.00044378-0.00063932i
0.0022372+0.0018874i,0.0027501+0.0024646i,0.0039425+0.00099426i,0.0021742-0.0009622i,-0.00079601-0.002654i,-0.0018966-0.0022208i,-0.0016044-0.0010491i,-0.00099694-0.00056569i,-0.00061796-0.00065144i,-0.00018037-0.00092998i,-0.00014866-0.00063028i,-0.00010549+1.6728e-05i,0.00010081+0.00032071i,0.00061896+0.00055629i,0.00067838+0.00080284i,0.00015866+0.00046185i,-0.00024264-0.00020099i,-0.00081234-0.00097039i,-0.0011239-0.00080144i,-0.00060242+0.00011032i,-5.4989e-05+0.001035i,-0.00043812+0.0011362i,-0.00020988+0.00087572i
0.001878-0.00087573i,0.0011752-0.0010487i,0.0014357-0.0020524i,-0.00023952-0.0027772i,-0.0015938-0.0027982i,-0.0018146-0.0013766i,-0.00066639+0.00016882i,0.00064716+0.00029112i,0.00054993+0.00050291i,0.00022084+0.00074912i,-0.00017744-8.0707e-05i,-0.00093554-0.00021401i,-0.00089684+0.00044824i,-0.00052438+0.00051929i,-0.00053109+0.00033003i,4.0683e-06+0.00014327i,0.00035173-0.00016974i,-0.00030776-0.00026181i,-0.00076212+0.0001058i,-0.00055502-2.6364e-05i,0.00035247-0.00043164i,0.0014212-7.9645e-05i,0.0010639+0.00020301i
0.0022678+0.0029865i,0.0030809+0.0032289i,0.0029945+0.0020388i,0.00070763+9.5014e-05i,-0.0010489-0.002017i,-0.0017048-0.0023743i,-0.0010979-0.0013785i,-0.00055315-0.00078983i,-0.00040807-0.0014429i,-0.00010344-0.0016997i,-9.9336e-05-0.00095243i,-0.00037973-0.00031032i,-0.00023942+0.00065063i,-0.00033896+0.0013414i,-0.00075531+0.00060508i,-0.00039799-0.00078457i,-0.00022849-0.001104i,-0.0005368-1.4756e-05i,-0.00075726+0.00060301i,-0.00028981+0.00061174i,-9.6072e-05+0.00049307i,-0.00048698+6.2473e-05i,-0.00037065-0.00064086i
-0.0064153-0.01186i,-0.0096976-0.012966i,-0.015191-0.0058237i,-0.011978+0.0028885i,-0.0059828+0.0081659i,0.00066011+0.006288i,0.0024102+0.0014774i,0.00072553+0.00070036i,-0.00064771+0.0017369i,-0.0010395+0.0032657i,-0.00028113+0.0034266i,0.00088014+0.0019874i,0.0018734+0.00030582i,0.0030471-0.0010372i,0.002909-0.0012842i,0.00072352-0.00096955i,-0.0013025+0.00040464i,-0.0013585+0.0016382i,-0.00066816+0.0005266i,-0.00048019+0.00050223i,-0.0004077+0.00057971i,-6.3266e-05-0.00021111i,0.00032266-0.00032934i
0.00099043-0.0012203i,-0.00022417-0.0021227i,-0.0015026-0.0019672i,-0.0011283-0.0014679i,-0.00092633-0.00077511i,-0.00044987+3.3615e-05i,0.00026136-0.00037355i,0.00059144-0.0012464i,0.00061241-0.0012665i,0.00043951-0.00034461i,0.00094206-0.00023792i,0.00086328-0.00066448i,0.00031526-0.00047355i,0.00034497+9.7362e-05i,0.00050578-0.00014755i,0.00032626-0.0011535i,-0.0002062-0.00081447i,-0.00077825-7.0935e-05i,-0.00028317-0.00017015i,-1.0875e-05-8.7399e-05i,-0.00039477+3.2497e-05i,-0.00056035+0.00011802i,-0.000462+0.00024057i
-0.00059057+0.00080401i,-0.00040721-0.00018742i,-0.0015258-0.00051018i,-0.0021301+0.00048494i,-0.0015933+0.00095347i,2.6162e-05-0.00011645i,0.00096356-0.00064907i,0.00026512-0.00054623i,-0.00025404-0.0006022i,0.00011902+7.3855e-06i,0.00078356+0.00031228i,0.00097192-8.9048e-05i,0.00092713-0.00029346i,0.0013351+0.00021477i,0.0015697+5.5088e-05i,0.00074006-4.7881e-05i,-0.00023508+0.00054489i,-0.00046378+6.9054e-05i,1.8803e-05-0.00078607i,0.00082499-0.00052664i,0.0012584-0.00025862i,0.001071+0.00028035i,0.00086962+0.0011224i
-8.0035e-05-0.0015995i,-0.00078484-0.00093767i,0.00037971+0.00010826i,0.00088607-0.00023013i,0.00027487-0.00098846i,-0.0010945-5.1229e-06i,-0.0014564+0.00076842i,-0.00061079+0.00031735i,0.00022488+0.00099083i,0.00064314+0.0011504i,0.00056853+0.00026097i,-4.7265e-05-0.00032106i,1.1936e-05-0.00071912i,0.00028366-0.00061574i,0.00035061-0.00022607i,9.9988e-05-0.00041228i,-1.6358e-05+0.00010682i,0.0006896+0.00022148i,0.0012654-8.6062e-05i,0.00069237-0.00011193i,-9.1748e-05-0.00024951i,-0.000473-0.00029903i,-0.00011996-0.00063481i
0.0027313-2.8543e-05i,0.0023679-0.00025316i,0.0002991-0.00058271i,-0.00083669-0.0013095i,-0.00073675-0.0012483i,-0.00046089-0.00050546i,-9.1195e-05+0.00023719i,0.00030119+4.0725e-05i,0.00026609-0.00043892i,0.00031662+0.00010734i,0.0009479+0.00090959i,0.00016545+0.00084366i,-0.00065368+0.000267i,0.00027674+0.00041017i,0.00057323+0.00017807i,-0.00013884-0.00015467i,-0.0001141+0.00015919i,0.00071163+0.00051755i,0.00078352+0.00052772i,0.00059698+0.00011444i,0.0010098+0.00035842i,0.0010543+0.00036172i,0.00012313+1.8071e-05i
0.00087591+0.0014483i,0.0013611+0.00019422i,0.00081364-0.0016246i,-0.00028047-0.00239i,-0.00060192-0.0021435i,-0.00099131-0.001628i,-0.00036989-0.0010275i,0.00085522-0.00089053i,-6.6524e-06-0.0011159i,-0.00076009-0.00037297i,0.00010446+0.00018279i,0.00048048-9.8985e-05i,0.00010227-0.0002187i,0.00020956+0.00034124i,0.0002276+0.00049399i,0.00046727+0.00010652i,0.00076717+0.00018991i,0.00042138-0.00016178i,0.00035689-0.00023243i,0.00050508+0.00039381i,0.00063628+0.00033633i,7.7307e-05+0.00025494i,0.00015198+0.0009409i
-0.0017268-0.0018375i,-0.0025008-0.0018177i,-0.0034252-0.00023647i,-0.002313+0.00055829i,-0.0015728-0.00029305i,-0.00089458-0.00027617i,-0.00068551+0.00027943i,-0.00016535-0.00013252i,0.0010239-0.00075915i,0.00028823-0.00050396i,-0.0008656+0.00036061i,-0.00046162+0.0006162i,0.00047013-4.0866e-05i,0.00038839-0.00015711i,0.00014471+0.00022535i,-5.4454e-05+5.325e-05i,4.335e-06+0.00020398i,-0.00041872+0.00051169i,-0.00068374+0.00095701i,4.7983e-05+0.00068411i,0.00047892-0.00013831i,0.00039593-0.00055531i,0.00016995-0.00055175i
0.0015348+0.00015267i,0.0015411-0.00053144i,5.4626e-05-2.3344e-05i,-0.00062306-0.00017845i,-0.001328-0.0010617i,-0.00103-0.0015357i,-9.1894e-05-0.0002558i,0.00026872+0.00025133i,0.00049493-0.0010156i,0.00052815-0.0007856i,0.00038413+0.00034464i,0.00031075+0.00043408i,-0.00017595+0.0001689i,-0.00012645+0.0003762i,0.00025776+0.00055474i,0.00045803+0.00043115i,0.00034399+0.00038157i,-6.1282e-05+0.00084666i,8.7745e-05+0.00085459i,0.00066322-0.00023571i,0.0008392-0.00096548i,0.0002552-0.0004088i,0.0005129-0.00090974i
0.0001166+0.00051123i,0.00080592+0.00029761i,0.0021988-0.00095434i,0.0013454-0.0016482i,-0.001485-0.0012024i,-0.002066-0.00053761i,-0.0011705-5.8601e-05i,3.0771e-05-0.00038624i,0.0001908-0.00071932i,-0.00068202-0.0005457i,-0.00041795+0.00032419i,-0.00025017+0.00069696i,-0.00094338+0.0005965i,-0.0012563+0.00088832i,-0.00038972+0.00062i,0.00067842+0.00012236i,0.0003858+0.00028522i,5.2664e-06+0.0001414i,9.3251e-05+0.0004406i,3.9275e-05-0.0001443i,0.00031653-0.00099978i,0.00056024-0.00039838i,0.00037065+0.00045393i
-6.5451e-05-0.00047031i,0.0010144-9.553e-06i,0.0013459-0.00012197i,0.00048263+4.8125e-05i,-0.00087648-0.00035289i,-0.0010135-0.00041348i,-0.00031262-7.5246e-05i,6.3181e-05+0.00033878i,0.00045607+0.00059134i,0.00075939+0.00064809i,0.001319-0.00030205i,0.001033-0.00057205i,-4.8941e-05+3.2674e-05i,-0.00055682-0.00029671i,-0.00066568-0.00010452i,-0.00065696+0.00052123i,-0.00044382+0.00085037i,-0.00049573+0.0011719i,-0.00090275+0.00077954i,-0.00076647+0.00010068i,-0.00043359-0.00023822i,-0.00044315+0.00030924i,-0.00072566+0.00053299i
0.00029874+0.0013543i,-0.00044828+0.0016546i,-0.0015875+0.0011631i,-0.0020606-0.00041973i,-0.0016847-0.0022488i,-0.001116-0.0012753i,-0.00076121+0.00040503i,0.00031428-0.00028057i,0.00072075-0.0009879i,0.00068058-0.00073711i,0.00083599-0.00014383i,0.000886+0.00014065i,-9.0347e-06+8.3583e-05i,-0.00024419+0.00033319i,-0.00017073+0.00079476i,-8.9157e-05+0.00099534i,-0.00022724+0.0004812i,-0.00041537-0.00015313i,-9.6868e-05-0.00031991i,6.7006e-05-0.00029158i,0.00024786-0.00078124i,0.00025476-0.00064202i,-0.00017736-0.00060728i
-1.0174e-05+0.002505i,-0.00043609+0.0022054i,-0.00075211+0.0012767i,-0.00085798+0.00024652i,-0.000608-0.0011476i,-0.00066702-0.0013273i,-0.00038462-0.00043952i,-0.00058331-0.00012015i,-0.001045+0.00026203i,-0.00045092+0.00043578i,-0.00060721-0.00020547i,-0.0011698-0.00021174i,-0.00089449+9.3547e-05i,-0.00018565-0.00023499i,-0.00019971-5.3652e-05i,-0.00011392-0.00010837i,0.00082473-0.00041413i,0.00094821+0.00010032i,0.00052472+0.00024732i,0.00029178-5.3492e-05i,0.00057997+0.00044562i,0.00039901-4.5096e-05i,-0.00034941-0.00043753i
-0.0010376+0.0020856i,-0.00077499+2.7728e-05i,-0.00018156-0.00096844i,-0.00049207-0.00069925i,-0.00091008-0.00055213i,-0.0010117-0.00080434i,-0.00095399-0.00054379i,-0.00064659+0.00033158i,-0.00030309+0.00069734i,-0.0001705-0.00025557i,2.8304e-05-0.0012923i,0.00025686-0.0010994i,-9.1141e-05-0.00037638i,-0.00031181-0.00030424i,-0.00030286-0.00036836i,-0.0002844+7.8574e-05i,-1.8556e-05+0.00023712i,0.00019475+0.00040683i,0.00023934+0.00091776i,-7.6485e-05+0.00049846i,3.47e-05+0.00053238i,0.00037026+0.00048512i,0.00032525+0.00016584i
-0.00093204-0.00074617i,-0.00029173-0.00094799i,-0.00014099-0.00064144i,-0.00029125-0.001019i,-0.0008656-0.00063328i,-0.00066155-0.00023002i,5.5629e-05-0.00049639i,-0.0002639-0.00065467i,1.8556e-05-0.00012255i,0.00047308+0.00014199i,3.1731e-05-0.00012273i,0.00042977+0.00019725i,0.00031749+0.00068934i,-7.5956e-05+0.00015566i,-0.00030323-0.0003793i,-4.9704e-05-0.00029381i,-0.00021597+0.0003444i,-0.0011804+0.00053842i,-0.00049371+0.0003911i,0.0005225+0.00091982i,0.00058834+0.001089i,0.00025961+0.00036902i,0.00015777-0.00030393i
0.0012919+0.00082809i,0.0014227+0.00021819i,0.00090551-0.0010421i,-0.00028292-0.0014838i,-0.0017886-0.00089981i,-0.0018149-0.00048666i,-0.00094635-7.616e-05i,-0.00021572+0.00068139i,-0.00029805+0.0010324i,-0.00071273+0.0008887i,0.00012409+0.00032726i,0.00060056+9.8333e-05i,0.00056478+0.00053123i,-0.00020117+0.00039188i,-0.00067907-0.00038964i,0.00022736-0.00027342i,0.00065628+0.00022852i,2.6076e-05+5.0203e-05i,-0.00073746-9.1357e-06i,-0.00094564+0.000107i,-0.00038966+0.00021061i,-0.00031775+0.00016547i,-0.00075299-1.5081e-05i
-0.001535-4.2405e-05i,-0.0022477+0.00012299i,-0.0028838+0.00054927i,-0.0019075+0.00027945i,-0.001094-0.00066894i,-0.00062581-0.00067662i,-0.00052234+6.8224e-05i,8.4772e-07+9.6568e-05i,0.00024026-1.8799e-05i,-0.00025969-0.00055764i,0.00019181-0.00064008i,0.00011889+2.7997e-05i,-7.3939e-05+0.00052676i,0.00028835+0.00064399i,8.5327e-05+0.00021271i,0.00043633-0.00028633i,0.0011301-0.00039733i,0.0011675+4.9357e-06i,0.00066591+0.0006317i,0.00040447+0.0006002i,2.4761e-05-0.00020282i,-0.00025331-0.00016289i,-0.00033984-0.00025836i
0.0027172-0.002303i,0.0023701-0.0027111i,0.0008954-0.0027212i,-0.00081888-0.0017172i,-0.0017374-0.0005838i,-0.0013929+0.00040705i,-3.9906e-05+0.00055961i,0.0011201+0.00053597i,0.0010565+0.00026956i,0.00026584+0.00017392i,8.8935e-05+0.00057329i,0.00067339+0.00091446i,0.0004367+0.0011527i,-0.00028305+0.00049163i,0.00020324-0.00014754i,0.00087967-0.0002259i,0.00043233-0.00013514i,0.00021647-0.00024553i,-0.00012951+0.00020217i,-0.00026322+0.00060469i,0.00015805+0.00077042i,0.0001304+0.0010925i,-0.00037543+0.00080795i
-0.00083975-0.00018694i,0.00058427-0.0014095i,0.00095862-0.0013286i,-0.00016618-0.0015208i,-0.0013667-0.0015112i,-0.0017873-0.00046495i,-0.00066785+0.00032294i,0.00031373-0.00010639i,0.00062923-0.00084147i,7.4742e-05-0.00042809i,-0.00036113-0.00015647i,0.00010021-0.00042424i,-9.3489e-06-0.00044396i,-0.00013698-0.00037773i,-0.00034084+8.1955e-05i,-0.00024954+0.00071551i,-0.00014572+0.00021807i,-0.00021942-1.095e-05i,0.00021795+4.7735e-05i,0.00054432+0.0004523i,-0.00017044+0.00035828i,-9.2826e-05+5.0852e-05i,0.00027782+0.00013348i
