-0.0055114+0.0025349i,-0.0037172+0.0046046i,-0.003083+0.0058024i,-0.0025785+0.0043158i,-0.00096052+0.0031384i,0.0010009+0.0017878i,0.0013466+0.0017961i,6.5216e-07+0.0025197i,-9.0182e-05+0.0025052i,0.00036662+0.0017388i,0.00024314+0.00022398i,0.00016578-0.00038763i,1.9201e-05-0.00075185i,-0.00040848-0.00089638i,-0.0006757-0.00071779i,-0.00088157-0.0010343i,-9.5236e-05-0.00086151i,0.00060102+0.00031855i,-3.573e-05+0.00047875i,-0.00064648+0.00013573i,-0.00025042+0.00042027i,-9.8853e-05+5.7591e-05i,-1.6449e-05-0.00013582i
0.00031356-0.0010429i,0.0016604-0.0014839i,0.00055135-0.00097076i,-0.00093562+3.1814e-05i,-0.0010238+0.00026069i,-0.00018099+0.00061749i,0.00026962+0.001201i,-9.4119e-05+0.0019708i,-5.6325e-06+0.0015054i,0.00038943+0.00072371i,0.00031291+0.00038946i,-0.00077024-0.00025292i,-0.0013965-0.00073468i,8.7185e-05-0.00024907i,0.00078411+0.0005093i,0.00078373-0.00033412i,0.00094562-0.0013917i,0.00081575-0.000548i,0.00050732+0.00057953i,0.00063395+0.0001448i,0.00017907-0.00072198i,-0.00041302-0.0004963i,-0.00032898+0.00020433i
0.0010111-0.0013191i,0.00082559-0.00088715i,0.00019469-0.00067972i,-0.00023934-0.00018411i,-0.00068422+0.00065314i,-0.0012951+0.0004254i,-0.00094721+0.0004438i,0.00031269+0.0014119i,0.00092499+0.0016437i,0.00087304+0.00071504i,-0.00045656-7.5777e-05i,-0.0015394-0.00097203i,-0.0017767-0.00095563i,-0.0015696+0.0001004i,-0.00092318+0.00055615i,-0.00053586+0.00065345i,-0.00056277+0.00023862i,-0.00073359+8.5566e-05i,-0.00070141+0.00032601i,-0.00039641+0.00017184i,-0.00012061+0.00034117i,0.00046928+0.00043234i,0.00070748+0.00043098i
0.0014173+0.00025989i,0.0024364-4.5806e-05i,0.0012923-0.00048318i,-0.00024847-0.00072088i,0.00012008-0.00012678i,0.001521+0.00066124i,0.0012964+0.00083752i,0.0001956+0.0007606i,0.00018626+0.00044144i,0.00027686+0.00040006i,0.00013509+0.0008394i,-0.00022328+0.00096305i,-0.00042342-1.3119e-05i,-0.00037659-0.00071258i,-0.00082302-0.00063421i,-0.00092377-0.00051196i,4.5741e-05-0.00077539i,0.00010705-0.00053343i,-1.7176e-05+0.0002213i,0.00013203-0.00012559i,0.00012007-0.00063271i,0.00045365-0.00077043i,0.00033607-0.00038399i
-0.00035033-0.0010673i,3.2936e-05-0.0028326i,6.8829e-06-0.0044172i,-0.00060873-0.0028107i,-0.001016-0.00035516i,-0.00097244+0.00022119i,-0.0010387+0.00036596i,-0.00042622+0.0012764i,0.0001671+0.00081962i,-0.00020862+0.00019665i,-0.00041887-0.00038161i,0.00024012-0.0011456i,0.00064256-0.00093521i,9.2555e-05-0.00038114i,0.00056969-0.00012272i,0.00093973-0.00010632i,0.00061925-0.0003237i,0.00031597-0.00021719i,-0.00015999-1.9744e-06i,-0.00056127+6.3452e-05i,-0.00062297+0.00054672i,-0.00037852+0.00016166i,-0.00060917-0.00030129i
0.00069919+0.0015526i,0.001254+0.0020263i,0.00049723+0.0027833i,0.00021528+0.0021099i,-0.00059397+0.0013076i,-0.0012903+0.00064394i,-0.00080295+0.00054486i,-8.6473e-05+0.0010325i,0.00010777+0.0010643i,9.0769e-05+0.00044804i,0.00073508-0.00033612i,0.0010164-0.00089167i,0.00041685-0.0013332i,0.00013204-0.00086384i,0.0001376+1.1675e-05i,-0.00049157+0.00052184i,-0.0011045-0.00031339i,-0.00103-0.0016917i,-0.00079671-0.0013575i,-0.00030047-0.00027935i,-4.9121e-05-7.0569e-05i,0.00010938+9.6765e-05i,0.00044239+0.00029746i
-0.00054869-2.715e-05i,-0.00024524+0.00061922i,-0.00039428+0.00064475i,-0.00094542+0.00080786i,-0.0010192+0.0017973i,-0.00061456+0.0017403i,-0.00049593+0.00095749i,-0.00037653+0.00075828i,-0.00014186+0.00053648i,0.00016072-0.00028298i,0.00026173-0.00015869i,-0.00028139+0.00037927i,-4.1985e-05-0.00031133i,0.00028627-0.0010323i,0.00019544-0.00067701i,-0.00055056-0.00024183i,-0.000568-3.5648e-05i,-0.00023979-0.00033535i,0.000255+0.00012963i,0.00048176+0.00060679i,4.4077e-05+0.00029496i,0.00018934+3.9065e-05i,0.00061974-0.0004543i
0.0016443+0.00093537i,0.0031236+0.00073317i,0.0025121+3.6672e-05i,0.00067572-0.00036234i,0.0001352-0.00057003i,0.00018329-0.00083287i,-0.00048917-0.00040941i,-0.0008166+0.00048966i,-0.00046696+4.9189e-05i,-0.00026268-0.0007386i,-0.00027933-0.00059447i,6.0403e-07-0.00046232i,-0.00032803-0.00040623i,-0.00081255-0.00058698i,-0.00057465-0.00010145i,-0.00041361+0.00020122i,-0.00010806-6.9311e-05i,0.00039637-0.0003505i,0.00072475-0.00015339i,0.0012842+0.00023156i,0.0012832+9.861e-05i,0.00022649-0.00032302i,-0.00024283-0.00057513i
0.00093027+0.0019073i,0.0012971+0.0012842i,0.0012856+6.9268e-05i,0.00096045-0.00059039i,0.0012731-0.00054096i,0.0012517-5.577e-05i,0.00026058+0.00046669i,-8.5811e-05+0.0008912i,0.00047873+0.0012558i,0.00085405+0.0011434i,9.8848e-05+0.00031756i,-0.00038622-0.00042643i,-0.00018154-0.00027012i,0.00017102-0.00025442i,0.00020757-0.00034081i,-0.00021598-0.00059761i,-0.00061135-0.00074595i,-0.00077501-0.00068613i,-0.00052743-0.00066637i,6.3077e-06-0.00040629i,0.00068503+0.00011188i,0.00063061+0.00028805i,0.00071188+0.00038867i
-0.0013369-0.00020262i,-0.0014419-0.00057843i,-0.0016989-0.0010984i,-0.0018275+0.00042924i,-0.0014542+0.0025276i,-0.00037697+0.0026154i,4.3447e-05+0.0011899i,-0.00051622+7.8257e-05i,-0.00041229+0.00014122i,-9.3754e-05+0.00042109i,-0.00046786+0.00045127i,0.00014154+3.4018e-05i,0.00068645-7.2753e-05i,0.00037462+2.3127e-05i,0.00021356-0.0001084i,7.8828e-05-0.00013777i,-0.00039563-0.00015307i,-0.00059101-0.0001975i,0.00066317-0.00038911i,0.001562-0.00048427i,0.001092-0.00092139i,0.00050963-0.00091681i,0.00060002-8.5302e-05i
0.00030104+0.0010144i,0.0012451-0.00035859i,0.0014243-0.0014291i,0.00049156-0.00084582i,0.00026359+0.00057035i,7.8029e-05+0.00043131i,-0.0004078-0.0001909i,0.00047973+0.00022453i,0.0011596+0.00051576i,0.00046378+0.00080712i,0.00016146+0.00028254i,0.00034951+0.00024428i,8.5472e-05+0.00076814i,-0.00018913+0.0010103i,-9.7521e-05+0.0012529i,0.00023065+0.00070526i,-3.2461e-05+1.288e-05i,6.0575e-05-0.00019858i,0.00031841+0.00012096i,0.00056249+8.3076e-05i,0.00090269+0.00018761i,0.00085306+7.7559e-05i,0.0011956-0.00081203i
0.003425+0.00020824i,0.0039281-0.0005456i,0.0030045-0.00139i,0.00099353-0.0012377i,3.4239e-05-0.00024165i,-0.00049398+0.00053864i,-0.00063839+0.00067508i,-0.00024988+0.00078978i,0.00070087+0.00037012i,0.0012255-0.0011153i,0.00056824-0.0013585i,-0.00086169-0.00051223i,-0.0013454-0.00040566i,-0.00049039-0.0003311i,7.0137e-05+0.00035453i,0.00028642+0.00038149i,0.0007403-0.00011108i,0.0011251-7.8048e-05i,0.00035677-4.5811e-05i,-0.00052697-0.00055675i,-0.00064852-0.00064552i,0.000243-0.00062022i,0.0010062-0.00068507i
0.00068928+0.0027142i,-0.00039843+0.0017258i,-3.1189e-05+0.00016181i,0.001113-0.0017906i,0.0011757-0.0013157i,7.044e-05-0.00076754i,-0.00032538-0.00031123i,0.00025093+0.00080007i,0.00087108+0.00067794i,0.00040193-0.00010956i,-0.00022031-0.0004369i,-0.00062996-0.00013516i,-0.0011122+0.00040433i,-0.0011151+9.0765e-05i,-0.00052545+0.00026157i,-0.00035658+0.0009725i,-0.0009307+0.00053058i,-0.00077126-2.2111e-05i,6.9067e-05+0.00017666i,0.00029304+0.00032978i,-0.00036251-0.0002124i,-0.00056799-0.00016378i,-0.00023336+1.3434e-05i
0.0024554-0.00029323i,0.0015069-0.0014564i,0.00040258-0.0014944i,-0.0013525-0.00062243i,-0.0019933-0.0010683i,-0.00085052-0.0015895i,-0.00014387-0.0006955i,0.0005429+0.00028053i,0.00055874+0.00046514i,-0.0003496+0.00022833i,-0.00045681+0.00023506i,-0.00012615+0.00011347i,-0.00025988+5.4268e-05i,-0.00040235+0.00045189i,-0.00011824+0.00031691i,0.00056354+0.00042342i,0.00012463+0.00078407i,-0.00071048+0.00055886i,-0.00080304+0.0002045i,-0.00044284-0.00020296i,-0.00022027+0.00059992i,-0.00047673+0.00088503i,-0.00041403+0.00011983i
-0.00057062+0.0024645i,0.00046075+0.0012842i,0.00015091+0.0011669i,0.00020828+0.0017765i,0.00070005+0.0014051i,0.00055344+0.00045152i,0.00040356-0.00012046i,0.00072506+0.00016465i,0.00075199+0.00075552i,0.00051177+0.0003949i,-6.7169e-05-0.00057393i,-0.0001475-0.00079324i,-3.0866e-05-0.00046732i,-0.00032887-0.00089776i,-0.00061362-0.0010631i,-0.00059056-0.00067931i,-0.00036343+4.4895e-05i,-0.00025342+0.00028735i,-0.00064834+1.193e-05i,-0.00087866+2.3626e-05i,-0.00072124+0.00066356i,0.0001992+0.00054272i,0.00068758-0.00063105i
0.0021008-0.00038824i,0.0018522-0.001798i,0.0010456-0.0024705i,-0.00067315-0.0019651i,-0.0012798-0.00093977i,-0.00095139+9.7618e-05i,-0.00075358+0.00084486i,-4.8601e-05+0.0011141i,0.0008803+0.00086523i,0.00050821+3.4674e-05i,-7.8132e-05-0.00012457i,0.00028401+0.00012812i,0.00051359-0.00026556i,0.00017561-0.00019873i,0.00019726-8.0367e-05i,0.00041305-0.00029785i,8.4343e-05-6.0183e-05i,-8.6929e-05+0.0005069i,0.00024556+0.00088721i,0.00056121+0.00091531i,0.00059579+0.00052455i,0.00045834-0.0001336i,0.00047859-0.0003902i
0.0010417-0.0031735i,0.00014131-0.0024796i,-0.001623-0.002692i,-0.0027714-0.0021051i,-0.0024456-5.1092e-05i,-0.0013635+0.0015565i,-0.00017057+0.0012858i,0.00021595+0.00012893i,0.00044955-0.00014368i,0.00041443-9.2198e-05i,0.00021619-0.00056467i,-8.431e-05-0.0003089i,0.00028155-0.00029371i,0.00022566-0.0010849i,-0.00035067-0.00065574i,-8.6072e-06-0.00051604i,-1.3777e-05-0.00069472i,-0.00030153-0.00041523i,-0.00064789-0.00055684i,-0.00014314-0.00062935i,2.6257e-05-0.00056975i,-0.00014339+9.8793e-05i,4.5283e-06+0.00051239i
0.00020272+0.0010032i,0.0010738+0.00077386i,0.0010602-0.00042803i,0.00016458-0.00033849i,-0.00028912-0.0005706i,-0.00027159-0.00038567i,-0.00043989+0.00029207i,-0.0001264+0.0013476i,9.6103e-05+0.0016133i,-4.0932e-05+0.00045234i,3.7577e-05+3.9592e-05i,-3.4666e-05-2.4889e-05i,-0.00027248+0.00029953i,-0.00029569+0.00043904i,-0.0001531+0.00012055i,-0.00062362-0.00030769i,-0.001046-0.00036235i,-0.00086439-0.00016336i,-0.00034488+0.00042481i,0.00038374+0.00078183i,0.00034728+0.00014293i,0.0011047-0.00059624i,0.001821-0.00051796i
0.0014636+0.00036113i,0.0015765-0.0011648i,0.00035306-0.002226i,-0.00074282-0.0011283i,-0.00036085+0.0004229i,0.00033174+0.00063543i,0.00050772+0.00070976i,0.00069268+0.0013138i,0.00087794+0.0008177i,0.00028013-0.00096i,-9.8653e-05-0.0010269i,0.00034111-0.00043028i,0.00074638-0.00078618i,0.00051045-0.0011308i,-1.7938e-05-0.0013435i,0.00022476-0.0006341i,0.00067836+0.00044928i,0.00094451+0.00054823i,0.00052456+7.9103e-05i,-8.067e-05-0.00042889i,-0.00029715-0.000373i,-0.00061653-0.00079318i,-0.00029331-0.0008393i
-0.00062719+0.00073934i,-0.00076265+0.00023966i,-0.0008067-0.00042261i,-0.00020244-0.00038005i,0.00056522-0.00068839i,0.00034695-0.00054977i,-0.00044337+0.00021363i,-0.00014113+0.00092799i,0.00061498+0.0014275i,0.00076873+0.00010099i,0.0008154-0.0011564i,0.00059753-0.0012106i,-0.0004122-0.00030932i,-0.0011497-0.00021239i,-0.001041-0.0012204i,-0.0003196-0.001442i,0.00039001-0.0014438i,-9.7787e-06-0.00077476i,-0.00027355+0.00032724i,-0.00049099-4.8523e-05i,-0.00017061-0.00040459i,0.00089628+6.5104e-05i,0.00067528-0.00036457i
0.0009863-0.0015158i,0.0027535-0.0019803i,0.0029811-0.0016592i,0.00061276-0.00059931i,-0.00027264+9.0433e-05i,0.000285+0.00028138i,0.00065729+0.0011739i,0.00020141+0.0014831i,-0.00024301+0.00081928i,-0.00027332+0.00021125i,-0.00079274+0.00015167i,-0.00057074-0.00020353i,-0.00018466-0.0010754i,-2.0939e-05-0.0011328i,0.00098539-0.00084575i,0.0010802-0.0004315i,0.00090045-0.00060352i,0.00045114-0.00061557i,0.00024005-0.00088204i,0.00061187-0.00116i,0.00073736+5.7575e-05i,0.00064891+0.00074036i,0.00019658+0.00034352i
0.0028808+0.00099221i,0.0022825+0.0011685i,0.0014297+0.0012286i,0.00082935+0.00011503i,0.000204-0.00050282i,-0.00096909-0.00051035i,-0.0011045-0.00012621i,0.0001468+8.6023e-05i,0.0010416-0.00021015i,0.0011579+0.00010429i,0.00018748+0.00019568i,-0.00035056-7.2333e-07i,-0.00050545-1.3518e-05i,-0.000545-0.00027546i,-0.00045391+0.00013725i,-0.00042902+0.00033505i,-0.00017058-0.00032094i,-0.00023745-0.00024826i,-0.00044582-1.3299e-05i,8.0734e-05-0.00089217i,0.00084459+0.00011881i,0.00066242+0.0008866i,-7.6123e-05-0.00013516i
0.0018074-0.0014075i,0.00028747-0.0026511i,-0.00077149-0.0036177i,-0.0014008-0.0034127i,-0.0016042-0.0025376i,-0.0014263-0.00095876i,-0.00070169+0.00026118i,-0.0002542+0.00021447i,-0.00065355-9.0127e-05i,-0.00053439-0.00037941i,-0.0002116+0.00033293i,-0.00025793+0.00063523i,-0.00075752+0.00051595i,-0.0012017+0.00048191i,-0.0011571+0.00049497i,-0.0012476+0.0007512i,-0.00073223-3.8272e-05i,0.00042993-0.00092393i,0.00052825-0.00073808i,-0.00019382-1.747e-05i,-6.4465e-05+0.00046768i,-6.178e-05-0.00028255i,-0.00048116-0.0013663i
0.00081854-0.00026225i,0.0012521-0.0013328i,0.0013319-0.0018716i,0.00032739-0.0012601i,-0.00069948-0.00014888i,-0.0012972-0.00039307i,-0.00096145-0.00034747i,-0.00052828+0.00028219i,-0.00028963-0.00012994i,0.00067759-0.00066625i,0.00066415+0.0003769i,1.5025e-05+0.0016353i,-0.00043636+0.00094176i,-0.00057944-0.0001034i,-0.00016781+6.1315e-05i,0.00025866+0.00063716i,0.00068495+0.00042288i,0.00070792+0.00027552i,0.00027163+0.00055087i,0.00026504-4.7131e-05i,0.00054038-0.00087416i,0.00077865-0.0015714i,0.00074565-0.0014827i
0.00018033+0.0013545i,0.0018163+0.0017588i,0.0018139+0.0021601i,0.0014592+0.00186i,0.0021524+0.00086365i,0.0021017+8.5871e-05i,0.0015372+7.5835e-06i,0.00065531+0.0005161i,-0.00051904+0.00059767i,-0.00031025+0.00063167i,0.00033144+8.8591e-05i,0.00045124-0.0010131i,0.00039952-0.0010137i,0.00035212-0.000589i,0.00050812-0.00068003i,0.00023511-0.0010921i,-0.00022978-0.00058826i,-0.00078261-0.00040296i,-0.0014511-0.00031249i,-0.0010067+0.00019418i,0.00028488-0.00019789i,0.00098934-0.00027469i,0.0013087+0.00012545i
0.0015562+0.0010717i,0.002514-0.00097927i,0.0021535-0.0026214i,0.0014648-0.0022478i,0.00092885-0.0010663i,1.7183e-05-0.00036311i,-0.00061157+0.00019764i,-0.00045561+0.0012388i,-9.5556e-05+0.0014762i,9.1882e-05-6.794e-05i,6.0701e-05-0.00094666i,-0.00073438-0.00011632i,-0.000794-3.1836e-05i,-1.7455e-05-0.00067722i,0.0004712-0.00032221i,0.00030709+6.2708e-05i,0.00016745-0.00062146i,0.00032728-0.0010985i,0.00077812-0.00068822i,0.00081997-1.9929e-05i,0.00069121+0.00048147i,0.00042393+0.0006046i,3.6786e-05+0.00042253i
-0.0027202+8.0574e-05i,-0.0025121+0.00083594i,-0.0015021+0.001764i,-0.00065069+0.0020254i,0.00087249+0.0009808i,0.0013273-0.00041576i,0.00016225+0.00022788i,4.1433e-05+0.00072274i,0.0008916-0.00012186i,0.0010674-0.00029071i,0.0002599-0.00095757i,-0.00052699-0.0018435i,-0.00086753-0.0018419i,-0.0011014-0.0013455i,-0.0013445-0.00036419i,-0.00091514-0.00022231i,8.2558e-05-0.00017515i,-0.00014019+0.00027473i,-0.00081301+0.00027956i,-0.00075647+0.00042091i,-0.00019398+0.00034039i,0.00024838-0.0003154i,0.00070302+0.00033065i
0.0012269-0.0024054i,0.00011792-0.0015063i,-0.00064638-0.0011404i,-0.001227-0.000633i,-0.0019529-0.00047672i,-0.0015068+0.00013141i,-0.0006557+0.00060858i,-0.00021261+0.00064493i,0.00042426+0.0007425i,0.00022019+0.00060254i,-0.00079288+0.00018543i,-0.00048561+7.5606e-05i,0.0002841+0.00012635i,0.0010342-0.00033184i,0.0007527-0.00065723i,8.6074e-05-0.00020363i,-4.2469e-05-0.00015802i,0.0001322-0.00035099i,5.8341e-05-0.0001928i,-0.00024872-0.00023875i,9.2971e-05-0.00070197i,0.00021951-0.00010185i,0.00013289+0.00035061i
0.000494+0.0010322i,0.00093182+4.5302e-05i,0.001603-0.00037752i,0.0012892-0.0001661i,0.00076657-0.00065716i,0.00019881-0.0014775i,0.00015026-0.00075513i,0.00067172+0.00050308i,0.0014032+0.0015446i,0.0010977+0.00077029i,0.0006201-0.00018425i,-6.1407e-05-0.00081598i,-0.0003083-0.00073779i,-0.0010607+0.0003899i,-0.0018462+0.00044205i,-0.0018134+0.00039877i,-0.0012498+0.00031036i,-0.0012811-0.00049601i,-0.0012563-0.00053039i,-0.00012419+0.00065084i,0.00029321+0.0012138i,-0.00025834+0.0004514i,0.00036846+0.00062638i
0.0039018+0.00035659i,0.0046537-0.00070867i,0.0038621-0.0023271i,0.002005-0.0024824i,0.00048462-0.00081892i,-0.0013616+0.00048398i,-0.0012596+0.00088057i,7.2798e-05+0.0014143i,0.00080586+0.00083748i,0.00072405+2.6316e-05i,0.00011378-0.00014787i,-0.00084607-0.00026122i,-0.00079173-0.00036649i,-3.9868e-05-0.00018893i,0.00027691+0.00019268i,0.00083405+0.00043676i,0.00062306+0.00021514i,-0.00031904+0.00019513i,-0.00050167+9.4608e-05i,2.0646e-05+7.6217e-05i,9.6173e-05+8.5301e-05i,0.00065334+0.00035651i,0.0011707+0.00034462i
-0.00061322+0.0024193i,-2.0291e-05+0.0027309i,0.00080017+0.0021416i,0.0010666+0.0018701i,0.00062365+0.0012704i,0.00037207+0.00019096i,-0.00067845-0.00014341i,-0.00099942+0.00029413i,0.00015889+0.00042669i,0.00078706-0.00065786i,0.00039649-0.001298i,-0.00018872-0.0010264i,-0.00034417-0.00096373i,-0.00033765-0.00045033i,-0.00094839-0.00025207i,-0.00059975-5.1022e-05i,-0.00016308+0.00014453i,-8.2688e-05+0.00016619i,-7.9805e-05+0.00017812i,0.00041091+0.00036557i,0.00068898+0.0005441i,0.0004266+0.00012088i,0.0003669-0.00025571i
-0.0021475-0.0002603i,-0.001767+0.00022797i,-0.0010658+8.2308e-05i,-0.0004595+0.00038746i,-5.3925e-05+0.0010353i,8.8961e-05+0.00032005i,0.00028681+3.3119e-05i,0.00051183+0.00084802i,3.6393e-05+0.00082049i,-6.811e-05+0.00014356i,0.0011047-1.9302e-05i,0.0011069-0.00048758i,-0.00022049-0.00048034i,-0.00095822-0.00046428i,-0.00061847-0.00046064i,-0.00022436+2.6587e-05i,-0.00041954+0.00022699i,-0.0007539-9.323e-05i,-0.00091162+1.2907e-05i,-0.00024357-0.00014677i,0.00061816-0.00016556i,0.00052557-0.00021675i,9.7952e-05-0.00029744i
0.00041363+0.0013897i,-0.00011872-0.00017243i,-0.00071195-0.0011246i,-0.00092919-0.00073005i,-0.00066338-0.00055901i,-0.00044545-0.00031668i,-0.00022566+0.00031349i,8.5121e-05+0.00075197i,0.00065798+0.00013808i,0.0011208-0.00053811i,0.00084702-0.00019361i,0.00059971+0.00033588i,0.00080279-0.00011804i,-0.00014984-0.00093375i,-0.00060174-0.0010667i,0.00023375-0.00058297i,0.0002236-0.0001627i,-0.00047517-0.00042675i,-0.00067923-9.0337e-05i,-0.0002525+0.00078045i,-0.00014764+0.00063669i,4.2016e-06+0.00019044i,0.00013116+0.00020956i
0.00063721-8.2654e-05i,0.0013901-0.0001755i,0.0016713+3.8156e-05i,0.00061269+1.3917e-05i,-0.0006178+0.00025767i,-0.0013776+0.00022808i,-0.00078928+0.00042916i,-0.00056734+0.00058417i,-0.00054517-0.00017055i,0.00082612-0.00074705i,0.0012076-0.00039884i,-0.00022238-0.00039355i,-0.00087186-0.00071312i,-0.00066872-0.0010849i,-7.5473e-05-0.00056559i,-4.5858e-05+0.00029109i,-0.0003477+0.00036991i,-0.00056053-0.00029543i,-0.0010123-0.00045825i,-0.00059975+0.00033563i,0.00031632+0.00072078i,0.00092914+0.0006489i,0.0012625+0.00045668i
0.0018272+0.00079851i,0.001782-0.00020152i,0.0019422-0.0015054i,-3.6312e-05-0.0020002i,-0.0019765-0.0016928i,-0.0011799-0.00076575i,-0.00052309+1.1636e-05i,-0.00035946+0.00035419i,0.00067128+0.00049421i,0.0016902+1.5185e-05i,0.0012935-0.0002014i,0.00037952-0.00032558i,0.00033129-0.0002843i,-0.00016168+0.00053009i,-8.2373e-05+0.00069338i,0.00012915+0.00054816i,-0.00076113+0.0007765i,-0.0017331+0.0013143i,-0.0015927+0.0012924i,-0.00062663+0.00068018i,3.8813e-05+6.3365e-05i,-0.00027285+0.00024636i,-0.00046934+0.00042057i
3.0409e-05+0.00039656i,0.0017394-0.00011854i,0.0030163-0.00036926i,0.0020912-0.00032531i,0.00075303-0.00030141i,0.00013389-0.00029246i,0.00037069+0.00015263i,0.00040817+0.0010151i,0.00099858+0.0008639i,0.0014211-9.4421e-05i,0.0010586-0.00099288i,0.00021728-0.0016733i,-0.00047457-0.00080699i,-0.00029177+0.00084824i,-0.00057207+0.00091894i,-0.00057152+0.00056071i,0.00046607+0.00046677i,-7.3326e-05+0.00054157i,-0.00080968+0.00013259i,-0.00024646-0.00018415i,0.00034494-0.00032258i,0.0003995+0.00042526i,-9.5816e-05+0.00081412i
0.0020808+0.0021556i,0.0019866+0.0022357i,0.00025114+0.0014702i,-0.0013133+0.0010763i,-0.00082577+0.001311i,-0.00023106+0.0014373i,-0.00016243+0.0011855i,0.00014443+0.0009853i,0.00046958+0.00050432i,0.00081626+2.8744e-05i,0.00028062-0.00037657i,-0.00019208-0.00035541i,0.00017683-0.00016959i,0.00069343+0.00027351i,-1.3816e-06+0.00011183i,-0.000456+0.00014297i,0.00040313+0.00062434i,0.00092204+0.00096241i,-3.9258e-05+0.00098457i,4.7796e-05+0.00091954i,0.00095425+0.00046712i,-3.0003e-05-0.00020773i,-0.00047085-0.00087601i
-0.0012832-0.0017032i,-0.0027175-0.0020913i,-0.0040494-0.0011571i,-0.0034758+0.00046719i,-0.0021877+0.0013722i,-0.00062374+0.0011362i,0.00077544+0.00076222i,0.0003773+0.00019686i,-6.8013e-05-3.1603e-05i,-0.00028906+0.00017887i,0.00014811-0.00061749i,0.00059095-0.0012041i,0.00016948-0.0006636i,6.5259e-05-0.00055616i,0.0001218-0.00076867i,5.258e-05-0.00097833i,-0.0003127-0.0010451i,-0.0005197-0.00078588i,-0.00046305-2.3115e-05i,0.00030738+0.00064863i,0.00070861+0.00044116i,0.00030477+0.00024813i,-0.00044825+0.00010574i
0.003086-0.0013751i,0.0027661-0.0013786i,0.00084903-0.0018034i,-3.27e-05-0.0015662i,-0.0005878-0.00078015i,-0.0007825+5.3577e-05i,-0.00069881+0.0010232i,-0.00057379+0.00080999i,-0.00079816-0.00022574i,-0.00083925-0.00088966i,-0.00097897-0.00063208i,-0.0012979-4.9509e-06i,-0.00095369+0.00032014i,-0.00096538+0.00060233i,-0.00031444+0.00075313i,0.00014409+0.00011239i,-0.00035333-0.00050409i,0.00012783-0.00011519i,1.8775e-05+0.00045632i,-0.00045416+0.00047693i,-0.00051686-0.00037697i,-2.0145e-05-0.00098517i,0.00056624-0.00073297i
0.00028205+0.0012336i,0.0014719+0.0011677i,0.001692+0.00065339i,-0.00034076+0.0002355i,-0.0011867-0.00015054i,-0.00018108-0.00040222i,9.097e-05-0.00042869i,-7.1731e-05-0.00014558i,0.00059481-1.1954e-05i,0.00034128-0.00024716i,0.00018612-0.00028497i,0.00011872-0.00056069i,-0.00023835-0.0013473i,-0.00044006-0.00092862i,-0.00046253-0.00063981i,0.00012471-0.00033146i,0.00028666+0.00061433i,-0.00011589+0.00091948i,0.00018502+0.00032152i,0.00029366-0.00041236i,0.00042172-0.00051242i,0.00079904-0.0011456i,0.0007452-0.0010201i
-0.0003334-0.00011299i,-0.00048968+0.00035442i,-0.00056247+0.00057055i,-0.00013176-4.6899e-05i,0.00041699-0.00015046i,0.00085462-0.00029241i,0.00086521-0.00045479i,0.00047089+8.7311e-05i,0.00015529+0.00018486i,0.00046649+1.3605e-05i,0.00050094-8.9611e-05i,-8.22e-05+0.00016899i,-0.00032901+0.00094651i,-2.7122e-05+0.00065794i,0.0004664-0.00023751i,3.7623e-05+0.00024662i,-0.00061219+0.00076737i,-0.00074402+0.0006103i,-0.00066487+0.00024609i,-0.00038487-0.00013976i,0.00040126+0.00025153i,0.00033543+0.00033715i,-0.00050241+0.00024586i
0.0010575+0.0027921i,0.0014032+0.0034476i,0.0023081+0.0028088i,0.002557+0.00049305i,0.0011276-3.2294e-05i,-0.00014179-0.00017335i,-0.00015385-5.1027e-05i,0.00061724+0.0011278i,0.00061542+0.0015297i,0.00094059+0.00048552i,0.0011145-8.5002e-05i,-0.00011103+0.00011392i,-0.00028113-0.00022393i,-0.00061821-0.00015843i,-0.0018393-7.8727e-05i,-0.0015584-0.00033099i,-0.00073277+0.00054526i,-0.00025058+0.00049558i,-0.00037515+5.3244e-05i,-0.00086562+0.00090939i,-0.00025986+0.0011716i,0.00025148+0.00057164i,0.00013503+0.00032268i
-0.00054802-0.00039335i,-0.00053604-0.0010556i,-0.0010289-0.00040878i,-0.002365+0.00081803i,-0.0019079+0.0012104i,-0.00013131+0.0013662i,0.00070301+0.00099508i,0.00076404+0.00012925i,0.00093731-0.00024418i,0.00070604+0.00031309i,0.00014002+0.00040201i,-0.00029482-8.5341e-05i,-0.00021164+5.667e-06i,0.00029141+0.00030425i,0.0003931+0.00066153i,2.6859e-05-2.7375e-05i,-0.00080217-0.0010511i,-0.00030196-0.0010664i,0.00070943-0.00070653i,0.00054923+0.00016074i,0.0004842+0.0010581i,0.00063322+0.00028502i,0.00059132-0.00091174i
