-0.0031157+6.6827e-05i,-0.0015924+0.00041647i,-0.0011089+0.00083487i,-0.00021131+0.0013816i,0.00026112+0.0023418i,0.00015639+0.0023987i,0.00013434+0.0018371i,3.0305e-05+0.0014614i,-5.1115e-05+0.00050424i,0.00055687-0.00034813i,0.00068518-0.00039019i,0.00071853-0.00056485i,-0.00017247-0.00069014i,-0.00099423-0.0005334i,0.00011933-0.00075686i,0.0002087-0.00034601i,-0.00028334+0.00045497i,-0.00047704+0.0012478i,-0.00079992+0.0011932i,-0.00019051+0.00020482i,0.0003433+0.00022345i,3.5052e-05+0.00067693i,-0.00019079+0.00041189i
-0.0072912+0.0064009i,-0.010362+0.0076303i,-0.008796+0.008313i,-0.0035369+0.0056275i,0.00061597+0.00096188i,4.5412e-05-0.0021893i,-0.003025-0.0021891i,-0.0033351-0.00088869i,-0.00096613-0.00047747i,0.00044121-0.00065152i,0.00011042-0.00092941i,-0.00052315-0.00098778i,-0.0010646-0.00056747i,-0.00071928+0.00046956i,0.00015563+0.00054369i,0.00019351-9.9103e-05i,-0.00018684+0.00028336i,-8.1616e-05+0.00057056i,0.00013633+0.0001522i,0.0001447+2.934e-05i,-0.00014598+5.0365e-05i,4.1179e-05-0.00018281i,0.00046586-0.00015237i
-0.0036598-0.0053174i,-0.0073341-0.0076574i,-0.0085854-0.0081686i,-0.0053167-0.0051591i,-0.00080928-0.0024792i,0.00082816-0.0022747i,0.0007642-0.0024177i,0.001341-0.0018784i,0.0013599-0.0015184i,0.00086392-0.00040219i,0.00029074+0.00079284i,-0.00052164+0.00091209i,-0.0011081+0.00073379i,-0.001078+0.0005362i,-0.00087547+0.00032001i,-0.00054113+0.00077239i,-0.00017055+0.00055514i,0.00020007+2.3771e-05i,0.00021242+7.4921e-05i,0.00055708-0.00049776i,0.00097032-0.0005149i,0.0010956+0.00010457i,0.00099703+0.00036681i
0.0029292-0.0041602i,0.0030066-0.010348i,0.0030513-0.013216i,0.0027599-0.010035i,0.0029853-0.0045976i,0.0035886-0.0021543i,0.0035955-0.0015521i,0.0030034-0.00067747i,0.0022943-0.00030077i,0.0011076+5.4217e-05i,-0.00026783+0.00014886i,-0.00060956-0.00036647i,-0.00047211-0.00086552i,-2.003e-06-0.00084591i,0.00050981-0.00038641i,0.00032759-0.00060932i,-0.00017189-0.00095583i,-0.00073958-0.00054541i,0.000211+0.00036681i,0.00089894+0.00057948i,0.00030052-1.0813e-05i,0.00049019-3.8576e-05i,0.00068948+0.00074678i
0.0036069-0.0016001i,0.010396-0.0026244i,0.012805-0.0030058i,0.0096668-0.0020626i,0.0059936+0.00057873i,0.004861+0.002207i,0.0037195+0.0017885i,0.0014381+0.0011876i,-0.00042072+0.0018327i,-0.0011079+0.0023725i,-0.00093936+0.0017372i,0.00031714+0.00068234i,0.00073519-0.00026481i,0.00031871-0.0010549i,8.0975e-05-0.0011094i,-0.00023044-0.00066232i,8.4529e-05-0.00052421i,0.00069939+0.0004621i,1.3305e-05+0.0011788i,-0.0004331+0.00053338i,-5.1409e-05-0.00043518i,2.2346e-05-0.00028945i,-0.00027879-3.0204e-05i
0.0051173+0.0050061i,0.0084941+0.0084949i,0.010069+0.0099478i,0.0079062+0.0078457i,0.0039231+0.0044846i,0.0024584+0.0034858i,0.0018997+0.0029059i,9.0699e-05+0.0010909i,-0.00053118+0.00045784i,-0.0010805+0.0012548i,-0.0010236+0.0010033i,0.00031192+0.00015273i,0.00079838-0.00029638i,0.00067921-0.00046782i,0.00063683-0.00018319i,-4.4064e-05-4.639e-05i,-0.00082867-2.8917e-05i,-0.0004532+0.00011113i,-0.00016349-0.00040734i,0.0004826-0.0011322i,0.00082916-0.00098257i,0.0002274-0.0001413i,0.0001277+0.00022436i
-0.004633+0.0065414i,-0.0059896+0.012522i,-0.0051026+0.014235i,-0.0021186+0.01038i,-0.00047604+0.005986i,-0.00068736+0.0032776i,-0.0011784+0.0017588i,-0.0015355-0.00031384i,-0.0015461-0.0021736i,-0.0018139-0.001883i,-0.0011882-9.6159e-05i,-0.00010391+0.00063659i,0.00093911+0.0003375i,0.00034466+0.00036933i,-0.00016421-0.00048596i,0.00040449-0.00098999i,0.00016652-4.5838e-05i,-0.00048634+0.00059705i,-5.9611e-05+0.00079058i,0.00019557+0.00072181i,-9.1423e-05+0.00084942i,-0.00016658+0.00065675i,-5.5541e-05+0.00032814i
-0.0054526+0.00093408i,-0.010559+0.0009602i,-0.011837+0.0020034i,-0.0083664+0.0026342i,-0.0045088+0.00058666i,-0.0032781-0.0012979i,-0.0029168-0.0014948i,-0.001288-0.00088869i,0.00017461-0.0017193i,-9.0475e-05-0.0022664i,-0.0012514-0.001109i,-0.00064752+0.0001065i,-5.1802e-05+0.00087764i,-0.00061748+0.0012253i,-0.0013676+0.00023954i,-0.002091-0.00052322i,-0.0012745+0.00045362i,0.00013801+0.00057592i,-0.00021439-0.00053125i,-0.00061684-0.00068141i,0.00025722-0.00034723i,0.00060909-0.00039105i,-0.00022508-0.00070832i
-0.0044922-0.0032533i,-0.0060006-0.0065235i,-0.0063885-0.0084765i,-0.0050769-0.0077353i,-0.0019945-0.0060626i,-0.00081159-0.0052844i,-0.00096173-0.0036499i,0.00018986-0.0012198i,0.0015992-0.00013226i,0.0015571-0.00099107i,1.5315e-05-0.0014211i,-0.00083731-0.00020879i,-0.00061743+0.00039331i,-7.6962e-05+0.00053638i,0.00024817+0.0010489i,0.00048216+0.00075998i,0.00047714+0.0005557i,0.00023827+0.0011727i,0.00048824+1.9978e-05i,0.00081812-0.0011202i,0.00069682-0.00039353i,0.00051095+0.00024502i,0.00094821-0.00029878i
0.00076636-0.006379i,0.0032087-0.01121i,0.0048896-0.013245i,0.0046219-0.0090572i,0.0033786-0.0045563i,0.0028788-0.0034996i,0.0023647-0.0030925i,0.0015398-0.0017394i,0.0013678-0.00010262i,0.0012425+5.8126e-05i,0.00036282-0.00037931i,0.00015912-0.00050037i,0.00057331-0.00042903i,-0.000123-0.00062263i,-0.00058413-0.00045424i,-0.0013259-0.00059647i,-0.0014773-0.00069435i,-0.00066743+0.00023102i,-0.00023957+0.00095135i,-0.00027403+0.00088735i,-0.00067189+0.0003749i,-0.00086319-0.00012116i,-0.00042284+7.0178e-05i
0.0033289-0.00020355i,0.010513-0.0010493i,0.013967-0.0001662i,0.01152+0.00068554i,0.0082456+0.00054138i,0.006621-0.00063843i,0.0043935-0.0011866i,0.00075866+5.1038e-05i,-0.001151+0.0013191i,-0.00030842+0.0013937i,0.0008633+0.00036358i,0.0015341-0.00094018i,0.0015557-0.0012048i,0.0010853-0.00053744i,0.00082445+0.00012114i,0.00033688-9.1083e-06i,0.00023619+4.6442e-06i,0.00059975+0.00026489i,0.00028905+5.2476e-05i,-0.00026322+0.00056161i,-0.0011048+0.00071208i,-0.00039939+0.00030194i,0.00070994+0.00067605i
0.0016098+0.0049713i,0.0050614+0.011709i,0.0065731+0.014985i,0.0062346+0.011818i,0.0051515+0.0068679i,0.0041776+0.0039435i,0.0035629+0.0030728i,0.0014905+0.0022593i,-0.00011813+0.0016171i,-0.00036269+0.0012608i,0.0003296+0.0014545i,0.0013741+0.0015081i,0.0011542+0.00079392i,0.00036965-0.00022453i,0.00040025-0.00024983i,0.00058235+4.7828e-07i,-1.2632e-05+3.2567e-05i,-0.00063168+0.00030823i,-0.00035083+0.00029307i,8.9822e-05-9.3651e-05i,-0.00020867+0.000477i,-9.1644e-05+0.00061919i,0.00023506+0.00021047i
-0.0019423+0.0041868i,-0.0045233+0.0090015i,-0.0061244+0.010635i,-0.0050617+0.0089594i,-0.0027387+0.0059207i,-0.0015262+0.0035923i,-0.0016762+0.0022639i,-0.0014698+0.0001511i,-0.0014348-0.00077186i,-0.001653-0.00035346i,-0.00084661+0.00028533i,-0.00032001+0.00092367i,-0.00028554+0.00065548i,6.0488e-05+1.2657e-05i,-0.00016487-0.00013289i,-0.00065163-9.1197e-05i,-0.00026832+0.0001377i,-0.00023455-9.3342e-06i,-0.00065081-3.6625e-05i,-0.00093268+0.0002272i,-0.00068624+0.00065208i,-0.00012587+0.0006696i,-0.00055971+0.00019833i
-0.0065498+0.0028026i,-0.010251+0.0030052i,-0.012475+0.0030662i,-0.0092851+0.0022368i,-0.0037611+0.0014823i,-0.0024345+0.0018109i,-0.0022919+0.0017757i,-0.0012714+0.00049681i,-0.00078526-0.00050995i,-0.00091736-0.00044795i,-0.0012404+0.0006207i,-0.0006519+0.00081935i,0.00023096+0.00069654i,4.323e-05+0.0012956i,-0.00039366+0.00068723i,-0.00076271-1.6701e-05i,-0.0010999+0.0003749i,-0.00050187+0.001014i,0.00020217+0.00063195i,0.00028077-0.00077399i,0.00012659-0.00042748i,0.00013025+0.00062443i,0.00032932+0.00066611i
-0.0013006-0.0043317i,-0.0040323-0.0099639i,-0.0053301-0.013341i,-0.0038905-0.011708i,-0.0020071-0.0073916i,-0.0018046-0.0040728i,-0.0016609-0.002277i,7.8924e-05-0.001052i,0.0012303-0.0005368i,0.00048526+7.1919e-05i,-0.00060695+0.00058215i,-0.00077259+9.5318e-05i,-0.00096424-0.0006198i,-0.0013942-9.3258e-05i,-0.0012566+0.0004906i,-0.0009594+7.391e-05i,-0.00014005-0.00070661i,0.00048469-0.00044187i,0.00055133-0.00012199i,3.1458e-05+6.2031e-05i,0.00017496+0.00026266i,0.00014093+0.00037563i,-0.00037889+0.00028576i
0.0033285-0.0044067i,0.006334-0.0089298i,0.0082781-0.012011i,0.006767-0.010954i,0.0036532-0.0077882i,0.0016645-0.0055097i,-7.426e-05-0.0040207i,6.0692e-05-0.0013277i,0.00079353-0.0003267i,4.0208e-06-0.0007438i,-0.00078598-0.00027545i,-7.3603e-05-0.00093161i,0.0010427-0.0021159i,0.0010268-0.0014761i,0.00018579-0.00076327i,-0.0002046-0.00016871i,0.00020633+0.00073672i,0.00034931+0.00030106i,0.00013055-0.0001616i,0.00063348+0.00018886i,-7.9695e-05-0.0006735i,-0.00099095-0.0015855i,-0.0006541-0.0011919i
0.0037048+0.00082686i,0.0092796+0.0019905i,0.012314+0.0034411i,0.010158+0.0020972i,0.0067984-0.00024627i,0.0050859-0.0018605i,0.0029571-0.0019938i,0.00040761-0.00038677i,-0.00014519+0.0006327i,0.00039841-0.00030876i,0.0004488-0.0011319i,0.00091622-0.00062294i,0.00096376-0.00035578i,-2.3264e-05-0.00041778i,-8.3445e-05-0.0008863i,0.00040901-0.00091458i,0.00079063-0.00021591i,0.00053395+5.0339e-05i,4.4234e-05+8.9081e-05i,-8.2402e-05+0.00014081i,0.00015139-0.00011238i,0.00018195-0.00016925i,-3.7238e-05+3.6468e-05i
0.0032184+0.0044817i,0.0061759+0.008929i,0.0065407+0.01078i,0.0063423+0.0079054i,0.005914+0.0031332i,0.0055028+0.00051142i,0.0042485-0.00018384i,0.0012138-0.00064768i,-0.00080563-0.00060448i,-5.9008e-05+8.6693e-05i,0.0011951+0.00044233i,0.0012386-8.0425e-05i,0.00080426-0.00032849i,0.00067716-8.8628e-05i,0.00014871-0.00013763i,0.00040255-0.00045328i,0.00059816+0.00026836i,-6.5821e-05+0.00050602i,-0.00012131+3.9765e-05i,7.143e-05-5.315e-07i,-0.00011121+0.00044109i,0.00011198+0.00028482i,0.00023227-7.7079e-05i
-0.0046296+0.0043897i,-0.0077767+0.01007i,-0.0094265+0.011823i,-0.0068991+0.0090962i,-0.0014518+0.0055915i,0.0017462+0.0033892i,0.001316+0.0015355i,-5.4753e-05-7.482e-05i,-0.00085877-0.00030372i,-0.00024084+0.00011478i,0.00036103+0.00042038i,0.00031491+0.0010326i,-0.00013776+0.0017172i,-9.9997e-05+0.0017426i,0.00068631+0.0013583i,0.00077805+0.00040842i,0.0007588-0.00021266i,0.00026827-7.033e-05i,0.00030275-0.00051604i,0.00061198-0.00075809i,0.00090138-0.00012964i,0.0010463+0.00014207i,0.00085055+8.111e-05i
-0.0076427-0.00017487i,-0.011756-0.00038221i,-0.012868-0.00095156i,-0.008402-0.00075421i,-0.0028764+0.00078494i,0.00031853+0.0017573i,0.0011026+0.0016553i,0.0013186+0.0011896i,0.0010562+0.0010985i,0.00034051+0.0015798i,-0.00043427+0.0014453i,-0.0003696+0.00094323i,0.00015654+0.00061353i,0.00043881+0.00030385i,0.00043559+0.00021725i,0.00041163-0.00022684i,-0.00025247-3.4377e-07i,-0.00021579+0.00092962i,-4.4323e-05+0.001729i,-0.00031361+0.00070368i,0.00043299-0.00071388i,0.0010104-3.4867e-05i,0.00020476+0.00029777i
-0.004232-0.0043728i,-0.0045914-0.0080609i,-0.0039095-0.0086699i,-0.0019287-0.0057492i,-0.0007073-0.0013275i,-0.00052017+0.001278i,-0.0004229+0.0024495i,0.00023109+0.002976i,0.00079975+0.001316i,-0.00030493+0.00050207i,-0.0011193+0.00051741i,-0.0014196+0.00016329i,-0.0013926-0.0003358i,-0.00097754-9.7502e-05i,-0.00088715+0.0010297i,-0.00077471+0.00079753i,-0.00052828+0.00018611i,-0.0010783-0.00028214i,-0.0015745-0.00018659i,-0.0012004+0.00049155i,-0.000357+0.00058321i,0.00025082+0.00010815i,0.00041812-0.00019528i
0.0019411-0.0030583i,0.0059725-0.0061475i,0.010058-0.0061782i,0.0094519-0.0032461i,0.0044459-0.0013551i,0.00018981-0.00064281i,-0.0021259+0.00027727i,-0.0022954+0.0021948i,-0.0011872+0.0028137i,-0.00090551+0.0013596i,-0.0011623+2.7484e-05i,-0.00074858-0.00038183i,-0.00038032-0.0007282i,-0.00041353-0.0012009i,-0.00082456-0.0010788i,-0.00082939-0.00060482i,-0.0010785-0.00054723i,-0.00045829-0.0001252i,9.4342e-05+0.00048267i,-0.00016451-0.00041918i,-0.00018464-0.0012674i,0.00016192-0.00070539i,0.00041944-0.00071514i
0.001051-0.00055803i,0.0068404+0.0015387i,0.0095884+0.0051561i,0.0072956+0.0047956i,0.0039508+0.0012496i,0.0014914-0.00057406i,-0.00093664-0.00091664i,-0.0026651-0.00043593i,-0.0026917-0.00031369i,-0.0024042-0.00037841i,-0.0010762-0.00010243i,0.00095591-0.00069275i,0.0016169-0.00067223i,0.00077251-0.00048315i,5.6024e-05-0.0012074i,-0.00023636-0.0012321i,2.2603e-06-0.00017731i,0.00045614+0.00066431i,0.00030101+0.00048737i,0.00042267+0.00029464i,0.0011289+0.00038363i,0.0006481+0.00010485i,-0.0004772-0.00012922i
-0.00014636+0.0028259i,-0.00028568+0.0097529i,-0.0014183+0.012532i,-0.00092644+0.0084339i,0.00081786+0.0035797i,0.0013959+0.00059412i,0.00040439-0.0019i,-0.0012098-0.00245i,-0.0021023-0.0020443i,-0.0017184-0.0011778i,-0.00056918+7.8527e-05i,0.00064393+0.00098717i,0.00065203+0.0016672i,0.00014008+0.0014158i,0.00035129-0.00033215i,0.0002269-0.00078218i,0.00016253-4.2828e-05i,0.0008646+0.00027943i,0.00092683+0.00028814i,0.00069355-0.00012354i,0.00037307-0.00048974i,0.00047594-0.0010427i,0.00070881-0.00051175i
-0.0027597+0.0020249i,-0.0070292+0.0052504i,-0.0095065+0.0051245i,-0.0069003+0.0028791i,-0.0017302+0.00051859i,0.0016496-0.0012252i,0.0022221-0.0014766i,0.0014445-0.00095834i,0.0005993-0.0013153i,-0.00027728-0.0013705i,-0.000674+3.1112e-05i,-0.00055817+0.0016149i,-0.00037639+0.0012435i,0.0004439+0.00023494i,0.00053096+0.00038804i,0.00077471+0.00038538i,0.0010757-0.0004263i,0.00017843+0.00026664i,-7.3751e-05+0.0015774i,0.00026396+0.0014823i,-1.6552e-05+0.00055353i,-8.8459e-05-0.00026201i,0.00021501-0.00014166i
-0.003105-0.0031862i,-0.0070614-0.0043926i,-0.007945-0.0068665i,-0.0050545-0.0065605i,-0.00044116-0.0031246i,0.0022385-0.00101i,0.0031493-0.00053457i,0.0027062-0.00070173i,0.0015268-0.0008399i,0.000653-0.00076499i,-0.00034826-0.00034654i,-0.0014078+0.00030686i,-0.0014659+0.00035084i,-0.0005274+0.00029975i,0.00036637+0.00025957i,0.00071195+0.00048984i,-0.00020483+0.0004596i,-0.0007391+8.2295e-05i,0.00024811-0.00020793i,0.00024431+3.2784e-05i,-0.00017765+0.00023332i,0.00045614+8.4341e-05i,0.00051535-0.00039371i
-0.00028636-0.0042768i,7.8672e-05-0.0086321i,0.0033165-0.010399i,0.003756-0.007504i,0.0025818-0.0033619i,0.001776-0.00016528i,0.0015596+0.0025342i,0.0025488+0.0034842i,0.0024956+0.0020722i,0.00097675+0.00035374i,-0.0011361-2.8974e-05i,-0.0012788+0.00051866i,-7.8988e-05-0.00019658i,-0.00012336-0.0006696i,-0.0012434-0.00021265i,-0.0014462+0.00014928i,-0.00072538+0.00014209i,-5.6805e-06+0.0002469i,2.2994e-05+0.00037872i,-0.00034532+0.00057673i,9.5788e-05+0.00035408i,0.00077594+0.00014389i,0.0012132-8.5247e-05i
0.0024332-0.00058597i,0.0068226-0.0032044i,0.010395-0.0031702i,0.0090721-0.0018163i,0.0052545-0.0011894i,0.0021934+0.00043908i,0.00043264+0.0031739i,0.00017824+0.0034303i,0.0004472+0.0020913i,0.00025253+0.0010137i,-0.00014168-0.00039932i,0.00015976-0.0011483i,0.00081015-0.00066412i,0.00032444-0.00081696i,-0.00065334-0.00079814i,-0.0011015-0.00050701i,-0.00068961-0.00016109i,-0.00024992-0.00021044i,8.1826e-05-0.00028835i,0.00028279-0.00063641i,-0.00020487-0.0010158i,4.4011e-06-0.00031591i,0.00078291+0.00043671i
0.002835+0.0021497i,0.007829+0.004686i,0.010705+0.0066078i,0.0085264+0.0047634i,0.0043127+0.0016567i,0.0005987+0.00049315i,-0.00096013+0.00096234i,-0.0015361+0.0014298i,-0.00096215+0.0017564i,-5.403e-05+0.0010458i,0.00016318+0.00019787i,7.8259e-05+0.00027449i,6.7589e-05+0.00080263i,0.00049835+0.0007273i,0.00039422+0.00056659i,-0.00042298+0.00095916i,-0.00036285+0.00067055i,0.00029201+0.00019074i,0.00050017+0.00050051i,1.8761e-05+0.00018665i,-0.00041397-0.00026616i,-0.00055575-0.0007465i,-0.00039683-0.0010685i
0.0018031+0.0049578i,0.0015721+0.0093703i,0.00019376+0.011401i,0.00018512+0.0075762i,0.00016392+0.0026437i,-0.0016715+0.00011778i,-0.0027686-0.00054975i,-0.0021734+0.0002148i,-0.00094769+0.00077515i,0.00011307+0.00032327i,0.00018837+0.00037606i,-2.5387e-05+0.00049703i,0.00081636+0.00042917i,0.0013113+0.00039785i,0.00091265+0.0001603i,0.00061143+8.8102e-05i,0.00050544+3.7405e-05i,0.00032021-0.00022829i,0.00043843-0.00019846i,0.00046796+3.0509e-05i,0.00014461+0.00046256i,9.0736e-05+0.001046i,6.5468e-05+0.00046379i
-0.0021489+0.0041681i,-0.0047495+0.0058425i,-0.0059996+0.0048832i,-0.0039113+0.0016706i,-0.00041162-0.0017922i,2.928e-05-0.003456i,-0.00082022-0.0025945i,-0.00031221-0.0016067i,0.00020903-0.00080929i,8.6257e-05-0.00034741i,-0.0005389-0.00053777i,-0.00094609+0.00038308i,-0.0013899+0.00086783i,-0.00059992+0.00043477i,0.00059598+0.0005261i,0.00097838+0.00024055i,0.00067267+0.00030642i,0.00030701+0.00015008i,0.00064998-0.00049322i,0.0010574-0.00086634i,0.00053406-0.00036002i,-1.1016e-05+0.00025236i,0.00037138+0.00042074i
-0.002631-0.0018315i,-0.005287-0.0041927i,-0.0067574-0.006766i,-0.0046436-0.0064539i,-0.0012056-0.0038957i,0.00054169-0.002426i,0.00072007-0.0020505i,0.00064111-0.0016557i,0.00054535-0.0013283i,9.2157e-05-0.00073227i,-0.00058432-0.00035167i,-0.00093746+4.7529e-05i,-0.00078665+9.973e-05i,-0.0005904-0.0004973i,-0.00065643+3.5368e-05i,-0.00061648+8.5508e-05i,-0.00098344+4.977e-05i,-0.00034981+0.00098261i,0.00011013+0.0011008i,-0.00049799-0.00013675i,-0.00030973-0.00051304i,0.00038571-0.00010801i,0.00050604+0.00033684i
0.0002367-0.0048412i,0.00059334-0.0078312i,0.0026633-0.0096807i,0.0037413-0.0072143i,0.0022616-0.0024569i,0.0026109-0.00028644i,0.0039232-0.00012322i,0.0036145-0.00037754i,0.002615-0.00025938i,0.0012035+7.2663e-05i,-0.00015231+0.00022534i,-0.00077278-0.0003936i,-0.00031827-0.00123i,-0.00018773-0.00097004i,-0.00044591-0.00027791i,-0.00011949+0.00059287i,0.00030551+0.00085589i,0.00057939+0.00080557i,0.00015058+0.00035492i,-2.2391e-05-0.00031564i,0.00063143-0.00022792i,0.00071225+0.00016038i,0.00041343-0.00030657i
0.003578-0.0015579i,0.0074425-0.0029643i,0.010064-0.0021625i,0.0090606-0.00078935i,0.0059192-0.0001404i,0.0036096+0.00083991i,0.0022644+0.0023844i,0.0013689+0.0030651i,0.00088293+0.0018975i,0.00024169+0.00047883i,-0.00095666-1.8664e-05i,-0.0015754-0.00056818i,-0.00073773-0.00059459i,-6.8358e-05-0.00013372i,2.4133e-05-2.9284e-05i,-0.00060442+0.00059488i,-0.0006219+0.00043596i,-0.00014626-0.00045005i,0.00019959-0.00020525i,6.2361e-05+6.5836e-05i,8.8439e-05-0.00031436i,0.00031549-0.00090168i,-0.00033097-0.00098871i
0.00093476+0.0022306i,0.0035526+0.0056691i,0.0038538+0.0072607i,0.002317+0.0064675i,0.0018447+0.0049489i,0.0018287+0.0032121i,0.00086223+0.0021387i,-0.0008779+0.0013608i,-0.0017214+0.00056097i,-0.001522+0.00028492i,-0.00040101+0.00052221i,0.00042892+0.00076867i,0.00062558+0.00068177i,0.00041252+0.00019088i,-0.0010279+0.00042035i,-0.0015129+0.00053029i,-0.00064858-0.00014228i,-9.3036e-05+3.0159e-05i,5.4533e-06+0.00062458i,-0.00028779+0.00039934i,7.541e-05+0.00021605i,0.00052642+0.00050999i,0.00035802+0.00051633i
-0.0032788+0.0023769i,-0.0045564+0.0072564i,-0.0061667+0.0084344i,-0.0049062+0.0060678i,-0.0027954+0.0041652i,-0.00096925+0.0030232i,0.00034018+0.0016847i,-0.00036532+0.00071393i,-0.0011929-0.00073748i,-0.0011874-0.0011912i,-0.0011799-0.0004905i,-0.00028353+0.00011856i,0.00037596+0.00089645i,0.00017866+0.0007262i,0.00029863-0.00017688i,0.00035113-0.00045135i,-0.00015088-0.00038298i,-8.3297e-05-0.00020066i,0.00011197-0.00012601i,-0.00035388-4.0068e-05i,-0.0003565+1.5913e-05i,-4.3379e-05+0.00041394i,0.00033721+0.00047577i
-0.0029573+0.002425i,-0.0064194+0.003914i,-0.0071212+0.003345i,-0.0040503+0.0018217i,-0.00090214+0.0005019i,-4.018e-05+0.000791i,-0.0014733+0.0010377i,-0.002328+0.00030277i,-0.0017716-0.00071112i,-0.00071722-0.00096652i,-0.00031159+9.2891e-05i,-0.00080218+0.00081195i,-0.00094613+0.00076626i,-6.2095e-05+0.0005341i,0.00046457+0.00064523i,6.7108e-05+0.00044434i,-0.00069476+0.0001027i,-0.00083381+0.00085029i,-7.0764e-06+0.00092229i,8.1084e-05+0.0003029i,-0.00034009+0.00037065i,-4.9475e-05+0.00096532i,-0.00014157+0.0014177i
-0.0059987-0.00016666i,-0.0070872-0.0029146i,-0.0052263-0.0050009i,-0.0024146-0.0040546i,-0.00030267-0.0028668i,0.00079424-0.0019046i,0.00047657-0.00049568i,5.2047e-05-0.00052237i,0.00034577-0.00010302i,0.00043021+0.00052933i,-0.00067191+0.00046392i,-0.0013122+0.00056911i,-0.00066312+0.00045891i,0.00046915+0.00023123i,0.00061951+0.00021085i,0.00010356-0.00015834i,0.00046014-0.00064213i,0.00076039+0.00036775i,0.00044688+0.0014186i,3.4178e-05+0.00055585i,8.092e-05+1.1509e-05i,-0.00010721+0.00013166i,-0.00065243+0.00083915i
0.002633-0.0050561i,0.0042584-0.0077124i,0.005306-0.0084687i,0.0049101-0.0066371i,0.0036258-0.004309i,0.0025616-0.0030652i,0.00095589-0.0023172i,0.00023338-0.0009247i,0.00051772+0.00036693i,0.00018576+0.00024828i,-0.0008904-0.00018842i,-0.0013211-0.00050969i,-0.00029038-0.00092398i,0.00026777-0.00023892i,0.00015045+0.00022425i,0.000293-3.8937e-05i,0.00057386+0.00024757i,0.00024449+0.0010823i,-7.0174e-05+0.00072946i,-0.00032564-0.00059986i,-0.00038607-0.0011391i,-0.00017305-0.0013012i,0.00028587-0.0013669i
0.0031661+0.0018316i,0.0060962+0.0021685i,0.0096977+0.0025472i,0.0088444+0.00078579i,0.0056167-0.00097047i,0.0030577-0.0013099i,0.0019102-0.00037191i,0.0015708+0.00095506i,0.00088385+0.00095125i,0.00023565+0.00029357i,-0.00059589-0.00040358i,-0.00045102-0.0012455i,0.00023172-0.0012677i,0.00011948-0.00097086i,-0.00024577-0.00078292i,-0.0010623-0.0007317i,-0.0007889-0.0010077i,-0.00069535-0.0010049i,-0.00075361-0.00011473i,0.00048621+0.0010778i,0.00045908+0.0014392i,-0.00041267+0.0010519i,3.7803e-05-0.00039541i
0.0019884+0.00070735i,0.0023793+0.0032286i,0.0022848+0.005857i,0.0022931+0.005568i,0.0025948+0.0025888i,0.0025506+0.0006338i,0.0019291+0.0006649i,0.0011393+0.001285i,0.00068561+0.0013761i,-0.0002083+0.00061549i,-0.00063039+5.787e-05i,0.00020738+0.00043063i,5.7457e-05+0.00088394i,-0.00026619+0.00022132i,4.5705e-05-0.0010744i,-0.00032395-0.0014694i,-0.00063478-0.00097826i,-0.00034859+0.0001995i,0.00036725+0.00037195i,0.0003091+7.0113e-05i,-0.00018115+0.000123i,9.3185e-05-0.00041587i,0.00056805-0.00063516i
0.00029865+0.0035934i,-0.0014114+0.0065007i,-0.0035103+0.0069527i,-0.0033815+0.0050142i,-0.00088396+0.0027751i,2.341e-05+0.0015883i,-0.00075447+0.0015741i,-0.00091362+0.0011419i,-0.00079043+0.00060989i,-0.0011126-0.00015498i,-0.00093484-0.00065632i,-0.00024271-0.000658i,0.00042439-0.00016243i,0.00098207+0.00024126i,0.0010505-0.00044934i,0.00053617-0.0005537i,5.8462e-05+0.00012844i,0.00022132+0.00056474i,0.00053113+0.00074736i,0.00053841+0.00073461i,0.0002283+0.00071266i,0.00032957-0.00017958i,0.00068151-0.00063723i
-0.003752-0.0003146i,-0.0066393-0.0014802i,-0.0075427-0.0025505i,-0.0052942-0.0027312i,-0.0024488-0.0016477i,-0.0015115-0.00068295i,-0.00067912-0.00025359i,-0.00052147-0.00013813i,-0.00082625-0.00031877i,-0.00060194-0.00019489i,-0.00057814+0.0001783i,-7.9905e-05+0.00057108i,-8.5574e-05+0.0012616i,-0.00052925+0.00090033i,4.5411e-05-0.00010025i,0.00037994-0.00058737i,0.00021518+0.0001125i,0.00048379-5.0023e-05i,0.00076729-0.00068099i,0.00086345-0.00010418i,0.00045532+0.00069244i,-0.00043477+0.00074783i,-0.0013092+0.00045054i
-0.00029002-0.0026658i,-0.00090554-0.005306i,-0.00023007-0.0065762i,0.0009304-0.0046927i,0.0017186-0.0022491i,0.00087435-0.0011443i,-0.00048327-0.00068597i,-0.00032482+0.00023i,0.0001531+0.0004063i,0.00050909-0.00050565i,0.00092272-0.00077756i,0.00050338-0.00018596i,-0.00015583+0.00016079i,-0.00038367+1.3172e-05i,-7.1925e-05-0.00053418i,9.9296e-05+0.0001737i,-2.7224e-05+0.00087359i,0.00059492+0.00088654i,0.00086767+0.00072519i,0.00074729+0.00028896i,0.00070811+0.00048679i,0.00090014+0.0011523i,0.00069851+0.0012136i
