-0.00329+0.000577i,-0.0018785-0.00088627i,-0.0026784-0.00082127i,-0.0024636+0.0012567i,-0.0019427+0.0023017i,-0.0013956+0.0020181i,-0.00032491+0.0026378i,0.00076545+0.0020904i,0.0014586+0.00097555i,0.00099255+0.00047818i,0.00031798-0.00052707i,0.00015504-0.0011414i,0.00029033-0.00098751i,7.5025e-05-0.0003206i,-6.8483e-06+0.00040021i,0.00037566+0.00039277i,0.0013053-0.0001567i,0.00057938-0.00059711i,-8.4652e-05-0.00023506i,0.00066905+0.00017535i,0.00033932-5.3815e-05i,-0.0005136-0.0002809i,-0.00036985-0.00048824i
-0.0013586-0.00042936i,-0.0021363-0.00043048i,-0.002218-6.9991e-05i,-0.0011895+0.00033192i,0.00010238+0.0014584i,0.0011285+0.0013559i,4.5325e-06-0.00055512i,-0.00017455-0.00095789i,0.001187-0.0002634i,0.00047887-0.00053723i,-0.001061-0.00064914i,-0.00096274-0.00051646i,0.00026665-0.0003181i,0.00065509-3.9242e-05i,-9.4022e-05-0.00045032i,-0.00027643-0.00073341i,0.00031329-0.0003839i,0.00050092-0.00011553i,0.00074234-0.00032469i,0.0011664-0.00012082i,0.0013901+9.9919e-05i,0.00070128-0.0001053i,-2.4055e-05-0.00016525i
0.0025674-0.00081719i,0.0034579-0.00026565i,0.0018773-0.00071499i,0.00066386-0.00072235i,0.00049056+0.00042005i,0.00064824+0.00076567i,0.00061994+0.000279i,0.0010629-0.00051468i,0.00084409-0.00087188i,-9.2885e-05-0.00040382i,-0.00039316+0.00017477i,-0.00022901-1.7415e-05i,0.00041141+2.0849e-05i,0.00082219+0.00073576i,0.00068855+0.00054263i,-0.00023626-0.00020659i,-0.00039195-0.00033351i,-0.00011151+0.00018032i,-0.0004481+0.00061615i,-0.00046343+8.2228e-05i,-0.00035323+2.7721e-05i,-0.00032141+0.00024099i,-0.00095918+4.7534e-05i
0.0001027+0.00052651i,0.00017691+0.00090697i,-0.00060763+0.00035676i,-0.001157+0.00033712i,-0.00078156+0.0009783i,-0.00066785+0.00095688i,-0.00038136+0.00011309i,0.00049514-0.00066335i,0.00067292-0.0013679i,-6.0079e-05-0.00086974i,-0.00025614+2.1246e-05i,-0.0001544-2.7065e-05i,-0.00031892-0.00057728i,-0.00071139-0.00069254i,-7.4684e-05-0.00024917i,0.00028477-0.00064879i,0.0001606-0.00072003i,-8.5274e-06-3.0037e-05i,-0.0001695+0.00089811i,0.00038898+0.001274i,0.00014239+0.0013352i,-0.00028583+0.0012804i,-0.00012382+0.00083437i
-0.00068719+0.0011649i,-0.0002993+0.00063727i,0.00041854+0.00053332i,0.00079766+0.0014054i,0.00082529+0.001644i,0.00098814+0.0014305i,0.0016156+0.00056804i,0.0014692-4.8189e-05i,0.00098563-0.00028366i,0.00054512+4.6162e-05i,-0.00050626-0.00018267i,-0.00099362-0.00030692i,-0.00055575+0.00026997i,-0.00051051+0.0002547i,-0.00016228-9.6485e-05i,0.00018353-0.00049991i,0.00028217-0.00052993i,-0.00023902+7.0482e-05i,-0.00065396+0.00015593i,-0.00023351+0.00028823i,0.00019918+0.00044781i,0.00024239+0.00013661i,0.00015241-0.00085551i
-0.00032876+8.7019e-05i,0.00036794-0.00040252i,0.0012352-8.0873e-05i,0.00081461+0.00065747i,0.0008812+0.00075306i,0.00031569+0.00018209i,-0.0011304-0.00021579i,-0.00067414-0.0011345i,-8.4945e-05-0.0014931i,-0.00060424-0.00060456i,-0.0010046-0.00044313i,-0.0002295+2.5161e-05i,0.00035304+6.1403e-05i,0.00035649+3.7389e-05i,0.00023276+0.00037676i,-6.6472e-05-0.00059442i,-0.00027554-0.00026396i,-0.00015576+0.00060499i,0.00039317+0.00029845i,0.0005879+0.00020623i,0.00055447+0.0008141i,0.00058556+0.00070391i,1.5117e-05+0.00033499i
2.2604e-05+0.00048275i,0.0004295+0.00055202i,0.0014535+0.00068671i,0.0020334+0.0013044i,0.002229+0.00078756i,0.0017209-0.00018978i,0.0015682+0.00011418i,0.0012359-9.3274e-05i,0.00049551-0.0007821i,-0.00047885-0.00087298i,-0.00027344-0.0010721i,0.0003722-0.00094113i,0.00018145-0.0014847i,-2.4514e-05-0.00095295i,-0.00065252+8.8923e-05i,-0.0010744-0.00013952i,1.6168e-05-0.00024984i,0.00022752-0.00012083i,-6.3363e-05-0.00019719i,-0.00022019-1.7858e-05i,-0.00063467-0.00048588i,-0.00090254-0.00032102i,-0.0005183+0.00022983i
-0.00044237-0.0022719i,-0.00053248-0.0017658i,-0.00089711-0.00097158i,-0.0018255-0.00032041i,-0.0017739+0.00033504i,-0.00072836+0.0016022i,-0.00029338+0.00087891i,0.00013057-0.00075201i,0.00053384-0.00076777i,0.00018597-0.00087463i,1.6277e-05-0.00057791i,0.00020828-8.1832e-05i,-0.00028699-0.00026334i,-0.00060756-0.00057615i,-0.00046086-0.00042413i,-0.00025215-0.00021538i,-0.00048322-0.0003137i,-0.0016269+0.00015954i,-0.0016543+0.00089707i,-0.00040264+0.00062997i,0.0005368+0.00016978i,0.0010067-2.0524e-05i,0.00070416-0.00027282i
0.0016152+0.00018669i,0.00098337-0.0005997i,0.00090116-0.0012424i,0.00086063-0.00098918i,0.00055335-0.00022411i,0.0010711+0.00040391i,0.0010327+0.00062921i,0.0012348+0.00043747i,0.00088893-0.00031509i,-0.00022374-0.00077622i,-0.00030394+0.00015077i,0.00084226+0.00059469i,0.00033463-0.00042184i,-0.0012057-0.00097811i,-0.0012092-0.0007478i,-0.00044585-0.0002808i,0.00014254-0.00012738i,0.00050709+4.3369e-06i,0.00047002+0.00041985i,0.00064556+0.0011533i,-6.1724e-05+0.0011204i,-0.00085056-8.6321e-05i,-0.00048594-0.00069816i
0.002495+0.00088128i,0.0032737+0.0013669i,0.0028287+0.00057575i,0.0018388-2.0264e-05i,0.0015209+0.00066097i,0.00087108+0.0010358i,0.00025947+0.00093317i,6.2433e-05+0.00060675i,0.00054299-0.00018864i,0.00081351-0.00026433i,-1.1325e-05+0.00024325i,-0.00077403-0.00031698i,3.7714e-06-0.00060981i,0.00090408-0.00011982i,0.00072818-0.00021987i,0.00055373-0.00013956i,0.00073509+0.00056409i,0.00056399+0.00052451i,6.6819e-05+0.00023693i,-0.00030158-0.00015383i,-0.00034703-0.00021058i,-0.00049334-0.00043735i,-0.00084731-0.00034496i
-0.00017287+0.0013159i,-0.00076526+0.0014068i,-0.00071591+0.0022179i,-3.0536e-05+0.0024648i,0.00070488+0.0015725i,0.0014064+0.00099272i,0.0015923+0.00075876i,0.0011581+0.00012591i,0.00052997-0.0012407i,-0.00036415-0.0021181i,-0.00087287-0.0010315i,-0.00077271-0.00016781i,-0.00030604-0.00011301i,-0.00012993+3.9906e-05i,-0.00027532-4.5647e-05i,1.0935e-05+8.3694e-05i,0.00022201+3.796e-05i,0.00013136+0.00017926i,0.00022777+0.00013479i,-0.00044606-0.00021227i,-0.00035649-0.00025084i,-4.8908e-05-0.00040738i,-0.00043293-0.00072185i
-0.0018784-0.00018518i,-0.0013602-0.0003991i,-0.001186+0.00078613i,-0.00061943+0.0009611i,-0.00082605+0.0014317i,-0.00075735+0.0012576i,2.4242e-05+0.00030457i,0.00038742-7.3621e-05i,0.00032569-0.00016231i,-0.00027858-0.00023425i,-0.0005115-0.00035357i,1.82e-06-0.0005944i,-6.7764e-06-0.00028022i,-0.00086537+0.00028986i,-0.00073355+0.00030921i,-0.00036356+7.4096e-05i,-0.00029949-0.00031918i,-0.00043287-0.0010777i,-1.881e-05-0.00043124i,0.00014962+0.00086168i,2.6641e-05+0.0012619i,0.00015044+0.0007381i,2.2501e-05-0.00022255i
-0.0015225+3.5417e-05i,-0.001714-0.00098062i,-0.0012583-0.00088547i,-0.00034907-0.00028896i,-3.8862e-05+0.00056061i,-5.1706e-05+0.0014505i,0.00023701+0.0016322i,0.00028229+0.00069107i,-0.00030225-0.00024494i,-0.00056991-0.0006093i,-0.00034293-0.00044625i,-0.00054468-0.0009094i,-0.00061042-0.0014485i,-0.00038696-0.00014795i,0.00025785+0.00080621i,0.00070648+0.00038495i,0.00018517-5.3224e-05i,1.8737e-05-0.00047956i,-0.0001846-0.00028972i,0.00035271+0.00046294i,0.0010285-2.8955e-05i,0.00065562+0.00033873i,3.9468e-05+0.00090777i
-0.00064519-0.00083381i,-0.00057316-0.00085722i,0.0009304-0.00013776i,0.0012239-6.0732e-06i,0.00079518-0.0002713i,0.000656+0.00048658i,0.00046572+0.00031511i,0.0006477-0.00039248i,0.00062473-0.0012276i,0.00047078-0.0015038i,0.00041426-0.00075082i,-0.00068677-0.00019957i,-0.0011866-0.00015932i,-0.00063062+0.00020169i,0.00015668+6.9707e-05i,0.00071149-0.0002901i,0.00043756+0.00028924i,0.00083505+0.00031824i,0.00078769-0.00025846i,0.0001414+8.1245e-05i,-5.6281e-05+0.00025356i,-0.00010305+0.0002627i,2.9171e-05+0.00022384i
-6.6786e-05+0.0013971i,-0.00055842+0.0019313i,-0.0019649+0.0022148i,-0.0010757+0.0022392i,0.00060835+0.0025572i,0.00096921+0.0022569i,0.0013931+0.0010733i,0.0017286+0.00014765i,0.0013251-0.00040851i,0.00044651-0.00080586i,4.7368e-05-0.00126i,0.00059588-0.0013001i,0.00067011-0.0007312i,0.000718-0.00028914i,0.00053676+0.00024935i,-7.1286e-06-0.00031184i,0.00021339-0.00094895i,0.00056685-0.00032074i,0.00060615+0.00049942i,-0.00030033+0.0006715i,-0.00030293+0.00034869i,0.00087117+2.8723e-05i,0.0012179+0.00047228i
0.0010186-0.0012082i,0.00022632-0.0015857i,0.001168-0.00089563i,0.00080651+0.00017938i,0.00037831-0.00040334i,0.00065189-0.00097299i,0.0013223-0.00051154i,0.0014043+0.00059019i,9.8545e-05-0.0001232i,-6.9205e-05-0.0013061i,0.00066986-0.0010111i,3.2504e-05-7.9556e-05i,-0.00061849-5.1072e-05i,-0.00049491-0.00045834i,-5.8825e-05-0.00039546i,0.00025125-0.00082218i,-2.0528e-05-0.0011488i,-0.0002345-0.00063756i,2.7034e-05-0.00072696i,0.0006158-0.00080231i,0.0010146-0.00013332i,0.00078184+0.00048999i,0.00036021+0.000814i
-0.00013563+0.0017975i,0.00084869+0.0036755i,0.00091082+0.0037547i,0.00072267+0.0021924i,0.00088806+0.0016891i,0.00051953+0.0017819i,0.00031553+0.0011111i,0.0011846+0.00040498i,0.00071725-0.00034996i,-0.00072289-0.00065836i,-0.00093749-0.00052767i,-0.00069246-0.00015129i,-0.0012247+0.00021139i,-0.0015393+0.00058467i,-0.00057224+0.00078889i,5.7759e-05+0.0001201i,0.00017779-0.00043146i,-0.0003028-0.0008352i,-0.0010502-0.00097001i,-0.00018703-3.6866e-05i,0.00022862+0.00093165i,0.00049582+0.00063959i,0.00097935+0.00023478i
-0.0013853-0.0015004i,-0.0019239-0.0017903i,-0.0019629-0.00040934i,-0.001305-0.00031728i,-0.00048439-0.00082256i,-0.00025113-0.0009158i,-0.00026593-0.0013339i,0.00038158-0.0014815i,0.00070085-0.0011929i,0.00011286-0.0013932i,-0.00016766-0.0010976i,-0.0004128-0.00016648i,-0.00076676+0.00051663i,-0.00052925+0.00067302i,-0.00015241+0.00051055i,0.00032091-0.00018123i,0.00067512-0.00048691i,0.00066174-0.00031772i,0.00076816-0.00021071i,0.0010107-0.00013465i,0.00025307-0.00022209i,-0.00060641+0.00036338i,-0.00072129+0.00030764i
-0.00040979+0.00045487i,-0.00045594-0.00036617i,0.00050484-0.0003973i,0.0012031+0.0002365i,0.00089839+0.00091801i,0.00055209+0.0012025i,8.321e-05+0.0012709i,-8.2142e-05+0.0012065i,0.00035463-7.5361e-05i,0.00072964-0.00084928i,0.00039991-0.00017854i,-0.00044645-0.00049313i,-0.0010779-0.00075517i,-0.00064014-0.00048755i,-0.00040367-0.0010979i,-0.00086838-0.00082014i,-0.00065701-2.981e-05i,0.00016693+0.00028453i,0.00010712+0.0012977i,-0.00030513+0.0012269i,0.00034342+0.00024152i,0.00060059+0.00011002i,0.00041951-0.000192i
0.00027666+0.0012521i,0.0011+0.00094873i,0.0014379+0.00021927i,0.0011267+0.00010449i,9.0961e-05-0.00036867i,-0.00017261-0.00027937i,-0.00011097-0.00013515i,-6.5799e-05-0.00064531i,0.001004-0.00059736i,0.0010466-0.00055269i,-4.7654e-05+0.00046938i,-0.00073757+0.0002465i,-0.00072052-0.00080213i,-0.00030925-0.00047158i,-8.7783e-05+6.9194e-05i,-0.00029369+0.00026232i,-0.00066363+0.0004408i,-0.00063995+0.00017149i,-0.00052823+0.00061626i,9.0717e-05+0.00065636i,0.0011984+0.00022041i,0.00087383+0.00044481i,0.00046455+0.00048953i
-5.2117e-05+0.00035489i,-0.0012209+0.00094961i,-0.0018567+0.00086982i,-0.0011823+0.00045025i,2.5933e-05+0.0005122i,0.00036336+0.00035902i,-0.00039687-0.00019383i,-0.00013459-0.00074004i,0.00023042+3.9149e-05i,-0.0012229+0.00085027i,-0.0016707+0.00017871i,-0.00022422-2.9853e-05i,0.00083949+4.3147e-05i,0.00060142+0.00064844i,0.00034913+0.00086669i,0.00023132+6.7907e-05i,9.4409e-05-0.00013687i,-0.00045733-0.00015019i,-0.0011023-0.00027375i,-0.0010651+4.9273e-05i,0.00020319+0.00070875i,0.00067286+0.00084992i,0.0003074+0.00026644i
0.0012053-0.0013871i,0.0010461-0.00086874i,0.00028383-0.0010163i,-0.00037238+1.0066e-05i,-7.465e-05+0.00086782i,0.00033746+0.00036339i,0.00057696-0.00012646i,0.0010111-0.00025653i,0.00092259-0.00053078i,0.00030102-0.00070413i,-0.00041168-0.00046223i,-7.6987e-07-0.00057098i,0.0001721-0.00081615i,8.8305e-05-0.00084623i,0.00080075-0.00030223i,0.00063434+0.00026941i,0.00013611+0.00017374i,-0.000246-0.00021137i,0.00016446+0.00012458i,0.00054091+0.00052845i,8.6944e-05+4.1121e-05i,-0.00038673-0.00063287i,-0.0008603-0.00062828i
-0.0024715+0.0022331i,-0.001209+0.0016626i,-0.0010698+0.0020856i,-0.0011872+0.0031047i,0.0002488+0.0023557i,0.0018201+0.001271i,0.0023888+0.0010467i,0.0016545+0.00064446i,0.00053432-0.00010418i,0.00013541-0.00064967i,0.00035054-0.00075355i,0.00043309-0.0005494i,0.00032986-0.00061993i,9.1975e-05-0.0002759i,0.00027601+0.00058698i,0.00021517+0.00043184i,5.5931e-06+0.00018738i,-0.00048829+8.0056e-05i,-0.0010395+0.00010804i,-0.00053137+0.00054628i,0.00042633+0.00017524i,0.0004963-0.0013166i,-1.6549e-05-0.00088105i
-0.0015419-0.00058452i,-0.0018056+4.2216e-05i,-0.00034551-0.00034651i,0.00054571-0.00010054i,0.00046887+0.0013725i,0.0011089+0.0017076i,0.0019676+0.0011178i,0.0012957+0.00021304i,0.00051014-0.00066381i,-7.9287e-05-0.00072526i,-0.00027517-0.00023437i,-1.6568e-05-0.00033945i,-0.00033543-0.00057868i,-0.0007011-0.00038901i,-0.00046907+0.00029805i,-0.00068745+0.0003098i,-0.00080189-0.00036318i,-0.00011064-4.2398e-06i,-4.8867e-06+0.0007182i,0.00013884+0.00072918i,0.0010472+0.00082911i,0.001058+0.00062425i,0.00042407-0.00056455i
0.00044365+0.00044273i,-1.7405e-05+0.0006282i,-0.0004812+0.0013961i,-0.00064055+0.0018121i,-0.0013128+0.0015417i,-0.0006567+0.001002i,0.00053336+0.0003214i,0.00093897-0.00049236i,0.00076536-0.00075654i,0.0002057+0.00048913i,3.7372e-05+0.0012571i,-0.00018149+0.00080775i,-3.2233e-05-0.00019955i,0.00075114-0.00019171i,0.00051089+0.00057333i,0.00080002+0.00024749i,0.000434-0.00042696i,0.00030646-0.00087263i,0.0012128-0.00098237i,0.00091247-0.00070086i,0.00048667-0.00048687i,0.00032739-0.00025438i,0.00052746-0.00010061i
-0.00077154-0.0005767i,-0.00042485+1.9279e-05i,0.00016799+0.00023186i,0.00032633+0.00038686i,0.00041616+0.000723i,0.00067157+0.00073403i,0.00094118+0.00045574i,0.0013679-0.00049818i,0.0009687-0.0011151i,-0.00030974-0.00073073i,-0.00085652+0.0002711i,-0.00052118+0.0003162i,-0.00076272-0.00056667i,-0.00034768-2.0735e-05i,6.8621e-05+0.00089426i,-0.00018716+0.00078358i,-8.7956e-05+0.00016941i,-0.00021657-0.00035956i,-0.00067367-0.0011744i,-0.00022217-0.0014847i,0.00096304-0.00070378i,0.0016275-0.00048435i,0.00093925-0.0014799i
-0.0031349-0.00030633i,-0.0035764-0.0014447i,-0.0042032-0.0009442i,-0.0036774+0.00058166i,-0.0029463+0.0014398i,-0.00087304+0.00056714i,0.00098689+0.00012374i,0.00030283+0.00034983i,-3.6313e-05+0.00017051i,0.00013241-5.8668e-05i,-0.00015623+0.00032566i,-0.0002635+3.2232e-05i,-9.1418e-05-0.00022821i,0.00020491-0.00017402i,0.00031968-0.00014699i,8.7472e-05-0.00030144i,-5.4795e-06-0.00032724i,0.00024749-1.7418e-05i,0.00013786-0.00015112i,1.6666e-05-0.00027105i,0.00056126+0.00010456i,0.00093727+0.00046511i,0.00054062+0.00028575i
0.0023891+0.0019895i,0.0020886+0.0020142i,0.0016843+0.0011463i,0.00087373+0.00084902i,0.0011195+0.00099904i,0.00069163-2.3884e-05i,0.00084368-0.00077061i,0.0017021-0.00087439i,0.0010356-0.0007337i,0.00036092-7.9732e-05i,5.8793e-05+0.00055912i,0.00022778+0.00067671i,0.00053644-0.00023766i,0.00056536-0.0010586i,0.00082546-0.00060651i,0.00097853-0.0004681i,-7.9402e-05-0.00044615i,-0.00068954-0.00070374i,0.00030651-0.00029602i,0.00091232+0.00048225i,0.00064495+6.4048e-05i,0.00071901-0.00030964i,0.00064061-0.0004728i
-0.0013568-0.00094502i,-0.0019856-0.00085668i,-0.0029884-0.00054321i,-0.0026527+5.2119e-05i,-0.0014798+0.00074038i,-0.00012165+0.0014615i,0.00035201+0.00080147i,0.00071002-0.00028753i,0.0010839-0.00021994i,-7.7916e-05+0.00036026i,-0.00083939+0.0004663i,2.1632e-05+0.00029967i,-0.00025111+0.00016149i,-0.001258+0.00015673i,-0.00076005+0.00045243i,-0.0004202+0.0010735i,-0.00052759+0.0011353i,-0.00025977+0.00048078i,0.00036687+0.00025045i,-0.00019298+3.2259e-05i,-0.00035341-2.9561e-05i,0.00025128+0.00011162i,0.00018232+2.9591e-05i
-0.00075415-0.00080689i,-0.00026718-0.00079963i,0.00089362-0.0016716i,0.00081651-0.0010772i,0.0006039+6.4626e-05i,0.0010077+0.00036475i,0.0015756+0.00085998i,0.0021648+0.00041049i,0.0013332-0.00044393i,-0.00084778-0.00029678i,-0.0022049+0.00023307i,-0.0013277-0.00044529i,-0.00040865-0.0013147i,1.7638e-05-0.00063588i,-2.2318e-05+0.00050628i,-0.00065937+0.00058199i,-0.00052369-0.00040618i,-0.00072072-0.0003067i,-0.0010592+4.726e-05i,-0.00066085+0.00012982i,-0.00042024-0.0002219i,4.3376e-05-6.2368e-05i,0.00027925+0.00016949i
0.00030386-0.0011278i,0.0010249-0.0016657i,0.0010183-0.0014001i,0.00071019-0.00037699i,0.00024005+0.0013906i,0.00034591+0.0015664i,0.0010291+0.00075314i,0.0010444-0.00020417i,0.0005176-0.00099832i,0.00013666-0.00041048i,-0.00059812+0.00024813i,-0.00077301-0.00024512i,-0.0006558-0.00053083i,-0.00071426-0.00018494i,-0.00048705+9.2236e-05i,-0.00035554+2.1788e-05i,-0.00036606-0.00025424i,0.00038914-0.00053318i,0.00064018-0.00079323i,0.0003962-0.00028572i,0.00010244+0.00021399i,-0.0002628-0.00024797i,-0.00032111+2.1363e-05i
0.0014517+0.00026924i,0.001292+0.00048607i,0.0021465+0.00051947i,0.0016637+0.00032632i,0.00028826+6.7778e-05i,0.00041963+0.00060792i,0.0012991+0.00062171i,0.0014221-0.00050741i,0.00090993-0.0011426i,-0.00038278-0.00071859i,-0.0010028-0.00010658i,-0.00025575-9.2357e-06i,0.00039739-4.5051e-05i,0.00041463-0.00014058i,0.000561-0.00032146i,0.00013836-0.00027805i,-4.6338e-05+0.00023251i,-5.3807e-05+0.00093544i,-0.00057901+0.00041852i,-4.425e-05+2.8832e-05i,0.00026311+0.00045501i,0.0002455+0.0005191i,7.329e-05+0.00016813i
-0.0011632-0.0014335i,-0.0025051-0.00040692i,-0.0030051-0.00020121i,-0.0020453+0.0003964i,-0.0013907+0.00083215i,-0.00064485+0.00069096i,0.000295+0.00044061i,0.00050022-0.00018453i,0.00064308-0.00078447i,9.8628e-05-0.0008817i,-0.00028365-0.0010884i,-0.00111-0.0012403i,-0.0011866-0.00075908i,-0.00021123+5.6246e-05i,-2.7348e-05+0.00028049i,-0.00049499-0.00014123i,-0.0010568-0.00033329i,-0.00146-0.00057027i,-0.0014671-0.00050763i,-0.00031466-0.0001251i,0.00051864-0.00015996i,-3.3811e-05-0.0001454i,-0.00030186+0.00016849i
-0.001066-0.00063568i,-0.0012165-0.00061265i,-0.00028026-0.00034033i,-0.00036118+2.7105e-06i,-0.000847-5.5003e-05i,0.0001997+0.00052249i,0.0008138+0.00064318i,0.0004622+0.00024027i,0.00058283+8.731e-05i,0.00037603-0.00018601i,-0.00016889-0.00072607i,0.00018088-0.00030231i,0.00035147+0.00018028i,-0.00032409-0.00027016i,-0.00011655-0.00041931i,0.00064398-0.0004389i,0.00035586-0.0010501i,0.00035106-0.0014063i,0.0013698-0.00053135i,0.00094462-0.00035373i,0.00046632-0.00053618i,0.00024711+9.8657e-05i,-3.6252e-05+0.00024083i
-0.00067154-0.00039483i,-1.925e-05-0.00074729i,-0.00027205-9.4196e-05i,-0.00011144+0.00093805i,-0.00018525+0.00091696i,0.00073773+0.00028422i,0.001234-0.00031824i,0.00094988-0.0011314i,0.00079208-0.0012477i,-0.00032218-3.9839e-05i,-0.00099382+0.0004294i,-4.973e-05+6.4555e-05i,0.00072067-3.4547e-06i,0.00025236+1.4556e-05i,-0.00032749-2.6813e-05i,-0.00080126-0.00024998i,-0.00043018-0.00065785i,0.00061753-0.00080872i,0.00081559-0.00025083i,0.00046367+0.00035929i,0.00027228+0.00059465i,-0.00025256+0.00039732i,-0.00050523-0.0002524i
-0.0001817+0.00022662i,-0.00027916-0.00013847i,-0.0001593-0.0003108i,-0.00020769+0.00028352i,0.00019924+0.00074238i,0.00062325+0.0010138i,0.00018054+0.00045425i,3.5294e-05-0.00036099i,0.00086629-0.001044i,0.00092119-0.00093367i,0.00061772-0.00040789i,0.00037142-0.0003934i,-0.00041359-0.00059666i,-0.00040778-0.00017349i,-0.00028863-0.00085373i,-0.00038377-0.0016522i,-0.00037763-0.00084973i,0.00040766+0.00060353i,0.00095499+0.00085635i,0.0005101+0.00014376i,-0.00029859+0.00022723i,-0.00073547+0.00029205i,-0.00036771+0.00022237i
0.00072607+0.00050295i,0.00097355-0.00026985i,0.00065984-0.0010894i,0.00076346-0.001368i,0.0011204-0.0011192i,0.00087216+0.00021125i,0.00021456-0.0002083i,0.00047431-0.0012597i,0.00054119-0.0010557i,4.4572e-05-0.00035636i,-0.0001746+0.00035011i,-3.6926e-05+0.00014103i,0.00048851-0.00035563i,0.0006257-1.5803e-05i,0.00015517+0.00074804i,1.157e-07+0.00039534i,-0.00030658-7.0631e-05i,-0.00016545-3.4388e-05i,0.00070204-0.00016399i,0.0012697-0.00053512i,0.0010123-0.00087501i,0.00041297-0.0011022i,-0.00026071-0.00089275i
0.0017729+0.000723i,0.0011596+0.0012231i,0.00079469+0.001773i,0.00050672+0.00030026i,8.8439e-05-0.00057482i,3.9112e-05-0.00071505i,0.00051878-0.00083409i,0.00093303-0.00023734i,0.00076718+0.00058641i,0.00017075-0.00014717i,-0.00036895-0.00095896i,-0.00018233-0.0010801i,-0.00047371-0.0006539i,-0.00078363-7.9119e-05i,-0.00062766+0.00010465i,-0.0002349-0.00010507i,-0.00017479-0.00025899i,-0.00042577-0.00024899i,-0.00010047+0.00014497i,0.0003341+0.00057488i,0.00046559-2.1699e-05i,0.00092934-0.00011163i,0.00075482-0.00050365i
-0.00019831+0.00083572i,-0.0010977+0.0014124i,0.00044698+0.0014519i,0.0019938+0.00087116i,0.0017333+0.00035446i,0.00096031+0.00088617i,0.0006739+0.00048893i,0.00018947+0.00011992i,-0.00040688+0.00056271i,-0.00057637+0.00096085i,-0.00055382+0.00062569i,-0.00077629-0.00033469i,-0.0010225-0.00073346i,-0.00073032-2.045e-05i,0.0003036+0.00033273i,0.00045793-0.00056612i,-0.00021542-0.0013408i,0.00040643-0.00098007i,0.00019892+6.2198e-05i,-0.00035203-4.4089e-05i,6.1414e-05+3.7121e-05i,7.7404e-05+0.00063637i,-0.00027403+0.00035333i
0.0022046-0.00058429i,0.0023606-0.0013723i,0.0026593-0.0013095i,0.0023723-2.2741e-05i,0.0018082+0.0014315i,7.0107e-05+0.0019174i,-0.001273+0.0018044i,-0.00047027+0.00075134i,0.00055448-0.00080068i,0.00036806-0.0016078i,-0.00027101-0.0013855i,-0.00070466-0.0010819i,-0.00039817-0.0016899i,-7.1628e-05-0.0010727i,-4.0128e-05-0.00039874i,7.3678e-05-9.0271e-06i,9.6391e-05+0.00028437i,-0.00013009+0.00016576i,0.00031073+0.00062944i,0.00094823+0.00063704i,0.00024437+0.00021282i,-0.00034465-0.00034156i,-0.00025775-0.00055191i
0.0019059+0.0015907i,0.0011704+0.00094243i,0.001217+0.00048356i,0.00091054-1.3936e-05i,0.00092302+5.0425e-05i,0.00013639+0.00032292i,-0.00060283-0.00029685i,-0.00029715-0.00070486i,-4.3586e-05-0.00051005i,-0.00058105-0.0005757i,-0.00052215-0.00048178i,-0.00024817-0.0006462i,-0.00023192-0.00046258i,-0.00021347+0.00026987i,-9.8436e-05+0.00013727i,-7.7968e-05+3.2028e-05i,-9.67e-05-3.8752e-05i,8.4194e-05-0.00024727i,-0.00057954+0.00029992i,-0.0015916+0.0012027i,-0.00092567+0.00094605i,0.00064865+3.1254e-05i,0.00026394+0.0001617i
-0.0022505-0.00034498i,-0.002488-0.00085381i,-0.0022185-0.00070711i,-0.0012916+0.00025808i,-0.0013174+0.00095366i,-0.00077043+0.000772i,0.00080726-1.9012e-05i,0.0017198-0.00023796i,0.0014517+0.00059263i,0.00032876+0.00058574i,-0.00075442-0.00036819i,-0.00098148-0.00055692i,-0.00027164-3.873e-05i,-0.0002653+0.00050301i,-0.00023041+0.00022512i,0.00010766-0.0005041i,0.00029386-0.00047051i,0.00043781+0.00026116i,-0.00013764-3.1148e-05i,-0.00035797-0.00022289i,0.00013098-0.00016351i,-4.2337e-05-0.00066685i,-0.00084596-0.00065679i
0.002402+0.0013394i,0.002335+0.0013179i,0.0022032+0.00061629i,0.001193-0.0002418i,0.00022997-0.00027097i,-0.00019608-0.00013204i,-0.00011154-0.0002866i,0.00074069+0.00022569i,0.001368-0.00011838i,0.0010156-0.00041094i,0.00016323-0.00036203i,-0.00029252-0.00077133i,0.00013968-0.00045752i,0.00036158+0.00060821i,0.00073828+0.00039626i,0.0012526-0.00028837i,0.00068213-0.00038382i,-0.0011034+0.0001251i,-0.0021833+0.00051368i,-0.0012091+0.00068756i,0.00022372+0.00062509i,0.00089597-4.8255e-05i,0.00039854-0.00048525i
