0.001395+0.0013277i,0.00064279-0.00014284i,0.0002309-0.0013813i,0.000256-0.0015226i,-0.0014768-0.0012038i,-0.0026868-0.00062563i,-0.0014781+0.00020263i,-0.00013478+0.00049673i,0.00060849+4.9026e-05i,0.0014462-0.00042275i,0.0014714-0.00077172i,0.00087197-0.00067975i,0.00046238+0.00012632i,-4.2685e-05-0.00010609i,-0.00013832-0.00014869i,-9.0715e-05+0.00026418i,-0.0006041+0.00021532i,-0.00060461+4.2525e-05i,-0.00033377-4.2565e-05i,-0.00067375-0.0002279i,-0.00063506+2.2207e-05i,-0.00037596+0.00055093i,-0.0001572+0.00037499i
0.00016643-0.00031186i,-0.00058237-0.00079833i,-0.0023324-0.001177i,-0.0019924-0.00065949i,-0.0012936-0.00051696i,-0.0016206-0.0014833i,-0.0018162-0.0018453i,-0.0015418-0.0011645i,-0.0010742-0.00064304i,-0.00029792-0.00011178i,-0.00016858+0.00020135i,-0.00034487+0.00054696i,-4.2063e-05+0.0010157i,0.00033603+0.00053259i,0.00013012+0.0002197i,-0.00045047+0.00032435i,-0.00045106+0.00029417i,0.00017551+0.00018179i,0.000141+0.00013224i,-0.00027448+2.8892e-05i,-0.00013992-4.6286e-05i,-0.00018116-0.0001365i,-0.00025933+8.8401e-05i
0.00063473+0.00043796i,0.0023292-4.6419e-05i,0.0026032+0.0014554i,0.0011502+0.0020383i,-6.032e-05+0.00073692i,0.00016824-0.00018349i,0.00062129-0.00066709i,-7.7287e-05-0.00080839i,-0.00050314-0.00020576i,4.7829e-05+3.3545e-05i,0.00060719+0.00065099i,0.00045526+0.00095269i,0.00018353-0.00022778i,0.00014073-0.00039988i,0.00035602+0.00046729i,-5.9911e-05+0.00036793i,0.000248-0.00014037i,0.00036855-0.00035919i,-7.6997e-05-0.00023291i,-9.5145e-05-0.00041804i,-0.00033799-0.00090613i,0.00011271-0.00052547i,0.00090919-2.9025e-05i
0.00023092-0.00046964i,-8.4208e-05-0.0015502i,0.00033075-0.00063291i,0.00056528+0.00064747i,-0.0003107-0.00032449i,-0.00090924-0.0013548i,-0.00022257-0.0013904i,0.00018767-0.00079124i,-2.9093e-06+0.00040247i,-0.00050534+0.00077302i,-0.0012466+0.00054929i,-0.00052629+0.00014692i,0.00058956-0.00015376i,-0.00012363+0.00022959i,-0.0010121+0.00070057i,-0.00064145+0.00068981i,-0.00055858+0.00019718i,-0.00041213-0.00022249i,-7.8789e-05-0.00039326i,5.8226e-06-0.0001496i,-0.0008292+2.0152e-05i,-0.0012864-0.00069945i,-0.0008249-0.0010097i
-0.0013527+0.0010884i,-0.0027163+0.0025693i,-0.002734+0.0021843i,-0.0012603+0.0006001i,-9.6925e-05-0.00046688i,3.9904e-05-0.0014437i,-0.00072413-0.0017958i,-0.0011333-0.00056209i,-0.00063177+0.00047471i,0.00029928+0.00032368i,0.00053991-0.00044563i,0.00023222-0.0010034i,0.00038903-0.00073204i,0.00071757+0.00010092i,0.00041473+0.00012969i,0.00012457-0.00079108i,0.00039895-0.00062793i,0.00081274-0.00030814i,0.00027679-0.00023356i,-0.00051046+7.9446e-05i,-0.00080632-0.00019266i,-0.00026121-0.00050095i,0.00027982-0.00074942i
0.00055473+0.0011382i,0.00032872+0.00038753i,-0.00081833+0.00097874i,-0.00064748+0.00098418i,0.0003957-0.00020202i,-0.00022524-0.00093022i,-0.0014183-0.00016036i,-0.0015408-6.4889e-05i,-0.00095732-0.00050375i,-0.00068344-0.00048767i,-0.001034-3.0152e-05i,-0.0011506+0.00068644i,-0.001375+0.00053384i,-0.00084877-0.0004182i,0.00018959-0.0009768i,0.00040728-0.00091578i,4.3535e-05-0.0006078i,0.00026651+0.0001142i,0.00062638+0.00023169i,0.00028531-0.00021576i,0.00045793-0.00014545i,0.00098649-6.9519e-05i,0.0004794+8.052e-05i
0.00059541-0.0016569i,0.0010069-0.0023691i,0.00077273-0.0032301i,0.00023353-0.0030813i,-0.00025201-0.002141i,-0.0011463-0.0018801i,-0.0023132-0.0012191i,-0.0019462-0.00065424i,-0.00043094-0.00045209i,-0.0001255-0.00035425i,-0.00044469+0.00035689i,-0.00091696+0.00090672i,-0.00092325+0.00018949i,-0.00051535+0.00013371i,-0.00031284+0.00015902i,-0.00011499-0.00074027i,-0.00017239-0.00061638i,-0.00033873-0.00030417i,-0.00023278-0.00017434i,-0.00069136-0.00030423i,-0.0009868-0.00028513i,-0.00051874-3.7484e-05i,-0.00023191-0.00028731i
-0.0012234-0.0010378i,-0.0014136-0.0012007i,-0.0013066-0.00014202i,-0.00059726+0.00010047i,-0.00032669+0.00012049i,-0.00059737+0.00022734i,0.0001838-0.00020276i,0.00013472+0.00027855i,-0.00031667+0.00039387i,-1.2451e-05-8.9374e-05i,6.7318e-05-0.00020408i,0.00030301-3.5274e-05i,0.00021139+9.2365e-05i,0.00013787+0.00022322i,0.00022474-0.00018388i,-0.00013703-0.00044635i,-0.00038574-0.00021392i,-0.00060705-0.00038488i,-0.00068648-0.00063023i,-0.00060012-0.00066685i,-0.0010226-0.00034212i,-0.00081994+0.00013707i,0.00020757-0.00022677i
0.0017749+0.00077116i,0.0015715+0.0012475i,0.0011298+0.0017544i,0.00050457+0.0013511i,-0.00023883+1.0976e-05i,-0.00081129-0.001147i,-0.00055631-0.00076356i,-0.00036107+9.1333e-05i,-0.00043275+2.6574e-07i,-0.00051248-0.00034978i,-0.00077807-0.00060343i,-0.00014841-0.00081251i,-7.3012e-06+0.00018345i,-0.00092552+0.00097342i,-0.00050538+0.00068417i,-8.9277e-06+0.00017977i,-1.0638e-05+0.00011606i,0.00032926-0.00023537i,0.0010679-0.00074525i,0.00091641-0.00051556i,-0.00011202+0.0002374i,-0.00022419-7.0659e-05i,-5.8658e-06-0.00024784i
-0.0018131+0.00030368i,-0.0017666-0.00015239i,-0.0015073+0.00010031i,-0.0011789+0.00085432i,-0.00023521+0.00037127i,8.9928e-05-0.0005859i,8.5766e-05-0.0010215i,-0.00017423-6.858e-05i,-0.00042872+0.0014863i,-9.1694e-07+0.0015405i,0.00019072+0.00053697i,-0.00012617+9.626e-05i,-6.0844e-05-0.00025358i,-0.00041839-0.00048731i,-0.00086315-0.00025164i,-0.0007123+6.8802e-05i,-0.00038847+0.00052582i,9.0363e-05+0.00074026i,0.00034534+0.00044999i,0.00041345+0.0001648i,0.0001197+0.00048414i,-0.00069847+0.00083996i,-0.0016406+0.00044676i
-8.0282e-05-0.00023332i,0.00044809-0.0012156i,0.00076368-0.00061955i,0.0011677-0.00037718i,0.0009254-0.00038264i,0.00030958-0.00067607i,-0.00073512-0.00060659i,-0.00028604-0.00055273i,0.0001289-0.00022336i,-0.00066758+0.00040187i,-7.2816e-05+0.00026375i,0.00053271+0.00018588i,0.00050566-0.00012801i,0.00061168-0.00071799i,0.00042126-0.0010283i,7.1901e-05-0.00053112i,-0.00054016-0.0001121i,-0.0010347-9.5276e-05i,-0.00096041-0.00012502i,-0.00058858-1.4026e-05i,-0.00012548-6.8128e-05i,0.00039722-0.00012604i,0.00058827+0.0002753i
0.00042649-0.00075618i,0.00043139+6.1126e-05i,0.00039055-0.00013541i,0.00060313-0.0015023i,0.00038551-0.0018871i,-0.00022203-0.0015412i,-0.0004986-0.0011507i,-0.00044883-0.00076395i,-5.3954e-05-7.5722e-05i,0.00024293+0.00035065i,0.00033774+0.00047728i,0.00034316+0.00084641i,0.00010478+0.001064i,-0.00045616+0.00066722i,-0.00074697+0.00078709i,-2.7201e-05+0.00036467i,0.00031099-0.0003669i,0.00023468-0.00017947i,0.00020892+0.00046394i,0.00030203+0.0005467i,0.00077009+0.00033322i,0.0009474+4.3933e-05i,0.00061828+0.00011784i
-0.0010156-0.00022383i,-0.0014808+0.00061263i,-0.00097474+0.0015434i,-0.00031725+0.001832i,7.4972e-05+0.0010537i,0.00024472-0.00012605i,-0.00062717-0.00086638i,-0.00079992-0.00055915i,-0.00034724-0.00015739i,-0.00064272-0.00021499i,-0.00070865-4.2646e-05i,-0.00053306-0.00017148i,-0.00068927-0.00043646i,-0.00025922-0.00060792i,0.00031688-0.00089133i,0.00081412-0.00078251i,0.00081563+1.6307e-05i,-0.00036858+0.00053924i,-0.00095601+0.00026425i,-0.00021649+0.0001539i,0.00054418+0.00037325i,0.00076867-7.2135e-05i,0.00055177-0.00026886i
-0.00095191+0.00032316i,-0.0006779+0.00037405i,3.5826e-05+0.001114i,8.2906e-05+0.0013682i,-0.00076693+0.00089855i,-0.0005109+0.0003561i,0.00018002-4.2096e-05i,0.00038888-0.00074052i,0.00031493-0.0012656i,9.0713e-05-0.00032771i,-0.00024079+0.00077261i,-0.00030317+0.00052275i,-0.00045919-0.00045339i,8.6692e-05-0.00089141i,0.00032886-0.0011676i,0.00053605-0.0010489i,0.00018107-0.00056252i,-0.00079845+0.00022015i,-0.00089487+0.0010775i,-0.00063152+0.0015869i,-0.00051156+0.001421i,-0.00049366+0.00020151i,-0.00042396-0.00072251i
-0.0026371-0.0024566i,-0.0023148-0.0034127i,-0.0015036-0.0022962i,-0.00045522-0.00059177i,0.00074978-6.6253e-05i,0.00076118-0.00041291i,-0.00029535-0.00087932i,-0.0015077-0.0010392i,-0.0013669-0.00048547i,-0.00066465+0.00062906i,0.00028578+0.00075896i,0.001286+7.7111e-05i,0.0013337+2.5437e-05i,0.00044845-0.00016579i,0.00059161-0.00013155i,0.0011125+4.8437e-05i,0.0010285+1.3491e-05i,0.00011066+0.00041768i,-0.0009539+0.00042653i,-0.00095867-0.00048735i,-0.00050598+0.00013678i,0.00023929+0.00063829i,0.00097069-8.8946e-05i
0.00029333+1.7374e-05i,0.00017668-0.00037995i,-0.00038368-0.00053805i,-0.00018212-0.00019591i,0.00039831-0.00089095i,0.00051974-0.0020973i,-0.00013439-0.0019748i,-0.0003457-0.0012203i,-2.5889e-05-0.00016527i,-0.00044822+0.00048256i,-0.00095374+0.0003542i,-0.00032681+0.00034473i,0.00053103+0.00038294i,8.9956e-06+0.0007971i,-0.00012097+0.00057713i,0.00010811+0.00023541i,0.00028252+0.00041458i,0.00066393+0.00029566i,0.00033253+0.0004696i,8.535e-05+0.00024887i,-0.00049587-0.00017996i,0.00010249-0.00037931i,0.00070549-0.00018689i
7.7995e-06+0.00020177i,0.00032552+0.00027081i,-0.00022691+8.9116e-05i,7.645e-05+3.2951e-05i,0.00031856-6.2477e-05i,9.7762e-05-0.00038236i,-0.00021731-0.00050492i,-0.00023411-0.0002956i,7.4793e-05+0.00013518i,0.00029307+0.00014364i,0.0007234+0.00043469i,0.0012248+0.0011575i,0.00076176+0.00053529i,0.00068793-0.00064657i,0.0010348-0.00021957i,3.3139e-05+0.00040218i,-0.00050663+6.5345e-05i,0.00039847-8.2334e-05i,0.00062512-0.00025641i,-0.00016662-0.0010906i,-5.6153e-06-0.00049781i,0.00049616+0.00016082i,0.00094955-0.00031232i
-0.0013807-0.0002744i,-0.0021244+0.00041085i,-0.0011043+0.00064315i,-9.1492e-05+0.00037927i,-0.00029503+0.0004256i,-0.0014905-0.00020851i,-0.001988-0.00096128i,-0.0017157-0.0002592i,-0.00090626+0.00039873i,-1.0121e-05+0.00055734i,0.00044375+0.00037639i,-0.00014217-0.00011478i,-6.4316e-05-0.00063462i,0.0010517-0.0007259i,0.00092373-0.00036764i,-0.00040024-2.6236e-05i,-0.00078901+0.00039317i,-0.0007316+0.00021156i,-0.0004097-0.00046413i,-0.00055894-0.0005643i,-0.00055104+0.00052884i,-0.00040236+0.00102i,-0.00069577+0.00027431i
0.00056025-0.00023318i,0.00064317-0.00080075i,-0.00017899-0.0015558i,0.00035698-0.0013535i,0.00035863-0.0015596i,-0.00044225-0.0019596i,-0.00060261-0.0013545i,-0.00070847-0.0004391i,-0.0006341-0.00019553i,-0.00061467+0.00010276i,-0.00060716+0.00085399i,-0.00036676+0.00055732i,-0.00036477+8.5682e-05i,-0.00036391+5.2182e-06i,-6.5055e-05+0.00045667i,-0.00013031+0.00099058i,-0.0003858+0.00061143i,1.3591e-05-0.00011746i,-5.1136e-05-0.00063067i,-0.00021703-0.00015928i,-0.00043868+0.00032527i,-0.0010035+0.00026768i,-0.001094+9.3571e-05i
0.0024503-0.0002192i,0.0024151-0.00080362i,0.00169-0.00097701i,0.0005011-0.00055382i,-0.0004911-0.001095i,-0.0014304-0.001731i,-0.00078416-0.0014617i,0.00041684-0.00047861i,0.00011467-0.0001826i,-0.00061719-0.00063285i,-0.00065258-0.00037073i,-0.00034737+0.00011275i,-0.00060857-0.00022882i,0.0001226-0.00071684i,0.0005156-0.00057584i,0.00057893+0.00046863i,0.00055774+0.00073474i,0.00022372+0.00011856i,-0.00046193+9.0788e-06i,-0.00074953+5.5417e-05i,0.00023797-0.0001357i,0.00034369-0.00045047i,-0.00062659+0.00030529i
-0.0016502+0.001002i,-0.0021428+0.0023602i,-0.0011291+0.0029675i,-8.6628e-05+0.0018533i,-0.00033715-0.00010981i,-0.00062917-0.0015007i,-0.00062932-0.0012539i,-0.00053968-0.00040861i,-8.7681e-05+0.00016591i,8.7939e-05+0.00039775i,-0.00029715+0.00030409i,0.0002745-0.00015004i,0.00089956+5.0497e-06i,0.00072106+7.3195e-05i,0.0005279-0.00026266i,0.00044982-0.00031734i,0.00047657-0.00051775i,0.00043465-0.00025624i,4.73e-05-6.3453e-05i,-0.00041487-0.00057517i,-0.00068817+0.00012744i,-0.00040037+0.00098592i,-0.0001953+4.0582e-05i
-0.0011024-0.0013909i,-0.00061221-0.00099943i,-0.00072475-0.00047363i,-0.00064485+0.00043417i,0.00015481+0.00087224i,0.0004388-6.99e-05i,0.00054116-0.0010251i,0.0010367-0.00061829i,0.00098473+0.00025821i,0.00023521+0.00084278i,-0.00021618+0.00072452i,0.00041003+0.00090882i,0.0010934+0.00044942i,0.00080205-0.00048674i,0.00029998-0.00027368i,0.00015123+0.00017776i,-0.00027336-0.00026717i,-0.00038983-0.00087435i,-2.7394e-05-0.00085376i,-4.391e-05-0.0009035i,-0.00066152-0.00089904i,-0.0005617-0.0010766i,-0.00023824-0.00050226i
0.00028195-0.0014653i,-0.0009044-0.0015812i,-0.0019885-0.0014859i,-0.0021473-0.00073935i,-0.0014014-3.248e-05i,-0.00075179-0.00063724i,-0.0010158-0.00093148i,-0.0012236-0.00040631i,-0.00071108+0.00027693i,8.5936e-05+0.00031027i,0.00018816+0.00017716i,-0.00035355+0.00037637i,0.00013058-0.00050029i,0.000531-0.00084771i,0.00022507+0.00069384i,-7.4356e-05+0.0012953i,-0.0001179+0.00011029i,-0.00048648-0.00092707i,-0.0011102-0.00049807i,-0.00084097+0.00068936i,1.765e-05+0.0014043i,0.00033256+0.0014006i,0.00027729+0.00053848i
0.00029663-0.00024356i,0.00054323-0.00087197i,0.00098909-0.00081958i,0.0001405-0.00060528i,-0.00074268-0.00084751i,-0.0010433-0.00042961i,-0.00084791+0.00029311i,-0.00080028+0.00087321i,-0.00081435+0.00091513i,-0.00045603+0.00060165i,0.000327+0.0004888i,0.00077985+0.00096078i,0.00078654+0.00025788i,0.0012494-4.2438e-05i,0.00071537+0.00014207i,-2.3551e-05-0.00063638i,-0.00029889-0.00068703i,-0.00036935-0.00049903i,8.5835e-05-5.0283e-05i,0.00024036+0.00049896i,-0.00012407+2.0522e-05i,-0.00028115-0.00021928i,0.00035781+0.00054816i
0.00094928+0.0013807i,0.00052204+0.001421i,0.00074844+0.00018965i,0.00079495-0.00073629i,0.00011606-0.0018519i,-0.001119-0.0019128i,-0.0017354-0.0012632i,-0.00076643-0.00038865i,0.00041429+0.00030372i,0.00059739+0.00016946i,0.00039349-0.00019714i,0.00031233-6.5961e-05i,8.0336e-05-0.00011413i,-1.2222e-06-0.00043166i,0.00010732-0.00071551i,0.00038341-0.0013907i,0.00020046-0.00096831i,2.6794e-05-0.00027203i,0.00045516+0.00010402i,0.0012129+8.3496e-05i,0.0010449-0.00026873i,0.00048074-0.00048469i,-0.00051436+1.2392e-05i
-0.00030092+0.0009664i,-1.908e-05+0.0012693i,-0.00018028+0.00089702i,-8.7128e-05+0.00089833i,-0.00043728+0.00083002i,-0.0009771+0.00041981i,-0.0014613+0.00037863i,-0.00071057-0.00019307i,0.00012295-0.00068187i,0.0001824-0.0010687i,0.00029361-0.0010445i,0.00061349-0.00027413i,3.3926e-05-3.2126e-05i,-0.00037479-0.00013006i,0.00022054+0.00033978i,0.00032552+0.00069255i,0.00038637+0.00066191i,-6.7168e-05+6.0905e-05i,-9.1612e-05-0.00032424i,0.00059746-3.7179e-05i,5.0918e-05-0.00061246i,-0.00011575-0.0015415i,0.00058047-0.00084884i
-0.0017748-0.00023689i,-0.0017232-0.00019631i,-0.00063724+0.00059661i,0.00029893+0.00035782i,0.00048551-0.00040374i,-0.00024227+4.1719e-05i,-0.0014752+0.00036148i,-0.0017691+0.00014257i,-0.00088861+0.00021549i,-0.00023674+0.00016253i,8.4198e-05-0.00024082i,0.00022683-0.00073762i,-0.00033402-0.00033869i,-0.00069979-0.00068767i,-0.00042928-0.0012979i,-0.00023912-0.00075935i,0.00041646+0.00031125i,2.5545e-05+0.00072711i,-0.00052983-4.6238e-05i,-0.00028649-0.00044181i,-0.00027976-3.73e-05i,-0.00032107-6.7947e-05i,0.00012399-5.0318e-05i
-0.00079658-0.0019233i,-0.00045287-0.0027376i,-0.0010439-0.0024148i,-0.0020541-0.0007691i,-0.0022082-0.0005083i,-0.00096427-0.0022662i,-0.00031879-0.0026321i,-0.00019599-0.0014049i,0.00025931-0.00031638i,0.00014117-0.00042662i,0.00036403+4.3143e-05i,0.00022735+0.0009216i,-0.00072692+5.5633e-05i,-0.00053565-0.00044219i,0.00023252-3.3553e-05i,0.00047988-0.00012721i,0.00018559+0.00017742i,-0.00010467+0.00072813i,-0.00049915+0.00091792i,-0.00021697+0.00036684i,-0.0003816-0.0005238i,-0.00092326-0.00037301i,-0.00035309-0.00063351i
0.0022686+0.0011923i,0.0030918+0.0010568i,0.0028129+0.0016857i,0.0013726+0.00082712i,0.00040926-6.7041e-05i,6.2446e-05-0.00039376i,-0.00012792-0.00042934i,-0.00010101-0.00060904i,7.1702e-05-0.00069401i,7.8793e-05-0.00027285i,-0.0004433+9.9148e-05i,9.5237e-06+5.3241e-05i,0.0010514-0.0003877i,0.00082435-0.0003691i,0.00024197+0.00070338i,0.00014048+0.0015657i,7.4854e-05+0.00064371i,-4.7196e-05-0.00048586i,-0.00051986-0.00057775i,-0.00058359+0.00029438i,-0.00039341+0.00041093i,-0.00043001-0.00033611i,-0.00028574-0.0010166i
0.00046392+0.0012812i,0.00071285+0.00063982i,0.00014126+0.00040696i,-0.00040686+0.0008184i,-0.00051675+0.00012196i,-0.00043174-0.0012589i,-0.0004166-0.001475i,-0.00039075-0.00028181i,-0.00034023+0.00017083i,-0.00027606+0.00013064i,-0.00013562+0.0010471i,-0.00038946+0.0012568i,-0.00038421+0.00048117i,-0.00039833-0.00041568i,0.00034732-0.00024596i,0.001061+0.00087348i,0.0010587+0.00050467i,0.0010776-0.00045229i,0.00056985-0.00059403i,-0.00035502-0.00032745i,-0.00093005-0.00046494i,-0.00082575-0.00036844i,-0.00077494+0.00034908i
-0.0013969+0.00098945i,-0.00098115+2.9995e-05i,-0.00055687+0.00041335i,0.00036276+0.00047996i,0.00022186-0.00032892i,-0.00048669-0.00093225i,-0.00037633-0.001438i,0.00034974-0.00056005i,0.00052336+0.00099635i,5.1989e-05+0.0008091i,0.00035763-0.00015055i,0.00064045+0.00017865i,0.00025307+0.00063118i,0.0002245+0.00031557i,0.0004382+0.00033982i,0.00084325+0.00036191i,0.0010218+0.00068535i,0.00037902+0.00042477i,-0.00032293-0.00036411i,-0.00049563+0.00021697i,0.00012045+0.00098846i,0.00050458+0.00063958i,9.827e-05+0.00066329i
7.9941e-05-0.00011686i,-0.00039186+0.0002723i,-0.0012229-6.2464e-05i,-0.00063509-0.0013818i,0.00055485-0.00094032i,-1.9042e-05-0.00025189i,-0.00066365-6.415e-05i,-0.00086199+1.5304e-05i,-0.00092384+0.00046169i,-0.00085761+0.00049572i,-0.0003155-0.00053275i,-0.00090884-0.00042754i,-0.0013064+0.00090615i,-4.5455e-06+0.0013014i,0.00074644+0.00038041i,0.00012044+0.00016236i,-0.00018921+3.2619e-05i,0.0004845-0.0010632i,0.00021029-0.00069569i,-0.0002747+9.9499e-05i,-0.00083824+0.00082614i,-0.00078903+0.00069043i,-0.00018552-0.00011314i
-0.00094815-0.0013268i,0.00038425-0.001234i,0.00080311-0.0013327i,-0.0004302-0.0010073i,-0.00082471-0.00012146i,-6.1712e-05-0.00062619i,-1.4656e-05-0.0012207i,-0.00061125-0.00035177i,-0.00087452-7.4637e-05i,-0.00042367-0.00011784i,0.00039543-6.6318e-05i,0.00070576+0.00014759i,0.00087654-5.9927e-06i,0.0014436-0.00016983i,0.0015515+0.00017732i,0.000777+0.00010532i,-0.00018457+0.00050198i,8.0393e-05+0.00060211i,0.00065314+0.00023321i,0.0006213-7.8457e-05i,0.00064515-0.00037959i,0.0006406-0.0004065i,0.00010633+0.00014785i
0.0012022+0.0023812i,0.0012533+0.0017279i,0.0020831+0.0013397i,0.0024885-6.5361e-05i,0.00049811-0.0019769i,-0.0010695-0.0016355i,-0.0016001-0.00083019i,-0.0014909-0.00049316i,-0.0001599-0.00037503i,0.00079281-0.00083045i,0.00014962-0.0007104i,-0.00045283-0.0001672i,-0.00095525-0.00068219i,-0.00092243-0.00057778i,-0.0012845+7.9297e-05i,-0.00095833-0.00014364i,-0.00048104-9.1525e-06i,-0.00012021+3.1676e-05i,0.00016905-3.24e-05i,-0.00033067+0.00013737i,-0.00066375+0.0004122i,-0.00015971+0.00033407i,0.00046886-0.00058405i
-0.0012301-0.0019675i,-0.002514-0.0024741i,-0.002937-0.0022166i,-0.0021724-0.0010326i,-0.0015488-0.00019434i,-0.0010947-0.00037649i,-0.0006684-0.0012082i,8.1708e-05-0.00087487i,-0.00029945-0.00048041i,-0.0002-0.0001384i,0.00049108+0.00034805i,0.0010256+0.0001824i,0.0013432-4.8786e-05i,0.0014604+0.0003542i,0.00071212+0.00096934i,-0.00042749+0.00043074i,-0.00097919-0.00052242i,-0.0010394-0.00033442i,-0.00014804+4.7155e-05i,0.00030072-0.00014414i,-0.00062753-0.00039222i,-0.00095897-0.00010641i,-0.00038967+0.00045492i
0.0013866+0.0018999i,0.0020085-0.00088397i,0.0019568-0.0014507i,0.0010994-0.00073529i,0.00029045-0.00071495i,-0.0013381-0.0011363i,-0.0018717-0.0012755i,-0.00083223-0.00059032i,-0.00031978+0.00050208i,0.00023947+0.00049883i,0.00049107-4.7044e-05i,0.00012813-0.00062475i,-0.00035388-0.0008164i,-0.0013409-0.0010574i,-0.0017575-0.0011825i,-0.0011195-5.0203e-05i,-0.00060172+0.00044546i,-0.00028179+0.00036219i,0.00025978+0.00016688i,0.00039168-0.00011429i,0.00032159-0.0002493i,0.00046916-0.00027455i,0.0005944-0.0001972i
-0.00056917-0.001338i,0.0001901-0.0010255i,-0.00051845+0.00015053i,-0.0011204+0.00017515i,-0.00039157-1.9083e-05i,0.00086037-0.00075794i,0.00082709-0.00098271i,-0.00010454-0.00026316i,-0.00044066+2.761e-05i,-0.00014268+0.00012328i,-0.00011481+0.00075962i,5.1551e-05+0.0010164i,0.00022801+0.0011234i,1.5971e-05+0.00031711i,0.00017055-0.0002149i,0.00030137+0.0004248i,-4.8001e-05+0.0006717i,-0.00036228+0.00018804i,-0.00023942-5.315e-05i,-0.00049001+0.00054895i,-0.0002661+0.0011114i,0.00042668+0.00079123i,0.0011346+0.00029998i
-0.00032555+0.00016271i,-0.0002778+0.00057411i,0.00021861+0.00050617i,-3.6815e-06-0.00021636i,-0.00093456-0.00069044i,-0.0010858-0.00028077i,-0.00053498-0.00067407i,-0.0002361-0.00085665i,0.00012273+0.00015257i,-5.7379e-07+0.00034334i,-2.5912e-05-0.00011993i,7.2285e-05+0.00020545i,-3.4907e-05+0.00050625i,-0.000145+0.00025548i,-0.00038284-0.00043833i,3.4211e-05-0.00053707i,0.00052895+0.00041918i,0.00073856+0.0010161i,0.00079993+0.0002575i,0.00076262-0.00014764i,0.00033751-1.3269e-05i,-0.0003074+0.00034118i,-0.00038514+0.00050842i
-0.00015205+0.00012889i,-0.00094531+0.00092783i,-0.00012242+0.0012626i,0.00074715+0.0006844i,-5.9887e-05-0.00024663i,-0.00023981-0.00091071i,-0.00056545-0.00038195i,-0.00069065-0.00028085i,0.00010649-0.00036671i,0.00034573-0.0002409i,0.00014478-0.00076279i,-0.00015148-0.00062299i,-0.00035771+0.00013182i,-0.00060417+0.0003536i,-0.00098863-0.00018744i,-0.00066949-0.00029525i,-0.00065692-0.00041358i,-0.00033049-0.00091567i,-0.00019809-0.00084049i,-0.00020612-4.1118e-05i,-0.00017631+0.00072545i,-0.0010277+0.00017994i,-0.00056055-0.00075006i
-0.0010451-0.0013505i,-0.0012526-0.0020706i,-0.0011913-0.0022096i,-0.00019397-0.0016563i,0.0005921-0.00067182i,-0.00046048-0.00027121i,-0.0016006+5.8911e-05i,-0.0011211+0.00017596i,-0.00043512-0.00010861i,-0.00032048+2.4419e-07i,9.5154e-05+0.00031249i,0.00038751-9.8337e-05i,0.00030509-0.0010023i,0.00010352-0.00099559i,-0.00023835-0.00097191i,-0.00010044-0.00031337i,-0.00039018-4.5868e-05i,0.00022503-0.00035208i,0.00051273-0.00030184i,0.00016805-0.00012338i,-7.8266e-05-2.2079e-05i,-0.00081267-2.5027e-05i,-0.00066744+0.00054059i
-0.00010025+0.00093648i,0.00085359+0.00088903i,0.00069311+0.0014195i,0.00051179+0.0013418i,0.00049097+0.00027968i,-0.00014041-0.00081601i,-0.001522-0.00096336i,-0.0017121-0.00060451i,-0.0011169-0.00028842i,-0.00068047-9.1164e-05i,0.0004326+8.5028e-05i,0.00054167-0.00030824i,-0.00015287-0.00089036i,-0.00032365-0.0006143i,6.9025e-05-0.00031395i,0.00042854-0.00022075i,0.00033959-0.00039311i,0.00015724-0.00023666i,-0.0001139+0.00048615i,-0.00013197+0.00077379i,-0.00013207+0.00095261i,0.00024202+0.00042647i,0.00030495-0.00023523i
0.00081118-0.00035263i,0.00047246-0.0009179i,0.0012811-0.0008292i,0.0013222-0.001457i,0.00033178-0.0025363i,-0.00045906-0.0028002i,-0.0011086-0.0018162i,-0.0016579-0.00047138i,-0.0011888-0.0002547i,-0.000332-0.00035062i,0.00048984+0.00043147i,0.0003963+0.0011285i,-0.00040078+0.0011248i,-7.836e-05+0.00049474i,0.00049655-2.7345e-05i,-4.3493e-05-0.00010661i,7.1694e-05-0.0004568i,0.000615-0.00076167i,0.00014396-0.00090048i,-0.00023499-0.00018138i,2.0458e-05-0.00018918i,0.00010655-0.00089034i,-6.9507e-05-0.0001158i
-0.00076744+0.00090961i,-0.0014512+0.00098226i,-0.001924+0.0013038i,-0.00078747+0.0013684i,-0.00015556+0.00093279i,-0.00074449-0.00018556i,-0.0012418-0.0011261i,-0.0010091-0.0011171i,-0.00035743-0.0002755i,0.00064199+0.0004905i,0.0010837+0.00035326i,0.00069471-4.3939e-05i,0.00034752-0.00083248i,0.00058087-0.0010694i,0.0013093-0.00060122i,0.0013542-0.00028548i,0.00051201+1.2415e-05i,0.00017404-0.0003914i,0.00040138-0.0010417i,-0.00017096-0.00043362i,-0.0001011+0.00029892i,2.6723e-05+0.00085147i,-0.00010771+0.00043709i
