-0.0032277-0.00032658i,-0.0023361-0.00086845i,-0.0019955-0.0013679i,-0.001684-0.00095451i,-0.00086599+7.1193e-05i,5.9785e-05+0.0013332i,0.00034444+0.0016297i,0.00015228+0.0013672i,0.00038245+0.00089171i,0.00058058+0.00011496i,0.00036152+0.00014595i,4.3163e-05+0.00049102i,-0.00054159+0.00051188i,-0.00055575+0.00024974i,0.00011192+0.00013449i,-0.00037287+4.9506e-05i,-0.00082455-0.00028063i,0.00029721-0.00013285i,0.0010588+0.00030159i,0.00067697+0.00043483i,0.00016176+8.9226e-05i,-8.8468e-05+4.2273e-05i,-7.0755e-05+0.00017533i
0.0025764+0.00012606i,0.0020567-2.5148e-05i,0.0017734-0.00066793i,0.0015401-0.00047005i,0.00078407-0.00048917i,0.00091619+0.00024919i,0.0011985+0.00070595i,0.0003128+0.00037333i,0.00070382+0.0012839i,0.0012051+0.0010177i,0.00037307+0.00024547i,-0.00068725-0.00028432i,-0.0014352-0.00062018i,-0.00060331+0.00037767i,8.6054e-05+0.0015306i,-0.00087761+0.0017404i,-0.0017523+0.0014276i,-0.0012119+0.00020369i,1.6734e-05-4.4907e-05i,0.0004022+0.00027628i,-6.9069e-05+0.00058404i,-0.00063052-0.00021726i,-0.00069903-0.0004064i
0.00047217-0.0013832i,0.00089577-0.0025505i,2.651e-05-0.0029135i,-0.00098601-0.0018155i,-0.00013632-0.00042977i,2.303e-05-5.5938e-05i,-0.0010706-0.00052397i,-0.0005211-0.00023566i,0.00078549+0.00094067i,0.00066515+0.0013478i,0.00046001+0.00055792i,0.00074083+0.0009185i,9.9712e-05+0.0017076i,-0.00054765+0.0015451i,-0.00082194+0.0012512i,-0.00064773+0.00087993i,-0.00046846+0.0010571i,-0.0004848+0.0015734i,-0.00040029+0.001169i,-0.00071242+0.00066632i,-0.00069851+0.00056875i,0.00011003+0.00048449i,0.00064636+4.5087e-05i
-0.0022274+0.0023895i,-0.00091565+0.0049732i,0.00055115+0.0048837i,0.0018057+0.0029817i,0.001921+0.0014159i,0.0020129-0.00012452i,0.0021482-0.00063731i,0.00077658+0.00031824i,0.00023803+0.00090519i,0.00091909+0.00070068i,0.001315+0.00040146i,0.00041258-8.1413e-05i,-0.0011135+0.00015746i,-0.0015541+0.00025897i,-0.0017228+0.00079134i,-0.0012124+0.0015068i,9.723e-07+0.0013575i,0.00080885+0.0010012i,0.00072596+0.0010395i,0.00017129+0.00065612i,0.00010384+0.00044927i,0.00016781+0.00022259i,0.00033712+0.00018742i
-0.0017152-0.0019998i,-0.002062-0.00033027i,-0.0015467+9.481e-05i,-0.00031535-0.00033973i,0.00058916-0.00040842i,0.0015557+7.5858e-05i,0.0013293+0.00034806i,0.00059408+0.00056906i,0.00047288+0.00099256i,0.00031852+0.00077953i,0.0001494-0.000421i,4.0757e-05-0.0010873i,-0.00090041-0.00042788i,-0.0014955+0.00038815i,-0.0013425+0.00036912i,-0.0013128-0.00025738i,-0.0014178-0.00024586i,-0.00075197+0.00064338i,-9.5271e-05+0.0011021i,0.00015021+0.0004507i,0.00026541-0.00055797i,-0.00027785-0.00098939i,-0.00029118+2.2463e-05i
0.00046413-0.0016537i,-0.00044002-0.0020226i,-0.0018146-0.0026218i,-0.0010137-0.0021314i,0.00079365-0.0011053i,0.0011775-0.00052449i,0.00059758+0.00017261i,0.00027147+0.00015336i,0.00055862-0.00050866i,0.001298-0.0002828i,0.00095205+0.00070108i,0.00030244+0.0011828i,-0.00040348+0.00055769i,-0.0010294-0.00038133i,-0.0010137-0.00053539i,-6.0304e-05-0.00037621i,0.0002797-0.00018811i,-0.00049156+0.00024821i,-0.00034267-0.00033554i,0.00014765-0.00012327i,0.00011779+0.00067502i,-0.00032581+0.00042068i,-0.00059275+0.00035065i
-0.0017746+0.0029251i,-0.0019694+0.0028175i,-0.00048538+0.0028235i,-0.00022941+0.0026375i,-5.4718e-06+0.0015717i,0.00051115+0.00080208i,0.00062117+0.0012508i,0.00080126+0.0013174i,0.0010079+0.001304i,0.00062566+0.0012974i,0.00016955+0.00019892i,9.0679e-06-0.00055504i,6.5232e-05-0.0005658i,-0.00018419-0.00070844i,-0.0011997-0.00057683i,-0.0018023-0.00012091i,-0.0015888-0.0005388i,-0.0010147-0.00084231i,-0.0003896-0.00018645i,-0.00040619+0.00041149i,-0.00047089+0.0007536i,-0.00019893+0.00060763i,0.00015003+0.00057574i
0.00055091+0.00040888i,0.0018951-0.0001176i,0.0033982-0.0016601i,0.0019312-0.0024541i,-0.00016254-0.0018842i,0.00010956-0.00097786i,0.00019216+1.9385e-05i,0.00011777+0.00073868i,-5.7336e-05+0.00046801i,-0.00045963+0.00022141i,-0.00037906-0.0003068i,0.00047903-0.00028442i,-0.00020422-0.00057576i,-0.0010647-0.0012847i,-0.00095573-0.0015364i,-0.00029652-0.0010178i,0.00018704-0.00023672i,0.00023858+0.00019304i,0.0001306+0.00081725i,0.00011856+0.0014496i,0.00055452+0.0006377i,0.0010371-0.0004204i,0.00026096-0.00038513i
-0.00053093+0.00045536i,-0.00026811+0.0021629i,0.00069247+0.0021063i,0.00093439+0.0006121i,0.00083765-0.00023044i,0.00098296-0.00035144i,0.0010674-9.8962e-05i,0.00081894+0.00036619i,0.00094584+0.00074337i,0.00049538+0.0006355i,-0.00045326-2.0369e-05i,-0.00028309-0.00022804i,-0.00045126+0.00034021i,-0.0013476-0.00018018i,-0.0010578-0.00035424i,-0.00095031-0.0002391i,-0.0007224-1.7124e-05i,-1.3274e-05+0.0005303i,-0.0006578+0.00024121i,-0.0008055-0.0005672i,6.7662e-05-0.00068962i,9.586e-05-0.0001964i,-0.00032461-0.0003653i
-0.0019044+0.0023812i,-0.0012775+0.00053369i,0.00032206+0.0011428i,0.0015407+0.00069812i,0.001824-0.00024966i,0.00077672-0.00073282i,-0.00073906-0.00062861i,-0.00068093+0.0006187i,0.00040514+0.0015409i,0.001093+0.0014753i,0.00016118+0.00080998i,-0.00046407-0.00030667i,-0.00023502-0.00086656i,-0.00038948-0.001172i,-0.0011844-0.0014325i,-0.00099196-0.0012461i,0.00026278-0.0011165i,0.00073298-0.00098426i,0.00096882-0.0011555i,0.0008958-0.00056147i,-0.00010937-5.4655e-05i,2.6543e-05+3.515e-05i,0.0001061-0.00026446i
0.0032743-0.0023797i,0.0027562-0.0025174i,0.0013868-0.0021483i,0.00030656-0.0019471i,-4.9066e-05-0.0014189i,0.00074187-0.00035444i,0.0012393+0.00041912i,0.0011204+0.00060174i,0.00084896+0.00063506i,0.00057985+0.00025801i,0.00021617-0.00017064i,-0.00040683-0.00047715i,-0.00031452-0.00024791i,0.00015996-0.00030558i,0.00019389-0.00061035i,-0.00033024-0.0014535i,-0.0011879-0.0018414i,-0.0011248-0.0014116i,-0.00055022-0.00058953i,-8.8367e-06-0.00023896i,0.00013092-9.7198e-05i,-0.00033855+0.00076027i,-0.00049797+0.0006735i
-0.00066164+0.0025405i,0.00021038+0.0028937i,2.5234e-05+0.0031614i,-0.00061707+0.0029822i,0.00065058+0.0010336i,0.0022034-0.00042421i,0.00094817-0.00017032i,-0.00018923+0.00043634i,0.00028794+0.00065317i,0.00017145+0.00041828i,0.00036947-0.00025887i,0.00043149-0.00074038i,0.00019529-0.00086346i,0.00024695-0.0008795i,-0.00012081-0.00095296i,-0.00068429-0.00066368i,-0.00052139-0.00070715i,-0.0001358-0.00087223i,-0.00014865-0.0005783i,0.00023044+5.6924e-05i,0.00074401+0.00060668i,-2.2427e-05+0.0009925i,-0.00068261+0.0011965i
0.0013942+0.00024632i,0.0017623-0.00057225i,0.0016217-0.0013765i,0.00046049-0.00071353i,-0.00041335+6.4878e-05i,-7.4899e-05-5.1573e-05i,0.00053127+0.000204i,0.0006067+0.00084585i,-1.4887e-06+0.0011643i,-0.00072866+0.00065863i,-0.00045011+0.0001339i,0.00021978-0.0011488i,0.0004505-0.0013562i,-6.8199e-05-0.0010965i,-0.00063236-0.0011664i,-0.00088967-0.00054865i,-0.00061393-0.00046343i,0.00018927-0.00068707i,0.00093231+6.7468e-05i,0.00074973+0.00088395i,0.00018823+6.9123e-05i,0.00020123-0.00014232i,-0.00025976+0.00061928i
0.00047558+0.0026899i,0.00044759+0.001839i,0.0011704-8.4014e-05i,0.00069234-0.0011892i,0.00055611-0.00037255i,0.0010424-0.00036908i,-6.5599e-05-0.00095476i,-0.0011842-0.00014969i,-0.00074205+0.00074703i,0.00030563+0.00046421i,0.00098658-1.6397e-05i,0.0014659-0.00043689i,0.00099168-0.00035488i,0.00064893-0.000889i,0.00094364-0.00067284i,0.000639+1.6042e-06i,0.00032397-0.00033869i,0.00014806-0.00046628i,-5.1962e-05-0.00029547i,-0.00057593+0.00015423i,-0.00052471+0.00020844i,-0.00033766-0.00018732i,-0.00014682-0.00039738i
-0.0034061-0.00056814i,-0.0025865-0.0014839i,-0.0031305-0.0013928i,-0.0025222-0.00099i,-0.00058848-0.00035049i,0.00051746+0.00052207i,0.00050532+0.00088229i,0.00030631+0.00093458i,0.00046417+0.00067111i,0.00053776-7.3189e-05i,0.00015712-0.00064155i,0.0003318-0.00081898i,0.0008652-0.0010292i,0.00075232-0.0015019i,0.00058696-0.0012774i,0.00073817-0.00050119i,0.00041266+0.00065031i,0.00031975+0.00073211i,0.00041231+0.00021895i,2.3258e-05-0.00013006i,0.00014087-0.0007616i,-0.00022601-0.0012056i,-0.00013871-0.00078376i
0.0035119-0.00085598i,0.0044393-0.00046611i,0.0039614-0.0010472i,0.0029565-0.0016477i,0.0023101-0.0015366i,0.00096555-0.0014493i,6.671e-05-0.00077413i,0.00013303-0.00051021i,-0.00011785-0.00050237i,-0.00083743-0.00024883i,-0.00069866+0.00037824i,-0.00045292+2.1524e-05i,-6.1101e-05-0.0008234i,0.00065169-0.0007561i,0.00045965-0.0008007i,0.00057324-0.00093609i,0.00068695-0.00084914i,0.00058194-0.00088046i,0.0006495-0.0002885i,-0.00013893+0.0003488i,-0.00069422+0.00035977i,0.00025388+0.00060227i,0.00043586+0.00089103i
0.0012651+0.00042767i,0.00061089-0.0016716i,0.00074504-0.0028916i,0.00023805-0.0011297i,0.00013515+0.00074458i,0.0011118+0.0014918i,0.000985+0.0020725i,0.00021395+0.0017564i,0.00049981+0.00067891i,0.00089711+0.00030222i,0.00035152+0.00040195i,0.00010652+0.00049658i,0.00053863+6.6085e-05i,0.00090552-0.00082405i,9.2539e-06-0.00080798i,-0.001025-7.211e-06i,-0.00057931+6.6835e-06i,0.00064987+0.00019626i,0.00091228+0.00019511i,-2.4607e-06-0.00049636i,0.00014713-0.00026692i,0.00015434+1.9386e-05i,-4.3553e-05-0.00015984i
-0.00037085-0.0013197i,0.0012696-0.0020043i,0.0013092-0.0027741i,-0.00076-0.00155i,-0.0017066+0.00028018i,-0.0011294+0.00041387i,-0.00072941+0.00017815i,-0.000852+0.00039446i,-0.00034572+0.00073648i,-0.00020826+0.00093238i,-0.00079364+0.00097144i,-0.0011544+0.00089657i,0.00076647+0.00032788i,0.0021872-0.00010823i,0.0012874-0.00037923i,0.00055156+1.1885e-05i,0.00010498+0.00069113i,-0.00013969+0.001382i,-0.00030865+0.0011674i,-0.00078357+0.00026731i,-0.00016846+0.00027668i,6.0309e-06+0.0009589i,-0.00057092+0.000382i
-0.0053314-0.0013254i,-0.004595+0.00049083i,-0.0024596+0.0034081i,-0.00028712+0.0040411i,0.0005452+0.0030588i,0.0014239+0.0021963i,0.00072378+0.0013548i,-9.5212e-05+0.0017943i,-0.00012864+0.0019557i,-0.00013909+0.00082265i,0.00056789+0.00040967i,0.00098178+0.00095218i,0.0017088+0.001121i,0.0015823+0.00046393i,1.4037e-05+0.00037789i,-0.00024936+0.0014134i,0.00017843+0.0017291i,0.00039813+0.00067021i,0.00058392+0.00015366i,-0.00013018+0.00055424i,-0.00074533+0.00017109i,-0.00021519-0.00048976i,-1.0386e-05-0.00043779i
0.0025246-0.0011332i,0.0020054-0.0010734i,0.00039887-0.0031948i,-4.484e-05-0.0026287i,-0.00012543-0.00098521i,-0.00066288-0.00019404i,-0.0011498-7.2714e-05i,-0.0013137-0.00024973i,-0.0011597-9.7965e-05i,-0.00097444+0.00033012i,-6.8294e-05+0.00047161i,0.00056445+0.0003513i,0.000654+0.00047029i,0.0011025+0.00034063i,0.0009107+0.0001785i,0.00043121+0.00028919i,0.00048118+0.00087507i,0.00034425+0.00080264i,0.00037635+0.00039573i,0.00023545+3.2079e-05i,-0.00016381-6.3065e-05i,-0.00029073-0.00011211i,-0.00056846+0.00025264i
0.0031457+0.0021989i,0.0025325+0.0015133i,0.00077646-0.00098628i,0.0001278-0.0013124i,0.00025407-0.00036011i,0.00060309+0.00026598i,0.0009177+0.00046845i,0.00087296+0.00079749i,0.00063472+0.00090791i,0.00020465+0.00050782i,-0.00020643+0.00016267i,-0.00011907+0.00022321i,0.00080135+0.00029519i,0.0011474+0.0008958i,0.00020208+0.00089997i,-0.00077629+0.00071617i,-0.00074294+0.00071703i,-0.00054634+0.0002342i,-0.00045459+6.1013e-05i,-0.00023921+0.00014797i,-0.00011587-7.6579e-05i,0.00037871+0.00036584i,0.00060583+0.00047663i
-0.0026083+0.0013656i,-0.0011738+0.00053655i,-0.00024458+0.00071858i,3.3756e-06+0.0002483i,0.00057459-0.00076522i,0.0011964-0.00051498i,0.0011188+0.000787i,0.00033007+0.0011611i,-0.00017247+0.00077966i,-6.6631e-05+0.00054021i,8.459e-05+0.00083904i,0.00020918+0.00056389i,0.00023656+0.00068569i,0.00091287+0.00073122i,0.00088573-3.2034e-06i,7.1727e-05-1.7834e-05i,0.00022627-0.00010143i,0.00049533-0.00059699i,0.00078546-0.00090714i,0.00055317-0.00040782i,8.0739e-05+0.00010909i,-5.5847e-05+0.00039071i,-0.0003522+0.00026911i
-3.7577e-05+0.0024875i,0.0016665+0.0022756i,0.0034079+0.00018558i,0.0032519-0.00027392i,0.0023054+0.0003878i,0.0019306-0.00018775i,0.00097279-0.00014588i,0.00024032+0.0013419i,0.00051581+0.001528i,0.00032278+0.00075004i,-8.2891e-06+0.00011257i,0.0001585+0.00061103i,-0.00023168+0.0011354i,-0.00076454+0.00068809i,-0.00090024+8.433e-05i,-0.00067115+0.00055642i,-0.00050976+0.00045907i,-0.00018151-8.6947e-05i,6.8012e-05+0.00034148i,0.00041202+0.0004084i,0.0010543+0.00038616i,0.0010422+0.00026201i,0.00099974+0.00017891i
0.0017594-0.00048782i,0.0019888-0.0009477i,0.0013123-0.0014059i,0.00055327-0.0017287i,0.00011132-0.0010424i,0.00016582-5.6461e-05i,0.0006244+0.00064035i,0.00087855+0.0011761i,0.00064486+0.0014332i,5.3333e-05+0.0012977i,-3.4282e-05+0.0010359i,0.00025652+0.00063937i,0.00021475+0.00020689i,0.00025121-5.9259e-05i,0.00030042+0.00036143i,-2.8724e-05+0.0011149i,-0.0003347+0.0011976i,-0.00034267+0.0011596i,-0.00064354+0.0014867i,-0.00018175+0.0015101i,0.00052516+0.0012502i,0.00030641+0.00081393i,0.00018895+0.0010026i
0.0013973+0.0022058i,0.00081964+0.0028594i,0.0010795+0.001747i,0.00096497+0.00025501i,-7.1226e-05-0.00056963i,-0.00071044-0.00016203i,-0.00012053+0.00071237i,0.0003879+0.00013423i,0.0006465-0.00042298i,0.00060575-0.00014707i,-0.00045244+0.000393i,-0.0004469+0.00084212i,0.00012053+0.0011039i,-0.00031763+0.0012021i,-0.00065481+0.00079487i,9.296e-05+0.00061098i,0.00057988+0.00037049i,0.00042596-0.00043253i,0.00052806-0.00024717i,-0.00020025+0.00032912i,-0.0006001+0.00052159i,2.6657e-05+0.00080788i,-3.8792e-06+0.00072694i
7.1689e-05+0.0020908i,0.0029525+0.0016722i,0.0041281-0.00019083i,0.0022672-0.0012624i,0.0010216-0.0013866i,0.00051522-5.4299e-05i,0.00056358+0.0013875i,0.00088482+0.001325i,-0.00026073+0.0002224i,-0.0011032-3.584e-06i,-0.00027518+0.00033212i,0.0003188+0.00090964i,0.00039585+0.0012333i,0.00033454+0.00026166i,-5.355e-05-4.9322e-05i,-0.00043167-7.3338e-05i,-0.0004378-0.00014071i,-0.0006832+0.00018448i,-1.0153e-05+0.00030435i,0.0004771+3.9394e-05i,0.00010817+0.00015514i,-7.1035e-05+7.2254e-05i,0.00026805-0.00021883i
-0.0001386-0.0026766i,-0.0011437-0.0028089i,-0.0021173-0.0021555i,-0.0019775-0.0024518i,-0.0011605-0.0018024i,-5.3648e-05+0.00038042i,0.00059937+0.00063257i,0.00020796+0.00038294i,-0.00042492+0.00093334i,-0.00080907+0.0013746i,-0.0011721+0.0011658i,-0.00083074+0.0012782i,-0.00034691+0.0015471i,8.3233e-05+0.000217i,0.00033237-0.00073424i,5.0598e-06-0.0002039i,-0.0010182+0.00024313i,-0.0010611+3.7294e-05i,4.2313e-05-7.1426e-05i,0.00050556+0.0009245i,8.7651e-07+0.00084951i,-0.00081202-0.00035087i,-0.00048463-0.00046137i
0.0031301-0.0017695i,0.0023877-0.0014355i,0.0016609-0.0017452i,-0.00014624-0.0012108i,-0.00048544-0.00068284i,-0.0004094-0.0001928i,-0.0015607+9.79e-05i,-0.0019072+1.1568e-05i,-0.0015467+0.00044737i,-0.0016087+0.0010217i,-0.0011522+0.0010162i,-0.00060575+0.00085068i,-0.00032848-1.2088e-06i,-0.00036259-0.00085861i,-0.001169-0.00084404i,-0.0014783-0.0005671i,-0.00057248+0.00010915i,-0.00016929+0.00084092i,-9.8195e-05+0.00023979i,3.7364e-05-6.5178e-05i,0.00029205+0.00061214i,-1.8002e-05+0.0007737i,0.00024332+0.0007185i
0.004479+0.0031741i,0.0034082+0.0021696i,0.0025296-0.00035043i,0.0012792-0.0016284i,9.5339e-05-0.0010283i,0.00020864+0.00033083i,0.00055542+0.00052563i,0.00036083+0.00083006i,0.00021473+0.0013966i,0.00037617+0.0005383i,-7.0497e-05+0.00031677i,2.9463e-05+0.0011143i,-0.0005085+0.0012713i,-0.0016353+0.00054865i,-0.0017328+1.7394e-05i,-0.00099692+0.00026215i,0.00049964+0.00094886i,0.0010162+0.0015677i,0.00023838+0.0010494i,-0.00040533+0.00063774i,-0.00064325+0.00039386i,-0.00056111+0.00030905i,-7.9917e-05+0.00073638i
-0.001914-0.0013031i,-0.002526-0.0014834i,-0.0028751-0.002194i,-0.0020631-0.001925i,-0.00038334-0.00018796i,0.0007113+0.00070441i,0.00097549+0.00022024i,0.00021794-0.00042825i,-0.00044992-0.00055359i,-0.00011091-0.00039617i,-0.00026555+0.00014222i,-0.00056509+0.001047i,0.00016825+0.0011287i,0.00013932+0.00022954i,-2.3605e-05-0.00023695i,0.00077081-0.00044098i,0.00050638+0.00013003i,0.0001473+3.9635e-05i,0.00054987-0.00059107i,0.00035988-0.00065009i,0.00028004-0.0001228i,0.00039923+0.00028269i,-6.0474e-05+0.00032744i
0.00034032+0.0016626i,0.00091985+0.003107i,0.00039985+0.0024529i,0.00083001+0.00012114i,0.0012136-0.00064054i,0.00067631-0.00033256i,-9.6789e-05+0.00020493i,-0.00025923-0.00016764i,0.00048996-0.00042307i,0.00047147+1.0838e-05i,-0.00044973-0.00059242i,-0.00078786-0.00064321i,-0.00068107+0.00011134i,-0.00094035+8.7417e-05i,-0.00084065+0.00032114i,-0.0002273+0.00018009i,0.00025125-0.00020652i,1.2156e-05-0.00057612i,0.00033585-0.00041021i,0.00072019+0.00019158i,0.00049341-0.00028483i,0.00077096-0.00022117i,0.00063023+0.00029285i
0.00070992+0.00063777i,-0.00052593-0.00037262i,-0.00052683+0.00011016i,0.0010614-6.5503e-05i,0.0010744+0.00017959i,7.0185e-05+0.00046093i,-0.00086594+0.0002148i,-0.001188+0.00054276i,-0.00093862+0.00033388i,-0.00089275+0.00025323i,-0.0013692+0.00042839i,-0.0012731-0.0005002i,-0.00054269-0.0008668i,-0.00068045-5.5152e-05i,-0.00080949-5.8149e-05i,-0.0003453-0.00012628i,-0.00026846+0.00010714i,-0.00025489-0.00021517i,0.00050677-0.00082101i,0.00059038-0.00077246i,0.0002679-0.00093236i,-1.1466e-05-0.0015255i,-0.00017582-0.0011103i
0.00093742+0.0017007i,0.0019204+0.0011784i,0.0025931-0.0010643i,0.0015991-0.0023556i,-6.1473e-05-0.0018604i,-7.8471e-05-0.00084082i,0.00068818-0.00037912i,-0.00020652-0.00036662i,-0.001166-0.00028584i,-0.0013183+8.4658e-05i,-0.0012147+5.9768e-05i,-0.0011367-0.00053777i,-0.0012607-0.00026398i,-0.0003251-0.00011712i,0.00056557-0.00010483i,0.00043513-0.00031924i,-0.00016363+0.00011136i,-0.00020063+0.00052618i,0.00021297-0.00023847i,6.9957e-05+0.00015932i,-0.00018267+0.00045653i,0.00013347-0.00069469i,-7.3432e-05-0.00079365i
0.0018953+0.001132i,0.0017181+0.0013782i,0.0015286+0.0012904i,0.0012737+0.00062528i,0.00094751-0.00032414i,0.00037885+3.829e-05i,-6.8085e-05+0.00072546i,-0.00011312+0.00030902i,-0.00023892+0.00010223i,3.0967e-05-0.0003906i,-9.0086e-05-0.00069983i,-0.0010061-0.00018841i,-0.0014258-0.0002101i,-0.00077263-0.00011215i,-9.0386e-05+1.1228e-05i,-0.00014287+8.6851e-05i,-0.0007246+0.000322i,-0.00051718+0.00012222i,0.00031645-8.8386e-05i,0.00049066-0.00011782i,0.00015825+0.0002948i,-0.00018496+0.0007784i,-0.00079427+0.00044365i
0.0019383-0.00085171i,0.0026593-0.0013696i,0.0026211-0.0026575i,0.0010127-0.002706i,-0.00014089-0.0014727i,-0.00042415-0.0001994i,-0.0004613-8.731e-05i,-0.00047264-0.00060526i,-0.00010243-0.00073315i,0.00011556-0.00024233i,-0.00062011-0.00012873i,-0.00061455-0.00085732i,0.00025518-0.00064913i,0.00050334+0.00020978i,0.00021698-5.0141e-05i,-0.00021255-0.00026134i,-0.00055585+0.0002737i,-0.00057479+0.00080853i,-0.00041732+0.00020747i,-0.00020245-0.00014343i,0.00026849+0.00022633i,0.00051701+0.00071653i,-5.2225e-05+0.0011908i
0.0017647+0.0021467i,0.0019897+0.0015452i,0.0010248+0.0016075i,0.00076507+0.0003275i,0.0012856-0.0003656i,0.00090362+0.00026501i,-0.00024512+0.00035211i,-0.0004318+0.0002638i,-4.3344e-05+0.00059716i,-0.00048363+7.3589e-05i,-0.00046838-0.0002124i,0.00011736-0.00043306i,0.00046503-0.00041759i,0.00036898-0.00052856i,0.00020817-0.00084778i,-0.00020362-6.2805e-05i,-0.0005328+0.00050046i,-0.00083394-0.00045349i,-0.00067966-0.001095i,-0.00015405-0.00049915i,0.00088459+0.0004448i,0.0013808+0.00013772i,0.001189-0.00072179i
0.00089272-0.0021937i,0.002092-0.0017141i,0.00084372-0.0019711i,-0.0018121-0.0018489i,-0.0024419+5.6932e-05i,-0.0011598+0.00088909i,0.00015102+0.00068775i,0.00085661-2.2999e-06i,0.00026494-0.00083414i,-0.00047511-0.00050511i,-0.00070073-0.00044306i,-7.3195e-05-0.00052566i,0.00060044+0.00010149i,0.00020711-8.9875e-05i,-0.00041316+0.0001681i,-0.00082365+0.00033084i,-0.0012944-9.6534e-05i,-0.0010491+0.00034218i,-0.00031588+0.00027885i,0.00050622+2.5971e-05i,0.00063459+0.00015214i,0.00052781+0.00053852i,0.00067722+0.00048065i
-0.00083298+0.001031i,-0.0016514+0.0012807i,-0.0021203+0.00060216i,-0.0012062+0.00020962i,-0.00034019+7.0276e-05i,0.00027598+0.00063735i,8.4378e-05+0.0006701i,0.00032203+0.0010136i,0.00076178+0.0012067i,-8.3832e-05+0.00051463i,-0.00062902+0.00035861i,-0.00023111+0.00036613i,0.00051395-0.00015291i,0.00086569-0.0003091i,0.0011224-0.00024578i,0.00075075-9.6434e-05i,-0.00029699-0.00012695i,-0.00046548-0.00018719i,0.00018241-0.00073386i,0.00082176-0.00038894i,0.0006943+0.00067124i,0.00038079+0.00051315i,-4.0118e-05-0.00014844i
0.00042715-0.00042474i,0.00020417-0.00049709i,9.3632e-05-0.0016964i,-0.0010023-0.0017493i,-0.0023389-0.00072297i,-0.0018606+7.2649e-05i,-0.00062665-0.00035069i,-1.4831e-05-0.00023642i,-0.00043036-0.00019152i,-0.0013441-0.0014i,-0.0011394-0.0017525i,-0.00072634-0.0001655i,-0.00010768+0.00037238i,0.00073491-5.261e-05i,0.00031249+0.00038508i,-0.00045967+0.00052148i,-0.00025607+0.00043521i,0.00045347+0.00051299i,0.00019132+0.00029172i,-4.4635e-05-0.00039143i,1.7276e-05-0.00059681i,-5.5247e-05+0.00033685i,-0.0001477+0.0011425i
0.00067328-1.222e-05i,0.0010488-0.00061935i,0.0025678-0.00068911i,0.0040029-0.00059975i,0.0026024-0.00069254i,0.00067515-0.00078612i,0.00075042-0.00068706i,0.0006606+0.00065476i,0.00019153+0.0012133i,0.00042955+0.00049368i,0.00063496+0.00025654i,0.0005049+6.9094e-05i,0.00043407-0.00057238i,-6.9907e-05-0.00098873i,-0.00013502-0.00063721i,0.00018274-0.00046766i,0.00041758-0.00070125i,0.00040487-0.00088087i,0.00086133-0.00025371i,0.00068767+0.00070145i,-8.12e-05+0.00090946i,-0.00084213+0.00071679i,-0.0011515+0.00083004i
0.0027118+0.00018817i,0.00359+0.0006075i,0.0026189+1.1047e-05i,0.00052212-0.00135i,-0.00012078-0.0016035i,0.00020126-0.0007571i,0.00017387-0.00051852i,0.00045263-0.00076122i,0.00069736-0.00044174i,0.00060748+0.00012993i,4.2675e-05-8.8163e-05i,-0.00025526-0.00055082i,0.00013673-0.00053967i,5.3561e-05-0.00028032i,-0.00028024-0.00034308i,-7.046e-05-0.0004896i,0.00041375-0.00037119i,0.00016596-0.00017511i,-0.00016888-0.00057474i,0.00043959-0.00054562i,0.00095275+3.2836e-05i,0.001091+0.00048088i,0.00118+0.00063363i
0.0021434+0.0038335i,0.0034637+0.0028319i,0.0036975+0.0024086i,0.0028094+0.0011656i,0.001624-0.00022557i,0.00019247-0.00084835i,-0.0011403-0.00056387i,-0.0017943+0.00046958i,-0.0015136+0.00073232i,-0.00070109+0.00016611i,-0.00052998-0.00010801i,-0.00090002-0.00013364i,-0.00093887-0.00057879i,-0.00056383-0.00057162i,-0.00040884-0.00045842i,-0.00053735-0.00018968i,-0.00081617+6.3686e-06i,-0.0003608-0.00054952i,0.00015712-0.0008814i,0.00010056-0.00094012i,-7.3275e-05-0.00085011i,-0.00015376-0.00029218i,0.0004355+0.00055797i
5.4444e-05-0.00091138i,2.2428e-05-0.0010866i,0.00033727-0.00081542i,0.00051519-0.00016401i,-0.00022239+0.00037231i,-0.00085859+0.00016698i,-0.00081136-0.00012609i,-0.00036954-0.00016169i,0.00044431+6.2533e-05i,0.00068514+0.00050709i,0.00046095+0.00090024i,-0.00041029+0.00076328i,-0.00073873+0.00012855i,-0.00078665-0.00063419i,-0.00067287-0.0011996i,9.5693e-05-0.0013929i,0.00045896-0.00080419i,-0.00015098+0.000936i,-0.00050801+0.0009789i,-0.00014209+0.00024966i,-0.00043185-7.0102e-06i,-0.00087843-0.00070346i,-0.00058788-8.2568e-05i
0.0011544+0.0018811i,0.00080795+0.0027701i,0.00035968+0.0015916i,-0.00040496+0.0003041i,-0.00039528+0.00012889i,0.00037228-0.00030835i,0.00043033-0.00074727i,7.4479e-05-4.7055e-05i,0.00012444+0.00067425i,0.00028126+0.00045363i,0.00039021-0.00054423i,0.00024029-0.00073758i,0.00021007-0.00059722i,0.00032954-0.00027299i,0.00039622+0.00029053i,-0.00015397+0.00056148i,-0.00025376+0.0004838i,0.00043999+0.00017486i,0.0003866+3.1588e-05i,-0.00021889+0.00030653i,-0.00041998+0.00096886i,-0.00047335+0.0012173i,-0.00017004+0.00052978i
