0.00030446-0.00021947i,0.0013247-0.0015801i,0.00073935-0.0031623i,-0.00089516-0.0022314i,-0.0020555-0.00015682i,-0.0018829+0.0014739i,-0.00077909+0.0024077i,0.00083646+0.0022288i,0.0018594+0.0013768i,0.0017567+0.00049688i,0.00085547+0.0004619i,-0.00061779+0.00066252i,-0.00096745+0.00042566i,-0.00020765-0.00024242i,-0.00050115-0.0012372i,-0.0013859-0.00085151i,-0.0012124+0.00082388i,-0.00049359+0.00050457i,0.00013771-0.00032544i,0.0004091-0.00019568i,0.00013897-0.00013809i,-0.00067597+0.00019807i,-0.00077181+0.00036966i
0.001411+0.0003462i,0.0013136-0.0013741i,0.00092024-0.00088459i,9.8609e-05+0.00041735i,-0.00010944+0.0004985i,0.00094334+0.0003059i,0.0018092-0.000503i,0.0010757-0.0018107i,3.7977e-05-0.0017074i,-0.00016505-0.00029745i,-0.00054299+0.001593i,-0.0010442+0.0023614i,-0.00053274+0.0025873i,-0.00028707+0.001772i,-0.0007529-0.00029166i,-0.00073077-0.00072663i,-0.0002031-0.00061339i,-0.00044625-0.00072026i,-0.00049808-0.00038943i,0.00010708+0.00024117i,0.00081538+0.00034266i,0.00093461+0.00014944i,0.00057653+0.00019232i
0.00087068+0.00059253i,0.0003227+0.0002221i,0.00039752-5.6585e-05i,0.0011759+0.00056887i,0.0013813+0.0012962i,0.00090384+0.0013151i,0.0013867+0.00052949i,0.0018653+0.00022269i,0.0012193+0.00029415i,0.00046235+0.0006324i,0.00034776+0.00079982i,0.00062272+0.0011553i,0.0011559+0.001584i,0.00086748+0.00061088i,0.00063887-0.00049209i,0.00054811-0.00046264i,0.0010102-0.00081502i,0.0012302-0.00094359i,0.00040634+0.0003301i,-0.00043624+0.00059767i,-0.00066939-0.00010863i,-0.00046482-0.00033045i,-0.00078972-0.00071404i
-0.0010471-0.00079017i,-0.001481-0.00094268i,-0.0019466-8.3922e-05i,-0.0020924+0.0007791i,-0.001211+0.0010911i,0.00094728+0.00076051i,0.0010568+0.00025195i,1.72e-05+0.00010065i,0.000155-0.000186i,0.00057238+0.00020042i,-0.00033306+0.00096072i,-0.0010506+0.001106i,-7.9045e-05+0.0010408i,5.231e-05+0.00028701i,-0.00081349-0.0001295i,-0.00058895-0.00033016i,-4.4932e-05-0.0011091i,0.00047788-0.00021154i,0.0001603+0.00098281i,-0.00062291+0.00081996i,-0.00040601-6.7563e-05i,-0.00015808-0.0005477i,-0.00030938-0.00047507i
-0.00054632-0.0006523i,-0.0011807-0.0010404i,-0.0018466-0.0016198i,-0.0017169-0.0008302i,-0.00066026+0.00029404i,0.0010594+0.00044987i,0.0018239-0.00032666i,0.0011325-0.0006883i,0.00044417-0.0011024i,0.00060983-0.0011676i,0.00015727-0.00049467i,-0.00041204-0.00016858i,0.0001685+0.00021665i,0.00028509-0.0003806i,0.0001763-0.00094802i,0.00051956-0.00016224i,0.00040706+0.00048337i,0.00025606+0.00063131i,-0.00022646+0.0011482i,-0.00049942+0.0010782i,-0.00041887+0.00089661i,-0.0012043+0.00047656i,-0.0016845+0.00010523i
3.7583e-05+0.00093408i,-0.00046918+0.00082996i,-0.00020347+0.0012236i,-0.00057404+0.0011147i,-0.00083022+0.00066391i,-6.4756e-05+0.00021906i,0.00055884-0.00023454i,0.0012349+4.9023e-06i,0.0010682+0.00072275i,7.2404e-05+0.00053497i,-0.00067008+8.9457e-05i,-0.0010573+0.00040127i,-0.0011949+7.9838e-05i,-0.00088761-0.00024711i,-0.00090477-0.00030932i,-0.0011498+0.00036148i,-0.00094242+0.0013504i,-0.00087057+0.00092467i,-0.00046103+0.00061296i,2.6131e-06+0.00097828i,0.00047143+0.00066835i,8.5167e-05+0.00063724i,-0.00062041+0.00057147i
-0.00039769+0.0022757i,0.00016789+0.0027193i,0.00061065+0.0032793i,0.00018717+0.0023095i,0.00053117+0.00049238i,0.0013747-0.00049642i,0.0014847-0.00050222i,0.0015598-0.0010948i,0.00089479-0.00090582i,0.0001197+0.00023998i,-0.00022959+0.0010369i,-9.9273e-05+0.0013814i,-0.00036227+0.0016279i,-0.00039234+0.0007537i,4.2749e-05-0.00036584i,-0.0005376-0.00039442i,-0.0010577+0.00068692i,-0.00028461+0.0015494i,2.924e-05+0.0011312i,-1.3585e-05+0.00042169i,0.00015429-0.00052941i,0.00068523-0.00079617i,0.00051332-0.00057462i
0.00030116-0.00058421i,0.00020277-0.00068114i,-0.00023228-0.0011523i,-0.00064904-0.00078115i,-0.00065361-0.00054565i,-4.5149e-05-0.00010748i,0.0011055-0.00034558i,0.00093393-0.00072067i,0.00027666-0.00013029i,-0.00090082+5.8985e-05i,-0.0020225-0.00072171i,-0.0016069+0.0003895i,-9.9769e-05+0.0015109i,0.0004486+0.00026122i,-0.00050259-0.00016935i,-0.0012034+0.00010455i,-0.00071771-0.00017704i,-0.00047663-0.00020195i,-0.00042445-0.0010173i,-0.00030573-0.0012073i,-0.00035439-0.0010649i,0.00024864-0.00055913i,0.00059908+0.00013057i
0.00060171-0.0001267i,0.00017941-0.00023643i,-0.00020368-0.00094575i,-0.00040041-0.00016388i,-9.4498e-05+0.00082543i,0.00088378+0.0013934i,0.001769+0.00075455i,0.0018809+0.00014437i,0.0010043+0.00077454i,-0.00013795+0.0012631i,0.00021065+0.00125i,0.0012603+0.0014915i,0.0016794+0.0013708i,0.00082078+0.00044029i,-0.00028387-0.00045983i,-0.0008482-0.00029136i,-0.00081329+0.00014962i,-0.00031053+0.00044102i,-0.00060907+0.00030897i,-0.00060419+0.000656i,9.5573e-05+0.00077416i,7.8752e-05-0.00025255i,-9.1224e-05-0.00094885i
0.00042073-0.0013821i,7.5227e-05-0.0012609i,-0.00092163-0.0010961i,-0.00083491-0.00052674i,-0.00041475+0.00041505i,-0.0002535+0.0002629i,0.00033016-0.000654i,0.00068308-0.0014896i,-0.00013157-0.00095724i,1.6078e-05+5.1918e-05i,0.00069885+0.00010548i,0.00036377-7.5543e-05i,0.0006152-0.00013171i,0.0012417-0.00015723i,0.00014285-0.00052062i,-0.00051112-0.0010177i,-0.00067864-0.00059674i,-0.0010253-3.9909e-05i,-0.00062288+3.1995e-05i,-0.00070048+0.00014494i,-0.00077803+0.00038041i,0.0001335+0.00054404i,0.00057543+0.00045083i
0.001354-0.0012931i,-0.00035142-0.0016517i,-0.00085306-0.0015667i,-0.0012035-0.00041462i,-0.0014765+0.00032158i,-0.00016803+0.00022358i,0.0017805-8.0368e-05i,0.0015552-0.00023004i,0.00040151-0.00051402i,0.00043636-0.00036692i,0.0009918+2.5791e-05i,0.00071953+0.00047341i,5.1793e-05+0.00073285i,-0.00032756+0.00038338i,-0.00080177+0.00026389i,-0.0006374+1.2972e-05i,0.00040366-0.00019241i,8.3631e-05+0.00057441i,-0.0009169+0.00086347i,-0.0002087-0.00010126i,-8.6391e-05+0.00019144i,-0.00041276+0.0010346i,-4.0028e-05+0.00073631i
0.0013106-0.0018685i,0.0013896-0.0021905i,0.0010409-0.0020827i,-0.00021289-0.0016098i,0.000102-0.000679i,0.0006526+6.6887e-06i,0.00094813-0.00075092i,0.0010104-0.0011588i,-9.4956e-05-0.00078477i,-0.00035222-0.00021701i,0.00014971+7.7518e-06i,-0.00033092+0.00032485i,-0.00075733+0.00055924i,-0.00022501+0.00031756i,0.00028933+0.00023381i,0.00063948+0.0002034i,0.0010146+1.7945e-05i,0.00066096+0.00011396i,-0.00016013-6.4943e-05i,-9.458e-05-0.00059149i,0.00049728+0.00039465i,0.00080097+0.00091638i,0.00047316+0.00041929i
-0.0010535-0.0007946i,-0.00035233+0.00047457i,-0.0011287+0.00088047i,-0.0011955+0.00051057i,5.5862e-05+0.00064368i,0.0016716+0.0013344i,0.0023814+0.0005981i,0.0016773-0.0004549i,0.00073435-0.0003515i,5.0215e-05+0.00013468i,-0.00051958+0.00081446i,-0.00050287+0.0015674i,0.00054432+0.00161i,0.0012141+0.0013513i,0.001316+0.00093527i,0.00073578+0.0007094i,0.00054061+0.00013248i,0.00095329+0.00020434i,0.00015886+0.00086751i,-0.00020171+0.0010117i,7.5112e-07+0.00015252i,-0.00073923-0.00075639i,-0.00091399-7.1445e-05i
0.00043718+0.00052768i,0.0001558-0.00020843i,-9.6913e-05+0.0001598i,-0.0007201+5.9714e-05i,-0.00042585-6.2251e-05i,-0.00062309-0.0005297i,-0.00041653-0.00073169i,0.00042656-0.00011451i,0.00040557+0.00037047i,0.00026325+5.5243e-05i,0.00055833-2.3381e-06i,5.4547e-05+0.0013943i,0.00033472+0.0016226i,0.0016052+0.00082078i,0.001704+0.00076074i,0.00079367+0.00070637i,0.00031921+0.0001777i,0.00034732+7.432e-05i,0.0001008+0.00032222i,-0.00051909+0.00030442i,-0.00077132+0.00035071i,-0.00086488+0.00047072i,-0.00091386+0.00059521i
0.00107+0.00011869i,0.0014889-0.00069789i,0.0013466-0.00091216i,0.00087727-0.00016727i,0.0016099+0.0011441i,0.0022756+0.0010468i,0.0016882-1.1658e-05i,0.0013494+7.4454e-05i,0.0010116+0.00029165i,0.00063465+0.00020699i,0.00024427+0.00032404i,-0.00011915+0.00036582i,-5.5756e-05+0.0001707i,0.00011687+0.00029586i,-0.00056159+0.00044895i,-0.0011179+0.00090538i,-0.00096154+0.0010948i,-0.00061745+0.00090978i,-0.00036578+0.00061696i,-0.00022937+0.00051496i,-0.0007149+0.00052147i,-0.00059015+0.000296i,1.8193e-05-0.00026632i
0.0018933+0.0015175i,0.0020415+0.002011i,0.0018408+0.0037i,0.00059666+0.0021996i,0.0010561-0.00052417i,0.0019652-0.00137i,0.0020255-0.0015109i,0.0018007-0.00072658i,0.0012286-8.4597e-05i,0.0015325-0.00047407i,0.0013461-0.00019243i,0.00018839+0.00029695i,0.00086679+0.00038291i,0.0013311+6.6798e-05i,0.0001299-0.00028126i,-0.00070573+0.00014185i,-0.0010929+0.00066576i,-0.0011942-1.3203e-05i,-0.00057375-0.00027466i,-0.00019384-0.00043796i,0.00027222+0.00016002i,0.00064456+7.5787e-05i,0.00060289-0.00027467i
0.0011783-0.0021872i,0.00060873-0.0014846i,-0.00054113-0.0029147i,-0.0019538-0.0017494i,-0.0011706+0.00067714i,0.00070936+0.0011612i,0.0010653+2.7507e-05i,0.0009314-0.00092817i,0.00094494-0.0003912i,0.0010106+0.00064282i,0.0003822+0.0010109i,-0.00048555+0.00063684i,-0.00056698-0.00029851i,-0.00075588-0.00090332i,-0.0013051-0.00083173i,-0.0013935-0.00088027i,-0.00064261-3.1913e-05i,-0.0002687+0.00065869i,6.1684e-05+0.00050413i,0.00070386+0.0005793i,3.0796e-05+0.00064961i,-0.00015756+0.00042896i,0.0003014+0.00043663i
-7.3995e-05+0.00032919i,-0.0010147+7.8389e-05i,-0.00147+0.00057269i,-0.00069217+0.0011371i,3.0709e-06+0.0014856i,0.00021845+0.00127i,0.0004062-0.00034723i,0.00059031-0.0014474i,0.0012137-0.00094738i,0.00075631+0.00054791i,-0.00067101+0.0011387i,-0.00036276+0.001075i,2.8488e-05+0.00080768i,0.00067514-0.00036235i,0.00029849-0.00025319i,-0.00082839-4.9437e-05i,-0.00063993-0.00057012i,-0.00036784-0.00023855i,-0.00010651-0.00013423i,0.00066082-0.00038391i,0.00071299-0.0010067i,-0.00016477-0.0012329i,-0.00052314-0.00088124i
-0.00045413+0.0010267i,-0.00078029+0.00049284i,-0.00074943+0.0016088i,0.00027942+0.0018568i,0.0012844+0.001426i,0.0022036+0.00096731i,0.0020129+9.0648e-05i,0.0011271-0.00095767i,0.00071695-0.00086284i,0.00084347-0.00038943i,0.0003205+0.00068081i,-0.00053493+0.00214i,-0.00011167+0.001533i,0.00039658+1.1118e-05i,-9.3452e-05-5.6211e-05i,-0.00049021-0.00041137i,-0.0007069-0.00095464i,-0.0007392-0.00011139i,-0.00039196+0.00058937i,-0.00035155+5.4179e-05i,-0.00012957-0.00027272i,0.00020293-0.00017278i,-0.00020754+0.0003044i
-0.0010898-0.0011256i,-0.00090888-0.0006267i,-0.00098241-0.001447i,-0.001532-0.0011811i,-0.0019243+6.6596e-05i,-0.00086285+0.00088312i,5.807e-05-0.00020772i,-0.00039299-0.0011116i,-0.00031261-0.00066667i,0.00036177+0.00031684i,0.00035673+0.00070202i,0.00035725+0.0007522i,0.0010869+0.00046385i,0.00058647-8.2172e-05i,3.8896e-05-0.00070525i,0.0004586-0.0011639i,0.00092165-0.001633i,0.00033133-0.0012729i,-0.0010267-0.00035508i,-0.0010579+0.00012321i,-0.00083228+0.00026944i,-0.00066831+0.00011534i,0.00018758+0.00057227i
-0.00046788-6.5006e-05i,-0.0011133-0.001305i,-0.0016575+0.00054117i,-0.0014918+0.0026037i,-0.00062463+0.002846i,0.0010585+0.0022745i,0.0015174+0.00080806i,0.0002107-0.00012996i,1.5459e-05+0.00030967i,0.00015734+0.00046826i,-0.00076099+0.001064i,-0.00071648+0.0015991i,0.00092965+0.0005749i,0.0014977-0.00094881i,0.00034711-0.00087736i,-0.00051473-0.00018i,-0.00061195-0.00087206i,-0.00038967-0.00093332i,9.3473e-05-0.00014789i,0.00029196+0.00053851i,6.2048e-05+0.00082785i,-0.0011898+0.00066109i,-0.0017317+0.00026187i
3.2478e-05+8.415e-05i,0.00082953-0.00040684i,0.00073187-0.00036522i,0.00104+0.00040608i,0.0010342+0.00041228i,0.0010051-0.00024499i,0.00147-0.0011093i,0.0012544-0.0008665i,0.0011709+0.00041855i,0.00069155+0.0015177i,-0.00062637+0.0014164i,-0.0010374+0.00071859i,-0.0005689+0.00058357i,-0.00038438+0.00020051i,0.00012435-0.00016109i,0.00040717+0.00036511i,0.00057167+0.00043128i,0.00034212-6.433e-05i,-5.4136e-05+4.6467e-05i,-0.00046792+0.0006662i,-0.00083425+0.00052594i,-0.00077401-0.00016049i,-0.00026391-0.00046278i
-0.00073694+0.00040229i,-0.00085028+0.00038197i,-0.00090126+2.8232e-06i,0.00029725+0.00035274i,0.00078028+0.0015457i,0.00073822+0.00078237i,0.0011912-0.0007693i,0.0011438-0.0012199i,0.00029911-0.0012679i,-0.00082072-0.0010429i,-0.0010663+0.00011125i,-0.00049029+0.001133i,0.00010595+0.0011693i,-0.00020059+0.00051331i,-0.00058144+0.00054182i,-0.0011687+0.0013814i,-0.0016274+0.0015721i,-0.00090455+0.00030606i,-0.00038155-0.00016i,-0.00035274+0.00045614i,0.00021556+0.00088884i,0.00074027+0.0010635i,0.00027595+0.00075281i
-0.0001586-0.0014425i,-0.00064592-0.0013295i,-0.00083695-0.00035988i,-0.0011009-0.000152i,-0.0003117-7.981e-05i,0.0010139+1.0205e-05i,0.0012311-0.00032973i,0.00078083-0.00036179i,-0.00060989-0.00036709i,-0.0012509+6.0399e-05i,-0.00015053+0.00097043i,0.00045016+0.0012891i,0.00046822+0.0010475i,0.00039863+0.00039487i,-1.6237e-05+8.4256e-06i,-0.00036268+0.00024117i,-0.00072439+0.00066647i,-0.0010348+0.00088418i,-0.00096834+0.00060742i,-0.00097936+0.00083327i,-0.00049676+0.00073534i,-1.9966e-05+0.00050453i,-0.00018391+0.00047144i
0.0014882+0.0014796i,0.00048714+0.00071778i,0.00019095+0.00075664i,3.9713e-05+0.0011085i,0.0003182+0.00075188i,0.00089357+0.00082667i,0.0013335+0.00024962i,0.0012931-0.0010768i,0.00068918-0.00093778i,0.00055079-0.00012833i,0.00018193+0.00016471i,-0.00070498+0.00061007i,-0.00043735+0.00031589i,0.00014048+0.0002588i,-0.00036576-0.00014846i,-0.0011738-0.00011438i,-0.00097303+0.00034053i,-0.00036303-0.00043808i,-0.00034174-0.0011416i,-0.00092143-0.00074533i,-0.00099927-9.2817e-05i,-0.00033293+0.00010913i,-0.00065932+9.5097e-05i
0.0019351-0.00056669i,0.0018003+0.00022048i,0.0013207-0.00045664i,0.00025788-0.00061662i,-0.00031644-7.967e-05i,-1.7509e-05+0.00021611i,-0.00024915-3.5717e-05i,-0.00061434+5.5582e-05i,-0.0007272+0.00025731i,-0.00081662+0.00053361i,-0.00083172+0.0009018i,-0.00097063+0.00039054i,-0.00055206-0.00018286i,4.0875e-05-0.00084632i,-0.00090854-0.0016491i,-0.0011993-0.0014615i,-0.00059692-0.00023972i,-0.00076836+0.00065819i,-0.0011556+0.00073532i,-0.00099715+0.00088164i,-0.00034288+0.00045155i,-0.00042613-0.00012407i,-0.00036666+2.7074e-05i
0.0010574+0.0013609i,0.00098087+0.0022232i,0.00064896+0.0029532i,0.00010533+0.0022112i,0.00031702+0.0013536i,0.00089395+0.0011713i,0.001078+0.00067523i,0.00090424-0.00054261i,0.0010357-0.00066286i,0.0012032-4.511e-06i,0.00062752-0.00035301i,0.00015219-0.00050412i,0.00034595+0.00025395i,0.0007246+0.0006944i,0.00049919+0.00022326i,-0.00028002-0.00015452i,-0.00078229-0.00030224i,-0.0013234-0.00096213i,-0.0011492-0.0010814i,-0.00027712-0.00023756i,-0.00011535+0.00016763i,-0.00038417-0.00023904i,-0.00027804+0.00015343i
0.0015941-0.0016104i,0.00089101-0.0035401i,0.00077546-0.0049883i,0.0006148-0.0040225i,0.00066418-0.002095i,0.0010703-0.00043078i,0.0010641-0.00014462i,0.00052988-0.00012976i,0.00043744+0.00052474i,-0.00023626+0.00041519i,-0.00059349-4.2883e-05i,-0.00032391+0.00071277i,8.2011e-05+0.0010431i,0.00077199-0.00017495i,0.00046699-0.00066467i,-0.00045127-0.00060492i,-0.0009809-0.0011305i,-0.0012022-0.00052949i,-0.0012831+0.00019699i,-0.0017119-0.00043638i,-0.0013177-0.00026482i,-0.00073096+0.00062959i,-0.00034338+0.0007945i
0.00095851-0.0011225i,0.0013019-0.00085254i,0.0010789+0.00024325i,0.00037109+0.0006434i,-0.00064419+0.00097369i,-8.5745e-05+0.00094987i,0.0014153+0.00030404i,0.0012222-0.00023968i,0.00072281+3.8054e-06i,0.00087981+0.00073074i,0.00014515+0.0012758i,-0.00015552+0.0013672i,0.00078359+0.0012552i,0.001355+0.00077431i,0.00098761-5.5174e-05i,0.00086225-0.0010511i,0.00077674-0.00092209i,5.2908e-05-0.00036219i,-0.0008063-4.5189e-05i,-0.0012198+0.00050839i,-0.00088861+0.00021533i,-0.00046952-0.00051458i,-0.00023159-0.00045204i
0.0011697+0.0014969i,0.00081268+0.00081863i,0.00072906+0.0012405i,5.624e-05+0.00090113i,-0.00081923+0.00020724i,-2.2962e-05-4.5451e-05i,0.0012867-0.00038026i,0.0015199-0.00055936i,0.0012033-0.00045259i,0.0011242+4.597e-05i,8.3995e-05+0.00060293i,-0.00077629+0.00082248i,-0.0001395+0.00058198i,0.00058654+0.00040902i,0.00020774-7.1033e-05i,-0.00046499-0.00035975i,-0.00056087-6.8415e-05i,-0.00029389-0.00051285i,8.9903e-05-0.00090944i,0.00014272-0.0005546i,0.00019417-0.00075788i,-0.00017151-0.00095706i,-0.00013672-0.00076512i
0.00030503-0.00046789i,-0.00017158-0.0010365i,-3.9948e-05-0.0018731i,-9.5023e-05-0.0015187i,-9.7861e-05-0.00029778i,6.9466e-05+0.0006353i,0.00059634+0.00034399i,0.00058194-0.00048256i,6.7735e-06-0.00041336i,-0.0001656-0.00019709i,0.00048904+0.00024407i,0.00045123+0.00086591i,0.00028806+0.0011988i,0.00061152+0.00021397i,0.00047332-0.00067322i,0.00041066-0.00048489i,-4.6301e-05+0.0001929i,-0.00045462+0.0004319i,-0.00041062+0.00021123i,0.00032032-0.00041498i,0.00014722-0.001018i,-0.0005355-0.0010309i,0.0001663-0.00049517i
0.0013771-0.001144i,0.001678-0.0020183i,0.0020679-0.0030665i,0.00052353-0.0025301i,-0.00011563-0.00021048i,0.00066694+0.00082407i,0.00094581-0.00028025i,0.00063428-0.00055111i,0.00036265-0.00028009i,0.00011505-0.00045174i,-0.00065175-0.00057033i,-0.00075293+0.00010732i,-0.00012568+0.0001594i,-0.00052159-0.00030361i,-0.00097057-0.00029464i,7.6088e-05+0.00030587i,0.00095323+0.0010738i,0.00091205+0.00032157i,0.00066619-0.00016102i,-0.0002084-0.00023947i,-0.00076987-0.00029204i,-0.00024434+0.00061716i,-0.00035969+0.0006139i
-0.00061792+0.00082598i,-0.00054171+0.0010884i,9.1697e-05+0.0017621i,0.00049427+0.0021863i,0.00035637+0.0021622i,0.00076231+0.0017513i,0.0014588+0.00031207i,0.00067188-0.00098385i,0.00018087-0.00073553i,0.00084771-0.00028901i,0.00056813+0.00029539i,-7.4071e-05+0.00083406i,0.00026171+0.00081805i,8.7435e-06+0.00056278i,-0.0011675+0.00027997i,-0.0013714+0.00028847i,-0.00058917+0.00092547i,-0.00054587+0.0013885i,-0.00095479+0.001305i,-0.00097953+0.0010332i,3.7151e-05+0.00078724i,0.00051247+0.00025223i,0.00031557+6.6153e-05i
-0.00013798+1.4996e-06i,6.7151e-05-6.7972e-05i,-0.00057077-0.00054797i,-0.00084194+0.00029479i,-0.0001012+0.0010467i,0.001293+0.00075732i,0.0020556+0.00017702i,0.0010383-0.00067641i,-6.8292e-05-0.00050203i,0.00054535+0.00015426i,0.00079604+0.00010962i,0.00016622+0.00054316i,-0.00031243+0.00088686i,0.0001319+0.00093172i,0.00051559+0.00065185i,1.2587e-05+0.00033344i,-0.0005044+0.00015249i,-0.00021559+0.00035269i,0.00032199+0.00063033i,0.00028412+0.00067687i,0.00072506+0.00093002i,0.00049284+0.00066625i,-0.00024256-4.7621e-05i
0.0016935-0.0014i,0.0024114-0.00088192i,0.0016975-0.00065615i,0.0013745-0.00049928i,0.000576-0.00033004i,0.0001241-0.00085038i,0.0013466-0.0013336i,0.0013208-0.00072935i,-3.7354e-05-0.00083329i,-0.00080093-0.001302i,-0.00039475+1.9477e-05i,-0.00083731+0.0020404i,-0.0017764+0.0015622i,-0.0014664-0.00037368i,-0.00077781-0.00077962i,-0.00046988-0.00066438i,-0.00014181-0.0011789i,-0.00014113-0.00061802i,-0.00014596+0.00049069i,-0.00020612+0.0010451i,-0.0002383+0.00064917i,-6.678e-05+4.4364e-05i,-0.00027372+0.00036018i
-0.00028779+0.00043924i,-0.00039028+0.0011444i,-0.00075204+0.0010407i,-0.0013511+0.00072711i,-0.0013745+0.001213i,-0.00063405+0.00074317i,0.00090902-0.0006198i,0.0014379-0.00077347i,0.00029127+4.721e-05i,-0.00035299+0.00058837i,-0.00050023+0.00046933i,-0.00013167+0.0010419i,0.00049875+0.0015311i,0.00038153+0.00039049i,-0.00034374-0.00072132i,-0.00046777-0.00088194i,-9.1807e-05-0.00085782i,-0.00021617-0.000184i,-0.00040558+0.0008748i,-0.00016126+0.00099665i,-0.00052772+0.00034431i,-0.00042994-0.00021513i,0.00025152-9.6507e-05i
0.00183-0.00038321i,0.001902-0.0002857i,0.001779+0.00011825i,0.0012697+0.0001403i,0.00067013+5.3103e-05i,0.00027914+0.00012908i,0.00086148+0.00044675i,0.001401+0.00057219i,0.0013305+0.00036361i,0.0010435+6.0047e-05i,3.7649e-05+0.00029422i,-0.00041788+0.00053333i,0.00045837+0.00061816i,0.00049463-0.00017773i,-0.00039738-0.00055796i,-0.0010543-0.00072612i,-0.001169-0.0011779i,-0.0013808-0.00071152i,-0.0014174+1.5175e-05i,-0.00085305+0.00026618i,0.00015554+0.0005203i,0.00046516+0.00038671i,-0.00043933+0.00051286i
0.001241-0.00042905i,0.0016455-0.00045618i,0.0015732-0.00061908i,0.00085862-0.00066935i,0.00034309-0.00040364i,0.00091815-0.00022388i,0.001742-0.00068466i,0.0013594-0.00040286i,0.00013427+0.00029981i,-5.1094e-05+7.5409e-05i,-0.00046429-0.00021854i,-0.00046571-0.00015204i,0.00063117-0.00015606i,0.00077501+6.0733e-05i,0.00048583-0.0004375i,0.00046748-0.00065262i,0.00014868-0.00058378i,-0.00014214-0.00070064i,-0.00084363-0.00069818i,-0.0011022-0.00087175i,-0.00039654-0.00068842i,0.00029716-0.00013544i,0.0005481+0.00068275i
-0.001414+0.00079463i,-0.00078839+0.00080859i,-0.001465+0.00082543i,-0.001933+0.0015307i,-0.001474+0.0021276i,-0.00048221+0.0012375i,0.00073341+0.00043401i,0.00078131+0.00066919i,-0.00044207+0.00046439i,-0.0010793+0.001027i,-0.00062887+0.0012444i,-0.00065734+0.0011444i,-0.00062807+0.00096012i,-0.00013027-0.00020671i,0.00047198-0.00075537i,0.00074661-0.00016773i,0.00034315+8.5139e-05i,-0.00013633-0.00017041i,-0.00053643-0.00041046i,-0.00034226-0.0006858i,9.6066e-05-0.0010776i,0.00030682-0.0010725i,0.00061402-0.00092007i
-0.0021721-0.00011955i,-0.0019632+0.00046058i,-0.0010813+0.00086299i,-0.00063145+0.0013212i,7.2362e-05+0.0019068i,0.00065452+0.0010957i,0.00017841-0.0003158i,-0.00023655-0.00043798i,-0.00025865+0.00059187i,-0.00015757+0.001209i,0.00014575+0.0011219i,0.00037116+0.0011993i,0.00074482+0.0017215i,0.00054803+0.0016724i,0.0003408+0.0012152i,6.594e-05+0.00077654i,-0.0006207+0.0006179i,-0.0010618+0.00041374i,-0.00024113-4.8622e-05i,0.00047095+4.8342e-05i,0.00042909+0.00015118i,-3.317e-05+6.7531e-05i,-0.00092595+0.0005054i
0.00012687-0.00063062i,0.0017486-0.00049883i,0.0018384-8.3448e-05i,0.0015459-0.00062014i,0.0013185-0.00048956i,0.00062593+0.00040101i,0.00088678+0.00085539i,0.0011832+0.00091353i,0.00072178+0.00016995i,0.00021464+0.00026428i,-0.00023591+0.00054442i,0.00010511+0.00031036i,0.00047185+0.00063122i,0.00055018+0.0012692i,-2.3375e-06+0.00058184i,-0.00043676-0.00033433i,9.9335e-05+9.9329e-05i,0.00013542+0.00057013i,-0.00060838+0.00057498i,-0.00096665+0.00042155i,-0.00032922+0.00034041i,-0.00043169+0.00033704i,-0.00067475+0.00052531i
-0.0010374+0.0011755i,-0.0021966+0.0010042i,-0.0016087+0.0019068i,-0.0010451+0.001342i,0.00015884+0.00083277i,0.0011989+0.00018636i,0.00059699-0.0012184i,0.00013525-0.0022031i,0.00022984-0.0019205i,0.00043662-0.0008907i,0.00091717-0.00011189i,0.0011045+0.00011888i,0.00081555-0.0005656i,6.4215e-05-0.0011039i,-0.00031047-0.0010631i,-0.00031835-0.00084503i,1.2645e-05+1.3622e-05i,0.00055183-7.8124e-05i,0.00035689-0.00048022i,0.00023825-0.00025142i,0.00087295+0.00022805i,0.00038582+7.3615e-05i,-0.00033619-3.7416e-05i
-0.00090541-0.0014225i,-0.0011827-0.0018408i,-0.0015207-0.001749i,-0.00073031+0.00039231i,0.00058256+0.0018577i,0.0012558+0.0012373i,0.0014071+0.00015262i,0.00084704+0.00066333i,-0.00016737+0.00024155i,-0.00077545-0.00028057i,-0.00069588+0.00084283i,-0.00029591+0.0016176i,0.00040979+0.0013414i,0.00079385+0.0001751i,-8.7852e-06-0.00054678i,-0.00050406-0.0004135i,-0.00074596-0.00012958i,-0.0015427-7.7524e-05i,-0.0010642+4.5372e-06i,9.502e-05-0.00017441i,-0.00067054-0.00025534i,-0.0017069-2.3837e-05i,-0.0008559-6.5029e-05i
0.00049103+0.003052i,8.5192e-05+0.0028172i,-9.4017e-06+0.0025802i,0.00016567+0.0020054i,0.00090973+0.0010399i,0.0014797+0.00025047i,0.0020087-0.00017281i,0.0015351-3.1952e-05i,0.00090486+0.00057772i,0.0010865+0.0010035i,0.00018736+0.00057123i,-0.00083105+0.0002215i,-0.00018077+0.00061044i,0.00071436-0.00012955i,0.0005835-0.0010001i,0.0002072-0.00018833i,-0.00043653+0.00033474i,-0.0010681-0.00017857i,-0.00074862-1.8193e-05i,-0.00048452+0.00038563i,0.00032176+0.00095587i,0.0009024+0.0012626i,0.00042128+0.00076303i
