-0.0020471+0.00069915i,0.00060734-0.0012171i,0.00043728+0.00078586i,0.0016222+0.002463i,0.0015983+0.0025536i,0.00097436+0.0014002i,0.00022384-0.00042344i,-5.0677e-05-0.0013411i,0.00017267-0.00054246i,0.00055002+0.00065191i,0.00071919+0.00041169i,6.1022e-05-0.0010815i,-0.0004008-0.0015645i,0.0005668-0.00031071i,0.0012038+0.00057151i,0.00045482+0.00012751i,-1.1835e-05-0.00087068i,7.3548e-05-0.00094075i,6.1407e-05-0.00047399i,0.0002427-0.00075045i,0.0001534-0.0012784i,0.00010464-0.00081626i,-0.00018773+0.00044195i
0.0014744+9.8142e-06i,0.0031303+0.00092851i,0.00383+0.0010614i,0.0030128-0.00022593i,0.0002414-0.0018535i,-0.00035286-0.0026305i,-0.00042702-0.0026295i,-0.00036167-0.002841i,6.8271e-05-0.0030634i,-0.00039736-0.0017787i,-0.00042137+3.6866e-05i,-0.00018377+0.0011605i,0.00049672+0.0016058i,0.0009944+0.0014696i,0.00022192-3.3944e-05i,0.00017846-0.00080446i,0.00071992-0.00046832i,0.0010048-0.00051376i,0.00067755-0.00034766i,0.00021951+4.8474e-05i,0.00013161+0.00058789i,-8.308e-05-1.7082e-05i,-0.00062804-0.0010754i
0.00099027+0.00016631i,0.0015135+0.00065198i,0.0017764-2.5543e-05i,0.0013041-0.0011305i,-0.00036211-0.0027703i,-0.0016169-0.0037836i,-0.0012599-0.0033222i,-0.00027743-0.0019952i,0.00014129-0.0014159i,-0.00019084-0.0012049i,0.00021068-0.00017568i,0.00012933+0.00050615i,-0.00046839+0.0008006i,-0.00025377+0.00043025i,0.00056235-0.00030593i,0.0015781+5.3789e-05i,0.0015729+0.00036131i,0.00052715-0.00017956i,0.00014441-0.00025627i,0.00020633-3.9356e-05i,0.00043852-0.00039014i,0.00040404-0.0012121i,0.00029775-0.0011079i
0.0009676-0.0015316i,0.0015295-0.0011356i,0.0019864-0.0005646i,0.00079358-0.00031593i,-0.0010483-0.00082034i,-0.0014597-0.0017091i,-0.0011694-0.0020073i,-0.0012174-0.0013006i,-0.0010604-0.0018545i,-0.0005884-0.0016324i,-0.00029819-6.3502e-05i,0.00074514+0.0010505i,0.0004984+0.0014919i,0.00039145+0.00083159i,0.0016698-0.00024858i,0.0018678-0.00035935i,0.0010833-0.00068871i,-5.2065e-05-0.0014774i,-0.00018875-0.0015561i,-4.4763e-05-0.00068486i,0.00032852-0.00028631i,0.00098197-0.00054936i,0.00082957-0.00053472i
0.0019181-0.001756i,0.0027262-0.0010038i,0.0037711-0.0022118i,0.0025687-0.0022098i,-0.00062333-0.0019771i,-0.0014635-0.0028018i,-0.00091023-0.0029526i,-0.00057886-0.0026214i,-0.00078116-0.0021847i,-0.00086342-0.001323i,-0.00030558-0.00019258i,0.0002869+0.00098107i,0.00010612+0.0018001i,-6.9907e-05+0.0012434i,0.0012662+0.00017497i,0.0014801-0.00063023i,0.00020327-0.00057832i,-0.00036343-0.00060816i,-1.0227e-05-0.00054913i,0.00013146+0.00018531i,-1.208e-05+0.00062321i,-0.00041541+0.00044629i,-0.00027251-0.00023407i
7.6906e-05+0.00040996i,0.00050509+0.00060245i,0.0019099+0.00057755i,0.0024569-0.00095412i,0.00085494-0.0022072i,-0.0015462-0.0034013i,-0.0021672-0.0037857i,-0.0016125-0.0022623i,-0.0010695-0.00076653i,-0.00014058-5.3743e-05i,-4.015e-05+0.00036109i,-0.00098983+0.00035647i,-0.0015027+0.00094654i,-0.00054127+0.0012943i,0.00085318+0.00037956i,0.00075205-0.0014777i,0.0002312-0.0019156i,-0.00028484-0.0012895i,-0.00035369-0.00049874i,3.2753e-05+1.8165e-06i,0.00054611-7.8647e-05i,0.00056329-0.00075149i,0.0002301-0.00092743i
0.0010096-0.00024057i,0.00080345+0.00037619i,0.0025511-0.00040216i,0.0025371-0.0011922i,0.0004309-0.00097292i,-0.0006932-0.0015978i,-0.00084127-0.0019892i,-0.0013152-0.001243i,-0.00073638-0.00096165i,-0.0001219-0.00073354i,-0.00056421-7.7611e-05i,-0.00069431+0.0006637i,-0.00027983+0.00089907i,0.00038312+0.00066477i,0.00086085-9.737e-06i,0.00040658-0.00093103i,0.00033003-0.00088322i,0.00034976-0.00043827i,-0.00012637-0.00040347i,-0.00039322-0.00024175i,-0.00075256-0.00025414i,-0.00063977-0.0008259i,-0.00045108-0.00050055i
0.00040399-0.00069562i,0.0013083-0.0026591i,0.0031011-0.0034802i,0.0026093-0.003743i,0.00053516-0.0037221i,-0.0013127-0.0030852i,-0.0014673-0.0017728i,-0.0012437-0.00088612i,-0.00044577-0.0015789i,0.00018185-0.0013298i,-0.0005095+1.6108e-05i,-0.00062423+0.0010298i,9.5783e-05+0.0016634i,0.00086326+0.0012961i,0.0012175+0.00048502i,0.00072005+0.00044429i,0.00046629-0.00015746i,0.00050656-0.00082497i,-0.00010331-0.00037983i,5.1191e-05-0.00020966i,0.00065402-0.000888i,0.00087107-0.001299i,0.00061387-0.0016107i
0.0012099+0.00094138i,0.0028965+0.0005875i,0.00485+8.6526e-06i,0.0043989-0.00084539i,0.0022644-0.0019383i,7.786e-05-0.0025103i,-0.00073617-0.0018941i,-0.00042729-0.00068842i,0.0002245-0.00086761i,-0.00040473-0.0011369i,-0.00092422-4.9506e-06i,-0.00063522+0.00084415i,-0.00028985+0.00058313i,0.00010521+0.00035834i,0.00031712-6.0841e-05i,0.00025194-0.00026135i,0.00013162+0.00015339i,0.0008875-6.9536e-07i,0.0012251-0.00028507i,0.00075498-0.00034159i,0.00069128-0.00044852i,0.00041779-0.00078712i,-0.00047276-0.0002449i
0.0017457+8.1967e-05i,0.003306+0.00064754i,0.0048295-0.00049108i,0.0042344-0.00061766i,0.00079605-0.0015164i,-0.00099074-0.0024217i,-0.00095468-0.0022642i,-0.0013748-0.0020787i,-0.0013388-0.0018616i,-0.00057884-0.0017157i,-0.00028415-0.0008539i,0.00011365-0.00024944i,0.00081642+0.00049872i,0.0011879+0.00099329i,0.00098659+0.00030925i,0.00043874-0.00050639i,0.00036504-0.00046228i,0.00052571-2.3412e-05i,0.00028033-0.00035247i,7.0877e-05-0.00029666i,2.9869e-05+0.00029525i,-3.7523e-05-8.7417e-05i,0.00033658-1.1838e-05i
-0.00090471-0.0013074i,0.0005272+2.2693e-06i,0.0024036+0.00086655i,0.002957+0.00057409i,0.00080536-2.2906e-06i,-0.00076373-0.00033855i,-0.0010911-0.0015252i,-0.00074792-0.0027687i,-0.00073642-0.0025228i,-0.0014297-0.0010636i,-0.0013246-0.00037364i,-0.00019745+0.00028588i,0.00072545+0.00027648i,0.0011089-9.0726e-05i,0.00089895+6.407e-05i,0.00027193-8.6866e-05i,0.00011093-0.00073505i,0.00075562-0.00095489i,0.00083806-0.00053321i,0.00062244-0.00024352i,0.00043339+0.00029419i,-3.1069e-05+0.00017908i,-0.00038221-0.00050496i
0.00074975+0.00033499i,0.0012299-0.0010934i,0.0029559-0.0015203i,0.0035203-0.00092138i,0.0024521-0.00087456i,0.00018203-0.001369i,-0.0017004-0.0019673i,-0.0014431-0.0020537i,-0.000457-0.0022303i,-0.00063503-0.0015425i,-0.0010159-0.00067195i,-0.0010573-0.00031021i,-0.0008058-0.00021169i,-0.00018761-0.00015112i,0.00059382-0.00036073i,0.00088228-0.000727i,0.00044728-0.00051071i,0.00028161-0.0006057i,0.00018838-0.0012178i,-0.00064241-0.00070998i,-0.00089526-0.00015263i,-0.00075591-0.00023791i,-0.00046358-0.0002121i
0.0027654+0.00014527i,0.0041268+0.00028908i,0.0044446+0.0009342i,0.0030336+0.00041866i,0.0012097-0.0014457i,-0.00063352-0.0025955i,-0.0012364-0.0026828i,-0.00098918-0.0021358i,-0.00040259-0.0017213i,-0.00050221-0.00099593i,-0.0010794+0.00012893i,-0.00029858+0.0010778i,6.1098e-05+0.0014847i,-0.00026666+0.0016172i,-0.00016127+0.00043421i,-0.00043442-0.00080878i,-0.00063881-0.00086116i,-0.00022017-2.6083e-06i,-0.00049185+0.00014826i,-0.00030087-0.00046521i,3.663e-05-0.0007875i,0.00049205-0.0011273i,0.00072646-0.0013298i
2.5654e-05-7.4847e-05i,0.0020969+0.00072927i,0.0029965+0.00086796i,0.0027508+5.7803e-05i,0.0015962-0.00056351i,0.00080401-0.0011233i,0.00023658-0.0012192i,7.2576e-06-0.0014859i,-0.00065578-0.0014132i,-0.0014639-0.00074909i,-4.9676e-05-0.00018482i,0.00079801+0.00046938i,0.00088213+0.00015852i,0.0015395-0.0002388i,0.0016248-0.00017579i,0.0011705-0.00013804i,0.00052411-2.8029e-05i,0.00069238+0.00010092i,0.00085266-1.8067e-06i,0.0002407+5.646e-05i,-0.00021137+0.00012105i,-2.2275e-05-2.1711e-05i,8.6685e-05-0.00048432i
-0.002389-0.00050988i,-0.00064315-9.5741e-05i,0.00015572-6.6255e-05i,-0.00029918+0.00037008i,-0.00061101-0.00039116i,-0.00058651-0.0015939i,-0.0011066-0.0021869i,-0.0011015-0.0020132i,-0.00071563-0.0010394i,-0.0011463-5.847e-05i,-0.0012438+0.00050542i,-0.00033685+0.00092143i,0.00061463+0.0010522i,0.0013153+8.6692e-05i,0.0011932-0.00022392i,0.00069652+0.00034154i,-0.0003223-0.00015093i,-0.00059686-0.00028311i,0.00012057+3.9698e-05i,0.0004474-0.00016013i,-0.00024526-4.4511e-05i,-0.00075686-0.00018196i,-0.00070146-0.00053946i
-0.00014763-0.001554i,0.00069741-0.00063712i,0.0021193+0.00020364i,0.0022669-0.00019944i,0.000266-0.0013147i,-0.001868-0.0024157i,-0.0017811-0.0027802i,-0.00054174-0.0021474i,-0.00011957-0.002009i,-0.00089368-0.0016743i,-0.00066746-0.00065896i,-8.5978e-05+0.00011692i,0.00071067+0.00041424i,0.0013573+0.00047958i,0.00083263-0.00044753i,6.1983e-05-0.00043674i,-7.8389e-05-0.00027072i,-8.981e-05-0.0011655i,-0.00037711-0.0012216i,-1.1029e-05-6.7265e-05i,1.601e-05+0.0004483i,-3.2108e-05-0.00052117i,6.3182e-05-0.001223i
0.00060122-0.0032749i,0.0013434-0.0034656i,0.0012997-0.0040991i,-6.6885e-06-0.0032873i,-0.0014206-0.0025902i,-0.0013661-0.0030681i,-0.0016436-0.0031722i,-0.0015695-0.0028446i,-0.00079758-0.0021754i,-0.001019-0.0015068i,-0.00092979-0.00055706i,-0.00030417+0.0011916i,0.00022953+0.0014201i,0.00096408+0.00035522i,0.0015277+1.1251e-05i,0.00063388+7.097e-05i,-0.00034881+0.00042349i,-0.00044566+0.00015599i,-3.2369e-05-0.0010333i,0.00019564-0.0009723i,0.00019671-0.00059982i,0.00032277-0.00047092i,0.00067292-0.00044386i
0.001744-0.0014662i,0.0027144-0.00042471i,0.0033674+0.00025677i,0.0029127+0.00012684i,0.00078177-0.00090245i,-0.0010733-0.0023945i,-0.0013957-0.0027363i,-0.00054977-0.0021262i,-0.00027122-0.0010387i,-0.00022416+0.00010694i,-0.00037629+0.00063494i,-0.00049196+0.00053737i,-0.00072401+0.00081959i,-0.00041933+0.0010654i,0.00038777+0.00059294i,0.00043704+0.00010445i,0.000237+0.00017332i,0.00041005+5.3058e-05i,0.001279+0.00014359i,0.00081229+0.00035988i,-0.00027529+0.00020113i,-0.00019949-0.00014771i,0.00015808-0.00051096i
0.002504+0.0025058i,0.0028456+0.0015004i,0.0032885-0.00027281i,0.0023016-0.0020698i,-0.00011181-0.0033479i,-0.0015706-0.0032476i,-0.0016935-0.0020709i,-0.001308-0.0012603i,-0.00083712-0.0011916i,-0.00075206-0.0012398i,-0.0004293-0.0003521i,-4.7595e-05+0.00043654i,-0.00016295+0.0007238i,0.00029823+0.00053097i,0.00093226-0.00022667i,0.00074853-0.0010252i,0.00053824-0.0012169i,-4.3964e-05-0.00033011i,-0.0012834-8.6665e-07i,-0.0018598-0.00031796i,-0.0010101-0.00020219i,0.00039297-7.4423e-05i,0.00089954+1.6741e-05i
-0.00082523-0.0015281i,0.0014562-0.0004994i,0.002308+0.00091176i,0.0016597+0.001971i,0.00039621+0.001823i,-0.00026345-0.00017648i,-0.0014049-0.0018862i,-0.0021359-0.0024934i,-0.0018475-0.0030798i,-0.0015756-0.0020284i,-0.0013725-0.00040887i,-0.00038894+0.00035859i,0.00013604+0.00088101i,2.3293e-05+0.00072301i,0.00015639-2.062e-05i,-6.1323e-05-0.00084113i,-0.00019148-0.00043387i,0.0003917-8.2964e-05i,0.00065673-0.00077368i,0.00042272-0.00068628i,-1.8391e-05-0.00042643i,-0.00089965+5.9887e-05i,-0.00067518+0.00025012i
-7.071e-05+0.00023546i,0.00046257+0.00056578i,0.0022809+0.00085648i,0.001808+0.00024343i,-0.00042539-0.00052719i,-0.0016237-0.0025015i,-0.0014574-0.0035664i,-0.0014724-0.0027339i,-0.0011642-0.0021094i,-0.00053585-0.0011654i,-0.00014637-6.6147e-06i,0.00071265+0.00010457i,0.00085644+0.000159i,0.00053885+0.00034436i,0.00036399+0.00053949i,0.0005992+0.00052727i,0.00070189+0.00023343i,0.00012749+0.0001192i,0.00032314+0.00023422i,0.00084779+0.00013254i,0.00054279+0.00018515i,-4.7789e-05-0.00039797i,-9.0482e-05-0.00068084i
0.00096092+0.00012837i,0.0024091+0.00027844i,0.002811-0.00064621i,0.0010873-0.0017429i,-0.0012915-0.0027782i,-0.0015832-0.0031274i,-0.0012774-0.0029032i,-0.0014994-0.0023031i,-0.0010225-0.0018234i,-0.00048918-0.0016667i,-0.00040259-0.00061418i,-0.00081448+0.00021171i,-0.00079207+0.0014507i,0.00041264+0.0017688i,0.0011629+0.00013561i,0.00067239-0.00081651i,8.9025e-05-0.00084042i,-2.2528e-05-0.00059735i,0.0003061+0.0001727i,0.00060259+0.00088348i,-1.5172e-05+0.00070044i,-1.1571e-05-0.00050686i,0.00040246-0.00066392i
0.0006832+0.00089832i,0.0014592+0.00036607i,0.0024321+0.0012589i,0.0032878+0.002197i,0.001635+0.00070165i,-2.325e-05-0.0023692i,-0.0003681-0.0029737i,-0.00012724-0.0021785i,0.00029347-0.0017079i,0.00028924-0.00078258i,-2.3689e-06+0.00075721i,5.5277e-05+0.0016102i,0.00016243+0.0018407i,8.7659e-05+0.00096381i,0.00029635+0.00018855i,1.5254e-05-0.00060891i,-0.0001541-0.0014259i,-0.00058394-0.0012042i,-0.00080654-0.00069183i,-0.00047671-0.00017924i,-0.00011845-0.00026265i,-0.00033292-0.00024195i,-0.00094043-0.0004056i
0.00044723-0.0005465i,0.0021722-0.0004862i,0.0025568-0.0010057i,0.002539-0.0011348i,0.0013243-0.0015081i,-0.00051004-0.0031192i,-0.001229-0.0043037i,-0.0010249-0.0042044i,-0.00031441-0.0028728i,-0.00064473-0.0012589i,-0.00093114-0.00028675i,-0.0005057+0.00057257i,0.00051779+0.00087363i,0.0013104+0.00021813i,0.0015232-0.00039665i,0.0012698-0.0006299i,0.00066811-0.00018105i,0.00024517-0.00017537i,0.00047687-0.00053641i,0.0009088-0.00026174i,0.0009068-0.00046094i,0.00073072-0.00095637i,0.00091947-0.00066223i
0.00043678-0.00098933i,0.0016679+0.00054486i,0.0021476+9.6311e-05i,0.001826+0.00036811i,-0.00063068+0.00033832i,-0.0019731-0.001348i,-0.0011566-0.002844i,-0.00031209-0.0026168i,0.0002142-0.0023805i,-0.00074118-0.001621i,-0.0011596+0.00018362i,-0.00017401+0.0005111i,0.0011281+0.00020983i,0.0015198+0.00087656i,0.00099224+0.00031592i,0.00054405-0.00085074i,0.00031361-0.0012728i,0.00019051-0.0011523i,3.3053e-05-0.001428i,-0.00026808-0.0012973i,-8.2958e-05-0.00045118i,-4.7648e-05-0.00059761i,-3.295e-05-0.0009476i
-0.00058051-0.00059408i,0.00091743-0.00012247i,0.0021483+0.0018697i,0.0024151+0.0025962i,0.001008+0.00022628i,-0.00024665-0.0027785i,-0.00044466-0.0033442i,-0.00057081-0.0029568i,-0.00048784-0.0024707i,-0.00083208-0.0012044i,-0.0010139+0.00037332i,-0.00032248+0.00069226i,-6.6118e-05-0.0001664i,0.00057034-0.00025721i,0.0014278+1.0156e-05i,0.0016955-0.00060906i,0.0014575-0.00093171i,0.00080313-0.00069146i,8.3077e-05-0.00067516i,0.00044119-0.0001063i,0.00076409+0.00045643i,0.00059188+0.00073044i,0.00032047+0.00056048i
0.0010858-0.00082652i,0.0017323-0.00080318i,0.0028759-0.00037396i,0.0016749-0.00084684i,-0.00047631-0.0024184i,-0.0012537-0.003302i,-0.00092018-0.0037816i,-0.00047207-0.0034887i,-0.000305-0.0022772i,-0.00083305-0.00062098i,-0.0016512+0.00029889i,-0.001308-0.00011729i,-3.2762e-05-7.9207e-06i,0.00013726+0.00085778i,-0.0002015+0.0002756i,0.00012141-0.00076201i,0.00069029-0.00076952i,0.00046413-0.00043427i,0.000394-0.00057549i,0.00098371-0.00026165i,0.00067523+0.00033747i,0.0006137+0.00020208i,0.00059772-0.00049435i
-0.00049879+0.00049726i,0.00049301-0.00043471i,0.0015899-0.00010196i,0.0019434-4.2422e-05i,0.0011756-0.0011419i,-5.2333e-08-0.0023885i,-0.00095379-0.002523i,-0.0016164-0.0021965i,-0.00077658-0.0015318i,0.00010128-0.0011838i,-0.00021422-0.00054431i,-0.00040781+0.00024731i,-0.00088667+0.00046364i,-0.00072782+0.00059262i,0.00059328+0.00051376i,0.00088679+0.00023591i,0.00068717-3.8065e-06i,0.00021519-0.00010319i,-0.00047791-0.00038204i,-0.00047064-0.00046406i,-0.00011083+6.0066e-06i,0.00021471+0.00022295i,-0.00052337+0.00034062i
5.6956e-05+0.0012359i,0.0022477+0.0010476i,0.0035466+0.0020682i,0.0037125+0.0020752i,0.0027606-0.00030593i,0.0012261-0.002766i,-0.00020109-0.0030842i,-0.0011082-0.0024517i,-0.00091368-0.0015788i,-0.00035085-0.00040575i,-0.00022703-0.00020125i,-0.00040958-0.00042803i,-0.00037633+1.5092e-05i,8.0342e-05-0.00090658i,0.00066944-0.0011304i,0.00058883-0.00074465i,0.00040766-0.00039653i,-4.5495e-05+0.0002305i,-0.00028698+0.00030725i,0.00028231-0.00044124i,0.00034725-0.00044108i,0.00029384-0.00024221i,0.00060234-0.00097952i
0.00055423+5.2462e-05i,0.00099903+0.0015824i,0.0018208+0.0018417i,0.00019724+0.0013841i,-0.0021939-0.00028853i,-0.0022807-0.0011843i,-0.001311-0.0013769i,-0.0012111-0.0013076i,-0.00080259-0.0016551i,-0.0013409-0.001467i,-0.0014649-0.00032948i,-0.00055362+0.00025525i,0.00010323+0.00084923i,0.00089351+0.00089244i,0.00098403+0.00027651i,0.00042393-0.00029068i,-0.00058633-0.00058505i,-0.0011835-2.6033e-05i,-0.00062339+0.00074218i,0.00020704+0.00098954i,0.0001911+0.00079914i,0.00062961+0.00022409i,0.00078591-0.00099989i
-0.0014609-0.00051668i,-1.3455e-06-0.00024394i,0.0003367-0.00051381i,4.6933e-05-0.00033633i,-0.00011934-7.1014e-05i,-0.00048272-0.0011239i,-0.0013672-0.0024915i,-0.0012524-0.0017615i,-0.00046922-0.00069651i,-0.0004397+0.00035098i,-0.00075243+0.001196i,0.00012652+0.00075199i,0.0010647-2.2453e-05i,0.0011253+0.00010444i,0.00059457+0.0003212i,0.00039413+0.00012177i,0.00021168-0.0002806i,-0.0001983+4.796e-05i,5.9454e-05+0.00073042i,0.00086364+0.0012053i,0.00070574+0.00090304i,-1.3046e-05-2.8547e-05i,0.00010816-0.00017031i
0.0012546+9.0438e-06i,0.0028149+0.00060085i,0.0022802+0.00070639i,0.00032645+0.0010747i,-0.0014367+0.00029822i,-0.0011682-0.00087554i,-0.00024934-0.0020555i,-0.00068098-0.0023638i,-0.0012001-0.0012671i,-0.0016476-0.00037095i,-0.0010829+0.0001585i,-0.00010174+0.001148i,0.00056999+0.0015536i,0.0011274+0.001246i,0.0011636+0.000926i,0.0006432+0.00038158i,-0.00037896-0.00011442i,-0.00019116-0.00062304i,0.00079732-0.00064117i,0.00069875-0.00072855i,0.00021438-0.0015238i,6.9694e-05-0.0020113i,3.8539e-05-0.0012454i
0.00030193+0.0017412i,0.0012558+0.0019554i,0.0025791+0.00059951i,0.0016135+2.9858e-05i,-0.0010801-0.0012327i,-0.0024773-0.0024106i,-0.0015336-0.0020941i,-0.00036924-0.0013124i,-0.00025645-0.0010483i,-0.0005528-0.00036786i,-0.00037649+0.00079492i,-0.00042428+0.00094341i,-0.00011869+0.0011602i,0.00010246+0.0010071i,0.00010519+0.00032551i,0.0007681+0.00054886i,0.0007757+0.00052126i,0.00063242+5.6736e-05i,-4.3961e-05+0.00018191i,-0.00054555+0.0010728i,-0.00045391+0.00087806i,0.0004452-0.00017177i,0.00071668-0.001064i
0.001861+0.0014803i,0.00025676+0.0021709i,0.00070145+0.0015866i,0.0005485+0.00021869i,-0.00094646-0.00078831i,-0.00041416-0.0023079i,-0.00063696-0.0029992i,-0.001565-0.0017099i,-0.00023046-0.00099293i,7.6374e-05-0.00092849i,-0.00061912-0.00016932i,-0.00040685+0.0004749i,0.00032926+0.00086095i,0.0016468+0.0008604i,0.0023722+0.00081543i,0.00084715+0.00018241i,3.8918e-05-0.001392i,3.0578e-05-0.0021302i,-0.00014765-0.0013235i,0.0006142-0.00036631i,0.00060951-5.2205e-05i,0.00046955+0.00083831i,0.00078485+0.0014343i
0.0020137+0.0013512i,0.0023637+0.0014628i,0.0019629+0.0008791i,0.00079363-0.00026368i,-0.0017245-0.0019422i,-0.0030521-0.0028171i,-0.002328-0.0026207i,-0.00096642-0.0020725i,-0.00010438-0.0015822i,-0.0002524-0.0013429i,-0.00056487-0.00046705i,-0.0003946+0.00046135i,-0.00012767+0.0011023i,0.00058043+0.0018966i,0.0008485+0.0018589i,0.00084619+0.00044178i,0.00097394-0.00043095i,0.00024635-0.00024309i,1.6792e-05+0.00020962i,5.4512e-05+0.00028878i,0.00015835+2.065e-05i,0.00024639-0.00067742i,0.00033219-0.0010354i
0.0013581-0.0002403i,0.0016619+0.0006423i,0.0018885+0.0014188i,0.00099071+0.0008649i,0.00041857-0.0011504i,0.00060585-0.002349i,-8.1213e-05-0.0023069i,-0.00033025-0.0023776i,0.00013342-0.0020926i,-8.2566e-05-0.0013715i,-0.00067161-0.00027631i,-0.00041464+0.00041923i,-0.00014388+0.0006749i,-0.00025489+0.0010651i,0.00043168+0.00018775i,0.00069189-0.00037267i,0.00021453-0.00047327i,0.00049103-0.00075825i,0.00020582-0.00097067i,-0.00061206-0.0013332i,-0.00029352-0.0010238i,5.8864e-05-0.000382i,0.00029131-0.00020559i
-0.00074698+0.00035269i,-0.00051998-0.00094289i,0.0010244-0.00076285i,0.0008078-0.00023778i,-0.00060341-0.0015181i,-0.0010952-0.0035342i,-0.0010314-0.0040928i,-0.00063546-0.0029922i,-0.00074283-0.0013833i,-0.00072808-0.00031092i,0.00014205+4.6619e-05i,0.0007656+0.00031518i,0.00089793+0.00090364i,0.0010117+0.00059321i,0.00054435+2.9154e-05i,0.00061772-3.3601e-05i,0.00087474-0.00013732i,0.00051984-6.5076e-05i,-5.0759e-05+0.00028565i,-0.00014081+0.00020624i,-4.9029e-05-0.00038134i,-0.00037482-0.00092278i,-0.00024176-0.001031i
3.3291e-05-0.00055163i,0.0025047+0.00010811i,0.0045281+0.00099394i,0.0045207+0.00029936i,0.0032532-0.00073591i,0.0010777-0.0021795i,-0.00084204-0.0029815i,-0.001784-0.0024129i,-0.0017416-0.001595i,-0.0011535-0.0014109i,-0.0010271-0.00055446i,-0.00062904-0.00013664i,-4.9781e-05+4.1564e-06i,7.0639e-05+0.00030486i,2.2995e-05+0.00023609i,-0.00025682+0.00032303i,-0.00080755-0.00038536i,-0.0010112-0.0011207i,-0.00048282-0.00086935i,-0.00017619-0.00054712i,-0.00016322-0.00049056i,0.00065867-0.00031279i,0.0011084+0.00012833i
-0.0010918-0.00017473i,0.00079445+5.1168e-06i,0.0010897+0.0010774i,0.00017989+0.0015487i,-0.00088434-0.00022881i,-0.0019105-0.0022318i,-0.002243-0.0028394i,-0.0012854-0.0019264i,0.0002017-0.00073924i,0.00054971+0.00017032i,3.0077e-05+0.00070253i,-0.00017262+0.00066252i,0.00036977+0.00096701i,0.0010124+0.0015142i,0.00068957+0.00087696i,0.00010857-0.00061725i,0.00060839-0.0014995i,0.0004655-0.0013474i,-0.00024675-0.00065488i,1.1647e-06-0.00073893i,0.00046409-0.0012576i,0.00094182-0.00042335i,0.00080311+0.00080637i
0.00033117-5.8549e-05i,0.0022078+0.00077284i,0.0041222+0.0007683i,0.0042662+0.00034139i,0.0024283-0.00033775i,0.00012387-0.0015651i,-0.0011302-0.0023871i,-0.0016383-0.0030586i,-0.0016569-0.0029944i,-0.00083826-0.0014665i,-0.00020829+0.00021261i,-9.3162e-05+0.00080378i,0.00057727+0.00098444i,0.0007797+0.0009116i,0.00072762+0.00064473i,0.00060773+0.00016073i,-0.00055746-0.0005972i,-0.0008867-0.0010789i,-1.6398e-05-0.00061304i,0.00058347+0.00046586i,0.00059647+0.00031275i,0.0010182-0.00036676i,0.0012654-0.00021398i
8.925e-05+0.0012747i,0.00096638+0.0029333i,0.0025049+0.0041273i,0.003088+0.0019439i,0.0016558-0.00081071i,-0.00028974-0.0026634i,-0.0012048-0.0033728i,-0.0010743-0.0030253i,-0.0003957-0.0021667i,-0.00072315-0.0018701i,-0.00096237-0.00099981i,-0.00056565+0.00090561i,-0.00042754+0.0014756i,0.00033587+0.00018793i,0.00078249-0.00072273i,0.00044659-0.00051714i,-6.2238e-05-0.00080692i,0.00014574-0.00053571i,3.0349e-05+0.00017392i,-0.00041422+2.9628e-05i,0.00014391+0.00019402i,0.00069822+0.00028532i,0.00067167+0.00022594i
-0.0010368+0.00026335i,0.00060424+0.00054677i,0.0026233+0.00086578i,0.0026204+0.0001576i,0.00056353-0.00050438i,-0.00015146-0.0016605i,-0.0010246-0.0033675i,-0.0019054-0.003507i,-0.00075145-0.0015469i,4.9688e-05+1.9465e-06i,-0.00016953+0.00048142i,5.8558e-06+2.1913e-05i,0.00031165-0.00011885i,8.2749e-05+0.00043711i,0.00026382+0.00027097i,0.0012989-0.00028477i,0.0015696-0.00035263i,-0.00013648-0.00014569i,-0.00054074+2.8665e-05i,0.00041659+0.00028942i,-0.00023347+0.00074945i,-0.00057811+0.00023819i,0.00015581-0.00039799i
0.00045074+0.00040119i,0.00042657+0.0011556i,0.00093303+0.0010239i,0.0013975-0.00086192i,0.00090044-0.0028399i,0.00064162-0.0032491i,0.0001778-0.0030342i,-0.00051891-0.0030418i,-0.00024774-0.0027482i,0.00044347-0.0017289i,7.6301e-05-0.00068962i,-0.00029443+0.00030165i,0.00020154+0.00135i,0.00019351+0.00084976i,0.00024947-0.00021958i,2.4829e-05-0.00035139i,-0.00074511-0.00062784i,-0.00063828-0.00084615i,4.2085e-05-0.00055295i,0.00063464-0.00096104i,0.00025103-0.0006515i,-0.00043182-5.1021e-05i,0.00038388+9.7219e-05i
0.00044721+0.00078537i,0.0012983+0.00049198i,0.0021148+0.00053184i,0.0021397+6.0945e-05i,0.0009966-0.0010963i,0.00038955-0.0026044i,-0.00020364-0.0023764i,-0.00030101-0.0020032i,-0.00011325-0.0020492i,-0.00042942-0.0011402i,-0.00047627+0.00044753i,-0.00042894+0.0014147i,0.00019116+0.00098535i,0.0010177+0.00072643i,0.00098038+0.0011393i,0.0013631+0.00072262i,0.0015249+0.00026097i,0.0005442-0.00075333i,0.00040825-0.0011851i,0.00094212-0.00075263i,0.00062476-0.00010118i,-0.00040654+0.00047852i,-0.0001455+0.00020808i
