-0.0017519+0.0004477i,-0.00078593-0.0011679i,-0.00070403-0.0023558i,-0.0014395-0.0023874i,-0.0019101-0.00086896i,-0.0012639+0.00082445i,-0.00090486+0.0014315i,-0.00078261+0.0013852i,5.6289e-05+0.00097009i,0.0014187+0.0007702i,0.0019185+4.0544e-05i,0.001304-0.0012194i,0.00070571-0.0017751i,7.2816e-05-0.0010162i,-0.00049341+8.3787e-05i,-0.00069071+0.00064495i,-0.00025547+0.00081879i,-0.0001047+0.00038608i,0.00041554+4.1075e-05i,0.00093981+0.00013522i,0.00083877+0.00020888i,0.00065689-0.00042745i,0.00093043-0.00049311i
-0.036945+0.031215i,-0.096188+0.11896i,0.015416+0.21757i,0.23849+0.21439i,0.26882+0.10116i,0.013504+0.042424i,-0.21277+0.1197i,-0.19339+0.17693i,-0.092246+0.14126i,-0.0464+0.10805i,-0.022562+0.089801i,-0.01847+0.063814i,-0.021402+0.039588i,-0.0092269+0.0070914i,-0.012058-0.020571i,-0.035366-0.011624i,-0.047341+0.023196i,-0.044325+0.041454i,-0.043423+0.036411i,-0.037717+0.033859i,-0.021927+0.033394i,-0.0080205+0.025154i,-0.0047009+0.015344i
-0.013897-0.071264i,-0.051563-0.2364i,-0.17724-0.40477i,-0.30213-0.51817i,-0.27271-0.52072i,-0.09798-0.43237i,0.035068-0.36187i,0.0052257-0.25027i,-0.059274-0.054449i,-0.027897+0.072414i,0.028526+0.076691i,0.050409+0.039473i,0.041617+0.0035491i,0.01661-0.011172i,0.00023367-0.0076748i,-0.0083346-0.0095539i,-0.014487-0.018324i,-0.010037-0.018888i,0.0066666-0.0066183i,0.018034+0.0031095i,0.011442+0.0052929i,-0.00093173+0.010861i,-0.005665+0.021942i
0.03472+0.02013i,0.082021+0.07127i,0.040327+0.11541i,-0.015729+0.21525i,0.039555+0.25685i,0.084122+0.12297i,0.0045038+0.034589i,-0.040285+0.10312i,0.016231+0.12711i,0.051026+0.061081i,0.038912+0.017359i,0.019613+0.0048835i,0.0047117+0.0047879i,-0.0028509+0.010869i,-0.0067639+0.024i,-0.0067495+0.046392i,-0.0096967+0.066535i,-0.016189+0.080861i,-0.015055+0.084788i,0.0044643+0.064432i,0.033754+0.016915i,0.033506-0.03409i,-0.0027961-0.056429i
-0.02282+0.014205i,-0.013882+0.06149i,0.20421+0.087999i,0.50998+0.050042i,0.62255+0.023552i,0.53221+0.061666i,0.36825+0.091943i,0.17541+0.05976i,0.016874+0.02056i,-0.051642+0.031157i,-0.058603+0.068174i,-0.045396+0.10265i,-0.016643+0.095002i,-0.0090624+0.024882i,-0.052247-0.027666i,-0.084611-0.016408i,-0.072909-0.01122i,-0.062854-0.040659i,-0.066397-0.06139i,-0.054161-0.042211i,-0.022198+0.0097207i,0.0062242+0.043169i,0.011667+0.027132i
0.00804-0.052028i,0.01891-0.15657i,-0.047226-0.21438i,-0.17612-0.21142i,-0.26554-0.1732i,-0.27432-0.15078i,-0.27-0.18351i,-0.26411-0.17017i,-0.18924-0.073018i,-0.090771-0.015269i,-0.072707-0.0051412i,-0.077695+0.016092i,-0.038446+0.01598i,0.0073999-0.029252i,0.0072546-0.08532i,-0.036276-0.091254i,-0.050551-0.04196i,-0.0084101-0.0029118i,0.036194-0.0013843i,0.031016-0.0067536i,-0.0090022-0.0045153i,-0.029592-0.0035069i,-0.021031-0.0097877i
0.0070211+0.032591i,0.0089376+0.1275i,-0.12488+0.22508i,-0.30861+0.35842i,-0.30963+0.44111i,-0.13396+0.37632i,-0.010659+0.23337i,0.023749+0.15302i,0.082476+0.15087i,0.13967+0.12587i,0.12273+0.056446i,0.047883+0.0029095i,0.005023+0.010811i,0.026782+0.039694i,0.051662+0.040733i,0.04083+0.036087i,0.01042+0.050681i,-0.010631+0.081919i,0.0052999+0.11536i,0.056668+0.10576i,0.089371+0.038396i,0.066513-0.028064i,0.020756-0.047332i
-0.036648+0.0082484i,-0.086673+0.040886i,0.0096713+0.033605i,0.15099-0.10659i,0.082008-0.30383i,-0.16046-0.33705i,-0.28631-0.11523i,-0.20136+0.15954i,-0.090385+0.26003i,-0.044621+0.21654i,0.0079126+0.12418i,0.054929+0.028579i,0.039141-0.033227i,-0.023276-0.051812i,-0.078851-0.036484i,-0.10229-0.011518i,-0.10365-0.013256i,-0.10196-0.044586i,-0.099617-0.060187i,-0.073095-0.031591i,-0.0040121+0.0062823i,0.071955+0.0054657i,0.095672-0.018484i
0.018451-0.049038i,0.073842-0.19957i,0.13851-0.38975i,0.23927-0.58762i,0.33954-0.67313i,0.30603-0.56923i,0.13278-0.38375i,-0.040397-0.21477i,-0.071292-0.10227i,0.023718-0.068735i,0.10615-0.045188i,0.13904+0.025248i,0.14519+0.074006i,0.11712+0.046812i,0.065867-0.001772i,0.036106-0.03116i,0.05272-0.058659i,0.1068-0.086824i,0.15376-0.099006i,0.1303-0.080051i,0.033786-0.010316i,-0.046575+0.086493i,-0.057641+0.12439i
0.021068+0.015683i,0.049945+0.096017i,-0.011575+0.11069i,-0.11211+0.068055i,-0.1065-0.074435i,-0.063306-0.27201i,-0.11565-0.28058i,-0.12964-0.081028i,-0.015135+0.055747i,0.06333+0.039901i,0.0097837+0.038463i,-0.053545+0.11662i,-0.03317+0.13218i,-0.019357+0.032082i,-0.053422-0.02201i,-0.03875+0.022564i,0.031508+0.052512i,0.080292+0.044019i,0.07371+0.018893i,0.015102-0.022669i,-0.049781-0.048651i,-0.075811-0.050593i,-0.069486-0.042791i
-0.04454+0.022556i,-0.1001+0.13577i,0.064363+0.41046i,0.50045+0.72795i,0.92606+0.74868i,0.94092+0.34094i,0.47316-0.10428i,0.041388-0.16717i,0.054204+0.025371i,0.2421+0.13762i,0.26009+0.12994i,0.1505+0.12746i,0.10376+0.14137i,0.13062+0.075471i,0.095687-0.019936i,0.01919-0.018441i,0.01072+0.036059i,0.066602+0.063322i,0.13321+0.045476i,0.13627-0.019436i,0.035771-0.065134i,-0.080066-0.040339i,-0.10953+0.0040551i
0.040599-0.050405i,0.077033-0.22055i,0.027951-0.42467i,-0.094171-0.55082i,-0.17775-0.41801i,-0.10373-0.053723i,0.064467+0.23821i,0.089847+0.37621i,-0.022966+0.49019i,-0.0586+0.51147i,-0.03782+0.34779i,-0.08165+0.1456i,-0.1302+0.075745i,-0.092648+0.09248i,-0.029006+0.079646i,-0.010461+0.063356i,0.022654+0.074881i,0.10151+0.071986i,0.15796+0.030203i,0.13302-0.056221i,0.047784-0.13162i,-0.020687-0.13595i,-0.035578-0.082943i
0.481+8.9431i,0.83149+9.5906i,2.7021+9.4945i,3.3242+5.3632i,2.8378+1.1134i,1.3771-1.287i,-0.137-1.0506i,-0.19227+0.1591i,0.67092+0.58398i,1.3359+0.22823i,1.3799-0.21065i,1.299-0.36161i,1.3666-0.42756i,1.2389-0.39797i,1.0167-0.38831i,0.68933-0.43059i,0.22888-0.32023i,-0.10906-0.15101i,-0.24584-0.069332i,-0.14962+0.029004i,0.13217+0.1382i,0.35695+0.11659i,0.32423+0.0090124i
0.005411-0.0056534i,-0.032257+0.015318i,0.077978+0.095339i,0.27102+0.1384i,0.34487+0.075921i,0.27317-0.012332i,0.18497-0.026011i,0.20993-0.010092i,0.30692-0.11456i,0.28094-0.28265i,0.15096-0.29794i,0.099437-0.16973i,0.1384-0.082623i,0.13678-0.066569i,0.093424-0.028817i,0.097222+0.017544i,0.12879+0.012789i,0.14692-0.046093i,0.13089-0.14329i,0.030456-0.20387i,-0.097254-0.13939i,-0.13103-0.0070137i,-0.078055+0.077513i
0.037967-0.033458i,0.13968-0.12524i,0.25312-0.21359i,0.31973-0.3472i,0.22819-0.42972i,0.077291-0.35099i,0.088255-0.21802i,0.14971-0.17085i,0.053724-0.17446i,-0.10409-0.17139i,-0.15249-0.17942i,-0.093194-0.21244i,-0.044011-0.23047i,-0.029873-0.14036i,0.041067-0.017361i,0.11057-0.014213i,0.074022-0.069462i,-0.0056546-0.10128i,-0.073733-0.12897i,-0.13735-0.11528i,-0.16371-0.046043i,-0.13802+0.020835i,-0.087036+0.045845i
0.00087837+0.067164i,-0.0045364+0.18007i,-0.081544+0.20416i,-0.23358+0.14168i,-0.36538+0.098784i,-0.37765+0.14274i,-0.22822+0.16353i,-0.071874+0.0016678i,-0.11548-0.1891i,-0.25524-0.19636i,-0.2535-0.12825i,-0.15318-0.13452i,-0.11808-0.14985i,-0.11739-0.081924i,-0.060625-0.017803i,-0.0090644-0.042138i,-0.0082366-0.071335i,-0.008959-0.073753i,-0.027006-0.089671i,-0.068459-0.078426i,-0.072335-0.0082266i,-0.020069+0.07393i,0.039424+0.1029i
-0.059316-0.00564i,-0.22313+0.034645i,-0.34496+0.22801i,-0.3526+0.51561i,-0.24455+0.67525i,-0.0067537+0.552i,0.23599+0.20873i,0.26225-0.1134i,0.094096-0.23532i,-0.079162-0.19617i,-0.16088-0.13562i,-0.16657-0.10267i,-0.13576-0.056024i,-0.075433+0.017782i,0.0067537+0.04726i,0.046486+0.015344i,0.025055+0.00087438i,-0.0088532+0.026667i,-0.034575+0.052235i,-0.04401+0.053014i,-0.031626+0.015598i,-0.016471-0.036114i,0.0045691-0.061393i
0.035357-0.042481i,0.10899-0.15166i,0.15212-0.16901i,0.25913-0.02711i,0.41147+0.14325i,0.39416+0.1568i,0.15992+0.027852i,-0.08161-0.079147i,-0.1657-0.10114i,-0.13654-0.083497i,-0.097575-0.046332i,-0.065804-0.0028172i,-0.020816+0.030701i,0.025751+0.02962i,0.034071-0.00060774i,0.0057543-0.022178i,-0.017401-0.03252i,-0.024244-0.029737i,-0.010114-0.00073665i,0.024111+0.032578i,0.055172+0.048724i,0.063795+0.042449i,0.045653+0.017385i
0.011784+0.037844i,0.067222+0.042085i,0.073442-0.19291i,-0.057696-0.5285i,-0.16768-0.63832i,-0.09111-0.49042i,0.04421-0.26312i,0.06127-0.027726i,0.0028488+0.16942i,-0.0061942+0.22602i,0.0090041+0.16595i,-0.0021822+0.10389i,-0.0090345+0.060642i,-0.014183+0.017338i,-0.023629+0.0087567i,-0.018533+0.034542i,-0.012548+0.056983i,-0.014952+0.069932i,-0.0037087+0.070528i,0.027634+0.033265i,0.047723-0.037702i,0.034288-0.085956i,0.0065357-0.076765i
-0.046718-0.013142i,-0.13869-0.0031647i,-0.16746+0.092257i,-0.22108+0.19746i,-0.35826+0.25706i,-0.39861+0.28563i,-0.25855+0.23011i,-0.080157+0.075484i,0.037638-0.055552i,0.096767-0.1099i,0.11791-0.1197i,0.10755-0.095994i,0.059761-0.043635i,0.01039+0.018448i,0.0032491+0.054645i,0.021847+0.05503i,0.039233+0.043535i,0.049018+0.027636i,0.045677-0.0035969i,0.029707-0.036919i,0.0053477-0.042455i,-0.0060804-0.018276i,0.0031881-0.00022333i
0.068863-0.0057182i,0.19293-0.016289i,0.30945+0.076393i,0.47395+0.18738i,0.60789+0.15035i,0.57095+0.016638i,0.40181-0.057153i,0.21285-0.061884i,0.075056-0.058488i,0.0074794-0.067698i,-0.037332-0.085859i,-0.074138-0.075148i,-0.061501-0.044475i,-0.027556-0.032128i,-0.013323-0.016891i,0.002032+0.007537i,0.023049+0.0074663i,0.03611-0.01525i,0.035037-0.040989i,0.011163-0.05801i,-0.01104-0.053016i,-0.0052008-0.045409i,0.0040596-0.05635i
-0.025588+0.08561i,-0.025156+0.21071i,-0.0071496+0.17531i,-0.013564-0.021048i,-0.056957-0.19276i,-0.13357-0.20691i,-0.14988-0.079892i,-0.039261+0.033057i,0.047261+0.042098i,0.025136+0.033645i,-0.0014846+0.045447i,0.0010711+0.032329i,-0.011356+0.0049394i,-0.035207-0.0029328i,-0.031388+0.0062854i,0.0060083+0.0072336i,0.043015-0.0043476i,0.058432-0.022747i,0.044897-0.038492i,0.0090925-0.028075i,-0.023596+0.0025014i,-0.043056+0.022054i,-0.055566+0.023644i
-0.092358-0.070249i,-0.28485-0.14571i,-0.43969-0.11822i,-0.4754-0.013782i,-0.39129+0.1224i,-0.18371+0.25133i,0.064184+0.21882i,0.16318+0.01373i,0.10513-0.14192i,0.038303-0.14613i,0.029109-0.090558i,0.040895-0.056542i,0.030474-0.02678i,0.011455+0.02522i,0.0059871+0.053593i,-0.0027579+0.030613i,-0.022001-0.0087407i,-0.033439-0.036866i,-0.026849-0.04948i,-0.0036403-0.039453i,0.02199-0.0095373i,0.039157+0.022867i,0.050754+0.03969i
0.1161-0.025138i,0.22602-0.12503i,0.16877-0.16188i,0.043269-0.013619i,0.047214+0.1415i,0.10083+0.053815i,0.029142-0.11815i,-0.092384-0.11215i,-0.13528-0.019298i,-0.13382-0.0095723i,-0.13124-0.047722i,-0.11591-0.057763i,-0.074981-0.040009i,-0.018124-0.027368i,0.016996-0.023738i,0.020397-0.0089976i,0.017247+0.017555i,0.012818+0.041249i,0.0054498+0.050804i,0.0013335+0.037622i,0.0015311+0.007463i,0.0049721-0.013522i,0.01404-0.0179i
-0.039049+0.093641i,0.025654+0.2331i,0.22354+0.19285i,0.3664+0.0097097i,0.29652-0.077658i,0.10558-0.0044608i,-0.002652+0.10656i,0.020314+0.12211i,0.05496+0.063651i,0.045273+0.044225i,0.039613+0.061878i,0.04401+0.054005i,0.027118+0.022886i,-0.0031143-0.0019492i,-0.019021-0.0099224i,-0.018186-0.0087784i,-0.0083052-0.008081i,0.014945-0.0055805i,0.038505-0.0043546i,0.033799-0.0082308i,-0.0055353-0.0061817i,-0.038616+0.0064991i,-0.03217+0.0085555i
-0.035745-0.13881i,-0.14911-0.2458i,-0.18097-0.23177i,-0.15819-0.21145i,-0.18416-0.23368i,-0.13569-0.16379i,0.029635-0.091261i,0.10458-0.11823i,0.062867-0.14184i,0.034822-0.12789i,0.021588-0.10559i,-0.0037523-0.066647i,-0.021153-0.020396i,-0.02765+0.016773i,-0.023752+0.035628i,-0.0072558+0.037043i,0.015033+0.032762i,0.033613+0.01951i,0.035678-0.0074494i,0.020869-0.022899i,0.0084652-0.0067422i,0.013052+0.017637i,0.014991+0.020577i
0.15453+0.072137i,0.30577+0.077102i,0.23363+0.10427i,0.018872+0.21383i,-0.070229+0.28766i,-0.054642+0.21109i,-0.061145+0.10679i,-0.045236+0.082209i,0.00095689+0.083224i,0.01497+0.057282i,0.0012743+0.020986i,-0.0050653+0.00076178i,-0.0022123-0.0031579i,0.00073962+0.0044419i,0.0059684+0.022132i,0.020626+0.032231i,0.031633+0.017507i,0.021037-0.0069263i,-0.0031086-0.018248i,-0.022526-0.017673i,-0.023932-0.020445i,-0.01789-0.033018i,-0.018104-0.037453i
-0.16924+0.099632i,-0.27746+0.3002i,-0.22313+0.37467i,-0.05755+0.25627i,0.083332+0.10172i,0.16131+0.042098i,0.20923+0.028934i,0.20877-0.014101i,0.13433-0.055256i,0.041779-0.03986i,0.0035665-0.0039598i,0.0058422-0.010013i,-0.0035847-0.029855i,-0.015953-0.018481i,-0.0030071-0.0076622i,0.014112-0.023254i,0.011268-0.030472i,0.0078952-0.013713i,0.016191+0.003516i,0.021467+0.0076227i,0.014143+0.0030798i,-0.00023531+0.0013531i,-0.0018307+0.0068082i
0.030971-0.22378i,-0.080106-0.45465i,-0.18447-0.48222i,-0.16031-0.33301i,-0.091322-0.19838i,-0.104-0.11076i,-0.12871-0.029143i,-0.072036+0.011691i,0.0020715-0.012779i,0.024773-0.056156i,0.012633-0.070608i,-0.0058053-0.048792i,-0.012614-0.012987i,-0.0077533+0.0099804i,-0.011473+0.013145i,-0.030448+0.011853i,-0.047391+0.012143i,-0.050202+0.010793i,-0.039945+0.0086989i,-0.016076+0.0073183i,0.011341+0.0070221i,0.03001+0.0059363i,0.035699+0.0005779i
0.14265+0.18723i,0.38592+0.20387i,0.44175+0.026561i,0.25467-0.15621i,0.083583-0.12199i,0.088035+0.00014443i,0.15042+0.040306i,0.121+0.027629i,0.023632+0.025727i,-0.02923+0.035488i,-0.01835+0.025977i,0.0089808+0.00027359i,0.018605-0.029136i,0.006987-0.04726i,-0.00059025-0.03261i,0.0076022-0.00024936i,0.017798+0.024738i,0.024037+0.038398i,0.0284+0.035421i,0.019529+0.015731i,-0.0047215-0.005135i,-0.021657-0.012388i,-0.022315-0.011167i
-0.26869-0.010364i,-0.46345+0.14497i,-0.40959+0.29939i,-0.20638+0.33629i,-0.11657+0.26192i,-0.12111+0.14357i,-0.12838+0.039419i,-0.11765+0.019406i,-0.064518+0.051956i,-0.019942+0.053296i,-0.010542+0.044764i,-0.0056911+0.039673i,-0.0075177+0.028421i,-0.017263+0.020061i,-0.017732+0.010607i,-0.0033575-0.0017515i,0.019036-0.016784i,0.032007-0.029358i,0.024312-0.03059i,0.0060695-0.014704i,-0.0031793+0.013897i,0.0045849+0.034303i,0.016896+0.034646i
0.23483-0.1931i,0.30053-0.42087i,0.26281-0.39922i,0.22383-0.16423i,0.22065+0.00033178i,0.18098+0.083975i,0.15438+0.17506i,0.18945+0.1729i,0.20518+0.068736i,0.15753-0.017508i,0.083058-0.044725i,0.019375-0.033225i,-0.013466-0.011994i,-0.022451+0.0075355i,-0.017639+0.025149i,-0.0040283+0.030702i,0.001542+0.020746i,-0.0041915+0.0063392i,-0.010398-0.0033946i,-0.015468-0.0073818i,-0.015252-0.0082907i,-0.0068149-0.015073i,-0.0039974-0.02752i
0.010959+0.34294i,0.16934+0.56045i,0.22249+0.49265i,0.093927+0.1961i,-0.024014-0.05541i,-0.032379-0.18405i,-0.014665-0.22233i,-0.032028-0.18308i,-0.072547-0.10991i,-0.090098-0.049347i,-0.064987-0.020723i,-0.024456-0.0129i,0.0075523-0.0028967i,0.026373+0.0047297i,0.03212+0.00069716i,0.031255-0.0091113i,0.024274-0.017523i,0.0096696-0.021008i,-0.0035978-0.018663i,-0.0072169-0.01262i,-0.0057529-0.0091166i,-0.0082567-0.0036707i,-0.0072072+0.007545i
-0.29038-0.23321i,-0.60203-0.25154i,-0.6742-0.14269i,-0.48752-0.010806i,-0.31318+0.090664i,-0.23712+0.20505i,-0.17168+0.281i,-0.10056+0.24539i,-0.057269+0.15008i,-0.040784+0.062632i,-0.033775+0.0046014i,-0.023232-0.028944i,-0.010038-0.045453i,-0.00079272-0.040699i,0.0017691-0.023353i,-0.0093351-0.00587i,-0.026332+0.018655i,-0.027913+0.044965i,-0.015143+0.046007i,-0.0051542+0.021287i,0.00048868+0.00076649i,0.011103-0.0018696i,0.022731-0.001947i
0.37505-0.047489i,0.56655-0.26789i,0.46417-0.40343i,0.18228-0.33499i,0.039403-0.18207i,0.06215-0.12038i,0.091034-0.11603i,0.1003-0.061713i,0.12266-0.0032831i,0.12766+0.0026453i,0.094935-0.015811i,0.048726-0.019481i,0.0045589-0.015677i,-0.029055-0.015241i,-0.039535-0.0091126i,-0.024342+0.0031348i,0.0071805+0.0046375i,0.0306-0.0075188i,0.030127-0.015256i,0.017063-0.014782i,0.002854-0.0117i,-0.0041209-0.0080942i,-0.0028322-0.0058584i
-0.23951+0.33221i,-0.20901+0.62128i,-0.012609+0.64104i,0.19787+0.40936i,0.238+0.2139i,0.14175+0.13996i,0.019009+0.089648i,-0.077064+0.034696i,-0.10645-0.00743i,-0.081149-0.019226i,-0.023798-0.0058169i,0.028486-0.0042448i,0.038482-0.0059405i,0.027279+0.0074354i,0.020599+0.02279i,0.016379+0.024668i,0.0049508+0.010574i,-0.0082072-0.0054426i,-0.0098469-0.010776i,-0.0042232-0.0066821i,-0.0028139+0.0041661i,-0.007245+0.014718i,-0.0090819+0.016061i
-0.06582-0.44552i,-0.26128-0.6581i,-0.33143-0.59157i,-0.23235-0.35621i,-0.14251-0.22466i,-0.1067-0.16979i,-0.042314-0.11369i,0.0036932-0.083917i,-0.0010501-0.045762i,-0.0032102-0.013639i,-0.0097657-0.0054265i,-0.019604+0.011855i,-0.0076027+0.021883i,0.0044212+0.0097025i,0.0083957-0.012118i,0.013029-0.035798i,0.014142-0.044309i,0.0093632-0.036196i,2.2885e-05-0.027408i,-0.0052448-0.015179i,0.0003396+0.0033984i,0.011898+0.015793i,0.017192+0.016505i
0.39972+0.26749i,0.70114+0.28529i,0.69597+0.19886i,0.401+0.11141i,0.15619+0.071254i,0.024287+0.030391i,-0.076262+0.035495i,-0.06875+0.092909i,0.016912+0.10775i,0.052165+0.082591i,0.040282+0.061682i,0.029793+0.033646i,0.019982+0.0052678i,0.010761-0.0051423i,0.00044349-0.00045717i,-0.01548+0.011941i,-0.026245+0.018699i,-0.030057+0.016093i,-0.02997+0.015003i,-0.024687+0.011163i,-0.019314-0.0034359i,-0.015189-0.018794i,-0.0064078-0.026661i
-0.49367+0.1127i,-0.72903+0.33656i,-0.67527+0.45068i,-0.40675+0.36184i,-0.18988+0.23983i,-0.011068+0.21197i,0.16623+0.14203i,0.17721-0.012403i,0.043133-0.087833i,-0.039136-0.058756i,-0.039652-0.01923i,-0.019014+0.0039286i,0.0004499+0.010324i,0.0078679+0.0063472i,0.015143+0.0056855i,0.030868+0.0065005i,0.046095+0.0084237i,0.056288+0.01063i,0.053755+0.0022488i,0.034459-0.0078225i,0.012422-0.0055364i,0.0014696+0.0015632i,-0.0013759+0.0040901i
0.28041-0.4474i,0.27986-0.75883i,0.11242-0.77601i,-0.076891-0.47815i,-0.11179-0.23481i,-0.11355-0.21321i,-0.17136-0.18878i,-0.14005-0.062844i,-0.035657+0.01773i,0.012852+0.0073166i,0.0069837-0.031432i,-0.0081994-0.04935i,-0.016123-0.037956i,-0.014227-0.017887i,-0.0022077-0.0025268i,0.008654+0.0010958i,0.003652-0.0029398i,-0.0083013-0.0050561i,-0.012118-0.0056936i,-0.011596-0.0069156i,-0.011381-0.0037597i,-0.0086923+0.0058693i,-0.0032929+0.014093i
0.10933+0.50636i,0.30576+0.73427i,0.44195+0.63773i,0.41536+0.2961i,0.28462+0.13569i,0.20952+0.20667i,0.18689+0.20856i,0.10466+0.11344i,0.022328+0.053868i,-0.00095175+0.033181i,-0.0026496+0.028747i,-0.00066337+0.030577i,-0.0037004+0.024116i,-0.013624+0.015034i,-0.019003+0.0099133i,-0.011448+0.0093992i,0.010967+0.0070793i,0.030358-0.005952i,0.027523-0.020102i,0.016724-0.01933i,0.011707-0.012221i,0.01144-0.0090384i,0.015549-0.006344i
-0.44122-0.30854i,-0.73886-0.39714i,-0.79612-0.32523i,-0.56288-0.16213i,-0.32585-0.14031i,-0.25444-0.19959i,-0.21443-0.15741i,-0.13282-0.083969i,-0.084102-0.054231i,-0.069557-0.032103i,-0.041727-0.0087597i,-0.0063247+0.0063427i,0.016437+0.016279i,0.024124+0.023017i,0.018816+0.024237i,0.0010449+0.013174i,-0.02972-0.00091865i,-0.055865+0.0058953i,-0.049796+0.025111i,-0.024823+0.029342i,-0.01252+0.022016i,-0.016008+0.019394i,-0.018984+0.015308i
0.5241-0.069684i,0.82716-0.17106i,0.87654-0.24126i,0.61434-0.20719i,0.35715-0.053661i,0.25297+0.076667i,0.19009+0.10023i,0.13862+0.076028i,0.10917+0.050459i,0.08761+0.031689i,0.060047+0.015283i,0.022132+0.0036176i,-0.0038576-0.0034416i,-0.0074361-0.015324i,-0.0034811-0.018653i,0.0058522-3.8873e-05i,0.026902+0.024626i,0.048385+0.029305i,0.048963+0.011693i,0.030418-0.0039899i,0.016112-0.0094198i,0.014953-0.013875i,0.013698-0.016017i
-0.31299+0.40104i,-0.4895+0.65112i,-0.50599+0.73255i,-0.35315+0.54102i,-0.26444+0.22908i,-0.23796+0.0014298i,-0.15988-0.11154i,-0.10359-0.13646i,-0.08758-0.085842i,-0.064113-0.031908i,-0.04504-0.010411i,-0.027064+0.0060722i,-0.0084567+0.010011i,-0.010487+0.0050703i,-0.020608+0.0071861i,-0.023033+0.0045556i,-0.02242-0.0032671i,-0.018597-0.0044707i,-0.01564-0.00016398i,-0.019691+0.0035052i,-0.025101+0.0051797i,-0.027068+0.0045889i,-0.023614+0.0034618i
-0.034382-0.4624i,-0.024667-0.72971i,-0.021178-0.75429i,-0.0011562-0.44589i,0.10966-0.1082i,0.18142+0.047972i,0.12768+0.11553i,0.085284+0.12417i,0.065619+0.039657i,0.013792-0.028803i,-0.020342-0.033616i,-0.028707-0.032101i,-0.033131-0.023335i,-0.016689-0.0019447i,0.01779+0.0067024i,0.045395-0.0024738i,0.050938-0.017269i,0.033345-0.029146i,0.0083661-0.028768i,-0.002396-0.014563i,0.0035531-0.003788i,0.012374-0.0052375i,0.015266-0.0090618i
0.3031+0.29211i,0.41523+0.51334i,0.38814+0.55557i,0.19103+0.32118i,-0.027454+0.11136i,-0.062288+0.059712i,0.033742-0.004611i,0.050898-0.053839i,0.022421+0.0009527i,0.031821+0.043542i,0.033345+0.023552i,0.020232+0.0047407i,0.014007-0.0012017i,0.0047631-0.0071188i,-0.017439-0.0094741i,-0.047795-0.0061835i,-0.072512+0.0042283i,-0.072852+0.019696i,-0.048732+0.025976i,-0.027367+0.01542i,-0.019207+0.0073897i,-0.012115+0.015396i,-0.0016056+0.020032i
-0.35764-0.00057121i,-0.55768-0.13235i,-0.5789-0.221i,-0.32037-0.17159i,-0.027335-0.14457i,0.033077-0.16223i,-0.040978-0.076762i,-0.038127+0.0066414i,-0.0089652-0.025935i,-0.020472-0.058253i,-0.018313-0.039499i,-0.0040216-0.021213i,0.0043632-0.010631i,0.015475-0.008987i,0.020156-0.01164i,0.02532-0.0018492i,0.038955+0.010141i,0.044583+0.0070949i,0.033344-0.008881i,0.017406-0.022174i,0.0092121-0.025426i,0.0078601-0.026911i,0.0063482-0.025718i
0.21426-0.20318i,0.43879-0.20337i,0.53147-0.17142i,0.30811-0.13387i,0.0064545-0.004583i,-0.072546+0.14699i,-0.0077805+0.12765i,6.0945e-05+0.034128i,-0.018112+0.025305i,0.0036777+0.031492i,0.015779+0.0051527i,0.017232-0.0096696i,0.015176-0.014764i,-0.0051653-0.0024224i,-0.011175+0.027225i,0.0070638+0.031787i,0.016311+0.0047361i,0.0094991-0.020071i,-0.0026895-0.025454i,-0.015181-0.016549i,-0.023545+0.0026544i,-0.021727+0.020407i,-0.012923+0.023228i
-0.007945+0.21938i,-0.19065+0.31243i,-0.32676+0.34792i,-0.22269+0.26892i,-0.06878+0.071115i,-0.07867-0.10106i,-0.11485-0.071656i,-0.047832+0.035375i,0.015897+0.045008i,0.0051446+0.028149i,-0.013592+0.036512i,-0.023238+0.034425i,-0.026415+0.028388i,-0.0043465+0.013799i,0.014872-0.023172i,0.005279-0.052219i,-0.0089692-0.050357i,-0.0071165-0.032346i,0.0037864-0.017011i,0.01398-0.011101i,0.016032-0.013998i,0.0059192-0.018524i,-0.003061-0.013926i
-0.12276-0.094795i,0.004677-0.23395i,0.16797-0.32436i,0.20109-0.23196i,0.17472+0.00043266i,0.23414+0.16822i,0.26711+0.10928i,0.16455-0.031117i,0.054667-0.060861i,0.031995-0.035304i,0.033169-0.02159i,0.03179-0.0060408i,0.032159+0.006748i,0.021048+0.021836i,0.0093999+0.039601i,0.0093597+0.047643i,0.014591+0.043533i,0.015303+0.027546i,0.012936+0.0074127i,0.011673-0.0051477i,0.0095701-0.0042939i,0.013339+0.0037233i,0.019965+0.0014679i
0.099887-0.047215i,0.044754+0.11281i,-0.076956+0.29057i,-0.15161+0.29132i,-0.16865+0.07036i,-0.2269-0.15749i,-0.25219-0.16251i,-0.16175-0.057751i,-0.069641-0.028634i,-0.061355-0.039477i,-0.066278-0.040853i,-0.049319-0.045719i,-0.033993-0.050114i,-0.029358-0.048596i,-0.030314-0.033079i,-0.019447-0.0059965i,0.0032247+0.011982i,0.019847+0.018364i,0.024207+0.016681i,0.01752+0.0057297i,0.0058692-0.0083192i,-0.0076649-0.013971i,-0.017801-0.0048729i
