9.3698e-05+0.0021422i,0.0012525+9.5046e-05i,-0.00020647-0.0025141i,-0.0022635-0.0024612i,-0.0035986-0.00022364i,-0.0042727+0.0016098i,-0.0025501+0.0019897i,-0.0002164+0.0018789i,0.0010844+0.00097063i,0.00095567-0.00013296i,1.1449e-05-0.00054507i,-6.6128e-05-0.00082665i,-0.00038316-0.00085325i,-0.00094474-0.00044791i,-0.0012056-4.335e-05i,-0.0013417-0.00056175i,-0.001513-0.0004112i,-0.0014491+0.00016925i,-0.0013109+4.8376e-05i,-0.00078443-0.00019009i,8.114e-05+4.2526e-05i,1.742e-06+0.00037709i,-0.00025358+4.1993e-05i
3.8106e-05-0.000543i,-0.00092938-0.0011186i,-0.0010349-0.0013065i,-0.0016073+0.00033784i,-0.0026642+0.0016938i,-0.0027996+0.001995i,-0.001196+0.0013888i,0.0012322+0.00099002i,0.0011713+0.00020248i,2.5421e-05-0.0002904i,0.00036764-0.00024137i,0.00042972-2.6213e-05i,-0.00035181+4.2782e-05i,-0.00063075+0.00029462i,-0.00043742+0.00096741i,-0.00026763+0.00046354i,-0.00049201-0.00028491i,-0.0005048-0.00029886i,-0.00027303-5.507e-05i,-0.00063272-0.00050244i,-0.00059085-0.0010071i,-8.7203e-05-0.0010323i,7.1569e-05-0.00079864i
-1.861e-05-0.0021923i,0.00052702-0.0014155i,-0.0010769-0.00021068i,-0.0013111+4.0513e-06i,-0.0007873+0.0005274i,-0.00054617+0.0014198i,-0.00059841+0.0018437i,-0.00049376+0.00097741i,-0.001204-0.00054957i,-0.0011676-0.0008417i,-0.00030689+0.0002744i,0.00021512+0.00057505i,0.00051234+0.00029319i,0.00052865+0.00048078i,0.0008993+0.0010438i,0.00070487+0.0010213i,0.00052852+0.00043181i,0.00092478+0.00016164i,0.00069848-0.00020611i,0.00027926-0.00098886i,0.00019518-0.00096i,-0.00047319-0.00019717i,-0.00076556-0.00013716i
-0.0014785+0.0017269i,-0.0018845+0.0020613i,-0.0016069+0.002376i,-0.0019615+0.00084025i,-0.002541+0.00047959i,-0.0023473+0.0013605i,-0.0015761+0.0015124i,-0.00013634+0.0017773i,0.00093845+0.0017929i,0.00016797+0.00090795i,-0.00020116+0.00011902i,0.00019817-0.00077565i,0.00031713-0.0012571i,0.00045767-0.0012719i,0.00040095-0.0010459i,0.00069627-0.0011373i,0.00087334-0.0011351i,0.0007648-0.00032267i,0.00046967-0.00013608i,-1.2793e-06-0.0005355i,-0.00048188-0.00028803i,-0.00072019+8.9452e-05i,-0.00026495+0.00016587i
0.00057604+8.2249e-05i,-0.00049742-0.00064714i,-0.0017656-3.2844e-05i,-0.0020403+6.9205e-05i,-0.0023384-0.00013779i,-0.0022691+0.00094336i,-0.00096286+0.001897i,0.00049249+0.001495i,0.00088943+0.00028456i,-0.00015782-0.00078322i,-0.00095375-0.001113i,-0.00090644-0.0010577i,-0.00017617-0.00018161i,0.00058869+0.00084227i,-0.00026714+0.0011383i,-0.00093281+0.00085875i,-1.2586e-05+1.9451e-05i,0.00044308-0.00057446i,0.00038403-0.00049719i,-0.00015882-0.00061328i,-0.00065558-0.00093805i,-0.00047982-0.0010791i,-0.00057719-0.00038815i
-0.0009815+0.0021719i,-0.00062934+0.0014664i,-0.0006839+0.00089052i,-0.001364+0.00010136i,-0.0013489+0.0011751i,-0.0012205+0.0017881i,-0.00093508+0.0014853i,0.00033018+0.001512i,0.0011965+0.0007292i,0.00097934-0.00011895i,0.00076646+0.00032911i,0.00040191+0.00067808i,-0.00060048+0.00027232i,-0.0013842-0.00068142i,-0.0009064-0.0012375i,-0.00012265-0.00052792i,0.00028749-0.00070051i,0.00012933-0.00083317i,-0.00050358-0.00024317i,-0.00068425-0.00027426i,-0.00051649+0.00016441i,-0.00046902+0.00045121i,-0.00021129+1.4952e-05i
5.6891e-05+7.1696e-05i,8.7609e-05+0.00024176i,2.0415e-05+0.00010593i,-0.0011788-0.00039642i,-0.001426+0.00024266i,-0.00016934+0.0022869i,0.00043392+0.0025624i,0.0008115+0.0010846i,0.00080668-8.0736e-05i,-0.00013363-0.00024414i,-0.00012176+0.00041247i,0.00045646+0.00066105i,0.00046924+0.00011666i,-0.00032454+0.00063299i,-0.0011491+0.00071292i,-0.00089544-0.00022897i,-0.00042106-0.00098745i,-0.00076479-0.00069846i,-0.00099947-1.5295e-05i,-0.00021533+0.00027756i,0.0004437+0.00024455i,0.00072117+0.0006649i,0.00064198+0.00086995i
-0.0016891-0.0012636i,-0.0016406-0.00037857i,-0.0023796+0.00075486i,-0.0034916+0.0017543i,-0.0037563+0.0028759i,-0.0021068+0.0027534i,-0.00040665+0.0017078i,3.342e-05+0.00056153i,-6.9338e-05-6.7227e-06i,-0.0011928+0.0010533i,-0.0010927+0.0024102i,0.00012484+0.0021735i,5.5524e-05+0.0010764i,0.00060187+0.0007314i,0.00060713+0.00067438i,0.00011056+0.00055094i,0.00027357+0.00057907i,0.00077359+0.00057532i,0.0012602+0.00040316i,0.0010007-0.00046542i,0.00048102-0.00097921i,0.00087849-0.0005607i,0.0015825-0.00019378i
-0.0023468+0.00137i,-0.0022456+0.00057946i,-0.0013092+0.00035947i,-0.0016943-0.00073322i,-0.0023567-0.0010928i,-0.0028313+0.00012195i,-0.0018615+0.0015309i,-0.00018823+0.0018294i,-8.1515e-05+0.00052935i,-0.00042348-0.00087758i,-0.00076713-0.00064785i,-0.00053054-0.00047888i,-0.00059467-0.0010519i,-0.00077176-0.0012516i,-0.00090471-0.00071681i,-0.0010999-0.00034959i,-0.0009212-0.00017454i,-0.00043729+0.00011544i,-0.00045297+0.00028745i,0.00011145-3.1725e-05i,0.00091956+6.4886e-05i,0.00050801-0.0002553i,-0.0001027-0.00026648i
0.00042196-0.0034095i,-0.00069938-0.0020434i,-0.0034114-0.00095716i,-0.0037528-0.00069896i,-0.0024844+0.00096662i,-0.0021855+0.0031373i,-0.0005861+0.0030021i,0.0014684+0.00172i,0.00097709+0.00011506i,-0.00022044+0.00027623i,-0.00050678+0.0014134i,-0.00017049+0.0016471i,-0.00030179+0.0015689i,-0.0007983+0.00097486i,-0.0010681+0.00034496i,-0.00057137+0.00041998i,-2.2093e-05+0.00079118i,0.00015693+0.00088869i,0.00055441+0.00041562i,0.00094849+0.00035815i,0.00068692+0.00034239i,0.00025957-0.00047588i,-0.00028989-0.00039789i
0.0010365+0.00025069i,0.0004114-0.0010758i,0.00011112-0.002513i,-1.8355e-05-0.0022787i,-0.00048503-0.00076483i,-0.00045829-0.00045135i,-0.00010947+0.00021133i,0.00063615+0.0012349i,-4.551e-05+0.00099257i,-0.0012971-0.00014509i,-0.001597-0.00062496i,-0.0010501-1.8319e-06i,-0.00084878+0.00091179i,-0.00054752+0.00074758i,0.00044569-0.00018608i,0.00018891-0.00036053i,-0.0002448-0.00053002i,0.00039751-0.00071753i,0.00037067-0.00073183i,0.0003247-0.00034212i,0.00056659+0.00027999i,7.0026e-05+0.00014727i,-0.00034394+0.00010083i
0.0029041-0.00065169i,0.003636-0.0011717i,0.0025263-0.0023026i,3.8389e-05-0.0013388i,-0.0023481+0.0011561i,-0.0033387+0.0030436i,-0.0025312+0.0028805i,-0.00075942+0.0019274i,0.00032009+0.00081255i,-0.00044096-0.00055081i,-0.0013523-0.00062197i,-0.0012999+0.00015891i,-0.00036802+0.00091477i,-0.00081487+0.00078506i,-0.0015747-0.00015351i,-0.00082813-0.00080816i,-0.00019671-0.00073277i,-6.75e-06-0.00067633i,0.0002495-0.00035545i,0.00054789-8.2324e-06i,0.00026903+0.00014979i,0.0001495+3.2045e-05i,0.00077416+0.00014319i
1.4996e-05+0.0026796i,0.0021104+0.0025772i,0.0023201+0.0016179i,0.0011843+7.3461e-05i,0.00019922-0.00087663i,-0.000756+0.00052404i,-0.00083826+0.0019i,-7.7275e-05+0.0017419i,-0.00067467+0.00068287i,-0.00090179+0.00042152i,-0.0007685+0.0006254i,-0.00078688+0.00071049i,-0.00038825+0.0010275i,-0.00023393+1.8916e-05i,-0.00076546-0.0010138i,-0.0016685-0.00081369i,-0.0014348-0.00026942i,-0.00042862+0.00053173i,-8.7694e-06+0.00032728i,0.00011767-0.00033578i,-0.00033541-0.00078369i,-0.00035642-0.00079971i,0.00062445-0.00064471i
-0.0013892+0.00025255i,-0.0022315+0.00069596i,-0.0024521+0.0011265i,-0.0020273+0.0016941i,-0.002484+0.0022854i,-0.0028621+0.0028797i,-0.0022978+0.0026043i,-0.001363+0.0013175i,-0.0007585-0.00039825i,-0.00079175-0.00052639i,-0.0015529-8.3381e-05i,-0.0022029-5.8147e-05i,-0.0019221-0.00014456i,-0.001165-0.00033983i,-0.00065342-0.00063029i,-0.00077196-0.0010135i,-0.0012892-0.00038682i,-0.00072768+0.00026817i,-2.627e-06-5.5871e-05i,0.00028061+0.00015183i,0.00034191+0.00041153i,0.00013446+2.4987e-05i,-0.00031834+0.00011688i
0.00069508+6.9086e-05i,0.0008304+0.00012277i,-0.00041216-0.0007023i,-0.0017057+4.9845e-05i,-0.0026555+0.00016462i,-0.0027765+0.00026908i,-0.0018569+0.001095i,-0.00060868+0.00039289i,0.00022467-0.00036859i,-4.4646e-05-0.00093065i,-0.00055681-0.00093584i,-0.0002209-0.00046264i,-0.00029125-6.268e-05i,-0.00093512+0.00053187i,-0.0006082+9.4083e-05i,0.00026022-0.00051988i,0.00033907+2.6617e-05i,0.00010691+0.00092031i,0.00037376+0.0013787i,0.00046101+0.00095158i,0.00052927+0.00061546i,0.00030539+0.00039987i,-0.0002365+0.00060794i
-0.00082977-0.0016949i,-0.0012518-0.0009728i,-0.0027139+0.00032693i,-0.0035497+0.0018172i,-0.003185+0.0031118i,-0.002439+0.0028957i,-0.0013783+0.0024738i,-0.00099386+0.0014646i,-0.0015368+0.00041632i,-0.0018712+0.0002705i,-0.00078568+0.00048912i,-0.0002126+0.0015884i,0.00016783+0.0017246i,0.00063327+0.0011276i,0.00052039+0.0014213i,0.00038262+0.0012107i,0.00035262+0.0007367i,0.0002126+6.9715e-05i,-0.000501-0.00079346i,-0.000868-0.0014466i,-0.00082266-0.00096849i,-5.822e-06-0.00027114i,0.00084679+0.00023898i
-0.0015383+0.0021375i,-0.00185+0.0019689i,-0.001585+0.0016162i,-0.0013154-0.00022975i,-0.0013274-0.0011956i,-0.0015135-0.00046479i,-0.0014979+0.001018i,-0.0005593+0.0014128i,-5.8391e-05+0.00070778i,-1.8957e-05+0.00037389i,0.00060615-0.00051319i,0.00027607-0.0015163i,-0.00041235-0.0017639i,-0.00020864-0.0011519i,-0.00010079-0.00093398i,-0.0002797-0.00087564i,-0.0005575-0.00057474i,-0.00039324-0.00083306i,-7.1562e-06-0.00093025i,0.00051667-0.00082589i,0.00032443+6.665e-05i,-0.00032788+0.00020106i,-0.00057152-0.00016501i
-0.0036805+9.7195e-06i,-0.003627+0.00090351i,-0.0027723+0.0026046i,-0.0014878+0.002813i,-0.00062902+0.0021411i,-0.00017164+0.002487i,-0.00013076+0.0020136i,0.00014732+0.00039019i,-0.00033267-0.00076265i,-0.00075554-0.00071516i,-0.00020204+0.0004988i,0.00077166+0.00081696i,0.0015685-0.00023216i,0.0012017-0.00063873i,0.00082259-0.0011475i,0.00093786-0.001122i,0.00026048-0.00029896i,-0.0006193-0.00019067i,-0.00062909-0.00073575i,-0.00033936-0.0014372i,-0.0005167-0.0010231i,-0.00051436-1.2356e-05i,-0.00023432+6.4232e-05i
0.00048416+0.00011145i,-0.00031153-0.00061861i,-0.00092537-0.001063i,-0.00161-0.00085153i,-0.0031261-0.00021306i,-0.0034366+0.00063247i,-0.0021211+0.0014832i,-0.00050655+0.001536i,-0.00025192+0.00017227i,-0.00015611-0.00089181i,-0.00017448-0.00072509i,-0.00086208-0.00079507i,0.00016172-0.00030146i,0.00083684+0.00012921i,-0.00016172+0.00019121i,7.5456e-05+0.00021246i,0.00037986+8.1431e-06i,0.00060031+7.4899e-05i,0.0004536-0.00022192i,0.00015083-0.00040032i,0.00026174+0.00016973i,-0.00014763+0.00028558i,-0.0005971+0.00014272i
-0.00079938+0.00019075i,-0.0017044-0.00015099i,-0.0029192+0.00012682i,-0.0024967+0.00066191i,-0.0015053+0.0014725i,-0.0012905+0.0019624i,-0.001524+0.0019487i,-0.00051911+0.0013827i,0.00076961+0.00017131i,0.0006408+0.00015863i,4.4051e-05+0.00032121i,-0.0002311-0.00049972i,-0.00062242-0.00091812i,-0.00060426-0.00023829i,-0.00033068+0.00011122i,-0.00078104+0.00011196i,-0.00058477+0.00040903i,-4.9052e-05-0.00013997i,-5.9313e-05-0.00088564i,3.9986e-05+9.6919e-05i,4.7548e-05+0.00055648i,6.3562e-05-8.5358e-05i,-1.522e-06-0.00030469i
0.00050874-0.0024041i,-0.00047462-0.002289i,-0.00193-0.0017404i,-0.0033773-0.00074189i,-0.0037337+0.00081612i,-0.0024838+0.0025748i,-0.00064874+0.0038274i,0.00073557+0.00382i,0.0010179+0.0020811i,0.000442-0.00011242i,0.00064149-0.00083235i,0.0014275-0.0003555i,0.0010857-0.00039881i,0.00021908-0.00033134i,-1.8654e-05-2.0743e-05i,0.00028353-4.2323e-05i,0.00022768+0.00038429i,0.00018518+0.00021236i,0.00044891-0.00035314i,0.00056364-0.000256i,0.00068815+5.9583e-05i,0.00053219+0.00045192i,0.00043884+0.00025036i
0.001733+0.00077392i,0.0016574+0.00034319i,0.001407-0.0008451i,0.00086914-0.0015159i,0.00010555-0.00047053i,-0.00073538+0.0012777i,-0.0015817+0.0023433i,-0.0012705+0.0015342i,-0.00021772+0.00054654i,0.00047364+0.00040855i,0.00064562+0.00047603i,-0.00023059-0.00057655i,-0.00060685-0.0012628i,-0.00025869-0.00082725i,0.0001324-0.00018535i,0.00018357-0.0007902i,0.00068757-0.0010866i,0.0003778-0.00013774i,-0.00037755+0.00055987i,-0.00024916+0.00043758i,-0.00072929-0.00052835i,-0.0010919-0.00049321i,-0.0005081-0.00035328i
0.00055207-0.0013579i,0.00018479-0.00073806i,-0.00036089-0.00071594i,-0.00091829-0.00064415i,-0.0024735+0.00036612i,-0.0025855+0.001473i,-0.0011969+0.0020275i,-0.00036434+0.0016189i,-0.00055769+0.00062435i,-0.00052028-0.00035524i,-7.0784e-05-0.00016239i,-6.036e-05-0.0001517i,-0.00046708-0.00068603i,-0.00064236-0.00046155i,-0.0004455+0.0001589i,-0.00012114-8.5837e-05i,-0.00042907-0.00010541i,-0.00053475+0.00061107i,-0.00079935+0.00062935i,-0.00086915+0.00033725i,-0.00048509-0.0002151i,-0.00046507-0.00081485i,-0.00016307-0.0008379i
-0.0013154+0.00025005i,-0.00090371-0.00053103i,0.00070112-0.00069775i,0.0014441+0.00037176i,-0.00043364+0.00019917i,-0.0015708+0.00027001i,-0.001122+0.00075248i,-0.00044802+0.00090851i,9.3033e-06+0.0009661i,2.5333e-05+6.9181e-05i,4.0302e-05-0.00052783i,0.00053094-0.00056982i,0.00053188-0.00028394i,0.00013047+9.1315e-05i,-0.0001085-0.00021734i,-8.4806e-05-0.00045628i,3.573e-05+0.00023406i,-9.6209e-05+0.00046244i,-0.0004075+0.00013105i,-0.00053925+0.00011695i,-0.00069044+0.00020191i,-0.00061605-0.00025955i,-6.5896e-05-0.0005174i
-0.00047752+0.00020084i,-0.00025537+0.0019052i,-8.123e-06+0.0029482i,0.00037519+0.0018934i,0.00015682+0.0014463i,-0.00094612+0.0020256i,-0.00092821+0.0020222i,-0.00015835+0.0015863i,8.8092e-05+0.00091009i,0.00051703+0.00053312i,0.00070614+0.00074696i,0.00057936+3.4654e-05i,0.0003366-0.00074774i,-7.0785e-05-0.0011125i,-0.00014885-0.0010887i,-8.397e-05-0.00045158i,-8.2795e-05-0.00048465i,-0.0001162-0.00048897i,0.00037424-0.00031979i,0.0010714-0.00015768i,0.0012472+1.3507e-05i,0.00075826+9.7869e-05i,0.00035717-0.00022569i
-0.0014454-0.00032782i,-0.0018833-0.00032354i,-0.0021453+0.00014579i,-0.0017097+0.0010783i,-0.0014723+0.0010114i,-0.0018114+0.000974i,-0.0015046+0.0014149i,-0.00070642+0.00068189i,-0.00036134-0.00032527i,-0.00045974+0.00041278i,-0.00037168+0.00086249i,7.6376e-05-0.00039956i,-5.9779e-05-0.00055407i,0.00026872+0.00014403i,0.00065937+0.00062929i,0.0003998+0.00053715i,0.00029955+0.00056447i,0.000846+0.00041737i,0.0011198-0.00070425i,0.00082492-0.0011011i,0.00077019-0.00031965i,0.00078683+0.00014039i,0.0003212-0.00024687i
0.00095643+9.2308e-05i,0.00093753-2.2591e-05i,0.00014828-0.00053783i,-0.0011913-0.00061662i,-0.0022158+0.00042329i,-0.0024236+0.0013987i,-0.0017331+0.0020548i,-0.00067729+0.0016814i,-8.4016e-05+0.0002409i,0.00031428-0.00022182i,0.0008562+0.00065213i,0.00067661+0.0013958i,0.00017691+0.0012602i,-0.00021437+0.00052904i,-0.00080174+0.00043446i,-0.00075309+0.00025899i,-0.00087725+0.00063353i,-0.0010143+0.0011598i,0.00011199+0.0003053i,0.00059284-0.00064656i,0.00039941-0.00092446i,-4.2518e-05-0.00067389i,-0.00061808+1.4759e-05i
-0.0015315-0.00014039i,-0.0010322+0.00013924i,-0.00010549+0.00040215i,-0.00064436+0.00039695i,-0.0012836+0.00044131i,-0.0020792+0.0007267i,-0.0018806+0.0011785i,-0.00047935+0.00078948i,0.00027024-0.00016248i,3.5418e-05+3.8441e-05i,7.4609e-05+0.00037462i,0.00024051+0.00038322i,7.5198e-05+1.3538e-05i,3.6365e-05-9.038e-05i,-3.2201e-05-0.00042366i,-0.00081046-0.00067666i,-0.0010744-3.1934e-05i,-0.00067704+0.00017392i,-0.00058851+5.9799e-06i,-0.00067998-7.3682e-05i,-0.00071288+0.00042887i,-0.00034683+0.00023686i,3.7334e-05-0.00063634i
-0.00096964-0.0018091i,-0.0012993-0.0019895i,-0.0020071-0.0010448i,-0.0020893-0.00045614i,-0.0018003-0.00032442i,-0.0019127+0.0010396i,-0.0010216+0.001516i,-0.00012146+0.00021899i,-0.00013857-0.00022871i,-0.00074718+0.00039338i,-0.00092814+0.0014054i,-0.000838+0.0011513i,-0.00083651+0.00024525i,-0.00012695+0.00095741i,0.0003914+0.00098216i,0.00039695+0.00051009i,0.00050283+0.00013277i,0.00050907+6.7593e-05i,-5.1306e-05+0.00023192i,-0.00044161-0.0001414i,-0.0008819-0.00048657i,-0.00048622-0.00040771i,0.00043914+0.00023617i
0.00024405-0.00051579i,0.00059704-0.00014922i,-0.0009227-0.00028613i,-0.0020396-0.00024891i,-0.0029079-0.00064336i,-0.002501+0.00017972i,-0.00051986+0.0015273i,-6.1821e-05+0.0019145i,-0.00088408+0.00070599i,-0.0012508-0.00076339i,-0.0010496-0.00082531i,-0.0007164+5.4772e-05i,0.00017345+0.00066516i,0.00082544+0.0011164i,0.0005365+0.00058944i,-0.00058541+0.00042736i,-0.0011217+0.00078069i,-0.00046217+0.00049408i,0.00062069+4.0382e-06i,0.001202+4.5547e-05i,0.00094555+0.00054567i,0.00077079+0.00033223i,0.00044549+0.00013969i
-0.0017725-0.0012246i,-0.0032257-0.00082534i,-0.0036763-0.00022808i,-0.0032084+0.00039361i,-0.0034611+0.00099723i,-0.0030476+0.0023057i,-0.001694+0.003104i,-0.00012491+0.0021238i,-1.1059e-05+0.00045724i,-0.00058975+0.00011402i,-0.00066899+0.00046672i,-0.00030037+7.2214e-05i,0.00080757+0.00050941i,0.0011036+0.0010919i,8.9519e-05+0.001008i,-0.00039292-5.3223e-05i,-0.00031732-0.0010356i,-0.00028865-0.00038398i,-0.00015177+0.00040595i,-0.00010083+0.00055686i,-0.0001611+0.00050911i,-9.8608e-05+0.00051056i,7.552e-05+0.00021625i
-0.00016733+0.00095205i,-0.00052944+0.0001175i,8.2492e-05-0.00050609i,0.0011907-0.00072987i,0.0011529-0.00066796i,-0.00022399+0.00041014i,-0.00060342+0.0014526i,-0.00053669+0.0011264i,-0.00041516-0.00019767i,-0.00020656-0.00037602i,-0.00036637+0.00031545i,-0.00085147+5.9912e-05i,-0.0012892-0.00052311i,-0.00095527-9.5386e-05i,-0.00054742-0.00011465i,-0.00044586-0.0010797i,-0.00037393-0.00072223i,-0.00048328+0.00053379i,-0.00033378+0.00071448i,0.00041965+0.00021676i,0.00045965+8.4315e-05i,8.7481e-05-0.00038133i,-0.00015241-0.00056974i
0.00092249-0.00060968i,0.001997-0.001854i,0.0016241-0.0011644i,-0.00087898+0.00018964i,-0.0027653+0.0013543i,-0.0024275+0.0019168i,-0.00099356+0.001839i,-0.00011823+0.0016306i,-2.8503e-05+0.00046025i,-0.00030407-0.00031864i,4.867e-05+7.8081e-05i,-0.0001891+0.00012841i,-0.00047023+0.00074378i,0.00031105+0.0006499i,-2.9324e-05-0.00080134i,-0.00036682-0.00076604i,-0.00046352-0.00019683i,-0.00068822-0.00031062i,-0.00052381+2.2912e-06i,-0.00036547+0.00016237i,-0.00024987+4.8095e-05i,0.00028033-0.0007448i,0.00018307-0.00040538i
0.00090176+0.0013849i,0.0011035+0.002547i,0.0014835+0.0024968i,0.00049465+0.00016648i,-0.0010018-0.00071941i,-0.0018883+0.000867i,-0.0011664+0.0023005i,0.00053467+0.0016225i,0.00088733+0.00044398i,-0.00011444-0.0003697i,-0.0010022-0.00028342i,-0.0010863-0.00020789i,-0.0010603-0.0010285i,-0.0011298-0.00092283i,-0.0011877-0.00066231i,-0.00094184-0.00045375i,-0.00053443+6.1401e-05i,-0.0005652+0.00017794i,-0.00045388+0.00015659i,-8.2611e-05+0.00010954i,0.000183+0.00030996i,0.0003743+0.00031689i,0.00075234+0.00052437i
-0.0016689-0.0014232i,-0.0027585+0.00025347i,-0.0032962+0.0018012i,-0.0025909+0.0019764i,-0.0022206+0.002472i,-0.0024806+0.0030594i,-0.0014993+0.0021625i,-0.00029842+0.00099902i,0.00010813-0.00056114i,-0.00011265-0.0013386i,-0.0002261-0.00065998i,-9.8826e-05+7.3183e-05i,0.00028423+0.00016488i,0.00026119+0.00036209i,-0.00035518+0.0007795i,-0.00063784+0.00023063i,-0.00050494-0.0005016i,-0.00044147+9.7752e-05i,2.8472e-05+0.00062412i,0.00023888-0.00017146i,-4.7582e-06-0.00084626i,-0.00017915-0.00017927i,0.00013761+0.00028387i
0.00089419-0.0025552i,-6.0681e-05-0.0024414i,-0.0010798-0.0022615i,-0.0015144-0.0017369i,-0.0020506-0.00059033i,-0.002435+0.00051842i,-0.001645+0.0012582i,0.00018054+0.0011215i,0.0010251+0.00067176i,0.00048745-0.00018128i,-0.00022464-0.00071707i,-0.00027713+0.0008252i,-0.00066266+0.0014444i,-0.00075401+0.0010736i,-0.00084114+0.0012026i,-0.00059521+0.00065981i,0.00026833+0.00020322i,0.00073512-0.00015732i,0.00041586-0.00030605i,-0.00060201-0.00057114i,-0.00086547-0.000597i,-0.00062361-0.00055042i,-0.00025336+0.00010313i
0.00033244+0.00054772i,0.00061915-0.00029615i,-0.00034458-0.0010659i,-0.0014936+0.00036623i,-0.0015366+0.0010642i,-0.0011207+0.00054474i,-0.00038634+0.00058869i,0.00059331+0.00070641i,0.00095843+0.00074136i,0.00031808+0.00063767i,0.00058469+0.00045235i,0.0007611+5.8927e-05i,0.00023437+0.00062417i,-0.00048513+0.00047238i,-0.00074938-0.00079545i,-0.00048-0.0011509i,0.0001131-0.00065984i,-0.00013341-1.755e-05i,-0.00026737+0.00013746i,0.00076853-1.771e-05i,0.0013097+0.00031828i,0.00088101+0.00013394i,0.00048296-0.00027867i
0.00065765-6.3158e-05i,-1.0417e-05-0.0016837i,-0.0010148-0.0029157i,-0.0026744-0.002414i,-0.0027172-5.7339e-05i,-0.0016181+0.0022564i,-0.0010887+0.0023366i,-0.00043772+0.00092372i,-4.8707e-05-0.0004845i,-0.00053152-0.00097538i,-0.00066043-0.00053646i,-0.0001962+2.5911e-05i,-0.00029374+0.00027074i,-0.00088036+0.00022538i,-0.00081769+8.6551e-05i,-0.00074047-0.000266i,-0.00072155-0.00071933i,-0.00050321-0.00081857i,-0.00017536+1.6992e-05i,-0.00036799+0.00075322i,-1.5684e-05+0.00037202i,0.00035153+0.00014299i,-1.2649e-05+0.00021339i
-0.0023361-7.7268e-05i,-0.0010226+0.00066457i,0.00063776+0.0017854i,0.00032975+0.0026183i,-0.0011074+0.0023495i,-0.0015924+0.0019174i,-0.0012201+0.0019761i,-0.0006564+0.0017443i,-0.00022381+0.0009457i,-6.1372e-05+0.00024508i,4.7464e-05+0.00089443i,-0.0003153+0.0014044i,-0.00047131+0.00011523i,-0.00042581-0.00076725i,0.00013429-0.00060516i,0.000426-0.00051575i,-0.00098248-0.0003906i,-0.0010862-0.00073488i,-0.00026483-0.0010767i,-0.00046662-0.00049368i,0.00018953-0.00039089i,0.00023163+2.7431e-06i,-0.00066493+0.00016965i
0.00050247-0.00070237i,8.7268e-05+3.6769e-05i,-0.0014164+0.00042263i,-0.0020636+0.0014915i,-0.0021681+0.0017999i,-0.0016445+0.0015406i,-0.0015806+0.001973i,-0.0005298+0.001569i,0.00064206+0.00069285i,0.00017112+0.00053466i,-0.00054254+0.00020872i,0.00015062-0.00043635i,0.0012204-0.00053879i,0.001069+9.3886e-05i,0.00064221+0.00061309i,0.00027778-0.00010317i,5.3706e-05-0.001146i,0.00052778-0.0012998i,0.00077695-0.00053539i,0.00042187-0.0005661i,0.0001191-0.00039973i,-0.00049452-0.00027807i,-0.00055271-0.0005105i
-0.0036167+0.00079954i,-0.003619+0.0015558i,-0.0030182+0.0018231i,-0.0010919+0.001877i,-0.00023403+0.0014965i,-0.00025075+0.0010617i,-4.5679e-05+0.00060291i,0.00066088-0.00016427i,0.00076982-0.00073509i,-0.00022483-0.0010537i,0.00026016-0.00092425i,0.00076639-0.000532i,0.0004764-0.00078526i,0.00028524-0.00082352i,0.00051261-0.00063158i,0.00067346-0.00049665i,0.00068473-0.0006616i,0.00048974-0.00020809i,-0.00037509+0.00034329i,-0.00045065+0.00011944i,-0.00068382+0.0003284i,-0.0012035+8.9372e-05i,-0.00073865+0.00034196i
-0.00081532-0.0014286i,-0.0016657-0.0031037i,-0.0021473-0.0024875i,-0.0025212-0.0011943i,-0.0024996+0.00022674i,-0.0021289+0.00082158i,-0.001535+0.0012828i,-0.0003494+0.0013764i,0.00052096-2.3428e-05i,0.00024043-0.0008746i,-0.00040899-0.000591i,-0.00075263-0.00043356i,-0.00051617+0.00037181i,-4.5116e-05+0.0008564i,-0.00059809+6.2476e-05i,-0.00056517-0.00045741i,0.00015093-0.00070364i,0.00018661-0.00074514i,0.00016215-8.7223e-05i,-0.00010909-0.00019348i,-0.00027161-0.00045757i,1.5847e-05-0.00026558i,2.0042e-05+1.3329e-05i
-0.00077246+0.0011374i,-0.00015078-0.00026462i,8.4308e-05-0.0006907i,-0.00016808-0.00054286i,-0.0011072-0.00093155i,-0.0010326-0.00040725i,0.00024378+0.0011161i,0.00073494+0.0012892i,0.00052054+0.00069681i,0.00024527+0.00016259i,-0.00024313+5.7893e-05i,-0.00051832-0.00039352i,-0.0003699-0.00031833i,0.0001649+0.00045571i,0.00034397+0.00059912i,-0.00065934+4.55e-05i,-0.0009514-0.00061078i,-0.00013752-0.00042933i,0.00030635+0.000104i,0.00043722+0.00048659i,0.0001942+0.00013624i,0.00084917-0.00050961i,0.00038924-0.0006821i
